Orthogroup	Microcebus_murinus	Mesocricetus_auratus
OG0008674	XP_012616867.1	XP_021081192.1
OG0008675	XP_012617117.1	XP_040609781.1
OG0008676	XP_012617362.1, XP_012617369.1	XP_005067285.1
OG0008677	XP_012617604.1	XP_040609745.1
OG0008678	XP_012617876.1	XP_012966711.1
OG0008679	XP_012619003.1	XP_005067365.1
OG0008680	XP_012619058.1	XP_005067368.1
OG0008681	XP_012619435.1, XP_012619424.1	XP_040609647.1
OG0008682	XP_012619476.1	XP_005067390.1
OG0008683	XP_012619991.1	XP_005067414.1
OG0008684	XP_012619959.1	XP_012966828.2
OG0008685	XP_012630551.1	XP_040598042.1
OG0008686	XP_012594591.1	XP_005085404.1
OG0008687	XP_012600000.1	XP_040603664.1
OG0008688	XP_012600019.1	XP_040603672.1, XP_040603673.1
OG0008689	XP_012600079.1	XP_012965863.1
OG0008690	XP_012621085.2	XP_005063721.1
OG0008691	XP_012621218.1	XP_040601016.1
OG0008692	XP_012621265.1	XP_040601001.1
OG0008693	XP_020136171.1	XP_021080422.1
OG0008694	XP_012622740.1	XP_005063660.1
OG0008695	XP_012623161.2	XP_040600397.1, XP_040585014.1, XP_040603478.1
OG0008696	XP_012623494.1	XP_005063631.2
OG0008697	XP_012623953.1	XP_040599977.1
OG0008698	XP_012624880.1	XP_005063579.1
OG0008699	XP_012624868.1	XP_005063581.1
OG0008700	XP_012625105.1	XP_012971319.2
OG0008701	XP_012625625.1	XP_005075706.2, XP_040599350.1
OG0008702	XP_012625709.1	XP_005063551.1
OG0008703	XP_020136020.1	XP_012976311.1, NP_001268505.1
OG0008704	XP_012626104.1	XP_005063540.2
OG0008705	XP_012626664.1	XP_040598812.1
OG0008706	XP_012630174.1	XP_040588066.1, XP_040588071.1
OG0008707	XP_012630284.1	XP_040598079.1
OG0008708	XP_012594608.1	XP_005085412.1
OG0008709	XP_012594612.1	XP_021084217.1
OG0008710	XP_012636737.1	XP_040608878.1
OG0008711	XP_020136348.1	XP_005064347.1
OG0008712	XP_012636800.1	XP_005064342.1
OG0008713	XP_012636801.1	XP_040608606.1
OG0008714	XP_012636825.1	XP_005063417.1
OG0008715	XP_012602447.1, XP_012602446.1	XP_012969674.1
OG0008716	XP_012602421.2	XP_005064310.1
OG0008717	XP_012600040.1	XP_005077710.1
OG0008719	XP_012645512.1	XP_040597456.1
OG0008720	XP_012644731.1	XP_005085985.1, XP_040606228.1
OG0008721	XP_012644723.1	XP_005085984.1
OG0008722	XP_012629549.1, XP_012629550.1	XP_005087638.1
OG0008723	XP_012645470.1	XP_005066787.1
OG0008724	XP_020144413.1	XP_005066270.1
OG0008725	XP_012592638.1	XP_040597392.1
OG0008726	XP_012590812.1	XP_040597342.1
OG0008727	XP_012606949.2	XP_012966385.1
OG0008728	XP_012595475.1	XP_005066842.1
OG0008729	XP_012595445.1	XP_040597324.1
OG0008730	XP_012629687.1	XP_005066858.1
OG0008731	XP_012618654.1	XP_005066872.1
OG0008732	XP_012628320.1	XP_005066249.1
OG0008733	XP_020144291.1	XP_005066264.1
OG0008734	XP_012628288.1	XP_005066261.1
OG0008735	XP_012617435.1	XP_005072715.2
OG0008736	XP_012590861.1	XP_040586164.1
OG0008737	XP_012623754.1	XP_040592879.1, XP_040596188.1
OG0008738	XP_020141527.1, XP_020135733.1	XP_040601944.1
OG0008739	XP_012621798.1	XP_040601948.1
OG0008740	XP_012621854.1	XP_021086608.1
OG0008741	XP_012621865.1	XP_005064798.1
OG0008742	XP_012621905.1	XP_005064780.1
OG0008743	XP_012621909.2	XP_040601992.1
OG0008744	XP_012621914.1	XP_021086453.1, XP_005064567.1
OG0008745	XP_012621940.1	XP_005064769.1
OG0008746	XP_012621968.1	XP_040602027.1
OG0008747	XP_012621978.1	XP_005064756.1
OG0008748	XP_012622017.1	XP_040602048.1
OG0008749	XP_012622069.1	XP_005068568.2
OG0008750	XP_012622105.1	XP_040602085.1
OG0008751	XP_012618997.1	XP_012967782.1
OG0008752	XP_012618983.1	XP_040602146.1
OG0008753	XP_012618965.1, XP_012618966.1	XP_040602149.1
OG0008754	XP_012618976.1	XP_005068620.1
OG0008755	XP_012618964.1	XP_021081964.2
OG0008756	XP_012618943.1	XP_012967839.1
OG0008757	XP_012618923.1	XP_040595448.1
OG0008758	XP_012618911.1	XP_040595759.1
OG0008759	XP_020141500.1	XP_021085037.1
OG0008760	XP_012638558.1, XP_012638557.1, XP_012638559.1	XP_040595603.1
OG0008761	XP_012638545.2	XP_012971538.1
OG0008762	XP_012614050.1	XP_040595420.1
OG0008763	XP_020141600.1	XP_005075592.3
OG0008764	XP_012614184.1	XP_005075602.1
OG0008765	XP_020141742.1	XP_040595380.1
OG0008766	XP_012614139.1	XP_012972841.1
OG0008767	XP_012623797.1	XP_040595778.1
OG0008768	XP_020141656.1	XP_012972839.1
OG0008769	XP_012623737.1	XP_040592878.1
OG0008770	XP_012623713.1	XP_021082539.1
OG0008771	XP_012623690.1	XP_040585813.1
OG0008772	XP_012603661.1	XP_005069685.1
OG0008773	XP_012590938.1	XP_005069655.1
OG0008774	XP_012594823.1	XP_040585883.1
OG0008775	XP_012608303.1	XP_005087552.1
OG0008776	XP_012614068.1	XP_040595490.1
OG0008777	XP_020140275.1	XP_040606490.1
OG0008778	XP_012592609.1	XP_040606518.1
OG0008779	XP_012641443.1	XP_005068265.1
OG0008780	XP_012636370.1	XP_040606452.1
OG0008781	XP_012636336.1	XP_040606432.1
OG0008782	XP_012602506.2	XP_040606428.1
OG0008783	XP_012602463.1	XP_040606398.1, XP_012978641.2
OG0008784	XP_020140352.1	XP_012971668.1
OG0008785	XP_012638367.1	XP_040606367.1
OG0008786	XP_012637226.1	XP_005073848.1
OG0008787	XP_012637232.1	XP_005073844.1
OG0008788	XP_012605302.1	XP_005073835.1
OG0008789	XP_020140313.1	XP_005070733.2
OG0008790	XP_012634533.1	XP_040588187.1
OG0008791	XP_012634518.1	XP_005070759.1
OG0008792	XP_020140302.1	XP_040588094.1
OG0008793	XP_012634514.1	XP_012969450.1
OG0008794	XP_012634512.1	XP_021083164.2
OG0008795	XP_012635532.1	XP_040588064.1
OG0008796	XP_012641828.1	XP_005077195.1
OG0008797	XP_020140078.1	XP_040607840.1
OG0008798	XP_012635207.1, XP_020140075.1	XP_040607752.1
OG0008799	XP_012634489.1	XP_012977356.1
OG0008800	XP_012634445.1	XP_021089639.1
OG0008801	XP_012593846.1	XP_012977351.1
OG0008802	XP_020140160.1	XP_005082016.1
OG0008803	XP_012629527.1	XP_005076115.1
OG0008804	XP_012629466.1	XP_021086280.1
OG0008805	XP_012629503.2	XP_040593148.1
OG0008806	XP_020140939.1	XP_005076481.2
OG0008807	XP_020140119.1	XP_040603457.1
OG0008808	XP_012642643.1, XP_020140858.1	XP_040603436.1
OG0008809	XP_020140169.1	XP_005068187.1
OG0008810	XP_012599501.1	XP_021081696.1
OG0008811	XP_012594472.1	XP_040609481.1
OG0008812	XP_012599777.1	XP_040603339.1
OG0008813	XP_020140295.1	XP_040606541.1
OG0008814	XP_020143504.1	XP_005076793.2
OG0008815	XP_012598536.1	XP_040606551.1
OG0008816	XP_012598520.1	XP_040606561.1
OG0008817	XP_012598529.1	XP_040606563.1
OG0008818	XP_012598549.1	XP_040606305.1
OG0008819	XP_020143444.1	XP_005076787.1
OG0008820	XP_012642887.1	XP_040606677.1
OG0008821	XP_012642979.1	XP_040606724.1
OG0008822	XP_012636018.1	XP_040606756.1
OG0008823	XP_012635985.1	XP_040606760.1
OG0008824	XP_020142768.1	XP_040606775.1
OG0008825	XP_012635949.1	XP_040606786.1
OG0008826	XP_012635946.1	XP_040606783.1, XP_040606784.1
OG0008827	XP_020142598.1	XP_012969932.1
OG0008828	XP_012635891.1	XP_040606811.1
OG0008829	XP_012635892.2	XP_040606823.1, XP_040606822.1
OG0008830	XP_012635820.1, XP_020142507.1	XP_005071740.1
OG0008831	XP_012635787.1	XP_040606869.1
OG0008832	XP_012635768.1	XP_040606880.1
OG0008833	XP_012635732.1	XP_040606900.1
OG0008834	XP_012642928.1	XP_005074815.1
OG0008835	XP_012645726.1	XP_040613613.1
OG0008836	XP_012645728.1	XP_040613614.1
OG0008837	XP_020145811.1	XP_040613623.1
OG0008838	XP_012646585.1	XP_040600287.1, XP_005065525.1
OG0008839	XP_012613192.1	XP_005065509.2
OG0008840	XP_012629616.1	XP_021091169.1
OG0008841	XP_012629573.1	XP_040613668.1
OG0008842	XP_012629607.1	XP_005065487.1
OG0008843	XP_012592461.1	XP_012968505.1
OG0008844	XP_012592425.1	XP_005069762.1
OG0008845	XP_012592333.1	XP_005071689.1
OG0008846	XP_012592337.1	XP_012969872.1
OG0008847	XP_012592345.1	XP_005071687.1
OG0008848	XP_012592311.1	XP_005071766.1
OG0008849	XP_020142172.1	XP_040606992.1
OG0008850	XP_012605274.1	XP_012970062.1
OG0008851	XP_012645104.1	XP_005071757.3
OG0008852	XP_012600629.1	XP_040606941.1
OG0008853	XP_012635697.1	XP_005071641.1
OG0008854	XP_020141715.1	XP_012980425.1, XP_012980424.1
OG0008855	XP_012638225.1	XP_005085747.1
OG0008856	XP_012636744.1, XP_020141838.1, XP_012600112.1	XP_021082591.1
OG0008857	XP_012634657.1	XP_040610497.1
OG0008858	XP_020145812.1	XP_012980540.2
OG0008861	XP_012623879.1	XP_040611730.1, XP_040611729.1
OG0008862	XP_020136005.1	XP_005066463.2
OG0008863	XP_012623847.1	XP_040611748.1
OG0008864	XP_012623846.1	XP_040611760.1
OG0008865	XP_012623843.1	XP_005066447.1
OG0008866	XP_012609051.1	XP_021080640.1
OG0008867	XP_012609026.2, XP_012607090.1	XP_005066426.1
OG0008868	XP_012609158.1	XP_040611793.1
OG0008869	XP_012609027.1	XP_005066408.1
OG0008870	XP_012609071.1	XP_021080696.1
OG0008871	XP_012609148.1, XP_012609149.1	XP_040611690.1
OG0008872	XP_012609096.1	XP_040611668.1
OG0008873	XP_012596862.1	XP_005066508.1
OG0008876	XP_012634934.1	XP_005065162.1
OG0008878	XP_012600717.1	XP_012968036.1
OG0008879	XP_012600701.1	XP_021082225.1
OG0008880	XP_012600680.1	XP_040600776.1, NP_001268813.1
OG0008881	XP_020144064.1	XP_040601369.1
OG0008882	XP_012612499.1	XP_040601425.1
OG0008883	XP_020143975.1	XP_005064703.1
OG0008884	XP_020143971.1	XP_040601478.1
OG0008885	XP_012637379.1	XP_040601480.1
OG0008886	XP_012637392.1	XP_040601497.1
OG0008887	XP_012608875.1	XP_040601547.1
OG0008888	XP_012643901.1	XP_005065167.1
OG0008889	XP_012607578.1	XP_021082994.2
OG0008890	XP_012632368.1	XP_021091235.1
OG0008891	XP_012632458.1	XP_005080964.1
OG0008892	XP_012594527.1	XP_040609526.1, XP_040609525.1
OG0008893	XP_012594494.1	XP_040609491.1
OG0008894	XP_012594481.1	XP_005070664.2
OG0008896	XP_012594414.1	XP_040609466.1
OG0008897	XP_012594350.1	XP_005070633.1
OG0008898	XP_012594333.1	XP_040609393.1
OG0008899	XP_012595666.1	XP_005070533.1
OG0008900	XP_012595661.1	XP_040609221.1
OG0008901	XP_012595619.1	XP_040609198.1
OG0008902	XP_012595744.1	XP_021083016.1
OG0008903	XP_012597399.1	XP_040609171.1, XP_040609170.1
OG0008904	XP_012624120.1	XP_021083614.1
OG0008905	XP_012607841.1, XP_012607842.1	XP_005078252.1
OG0008906	XP_012614730.1	XP_040593389.1
OG0008907	XP_012614841.1	XP_040594599.1
OG0008908	XP_012615648.1	XP_040594213.1
OG0008909	XP_012616455.1	XP_005079903.1
OG0008910	XP_012615325.1	XP_005082495.1
OG0008911	XP_012615324.1	XP_012977732.1
OG0008912	XP_012624104.1	XP_040594735.1
OG0008913	XP_012624066.1	XP_012969710.1
OG0008914	XP_012624044.1	XP_005087839.1
OG0008916	XP_012604644.1	XP_005078253.3
OG0008917	XP_012604162.1	XP_040608485.1
OG0008918	XP_020139979.1	XP_040594705.1
OG0008919	XP_012637251.1	XP_005088416.3
OG0008921	XP_012605504.1	XP_005082536.2
OG0008922	XP_012605132.1	XP_012977760.1
OG0008923	XP_012613648.1	XP_040600733.1, XP_040596735.1
OG0008924	XP_020140829.1	XP_040586716.1
OG0008928	XP_012637908.1	XP_005085959.1
OG0008929	XP_012640257.1	XP_005074242.1
OG0008930	XP_012640222.1	XP_040586201.1, XP_040600002.1
OG0008931	XP_012640136.1	XP_040599880.1
OG0008932	XP_012640131.1	XP_021085255.1
OG0008933	XP_012640059.1	XP_005078033.1
OG0008934	XP_012640040.1	XP_040600133.1
OG0008935	XP_012640035.1	XP_040600128.1
OG0008936	XP_012592117.1	XP_005080636.1
OG0008937	XP_012592134.1	XP_040589625.1
OG0008938	XP_012605168.1	XP_005085786.1
OG0008939	XP_012605141.1	XP_040589581.1
OG0008940	XP_012593631.1	XP_005085151.1
OG0008941	XP_012612405.1	XP_005085139.1
OG0008942	XP_012602056.1	XP_021078556.1
OG0008943	XP_012638150.1	XP_040599936.1
OG0008944	XP_012591713.1	XP_005081213.1
OG0008945	XP_020140652.1	XP_005081262.1
OG0008946	XP_012639798.1	XP_012976787.1
OG0008947	XP_020140541.1	XP_040600249.1
OG0008948	XP_012645781.1	XP_040600264.1, XP_040599878.1
OG0008949	XP_012645546.1	XP_040597762.1, XP_005083045.1
OG0008950	XP_012635460.1	XP_005072578.1
OG0008951	XP_020140673.1	XP_005072547.1
OG0008952	XP_012606009.1	XP_040600410.1
OG0008953	XP_012646488.1	XP_040600469.1
OG0008954	XP_012594936.1	XP_040600472.1
OG0008955	XP_012594576.1, XP_012594571.1	XP_040599712.1, XP_005083201.1, XP_005083202.1
OG0008956	XP_012605880.1	XP_005076904.1
OG0008957	XP_012620251.1	XP_040599827.1, XP_040599828.1
OG0008958	XP_012607768.1, XP_012607765.1	XP_012979444.1
OG0008959	XP_012617421.1	XP_012981869.1
OG0008960	XP_012612744.1	XP_021079178.2
OG0008961	XP_020140824.1	XP_021079443.1
OG0008962	XP_012602410.1	XP_005087568.1
OG0008963	XP_020140543.1	XP_005087036.1
OG0008964	XP_012615526.1, XP_012615527.1	XP_040592245.1
OG0008965	XP_012593223.1	XP_040604329.1, XP_040604328.1, XP_040604331.1
OG0008966	XP_012591833.1	XP_005087671.1
OG0008967	XP_012596791.2, XP_012597520.1	XP_040611637.1
OG0008968	XP_012627638.1	XP_040600981.1
OG0008969	XP_012612861.1	XP_005064148.1, XP_012968710.1, XP_012968663.1
OG0008971	XP_012642074.1	XP_005087327.2, XP_040589458.1
OG0008972	XP_012612592.1	XP_040603873.1
OG0008973	XP_012638404.1	XP_021087659.1
OG0008974	XP_012603617.2	XP_005064588.2, XP_040600917.1
OG0008977	XP_012635722.1	XP_012970017.1
OG0008980	XP_012597964.1	XP_005076404.1
OG0008981	XP_020142475.1, XP_020142476.1, XP_020142474.1	XP_040586069.1, XP_021082351.1
OG0008986	XP_012592770.1	XP_040596571.1
OG0008987	XP_012594222.1	XP_040600160.1
OG0008988	XP_012602132.1, XP_012605314.1, XP_012605313.1, XP_012605309.2, XP_012602097.1, XP_012605331.1	XP_005065128.1
OG0008994	XP_020142724.1	XP_040596182.1
OG0008995	XP_012622973.1	XP_040608166.1
OG0008996	XP_012638011.1	XP_021090591.1
OG0008997	XP_012608915.1	XP_005085429.1
OG0008999	XP_012634960.1	XP_005080937.1
OG0009000	XP_012622215.1	XP_005065704.1
OG0009001	XP_012609578.1	XP_040608136.1, XP_012979241.1
OG0009002	XP_020140692.1	XP_040608391.1
OG0009003	XP_012624370.1	XP_005085122.2
OG0009004	XP_012629087.1	XP_021086736.1
OG0009005	XP_012627246.1	XP_012977437.1
OG0009006	XP_020139837.1	XP_040603811.1
OG0009007	XP_012643774.1	XP_040586949.1
OG0009008	XP_012611355.1, XP_020146127.1	XP_040600083.1
OG0009009	XP_012597366.1	XP_005067067.3
OG0009010	XP_012623794.1	XP_005063617.1
OG0009011	XP_012634864.1	XP_040604971.1
OG0009012	XP_012632305.1	XP_040614233.1
OG0009013	XP_012598304.1	XP_005083800.1
OG0009014	XP_012623551.1	XP_005083132.1
OG0009015	XP_012609228.1	XP_040611403.1
OG0009016	XP_012641599.1	XP_005087311.1
OG0009017	XP_012609718.1	XP_040592108.1
OG0009018	XP_012606536.1	XP_005070100.1
OG0009019	XP_012642183.1	XP_005070168.1
OG0009020	XP_012624028.1	XP_040593412.1, XP_012981941.1
OG0009021	XP_012622708.1	XP_005087028.1
OG0009022	XP_012613727.2	XP_040603695.1, XP_012976509.2
OG0009023	XP_020139397.1	XP_040607857.1
OG0009024	XP_012625913.1	XP_021085417.1
OG0009025	XP_012596660.1	XP_040611475.1
OG0009026	XP_020140823.1	XP_040599860.1
OG0009027	XP_012597456.1, XP_012597464.1, XP_012597449.1	XP_005086437.1
OG0009028	XP_012616868.1	XP_040590602.1
OG0009029	XP_012643608.1	XP_005079172.1
OG0009030	XP_012602245.1	XP_005084954.1
OG0009031	XP_012601493.1	XP_005076287.1
OG0009032	XP_012628750.1	XP_005087167.1
OG0009033	XP_012612127.1	XP_005079087.1
OG0009034	XP_020143479.1	XP_005068020.1
OG0009035	XP_012614230.1	XP_005082900.1
OG0009036	XP_012611755.1	XP_005069914.1
OG0009037	XP_020137649.1, XP_012605922.1	XP_040612398.1
OG0009038	XP_012591530.1	XP_040611537.1
OG0009039	XP_012616998.1	XP_012980964.2
OG0009040	XP_012604089.1	XP_040607915.1
OG0009041	XP_020138458.1	XP_040591245.1
OG0009042	XP_012604965.1	XP_040608609.1, NP_001268628.2
OG0009043	XP_012641776.1	XP_040586516.1
OG0009044	XP_012639342.2	XP_005071435.1
OG0009045	XP_012638569.1	XP_040594814.1
OG0009046	XP_012645479.1	XP_040607156.1
OG0009047	XP_012646617.1	XP_040595962.1
OG0009048	XP_012617580.1	XP_040603920.1
OG0009049	XP_012610160.1	XP_040609827.1
OG0009050	XP_012613805.1	XP_005083432.1
OG0009051	XP_012610150.1	XP_005084696.1
OG0009052	XP_012616058.1	XP_005066193.2
OG0009053	XP_012592525.1	XP_005070340.1
OG0009054	XP_012622288.1	XP_005072089.1
OG0009055	XP_012612799.1	XP_005078345.1
OG0009056	XP_012595746.1	XP_012969115.1
OG0009057	XP_020146050.1	XP_040596403.1, NP_001268320.1
OG0009058	XP_012623445.1	NP_001268561.1, XP_040584382.1
OG0009059	XP_012591703.1	XP_005081215.1
OG0009060	XP_012639076.1	XP_005076214.1
OG0009061	XP_012646429.1	XP_040607879.1
OG0009062	XP_012615155.1	XP_005087404.2
OG0009063	XP_012629578.1	NP_001268556.1, XP_021089916.1
OG0009064	XP_012595075.1	XP_040585704.1
OG0009065	XP_012596511.1	XP_005086858.1
OG0009066	XP_012641620.1	XP_005087300.1
OG0009067	XP_012606152.1	XP_005079649.1
OG0009068	XP_012606189.1	XP_040612304.1
OG0009069	XP_012646841.1	XP_005086916.1
OG0009070	XP_012646806.1	XP_005084905.1
OG0009071	XP_012646816.1	XP_005084977.1
OG0009072	XP_020139379.1	XP_012981775.1
OG0009073	XP_012646038.1	XP_012974825.1
OG0009074	XP_012629461.1	XP_040584995.1
OG0009075	XP_012610648.1	XP_005086126.1
OG0009076	XP_012619253.1, XP_012619252.1	XP_012975195.1
OG0009077	XP_012621269.1	XP_005076037.2
OG0009078	XP_012633706.1, XP_012633707.1	XP_040603825.1
OG0009079	XP_012612506.1	XP_005084599.1
OG0009080	XP_012641394.1	XP_040602534.1
OG0009081	XP_012634225.1	XP_040605984.1
OG0009082	XP_020138357.1	XP_005073182.2
OG0009083	XP_012607800.1	XP_005078309.1
OG0009084	XP_020142740.1	XP_040585448.1
OG0009085	XP_012621098.1	XP_040608998.1
OG0009086	XP_012591132.1	XP_040598023.1
OG0009087	XP_012634936.1	XP_040601634.1
OG0009088	XP_012608627.2	XP_005073297.1
OG0009089	XP_012632735.1	XP_005069832.1
OG0009090	XP_012619684.1	XP_005139313.2
OG0009091	XP_012627661.2	XP_040600965.1
OG0009092	XP_012598832.1	XP_005072381.1
OG0009093	XP_012592384.1	XP_005071710.1
OG0009094	XP_012639707.1	XP_005072682.1
OG0009096	XP_012594879.2, XP_012608145.1	XP_021082095.1
OG0009097	XP_012593057.1	XP_005068878.1
OG0009098	XP_012622993.1	XP_040608193.1
OG0009099	XP_012623001.1	XP_040608195.1
OG0009100	XP_012621733.1	XP_040600844.1
OG0009101	XP_012629695.1	XP_040597307.1, XP_005066864.1
OG0009102	XP_012625472.1	XP_021087952.1
OG0009103	XP_020145872.1	XP_040596438.1
OG0009104	XP_012634069.1	XP_040596662.1
OG0009105	XP_012623066.1	XP_005087753.1
OG0009106	XP_012599822.1	XP_012971284.1
OG0009107	XP_012607483.1	XP_005077414.4
OG0009108	XP_012614306.1	XP_005079998.2
OG0009109	XP_020138389.1	XP_012981842.1
OG0009110	XP_012596212.1	XP_005075621.1
OG0009111	XP_020142976.1	XP_040584096.1
OG0009112	XP_012614178.1	XP_012971287.1
OG0009113	XP_020145312.1	XP_005082443.1
OG0009114	XP_012599281.1	XP_005081703.1
OG0009115	XP_012613163.1	XP_005064096.1
OG0009116	XP_012590988.1	XP_012978335.1
OG0009117	XP_020140112.1	XP_005082025.1
OG0009118	XP_012592003.1	XP_005065864.1
OG0009119	XP_012591220.1	XP_005083885.2
OG0009120	XP_012636097.1	NP_001297486.1, XP_040591924.1
OG0009121	XP_012594979.1	XP_012971006.1
OG0009122	XP_012594978.1	XP_040599547.1
OG0009123	XP_012612973.1	XP_005067109.1
OG0009124	XP_020139391.1	XP_005078625.2
OG0009125	XP_012600089.1	NP_001268516.1
OG0009126	XP_012631668.1	XP_012967133.1
OG0009127	XP_012640325.1	XP_005066575.1
OG0009128	XP_012635844.1	XP_040606838.1
OG0009129	XP_020138276.1, XP_012623967.1	XP_005087855.1
OG0009130	XP_012631879.1	XP_040591028.1
OG0009131	XP_012636657.1	XP_005072768.1
OG0009132	XP_012622870.1	XP_005068252.1, XP_021084307.1
OG0009133	XP_012637043.1	XP_005071947.1
OG0009134	XP_012594607.1	XP_005085410.1
OG0009135	XP_012621554.1	XP_005063695.1
OG0009136	XP_012610902.1, XP_020140179.1, XP_012617539.1	XP_012974815.1
OG0009137	XP_012646833.1	XP_040588209.1
OG0009138	XP_020142696.1	XP_040585198.1
OG0009139	XP_012625215.2	XP_005079465.1
OG0009140	XP_012629442.1	XP_005068471.1
OG0009141	XP_012630155.1	XP_040590286.1
OG0009142	XP_012617162.1	XP_005081403.2
OG0009143	XP_012621328.1	XP_012973118.1
OG0009144	XP_012592027.1	XP_012965695.1
OG0009145	XP_012626344.1	XP_005063830.1
OG0009146	XP_012616692.1	XP_040590330.1
OG0009147	XP_020142966.1	XP_040584228.1
OG0009148	XP_020139765.1	XP_040611396.1
OG0009149	XP_012619866.1	XP_040591242.1
OG0009150	XP_012624795.1	XP_005083304.1
OG0009151	XP_012622167.1	XP_005068596.1
OG0009152	XP_012590917.1	XP_040585624.1
OG0009153	XP_012599685.1	NP_001268546.1
OG0009154	XP_012614010.2	XP_005081365.1
OG0009155	XP_012597576.1	XP_005065384.1
OG0009156	XP_012592560.1	XP_005065413.1
OG0009157	XP_012601447.1	XP_040613754.1
OG0009158	XP_012599772.1	XP_040594349.1, XP_005073481.1
OG0009159	XP_012633103.1	XP_040598867.1
OG0009160	XP_012615580.1	XP_040592363.1
OG0009161	XP_012634600.1	XP_005070729.2
OG0009162	XP_012620810.1	XP_040612521.1
OG0009163	XP_012616565.1	XP_040586206.1
OG0009164	XP_020141473.1	XP_040592612.1
OG0009165	XP_012612847.1	XP_005064159.1
OG0009167	XP_012593556.1	XP_005085209.2
OG0009168	XP_012609378.1	XP_040603053.1
OG0009169	XP_012620240.1	XP_005085596.1
OG0009170	XP_012640796.1	XP_005079399.1
OG0009171	XP_012638690.1	XP_005076189.1
OG0009172	XP_012595686.1	XP_040609260.1
OG0009173	XP_012629593.1	XP_012979204.1
OG0009174	XP_012600249.1	XP_005068912.1
OG0009175	XP_020137414.1	XP_040589554.1
OG0009176	XP_012617894.1	XP_005077240.1
OG0009177	XP_012621392.2	XP_005063707.1
OG0009178	XP_012640719.1	XP_005066174.1
OG0009179	XP_012634190.1	XP_005070005.1
OG0009180	XP_012618691.1	XP_005067347.1
OG0009181	XP_012646726.1, XP_012646729.1, XP_012646727.1	XP_040608243.1
OG0009182	XP_012599913.2, XP_012599914.2, XP_012599912.2	XP_005073437.1
OG0009185	XP_012607946.1	XP_040585880.1
OG0009186	XP_020140125.1	XP_005071944.1
OG0009187	XP_012592171.1	XP_040597903.1
OG0009188	XP_012602160.1	XP_005065117.1
OG0009189	XP_012623969.1	XP_005065918.1
OG0009190	XP_012615166.1	XP_005065935.1
OG0009191	XP_012609280.1	XP_005073342.1
OG0009192	XP_012609311.1	XP_040584215.1
OG0009193	XP_012632974.1	XP_021079597.1
OG0009194	XP_020139178.1, XP_020139194.1	XP_040589878.1, XP_040590109.1
OG0009196	XP_020138932.1	XP_040590528.1
OG0009197	XP_012626361.1	XP_040597905.1
OG0009198	XP_012609595.2, XP_012611029.1	XP_040592163.1
OG0009199	XP_012609906.1	XP_005084765.1
OG0009200	XP_012616863.1	XP_012980896.1
OG0009201	XP_020138930.1	XP_005085212.1
OG0009202	XP_012644374.1	XP_005065471.1
OG0009203	XP_012644362.2	XP_005065469.1
OG0009204	XP_012609943.2	XP_012979515.2
OG0009205	XP_020137711.1	XP_005065445.2
OG0009206	XP_020137817.1	XP_005065476.3
OG0009207	XP_012600927.1	XP_040608484.1, XP_040597648.1
OG0009208	XP_012594908.1	XP_012965625.1
OG0009209	XP_012594887.1	XP_005065892.1
OG0009210	XP_012603513.1	XP_012965631.1
OG0009211	XP_012603503.1	XP_040584310.1
OG0009212	XP_020142815.1	XP_040584305.1
OG0009213	XP_012603515.1	XP_005065908.2
OG0009215	XP_012596397.1	XP_005065940.1
OG0009216	XP_012596385.1	XP_040614094.1
OG0009217	XP_012615029.1	XP_040584366.1
OG0009218	XP_012615044.1	XP_040584369.1
OG0009219	XP_012615090.1	XP_040614152.1
OG0009220	XP_012615121.1	XP_040614093.1
OG0009221	XP_020142930.1	XP_040614107.1
OG0009223	XP_012632283.2	XP_040614170.1
OG0009224	XP_012608691.1	XP_040584065.1
OG0009225	XP_012608726.1, XP_012608728.1, XP_012608725.1	XP_040584295.1
OG0009226	XP_020142770.1	XP_005073347.1
OG0009227	XP_012609304.1	XP_005073349.1
OG0009228	XP_012594573.1	XP_012971271.1
OG0009229	XP_012632977.1	XP_012965686.1
OG0009231	XP_012632972.1	XP_005065826.1
OG0009232	XP_012632963.1	XP_005065827.1
OG0009233	XP_012632937.1	XP_005065832.1
OG0009234	XP_012632936.1	XP_040584187.1
OG0009235	XP_012592007.1, XP_012632916.1	XP_012965629.1
OG0009236	XP_012592050.1	XP_005065849.1
OG0009237	XP_020142789.1	XP_021079827.1
OG0009238	XP_012642689.1	XP_040612081.1
OG0009239	XP_012642688.1	XP_005078497.1
OG0009240	XP_012603650.1	XP_040612068.1
OG0009241	XP_012635271.1	XP_040612016.1, XP_040612015.1
OG0009242	XP_012635290.1	XP_040613244.1
OG0009243	XP_012615237.1	XP_040602567.1
OG0009244	XP_020144891.1	XP_040602281.1
OG0009245	XP_020141121.1, XP_012592248.1	XP_040602254.1
OG0009246	XP_020144880.1	XP_040602112.1
OG0009247	XP_012592690.1	XP_005063782.1
OG0009248	XP_012592896.1	XP_005063781.1
OG0009249	XP_012593414.1	XP_021080839.1
OG0009250	XP_012629289.1	XP_040611916.1
OG0009251	XP_012629285.1	XP_005066356.1
OG0009252	XP_012629238.1	XP_005066364.1, XP_012966085.1, XP_021080580.1
OG0009253	XP_012631019.1	XP_005084184.1
OG0009254	XP_012609696.2	XP_012979583.1
