Orthogroup	Microcebus_murinus	Ictidomys_tridecemlineatus
OG0008141	XP_012608599.1	XP_040137977.1
OG0008142	XP_012608738.1	XP_040139100.1
OG0008143	XP_020142758.1	XP_005330201.1
OG0008144	XP_020142962.1	XP_005330221.1
OG0008145	XP_012608570.1	XP_005330223.1
OG0008146	XP_012608699.1	XP_040137979.1
OG0008147	XP_012608581.1	XP_005337478.1
OG0008148	XP_012608590.1	XP_005337477.1
OG0008149	XP_012624212.1	XP_005320103.1
OG0008150	XP_012638082.1	XP_005316177.1
OG0008151	XP_012617443.1	XP_005316374.1
OG0008152	XP_020144519.1	XP_005316371.1
OG0008153	XP_012639781.1, XP_020144548.1, XP_012639782.1	XP_013213008.1
OG0008154	XP_012639717.1	XP_040149321.1
OG0008155	XP_012641774.1	XP_040149685.1
OG0008156	XP_012641758.1	XP_040149682.1
OG0008157	XP_012641751.1	XP_005316282.1, XP_040149659.1
OG0008158	XP_012609274.1	XP_005316267.1
OG0008159	XP_012609265.1	XP_013212283.1
OG0008160	XP_012609248.1	XP_013212743.1
OG0008161	XP_012609251.1	XP_005316257.1
OG0008162	XP_012609267.2	XP_005316255.1
OG0008163	XP_012598777.1	XP_005316253.1
OG0008164	XP_012598787.1	XP_005316240.1
OG0008165	XP_012643639.1	XP_005316230.1
OG0008166	XP_012640815.1	XP_005316219.1
OG0008167	XP_012640872.1	XP_005316202.2
OG0008168	XP_012607203.1	XP_005316181.1
OG0008169	XP_012608340.1	XP_013211384.2
OG0008170	XP_012608379.1	XP_005316146.2
OG0008171	XP_012615777.1	XP_040149392.1
OG0008172	XP_020144318.1	XP_013212160.1
OG0008173	XP_012594855.1, XP_020141692.1	XP_021584408.1
OG0008174	XP_012594856.1	XP_005316909.1
OG0008175	XP_012629332.2	XP_005320008.2
OG0008176	XP_012611039.1, XP_020139797.1	XP_021578455.1
OG0008178	XP_012624214.1	XP_040148359.1
OG0008179	XP_012613737.1	XP_040148335.1
OG0008180	XP_020140886.1	XP_005320081.1
OG0008181	XP_020140876.1, XP_012600549.1	XP_005320082.1
OG0008182	XP_012622809.1	XP_040148288.1
OG0008183	XP_012600241.1	XP_040148238.1
OG0008184	XP_020145343.1	XP_040147536.1
OG0008185	XP_012634053.1	XP_005341339.1
OG0008186	XP_012637902.1	XP_040147364.1
OG0008187	XP_012644674.1	XP_005331160.1
OG0008188	XP_012644538.1	XP_005331162.1
OG0008189	XP_012644673.1	XP_005331163.1
OG0008190	XP_012644663.1	XP_021586082.1, XP_013221402.1
OG0008191	XP_012644618.1	XP_005319490.1
OG0008192	XP_012644592.1	XP_040147569.1
OG0008193	XP_012644591.1	XP_005319485.1
OG0008194	XP_012644559.1	XP_005319466.1
OG0008195	XP_020145405.1	XP_005340069.1
OG0008196	XP_012635012.1	XP_040146804.1
OG0008197	XP_012635031.1	XP_005340062.1
OG0008198	XP_012635096.1	XP_021576067.1
OG0008199	XP_012635099.1	XP_021576061.2
OG0008200	XP_012612632.1	XP_005340587.1
OG0008201	XP_012612522.1	XP_005331852.1
OG0008202	XP_012612520.1	XP_005331838.1
OG0008203	XP_012612559.1, XP_012612558.1	XP_005331834.1
OG0008204	XP_012597410.1	XP_040147085.1
OG0008205	XP_020145434.1	XP_005328830.1
OG0008206	XP_020145466.1	XP_005319166.1
OG0008207	XP_012628795.1	XP_005319183.1
OG0008208	XP_020145476.1	XP_021577896.1
OG0008209	XP_012634427.1	XP_005319337.1
OG0008210	XP_012633011.1	XP_040147774.1
OG0008211	XP_012633013.1	XP_005319249.1
OG0008212	XP_012633025.2	XP_040147780.1
OG0008213	XP_012591603.1	XP_005340475.1
OG0008214	XP_012603915.1	XP_040144411.1
OG0008215	XP_012591270.1	XP_005317931.2
OG0008216	XP_012591219.2	XP_005317922.1
OG0008217	XP_012591216.1	XP_040145102.1
OG0008218	XP_020135863.1	XP_005317918.1
OG0008219	XP_012591199.1	XP_040144372.1
OG0008220	XP_012591205.1	XP_005317917.1
OG0008221	XP_012635355.2	XP_005317904.2
OG0008222	XP_020144138.1	XP_040144326.1
OG0008223	XP_012635376.1	XP_040144323.1
OG0008224	XP_012631796.1	XP_013214393.1
OG0008225	XP_012631635.1	XP_013221792.2, XP_040144595.1
OG0008226	XP_012631574.1	XP_005318065.1
OG0008228	XP_012631513.1	XP_005318044.1
OG0008229	XP_012631506.1	XP_005318039.1
OG0008230	XP_012631389.1	XP_013218273.3
OG0008231	XP_012631336.1	XP_005317973.1
OG0008232	XP_012631331.1	XP_005317963.2
OG0008233	XP_012631300.1, XP_012631298.1	XP_013218670.3
OG0008234	XP_012608313.1	XP_005341487.1
OG0008235	XP_012608139.1, XP_012608140.1	XP_040130363.1
OG0008236	XP_012606464.1	XP_005330491.1
OG0008237	XP_012613302.1	XP_005324478.1
OG0008238	XP_012643434.1	XP_040136136.1
OG0008239	XP_012609320.1	XP_021581468.2
OG0008240	XP_012630706.1	XP_021581489.1
OG0008241	XP_012630727.1	XP_005324520.1
OG0008242	XP_012643091.1	XP_005322437.1
OG0008243	XP_012643086.1	XP_005322428.1
OG0008244	XP_012639214.1	XP_021583558.1, XP_040149160.1
OG0008245	XP_012639182.1	XP_040149135.1
OG0008246	XP_012639120.1	XP_021585928.1
OG0008247	XP_020135744.1	XP_005330959.2
OG0008248	XP_020135739.1	XP_040148831.1
OG0008249	XP_012639095.1	XP_005330967.1
OG0008250	XP_012639093.1	XP_013216452.1
OG0008251	XP_012639070.1	XP_040134071.1, XP_005330979.1
OG0008252	XP_012639048.1	XP_013216461.1, XP_040149073.1
OG0008253	XP_012591052.1	XP_005329336.1
OG0008254	XP_012591038.1	XP_005329331.1
OG0008255	XP_012626032.1	XP_005329325.1
OG0008256	XP_012623490.1	XP_040147079.1
OG0008257	XP_012623476.1	XP_040147282.1
OG0008258	XP_012623475.1	XP_005332491.1
OG0008259	XP_012623472.1	XP_040147285.1
OG0008260	XP_012623450.1	XP_005332487.1
OG0008261	XP_012623665.1	XP_005332480.1
OG0008263	XP_012618830.1	XP_013211406.1
OG0008264	XP_012596951.1	XP_005319291.1
OG0008265	XP_020145245.1	XP_040147198.1
OG0008266	XP_012641636.1	XP_021582950.1
OG0008267	XP_012641660.1	XP_040148055.1
OG0008268	XP_012641665.1	XP_005326743.1
OG0008269	XP_012641731.1	XP_040147130.1
OG0008270	XP_012632814.1	XP_013216375.1
OG0008271	XP_012632850.1	XP_040147729.1
OG0008272	XP_012632843.1	XP_005340364.1
OG0008273	XP_012632886.1	XP_005341187.1
OG0008274	XP_012618450.1	XP_021590982.1
OG0008275	XP_012618434.1	XP_005338446.1
OG0008276	XP_012618412.1	XP_005338463.3
OG0008277	XP_012618391.1	XP_005338433.1
OG0008278	XP_012639586.1	XP_005340435.1
OG0008279	XP_012595279.1	XP_040124078.1
OG0008280	XP_012595242.1	XP_040129247.1, XP_005330838.1
OG0008281	XP_012640453.1	XP_005330855.1
OG0008282	XP_012640316.1	XP_021584699.1
OG0008283	XP_020135811.1	XP_021584701.1
OG0008284	XP_012640444.1	XP_005329291.1
OG0008285	XP_012640441.1	XP_040131383.1, XP_005329290.1
OG0008286	XP_020135826.1	XP_040150131.1
OG0008288	XP_012644262.1	XP_021588161.1
OG0008289	XP_020144284.1	XP_005327433.1, XP_040127102.1
OG0008290	XP_012591150.1	XP_040146906.1
OG0008291	XP_020143615.1	XP_005327385.2
OG0008292	XP_012618609.1	XP_005327391.3
OG0008293	XP_012618619.1	XP_005327398.1
OG0008294	XP_012641173.1	XP_040127180.1
OG0008295	XP_020144253.1	XP_013215585.2
OG0008296	XP_012636504.1	XP_005327425.3
OG0008297	XP_012643181.1	XP_005322668.1
OG0008298	XP_012643607.1	XP_005322627.1
OG0008299	XP_012643613.1	XP_021580219.2
OG0008300	XP_012643624.1	XP_005322621.1
OG0008301	XP_012643674.1	XP_013212877.1
OG0008302	XP_012643686.1	XP_005322598.1
OG0008303	XP_012643767.1	XP_005322553.1
OG0008304	XP_012643769.1	XP_040127459.1
OG0008305	XP_012643780.1	XP_021580237.2
OG0008306	XP_012643787.1	XP_040127463.1
OG0008307	XP_020144215.1	XP_040126526.1, XP_040126847.1
OG0008308	XP_012643908.1	XP_040127062.1
OG0008309	XP_012643980.1	XP_040127029.1
OG0008310	XP_020141930.1	XP_040145150.1
OG0008311	XP_012598302.1	XP_005340308.2
OG0008312	XP_012598263.1	XP_040126623.1
OG0008313	XP_012598295.1	XP_013220616.2
OG0008314	XP_012598227.1, XP_012598226.1	XP_005340301.1
OG0008315	XP_012629807.1	XP_005338518.1
OG0008316	XP_012629806.1	XP_040126599.1
OG0008317	XP_012629763.1	XP_005338500.1
OG0008318	XP_012629774.1	XP_040126570.1
OG0008319	XP_012629739.1	XP_005338509.1
OG0008320	XP_012629718.1	XP_005338514.1
OG0008321	XP_012612800.1, XP_012605503.1	XP_005329452.1
OG0008322	XP_012644035.1	XP_005329448.1, XP_040147270.1
OG0008323	XP_012644037.1	XP_040126879.1
OG0008324	XP_012644045.1	XP_005329444.2
OG0008325	XP_012605572.1	XP_005322212.1
OG0008326	XP_012605580.1	XP_040126670.1
OG0008327	XP_012605665.1	XP_005322209.1, XP_005322243.2
OG0008328	XP_012633868.1	XP_013219392.1
OG0008329	XP_012633862.2	XP_005334960.1
OG0008330	XP_012617361.1	XP_040143400.1, XP_040143401.1, XP_013221149.1
OG0008331	XP_012617370.1	XP_021576518.2
OG0008332	XP_012617399.1	XP_005341382.2
OG0008333	XP_012617409.1	XP_040143411.1
OG0008334	XP_012609553.2	XP_005331202.2
OG0008336	XP_012622954.1	XP_005331243.1
OG0008337	XP_012622985.1	XP_040143490.1
OG0008338	XP_020139689.1	XP_013216577.2
OG0008339	XP_012623008.1	XP_021586114.1
OG0008340	XP_012623039.1	XP_005331271.1
OG0008341	XP_012623072.1	XP_005331294.1
OG0008343	XP_012633893.1	XP_005337694.1
OG0008344	XP_012624929.1	XP_013221294.1
OG0008345	XP_012591428.1	XP_005319319.1
OG0008346	XP_012601885.1	XP_040146809.1
OG0008347	XP_012602559.1	XP_005319524.1
OG0008348	XP_012602710.1	XP_005319580.1
OG0008349	XP_012602830.1	XP_013211514.1
OG0008350	XP_012625014.1	XP_040139798.1
OG0008351	XP_012646023.1	XP_005330098.1, XP_040126073.1
OG0008352	XP_012610867.2	XP_040139664.1
OG0008353	XP_012610871.1	XP_040140451.1
OG0008354	XP_012641342.1	XP_005327510.1
OG0008355	XP_020142064.1	XP_040139659.1
OG0008356	XP_012644130.1	XP_005330022.1
OG0008357	XP_012644647.1	XP_040140338.1
OG0008358	XP_012624961.1	XP_040139833.1
OG0008359	XP_012613108.1	XP_021587370.1
OG0008360	XP_012613016.1	XP_021587383.1
OG0008361	XP_012613104.1	XP_005333396.1
OG0008362	XP_012613029.1	XP_005333434.1
OG0008363	XP_012613028.1, XP_012613026.1	XP_040139998.1
OG0008364	XP_012613182.1	XP_040140003.1
OG0008365	XP_012633625.1	XP_040140015.1
OG0008366	XP_012633529.1	XP_005333498.1
OG0008367	XP_020141963.1	XP_040142760.1
OG0008368	XP_012633399.1	XP_005333554.1
OG0008369	XP_012633374.2	XP_005333632.2
OG0008370	XP_012633376.1	XP_005333631.1
OG0008371	XP_012633340.1	XP_040142768.1
OG0008372	XP_012633634.1	XP_021586255.1
OG0008373	XP_012633640.1	XP_005331527.1
OG0008374	XP_012633662.1	XP_005331538.1
OG0008375	XP_012633733.1	XP_040142775.1
OG0008376	XP_012633791.1	XP_005331692.1
OG0008377	XP_012601315.1	XP_005336563.1
OG0008378	XP_020142403.1	XP_040142672.1
OG0008379	XP_012605445.1	XP_021577387.1
OG0008380	XP_012603268.1	XP_005315957.1
OG0008381	XP_012605224.2	XP_040150067.1
OG0008382	XP_012604552.1	XP_021577724.1
OG0008383	XP_012604589.1	XP_005316010.1
OG0008384	XP_012595572.1	XP_005315891.1
OG0008385	XP_020144106.1	XP_021576390.1
OG0008386	XP_012595571.1	XP_005315889.1
OG0008387	XP_020144003.1	XP_021578749.2
OG0008388	XP_012595559.1	XP_005315876.1
OG0008389	XP_012635413.1	XP_005315852.1
OG0008390	XP_012612230.2	XP_040130807.1
OG0008391	XP_012602044.1	XP_005323038.1
OG0008392	XP_020139362.1	XP_005333042.1
OG0008393	XP_012617138.1	XP_005332139.1
OG0008394	XP_012601140.1	XP_040146647.1, XP_005332055.1
OG0008395	XP_020139147.1, XP_020139148.1	XP_040147087.1
OG0008396	XP_020139139.1, XP_012596110.2	XP_040147535.1
OG0008397	XP_012615852.1, XP_020139225.1	XP_005341826.1
OG0008399	XP_012602185.1	XP_005333835.1
OG0008401	XP_012616060.1	XP_005333863.1
OG0008402	XP_012616038.1	XP_005333870.1
OG0008404	XP_012616608.1	XP_005331019.1
OG0008405	XP_012613326.1	XP_005331014.1
OG0008406	XP_012642865.1	XP_005333938.1
OG0008408	XP_012604006.2	XP_040147242.1
OG0008409	XP_020140943.1	XP_005333924.1
OG0008410	XP_020140852.1	XP_040146896.1
OG0008411	XP_012625378.1	XP_021588942.1
OG0008412	XP_012603824.1	XP_040145574.1
OG0008413	XP_012644817.1	XP_005317219.1
OG0008414	XP_012644781.1	XP_040145748.1
OG0008415	XP_020135980.1	XP_021586998.1
OG0008416	XP_020135979.1	XP_021586973.1
OG0008417	XP_012608468.1	XP_040145688.1
OG0008418	XP_012627027.1	XP_040145646.1
OG0008419	XP_020135960.1	XP_013217053.1
OG0008420	XP_012626971.1	XP_005317230.1
OG0008421	XP_020140839.1	XP_021583210.1
OG0008422	XP_012626967.1	XP_005327051.1
OG0008423	XP_020135958.1	XP_005317472.1
OG0008424	XP_012626954.2	XP_005327047.1
OG0008425	XP_012626866.1	XP_021583195.1
OG0008426	XP_012626792.1	XP_005327001.1
OG0008427	XP_012626789.1, XP_012626790.1	XP_005327000.1
OG0008428	XP_012626767.1	XP_013214847.1
OG0008429	XP_012626715.1	XP_005326968.1
OG0008430	XP_012626697.1, XP_012626696.1	XP_005326966.1
OG0008431	XP_012626718.1	XP_005326967.2
OG0008432	XP_012626687.1	XP_013214854.1
OG0008433	XP_012626683.1	XP_005326952.1
OG0008434	XP_012626562.1	XP_013217259.1
OG0008435	XP_012605259.1	XP_005331069.1
OG0008436	XP_012625778.2	XP_005337954.1, XP_013219548.1
OG0008437	XP_012598146.1, XP_020135881.1	XP_005337961.1
OG0008438	XP_012591106.1	XP_005333034.1
OG0008440	XP_020139428.1, XP_020140065.1	XP_005333085.1
OG0008441	XP_012613889.1	XP_005333092.1
OG0008442	XP_012613853.1	XP_021587197.1
OG0008443	XP_020140069.1	XP_021587105.2
OG0008444	XP_012613765.2	XP_005333120.1
OG0008445	XP_012613775.1	XP_005336305.1
OG0008446	XP_012613868.1	XP_021589584.1
OG0008447	XP_012645825.1	XP_005336300.1
OG0008448	XP_012645838.1	XP_021589479.2
OG0008449	XP_020139592.1	XP_005336293.1
OG0008450	XP_012645864.1	XP_013218799.1
OG0008451	XP_012645935.1, XP_012645936.1	XP_040144613.1, XP_005336261.1
OG0008452	XP_020139390.1	XP_013218797.1
OG0008453	XP_012646083.1	XP_005336197.1
OG0008454	XP_012646086.1	XP_005336198.1
OG0008455	XP_012646122.1	XP_021589487.1
OG0008456	XP_012646134.1	XP_021589485.1
OG0008457	XP_012646136.1	XP_040146933.1
OG0008458	XP_012646140.1	XP_005336170.2
OG0008459	XP_012646211.1	XP_005332167.1
OG0008460	XP_012646218.1	XP_005332178.1
OG0008461	XP_012646237.1	XP_021586638.1
OG0008462	XP_020139393.1	XP_040146467.1
OG0008463	XP_012646259.1	XP_005332204.1
OG0008464	XP_012617146.1	XP_040146507.1
OG0008465	XP_012617126.1	XP_005332142.1
OG0008466	XP_012617140.1	XP_040146524.1
OG0008467	XP_012617113.1, XP_012617112.1	XP_005332135.1
OG0008468	XP_012617086.2	XP_040146562.1
OG0008469	XP_012617083.1	XP_040146570.1
OG0008470	XP_012624681.1	XP_005332114.1
OG0008471	XP_012624735.1	XP_040146615.1
OG0008472	XP_012624860.1	XP_021586550.1, XP_040147042.1
OG0008473	XP_012624758.1	XP_005332266.2
OG0008474	XP_020139400.1	XP_005332079.1
OG0008475	XP_012624774.1	XP_005332265.3
OG0008476	XP_020139485.1	XP_040147057.1
OG0008477	XP_012624847.1	XP_040146633.1
OG0008478	XP_012601145.1	XP_005332049.1
OG0008479	XP_012601119.1	XP_040146655.1, XP_040146654.1
OG0008480	XP_012601123.1	XP_021586516.1
OG0008481	XP_012601281.1, XP_012610714.1	XP_040146659.1
OG0008482	XP_012601266.2, XP_012601335.1	XP_040146741.1
OG0008483	XP_012601324.1	XP_013216952.1
OG0008484	XP_012601355.1	XP_021586453.1
OG0008485	XP_012636061.2	XP_005326910.2
OG0008486	XP_012600598.1	XP_040140896.1
OG0008487	XP_012599346.1	XP_005338073.1
OG0008488	XP_012599357.1	XP_005338074.1
OG0008489	XP_020142239.1	XP_021590162.2
OG0008490	XP_012594123.1	XP_040140978.1
OG0008491	XP_012599974.1	XP_021580806.1
OG0008492	XP_012599977.1	XP_005323306.1
OG0008494	XP_020142231.1	XP_005323301.1
OG0008495	XP_012600588.1	XP_040140873.1
OG0008496	XP_012600305.1	XP_013213172.1
OG0008497	XP_020142199.1	XP_005323247.1
OG0008498	XP_012600311.1	XP_005323246.1
OG0008499	XP_012600332.1	XP_021580740.1
OG0008500	XP_012600336.1	XP_005323222.1
OG0008501	XP_012600477.1	XP_005323195.1
OG0008502	XP_012641966.1	XP_005341175.1
OG0008503	XP_012599669.1	XP_040140767.1
OG0008504	XP_012639398.1	XP_005326896.1
OG0008505	XP_020142171.1	XP_040140742.1
OG0008506	XP_012639464.1	XP_040140705.1
OG0008507	XP_012636180.1	XP_040140647.1
OG0008508	XP_012636089.2, XP_012636088.2	XP_005326802.1
OG0008509	XP_012600099.2	XP_005328114.1
OG0008510	XP_012600348.1	XP_005323271.1
OG0008511	XP_012625181.1	XP_005317089.1
OG0008512	XP_012638092.1	XP_021585460.1
OG0008513	XP_012592773.1	XP_005330266.1
OG0008514	XP_020145868.1	XP_013216196.1
OG0008515	XP_012638138.1	XP_021585415.1
OG0008516	XP_012638166.1	XP_021576472.2
OG0008517	XP_012638167.1	XP_013221109.1
OG0008518	XP_020145943.1, XP_012610907.2	XP_040137401.1
OG0008519	XP_020145926.1, XP_012620433.1	XP_005336840.1
OG0008520	XP_012605245.1	XP_021576223.1
OG0008521	XP_012629567.2	XP_005324873.1
OG0008522	XP_012629565.1	XP_005324877.1
OG0008523	XP_020146132.1, XP_012632668.1, XP_012612833.2	XP_040137827.1
OG0008524	XP_012641197.2	XP_040137299.1
OG0008525	XP_020145861.1	XP_021585717.2
OG0008526	XP_012625180.1	XP_040137593.1
OG0008527	XP_020145850.1	XP_040137607.1
OG0008528	XP_012604564.1	XP_005328077.1
OG0008529	XP_012638261.1	XP_005339967.1, XP_021575553.1
OG0008530	XP_012629837.1	XP_005325747.1
OG0008531	XP_012600980.1	XP_005334639.1
OG0008532	XP_012624633.1, XP_012624632.1	XP_005317381.1
OG0008533	XP_020141058.1	XP_013216697.1
OG0008534	XP_020140167.1	XP_040145988.1
OG0008535	XP_012625712.2	XP_005341074.1, XP_040148856.1, XP_040150130.1
OG0008536	XP_020138938.1	XP_021590695.1
OG0008537	XP_012600788.1	XP_040145796.1, XP_005317324.1, XP_021587292.1
OG0008538	XP_012622398.2	XP_040146900.1
OG0008539	XP_012622382.1	XP_005317228.1
OG0008540	XP_012604588.1, XP_012604590.1, XP_012604591.1	XP_005328076.1
OG0008541	XP_012617745.2	XP_005328078.2
OG0008542	XP_012617819.2	XP_040125841.1
OG0008543	XP_012638280.1	XP_013214264.1
OG0008544	XP_012638284.1	XP_021582310.1
OG0008545	XP_012638289.1	XP_040126491.1
OG0008546	XP_012638335.1	XP_005339970.2
OG0008547	XP_012595224.1	XP_040125883.1
OG0008548	XP_012595218.1	XP_013214245.1
OG0008549	XP_012642258.1	XP_005317356.1
OG0008550	XP_012610097.1	XP_040131654.1
OG0008551	XP_012610102.1	XP_021578929.1
OG0008552	XP_012612817.1	XP_005320483.1
OG0008553	XP_012635620.1	XP_005320503.1
OG0008554	XP_012614986.1	XP_013211926.1
OG0008555	XP_020137470.1	XP_040131894.1
OG0008556	XP_012636284.1	XP_005320528.1
OG0008557	XP_020137503.1	XP_005320542.1
OG0008558	XP_012610659.1	XP_005320555.1
OG0008559	XP_012610577.1	XP_013211949.1
OG0008560	XP_012610543.1	XP_021578901.1
OG0008561	XP_012610624.1	XP_040130026.1
OG0008562	XP_012593541.1	XP_021578953.2
OG0008563	XP_012610495.1	XP_021585257.1
OG0008565	XP_012610604.1, XP_012609275.1	XP_005329977.1
OG0008566	XP_012610213.1	XP_005329955.1
OG0008567	XP_012610364.1	XP_040131369.1
OG0008569	XP_012636694.1	XP_013216022.1
OG0008570	XP_012636340.1	XP_005327176.2
OG0008571	XP_012636073.2	XP_040130083.1
OG0008572	XP_020137515.1	XP_021582046.1
OG0008573	XP_012635791.1	XP_013214033.1
OG0008574	XP_020137359.1	XP_013214117.1
OG0008575	XP_012598352.1	XP_013214056.1
OG0008576	XP_012598440.1	XP_005325432.2
OG0008577	XP_012598420.1	XP_021582019.1
OG0008579	XP_012603959.1	XP_005341440.1
OG0008580	XP_012603963.1, XP_012603964.1	XP_005341445.3
OG0008581	XP_012603973.1	XP_005341443.1
OG0008582	XP_012625879.1	XP_021583347.2
OG0008583	XP_020137667.1	XP_005325446.2
OG0008584	XP_020137653.1	XP_040132304.1
OG0008585	XP_020137418.1	XP_021582052.1
OG0008586	XP_012628357.1	XP_021581993.2
OG0008587	XP_020137330.1, XP_020137329.1	XP_040130685.1
OG0008588	XP_012628484.1	XP_013214075.1
OG0008589	XP_012600630.1	XP_040148102.1
OG0008590	XP_012630850.1	XP_005337276.2
OG0008591	XP_012637610.1	XP_005339953.1
OG0008592	XP_012603567.1	XP_040137513.1
OG0008593	XP_012601981.1	XP_005317129.1
OG0008594	XP_012601998.1	XP_005317124.1
OG0008595	XP_012634128.1	XP_005338672.1
OG0008596	XP_012634060.1	XP_040137822.1
OG0008597	XP_012616496.1	XP_005315915.1
OG0008598	XP_012626083.1	XP_005325553.1
OG0008599	XP_012626149.1	XP_005325578.2
OG0008600	XP_012608407.1	XP_021588679.1
OG0008601	XP_012608416.1	XP_005337296.1
OG0008602	XP_012630856.1	XP_021590179.1
OG0008603	XP_012630835.1	XP_005337272.1
OG0008604	XP_020138156.1	XP_005339947.1
OG0008605	XP_012637637.1	XP_013220468.2
OG0008606	XP_012637594.2	XP_013220462.1
OG0008607	XP_020138421.1	XP_021584797.2
OG0008608	XP_020138257.1	XP_005329379.1, XP_040148857.1
OG0008609	XP_020138400.1	XP_005329378.2
OG0008610	XP_012594686.1	XP_005329352.1
OG0008611	XP_012594682.1	XP_040149249.1
OG0008612	XP_012640534.1	XP_005329343.1
OG0008613	XP_012611179.1	XP_040124021.1
OG0008614	XP_012611137.2	XP_005326433.1
OG0008615	XP_012611188.1, XP_012611187.1	XP_040124029.1
OG0008616	XP_012611122.1	XP_040124046.1
OG0008617	XP_020143654.1	XP_005339704.1
OG0008618	XP_012611170.1	XP_040124092.1
OG0008619	XP_012611190.1	XP_005339693.1
OG0008620	XP_012611078.1	XP_005339689.1
OG0008621	XP_012603086.1	XP_021589636.2
OG0008622	XP_012603114.1, XP_012603112.1, XP_012603109.1, XP_012603111.1, XP_012603113.1, XP_012603110.1, XP_012603115.1	XP_040148004.1
OG0008623	XP_012603093.1	XP_013218814.2
OG0008624	XP_020138676.1	XP_040148036.1
OG0008625	XP_012637626.1	XP_021591023.1, XP_021585016.2, XP_040149339.1
OG0008626	XP_012637587.1	XP_021584939.1
OG0008627	XP_020138755.1	XP_013215867.1
OG0008628	XP_020138479.1	XP_040145473.1
OG0008629	XP_020138481.1	XP_005329634.1
OG0008630	XP_020138641.1, XP_020138640.1	XP_040145448.1
OG0008631	XP_020138528.1	XP_013215915.1
OG0008632	XP_012611935.1	XP_005329695.1
OG0008633	XP_012611951.1	XP_040145352.1
OG0008634	XP_012612039.1	XP_005336869.1
OG0008635	XP_012611989.1	XP_005336859.1
OG0008636	XP_012611999.1	XP_005336853.1, XP_040145318.1
OG0008637	XP_012611961.1	XP_040145289.1
OG0008638	XP_012611991.1	XP_040146843.1
OG0008639	XP_020138748.1	XP_021589454.1
OG0008640	XP_012619286.1	XP_040147924.1
OG0008641	XP_012619318.1	XP_005336111.1
OG0008642	XP_012619412.1	XP_005339912.1
OG0008645	XP_012604741.1	XP_005334506.1
OG0008646	XP_012632198.1	XP_005334528.1
OG0008647	XP_012632052.1	XP_005334588.1
OG0008649	XP_020140930.1	XP_021588345.1
OG0008650	XP_012632134.1	XP_005334545.1
OG0008651	XP_012632151.1	XP_040145200.1
OG0008652	XP_012618341.1	XP_005339251.1
OG0008653	XP_012620490.1	XP_005339241.1
OG0008654	XP_012603156.1	XP_005340625.2
OG0008655	XP_012637896.1	XP_005334088.1
OG0008656	XP_012603157.1	XP_040137156.1
OG0008657	XP_012603214.1	XP_040137810.1, XP_040137812.1
OG0008658	XP_012602630.1	XP_040137099.1
OG0008659	XP_020143275.1, XP_012616078.2	XP_040137005.1
OG0008660	XP_012616081.1	XP_005338415.1
OG0008661	XP_012616157.1	XP_005341312.1
OG0008662	XP_012616116.1	XP_040136937.1
OG0008663	XP_012595431.1	XP_005341867.1
OG0008664	XP_012629901.2	XP_005331977.2
OG0008665	XP_020143317.1	XP_005331940.2
OG0008666	XP_020143206.1	XP_005331934.1
OG0008667	XP_012640967.1	XP_040136877.1
OG0008668	XP_012603476.1	XP_040136772.1
OG0008669	XP_012644690.2	XP_005334090.1
OG0008670	XP_012599731.1	XP_005324897.1
OG0008671	XP_012604656.1	XP_005324912.1
OG0008672	XP_012605645.1	XP_005324914.1
OG0008673	XP_012610965.1, XP_012611026.1	XP_040136674.1, XP_040136675.1
OG0008674	XP_012616867.1	XP_040136635.1
OG0008675	XP_012617117.1	XP_040136628.1
OG0008676	XP_012617362.1, XP_012617369.1	XP_005325168.1
OG0008677	XP_012617604.1	XP_040136574.1
OG0008678	XP_012617876.1	XP_040136564.1
OG0008679	XP_012619003.1	XP_005325088.1
OG0008680	XP_012619058.1	XP_040136501.1
OG0008681	XP_012619435.1, XP_012619424.1	XP_005325115.1
OG0008682	XP_012619476.1	XP_005325118.1
OG0008683	XP_012619991.1	XP_005325143.1
OG0008684	XP_012619959.1	XP_005325141.3
OG0008685	XP_012630551.1	XP_040128423.1
OG0008686	XP_012594591.1	XP_005320770.1, XP_040128785.1
OG0008687	XP_012600000.1	XP_040128615.1
OG0008688	XP_012600019.1	XP_005339123.2
OG0008689	XP_012600079.1	XP_040129241.1
OG0008690	XP_012621085.2	XP_013217604.1
OG0008691	XP_012621218.1	XP_013217603.1
OG0008692	XP_012621265.1	XP_005333791.1
OG0008693	XP_020136171.1	XP_040129211.1
OG0008694	XP_012622740.1	XP_040128596.1
OG0008695	XP_012623161.2	XP_005335329.1
OG0008696	XP_012623494.1	XP_005335302.1
OG0008698	XP_012624880.1	XP_013219182.2
OG0008699	XP_012624868.1	XP_005333707.2
OG0008700	XP_012625105.1	XP_013217561.1
OG0008701	XP_012625625.1	XP_021587516.1
OG0008702	XP_012625709.1	XP_005333667.1
OG0008703	XP_020136020.1	XP_021587498.1, XP_013217565.1
OG0008704	XP_012626104.1	XP_040128659.1
OG0008705	XP_012626664.1	XP_005320724.1
OG0008706	XP_012630174.1	XP_005320867.1
OG0008707	XP_012630284.1	XP_005320870.1
OG0008708	XP_012594608.1	XP_005320775.1, XP_040129713.1
OG0008709	XP_012594612.1	XP_040128652.1
OG0008710	XP_012636737.1	XP_040128898.1
OG0008711	XP_020136348.1	XP_021579047.2
