Orthogroup	Microcebus_murinus	Rattus_norvegicus
OG0008964	XP_012615526.1, XP_012615527.1	NP_695220.4
OG0008965	XP_012593223.1	XP_017453102.1, NP_001395656.1
OG0008966	XP_012591833.1	NP_997666.1
OG0008967	XP_012596791.2	XP_008769995.2
OG0008967	XP_012597520.1	XP_017456208.2
OG0008968	XP_012627638.1	NP_001386255.1
OG0008969	XP_012612861.1	XP_038964147.1, NP_001009603.1
OG0008971	XP_012642074.1	NP_001000545.1
OG0008973	XP_012638404.1	NP_001020923.2
OG0008974	XP_012603617.2	XP_006234761.1, XP_038962512.1, XP_006234762.1, XP_575198.5
OG0008977	XP_012635722.1	XP_063126934.1
OG0008980	XP_012597964.1	NP_001388218.1, XP_006255593.1
OG0008981	XP_020142475.1, XP_020142476.1, XP_020142474.1	NP_001013265.1, XP_038937799.1
OG0008986	XP_012592770.1	NP_001013451.1, XP_017455251.1
OG0008987	XP_012594222.1	XP_038956125.1, NP_001388043.1
OG0008988	XP_012602132.1, XP_012605314.1, XP_012605313.1, XP_012605309.2, XP_012602097.1, XP_012605331.1	XP_002729233.1
OG0008994	XP_020142724.1	NP_037206.1
OG0008995	XP_012622973.1	XP_063138486.1, NP_059016.2
OG0008996	XP_012638011.1	XP_063133750.1
OG0008997	XP_012608915.1	NP_001101005.1
OG0008999	XP_012634960.1	NP_058713.1, XP_038962946.1
OG0009000	XP_012622215.1	XP_063137773.1
OG0009001	XP_012609578.1	XP_038957976.1, NP_001094306.1
OG0009002	XP_020140692.1	NP_001012079.1, XP_006232705.1
OG0009003	XP_012624370.1	XP_063143396.1, NP_001100122.1
OG0009004	XP_012629087.1	XP_006247098.1, NP_001100504.1
OG0009005	XP_012627246.1	NP_058739.4
OG0009006	XP_020139837.1	XP_038947542.1, NP_036625.2
OG0009007	XP_012643774.1	NP_037197.1
OG0009008	XP_012611355.1, XP_020146127.1	NP_476462.2, NP_001073307.1
OG0009009	XP_012597366.1	XP_038935883.1, NP_113946.1
OG0009010	XP_012623794.1	NP_036965.1
OG0009011	XP_012634864.1	XP_063125980.1, NP_001103124.1
OG0009012	XP_012632305.1	NP_001099679.1, XP_017444362.1
OG0009013	XP_012598304.1	XP_006233698.1, NP_071530.1
OG0009014	XP_012623551.1	NP_037279.1, XP_038963063.1
OG0009015	XP_012609228.1	NP_445784.3
OG0009016	XP_012641599.1	XP_006235934.1, NP_068610.1
OG0009017	XP_012609718.1	XP_001076463.2
OG0009018	XP_012606536.1	NP_714942.1, XP_063124870.1
OG0009019	XP_012642183.1	XP_063125909.1, NP_001413964.1
OG0009020	XP_012624028.1	XP_063128115.1, NP_001124473.1
OG0009021	XP_012622708.1	XP_038959207.1, NP_446014.2
OG0009022	XP_012613727.2	XP_006250971.1, NP_071600.1
OG0009023	XP_020139397.1	NP_598268.1, XP_006233322.1
OG0009024	XP_012625913.1	NP_001385874.1
OG0009025	XP_012596660.1	XP_038951327.1, NP_037295.1
OG0009026	XP_020140823.1	NP_899160.2, XP_063133352.1
OG0009027	XP_012597456.1, XP_012597464.1, XP_012597449.1	NP_775141.2
OG0009028	XP_012616868.1	NP_001101945.2, XP_038937655.1
OG0009029	XP_012643608.1	NP_059055.2
OG0009030	XP_012602245.1	NP_037271.2
OG0009031	XP_012601493.1	XP_063117729.1, NP_955417.1
OG0009032	XP_012628750.1	NP_036721.1
OG0009033	XP_012612127.1	NP_113773.1, XP_063127301.1, XP_038934125.1
OG0009034	XP_020143479.1	NP_001012197.2
OG0009035	XP_012614230.1	NP_001100672.1
OG0009036	XP_012611755.1	XP_063125875.1, NP_071610.2
OG0009037	XP_020137649.1, XP_012605922.1	NP_001386487.1, XP_017449316.1
OG0009038	XP_012591530.1	NP_599245.2
OG0009039	XP_012616998.1	NP_446071.1, XP_038961791.1
OG0009040	XP_012604089.1	XP_063138011.1, NP_001012082.1
OG0009041	XP_020138458.1	NP_001012056.2, XP_063134066.1
OG0009042	XP_012604965.1	XP_006245226.1, NP_062106.1
OG0009043	XP_012641776.1	NP_445998.2, XP_006241671.1
OG0009044	XP_012639342.2	XP_038946713.1, NP_001381159.1
OG0009045	XP_012638569.1	NP_037104.1
OG0009046	XP_012645479.1	XP_008767155.1, NP_001101797.2
OG0009047	XP_012646617.1	NP_071561.1, XP_063121011.1
OG0009048	XP_012617580.1	NP_068606.1
OG0009049	XP_012610160.1	NP_001401825.1
OG0009050	XP_012613805.1	XP_006241109.1, NP_446307.1
OG0009052	XP_012616058.1	NP_434688.1
OG0009053	XP_012592525.1	NP_001178618.1, XP_038949328.1, XP_063138863.1
OG0009054	XP_012622288.1	NP_073158.2, XP_006243717.1
OG0009055	XP_012612799.1	NP_036799.1
OG0009056	XP_012595746.1	XP_006245281.1, NP_001026828.1
OG0009057	XP_020146050.1	NP_001006994.1
OG0009058	XP_012623445.1	XP_063142318.1, NP_001102092.1
OG0009059	XP_012591703.1	XP_006257173.1, NP_001292172.1
OG0009060	XP_012639076.1	NP_036901.2, XP_038957692.1
OG0009061	XP_012646429.1	NP_037189.2, XP_063137440.1
OG0009062	XP_012615155.1	XP_006249836.1, NP_955750.1
OG0009063	XP_012629578.1	NP_445875.1, XP_008756905.1
OG0009064	XP_012595075.1	XP_063120855.1, NP_446455.1
OG0009065	XP_012596511.1	NP_997672.1
OG0009066	XP_012641620.1	XP_038963148.1, NP_001358218.1
OG0009067	XP_012606152.1	XP_038965973.1, NP_001020870.2
OG0009068	XP_012606189.1	XP_006239330.1, NP_071950.1
OG0009069	XP_012646841.1	XP_063135031.1, NP_542945.2
OG0009070	XP_012646806.1	NP_149088.1, XP_008770929.1
OG0009071	XP_012646816.1	XP_038954365.1, NP_149089.1
OG0009072	XP_020139379.1	NP_001012164.1, XP_063134184.1
OG0009073	XP_012646038.1	XP_063120959.1, NP_058698.2
OG0009074	XP_012629461.1	NP_001041382.1
OG0009075	XP_012610648.1	NP_001002278.1, XP_017447268.1
OG0009076	XP_012619253.1, XP_012619252.1	XP_017453936.1, NP_113877.1
OG0009077	XP_012621269.1	XP_063125500.1, NP_001382588.1
OG0009078	XP_012633706.1, XP_012633707.1	NP_001011940.1, XP_063143012.1
OG0009079	XP_012612506.1	XP_063124404.1, NP_476497.1
OG0009080	XP_012641394.1	NP_001037739.1, XP_063129645.1
OG0009081	XP_012634225.1	NP_001005876.1
OG0009082	XP_020138357.1	NP_077074.1
OG0009083	XP_012607800.1	NP_036856.1, XP_038946301.1
OG0009084	XP_020142740.1	NP_075411.2
OG0009085	XP_012621098.1	XP_038938925.1, NP_599198.2
OG0009086	XP_012591132.1	NP_001099543.1, XP_063131228.1
OG0009087	XP_012634936.1	XP_038952304.1, NP_001010963.1
OG0009088	XP_012608627.2	NP_001040561.1
OG0009089	XP_012632735.1	NP_001100547.2
OG0009090	XP_012619684.1	NP_001073358.2
OG0009091	XP_012627661.2	NP_067594.1
OG0009092	XP_012598832.1	NP_001032292.1
OG0009093	XP_012592384.1	NP_446376.1, XP_038943832.1
OG0009094	XP_012639707.1	XP_038935090.1, NP_001123973.1
OG0009095	XP_012608079.1	NP_001128480.1, XP_063129984.1
OG0009096	XP_012594879.2, XP_012608145.1	NP_001178480.1, XP_038948264.1
OG0009097	XP_012593057.1	NP_001014157.1
OG0009098	XP_012622993.1	NP_001036086.2, XP_038958707.1
OG0009099	XP_012623001.1	NP_112621.1
OG0009100	XP_012621733.1	NP_446210.1, XP_038964220.1
OG0009101	XP_012629695.1	NP_062165.2, XP_006232178.1
OG0009102	XP_012625472.1	NP_001101426.1
OG0009103	XP_020145872.1	NP_001414022.1
OG0009104	XP_012634069.1	NP_001017375.2
OG0009105	XP_012623066.1	NP_001138429.1
OG0009106	XP_012599822.1	XP_038946644.1, NP_001013144.1
OG0009107	XP_012607483.1	NP_001382650.1, XP_006253542.1
OG0009108	XP_012614306.1	XP_038945063.1, NP_037355.2
OG0009109	XP_020138389.1	NP_001395922.1, NP_001032603.1
OG0009110	XP_012596212.1	XP_038936824.1
OG0009111	XP_020142976.1	NP_001099685.1, XP_006228020.1
OG0009112	XP_012614178.1	NP_001296749.1
OG0009113	XP_020145312.1	NP_001100060.1, XP_038963218.1
OG0009114	XP_012599281.1	XP_038941779.1, NP_851600.1
OG0009115	XP_012613163.1	XP_038948728.1, NP_445877.1
OG0009116	XP_012590988.1	NP_001258013.1
OG0009117	XP_020140112.1	NP_058737.1
OG0009118	XP_012592003.1	NP_001009650.1
OG0009119	XP_012591220.1	XP_038966234.1, NP_001102145.1
OG0009120	XP_012636097.1	NP_001094104.1
OG0009121	XP_012594979.1	NP_958824.2
OG0009122	XP_012594978.1	XP_038964316.1
OG0009123	XP_012612973.1	XP_038935221.1, NP_001012121.1
OG0009124	XP_020139391.1	NP_001011980.1, XP_038936908.1
OG0009125	XP_012600089.1	NP_036954.2, XP_038963034.1
OG0009126	XP_012631668.1	NP_001001513.2, XP_006246807.1
OG0009127	XP_012640325.1	NP_036857.2, XP_006253183.1
OG0009128	XP_012635844.1	NP_001386212.1, XP_038944426.1
OG0009129	XP_020138276.1	XP_017456698.1
OG0009129	XP_012623967.1	NP_001127893.1
OG0009130	XP_012631879.1	NP_001020828.1
OG0009131	XP_012636657.1	NP_072121.2
OG0009132	XP_012622870.1	NP_445822.1
OG0009133	XP_012637043.1	XP_038942382.1, NP_001094232.1
OG0009134	XP_012594607.1	NP_071985.2
OG0009135	XP_012621554.1	NP_001040553.1
OG0009136	XP_012610902.1, XP_020140179.1, XP_012617539.1	NP_001258904.1
OG0009137	XP_012646833.1	XP_063135087.1, NP_942035.2
OG0009138	XP_020142696.1	NP_445952.1, XP_006244672.1
OG0009139	XP_012625215.2	NP_001414197.1
OG0009140	XP_012629442.1	NP_001386428.1
OG0009141	XP_012630155.1	XP_063137920.1, NP_037107.1
OG0009142	XP_012617162.1	NP_001178732.1, XP_038939074.1
OG0009143	XP_012621328.1	NP_112396.2, NP_001017960.1
OG0009144	XP_012592027.1	NP_001164046.1, XP_017444526.1
OG0009145	XP_012626344.1	XP_038957533.1, NP_037036.1
OG0009146	XP_012616692.1	NP_445887.2, XP_063131921.1
OG0009147	XP_020142966.1	XP_038936980.1, NP_001381983.1
OG0009148	XP_020139765.1	NP_998789.1, XP_063132323.1
OG0009149	XP_012619866.1	XP_008770595.3, NP_001401840.1
OG0009150	XP_012624795.1	XP_006241005.1, NP_001014104.1
OG0009151	XP_012622167.1	XP_063140701.1, NP_112293.1
OG0009152	XP_012590917.1	XP_038962098.1, NP_665726.1
OG0009153	XP_012599685.1	XP_038957088.1, NP_058766.2
OG0009154	XP_012614010.2	XP_063137597.1, XP_038940448.1, NP_001009652.1
OG0009155	XP_012597576.1	NP_001019916.1
OG0009156	XP_012592560.1	NP_112623.2
OG0009157	XP_012601447.1	NP_001099633.1
OG0009158	XP_012599772.1	NP_001381145.1
OG0009159	XP_012633103.1	NP_077335.2, XP_006240258.1
OG0009160	XP_012615580.1	NP_001124037.1
OG0009161	XP_012634600.1	NP_001388164.1, XP_038954654.1
OG0009162	XP_012620810.1	NP_001014283.2
OG0009163	XP_012616565.1	NP_001382636.1, XP_006243048.1
OG0009164	XP_020141473.1	NP_001414715.1, XP_063130299.1
OG0009165	XP_012612847.1	NP_150240.1
OG0009166	XP_012602351.1	NP_001103526.1
OG0009167	XP_012593556.1	XP_038955558.1, NP_001100427.1
OG0009168	XP_012609378.1	XP_038947846.1, NP_001077093.1
OG0009169	XP_012620240.1	NP_001160058.1, XP_038955912.1
OG0009170	XP_012640796.1	NP_036744.1
OG0009171	XP_012638690.1	NP_075231.1
OG0009172	XP_012595686.1	XP_006245354.1, NP_001414600.1
OG0009173	XP_012629593.1	XP_008756903.1, NP_001011930.1
OG0009174	XP_012600249.1	XP_038947891.2, NP_001123533.1
OG0009175	XP_020137414.1	NP_001165555.1, XP_038948073.1
OG0009176	XP_012617894.1	XP_006245586.1, NP_001100397.1
OG0009177	XP_012621392.2	XP_063138239.1, NP_037291.1
OG0009178	XP_012640719.1	XP_038964264.1, NP_001102863.1
OG0009179	XP_012634190.1	NP_067605.1
OG0009180	XP_012618691.1	NP_446428.1, XP_038959228.1
OG0009182	XP_012599913.2, XP_012599914.2, XP_012599912.2	NP_001013894.2, XP_063128152.1
OG0009185	XP_012607946.1	NP_001000818.1
OG0009186	XP_020140125.1	NP_001094273.1
OG0009187	XP_012592171.1	NP_001000582.1
OG0009188	XP_012602160.1	NP_001000295.1
OG0009189	XP_012623969.1	NP_001004218.1
OG0009190	XP_012615166.1	XP_038959502.1, NP_001099687.2
OG0009191	XP_012609280.1	NP_001401847.1, XP_063135138.1
OG0009192	XP_012609311.1	XP_038954373.1, NP_037006.1
OG0009194	XP_020139178.1, XP_020139194.1	XP_063136642.1
OG0009196	XP_020138932.1	NP_001185899.1, XP_063129758.1
OG0009197	XP_012626361.1	XP_038940240.1, NP_001402920.1
OG0009198	XP_012609595.2, XP_012611029.1	NP_001388971.1
OG0009199	XP_012609906.1	NP_570108.1
OG0009200	XP_012616863.1	XP_038959919.1, NP_001099701.2
OG0009201	XP_020138930.1	NP_001101949.1, XP_038938022.1
OG0009202	XP_012644374.1	NP_001296097.1
OG0009203	XP_012644362.2	XP_006255005.1, NP_001401324.1
OG0009204	XP_012609943.2	XP_008770357.1, NP_001007688.1
OG0009205	XP_020137711.1	XP_038952543.1, NP_001163907.2
OG0009206	XP_020137817.1	XP_038953304.1
OG0009207	XP_012600927.1	NP_001385496.1
OG0009208	XP_012594908.1	XP_063140509.1, NP_001041317.2
OG0009209	XP_012594887.1	XP_038940750.1, NP_001264623.1
OG0009210	XP_012603513.1	NP_001414778.1, XP_038954733.1
OG0009211	XP_012603503.1	NP_001032878.1, XP_038937031.1
OG0009212	XP_020142815.1	XP_063132268.1
OG0009213	XP_012603515.1	NP_001100984.2
OG0009215	XP_012596397.1	NP_001020171.1, XP_038966572.1
OG0009216	XP_012596385.1	XP_006227909.1, NP_001028825.1, NP_476444.2
OG0009217	XP_012615029.1	NP_001406731.1, XP_038955616.1
OG0009218	XP_012615044.1	NP_001034432.1, XP_006227946.1
OG0009219	XP_012615090.1	XP_038946688.1, NP_001121109.1
OG0009220	XP_012615121.1	NP_001099675.1, XP_063138920.1
OG0009221	XP_020142930.1	XP_063128104.1, NP_064478.1
OG0009223	XP_012632283.2	NP_037349.1, XP_063138525.1
OG0009224	XP_012608691.1	NP_671487.1
OG0009225	XP_012608726.1, XP_012608728.1, XP_012608725.1	XP_002729004.1
OG0009226	XP_020142770.1	XP_228172.5
OG0009227	XP_012609304.1	NP_001101101.2
OG0009228	XP_012594573.1	XP_008771237.2, NP_001414024.1
OG0009229	XP_012632977.1	NP_001397251.1, XP_063122112.1
OG0009231	XP_012632972.1	NP_001101930.1, XP_063122124.1
OG0009232	XP_012632963.1	NP_569101.1
OG0009233	XP_012632937.1	NP_001233248.1, XP_001061496.1
OG0009234	XP_012632936.1	NP_001094460.1, XP_017445034.1
OG0009235	XP_012592007.1, XP_012632916.1	XP_063132644.1
OG0009236	XP_012592050.1	NP_001165587.1
OG0009237	XP_020142789.1	NP_001001801.1, XP_038937049.1
OG0009238	XP_012642689.1	XP_063132612.1
OG0009239	XP_012642688.1	NP_001012051.1
OG0009240	XP_012603650.1	XP_063132857.1
OG0009241	XP_012635271.1	XP_006253618.1, NP_932167.1
OG0009242	XP_012635290.1	NP_001264263.1, XP_038965414.1
OG0009243	XP_012615237.1	XP_063143072.1, NP_001406496.1
OG0009244	XP_020144891.1	XP_006231245.1, NP_001099827.1
OG0009245	XP_020141121.1, XP_012592248.1	NP_001099230.2
OG0009246	XP_020144880.1	XP_008758532.1, NP_001032882.2
OG0009247	XP_012592690.1	XP_038936221.1, NP_001101067.1
OG0009248	XP_012592896.1	XP_063143427.1, NP_001099840.1
OG0009249	XP_012593414.1	NP_001101052.2, XP_006231271.1
OG0009250	XP_012629289.1	XP_017455997.1, NP_001100809.1
OG0009251	XP_012629285.1	NP_001386179.1, XP_006253737.1
OG0009252	XP_012629238.1	NP_001099213.1
OG0009253	XP_012631019.1	NP_001103074.1, XP_063130864.1
OG0009254	XP_012609696.2	NP_001414564.1
OG0009255	XP_012609599.1	XP_063131003.1, NP_113939.2
OG0009256	XP_020139111.1	NP_001004221.2, XP_063140013.1
OG0009257	XP_020139110.1	XP_006229204.1, NP_067694.1
OG0009258	XP_020139069.1	NP_954519.1, XP_006229076.1
OG0009261	XP_012609854.1	XP_017444193.1, NP_001257914.1
OG0009262	XP_012609703.1	NP_071795.2, XP_038945432.1
OG0009264	XP_012609816.1	XP_038956879.1
OG0009265	XP_012609815.1	NP_001012067.1
OG0009266	XP_012617017.2	NP_001099696.2, XP_006228405.1
OG0009267	XP_012616978.1	NP_001012063.1
OG0009268	XP_012616920.1	NP_001402715.1
OG0009269	XP_012616894.1	XP_063137216.1, NP_036846.1
OG0009270	XP_012616896.1	XP_006228464.1, NP_001099700.1
OG0009271	XP_012616889.1	XP_017445491.1, NP_001388177.1
OG0009272	XP_012616856.1	XP_063117375.1, NP_001100952.1
OG0009273	XP_012616796.1	NP_001163795.1
OG0009274	XP_012616708.1	NP_599179.2
OG0009275	XP_012616696.1	NP_001099704.1
OG0009276	XP_012616689.1	NP_001382020.1
OG0009277	XP_012616687.1	NP_620606.2
OG0009278	XP_012613987.1	NP_001100961.1, XP_038967392.1
OG0009279	XP_012613964.1	XP_038949510.1
OG0009280	XP_012613978.1, XP_012613979.1	XP_003748837.1
OG0009281	XP_012613942.1	XP_038968890.1
OG0009282	XP_012613909.1	XP_008757204.2, NP_001103765.3
OG0009283	XP_012616209.1	NP_001102923.1
OG0009284	XP_012616193.1	NP_067589.1
OG0009285	XP_012616186.1	NP_113982.2, XP_038967418.1
OG0009286	XP_012616215.1	NP_001100965.1, XP_038967424.1
OG0009287	XP_012629969.1	NP_062176.1
OG0009288	XP_012629997.1	NP_835195.1
OG0009289	XP_012629976.1	XP_038943077.1, NP_001333237.1
OG0009290	XP_020138836.1	XP_006228627.1
OG0009291	XP_020138870.1	NP_001127978.2
OG0009292	XP_012630684.1	XP_063136862.1, NP_001376171.1
OG0009293	XP_012630183.1	NP_001185513.1, XP_006228779.1
OG0009294	XP_012630198.1	NP_001094301.1
OG0009295	XP_012630202.1	NP_446258.2
OG0009296	XP_012630407.1	XP_038967514.1, NP_001178552.2
OG0009297	XP_012630433.1	NP_001100972.1, XP_006228833.1
OG0009298	XP_012630434.1	XP_038944236.1, NP_001386743.1
OG0009299	XP_012630445.1	XP_038949830.1
OG0009300	XP_012630478.1	XP_008757476.1, NP_001414070.1
OG0009301	XP_012630481.1	NP_001102987.1, XP_017445223.1
OG0009302	XP_012630485.1	XP_038949886.1, NP_001414517.1
OG0009303	XP_012630500.1	NP_695216.1
OG0009304	XP_012630505.1	NP_116005.1, XP_006228906.1
OG0009305	XP_012630572.2	NP_001387770.1, XP_038956785.1
OG0009306	XP_012630573.1	XP_038967529.1, NP_001094049.1
OG0009307	XP_012630606.1	NP_445993.1, XP_038948896.1
OG0009308	XP_012630608.2	XP_006228961.2
OG0009309	XP_012630676.1	XP_063139779.1, NP_001099716.1
OG0009310	XP_020139659.1	NP_001028870.1
OG0009311	XP_012629645.1	NP_001019454.1
OG0009312	XP_012639571.1	XP_063137175.1, NP_001408202.1
OG0009313	XP_012638755.1, XP_012638751.1	XP_038959405.1
OG0009314	XP_012612782.1	NP_446345.3
OG0009315	XP_012606018.1	NP_001020908.1
OG0009316	XP_012606020.1	NP_001101379.1, XP_006239081.1
OG0009317	XP_020136455.1	NP_001178797.1, XP_063144139.1
OG0009318	XP_012606069.1	XP_063144140.1, NP_001388767.1
OG0009319	XP_012628066.1	NP_001382062.1, XP_006255254.1
OG0009320	XP_012606289.1	NP_036749.1
OG0009321	XP_012606079.1, XP_012606078.1	NP_714949.2
OG0009322	XP_012643113.1	XP_038965606.1, NP_001013446.1
OG0009324	XP_020139735.1	NP_001178762.1
OG0009325	XP_012621101.2	XP_038953950.1, NP_112514.1
OG0009326	XP_012595792.1	XP_063133853.1, NP_058718.2
OG0009327	XP_012632756.1	XP_006254402.1, NP_001100839.1
OG0009328	XP_012632758.1	XP_006254431.1, NP_446134.2
OG0009329	XP_012622759.1	NP_001026830.1
OG0009330	XP_012638959.1	NP_476550.1
OG0009331	XP_012625276.1	NP_001012486.1
OG0009332	XP_012604125.1	XP_001057551.1
OG0009333	XP_020139720.1	XP_038952338.1
OG0009334	XP_012593463.1	NP_612532.1
OG0009335	XP_012595793.1	NP_001020891.1, XP_063132705.1
OG0009336	XP_012596711.2	XP_008770115.1, NP_579827.1
OG0009337	XP_012596690.1	XP_006254290.1, NP_001258271.1
OG0009338	XP_012596692.1	XP_006254254.1, NP_476476.1
OG0009339	XP_012600604.1	NP_996729.1, XP_063132788.1
OG0009341	XP_012604548.1	NP_037077.1
OG0009342	XP_012604355.1	XP_063133204.1, NP_690921.2
OG0009343	XP_012604398.1	NP_001020585.1
OG0009344	XP_012604390.1	XP_063133284.1, NP_001099624.1
OG0009345	XP_012629638.1	NP_001385485.1
OG0009346	XP_012629640.1	NP_001100861.1, XP_038952785.1
OG0009347	XP_012629651.1	XP_063133570.1, NP_001382675.1
OG0009348	XP_012631131.1	NP_001071115.2, XP_063137794.1
OG0009349	XP_012631132.1	XP_006231991.1, NP_001030328.1
OG0009350	XP_012631110.1	XP_006231986.1, NP_001161472.1
OG0009351	XP_020145807.1	XP_038959429.1, NP_001385981.1
OG0009352	XP_020145574.1	XP_038959427.2
OG0009353	XP_012639519.1	XP_017446439.1, NP_001013217.1
OG0009354	XP_012639527.1	NP_001102014.2
OG0009355	XP_012639561.1	NP_001399444.1
OG0009356	XP_012638256.1	NP_037137.2
OG0009357	XP_012638313.1	NP_001099874.1
OG0009358	XP_020145602.1	XP_063137565.1
OG0009359	XP_012638695.1	NP_062090.1, XP_038957817.1
OG0009360	XP_012638733.1	NP_001101118.1, XP_006231909.1
OG0009361	XP_012638890.1, XP_020145561.1	NP_001019469.1, XP_063138414.1
OG0009362	XP_020144352.1, XP_020145689.1	NP_001094135.1, XP_006231892.1
OG0009363	XP_020138278.1	XP_038953472.1, NP_001128312.1
OG0009364	XP_012599391.1	XP_063134340.1, NP_001258020.1
OG0009365	XP_012599440.1	NP_001100878.1, XP_063134047.1
OG0009366	XP_012606882.1	NP_001386006.1
OG0009367	XP_012611220.1	XP_063133928.1, NP_001011925.1
OG0009368	XP_012611367.1	NP_001100881.1, XP_063134065.1
OG0009369	XP_012611403.1	NP_112316.2
OG0009370	XP_012628064.1	XP_006255259.1, NP_001025215.1
OG0009371	XP_012628078.1	XP_017456694.1, NP_001011926.1
OG0009372	XP_012644401.1	XP_038953740.1
OG0009373	XP_012644433.1	NP_001292110.1
OG0009374	XP_012620773.1	XP_008762400.2
OG0009375	XP_012620840.1	NP_001102153.1, XP_063144094.1
OG0009376	XP_012620857.1	NP_001007651.1
OG0009377	XP_012620859.1	NP_001020580.1
OG0009378	XP_012620867.1	NP_001108507.1
OG0009379	XP_020145667.1	XP_038965249.1, NP_037196.1
OG0009380	XP_012620925.1	NP_001026826.1
OG0009381	XP_012612784.1	XP_038965345.1, NP_001006980.1
OG0009382	XP_012606014.1	NP_001386744.1
OG0009383	XP_012606015.1	XP_038965712.1
OG0009384	XP_012606019.1	NP_001012099.1
OG0009385	XP_012606307.1	NP_001258409.1, XP_063144341.1
OG0009386	XP_020136178.1	XP_063144403.1, NP_067593.1
OG0009387	XP_012606167.1	XP_006239128.1, NP_075228.2
OG0009388	XP_012606254.1	NP_001102156.1
OG0009389	XP_012606080.1	NP_001258188.1, XP_038965021.1
OG0009390	XP_012606021.1	NP_001385966.1
OG0009391	XP_012606028.1	NP_001107252.1
OG0009392	XP_012605969.1	XP_002729595.4
OG0009393	XP_012605981.1	NP_620208.1, XP_063143214.1
OG0009394	XP_012605988.1	XP_008762378.1, NP_001382536.1
OG0009395	XP_012605992.1	NP_001034100.1, XP_063143520.1
OG0009396	XP_020144168.1	XP_038965120.1, NP_543179.1
OG0009397	XP_012605916.1	NP_001386265.1, XP_063144513.1
OG0009398	XP_012606242.1	NP_001102741.1
OG0009399	XP_012606135.1	NP_001101456.2, XP_006239244.1
OG0009400	XP_012606256.1	NP_001101457.2
OG0009401	XP_012606117.1	XP_006239282.1
OG0009402	XP_012605953.2	NP_077362.1, XP_038966760.1
OG0009403	XP_012605964.1	NP_001386450.1
OG0009404	XP_020136517.1	NP_058799.2, XP_063143264.1
OG0009405	XP_012606239.1	XP_063144490.1, NP_001414551.1
OG0009406	XP_012606280.1	XP_063143525.1, NP_001015008.1
OG0009407	XP_012624134.1	XP_038966804.1, NP_445854.1
OG0009408	XP_020144187.1	NP_001100162.1
OG0009409	XP_012624173.1	NP_954539.1, XP_038965988.1
OG0009410	XP_012643117.1	XP_006239345.1
OG0009411	XP_012643112.1	NP_001103057.1
OG0009412	XP_020141065.1	XP_063143863.1, NP_001382037.1
OG0009413	XP_020136806.1	NP_001128175.2
OG0009414	XP_012618558.1	NP_058923.1, XP_017448694.1
OG0009415	XP_012618546.1	NP_001402864.1, XP_017448904.1
OG0009416	XP_020141087.1	NP_001102447.1
OG0009417	XP_012618503.1	NP_001013958.2
OG0009418	XP_012618495.1	NP_001014216.1, XP_038966359.1
OG0009419	XP_012618500.1	NP_001041650.1, XP_038965617.1
OG0009420	XP_012618570.1	XP_063144153.1, NP_001071117.1
OG0009421	XP_012618493.2	XP_038966564.1, NP_001037733.2
OG0009422	XP_020137266.1	NP_001382518.1, XP_006239413.1
OG0009423	XP_012640776.2	NP_569110.1
OG0009424	XP_012640783.1	XP_063143893.1, NP_001129253.1
OG0009425	XP_012640790.1	XP_342976.3, NP_001413971.1
OG0009426	XP_012640810.2	NP_001178505.1, XP_006239454.1
OG0009427	XP_012640809.1	NP_445963.2
OG0009428	XP_012646854.1	NP_063971.1
OG0009429	XP_012621179.1	NP_001093957.1
OG0009430	XP_020139647.1	XP_008770155.3, NP_001406491.1
OG0009431	XP_012593795.1	NP_631922.1
OG0009432	XP_012595138.1	NP_001128076.1
OG0009433	XP_012616479.1	XP_038949522.1, NP_001037722.1
OG0009434	XP_020145787.1	XP_006254645.1, NP_001100867.1
OG0009435	XP_012629078.1	XP_038966704.1, NP_001100935.1
OG0009436	XP_012629151.1, XP_012629144.1	NP_001009687.1
OG0009437	XP_012629473.1	XP_038959313.1
OG0009438	XP_012636940.1	NP_001178771.1, XP_063137284.1
OG0009439	XP_012636915.1	XP_063138729.1, XP_008768629.4
OG0009440	XP_012636908.1	XP_038957730.1, NP_037267.2
OG0009441	XP_012639836.1	NP_001164029.1
OG0009442	XP_020145719.1	XP_063137283.1, NP_570103.1
OG0009443	XP_012622269.1	NP_446173.2, XP_038957491.1
OG0009444	XP_012593783.1	NP_001013263.1
OG0009445	XP_012593790.1	NP_001382526.1
OG0009446	XP_012593799.1	XP_063137151.1, NP_001414054.1
OG0009447	XP_012639347.1	NP_001020818.1, XP_038957847.1
OG0009448	XP_012639299.1	XP_006231889.1, NP_001102405.1
OG0009449	XP_012620045.1	NP_001099737.1
OG0009450	XP_012620042.1	NP_001258252.1, XP_006229385.1
OG0009451	XP_012620039.1	NP_001099738.1
OG0009452	XP_012619994.1	XP_006229408.1, NP_001101956.1
OG0009453	XP_012619961.1	XP_006229430.2, NP_001380690.1
OG0009454	XP_020144297.1	NP_001178554.1, XP_017444651.2
OG0009455	XP_012604020.1	NP_001100994.1
OG0009456	XP_012629669.1	NP_001099741.2, XP_038961459.1
OG0009457	XP_012629653.2	XP_008757802.2
OG0009458	XP_012618795.2	XP_218828.5
OG0009459	XP_012618790.1	NP_445939.1, XP_038948841.1
OG0009460	XP_012618743.1	NP_001100998.1, XP_006229493.1
