Orthogroup	Microcebus_murinus	Loxodonta_africana
OG0006237	XP_012630996.1	XP_023399343.1
OG0006238	XP_012609883.1	XP_010584812.1
OG0006239	XP_012609907.1	XP_023399830.1
OG0006240	XP_012609812.1	XP_010585264.1
OG0006241	XP_012609825.1	XP_003406581.2
OG0006242	XP_012616510.1	XP_023399820.1
OG0006243	XP_012616515.1	XP_003406544.1
OG0006244	XP_012617014.1	XP_010584778.1
OG0006245	XP_012616936.1	XP_023399813.1
OG0006246	XP_012616864.1	XP_010585213.1
OG0006247	XP_012616824.1	XP_023398929.1
OG0006248	XP_012616705.1	XP_003406466.1
OG0006249	XP_012616702.1	XP_023398874.1
OG0006250	XP_012630137.1	XP_010598618.2
OG0006251	XP_012630151.1	XP_010598614.1, XP_003420871.1
OG0006252	XP_012630214.1	XP_023395597.1
OG0006253	XP_012630501.1	XP_010598607.1
OG0006254	XP_012630613.1	XP_023411410.1
OG0006255	XP_012630645.1	XP_003416430.2
OG0006256	XP_012622796.2	XP_003410605.1
OG0006257	XP_012644528.1	XP_023404583.1
OG0006258	XP_020139725.1	XP_010588947.1
OG0006259	XP_020139769.1	XP_023404586.1
OG0006260	XP_012593416.1	XP_023404661.1
OG0006262	XP_012621146.1	XP_003410629.1
OG0006263	XP_012596659.2	XP_003410641.1
OG0006264	XP_012604339.1	XP_003404588.1
OG0006265	XP_012604346.1, XP_012604342.1	XP_023405424.1, XP_023405428.1
OG0006266	XP_012604400.1	XP_003404597.1
OG0006267	XP_012604504.1	XP_010589729.1
OG0006268	XP_012604224.1	XP_023405940.1
OG0006269	XP_012604526.1	XP_003404625.1, XP_010589792.1
OG0006270	XP_012631122.1	XP_010586448.1
OG0006271	XP_012616418.1, XP_012631116.1	XP_010586449.1
OG0006272	XP_012639547.1	XP_023401278.1
OG0006273	XP_012638356.1	XP_010586494.1
OG0006274	XP_012638795.2	XP_010586509.2
OG0006275	XP_012638842.1	XP_010586511.2
OG0006276	XP_012638960.1	XP_010586512.1
OG0006277	XP_012639058.1	XP_003408005.1
OG0006278	XP_012599443.2	XP_010594448.2
OG0006279	XP_020138316.1	XP_023411329.1, XP_003416332.1
OG0006280	XP_012611372.2	XP_010594381.1
OG0006281	XP_012629296.1	XP_023411442.1
OG0006283	XP_012620872.1	XP_003415508.2
OG0006284	XP_012606313.1	XP_003415481.1
OG0006285	XP_020136692.1	XP_023408240.1
OG0006286	XP_012643161.1	XP_003413483.1
OG0006287	XP_012609526.2	XP_003413179.1
OG0006288	XP_020141066.1	XP_010591365.1
OG0006289	XP_012646863.1	XP_023408258.1
OG0006291	XP_012644234.1	XP_023404500.1
OG0006292	XP_012618714.1	XP_010592106.1
OG0006293	XP_020145782.1	XP_003404787.1
OG0006294	XP_012645696.1	XP_010591874.1
OG0006295	XP_012639825.1	XP_003408032.3
OG0006296	XP_012622230.1	XP_010586540.1
OG0006297	XP_020144649.1	XP_003420690.1
OG0006299	XP_012619976.1	XP_010592155.1
OG0006300	XP_020144691.1	XP_023408783.1
OG0006301	XP_012618757.2	XP_003413933.1, XP_010591731.1
OG0006302	XP_012618740.1	XP_003413931.1
OG0006303	XP_020144695.1	XP_023408780.1
OG0006304	XP_020144303.1	XP_023408777.1
OG0006305	XP_020144696.1	XP_023408609.1
OG0006306	XP_020144703.1	XP_023408768.1, XP_003413922.2
OG0006307	XP_012618702.1	XP_010592102.1
OG0006308	XP_012618656.1	XP_010592094.1
OG0006309	XP_012607189.1	XP_023408604.1
OG0006310	XP_012607685.1	XP_003413903.1
OG0006311	XP_012603143.1	XP_023397693.1
OG0006312	XP_020137600.1	XP_003422787.1
OG0006313	XP_012592880.1	XP_003411308.1
OG0006314	XP_012592882.1	XP_023405528.1
OG0006315	XP_012592903.1	XP_010589653.2
OG0006316	XP_012595142.1	XP_003411316.1
OG0006317	XP_012595154.1	XP_023405555.1
OG0006318	XP_012609434.1	XP_003411349.1, XP_010589715.1
OG0006319	XP_012622716.1	XP_023405627.1
OG0006320	XP_012638837.1	XP_023405489.1
OG0006321	XP_012638871.1	XP_010589658.1
OG0006322	XP_012620066.1	XP_023395416.1
OG0006323	XP_012593841.1	XP_023408600.1
OG0006324	XP_012620722.1	XP_010593498.1
OG0006325	XP_012619813.2	XP_023409726.1
OG0006326	XP_020136923.1	XP_023405075.1
OG0006327	XP_012593697.1	XP_003410946.1
OG0006328	XP_012593692.1	XP_023404917.1
OG0006329	XP_012618209.1	XP_003409329.1
OG0006330	XP_012618133.1	XP_023402774.1
OG0006331	XP_012618119.1	XP_003409350.1
OG0006332	XP_012618087.1	XP_003409090.1
OG0006334	XP_012618068.1	XP_023402798.1
OG0006335	XP_012618062.1	XP_003409096.1
OG0006336	XP_012618057.1	XP_023402811.1
OG0006338	XP_012615343.1	XP_003409116.1
OG0006339	XP_012617953.1	XP_003418633.1
OG0006340	XP_012643487.1	XP_023414338.1
OG0006341	XP_012643453.1	XP_003418648.1
OG0006342	XP_012642785.1	XP_003404736.1
OG0006343	XP_012642783.1	XP_010591129.2
OG0006344	XP_020140399.1	XP_003404731.1
OG0006345	XP_020139874.1	XP_003404724.1
OG0006346	XP_012636983.1	XP_003404940.1
OG0006347	XP_012620966.1	XP_003404714.1
OG0006348	XP_020145813.1, XP_012593061.1	XP_010600333.2
OG0006349	XP_012641794.1, XP_012641795.1	XP_010590578.1
OG0006350	XP_012646643.1	XP_003404652.1
OG0006351	XP_020139232.1	XP_003404651.1
OG0006352	XP_012597082.1	XP_003404638.1
OG0006353	XP_012597041.2	XP_003404635.1
OG0006354	XP_012633234.1, XP_012633235.1	XP_003407945.1
OG0006355	XP_020145658.1	XP_023401403.1
OG0006356	XP_012597760.2	XP_003414003.1
OG0006357	XP_012591881.1	XP_023401187.1
OG0006358	XP_012591878.1	XP_023401183.1
OG0006359	XP_012613585.1	XP_023401180.1
OG0006360	XP_012613592.1	XP_003407992.1
OG0006361	XP_012620633.1	XP_003407927.3
OG0006362	XP_020145603.1	XP_010586382.1
OG0006363	XP_020145641.1	XP_003407928.1
OG0006364	XP_012641069.1	XP_003408716.1
OG0006365	XP_012629067.1	XP_023413962.1
OG0006367	XP_012627772.1	XP_023412828.1
OG0006368	XP_012627790.1	XP_003417526.1
OG0006369	XP_012638756.1	XP_003417529.1
OG0006370	XP_012607973.1, XP_012607972.1	XP_023412863.1
OG0006371	XP_012645338.2	XP_003418249.1
OG0006372	XP_012628953.1	XP_003418245.1
OG0006373	XP_012629082.1, XP_012629083.1	XP_023413957.1
OG0006374	XP_012629102.1	XP_023413917.1
OG0006375	XP_012616588.1	XP_010596250.1
OG0006376	XP_012605028.1	XP_010593760.2
OG0006377	XP_012605060.1	XP_003415670.1
OG0006378	XP_012629203.1	XP_010593743.1
OG0006379	XP_020142262.1	XP_010593734.1
OG0006380	XP_012634603.1	XP_010594958.1
OG0006381	XP_012634878.2	XP_023412124.1
OG0006383	XP_012632633.1	XP_023412138.1
OG0006384	XP_012632358.1	XP_023412157.1
OG0006385	XP_012632170.1, XP_012632179.1	XP_003416939.1
OG0006386	XP_012631938.1, XP_012631945.1, XP_012631952.1	XP_010594874.1
OG0006387	XP_012630743.1	XP_003416967.2
OG0006388	XP_012616668.1	XP_010594912.1
OG0006389	XP_012603452.1, XP_012603451.1	XP_003420634.1
OG0006390	XP_012593321.1	XP_023395477.1
OG0006391	XP_012603433.1	XP_003420717.1
OG0006392	XP_012593379.1	XP_023395483.1
OG0006393	XP_020144579.1	XP_023405274.1
OG0006395	XP_012640597.1	XP_010589529.1
OG0006396	XP_012640576.1	XP_010589632.1
OG0006397	XP_012631756.1	XP_003411121.2
OG0006398	XP_012631829.1	XP_003413280.1
OG0006399	XP_012631851.1	XP_010591490.1
OG0006400	XP_012631874.1	XP_003413268.1
OG0006402	XP_020141068.1	XP_010591462.1
OG0006403	XP_012625177.2, XP_020141100.1	XP_010591454.1
OG0006404	XP_012647006.1	XP_003413543.1
OG0006406	XP_012646991.1	XP_023408272.1
OG0006407	XP_012592607.1, XP_012592608.1	XP_003418107.1
OG0006408	XP_020138343.1	XP_010596110.2
OG0006409	XP_012602024.1	XP_023413904.1
OG0006410	XP_012627919.1	XP_003417127.1, XP_023412450.1
OG0006411	XP_012597989.1	XP_023412400.1
OG0006412	XP_012597986.1	XP_010595086.1
OG0006413	XP_012597855.1	XP_003417093.1, XP_010595073.1, XP_010595072.1
OG0006414	XP_012597995.1	XP_003417066.1
OG0006415	XP_012598051.1	XP_003417165.2
OG0006416	XP_012598129.1	XP_023412262.1
OG0006417	XP_012598026.1, XP_012598027.1	XP_023412298.1
OG0006418	XP_012598128.1	XP_023412297.1
OG0006419	XP_012636987.1	XP_003417119.1
OG0006420	XP_012631780.1	XP_023405156.1
OG0006421	XP_012593918.2	XP_003418131.2
OG0006423	XP_012619546.1	XP_023411755.1
OG0006424	XP_012619522.1	XP_023411763.1, XP_003416684.3
OG0006425	XP_012619816.1	XP_010594618.2
OG0006426	XP_020136999.1, XP_012597646.1	XP_023411764.1
OG0006427	XP_012597703.1	XP_010594638.2
OG0006428	XP_012614656.1	XP_023411641.1, XP_003416632.1
OG0006429	XP_012614848.1, XP_012614847.1, XP_020137061.1, XP_012614845.1	XP_023397516.1
OG0006430	XP_012614849.1	XP_023397512.1
OG0006431	XP_012614832.2	XP_023397513.1
OG0006433	XP_012614496.1	XP_003416579.1
OG0006434	XP_012614885.1	XP_023411729.1
OG0006435	XP_020137108.1	XP_023411730.1
OG0006436	XP_012614274.1	XP_023411714.1
OG0006437	XP_012614664.1	XP_023411606.1
OG0006438	XP_012619584.1	XP_003418840.1
OG0006439	XP_012619587.1	XP_003418918.1
OG0006440	XP_012619642.1	XP_003418906.1
OG0006441	XP_020137238.1	XP_023414704.1
OG0006442	XP_020137146.1	XP_023414775.1
OG0006443	XP_012635625.1	XP_023414767.1
OG0006444	XP_012635663.1	XP_023414766.1
OG0006446	XP_020136958.1	XP_010599532.1
OG0006447	XP_012639927.1, XP_012639918.1	XP_003417766.1
OG0006448	XP_020137196.1	XP_023413045.1, XP_023413044.1
OG0006449	XP_012640607.1	XP_023413048.1
OG0006450	XP_012640676.1	XP_010595617.1
OG0006451	XP_020137210.1	XP_003417791.1
OG0006452	XP_012599128.1	XP_010595656.1
OG0006453	XP_012599179.1	XP_023413191.1
OG0006454	XP_012599154.1	XP_023413056.1
OG0006455	XP_012599273.1	XP_003417802.1
OG0006456	XP_012599276.1	XP_023413241.1
OG0006457	XP_012599237.1	XP_023413251.1
OG0006458	XP_012599057.1	XP_010595705.1
OG0006459	XP_012598954.1	XP_023413301.1
OG0006460	XP_012598896.2	XP_023413079.1
OG0006461	XP_012593291.1, XP_012593290.1	XP_010595748.1
OG0006462	XP_012593247.1	XP_003417848.2, XP_023413358.1
OG0006463	XP_020136969.1	XP_003417758.2
OG0006464	XP_012607045.1	XP_003409596.1
OG0006466	XP_012646466.1	XP_010596386.1
OG0006467	XP_012604695.1	XP_023405172.1
OG0006468	XP_012643367.2	XP_023405237.1
OG0006469	XP_012643243.1	XP_023405241.1
OG0006470	XP_020144522.1	XP_003411281.1
OG0006471	XP_012614457.1, XP_012614456.1	XP_010600119.1
OG0006472	XP_012615980.1	XP_023404130.1
OG0006473	XP_020137816.1	XP_023399669.1
OG0006474	XP_012599778.1	XP_023404034.1
OG0006475	XP_012599903.1	XP_023404024.1
OG0006476	XP_012599870.1	XP_003410269.1
OG0006477	XP_012599935.1	XP_010588489.1
OG0006478	XP_012637127.1	XP_003422483.1
OG0006479	XP_020140049.1	XP_023394478.1
OG0006480	XP_012591797.1	XP_003410890.1
OG0006481	XP_012591877.1	XP_023404904.1
OG0006482	XP_012620493.1	XP_003410928.1
OG0006483	XP_012620539.1	XP_010589412.1
OG0006484	XP_012620548.1	XP_023405043.1, XP_023405044.1, XP_023405045.1, XP_010589307.1
OG0006485	XP_012620558.1, XP_012620560.1	XP_023405046.1
OG0006487	XP_012620589.1	XP_003415277.1
OG0006488	XP_012620624.1	XP_010593269.1
OG0006489	XP_012639333.1, XP_012639334.1	XP_003414942.1
OG0006490	XP_012639297.1	XP_003415267.1
OG0006492	XP_012606695.1	XP_003410970.1
OG0006493	XP_012606763.1	XP_003410988.1
OG0006494	XP_012623118.1, XP_012623119.1	XP_023409881.1
OG0006495	XP_012623150.1, XP_012623151.1	XP_023409861.1
OG0006496	XP_012623202.1	XP_023409849.1
OG0006497	XP_012623252.1	XP_010593121.1, XP_003415183.1
OG0006498	XP_020140732.1	XP_023409706.1
OG0006499	XP_012623320.1	XP_023409805.1
OG0006500	XP_012623378.1	XP_003415156.1
OG0006501	XP_012646627.1	XP_010593298.1
OG0006502	XP_012646730.1	XP_003415125.1
OG0006503	XP_012645768.1	XP_023399601.1
OG0006504	XP_012597594.1	XP_003406786.2
OG0006505	XP_020137786.1	XP_010585096.1
OG0006506	XP_012601621.1	XP_023399712.1
OG0006507	XP_012601594.1	XP_010585160.1
OG0006508	XP_012601631.1	XP_003406437.1
OG0006509	XP_012625305.1	XP_023399914.1
OG0006510	XP_012598773.1	XP_003408812.1
OG0006511	XP_012601970.1	XP_023402400.1
OG0006512	XP_012608084.1	XP_003420996.2
OG0006513	XP_012613451.2	XP_023402388.1
OG0006514	XP_020141199.1	XP_003408886.1
OG0006515	XP_012608142.1	XP_003420984.1
OG0006516	XP_012608086.1, XP_012608085.1	XP_023395893.1
OG0006517	XP_012608195.1	XP_023395855.1
OG0006518	XP_012611467.1	XP_023395879.1
OG0006519	XP_012611501.1	XP_003421013.1
OG0006520	XP_012611503.1	XP_023395898.1
OG0006521	XP_012611482.1, XP_012611480.1, XP_012611479.1	XP_003421018.2
OG0006522	XP_012628929.2, XP_012628927.2, XP_012628928.2, XP_012628926.2	XP_010586865.1
OG0006523	XP_012591962.1	XP_003408905.1
OG0006524	XP_012638254.2	XP_003408553.1
OG0006525	XP_012613372.1	XP_003408601.1
OG0006526	XP_012613344.1	XP_010586927.1
OG0006527	XP_012613348.2	XP_003408527.2
OG0006528	XP_012613487.1	XP_023401944.1
OG0006529	XP_012641112.1	XP_023401983.1
OG0006530	XP_012641133.1	XP_003408734.2
OG0006531	XP_012633098.1	XP_003408739.1
OG0006532	XP_020141342.1	XP_023402392.1
OG0006533	XP_012593628.2, XP_020141706.1	XP_010586988.2
OG0006534	XP_012633160.1	XP_003408756.2
OG0006535	XP_012633187.1	XP_010586993.1
OG0006536	XP_012636572.1	XP_003408771.2
OG0006537	XP_020141705.1	XP_003408779.1
OG0006539	XP_012636649.1	XP_010587010.1
OG0006540	XP_020141263.1, XP_012596881.1, XP_020141265.1, XP_020141264.1	XP_023402118.1, XP_003408800.1
OG0006541	XP_012597143.1	XP_003408809.1
OG0006542	XP_012597511.1	XP_003408817.1
OG0006543	XP_012597859.1	XP_003408833.2
OG0006545	XP_012594073.1	XP_010587123.1
OG0006546	XP_012602560.2	XP_003408670.1
OG0006547	XP_012633210.1, XP_012633207.1	XP_010587202.1
OG0006548	XP_012645182.1	XP_023409363.1
OG0006549	XP_012627226.1	XP_003407542.2
OG0006550	XP_012642092.1, XP_012637971.1	XP_003414558.1
OG0006551	XP_012621261.1	XP_023409178.1
OG0006552	XP_012621519.1, XP_012621277.1, XP_012621275.1	XP_003414763.1
OG0006553	XP_012596271.1	XP_003417010.1
OG0006554	XP_020136644.1	XP_010595200.1
OG0006555	XP_012634365.1	XP_003417284.1
OG0006556	XP_012602893.2	XP_010595392.1
OG0006557	XP_012646242.1	XP_023396267.1
OG0006558	XP_012642213.1	XP_023409516.1
OG0006559	XP_012642137.1	XP_010592809.1
OG0006560	XP_012642118.1	XP_023409192.1
OG0006561	XP_020136626.1	XP_010592728.1
OG0006562	XP_012621339.1	XP_023409428.1
OG0006563	XP_012621393.1	XP_003414730.1
OG0006564	XP_012621412.1	XP_023409162.1
OG0006565	XP_012621436.1	XP_003414721.2
OG0006566	XP_012645220.1	XP_003414668.1
OG0006567	XP_012611276.1	XP_023409320.1
OG0006568	XP_012619035.1	XP_003414645.2
OG0006569	XP_020136588.1	XP_023409151.1
OG0006570	XP_012620021.1	XP_003414643.1
OG0006571	XP_012620936.1	XP_003414423.1
OG0006572	XP_012625952.1	XP_003414622.1
OG0006573	XP_012629787.1	XP_010592893.1
OG0006574	XP_012644406.1	XP_003414597.1
OG0006575	XP_012645008.1	XP_023409245.1, XP_023409246.1, XP_023409244.1, XP_010592535.1
OG0006576	XP_012592395.1	XP_003414580.1
OG0006577	XP_012596154.1	XP_003416949.1
OG0006578	XP_012596184.2	XP_023411987.1
OG0006579	XP_012596024.2	XP_003416852.1
OG0006580	XP_012639898.1	XP_023397662.1
OG0006581	XP_012639901.1	XP_023397663.1
OG0006582	XP_012639980.1	XP_003423086.1
OG0006583	XP_012637496.1	XP_010600864.1
OG0006584	XP_012599559.1	XP_023400558.1
OG0006585	XP_012599547.1	XP_010585851.1
OG0006586	XP_012599586.1	XP_023401065.1
OG0006587	XP_012599538.1	XP_003407552.1
OG0006588	XP_012599534.1	XP_023400589.1
OG0006589	XP_012627399.1	XP_023401075.1
OG0006590	XP_012632482.1	XP_003405189.1
OG0006592	XP_012608858.2	XP_023395298.1
OG0006593	XP_012632473.1, XP_012632472.1	XP_010596430.1, XP_010596433.1
OG0006594	XP_012632527.1	XP_023413799.1
OG0006595	XP_012632561.1	XP_010596606.1
OG0006596	XP_012632581.1, XP_012632578.1, XP_012632580.1	XP_010599575.1
OG0006597	XP_020143114.1	XP_003405216.1
OG0006598	XP_012637837.1	XP_023414213.1
OG0006599	XP_012644183.1	XP_010597104.1
OG0006600	XP_012594307.1	XP_023414708.1, XP_023414694.1, XP_023414687.1, XP_023414702.1
OG0006601	XP_012644970.1	XP_010600626.1
OG0006602	XP_012644967.1	XP_023398085.1
OG0006603	XP_012644989.1	XP_010600625.1
OG0006604	XP_012645035.1	XP_010600387.1
OG0006605	XP_012612342.1	XP_023395787.1
OG0006606	XP_012612478.1	XP_023395783.1
OG0006607	XP_012613113.2	XP_023415742.1
OG0006608	XP_020143304.1	XP_023415744.1
OG0006609	XP_012597255.1	XP_023415643.1
OG0006610	XP_012597364.1	XP_023415759.1
OG0006611	XP_012607669.1	XP_003405370.1
OG0006612	XP_012628200.1	XP_003405355.1
OG0006613	XP_012593113.2	XP_003413660.1
OG0006614	XP_012595981.1	XP_023408368.1
OG0006615	XP_012595920.1	XP_010591859.1, XP_010591858.1
OG0006616	XP_012595912.1	XP_023408350.1
OG0006617	XP_020141860.1, XP_012642440.1, XP_012642441.1	XP_003413642.1
OG0006618	XP_012628585.1, XP_012642449.1	XP_003413640.1
OG0006619	XP_012642382.1	XP_003422049.1
OG0006620	XP_012612017.1	XP_003416145.1
OG0006621	XP_012633244.1	XP_003417651.1
OG0006622	XP_012637764.1	XP_003411931.1
OG0006623	XP_012620360.1	XP_003413680.1
OG0006624	XP_012620401.1	XP_010591919.1
OG0006625	XP_012605618.1	XP_023408517.1
OG0006626	XP_012597183.2	XP_023415750.1
OG0006627	XP_012610818.1	XP_003417630.1
OG0006628	XP_012594000.1, XP_020140177.1, XP_020140178.1	XP_023407899.1
OG0006629	XP_012644026.1	XP_003404525.3
OG0006630	XP_012616173.1	XP_003404813.1
OG0006631	XP_020138024.1	XP_003404547.1
OG0006632	XP_012604503.1	XP_003404841.1
OG0006633	XP_012604424.1	XP_003404573.1
OG0006634	XP_012625461.1	XP_023400917.1
OG0006635	XP_012625389.1	XP_023400897.1
OG0006636	XP_012624545.1	XP_023400888.1
OG0006637	XP_012624535.1	XP_003407897.3
OG0006638	XP_012624463.1	XP_023400872.1
OG0006639	XP_012624434.1, XP_012624432.1, XP_012624433.1	XP_010586097.1
OG0006640	XP_012592274.1	XP_023400849.1
OG0006641	XP_012592234.1	XP_023400840.1
OG0006642	XP_012592204.1	XP_010586067.1
OG0006643	XP_012624355.1	XP_003407564.2
OG0006644	XP_012624282.1	XP_023400781.1
OG0006645	XP_012624231.1	XP_003407826.1
OG0006646	XP_012631295.1	XP_003415391.1
OG0006647	XP_012616331.1	XP_003404477.1
OG0006648	XP_012625437.1	XP_023400914.1
OG0006649	XP_012624487.1	XP_003407623.1
OG0006650	XP_012596603.1	XP_003422494.1
OG0006651	XP_012591788.1	XP_010600075.2
OG0006652	XP_012596504.1	XP_010599847.1
OG0006653	XP_012596619.1	XP_023397176.1
OG0006654	XP_012596584.1	XP_023397174.1
OG0006655	XP_012596524.2	XP_023397173.1
OG0006657	XP_012596403.1, XP_012596398.2	XP_023397171.1
OG0006658	XP_012646770.1	XP_023395936.1
OG0006660	XP_020142565.1, XP_012605473.1	XP_010586358.1
OG0006661	XP_012602257.1	XP_023402146.1
OG0006663	XP_012602307.1	XP_010587500.1
OG0006664	XP_012616275.1	XP_023401724.1
OG0006665	XP_012628589.1	XP_023399822.1
OG0006666	XP_012628586.1	XP_010587337.1
OG0006668	XP_012598803.1	XP_010585674.1
OG0006669	XP_012600280.1	XP_023400921.1
OG0006670	XP_012600277.1	XP_003404496.1
OG0006671	XP_012636250.1, XP_012636248.1, XP_012636249.1	XP_003404465.1
OG0006672	XP_012608011.1	XP_023400351.1
OG0006673	XP_020142689.1	XP_023400121.1
OG0006674	XP_012598590.1	XP_010584943.1
OG0006675	XP_012646616.2, XP_020142684.1	XP_023400067.1
OG0006676	XP_020139625.1	XP_003413116.1
OG0006677	XP_012624585.1, XP_012624584.1	XP_023399956.1
OG0006678	XP_012594267.1	XP_023399171.1
OG0006679	XP_020142660.1, XP_020142659.1	XP_003404370.1
OG0006680	XP_012608618.2	XP_010586900.1
OG0006681	XP_012608628.1	XP_023398973.1
OG0006682	XP_012608537.1	XP_023398718.1, XP_023396195.1
OG0006683	XP_020142742.1	XP_003404327.1
OG0006684	XP_012608681.1	XP_003404325.1
OG0006687	XP_012635293.1, XP_012612252.2	XP_023410075.1
OG0006688	XP_012617448.1	XP_010586723.1
OG0006689	XP_012639709.1	XP_023401705.1
OG0006690	XP_012640821.1	XP_023401761.1
OG0006691	XP_012607193.1	XP_023397762.1, XP_023397760.1
OG0006692	XP_012607204.1	XP_023397359.1
OG0006693	XP_012608346.1	XP_003422440.1
OG0006694	XP_012615719.1	XP_010601056.1
OG0006695	XP_012615643.1	XP_003422987.1
OG0006697	XP_012615657.1	XP_010600481.1
OG0006698	XP_012615484.1, XP_012615485.1	XP_003422977.1
OG0006699	XP_012594863.1	XP_003413886.1
OG0006700	XP_012594866.1	XP_003413792.2
OG0006701	XP_012629329.2	XP_003411366.1, XP_010589739.1
OG0006702	XP_020140879.1	XP_010593967.1
OG0006703	XP_020140206.1	XP_003415924.1
OG0006704	XP_012641384.1	XP_003414210.1
OG0006705	XP_020145345.1	XP_003407283.1
OG0006706	XP_020146086.1	XP_023396109.1, XP_003421257.1
OG0006707	XP_012634050.2	XP_010599062.1
OG0006708	XP_012595200.1	XP_010598749.1
OG0006709	XP_012595195.1	XP_003420927.2
OG0006710	XP_012644639.1	XP_003407319.1
OG0006711	XP_012644580.1	XP_010585766.1
OG0006712	XP_012634982.1	XP_023400235.1
OG0006713	XP_012635050.1	XP_010585584.1
OG0006714	XP_012635066.1	XP_010585577.1
OG0006715	XP_012612633.1	XP_023400168.1
OG0006716	XP_012612605.1	XP_023400166.1
OG0006717	XP_012628805.1	XP_003407112.1
OG0006718	XP_012591333.1, XP_012591332.1, XP_012591334.1	XP_023400087.1, XP_003407078.1
OG0006719	XP_012591323.1	XP_010585490.1
OG0006720	XP_012591316.1	XP_003406971.1
OG0006721	XP_020145490.1	XP_003407009.1
OG0006722	XP_020145494.1	XP_023400062.1
OG0006723	XP_020145339.1	XP_003407071.2
OG0006724	XP_012607296.1	XP_010585691.1
OG0006725	XP_012608250.1	XP_010599306.1, XP_010600856.2, XP_003422881.3, XP_010600375.1
OG0006726	XP_012623635.2	XP_023395325.1
OG0006727	XP_012609341.1, XP_012609340.1	XP_003405298.2
OG0006728	XP_012620689.1	XP_023410291.1
OG0006729	XP_012631705.1	XP_010589583.2
OG0006730	XP_012631579.1	XP_023405391.1
OG0006731	XP_012631577.1	XP_003411237.2
OG0006732	XP_012631549.2	XP_023405396.1
OG0006733	XP_012631792.1	XP_003415407.1
OG0006734	XP_012631405.1	XP_023410087.1
OG0006735	XP_012608277.1, XP_012608276.1	XP_023396430.1
OG0006736	XP_012608089.1	XP_010599282.1
OG0006737	XP_012605834.1	XP_003405266.1
OG0006738	XP_012605788.1	XP_023395427.1
OG0006739	XP_012643449.1, XP_020143299.1	XP_023415161.1
OG0006740	XP_012630741.1	XP_003405313.1
OG0006741	XP_012630742.1	XP_003405663.1
OG0006742	XP_012628165.1	XP_010598089.1
OG0006743	XP_012639252.1	XP_003417548.1
OG0006744	XP_012639092.1	XP_003417544.1
OG0006745	XP_012639067.1, XP_012639068.1	XP_003418546.1
OG0006746	XP_012630926.1	XP_003412499.1
OG0006747	XP_012618881.1	XP_003407178.1
OG0006748	XP_020145282.1	XP_023397750.1, XP_023397743.1
OG0006749	XP_012623544.1	XP_023397759.1
OG0006750	XP_012623519.1, XP_012623520.1	XP_023394912.1
OG0006751	XP_012623508.1, XP_012623507.1	XP_003420257.1
OG0006752	XP_012623423.1	XP_023394946.1
OG0006753	XP_012600191.1	XP_010598081.2
OG0006755	XP_012600158.1	XP_003420915.1
OG0006756	XP_012610019.1	XP_023408289.1
OG0006757	XP_012623624.1	XP_010598434.1
OG0006759	XP_020145223.1	XP_023403827.1, XP_010588394.1
OG0006760	XP_012632860.1	XP_003412558.1
OG0006761	XP_020138330.1	XP_003412449.1
OG0006762	XP_012618463.1	XP_003412567.1
OG0006763	XP_020138075.1	XP_010590770.1
OG0006764	XP_012639575.1	XP_003412597.2
OG0006765	XP_012640461.1	XP_003412367.2
OG0006766	XP_012640376.1	XP_023406710.1
OG0006767	XP_020144518.1, XP_012640380.2	XP_023406967.1
OG0006769	XP_012626187.1	XP_003415873.1
OG0006770	XP_012626173.2	XP_023410724.1
OG0006771	XP_012641182.1	XP_023406178.1, XP_010590199.1
OG0006772	XP_012641140.1	XP_023406346.1
OG0006773	XP_020144250.1	XP_010590214.1
OG0006774	XP_012610887.1	XP_023406349.1
OG0006775	XP_012643528.1	XP_003411958.1
OG0006776	XP_012643541.1, XP_012643542.1	XP_010590339.1
OG0006777	XP_012643580.1	XP_010590273.1
OG0006778	XP_012643711.1	XP_023406300.1
OG0006779	XP_012643741.1	XP_010590301.1
OG0006780	XP_012643815.1	XP_023406140.1
OG0006781	XP_012643876.1, XP_012643877.1	XP_023411042.1
OG0006782	XP_012643935.1	XP_003416134.1
OG0006783	XP_012612119.1	XP_010594197.1
OG0006784	XP_012642332.1	XP_023396903.1
OG0006785	XP_012598301.1	XP_003422038.1
OG0006786	XP_012598260.1	XP_003417450.1
OG0006787	XP_012598269.1	XP_003417504.2
OG0006788	XP_012598296.1	XP_010595400.1
OG0006789	XP_012629757.1	XP_003420474.2
OG0006790	XP_012612793.1	XP_023408577.1
OG0006791	XP_012644099.1	XP_023408299.1
OG0006792	XP_012644136.1	XP_010591955.1
OG0006793	XP_012605626.1	XP_003413720.1
OG0006794	XP_012633853.1	XP_023403264.1
OG0006795	XP_012617259.1	XP_023403295.1
OG0006796	XP_012617281.1	XP_023403296.1
OG0006797	XP_020140094.1	XP_003409478.2, XP_010587906.1
OG0006798	XP_012617311.1	XP_003409669.3
OG0006800	XP_012617315.1	XP_003409670.1
OG0006801	XP_012617374.1	XP_003422004.1
OG0006802	XP_012622943.1	XP_010587765.1
OG0006804	XP_012613176.1	XP_003419612.1
OG0006805	XP_012601504.1	XP_003407255.1
OG0006806	XP_020145542.1	XP_010585453.1
OG0006807	XP_020145499.1	XP_010585457.1
OG0006808	XP_012633042.1, XP_012633039.1, XP_012633040.1, XP_012633041.1	XP_003406951.1
