Orthogroup	Microcebus_murinus	Myotis_lucifugus
OG0009063	XP_012629578.1	XP_014308422.1
OG0009064	XP_012595075.1	XP_006098367.1
OG0009065	XP_012596511.1	XP_023601614.1
OG0009066	XP_012641620.1	XP_023620309.1
OG0009067	XP_012606152.1	XP_023599193.1
OG0009068	XP_012606189.1	XP_006102039.1
OG0009069	XP_012646841.1	XP_014304490.1
OG0009070	XP_012646806.1	XP_006105529.1
OG0009071	XP_012646816.1	XP_006105515.1
OG0009072	XP_020139379.1	XP_014321242.1
OG0009073	XP_012646038.1	XP_006104622.1
OG0009074	XP_012629461.1	XP_006081270.1
OG0009075	XP_012610648.1	XP_006089623.1
OG0009076	XP_012619253.1, XP_012619252.1	XP_006102060.1
OG0009077	XP_012621269.1	XP_006095023.1
OG0009078	XP_012633706.1, XP_012633707.1	XP_023604295.1
OG0009079	XP_012612506.1	XP_006106528.1
OG0009080	XP_012641394.1	XP_023600088.1
OG0009081	XP_012634225.1	XP_006103477.1
OG0009082	XP_020138357.1	XP_006097405.1
OG0009083	XP_012607800.1	XP_014318245.1
OG0009084	XP_020142740.1	XP_023613479.1
OG0009085	XP_012621098.1	XP_023615329.1
OG0009086	XP_012591132.1	XP_023619750.1
OG0009087	XP_012634936.1	XP_023617889.1, XP_014303241.1
OG0009088	XP_012608627.2	XP_023601101.1
OG0009089	XP_012632735.1	XP_006106690.1
OG0009090	XP_012619684.1	XP_014301389.1, XP_014301402.1
OG0009091	XP_012627661.2	XP_023601714.1
OG0009092	XP_012598832.1	XP_006098637.1
OG0009093	XP_012592384.1	XP_014307780.1, XP_006084924.1
OG0009094	XP_012639707.1	XP_023613559.1, XP_006093399.1
OG0009095	XP_012608079.1	XP_023600707.1, XP_006100108.2
OG0009096	XP_012594879.2	XP_023601457.1
OG0009096	XP_012608145.1	XP_006106132.2
OG0009097	XP_012593057.1	XP_006104485.1
OG0009098	XP_012622993.1	XP_014316800.1
OG0009099	XP_012623001.1	XP_006095318.1
OG0009100	XP_012621733.1	XP_023610603.1
OG0009101	XP_012629695.1	XP_006105124.1
OG0009102	XP_012625472.1	XP_006102775.1
OG0009103	XP_020145872.1	XP_014308386.1
OG0009104	XP_012634069.1	XP_023606921.1
OG0009105	XP_012623066.1	XP_006095346.1
OG0009106	XP_012599822.1	XP_014303822.1
OG0009107	XP_012607483.1	XP_023608237.1
OG0009108	XP_012614306.1	XP_006097756.1
OG0009109	XP_020138389.1	XP_014303365.1
OG0009110	XP_012596212.1	XP_014321913.1
OG0009112	XP_012614178.1	XP_014322793.2, XP_006107927.1
OG0009113	XP_020145312.1	XP_014310934.2
OG0009114	XP_012599281.1	XP_006090530.1
OG0009115	XP_012613163.1	XP_006109214.2, XP_006101675.1
OG0009116	XP_012590988.1	XP_006094841.1
OG0009117	XP_020140112.1	XP_006094151.1
OG0009118	XP_012592003.1	XP_006084533.1
OG0009119	XP_012591220.1	XP_023617709.1
OG0009120	XP_012636097.1	XP_006093882.1
OG0009121	XP_012594979.1	XP_023600109.1
OG0009122	XP_012594978.1	XP_014300913.1
OG0009123	XP_012612973.1	XP_006109262.2
OG0009124	XP_020139391.1	XP_006104128.1
OG0009125	XP_012600089.1	XP_006097604.1
OG0009126	XP_012631668.1	XP_006105562.3
OG0009127	XP_012640325.1	XP_006092708.1
OG0009128	XP_012635844.1	XP_023613089.1
OG0009129	XP_020138276.1, XP_012623967.1	XP_023602248.1
OG0009130	XP_012631879.1	XP_006107718.1
OG0009131	XP_012636657.1	XP_023611660.1
OG0009132	XP_012622870.1	XP_006084740.1
OG0009133	XP_012637043.1	XP_006089143.1
OG0009134	XP_012594607.1	XP_006101274.1
OG0009135	XP_012621554.1	XP_006090082.1
OG0009136	XP_012610902.1, XP_020140179.1, XP_012617539.1	XP_006085961.1, XP_006084672.1
OG0009137	XP_012646833.1	XP_006107093.1
OG0009138	XP_020142696.1	XP_006099765.1
OG0009139	XP_012625215.2	XP_023610489.1
OG0009141	XP_012630155.1	XP_023616309.1
OG0009142	XP_012617162.1	XP_006101181.1
OG0009144	XP_012592027.1	XP_006095114.1
OG0009145	XP_012626344.1	XP_014309593.1
OG0009146	XP_012616692.1	XP_014306085.1
OG0009147	XP_020142966.1	XP_023609924.1
OG0009148	XP_020139765.1	XP_023613840.1
OG0009149	XP_012619866.1	XP_014303493.1
OG0009150	XP_012624795.1	XP_006101193.1
OG0009151	XP_012622167.1	XP_006086079.1
OG0009152	XP_012590917.1	XP_006087952.1, XP_006093858.1
OG0009153	XP_012599685.1	XP_006081534.2
OG0009154	XP_012614010.2	XP_023618904.1
OG0009155	XP_012597576.1	XP_023606642.1
OG0009156	XP_012592560.1	XP_006091746.1
OG0009159	XP_012633103.1	XP_006096092.1
OG0009161	XP_012634600.1	XP_023600912.1
OG0009162	XP_012620810.1	XP_023614295.1
OG0009163	XP_012616565.1	XP_023613670.1
OG0009164	XP_020141473.1	XP_023608611.1
OG0009165	XP_012612847.1	XP_006107150.2, XP_023599625.1
OG0009166	XP_012602351.1	XP_023602341.1
OG0009167	XP_012593556.1	XP_023616676.1
OG0009168	XP_012609378.1	XP_006088554.1
OG0009169	XP_012620240.1	XP_014313744.1
OG0009170	XP_012640796.1	XP_014301580.2, XP_006107675.1
OG0009171	XP_012638690.1	XP_006088951.1
OG0009172	XP_012595686.1	XP_023619102.1
OG0009173	XP_012629593.1	XP_006081515.1
OG0009174	XP_012600249.1	XP_023604888.1
OG0009176	XP_012617894.1	XP_006083087.1
OG0009177	XP_012621392.2	XP_023610681.1
OG0009178	XP_012640719.1	XP_006083891.1
OG0009179	XP_012634190.1	XP_014305048.1
OG0009180	XP_012618691.1	XP_006095770.1
OG0009181	XP_012646726.1, XP_012646729.1, XP_012646727.1	XP_023614986.1, XP_006095220.1
OG0009182	XP_012599913.2, XP_012599914.2, XP_012599912.2	XP_006106403.1
OG0009185	XP_012607946.1	XP_023603373.1
OG0009187	XP_012592171.1	XP_006109129.1, XP_006088091.1
OG0009188	XP_012602160.1	XP_006091979.1
OG0009189	XP_012623969.1	XP_014307448.1
OG0009190	XP_012615166.1	XP_006089306.1
OG0009191	XP_012609280.1	XP_006089260.1
OG0009192	XP_012609311.1	XP_023609942.1
OG0009194	XP_020139178.1, XP_020139194.1	XP_006108697.1
OG0009196	XP_020138932.1	XP_023602724.1
OG0009197	XP_012626361.1	XP_023608096.1
OG0009198	XP_012609595.2, XP_012611029.1	XP_006106893.1
OG0009199	XP_012609906.1	XP_006107055.2, XP_006109376.1
OG0009200	XP_012616863.1	XP_023603717.1
OG0009201	XP_020138930.1	XP_014305026.2
OG0009202	XP_012644374.1	XP_006097463.1
OG0009203	XP_012644362.2	XP_014318661.1
OG0009204	XP_012609943.2	XP_023611391.1
OG0009205	XP_020137711.1	XP_006090838.1
OG0009206	XP_020137817.1	XP_006104058.1
OG0009207	XP_012600927.1	XP_006087197.1
OG0009208	XP_012594908.1	XP_006084499.1
OG0009209	XP_012594887.1	XP_023605973.1
OG0009210	XP_012603513.1	XP_006084482.1
OG0009211	XP_012603503.1	XP_006084479.1, XP_006084478.1, XP_014307354.1
OG0009212	XP_020142815.1	XP_023605967.1
OG0009213	XP_012603515.1	XP_023605954.1
OG0009215	XP_012596397.1	XP_006103667.1
OG0009216	XP_012596385.1	XP_014323072.1
OG0009217	XP_012615029.1	XP_023613945.1
OG0009218	XP_012615044.1	XP_023613980.1
OG0009219	XP_012615090.1	XP_023613991.1
OG0009220	XP_012615121.1	XP_023600758.1
OG0009221	XP_020142930.1	XP_023600481.1
OG0009223	XP_012632283.2	XP_014304596.2
OG0009224	XP_012608691.1	XP_006089241.1
OG0009225	XP_012608726.1, XP_012608728.1, XP_012608725.1	XP_023609937.1
OG0009226	XP_020142770.1	XP_023609969.1
OG0009227	XP_012609304.1	XP_006089265.1
OG0009228	XP_012594573.1	XP_006089275.1
OG0009229	XP_012632977.1	XP_023609976.1
OG0009231	XP_012632972.1	XP_023609962.1
OG0009232	XP_012632963.1	XP_006089302.1
OG0009233	XP_012632937.1	XP_006095134.1
OG0009234	XP_012632936.1	XP_023614898.1
OG0009235	XP_012592007.1, XP_012632916.1	XP_014316594.2
OG0009236	XP_012592050.1	XP_023614895.1
OG0009237	XP_020142789.1	XP_023606040.1
OG0009238	XP_012642689.1	XP_023620792.1
OG0009239	XP_012642688.1	XP_023620788.1
OG0009240	XP_012603650.1	XP_006101485.1
OG0009241	XP_012635271.1	XP_006100075.1
OG0009242	XP_012635290.1	XP_006086908.1
OG0009243	XP_012615237.1	XP_023608158.1
OG0009244	XP_020144891.1	XP_006086861.1
OG0009245	XP_020141121.1, XP_012592248.1	XP_023608097.1
OG0009246	XP_020144880.1	XP_023620333.1, XP_023605233.1
OG0009247	XP_012592690.1	XP_023601377.1
OG0009248	XP_012592896.1	XP_006094174.1
OG0009249	XP_012593414.1	XP_014315886.1
OG0009250	XP_012629289.1	XP_023601477.1
OG0009251	XP_012629285.1	XP_014302262.2
OG0009252	XP_012629238.1	XP_023600341.1
OG0009257	XP_020139110.1	XP_023604559.1
OG0009258	XP_020139069.1	XP_006107534.1
OG0009259	XP_012609843.1	XP_006108745.1
OG0009263	XP_012609583.1	XP_006107061.1
OG0009265	XP_012609815.1	XP_006110057.1
OG0009267	XP_012616978.1	XP_023603329.1
OG0009268	XP_012616920.1	XP_023604615.1
OG0009269	XP_012616894.1	XP_023603021.1
OG0009270	XP_012616896.1	XP_023603020.1
OG0009272	XP_012616856.1	XP_014303628.1
OG0009274	XP_012616708.1	XP_006102235.2
OG0009276	XP_012616689.1	XP_006108761.1
OG0009277	XP_012616687.1	XP_006102240.1
OG0009278	XP_012613987.1	XP_023600634.1
OG0009279	XP_012613964.1	XP_014301468.1
OG0009280	XP_012613978.1, XP_012613979.1	XP_023600627.1
OG0009281	XP_012613942.1	XP_023600637.1
OG0009284	XP_012616193.1	XP_014323463.1
OG0009285	XP_012616186.1	XP_023599729.1
OG0009286	XP_012616215.1	XP_014323460.1
OG0009288	XP_012629997.1	XP_023599736.1
OG0009289	XP_012629976.1	XP_014323480.1, XP_023599741.1
OG0009290	XP_020138836.1	XP_023599725.1
OG0009291	XP_020138870.1	XP_014318051.1, XP_014318098.1
OG0009292	XP_012630684.1	XP_006096757.1, XP_006096756.1
OG0009293	XP_012630183.1	XP_023620899.1
OG0009294	XP_012630198.1	XP_006096724.1
OG0009295	XP_012630202.1	XP_006096723.1
OG0009296	XP_012630407.1	XP_023618108.1
OG0009297	XP_012630433.1	XP_006098700.1
OG0009298	XP_012630434.1	XP_023618113.1
OG0009299	XP_012630445.1	XP_014319743.1
OG0009300	XP_012630478.1	XP_006098753.1
OG0009301	XP_012630481.1	XP_006098726.1
OG0009302	XP_012630485.1	XP_023618102.1
OG0009303	XP_012630500.1	XP_006098740.1
OG0009304	XP_012630505.1	XP_014319702.1
OG0009305	XP_012630572.2	XP_014317430.2
OG0009306	XP_012630573.1	XP_006096030.1
OG0009307	XP_012630606.1	XP_014317461.1
OG0009308	XP_012630608.2	XP_006096064.1
OG0009309	XP_012630676.1	XP_006096046.1
OG0009310	XP_020139659.1	XP_006088480.1
OG0009311	XP_012629645.1	XP_006097511.1
OG0009312	XP_012639571.1	XP_023607054.1
OG0009313	XP_012638755.1, XP_012638751.1	XP_023607396.1
OG0009314	XP_012612782.1	XP_014323724.1
OG0009315	XP_012606018.1	XP_006097330.2
OG0009316	XP_012606020.1	XP_023616750.1
OG0009317	XP_020136455.1	XP_006094124.1
OG0009318	XP_012606069.1	XP_023614094.1
OG0009320	XP_012606289.1	XP_023616784.1, XP_006097301.2
OG0009321	XP_012606079.1, XP_012606078.1	XP_006097346.2
OG0009322	XP_012643113.1	XP_006094134.3
OG0009323	XP_012597090.2, XP_012597089.2	XP_006104005.1
OG0009324	XP_020139735.1	XP_006086766.1
OG0009325	XP_012621101.2	XP_023607993.1
OG0009326	XP_012595792.1	XP_006086740.1
OG0009327	XP_012632756.1	XP_006100327.1
OG0009328	XP_012632758.1	XP_006100330.1
OG0009329	XP_012622759.1	XP_006094338.1
OG0009330	XP_012638959.1	XP_006086735.1
OG0009331	XP_012625276.1	XP_014309420.1
OG0009332	XP_012604125.1	XP_006093791.1
OG0009333	XP_020139720.1	XP_023618297.1
OG0009334	XP_012593463.1	XP_006088474.1
OG0009335	XP_012595793.1	XP_023617726.1
OG0009336	XP_012596711.2	XP_023609322.1
OG0009337	XP_012596690.1	XP_006088464.1
OG0009338	XP_012596692.1	XP_023609327.1
OG0009339	XP_012600604.1	XP_006088497.1
OG0009340	XP_012632220.1	XP_023617545.1
OG0009341	XP_012604548.1	XP_014309315.1
OG0009342	XP_012604355.1	XP_006086560.1
OG0009343	XP_012604398.1	XP_014321725.2, XP_006086541.1
OG0009344	XP_012604390.1	XP_006086547.1
OG0009345	XP_012629638.1	XP_006097516.1
OG0009346	XP_012629640.1	XP_006097514.1
OG0009347	XP_012629651.1	XP_014318679.1
OG0009348	XP_012631131.1	XP_023602380.1
OG0009349	XP_012631132.1	XP_014303229.1
OG0009350	XP_012631110.1	XP_023603850.1
OG0009351	XP_020145807.1	XP_006081486.1
OG0009352	XP_020145574.1	XP_023607364.1
OG0009353	XP_012639519.1	XP_006081472.1
OG0009354	XP_012639527.1	XP_014307909.1
OG0009355	XP_012639561.1	XP_006081448.1
OG0009356	XP_012638256.1	XP_023606984.1
OG0009357	XP_012638313.1	XP_014307654.1, XP_023606968.1
OG0009358	XP_020145602.1	XP_014307438.1
OG0009359	XP_012638695.1	XP_006081410.1
OG0009360	XP_012638733.1	XP_023606644.1
OG0009361	XP_012638890.1, XP_020145561.1	XP_006081399.1
OG0009362	XP_020144352.1, XP_020145689.1	XP_014307152.1
OG0009363	XP_020138278.1	XP_014320228.1
OG0009364	XP_012599391.1	XP_023618625.1
OG0009365	XP_012599440.1	XP_006099276.1
OG0009366	XP_012606882.1	XP_006106711.1
OG0009367	XP_012611220.1	XP_006106338.1
OG0009368	XP_012611367.1	XP_023603267.1
OG0009369	XP_012611403.1	XP_006103121.1
OG0009370	XP_012628064.1	XP_014300982.1
OG0009371	XP_012628078.1	XP_006103127.1
OG0009372	XP_012644401.1	XP_006106033.2
OG0009373	XP_012644433.1	XP_006109141.3
OG0009374	XP_012620773.1	XP_014315951.1
OG0009375	XP_012620840.1	XP_014315973.1
OG0009376	XP_012620857.1	XP_006094297.1
OG0009377	XP_012620859.1	XP_006094298.1
OG0009378	XP_012620867.1	XP_006094311.1
OG0009379	XP_020145667.1	XP_006094335.2
OG0009380	XP_012620925.1	XP_014323744.1
OG0009381	XP_012612784.1	XP_023600013.1
OG0009382	XP_012606014.1	XP_006097306.1
OG0009383	XP_012606015.1	XP_023616764.1
OG0009384	XP_012606019.1	XP_006097329.1
OG0009385	XP_012606307.1	XP_006097332.1
OG0009386	XP_020136178.1	XP_006097331.1
OG0009387	XP_012606167.1	XP_014318552.1
OG0009388	XP_012606254.1	XP_006097339.1
OG0009389	XP_012606080.1	XP_014318565.1
OG0009390	XP_012606021.1	XP_023616753.1
OG0009391	XP_012606028.1	XP_014318572.1
OG0009392	XP_012605969.1	XP_023599203.1
OG0009393	XP_012605981.1	XP_023599180.1
OG0009394	XP_012605988.1	XP_006102024.3
OG0009395	XP_012605992.1	XP_014322853.1
OG0009396	XP_020144168.1	XP_014322865.1
OG0009397	XP_012605916.1	XP_023599192.1
OG0009398	XP_012606242.1	XP_014322831.1
OG0009399	XP_012606135.1	XP_014301970.1
OG0009400	XP_012606256.1	XP_006094145.1
OG0009401	XP_012606117.1	XP_006094118.1
OG0009402	XP_012605953.2	XP_023614112.1
OG0009403	XP_012605964.1	XP_006094110.1
OG0009404	XP_020136517.1	XP_006094111.1
OG0009405	XP_012606239.1	XP_006094106.1
OG0009406	XP_012606280.1	XP_006094103.1
OG0009407	XP_012624134.1	XP_023614091.1
OG0009408	XP_020144187.1	XP_006094083.1
OG0009409	XP_012624173.1	XP_023614148.1
OG0009410	XP_012643117.1	XP_014315756.1
OG0009411	XP_012643112.1	XP_006094135.1
OG0009412	XP_020141065.1	XP_006094047.1
OG0009413	XP_020136806.1	XP_006094126.1, XP_006109290.2
OG0009414	XP_012618558.1	XP_023600972.1
OG0009415	XP_012618546.1	XP_023603820.1
OG0009416	XP_020141087.1	XP_006105814.2
OG0009417	XP_012618503.1	XP_023601686.1
OG0009418	XP_012618495.1	XP_006104821.1
OG0009419	XP_012618500.1	XP_006109866.1
OG0009420	XP_012618570.1	XP_023601706.1
OG0009421	XP_012618493.2	XP_023603881.1
OG0009422	XP_020137266.1	XP_023605207.1, XP_014302325.1
OG0009423	XP_012640776.2	XP_006104586.1
OG0009424	XP_012640783.1	XP_006107676.2
OG0009425	XP_012640790.1	XP_006103788.1
OG0009426	XP_012640810.2	XP_006103784.1
OG0009427	XP_012640809.1	XP_006103782.1
OG0009428	XP_012646854.1	XP_006108351.2, XP_023600723.1
OG0009429	XP_012621179.1	XP_006086768.2, XP_023608026.1
OG0009430	XP_020139647.1	XP_023614318.1
OG0009431	XP_012593795.1	XP_023606291.1
OG0009432	XP_012595138.1	XP_006106640.1
OG0009433	XP_012616479.1	XP_014304288.1
OG0009434	XP_020145787.1	XP_023604370.1
OG0009435	XP_012629078.1	XP_006081254.1
OG0009436	XP_012629151.1, XP_012629144.1	XP_006081255.1
OG0009437	XP_012629473.1	XP_014309568.2
OG0009438	XP_012636940.1	XP_006081285.1
OG0009439	XP_012636915.1	XP_006081293.1
OG0009440	XP_012636908.1	XP_023608069.1
OG0009441	XP_012639836.1	XP_006081301.1
OG0009442	XP_020145719.1	XP_023606057.1
OG0009443	XP_012622269.1	XP_023606078.1
OG0009444	XP_012593783.1	XP_023606256.1
OG0009445	XP_012593790.1	XP_014306974.1
OG0009446	XP_012593799.1	XP_023606326.1
OG0009447	XP_012639347.1	XP_006081374.1
OG0009448	XP_012639299.1	XP_006081375.1
OG0009449	XP_012620045.1	XP_006106061.1
OG0009450	XP_012620042.1	XP_006108454.1
OG0009451	XP_012620039.1	XP_014305384.2
OG0009452	XP_012619994.1	XP_014301827.1
OG0009453	XP_012619961.1	XP_023604995.1, XP_023600648.1
OG0009454	XP_020144297.1	XP_023599912.1
OG0009455	XP_012604020.1	XP_014323627.1
OG0009456	XP_012629669.1	XP_023599817.1
OG0009457	XP_012629653.2	XP_023599815.1
OG0009459	XP_012618790.1	XP_023604390.1
OG0009460	XP_012618743.1	XP_014305518.1
OG0009461	XP_012618727.1	XP_006105822.1
OG0009462	XP_012618716.1	XP_006108109.1, XP_006104796.1
OG0009463	XP_020144705.1	XP_023601657.1
OG0009465	XP_020144679.1	XP_023604578.1
OG0009469	XP_012638943.1	XP_023602175.1
OG0009470	XP_020145546.1	XP_023602178.1
OG0009471	XP_012638930.1	XP_023604882.1, XP_023603428.1
OG0009472	XP_012638893.1	XP_023603421.1
OG0009473	XP_012592795.1	XP_014305369.2
OG0009474	XP_012592862.1	XP_014306739.2
OG0009475	XP_012592873.1	XP_014301941.2
OG0009476	XP_012592890.1	XP_014305700.1
OG0009478	XP_012638801.1	XP_023604556.1
OG0009479	XP_012638829.1	XP_014305749.1
OG0009480	XP_012592986.1	XP_006108073.2
OG0009481	XP_012592993.1	XP_014322409.1
OG0009482	XP_012593039.1	XP_006096668.1
OG0009483	XP_012595181.1	XP_014305380.1
OG0009484	XP_012609384.1	XP_023609401.1
OG0009485	XP_012609347.1	XP_006088561.1
OG0009486	XP_012626463.2	XP_006088579.1
OG0009487	XP_012592906.1	XP_014315140.1
OG0009488	XP_012592930.1, XP_012592931.1	XP_023613508.1
OG0009489	XP_012592932.1	XP_006093334.1
OG0009490	XP_012595162.1	XP_006108363.3
OG0009491	XP_012621541.1	XP_006088546.1
OG0009492	XP_012639638.1	XP_006087983.1
OG0009493	XP_012644720.1	XP_006086816.1
OG0009494	XP_012610925.1	XP_006089164.1
OG0009495	XP_012620632.1	XP_023608369.1
OG0009496	XP_012620593.1	XP_006096680.1
OG0009497	XP_012593741.1	XP_023604744.1, XP_014301126.1
OG0009498	XP_012593739.1	XP_006108323.1, XP_023600325.1
OG0009499	XP_012618373.1, XP_012593709.1	XP_014302322.1
OG0009500	XP_020136922.1	XP_023605035.1, XP_023601521.1
OG0009501	XP_012593779.2	XP_014302314.1, XP_014306266.1
OG0009502	XP_012593675.1	XP_006086782.1, XP_006105835.1, XP_006109472.2
OG0009503	XP_012593658.1	XP_023605123.1, XP_014303344.2
OG0009504	XP_012593659.2	XP_023602469.1
OG0009505	XP_012593638.1	XP_023603107.1
OG0009506	XP_012618207.1	XP_023610376.1
OG0009507	XP_012618201.1	XP_006089773.1
OG0009508	XP_020136025.1	XP_006105390.1
OG0009510	XP_012618115.1	XP_014304194.1, XP_023603789.1
OG0009511	XP_012618046.1	XP_006100030.1
OG0009512	XP_012618013.1	XP_023610907.1
OG0009513	XP_012617995.1	XP_023610893.1
OG0009514	XP_020136017.1	XP_006090321.1
OG0009515	XP_012617973.1	XP_014312624.1
OG0009516	XP_012617920.1	XP_023620168.1
OG0009517	XP_012617927.1	XP_006100906.1
OG0009518	XP_012620172.1	XP_023617879.1
OG0009519	XP_012620169.1	XP_014321009.2
OG0009520	XP_012620146.1	XP_014321001.1
OG0009521	XP_020145788.1	XP_023611768.1, XP_006109430.3
OG0009522	XP_012642794.1	XP_006081687.1
OG0009523	XP_020140430.1	XP_023608941.1
OG0009524	XP_012642744.2	XP_006081663.1
OG0009525	XP_012642749.1	XP_006081664.1
OG0009526	XP_012636966.1	XP_014309916.1
OG0009527	XP_012636991.1	XP_006097737.1
OG0009528	XP_012620952.2	XP_023601225.1
OG0009529	XP_012620947.1	XP_023601233.1
OG0009530	XP_012620943.1	XP_023601228.1
OG0009531	XP_012612413.1	XP_023620273.1
OG0009532	XP_012608457.2	XP_023618084.1
OG0009533	XP_012608459.1	XP_006098656.1
OG0009534	XP_012596122.1	XP_006098659.1
OG0009535	XP_012590961.1	XP_023605195.1
OG0009536	XP_012596132.1	XP_023618089.1
OG0009537	XP_012641785.1	XP_006089119.1
OG0009538	XP_012637037.1, XP_012637038.1, XP_012637039.1	XP_006089142.1
OG0009539	XP_012610944.1	XP_006089148.1
OG0009540	XP_020139282.1, XP_012610926.2	XP_006089152.1
OG0009541	XP_012610927.1	XP_023609856.1
OG0009542	XP_012596353.1	XP_006089182.1
OG0009543	XP_020142626.1, XP_012596313.2	XP_006089183.1
OG0009544	XP_012596331.1	XP_014311664.1
OG0009545	XP_012596321.1	XP_006089187.1
OG0009546	XP_012597055.1	XP_023616979.1
OG0009547	XP_012631167.1, XP_012631168.1	XP_014306363.2
OG0009548	XP_012595865.1	XP_023603984.1, XP_006108634.3
OG0009549	XP_012613666.1	XP_014316900.1
OG0009550	XP_012633240.1	XP_006090211.1
OG0009551	XP_012591944.1	XP_006090198.2
OG0009552	XP_012591917.1	XP_014312530.1
OG0009553	XP_012591901.1	XP_023610782.1
OG0009554	XP_012591897.1	XP_023610776.1
OG0009555	XP_012591894.1	XP_023610817.1, XP_014306289.2
OG0009556	XP_012591886.1	XP_023610759.1
OG0009557	XP_012591891.1	XP_006090182.1
OG0009558	XP_012613594.1	XP_014312510.1
OG0009559	XP_012613595.1	XP_006090163.1
OG0009560	XP_012593904.1	XP_006090153.1
OG0009561	XP_012593889.1	XP_006081542.2
OG0009562	XP_020145604.1	XP_006081554.1
OG0009563	XP_012645712.1	XP_006081559.1
OG0009564	XP_012636965.1, XP_012636964.1	XP_023608500.1
OG0009565	XP_012596318.1	XP_006089173.1
OG0009566	XP_012613597.1	XP_006090223.1
OG0009567	XP_012627838.1	XP_006101834.1
OG0009568	XP_012645339.1	XP_006110039.2
OG0009569	XP_012629076.1	XP_006104370.1
OG0009571	XP_020141165.1, XP_020144834.1	XP_023608597.1
OG0009572	XP_012638793.1	XP_023617752.1
OG0009573	XP_012607975.1	XP_023599014.1
OG0009574	XP_012595048.1	XP_014319421.1
OG0009575	XP_020142362.1	XP_006098303.1
OG0009576	XP_012638784.1	XP_006098304.1
OG0009577	XP_012627794.1	XP_014303985.1
OG0009578	XP_012607933.2	XP_006106913.1
OG0009579	XP_012645334.1	XP_006105484.2
OG0009580	XP_012645341.1	XP_006109371.1, XP_023602022.1
OG0009581	XP_012628969.1	XP_006105312.1
OG0009582	XP_012629163.1	XP_006105315.2
OG0009583	XP_012628974.1	XP_023604790.1
OG0009584	XP_012629160.1	XP_023603514.1
OG0009585	XP_012629008.1	XP_006110221.1
OG0009586	XP_012629057.1	XP_014306167.1
OG0009587	XP_020142297.1	XP_023601386.1
OG0009588	XP_012629080.1	XP_023601390.1
OG0009589	XP_012629096.1	XP_023604325.1
OG0009590	XP_012629103.1	XP_023600064.1
OG0009591	XP_012629115.1	XP_023600070.1
OG0009592	XP_012629137.2	XP_023600072.1
OG0009593	XP_012629141.1	XP_023600077.1
OG0009594	XP_012629148.1	XP_023603476.1, XP_014323813.1, XP_023604282.1
OG0009595	XP_012608763.1	XP_006093535.1
OG0009597	XP_012623297.1	XP_006097903.1
OG0009598	XP_012605013.1	XP_014315357.1
OG0009599	XP_012605006.1	XP_023613661.1
OG0009600	XP_012629209.1	XP_023618745.1
OG0009601	XP_020142267.1	XP_014320332.1
OG0009602	XP_012629191.1	XP_014322278.1
OG0009603	XP_012629182.1	XP_023620685.1
OG0009604	XP_012629178.1	XP_023600604.1
OG0009605	XP_012629226.1	XP_006103617.1
OG0009606	XP_012629174.1	XP_014301447.1
OG0009607	XP_012629172.1	XP_023600605.1, XP_023600606.1
OG0009608	XP_012611415.1	XP_006098900.1
OG0009609	XP_012604208.1	XP_023618290.1
OG0009610	XP_012626023.1	XP_006094735.1, XP_014316251.1
OG0009611	XP_020136512.1	XP_023602099.1
OG0009612	XP_012634646.1	XP_006105336.1
OG0009613	XP_012634648.1	XP_006105334.1
OG0009614	XP_012634621.1	XP_006100731.1
OG0009615	XP_012634616.1	XP_006100727.1
OG0009616	XP_020136808.1	XP_014321575.2
OG0009617	XP_012634844.2, XP_012634843.2	XP_006102812.1
OG0009618	XP_012634846.1	XP_006102815.1
OG0009619	XP_012634865.1	XP_023599855.1
OG0009620	XP_012634862.1	XP_023599835.1
OG0009621	XP_012634881.1	XP_014323578.1
OG0009622	XP_012632681.1	XP_006109951.2
OG0009623	XP_012632495.1	XP_006108003.1
OG0009624	XP_012632530.1	XP_006107998.1
OG0009625	XP_012631771.1	XP_006105560.1
OG0009626	XP_012632003.1	XP_014303117.1
OG0009627	XP_012631830.1	XP_006105555.1
OG0009628	XP_012632087.1	XP_014306258.1
OG0009629	XP_012631715.1	XP_006105573.1
OG0009630	XP_012631566.1	XP_006105575.1
OG0009631	XP_012631607.1	XP_014305341.2
OG0009632	XP_012631554.1	XP_006107896.1
OG0009633	XP_012631422.1	XP_006102643.1
OG0009634	XP_012630696.1	XP_023599691.1
OG0009635	XP_012630595.1	XP_023602914.1
OG0009636	XP_012633135.1	XP_006099794.1
OG0009637	XP_012633159.1	XP_014320698.1
OG0009638	XP_020136816.1	XP_006099801.1
OG0009639	XP_012632823.1	XP_023605014.1, XP_023604103.1
OG0009640	XP_012603371.1	XP_006097436.1
OG0009641	XP_012603330.1	XP_014318631.1
OG0009642	XP_012593365.2	XP_006101450.1
OG0009643	XP_012603322.1, XP_012593407.1	XP_023620643.1
OG0009644	XP_012593355.1	XP_006101456.1
OG0009645	XP_012603426.1	XP_006105817.1
OG0009646	XP_012603372.1	XP_006103914.1
OG0009647	XP_012603370.1	XP_014301684.1
OG0009648	XP_012603420.1	XP_023600831.1
OG0009649	XP_012603387.1	XP_014302612.1
OG0009650	XP_012593404.2	XP_014301748.1
OG0009651	XP_012622691.1	XP_006089876.2
OG0009652	XP_012640581.1	XP_006096170.1
OG0009653	XP_012640577.1	XP_006096163.1
