Orthogroup	Mesocricetus_auratus	Rattus_norvegicus
OG0007289	XP_040594352.1	NP_001007558.1, XP_038939395.1
OG0007290	XP_005063878.2	XP_038935788.1, NP_001386381.1
OG0007291	XP_005070161.1	NP_036783.2, XP_063124497.1
OG0007292	XP_040586579.1	NP_112250.2
OG0007293	XP_040601686.1	NP_001099960.1, XP_063139363.1
OG0007294	XP_012972662.1	NP_653331.1, XP_006252251.1
OG0007295	XP_005070820.1	XP_063135316.1, NP_001034544.1
OG0007296	XP_005085947.2	NP_001388114.1, XP_063136230.1
OG0007297	XP_005085643.1	NP_695227.2, XP_063130103.1
OG0007298	XP_005067454.1	NP_808788.1
OG0007299	XP_040606977.1	XP_063126840.1, NP_001103023.1
OG0007300	XP_005086580.2, XP_040589178.1	XP_003750716.3, NP_001414261.1
OG0007301	XP_005080634.1	NP_076455.2
OG0007302	XP_040608979.1	XP_063123589.1, NP_001414426.1
OG0007303	XP_005079872.1	NP_001414117.1, XP_038935935.1
OG0007304	XP_012974332.2	XP_006255471.1, NP_001387995.1
OG0007305	XP_005067004.1	NP_037326.2, NP_001292806.1
OG0007306	XP_005071632.1	NP_620178.1
OG0007307	XP_040607422.1	NP_001101033.1
OG0007308	XP_005084042.3	NP_113908.4
OG0007309	XP_040613669.1	NP_036826.1
OG0007310	XP_005082181.1	NP_001011965.1
OG0007311	XP_005073667.1	NP_037072.1, XP_017449535.2
OG0007312	XP_005139373.2	NP_001108411.1, NP_001308221.1
OG0007313	XP_005072231.2	NP_001005558.1
OG0007314	XP_012976241.1	NP_113764.1, XP_063127299.1
OG0007315	XP_005080059.3	NP_036933.2, XP_038945035.1
OG0007316	XP_040607543.1	NP_599235.3, XP_063137292.1
OG0007317	XP_005077805.1	XP_038953398.1, NP_036712.1
OG0007318	XP_005066619.1	XP_063131318.1, NP_001014772.2
OG0007319	XP_005078951.1	NP_001100146.2
OG0007320	XP_005075295.1	NP_058887.2, XP_006252169.1
OG0007321	XP_005086977.1	NP_446000.1
OG0007322	XP_005081878.1	XP_008757388.1, NP_997690.1
OG0007323	XP_005074529.1	NP_942075.1
OG0007324	XP_005072203.1	NP_001102443.1, XP_017449026.1
OG0007325	XP_040588557.1	XP_063140304.1
OG0007326	XP_005070896.1	NP_059026.2
OG0007327	XP_040589611.1	NP_001414526.1, XP_038956287.1
OG0007328	XP_040593680.1	NP_001020868.1
OG0007329	XP_005066672.1	XP_017455622.1, NP_001100787.2
OG0007330	XP_005067023.1	NP_063969.1
OG0007331	XP_005079912.1	XP_063128601.1, NP_001017489.1
OG0007332	XP_040602015.1	NP_001101234.2, XP_038960869.1
OG0007333	XP_021086986.2	XP_038968360.1, NP_001012136.1
OG0007334	XP_040593760.1	NP_001020192.1
OG0007335	XP_021078705.1	NP_001017507.1, XP_006252989.1
OG0007336	XP_012969287.2	XP_038954388.1, NP_037112.2
OG0007337	XP_005067032.1	XP_063119388.1, NP_001029306.1
OG0007338	XP_005082296.1	NP_001389132.1
OG0007339	XP_040596568.1	NP_001028857.2
OG0007340	XP_012976730.1	NP_001094009.1, XP_063143542.1
OG0007341	XP_005084407.1	NP_001258253.1
OG0007342	XP_005065586.1	XP_038957865.1, NP_001099881.1
OG0007343	XP_012968462.1	NP_059045.2, NP_663769.1
OG0007344	XP_040594562.1	NP_067716.1, XP_008767899.1
OG0007345	XP_040584849.1	XP_063131972.1, NP_476533.2
OG0007346	XP_005066043.1	NP_001020219.1, XP_006237059.1
OG0007347	XP_040586272.1	XP_038934711.1, NP_001011991.1
OG0007348	XP_005075993.1	XP_008766335.1, NP_001137367.1
OG0007349	XP_040600528.1	XP_006257593.1
OG0007350	XP_005078198.2	NP_112349.2, XP_006250467.1
OG0007351	XP_040610112.1	XP_038934274.1, NP_598283.1
OG0007352	XP_005081387.1	XP_038934959.1, NP_001258374.1
OG0007353	XP_040611142.1, XP_040599582.1	NP_001100098.1, XP_006237738.1
OG0007354	XP_040610131.1	NP_037327.2
OG0007355	XP_005139302.2	NP_037014.2, XP_063124527.1
OG0007356	XP_040614076.1	NP_062230.1
OG0007357	XP_012980885.2, XP_040590525.1	NP_001163050.1
OG0007358	XP_040590229.1	XP_006228444.1, NP_113696.1
OG0007359	XP_021087258.1	XP_063131762.1
OG0007360	XP_012967807.1	NP_114013.2, XP_006234997.1
OG0007361	XP_040592602.1	XP_038934110.1, NP_955410.1, XP_038953561.1
OG0007362	XP_005086692.1, XP_040613041.1	NP_445918.1, XP_006238514.1
OG0007363	XP_021083584.1	NP_037246.2, XP_006250212.1
OG0007364	XP_012980031.1	XP_006254550.1, NP_075247.1
OG0007365	XP_040610384.1	XP_038958186.1, NP_001101143.2
OG0007366	XP_021087606.1	XP_038946447.1, NP_001099441.1
OG0007367	XP_005086364.1	NP_036662.1
OG0007368	XP_040597327.1	XP_063126021.1
OG0007368	XP_040605558.1	NP_112365.1
OG0007369	XP_040587915.1	NP_001357926.1
OG0007370	XP_005078271.1	NP_777353.1, XP_063128201.1
OG0007371	XP_005065409.1	NP_001099631.2, XP_038953214.1
OG0007372	XP_040603968.1	NP_036758.1
OG0007373	XP_005086553.2	XP_038965287.1
OG0007374	XP_021082567.1, XP_012968565.1	XP_063137445.1, NP_037264.2
OG0007375	XP_005076033.1	NP_001008822.1, XP_063125193.1
OG0007376	XP_005076041.1	NP_001008821.1, XP_017452622.1
OG0007377	XP_040587044.1	NP_001000505.1
OG0007378	XP_040613343.1	XP_006229952.1, NP_001000542.1
OG0007379	XP_021089770.1	NP_001000395.1
OG0007380	XP_005063848.1	NP_001001275.1, NP_001001048.1
OG0007381	XP_005087326.1	NP_001000164.1
OG0007382	XP_005069296.1	NP_001000966.1
OG0007383	XP_005074151.1	NP_001000145.1
OG0007384	XP_005063864.1	NP_001000247.1
OG0007385	XP_005065071.1	NP_001000927.1, XP_017447822.2
OG0007386	XP_005073351.1	NP_001102808.1
OG0007387	XP_005078495.1	NP_001099568.2
OG0007388	XP_005068364.2	NP_001381466.1
OG0007389	XP_005088307.2	NP_001101943.1, XP_038937634.1
OG0007390	XP_040597619.1	NP_598254.2
OG0007391	XP_005063784.1	XP_038964915.1, NP_001099828.1
OG0007392	XP_040594306.1	NP_001395730.1, NP_001258166.1
OG0007393	XP_040590088.1, XP_040589267.1, XP_040589269.1	NP_001162620.1, XP_038959757.1
OG0007394	XP_005084172.1	NP_001119748.1, XP_006228318.1
OG0007395	XP_005084883.1	XP_038949990.1
OG0007396	XP_005065473.1	NP_001094443.2
OG0007397	XP_005065455.1	XP_008770443.2, NP_001414593.1
OG0007398	NP_001268328.1	XP_063133614.1, NP_071581.1
OG0007399	XP_005065449.1	NP_001008344.1, XP_063133359.1
OG0007400	XP_005081500.1	NP_714955.2, XP_038946338.1
OG0007401	XP_021085499.2	XP_038953340.1, NP_001387562.1
OG0007402	XP_005074720.1	NP_543163.1
OG0007403	XP_005065863.1	NP_001414693.1, XP_220095.5
OG0007404	XP_005065872.1	NP_001027569.1
OG0007405	XP_005065782.1	XP_038966351.1, NP_001100921.1
OG0007406	XP_005065787.1	XP_038965037.1, NP_446235.3
OG0007407	XP_021080031.1	NP_001129331.1, XP_006227719.1
OG0007408	XP_040584111.1	XP_038957407.1
OG0007409	XP_005065934.1	NP_001388219.1
OG0007410	XP_012982296.2	XP_063144474.1, NP_001399489.1
OG0007411	XP_040614091.1	NP_036802.1
OG0007412	XP_040584230.1	XP_063122219.1, NP_001382522.1
OG0007413	XP_005065984.2	XP_038957011.1, NP_036829.1
OG0007414	XP_040614103.1	NP_001388382.1
OG0007415	XP_040614113.1	NP_001376167.1
OG0007416	XP_040614244.1	XP_038946709.1, NP_001094478.1
OG0007417	XP_040584322.1	NP_001162607.1, XP_006227981.1
OG0007418	XP_012971261.1	NP_001403310.1
OG0007419	XP_040584276.1	XP_006256567.1, NP_113882.1
OG0007420	XP_005073371.1	NP_110459.1, XP_063135625.1
OG0007421	XP_005065845.1	XP_063120697.1, NP_001413968.1
OG0007422	XP_005078498.2	NP_001073409.1, XP_006253556.1
OG0007423	XP_040612054.1	NP_001413960.1, XP_006253593.1
OG0007424	XP_040613246.1	XP_006238343.1
OG0007425	XP_012972837.1	XP_038957309.1
OG0007426	XP_005063834.1	NP_683690.2
OG0007427	XP_005063824.1	NP_001007738.1, XP_038967029.1
OG0007428	XP_040601983.1	XP_063124572.1, NP_001004446.1
OG0007429	XP_040601878.1	XP_038957323.1
OG0007430	XP_040611883.1	XP_038952165.1, NP_001414036.1
OG0007432	XP_005078505.1	NP_001100804.1
OG0007433	XP_012981189.1	NP_001387852.1
OG0007434	XP_012974255.2, XP_005082111.3	NP_062225.1
OG0007435	XP_005086780.1	NP_001264172.1
OG0007436	XP_012979176.1	NP_476477.1
OG0007437	XP_012979124.3	XP_008757183.1, NP_001178875.2
OG0007438	XP_021090970.1, XP_005084198.1	NP_001128450.2, XP_038966897.1
OG0007439	XP_040590103.1	XP_038937443.1, NP_001101938.1
OG0007440	XP_005084186.1	NP_062223.1, XP_006228349.1
OG0007441	XP_005084206.2	XP_008756971.1, NP_542425.1
OG0007443	XP_040592019.1	XP_063117832.1, NP_001100978.2
OG0007444	XP_040591976.1	XP_008757576.1, NP_001014040.2
OG0007445	XP_040591987.1	NP_001094160.1, XP_006229118.1
OG0007446	XP_021091451.1	XP_006229253.1
OG0007447	XP_005084788.1	NP_001028878.1, XP_006229162.1
OG0007448	XP_040592068.1	XP_063134261.1
OG0007449	XP_040592087.1, XP_005084778.1	XP_006229164.1, NP_001386570.1
OG0007450	XP_012979577.1	NP_598230.2
OG0007451	XP_040592062.1	NP_954532.1, XP_038968075.1
OG0007452	XP_005084763.1	NP_112515.1
OG0007453	XP_012979636.3	XP_001076631.2, XP_006229273.1
OG0007454	XP_012980984.2	NP_001388510.1, XP_038956746.1
OG0007455	XP_005086491.1	NP_001414244.1, XP_063129249.1
OG0007456	XP_012980873.1	NP_001099699.1, XP_038959871.1
OG0007457	XP_040590296.1	NP_001102880.1
OG0007458	XP_012981442.1	XP_063137757.1, NP_036991.1
OG0007459	XP_005087107.1	NP_001163806.1
OG0007460	XP_040590622.1	NP_001012065.1, XP_017444608.1
OG0007461	XP_005086624.1	NP_001258009.1
OG0007462	XP_040590634.1	NP_001094315.2, XP_008757363.1
OG0007463	XP_040590321.1	XP_038967479.1, NP_001382027.1
OG0007464	XP_040590283.1	NP_001402720.1
OG0007465	XP_005086272.1	NP_001020069.1
OG0007466	XP_040590310.1	XP_063139456.1, NP_001099710.1
OG0007467	XP_040590503.1	NP_001385632.1, XP_063139487.1
OG0007468	XP_040590624.1	NP_001013083.2
OG0007469	XP_040590327.1	XP_006228720.1, NP_001014810.1, NP_942029.2
OG0007470	XP_040590637.1	XP_008757352.1, NP_001358027.1
OG0007471	XP_005081885.1	NP_001099714.1
OG0007472	XP_040591410.1	XP_063133904.1
OG0007473	XP_005081932.1	XP_038949906.1, NP_001414558.1
OG0007474	XP_040591391.1	XP_063139722.1, NP_001185519.1
OG0007475	XP_005081843.1	XP_063122569.1, NP_955793.1
OG0007476	XP_005081834.1	NP_997475.1, XP_063139755.1
OG0007477	XP_040591363.1	NP_001381790.1, XP_063139781.1
OG0007478	XP_005081520.2	XP_008767709.1, NP_001258164.1
OG0007479	XP_021083820.1	XP_063132835.1, NP_001094271.1
OG0007480	XP_005065629.1	NP_001008374.1, XP_063138101.1
OG0007481	XP_040597925.1	NP_690919.1, NP_036806.1
OG0007482	XP_040591288.1	XP_063134072.1, NP_001095883.1
OG0007483	XP_021088271.1	XP_038967283.1
OG0007484	XP_005079382.1	NP_445916.1
OG0007485	XP_005082747.1	NP_001163797.1, XP_038951491.1
OG0007486	XP_021090114.1	NP_001387701.1
OG0007487	XP_005077631.1	NP_001030132.1, XP_038951490.1, NP_001099595.1
OG0007488	XP_040611291.1	XP_038952042.1
OG0007489	XP_040611392.1	XP_038951487.2, NP_001099594.2
OG0007490	XP_040611430.1	NP_001178750.1, XP_038951711.1
OG0007491	XP_040611463.1	XP_006254294.1, NP_001099590.1
OG0007492	XP_005071776.1	XP_038952382.1
OG0007493	XP_005071778.1	NP_001100834.2, XP_006254272.1
OG0007494	XP_005071795.2, XP_021083823.1, XP_012970106.1	NP_001414615.1, XP_006254283.1
OG0007495	XP_040611500.1	XP_008770087.1, NP_001008343.1
OG0007496	XP_005071818.1	NP_001402089.1
OG0007497	XP_005065332.1	XP_006254607.1
OG0007498	XP_040614041.1	NP_001100865.1, XP_038952793.1
OG0007499	XP_005069267.1	XP_006254697.1, NP_001103351.1
OG0007500	XP_005069265.1	XP_038953330.1, NP_001414205.1
OG0007501	XP_021082321.1	XP_038953281.1, NP_001094159.1
OG0007502	XP_040597809.1	XP_038952781.1, NP_001029359.1
OG0007503	XP_005065534.2	NP_446339.2, XP_038957510.1
OG0007504	XP_040584807.1	NP_001012347.1
OG0007505	XP_005065632.2	XP_063137576.1, NP_001099876.1
OG0007506	XP_040584957.1	XP_038957856.1, NP_001099875.1
OG0007507	XP_040585037.1, XP_040597933.1	XP_017446438.1, NP_001186121.1
OG0007508	XP_040585041.1	NP_001386360.1, NP_001094162.1, NP_001386361.1, XP_006231902.1
OG0007509	XP_005078702.1	NP_037309.1
OG0007510	XP_005078730.1	XP_038953478.1, NP_001099637.1
OG0007511	XP_005078696.1	NP_001414557.1, XP_038954047.1
OG0007512	XP_005078698.2	XP_038953481.1, NP_001013910.1
OG0007513	XP_040596709.1	XP_063134055.1, NP_001100880.1
OG0007514	XP_012974961.1	XP_038954078.1
OG0007515	XP_005078664.2	NP_445975.1, XP_006255195.3
OG0007516	XP_040591309.1	NP_446070.1, XP_006255193.1
OG0007517	XP_040591213.1	XP_017456651.1, NP_001258273.1
OG0007518	XP_005079235.1	XP_341655.3
OG0007519	XP_040591244.1	NP_001099643.1
OG0007521	XP_040591329.1	NP_001100887.2, XP_038953654.1
OG0007522	XP_040612522.1	NP_001414601.1
OG0007523	XP_012975671.1	NP_001402885.1
OG0007524	XP_005079540.1	NP_001386418.1
OG0007525	XP_040612480.1	NP_001015029.2, XP_038966286.1
OG0007526	XP_040612460.1	XP_006238996.1, NP_001101384.1
OG0007527	XP_012975703.1	NP_001289896.1, XP_006239008.1
OG0007528	XP_005079566.1	XP_006239039.1, NP_446034.1
OG0007529	XP_005079570.1	NP_077076.1
OG0007530	XP_012975674.1	NP_001178504.1, NP_001401978.1, XP_017448609.1
OG0007531	XP_040612390.1	NP_001102738.1, XP_038966541.1
OG0007532	XP_021088374.1	NP_001102828.1
OG0007533	XP_040612343.1	XP_001069068.5, NP_001389158.1
OG0007534	XP_040612342.1	XP_038966311.1, NP_001034428.2
OG0007535	XP_005079628.1	XP_063143515.1, NP_001011978.1
OG0007536	XP_021088410.1, XP_040612335.1	XP_008762411.1
OG0007537	XP_005079650.3	XP_063144135.1, NP_001014215.2
OG0007538	XP_040612275.1	XP_038967222.1, NP_001414590.1
OG0007539	XP_040612265.1	NP_001406194.1, XP_008762544.2
OG0007540	XP_040612240.1	XP_006239337.1, NP_446048.2
OG0007541	XP_012976735.1	NP_001414696.1, XP_038967234.1
OG0007542	XP_005081095.2	NP_001100165.1
OG0007543	XP_021089217.1	XP_038965993.1, NP_001101458.1
OG0007544	XP_005081104.1	NP_001178912.1, XP_038966556.1
OG0007545	XP_005081134.1	XP_006239326.1, NP_001108071.1
OG0007546	XP_021088192.1	XP_063143235.1, NP_062008.2
OG0007547	XP_040591007.1	XP_006239481.1
OG0007548	XP_005079397.1	XP_006239440.1, NP_001099949.1
OG0007549	XP_040611186.1	XP_038952403.1, NP_001414692.1
OG0007550	XP_005074429.2	NP_075219.2
OG0007551	XP_005070837.2	NP_001099855.1
OG0007552	XP_040614248.1	XP_006228044.1
OG0007553	XP_040608881.1	XP_063122611.1
OG0007554	XP_040608903.1	NP_001002024.2, XP_063123635.1
OG0007555	XP_040584931.1	NP_058787.1
OG0007556	XP_040584892.1	XP_008758826.1, NP_001414139.1
OG0007557	XP_005065734.1, XP_040585021.1	NP_001386611.1
OG0007558	XP_040584964.1	NP_058829.1
OG0007559	XP_005065707.1	XP_038957650.1, NP_620802.2
OG0007560	XP_040585059.1	XP_008758892.1
OG0007561	XP_040584828.1	NP_113781.1
OG0007562	NP_001268631.1, XP_012980612.1	XP_006231888.1, NP_037266.2
OG0007563	XP_040589199.1	NP_077346.3, XP_017445254.1
OG0007564	XP_005082644.1	NP_058761.2
OG0007565	XP_005084459.3	NP_036964.3, XP_063137740.1
OG0007566	XP_005084469.1	NP_001414561.1, XP_038950191.1
OG0007567	XP_040586589.1	XP_063118546.1, NP_001178553.1
OG0007568	XP_021087310.1	NP_001178878.1, XP_006229465.1
OG0007569	XP_005077855.1	NP_112407.1, XP_038948271.1
OG0007570	XP_040585576.1	XP_006229495.1, NP_001100999.1
OG0007571	XP_040585114.1	NP_001101003.2, XP_006229539.1
OG0007572	XP_040596024.1	NP_001363996.1
OG0007573	XP_005080764.1	NP_037071.1
OG0007574	XP_005069612.2	NP_599216.1, XP_038936682.1
OG0007575	XP_012967983.1	NP_001128443.2
OG0007576	XP_005068910.1	NP_001257956.1, XP_017454804.1
OG0007577	XP_040602884.1	XP_006251292.1, NP_077333.2
OG0007578	XP_040602837.1	XP_006251434.1, XP_038953262.1, NP_001178481.2
OG0007579	XP_040602832.1	NP_001004424.3, XP_006251391.2
OG0007580	XP_005068950.1	NP_001119746.1, XP_038947907.1
OG0007581	XP_021082088.2	XP_038948724.1
OG0007582	XP_040602955.1	XP_017454978.1
OG0007583	XP_040603049.1	NP_112615.2
OG0007584	XP_005074448.1	NP_001100686.1, XP_038947855.1
OG0007585	XP_005068832.1, XP_040603011.1	XP_038947867.1, NP_001005883.1
OG0007586	XP_012967972.3	XP_017454961.2
OG0007587	XP_005068851.2	NP_001385840.1
OG0007588	XP_005077459.1	XP_006250576.1, NP_001414591.1
OG0007589	XP_040589198.1, XP_005082647.1	NP_001135407.1, XP_038940920.1
OG0007590	XP_040603010.1, XP_005068829.2	XP_038948116.1, NP_001388357.1
OG0007591	XP_005070911.1	XP_346132.5
OG0007592	XP_005071846.1	NP_001386337.1
OG0007593	XP_040611540.1	NP_445970.2
OG0007594	XP_005064729.1	XP_038953394.1, NP_602308.1
OG0007595	XP_005064726.1	NP_001099666.2, XP_038953585.1
OG0007596	XP_040597037.1, XP_040588137.1	NP_112616.2
OG0007597	XP_005070839.1	NP_001402002.1, XP_038954758.1
OG0007598	XP_005070951.2	XP_038954672.1, NP_001101093.1
OG0007599	XP_005070861.1, XP_012969410.1	NP_001020316.1
OG0007600	XP_040588469.1	NP_001413914.1, XP_038955205.1
OG0007601	XP_040588421.1	NP_001012074.1, XP_006256196.1
OG0007602	XP_021083263.1	NP_001355746.1
OG0007603	XP_040588161.1	XP_006256522.1
OG0007603	XP_040610204.1	NP_001007741.1
OG0007604	XP_005070893.1	NP_001028241.1
OG0007605	XP_005070908.1	NP_001099868.1, XP_038954551.1
OG0007606	XP_005083621.1	XP_063130547.1, NP_001102335.1
OG0007607	XP_040591901.1	NP_001102926.1, XP_006251718.1
OG0007608	XP_040591895.1	NP_001007007.1
OG0007609	XP_005083581.1	NP_001012040.1
OG0007610	XP_040591837.1	XP_063130262.1, NP_001358932.1
OG0007611	XP_021091688.1	XP_006252635.1
OG0007612	XP_040603616.1	NP_077354.1, XP_063131827.1
OG0007613	XP_040603821.1	NP_853663.2
OG0007614	XP_040603641.1	XP_038950874.1
OG0007615	XP_005078428.1	XP_038969268.1, XP_038969269.2, NP_001101516.1
OG0007616	XP_021087651.1, XP_040611979.1	NP_001100806.1, XP_006253681.1
OG0007617	XP_040594195.1, XP_040611965.1	NP_001009636.1
OG0007618	XP_005078410.1	NP_001015023.2
OG0007619	XP_040611948.1	XP_008769727.1, NP_071542.2
OG0007620	XP_005081596.1	XP_006246040.1
OG0007621	XP_005087060.1	NP_543173.1
OG0007622	XP_040604354.1	NP_001385501.1, XP_063124642.1
OG0007623	XP_012981390.1	XP_017453105.1, NP_001385692.1
OG0007624	XP_040604355.1	NP_001385502.1, XP_017453107.1
OG0007625	XP_005071973.1, XP_040604415.1	NP_001014139.1
OG0007626	XP_040603865.1	NP_001414119.1
OG0007627	XP_005071960.1	XP_038941843.1, NP_001153700.1
OG0007628	XP_012970210.1	XP_038943082.1
OG0007629	XP_040604625.1	XP_017453123.1
OG0007630	XP_005067796.1	XP_063125747.1, NP_113796.1
OG0007631	XP_012967223.1	NP_036788.1
OG0007632	XP_040597672.1	NP_001128014.1
OG0007633	XP_040597919.1	NP_001002816.2
OG0007634	XP_040584976.1	XP_006232015.1, NP_036693.1
OG0007635	XP_005086564.1	NP_001382033.1, XP_017446347.1
OG0007636	XP_040613526.1	NP_001102408.2, XP_006232075.1
OG0007637	XP_040613663.1	XP_008758978.2
OG0007638	XP_040613826.1	XP_038959489.1
OG0007639	XP_021087456.1	NP_001101125.2, XP_038958133.1
OG0007640	XP_040613605.1	NP_446166.2, XP_063137218.1
OG0007641	XP_021078516.1, XP_012980526.1	XP_008764264.1, NP_536325.1
OG0007642	XP_012966886.1	NP_001017474.2
OG0007643	NP_001268337.1	NP_068620.1
OG0007644	XP_021088236.1	NP_037181.1
OG0007645	XP_040585703.1	NP_001178947.1, XP_038937926.1
OG0007646	XP_040585642.1	NP_001385734.1
OG0007647	XP_005076026.1	NP_001386558.1
OG0007648	XP_005078542.2	NP_001101601.1, XP_006242809.1
OG0007649	XP_012979385.1	XP_017450940.1
OG0007650	XP_040586191.1	NP_001020454.1, XP_006242846.1
OG0007651	XP_040585982.1	XP_006242877.2, NP_001178841.1
OG0007652	XP_012968454.1	NP_001292144.1, XP_063120788.1
OG0007653	XP_005069392.1	XP_063121144.1, NP_001004245.1
OG0007654	XP_005069476.1	NP_076473.2
OG0007655	XP_040585979.1	NP_001013975.1, XP_006242975.1
OG0007656	XP_012968480.1	XP_008764400.1, NP_001385725.1
OG0007657	XP_040586080.1	XP_038936688.1
OG0007658	XP_005069503.1	NP_001019931.1, XP_017451042.3
OG0007659	XP_040585630.1	XP_063122274.1, NP_112287.1
OG0007660	XP_040590686.1	NP_001106655.1, XP_063121101.1
OG0007661	XP_040590658.1	XP_063121752.1, NP_001014227.1
OG0007662	XP_040590713.1, XP_040597030.1	XP_006242550.1, NP_001381258.1, NP_001381257.1
OG0007663	XP_005067549.1	XP_038942248.1, NP_001178752.1
OG0007664	XP_012967075.1	XP_006246749.1
OG0007665	XP_040604915.1	NP_001128271.1
OG0007666	XP_005067590.1	NP_001385775.1, XP_038943242.1
OG0007667	XP_040604883.1	NP_001094450.2, XP_038942242.1
OG0007668	XP_012967104.2	NP_001406850.1
OG0007669	XP_040604798.1	NP_758829.2
OG0007670	XP_040604788.1	XP_063125086.1, NP_001403474.1
OG0007671	XP_005067704.1	NP_001020920.1, XP_063125579.1
OG0007672	XP_005067726.1	XP_006246581.1, NP_001291542.1
OG0007673	XP_005076169.3	XP_038964625.2
OG0007674	XP_040612995.1	XP_038965467.1, NP_001100138.1
OG0007675	XP_012970341.2	XP_006238521.1
OG0007676	XP_021085316.1	XP_006238504.1
OG0007677	XP_021085270.1	NP_001398792.1, XP_017449066.1
OG0007678	XP_021084077.1	XP_017448664.1
OG0007679	XP_040612973.1	XP_006238573.1, NP_001258135.1
OG0007680	XP_005072233.1	NP_001382010.1, XP_008762086.1
OG0007681	XP_040612965.1, XP_040612964.1	XP_038967057.1, NP_001398802.1
OG0007682	XP_040590963.1	XP_063136631.1, NP_665709.2, XP_038965218.1
OG0007683	XP_040590848.1, XP_040590847.1	XP_038965017.1, NP_001103148.1
OG0007684	XP_005079302.1	NP_001102875.1
OG0007685	XP_021088211.1	XP_008762618.2, NP_001413979.1
OG0007686	XP_005079339.2	XP_008762563.1, NP_445757.1
OG0007687	XP_040590826.1	NP_446337.2, XP_008762420.1
OG0007688	XP_040590982.1	XP_038966031.1
OG0007689	XP_040590941.1	XP_038966028.1, NP_001007093.1
OG0007690	XP_040591060.1	NP_001388181.1, XP_038953816.1
OG0007691	XP_005073210.1	XP_002728649.1
OG0007692	XP_012971124.1	XP_008770848.1, NP_001070668.2
OG0007693	XP_005073133.1	NP_775142.1
OG0007694	XP_005073131.1	NP_620244.1
OG0007695	XP_005073127.1	XP_063134015.1, NP_001156745.1
OG0007696	XP_012971158.1, XP_012971157.1, XP_005073101.1	XP_063133796.1
OG0007697	XP_040593250.1	NP_036800.1
OG0007698	XP_005073080.1	XP_063134119.1, NP_001017454.1
OG0007699	XP_005073079.1	XP_006255663.1, NP_001008553.1
OG0007700	XP_040612658.1, XP_040592442.1	NP_085075.1
OG0007701	XP_021086445.2	NP_001100893.1, XP_038953670.1
OG0007702	XP_040592487.1	NP_001099651.1, XP_017456720.1
OG0007703	XP_012973358.1	NP_001019428.1, XP_038953666.1
OG0007704	XP_005076352.1	NP_114012.1, XP_006255598.1
OG0007705	XP_021086433.1	NP_001032270.1, XP_008770718.1
OG0007706	XP_021087818.2	XP_008770473.1
OG0007707	XP_040596715.1, XP_040596713.1	NP_001013160.1, NP_001406615.1
OG0007708	XP_005067548.1	NP_001108502.1, XP_038942528.1
OG0007709	XP_040604843.1	NP_001382953.1, XP_038940907.1
OG0007710	XP_005079298.1	XP_006239647.1, NP_001102168.1
OG0007711	XP_040590896.1	NP_062033.1, XP_063143315.1
OG0007712	XP_040587403.1	NP_001385739.1
OG0007713	XP_005080437.2	NP_001102490.1
OG0007715	XP_021084853.1	NP_877402.1, XP_038934165.1
OG0007716	XP_005082086.1	NP_058872.2, XP_063124872.1
OG0007717	XP_040604022.1, XP_005084627.1	NP_665886.2
OG0007718	XP_005081614.1	XP_063125016.1, NP_001100461.1
OG0007719	XP_040607575.1	NP_001292158.2, XP_017446301.2
OG0007720	XP_040587408.1	XP_038945147.1, NP_001008290.1
OG0007721	XP_040587029.1	XP_063127298.1, NP_068837.2
OG0007722	XP_012976168.1	NP_001102969.1, XP_038947259.2, XP_038945691.1
OG0007723	XP_005080407.1	NP_001258109.1, XP_063127622.1
OG0007724	XP_005080420.1	NP_001400169.1
OG0007725	XP_005080427.1	NP_112413.2
OG0007726	XP_040587075.1	NP_001264323.2, XP_038945678.1
OG0007727	XP_040587444.1	XP_038945674.1, NP_001258197.1
OG0007728	XP_040587129.1	NP_001258279.1, XP_006249153.1
OG0007729	XP_040586998.1	NP_001414515.1, XP_003751205.1
OG0007730	XP_005080547.1	NP_001020167.1
OG0007731	XP_005079984.1	NP_001009604.1
OG0007732	XP_012975949.1	XP_038945281.1, NP_001414165.1
OG0007733	XP_005080017.1	NP_001385803.1, XP_006238395.2, XP_017453975.1
OG0007734	XP_005080025.1	XP_038945887.1, NP_001406792.1
OG0007735	XP_005080034.1	XP_006248982.1, NP_001099382.1
OG0007736	XP_012972391.1	NP_001388697.1, XP_063142692.1
OG0007737	XP_005064464.1	XP_006230268.1
OG0007738	XP_005064497.1	XP_017444888.1, NP_001034297.2
OG0007739	XP_005064502.1	XP_038950571.1, NP_001406591.1
OG0007740	XP_040610663.1	XP_006230358.1, NP_001382684.1
OG0007741	XP_040610769.1, XP_040610774.1	XP_001079250.1
OG0007742	XP_040611139.1	NP_001029061.1, XP_038963093.1
OG0007743	XP_012967629.1	NP_859046.1
OG0007744	XP_005064542.1	NP_001009688.1
OG0007745	XP_040611771.1	NP_001414224.1, XP_038957091.1
OG0007746	XP_040589363.1	XP_038942173.1, NP_001014136.1
OG0007747	XP_040586601.1	XP_038942960.1
OG0007748	XP_005086555.1	XP_063124925.1, NP_001013985.1
OG0007749	XP_005081752.1	XP_038942186.1, NP_001101735.1
OG0007750	XP_040604055.1, XP_012977186.1	XP_006245845.1, NP_001129182.2
OG0007751	XP_040604058.1	XP_006245849.1, NP_001100447.2
