Orthogroup	Mesocricetus_auratus	Myotis_lucifugus
OG0006299	XP_040586360.1	XP_014304152.1
OG0006300	XP_040585611.1, XP_040585610.1	XP_023603224.1
OG0006301	XP_005077858.1	XP_023603223.1, XP_006106745.1
OG0006302	XP_012974399.1	XP_014305519.2, XP_006109369.1
OG0006304	XP_040585569.1, XP_005077862.2	XP_023604450.1, XP_023604787.1
OG0006305	XP_040585522.1	XP_006108888.1, XP_014303331.1
OG0006307	XP_040585395.1	XP_006103461.1, XP_023605104.1, XP_023602690.1
OG0006308	XP_005077900.2	XP_023603623.1
OG0006309	XP_005077903.1, XP_021087345.1	XP_014305965.1
OG0006310	XP_040595667.1	XP_006107861.1, XP_014305304.1
OG0006311	XP_040602925.1	XP_006105417.1
OG0006312	XP_012967961.1	XP_006105413.1
OG0006313	XP_012967892.1, XP_005068935.1	XP_006104142.1
OG0006315	XP_040602836.1	XP_023604716.1
OG0006316	XP_005068886.1, XP_012967975.1	XP_023604303.1
OG0006317	XP_005068888.1	XP_006106128.1
OG0006318	XP_021085363.1, XP_005074438.1	XP_023609421.1
OG0006319	XP_005074450.1	XP_014318919.1
OG0006320	XP_040589331.1	XP_023603840.1
OG0006322	XP_005084465.1	XP_006109416.2, XP_014303523.1
OG0006324	XP_021088411.2	XP_006094326.1
OG0006325	XP_040611256.1	XP_006108868.3, XP_023601664.1
OG0006326	XP_021083845.1	XP_006103296.2
OG0006328	XP_005064748.1	XP_023602827.1, XP_014306712.2, XP_023601523.1
OG0006329	XP_005070854.1	XP_006089765.1
OG0006330	XP_040588189.1	XP_023603590.1, XP_006089811.3
OG0006331	XP_040588129.1, XP_040589250.1	XP_006105393.1
OG0006332	XP_040588076.1, XP_005070887.1	XP_014320893.1
OG0006333	XP_005070891.1	XP_006100020.1
OG0006334	XP_005070892.1	XP_006100016.1
OG0006335	XP_040588309.1	XP_023619352.1
OG0006336	XP_040588376.1	XP_023619351.1
OG0006337	XP_040591873.1	XP_006090315.1
OG0006338	XP_005083592.1	XP_006090299.1
OG0006339	XP_012976629.1, XP_012976628.1	XP_006101044.1, XP_006109326.2
OG0006340	XP_005077688.1	XP_006100182.1
OG0006341	XP_005077689.1	XP_006100175.1
OG0006342	XP_005078413.1	XP_014310117.1
OG0006343	XP_005078411.1	XP_014310074.1
OG0006344	XP_012974796.1	XP_023609540.1
OG0006345	XP_040611934.1	XP_006097745.1
OG0006346	XP_005088510.1	XP_006081651.1
OG0006347	XP_005081595.1	XP_014318867.1
OG0006348	XP_040610201.1	XP_023607520.1
OG0006349	XP_005071982.1	XP_023609839.1
OG0006350	XP_005074756.1	XP_023611112.1, XP_023609894.1
OG0006351	XP_005074755.1, XP_040597699.1	XP_014311687.1
OG0006352	XP_040597673.1	XP_006097491.1
OG0006353	XP_021085502.2	XP_006097503.1
OG0006354	XP_005086566.1	XP_023610821.1
OG0006355	XP_040613516.1	XP_023610787.1
OG0006356	XP_005083236.1	XP_006098338.3, XP_006084306.1
OG0006357	XP_005078056.1	XP_006090171.1
OG0006358	XP_040613665.1	XP_006090170.1
OG0006359	XP_012974480.1	XP_006090162.3
OG0006360	XP_005078065.1	XP_014312508.1
OG0006361	XP_040613586.1	XP_023608482.1
OG0006362	XP_005081364.2, XP_040613598.1	XP_006081553.1
OG0006363	XP_040613583.1	XP_006106852.2
OG0006364	XP_005085801.1	XP_006099839.1
OG0006365	XP_005069507.1	XP_023601387.1
OG0006367	XP_021078519.1, XP_005085890.1	XP_023604403.1
OG0006368	XP_005085897.1	XP_006110179.2
OG0006369	XP_005085905.1	XP_014322648.1
OG0006371	XP_040586070.1	XP_023602021.1
OG0006372	XP_005069464.1, XP_040585811.1	XP_023600484.1
OG0006373	XP_021082411.1, XP_021082410.1, XP_021082413.1	XP_023601393.1
OG0006374	XP_012968473.2	XP_023600065.1
OG0006375	XP_040586107.1, XP_040586106.1, XP_005069554.1	XP_023613693.1
OG0006376	XP_040585631.1	XP_014315352.1
OG0006377	XP_021082473.1	XP_023603244.1
OG0006378	XP_040585915.1	XP_006099373.1, XP_006099374.1, XP_023618748.1, XP_014320330.1
OG0006379	XP_040591604.1	XP_014319896.1
OG0006380	XP_040605019.1	XP_006100734.1
OG0006382	XP_012967017.1	XP_006102835.1
OG0006383	XP_005067563.2	XP_006105157.1, XP_006109510.1
OG0006385	XP_040604909.1	XP_014303126.1
OG0006387	XP_040604858.1	XP_023604307.1, XP_014306446.2, XP_023599720.1
OG0006388	XP_005067653.3	XP_023601107.1
OG0006389	XP_040604791.1	XP_006097431.1
OG0006390	XP_040604754.1	XP_023620620.1
OG0006391	XP_005067700.2, XP_012967197.2	XP_006107240.1
OG0006392	XP_005067720.1	XP_006106989.2
OG0006393	XP_040613048.1	XP_006089832.1
OG0006395	XP_005074366.1	XP_023615728.1
OG0006396	XP_005072241.1	XP_006096162.1
OG0006397	XP_040612956.1	XP_023608595.1
OG0006400	XP_005079294.1	XP_006108374.1
OG0006402	XP_005079315.1	XP_023604735.1
OG0006405	XP_040590832.1	XP_006107272.1
OG0006406	XP_021088256.1	XP_006106525.3
OG0006407	XP_005073184.1	XP_023616884.1
OG0006408	XP_040591515.1	XP_014318607.1
OG0006409	XP_040592237.1	XP_023608317.1
OG0006410	XP_040592743.1	XP_006091286.1
OG0006411	NP_001268308.1	XP_006091234.1
OG0006412	XP_040593089.1	XP_023611861.1
OG0006413	XP_040592530.1	XP_006091212.1
OG0006414	XP_005076347.2	XP_023618906.1
OG0006415	XP_012973387.1	XP_014320410.1
OG0006416	XP_005078716.1	XP_006099442.2
OG0006417	XP_005078705.1	XP_006099433.1
OG0006418	XP_040596699.1, XP_040596698.1	XP_023618912.1
OG0006419	XP_040596704.1	XP_023616090.1
OG0006420	XP_021084066.1	XP_023608596.1
OG0006421	XP_005073137.1	XP_006087093.1
OG0006422	XP_005084606.1	XP_006090444.1
OG0006423	XP_005080395.1	XP_023609207.1
OG0006424	XP_040587623.1	XP_006088285.1
OG0006425	XP_040587529.1	XP_023609221.1, XP_023609222.1, XP_023609180.1
OG0006426	XP_040587276.1	XP_006088287.1
OG0006427	XP_005080414.1	XP_023609186.1
OG0006428	XP_005080429.1	XP_006088320.1
OG0006429	XP_005080484.1	XP_006081088.1
OG0006430	XP_005080487.2	XP_023609876.1
OG0006431	XP_040586976.1	XP_023609932.1, XP_023613669.1
OG0006432	XP_040587442.1, XP_040587573.1	XP_023614964.1
OG0006433	XP_005079970.1	XP_023618379.1
OG0006434	XP_005079986.1	XP_023617206.1
OG0006435	XP_021088627.1	XP_023617182.1
OG0006436	XP_040607218.1	XP_006097772.1
OG0006440	XP_040609752.1, XP_005064411.1	XP_023600572.1
OG0006441	XP_005064426.2	XP_014301396.1
OG0006442	XP_040610561.1	XP_023602212.1
OG0006443	XP_040611071.1	XP_023607245.1
OG0006444	XP_040611157.1	XP_006108655.1, XP_023602148.1
OG0006445	XP_040611158.1	XP_014302995.1
OG0006446	XP_021087035.2	XP_023620881.1
OG0006447	XP_005084636.1	XP_006096414.1
OG0006449	XP_005084613.1	XP_006096390.1
OG0006451	XP_012977163.1	XP_014312782.1
OG0006452	XP_040604093.1	XP_023611025.1
OG0006453	XP_040604102.1	XP_014312796.1, XP_006108742.2
OG0006454	XP_021089444.1	XP_023611041.1
OG0006455	XP_005081706.1	XP_023611068.1
OG0006456	XP_005081705.1	XP_006090526.1
OG0006457	XP_021089450.1, XP_012977189.1	XP_023611087.1
OG0006458	XP_040604182.1	XP_023620218.1
OG0006459	XP_040604217.1, XP_021089498.1	XP_006100949.1
OG0006460	XP_012977165.2	XP_006104994.1
OG0006461	XP_005081622.1	XP_014301540.1, XP_014301541.1
OG0006462	XP_005081611.1	XP_023600679.1
OG0006463	XP_040603862.1	XP_023603704.1
OG0006464	XP_005076687.1	XP_006092642.1
OG0006466	XP_040607903.1	XP_014301989.1
OG0006467	XP_040607608.1	XP_006093961.1
OG0006468	XP_040607508.1	XP_014309070.2
OG0006469	XP_012978566.1	XP_006086157.1
OG0006470	XP_040607479.1	XP_006098948.1
OG0006472	XP_005079918.1	XP_006094955.1, XP_014306210.1, XP_014316385.1, XP_006108821.1
OG0006473	XP_012978318.1	XP_023612170.1
OG0006474	XP_040593342.1	XP_023604476.1
OG0006475	XP_005073453.1	XP_014306738.1
OG0006476	XP_005073454.1	XP_006109309.1
OG0006478	XP_005082920.1	XP_023610550.1, XP_023610551.1, XP_006089972.1
OG0006479	XP_040594186.1	XP_006089936.1
OG0006480	XP_005071323.2	XP_006089922.1
OG0006481	XP_040594032.1	XP_006089925.1, XP_023605093.1
OG0006482	XP_005071386.1	XP_006089002.1
OG0006483	XP_040593163.1	XP_023609715.1
OG0006484	XP_040594179.1	XP_006088983.1
OG0006485	XP_005071393.1	XP_023609692.1
OG0006486	XP_021083556.1	XP_023609694.1
OG0006487	XP_005071406.2	XP_006088964.1
OG0006488	XP_005071417.1	XP_023617336.1
OG0006489	XP_012969705.1	XP_006099657.1
OG0006490	XP_005071449.2	XP_023605076.1, XP_023619029.1
OG0006492	XP_021087577.1	XP_006106628.2
OG0006493	XP_005078187.1	XP_014306357.1, XP_014304816.2, XP_023601970.1
OG0006494	XP_012976122.1	XP_006097835.1
OG0006495	XP_021088736.1	XP_023617359.1
OG0006496	XP_005080177.2	XP_023617307.1
OG0006497	XP_005080197.1	XP_023617362.1
OG0006498	XP_040608383.1, XP_040608382.1	XP_006097885.1
OG0006499	XP_040608338.1	XP_006097918.1
OG0006500	XP_005080242.1	XP_006095142.1
OG0006501	XP_005080298.1	XP_023614979.1, XP_023615098.1
OG0006503	XP_005076528.1, XP_012973458.1	XP_006085202.1
OG0006504	XP_040613888.1, XP_040613887.1, XP_040613886.1	XP_014308056.2
OG0006505	XP_040613804.1	XP_006091745.1
OG0006506	XP_005065439.1	XP_023616937.1
OG0006507	XP_005074703.1, XP_005083054.1	XP_006082878.1
OG0006508	XP_040597605.1	XP_006089365.1
OG0006509	XP_040597527.1	XP_023606595.1, XP_014307991.1
OG0006511	XP_021081807.1	XP_006106890.1
OG0006512	XP_005085632.1, XP_012980361.1	XP_023619471.1
OG0006513	XP_021084475.1	XP_006100312.1
OG0006514	XP_012967677.1	XP_023619855.1
OG0006515	XP_005085626.1	XP_023619432.1
OG0006516	XP_040596451.1, XP_040596453.1, XP_040596454.1, XP_040596452.1	XP_014320984.1
OG0006517	XP_005085636.2	XP_014320950.1
OG0006518	XP_021091908.1	XP_023599448.1
OG0006519	XP_005085672.1	XP_006102351.1
OG0006520	XP_005085674.1	XP_006102291.2
OG0006521	XP_021091891.2	XP_006102348.1
OG0006522	XP_040599066.1	XP_014308834.1
OG0006523	XP_005080563.1, XP_040612263.1	XP_006085896.1
OG0006524	XP_005073560.1	XP_023611360.1
OG0006525	XP_040598937.1	XP_006087873.1
OG0006526	XP_040598927.1	XP_006100301.1
OG0006527	XP_040598929.1	XP_006100298.1
OG0006528	XP_040591672.1	XP_006097018.1
OG0006529	XP_005072895.3	XP_023618994.1
OG0006530	XP_040598884.1	XP_006096110.1
OG0006531	XP_040598874.1	XP_006096098.1
OG0006532	XP_040598841.1	XP_006109509.1, XP_023599688.1, XP_014306364.1
OG0006533	XP_040598823.1	XP_006102630.1
OG0006534	XP_040598819.1	XP_014323393.1
OG0006535	XP_005072808.1, XP_040600284.1	XP_006091035.1
OG0006536	XP_040598775.1	XP_023611618.1
OG0006537	XP_012970878.1, XP_005072787.1, XP_040598764.1	XP_006108317.1
OG0006539	XP_005072869.3	XP_023611652.1
OG0006540	XP_040598714.1	XP_023617095.1
OG0006541	XP_040598698.1	XP_014318860.1
OG0006542	XP_040598685.1	XP_006098502.1
OG0006543	XP_005084065.1	XP_006098479.1
OG0006544	XP_005068429.1, XP_012967522.1	XP_014321426.1
OG0006545	XP_012967622.1, XP_005068425.1	XP_023619845.1
OG0006546	XP_040598453.1	XP_023600206.1
OG0006547	XP_040598809.1	XP_023611657.1
OG0006548	XP_005076071.2	XP_023618387.1
OG0006549	XP_040591629.1	XP_014313398.2
OG0006550	XP_040604000.1	XP_006092321.2
OG0006551	XP_005076043.1	XP_006095018.1
OG0006552	XP_040605595.1	XP_006095026.1, XP_006100894.1
OG0006553	XP_021081290.2	XP_006095617.1
OG0006555	XP_040606033.1	XP_006107071.1, XP_006108498.2
OG0006556	XP_040605935.1	XP_006092473.1
OG0006557	XP_005085347.1	XP_006101940.1
OG0006558	XP_012968876.1	XP_023602701.1
OG0006559	XP_005070142.1	XP_006092345.1
OG0006560	XP_040605776.1, XP_040605778.1, XP_040605777.1	XP_023612616.1
OG0006561	XP_040605593.1	XP_014321722.1, XP_023620115.1
OG0006562	XP_005075997.1	XP_014321683.1
OG0006563	XP_040605551.1	XP_006100827.1
OG0006564	XP_040605532.1	XP_006098964.3
OG0006565	XP_005075958.1	XP_023618366.1
OG0006566	XP_040605460.1	XP_023599978.1
OG0006567	XP_012973105.1	XP_023615349.1
OG0006568	NP_001268330.1, XP_040603833.1	XP_006095675.1
OG0006569	XP_005075845.1	XP_014317159.1
OG0006570	XP_012973036.2	XP_006095680.1
OG0006571	XP_040605364.1	XP_014317169.1
OG0006574	XP_040605237.1	XP_006101985.1
OG0006575	XP_040605226.1	XP_014322812.1, XP_023599155.1
OG0006576	XP_040605212.1	XP_023619279.1
OG0006577	XP_040603949.1	XP_006095583.1
OG0006578	XP_040605128.1	XP_023615265.1
OG0006579	XP_005067440.1	XP_014320220.1
OG0006580	XP_005083787.1	XP_014306421.2
OG0006585	XP_040601048.1	XP_006104460.2
OG0006586	XP_005085490.2	XP_023604520.1
OG0006587	XP_040601044.1	XP_006104755.1, XP_023603182.1
OG0006589	XP_040591564.1	XP_023599281.1, XP_023599280.1
OG0006590	XP_021088503.2	XP_014315420.1
OG0006591	XP_040600363.1	XP_006093740.1
OG0006592	XP_040610612.1	XP_023613803.1
OG0006593	XP_005079796.2	XP_006093668.1, XP_006093667.1
OG0006594	XP_005079817.1	XP_006093751.1
OG0006595	XP_012975796.2	XP_014315387.1
OG0006596	XP_005079835.1	XP_006093601.1
OG0006597	XP_005079840.1	XP_006093598.1
OG0006598	XP_040610737.1	XP_006096913.1
OG0006599	XP_012977003.1	XP_023615230.1
OG0006600	XP_040610794.1	XP_014316967.1
OG0006601	XP_005067152.1	XP_014302333.1, XP_023602974.1
OG0006602	XP_012966581.1	XP_023602973.1
OG0006603	XP_040609910.1	XP_023603745.1
OG0006607	XP_005067106.2	XP_006109467.2
OG0006608	XP_040610006.1	XP_014305470.1
OG0006609	XP_021081064.2	XP_023617996.1
OG0006610	XP_005067037.2	XP_023599547.1
OG0006611	XP_040590762.1, XP_040590759.1, XP_040590761.1, XP_040590760.1	XP_023612998.1
OG0006612	XP_005083840.1	XP_006092805.1
OG0006613	XP_005075414.1	XP_006098415.1
OG0006614	XP_040585461.1	XP_023620030.1
OG0006615	XP_040585166.1	XP_006107981.3
OG0006617	XP_040585546.1, XP_040585547.1, XP_040585545.1	XP_006097791.1
OG0006618	XP_040591190.1, XP_005075446.1	XP_006097789.1
OG0006619	XP_005075463.1	XP_006102864.3
OG0006620	XP_005077310.1	XP_006083480.2
OG0006621	XP_021082934.1	XP_023602598.1
OG0006622	XP_040586818.1	XP_023599490.1
OG0006623	XP_005070442.2	XP_006083351.1
OG0006624	XP_021082971.1	XP_023602020.1
OG0006626	XP_040610040.1	XP_023618027.1
OG0006627	XP_005077344.2	XP_023601820.1
OG0006628	XP_040604433.1	XP_014303339.2
OG0006629	XP_005069178.1	XP_006081162.1
OG0006630	XP_040597744.1	XP_006081156.1
OG0006631	XP_005071895.1	XP_006086643.1
OG0006632	XP_021090116.1, XP_021090119.1	XP_006086598.1
OG0006633	XP_040614025.1	XP_006086590.1
OG0006634	XP_021087905.1	XP_023599795.1, XP_006102772.1, XP_023599796.1
OG0006635	XP_012975040.1, XP_021087940.1	XP_006102740.1
OG0006636	XP_005078808.1	XP_006103277.1
OG0006638	XP_005078786.2	XP_006096538.2
OG0006639	XP_005078772.1	XP_006088146.1
OG0006640	XP_021086565.1	XP_006088129.1, XP_006108970.2
OG0006641	XP_005076550.1	XP_006088110.1
OG0006642	XP_012979914.1	XP_023609059.1
OG0006643	XP_040613340.1	XP_023609034.1
OG0006644	XP_012972576.1	XP_014302640.2
OG0006645	XP_005075162.1	XP_006091148.1
OG0006646	XP_005067774.1	XP_023608456.1
OG0006647	XP_040595876.1	XP_023613487.1
OG0006648	XP_005078837.2	XP_006102762.1
OG0006649	XP_040594647.1	XP_006096546.1
OG0006650	XP_005087674.1	XP_006104718.1
OG0006651	XP_012981826.1	XP_023600937.1
OG0006652	XP_005086862.1	XP_023601599.1
OG0006653	XP_040588164.1, XP_040588163.1	XP_023601588.1
OG0006655	XP_040587961.1	XP_006109304.3, XP_014306000.2
OG0006656	XP_040588401.1	XP_023601427.1
OG0006657	XP_040588220.1	XP_014302215.1
OG0006658	XP_005084917.1	XP_023602271.1
OG0006659	XP_005084932.1	XP_023606789.1, XP_006106203.2
OG0006660	XP_040588015.1	XP_023620555.1
OG0006661	XP_021091480.1	XP_023620550.1
OG0006662	XP_040588112.1	XP_014322091.1
OG0006663	XP_040588431.1	XP_014305353.1
OG0006664	XP_005072457.1	XP_023602412.1
OG0006665	XP_012970526.1	XP_006100664.1
OG0006666	XP_012970514.2	XP_023619900.1
OG0006667	XP_021084226.1	XP_006100645.1
OG0006668	XP_040585566.1	XP_023618059.1
OG0006669	XP_040585451.1	XP_023619106.1
OG0006670	XP_040597265.1, XP_005072354.1	XP_023619116.1
OG0006672	XP_040585262.1	XP_006089385.1, XP_006089384.1
OG0006673	XP_005073759.2	XP_023610051.1
OG0006674	XP_021084992.1	XP_023610056.1
OG0006675	XP_005073753.1, XP_040595961.1	XP_023610969.1
OG0006676	XP_040592670.1	XP_014302732.1
OG0006677	XP_005073744.1	XP_006090418.1
OG0006678	XP_040589104.1, XP_040589103.1	XP_006098625.1
OG0006679	XP_005070466.1	XP_014319661.1
OG0006680	XP_040589109.1	XP_023620362.1, XP_006098067.2
OG0006681	XP_040589110.1	XP_006098070.1, XP_023617537.1
OG0006682	XP_040584074.1	XP_014322557.2, XP_023620895.1
OG0006683	XP_005073321.1	XP_023605909.1
OG0006684	XP_005073323.1	XP_006084439.2
OG0006685	XP_005073325.1	XP_014306097.1, XP_006089308.1, XP_006088100.1
OG0006687	XP_040612612.1	XP_006099191.1
OG0006688	XP_005072710.1	XP_006104211.1
OG0006689	XP_021084378.2	XP_006093400.1
OG0006690	XP_040586238.1	XP_006086366.1
OG0006693	XP_040592213.1	XP_006108092.1, XP_023604462.1
OG0006694	XP_005086048.1	XP_023603666.1
OG0006695	XP_012980660.1	XP_006107625.1
OG0006696	XP_040592268.1	XP_006107631.1
OG0006697	XP_005086060.2, XP_040592267.1	XP_023604066.1
OG0006698	XP_040592265.1	XP_023604062.1
OG0006699	XP_005069617.1	XP_014305556.1, XP_023604473.1
OG0006700	XP_005069618.1	XP_006108117.1
OG0006701	XP_005074416.1	XP_006088531.1
OG0006702	XP_040603111.1	XP_023620563.1
OG0006703	XP_005080839.1	XP_023614071.1
OG0006705	XP_005078100.1	XP_006098763.1
OG0006706	XP_005067766.1	XP_006100256.1
OG0006707	XP_005067932.1	XP_006100277.1
OG0006708	XP_040584445.1	XP_006088392.3
OG0006710	XP_040584540.1	XP_006088433.1
OG0006711	XP_040584620.1, XP_040584621.1	XP_023603207.1
OG0006712	XP_005083644.1	XP_023609578.1, XP_023618493.1
OG0006713	XP_012978958.1	XP_006085000.1
OG0006714	XP_040591744.1, XP_040597085.1	XP_023606449.1
OG0006716	XP_040584465.1	XP_014307912.1
OG0006717	XP_040602512.1	XP_006088833.1
OG0006718	XP_012973711.1	XP_006088807.1
OG0006719	XP_005076859.1	XP_023609592.1
OG0006720	XP_021086685.1	XP_006088798.1
OG0006722	XP_021087774.2	XP_023606801.1
OG0006723	XP_012974565.1	XP_014312847.1
OG0006724	XP_040584589.1	XP_006090567.1
OG0006726	XP_012981484.1	XP_014311312.2
OG0006727	XP_012967331.1	XP_006084076.1
OG0006728	XP_040612563.1	XP_023614279.1
OG0006729	XP_021084055.1, XP_005072192.1	XP_014310091.1
OG0006730	XP_005072157.1	XP_014310054.2
OG0006731	XP_040612890.1, XP_012970277.1, XP_040612889.1, XP_040612888.1	XP_006087345.1
OG0006732	XP_005072138.1	XP_023608435.1
OG0006733	XP_040612815.1	XP_023617697.1
OG0006734	XP_040612786.1	XP_023617683.1, XP_006108923.2
OG0006735	XP_040591713.1	XP_006087520.1
OG0006736	XP_040592616.1	XP_014310158.1
OG0006737	XP_005068115.2	XP_006084101.1
OG0006738	XP_040610864.1	XP_014306979.2
OG0006739	XP_040610917.1	XP_006084055.1
OG0006740	XP_005068065.1	XP_006084193.1
OG0006741	XP_040610953.1, XP_040610951.1	XP_014307222.1
OG0006742	XP_040588157.1, XP_040611081.1, XP_040586198.1	XP_006084125.2
OG0006743	XP_012974330.1, XP_005077784.1, XP_021087272.1	XP_023610555.1
OG0006744	XP_005076220.1	XP_023609095.1
OG0006745	XP_005076207.1	XP_023611231.1
OG0006746	XP_021085880.1	XP_014312345.1
OG0006747	XP_012966966.1	XP_023605204.1
OG0006748	XP_040596361.1	XP_023614648.1
OG0006749	XP_005083135.1	XP_006094805.1
OG0006750	XP_005083148.2	XP_006094793.1
OG0006751	XP_040584634.1	XP_006094789.1
OG0006752	XP_040596796.1, XP_040597178.1	XP_006101397.1
OG0006753	XP_005082461.1	XP_006088447.2
OG0006755	XP_012977727.2	XP_006088387.1, XP_006088386.1, XP_023605500.1
OG0006756	XP_005067783.1, XP_005067784.1	XP_014321095.2
OG0006757	XP_021079316.1	XP_014311314.1
OG0006758	XP_040592795.1, XP_040599635.1	XP_023606775.1
OG0006759	XP_005084261.1	XP_014306175.2
OG0006760	XP_021080764.1	XP_006097119.1
OG0006761	XP_040596625.1	XP_023607598.1
OG0006762	XP_005066620.1	XP_006086313.1
OG0006763	XP_005066662.1	XP_014309087.1
OG0006765	XP_012966259.2	XP_023603959.1
OG0006766	XP_040587887.1	XP_006092754.2, XP_014306488.1
OG0006767	XP_012966323.1	XP_023612947.1
OG0006768	XP_021080860.1	XP_006092734.1
OG0006769	XP_040587771.1	XP_006100361.1
OG0006770	XP_040587730.1	XP_014321220.2
OG0006771	NP_001268507.1	XP_023602932.1, XP_006106381.2
OG0006773	XP_021091526.1	XP_014323162.1
OG0006774	XP_005079113.1	XP_006096075.1
OG0006775	XP_040586895.1	XP_023612227.1
OG0006776	XP_040586749.1	XP_006091763.1, XP_006091764.1
OG0006777	XP_040586962.1	XP_014313833.1
OG0006778	XP_021084898.1	XP_006099882.1
OG0006779	XP_005073616.1	XP_006099898.1
OG0006780	XP_040586857.1	XP_023614396.1
OG0006781	XP_040586778.1	XP_006083520.1
OG0006782	XP_005073675.1	XP_006083499.1
OG0006783	XP_040595021.1	XP_014303352.1
OG0006784	XP_012967816.1	XP_006109822.1
OG0006785	XP_005068652.1	XP_023620180.1, XP_006100925.1
OG0006786	XP_040602203.1, XP_040602202.1	XP_006100921.1
OG0006787	XP_005068659.1	XP_006105775.1
OG0006788	XP_005068661.1	XP_014302542.1
OG0006789	XP_005076154.1	XP_023602831.1
OG0006790	XP_012974701.1	XP_023600044.1, XP_023618992.1
OG0006791	XP_012974703.1	XP_023616401.1
OG0006792	XP_040593252.1	XP_006096834.1
OG0006793	XP_040593393.1	XP_006106828.1
OG0006794	XP_021086593.1	XP_006092542.1
OG0006795	XP_021086587.2	XP_023603430.1
OG0006796	XP_005076574.1	XP_006097552.1
OG0006797	XP_021086655.1	XP_006097548.1
OG0006798	XP_012979273.2	XP_023617001.1
OG0006799	XP_005084277.1	XP_023617007.1
OG0006800	XP_040608092.1	XP_006097531.1
OG0006801	XP_040608121.1	XP_006096934.1
OG0006802	XP_040608169.1	XP_023615092.1
OG0006804	XP_005088088.1	XP_023620869.1
OG0006805	XP_040599207.1, XP_005076289.1	XP_006085436.1
OG0006807	XP_040611552.1	XP_023606776.1
OG0006808	XP_005071890.1	XP_023606793.1
OG0006809	XP_040599129.1	XP_014308275.1
OG0006810	XP_012973291.1	XP_014308290.1
OG0006811	XP_040591129.1	XP_006107760.1
OG0006813	XP_005064290.2	XP_014306715.1
OG0006815	XP_005064926.1	XP_023600735.1
OG0006816	XP_005063856.1	XP_006091908.1
OG0006817	XP_005065143.1	XP_014314000.1, XP_014314002.1
OG0006818	XP_005065015.1	XP_023612366.1
OG0006819	XP_005065014.1	XP_014314035.2
OG0006820	XP_021087520.1	XP_006092039.2
OG0006821	XP_040601757.1	XP_006092045.1
OG0006822	XP_040601790.1	XP_014314088.1
OG0006823	XP_005064953.1	XP_023612446.1
OG0006825	XP_040606636.1	XP_023617566.1
OG0006826	XP_005064140.1	XP_006102554.1
OG0006827	XP_040606145.1	XP_023599624.1, XP_014323332.1, XP_006102560.1
OG0006828	XP_005064089.1, XP_040605914.1, XP_040605899.1	XP_014322491.1
OG0006829	XP_012970537.1, XP_005064084.1	XP_006101657.2
OG0006830	XP_005064049.1	XP_006101621.1
OG0006831	XP_012967454.1	XP_014302178.1, XP_006104421.1
OG0006832	XP_012976480.1, XP_040605085.1	XP_006104417.1
OG0006833	XP_005064010.1	XP_006104390.1
OG0006834	XP_040604889.1	XP_023601395.1
OG0006835	XP_040604629.1	XP_006106597.1
OG0006836	XP_012973622.1	XP_006105656.1
OG0006837	NP_001268473.1, XP_040590721.1	XP_023610459.1
OG0006838	XP_005069727.1	XP_006081749.1
OG0006839	XP_005069758.1	XP_006108489.1
OG0006840	XP_040601265.1	XP_006098552.1
OG0006841	XP_040601271.1	XP_014319592.1
OG0006842	XP_005069021.1	XP_006091339.1
OG0006843	XP_005076447.1, XP_040603512.1	XP_023609802.1
OG0006844	XP_040593310.1	XP_023620438.1
OG0006845	XP_012972419.1	XP_023603591.1
OG0006846	XP_005083382.1	XP_014322679.1
OG0006847	XP_021083390.1	XP_006083864.1
OG0006848	XP_040593777.1	XP_006083884.1
OG0006849	XP_005066030.2	XP_006083888.3
OG0006850	XP_040594301.1	XP_023605188.1
OG0006851	XP_040594751.1	XP_014306832.1
OG0006852	XP_040594262.1	XP_023605486.1
OG0006853	XP_005066226.1	XP_023605205.1
OG0006854	XP_012980465.1	XP_023619825.1, XP_023604739.1
OG0006855	XP_012969639.1	XP_023609805.1
OG0006856	XP_005077734.2	XP_014313192.1
OG0006857	XP_005074966.1, XP_012972514.1	XP_023603014.1
OG0006858	XP_021085635.1	XP_023604361.1
OG0006859	XP_021085640.1	XP_023604362.1
OG0006860	XP_040595446.1	XP_023603519.1
OG0006863	XP_040595655.1	XP_023616640.1
OG0006864	XP_040597974.1	XP_006100471.1
OG0006865	XP_040598007.1	XP_014321344.1
OG0006866	XP_012980710.1	XP_023619756.1
OG0006867	XP_005086171.1	XP_014304431.1
OG0006868	XP_040598052.1	XP_006107112.3
OG0006869	XP_021079253.1	XP_023604856.1
OG0006870	XP_040598092.1	XP_006099716.1
OG0006871	XP_040598112.1	XP_006099709.1
OG0006872	XP_040590785.1	XP_023619705.1
OG0006873	XP_040592715.1, XP_012975353.2	XP_006100375.1
OG0006874	XP_012981627.1	XP_006105095.1
OG0006875	XP_012981628.2	XP_014302731.1
OG0006876	XP_040592704.1	XP_023601888.1
OG0006877	XP_005087383.1	XP_006105083.3
OG0006878	XP_005078578.1	XP_023601559.1
OG0006880	XP_040585716.1	XP_014301936.1
OG0006881	XP_005085316.1	XP_014306761.1, XP_006107698.1
OG0006883	XP_012976950.1	XP_023620410.1
OG0006884	XP_005081434.2, XP_021089360.2	XP_014304353.1
OG0006885	XP_040594141.1	XP_006105976.1
OG0006886	XP_005083383.2	XP_014322656.1
