Orthogroup	Mesocricetus_auratus	Mus_musculus
OG0008007	XP_012966798.1	NP_081093.2
OG0008008	XP_021080345.2, XP_005067148.2	NP_064361.2
OG0008009	XP_040609927.1	XP_006521156.1, NP_001156791.1
OG0008010	XP_005067133.1	NP_112550.2, XP_006521619.1
OG0008011	XP_040609967.1	NP_034310.2
OG0008012	XP_005067114.1	XP_036015444.1, NP_080633.2
OG0008013	XP_040609993.1	XP_006521594.2
OG0008014	XP_005067093.1	NP_081190.1, XP_036015460.1
OG0008016	XP_005067072.1	XP_017172009.1, NP_001074485.1
OG0008017	XP_040610035.1	NP_001156661.1, XP_006521197.1
OG0008018	XP_040610053.1	NP_034925.2, XP_006520616.1
OG0008019	XP_040610062.1	NP_001192274.1
OG0008020	XP_040610177.1	XP_006520347.1
OG0008021	XP_005067007.1	NP_061219.2, NP_001398855.1
OG0008022	XP_005083842.1	XP_011241705.2, NP_705771.2
OG0008023	XP_012978801.1	NP_080855.1
OG0008024	XP_040587944.1	NP_001365992.1
OG0008025	XP_021083116.1	XP_006513267.1, NP_034230.1
OG0008026	XP_005075418.1	NP_001074667.1
OG0008027	XP_040585450.1	NP_034683.1, XP_006495773.1
OG0008028	XP_040585411.1	NP_081126.2
OG0008029	XP_021085948.1	XP_011236763.1
OG0008030	XP_040585511.1	NP_081189.1, XP_036009296.1, NP_001343191.1
OG0008031	XP_040585589.1	NP_061360.2, XP_006496213.1
OG0008032	XP_040585088.1	NP_001297442.1
OG0008033	XP_040593321.1	XP_017172817.1, NP_035234.1
OG0008034	XP_040593547.1	XP_030105331.1, NP_034267.3
OG0008035	XP_005077330.1	NP_064320.1
OG0008036	XP_005070411.1	XP_011242053.1, NP_082145.1
OG0008037	XP_005070445.1	NP_620692.3
OG0008038	XP_040589184.1	NP_001349828.1
OG0008039	XP_005070494.2	NP_080852.2
OG0008040	XP_005071173.1	XP_036021735.1, NP_038556.1
OG0008041	XP_005071168.1	XP_006506119.1, NP_035948.3
OG0008042	XP_040609960.1	XP_036015253.1, NP_663450.3
OG0008043	XP_005066944.2	NP_034016.2, XP_006520442.1
OG0008044	XP_005067117.1	NP_035235.2
OG0008045	XP_040604468.1	NP_783574.1
OG0008046	XP_021082286.2	XP_006526275.1
OG0008047	XP_040604439.1	NP_766381.1
OG0008048	XP_005071914.1	NP_666038.3
OG0008049	XP_040604478.1	NP_775563.1
OG0008050	XP_005069197.1	NP_080493.2
OG0008051	XP_005069191.1	NP_001405720.1
OG0008052	XP_005069188.1	NP_061214.2, XP_006525789.1
OG0008053	XP_040597765.1	NP_032318.2
OG0008054	XP_040597747.1	NP_083670.1, NP_001357690.1
OG0008055	XP_040597731.1	NP_001001979.1
OG0008056	XP_005069147.1	NP_001074541.1
OG0008057	XP_005069143.1	XP_036017012.1, NP_001161397.2, NP_776120.3
OG0008058	XP_005067815.1	NP_083603.4
OG0008059	XP_040604547.1, XP_005067970.2	NP_080755.2
OG0008060	XP_005067834.1	NP_796033.2
OG0008061	XP_040614006.1	NP_058623.2, NP_001156476.1, XP_017173433.1
OG0008062	XP_012968113.1	NP_001028793.1, XP_006526194.1
OG0008063	XP_005063762.1	XP_006527132.1, NP_766424.2
OG0008064	XP_005082237.1	NP_081097.2
OG0008065	XP_005082222.2	NP_808531.2, XP_006538076.1
OG0008066	XP_040613134.1	XP_006538438.1, NP_001355550.1
OG0008067	XP_012971942.2	NP_001074565.1, XP_017175923.1
OG0008068	XP_040613128.1	NP_001390640.1
OG0008069	XP_040613123.1	XP_006537940.1
OG0008070	XP_005074400.1	XP_006503396.1, NP_081365.2
OG0008071	XP_005078924.2	NP_598858.2
OG0008072	XP_012975005.1	NP_796149.2, NP_001159481.1
OG0008073	XP_040596037.1	NP_001365567.1
OG0008074	XP_005078891.1	NP_058586.3
OG0008075	XP_040612035.1	NP_036095.1
OG0008076	XP_012975079.1	NP_001355769.1
OG0008077	XP_040594829.1	XP_017175776.1, NP_941062.2
OG0008078	XP_040594633.1	NP_849224.2
OG0008079	XP_012974991.1	XP_006537901.1, NP_001343201.1
OG0008080	XP_040597908.1, XP_040597907.1, XP_040597909.1	NP_001414109.1, XP_017175915.1
OG0008081	XP_040594228.1	XP_006537594.1
OG0008082	XP_021086582.1	NP_033343.1
OG0008083	XP_040594090.1	NP_061231.3
OG0008084	XP_040593978.1	NP_001371044.1, NP_035337.2, XP_006538160.1
OG0008085	XP_040593683.1	NP_001391362.1
OG0008086	XP_005085120.1	NP_001013595.1
OG0008087	XP_040613321.1	NP_001277450.1
OG0008088	XP_040613308.1	XP_006537799.1
OG0008089	XP_040613271.1	NP_001343254.1, NP_083600.1
OG0008090	XP_040591586.1	XP_017171158.1, NP_034536.3
OG0008091	XP_040593705.1	NP_001156760.2, XP_006538204.1
OG0008092	XP_005083079.1	NP_031891.2, NP_001365971.1, XP_011244569.1
OG0008093	XP_021084124.1	XP_006495586.1, NP_665855.2
OG0008094	XP_005087751.1	NP_084392.1
OG0008095	XP_012981825.1	XP_006524936.1, NP_081263.2
OG0008096	XP_012981830.1	NP_038882.1
OG0008097	XP_005087658.1	XP_006524938.1, NP_001028802.1
OG0008098	XP_040588307.1, XP_012982701.1, XP_040588306.1	XP_006524949.1, NP_081642.1, NP_001392084.1, NP_001392085.1, NP_001392086.1
OG0008099	XP_040587965.1	NP_038512.2
OG0008100	XP_021079117.1	NP_059102.2
OG0008101	XP_040587970.1, XP_012981288.1	NP_001157242.1
OG0008102	XP_040588400.1	XP_011244772.1
OG0008104	XP_040588074.1	NP_001388230.1, XP_006523622.1
OG0008105	XP_040587958.1	NP_542120.2, XP_006523775.1
OG0008106	XP_040588217.1	NP_001004366.1, XP_006524386.1
OG0008107	XP_005084945.1	NP_001344924.1
OG0008108	XP_021091506.1	NP_080566.2
OG0008109	XP_021091469.1	NP_067394.1
OG0008110	XP_005084975.1	XP_006525104.1, NP_001355352.1
OG0008111	XP_005083639.1	XP_017171655.1, NP_080485.1
OG0008112	XP_005072465.1	NP_081728.2
OG0008113	XP_040585135.1	XP_036016563.1, NP_001277266.1
OG0008114	XP_005072423.1	NP_082341.1
OG0008116	XP_040585255.1	NP_733780.1, NP_660122.1, NP_001334325.1
OG0008117	XP_040585498.1	NP_001400551.1
OG0008118	XP_005072375.1	XP_011244703.1, NP_941010.2
OG0008119	XP_040585561.1	NP_001139510.1
OG0008120	XP_005072360.1	NP_001273582.1
OG0008121	XP_005073769.1	NP_034425.1, XP_006510875.1
OG0008122	XP_012981019.1	XP_006495705.1, NP_031759.2
OG0008123	XP_005086576.1	XP_036013205.1, NP_031766.3
OG0008124	XP_012970525.1	NP_001366011.1
OG0008125	XP_040595783.1	NP_080934.2
OG0008126	XP_005073760.1	XP_006511191.1, NP_001263381.1, NP_766361.1
OG0008127	XP_005073815.1	NP_694738.1
OG0008128	XP_040596158.1	NP_001395181.1
OG0008129	XP_040596215.1	NP_001074685.1, XP_006511627.1
OG0008131	XP_040596304.1, XP_040596315.1, XP_005080884.1	NP_001333991.1
OG0008132	XP_005080892.1	NP_036014.1
OG0008133	XP_040596360.1	NP_001028397.2
OG0008134	XP_040596384.1	NP_001406369.1
OG0008135	XP_040596455.1, XP_005080972.1, XP_005068847.1	NP_780573.1
OG0008136	XP_040596489.1	NP_001103131.1, XP_006537629.1
OG0008137	XP_040596523.1	NP_034271.3, XP_036019542.1
OG0008138	XP_005066289.2	NP_766275.1
OG0008139	XP_012982016.1, XP_040589179.1	XP_011241482.1, NP_001026942.1
OG0008140	XP_005073268.1	NP_001074523.1
OG0008141	XP_040614211.1	NP_082048.2
OG0008142	XP_005073274.1	XP_036011658.1, NP_689415.1
OG0008143	XP_040614197.1	NP_665686.2
OG0008144	XP_005073302.1	XP_006512828.1, NP_808461.1
OG0008145	NP_001268579.1	NP_033795.1, NP_031470.3
OG0008146	XP_040584095.1	NP_075812.3
OG0008147	XP_005073317.1	NP_082282.1, XP_036011922.1
OG0008148	XP_005073394.2	XP_030100987.1, NP_001120848.1
OG0008149	XP_012976500.2	NP_705796.1, XP_006504015.1
OG0008150	XP_012980211.1, XP_005085507.1	NP_061260.1, NP_001263613.1
OG0008151	XP_005072713.1	NP_277056.1
OG0008152	XP_005072712.1	NP_001345709.1
OG0008153	XP_005072699.1	NP_955770.1
OG0008154	XP_021084382.1	NP_083698.1
OG0008155	XP_021084368.2	XP_011243909.1, NP_001344886.1
OG0008156	XP_012970711.1	NP_619615.2
OG0008157	NP_001268571.1, XP_012970704.1	NP_080476.2, XP_006521360.1
OG0008158	XP_005072719.1	NP_775598.2
OG0008159	XP_040586273.1	XP_036015136.1
OG0008160	XP_040586312.1	NP_001074757.1, XP_011243959.1
OG0008161	XP_040586309.1	NP_001033026.1, NP_663445.2
OG0008162	XP_040586343.1	NP_598853.3
OG0008163	XP_005082785.1	NP_057876.1, NP_001398698.1
OG0008164	XP_040586376.1	NP_081711.2
OG0008165	XP_040586364.1	NP_780435.1, XP_017172276.1
OG0008166	XP_005082807.1	NP_033296.1
OG0008167	XP_021087831.1	NP_690887.2
OG0008168	XP_040592223.1	NP_001074535.1, XP_006520315.1
OG0008169	XP_005086027.2	NP_742119.1
OG0008170	XP_005086030.1	XP_006521315.1, NP_079688.2
OG0008171	XP_005086096.1	XP_006521490.1, NP_082340.1
OG0008172	XP_005086097.1	NP_001403226.1, NP_001345838.1
OG0008173	XP_005069365.1	NP_683746.1, XP_006510820.1
OG0008174	XP_040585723.1	NP_073146.2
OG0008175	XP_040603085.1	NP_001158278.1, XP_030110626.1
OG0008176	XP_040603099.1	NP_001343540.1, NP_848714.1
OG0008177	XP_040603119.1	XP_006504200.1, NP_082470.2
OG0008178	XP_040603136.1	XP_006504218.1, NP_848474.2
OG0008179	XP_012976482.2	NP_062388.1
OG0008180	XP_005080820.1	NP_776126.1, XP_006534916.1, NP_001363933.1
OG0008181	XP_005080819.1	NP_742158.1
OG0008182	XP_012967461.1	XP_011247763.1
OG0008183	XP_040603323.1	XP_006535239.1, NP_081064.1
OG0008184	XP_040584426.1	XP_006505075.1, NP_001074775.1
OG0008185	XP_005067753.1	NP_848774.1
OG0008186	XP_040584547.1	XP_036021648.1, NP_473414.1
OG0008187	XP_040584579.1	NP_082202.1, XP_017177239.1
OG0008188	XP_005086526.2	NP_001019869.1, XP_011239359.1
OG0008189	XP_040584516.1	XP_006505257.1, NP_081349.1, NP_083649.1
OG0008190	XP_040584584.1	NP_001298015.1
OG0008191	XP_040584500.1	XP_036008175.1
OG0008192	XP_040584625.1	NP_001276592.1
OG0008193	XP_040584603.1	XP_011239362.1
OG0008194	XP_005078123.2, XP_040584433.1	NP_083176.3, NP_001414050.1
OG0008195	XP_005084016.1	XP_006503615.1, NP_032856.2
OG0008196	XP_005084018.1	NP_038754.1
OG0008197	XP_005084025.1	NP_473439.2
OG0008198	XP_005082952.1	NP_077222.4
OG0008199	XP_012978109.1	NP_849230.1, XP_006505020.1
OG0008200	XP_012978121.1	NP_033390.1, NP_001368837.1
OG0008201	XP_040584411.1	NP_001396540.1
OG0008202	XP_005082990.1	NP_080908.1, XP_036011131.1
OG0008203	XP_040584474.1, XP_040584473.1	NP_032777.3
OG0008204	XP_040599163.1	XP_011242177.1, NP_848882.2
OG0008205	XP_005076272.1	XP_011242209.2
OG0008206	XP_040593370.1	NP_001393046.1
OG0008207	XP_012980539.1	NP_001361674.1
OG0008208	XP_040593868.1	NP_001342525.1
OG0008209	XP_040595083.1, XP_040595085.1, XP_040595086.1	XP_006506009.1
OG0008210	XP_005078564.1	NP_001159679.1, XP_006510490.1
OG0008211	XP_005078562.1	XP_006510769.1, NP_065611.1
OG0008212	XP_040611573.1	XP_011242611.1, NP_036184.1
OG0008213	XP_005076261.1	NP_038590.2
OG0008214	XP_040612718.1	NP_001103600.1
OG0008215	XP_005083890.3	NP_001074611.1
OG0008216	XP_005083884.1	XP_006503082.1, NP_766288.1
OG0008217	XP_005083879.1	NP_001333589.1, XP_006502720.1
OG0008218	XP_005084395.1	XP_006503540.1, NP_083938.2
OG0008219	XP_005084397.1	XP_036020248.1, NP_080149.2
OG0008220	XP_005084396.1	NP_001290050.1
OG0008221	XP_005084406.1	NP_898986.2
OG0008222	XP_005084415.1	NP_032662.3
OG0008223	XP_005084421.1	XP_017175641.1, NP_001243361.1
OG0008224	XP_040612919.1	XP_036019916.1
OG0008225	XP_040612911.1	XP_006502801.2
OG0008226	XP_040612886.1	NP_079923.3
OG0008227	XP_021084035.1	NP_780517.1, XP_011238683.1
OG0008228	XP_005072129.1	XP_030109301.1, NP_705741.3
OG0008230	XP_005083996.1	NP_083692.2
OG0008231	XP_005083939.1	NP_001155295.1
OG0008232	XP_012978872.1, XP_040612742.1	NP_075712.2
OG0008233	XP_005083925.1	NP_081208.1
OG0008234	XP_040591700.1	NP_038660.1, XP_011243453.2, NP_001116843.1
OG0008235	XP_005139415.2	NP_001011687.1, XP_006519281.1
OG0008236	XP_040610821.1	NP_848725.2
OG0008237	XP_040610912.1	NP_001387926.1
OG0008238	XP_040610913.1	XP_006514018.1, NP_001074715.1
OG0008239	XP_040610924.1	NP_082016.1, XP_036011774.1
OG0008240	XP_012967357.1	NP_001001932.1, XP_006513585.1
OG0008241	XP_040610936.1	XP_030101040.1, NP_061267.1
OG0008242	XP_040611020.1	XP_017169617.1, NP_083442.2
OG0008243	NP_001268502.1, XP_012967274.1	NP_001157172.1
OG0008244	XP_040590770.1	XP_006531463.1, NP_898919.3
OG0008245	XP_040608499.1	NP_001071156.1, NP_109620.2, XP_006502410.1
OG0008246	XP_040608510.1	XP_011238598.1
OG0008247	XP_012976043.2	NP_084073.2
OG0008248	XP_040608518.1	NP_766269.3, XP_006501386.1
OG0008249	XP_005076223.2	NP_001104518.1, NP_034326.1
OG0008250	XP_005076222.1	NP_001304034.1
OG0008251	XP_005076210.1	NP_001344675.1, NP_064355.1
OG0008252	XP_005076200.1	NP_083758.1
OG0008253	XP_021085843.1	XP_036009809.1, NP_001157036.1
OG0008254	XP_012972614.1	NP_079741.1
OG0008255	XP_005075245.1	NP_082703.1
OG0008256	XP_021078467.1	XP_006506389.1, NP_958758.2
OG0008257	XP_040584577.1	XP_011239436.1, NP_647455.3
OG0008258	XP_012980469.1	NP_080888.1, NP_001345726.1
OG0008259	XP_040584737.1	XP_006506488.1, NP_849204.1
OG0008260	XP_040584724.1	NP_035669.3
OG0008261	XP_005085844.1	XP_006506774.1, NP_001028343.2
OG0008262	XP_021089952.1	NP_659542.3
OG0008263	XP_040602630.1	NP_001239216.1, NP_001239211.1
OG0008264	XP_040602672.1	NP_001278786.1, XP_036012137.1
OG0008265	XP_040593042.1	NP_001002897.2
OG0008266	XP_021079358.1	XP_006535700.1
OG0008267	XP_040593051.1	XP_006535781.1, NP_001074910.1
OG0008268	XP_040593056.1	NP_444305.2
OG0008269	XP_040598250.1	XP_011242321.1, NP_035345.2
OG0008270	XP_040587714.1	NP_084160.2
OG0008271	XP_005066593.1	NP_035260.1
OG0008272	XP_040587717.1	NP_001153246.1
OG0008273	XP_005066544.1	XP_006509109.1, NP_666061.3
OG0008274	XP_040587784.1	NP_001389770.1, NP_796063.3
OG0008275	XP_012966320.1	XP_006509186.1, NP_001350998.1
OG0008276	XP_005066642.2	XP_006509274.1, NP_083950.1
OG0008277	XP_005066639.1	XP_006509044.1, NP_473398.1, NP_001350408.1
OG0008278	XP_005066559.1	XP_006509043.1, NP_848763.2
OG0008279	XP_005066679.1	XP_036010143.1, NP_080343.4
OG0008280	XP_040587656.1	NP_001074748.1
OG0008281	XP_040587686.1	XP_030099531.1, NP_291038.2
OG0008282	XP_040587823.1	NP_001074755.2, XP_006509330.1
OG0008283	XP_040587898.1	XP_011240486.1, NP_705763.1
OG0008284	XP_040587744.1, XP_040597176.1	NP_765995.1
OG0008285	XP_005066739.1	NP_075992.2
OG0008286	XP_005066741.1	NP_598552.2, XP_036010056.1
OG0008287	XP_040589368.1	NP_081068.1
OG0008288	XP_040589340.1	NP_766339.2, XP_017168158.1, NP_001032825.1
OG0008289	XP_005082085.2	NP_082104.2
OG0008290	XP_021078750.1	XP_011240607.1, NP_766601.2
OG0008291	XP_040586604.1	XP_006515268.1, NP_852060.2
OG0008292	XP_005082079.1	NP_001363935.1
OG0008293	XP_040586843.1	NP_444386.2, NP_001351288.1
OG0008294	XP_005082068.1	NP_001076810.1, XP_006515230.1, NP_080313.2
OG0008295	XP_040586597.1	XP_036014168.1, NP_035869.1
OG0008296	XP_040586705.1	NP_150373.2
OG0008297	XP_005079125.1	NP_035649.1, XP_006515108.1
OG0008298	XP_005079171.1	NP_032471.2
OG0008299	XP_005073565.1	XP_006535799.1, NP_001014416.2
OG0008300	XP_040586752.1	NP_001028632.1, XP_017176442.1
OG0008301	XP_012971437.1	NP_001297453.1
OG0008302	XP_021084894.1	NP_444315.1, XP_006504158.1
OG0008303	XP_005073623.1	XP_036020682.1, NP_032063.2
OG0008304	XP_005073624.3	NP_001074876.1, XP_006504110.1
OG0008305	XP_040586768.1	NP_083530.1
OG0008306	XP_040586845.1	NP_031465.2
OG0008307	XP_040586655.1	XP_006525172.1, NP_598532.1
OG0008308	XP_040586736.1	NP_001401336.1
OG0008309	XP_005077293.1	NP_080792.2
OG0008310	XP_005068647.1	NP_084239.1
OG0008311	XP_005068660.1	NP_077199.2, XP_006500220.1
OG0008312	XP_005068662.1	NP_848491.2, XP_011238152.1
OG0008313	XP_005068663.1	NP_081468.1
OG0008314	XP_005083803.1	NP_001405875.1
OG0008315	XP_040594072.1	NP_033101.2
OG0008316	XP_040593759.1	NP_034251.2, XP_011239504.1
OG0008317	XP_040593574.1	XP_006506637.1, NP_081551.2
OG0008318	XP_005076142.1	NP_079706.1
OG0008319	XP_021086313.1	NP_001318100.1
OG0008320	XP_005078329.1	NP_080435.3
OG0008321	XP_012974702.1, XP_021087617.1, XP_040593660.1	NP_080766.1
OG0008322	XP_005078347.1	NP_038848.1, XP_017176890.1
OG0008323	XP_040594604.1	NP_038614.2
OG0008324	XP_040594612.1	NP_149070.2, XP_006505431.1
OG0008325	XP_005071128.1	NP_001003955.1
OG0008326	XP_040593254.1	XP_006506879.1, NP_848754.1
OG0008327	XP_040593259.1	NP_035597.2
OG0008328	XP_040608063.1	NP_444400.2
OG0008329	XP_040608066.1	XP_006501463.2, NP_001028475.2
OG0008330	XP_005084285.1	NP_062774.2
OG0008331	XP_021091119.1	NP_061237.3, NP_001156968.1, NP_001156969.1
OG0008332	XP_040608132.1	NP_001156642.1
OG0008333	XP_005084293.1	NP_001095877.1, NP_080151.2
OG0008334	XP_040608144.1	NP_852074.2
OG0008335	XP_040608146.1	NP_075809.1
OG0008336	XP_040608176.1	NP_775482.1, XP_036018950.1
OG0008337	XP_012979278.2	XP_006501255.1, NP_001258953.1
OG0008338	XP_040608182.1	NP_599014.2
OG0008339	XP_005084340.1	NP_694761.1
OG0008340	XP_040608200.1, XP_040608201.1	NP_062287.1, NP_033176.2
OG0008341	XP_012981903.1	NP_035411.2
OG0008342	XP_040608218.1, XP_021079556.1	NP_001129589.1
OG0008343	XP_040608046.1	NP_001020238.1, XP_036019020.1
OG0008344	XP_005064272.1, XP_021083498.1, XP_040607542.1	NP_080162.3, XP_006536289.1
OG0008345	XP_012978144.2	NP_001277448.1, XP_006514658.1, NP_001277449.1, NP_808244.1
OG0008346	XP_040599209.1	NP_067499.2
OG0008347	XP_040591143.1	NP_001404726.1, NP_082707.1
OG0008348	XP_005080944.1	NP_001186561.1, NP_796050.2, XP_011248071.1
OG0008349	XP_005080932.1	XP_036021353.1, NP_766580.3
OG0008350	XP_005064278.2	NP_038810.2
OG0008351	XP_040601839.1, XP_040597221.1	NP_062631.1
OG0008352	XP_005064912.1	NP_780303.1
OG0008353	XP_005064909.1	XP_006498758.1, NP_031940.1
OG0008354	XP_005064875.1	NP_081268.1
OG0008355	XP_012977370.2	XP_006499054.1, NP_033008.4
OG0008356	XP_005065009.1	NP_079852.1
OG0008357	XP_040601749.1	NP_082395.2
OG0008358	XP_005064263.2	NP_001347452.1, NP_001347453.1, XP_011248151.1, NP_073145.1
OG0008359	XP_005064178.1	NP_031829.2
OG0008360	NP_001268318.1, XP_040597691.1	XP_036017390.1, NP_033238.2
OG0008361	XP_005064141.1	NP_080649.1
OG0008362	XP_040605921.1	NP_081752.2
OG0008363	XP_040605918.1	XP_006531851.1, NP_001028300.1
OG0008364	XP_005064086.1	XP_030106598.1, NP_031880.2
OG0008365	XP_021079774.2	XP_006531771.1, NP_647462.1
OG0008366	XP_005064032.1	XP_006531731.1, NP_032546.2
OG0008367	XP_040604835.1	NP_001028514.1, XP_036017481.1
OG0008368	XP_005063973.1	NP_001159842.1, NP_080582.3
OG0008369	XP_005063961.1	NP_035827.1
OG0008370	XP_040604586.1	NP_032915.2, NP_080022.2
OG0008371	XP_012968464.1	NP_001365848.1
OG0008372	XP_005063940.2	NP_001158106.1
OG0008373	XP_040604037.1	XP_006526617.1, NP_598900.1
OG0008374	XP_040603964.1	NP_001129536.1
OG0008375	XP_040603725.1	XP_030106854.1
OG0008376	XP_012967506.1	NP_033982.3, XP_006526685.1
OG0008377	XP_021086287.1	NP_062372.2, NP_001342553.1
OG0008378	XP_040607325.1	NP_001355882.2, XP_036009078.1
OG0008379	XP_040585599.1	NP_942602.2, XP_006496125.1
OG0008380	XP_040593400.1	NP_035780.1
OG0008381	XP_040594413.1	NP_001074594.1, XP_036016415.1
OG0008382	XP_040594538.1	XP_017175371.1, NP_001108546.1
OG0008383	XP_012968950.1	NP_001012322.2, XP_006529747.1
OG0008384	XP_005079930.1	NP_034041.2
OG0008385	XP_040594414.1	NP_766073.2, XP_011246266.1
OG0008386	XP_012978695.1, XP_005083807.1, XP_021090716.1	XP_006497733.1, NP_536710.1
OG0008387	XP_012968055.2	NP_722542.2
OG0008388	XP_040601248.1	NP_766251.3
OG0008389	XP_005069026.1	NP_075365.3
OG0008390	XP_005072598.1	XP_006500131.1, NP_080362.1
OG0008391	XP_040597410.1, XP_040589242.1	NP_001091697.1
OG0008392	XP_005086188.1, XP_021078746.1	NP_892036.1
OG0008393	XP_005081407.3	NP_079814.1
OG0008394	XP_012978452.1	XP_036011921.1, NP_082277.2
OG0008395	XP_040593142.1	XP_011239640.1, NP_776136.2
OG0008396	XP_005071298.1	NP_032590.2
OG0008397	XP_005071217.1	NP_061285.2, XP_006506463.1
OG0008398	XP_040594249.1	XP_036021920.1
OG0008400	XP_040594011.1	NP_001334271.1
OG0008401	XP_040593666.1	XP_006505388.1, NP_001107025.1, NP_751893.3
OG0008402	XP_040594740.1	NP_849273.1, XP_006505728.1
OG0008403	XP_040593463.1	NP_080828.1
OG0008404	XP_040593900.1	XP_006506507.1, NP_666049.2
OG0008405	XP_005066243.3	XP_017176895.1, NP_032396.1
OG0008406	XP_005071269.1	XP_006506731.1, NP_853621.2
OG0008407	XP_040593062.1	NP_877960.1
OG0008408	XP_040595138.1	NP_035637.2, NP_001313487.1
OG0008409	XP_005071242.1	NP_001008785.2
OG0008410	XP_005071228.1	NP_780523.3, XP_036021606.1
OG0008411	XP_005076449.1	NP_001156504.1, NP_082328.3
OG0008412	XP_021086500.1	XP_006518019.1, NP_033007.2
OG0008413	XP_005077434.1	XP_030103844.1, NP_077183.1
OG0008414	XP_005077426.1	NP_001074896.1, XP_006518113.1, NP_598841.1
OG0008415	XP_005077730.1	NP_666081.1, NP_001127937.1
OG0008416	XP_040603709.1	XP_006519671.1, NP_660256.1
OG0008417	XP_021087249.1	XP_006518993.1
OG0008418	XP_012980037.1	NP_083115.3, XP_030103852.1
OG0008419	XP_040603778.1	XP_036014414.1, NP_619613.2
OG0008420	XP_005085283.1	NP_081364.1, XP_036014231.1
OG0008421	XP_005074906.1	NP_080723.3
OG0008422	XP_005074905.1	NP_084172.1
OG0008423	XP_040603782.1	NP_001028840.1, XP_006518489.1
OG0008424	XP_040595631.1	NP_065584.2, NP_001278764.1
OG0008425	XP_040595461.1	XP_011241171.1
OG0008426	XP_005074957.1	NP_001391952.1, XP_017168718.1
OG0008427	XP_005074959.1	NP_001346454.1
OG0008428	XP_005074974.1	NP_001397558.1, NP_808578.1, NP_001344611.1
OG0008429	XP_005074989.1	XP_006511759.1
OG0008430	XP_005074994.1	NP_001128670.1
OG0008431	XP_005074993.2	NP_444446.2, XP_006511691.1
OG0008432	XP_040596017.1	XP_006511895.1
OG0008433	XP_005075004.2	NP_075736.1
OG0008434	XP_040595951.1	NP_038912.3, NP_001159745.1
OG0008435	XP_040606984.1	NP_033212.1
OG0008436	XP_005082344.1	NP_038888.2
OG0008437	XP_005082352.1	NP_079695.2
OG0008438	XP_040597985.1	NP_109605.2, XP_006509667.1, NP_001116301.1
OG0008439	XP_040598033.1	XP_006509620.1, NP_032379.2
OG0008440	XP_012969294.3, XP_040596917.1	NP_001156514.1
OG0008441	XP_005087144.1	XP_006509824.1, NP_082776.2
OG0008442	XP_005087140.1	XP_006509601.1, NP_031482.1
OG0008443	XP_040593684.1	XP_017172782.1, NP_032742.1
OG0008444	XP_005083492.1	XP_006513223.1, NP_033939.1
OG0008445	XP_012981770.1	NP_038669.1, XP_006530834.1
OG0008446	XP_005087614.1	NP_851382.2, XP_030099484.1
OG0008447	XP_005087620.1	NP_775276.1
OG0008448	XP_040592676.1	NP_001013402.2, XP_011246679.1
OG0008449	XP_040592722.1	NP_080699.3
OG0008450	XP_005087363.1	NP_001158031.1
OG0008451	XP_005087380.1	NP_035693.3, NP_001304314.1
OG0008452	XP_005078593.1	NP_034830.2, NP_001239588.1
OG0008453	XP_005078601.1	XP_036011059.1, NP_068688.2
OG0008454	XP_005078600.1	NP_034874.2
OG0008455	XP_005078622.1	NP_001344828.1
OG0008456	XP_040585647.1, XP_005078626.1	XP_006510468.1, NP_783618.1
OG0008457	XP_040585746.1	NP_058615.1
OG0008458	XP_005078628.1	NP_001028940.1, XP_006499551.1, NP_075860.1
OG0008459	XP_012980062.1	NP_001182173.1
OG0008460	XP_005085335.1	NP_083741.1
OG0008461	XP_005085344.1	XP_006508746.1, NP_598729.1
OG0008462	XP_012980100.2	XP_036009587.1, NP_001182187.1
OG0008463	XP_005081374.1	NP_065606.2
OG0008464	XP_040593184.1	NP_001365996.1
OG0008465	XP_040595229.1	NP_001406388.1
OG0008466	XP_040595231.1	NP_780542.1
OG0008467	XP_012976871.1	NP_082063.1
OG0008468	XP_040593634.1	XP_006523491.1, NP_780559.2
OG0008469	XP_012982230.1	NP_694792.1
OG0008470	XP_005081487.1, XP_012976919.1	NP_080112.1
OG0008471	XP_040593986.1	XP_006524662.1, NP_056581.1
OG0008472	XP_040593413.1	NP_001269025.1
OG0008473	XP_012978487.1	NP_061228.1, XP_006513968.1
OG0008474	XP_005083311.1, XP_012978480.1	NP_062731.1
OG0008475	XP_012978481.1	NP_082933.2, XP_006514282.1
OG0008476	XP_005083307.1	NP_081032.2, NP_032714.1, XP_006513398.1
OG0008477	XP_012978504.1	NP_780404.2, XP_006514272.1
OG0008478	XP_021090508.1	XP_030100710.1, NP_031486.1
OG0008479	XP_005139425.2, XP_012978515.1	NP_001094076.1
OG0008480	XP_005083357.1	XP_011241832.1, NP_080128.2
OG0008481	XP_040594963.1	NP_080370.2, XP_006514047.1
OG0008482	XP_005083400.1	NP_075617.3
OG0008483	XP_005083404.1	NP_001394721.1, XP_030100878.1
OG0008484	XP_040594024.1	NP_056632.2
OG0008485	XP_040591999.1	NP_038652.2, XP_017177514.1
OG0008486	XP_005074032.3	NP_803231.1, XP_011240039.1
OG0008487	XP_021087005.1	NP_001013835.2
OG0008488	XP_005077388.1	XP_036011299.1
OG0008489	XP_040591146.1	NP_001400400.1, XP_011240845.1
OG0008490	XP_005073986.1	NP_660133.2, XP_006507669.1
