Orthogroup	Mesocricetus_auratus	Echinops_telfairi
OG0006039	XP_040595306.1	XP_045154361.1
OG0006040	XP_012974659.1	XP_004716565.1
OG0006041	XP_040593365.1	XP_045154029.1
OG0006042	XP_040589665.1, XP_040589666.1, XP_005080600.1	XP_004713255.1
OG0006043	XP_040586959.1, XP_040602993.1	XP_045146764.1
OG0006044	XP_005074253.1	XP_004710011.1
OG0006045	XP_040599749.1, XP_040599750.1	XP_004710069.1
OG0006046	XP_005074260.1	XP_004710004.1
OG0006047	XP_012971844.1	XP_045146687.1
OG0006048	XP_040600035.1	XP_045146655.1
OG0006049	XP_021088651.2	XP_045154603.1
OG0006050	XP_005080606.1	XP_004714632.1
OG0006051	XP_005085771.1	XP_004713242.1
OG0006052	XP_040589585.1	XP_045144253.1
OG0006053	XP_012979930.1	XP_045144239.1
OG0006054	XP_005085192.1	XP_004713231.1
OG0006055	XP_012979944.1	XP_045144199.1
OG0006056	XP_040589605.1	XP_045144206.1
OG0006057	XP_005087895.1	XP_004713176.1
OG0006058	XP_005072563.1	XP_004711249.1
OG0006059	XP_005072560.2	XP_004711246.1
OG0006060	XP_005076875.1	XP_004713111.1
OG0006061	XP_040600506.1	XP_045151789.1
OG0006062	XP_040600548.1	XP_045144312.1
OG0006063	XP_040600581.1	XP_045143151.1
OG0006064	XP_040600694.1	XP_045141381.1
OG0006065	XP_005086956.1	XP_045141459.1, XP_045145341.1, XP_045147071.1
OG0006066	XP_005087573.1	XP_004717593.1
OG0006067	XP_021090307.1	XP_030741594.1
OG0006068	XP_005072534.1	XP_004718228.1
OG0006069	XP_040603874.1	XP_045140355.1, XP_045140354.1, XP_004696915.2, XP_045140356.1
OG0006070	XP_005088202.1	XP_004698938.1
OG0006071	XP_040584131.1, XP_005065907.1	XP_045150457.1, XP_004702032.1
OG0006072	XP_012973707.1	XP_004702913.1
OG0006073	XP_040604117.1	XP_004705886.1
OG0006074	XP_005066610.1	XP_004707613.1
OG0006075	XP_040606066.1, XP_040606067.1, XP_040606065.1	XP_004709314.1
OG0006076	XP_005064295.1	XP_004714470.1
OG0006077	XP_040609522.1	XP_012859799.2
OG0006078	XP_040607595.1, XP_040607594.1	XP_045147981.1
OG0006079	XP_005073204.1	XP_045149500.1
OG0006089	XP_005063974.3	XP_030743439.1
OG0006090	NP_001268594.1, XP_040593487.1	XP_004696323.1
OG0006091	XP_040611869.1, XP_040611870.1	XP_045151713.1
OG0006092	NP_001268491.1, XP_021085592.1	XP_004704108.1
OG0006093	XP_005073880.1, XP_040601661.1	XP_045140516.1, XP_045150933.1
OG0006094	XP_005070432.1	XP_004710254.1
OG0006095	XP_021091894.1	XP_030740803.1
OG0006096	XP_040607731.1	XP_045140251.1
OG0006097	XP_040605550.1	XP_004707161.1
OG0006098	XP_005070640.1	XP_004701608.1
OG0006099	XP_005077354.1	XP_045141615.1
OG0006100	XP_040604618.1	XP_045150686.1, XP_045150931.1, XP_045140757.1
OG0006101	XP_040613491.1	XP_045141182.1
OG0006102	XP_021084500.2	XP_045149190.1
OG0006103	XP_005087312.1	XP_004702367.1
OG0006104	XP_005086990.1	XP_004717657.1
OG0006106	XP_005068648.1	XP_004704425.1
OG0006107	XP_012973554.1	XP_004714911.1
OG0006108	XP_040598118.1	XP_004700971.1
OG0006109	XP_040599846.1	XP_004713421.1
OG0006110	XP_005074951.1	XP_004715234.1
OG0006111	XP_012970530.1	XP_045150836.1
OG0006112	XP_005080422.1	XP_004706041.2
OG0006113	XP_040595717.1	XP_004712486.2
OG0006114	XP_021090175.2	XP_045141181.1
OG0006116	NP_001268282.1	XP_004700194.1
OG0006117	XP_040604187.1	XP_045142043.1
OG0006118	XP_040606226.1	XP_004706487.1
OG0006119	XP_040602814.1	XP_004716425.1
OG0006120	XP_040605896.1	XP_004704320.1
OG0006121	XP_012982749.1	XP_045150513.1
OG0006122	XP_040610920.1	XP_045147750.1
OG0006123	XP_040605690.1	XP_030743971.1
OG0006124	XP_040588151.1	XP_004711746.1
OG0006125	XP_040597790.1	XP_045140679.1
OG0006127	XP_005139318.2	XP_012860829.1
OG0006128	XP_021091078.1	XP_045151602.1, XP_004716655.1
OG0006129	XP_040595546.1	XP_045153612.1
OG0006130	XP_005078069.1	XP_004698142.1
OG0006131	XP_012980064.1	XP_012863953.1
OG0006133	XP_021084499.1, XP_040587150.1	XP_004709615.1
OG0006134	XP_040591894.1, XP_040591893.1	XP_004701227.1, XP_045147519.1
OG0006135	XP_012981259.1	XP_004711882.1
OG0006136	XP_040585378.1	XP_045150842.1
OG0006137	XP_040586964.1, NP_001268306.1	XP_030741831.1
OG0006138	XP_005069548.1	XP_004712871.1
OG0006139	XP_040591336.1	XP_004704557.1
OG0006140	XP_005076253.1	XP_045149732.1
OG0006141	XP_005073509.1	XP_004706707.1
OG0006142	NP_001268611.1	XP_004696263.1
OG0006143	XP_012966675.1	XP_045143169.1
OG0006144	XP_005069813.1	XP_004704136.1
OG0006145	XP_005071371.1	XP_004706767.1
OG0006146	XP_005085045.1	XP_004698081.1
OG0006147	XP_040614032.1	XP_045140460.1
OG0006148	XP_012978277.1	XP_004718079.2, XP_012860394.1
OG0006149	XP_040613489.1	XP_004716992.3
OG0006150	XP_005068707.1	XP_045151217.1, XP_045151216.1
OG0006151	XP_005072814.1	XP_004698707.1
OG0006152	XP_005069814.1	XP_045153487.1
OG0006153	XP_040613111.1	XP_004706675.1
OG0006154	XP_005074439.1	XP_004703408.1
OG0006155	XP_005067577.1	XP_030742345.2
OG0006156	XP_005074266.1	XP_004710002.2
OG0006158	XP_040604553.1	XP_004696665.1, XP_012862801.1
OG0006159	XP_040589246.1	XP_045146918.1
OG0006161	XP_005077978.1	XP_045153689.1, XP_004709083.1
OG0006162	XP_040591892.1, XP_005083594.1	XP_045147335.1
OG0006163	XP_021081176.1	XP_004711477.1
OG0006164	XP_012972564.1	XP_045152574.1
OG0006165	XP_005066069.1	XP_004708189.1
OG0006166	XP_021090270.1	XP_004702868.1
OG0006167	XP_005084851.1	XP_012862148.1
OG0006168	XP_021087598.1	XP_004699989.1
OG0006169	XP_040601822.1	XP_004708376.1
OG0006170	XP_021088241.1	XP_045154135.1, XP_004705495.1
OG0006172	XP_005072149.1	XP_004699506.1
OG0006173	XP_005067361.1	XP_004711393.1
OG0006174	XP_040609301.1	XP_004701649.1
OG0006175	XP_040614000.1	XP_045140947.1
OG0006176	XP_040603820.1, XP_005071187.3	XP_045145804.1
OG0006178	XP_005080165.1	XP_004714770.2
OG0006179	XP_005086485.1	XP_045148940.1
OG0006180	XP_040604709.1	XP_004713714.1
OG0006181	XP_005068588.1	XP_045142447.1
OG0006182	XP_005079405.1	XP_045154953.1, XP_045154954.1
OG0006183	XP_040592335.1, XP_005087139.1	XP_004715517.1
OG0006184	XP_005066219.1	XP_004702323.1
OG0006185	XP_040596156.1	XP_045142466.1
OG0006186	XP_005076381.1	XP_012860621.1
OG0006187	XP_012969226.1	XP_045150729.1
OG0006188	XP_040610281.1	XP_004717485.1
OG0006190	XP_005079730.1	XP_004716962.2
OG0006191	XP_040588405.1	XP_004711750.1
OG0006192	XP_021079585.1	XP_004716579.1
OG0006193	XP_005080276.1	XP_045154280.1
OG0006195	XP_040595056.1, XP_040594508.1	XP_004716305.1
OG0006196	XP_005067468.1	XP_004707345.1
OG0006199	XP_040600869.1, XP_005064845.2	XP_004712792.1
OG0006201	XP_040591916.1	XP_004698486.1
OG0006202	XP_012981431.1	XP_004710581.1
OG0006203	XP_012979291.2	XP_045152039.1
OG0006204	XP_040594112.1	XP_045152008.1
OG0006205	XP_040594535.1, XP_005081507.1, XP_040594536.1	XP_004703084.1
OG0006206	XP_040597618.1	XP_045152174.1
OG0006207	XP_040597552.1	XP_045151988.1
OG0006208	XP_040593571.1, NP_001268627.1	XP_004703051.1
OG0006209	XP_012965666.1	XP_004702218.1
OG0006210	XP_040589854.1, XP_005069784.1	XP_004708661.1
OG0006211	XP_040584079.1	XP_030742732.2, XP_045150580.1
OG0006212	XP_005065944.2, XP_040597890.1	XP_004702169.1
OG0006213	XP_040584246.1	XP_045150652.1
OG0006214	XP_005065954.1	XP_004701999.2
OG0006215	XP_005065968.1	XP_004711682.2
OG0006216	XP_005065976.2	XP_004701989.1
OG0006217	XP_005065977.1	XP_004701987.1
OG0006218	XP_040584038.1, XP_040614092.1	XP_004701979.1
OG0006219	XP_005083064.4	XP_030742736.2
OG0006220	XP_005083069.1	XP_012859882.1
OG0006221	XP_040614124.1, XP_040596433.1, XP_040606294.1	XP_004702085.1
OG0006222	XP_040584127.1	XP_045150455.1, XP_045141969.1
OG0006223	XP_005078494.2	XP_045145361.1
OG0006224	XP_012974806.1	XP_045145364.1
OG0006225	XP_012974765.1	XP_045154550.1
OG0006226	XP_005088210.1	XP_004713894.1
OG0006227	XP_005063764.1	XP_045145113.1
OG0006228	XP_005066382.2	XP_045140840.1
OG0006229	XP_012966055.2	XP_045150311.1
OG0006230	XP_005066380.1	XP_004713954.1
OG0006231	XP_005066372.1	XP_004717792.1
OG0006232	XP_005066304.2	XP_004717796.1
OG0006233	XP_040611889.1	XP_045154582.1, XP_004717793.1
OG0006234	XP_040611890.1	XP_012864086.1
OG0006235	XP_005084169.1	XP_012863463.1
OG0006236	XP_040589992.1	XP_004715757.1
OG0006237	XP_012979160.2	XP_045148974.1, XP_045148320.1
OG0006238	XP_040592079.1	XP_004710488.1
OG0006239	XP_005084783.2	XP_045148571.1
OG0006240	XP_040591963.1	XP_004710692.1
OG0006242	XP_005086789.3	XP_004710686.1
OG0006243	XP_005086802.2	XP_045148584.1
OG0006244	XP_040590587.1	XP_004710462.1
OG0006245	XP_021078909.2	XP_045148598.1
OG0006246	XP_040590426.1	XP_012862069.2
OG0006247	XP_040590585.1	XP_004710621.1
OG0006248	XP_005086389.1	XP_004710595.1
OG0006249	XP_040590332.1	XP_004710594.1
OG0006250	XP_040590309.1	XP_045148785.1
OG0006251	XP_005086259.1	XP_004715893.1
OG0006252	XP_005086252.2	XP_004715834.1
OG0006253	XP_040591422.1	XP_004715845.1
OG0006254	XP_005081904.1	XP_004704966.1
OG0006255	XP_040591428.1	XP_004704766.2
OG0006256	XP_040611374.1	XP_045156163.1
OG0006257	XP_012979990.2	XP_004702331.1
OG0006258	XP_040611195.1	XP_045153760.1
OG0006259	XP_012978548.2	XP_045145812.1, XP_012861610.2
OG0006260	XP_040611411.1	XP_045141566.1
OG0006261	XP_012976832.1	XP_045141571.1, XP_045141570.1
OG0006263	XP_005071779.1	XP_004712681.2
OG0006264	XP_012968187.1	XP_045140518.1
OG0006265	XP_005069286.1	XP_004697084.2
OG0006266	XP_005069281.1	XP_004696731.1
OG0006267	XP_040597818.1	XP_045140660.1
OG0006268	XP_021082307.1	XP_012861069.1
OG0006269	XP_005069241.1	XP_004697118.1
OG0006270	XP_005065594.2	XP_004703768.2
OG0006271	XP_012980886.1	XP_004703767.1
OG0006272	XP_005065638.1	XP_004703622.1
OG0006273	XP_040584933.1	XP_045141165.1
OG0006274	XP_040584811.1	XP_045141162.1
OG0006275	XP_005065675.1	XP_045141245.1
OG0006276	XP_005065678.1	XP_004703595.1
OG0006277	XP_040584839.1, XP_040584840.1	XP_045141287.1
OG0006278	XP_005078683.1	XP_004704929.1
OG0006279	XP_005078679.1	XP_004704702.1
OG0006280	XP_040591307.1	XP_004704941.2
OG0006281	XP_005079247.1	XP_004704750.1
OG0006282	XP_005079538.4	XP_030743844.2
OG0006283	XP_012975578.1	XP_004705071.1
OG0006284	XP_012982445.1	XP_004705114.1
OG0006285	XP_040612262.1	XP_045154873.1
OG0006286	XP_005081117.1	XP_045154224.1, XP_045144718.1
OG0006287	XP_005081123.2	XP_004705202.1
OG0006288	XP_040613472.1	XP_004705208.1
OG0006289	XP_040590840.1	XP_045154701.1
OG0006290	XP_040591023.1	XP_004705236.1, XP_045154704.1
OG0006291	XP_005069827.3	XP_004702505.1
OG0006292	XP_005077874.1	XP_004708266.3
OG0006293	XP_040613977.1	XP_004706693.3
OG0006294	XP_021086909.2	XP_004706700.1
OG0006295	XP_021079045.2	XP_004703710.1
OG0006296	XP_005065710.1	XP_004703574.1
OG0006297	XP_040589260.1	XP_004700089.1
OG0006298	XP_012976996.1	XP_012859543.2
OG0006299	XP_040586360.1	XP_045152404.1
OG0006300	XP_040585611.1, XP_040585610.1	XP_004708158.2
OG0006301	XP_005077858.1	XP_004708157.1
OG0006302	XP_012974399.1	XP_030740317.1
OG0006303	XP_040585586.1	XP_004708273.2
OG0006304	XP_040585569.1, XP_005077862.2	XP_004708152.2
OG0006305	XP_040585522.1	XP_045142235.1
OG0006307	XP_040585395.1	XP_045142244.1
OG0006308	XP_005077900.2	XP_004708141.2
OG0006309	XP_005077903.1, XP_021087345.1	XP_045142305.1
OG0006310	XP_040595667.1	XP_004699782.1
OG0006311	XP_040602925.1	XP_045145391.1
OG0006312	XP_012967961.1	XP_004715142.1
OG0006313	XP_012967892.1, XP_005068935.1	XP_004715128.1
OG0006315	XP_040602836.1	XP_045145406.1
OG0006316	XP_005068886.1, XP_012967975.1	XP_004715191.1
OG0006317	XP_005068888.1	XP_004715136.1
OG0006318	XP_021085363.1, XP_005074438.1	XP_004703225.1
OG0006319	XP_005074450.1	XP_045140044.1
OG0006320	XP_040589331.1	XP_045145442.1
OG0006322	XP_005084465.1	XP_045141624.1
OG0006323	XP_012976437.1	XP_004700083.2
OG0006324	XP_021088411.2	XP_012860710.2
OG0006325	XP_040611256.1	XP_012862573.1
OG0006326	XP_021083845.1	XP_004709880.1, XP_045150187.1
OG0006328	XP_005064748.1	XP_045153930.1
OG0006329	XP_005070854.1	XP_004701166.1
OG0006330	XP_040588189.1	XP_045147614.1
OG0006331	XP_040588129.1, XP_040589250.1	XP_004701442.1
OG0006332	XP_040588076.1, XP_005070887.1	XP_045147617.1
OG0006333	XP_005070891.1	XP_004701201.1
OG0006334	XP_005070892.1	XP_045147559.1, XP_004701202.1
OG0006335	XP_040588309.1	XP_045147621.1
OG0006336	XP_040588376.1	XP_045147622.1
OG0006337	XP_040591873.1	XP_045147132.1
OG0006338	XP_005083592.1	XP_045147105.1
OG0006339	XP_012976629.1, XP_012976628.1	XP_004713034.1, XP_045149457.1
OG0006340	XP_005077688.1	XP_004709256.1
OG0006341	XP_005077689.1	XP_004709255.1, XP_030742371.1
OG0006342	XP_005078413.1	XP_004696878.1
OG0006343	XP_005078411.1	XP_045140747.1
OG0006344	XP_012974796.1	XP_045140521.1
OG0006345	XP_040611934.1	XP_004696864.1
OG0006346	XP_005088510.1	XP_004697197.1
OG0006347	XP_005081595.1	XP_012860415.2
OG0006348	XP_005065481.1, XP_040610201.1	XP_004698171.1
OG0006349	XP_005071982.1	XP_004696821.1
OG0006350	XP_005074756.1	XP_004697148.1
OG0006351	XP_005074755.1, XP_040597699.1	XP_012861629.1
OG0006352	XP_040597673.1	XP_004697137.1
OG0006353	XP_021085502.2	XP_045150502.1, XP_004696766.1
OG0006354	XP_005086566.1	XP_012863847.2
OG0006355	XP_040613516.1	XP_045141324.1
OG0006356	XP_005083236.1	XP_012863301.2
OG0006357	XP_005078056.1	XP_030744802.2
OG0006358	XP_040613665.1	XP_045141081.1
OG0006359	XP_012974480.1	XP_004698420.1
OG0006360	XP_005078065.1	XP_004698140.1
OG0006361	XP_040613586.1	XP_004698437.1
OG0006362	XP_005081364.2, XP_040613598.1	XP_045141090.1
OG0006363	XP_040613583.1	XP_045141198.1
OG0006364	XP_005085801.1	XP_004698666.1
OG0006365	XP_005069507.1	XP_045139503.1
OG0006366	XP_021087736.1	XP_004714262.1
OG0006367	XP_021078519.1, XP_005085890.1	XP_004714225.2
OG0006368	XP_005085897.1	XP_004714246.3
OG0006369	XP_005085905.1	XP_004714243.1
OG0006371	XP_040586070.1	XP_004716329.1
OG0006372	XP_005069464.1, XP_040585811.1	XP_004716324.2
OG0006373	XP_021082411.1, XP_021082410.1, XP_021082413.1	XP_045139548.1
OG0006374	XP_012968473.2	XP_004712908.2
OG0006375	XP_040586107.1, XP_040586106.1, XP_005069554.1	XP_004712925.2
OG0006376	XP_040585631.1	XP_012861702.2
OG0006377	XP_021082473.1	XP_045153690.1
OG0006378	XP_040585915.1	XP_045153675.1
OG0006379	XP_040591604.1	XP_012861688.1
OG0006380	XP_040605019.1	XP_004716246.1
OG0006381	XP_040604962.1	XP_012863628.1
OG0006382	XP_012967017.1	XP_004716177.1, XP_045150946.1
OG0006383	XP_005067563.2	XP_004713046.1
OG0006384	XP_005067572.1	XP_030742348.2
OG0006385	XP_040604909.1	XP_004713055.2
OG0006386	XP_012967174.1	XP_004712949.1
OG0006387	XP_040604858.1	XP_004712995.1
OG0006388	XP_005067653.3	XP_004713000.1
OG0006389	XP_040604791.1	XP_004716362.1
OG0006390	XP_040604754.1	XP_045146217.1
OG0006391	XP_005067700.2, XP_012967197.2	XP_030742353.1
OG0006392	XP_005067720.1	XP_045149221.1, XP_045149220.1, XP_045149222.1, XP_004709243.1
OG0006393	XP_040613048.1	XP_045148133.1
OG0006395	XP_005074366.1	XP_004699442.1
OG0006396	XP_005072241.1	XP_045147920.1
OG0006397	XP_040612956.1	XP_045147687.1
OG0006398	XP_040590921.1	XP_045155173.1
OG0006399	XP_005079283.1	XP_045154889.1
OG0006400	XP_005079294.1	XP_004709832.1, XP_045144792.1
OG0006401	XP_005079306.1	XP_045154997.1
OG0006402	XP_005079315.1	XP_004718003.2, XP_045155017.1
OG0006403	XP_005079319.1	XP_045155054.1
OG0006404	XP_005079326.1	XP_004705260.1, XP_045150297.1, XP_045148369.1, XP_004710851.1
OG0006405	XP_040590832.1	XP_045155150.1
OG0006406	XP_021088256.1	XP_045155149.1
OG0006407	XP_005073184.1	XP_004704559.1
OG0006408	XP_040591515.1	XP_045149537.1
OG0006410	XP_040592743.1	XP_004704602.1
OG0006411	NP_001268308.1	XP_045149672.1
OG0006412	XP_040593089.1	XP_045149772.1
OG0006413	XP_040592530.1	XP_004704644.1
OG0006414	XP_005076347.2	XP_004704669.1
OG0006415	XP_012973387.1	XP_004704676.1
OG0006416	XP_005078716.1	XP_012860630.2
OG0006417	XP_005078705.1	XP_045149627.1
OG0006419	XP_040596704.1	XP_004704684.1
OG0006420	XP_021084066.1	XP_004699459.1
OG0006421	XP_005073137.1	XP_045149532.1
OG0006422	XP_005084606.1	XP_004705905.1
OG0006423	XP_005080395.1	XP_004705629.1
OG0006424	XP_040587623.1	XP_004705634.1
OG0006425	XP_040587529.1	XP_045140466.1
OG0006426	XP_040587276.1	XP_012861001.1
OG0006427	XP_005080414.1	XP_004705682.1
OG0006428	XP_005080429.1	XP_045140607.1
OG0006429	XP_005080484.1	XP_045141176.1
OG0006430	XP_005080487.2	XP_004705649.1
OG0006431	XP_040586976.1	XP_045146706.1, XP_045141805.1
OG0006433	XP_005079970.1	XP_004705620.1
OG0006434	XP_005079986.1	XP_004705975.1
OG0006435	XP_021088627.1	XP_012860867.1
OG0006436	XP_040607218.1	XP_004705606.1
OG0006437	XP_005080019.1, XP_040607216.1, XP_040607215.1	XP_004705958.1
OG0006438	XP_005063436.1	XP_004706064.1
OG0006439	XP_005064381.1	XP_004706068.1
OG0006440	XP_040609752.1, XP_005064411.1	XP_004705712.1
OG0006441	XP_005064426.2	XP_004706084.1
OG0006442	XP_040610561.1	XP_030744800.1
OG0006443	XP_040611071.1	XP_004706115.1
OG0006444	XP_040611157.1	XP_004706121.1
OG0006445	XP_040611158.1	XP_045140961.1
OG0006446	XP_021087035.2	XP_045141947.1
OG0006447	XP_005084636.1	XP_004705915.1
OG0006449	XP_005084613.1	XP_004705909.2
OG0006451	XP_012977163.1	XP_012860965.2
OG0006452	XP_040604093.1	XP_045141977.1
OG0006453	XP_040604102.1	XP_030744859.1, XP_045141289.1
OG0006454	XP_021089444.1	XP_045141974.1
OG0006455	XP_005081706.1	XP_004705878.1
OG0006456	XP_005081705.1	XP_004705877.1
OG0006457	XP_021089450.1, XP_012977189.1	XP_045141899.1
OG0006458	XP_040604182.1	XP_045156068.1
OG0006459	XP_040604217.1, XP_021089498.1	XP_004706203.2
OG0006460	XP_012977165.2	XP_045141958.1
OG0006461	XP_005081622.1	XP_045141953.1, XP_012864227.1
OG0006462	XP_005081611.1	XP_004706166.1
OG0006463	XP_040603862.1	XP_004706159.1
OG0006465	XP_012973845.1, XP_005077160.1	XP_012859241.1
OG0006466	XP_040607903.1	XP_045147841.1
OG0006467	XP_040607608.1	XP_045147922.1, XP_004699646.1, XP_045147921.1
OG0006468	XP_040607508.1	XP_045148093.1
OG0006469	XP_012978566.1	XP_004699382.2
OG0006470	XP_040607479.1	XP_004699388.1
OG0006471	XP_040587282.1, XP_040587281.1	XP_045152396.1, XP_045140496.1
OG0006472	XP_005079918.1	XP_004700180.1
OG0006473	XP_012978318.1	XP_045151967.1
OG0006474	XP_040593342.1	XP_030743644.1
OG0006475	XP_005073453.1	XP_004699859.1
OG0006476	XP_005073454.1	XP_004699858.1, XP_045150643.1
OG0006477	XP_012971292.3	XP_004699837.1
OG0006478	XP_005082920.1	XP_004699924.1
OG0006479	XP_040594186.1	XP_045154131.1
OG0006480	XP_005071323.2	XP_004706728.1
OG0006481	XP_040594032.1	XP_004706727.1
OG0006482	XP_005071386.1	XP_004706871.1
OG0006483	XP_040593163.1	XP_004706779.1
OG0006484	XP_040594179.1	XP_045154043.1
OG0006485	XP_005071393.1	XP_030743626.2
OG0006486	XP_021083556.1	XP_045153776.1
OG0006487	XP_005071406.2	XP_004706787.1
OG0006488	XP_005071417.1	XP_004706889.2
OG0006489	XP_012969705.1	XP_004706806.1
OG0006490	XP_005071449.2	XP_004706809.1
OG0006491	XP_005078214.1	XP_004700014.1
OG0006492	XP_021087577.1	XP_030743684.2
OG0006493	XP_005078187.1	XP_045154065.1
OG0006494	XP_012976122.1	XP_004714778.1
OG0006495	XP_021088736.1	XP_045154445.1
OG0006496	XP_005080177.2	XP_004714755.1
OG0006497	XP_005080197.1	XP_045154359.1
OG0006498	XP_040608383.1, XP_040608382.1	XP_004714737.1
OG0006499	XP_040608338.1	XP_004714711.1
OG0006500	XP_005080242.1	XP_004714708.1
OG0006502	XP_005080297.2	XP_004714789.1
OG0006503	XP_005076528.1, XP_012973458.1	XP_030743154.2
OG0006504	XP_040613888.1, XP_040613887.1, XP_040613886.1	XP_045151971.1
OG0006505	XP_040613804.1	XP_004702982.1
OG0006506	XP_005065439.1	XP_004702959.1
OG0006507	XP_005074703.1	XP_004703931.1
OG0006508	XP_040597605.1	XP_004702927.1
OG0006509	XP_040597527.1	XP_045152029.1
OG0006510	XP_012980939.1	XP_045144060.1, XP_004698769.1
OG0006511	XP_021081807.1	XP_004699170.1
OG0006512	XP_005085632.1, XP_012980361.1	XP_004698534.2
OG0006513	XP_021084475.1	XP_045143572.1
OG0006514	XP_012967677.1	XP_004698824.1
OG0006515	XP_005085626.1	XP_004698524.1
OG0006516	XP_040596451.1, XP_040596453.1, XP_040596454.1, XP_040596452.1	XP_030740753.1
OG0006517	XP_005085636.2	XP_045143655.1
OG0006518	XP_021091908.1	XP_045143980.1
OG0006519	XP_005085672.1	XP_045143592.1
OG0006520	XP_005085674.1	XP_004698557.1, XP_045143988.1, XP_045143987.1
OG0006521	XP_021091891.2	XP_045143823.1
OG0006522	XP_040599066.1	XP_045143889.1
OG0006523	XP_005080563.1, XP_040612263.1	XP_004698589.1
OG0006524	XP_005073560.1	XP_004698618.1
OG0006525	XP_040598937.1	XP_004698629.1
OG0006526	XP_040598927.1	XP_045143943.1
OG0006527	XP_040598929.1	XP_004698636.1
OG0006528	XP_040591672.1	XP_045147652.1
OG0006529	XP_005072895.3	XP_045143564.1
OG0006530	XP_040598884.1	XP_004698682.1
OG0006531	XP_040598874.1	XP_004698690.1
OG0006532	XP_040598841.1	XP_045143561.1, XP_045143739.1
OG0006533	XP_040598823.1	XP_045143557.1
OG0006534	XP_040598819.1	XP_045144183.1
OG0006535	XP_005072808.1, XP_040600284.1	XP_045144047.1
OG0006536	XP_040598775.1	XP_004698721.1
OG0006537	XP_012970878.1, XP_005072787.1, XP_040598764.1	XP_004698728.1
OG0006540	XP_040598714.1	XP_045143916.1
OG0006541	XP_040598698.1	XP_004698764.1
OG0006542	XP_040598685.1	XP_004699091.1
OG0006543	XP_005084065.1	XP_004698780.1, XP_045143747.1
OG0006545	XP_012967622.1, XP_005068425.1	XP_045143700.1, XP_004699145.1
OG0006546	XP_040598453.1	XP_045144012.1
OG0006547	XP_040598809.1	XP_045143556.1
OG0006549	XP_040591629.1	XP_045152558.1
OG0006550	XP_040604000.1	XP_012861270.1
OG0006551	XP_005076043.1	XP_004707203.1
OG0006552	XP_040605595.1	XP_004707196.1
OG0006553	XP_021081290.2	XP_004706950.1
OG0006554	XP_040606098.1	XP_045155458.1
OG0006555	XP_040606033.1	XP_045155445.1
OG0006557	XP_005085347.1	XP_004717388.1
OG0006558	XP_012968876.1	XP_045155401.1
OG0006559	XP_005070142.1	XP_004707267.1
OG0006560	XP_040605776.1, XP_040605778.1, XP_040605777.1	XP_004707262.1
OG0006561	XP_040605593.1	XP_045155799.1
OG0006562	XP_005075997.1	XP_004707181.2
OG0006563	XP_040605551.1	XP_004707163.1
OG0006564	XP_040605532.1	XP_004707486.1
OG0006565	XP_005075958.1	XP_004707479.2
OG0006566	XP_040605460.1	XP_045155914.1
OG0006567	XP_012973105.1	XP_045155282.1
OG0006568	NP_001268330.1, XP_040603833.1	XP_004707438.1
OG0006569	XP_005075845.1	XP_045155512.1
OG0006570	XP_012973036.2	XP_004707079.1
OG0006571	XP_040605364.1	XP_004707076.1
OG0006573	XP_040605320.1	XP_030743957.1
OG0006574	XP_040605237.1	XP_012861205.1
OG0006575	XP_040605226.1	XP_004707021.1
OG0006576	XP_040605212.1	XP_004707008.1
OG0006577	XP_040603949.1	XP_004706987.1
OG0006578	XP_040605128.1	XP_045155514.1
OG0006579	XP_005067440.1	XP_030744104.1
OG0006580	XP_005083787.1	XP_004714522.1
OG0006581	XP_005083780.1	XP_045145271.1
OG0006582	XP_012978785.2	XP_004714491.1
OG0006583	XP_005083707.1	XP_004714570.2
OG0006584	XP_012980160.1	XP_045144512.1, XP_045151782.1
OG0006585	XP_040601048.1	XP_004713380.1
OG0006586	XP_005085490.2	XP_045144457.1
OG0006587	XP_040601044.1	XP_004713295.1
OG0006588	XP_040592850.1	XP_045144473.1
OG0006589	XP_040591564.1	XP_045144444.1
OG0006590	XP_021088503.2	XP_004700593.1
OG0006591	XP_040600363.1	XP_045145020.1
OG0006592	XP_040610612.1	XP_045144992.1
OG0006593	XP_005079796.2	XP_004700594.1
OG0006594	XP_005079817.1	XP_045147648.1
OG0006595	XP_012975796.2	XP_045148924.1
OG0006596	XP_005079835.1	XP_045147489.1
OG0006597	XP_005079840.1	XP_045148171.1
OG0006598	XP_040610737.1	XP_004700862.1
OG0006599	XP_012977003.1	XP_004700510.1
OG0006600	XP_040610794.1	XP_004718231.2
OG0006601	XP_005067152.1	XP_045147848.1
OG0006602	XP_012966581.1	XP_045148051.1, XP_004700665.1
OG0006603	XP_040609910.1	XP_045149092.1, XP_045149089.1, XP_045149101.1
OG0006604	XP_005067130.1	XP_045148030.1
OG0006606	XP_021081093.2, XP_040609962.1, XP_012966659.2	XP_045146631.1
OG0006607	XP_005067106.2	XP_004700704.1
OG0006608	XP_040610006.1	XP_045146746.1
OG0006609	XP_021081064.2	XP_004700352.1
OG0006610	XP_005067037.2	XP_004700720.1
OG0006611	XP_040590762.1, XP_040590759.1, XP_040590761.1, XP_040590760.1	XP_004700780.2
OG0006612	XP_005083840.1	XP_004700393.1
OG0006613	XP_005075414.1	XP_004704391.1
OG0006614	XP_040585461.1	XP_030744352.2
