Orthogroup	Mesocricetus_auratus	Canis_lupus_familiaris
OG0005047	XP_005084283.1	XP_038417895.1
OG0005048	XP_012979215.1, XP_040608147.1, XP_005084311.1	XP_038418037.1
OG0005049	XP_040608161.1	XP_038418068.1
OG0005050	XP_012976182.1	XP_038418384.1
OG0005052	XP_005080913.1	XP_038418667.1, XP_038418665.1, XP_038418666.1
OG0005053	XP_040591096.1	XP_038418709.1
OG0005055	XP_040584656.1, XP_040592881.1	XP_038418775.1
OG0005056	XP_012971179.1	XP_038418837.1
OG0005057	XP_005064930.1	XP_038418952.1
OG0005058	XP_040606304.1	XP_038419649.1
OG0005059	XP_040606075.1, XP_040606071.1	XP_038419701.1
OG0005060	XP_005064114.1	XP_038419716.1, XP_038419717.1
OG0005061	XP_040606039.1	XP_038419719.1
OG0005062	XP_040605634.1	XP_038419802.1
OG0005063	XP_005088266.1	XP_038419908.1
OG0005064	XP_005064014.2	XP_038419945.1
OG0005065	XP_040604021.1, XP_040604014.1, XP_040604020.1, XP_040604032.1, XP_040604025.1	XP_038420155.1
OG0005066	XP_005063905.1	XP_038420286.1
OG0005067	XP_005064064.1	XP_038420426.1
OG0005068	XP_040590730.1	XP_038420482.1
OG0005069	XP_040610389.1	XP_038420571.1
OG0005070	XP_012980412.1	XP_038420785.1, XP_038420784.1, XP_038420783.1, XP_038420782.1
OG0005071	XP_040593846.1	XP_038420897.1
OG0005072	XP_005079937.1	XP_038420965.1
OG0005073	XP_005072561.1	XP_038443766.1, XP_038421034.1
OG0005074	XP_005078607.1	XP_038421250.1, XP_038421251.1
OG0005075	XP_005083315.2	XP_038421270.1
OG0005076	XP_040595963.1	XP_038433843.1, XP_038421287.1
OG0005077	XP_040591179.1, XP_040591180.1	XP_038421313.1
OG0005078	XP_040593679.1	XP_038421507.1
OG0005079	XP_040593345.1	XP_038421590.1
OG0005080	XP_040593180.1	XP_038421770.1
OG0005081	XP_005071249.1	XP_038421804.1
OG0005082	XP_005076440.2	XP_038421927.1
OG0005083	XP_021087041.1	XP_038421965.1
OG0005084	XP_040603742.1	XP_038422106.1, XP_038422102.1
OG0005085	XP_040595746.1	XP_038422283.1
OG0005086	XP_040595374.1	XP_038422321.1
OG0005087	XP_005075011.1	XP_038422440.1
OG0005088	XP_005075023.1	XP_038422466.1
OG0005089	XP_005075132.1	XP_038422474.1
OG0005090	XP_040598048.1	XP_038422804.1
OG0005091	XP_040596151.1	XP_038422596.1
OG0005092	XP_012977688.2, XP_040595523.1, XP_040595522.1	XP_038422602.1
OG0005093	XP_040597983.1	XP_038422688.1, XP_038437949.1
OG0005094	XP_012980784.1, XP_005086184.1	XP_038422732.1
OG0005095	XP_040598011.1	XP_038422756.1, XP_038422755.1
OG0005096	XP_005086233.2	XP_038422762.1
OG0005097	XP_005086175.1	XP_038422768.1
OG0005098	XP_021087716.1	XP_038423305.1
OG0005099	XP_040592898.1, XP_040589262.1	XP_038423334.1
OG0005100	XP_005081372.1	XP_038423425.1
OG0005101	XP_040593026.1	XP_038423468.1
OG0005104	XP_021089361.1	XP_038423624.1
OG0005105	XP_005081433.1	XP_038423642.1
OG0005106	XP_005081449.1	XP_038423695.1, XP_038423694.1
OG0005107	XP_005083299.1	XP_038423789.1
OG0005108	XP_005083359.2	XP_038423889.1
OG0005109	XP_005083364.1	XP_038423921.1
OG0005110	NP_001268540.1	XP_038423922.1
OG0005111	XP_005085428.2	XP_038424281.1
OG0005112	XP_040587723.1	XP_038424499.1
OG0005113	XP_005087509.1	XP_038424801.1
OG0005114	XP_005075823.1	XP_038424880.1, XP_038424879.1, XP_038424878.1, XP_038424881.1
OG0005115	XP_005075750.1	XP_038424926.1
OG0005116	XP_005075713.1	XP_038425018.1
OG0005117	XP_012973005.1	XP_038425054.1
OG0005118	XP_040589478.1, XP_040589477.1, XP_012981843.1	XP_038425332.1
OG0005119	XP_005071099.3	XP_038425451.1
OG0005120	XP_040585496.1, XP_040585469.1	XP_038425505.1
OG0005121	XP_040585070.1	XP_038425514.1
OG0005122	XP_040609744.1, XP_012982061.1	XP_038425688.1
OG0005123	XP_005139274.2	XP_038425786.1
OG0005125	XP_005082356.1	XP_038426192.1
OG0005126	XP_040596251.1, XP_040596250.1	XP_038426379.1
OG0005127	XP_005082402.1	XP_038426394.1
OG0005128	XP_040595670.1	XP_038426498.1
OG0005129	XP_005082364.1	XP_038426515.1
OG0005130	XP_040603680.1	XP_038426711.1
OG0005131	XP_005072066.1	XP_038426910.1
OG0005132	XP_021083987.1, XP_021083988.1, XP_012970302.1	XP_038426942.1
OG0005133	XP_005072612.1	XP_038427278.1
OG0005134	XP_040602367.1	XP_038427380.1
OG0005135	XP_005068764.1	XP_038427468.1
OG0005136	XP_005068724.1, XP_040602282.1	XP_038427597.1
OG0005137	XP_005068673.1	XP_038427717.1
OG0005138	XP_005072594.1	XP_038427766.1
OG0005139	XP_005086110.1	XP_038427838.1, XP_038427839.1
OG0005140	XP_040602447.1	XP_038427875.1
OG0005141	XP_012979532.1	XP_038428122.1
OG0005142	XP_040589063.1	XP_038428151.1
OG0005143	XP_005082715.1	XP_038428215.1
OG0005144	XP_005082712.1	XP_038428220.1
OG0005145	XP_040588814.1	XP_038428498.1
OG0005146	XP_005074510.1	XP_038428548.1
OG0005147	XP_005074534.1	XP_038428642.1
OG0005148	XP_040588830.1	XP_038428671.1
OG0005149	XP_005074563.1	XP_038428704.1, XP_038428702.1, XP_038428703.1
OG0005150	XP_040588603.1	XP_038428775.1
OG0005151	XP_005074599.1	XP_038428805.1
OG0005153	XP_005082244.1	XP_038429028.1
OG0005154	XP_040601516.1	XP_038429033.1, XP_038440801.1
OG0005155	XP_005087691.2	XP_038429034.1
OG0005156	XP_040610368.1	XP_038429086.1
OG0005157	XP_005075361.2	XP_038429423.1
OG0005158	XP_005075207.1	XP_038429549.1, XP_038429550.1
OG0005159	XP_040596533.1, XP_040596532.1	XP_038429652.1, XP_038429651.1
OG0005160	XP_005075308.2	XP_038429666.1, XP_038429668.1
OG0005161	XP_005075304.1	XP_038429678.1
OG0005162	XP_012972655.1	XP_038429684.1
OG0005163	XP_040591160.1	XP_038429755.1
OG0005164	XP_040598138.1	XP_038429844.1
OG0005165	XP_005082573.1	XP_038429905.1
OG0005166	XP_040609116.1	XP_038430014.1
OG0005167	XP_040609076.1	XP_038430078.1
OG0005168	XP_040609028.1	XP_038430128.1
OG0005169	XP_012973897.1	XP_038430407.1
OG0005170	XP_021087147.1	XP_038430439.1, XP_038431780.1
OG0005171	XP_005080656.2	XP_038430667.1
OG0005172	XP_012976384.1	XP_038430764.1
OG0005173	XP_040587339.1	XP_038430891.1, XP_038430892.1
OG0005174	XP_040587004.1	XP_038430966.1
OG0005175	XP_005079041.1	XP_038431205.1
OG0005176	XP_021083198.2	XP_038431705.1, XP_038431704.1, XP_038431703.1
OG0005177	XP_040588396.1	XP_038431733.1
OG0005178	XP_005077566.1, XP_021087129.1	XP_038431815.1
OG0005179	XP_040595281.1, XP_040595280.1	XP_038432174.1
OG0005180	XP_040594620.1	XP_038432310.1
OG0005181	XP_012965794.1	XP_038432654.1
OG0005182	XP_005087206.1	XP_038432699.1
OG0005183	XP_005072933.1	XP_038432779.1
OG0005184	XP_021084515.1	XP_038432789.1
OG0005185	XP_040599596.1, XP_005073000.1	XP_038433096.1
OG0005186	XP_012966470.1	XP_038433319.1
OG0005187	XP_005067217.1, XP_040609828.1	XP_038433392.1
OG0005188	XP_012966649.1, XP_012966650.1	XP_038433699.1, XP_038433697.1, XP_038433700.1, XP_038433698.1
OG0005189	XP_005067360.1	XP_038433707.1, XP_038433706.1
OG0005190	XP_040609646.1	XP_038433717.1
OG0005191	XP_005063693.1, XP_040600874.1	XP_038434140.1
OG0005192	XP_005063589.1	XP_038434502.1
OG0005193	XP_040599381.1	XP_038434570.1
OG0005194	XP_040589601.1, XP_040597083.1, XP_040599341.1	XP_038434582.1
OG0005195	XP_012975362.1, XP_005063543.1	XP_038434631.1
OG0005196	XP_012982274.1	XP_038434649.1
OG0005197	XP_040598402.1	XP_038434764.1
OG0005198	XP_040598262.1	XP_038434786.1
OG0005199	XP_040608483.1	XP_038435039.1
OG0005200	XP_040608476.1	XP_038435046.1
OG0005201	XP_005085986.1	XP_038435235.1
OG0005202	XP_005066806.1	XP_038435371.1, XP_038435369.1, XP_038435368.1, XP_038435370.1
OG0005203	XP_021080946.1	XP_038435650.1, XP_038435649.1
OG0005204	XP_005066867.1, XP_040597928.1	XP_038435789.1
OG0005205	XP_040601979.1	XP_038435981.1
OG0005206	XP_012967840.1	XP_038436309.1
OG0005207	XP_012972862.1	XP_038436529.1
OG0005208	XP_040596193.1	XP_038436556.1
OG0005209	XP_040588487.1, XP_040596213.1	XP_038436623.1
OG0005210	XP_005075587.1	XP_038436637.1
OG0005211	XP_021086035.1	XP_038436651.1
OG0005212	XP_021082533.1	XP_038436855.1, XP_038436856.1
OG0005213	XP_040585618.1	XP_038436931.1
OG0005214	XP_040606506.1	XP_038437130.1
OG0005215	XP_040606476.1, XP_040606475.1, XP_012971619.1	XP_038437235.1
OG0005216	XP_012971663.1	XP_038437375.1, XP_038437374.1
OG0005217	XP_012971670.1	XP_038437475.1
OG0005218	XP_040588210.1	XP_038437502.1
OG0005219	XP_005070746.1	XP_038437520.1
OG0005220	XP_040607849.1, XP_040607848.1	XP_038437692.1
OG0005221	XP_040607725.1	XP_038437849.1
OG0005222	XP_005076108.2	XP_038438079.1
OG0005223	XP_005076421.1	XP_038438118.1
OG0005224	XP_005068189.1	XP_038438267.1, XP_038438266.1, XP_038438265.1, XP_038438268.1
OG0005225	XP_021081709.1, XP_021081707.1, XP_005068141.1	XP_038438369.1
OG0005226	XP_040606537.1, XP_005063755.2	XP_038438427.1, XP_038438397.1
OG0005227	XP_040606926.1, XP_040606924.1, XP_040606925.1	XP_038438417.1, XP_038439170.1
OG0005228	XP_012973606.1	XP_038438436.1, XP_038438435.1, XP_038438437.1
OG0005229	XP_040606628.1	XP_038438605.1
OG0005230	XP_005071724.1	XP_038438946.1
OG0005231	XP_040599937.1, XP_005071741.2	XP_038439075.1
OG0005232	XP_005071619.1	XP_038439095.1
OG0005233	XP_005065517.2	XP_038439263.1
OG0005234	XP_005069771.1	XP_038439388.1
OG0005235	NP_001268534.1, XP_040606180.1	XP_038439473.1
OG0005236	XP_005085745.1	XP_038439715.1
OG0005237	XP_012968513.1	XP_038439772.1
OG0005238	XP_005069808.1	XP_038439801.1
OG0005239	XP_040610520.1	XP_038439811.1
OG0005240	XP_005066442.1	XP_038440026.1, XP_038440025.1
OG0005241	XP_040611852.1	XP_038440161.1
OG0005242	XP_040611857.1	XP_038440163.1
OG0005243	XP_040611687.1, XP_040611686.1, XP_040611689.1	XP_038440198.1
OG0005244	XP_040611685.1	XP_038440202.1
OG0005245	XP_005087256.1	XP_038440387.1
OG0005246	XP_040601302.1	XP_038440472.1
OG0005247	XP_040601340.1	XP_038440526.1
OG0005248	XP_040601445.1	XP_038440684.1
OG0005249	XP_005065209.1	XP_038440814.1
OG0005250	XP_040601610.1	XP_038440914.1
OG0005251	XP_040609614.1, XP_040609613.1, XP_005084540.1	XP_038441050.1
OG0005252	XP_012969245.1	XP_038441613.1
OG0005253	XP_005070559.1, XP_005070558.1	XP_038441642.1
OG0005254	XP_040609189.1	XP_038441762.1
OG0005255	XP_005070517.1	XP_038441790.1
OG0005256	XP_040606269.1, XP_021079392.2	XP_038441977.1
OG0005257	XP_040593476.1	XP_038441981.1
OG0005258	XP_005071467.1	XP_038442141.1
OG0005259	XP_040593408.1	XP_038442208.1
OG0005260	XP_005087826.1	XP_038442244.1
OG0005261	XP_021087574.1	XP_038442254.1
OG0005262	XP_012974580.1, XP_040594026.1, XP_021087568.1	XP_038442268.1
OG0005263	XP_040594344.1	XP_038442301.1
OG0005264	XP_005076763.1	XP_038442502.1
OG0005265	XP_040599961.1, XP_040599876.1, XP_040599875.1	XP_038442720.1
OG0005266	XP_005074213.2	XP_038442728.1
OG0005267	XP_021085219.1, XP_021085220.1	XP_038442757.1
OG0005268	XP_040600051.1	XP_038442911.1
OG0005269	XP_021078567.1, XP_040599944.1, XP_005085963.1	XP_038443426.1
OG0005270	XP_005085968.1	XP_038443438.1
OG0005271	XP_021082085.1, XP_040599924.1	XP_038443464.1, XP_038443463.1, XP_038443465.1
OG0005272	XP_012978186.1	XP_038443734.1
OG0005273	XP_040600379.1	XP_038443902.1
OG0005274	XP_005082532.1	XP_038443988.1
OG0005275	XP_040600453.1, XP_040600452.1	XP_038444033.1
OG0005276	XP_040587790.1, XP_040600485.1	XP_038444105.1
OG0005277	XP_005083164.1	XP_038444157.1
OG0005278	XP_040600499.1	XP_038444183.1
OG0005279	XP_005076910.1	XP_038444217.1, XP_038444216.1
OG0005280	XP_021091237.2	XP_038444332.1
OG0005281	XP_040600656.1	XP_038444485.1
OG0005282	XP_005087001.1	XP_038444597.1
OG0005283	XP_040600661.1, XP_021078816.1, XP_040600660.1, XP_012980861.1	XP_038444780.1
OG0005298	NP_001268545.1	NP_001002951.2
OG0005299	XP_040591032.1	NP_001002999.1
OG0005300	XP_005080173.1	NP_001003017.2
OG0005301	XP_005086488.1	NP_001003022.1
OG0005302	XP_040592678.1	NP_001003032.1
OG0005303	XP_021085172.1	NP_001003047.1
OG0005304	XP_012979921.1, NP_001268300.1	NP_001003059.2
OG0005305	XP_012969138.2	NP_001003087.2
OG0005306	XP_040598476.1, XP_040598477.1	NP_001003095.1
OG0005307	XP_005071611.1	NP_001003111.1
OG0005308	XP_040602120.1	NP_001003122.1
OG0005309	XP_040606201.1, NP_001268564.1	NP_001003134.1
OG0005310	XP_005068666.1	NP_001003157.2
OG0005311	XP_005081243.1	NP_001003201.1
OG0005312	XP_012976478.1	NP_001003222.1
OG0005313	NP_001268531.1	NP_001003224.1
OG0005314	XP_012976951.1, XP_040594755.1	NP_001003282.1
OG0005315	XP_005072009.1	NP_001003299.1
OG0005316	XP_040594924.1	NP_001003310.2
OG0005317	XP_040594857.1	NP_001003316.1
OG0005318	XP_005086934.3	NP_001003335.1
OG0005319	XP_005070462.1	NP_001003363.1
OG0005320	XP_005072299.2	NP_001007127.1
OG0005321	NP_001268581.1	NP_001008276.2
OG0005322	XP_005076368.1	NP_001010952.1
OG0005323	XP_005088024.1	NP_001013438.2, NP_001376135.1
OG0005324	XP_040613951.1	NP_001013871.1
OG0005325	XP_040593880.1	NP_001019803.1
OG0005326	XP_021078696.1	NP_001019812.2
OG0005326	XP_005086109.1	XP_038427837.1
OG0005327	XP_040606059.1, XP_021082706.1	NP_001026801.1
OG0005328	XP_005074986.1	XP_038424049.1, NP_001029165.1
OG0005329	XP_040595931.1, XP_040595930.1	NP_001033695.2
OG0005330	XP_005075738.1	NP_001041484.1
OG0005331	XP_040585816.1	NP_001041487.1
OG0005332	XP_040603405.1, XP_021081460.1, XP_021081458.1	NP_001041572.1
OG0005333	XP_005082658.1	NP_001041591.1
OG0005334	XP_040587581.1	NP_001073235.1
OG0005335	XP_040588144.1, XP_005084909.1	NP_001074191.1
OG0005336	XP_005063999.1	NP_001074977.1
OG0005338	XP_021089839.1	NP_001096689.2
OG0005339	XP_040585943.1	NP_001106926.2
OG0005340	XP_040585762.1	NP_001124300.1
OG0005341	XP_005084423.2	NP_001124310.1
OG0005342	XP_021079462.1	NP_001124519.1
OG0005343	XP_040601441.1	NP_001137404.1
OG0005344	XP_040595760.1	NP_001138687.1
OG0005345	XP_005085834.1	NP_001138971.1
OG0005346	XP_040607722.1	XP_038381537.1, XP_038418584.1, XP_038397703.1, NP_001153593.1, XP_038410055.1
OG0005347	XP_005085145.2	NP_001161933.1
OG0005348	XP_040597388.1, XP_040597389.1	NP_001177357.1
OG0005349	XP_040608073.1	NP_001181879.1
OG0005350	XP_005067737.2	NP_001184012.1
OG0005351	XP_012980154.1	NP_001229641.1
OG0005352	XP_040592246.1, XP_040598569.1	NP_001238880.1
OG0005353	XP_040587616.1	NP_001239066.1
OG0005354	XP_005086884.1	NP_001239067.1, XP_038416068.1
OG0005355	NP_001268599.1	NP_001239075.1
OG0005356	XP_040602956.1, XP_012966843.1	NP_001239088.1
OG0005357	XP_005084694.1	XP_038436335.1, NP_001239348.1
OG0005358	XP_040589777.1	NP_001271377.1
OG0005359	XP_040590932.1	NP_001271383.1
OG0005360	XP_040586037.1	NP_001271401.1
OG0005361	XP_005080182.1	NP_001274080.1
OG0005362	NP_001268629.1	NP_001274083.1
OG0005363	XP_040597894.1, XP_040597893.1	NP_001375935.1
OG0005364	XP_005069446.1	NP_001376038.1
OG0005365	XP_012971739.1	NP_001376060.1
OG0005366	XP_005083922.1	NP_001376073.1
OG0005367	XP_012981191.1	XP_038381444.1
OG0005368	XP_005073330.1	XP_038381531.1
OG0005369	XP_005079549.1	XP_038381576.1, XP_038383849.1, XP_038387162.1, XP_038445463.1
OG0005370	XP_021081944.2, XP_021087631.1	XP_038381606.1, XP_038420076.1
OG0005371	XP_005081501.1	XP_038381770.1
OG0005372	XP_040594516.1, XP_005081508.1	XP_038381783.1
OG0005373	XP_005081512.1	XP_038381792.1
OG0005374	XP_005074661.1, XP_012972290.1	XP_038381921.1
OG0005375	XP_005065902.1	XP_038414330.1, XP_038382102.1
OG0005376	XP_040584227.1	XP_038382238.1
OG0005377	XP_040614129.1	XP_038382242.1
OG0005378	XP_005065815.1	XP_038382386.1
OG0005379	XP_012978215.1	XP_038382454.1
OG0005380	XP_005083072.1	XP_038382513.1
OG0005381	XP_005073353.1	XP_038382576.1
OG0005382	XP_005073360.2	XP_038382598.1
OG0005383	XP_005065831.1	XP_038382656.1
OG0005385	XP_040612036.1	XP_038382871.1
OG0005386	XP_040602541.1	XP_038382988.1
OG0005387	XP_005063833.1	XP_038444837.1, XP_038382998.1, XP_038445189.1
OG0005388	XP_040602225.1	XP_038383059.1
OG0005389	XP_040590198.1, XP_040590199.1, XP_040590197.1	XP_038383359.1
OG0005390	XP_040590189.1	XP_038383450.1, XP_038383449.1
OG0005392	XP_040589814.1	XP_038383679.1
OG0005393	XP_005084812.1	XP_038384094.1
OG0005394	XP_040592148.1	XP_038384153.1
OG0005395	XP_005084790.1, XP_012979726.1	XP_038384158.1
OG0005396	XP_005084791.1, XP_012979588.1	XP_038384159.1
OG0005397	XP_012980897.1	XP_038384555.1
OG0005399	XP_040590294.1	XP_038384640.1
OG0005400	XP_040590534.1	XP_038384727.1
OG0005401	XP_040590244.1	XP_038384852.1
OG0005402	XP_040590397.1	XP_038384922.1
OG0005403	XP_012977250.1	XP_038385146.1
OG0005404	XP_005081854.1	XP_038385263.1
OG0005405	XP_005079632.1	XP_038385536.1, XP_038385521.1
OG0005406	XP_040584391.1	XP_038415328.1, XP_038421409.1, XP_038385556.1
OG0005407	XP_040610434.1	XP_038385657.1, XP_038387998.1
OG0005408	XP_040611327.1	XP_038385677.1, XP_038385676.1
OG0005409	XP_040611381.1	XP_038385791.1
OG0005410	XP_005085226.1	XP_038385839.1
OG0005411	XP_040611460.1	XP_038386058.1
OG0005412	XP_005071789.1, XP_040611474.1	XP_038386118.1
OG0005413	XP_012968209.1	XP_038386271.1
OG0005414	XP_012968158.1	XP_038386386.1
OG0005415	XP_040597810.1	XP_038386431.1
OG0005416	XP_005069108.1, XP_012968126.2	XP_038386510.1
OG0005416	XP_040597937.1	XP_038391032.1
OG0005417	XP_005065621.1	XP_038386624.1
OG0005418	XP_040584974.1, XP_012982440.3	XP_038386702.1
OG0005419	XP_012974929.1	XP_038386859.1
OG0005420	XP_040612517.1	XP_038387100.1
OG0005421	XP_005079552.1	XP_038387175.1
OG0005422	XP_040612255.1	XP_038387622.1
OG0005423	XP_040612199.1	XP_038387697.1
OG0005424	XP_005068862.1	XP_038388035.1
OG0005425	XP_040608871.1	XP_038388083.1
OG0005426	XP_005077227.1	XP_038388098.1
OG0005427	XP_012981971.3	XP_038388253.1
OG0005428	XP_040584818.1	XP_038388271.1
OG0005429	XP_040589276.1	XP_038388497.1
OG0005430	XP_040586865.1	XP_038388528.1, XP_038388529.1
OG0005431	XP_021091190.1	XP_038388561.1
OG0005432	XP_005077836.1, XP_040586014.1	XP_038388719.1
OG0005433	XP_012974378.1, XP_040585926.1	XP_038388731.1
OG0005434	XP_021087339.1	XP_038388869.1
OG0005435	XP_040585227.1	XP_038388899.1
OG0005436	XP_040602898.1, XP_040602897.1	XP_038389078.1
OG0005437	XP_040602988.1, XP_040598600.1	XP_038389237.1, XP_038389236.1, XP_038389235.1
OG0005438	XP_005068853.1	XP_038389241.1
OG0005439	XP_005074421.1	XP_038389344.1
OG0005440	XP_040588507.1	XP_038409830.1, XP_038409828.1, XP_038409829.1, XP_038389373.1
OG0005441	XP_040602816.1	XP_038389544.1
OG0005442	XP_021083847.1, XP_005071842.1	XP_038389755.1
OG0005443	XP_005071849.1	XP_038389786.1
OG0005444	XP_005074302.1, XP_040611230.1	XP_038389801.1
OG0005445	XP_005064743.1	XP_038389840.1
OG0005446	XP_012977434.1	XP_038389851.1
OG0005447	XP_005064737.1	XP_038389861.1
OG0005448	XP_005070865.1	XP_038389992.1
OG0005449	XP_040588429.1	XP_038390025.1
OG0005450	XP_040588190.1	XP_038390062.1
OG0005451	XP_005070889.1	XP_038390126.1
OG0005452	XP_040587995.1	XP_038390207.1
OG0005453	XP_040591881.1, XP_040591882.1	XP_038390293.1
OG0005454	XP_040591809.1	XP_038439160.1, XP_038390371.1
OG0005455	XP_021089171.1	XP_038390401.1
OG0005456	XP_040603626.1	XP_038390449.1
OG0005458	XP_040603903.1	XP_038390651.1
OG0005459	XP_012970245.1	XP_038390689.1
OG0005460	XP_040604380.1	XP_038390712.1
OG0005461	XP_005074757.1	XP_038390945.1
OG0005462	XP_005074742.1	XP_038390977.1
OG0005463	XP_040585003.1	XP_038391040.1
OG0005464	XP_012978035.2	XP_038391081.1
OG0005465	XP_040613496.1	XP_038391140.1
OG0005466	XP_040613546.1	XP_038391162.1
OG0005467	XP_005078076.1	XP_038391335.1
OG0005468	XP_040613592.1, XP_040613591.1, XP_040613593.1	XP_038391347.1
OG0005469	XP_040604866.1	XP_038391456.1, XP_038391455.1
OG0005470	XP_012974829.1	XP_038391531.1, XP_038391532.1
OG0005471	XP_040585923.1	XP_038391601.1
OG0005472	XP_005069396.1	XP_038391746.1, XP_038391747.1
OG0005473	XP_005069459.1	XP_038391799.1
OG0005474	XP_021082415.1	XP_038391930.1
OG0005475	XP_005069523.1	XP_038391957.1
OG0005476	XP_012968468.1	XP_038392080.1
OG0005477	XP_040605028.1, XP_040605027.1	XP_038392325.1
OG0005478	XP_012967190.2	XP_038392436.1
OG0005479	XP_040604945.1	XP_038392510.1
OG0005480	XP_005067884.2, XP_040604948.1	XP_038392516.1
OG0005481	XP_005067597.2	XP_038392633.1
OG0005482	XP_005067900.1	XP_038392744.1, XP_038392743.1, XP_038392742.1, XP_038392745.1
OG0005483	XP_021081416.1	XP_038392746.1
OG0005484	XP_021081445.1	XP_038392821.1
OG0005485	XP_040604784.1	XP_038392899.1
OG0005486	XP_040604743.1	XP_038392989.1
OG0005487	XP_005074378.2	XP_038393242.1
OG0005488	XP_005074375.1, XP_012971954.1	XP_038393273.1
OG0005489	XP_012970430.2	XP_038393345.1
OG0005490	XP_005072235.1	XP_038393365.1, XP_038393364.1
OG0005491	XP_021088187.1	XP_038393472.1
OG0005492	XP_012975389.2, XP_005079313.2	XP_038393656.1
OG0005493	XP_040590998.1	XP_038393669.1
OG0005494	XP_012975515.2, XP_021088200.2, XP_012975514.2, XP_005079317.2	XP_038393677.1
OG0005495	XP_005079361.1	XP_038393877.1
OG0005496	XP_021084682.2	XP_038393929.1
OG0005497	XP_005073207.1	XP_038393938.1
OG0005498	XP_005073185.1	XP_038393993.1
OG0005499	XP_012971100.1	XP_038394088.1
OG0005500	XP_040593079.1, XP_005073077.1	XP_038394386.1
OG0005501	XP_005071892.1	XP_038394405.1
OG0005502	XP_040592541.1	XP_038394425.1
OG0005503	XP_040592471.1	XP_038424958.1, XP_038394533.1
OG0005504	XP_005078712.1	XP_038394676.1
OG0005505	XP_005078710.1	XP_038394678.1
OG0005506	XP_005064500.2	XP_038394793.1
OG0005507	XP_040604137.1	XP_038394807.1
OG0005508	XP_040607560.1	XP_038394845.1
OG0005509	XP_012967641.1	XP_038400042.1
OG0005510	XP_040604310.1	XP_038445323.1, XP_038394871.1
OG0005511	XP_021088787.1, XP_005080410.1, XP_040587112.1, XP_021088786.1	XP_038395030.1
OG0005512	XP_005080413.1	XP_038395045.1
OG0005513	XP_005080431.1	XP_038395089.1
OG0005514	XP_012976242.1	XP_038395152.1
OG0005515	XP_012976191.1	XP_038395229.1, XP_038395228.1
OG0005516	XP_040596969.1, XP_040607204.1, XP_040607202.1, XP_040607203.1	XP_038395535.1
OG0005517	XP_005064384.1	XP_038395665.1
OG0005518	XP_005064421.1	XP_038395737.1
OG0005519	XP_005064434.2	XP_038395778.1
OG0005520	XP_040611131.1	XP_038400807.1, XP_038395964.1
OG0005521	XP_040611263.1, XP_040611269.1, XP_040611258.1, XP_040611260.1	XP_038396013.1
OG0005522	XP_021085051.1	XP_038396099.1
OG0005523	XP_012968159.1	XP_038396126.1
OG0005524	XP_005084740.1	XP_038396183.1
OG0005525	XP_012979665.1	XP_038396184.1
OG0005526	XP_012979473.1	XP_038396282.1, XP_038396284.1, XP_038396283.1
OG0005527	XP_005084637.1	XP_038396341.1
OG0005528	XP_005081753.1	XP_038396394.1
OG0005529	XP_040604068.1	XP_038396417.1
OG0005530	XP_005081696.1	XP_038396608.1
OG0005531	XP_040604302.1	XP_038396852.1
OG0005532	XP_040604314.1	XP_038396867.1
OG0005533	XP_005076663.1	XP_038396979.1
OG0005534	XP_040608000.1	XP_038396987.1
OG0005535	XP_005076684.1	XP_038396993.1
OG0005537	XP_005077182.1	XP_038397179.1
OG0005538	XP_012978655.1	XP_038397555.1
OG0005539	XP_040595349.1	XP_038397667.1, XP_038445346.1, XP_038397968.1, XP_038445349.1, XP_038445344.1
OG0005540	XP_005073435.1	XP_038397763.1
OG0005541	XP_040593726.1	XP_038397770.1
OG0005541	XP_040593725.1	XP_038397771.1
OG0005542	XP_040595245.1	XP_038397924.1
OG0005543	XP_040593088.1	XP_038397926.1
OG0005544	XP_005082921.1	XP_038398000.1
OG0005545	XP_005082928.1	XP_038398002.1
OG0005546	XP_040594571.1	XP_038398308.1
OG0005547	XP_012969804.2	XP_038398339.1
OG0005548	XP_040594178.1	XP_038398402.1
OG0005549	XP_005071408.1	XP_038398464.1
OG0005550	XP_005071411.1	XP_038398480.1
OG0005551	XP_005071422.1	XP_038398509.1
OG0005552	XP_005071429.1	XP_038398531.1
OG0005553	XP_040594338.1	XP_038398610.1
OG0005554	XP_012974628.1	XP_038398688.1
OG0005555	XP_040593161.1	XP_038398704.1
OG0005556	XP_040608457.1	XP_038398912.1
OG0005557	XP_005080198.1	XP_038399008.1
OG0005558	XP_040608353.1	XP_038399021.1, XP_038399024.1, XP_038399022.1, XP_038399023.1
OG0005559	XP_005080229.1	XP_038399107.1
OG0005560	XP_005080243.1	XP_038399115.1
OG0005561	XP_005080253.1	XP_038399157.1
OG0005563	XP_012976090.1, XP_005080281.1	XP_038399223.1
OG0005564	XP_005080299.2	XP_038399251.1, XP_038399252.1, XP_038399253.1
OG0005565	XP_012980542.1	XP_038399535.1
OG0005566	XP_005077110.1	XP_038399631.1
OG0005567	XP_040608764.1	XP_038399645.1
OG0005568	XP_040608856.1, XP_005077221.1	XP_038399781.1, XP_038399782.1
OG0005569	XP_040598550.1	XP_038400036.1
OG0005570	XP_005085676.1	XP_038400250.1, XP_038400251.1
OG0005571	XP_040599063.1	XP_038400319.1
OG0005572	XP_040599013.1	XP_038400407.1
