Orthogroup	Myotis_lucifugus	Ictidomys_tridecemlineatus
OG0008250	XP_006081875.1	XP_013216452.1
OG0008251	XP_006081928.1	XP_040134071.1, XP_005330979.1
OG0008252	XP_014302051.1	XP_013216461.1, XP_040149073.1
OG0008253	XP_006081900.1	XP_005329336.1
OG0008254	XP_023611088.1	XP_005329331.1
OG0008255	XP_023611061.1	XP_005329325.1
OG0008256	XP_023614661.1	XP_040147079.1
OG0008257	XP_023614655.1	XP_040147282.1
OG0008258	XP_006094775.1	XP_005332491.1
OG0008259	XP_006094771.1	XP_040147285.1
OG0008260	XP_006101409.1	XP_005332487.1
OG0008261	XP_023617423.1	XP_005332480.1
OG0008262	XP_023601075.1	XP_021586792.2
OG0008263	XP_006106767.1	XP_013211406.1
OG0008264	XP_014304220.2	XP_005319291.1
OG0008265	XP_023620319.1	XP_040147198.1
OG0008266	XP_023620316.1	XP_021582950.1
OG0008267	XP_014321856.2	XP_040148055.1
OG0008268	XP_014320848.1, XP_023620320.1	XP_005326743.1
OG0008269	XP_006103265.1	XP_040147130.1
OG0008270	XP_014318368.2	XP_013216375.1
OG0008271	XP_006097109.1	XP_040147729.1
OG0008272	XP_014318383.1, XP_006109075.1	XP_005340364.1
OG0008273	XP_006086316.1	XP_005341187.1
OG0008274	XP_023607663.1	XP_021590982.1
OG0008275	XP_006086306.1	XP_005338446.1
OG0008276	XP_006086332.1	XP_005338463.3
OG0008277	XP_006086288.1	XP_005338433.1
OG0008278	XP_006086248.1	XP_005340435.1
OG0008279	XP_006086228.1	XP_040124078.1
OG0008280	XP_006086227.1	XP_040129247.1, XP_005330838.1
OG0008281	XP_023616958.1	XP_005330855.1
OG0008282	XP_014314559.1	XP_021584699.1
OG0008283	XP_023612931.1, XP_014314568.1	XP_021584701.1
OG0008284	XP_006099424.2	XP_005329291.1
OG0008285	XP_014320366.1	XP_040131383.1
OG0008286	XP_006109529.1, XP_006106474.1	XP_040150131.1
OG0008287	XP_006108929.1, XP_006109218.2	XP_005334414.1
OG0008288	XP_023604802.1	XP_021588161.1
OG0008289	XP_023602850.1	XP_005327433.1, XP_040127102.1
OG0008290	XP_014304505.1	XP_040146906.1
OG0008291	XP_014306088.1	XP_005327385.2
OG0008293	XP_006109439.3	XP_005327398.1
OG0008294	XP_023602931.1	XP_040127180.1
OG0008295	XP_006102397.1	XP_013215585.2
OG0008296	XP_006102410.1	XP_040144284.1, XP_005327425.3
OG0008297	XP_006091783.2	XP_005322668.1
OG0008298	XP_023601581.1	XP_005322627.1
OG0008299	XP_014320757.1	XP_021580219.2
OG0008300	XP_023619219.1	XP_005322621.1
OG0008301	XP_006099868.1	XP_013212877.1
OG0008302	XP_023619253.1	XP_005322598.1
OG0008303	XP_023619246.1	XP_005322553.1
OG0008304	XP_023603194.1	XP_040127459.1
OG0008305	XP_023614400.1	XP_021580237.2
OG0008306	XP_023614395.1	XP_040127463.1
OG0008307	XP_023614374.1	XP_040126526.1
OG0008309	XP_014303419.2, XP_023603221.1, XP_023603218.1	XP_040127029.1
OG0008310	XP_006100916.1	XP_040145150.1
OG0008311	XP_023602436.1, XP_006104854.1	XP_005340308.2
OG0008312	XP_023601723.1	XP_040126623.1
OG0008313	XP_006104850.1	XP_013220616.2
OG0008314	XP_006103086.1	XP_005340301.1
OG0008315	XP_006085787.1	XP_005338518.1
OG0008316	XP_006085788.2	XP_040126599.1
OG0008317	XP_023601055.1	XP_005338500.1
OG0008318	XP_006104060.1	XP_040126570.1
OG0008319	XP_006106301.1	XP_005338509.1
OG0008320	XP_006099957.1	XP_005338514.1
OG0008321	XP_006102991.1	XP_005329452.1
OG0008322	XP_023600043.1	XP_005329448.1, XP_040147270.1
OG0008323	XP_023616367.1	XP_040126879.1
OG0008324	XP_006109088.2, XP_023616405.1	XP_005329444.2
OG0008325	XP_006096825.1	XP_005322212.1
OG0008326	XP_006096824.1	XP_040126670.1
OG0008327	XP_006104605.1	XP_005322209.1, XP_005322243.2
OG0008328	XP_014314418.2	XP_013219392.1
OG0008329	XP_023612799.1	XP_005334960.1
OG0008330	XP_006099680.1	XP_040143400.1, XP_040143401.1, XP_013221149.1
OG0008331	XP_023616459.1	XP_021576518.2
OG0008332	XP_006096940.1	XP_005341382.2
OG0008333	XP_006096938.1	XP_040143411.1
OG0008334	XP_014316731.1	XP_005331202.2
OG0008336	XP_006095295.1	XP_005331243.1
OG0008337	XP_023615079.1	XP_040143490.1
OG0008338	XP_023614924.1	XP_013216577.2
OG0008339	XP_014316797.1	XP_021586114.1
OG0008340	XP_023604794.1, XP_023615033.1	XP_005331271.1
OG0008341	XP_014316835.1	XP_005331294.1
OG0008343	XP_006092571.1	XP_005337694.1
OG0008345	XP_014306615.1	XP_005319319.1
OG0008346	XP_023606846.1	XP_040146809.1
OG0008347	XP_006090203.1, XP_023606871.1	XP_005319524.1
OG0008348	XP_006085513.3	XP_005319580.1
OG0008349	XP_014308326.1	XP_013211514.1
OG0008350	XP_006108265.1	XP_040139798.1
OG0008351	XP_006097977.1	XP_005330098.1, XP_040126073.1
OG0008352	XP_006098138.1	XP_040139664.1
OG0008353	XP_006098134.1	XP_040140451.1
OG0008354	XP_006091670.1	XP_005327510.1
OG0008355	XP_023612297.1	XP_040139659.1
OG0008356	XP_014319608.1	XP_005330022.1
OG0008357	XP_023612396.1, XP_023612397.1	XP_040140338.1
OG0008359	XP_014305581.1	XP_021587370.1
OG0008360	XP_006107153.1	XP_021587383.1
OG0008361	XP_006102553.1	XP_005333396.1
OG0008362	XP_006101672.1	XP_005333434.1
OG0008363	XP_006101711.2	XP_040139998.1
OG0008364	XP_014322493.1	XP_040140003.1
OG0008365	XP_023620847.1	XP_040140015.1
OG0008366	XP_023620833.1	XP_005333498.1
OG0008367	XP_014302203.1	XP_040142760.1
OG0008368	XP_006106601.1	XP_005333554.1
OG0008369	XP_006106610.1	XP_005333632.2
OG0008370	XP_023603122.1	XP_005333631.1
OG0008371	XP_006106621.1, XP_006097546.1	XP_040142768.1
OG0008372	XP_006109045.3	XP_021586255.1
OG0008373	XP_023602556.1, XP_006105928.3	XP_005331527.1
OG0008374	XP_014303438.1	XP_005331538.1
OG0008376	XP_023604510.1	XP_005331692.1
OG0008377	XP_014304531.1	XP_005336563.1
OG0008379	XP_006102903.2	XP_021577387.1
OG0008380	XP_006104088.1	XP_005315957.1
OG0008381	XP_014319869.1	XP_040150067.1
OG0008382	XP_023618285.1	XP_021577724.1
OG0008383	XP_023618268.1	XP_005316010.1
OG0008384	XP_006100495.1	XP_005315891.1
OG0008385	XP_006101528.3	XP_021576390.1
OG0008386	XP_006106054.1	XP_005315889.1
OG0008387	XP_006086937.1	XP_021578749.2
OG0008388	XP_006086923.1	XP_005315876.1
OG0008389	XP_006091331.1	XP_005315852.1
OG0008390	XP_006098023.1	XP_040130807.1
OG0008391	XP_006085362.1	XP_005323038.1
OG0008392	XP_023619764.1	XP_005333042.1
OG0008393	XP_006098024.1, XP_014321934.1	XP_005332139.1
OG0008394	XP_014322003.1	XP_040146647.1, XP_005332055.1
OG0008395	XP_023599503.1	XP_040147087.1
OG0008396	XP_006091355.1	XP_040147535.1
OG0008397	XP_023607146.1	XP_005341826.1
OG0008398	XP_023607148.1	XP_005341822.1
OG0008399	XP_006083849.1	XP_005333835.1
OG0008400	XP_006083858.1	XP_040147387.1
OG0008401	XP_023605196.1	XP_005333863.1
OG0008402	XP_014306824.1	XP_005333870.1
OG0008403	XP_014306836.1	XP_005333879.1
OG0008404	XP_023602172.1	XP_005331019.1
OG0008405	XP_006100559.1	XP_005331014.1
OG0008406	XP_006103900.2	XP_005333938.1
OG0008407	XP_006093819.1	XP_040145606.1
OG0008408	XP_014315517.2	XP_040147242.1
OG0008409	XP_023609804.1	XP_005333924.1
OG0008410	XP_023609816.1	XP_040146896.1
OG0008411	XP_006089101.1	XP_021588942.1
OG0008412	XP_023609830.1	XP_040145574.1
OG0008413	XP_014322368.1	XP_005317219.1
OG0008414	XP_006101562.3	XP_040145748.1
OG0008415	XP_006090936.1	XP_021586998.1
OG0008416	XP_006090930.1	XP_021586973.1
OG0008417	XP_006090921.1	XP_040145688.1
OG0008418	XP_006090911.1	XP_040145646.1
OG0008419	XP_023611412.1	XP_013217053.1
OG0008420	XP_014313126.1	XP_005317230.1
OG0008421	XP_006106219.1	XP_021583210.1
OG0008422	XP_023602736.1	XP_005327051.1
OG0008423	XP_023611512.1	XP_005317472.1
OG0008424	XP_006108969.1, XP_014303919.1	XP_005327047.1
OG0008425	XP_023601762.1	XP_021583195.1
OG0008426	XP_006109499.2	XP_005327001.1
OG0008427	XP_023603010.1	XP_005327000.1
OG0008429	XP_006107031.1	XP_005326968.1
OG0008430	XP_023603522.1	XP_005326966.1
OG0008431	XP_023603523.1	XP_005326967.2
OG0008432	XP_023602716.1	XP_013214854.1
OG0008434	XP_023601237.1	XP_013217259.1
OG0008435	XP_023606350.1	XP_005331069.1
OG0008436	XP_006097186.1	XP_005337954.1, XP_013219548.1
OG0008437	XP_006100680.1	XP_005337961.1
OG0008438	XP_023619772.1	XP_005333034.1
OG0008439	XP_023619761.1	XP_040146903.1
OG0008440	XP_006099725.1	XP_005333085.1
OG0008441	XP_023619099.1	XP_005333092.1
OG0008442	XP_023619057.1	XP_021587197.1
OG0008443	XP_023619072.1	XP_021587105.2
OG0008444	XP_006099690.1	XP_005333120.1
OG0008445	XP_023619720.1	XP_005336305.1
OG0008446	XP_023619728.1	XP_021589584.1
OG0008447	XP_006100383.1, XP_014321238.1	XP_005336300.1
OG0008448	XP_023619716.1	XP_021589479.2
OG0008449	XP_006100374.1	XP_005336293.1
OG0008450	XP_023601900.1	XP_013218799.1
OG0008451	XP_006105090.1	XP_040144613.1, XP_005336261.1
OG0008452	XP_023602604.1	XP_013218797.1
OG0008453	XP_006105797.1	XP_005336197.1
OG0008455	XP_014301934.1	XP_021589487.1
OG0008456	XP_006104131.1	XP_021589485.1
OG0008457	XP_014301938.1	XP_040146933.1
OG0008458	XP_006104133.1	XP_005336170.2
OG0008459	XP_006107696.1	XP_005332167.1
OG0008461	XP_014304803.1, XP_006101943.1	XP_021586638.1
OG0008462	XP_014322773.2	XP_040146467.1
OG0008463	XP_014302714.2	XP_005332204.1
OG0008464	XP_006101175.1	XP_040146507.1
OG0008465	XP_014321974.1	XP_005332142.1
OG0008466	XP_006101174.1	XP_040146524.1
OG0008467	XP_006101167.2	XP_005332135.1
OG0008468	XP_023620414.1	XP_040146562.1
OG0008469	XP_006101152.1	XP_040146570.1
OG0008470	XP_006104893.1	XP_005332114.1
OG0008471	XP_023602587.1	XP_040146615.1
OG0008472	XP_006109537.1, XP_014303469.1	XP_021586550.1, XP_040147042.1
OG0008473	XP_006105998.1	XP_005332266.2
OG0008474	XP_006105988.1	XP_005332079.1
OG0008475	XP_006105991.1	XP_005332265.3
OG0008476	XP_023620444.1	XP_040147057.1
OG0008477	XP_006101214.1	XP_040146633.1
OG0008478	XP_014305109.1	XP_005332049.1
OG0008479	XP_014322024.2	XP_040146655.1, XP_040146654.1
OG0008480	XP_014322027.1	XP_021586516.1
OG0008481	XP_023620450.1, XP_023608619.1, XP_023605140.1	XP_040146659.1
OG0008482	XP_023599046.1	XP_040146741.1
OG0008483	XP_006101869.1	XP_013216952.1
OG0008484	XP_014304738.1	XP_021586453.1
OG0008485	XP_023613928.1	XP_005326910.2
OG0008486	XP_023599981.1	XP_040140896.1
OG0008487	XP_006098147.1	XP_005338073.1
OG0008488	XP_014319238.1	XP_005338074.1
OG0008489	XP_006092819.1	XP_021590162.2
OG0008490	XP_014314782.1	XP_040140978.1
OG0008491	XP_023611694.1	XP_021580806.1
OG0008492	XP_006091131.1	XP_005323306.1
OG0008493	XP_023611680.1, XP_023611681.1, XP_006091128.1	XP_005323300.1, XP_040140927.1, XP_040140926.1
OG0008494	XP_023611693.1	XP_005323301.1
OG0008495	XP_006100507.1	XP_040140873.1
OG0008496	XP_014306265.1, XP_014321375.1	XP_013213172.1
OG0008497	XP_023619813.1	XP_005323247.1
OG0008498	XP_006100514.1	XP_005323246.1
OG0008499	XP_006094540.1	XP_021580740.1
OG0008500	XP_023614525.1	XP_005323222.1
OG0008501	XP_023614493.1	XP_005323195.1
OG0008502	XP_006105628.1	XP_005341175.1
OG0008503	XP_006089734.1	XP_040140767.1
OG0008504	XP_006089722.1	XP_005326896.1
OG0008505	XP_023610336.1	XP_040140742.1
OG0008507	XP_023610280.1	XP_040140647.1
OG0008508	XP_006093875.1	XP_005326802.1
OG0008509	XP_006108419.2	XP_005328114.1
OG0008510	XP_014323717.1	XP_005323271.1
OG0008511	XP_023610473.1	XP_005317089.1
OG0008512	XP_023602311.1, XP_023604479.1	XP_021585460.1
OG0008513	XP_006083612.1	XP_005330266.1
OG0008514	XP_006083597.1	XP_013216196.1
OG0008515	XP_023604953.1	XP_021585415.1
OG0008516	XP_006083651.1	XP_021576472.2
OG0008517	XP_014304996.1	XP_013221109.1
OG0008518	XP_006083569.1	XP_040137401.1
OG0008519	XP_006083557.1	XP_005336840.1
OG0008520	XP_006090591.1	XP_021576223.1
OG0008521	XP_006096427.1	XP_005324873.1
OG0008522	XP_006096423.1	XP_005324877.1
OG0008523	XP_006096424.1, XP_023604829.1	XP_040137827.1
OG0008524	XP_006086121.1	XP_040137299.1
OG0008525	XP_023610475.1	XP_021585717.2
OG0008526	XP_006089892.1	XP_040137593.1
OG0008527	XP_006101522.1	XP_040137607.1
OG0008528	XP_023605129.1, XP_023605130.1	XP_005328077.1
OG0008529	XP_006096373.1	XP_005339967.1, XP_021575553.1
OG0008530	XP_006090396.2	XP_005325747.1
OG0008531	XP_006098010.1	XP_005334639.1
OG0008532	XP_023608707.1	XP_005317381.1
OG0008533	XP_023619188.1	XP_013216697.1
OG0008534	XP_006102389.1, XP_023603500.1	XP_040145988.1
OG0008535	XP_006102365.1	XP_005341074.1, XP_040148856.1, XP_040150130.1
OG0008536	XP_006109254.3, XP_023599468.1	XP_021590695.1
OG0008537	XP_006087678.1	XP_040145796.1, XP_005317324.1, XP_021587292.1
OG0008538	XP_006083739.1	XP_040146900.1
OG0008539	XP_023605281.1	XP_005317228.1
OG0008540	XP_014306540.1	XP_005328076.1
OG0008541	XP_006083819.3	XP_005328078.2
OG0008542	XP_014308672.1	XP_040125841.1
OG0008543	XP_023609518.1	XP_013214264.1
OG0008544	XP_014311260.1	XP_021582310.1
OG0008545	XP_023609521.1	XP_040126491.1
OG0008546	XP_006096376.1	XP_005339970.2
OG0008547	XP_006090374.1	XP_040125883.1
OG0008548	XP_006090371.1	XP_013214245.1
OG0008549	XP_023608727.1	XP_005317356.1
OG0008550	XP_014312057.1	XP_040131654.1
OG0008551	XP_006089628.1	XP_021578929.1
OG0008552	XP_006097590.1	XP_005320483.1
OG0008553	XP_014310640.1, XP_006088056.2, XP_014310638.1	XP_005320503.1
OG0008554	XP_023608979.1	XP_013211926.1
OG0008555	XP_006088028.1	XP_040131894.1
OG0008556	XP_006088024.1	XP_005320528.1
OG0008557	XP_006106853.2, XP_006088051.3	XP_005320542.1
OG0008558	XP_006096495.1	XP_005320555.1
OG0008559	XP_023616068.1	XP_013211949.1
OG0008560	XP_023610087.1	XP_021578901.1
OG0008561	XP_023610253.1	XP_040130026.1
OG0008562	XP_006089632.1	XP_021578953.2
OG0008563	XP_006089472.1	XP_021585257.1
OG0008564	XP_014312053.1	XP_040131368.1
OG0008565	XP_006089475.1	XP_005329977.1
OG0008566	XP_014311974.1	XP_005329955.1
OG0008567	XP_023610201.1	XP_040131369.1
OG0008569	XP_023606653.1	XP_013216022.1
OG0008570	XP_023612025.1, XP_006091486.1	XP_005327176.2
OG0008571	XP_023612035.1	XP_040130083.1
OG0008572	XP_023611988.1	XP_021582046.1
OG0008573	XP_006091468.1	XP_013214033.1
OG0008574	XP_006091455.1, XP_023611980.1	XP_013214117.1
OG0008575	XP_023611965.1	XP_013214056.1
OG0008576	XP_006091416.1	XP_005325432.2
OG0008577	XP_006091386.1	XP_021582019.1
OG0008579	XP_023615187.1	XP_005341440.1
OG0008581	XP_006095475.1	XP_005341443.1
OG0008582	XP_006103802.1	XP_021583347.2
OG0008584	XP_023600893.1	XP_040132304.1
OG0008585	XP_023601334.1	XP_021582052.1
OG0008586	XP_014302122.2	XP_021581993.2
OG0008587	XP_006106723.2	XP_040130685.1
OG0008589	XP_023600584.1	XP_040148102.1
OG0008590	XP_023609315.1	XP_005337276.2
OG0008591	XP_014316556.1	XP_005339953.1
OG0008592	XP_014308453.1	XP_040137513.1
OG0008593	XP_023606892.1	XP_005317129.1
OG0008594	XP_006085521.1	XP_005317124.1
OG0008595	XP_014306637.1, XP_023606947.1	XP_005338672.1
OG0008596	XP_023606933.1	XP_040137822.1
OG0008597	XP_023607061.1	XP_005315915.1
OG0008598	XP_006081946.1	XP_005325553.1
OG0008599	XP_014312276.1	XP_005325578.2
OG0008600	XP_014312286.1	XP_021588679.1
OG0008601	XP_023608841.1	XP_005337296.1
OG0008602	XP_014312489.1	XP_021590179.1
OG0008603	XP_023608866.1	XP_005337272.1
OG0008604	XP_006095078.1	XP_005339947.1
OG0008605	XP_023614872.1	XP_013220468.2
OG0008606	XP_006109064.3, XP_023614878.1	XP_013220462.1
OG0008607	XP_014321672.1	XP_021584797.2
OG0008608	XP_006100802.2	XP_005329379.1, XP_040148857.1
OG0008609	XP_023620101.1	XP_005329378.2
OG0008610	XP_023600049.1	XP_005329352.1
OG0008612	XP_014321340.1	XP_005329343.1
OG0008613	XP_006082773.1	XP_040124021.1
OG0008614	XP_006082778.1	XP_005326433.1
OG0008615	XP_023603169.1	XP_040124029.1
OG0008616	XP_006106786.1, XP_014304054.2	XP_040124046.1
OG0008617	XP_006083051.1	XP_005339704.1
OG0008618	XP_014322480.1	XP_040124092.1
OG0008619	XP_006083060.1	XP_005339693.1
OG0008620	XP_023599818.1	XP_005339689.1
OG0008621	XP_023602799.1	XP_021589636.2
OG0008622	XP_014303694.1	XP_040148004.1
OG0008623	XP_006106245.2	XP_013218814.2
OG0008624	XP_014305023.1	XP_040148036.1
OG0008625	XP_014306032.1	XP_021591023.1, XP_021585016.2
OG0008626	XP_023618972.1	XP_021584939.1
OG0008627	XP_014301677.1	XP_013215867.1
OG0008628	XP_006103883.1	XP_040145473.1
OG0008629	XP_006103887.1	XP_005329634.1
OG0008630	XP_023601849.1	XP_040145448.1
OG0008631	XP_006099104.1	XP_013215915.1
OG0008632	XP_023617765.1	XP_005329695.1
OG0008633	XP_023616184.1	XP_040145352.1
OG0008634	XP_006096607.1, XP_014312293.2	XP_005336869.1
OG0008635	XP_006096599.1	XP_005336859.1
OG0008636	XP_023616163.1	XP_005336853.1, XP_040145318.1
OG0008638	XP_023605053.1, XP_023599217.1	XP_040146843.1
OG0008639	XP_023618700.1	XP_021589454.1
OG0008640	XP_023618738.1	XP_040147924.1
OG0008641	XP_014304428.1	XP_005336111.1
OG0008642	XP_006104936.2	XP_005339912.1
OG0008643	XP_023600776.1	XP_040146847.1
OG0008645	XP_006108269.2	XP_005334506.1
OG0008646	XP_006099560.1	XP_005334528.1
OG0008647	XP_006099604.1	XP_005334588.1
OG0008648	XP_014320523.1	XP_040147019.1
OG0008649	XP_006099589.1	XP_021588345.1
OG0008650	XP_006099580.1, XP_006109020.2	XP_005334545.1
OG0008651	XP_014320541.1	XP_040145200.1
OG0008652	XP_006096698.2	XP_005339251.1
OG0008653	XP_006096685.1	XP_005339241.1
OG0008654	XP_006110097.2	XP_005340625.2
OG0008655	XP_006086799.1	XP_005334088.1
OG0008656	XP_023607071.1	XP_040137156.1
OG0008657	XP_014308509.1	XP_040137810.1, XP_040137812.1
OG0008659	XP_006084200.1	XP_040137005.1
OG0008660	XP_014307091.1	XP_005338415.1
OG0008661	XP_014307125.1	XP_005341312.1
OG0008662	XP_006084268.1	XP_040136937.1
OG0008663	XP_014306774.2, XP_014307250.1	XP_005341867.1
OG0008664	XP_006084324.1	XP_005331977.2
OG0008665	XP_023605834.1	XP_005331940.2
OG0008666	XP_023605603.1, XP_006108267.2	XP_005331934.1
OG0008667	XP_023605583.1	XP_040136877.1
OG0008668	XP_023608080.1	XP_040136772.1
OG0008669	XP_023608039.1	XP_005334090.1
OG0008670	XP_014309485.1	XP_005324897.1
OG0008671	XP_014313643.1	XP_005324912.1
OG0008672	XP_014313658.1	XP_005324914.1
OG0008673	XP_006091553.1	XP_040136674.1, XP_040136675.1
OG0008674	XP_006091581.1	XP_040136635.1
OG0008675	XP_014313628.2	XP_040136628.1
OG0008676	XP_006091602.1	XP_005325168.1
OG0008677	XP_006091647.1	XP_040136574.1
OG0008678	XP_023615464.1	XP_040136564.1
OG0008679	XP_014317264.1	XP_005325088.1
OG0008680	XP_006095799.1	XP_040136501.1
OG0008681	XP_006095827.1	XP_005325115.1
OG0008682	XP_006095836.1	XP_005325118.1
OG0008683	XP_006095874.1	XP_005325143.1
OG0008684	XP_006095872.3	XP_005325141.3
OG0008685	XP_006109799.2	XP_040128423.1
OG0008686	XP_023620490.1	XP_005320770.1, XP_040128785.1
OG0008687	XP_006109006.2, XP_023617057.1	XP_040128615.1
OG0008688	XP_023617064.1	XP_005339123.2
OG0008689	XP_006097605.1	XP_040129241.1
OG0008690	XP_023610687.1	XP_013217604.1
OG0008691	XP_006090091.1	XP_013217603.1
OG0008692	XP_023610605.1	XP_005333791.1
OG0008693	XP_006090083.1	XP_040129211.1
OG0008694	XP_023610599.1	XP_040128596.1
OG0008695	XP_006090042.1	XP_005335329.1
OG0008696	XP_006090014.1	XP_005335302.1
OG0008698	XP_006095932.1	XP_013219182.2
OG0008699	XP_006095923.1, XP_014317351.1	XP_005333707.2
OG0008700	XP_006095936.1	XP_013217561.1
OG0008701	XP_023615614.1	XP_021587516.1
OG0008702	XP_006095965.1	XP_005333667.1
OG0008703	XP_014317401.1	XP_021587498.1, XP_013217565.1
OG0008704	XP_014317404.1, XP_014306754.2	XP_040128659.1
OG0008705	XP_023609109.1	XP_005320724.1
OG0008706	XP_006088217.1	XP_005320867.1
OG0008707	XP_023609114.1	XP_005320870.1
OG0008708	XP_023620492.1	XP_005320775.1, XP_040129713.1
OG0008709	XP_006101273.1, XP_006099064.1	XP_040128652.1
OG0008710	XP_023604474.1	XP_040128898.1
OG0008711	XP_023604807.1	XP_021579047.2
OG0008712	XP_023604964.1	XP_040129767.1
OG0008713	XP_006104042.2	XP_005320815.1
OG0008714	XP_023604107.1	XP_040127935.1
OG0008715	XP_006099043.1	XP_013211986.2
OG0008716	XP_014320041.1	XP_040127785.1
OG0008717	XP_023617082.1	XP_005339120.2
OG0008718	XP_014317314.2	XP_040128715.1
OG0008719	XP_006108485.3, XP_014309201.1	XP_005332367.1
OG0008720	XP_006085335.1, XP_006109056.1	XP_005322967.1
OG0008721	XP_006085338.1	XP_005322971.1
OG0008722	XP_006085356.1	XP_005322987.1
OG0008723	XP_023606752.1, XP_023606753.1, XP_023606754.1	XP_005322989.1
OG0008724	XP_014312971.1	XP_021580580.1
OG0008725	XP_023611268.1	XP_005323008.1
OG0008726	XP_006086408.1	XP_040124033.1
OG0008727	XP_006086403.1	XP_021577208.1
OG0008728	XP_006086343.1	XP_005336068.1
OG0008729	XP_023599332.1, XP_006109034.1	XP_005336079.1
OG0008730	XP_023601925.1	XP_005328677.1
OG0008731	XP_006103605.1	XP_005328695.1
OG0008732	XP_006105954.1	XP_021584334.1
OG0008733	XP_006102250.1	XP_005328723.1
OG0008734	XP_006102248.1	XP_005328721.1
OG0008735	XP_014301431.1	XP_040149771.1, XP_021580840.1
OG0008736	XP_006087968.1	XP_005316884.1
OG0008737	XP_014310567.2	XP_005316805.1
OG0008738	XP_014310253.2	XP_040130264.1
OG0008739	XP_006087554.1	XP_005337185.1
OG0008740	XP_023613379.1	XP_005316455.1
OG0008741	XP_006093077.2	XP_005316459.1
OG0008742	XP_014314929.1	XP_013215120.1, XP_040130662.1
OG0008743	XP_023613246.1	XP_005316480.1
OG0008744	XP_006093100.3	XP_005316483.1
OG0008745	XP_023613256.1	XP_040130473.1
OG0008746	XP_023613279.1	XP_013214480.1
OG0008747	XP_006093126.1	XP_021581739.1
OG0008748	XP_023613302.1	XP_040131198.1
OG0008749	XP_006093149.1	XP_005316540.1
OG0008750	XP_023613355.1	XP_040130163.1
OG0008751	XP_023607451.1	XP_021582261.2
OG0008752	XP_006086056.1	XP_005316599.1
OG0008753	XP_023607442.1	XP_040131536.1
OG0008755	XP_023607441.1	XP_005316608.1
OG0008756	XP_006086030.1	XP_040131324.1
OG0008757	XP_006086015.1	XP_005316636.1
OG0008758	XP_023607403.1	XP_040131327.1
OG0008759	XP_023607361.1	XP_005316646.1
OG0008760	XP_023607356.1	XP_040131328.1
OG0008761	XP_014308907.1	XP_013215021.1
OG0008762	XP_023613597.1	XP_040130814.1
OG0008763	XP_023613590.1	XP_005316751.2
OG0008764	XP_023613585.1	XP_040132241.1
OG0008765	XP_006093443.1	XP_013214778.1
OG0008766	XP_023613583.1	XP_021583466.1
OG0008767	XP_006104748.1	XP_021581197.1
OG0008768	XP_023608856.1	XP_040130288.1
OG0008769	XP_023608935.1	XP_021583653.1
OG0008770	XP_023608858.1	XP_040131447.1
OG0008772	XP_023608937.1	XP_040131337.1
OG0008773	XP_014310504.1	XP_005316853.1
OG0008774	XP_023604687.1	XP_005316896.1
OG0008775	XP_006087589.1	XP_005341468.1
OG0008776	XP_023613628.1	XP_040131855.1
OG0008777	XP_006097067.1	XP_005324380.1
OG0008779	XP_006097068.1	XP_005324377.1
OG0008781	XP_014306355.2	XP_013213286.2
OG0008782	XP_014302140.1	XP_040142927.1
OG0008783	XP_006104336.1	XP_005323578.1
OG0008784	XP_014302042.1	XP_013213228.1
OG0008786	XP_006101601.2	XP_005323539.1
OG0008787	XP_006101597.1	XP_005323533.1
OG0008788	XP_006108865.2, XP_023602030.1	XP_005323525.3
OG0008789	XP_006103959.1	XP_005323513.1
OG0008790	XP_023619349.1, XP_006099967.1	XP_005323501.1
OG0008791	XP_023619306.1	XP_005323496.1
OG0008792	XP_006099978.3	XP_021580939.1
OG0008793	XP_023619319.1	XP_040143042.1
OG0008794	XP_023619318.1	XP_005340272.2
OG0008795	XP_014302545.1	XP_040143103.1
OG0008797	XP_023602144.1	XP_021585382.1
OG0008798	XP_023603620.1	XP_040148920.1
OG0008799	XP_023616231.1	XP_005340771.1
OG0008800	XP_023619649.1	XP_040148953.1
OG0008801	XP_014315804.1	XP_005325805.1
OG0008802	XP_006100357.1	XP_040148998.1
OG0008803	XP_006084724.1	XP_005337607.1
OG0008804	XP_006109414.1, XP_006084682.1	XP_021590383.1
OG0008805	XP_006084674.1	XP_005337584.1
OG0008806	XP_006084651.1	XP_005341991.1
OG0008807	XP_023606149.1	XP_021591632.2
OG0008808	XP_006084618.1	XP_005339373.1
OG0008809	XP_006084587.1	XP_005339764.1
OG0008810	XP_023602138.1	XP_040148213.1
OG0008811	XP_006082469.1	XP_013220044.1
OG0008812	XP_023600580.1	XP_005333347.1
OG0008813	XP_006090600.2	XP_021589883.1
OG0008814	XP_006094754.1	XP_005335129.1
OG0008815	XP_006094753.1	XP_013218222.1
OG0008816	XP_006094747.1	XP_005335119.2
OG0008818	XP_006098444.3, XP_006094744.1	XP_005335118.1
OG0008819	XP_023617873.1, XP_006098432.1	XP_005335115.1
OG0008820	XP_023614432.1	XP_021576332.1
OG0008821	XP_023614476.1	XP_040126289.1
OG0008822	XP_006090979.1	XP_021583636.1, XP_040126239.1
OG0008823	XP_014306645.1, XP_023611572.1	XP_040126221.1
OG0008824	XP_006091006.1	XP_005327714.1
OG0008825	XP_006091014.1	XP_005327721.1
OG0008826	XP_006091018.1	XP_005327723.1
OG0008827	XP_023613068.1	XP_021591298.2
