Orthogroup	Myotis_lucifugus	Sus_scrofa
OG0006118	XP_006090606.1	XP_005657187.1, NP_999328.1
OG0006119	XP_006103854.1	NP_001157493.1, XP_020927760.1
OG0006120	XP_023607487.1	XP_005668533.1, NP_001033091.1
OG0006121	XP_023605940.1	XP_020927911.1
OG0006122	XP_023605545.1	NP_999434.2, XP_020946800.1
OG0006123	XP_014314296.1	XP_005657013.1
OG0006125	XP_006097510.1	XP_020940625.1
OG0006126	XP_023603991.1	XP_020952870.1
OG0006127	XP_023601704.1	XP_003127666.1
OG0006128	XP_014316767.1	XP_005663523.1, NP_999467.1
OG0006129	XP_006087626.1	XP_020927212.1
OG0006130	XP_006090156.1	XP_003483856.1
OG0006131	XP_006101942.1	XP_003123247.1
OG0006132	XP_006086946.1	NP_001038056.1
OG0006133	XP_006096626.1	XP_003132938.1
OG0006134	XP_006090312.1	NP_001020393.1
OG0006135	XP_014304488.2	NP_001004039.1, NP_001107177.1
OG0006136	XP_023616417.1	XP_020940314.1
OG0006137	XP_023617838.1	XP_003483492.1, XP_013838442.1
OG0006138	XP_006093569.1, XP_006108855.1	XP_003357349.2
OG0006139	XP_014318620.1	XP_020949159.1, NP_999120.1
OG0006140	XP_006099452.1	XP_003126987.2
OG0006141	XP_014323591.1	XP_020919948.1
OG0006142	XP_023607651.1, XP_023607653.1, XP_006086301.1, XP_023607652.1, XP_023607654.1	NP_998920.2
OG0006143	XP_023612056.1	XP_020948254.1
OG0006144	XP_014311428.2	XP_020924200.1, NP_999345.1
OG0006145	XP_006089017.1	XP_005667844.1, NP_001103417.1
OG0006146	XP_006091431.1	NP_001230558.1
OG0006147	XP_023607858.1	XP_003124027.1
OG0006148	XP_006101126.1	XP_020920297.1
OG0006149	XP_023602917.1	NP_001128295.1
OG0006150	XP_006096482.1	NP_001090898.1, XP_005672820.1
OG0006151	XP_023599684.1	XP_005666364.1
OG0006152	XP_006088898.1	NP_001019867.1, XP_020924231.1
OG0006153	XP_014319257.1	NP_001003923.1
OG0006154	XP_023609423.1	NP_001026945.1, XP_013834045.2
OG0006155	XP_006105542.1	NP_001121905.1
OG0006156	XP_023609437.1	NP_001116542.1, XP_020935033.1
OG0006157	XP_006108979.1, XP_006108785.1	XP_020950500.1
OG0006158	XP_014321046.1	NP_001001909.1
OG0006159	XP_023614668.1	XP_005661129.3
OG0006161	XP_006090397.1, XP_023610942.1	XP_005669993.1, XP_005669992.1
OG0006162	XP_014312598.1	NP_999110.1
OG0006163	XP_014313687.1	XP_020947245.1
OG0006164	XP_023618809.1	NP_999395.1, XP_020938755.1
OG0006165	XP_023605756.1, XP_014309162.1	NP_001032228.1
OG0006168	XP_023600720.1	NP_001335700.1
OG0006169	XP_006092079.1	XP_003353937.2, NP_001231404.1
OG0006170	XP_023601806.1	NP_001191864.1
OG0006171	XP_014311409.1	NP_001231267.1, XP_005673347.1
OG0006172	XP_006087341.1	XP_020952360.1, XP_020952361.1, XP_020952364.1
OG0006173	XP_006095791.1	XP_005652622.1
OG0006174	XP_006082553.1	XP_020930776.1
OG0006175	XP_006081210.1	XP_003480936.1
OG0006176	XP_014312304.1, XP_006091383.1	XP_020925073.1, XP_020925074.1
OG0006178	XP_023617296.1	XP_020945322.1
OG0006179	XP_014305746.2	XP_003127286.3
OG0006181	XP_006093189.1	XP_020952021.1, NP_999143.1
OG0006182	XP_023620398.1	NP_001231633.1, XP_005665064.1
OG0006183	XP_006099713.1	NP_001230816.1
OG0006184	XP_006083969.1	NP_001032226.1
OG0006185	XP_023607359.1	XP_020919514.1, NP_001137186.1
OG0006187	XP_006082629.1	XP_020930855.1
OG0006189	XP_014310251.1	XP_001924745.2, XP_003128835.1
OG0006190	XP_006101358.1	XP_003360624.1
OG0006191	XP_023601598.1	NP_999618.1
OG0006192	XP_014301166.1, XP_023600373.1	XP_020945195.1
OG0006193	XP_006095194.1	XP_013852534.1
OG0006194	XP_006092098.1	XP_003122804.2
OG0006198	XP_014313958.1	XP_013842554.2
OG0006199	XP_023608616.1	XP_020955725.1
OG0006200	XP_006101373.1	XP_020937775.1, XP_020937333.1
OG0006202	XP_014301473.1	NP_001231618.1
OG0006203	XP_006090860.2	NP_001001546.1
OG0006204	XP_023608431.1	XP_020955075.1
OG0006205	XP_006087232.1	XP_020930953.1
OG0006206	XP_006087251.1, XP_014305955.2	XP_005659897.1
OG0006208	XP_023606582.1	XP_005654486.1, NP_999237.1
OG0006209	XP_014307394.1	XP_001924984.1
OG0006210	XP_006084955.1	XP_003132594.1
OG0006211	XP_023600646.1	XP_020942438.1
OG0006213	XP_023603655.1, XP_023599416.1, XP_006109130.3	XP_020940069.1
OG0006214	XP_006093928.1, XP_023613983.1	XP_003121186.1
OG0006216	XP_023613947.1, XP_023613946.1, XP_006093945.1	XP_020942044.1
OG0006217	XP_006107040.1, XP_006093946.1	NP_001138857.1
OG0006218	XP_006103820.1	XP_001928380.1
OG0006219	XP_023620559.1	XP_020927464.1
OG0006221	XP_006089266.1	XP_001928107.4
OG0006222	XP_023609957.1	XP_020944437.1
OG0006223	XP_023620802.1	XP_003357745.4
OG0006224	XP_023620666.1	XP_020920261.1
OG0006225	XP_023599315.1	XP_020920293.1
OG0006226	XP_023608157.1, XP_006086881.1	XP_003122015.3
OG0006227	XP_006094193.1	XP_001924949.4
OG0006228	XP_023601520.1	XP_020943836.1
OG0006229	XP_023603062.1	XP_020943805.1
OG0006230	XP_014316922.1	XP_020943804.1, XP_020943803.1
OG0006231	XP_023599395.1	XP_013851236.2
OG0006232	XP_006102263.1	XP_003124829.1
OG0006233	XP_006102264.1	NP_001302657.1, XP_013851234.1
OG0006234	XP_023599390.1	XP_020941369.1, NP_001302742.1
OG0006236	XP_023605158.1, XP_006109568.3	XP_020950649.1
OG0006238	XP_023604018.1	XP_020950378.1
OG0006239	XP_014305865.2, XP_006109539.1	XP_020950369.1
OG0006240	XP_023605015.1	XP_020950332.1
OG0006241	XP_023604988.1, XP_023604972.1	XP_003127320.1
OG0006242	XP_014305995.2	XP_005664703.1
OG0006243	XP_006108892.1	XP_020950308.1
OG0006244	XP_006106967.1	XP_020950301.1
OG0006245	XP_006105349.1	XP_020950258.1
OG0006246	XP_014306121.1	XP_020950196.1
OG0006247	XP_023602725.1	XP_020950177.1
OG0006248	XP_023599358.1	XP_005655982.2
OG0006249	XP_006102228.2	XP_020953204.1
OG0006250	XP_023616296.1	XP_020950009.1
OG0006251	XP_006096738.1	XP_020949268.1, NP_001038072.1
OG0006253	XP_023618132.1	XP_020952784.1
OG0006254	XP_006096048.1	XP_003355891.1, XP_003355892.1
OG0006255	XP_023601630.1	XP_020949919.1
OG0006256	XP_006109918.1	XP_020920606.1, XP_013835725.2, XP_020920607.1
OG0006258	XP_023607948.1	XP_013835658.1
OG0006259	XP_023602146.1	XP_020920386.1
OG0006260	XP_023618302.1	XP_020920495.1
OG0006261	XP_006098910.1	XP_005668170.1
OG0006262	XP_006098272.1	NP_001230752.1
OG0006263	XP_023609363.1	XP_020920667.1
OG0006264	XP_023607932.1	XP_005661798.1
OG0006265	XP_006086551.2	XP_003124061.1
OG0006266	XP_023607831.1	XP_003124096.1
OG0006267	XP_014309403.1	NP_001230290.1
OG0006268	XP_006086475.1	XP_013843064.2
OG0006269	XP_006086468.1	NP_001070693.1, XP_020938019.1
OG0006270	XP_023602368.1	XP_003134027.5, XP_020932434.1
OG0006272	XP_023607129.1	NP_999524.1, XP_005672545.1
OG0006273	XP_023606839.1	XP_005672571.1
OG0006274	XP_014307293.1	XP_020940096.1
OG0006275	XP_006081400.1	NP_001231252.1, XP_005661534.1
OG0006276	XP_014307239.1	XP_003123740.3
OG0006277	XP_023606492.1	XP_003123752.1
OG0006278	XP_006105252.1	XP_020949579.1, XP_020949578.1, XP_020949577.1
OG0006279	XP_006105251.1	XP_013843980.2
OG0006280	XP_006106795.2	XP_020952751.1
OG0006281	XP_006105494.1, XP_014306073.2, XP_006109014.3	XP_020949894.1
OG0006282	XP_023614315.1	XP_020951489.1
OG0006283	XP_006094307.1	XP_003482061.2
OG0006284	XP_006097325.1, XP_006087000.2	NP_001090955.1
OG0006285	XP_023614090.1	XP_020951139.1
OG0006286	XP_006081281.1, XP_006094048.1	NP_001230644.1
OG0006287	XP_014306227.1	NP_001239142.1
OG0006288	XP_014304969.2	XP_020951116.1
OG0006289	XP_023600733.1	NP_001157120.1
OG0006291	XP_006101482.1	XP_020920467.1, XP_020919936.1
OG0006292	XP_006104794.1, XP_006108107.1	NP_001116617.1, XP_020953565.1
OG0006293	XP_023605945.1	XP_020940275.1
OG0006294	XP_006081235.1	XP_003123865.4
OG0006295	XP_023605969.1	XP_005661585.2, NP_001177210.1
OG0006296	XP_006081341.1	NP_001230740.1, XP_020933489.1
OG0006297	XP_006108208.3	XP_020931002.1
OG0006298	XP_014305338.1	NP_001182260.1
OG0006299	XP_014304152.1	NP_999337.1, XP_020938574.1
OG0006300	XP_023603224.1	XP_020954644.1
OG0006301	XP_023603223.1, XP_006106745.1	XP_020954646.1
OG0006302	XP_006109369.1	NP_001171998.1, XP_020953641.1
OG0006304	XP_023604450.1, XP_023604787.1	XP_020954585.1
OG0006305	XP_006108888.1, XP_014303331.1	XP_020954570.1
OG0006306	XP_014302488.1	XP_020954567.1, XP_020954568.1
OG0006307	XP_006103461.1, XP_023605104.1, XP_023602690.1	XP_020954556.1
OG0006308	XP_023603623.1	XP_020954538.1
OG0006309	XP_014305965.1	XP_020954529.1
OG0006310	XP_006107861.1, XP_014305304.1	NP_001157983.1
OG0006311	XP_006105417.1	XP_020956627.1
OG0006312	XP_006105413.1	XP_020956625.1
OG0006313	XP_006104142.1	XP_020956584.1, XP_020956583.1, XP_020956582.1
OG0006315	XP_023604716.1	NP_001231877.1, XP_013833913.2
OG0006316	XP_023604303.1	XP_013844735.1
OG0006317	XP_006106128.1	XP_020956654.1
OG0006318	XP_023609421.1	XP_003128969.2
OG0006319	XP_014318919.1	NP_001231413.1
OG0006322	XP_006109416.2, XP_014303523.1	NP_001090940.1, XP_020928261.1
OG0006324	XP_006094326.1	XP_020951556.1
OG0006325	XP_006108868.3, XP_023601664.1	XP_020928049.1
OG0006326	XP_006103296.2	XP_001927093.2
OG0006328	XP_023602827.1, XP_014306712.2, XP_023601523.1	XP_020929951.1
OG0006329	XP_006089765.1	XP_020929256.1
OG0006330	XP_023603590.1, XP_006089811.3	XP_020928107.1
OG0006331	XP_006105393.1	XP_005657444.1
OG0006332	XP_014320893.1	XP_020929524.1
OG0006333	XP_006100020.1	XP_005657450.1, NP_001026956.1
OG0006334	XP_006100016.1	XP_001925309.2, XP_005657461.1
OG0006335	XP_023619352.1	XP_013845887.2
OG0006336	XP_023619351.1	XP_020929579.1
OG0006337	XP_006090315.1	XP_005671163.1
OG0006338	XP_006090299.1	XP_020927737.1
OG0006339	XP_006101044.1, XP_006109326.2	NP_001230116.1
OG0006340	XP_006100182.1	NP_001096681.1, XP_013838850.1
OG0006341	XP_006100175.1	XP_005671238.1
OG0006342	XP_014310117.1	NP_001038088.1, XP_020937998.1
OG0006343	XP_014310074.1	NP_001231033.1
OG0006344	XP_023609540.1	XP_013843009.1, XP_003123730.1
OG0006345	XP_006097745.1	XP_013850339.2
OG0006346	XP_006081651.1	NP_001090938.1
OG0006347	XP_014318867.1	XP_003483895.1
OG0006348	XP_023607520.1	XP_020932592.1
OG0006349	XP_023609839.1	NP_001136301.1
OG0006350	XP_023611112.1, XP_023609894.1	XP_020940690.1
OG0006351	XP_014311687.1	NP_001038059.1, XP_020937974.1
OG0006352	XP_006097491.1	XP_020940663.1
OG0006353	XP_006097503.1	XP_005661851.1
OG0006354	XP_023610821.1	XP_003133959.4
OG0006355	XP_023610787.1	XP_003133952.3
OG0006357	XP_006090171.1	XP_020932645.1
OG0006358	XP_006090170.1	NP_001139600.1
OG0006359	XP_006090162.3	XP_013840189.1, XP_003133926.1
OG0006360	XP_006109029.2	XP_005672465.1
OG0006360	XP_014312508.1	NP_001138858.1
OG0006361	XP_023608482.1	XP_020932288.1
OG0006362	XP_006081553.1	XP_003483854.1, XP_013840158.1
OG0006363	XP_006106852.2	XP_020932639.1
OG0006364	XP_006099839.1	XP_001927818.1
OG0006365	XP_023601387.1	XP_020918582.1, XP_020918581.1
OG0006366	XP_014305348.1, XP_014319362.1	XP_013835042.1
OG0006367	XP_023604403.1	NP_998922.1, XP_020957810.1
OG0006368	XP_006110179.2	NP_001231886.1
OG0006369	XP_014322648.1	NP_001182249.1, XP_020957658.1
OG0006371	XP_023602021.1	XP_005667497.2, XP_013834945.2
OG0006372	XP_023600484.1	XP_020918650.1
OG0006373	XP_023601393.1	NP_999392.1
OG0006374	XP_023600065.1	XP_020918560.1
OG0006375	XP_023613693.1	XP_005667402.1
OG0006376	XP_014315352.1	XP_003129917.3
OG0006377	XP_023603244.1	NP_001231823.1
OG0006378	XP_006099373.1, XP_006099374.1, XP_023618748.1, XP_014320330.1	XP_005667366.1
OG0006379	XP_014319896.1	XP_020957631.1, NP_001136303.1
OG0006380	XP_006100734.1	XP_013836687.2
OG0006382	XP_006102835.1	NP_001231752.1
OG0006383	XP_006105157.1, XP_006109510.1	XP_003131975.4
OG0006385	XP_014303126.1	XP_020923477.1, XP_020923478.1
OG0006387	XP_023604307.1, XP_014306446.2, XP_023599720.1	XP_020923522.1
OG0006388	XP_023601107.1	XP_020921925.1
OG0006389	XP_006097431.1	XP_020923552.1
OG0006390	XP_023620620.1	XP_020923579.1
OG0006391	XP_006107240.1	XP_005654066.2
OG0006392	XP_006106989.2	XP_020923705.1
OG0006393	XP_006089832.1	XP_013844340.1, XP_003127995.3, XP_013844339.1
OG0006395	XP_023615728.1	XP_020953282.1
OG0006396	XP_006096162.1	XP_020948834.1, NP_001090919.2
OG0006397	XP_023608595.1	XP_003128031.4
OG0006400	XP_006108374.1	XP_003127555.3
OG0006402	XP_023604735.1	XP_005665013.1, NP_001231650.1
OG0006405	XP_006107272.1	XP_003127573.6
OG0006406	XP_006106525.3	XP_020950912.1
OG0006407	XP_023616884.1	XP_020949322.1
OG0006408	XP_014318607.1	XP_020949329.1, XP_020949328.1
OG0006409	XP_023608317.1	XP_020952656.1
OG0006410	XP_006091286.1	XP_020949447.1
OG0006411	XP_006091234.1	NP_999165.1, XP_005664416.1
OG0006412	XP_023611861.1	XP_020949517.1
OG0006413	XP_006091212.1	XP_020949535.1
OG0006414	XP_023618906.1	NP_001011693.1, XP_020949205.1
OG0006415	XP_014320410.1	XP_003126980.2
OG0006416	XP_006099442.2	XP_020949680.1
OG0006417	XP_006099433.1	XP_020949644.1
OG0006418	XP_023618912.1	XP_020949643.1
OG0006419	XP_023616090.1	XP_020949633.1
OG0006420	XP_023608596.1	XP_003356511.1
OG0006421	XP_006087093.1	XP_020949394.1
OG0006422	XP_006090444.1	XP_003124666.2
OG0006423	XP_023609207.1	XP_020942019.1
OG0006424	XP_006088285.1	XP_020942008.1
OG0006425	XP_023609180.1	NP_001233198.1
OG0006426	XP_006088287.1	XP_003354559.2
OG0006427	XP_023609186.1	XP_013850994.2
OG0006428	XP_006088320.1	XP_005662019.1
OG0006429	XP_006081088.1	XP_005661966.1
OG0006430	XP_023609876.1	XP_013850908.1
OG0006431	XP_023609932.1, XP_023613669.1	XP_013850885.1
OG0006432	XP_023614964.1, XP_023615072.1	XP_020941873.1
OG0006433	XP_023618379.1	XP_020941778.1
OG0006434	XP_023617206.1	XP_020941750.1
OG0006435	XP_023617182.1	XP_020941751.1
OG0006436	XP_006097772.1	XP_020941708.1
OG0006440	XP_023600572.1	XP_020942071.1
OG0006441	XP_014301396.1	NP_001231918.1, XP_020941330.1
OG0006442	XP_023602212.1	XP_020941536.1, NP_999542.1
OG0006443	XP_023607245.1	XP_020942121.1
OG0006444	XP_006108655.1, XP_023602148.1	XP_020942136.1
OG0006445	XP_014302995.1	NP_001230296.1, XP_020941425.1
OG0006446	XP_023620881.1	XP_020941831.1
OG0006447	XP_006096414.1	XP_020942252.1
OG0006449	XP_006096390.1	XP_020942311.1
OG0006450	XP_014306604.1, XP_023611075.1	XP_020941234.1
OG0006451	XP_014312782.1	XP_020942368.1
OG0006452	XP_023611025.1	XP_005662241.2
OG0006453	XP_014312796.1, XP_006108742.2	XP_020941331.1, NP_001231929.1
OG0006454	XP_023611041.1	XP_013851182.1
OG0006455	XP_023611068.1	XP_005662259.1, NP_001230613.1
OG0006456	XP_006090526.1	XP_003481116.1
OG0006457	XP_023611087.1	XP_020942394.1
OG0006458	XP_023620218.1	XP_020942427.1
OG0006459	XP_006100949.1	XP_020942460.1
OG0006460	XP_006104994.1	XP_020942524.1
OG0006461	XP_014301540.1, XP_014301541.1	XP_003124754.2
OG0006462	XP_023600679.1	XP_020942585.1
OG0006463	XP_023603704.1	XP_003124727.1
OG0006464	XP_006092642.1	XP_020945729.1
OG0006466	XP_006106017.1	NP_999209.1, XP_020944355.1
OG0006467	XP_006093961.1	XP_020945980.1
OG0006468	XP_014309070.2	NP_001335224.1
OG0006469	XP_006086157.1	NP_999204.1
OG0006470	XP_006098948.1	XP_020953415.1
OG0006472	XP_006094955.1, XP_014306210.1, XP_014316385.1, XP_006108821.1	XP_020958359.1
OG0006473	XP_023612170.1	XP_003127931.1
OG0006474	XP_023604476.1	XP_020920206.1
OG0006475	XP_014306738.1	XP_020920186.1
OG0006476	XP_006109309.1	XP_020920185.1
OG0006477	XP_014305697.1	XP_005668042.1
OG0006478	XP_023610550.1, XP_023610551.1, XP_006089972.1	XP_003130461.2
OG0006479	XP_006089936.1	XP_003130443.4
OG0006480	XP_006089922.1	NP_001155121.1, XP_020957642.1
OG0006481	XP_006089925.1, XP_023605093.1	XP_020958297.1
OG0006482	XP_006089002.1	XP_003130378.3
OG0006483	XP_023609715.1	XP_003357594.3
OG0006484	XP_006088983.1	XP_003357589.1
OG0006485	XP_023609692.1	XP_013845064.1
OG0006486	XP_023609694.1	XP_020919294.1
OG0006487	XP_006088964.1	NP_001231655.1
OG0006488	XP_023617336.1	XP_020945082.1
OG0006489	XP_006099657.1	XP_003355118.1
OG0006490	XP_023605076.1, XP_023619029.1	NP_999429.1, XP_013852252.1
OG0006491	XP_014304511.1	XP_005668013.1
OG0006492	XP_006106628.2	XP_020920125.1
OG0006493	XP_014306357.1, XP_014304816.2, XP_023601970.1	XP_020920037.1
OG0006494	XP_006097835.1	XP_020945295.1
OG0006495	XP_023617359.1	XP_001929565.3
OG0006496	XP_023617307.1	XP_013852421.1, NP_001230597.1
OG0006497	XP_023617362.1	NP_001070698.2, XP_020944229.1
OG0006498	XP_006097885.1	XP_013852447.1
OG0006499	XP_006097918.1	NP_001116582.1, XP_020944124.1
OG0006500	XP_006095142.1	NP_001230471.1
OG0006501	XP_023614979.1, XP_023615098.1	XP_005663470.1
OG0006503	XP_006085202.1	XP_020948192.1
OG0006504	XP_014308056.2	XP_003356462.1
OG0006505	XP_006091745.1	XP_020951865.1
OG0006506	XP_023616937.1	XP_003356417.1
OG0006507	XP_006082878.1	XP_005674599.3
OG0006508	XP_006089365.1	XP_020951683.1
OG0006509	XP_023606595.1, XP_014307991.1	XP_005654461.1
OG0006511	XP_006106890.1	XP_020954001.1, NP_001041652.1
OG0006512	XP_023619471.1	XP_013833660.1
OG0006513	XP_006100312.1	XP_003121857.2
OG0006514	XP_023619855.1	NP_001137164.1, XP_020953644.1
OG0006515	XP_023619432.1	XP_020953802.1, NP_001137187.1
OG0006516	XP_014320984.1	XP_005666315.1
OG0006517	XP_014320950.1	XP_020954883.1
OG0006518	XP_023599448.1	XP_013833646.1
OG0006519	XP_006102351.1	XP_005666291.1
OG0006520	XP_006102291.2	NP_001106158.1, XP_020953527.1
OG0006521	XP_006102348.1	XP_020954854.1
OG0006522	XP_014308834.1	XP_001927828.4
OG0006523	XP_006085896.1	NP_001132944.1
OG0006524	XP_023611360.1	NP_001231086.1
OG0006525	XP_006087873.1	XP_020957076.1
OG0006526	XP_006100301.1	XP_020957192.1
OG0006527	XP_006100298.1	XP_013848847.1
OG0006528	XP_006097018.1	XP_020934411.1
OG0006529	XP_023618994.1	XP_013841351.2
OG0006531	XP_006096098.1	NP_001159788.1, XP_020920281.1
OG0006532	XP_006109509.1, XP_023599688.1, XP_014306364.1	XP_005660096.2
OG0006533	XP_006102630.1	XP_020955572.1
OG0006534	XP_014323393.1	XP_001926490.2
OG0006535	XP_006091035.1	XP_005666373.1
OG0006536	XP_023611618.1	XP_020955051.1
OG0006537	XP_006108317.1	XP_001925126.6
OG0006539	XP_023611652.1	XP_003128671.1
OG0006540	XP_023617095.1	XP_005666404.1
OG0006541	XP_014318860.1	XP_001929141.1
OG0006542	XP_006098502.1	XP_003356794.1
OG0006543	XP_006098479.1	XP_005666412.1, NP_999363.1
OG0006544	XP_014321426.1	XP_020955307.1
OG0006545	XP_023619845.1	XP_020955312.1
OG0006546	XP_023600206.1	XP_020955348.1
OG0006547	XP_023611657.1	XP_020955589.1
OG0006548	XP_023618387.1	XP_020921744.1, NP_001274343.1
OG0006549	XP_014313398.2	XP_020923996.1
OG0006550	XP_006092321.2	XP_020922486.1
OG0006551	XP_006095018.1	XP_020922670.1
OG0006552	XP_006095026.1, XP_006100894.1	XP_020922673.1
OG0006553	XP_006095617.1	XP_020923184.1
OG0006555	XP_006107071.1, XP_006108498.2	XP_020922218.1, XP_020922219.1
OG0006556	XP_006092473.1	XP_020922374.1
OG0006557	XP_006101940.1	NP_001182263.1
OG0006558	XP_023602701.1	XP_003131395.3
OG0006559	XP_006092345.1	XP_020921755.1, NP_001231614.1
OG0006560	XP_023612616.1	XP_020922575.1, XP_003483023.2
OG0006561	XP_014321722.1, XP_023620115.1	NP_999049.1
OG0006562	XP_014321683.1	NP_001157985.1, XP_005653969.1
OG0006563	XP_006100827.1	XP_020922719.1
OG0006564	XP_006098964.3	NP_001188415.1, XP_005654071.2
OG0006565	XP_023618366.1	XP_003131579.1
OG0006566	XP_023599978.1	XP_020922845.1
OG0006567	XP_023615349.1	XP_020921826.1, NP_001302709.1
OG0006568	XP_006095675.1	XP_020922931.1
OG0006569	XP_014317159.1	XP_020922932.1
OG0006570	XP_006095680.1	XP_020922933.1
OG0006571	XP_023615376.1	XP_020921984.1
OG0006571	XP_014317169.1	XP_003131697.1
OG0006572	XP_006092288.1	XP_003131719.1
OG0006573	XP_023612510.1	XP_020923813.1
OG0006574	XP_006101985.1	NP_001106913.1
OG0006575	XP_014322812.1, XP_023599155.1	XP_020923075.1
OG0006576	XP_023619279.1	NP_001182049.1, XP_020921729.1
OG0006577	XP_006095583.1	XP_020923136.1
OG0006579	XP_014320220.1	XP_003131865.2
OG0006580	XP_014306421.2	XP_020936728.1
OG0006585	XP_006104460.2	XP_013842495.1
OG0006586	XP_023604520.1	XP_020926285.1
OG0006587	XP_006104755.1, XP_023603182.1	NP_001001644.1
OG0006589	XP_023599281.1, XP_023599280.1	XP_020924649.1
OG0006590	XP_014315420.1	XP_003481684.2
OG0006591	XP_006093740.1	XP_003126304.1
OG0006592	XP_023613803.1	XP_005655680.1
OG0006593	XP_006093668.1, XP_006093667.1	XP_005663961.2
OG0006594	XP_006093751.1	XP_013853109.2
OG0006595	XP_014315387.1	XP_003355542.1
OG0006596	XP_006093601.1	NP_001116569.1
OG0006597	XP_006093598.1	XP_013847609.1
OG0006598	XP_006096913.1	XP_020947599.1
OG0006599	XP_023615230.1	XP_020947636.1
OG0006600	XP_014316967.1	XP_003126431.3
OG0006601	XP_014302333.1, XP_023602974.1	NP_001193292.1
OG0006602	XP_023602973.1	XP_005653224.1, NP_001193304.1
OG0006603	XP_023603745.1	NP_001193301.1, XP_020946703.1
OG0006607	XP_014306245.2	NP_001139598.1, XP_020946506.1
OG0006608	XP_014305470.1	XP_003126031.6
OG0006609	XP_023617996.1	XP_020947094.1
OG0006610	XP_023599547.1	XP_020947159.1
OG0006611	XP_023612998.1	XP_020937136.1, XP_020937137.1
OG0006612	XP_006092805.1	XP_020948284.1
OG0006613	XP_006098415.1	XP_020942777.1
OG0006614	XP_023620030.1	NP_001230292.2, XP_020941428.1
OG0006615	XP_006107981.3	XP_020942824.1
OG0006617	XP_006097791.1	NP_001302551.1, XP_003124955.1
OG0006618	XP_006097789.1	XP_003124958.1
OG0006619	XP_006102864.3	XP_020941414.1, NP_001230366.1
OG0006620	XP_006083480.2	NP_001231870.1, XP_020941329.1
OG0006621	XP_023602598.1	XP_003125198.5
OG0006622	XP_023599490.1	XP_020943508.1, XP_020943509.1
OG0006623	XP_006083351.1	NP_999039.1
OG0006624	XP_023602020.1	XP_020943101.1
OG0006626	XP_023618027.1	XP_020948761.1
OG0006627	XP_023601820.1	XP_020941545.1, NP_999614.1
OG0006628	XP_014303339.2	XP_020939067.1
OG0006629	XP_006081162.1	NP_001193332.1
OG0006630	XP_006081156.1	XP_005661651.1, XP_003123925.1, XP_013850511.1
OG0006631	XP_006086643.1	NP_001008689.1
OG0006632	XP_006086598.1	XP_020940494.1
OG0006633	XP_006086590.1	XP_005661752.1
OG0006634	XP_023599795.1, XP_006102772.1, XP_023599796.1	XP_005660246.2, NP_001116692.1
OG0006635	XP_006102740.1	XP_003480599.1
OG0006636	XP_006103277.1	XP_020921811.1
OG0006638	XP_006096538.2	XP_005660327.2, NP_001033728.1
OG0006639	XP_006088146.1	XP_020922401.1
OG0006640	XP_006088129.1, XP_006108970.2	NP_001304009.1
OG0006641	XP_006088110.1	NP_001026952.2
OG0006642	XP_023609059.1	XP_020943300.1, NP_001191110.1
OG0006643	XP_023609034.1	XP_013849204.1, NP_001231356.1
OG0006644	XP_014302640.2	XP_013849239.2
OG0006645	XP_006091148.1	XP_020933656.1, NP_001302593.1
OG0006646	XP_023608456.1	XP_005665555.1
OG0006647	XP_023613487.1	XP_001927521.4
OG0006648	XP_006102762.1	XP_020921570.1
OG0006649	XP_006096546.1	XP_003122079.1
OG0006650	XP_006104718.1	NP_001106531.1, XP_020953528.1
OG0006651	XP_023600937.1	NP_001116595.1, XP_005665797.1
OG0006652	XP_023601599.1	NP_001108147.1
OG0006653	XP_023601588.1	XP_005665856.1, NP_001095288.1
OG0006655	XP_006109304.3, XP_014306000.2	NP_001116676.1, XP_020953986.1
OG0006656	XP_023601427.1	XP_013833103.1, NP_001116583.1
OG0006657	XP_014302215.1	XP_020954128.1
OG0006658	XP_023602271.1	XP_001927916.1
OG0006659	XP_023602731.1	XP_020953753.1
OG0006659	XP_006106203.2	NP_001177120.1
OG0006660	XP_023620555.1	XP_005665969.1, NP_001137585.1
OG0006661	XP_023620550.1	XP_003356665.3
OG0006662	XP_014322091.1	XP_020954297.1
OG0006663	XP_014305353.1	XP_020953648.1
OG0006664	XP_023602412.1	NP_001230433.1, XP_020953699.1
OG0006665	XP_006100664.1	XP_020954395.1
OG0006666	XP_023619900.1	XP_001929339.3
OG0006667	XP_006100645.1	XP_005666089.1, NP_001232909.1
OG0006668	XP_023618059.1	XP_020955515.1
OG0006669	XP_023619106.1	XP_013833469.2
OG0006670	XP_023619116.1	XP_020953690.1, NP_001304012.1
OG0006671	XP_023611336.1	XP_013833223.1
OG0006672	XP_006089385.1, XP_006089384.1	XP_020928492.1
OG0006673	XP_023610051.1	XP_013848273.2
OG0006674	XP_023610056.1	XP_020947953.1
OG0006675	XP_023610969.1	XP_020947917.1
OG0006676	XP_014302732.1	XP_003123372.1
OG0006677	XP_006090418.1	XP_020938559.1, NP_001116691.1
OG0006678	XP_006098625.1	XP_020946015.1
OG0006679	XP_014319661.1	XP_020928995.1
OG0006680	XP_023620362.1, XP_006098067.2	NP_001004050.1, XP_020939260.1
OG0006681	XP_006098070.1, XP_023617537.1	XP_020946129.1
OG0006682	XP_014322557.2, XP_023620895.1	XP_020946462.1
