Orthogroup	Myotis_lucifugus	Ursus_americanus
OG0006003	XP_023604934.1, XP_006109531.2, XP_006084933.2	XP_045632558.1
OG0006004	XP_023606330.1	XP_045667220.1
OG0006005	XP_006085777.1	XP_045656549.1
OG0006006	XP_006099398.1	XP_045667566.1
OG0006007	XP_006091829.1	XP_045667667.1
OG0006008	XP_006101470.1	XP_045667661.1
OG0006009	XP_023620652.1	XP_045667664.1, XP_045667665.1
OG0006011	XP_006083094.1	XP_045662222.1, XP_045662220.1, XP_045662223.1, XP_045662221.1
OG0006012	XP_006091320.2	XP_045637632.1
OG0006013	XP_006083277.1	XP_045636785.1
OG0006014	XP_023600843.1	XP_045636108.1
OG0006015	XP_006083153.1	XP_045662108.1
OG0006016	XP_006083137.1, XP_006083139.1, XP_014323210.1, XP_014323187.1, XP_006083135.1, XP_014323171.1	XP_045662130.1
OG0006017	XP_023617541.1	XP_045631277.1
OG0006018	XP_006082418.1	XP_045662315.1
OG0006019	XP_006082426.1	XP_045662328.1
OG0006020	XP_006082448.1	XP_045662396.1
OG0006021	XP_006082474.1	XP_045662465.1
OG0006022	XP_023615039.1	XP_045662482.1
OG0006023	XP_023616256.1	XP_045662510.1
OG0006024	XP_023616355.1	XP_045662547.1
OG0006025	XP_023619054.1	XP_045662605.1
OG0006026	XP_023619071.1	XP_045662648.1
OG0006027	XP_006082575.1	XP_045633466.1
OG0006028	XP_023617029.1	XP_045633499.1
OG0006029	XP_014318262.1	XP_045633500.1
OG0006030	XP_023617089.1	XP_045633565.1
OG0006031	XP_023617464.1	XP_045631286.1
OG0006032	XP_014317947.1	XP_045662627.1
OG0006033	XP_014301150.1	XP_045640788.1
OG0006034	XP_023614799.1	XP_045643507.1
OG0006035	XP_014316418.1, XP_023614754.1, XP_023614753.1	XP_045643459.1
OG0006036	XP_023600280.1	XP_045665536.1
OG0006038	XP_006103333.1	XP_045640342.1, XP_045640341.1
OG0006039	XP_014301146.1	XP_045640350.1
OG0006040	XP_006096968.1	XP_045639923.1
OG0006041	XP_006103773.1	XP_045653068.1
OG0006042	XP_006090630.1	XP_045651795.1
OG0006044	XP_006088655.1	XP_045646816.1
OG0006045	XP_014311212.1	XP_045661012.1
OG0006047	XP_006088643.1	XP_045661001.1
OG0006048	XP_014311173.1	XP_045633968.1
OG0006049	XP_006085711.1	XP_045660429.1
OG0006050	XP_006090637.1	XP_045656644.1
OG0006051	XP_023616713.1	XP_045644749.1, XP_045646850.1
OG0006052	XP_014318467.2	XP_045646837.1
OG0006053	XP_023616715.1	XP_045646847.1
OG0006054	XP_006097226.1	XP_045646349.1
OG0006055	XP_014318491.1	XP_045660887.1
OG0006056	XP_006097266.1	XP_045642638.1
OG0006057	XP_023615772.1	XP_045652204.1
OG0006058	XP_006084757.1	XP_045661093.1
OG0006059	XP_006084753.1	XP_045661103.1
OG0006060	XP_006082204.1	XP_045660924.1
OG0006061	XP_023613861.1	XP_045649794.1
OG0006062	XP_006109979.1	XP_045634941.1
OG0006063	XP_006082118.1	XP_045655999.1
OG0006064	XP_023608791.1	XP_045658364.1
OG0006065	XP_014310334.1	XP_045649669.1
OG0006066	XP_006096235.1	XP_045644911.1
OG0006067	XP_006082862.1	XP_045644799.1
OG0006068	XP_023606234.1	XP_045645436.1
OG0006069	XP_006101963.1	XP_045650919.1, XP_045650917.1, XP_045650920.1
OG0006070	XP_006087491.1	XP_045640877.1, XP_045640867.1
OG0006071	XP_014307352.1	XP_045670703.1
OG0006072	XP_006088806.1	XP_045648899.1
OG0006073	XP_023611037.1, XP_023611038.1	XP_045639956.1
OG0006074	XP_006097126.1	XP_045635065.1
OG0006075	XP_006108226.1	XP_045669920.1
OG0006077	XP_014316355.1, NP_001273947.1	XP_045662389.1
OG0006078	XP_006093988.1	XP_045657816.1
OG0006080	XP_014319725.1	XP_045661224.1, XP_045661223.1
OG0006089	XP_006106599.2	XP_045631504.1, XP_045631503.1
OG0006090	XP_023615114.1	XP_045627931.1
OG0006091	XP_006101473.1	XP_045667609.1
OG0006092	XP_023608675.1	XP_045654094.1
OG0006093	XP_006107701.1	XP_045641461.1
OG0006094	XP_014302418.1	XP_045644017.1, XP_045644018.1
OG0006095	XP_006102292.2	XP_045658615.1
OG0006096	XP_014302574.1	XP_045655111.1
OG0006097	XP_006108626.1	XP_045633703.1
OG0006098	XP_006082485.1	XP_045662080.1
OG0006099	XP_023603031.1, XP_014303162.1, XP_023603026.1	XP_045627760.1
OG0006100	XP_014311657.1	XP_045668479.1, XP_045671287.1
OG0006101	XP_023602916.1	XP_045643311.1
OG0006102	XP_023605599.1	XP_045637111.1
OG0006103	XP_006101089.1	XP_045649631.1
OG0006104	XP_023608782.1	XP_045644443.1
OG0006105	XP_023613229.1	XP_045672212.1
OG0006106	XP_006109464.2, XP_006100917.1	XP_045664926.1
OG0006107	XP_006092536.1	XP_045657290.1
OG0006108	XP_006088220.1	XP_045658795.1
OG0006109	XP_006082094.1	XP_045661075.1
OG0006110	XP_023605020.1	XP_045663135.1
OG0006111	XP_023618077.1	XP_045657367.1
OG0006113	XP_006098794.1	XP_045636388.1
OG0006114	XP_014316902.1	XP_045643092.1
OG0006116	XP_023610578.1	XP_045643771.1
OG0006117	XP_023620247.1	XP_045639978.1
OG0006118	XP_006090606.1	XP_045641623.1
OG0006119	XP_006103854.1	XP_045647400.1
OG0006120	XP_023607487.1	XP_045666970.1
OG0006121	XP_023605940.1	XP_045661240.1
OG0006122	XP_023605545.1	XP_045635385.1
OG0006123	XP_014314296.1	XP_045637718.1
OG0006125	XP_006097510.1	XP_045650978.1
OG0006126	XP_023603991.1	XP_045652622.1, XP_045652621.1
OG0006127	XP_023601704.1	XP_045630650.1
OG0006128	XP_014316767.1	XP_045646573.1
OG0006129	XP_006087626.1	XP_045654256.1
OG0006130	XP_006090156.1	XP_045643373.1
OG0006131	XP_006101942.1	XP_045630282.1
OG0006132	XP_006086946.1	XP_045628918.1
OG0006133	XP_006096626.1	XP_045647561.1
OG0006134	XP_006090312.1	XP_045639509.1
OG0006135	XP_014304488.2	XP_045651499.1
OG0006136	XP_023616417.1	XP_045659056.1
OG0006137	XP_023617838.1	XP_045647497.1
OG0006138	XP_006093569.1, XP_006108855.1	XP_045653482.1
OG0006139	XP_014318620.1	XP_045628630.1
OG0006140	XP_006099452.1	XP_045670983.1
OG0006142	XP_023607651.1, XP_023607653.1, XP_006086301.1, XP_023607652.1, XP_023607654.1	XP_045635237.1
OG0006143	XP_023612056.1	XP_045657153.1
OG0006144	XP_014311428.2	XP_045644699.1
OG0006145	XP_006089017.1	XP_045667249.1
OG0006146	XP_006091431.1	XP_045660741.1
OG0006147	XP_023607858.1	XP_045650518.1
OG0006148	XP_006101126.1	XP_045628442.1
OG0006149	XP_023602917.1	XP_045643317.1
OG0006150	XP_006096482.1	XP_045664361.1
OG0006151	XP_023599684.1	XP_045666305.1
OG0006152	XP_006088898.1	XP_045644611.1, XP_045644610.1, XP_045644609.1
OG0006153	XP_014319257.1	XP_045636246.1
OG0006154	XP_023609423.1	XP_045626506.1
OG0006155	XP_006105542.1	XP_045653349.1
OG0006156	XP_023609437.1	XP_045661025.1
OG0006157	XP_006108979.1, XP_006108785.1	XP_045631168.1
OG0006158	XP_014321046.1	XP_045650670.1
OG0006159	XP_023614668.1	XP_045664564.1
OG0006161	XP_006090397.1, XP_023610942.1	XP_045668257.1
OG0006162	XP_014312598.1	XP_045639544.1
OG0006163	XP_014313687.1	XP_045657112.1, XP_045657110.1, XP_045657109.1, XP_045657113.1, XP_045657111.1
OG0006164	XP_023618809.1	XP_045647036.1
OG0006165	XP_023605756.1, XP_014309162.1	XP_045637246.1
OG0006168	XP_023600720.1	XP_045653171.1
OG0006169	XP_006092079.1	XP_045664709.1
OG0006170	XP_023601806.1	XP_045632799.1
OG0006171	XP_014311409.1	XP_045648926.1
OG0006172	XP_006087341.1	XP_045655581.1
OG0006173	XP_006095791.1	XP_045656902.1, XP_045639953.1
OG0006174	XP_006082553.1	XP_045662641.1
OG0006175	XP_006081210.1	XP_045633244.1
OG0006176	XP_014312304.1, XP_006091383.1	XP_045668235.1
OG0006178	XP_023617296.1	XP_045640200.1
OG0006179	XP_014305746.2	XP_045632271.1
OG0006181	XP_006093189.1	XP_045628315.1
OG0006182	XP_023620398.1	XP_045633906.1
OG0006183	XP_006099713.1	XP_045634673.1
OG0006184	XP_006083969.1	XP_045664206.1
OG0006185	XP_023607359.1	XP_045642835.1
OG0006187	XP_006082629.1	XP_045633522.1
OG0006188	XP_006090388.1	XP_045668011.1
OG0006189	XP_014310251.1	XP_045645092.1
OG0006190	XP_006101358.1	XP_045632507.1, XP_045660883.1, XP_045660879.1, XP_045656709.1
OG0006191	XP_023601598.1	XP_045651700.1
OG0006192	XP_014301166.1, XP_023600373.1	XP_045640581.1
OG0006193	XP_006095194.1	XP_045640478.1
OG0006198	XP_014313958.1	XP_045642953.1
OG0006200	XP_006101373.1	XP_045643384.1, XP_045632520.1, XP_045660882.1, XP_045632503.1
OG0006202	XP_014301473.1	XP_045642446.1
OG0006203	XP_006090860.2	XP_045646250.1
OG0006204	XP_023608431.1	XP_045646327.1
OG0006205	XP_006087232.1	XP_045646315.1
OG0006206	XP_006087251.1, XP_014305955.2	XP_045646158.1
OG0006208	XP_023606582.1	XP_045646076.1
OG0006209	XP_014307394.1	XP_045661481.1
OG0006210	XP_006084955.1	XP_045644665.1
OG0006211	XP_023600646.1	XP_045661304.1
OG0006213	XP_023603655.1, XP_023599416.1, XP_006109130.3	XP_045661324.1
OG0006214	XP_006093928.1, XP_023613983.1	XP_045661339.1
OG0006216	XP_023613947.1, XP_023613946.1, XP_006093945.1	XP_045661379.1
OG0006217	XP_006107040.1, XP_006093946.1	XP_045661391.1
OG0006218	XP_006103820.1	XP_045661400.1
OG0006219	XP_023620559.1	XP_045661421.1
OG0006221	XP_006089266.1	XP_045654503.1
OG0006222	XP_023609957.1	XP_045654537.1
OG0006223	XP_023620802.1	XP_045636797.1
OG0006224	XP_023620666.1	XP_045636916.1
OG0006225	XP_023599315.1	XP_045636862.1
OG0006226	XP_023608157.1, XP_006086881.1	XP_045636980.1
OG0006227	XP_006094193.1	XP_045628311.1
OG0006228	XP_023601520.1	XP_045628554.1
OG0006229	XP_023603062.1	XP_045628457.1
OG0006230	XP_023603281.1	XP_045628540.1
OG0006231	XP_023599395.1	XP_045628523.1
OG0006232	XP_006102263.1	XP_045628534.1
OG0006233	XP_006102264.1	XP_045628538.1
OG0006234	XP_023599390.1	XP_045628535.1
OG0006236	XP_023605158.1, XP_006109568.3	XP_045645405.1
OG0006238	XP_023604018.1	XP_045628187.1
OG0006239	XP_014305865.2, XP_006109539.1	XP_045628165.1
OG0006240	XP_023605015.1	XP_045628247.1
OG0006241	XP_023604988.1, XP_023604972.1	XP_045628255.1
OG0006242	XP_014305995.2	XP_045628155.1
OG0006243	XP_006108892.1	XP_045628157.1
OG0006244	XP_006106967.1	XP_045628243.1
OG0006245	XP_006105349.1	XP_045632250.1
OG0006246	XP_014306121.1	XP_045666814.1
OG0006247	XP_023602725.1	XP_045668081.1, XP_045668140.1
OG0006248	XP_023599358.1	XP_045629453.1, XP_045629527.1
OG0006249	XP_006102228.2	XP_045642396.1
OG0006250	XP_023616296.1	XP_045641699.1
OG0006251	XP_006096738.1	XP_045641765.1
OG0006253	XP_023618132.1	XP_045652637.1
OG0006254	XP_006096048.1	XP_045652192.1
OG0006255	XP_023601630.1	XP_045652088.1
OG0006256	XP_006109918.1	XP_045643371.1
OG0006258	XP_023607948.1	XP_045668800.1
OG0006259	XP_023602146.1	XP_045668765.1
OG0006260	XP_023618302.1	XP_045643883.1
OG0006261	XP_006098910.1	XP_045644004.1
OG0006262	XP_006098272.1	XP_045649887.1
OG0006263	XP_023609363.1	XP_045668912.1
OG0006264	XP_023607932.1	XP_045650451.1
OG0006265	XP_006086551.2	XP_045650467.1
OG0006266	XP_023607831.1	XP_045650444.1, XP_045650443.1
OG0006267	XP_014309403.1	XP_045650360.1
OG0006268	XP_006086475.1	XP_045650346.1
OG0006269	XP_006086468.1	XP_045650336.1, XP_045650337.1
OG0006270	XP_023602368.1	XP_045650974.1
OG0006272	XP_023607129.1	XP_045650206.1
OG0006273	XP_023606839.1	XP_045665764.1, XP_045665763.1, XP_045665765.1
OG0006274	XP_014307293.1	XP_045665726.1
OG0006275	XP_006081400.1	XP_045665779.1
OG0006276	XP_014307239.1	XP_045665805.1, XP_045665804.1
OG0006277	XP_023606492.1	XP_045665788.1
OG0006278	XP_006105252.1	XP_045662826.1
OG0006279	XP_006105251.1	XP_045662819.1
OG0006280	XP_006106795.2	XP_045662776.1
OG0006281	XP_006105494.1, XP_014306073.2, XP_006109014.3	XP_045670649.1
OG0006283	XP_006094307.1	XP_045638081.1
OG0006284	XP_006097325.1, XP_006087000.2	XP_045638518.1
OG0006285	XP_023614090.1	XP_045637934.1
OG0006286	XP_006081281.1, XP_006094048.1	XP_045637954.1
OG0006287	XP_014306227.1	XP_045638152.1
OG0006288	XP_014304969.2	XP_045638599.1
OG0006289	XP_023600733.1	XP_045632801.1
OG0006290	XP_006103774.1	XP_045632804.1
OG0006291	XP_006101482.1	XP_045668820.1
OG0006292	XP_006104794.1, XP_006108107.1	XP_045669016.1
OG0006293	XP_023605945.1	XP_045633241.1
OG0006294	XP_006081235.1	XP_045664230.1
OG0006295	XP_023605969.1	XP_045652297.1
OG0006296	XP_006081341.1	XP_045652358.1
OG0006297	XP_006108208.3	XP_045651272.1
OG0006298	XP_014302836.1, XP_014305338.1	XP_045645573.1
OG0006299	XP_014304152.1	XP_045651367.1
OG0006300	XP_023603224.1	XP_045669011.1
OG0006301	XP_023603223.1, XP_006106745.1	XP_045669009.1
OG0006302	XP_006109369.1	XP_045669155.1
OG0006304	XP_023604450.1, XP_023604787.1	XP_045669153.1
OG0006305	XP_006108888.1, XP_014303331.1	XP_045669118.1
OG0006306	XP_014302488.1	XP_045669099.1, XP_045669098.1
OG0006307	XP_006103461.1, XP_023605104.1, XP_023602690.1	XP_045669051.1
OG0006308	XP_023603623.1	XP_045669117.1
OG0006309	XP_014305965.1	XP_045668940.1
OG0006310	XP_006107861.1, XP_014305304.1	XP_045669116.1
OG0006311	XP_006105417.1	XP_045645469.1
OG0006312	XP_006105413.1	XP_045645471.1
OG0006313	XP_006104142.1	XP_045630722.1
OG0006315	XP_023604716.1	XP_045630715.1
OG0006316	XP_023604303.1	XP_045627303.1
OG0006317	XP_006106128.1	XP_045627325.1
OG0006318	XP_023609421.1	XP_045672319.1
OG0006319	XP_014318919.1	XP_045655234.1
OG0006322	XP_006109416.2, XP_014303523.1	XP_045651313.1
OG0006324	XP_006094326.1	XP_045638184.1
OG0006325	XP_006108868.3, XP_023601664.1	XP_045639269.1
OG0006326	XP_006103296.2	XP_045658288.1
OG0006328	XP_023602827.1, XP_014306712.2, XP_023601523.1	XP_045639233.1
OG0006329	XP_006089765.1	XP_045639358.1
OG0006330	XP_023603590.1, XP_006089811.3	XP_045639551.1
OG0006331	XP_006105393.1	XP_045639453.1
OG0006332	XP_014320893.1	XP_045639395.1
OG0006333	XP_006100020.1	XP_045639404.1
OG0006334	XP_006100016.1	XP_045639638.1
OG0006335	XP_023619352.1	XP_045639522.1
OG0006336	XP_023619351.1	XP_045639603.1
OG0006337	XP_006090315.1	XP_045639138.1
OG0006338	XP_006090299.1	XP_045639116.1
OG0006339	XP_006101044.1, XP_006109326.2	XP_045639335.1
OG0006340	XP_006100182.1	XP_045639345.1
OG0006341	XP_006100175.1	XP_045639633.1
OG0006342	XP_014310117.1	XP_045652496.1
OG0006343	XP_014310074.1	XP_045654347.1
OG0006344	XP_023609540.1	XP_045655105.1
OG0006345	XP_006097745.1	XP_045658781.1
OG0006346	XP_006081651.1	XP_045658907.1
OG0006347	XP_014318867.1	XP_045648085.1
OG0006348	XP_023607520.1	XP_045663988.1
OG0006349	XP_023609839.1	XP_045647987.1
OG0006350	XP_023611112.1, XP_023609894.1	XP_045671270.1
OG0006351	XP_014311687.1	XP_045671290.1, XP_045671289.1
OG0006352	XP_006097491.1	XP_045671315.1
OG0006353	XP_006097503.1	XP_045671209.1
OG0006354	XP_023610821.1	XP_045643300.1
OG0006355	XP_023610787.1	XP_045643259.1
OG0006356	XP_006098338.3, XP_006084306.1	XP_045652993.1
OG0006357	XP_006090171.1	XP_045643193.1
OG0006358	XP_006090170.1	XP_045643192.1
OG0006359	XP_006090162.3	XP_045643181.1
OG0006360	XP_014312508.1	XP_045643162.1
OG0006361	XP_023608482.1	XP_045643367.1
OG0006362	XP_006081553.1	XP_045643124.1
OG0006363	XP_006106852.2	XP_045643159.1
OG0006364	XP_006099839.1	XP_045666533.1
OG0006365	XP_023601387.1	XP_045653868.1
OG0006366	XP_014305348.1, XP_014319362.1	XP_045646690.1
OG0006367	XP_023604403.1	XP_045654064.1
OG0006368	XP_006110179.2	XP_045654043.1
OG0006369	XP_014322648.1	XP_045653548.1
OG0006371	XP_023602021.1	XP_045653963.1
OG0006372	XP_023600484.1	XP_045653947.1
OG0006373	XP_023601393.1	XP_045653847.1
OG0006374	XP_023600065.1	XP_045653820.1
OG0006375	XP_023613693.1	XP_045653763.1
OG0006376	XP_014315352.1	XP_045653720.1
OG0006377	XP_023603244.1	XP_045653699.1
OG0006378	XP_006099373.1, XP_006099374.1, XP_023618748.1, XP_014320330.1	XP_045653686.1
OG0006379	XP_014319896.1	XP_045653642.1
OG0006380	XP_006100734.1	XP_045660812.1
OG0006382	XP_006102835.1	XP_045653393.1
OG0006383	XP_006105157.1, XP_006109510.1	XP_045653370.1
OG0006385	XP_014303126.1	XP_045653342.1
OG0006387	XP_023604307.1, XP_014306446.2, XP_023599720.1	XP_045653234.1
OG0006388	XP_023601107.1	XP_045653209.1
OG0006389	XP_006097431.1	XP_045634139.1
OG0006390	XP_023620620.1	XP_045634281.1
OG0006391	XP_006107240.1	XP_045634165.1
OG0006392	XP_006106989.2	XP_045634097.1
OG0006393	XP_006089832.1	XP_045658125.1
OG0006395	XP_023615728.1	XP_045658173.1
OG0006396	XP_006096162.1	XP_045658192.1
OG0006397	XP_023608595.1	XP_045655397.1
OG0006400	XP_006108374.1	XP_045659377.1
OG0006402	XP_023604735.1	XP_045659453.1
OG0006405	XP_006107272.1	XP_045659489.1
OG0006406	XP_006106525.3	XP_045659501.1
OG0006407	XP_023616884.1	XP_045628791.1
OG0006408	XP_014318607.1	XP_045628715.1
OG0006409	XP_023608317.1	XP_045652028.1
OG0006410	XP_006091286.1	XP_045632178.1
OG0006411	XP_006091234.1	XP_045666225.1
OG0006412	XP_023611861.1	XP_045666252.1
OG0006413	XP_006091212.1	XP_045670937.1
OG0006414	XP_023618906.1	XP_045670884.1
OG0006415	XP_014320410.1	XP_045670970.1
OG0006416	XP_006099442.2	XP_045670835.1
OG0006417	XP_006099433.1	XP_045670885.1
OG0006418	XP_023618912.1	XP_045670943.1
OG0006419	XP_023616090.1	XP_045662883.1
OG0006420	XP_023608596.1	XP_045655444.1
OG0006421	XP_006087093.1	XP_045652190.1
OG0006422	XP_006090444.1	XP_045639765.1
OG0006423	XP_023609207.1	XP_045642072.1, XP_045642071.1
OG0006424	XP_006088285.1	XP_045642098.1
OG0006425	XP_023609180.1	XP_045642099.1
OG0006426	XP_006088287.1	XP_045642104.1
OG0006427	XP_023609186.1	XP_045642153.1
OG0006428	XP_006088320.1	XP_045642198.1
OG0006429	XP_006081088.1	XP_045629835.1
OG0006430	XP_023609876.1	XP_045629765.1
OG0006431	XP_023609932.1, XP_023613669.1	XP_045629805.1
OG0006432	XP_023615072.1	XP_045629822.1
OG0006433	XP_023618379.1	XP_045629854.1
OG0006434	XP_023617206.1	XP_045669269.1
OG0006435	XP_023617182.1	XP_045669270.1
OG0006436	XP_006097772.1	XP_045669346.1
OG0006440	XP_023600572.1	XP_045641977.1
OG0006441	XP_014301396.1	XP_045642211.1
OG0006442	XP_023602212.1	XP_045641840.1
OG0006443	XP_023607245.1	XP_045632439.1
OG0006444	XP_006108655.1, XP_023602148.1	XP_045632400.1
OG0006445	XP_014302995.1	XP_045632366.1
OG0006446	XP_023620881.1	XP_045632003.1
OG0006447	XP_006096414.1	XP_045639792.1
OG0006449	XP_006096390.1	XP_045640443.1
OG0006450	XP_014306604.1, XP_023611075.1	XP_045639736.1
OG0006451	XP_014312782.1	XP_045640296.1, XP_045640295.1
OG0006452	XP_023611025.1	XP_045640395.1
OG0006453	XP_014312796.1	XP_045639886.1
OG0006454	XP_023605214.1, XP_023611041.1	XP_045640415.1
OG0006455	XP_023611068.1	XP_045640272.1
OG0006456	XP_006090526.1	XP_045640276.1
OG0006457	XP_023611087.1	XP_045639934.1
OG0006458	XP_023620218.1	XP_045640713.1
OG0006459	XP_006100949.1	XP_045640677.1
OG0006460	XP_006104994.1	XP_045640757.1
OG0006461	XP_014301540.1, XP_014301541.1	XP_045639935.1
OG0006462	XP_023600679.1	XP_045639795.1
OG0006463	XP_023603704.1	XP_045647591.1
OG0006466	XP_014301989.1	XP_045657672.1
OG0006467	XP_006093961.1	XP_045657799.1
OG0006468	XP_014309070.2	XP_045657958.1
OG0006469	XP_006086157.1	XP_045657960.1
OG0006470	XP_006098948.1	XP_045657975.1
OG0006472	XP_006094955.1, XP_014306210.1, XP_014316385.1, XP_006108821.1	XP_045643859.1
OG0006473	XP_023612170.1	XP_045637815.1
OG0006474	XP_023604476.1	XP_045643597.1
OG0006475	XP_014306738.1	XP_045643624.1
OG0006476	XP_006109309.1	XP_045643628.1
OG0006477	XP_014305697.1	XP_045643853.1
OG0006478	XP_023610550.1, XP_023610551.1, XP_006089972.1	XP_045643800.1, XP_045643799.1, XP_045643801.1
OG0006479	XP_006089936.1	XP_045627951.1
OG0006480	XP_006089922.1	XP_045667281.1
OG0006481	XP_006089925.1, XP_023605093.1	XP_045667282.1
OG0006482	XP_006089002.1	XP_045667429.1
OG0006483	XP_023609715.1	XP_045667423.1
OG0006484	XP_006088983.1	XP_045667402.1
OG0006485	XP_023609692.1	XP_045667371.1
OG0006486	XP_023609694.1	XP_045669956.1
OG0006487	XP_006088964.1	XP_045669922.1, XP_045669868.1
OG0006488	XP_023617336.1	XP_045653723.1
OG0006489	XP_006099657.1	XP_045653387.1
OG0006490	XP_023605076.1, XP_023619029.1	XP_045653269.1, XP_045653278.1
OG0006492	XP_006106628.2	XP_045652239.1
OG0006493	XP_014306357.1, XP_014304816.2, XP_023601970.1	XP_045652940.1
OG0006494	XP_006097835.1	XP_045640258.1, XP_045640257.1
OG0006495	XP_023617359.1	XP_045640150.1, XP_045640149.1
OG0006496	XP_023617307.1	XP_045640142.1
OG0006497	XP_023617362.1	XP_045640171.1, XP_045640172.1
OG0006498	XP_006097885.1	XP_045640151.1
OG0006499	XP_006097918.1	XP_045640178.1
OG0006501	XP_023614979.1, XP_023615098.1	XP_045640315.1
OG0006503	XP_006085202.1	XP_045645945.1, XP_045645946.1
OG0006504	XP_014308056.2	XP_045633836.1
OG0006505	XP_006091745.1	XP_045637853.1
OG0006506	XP_023616937.1	XP_045637918.1
OG0006507	XP_006082878.1	XP_045671085.1
OG0006508	XP_006089365.1	XP_045671050.1
OG0006509	XP_023606595.1, XP_014307991.1	XP_045646009.1
OG0006511	XP_006106890.1	XP_045631363.1
OG0006512	XP_023619471.1	XP_045658674.1
OG0006513	XP_006100312.1	XP_045656208.1
OG0006514	XP_023619855.1	XP_045663531.1
OG0006515	XP_023619432.1	XP_045658751.1
OG0006516	XP_014320984.1	XP_045658535.1
OG0006517	XP_014320950.1	XP_045658668.1
OG0006518	XP_023599448.1	XP_045658641.1, XP_045658642.1, XP_045658640.1
OG0006519	XP_006102351.1	XP_045658618.1
OG0006520	XP_006102291.2	XP_045658614.1
OG0006521	XP_006102348.1	XP_045658597.1, XP_045658598.1
OG0006522	XP_014308834.1	XP_045658584.1
OG0006523	XP_006085896.1	XP_045655929.1
OG0006524	XP_023611360.1	XP_045655286.1
OG0006525	XP_006087873.1	XP_045655047.1
OG0006526	XP_006100301.1	XP_045654694.1
OG0006527	XP_006100298.1	XP_045654751.1
OG0006528	XP_006097018.1	XP_045666403.1
OG0006529	XP_023618994.1	XP_045666321.1
OG0006530	XP_006096110.1	XP_045666336.1, XP_045666335.1
OG0006531	XP_006096098.1	XP_045666447.1
OG0006532	XP_006109509.1, XP_023599688.1	XP_045666541.1
OG0006533	XP_006102630.1	XP_045666450.1
OG0006534	XP_014323393.1	XP_045666433.1, XP_045666434.1
OG0006535	XP_006091035.1	XP_045666373.1
OG0006536	XP_023611618.1	XP_045666278.1
OG0006537	XP_006108317.1	XP_045663909.1
OG0006539	XP_023611652.1	XP_045663880.1
OG0006540	XP_023617095.1	XP_045663816.1
OG0006541	XP_014318860.1	XP_045663785.1
OG0006542	XP_006098502.1	XP_045663768.1
OG0006543	XP_006098479.1	XP_045663738.1, XP_045663737.1
OG0006545	XP_023619845.1	XP_045671725.1, XP_045671724.1
OG0006546	XP_023600206.1	XP_045631393.1
OG0006547	XP_023611657.1	XP_045666319.1
OG0006548	XP_023618387.1	XP_045629074.1
OG0006549	XP_014313398.2	XP_045646976.1
OG0006550	XP_006092321.2	XP_045670379.1
OG0006551	XP_006095018.1	XP_045637649.1
OG0006552	XP_006095026.1, XP_006100894.1	XP_045637607.1
OG0006553	XP_006095617.1	XP_045629425.1
OG0006555	XP_006107071.1, XP_006108498.2	XP_045669789.1, XP_045669788.1
OG0006556	XP_006092473.1	XP_045669782.1
OG0006557	XP_006101940.1	XP_045630233.1
OG0006558	XP_023602701.1	XP_045670318.1
OG0006559	XP_006092345.1	XP_045670498.1
OG0006560	XP_023612616.1	XP_045670326.1
OG0006561	XP_014321722.1, XP_023620115.1	XP_045637630.1
OG0006562	XP_014321683.1	XP_045637659.1
OG0006563	XP_006100827.1	XP_045633705.1
OG0006564	XP_006098964.3	XP_045669770.1
OG0006565	XP_023618366.1	XP_045669765.1
OG0006566	XP_023599978.1	XP_045629065.1
OG0006567	XP_023615349.1	XP_045629284.1
OG0006568	XP_006095675.1	XP_045629480.1
OG0006569	XP_014317159.1	XP_045629263.1
OG0006570	XP_006095680.1	XP_045629081.1
OG0006571	XP_023615376.1, XP_014317169.1	XP_045629333.1
OG0006572	XP_006092288.1	XP_045629652.1
OG0006573	XP_023612510.1	XP_045629579.1
OG0006574	XP_006101985.1	XP_045629502.1
OG0006575	XP_014322812.1, XP_023599155.1	XP_045629643.1
OG0006576	XP_023619279.1	XP_045629331.1
OG0006577	XP_006095583.1	XP_045629472.1
OG0006578	XP_023615265.1	XP_045629564.1
OG0006579	XP_014320220.1	XP_045629187.1
OG0006580	XP_014306421.2	XP_045659649.1
OG0006585	XP_006104460.2	XP_045626897.1
OG0006586	XP_023604520.1	XP_045627195.1
OG0006587	XP_023603182.1	XP_045627122.1
OG0006589	XP_023599281.1, XP_023599280.1	XP_045646864.1
OG0006590	XP_014315420.1	XP_045645512.1
OG0006591	XP_006093740.1	XP_045645889.1
OG0006592	XP_023613803.1	XP_045645843.1
OG0006593	XP_006093668.1, XP_006093667.1	XP_045645756.1
OG0006594	XP_006093751.1	XP_045645706.1
OG0006595	XP_014315387.1	XP_045645694.1
OG0006596	XP_006093601.1	XP_045645680.1
OG0006597	XP_006093598.1	XP_045645666.1
OG0006598	XP_006096913.1	XP_045645625.1, XP_045645626.1
OG0006599	XP_023615230.1	XP_045645551.1
OG0006600	XP_014316967.1	XP_045645532.1
OG0006601	XP_014302333.1, XP_023602974.1	XP_045671406.1
OG0006602	XP_023602973.1	XP_045671414.1
OG0006603	XP_023603745.1	XP_045671461.1
OG0006607	XP_014306245.2	XP_045635742.1
OG0006608	XP_014305470.1	XP_045635861.1
