Orthogroup	Myotis_lucifugus	Saimiri_boliviensis_boliviensis
OG0006376	XP_014315352.1	XP_003923763.1
OG0006377	XP_023603244.1	XP_003923777.1
OG0006378	XP_006099373.1, XP_006099374.1, XP_023618748.1, XP_014320330.1	XP_039327434.1
OG0006379	XP_014319896.1	XP_039327349.1
OG0006380	XP_006100734.1	XP_010341943.1
OG0006382	XP_006102835.1	XP_039320270.1
OG0006383	XP_006105157.1, XP_006109510.1	XP_010338055.1
OG0006385	XP_014303126.1	XP_039332516.1
OG0006387	XP_023604307.1, XP_014306446.2, XP_023599720.1	XP_010338146.1
OG0006388	XP_023601107.1	XP_003929283.1
OG0006389	XP_006097431.1	XP_003929310.1
OG0006390	XP_023620620.1	XP_039331956.1
OG0006391	XP_006107240.1	XP_003929327.1, XP_010338200.1
OG0006392	XP_006106989.2	XP_010338250.1
OG0006393	XP_006089832.1	XP_039330082.1
OG0006395	XP_023615728.1	XP_010346665.2
OG0006396	XP_006096162.1	XP_003921557.1
OG0006397	XP_023608595.1	XP_039330070.1
OG0006400	XP_006108374.1	XP_039329470.1
OG0006402	XP_023604735.1	XP_003939682.1
OG0006405	XP_006107272.1	XP_003939669.1
OG0006406	XP_006106525.3	XP_039329657.1
OG0006407	XP_023616884.1	XP_010332060.2, XP_039336293.1
OG0006408	XP_014318607.1	XP_039329870.1
OG0006409	XP_023608317.1	XP_003938130.1
OG0006410	XP_006091286.1	XP_003939965.1
OG0006411	XP_006091234.1	XP_010348985.1
OG0006412	XP_023611861.1	XP_003940006.1
OG0006413	XP_006091212.1	XP_039329887.1
OG0006414	XP_023618906.1	XP_003936349.2
OG0006415	XP_014320410.1	XP_003936337.3
OG0006416	XP_006099442.2	XP_003936324.1
OG0006417	XP_006099433.1	XP_003936302.1
OG0006418	XP_023618912.1	XP_039333651.1
OG0006419	XP_023616090.1	XP_003936299.1
OG0006420	XP_023608596.1	XP_010347050.1
OG0006421	XP_006087093.1	XP_003922850.2
OG0006422	XP_006090444.1	XP_039334150.1
OG0006423	XP_023609207.1	XP_010338734.1, XP_039316266.1
OG0006424	XP_006088285.1	XP_003934148.1
OG0006425	XP_023609180.1	XP_039316325.1
OG0006426	XP_006088287.1	XP_039316370.1
OG0006427	XP_023609186.1	XP_003934164.3
OG0006428	XP_006088320.1	XP_003934179.1
OG0006429	XP_006081088.1	XP_010343028.1
OG0006430	XP_023609876.1	XP_003934235.1
OG0006431	XP_023609932.1, XP_023613669.1	XP_003934238.1
OG0006433	XP_023618379.1	XP_010343077.1
OG0006434	XP_023617206.1	XP_003934285.2
OG0006435	XP_023617182.1	XP_003934350.2
OG0006436	XP_006097772.1	XP_003934301.2
OG0006440	XP_023600572.1	XP_003930109.1
OG0006441	XP_014301396.1	XP_010338986.1
OG0006442	XP_023602212.1	XP_010339127.1
OG0006443	XP_023607245.1	XP_039334034.1
OG0006444	XP_023602148.1	XP_039333717.1
OG0006445	XP_014302995.1	XP_010339080.2
OG0006446	XP_023620881.1	XP_039334040.1
OG0006447	XP_006096414.1	XP_039333696.1
OG0006449	XP_006096390.1	XP_039334314.1, XP_003938792.1
OG0006450	XP_014306604.1, XP_023611075.1	XP_039333994.1
OG0006451	XP_014312782.1	XP_010337430.1
OG0006452	XP_023611025.1	XP_003928519.2
OG0006453	XP_006108742.2	XP_039333779.1
OG0006454	XP_023605214.1, XP_023611041.1	XP_010337412.1, XP_003928504.1, XP_010337411.1
OG0006455	XP_023611068.1	XP_039334000.1
OG0006456	XP_006090526.1	XP_003928495.1
OG0006457	XP_023611087.1	XP_010337398.1
OG0006458	XP_023620218.1	XP_039334046.1
OG0006459	XP_006100949.1	XP_039333826.1
OG0006460	XP_006104994.1	XP_039334271.1
OG0006461	XP_014301540.1, XP_014301541.1	XP_003928404.2
OG0006462	XP_023600679.1	XP_039333950.1
OG0006463	XP_023603704.1	XP_010349654.1
OG0006464	XP_006092642.1	XP_010342299.1, XP_039316751.1, XP_039316752.1
OG0006466	XP_014301989.1	XP_039316810.1
OG0006467	XP_006093961.1	XP_003943307.1
OG0006468	XP_014309070.2	XP_003921450.1
OG0006469	XP_006086157.1	XP_039329541.1
OG0006470	XP_006098948.1	XP_003921463.1
OG0006472	XP_006094955.1, XP_014306210.1, XP_014316385.1, XP_006108821.1	XP_003930482.2
OG0006473	XP_023612170.1	XP_003924800.1
OG0006474	XP_023604476.1	XP_010347177.1
OG0006475	XP_014306738.1	XP_039321617.1
OG0006477	XP_014305697.1	XP_010330312.1
OG0006478	XP_023610550.1, XP_023610551.1, XP_006089972.1	XP_003930430.2
OG0006479	XP_006089936.1	XP_003930404.2
OG0006480	XP_006089922.1	XP_003925334.1
OG0006481	XP_006089925.1, XP_023605093.1	XP_039316021.1
OG0006482	XP_006089002.1	XP_003925390.1
OG0006483	XP_023609715.1	XP_039315997.1
OG0006484	XP_006088983.1	XP_039315991.1
OG0006485	XP_023609692.1	XP_039315924.1, XP_003925403.2
OG0006486	XP_023609694.1	XP_010334429.1
OG0006487	XP_006088964.1	XP_003925418.1
OG0006488	XP_023617336.1	XP_003925431.1
OG0006489	XP_006099657.1	XP_010336997.1, XP_039319942.1
OG0006490	XP_023605076.1, XP_023619029.1	XP_003928132.1
OG0006492	XP_006106628.2	XP_039320180.1
OG0006493	XP_014306357.1, XP_014304816.2, XP_023601970.1	XP_003930360.2
OG0006494	XP_006097835.1	XP_010346803.1, XP_003937922.1
OG0006495	XP_023617359.1	XP_003937909.1, XP_039316003.1
OG0006496	XP_023617307.1	XP_010346758.1
OG0006497	XP_023617362.1	XP_010346724.1
OG0006498	XP_006097885.1	XP_039316189.1
OG0006499	XP_006097918.1	XP_003937823.1
OG0006500	XP_006095142.1	XP_039317703.1, XP_039328258.1, XP_039327969.1, XP_003937813.1
OG0006501	XP_023614979.1, XP_023615098.1	XP_039316158.1
OG0006503	XP_006085202.1	XP_003924749.1
OG0006504	XP_014308056.2	XP_003924767.2
OG0006505	XP_006091745.1	XP_003924810.1
OG0006506	XP_023616937.1	XP_039319633.1
OG0006507	XP_006082878.1	XP_003924909.1
OG0006508	XP_006089365.1	XP_003924961.3
OG0006509	XP_023606595.1, XP_014307991.1	XP_039319468.1
OG0006511	XP_006106890.1	XP_003941655.1
OG0006512	XP_023619471.1	XP_003924357.1
OG0006513	XP_006100312.1	XP_003930638.3
OG0006514	XP_023619855.1	XP_039324684.1
OG0006515	XP_023619432.1	XP_003924383.1
OG0006516	XP_014320984.1	XP_003924355.1
OG0006517	XP_014320950.1	XP_003924349.1
OG0006518	XP_023599448.1	XP_010333314.1
OG0006519	XP_006102351.1	XP_010333301.1
OG0006520	XP_006102291.2	XP_003924318.1
OG0006521	XP_006102348.1	XP_010333288.1
OG0006522	XP_014308834.1	XP_003924285.1
OG0006523	XP_006085896.1	XP_003924255.1
OG0006524	XP_023611360.1	XP_039324917.1
OG0006525	XP_006087873.1	XP_039324707.1
OG0006526	XP_006100301.1	XP_003930584.1
OG0006527	XP_006100298.1	XP_003930585.1
OG0006528	XP_006097018.1	XP_003930563.1
OG0006529	XP_023618994.1	XP_003924438.2
OG0006530	XP_006096110.1	XP_010333430.1
OG0006531	XP_006096098.1	XP_003924452.2
OG0006532	XP_006109509.1, XP_023599688.1	XP_039324586.1
OG0006533	XP_006102630.1	XP_039325290.1
OG0006534	XP_014323393.1	XP_039324802.1
OG0006535	XP_006091035.1	XP_003924485.1
OG0006536	XP_023611618.1	XP_010333488.2
OG0006537	XP_006108317.1	XP_003924522.1
OG0006539	XP_023611652.1	XP_039319961.1, XP_010333527.1
OG0006540	XP_023617095.1	XP_010333559.1
OG0006541	XP_014318860.1	XP_003924582.1
OG0006542	XP_006098502.1	XP_010333589.1
OG0006543	XP_006098479.1	XP_010333616.1
OG0006544	XP_014321426.1	XP_039325384.1
OG0006545	XP_023619845.1	XP_039325169.1
OG0006546	XP_023600206.1	XP_010337942.2
OG0006547	XP_023611657.1	XP_039325166.1
OG0006548	XP_023618387.1	XP_003931308.1
OG0006549	XP_014313398.2	XP_003925444.2
OG0006550	XP_006092321.2	XP_010329742.1
OG0006551	XP_006095018.1	XP_010328953.1
OG0006552	XP_006095026.1, XP_006100894.1	XP_003942860.1
OG0006553	XP_006095617.1	XP_003931512.1
OG0006555	XP_006107071.1, XP_006108498.2	XP_010340678.1
OG0006556	XP_006092473.1	XP_003931839.1
OG0006557	XP_006101940.1	XP_039321944.1
OG0006558	XP_023602701.1	XP_039332912.1
OG0006559	XP_006092345.1	XP_010329797.1
OG0006560	XP_023612616.1	XP_039332849.1
OG0006561	XP_014321722.1, XP_023620115.1	XP_039331486.1, XP_039332183.1
OG0006562	XP_014321683.1	XP_003942886.1
OG0006563	XP_006100827.1	XP_039332744.1
OG0006564	XP_006098964.3	XP_003931533.2
OG0006565	XP_023618366.1	XP_003931261.2
OG0006566	XP_023599978.1	XP_003931334.1
OG0006567	XP_023615349.1	XP_039331855.1
OG0006568	XP_006095675.1	XP_010338045.1
OG0006569	XP_014317159.1	XP_010338036.2
OG0006570	XP_006095680.1	XP_010338034.1, XP_010338035.1
OG0006571	XP_023615376.1, XP_014317169.1	XP_039332967.1
OG0006573	XP_023612510.1	XP_039331837.1
OG0006574	XP_006101985.1	XP_003933095.1, XP_010341942.1
OG0006575	XP_014322812.1, XP_023599155.1	XP_010341939.1
OG0006576	XP_023619279.1	XP_039332052.1
OG0006577	XP_006095583.1	XP_010340341.2
OG0006578	XP_023615265.1	XP_039331845.1
OG0006579	XP_014320220.1	XP_010338339.2
OG0006580	XP_014306421.2	XP_039317331.1
OG0006585	XP_006104460.2	XP_010344728.2
OG0006586	XP_023604520.1	XP_039317451.1
OG0006587	XP_006104755.1, XP_023603182.1	XP_003920937.1
OG0006589	XP_023599281.1, XP_023599280.1	XP_010349648.1
OG0006590	XP_014315420.1	XP_010335514.1
OG0006591	XP_006093740.1	XP_010348238.1, XP_039320136.1, XP_003938044.1
OG0006592	XP_023613803.1	XP_039328326.1
OG0006593	XP_006093668.1, XP_006093667.1	XP_039328425.1
OG0006594	XP_006093751.1	XP_010335538.1
OG0006595	XP_014315387.1	XP_010335545.2
OG0006596	XP_006093601.1	XP_003926545.1
OG0006597	XP_006093598.1	XP_003926548.2
OG0006598	XP_006096913.1	XP_003926571.1
OG0006599	XP_023615230.1	XP_039322181.1
OG0006600	XP_014316967.1	XP_003927855.1, XP_010336735.1
OG0006601	XP_014302333.1, XP_023602974.1	XP_003932832.1
OG0006602	XP_023602973.1	XP_010341676.1
OG0006603	XP_023603745.1	XP_039319218.1
OG0006607	XP_014306245.2, XP_006109467.2	XP_039319156.1
OG0006608	XP_014305470.1	XP_039319085.1
OG0006609	XP_023617996.1	XP_003932858.1
OG0006610	XP_023599547.1	XP_039319160.1
OG0006611	XP_023612998.1	XP_003932976.1
OG0006612	XP_006092805.1	XP_003929687.1
OG0006613	XP_006098415.1	XP_003922832.1
OG0006614	XP_023620030.1	XP_039334840.1
OG0006615	XP_006107981.3	XP_003938097.1
OG0006617	XP_006097791.1	XP_003941341.1
OG0006618	XP_006097789.1	XP_003941343.1
OG0006619	XP_006102864.3	XP_039330221.1
OG0006620	XP_006083480.2	XP_003926824.1
OG0006621	XP_023602598.1	XP_003922786.2, XP_039328743.1
OG0006622	XP_023599490.1	XP_039333885.1, XP_039319453.1, XP_010338846.2
OG0006623	XP_006083351.1	XP_003922747.2
OG0006624	XP_023602020.1	XP_003922733.1
OG0006626	XP_023618027.1	XP_039319155.1
OG0006627	XP_023601820.1	XP_010331909.2
OG0006628	XP_014303339.2	XP_010331028.2
OG0006629	XP_006081162.1	XP_039317642.1, XP_010337771.2
OG0006630	XP_006081156.1	XP_010337692.2
OG0006631	XP_006086643.1	XP_039324717.1
OG0006632	XP_006086598.1	XP_003933996.1
OG0006633	XP_006086590.1	XP_010345901.2, XP_039330880.1, XP_003933985.1
OG0006634	XP_023599795.1, XP_006102772.1, XP_023599796.1	XP_003943849.1
OG0006635	XP_006102740.1	XP_039330847.1
OG0006636	XP_006103277.1	XP_039330724.1
OG0006638	XP_006096538.2	XP_039331037.1
OG0006639	XP_006088146.1	XP_003940142.1
OG0006640	XP_006088129.1, XP_006108970.2	XP_003925310.1
OG0006641	XP_006088110.1	XP_003925302.1
OG0006642	XP_023609059.1	XP_010334274.2
OG0006643	XP_023609034.1	XP_010334254.1
OG0006644	XP_014302640.2	XP_039330926.1
OG0006645	XP_006091148.1	XP_003925235.1
OG0006646	XP_023608456.1	XP_003930802.1, XP_003937012.1
OG0006647	XP_023613487.1	XP_003926435.1
OG0006648	XP_006102762.1	XP_039330618.1
OG0006649	XP_006096546.1	XP_010349110.2, XP_003940121.2
OG0006650	XP_006104718.1	XP_003944679.1
OG0006651	XP_023600937.1	XP_003944699.1
OG0006652	XP_023601599.1	XP_003944394.2, XP_003944395.2
OG0006653	XP_023601588.1	XP_039322394.1
OG0006655	XP_006109304.3, XP_014306000.2	XP_039321459.1, XP_039321462.1
OG0006656	XP_023601427.1	XP_010330535.2
OG0006657	XP_014302215.1	XP_039323810.1
OG0006658	XP_023602271.1	XP_010332329.2
OG0006659	XP_023602731.1, XP_023606789.1, XP_006106203.2	XP_003923214.3
OG0006660	XP_023620555.1	XP_039322859.1
OG0006661	XP_023620550.1	XP_003923242.1
OG0006663	XP_014305353.1	XP_039323681.1, XP_039331444.1
OG0006664	XP_023602412.1	XP_003923030.1
OG0006665	XP_006100664.1	XP_010332189.2
OG0006666	XP_023619900.1	XP_039323831.1
OG0006667	XP_006100645.1	XP_003923096.1
OG0006668	XP_023618059.1	XP_003923118.1, XP_010332260.1
OG0006669	XP_023619106.1	XP_010332277.1
OG0006670	XP_023619116.1	XP_003923139.1
OG0006671	XP_023611336.1	XP_010335442.1
OG0006672	XP_006089385.1, XP_006089384.1	XP_003926396.1
OG0006673	XP_023610051.1	XP_010335386.2
OG0006674	XP_023610056.1	XP_039323414.1
OG0006675	XP_023610969.1	XP_010332456.2
OG0006676	XP_014302732.1	XP_003941787.1
OG0006677	XP_006090418.1	XP_003923310.2
OG0006678	XP_006098625.1	XP_003922957.1
OG0006679	XP_014319661.1	XP_010332066.1
OG0006680	XP_006098067.2	XP_039323397.1
OG0006681	XP_006098070.1, XP_023617537.1	XP_003935975.1
OG0006683	XP_023605909.1	XP_039325170.1, XP_039323752.1
OG0006684	XP_006084439.2	XP_003938696.1
OG0006685	XP_006089308.1, XP_006088100.1	XP_003938692.2
OG0006687	XP_006099191.1	XP_039329602.1
OG0006688	XP_006104211.1	XP_003943086.2
OG0006689	XP_006093400.1	XP_010347585.1
OG0006690	XP_006086366.1	XP_010342548.1, XP_039320410.1
OG0006693	XP_006108092.1, XP_023604462.1	XP_039332623.1, XP_010328191.2
OG0006694	XP_023603666.1	XP_039320457.1
OG0006695	XP_006107625.1	XP_039320338.1
OG0006696	XP_006107631.1	XP_039320343.1
OG0006697	XP_023604066.1	XP_010328143.2
OG0006698	XP_023604062.1	XP_039320677.1, XP_039320678.1
OG0006699	XP_014305556.1, XP_023604473.1	XP_039325351.1
OG0006700	XP_006108117.1	XP_039325229.1
OG0006701	XP_006088531.1	XP_003941022.1
OG0006702	XP_023620563.1	XP_010342495.2
OG0006703	XP_023614071.1	XP_003933676.2
OG0006705	XP_006098763.1	XP_010342094.1
OG0006706	XP_006100256.1	XP_039320263.1
OG0006707	XP_006100277.1	XP_039320211.1
OG0006708	XP_006088392.3	XP_003921032.1
OG0006710	XP_006088433.1	XP_039328949.1
OG0006711	XP_023603207.1	XP_039328791.1
OG0006712	XP_023609578.1, XP_023618493.1	XP_003921206.3
OG0006713	XP_006085000.1	XP_010343463.1
OG0006714	XP_023606449.1	XP_003921243.3
OG0006716	XP_014307912.1	XP_003921294.1
OG0006717	XP_006088833.1	XP_003935197.1
OG0006718	XP_006088807.1	XP_003935223.1, XP_010344012.1
OG0006719	XP_023609592.1	XP_010344013.2
OG0006720	XP_006088798.1	XP_010344018.1
OG0006722	XP_023606801.1	XP_010339609.1
OG0006723	XP_014312847.1	XP_003921088.1
OG0006724	XP_006090567.1	XP_003921084.1
OG0006726	XP_014311312.2	XP_039328913.1
OG0006727	XP_006084076.1	XP_003927923.1
OG0006728	XP_023614279.1	XP_010346387.1
OG0006729	XP_014310091.1	XP_010347309.2
OG0006730	XP_014310054.2	XP_003921632.1
OG0006731	XP_006087345.1	XP_003921633.2
OG0006732	XP_023608435.1	XP_003936926.1
OG0006733	XP_023617697.1	XP_039330094.1
OG0006734	XP_023617683.1, XP_006108923.2	XP_039330541.1
OG0006735	XP_006087520.1	XP_039318790.1
OG0006736	XP_014310158.1	XP_010333383.2, XP_003927291.1
OG0006737	XP_006084101.1	XP_003927873.1
OG0006738	XP_014306979.2	XP_039328215.1, XP_039328214.1, XP_039328213.1
OG0006739	XP_006084055.1	XP_003927910.1
OG0006740	XP_006084193.1	XP_003929625.1
OG0006741	XP_014307222.1	XP_039328287.1
OG0006742	XP_006084125.2	XP_003929673.1
OG0006743	XP_023610555.1	XP_010336935.1
OG0006744	XP_023609095.1	XP_003928004.1
OG0006745	XP_023611231.1	XP_003927993.1
OG0006746	XP_014312345.1	XP_039336229.1, XP_010330366.2
OG0006747	XP_023605204.1	XP_039318075.1
OG0006748	XP_023614648.1	XP_010338820.2
OG0006749	XP_006094805.1	XP_003929852.1
OG0006750	XP_006094793.1	XP_003929838.1
OG0006751	XP_006094789.1	XP_003929829.1
OG0006752	XP_006101397.1	XP_039328939.1
OG0006753	XP_006088447.2	XP_010338664.1
OG0006755	XP_006088387.1, XP_006088386.1, XP_023605500.1	XP_039328688.1
OG0006756	XP_014321095.2	XP_003935337.1
OG0006757	XP_014311314.1	XP_039328948.1
OG0006758	XP_023606775.1	XP_010338752.1
OG0006759	XP_014306175.2	XP_039328629.1
OG0006760	XP_006097119.1	XP_039319311.1
OG0006761	XP_023607598.1	XP_039319319.1
OG0006762	XP_006086313.1	XP_010347039.1
OG0006763	XP_014309087.1	XP_010346985.2
OG0006764	XP_006110019.1	XP_039319258.1
OG0006765	XP_023603959.1	XP_010344395.2
OG0006766	XP_006092754.2, XP_014306488.1	XP_039324341.1
OG0006767	XP_023612947.1	XP_003933884.1
OG0006768	XP_006092734.1	XP_003933889.1, XP_039335965.1
OG0006769	XP_006100361.1	XP_039324427.1
OG0006770	XP_014321220.2	XP_003933915.1
OG0006771	XP_023602932.1, XP_006106381.2	XP_003927280.1
OG0006773	XP_014323162.1	XP_003927263.1
OG0006774	XP_006096075.1	XP_003935269.1
OG0006775	XP_023612227.1	XP_039318464.1
OG0006776	XP_006091763.1, XP_006091764.1	XP_003935299.2, XP_003935297.1, XP_010344073.1
OG0006777	XP_014313833.1	XP_003935313.1
OG0006778	XP_006099882.1	XP_010350628.1
OG0006779	XP_006099898.1	XP_039319993.1, XP_039319565.1
OG0006780	XP_023614396.1	XP_003944031.1
OG0006781	XP_006083520.1	XP_003926866.1
OG0006782	XP_006083499.1	XP_003926840.1
OG0006783	XP_014303352.1	XP_010335777.1
OG0006785	XP_023620180.1, XP_006100925.1	XP_039316682.1, XP_003926788.1
OG0006786	XP_006100921.1	XP_039330652.1
OG0006787	XP_006105775.1	XP_039319375.1
OG0006788	XP_014302542.1	XP_003942540.2
OG0006789	XP_023602831.1	XP_039336021.1, XP_003942190.1
OG0006790	XP_023600044.1, XP_023618992.1	XP_010331709.1
OG0006791	XP_023616401.1	XP_039335092.1
OG0006792	XP_006096834.1	XP_003922650.3
OG0006793	XP_006106828.1	XP_010331789.1
OG0006794	XP_006092542.1	XP_003933548.1
OG0006795	XP_023603430.1	XP_039316885.1
OG0006796	XP_006097552.1	XP_010342371.1, XP_003933573.1
OG0006797	XP_006097548.1	XP_003933575.1
OG0006798	XP_023617001.1	XP_039316899.1
OG0006799	XP_023617007.1	XP_039316872.1, XP_039316873.1
OG0006800	XP_006097531.1	XP_039316871.1
OG0006801	XP_006096934.1	XP_039315855.1
OG0006802	XP_023615092.1	XP_010328035.1
OG0006804	XP_023620869.1	XP_003937802.1
OG0006805	XP_006085436.1	XP_010342533.1
OG0006807	XP_023606776.1	XP_010339642.1
OG0006808	XP_023606793.1	XP_003930797.1
OG0006809	XP_014308275.1	XP_039328592.1, XP_039328732.1
OG0006810	XP_014308290.1	XP_010342580.2
OG0006811	XP_006107760.1	XP_039328514.1
OG0006812	XP_006107762.2, XP_023604163.1	XP_010328875.2
OG0006813	XP_014306715.1	XP_003943382.1
OG0006815	XP_023600735.1	XP_003920041.2
OG0006816	XP_006091908.1	XP_003920206.1
OG0006817	XP_014314000.1, XP_014314002.1	XP_039326249.1
OG0006818	XP_023612366.1	XP_039326728.1
OG0006819	XP_014314035.2	XP_039327474.1
OG0006820	XP_006092039.2	XP_039330600.1, XP_010332397.2
OG0006821	XP_006092045.1	XP_010332378.1, XP_003920098.1
OG0006822	XP_014314088.1	XP_010332102.1
OG0006823	XP_023612446.1	XP_010332071.1
OG0006825	XP_023617566.1	XP_039327462.1
OG0006826	XP_006102554.1	XP_039326306.1, XP_003941243.1
OG0006827	XP_023599624.1, XP_014323332.1, XP_006102560.1	XP_010350261.1
OG0006828	XP_014322491.1	XP_039326779.1
OG0006829	XP_006101657.2	XP_010346658.2
OG0006830	XP_006101621.1	XP_039326898.1
OG0006831	XP_014302178.1, XP_006104421.1	XP_039327291.1
OG0006832	XP_006104417.1	XP_039326762.1
OG0006833	XP_006104390.1	XP_003937722.1
OG0006834	XP_023601395.1	XP_003937723.2
OG0006835	XP_006106597.1	XP_003937703.2
OG0006836	XP_006105656.1	XP_010346525.1
OG0006837	XP_023610459.1	XP_010336941.1
OG0006838	XP_006081749.1	XP_010336649.2
OG0006839	XP_006108489.1	XP_003936296.1
OG0006840	XP_006098552.1	XP_039325964.1, XP_010344197.1
OG0006841	XP_014319592.1	XP_039325516.1
OG0006842	XP_006091339.1	XP_003922025.2, XP_039326459.1
OG0006843	XP_023609802.1	XP_039333394.1
OG0006844	XP_023620438.1	XP_039321379.1
OG0006845	XP_023603591.1	XP_039333544.1
OG0006846	XP_014322679.1	XP_010330742.1, XP_039321365.1
OG0006847	XP_006083864.1	XP_003926211.1
OG0006849	XP_006083888.3	XP_003927096.1
OG0006850	XP_023605188.1	XP_039334817.1
OG0006851	XP_014306832.1	XP_010336102.1, XP_003927128.1
OG0006852	XP_023605486.1	XP_039323876.1, XP_003927161.2
OG0006853	XP_023605205.1	XP_010336154.1
OG0006854	XP_023619825.1, XP_023604739.1	XP_039333528.1
OG0006855	XP_023609805.1	XP_003940253.2
OG0006856	XP_014313192.1	XP_003936585.1
OG0006857	XP_023603014.1	XP_010345446.1
OG0006858	XP_023604361.1	XP_039333434.1
OG0006859	XP_023604362.1	XP_010345457.1
OG0006860	XP_023603519.1	XP_003936713.1
OG0006863	XP_023616640.1	XP_010335294.1
OG0006864	XP_006100471.1	XP_003942359.1
OG0006865	XP_014321344.1	XP_039322763.1
OG0006866	XP_023619756.1	XP_039321524.1
OG0006867	XP_014304431.1	XP_010328446.2
OG0006868	XP_006107112.3	XP_003942323.2
OG0006869	XP_023604856.1	XP_039323005.1
OG0006870	XP_006099716.1	XP_039321596.1
OG0006871	XP_006099709.1	XP_039321921.1
OG0006872	XP_023619705.1	XP_003941742.1, XP_039324369.1
OG0006873	XP_006100375.1	XP_003941760.1
OG0006874	XP_006105095.1	XP_010327765.1
OG0006875	XP_014302731.1	XP_039321664.1
OG0006876	XP_023601888.1	XP_039322501.1
OG0006877	XP_006105083.3	XP_003941790.1
OG0006878	XP_023601559.1	XP_003941821.1
OG0006880	XP_014301936.1	XP_003938980.1
OG0006881	XP_014306761.1, XP_006107698.1	XP_003938932.1, XP_039330604.1
OG0006883	XP_023620410.1	XP_003938894.1
OG0006884	XP_014304353.1	XP_039321553.1, XP_039321552.1
OG0006885	XP_006105976.1	XP_003938859.1
OG0006886	XP_014322656.1	XP_039322128.1
OG0006887	XP_023599051.1, XP_014311511.1	XP_039322502.1
OG0006888	XP_006093344.1, XP_023599072.1	XP_039322820.1
OG0006889	XP_006094701.3	XP_003923868.2
OG0006890	XP_006109994.1	XP_003919985.1
OG0006891	XP_006094582.1	XP_003923890.1
OG0006892	XP_006094611.1	XP_003923411.2
OG0006893	XP_006094847.1	XP_003919966.3
OG0006894	XP_023613058.1	XP_010350593.1
OG0006895	XP_006092929.1	XP_039323788.1, XP_003941542.1
OG0006896	XP_023613133.1	XP_003935124.1
OG0006897	XP_014314780.1	XP_039318228.1
OG0006898	XP_006098527.1, XP_014312986.1, XP_014308998.1	XP_010343920.1
OG0006899	XP_006091129.1	XP_039323144.1, XP_039318231.1
OG0006900	XP_006091127.1	XP_010343909.2
OG0006901	XP_023611692.1	XP_003943012.1
OG0006902	XP_023613185.1	XP_039325150.1, XP_039327090.1, XP_039331440.1
OG0006903	XP_006094576.1	XP_003923449.1
OG0006904	XP_023613899.1	XP_003919943.3
OG0006907	XP_006092858.1	XP_003941552.1
OG0006908	XP_023616617.1	XP_010337123.1
OG0006909	XP_023604874.1	XP_003942270.1
OG0006910	XP_006096430.1	XP_003931082.1
OG0006911	XP_014309001.2	XP_039332351.1, XP_003931068.1
OG0006912	XP_006086102.1	XP_003931061.1
OG0006913	XP_023619956.1	XP_039329065.1
OG0006914	XP_006101519.1	XP_003928271.1
OG0006915	XP_023606101.1	XP_039323990.1
OG0006916	XP_023608233.1	XP_003928300.2
OG0006917	XP_014309692.1	XP_003928306.1
OG0006918	XP_023599262.1, XP_014306292.2, XP_023604534.1	XP_039329279.1
OG0006919	XP_006102103.1	XP_010340053.1
OG0006920	XP_014311299.1	XP_003925109.1
OG0006921	XP_023618673.1, XP_014320269.1	XP_003925072.1
OG0006922	XP_006100676.1	XP_039333601.1
OG0006923	XP_006097161.1	XP_010339819.1
OG0006924	XP_006099818.1	XP_003930942.1
OG0006925	XP_023619169.1	XP_039317716.1
OG0006926	XP_006099815.1	XP_010339784.2
OG0006927	XP_014323142.2	XP_039317863.1
OG0006928	XP_006083725.1	XP_010333952.2
OG0006929	XP_006083737.1, XP_014306129.1	XP_039336170.1
OG0006930	XP_006083763.1	XP_003925126.2
OG0006931	XP_023605335.1	XP_003931001.1
OG0006932	XP_014306895.1	XP_010339905.1
OG0006933	XP_006088724.1	XP_039336115.1, XP_010334081.1
OG0006934	XP_006090385.1	XP_039323200.1, XP_003925053.1, XP_039336062.1, XP_039328798.1, XP_039323676.1
OG0006935	XP_014312058.1	XP_039335617.1
OG0006936	XP_006091406.1, XP_023611948.1	XP_003936535.1
OG0006937	XP_023608983.1	XP_003933228.2
OG0006938	XP_006096485.1	XP_039335619.1
OG0006939	XP_006096484.1	XP_039335377.1
OG0006941	XP_006096467.1	XP_003941117.1
OG0006942	XP_006096465.1	XP_003941116.2
OG0006943	XP_006096451.1	XP_039335577.1
OG0006944	XP_023616056.1	XP_003941099.2
OG0006945	XP_023610107.1	XP_010350062.2
OG0006946	XP_006089452.1	XP_039335270.1
OG0006947	XP_006089459.1	XP_003932126.1
OG0006948	XP_023610133.1	XP_039335180.1
OG0006949	XP_006089630.1	XP_039335589.1
OG0006950	XP_006089491.1	XP_003932089.1
OG0006951	XP_006089508.1	XP_039335632.1, XP_003932085.1
OG0006953	XP_006089541.1	XP_039335219.1
OG0006954	XP_023610262.1	XP_039335499.1
OG0006955	XP_006089572.1	XP_039335501.1
OG0006956	XP_006089579.1	XP_010340932.1
OG0006957	XP_023610264.1	XP_010340931.1
OG0006958	XP_006089586.1	XP_039335728.1
OG0006959	XP_023599237.1	XP_003936422.1
OG0006960	XP_023599241.1, XP_014306677.2	XP_039335509.1
OG0006961	XP_006085230.1	XP_039335413.1
OG0006962	XP_006085241.1	XP_039335708.1
OG0006963	XP_023606573.1, XP_023612037.1	XP_039335517.1
