Orthogroup	Myotis_lucifugus	Loxodonta_africana
OG0007393	XP_014305395.1	XP_003406679.1
OG0007396	XP_006097459.1	XP_023399903.1
OG0007397	XP_006090855.1	XP_003406739.1
OG0007398	XP_006096416.1, XP_006090850.1	XP_003406294.1
OG0007399	XP_006090849.1	XP_003406296.1
OG0007400	XP_006087238.1	XP_003406309.1
OG0007401	XP_006087193.2	XP_010585401.1
OG0007402	XP_006087186.1	XP_003406335.1
OG0007403	XP_023605868.1	XP_003404066.1
OG0007404	XP_006084523.1	XP_003404116.1
OG0007405	XP_006084521.1	XP_010589413.2
OG0007406	XP_006084487.1	XP_010588265.1
OG0007407	XP_006084471.1	XP_003404035.1
OG0007408	XP_006084440.1	XP_003404455.1
OG0007409	XP_006089218.1	XP_003404391.1
OG0007410	XP_023600753.1	XP_023415112.1
OG0007411	XP_006103821.1	XP_003419252.1
OG0007412	XP_023600757.1	XP_003419273.1
OG0007414	XP_023602636.1	XP_023415145.1
OG0007415	XP_006103460.1	XP_003419257.1
OG0007416	XP_023604151.1	XP_023415148.1
OG0007418	XP_006089270.1	XP_003404298.2
OG0007419	XP_006089284.3	XP_003404292.1
OG0007420	XP_006089287.1	XP_003404289.1
OG0007421	XP_014316586.1	XP_023413930.1
OG0007422	XP_014322420.1	XP_010585779.1
OG0007423	XP_023607501.1, XP_023599316.1	XP_023400477.1
OG0007424	XP_006086903.1	XP_023400495.1
OG0007425	XP_006086875.1	XP_010585809.1
OG0007426	XP_006086878.1	XP_003407397.1
OG0007427	XP_006086867.1	XP_003407438.1
OG0007428	XP_014315824.1	XP_023395206.1
OG0007429	XP_006094178.1	XP_023395196.1, XP_003420524.1
OG0007430	XP_023599394.1	XP_003421139.1
OG0007432	XP_014323063.1	XP_023396001.1
OG0007433	XP_006103447.1	XP_023399476.1
OG0007434	XP_023617071.1	XP_023402932.1
OG0007435	XP_023600470.1	XP_003406279.1
OG0007436	XP_023604317.1	XP_010584928.1
OG0007437	XP_023602224.1	XP_010584914.1
OG0007438	XP_023603753.1	XP_023399260.1
OG0007439	XP_006105455.1	XP_010584912.2
OG0007440	XP_006109590.1, XP_006109474.2	XP_023399345.1, XP_003406664.1
OG0007446	XP_023603783.1	XP_023399823.1
OG0007447	XP_006107852.1	XP_023399010.1
OG0007448	XP_023604017.1	XP_023399828.1
OG0007450	XP_006108139.1	XP_003406870.1
OG0007451	XP_023604486.1	XP_023399031.1
OG0007452	XP_023603537.1	XP_023399039.1
OG0007453	XP_023603529.1	XP_023399040.1
OG0007454	XP_006109247.1	XP_010584770.1
OG0007455	XP_006106070.2, XP_023604870.1	XP_023398957.1
OG0007456	XP_023604267.1	XP_023399811.1
OG0007457	XP_006109466.1	XP_010584752.1
OG0007458	XP_006103661.1	XP_023399786.1
OG0007459	XP_006103648.1	XP_010584709.1
OG0007460	XP_014323467.2	XP_023395687.1
OG0007461	XP_023599735.1, XP_006109361.1	XP_023395612.1
OG0007462	XP_023604245.1	XP_010598703.1
OG0007463	XP_006096783.1	XP_010598701.1
OG0007464	XP_006096768.1	XP_023395607.1
OG0007465	XP_006096762.1	XP_003420884.1
OG0007466	XP_006096750.1	XP_023395604.1
OG0007467	XP_006096729.1	XP_003420815.1
OG0007468	XP_023616333.1	XP_010598681.1
OG0007469	XP_006096721.1	XP_010598612.1
OG0007470	XP_023616331.1	XP_023395644.1
OG0007471	XP_023618104.1	XP_003422351.1
OG0007472	XP_023618120.1	XP_023397285.1
OG0007473	XP_006098734.1	XP_023395588.1
OG0007474	XP_014319757.1	XP_023395627.1
OG0007475	XP_006098749.1	XP_003420811.1
OG0007476	XP_006096032.1	XP_023411392.1
OG0007477	XP_014317466.1	XP_010594412.1
OG0007478	XP_023608365.1	XP_023399908.1
OG0007479	XP_023609337.1	XP_023404511.1
OG0007480	XP_006081473.1	XP_023401272.1
OG0007481	XP_006097512.1	XP_003404880.2
OG0007482	XP_006103123.1, XP_014305549.1	XP_003416413.1
OG0007483	XP_023600734.1, XP_006109318.3	XP_003413511.1
OG0007485	XP_006102056.2	XP_003410597.2
OG0007486	XP_006094336.1	XP_003410759.1
OG0007487	XP_023607250.1	XP_003410600.1
OG0007488	XP_006086706.1	XP_010588945.1
OG0007489	XP_023613847.1	XP_003410608.1
OG0007490	XP_023618296.1	XP_010589020.1
OG0007491	XP_006094164.1	XP_023404690.1
OG0007492	XP_006088469.1	XP_010589193.1
OG0007493	XP_014311013.1	XP_023404708.1
OG0007494	XP_006088485.1	XP_023404720.1
OG0007495	XP_023609351.1	XP_003410799.1
OG0007496	XP_023609357.1, XP_006109503.3	XP_023404516.1
OG0007498	XP_023607935.1	XP_023408387.1
OG0007499	XP_006086675.1	XP_023405826.1
OG0007500	XP_006086495.1	XP_023408424.1
OG0007501	XP_014309266.1	XP_023408433.1
OG0007502	XP_023607772.1	XP_023408447.1
OG0007503	XP_023603852.1	XP_023401234.1
OG0007504	XP_006081474.1	XP_003408107.1
OG0007505	XP_006081468.1	XP_003408112.1
OG0007506	XP_006081625.1	XP_003407986.2
OG0007507	XP_006081407.1	XP_010586508.1
OG0007508	XP_014307300.2	XP_023401304.1
OG0007509	XP_006099282.1, XP_006109334.2	XP_023412293.1
OG0007510	XP_023618635.1	XP_023412256.1
OG0007511	XP_006099273.2	XP_003417143.1
OG0007512	XP_023618640.1	XP_010595149.2
OG0007513	XP_023602046.1	XP_023411328.1
OG0007514	XP_023602851.1	XP_023411340.1
OG0007515	XP_023602857.1, XP_023602858.1, XP_023605042.1	XP_023411346.1
OG0007516	XP_006106791.1	XP_010594378.1
OG0007517	XP_006103120.1	XP_023411355.1
OG0007518	XP_023604684.1	XP_010594464.2
OG0007519	XP_006107538.1	XP_010594442.1
OG0007520	XP_014306305.2, XP_014306298.2	XP_003416440.1
OG0007521	XP_023602246.1	XP_023411439.1
OG0007522	XP_006094267.1, XP_006094266.1	XP_010593654.1
OG0007523	XP_006094284.1	XP_023410065.1
OG0007524	XP_006094289.1, XP_023608210.1	XP_003415518.1
OG0007525	XP_006094312.1	XP_003415506.2
OG0007526	XP_023614243.1	XP_023410239.1
OG0007527	XP_014315997.1	XP_010593650.1
OG0007528	XP_014306197.1	XP_003415500.1
OG0007529	XP_006086935.1, NP_001273948.1	XP_003415499.1
OG0007530	XP_023616780.1	XP_023410061.1
OG0007531	XP_006097303.1	XP_003415490.1
OG0007532	XP_014318546.1	XP_003415482.1
OG0007534	XP_014318574.1	XP_010593417.1, XP_023410168.1
OG0007535	XP_014322838.1	XP_010593407.1
OG0007536	XP_006102020.3	XP_023410053.1
OG0007537	XP_014322840.1	XP_003415446.1
OG0007538	XP_023614097.1	XP_003415425.1
OG0007539	XP_023614092.1	XP_023410106.1
OG0007540	XP_006094075.1	XP_010591330.2
OG0007541	XP_006094068.1	XP_023407744.1
OG0007542	XP_006094064.1	XP_003413475.1
OG0007543	XP_023614088.1	XP_010591344.1
OG0007544	XP_006094056.1	XP_003413479.1
OG0007545	XP_023602453.1	XP_010591377.1
OG0007546	XP_014302323.1	XP_023408254.1
OG0007547	XP_023600725.1	XP_023408256.1
OG0007548	XP_014305116.2, XP_006103789.1	XP_003413510.1
OG0007549	XP_023602145.1	XP_003410578.1
OG0007550	XP_006088550.1	XP_003411357.2
OG0007551	XP_023618339.1, XP_023618338.1	XP_003409319.1
OG0007553	XP_006081236.1	XP_003405052.1
OG0007554	XP_023612320.1	XP_003404779.1
OG0007555	XP_006081263.1	XP_003405038.1
OG0007556	XP_023612623.1	XP_010591831.1
OG0007557	XP_014305450.1	XP_010586557.1
OG0007558	XP_023606174.1	XP_003408025.1
OG0007559	XP_023606214.1, XP_023606211.1	XP_023401346.1
OG0007560	XP_023606262.1, XP_023606266.1, XP_006081362.1	XP_010586531.1
OG0007561	XP_006081373.1	XP_003408153.1
OG0007562	XP_006081382.1	XP_023401320.1
OG0007563	XP_006108268.2	XP_003420689.1
OG0007564	XP_014304292.2	XP_023395459.1
OG0007565	XP_023602990.1	XP_023395423.1
OG0007566	XP_014303522.1	XP_023395404.1
OG0007567	XP_023604308.1	XP_023408838.1, XP_010592173.1
OG0007568	XP_023604392.1	XP_023408797.1
OG0007569	XP_006106746.1	XP_023408610.1
OG0007570	XP_006108945.3, XP_006106743.1	XP_010592119.1
OG0007572	XP_006108825.1	XP_023408601.1
OG0007574	XP_006110085.1, XP_014306658.1	XP_003413793.1
OG0007577	XP_014301944.1	XP_003411382.1
OG0007578	XP_023604574.1	XP_010589652.1
OG0007579	XP_006108205.3	XP_010589654.1, XP_010589655.1
OG0007581	XP_014317998.2	XP_023405558.1
OG0007583	XP_006088560.1	XP_003411352.2
OG0007584	XP_006088592.1	XP_023405557.1
OG0007585	XP_014315143.1	XP_010589703.1
OG0007586	XP_023614856.1	XP_023405510.1
OG0007587	XP_014316540.2	XP_003411420.1
OG0007588	XP_006107543.1, XP_006108706.1	XP_003422960.1
OG0007590	XP_023613521.1, XP_006108941.1	XP_023405536.1
OG0007591	XP_006090333.1	XP_003408940.1
OG0007592	XP_006103300.3, XP_014305906.1	XP_003411052.3
OG0007593	XP_023601536.1	XP_023405065.1
OG0007594	XP_006106579.1	XP_010589414.1
OG0007595	XP_023603104.1	XP_003410938.1
OG0007596	XP_006098959.1	XP_003409078.1
OG0007597	XP_023600138.1, XP_023605048.1	XP_023402739.1
OG0007598	XP_006089770.1	XP_023402747.1
OG0007599	XP_014312177.1	XP_003409333.1
OG0007600	XP_006089785.1	XP_003409083.1
OG0007601	XP_023610394.1	XP_003409337.1
OG0007602	XP_014312192.1	XP_010587466.1
OG0007603	XP_006106818.1	XP_023402788.1
OG0007604	XP_014312866.1, XP_006100034.2	XP_023402801.1
OG0007605	XP_006090337.1	XP_023402832.1
OG0007606	XP_006090320.1	XP_003408944.1
OG0007607	XP_014312595.1	XP_003408950.1
OG0007608	XP_014312585.2	XP_003409119.2
OG0007609	XP_006090283.1	XP_023402871.1
OG0007610	XP_006090237.2	XP_010587563.1
OG0007611	XP_006101036.1	XP_023402961.1
OG0007612	XP_023619498.1	XP_023414378.1
OG0007615	XP_006081691.1	XP_003404952.1
OG0007616	XP_006109655.3	XP_010592595.2
OG0007617	XP_014321688.1, XP_006081674.1	XP_003404734.1
OG0007619	XP_023608513.1	XP_023408628.1
OG0007620	XP_006097726.1	XP_010590937.1
OG0007621	XP_023617201.1	XP_003404711.1
OG0007622	XP_023604230.1	XP_010590868.1
OG0007623	XP_023601226.1	XP_010590859.1
OG0007624	XP_006104188.1	XP_003404706.1
OG0007625	XP_006110164.1	XP_023406876.1
OG0007626	XP_006089138.1	XP_010590483.2
OG0007627	XP_006089140.1	XP_010592450.1
OG0007628	XP_023609912.1	XP_023406732.1
OG0007629	XP_006089160.1	XP_023406684.1
OG0007630	XP_006089169.1	XP_003404663.1
OG0007631	XP_023609878.1	XP_010590309.1
OG0007632	XP_006097492.1	XP_003404637.1
OG0007633	XP_006097521.1, XP_006108525.1, XP_023616982.1, XP_023616986.1	XP_023408452.1
OG0007634	XP_006106703.1	XP_003408077.1
OG0007635	XP_006090220.1, XP_014306409.1	XP_010586420.1
OG0007636	XP_023610818.1	XP_010586409.1
OG0007637	XP_023610785.1	XP_010586406.1
OG0007639	XP_023612823.1	XP_023401171.1
OG0007640	XP_006081562.1	XP_003408187.1
OG0007641	XP_014322645.1	XP_010595448.1
OG0007642	XP_006102659.1	XP_003416959.1
OG0007643	XP_023619130.1	XP_003416836.1
OG0007644	XP_014306690.2	XP_003413277.2
OG0007645	XP_014319430.1	XP_023412775.1
OG0007646	XP_006098365.1	XP_010595407.2
OG0007647	XP_023620111.1	XP_010592731.1
OG0007648	XP_006109477.3, XP_006098299.1	XP_003417514.1
OG0007649	XP_006098926.1	XP_023412777.1
OG0007650	XP_014303983.1	XP_023412837.1
OG0007651	XP_023599029.1	XP_010595453.1
OG0007652	XP_023599028.1	XP_023412856.1
OG0007655	XP_023603515.1	XP_003418309.1
OG0007656	XP_006106413.1	XP_003418304.1
OG0007657	XP_023601385.1	XP_023413963.1
OG0007658	XP_014302160.1	XP_023413919.1
OG0007659	XP_006093558.1	XP_003415675.1
OG0007660	XP_006098893.2	XP_023410476.1
OG0007661	XP_006094727.1	XP_023410472.1
OG0007662	XP_023614585.1	XP_010593723.1
OG0007663	XP_014323587.1, XP_023599841.1, XP_006102832.1	XP_010594847.1
OG0007664	XP_023604393.1	XP_023412144.1
OG0007665	XP_006105579.1	XP_023412170.1
OG0007667	XP_006102673.1	XP_003416812.1
OG0007668	XP_014323425.1, XP_014323424.1	XP_023411930.1
OG0007669	XP_014305099.1	XP_023395360.1
OG0007670	XP_023616892.1	XP_023395364.1
OG0007671	XP_006107243.1	XP_003420718.2
OG0007672	XP_006103909.1	XP_023395508.1
OG0007673	XP_006089872.1	XP_023405417.1
OG0007674	XP_023610455.1	XP_003411295.1
OG0007675	XP_014312253.1	XP_003411191.2
OG0007677	XP_006096178.1	XP_003411098.1
OG0007678	XP_023615736.1	XP_023405317.1
OG0007679	XP_023619418.1	XP_003411105.1
OG0007680	XP_014306332.2, XP_023619422.1	XP_003411109.1
OG0007681	XP_014310121.1	XP_003411111.1
OG0007682	XP_006096922.1	XP_023407611.1
OG0007683	XP_014304983.1	XP_010591478.1
OG0007684	XP_023604624.1	XP_010591470.2
OG0007687	XP_014302502.1	XP_023407861.1
OG0007688	XP_023604945.1	XP_023408266.1
OG0007689	XP_023602121.1	XP_023407843.1
OG0007690	XP_023602745.1	XP_023413784.1
OG0007691	XP_006109750.2	XP_003418173.3
OG0007692	XP_023616872.1	XP_023413840.1
OG0007693	XP_006087098.1	XP_003418134.1
OG0007694	XP_006087099.1	XP_023413894.1
OG0007695	XP_006087105.1	XP_003418208.2
OG0007696	XP_014313463.1	XP_010595120.1, XP_023412451.1
OG0007697	XP_023611869.1	XP_010595101.1
OG0007698	XP_006091237.1	XP_003417107.1
OG0007699	XP_006091236.1	XP_023412404.1
OG0007700	XP_006091219.1	XP_003417099.1
OG0007701	XP_023618869.1	XP_003417084.1
OG0007702	XP_014320453.1	XP_010595057.1
OG0007703	XP_014320441.1	XP_010595045.1
OG0007704	XP_014320427.1	XP_023412334.1
OG0007705	XP_023618896.1	XP_023412340.1
OG0007706	XP_023618911.1	XP_023412304.1
OG0007708	XP_023599862.1	XP_003416782.2
OG0007709	XP_023619131.1	XP_003416834.1
OG0007712	XP_006088357.1	XP_003416614.1
OG0007713	XP_014310911.1	XP_023411635.1
OG0007715	XP_006108638.2	XP_023414768.1
OG0007716	XP_006105279.1	XP_023413094.1
OG0007717	XP_006096407.1	XP_010595783.1
OG0007718	XP_023600146.1, XP_006109768.2	XP_023413354.1
OG0007719	XP_006086216.1	XP_003411162.1
OG0007720	XP_014310846.1	XP_003416681.1
OG0007721	XP_014310860.1	XP_023411784.1
OG0007722	XP_023609233.1	XP_003416696.1
OG0007723	XP_014310868.1	XP_003416698.1
OG0007724	XP_023609170.1	XP_003416603.1
OG0007725	XP_006088317.1	XP_003416634.1
OG0007727	XP_006088330.1	XP_023411595.1
OG0007728	XP_014303707.1	XP_003416550.1
OG0007729	XP_006081070.1	XP_003422533.3
OG0007730	XP_006081099.1	XP_023397451.1
OG0007731	XP_014307629.1, XP_014318871.2	XP_010594674.2
OG0007732	XP_023617207.1	XP_023411728.1
OG0007733	XP_023604167.1	XP_010594570.1
OG0007734	XP_023604955.1	XP_023411695.1
OG0007736	XP_006103529.1	XP_010596820.1
OG0007737	XP_014301196.1	XP_023414678.1
OG0007738	XP_023602211.1	XP_003418965.2
OG0007739	XP_023604797.1	XP_010596778.1
OG0007740	XP_023603448.1	XP_023414639.1
OG0007741	XP_006106632.1	XP_003418956.1
OG0007742	XP_023607325.1	XP_003418948.1
OG0007743	XP_023600147.1	XP_023414581.1
OG0007744	XP_006109870.2	XP_003418933.1
OG0007745	XP_023620007.1	XP_003418845.1
OG0007746	XP_006101719.1	XP_003421924.1
OG0007748	XP_023601037.1, XP_014315220.1	XP_010595600.1
OG0007749	XP_023610987.1	XP_010595625.2
OG0007750	XP_006090450.1	XP_003417777.2
OG0007751	XP_014312736.1	XP_003417779.1
OG0007752	XP_023611081.1	XP_023413051.1
OG0007753	XP_023611020.1	XP_023413187.1
OG0007754	XP_006109255.2, XP_014312791.1	XP_023413189.1
OG0007757	XP_006090519.1	XP_010595669.1
OG0007758	XP_023611085.1	XP_023413059.1
OG0007759	XP_006090524.1	XP_023413060.1
OG0007760	XP_014312836.1	XP_023413237.1, XP_023413238.1, XP_023413239.1
OG0007762	XP_023603370.1	XP_010595800.1
OG0007763	XP_023620255.1	XP_023413273.1
OG0007764	XP_006100952.1	XP_003417826.1
OG0007765	XP_023620245.1	XP_023413040.1
OG0007766	XP_006100932.1	XP_023413315.1
OG0007767	XP_023620243.1	XP_010595731.1
OG0007769	XP_023603599.1, XP_023603600.1, XP_014304555.1, XP_023603598.1	XP_023413321.1
OG0007770	XP_023601813.1	XP_010595745.1
OG0007771	XP_006103706.1	XP_003417837.1, XP_023413043.1
OG0007772	XP_014304681.1	XP_023413367.1
OG0007773	XP_006092602.1, XP_014321113.1	XP_003409624.1
OG0007774	XP_023612840.1	XP_023403224.1
OG0007775	XP_014314495.1, XP_023612845.1	XP_003409617.1
OG0007776	XP_006110199.1	XP_010587860.2
OG0007777	XP_006092652.1	XP_010587838.1
OG0007778	XP_023612859.1	XP_023403207.1
OG0007779	XP_006100603.1	XP_003409578.1
OG0007780	XP_023619877.1	XP_010587965.1
OG0007781	XP_006103692.1	XP_010587816.1
OG0007782	XP_006103696.1	XP_023403286.1
OG0007783	XP_023601949.1	XP_003409571.1
OG0007784	XP_006105142.3	XP_010587804.1
OG0007785	XP_006107951.1	XP_023414214.1
OG0007786	XP_006109644.3	XP_003418499.2
OG0007787	XP_006098155.1	XP_010596393.1
OG0007788	XP_023614016.1	XP_023405412.1
OG0007789	XP_006093980.1	XP_003411254.1
OG0007790	XP_006086211.1	XP_023405191.1
OG0007791	XP_006086175.1	XP_003411268.1
OG0007792	XP_023607507.1	XP_010589490.1
OG0007793	XP_023618643.1	XP_003411283.1
OG0007794	XP_006099286.1	XP_003411287.1
OG0007795	XP_023608529.1	XP_010589596.1
OG0007796	XP_006088335.2, XP_014306285.2	XP_003416671.2
OG0007797	XP_014312355.1	XP_003410332.1
OG0007798	XP_006089998.1, XP_006108724.1	XP_003422477.1
OG0007799	XP_023609775.1	XP_023404983.1
OG0007800	XP_006105027.1	XP_003410399.1
OG0007801	XP_006098966.1	XP_003414723.1
OG0007802	XP_023605167.1, XP_023619037.1	XP_010593292.1
OG0007803	XP_023604201.1	XP_003410252.1
OG0007804	XP_014312329.1, XP_023610534.1, XP_023610535.1	XP_003419932.1
OG0007805	XP_023610581.1	XP_023394477.1
OG0007806	XP_014311546.1	XP_010589274.1
OG0007807	XP_023609771.1	XP_003411022.2
OG0007808	XP_006089032.1	XP_003410909.1
OG0007809	XP_006089049.1	XP_003411013.1
OG0007810	XP_023610497.1	XP_010589250.1
OG0007811	XP_023610500.1	XP_010589247.1
OG0007812	XP_014312306.1	XP_003410886.1
OG0007813	XP_006099253.1	XP_003416855.1
OG0007814	XP_006089003.1	XP_003410927.1
OG0007815	XP_023609696.1	XP_003411030.1
OG0007816	XP_014311510.1	XP_010589308.1
OG0007817	XP_006088969.1	XP_010593245.1
OG0007818	XP_023619035.1	XP_010593279.2
OG0007819	XP_006099665.1	XP_003414935.1
OG0007820	XP_023619036.1	XP_023410004.1
OG0007821	XP_006106638.1	XP_023409996.1
OG0007822	XP_006106637.1	XP_023409994.1, XP_023409995.1
OG0007823	XP_006102845.1	XP_003410962.1
OG0007824	XP_014323630.1	XP_023404926.1
OG0007825	XP_023601537.1	XP_023404927.1
OG0007826	XP_006104179.1	XP_003411070.1
OG0007827	XP_023617293.1	XP_003414995.1
OG0007828	XP_023617294.1	XP_003415212.1
OG0007829	XP_006097847.1	XP_003415207.1
OG0007830	XP_006097863.1	XP_023409851.1
OG0007831	XP_023617300.1	XP_023409810.1
OG0007832	XP_014316618.1, XP_014316617.1	XP_003415158.2
OG0007833	XP_023615060.1	XP_003415153.1
OG0007834	XP_023615006.1	XP_010593089.1
OG0007835	XP_023614934.1	XP_023409785.1
OG0007836	XP_006095161.1	XP_010593080.1
OG0007837	XP_014316669.1	XP_023409764.1, XP_003415140.1
OG0007838	XP_006095196.1	XP_003415141.1, XP_023409765.1
OG0007839	XP_006095206.1	XP_003414962.1
OG0007840	XP_014308036.1	XP_010585047.2
OG0007841	XP_006085220.1	XP_003406373.1
OG0007842	XP_023612169.1	XP_023399667.1
OG0007843	XP_006091725.1	XP_023399668.1
OG0007844	XP_006097255.1	XP_003418041.1
OG0007845	XP_006097450.1	XP_010585127.2
OG0007846	XP_006097446.1	XP_003406411.2
OG0007847	XP_006089316.1	XP_010585145.1
OG0007848	XP_006089320.1	XP_023399732.1
OG0007849	XP_023610005.1	XP_023399743.1
OG0007850	XP_006089343.1	XP_003406432.1
OG0007851	XP_006089372.1	XP_003406439.1
OG0007852	XP_006089373.1	XP_023399773.1
OG0007853	XP_006089376.1	XP_003406440.1
OG0007854	XP_023610041.1	XP_023399930.1
OG0007856	XP_023607240.1	XP_003408829.1
OG0007857	XP_014301022.2	XP_023402414.1
OG0007858	XP_023604088.1, XP_006100562.1	XP_003408879.1
OG0007859	XP_006100136.1	XP_003420989.1
OG0007860	XP_014320964.1	XP_023395841.1, XP_010598812.1, XP_023395842.1
OG0007861	XP_023619474.1	XP_023395845.1
OG0007862	XP_006100104.1	XP_003420997.1
OG0007863	XP_023619466.1	XP_023395894.1
OG0007864	XP_006102323.1	XP_023395865.1
OG0007865	XP_006102314.1	XP_010598835.1
OG0007866	XP_023607303.1, XP_023607301.1, XP_023607302.1	XP_003408780.1
OG0007867	XP_023607295.1	XP_003408794.1
OG0007868	XP_006085902.1	XP_010586887.1
OG0007869	XP_006085942.1	XP_023401873.1
OG0007870	XP_014308789.1	XP_010586896.1
OG0007871	XP_006085877.1, XP_023607261.1	XP_010586902.1
OG0007872	XP_006099328.1	XP_010586904.1
OG0007873	XP_014313081.1	XP_023401904.1
OG0007874	XP_006107417.1	XP_010586920.1
OG0007875	XP_023616538.1	XP_010586936.1
OG0007876	XP_014320732.2	XP_003408717.1
OG0007877	XP_006109188.1, XP_006099648.2	XP_003408539.1
OG0007878	XP_006099632.1	XP_010586968.1
OG0007879	XP_023615694.1	XP_023401984.1
OG0007880	XP_006096097.1	XP_003408741.1
OG0007881	XP_006091057.1	XP_023402404.1
OG0007882	XP_006091064.2	XP_023402054.1
OG0007883	XP_006091099.2	XP_003408567.1
OG0007884	XP_023611636.1	XP_003408783.1
OG0007885	XP_006091085.1	XP_003408785.1
OG0007886	XP_014313319.1	XP_010587206.1
OG0007887	XP_006091093.1	XP_010587207.1
OG0007888	XP_023617098.1	XP_003408792.1
OG0007889	XP_023617166.1	XP_023402114.1
OG0007890	XP_023617094.1	XP_010587211.1
OG0007891	XP_023617947.1	XP_023402135.1
OG0007892	XP_006098492.1	XP_003408824.1
OG0007893	XP_023608303.1	XP_023402411.1
OG0007894	XP_006087036.1	XP_003408853.1
OG0007895	XP_006101738.1	XP_003408625.1
OG0007896	XP_006100576.1	XP_003408892.1
OG0007897	XP_023602618.1	XP_003408895.1
OG0007898	XP_006106224.1	XP_023402307.1
OG0007899	XP_014305515.1	XP_010587228.1
OG0007900	XP_023617787.1	XP_003408914.1
OG0007901	XP_023603646.1	XP_010587146.1
OG0007902	XP_006103176.1	XP_003408912.1
OG0007904	XP_023601749.1	XP_003408907.1
OG0007905	XP_014303792.2	XP_023402373.1
OG0007906	XP_006107777.1	XP_023402377.1
OG0007908	XP_006096827.1	XP_010591953.1
OG0007909	XP_006100872.3	XP_010592713.2
OG0007910	XP_006098996.1	XP_023409175.1
OG0007912	XP_006092371.1	XP_010592797.1
OG0007913	XP_006107715.1	XP_003414692.1
OG0007915	XP_006109795.1	XP_010595345.1
OG0007916	XP_006109215.1	XP_003417384.1
OG0007917	XP_023604517.1	XP_010595198.2
OG0007920	XP_023604367.1	XP_023412488.1
OG0007921	XP_006110202.3	XP_023412616.1
OG0007922	XP_023604516.1	XP_003417278.1
OG0007923	XP_006107238.2	XP_003417428.2
OG0007924	XP_014301296.1	XP_023412652.1
OG0007925	XP_023600537.1	XP_023412500.1
OG0007926	XP_023600543.1	XP_003417442.2
OG0007927	XP_006103469.1	XP_003417320.1
OG0007929	XP_023605213.1	XP_023412507.1
OG0007930	XP_006094973.1	XP_003417328.1
OG0007932	XP_023612768.1	XP_003417266.1
OG0007933	XP_014314165.1	XP_010592878.1
OG0007934	XP_014322413.1, XP_006092228.1	XP_010592857.1
OG0007935	XP_006092229.1	XP_023409567.1, XP_003414370.1
OG0007936	XP_014305846.1, XP_023612574.1	XP_003414349.1
OG0007937	XP_023602060.1	XP_023409198.1
OG0007938	XP_006092344.1	XP_003414330.1
OG0007939	XP_023612738.1	XP_010592786.1
OG0007940	XP_023612656.1	XP_003414307.2
OG0007941	XP_014316528.1	XP_023409168.1
OG0007942	XP_006100851.1	XP_010592704.1
OG0007945	XP_006098976.1	XP_010592675.1
OG0007946	XP_006098980.1	XP_023409390.1
OG0007947	XP_014319945.1	XP_003414718.1
OG0007948	XP_006105319.1	XP_023409357.1
OG0007949	XP_006105320.1	XP_003414687.1
OG0007950	XP_006102929.1	XP_023409350.1
OG0007951	XP_014323690.1	XP_003414666.2
OG0007952	XP_023599977.1	XP_003414665.1
OG0007953	XP_023599965.1	XP_010592614.1
OG0007954	XP_006095646.1	XP_003414653.1
OG0007955	XP_023615386.1	XP_010592593.1
OG0007956	XP_006092298.1	XP_023409276.1
OG0007957	XP_023612520.1	XP_003414412.1
OG0007958	XP_006092306.3	XP_003414615.1
OG0007959	XP_006092312.1	XP_023409270.1
OG0007960	XP_023612608.1	XP_023409148.1
OG0007961	XP_006101974.1	XP_010592887.1
OG0007962	XP_006099936.1	XP_003414584.1
OG0007963	XP_014322919.1, XP_023605125.1	XP_010592512.1
OG0007964	XP_014317026.1	XP_010592506.1
OG0007965	XP_006095567.1	XP_003416881.1
OG0007966	XP_006095591.2	XP_023411976.1
OG0007967	XP_023615318.1	XP_023411893.1
OG0007968	XP_023618578.1	XP_003417016.1
OG0007969	XP_006099249.1	XP_003417021.1
OG0007970	XP_014320192.1	XP_003417026.1
OG0007971	XP_023618599.1	XP_023411903.1
OG0007972	XP_006108754.1	XP_023397664.1
OG0007978	XP_014306250.1	XP_023395182.1
OG0007979	XP_006108429.1	XP_003420501.1
OG0007980	XP_023605074.1	XP_023397682.1
OG0007981	XP_006104469.1	XP_003407453.1
OG0007982	XP_006104462.1	XP_003407540.1
OG0007983	XP_023600226.1	XP_023401070.1
OG0007984	XP_006103212.1	XP_003407724.1
OG0007985	XP_006103195.1	XP_003407743.2
OG0007986	XP_023600228.1	XP_003407482.1
OG0007987	XP_006102139.1	XP_023401072.1
OG0007988	XP_006102146.1	XP_003407490.2
OG0007989	XP_006102152.1	XP_003407762.1
OG0007990	XP_006096351.1	XP_010585950.1
OG0007991	XP_023605248.1	XP_003417231.1
OG0007992	XP_006102859.1	XP_010599664.1
OG0007993	XP_006095521.1	XP_003405253.1
OG0007994	XP_014315482.1	XP_003405154.1
OG0007995	XP_006093737.1	XP_010596155.1
OG0007996	XP_014315449.1	XP_003405167.1
OG0007998	XP_023613706.1	XP_010596658.1
OG0007999	XP_023613739.1	XP_023413953.1
OG0008000	XP_006096914.1	XP_003405226.1
OG0008001	XP_006096916.1	XP_023395389.1
OG0008002	XP_006096920.1	XP_003405231.1
OG0008003	XP_023616431.1	XP_003405632.1
OG0008004	XP_014316959.1	XP_003405258.3
OG0008005	XP_006099221.1	XP_003405260.1
OG0008006	XP_023602983.1	XP_003423413.1
