Orthogroup	Myotis_lucifugus	Sarcophilus_harrisii
OG0008149	XP_023601255.1	XP_012407701.1
OG0008151	XP_006104217.1, XP_014310031.1	XP_031802882.1
OG0008152	XP_006104215.1	XP_031802883.1
OG0008153	XP_014315216.2	XP_003760342.1
OG0008154	XP_023613560.1	XP_031802965.1
OG0008155	XP_023613561.1	XP_003760370.1
OG0008156	XP_023606678.1	XP_023352223.2
OG0008157	XP_023606662.1	XP_003760380.1
OG0008158	XP_006085299.1	XP_031802999.1
OG0008159	XP_023606705.1	XP_012397243.1
OG0008160	XP_014308160.1	XP_031803000.1
OG0008161	XP_023606723.1	XP_003760399.1
OG0008162	XP_023606725.1	XP_031803007.1
OG0008163	XP_023606726.1	XP_031803012.1
OG0008164	XP_006086389.1	XP_031803017.1
OG0008165	XP_006086373.1	XP_031803031.1
OG0008166	XP_006086363.1	XP_031803154.1
OG0008167	XP_023604883.1, XP_006093352.1	XP_003760446.3
OG0008168	XP_023605193.1	XP_012397306.2
OG0008169	XP_006101270.3, XP_023604778.1	XP_031803176.1
OG0008170	XP_006108091.2	XP_003760610.1
OG0008172	XP_023604068.1	XP_003760601.2
OG0008174	XP_006104566.1, XP_023605178.1	XP_031812640.1
OG0008175	XP_023609434.1	XP_031797379.1
OG0008176	XP_006101345.2	XP_031797780.1
OG0008177	XP_023620568.1	XP_031798318.1
OG0008178	XP_023601254.1	XP_031799685.1
OG0008179	XP_023614073.1	XP_031797759.1
OG0008180	XP_014315665.2	XP_031797645.1
OG0008181	XP_006094003.1	XP_023361762.1
OG0008182	XP_014316079.1	XP_031798278.1
OG0008183	XP_023614409.1, XP_023614410.1	XP_023361467.2
OG0008184	XP_023611092.1	XP_023360599.1
OG0008185	XP_006100278.1	XP_031816302.1, XP_031816300.1, XP_003762264.1
OG0008186	XP_023609313.1	XP_031794923.1
OG0008187	XP_006088415.1	XP_031794919.1
OG0008188	XP_006088417.1	XP_031794917.1, XP_031796079.1
OG0008189	XP_006088418.1	XP_003772611.1
OG0008190	XP_006109356.2, XP_006088421.1	XP_031794909.1
OG0008191	XP_023609317.1	XP_003771641.1
OG0008192	XP_023609318.1, XP_023603204.1	XP_031794879.1
OG0008193	XP_006106721.1	XP_031794881.1
OG0008194	XP_006090552.1	XP_003771628.2
OG0008195	XP_014306570.2, XP_014320099.1	XP_031795799.1
OG0008196	XP_006099131.1	XP_012406748.1
OG0008197	XP_006099145.2	XP_031796103.1
OG0008198	XP_006085017.1	XP_031805019.1
OG0008199	XP_023606435.1	XP_031805020.1
OG0008200	XP_006085020.1	XP_031805017.1
OG0008202	XP_014307921.1	XP_031796613.1
OG0008203	XP_014307930.1	XP_031796146.1
OG0008204	XP_006085101.1	XP_003772179.2
OG0008205	XP_023606530.1	XP_031796557.1
OG0008206	XP_006088862.1	XP_031796465.1
OG0008207	XP_006088835.1	XP_031796405.1
OG0008208	XP_006088818.1	XP_031796378.1
OG0008209	XP_023609628.1	XP_031808547.1
OG0008210	XP_023606772.1	XP_031808881.1, XP_031808874.1
OG0008211	XP_023606771.1	XP_031807528.1
OG0008212	XP_023606800.1	XP_031807574.1
OG0008213	XP_023603220.1, XP_014304108.1, XP_006106741.2	XP_012406427.1
OG0008214	XP_014309975.2	XP_003765511.1
OG0008215	XP_023608586.1	XP_003765471.2
OG0008216	XP_014319280.1	XP_023355981.2
OG0008217	XP_006098202.1	XP_031818102.1
OG0008218	XP_006098195.1	XP_003766580.1, XP_023357419.2
OG0008219	XP_006098193.1	XP_023355980.2
OG0008220	XP_006098196.1	XP_031818098.1
OG0008221	XP_006099188.1	XP_031818050.1
OG0008222	XP_006099196.1	XP_031818041.1
OG0008223	XP_023618536.1	XP_031818038.1
OG0008224	XP_023608591.1	XP_031824971.1
OG0008225	XP_006110149.1	XP_031824996.1
OG0008226	XP_006108221.1	XP_003767216.2
OG0008227	XP_006087337.1	XP_003767220.2, XP_031825042.1
OG0008228	XP_023617701.1	XP_031825049.1
OG0008229	XP_023617658.1	XP_031825058.1
OG0008231	XP_023608451.1	XP_031825130.1
OG0008232	XP_023608580.1	XP_003767263.4
OG0008233	XP_014310134.2, XP_023601266.1, XP_014306331.1	XP_031825153.1
OG0008234	XP_006087514.1	XP_031807865.1
OG0008235	XP_023608598.1	XP_031810850.1
OG0008236	XP_023602027.1	XP_003772545.1
OG0008237	XP_023605540.1, XP_023605180.1	XP_031793786.1, XP_031796012.1
OG0008238	XP_006084054.1	XP_031794376.1
OG0008239	XP_014306968.2	XP_031795750.1
OG0008240	XP_006084083.1	XP_031794274.1
OG0008241	XP_006096153.1	XP_031796699.1
OG0008242	XP_023605646.1	XP_031794735.1
OG0008243	XP_006084154.1	XP_012406048.1
OG0008244	XP_023608606.1	XP_003773204.2
OG0008245	XP_014311262.1	XP_023361708.1
OG0008246	XP_006081861.1	XP_031797825.1
OG0008247	XP_023609057.1	XP_031799942.1
OG0008248	XP_023610968.1	XP_031797611.1
OG0008249	XP_023609085.1	XP_023361678.1
OG0008250	XP_006081875.1	XP_012407604.1
OG0008251	XP_006081928.1	XP_003773161.1
OG0008252	XP_014302051.1	XP_031799642.1
OG0008253	XP_006081900.1	XP_031797390.1
OG0008254	XP_023611088.1	XP_003773143.1
OG0008255	XP_023611061.1	XP_031797138.1
OG0008256	XP_023614661.1	XP_003772720.2, XP_031795075.1
OG0008257	XP_023614655.1	XP_031795065.1
OG0008258	XP_006094775.1	XP_003771712.1
OG0008259	XP_006094771.1	XP_012406526.2
OG0008260	XP_006101409.1	XP_012406528.1
OG0008261	XP_023617423.1, XP_006101412.1	XP_031795024.1
OG0008262	XP_023601075.1	XP_031795005.1
OG0008263	XP_006106767.1	XP_031807373.1
OG0008264	XP_014304220.2	XP_023350331.1
OG0008265	XP_023620319.1	XP_031795276.1
OG0008266	XP_023620316.1	XP_031795281.1
OG0008267	XP_014321856.2	XP_031795315.1, XP_031795314.1
OG0008268	XP_014320848.1, XP_023620320.1	XP_031795316.1
OG0008269	XP_006103265.1	XP_031793592.1
OG0008270	XP_014318368.2	XP_031806667.1
OG0008271	XP_006097109.1	XP_031806634.1
OG0008272	XP_014318383.1, XP_006109075.1	XP_003758080.1
OG0008273	XP_006086316.1	XP_012395442.2
OG0008274	XP_023607663.1	XP_031806581.1
OG0008275	XP_006086306.1	XP_031806573.1
OG0008276	XP_006086332.1	XP_012395418.1
OG0008277	XP_006086288.1	XP_012395433.1
OG0008278	XP_006086248.1	XP_031797323.1
OG0008279	XP_006086228.1	XP_031799974.1
OG0008280	XP_006086227.1	XP_031799109.1
OG0008281	XP_023616958.1	XP_031798336.1
OG0008282	XP_014314559.1	XP_031797257.1
OG0008283	XP_023612931.1, XP_014314568.1	XP_012407521.2
OG0008284	XP_006099424.2	XP_003773092.1
OG0008285	XP_014320366.1	XP_031799701.1
OG0008286	XP_006109529.1, XP_006106474.1	XP_031797842.1
OG0008287	XP_006108929.1, XP_006109218.2	XP_031806997.1
OG0008288	XP_023604802.1	XP_012395360.1
OG0008289	XP_023602850.1	XP_003759205.1
OG0008290	XP_014304505.1	XP_031804100.1
OG0008291	XP_014306088.1	XP_003757952.3
OG0008293	XP_006109439.3	XP_031807039.1
OG0008294	XP_023602931.1	XP_003757931.1
OG0008295	XP_006102397.1	XP_031807076.1
OG0008296	XP_006102410.1	XP_031806535.1
OG0008298	XP_023601581.1	XP_031807283.1
OG0008299	XP_014320757.1	XP_031805125.1
OG0008300	XP_023619219.1	XP_003767149.1
OG0008301	XP_006099868.1	XP_031807250.1
OG0008302	XP_023619253.1	XP_003767161.1
OG0008303	XP_023619246.1	XP_031807187.1
OG0008304	XP_023603194.1	XP_031807186.1
OG0008305	XP_023614400.1	XP_031807185.1, XP_012395297.1
OG0008306	XP_023614395.1	XP_031807182.1
OG0008307	XP_023614374.1	XP_031807088.1
OG0008308	XP_006083507.3	XP_031806213.1
OG0008309	XP_014303419.2, XP_023603221.1, XP_023603218.1	XP_012395705.2
OG0008310	XP_006100916.1	XP_003758155.1
OG0008311	XP_023602436.1, XP_006104854.1	XP_012395552.1
OG0008312	XP_023601723.1	XP_012395546.1
OG0008313	XP_006104850.1	XP_003758163.1, XP_031806862.1
OG0008314	XP_006103086.1	XP_031805751.1, XP_012395929.1
OG0008315	XP_006085787.1	XP_031805072.1
OG0008316	XP_006085788.2	XP_023351027.2
OG0008317	XP_023601055.1	XP_012395961.2
OG0008318	XP_006104060.1	XP_031805655.1
OG0008319	XP_006106301.1	XP_003758688.2, XP_003758686.1
OG0008320	XP_006099957.1	XP_031805627.1, XP_031805622.1
OG0008321	XP_006102991.1	XP_031805414.1
OG0008322	XP_023600043.1	XP_003758010.1
OG0008323	XP_023616367.1	XP_031799609.1, XP_023361922.1
OG0008324	XP_006109088.2, XP_023616405.1	XP_003773528.1
OG0008325	XP_006096825.1	XP_031805565.1
OG0008326	XP_006096824.1	XP_031805573.1
OG0008327	XP_006104605.1	XP_003758736.1, XP_031805575.1
OG0008328	XP_014314418.2	XP_031823199.1
OG0008329	XP_023612799.1	XP_012405075.1
OG0008330	XP_006099680.1	XP_003769933.2
OG0008331	XP_023616459.1	XP_031824578.1
OG0008332	XP_006096940.1	XP_023359284.2
OG0008333	XP_006096938.1	XP_003769907.1
OG0008334	XP_014316731.1	XP_031823303.1
OG0008336	XP_006095295.1	XP_031823350.1
OG0008337	XP_023615079.1	XP_031823361.1
OG0008338	XP_023614924.1	XP_031823354.1
OG0008339	XP_014316797.1	XP_012405132.2
OG0008340	XP_023604794.1, XP_023615033.1	XP_031823380.1
OG0008341	XP_014316835.1	XP_012405135.2
OG0008342	XP_023615081.1	XP_012405192.1
OG0008343	XP_006092571.1	XP_031823177.1
OG0008345	XP_014306615.1	XP_003762593.1
OG0008346	XP_023606846.1	XP_031794612.1
OG0008347	XP_006090203.1, XP_023606871.1	XP_003771525.1
OG0008348	XP_006085513.3	XP_031794556.1
OG0008349	XP_014308326.1	XP_031794540.1
OG0008350	XP_006108265.1	XP_031798422.1
OG0008351	XP_006097977.1	XP_031798453.1
OG0008352	XP_006098138.1	XP_031798719.1
OG0008353	XP_006098134.1	XP_031800003.1
OG0008354	XP_006091670.1	XP_003773710.1, XP_031798364.1
OG0008355	XP_023612297.1	XP_031797203.1
OG0008356	XP_023612368.1, XP_014319608.1	XP_031800095.1
OG0008357	XP_023612396.1, XP_023612397.1	XP_031799818.1, XP_031799819.1
OG0008359	XP_014305581.1	XP_031799345.1
OG0008360	XP_006107153.1	XP_031799958.1
OG0008361	XP_006102553.1	XP_031799480.1
OG0008362	XP_006101672.1	XP_031797553.1
OG0008363	XP_006101711.2	XP_031797537.1
OG0008364	XP_014322493.1	XP_031797543.1
OG0008365	XP_023620847.1	XP_003774134.2, XP_031798081.1
OG0008366	XP_023620833.1	XP_031799498.1
OG0008367	XP_014302203.1	XP_031799504.1
OG0008368	XP_006106601.1	XP_031798512.1
OG0008369	XP_006106610.1	XP_031799668.1
OG0008370	XP_023603122.1	XP_031799672.1
OG0008371	XP_006106621.1, XP_006097546.1	XP_031798481.1, XP_031811667.1
OG0008372	XP_006109045.3	XP_031797761.1, XP_012408519.2
OG0008373	XP_023602556.1, XP_006105928.3	XP_031799990.1
OG0008374	XP_014303438.1	XP_003774092.1, XP_031798789.1, XP_031798790.1
OG0008375	XP_023604632.1	XP_031799517.1
OG0008376	XP_023604510.1	XP_031797251.1
OG0008377	XP_014304531.1	XP_003772824.1
OG0008379	XP_006102903.2	XP_031815711.1
OG0008380	XP_006104088.1	XP_003763823.1
OG0008381	XP_014319869.1	XP_031815800.1
OG0008382	XP_023618285.1	XP_031815813.1
OG0008383	XP_023618268.1	XP_023354935.1
OG0008384	XP_006100495.1	XP_031815882.1
OG0008385	XP_006101528.3	XP_031815884.1
OG0008386	XP_006106054.1	XP_031815886.1
OG0008387	XP_006086937.1	XP_031819538.1, XP_031819539.1
OG0008388	XP_006086923.1	XP_031815907.1
OG0008389	XP_006091331.1	XP_031816533.1
OG0008390	XP_006098023.1	XP_031805118.1
OG0008391	XP_006085362.1	XP_003759801.1
OG0008392	XP_023619764.1	XP_031804048.1
OG0008393	XP_006098024.1, XP_014321934.1	XP_031803614.1
OG0008394	XP_014322003.1	XP_023352625.2
OG0008395	XP_023599503.1	XP_031811744.1
OG0008396	XP_006091355.1	XP_031812078.1
OG0008397	XP_023607146.1	XP_031812538.1
OG0008398	XP_023607148.1	XP_003762561.1
OG0008399	XP_006083849.1	XP_031811722.1
OG0008400	XP_006083858.1	XP_031811551.1
OG0008401	XP_023605196.1	XP_031810871.1
OG0008402	XP_014306824.1	XP_023353934.1
OG0008403	XP_014306836.1	XP_031810693.1
OG0008404	XP_023602172.1	XP_031810101.1
OG0008405	XP_006100559.1	XP_012399036.2
OG0008406	XP_006103900.2	XP_012399030.2
OG0008407	XP_006093819.1	XP_003762403.1
OG0008408	XP_014315517.2	XP_023353871.1
OG0008409	XP_023609804.1	XP_031809574.1
OG0008410	XP_023609816.1	XP_023353865.1
OG0008411	XP_006089101.1	XP_031809377.1
OG0008412	XP_023609830.1	XP_023353854.2
OG0008413	XP_014322368.1	XP_031809225.1
OG0008414	XP_006101562.3	XP_031809041.1
OG0008415	XP_006090936.1	XP_031808996.1
OG0008416	XP_006090930.1	XP_031808915.1
OG0008417	XP_006090921.1	XP_031808025.1
OG0008418	XP_006090911.1	XP_031813318.1
OG0008419	XP_023611412.1	XP_031821641.1
OG0008420	XP_014313126.1	XP_031813873.1
OG0008421	XP_006106219.1	XP_031814006.1
OG0008422	XP_023602736.1	XP_031814037.1
OG0008423	XP_023611512.1	XP_031813928.1
OG0008424	XP_006108969.1, XP_014303919.1	XP_031814069.1
OG0008425	XP_023601762.1	XP_031814488.1
OG0008426	XP_006109499.2	XP_012398973.2
OG0008427	XP_023603010.1	XP_031814844.1
OG0008429	XP_006107031.1	XP_031815119.1
OG0008430	XP_023603522.1	XP_031815166.1
OG0008431	XP_023603523.1	XP_031815137.1
OG0008432	XP_023602716.1	XP_031815273.1
OG0008434	XP_023601237.1	XP_031816653.1
OG0008435	XP_023606350.1	XP_031823925.1
OG0008437	XP_006100680.1	XP_023360917.1
OG0008438	XP_023619772.1	XP_012397624.2
OG0008439	XP_023619761.1	XP_023352582.2
OG0008440	XP_006099725.1	XP_012397846.1
OG0008441	XP_023619099.1	XP_031803829.1
OG0008442	XP_023619057.1	XP_023352760.1
OG0008443	XP_023619072.1	XP_031803781.1
OG0008444	XP_006099690.1	XP_003761021.2
OG0008445	XP_023619720.1	XP_003760728.3
OG0008446	XP_023619728.1	XP_031803559.1
OG0008447	XP_006100383.1, XP_014321238.1	XP_012397560.2
OG0008448	XP_023619716.1	XP_031803540.1
OG0008449	XP_006100374.1	XP_003760740.1
OG0008450	XP_023601900.1	XP_031803515.1
OG0008451	XP_006105090.1	XP_003760721.1
OG0008452	XP_023602604.1	XP_031803417.1
OG0008453	XP_006105797.1	XP_031814663.1, XP_031803405.1
OG0008454	XP_023602445.1	XP_003760502.1
OG0008455	XP_014301934.1	XP_003760516.1
OG0008456	XP_006104131.1	XP_012397400.1
OG0008457	XP_014301938.1	XP_023352363.2
OG0008458	XP_006104133.1	XP_031803344.1
OG0008459	XP_006107696.1	XP_031804206.1
OG0008461	XP_014304803.1, XP_006101943.1	XP_023352683.1
OG0008462	XP_014322773.2	XP_031804181.1
OG0008463	XP_014302714.2	XP_012397737.2
OG0008464	XP_006101175.1	XP_003760690.1
OG0008465	XP_014321974.1	XP_031803677.1, XP_031803616.1
OG0008466	XP_006101174.1	XP_003760678.1
OG0008467	XP_006101167.2	XP_031803633.1
OG0008468	XP_023620414.1	XP_031803645.1
OG0008469	XP_006101152.1	XP_003760656.1
OG0008470	XP_006104893.1	XP_003763144.1
OG0008471	XP_023602587.1	XP_003760642.2
OG0008472	XP_006109537.1, XP_014303469.1	XP_031803722.1
OG0008473	XP_006105998.1	XP_031803724.1
OG0008474	XP_006105988.1	XP_031803743.1, XP_031803744.1
OG0008475	XP_006105991.1	XP_012397591.2
OG0008476	XP_023620444.1	XP_031803747.1
OG0008477	XP_006101214.1	XP_003760854.2
OG0008478	XP_014305109.1	XP_031803977.1
OG0008479	XP_014322024.2	XP_023352615.2
OG0008480	XP_014322027.1	XP_031803991.1
OG0008481	XP_023620450.1, XP_023608619.1, XP_023605140.1	XP_031803994.1
OG0008482	XP_023599046.1	XP_031804134.1
OG0008483	XP_006101869.1	XP_031804132.1
OG0008484	XP_014304738.1	XP_031804114.1
OG0008485	XP_023613928.1	XP_031799415.1
OG0008486	XP_023599981.1	XP_003766934.1
OG0008487	XP_006098147.1	XP_031816901.1
OG0008488	XP_014319238.1	XP_031816896.1
OG0008489	XP_006092819.1	XP_031816828.1
OG0008490	XP_014314782.1	XP_023355441.2
OG0008491	XP_023611694.1	XP_003764669.1
OG0008492	XP_006091131.1	XP_003764668.1
OG0008493	XP_023611680.1, XP_023611681.1, XP_006091128.1	XP_003764737.1
OG0008494	XP_023611693.1	XP_023355509.2
OG0008495	XP_006100507.1	XP_003764708.1
OG0008496	XP_014306265.1, XP_014321375.1	XP_023355488.1
OG0008497	XP_023619813.1	XP_031817278.1
OG0008498	XP_006100514.1	XP_031817285.1
OG0008499	XP_006094540.1	XP_031817352.1
OG0008500	XP_023614525.1	XP_031817358.1
OG0008501	XP_023614493.1	XP_031817891.1
OG0008502	XP_006105628.1	XP_031817947.1
OG0008503	XP_006089734.1	XP_023357093.2, XP_031819391.1
OG0008504	XP_006089722.1	XP_023362046.2
OG0008505	XP_023610336.1	XP_031798271.1
OG0008507	XP_023610280.1	XP_031797899.1
OG0008508	XP_006093875.1	XP_031798710.1
OG0008509	XP_006108419.2, XP_006107683.3	XP_003773701.1
OG0008510	XP_014323717.1	XP_003764696.1
OG0008511	XP_023610473.1	XP_031814422.1
OG0008512	XP_023602311.1, XP_023604479.1	XP_012400716.1
OG0008513	XP_006083612.1	XP_031817811.1
OG0008514	XP_006083597.1	XP_031800764.1, XP_012400732.1
OG0008515	XP_023604953.1	XP_031817777.1
OG0008516	XP_006083651.1	XP_003765933.2
OG0008517	XP_014304996.1	XP_031814229.1
OG0008518	XP_006083569.1	XP_031814286.1
OG0008519	XP_006083557.1	XP_031814308.1
OG0008520	XP_006090591.1	XP_031814314.1
OG0008521	XP_006096427.1	XP_031814324.1
OG0008522	XP_006096423.1, XP_006108595.2	XP_012401725.1
OG0008523	XP_006096424.1, XP_023604829.1	XP_003765854.1
OG0008524	XP_006086121.1	XP_031814396.1
OG0008525	XP_023610475.1	XP_031819479.1
OG0008526	XP_006089892.1, XP_006110022.2	XP_003765830.1
OG0008527	XP_006101522.1	XP_003765815.1, XP_023356276.1
OG0008528	XP_023605129.1, XP_023605130.1	XP_031815680.1, XP_012400076.1, XP_031815681.1
OG0008529	XP_006096373.1	XP_031813631.1
OG0008530	XP_006090396.2	XP_031813406.1
OG0008531	XP_006098010.1	XP_003758177.1
OG0008532	XP_023608707.1	XP_031795883.1
OG0008533	XP_023619188.1	XP_031821137.1
OG0008534	XP_006102389.1, XP_023603500.1	XP_031795917.1
OG0008535	XP_006102365.1	XP_003762283.1
OG0008536	XP_006109254.3, XP_023599468.1	XP_031796123.1
OG0008537	XP_006087678.1	XP_031796215.1
OG0008538	XP_006083739.1	XP_031796125.1
OG0008539	XP_023605281.1	XP_031796098.1
OG0008540	XP_014306540.1	XP_012400077.1
OG0008541	XP_006083819.3	XP_031815682.1
OG0008542	XP_014308672.1	XP_031813682.1
OG0008543	XP_023609518.1	XP_031813651.1
OG0008544	XP_014311260.1	XP_031813653.1
OG0008545	XP_023609521.1	XP_003766113.2
OG0008546	XP_006096376.1	XP_012401949.1
OG0008547	XP_006090374.1	XP_003766243.1
OG0008548	XP_006090371.1	XP_031813434.1
OG0008549	XP_023608727.1	XP_003772083.2
OG0008550	XP_014312057.1	XP_023351258.1
OG0008551	XP_006089628.1	XP_031805380.1
OG0008552	XP_006097590.1	XP_031806918.1, XP_031806910.1, XP_012397947.1
OG0008553	XP_014310640.1, XP_006088056.2, XP_014310638.1	XP_031806930.1
OG0008554	XP_023608979.1	XP_031806933.1, XP_023350647.2
OG0008555	XP_006088028.1	XP_023350644.1
OG0008556	XP_006088024.1	XP_003758232.1
OG0008557	XP_006106853.2, XP_006088051.3	XP_031806978.1
OG0008558	XP_006096495.1	XP_003757988.1
OG0008559	XP_023616068.1	XP_031805608.1
OG0008561	XP_023610253.1	XP_031810015.1
OG0008563	XP_006089472.1	XP_031809707.1
OG0008564	XP_014312053.1	XP_031809720.1
OG0008565	XP_006089475.1	XP_003756998.1
OG0008566	XP_014311974.1	XP_031809761.1
OG0008567	XP_023610201.1	XP_031809786.1
OG0008568	XP_006101511.1, XP_023599245.1	XP_031809918.1
OG0008569	XP_023606653.1	XP_031809851.1
OG0008570	XP_023612025.1, XP_006091486.1	XP_003757768.1
OG0008571	XP_023612035.1	XP_003757772.1
OG0008572	XP_023611988.1	XP_031807410.1, XP_031807408.1
OG0008573	XP_006091468.1	XP_012395261.1
OG0008574	XP_006091455.1, XP_023611980.1	XP_031810431.1
OG0008575	XP_023611965.1	XP_031810439.1
OG0008576	XP_006091416.1	XP_031810451.1
OG0008577	XP_006091386.1	XP_023350295.1
OG0008578	XP_006098034.1	XP_012395159.2
OG0008579	XP_023615187.1	XP_031807517.1
OG0008581	XP_006095475.1	XP_003757718.1
OG0008582	XP_006103802.1	XP_012395119.1
OG0008583	XP_014301715.2	XP_031807560.1
OG0008584	XP_023600893.1	XP_031807571.1
OG0008585	XP_023601334.1	XP_031823724.1, XP_031807575.1
OG0008586	XP_014302122.2	XP_031807579.1, XP_003757673.1
OG0008587	XP_006106723.2	XP_003757664.2
OG0008589	XP_023600584.1	XP_003774571.1
OG0008590	XP_023609315.1	XP_012395521.1
OG0008591	XP_014316556.1	XP_003759120.2
OG0008592	XP_014308453.1	XP_003764577.1
OG0008593	XP_023606892.1	XP_031816599.1
OG0008594	XP_006085521.1	XP_003764539.1
OG0008595	XP_014306637.1, XP_023606947.1	XP_031816667.1
OG0008596	XP_023606933.1	XP_031816699.1
OG0008597	XP_023607061.1	XP_031800258.1, XP_023354471.2
OG0008598	XP_006081946.1	XP_031797789.1
OG0008599	XP_014312276.1	XP_003773108.4
OG0008600	XP_014312286.1	XP_003757973.1
OG0008601	XP_023608841.1	XP_012395375.1
OG0008602	XP_014312489.1	XP_031806793.1
OG0008603	XP_023608866.1	XP_012395241.1
OG0008604	XP_006095078.1	XP_031805506.1
OG0008605	XP_023614872.1	XP_031805508.1
OG0008606	XP_006109064.3, XP_023614878.1	XP_031805509.1
OG0008607	XP_014321672.1	XP_031805525.1
OG0008608	XP_006100802.2	XP_031806751.1
OG0008609	XP_023620101.1	XP_031806750.1
OG0008610	XP_023600049.1	XP_031805116.1
OG0008611	XP_023600047.1	XP_003758100.1
OG0008612	XP_014321340.1	XP_012395485.1
OG0008613	XP_006082773.1	XP_031824074.1
OG0008614	XP_006082778.1	XP_031813378.1
OG0008615	XP_023603169.1	XP_031813376.1, XP_031813377.1
OG0008616	XP_006106786.1, XP_014304054.2	XP_031824123.1
OG0008617	XP_006083051.1	XP_031824137.1
OG0008618	XP_014322480.1	XP_031823987.1
OG0008619	XP_006083060.1	XP_012402115.1
OG0008620	XP_023599818.1	XP_031813344.1
OG0008624	XP_014305023.1	XP_031804230.1, XP_031804234.1
OG0008625	XP_014306032.1	XP_031804307.1
OG0008626	XP_023618972.1	XP_031804315.1
OG0008627	XP_014301677.1	XP_031804343.1
OG0008628	XP_006103883.1	XP_031804349.1
OG0008629	XP_006103887.1	XP_031804354.1
OG0008630	XP_023601849.1	XP_031804401.1
OG0008631	XP_006099104.1	XP_031804469.1
OG0008632	XP_023617765.1	XP_031804515.1
OG0008633	XP_023616184.1	XP_031804544.1
OG0008634	XP_006096607.1, XP_014312293.2	XP_031804585.1
OG0008635	XP_006096599.1	XP_031804561.1
OG0008636	XP_023616163.1	XP_031804594.1
OG0008638	XP_023605053.1, XP_023599217.1	XP_031804670.1
OG0008639	XP_023618700.1	XP_031804664.1
OG0008640	XP_023618738.1	XP_031804705.1
OG0008641	XP_014304428.1	XP_031804746.1
OG0008642	XP_006104936.2	XP_031804762.1
OG0008643	XP_023600776.1, XP_023604933.1, XP_006105615.1	XP_031804813.1
OG0008646	XP_006099560.1	XP_031804961.1
OG0008647	XP_006099604.1	XP_003763378.1
OG0008648	XP_014320523.1	XP_031804827.1
OG0008649	XP_006099589.1	XP_031804910.1
OG0008650	XP_006099580.1, XP_006109020.2	XP_031804896.1
OG0008651	XP_014320541.1	XP_031804974.1
OG0008652	XP_006096698.2	XP_031812835.1
OG0008653	XP_006096685.1	XP_031812847.1
OG0008654	XP_006110097.2	XP_031795490.1
OG0008655	XP_006086799.1	XP_003771423.1
OG0008656	XP_023607071.1	XP_031795567.1
OG0008657	XP_014308509.1	XP_031795489.1
OG0008658	XP_023612483.1	XP_031795426.1
OG0008659	XP_006084200.1	XP_031794159.1
OG0008660	XP_014307091.1	XP_003771291.2
OG0008661	XP_014307125.1	XP_003772448.2
OG0008662	XP_006084268.1	XP_031794189.1
OG0008664	XP_006084324.1	XP_031794085.1
OG0008666	XP_023605603.1, XP_006108267.2	XP_023360287.1
OG0008667	XP_023605583.1	XP_031794234.1
OG0008668	XP_023608080.1	XP_031793972.1
OG0008669	XP_023608039.1	XP_031794014.1
OG0008670	XP_014309485.1	XP_012405976.1
OG0008671	XP_014313643.1	XP_031796225.1
OG0008672	XP_014313658.1	XP_031796193.1, XP_031796194.1
OG0008674	XP_006091581.1	XP_031793816.1
OG0008675	XP_014313628.2	XP_023360024.1
OG0008676	XP_006091602.1	XP_031793789.1
OG0008677	XP_006091647.1	XP_023360047.1, XP_031793751.1, XP_031793757.1
OG0008678	XP_023615464.1	XP_031793737.1, XP_031793736.1, XP_031793735.1
OG0008679	XP_014317264.1	XP_031793666.1
OG0008680	XP_006095799.1	XP_031793650.1
OG0008681	XP_006095827.1	XP_031793612.1
OG0008682	XP_006095836.1	XP_023361341.1
OG0008683	XP_006095874.1	XP_023361157.1, XP_003772372.1, XP_023361156.1
OG0008684	XP_006095872.3	XP_003772382.2
OG0008685	XP_006109799.2	XP_003755384.1
OG0008686	XP_023620490.1	XP_031811796.1
OG0008687	XP_006109006.2, XP_023617057.1	XP_012395226.1
OG0008688	XP_023617064.1	XP_031812132.1
OG0008689	XP_006097605.1	XP_012397513.1
OG0008690	XP_023610687.1	XP_031811884.1
OG0008691	XP_006090091.1	XP_031811897.1
OG0008692	XP_023610605.1	XP_031811901.1
OG0008693	XP_006090083.1	XP_031811937.1
OG0008694	XP_023610599.1	XP_003755248.3
OG0008695	XP_006090042.1	XP_031812053.1
OG0008696	XP_006090014.1	XP_003755267.1
OG0008697	XP_006101782.3	XP_031812546.1
OG0008698	XP_006095932.1	XP_003755492.2
OG0008699	XP_006095923.1, XP_014317351.1	XP_012397259.1
OG0008700	XP_006095936.1	XP_031805217.1, XP_031811602.1
OG0008701	XP_023615614.1	XP_003755464.1
OG0008702	XP_006095965.1	XP_031811629.1
OG0008703	XP_014317401.1	XP_031805215.1
OG0008704	XP_014317404.1, XP_014306754.2	XP_031811653.1, XP_031811657.1
OG0008705	XP_023609109.1	XP_031811694.1
OG0008706	XP_006088217.1	XP_003755398.2
OG0008707	XP_023609114.1	XP_003755385.1
OG0008708	XP_023620492.1	XP_031811804.1
OG0008709	XP_006101273.1, XP_006099064.1	XP_031811805.1
OG0008710	XP_023604474.1	XP_003755348.1
OG0008711	XP_023604807.1	XP_031811866.1
OG0008712	XP_023604964.1	XP_031812855.1
OG0008713	XP_006104042.2	XP_031812863.1, XP_003755054.1
OG0008714	XP_023603235.1, XP_023604107.1	XP_031812876.1
