Orthogroup	Myotis_lucifugus	Canis_lupus_familiaris
OG0008816	XP_006094747.1	XP_038438500.1, XP_038445286.1, XP_038445283.1
OG0008817	XP_006094748.1	XP_038438519.1
OG0008818	XP_006098444.3, XP_006094744.1	XP_038438529.1
OG0008819	XP_023617873.1, XP_006098432.1	XP_038438534.1
OG0008820	XP_023614432.1	XP_038438710.1
OG0008821	XP_023614476.1	XP_038438768.1
OG0008822	XP_006090979.1	XP_038438868.1
OG0008823	XP_023611572.1	XP_038438910.1
OG0008824	XP_006091006.1	XP_038438930.1
OG0008825	XP_006091014.1	XP_038438938.1
OG0008826	XP_006091018.1	XP_038438939.1
OG0008827	XP_023613068.1	XP_038438988.1
OG0008828	XP_006092922.1	XP_038438991.1
OG0008829	XP_014314700.2	XP_038438992.1
OG0008830	XP_014314698.1	XP_038439072.1, XP_038439071.1
OG0008831	XP_006092868.1	XP_038439086.1
OG0008832	XP_023606261.1	XP_038439116.1
OG0008833	XP_023606263.1	XP_038439152.1
OG0008834	XP_006094514.1	XP_038439182.1
OG0008835	XP_023608046.1	XP_038439227.1
OG0008836	XP_023608054.1	XP_038439232.1
OG0008837	XP_014316898.1	XP_038439245.1
OG0008838	XP_006095456.1	XP_038439258.1
OG0008839	XP_023611726.1	XP_038439274.1
OG0008840	XP_006081526.2	XP_038439281.1
OG0008841	XP_006081525.1	XP_038439283.1, XP_038444809.1
OG0008842	XP_006081508.1	XP_038439305.1
OG0008843	XP_006084954.1	XP_038439352.1
OG0008844	XP_006084935.1	XP_038439405.1
OG0008845	XP_023606276.1	XP_038439487.1
OG0008846	XP_023606275.1	XP_038439494.1
OG0008847	XP_006084900.1	XP_038439499.1
OG0008848	XP_023606274.1	XP_038439500.1
OG0008849	XP_006084891.2	XP_038439537.1
OG0008850	XP_006084884.1	XP_038439540.1
OG0008851	XP_023606270.1, XP_006084866.1	XP_038439570.1
OG0008852	XP_023606325.1	XP_038439622.1
OG0008853	XP_006084977.1	XP_038439639.1
OG0008854	XP_023599767.1	XP_038439680.1
OG0008855	XP_006102737.2	XP_038439696.1
OG0008856	XP_006088924.1	XP_038439768.1
OG0008857	XP_023609679.1	XP_038439783.1
OG0008858	XP_006081632.1	XP_038439882.1
OG0008860	XP_006085782.1	XP_038439925.1
OG0008861	XP_014308603.1	XP_038439958.1
OG0008862	XP_006085763.1	XP_038439963.1
OG0008863	XP_006099397.2	XP_038439982.1
OG0008864	XP_023618773.1	XP_038439998.1
OG0008865	XP_006099401.1	XP_038440005.1
OG0008866	XP_006105265.1	XP_038440050.1
OG0008867	XP_023600862.1	XP_038440056.1
OG0008868	XP_023613168.1	XP_038440072.1
OG0008869	XP_006091833.1	XP_038440124.1
OG0008870	XP_014315513.1	XP_038440193.1
OG0008871	XP_023617620.1	XP_038440197.1
OG0008872	XP_006106532.1	XP_038440199.1
OG0008873	XP_014303305.1, XP_006105747.1	XP_038440238.1, XP_038440244.1
OG0008876	XP_023617888.1	XP_038440451.1
OG0008877	XP_006091307.1	XP_038440473.1
OG0008878	XP_006091311.1	XP_038440477.1
OG0008879	XP_023601516.1	XP_038440520.1
OG0008880	XP_014301601.1	XP_038441014.1, XP_038440556.1
OG0008881	XP_023601364.1	XP_038440565.1
OG0008882	XP_014301237.1	XP_038440641.1
OG0008883	XP_023599501.1	XP_038440730.1
OG0008884	XP_023600732.1	XP_038440739.1
OG0008886	XP_014323701.1	XP_038440775.1
OG0008887	XP_014301868.2	XP_038440861.1
OG0008888	XP_023600045.1	XP_038440978.1
OG0008890	XP_014316399.2	XP_038441112.1
OG0008891	XP_006082789.1	XP_038441188.1
OG0008892	XP_014316719.1	XP_038441224.1
OG0008893	XP_006082459.1	XP_038441252.1
OG0008894	XP_014316890.1	XP_038441262.1
OG0008895	XP_023604138.1, XP_023615970.1	XP_038441276.1
OG0008896	XP_014317247.1	XP_038441325.1
OG0008897	XP_006082496.1	XP_038441438.1
OG0008898	XP_023619009.1	XP_038441461.1
OG0008899	XP_023617310.1	XP_038441713.1
OG0008900	XP_006082600.1	XP_038441721.1
OG0008901	XP_006082614.3	XP_038441750.1
OG0008902	XP_023617428.1	XP_038441791.1
OG0008903	XP_023617583.1	XP_038441804.1
OG0008904	XP_023600364.1	XP_038441853.1
OG0008905	XP_006096953.1	XP_038441858.1
OG0008906	XP_014316388.1	XP_038441911.1
OG0008907	XP_023614761.1	XP_038441937.1
OG0008908	XP_006094904.1	XP_038441985.1
OG0008909	XP_006094908.1	XP_038441991.1
OG0008910	XP_006094373.1	XP_038442089.1
OG0008911	XP_006094375.1	XP_038442092.1
OG0008912	XP_006103840.1	XP_038442169.1
OG0008913	XP_023604446.1	XP_038442190.1
OG0008914	XP_023600363.1	XP_038442205.1
OG0008916	XP_023616493.1	XP_038442310.1
OG0008917	XP_014318232.1	XP_038442336.1
OG0008918	XP_006094392.1	XP_038442363.1
OG0008919	XP_023617615.1	XP_038442422.1
OG0008920	XP_023605225.1, XP_006097275.3	XP_038442435.1
OG0008921	XP_023612600.1	XP_038442511.1
OG0008922	XP_023612512.1, XP_006082275.1	XP_038442519.1
OG0008923	XP_006087711.1	XP_038442593.1
OG0008928	XP_023601203.1	XP_038442714.1
OG0008929	XP_023609486.1	XP_038442764.1
OG0008930	XP_006088646.1, XP_014311208.1	XP_038442794.1
OG0008931	XP_014311163.2	XP_038442907.1
OG0008932	XP_023609454.1	XP_038442912.1
OG0008933	XP_014308522.1	XP_038442998.1
OG0008934	XP_006085702.1	XP_038443030.1
OG0008935	XP_006085709.1	XP_038443039.1
OG0008936	XP_023598987.1	XP_038443093.1
OG0008937	XP_023611171.1	XP_038443096.1
OG0008938	XP_023611177.1	XP_038443186.1
OG0008939	XP_023616696.1	XP_038443208.1
OG0008940	XP_006097293.2	XP_038443351.1
OG0008941	XP_006097270.1	XP_038443380.1, XP_038443379.1
OG0008942	XP_023615780.1	XP_038443430.1
OG0008943	XP_023615810.1	XP_038443447.1
OG0008944	XP_006082982.1	XP_038443544.1
OG0008945	XP_006082936.1	XP_038443607.1
OG0008946	XP_023620004.1	XP_038443633.1
OG0008947	XP_006082893.2	XP_038443691.1
OG0008948	XP_006082876.1	XP_038443708.1
OG0008949	XP_006082869.1	XP_038443729.1
OG0008950	XP_006084772.1	XP_038443755.1, XP_038443756.1
OG0008951	XP_023606221.1	XP_038443796.1
OG0008952	XP_023612628.1	XP_038443969.1
OG0008953	XP_023614264.1	XP_038444076.1
OG0008954	XP_006082251.1	XP_038444077.1
OG0008956	XP_006082187.1	XP_038444196.1
OG0008957	XP_023613618.1	XP_038444292.1, XP_038444284.1
OG0008958	XP_023613408.1	XP_038444338.1
OG0008959	XP_023608748.1	XP_038444543.1
OG0008960	XP_023608753.1	XP_038444564.1
OG0008962	XP_006096227.1	XP_038444693.1
OG0008963	XP_006096215.1	XP_038444722.1
OG0008994	XP_006090791.1	NP_001002933.1
OG0008995	XP_014316762.1	NP_001002938.2
OG0008996	XP_014313822.1	NP_001002939.1
OG0008997	XP_023613153.1, XP_006108801.3	NP_001002941.1
OG0008998	XP_023620622.1	NP_001002944.1
OG0008999	XP_006088747.1	NP_001002964.1
OG0009000	XP_006081354.1	NP_001002974.1
OG0009001	XP_006095227.2	NP_001002976.1
OG0009002	XP_006097880.1	NP_001002995.2
OG0009003	XP_006088075.1	NP_001002997.1
OG0009004	XP_014314158.1	NP_001003006.2
OG0009005	XP_006091193.3	NP_001003023.1
OG0009006	XP_014316090.1	NP_001003027.1
OG0009008	XP_006100697.1	NP_001003036.1
OG0009009	XP_006098605.2	NP_001003038.1
OG0009010	XP_023610594.1	NP_001003081.1
OG0009011	XP_023599854.1	NP_001003083.1
OG0009012	XP_006109695.1	NP_001003092.1
OG0009013	XP_006103072.1	NP_001003096.1
OG0009014	XP_006094813.1	NP_001003124.1
OG0009015	XP_006093795.1	NP_001003148.2
OG0009016	XP_006101087.1	NP_001003158.2
OG0009017	XP_006108542.2	NP_001003160.1
OG0009018	XP_006092243.1	NP_001003162.1
OG0009019	XP_023612726.1	NP_001003163.1
OG0009020	XP_006103331.2	NP_001003171.2
OG0009021	XP_006099290.3	NP_001003176.1
OG0009022	XP_014315680.1	NP_001003181.1
OG0009023	XP_006104762.1, XP_014305765.1	NP_001003188.1
OG0009024	XP_014316950.1	NP_001003208.1
OG0009025	XP_023609364.1	NP_001003211.2
OG0009026	XP_023615755.1	NP_001003212.1
OG0009027	XP_006098506.1	NP_001003242.2
OG0009029	XP_006104644.1	NP_001003277.2
OG0009030	XP_006101310.1	NP_001003287.1
OG0009031	XP_006107977.1	NP_001003294.1
OG0009032	XP_006088874.1	NP_001003301.1
OG0009033	XP_006096608.2	NP_001003320.1
OG0009034	XP_006084129.1	NP_001003327.1
OG0009035	XP_014316481.1	NP_001003341.1
OG0009036	XP_006108168.1	NP_001003348.1
OG0009037	XP_023616792.1	NP_001003362.1
OG0009038	XP_014300965.1	NP_001003371.2
OG0009040	XP_006105136.1	NP_001003385.1
OG0009041	XP_006109352.3, XP_014302876.1	NP_001003969.1
OG0009042	XP_014318897.1	NP_001005254.1
OG0009043	XP_006093384.1	NP_001005754.1
OG0009044	XP_023603846.1	NP_001005758.1
OG0009045	XP_006084194.1	NP_001006646.1
OG0009046	XP_023607679.1	NP_001006652.2
OG0009047	XP_006090428.1	NP_001006949.1
OG0009048	XP_023619559.1	NP_001006951.1
OG0009049	XP_006091542.1	NP_001006952.1
OG0009050	XP_006108899.3, XP_023619073.1	NP_001007124.1
OG0009051	XP_023610160.1	NP_001007264.1
OG0009052	XP_014306812.1	NP_001008552.1
OG0009053	XP_014309010.2	NP_001011556.1
OG0009054	XP_014306892.1	NP_001011558.1
OG0009055	XP_006102989.1	NP_001012637.1
OG0009057	XP_014305189.1	NP_001014298.1
OG0009058	XP_023620587.1	NP_001014769.1
OG0009059	XP_006082974.1	NP_001014770.1
OG0009060	XP_023608749.1	NP_001018044.1
OG0009061	XP_014319247.1	NP_001019811.1
OG0009062	XP_006094889.1	NP_001020439.1
OG0009063	XP_014308422.1	NP_001026800.2
OG0009064	XP_006098367.1	NP_001026804.1
OG0009065	XP_023601614.1	NP_001028682.1
OG0009066	XP_023620309.1	NP_001028683.1
OG0009067	XP_023599193.1	NP_001033737.1
OG0009068	XP_006102039.1	NP_001041501.1
OG0009069	XP_014304490.1	NP_001041550.1
OG0009070	XP_006105529.1	XP_038412303.1, NP_001041553.1
OG0009071	XP_006105515.1	NP_001041566.1
OG0009072	XP_014321242.1	NP_001041575.1
OG0009073	XP_006104622.1	NP_001041576.1
OG0009074	XP_006081270.1	NP_001041582.1
OG0009075	XP_006089623.1	NP_001070825.1
OG0009076	XP_006102060.1	NP_001074366.1
OG0009077	XP_006095023.1	NP_001075890.1
OG0009078	XP_023604295.1	NP_001091014.1
OG0009079	XP_006106528.1	NP_001091017.1
OG0009080	XP_023600088.1	NP_001091020.1
OG0009081	XP_006103477.1	NP_001093413.1
OG0009082	XP_006097405.1	NP_001093760.1
OG0009083	XP_014318245.1	NP_001104236.2
OG0009084	XP_023613479.1	NP_001104238.1
OG0009085	XP_023615329.1	NP_001104239.1
OG0009086	XP_023619750.1	NP_001104275.1
OG0009087	XP_023617889.1, XP_014303241.1	NP_001108077.1
OG0009088	XP_023601101.1	NP_001108097.1
OG0009089	XP_006106690.1	NP_001108111.1
OG0009090	XP_014301389.1, XP_014301402.1	NP_001108208.1
OG0009091	XP_023601714.1	NP_001116326.1
OG0009092	XP_006098637.1	NP_001120971.1
OG0009093	XP_014307780.1, XP_006084924.1	NP_001121572.1
OG0009094	XP_023613559.1, XP_006093399.1	NP_001121658.1
OG0009095	XP_023600707.1, XP_006100108.2	NP_001123909.2
OG0009096	XP_006106132.2	NP_001124307.2
OG0009097	XP_006104485.1	NP_001124309.1
OG0009098	XP_014316800.1	NP_001130035.1
OG0009100	XP_023610603.1	NP_001130037.1
OG0009101	XP_006105124.1	NP_001138644.1
OG0009102	XP_006102775.1	NP_001138646.1
OG0009103	XP_014308386.1	NP_001139452.1
OG0009104	XP_023606921.1	NP_001139453.1
OG0009105	XP_006095346.1	NP_001153234.1
OG0009106	XP_014303822.1	NP_001153897.1
OG0009107	XP_023608237.1	NP_001155182.1
OG0009108	XP_006097756.1	NP_001155185.1
OG0009109	XP_014303365.1	XP_038445383.1, NP_001158731.1
OG0009110	XP_014321913.1	NP_001164300.2
OG0009112	XP_014322793.2, XP_006107927.1	NP_001171278.1
OG0009113	XP_014310934.2	NP_001171932.1
OG0009114	XP_006090530.1	NP_001180228.2
OG0009115	XP_006109214.2, XP_006101675.1	NP_001181899.1
OG0009116	XP_006094841.1	NP_001182538.1
OG0009117	XP_006094151.1	NP_001184025.1
OG0009118	XP_006084533.1	XP_038444932.1, NP_001184075.1
OG0009119	XP_023617709.1	NP_001184099.1
OG0009120	XP_006093882.1	NP_001184120.1
OG0009121	XP_023600109.1	NP_001184242.1
OG0009122	XP_014300913.1	NP_001184243.1
OG0009123	XP_006109262.2	NP_001191336.1
OG0009124	XP_006104128.1	NP_001191368.1
OG0009125	XP_006097604.1	NP_001192042.1
OG0009126	XP_006105562.3	NP_001192097.1
OG0009127	XP_006092708.1	NP_001229646.1
OG0009128	XP_023613089.1	NP_001238873.1
OG0009129	XP_023602248.1	NP_001239063.1
OG0009130	XP_006107718.1	NP_001239254.1
OG0009131	XP_023611660.1	NP_001239272.1
OG0009132	XP_006084740.1	NP_001239296.1
OG0009133	XP_006089143.1	NP_001241644.1
OG0009134	XP_006101274.1	NP_001243414.1
OG0009135	XP_006090082.1	NP_001245268.1
OG0009136	XP_006085961.1, XP_006084672.1	NP_001257899.1
OG0009137	XP_006107093.1	NP_001257999.1
OG0009138	XP_006099765.1	NP_001271384.1
OG0009139	XP_023610489.1	NP_001271395.1
OG0009141	XP_023616309.1	NP_001271399.1
OG0009142	XP_006101181.1	NP_001271423.1
OG0009144	XP_006095114.1	NP_001273896.1
OG0009145	XP_014309593.1	NP_001273899.1
OG0009146	XP_014306085.1	NP_001273911.1
OG0009147	XP_023609924.1	NP_001273921.1
OG0009148	XP_023613840.1	NP_001273959.1
OG0009149	XP_014303493.1	NP_001273968.1
OG0009150	XP_006101193.1	NP_001274007.1
OG0009151	XP_006086079.1	NP_001274013.1
OG0009152	XP_006087952.1, XP_006093858.1	NP_001274020.1
OG0009153	XP_006081534.2	NP_001274029.1
OG0009154	XP_023618904.1	NP_001274046.1
OG0009155	XP_023606642.1	NP_001274084.1
OG0009156	XP_006091746.1	NP_001274085.1
OG0009159	XP_006096092.1	NP_001274092.1
OG0009161	XP_023600912.1	NP_001277050.1
OG0009162	XP_023614295.1	NP_001280588.1
OG0009163	XP_023613670.1	NP_001295412.1
OG0009164	XP_023608611.1	NP_001300702.1
OG0009165	XP_006107150.2, XP_023599625.1	NP_001300710.1
OG0009166	XP_023602341.1	NP_001300735.1
OG0009167	XP_023616676.1	NP_001300736.1
OG0009168	XP_006088554.1	NP_001300738.1
OG0009169	XP_014313744.1	NP_001300760.1
OG0009170	XP_014301580.2, XP_006107675.1	NP_001300780.1
OG0009171	XP_006088951.1	NP_001300790.1
OG0009172	XP_023619102.1	NP_001300791.1
OG0009173	XP_006081515.1	NP_001300798.1
OG0009174	XP_023604888.1	NP_001300802.1
OG0009176	XP_006083087.1	NP_001301026.1
OG0009177	XP_023610681.1	NP_001301029.1
OG0009178	XP_006083891.1	NP_001301035.1
OG0009179	XP_014305048.1	NP_001301066.1
OG0009180	XP_006095770.1	NP_001332969.1
OG0009181	XP_023614986.1, XP_006095220.1	NP_001349529.1
OG0009182	XP_006106403.1	NP_001362312.1
OG0009185	XP_023603373.1	NP_001375713.1
OG0009187	XP_006109129.1, XP_006088091.1	NP_001376059.1
OG0009188	XP_006091979.1	NP_001376134.1
OG0009189	XP_014307448.1	XP_038381407.1
OG0009190	XP_006089306.1	XP_038381410.1
OG0009191	XP_006089260.1	XP_038381419.1
OG0009192	XP_023609942.1	XP_038381420.1
OG0009193	XP_023609958.1	XP_038381424.1
OG0009194	XP_006108697.1	XP_038381453.1
OG0009196	XP_023602724.1	XP_038381478.1
OG0009197	XP_023608096.1	XP_038381544.1
OG0009198	XP_006106893.1	XP_038381565.1, XP_038381566.1
OG0009199	XP_006107055.2, XP_006109376.1	XP_038381575.1, XP_038381574.1
OG0009200	XP_023603717.1	XP_038381584.1
OG0009201	XP_014305026.2	XP_038381608.1
OG0009202	XP_006097463.1	XP_038381628.1
OG0009203	XP_014318661.1	XP_038381644.1
OG0009204	XP_023611391.1	XP_038381693.1
OG0009205	XP_006090838.1	XP_038381739.1
OG0009206	XP_006104058.1	XP_038381755.1
OG0009207	XP_006087197.1	XP_038381853.1
OG0009208	XP_006084499.1	XP_038382038.1
OG0009209	XP_023605973.1	XP_038382043.1
OG0009210	XP_006084482.1	XP_038382065.1
OG0009211	XP_006084479.1, XP_006084478.1, XP_014307354.1	XP_038382076.1
OG0009212	XP_023605967.1	XP_038382079.1
OG0009213	XP_023605954.1	XP_038382113.1
OG0009215	XP_006103667.1	XP_038382246.1
OG0009216	XP_014323072.1	XP_038382253.1
OG0009217	XP_023613945.1	XP_038382340.1
OG0009218	XP_023613980.1	XP_038382352.1
OG0009219	XP_023613991.1	XP_038382357.1
OG0009220	XP_023600758.1	XP_038382417.1
OG0009221	XP_023600481.1	XP_038382439.1
OG0009223	XP_014304596.2	XP_038382480.1
OG0009224	XP_006089241.1	XP_038382551.1, XP_038402868.1
OG0009225	XP_023609937.1	XP_038382552.1
OG0009226	XP_023609969.1	XP_038382567.1
OG0009227	XP_006089265.1	XP_038382569.1
OG0009228	XP_006089275.1	XP_038382589.1
OG0009229	XP_023609976.1	XP_038382626.1
OG0009230	XP_023609972.1	XP_038382628.1
OG0009231	XP_023609962.1	XP_038382647.1
OG0009232	XP_006089302.1	XP_038382651.1
OG0009233	XP_006095134.1	XP_038382659.1
OG0009234	XP_023614898.1	XP_038382661.1
OG0009235	XP_014316594.2	XP_038382677.1
OG0009236	XP_023614895.1	XP_038382696.1
OG0009237	XP_023606040.1	XP_038382719.1
OG0009238	XP_023620792.1	XP_038382748.1
OG0009239	XP_023620788.1	XP_038382769.1
OG0009240	XP_006101485.1	XP_038382784.1
OG0009241	XP_006100075.1	XP_038382897.1
OG0009242	XP_006086908.1	XP_038382918.1
OG0009243	XP_023608158.1	XP_038382970.1
OG0009244	XP_006086861.1	XP_038383034.1
OG0009245	XP_023608097.1	XP_038383041.1
OG0009246	XP_023620333.1, XP_023605233.1	XP_038383075.1
OG0009247	XP_023601377.1	XP_038383091.1
OG0009248	XP_006094174.1	XP_038383100.1
OG0009249	XP_014315886.1	XP_038383192.1
OG0009250	XP_023601477.1	XP_038383223.1
OG0009251	XP_014302262.2	XP_038383229.1
OG0009252	XP_023600341.1	XP_038383253.1
OG0009257	XP_023604559.1	XP_038384025.1
OG0009258	XP_006107534.1	XP_038384121.1
OG0009259	XP_014306080.2, XP_006108745.1	XP_038384135.1
OG0009260	XP_023604019.1	XP_038384187.1
OG0009263	XP_006107061.1	XP_038384289.1
OG0009265	XP_006110057.1	XP_038384298.1
OG0009267	XP_023603329.1	XP_038384405.1
OG0009268	XP_023604615.1	XP_038384459.1
OG0009269	XP_023603021.1	XP_038384483.1
OG0009270	XP_023603020.1	XP_038384486.1
OG0009272	XP_014303628.1	XP_038384530.1
OG0009274	XP_006102235.2	XP_038384617.1
OG0009276	XP_006108761.1	XP_038384636.1
OG0009277	XP_006102240.1	XP_038384637.1
OG0009278	XP_023600634.1	XP_038384648.1
OG0009279	XP_014301468.1	XP_038384654.1
OG0009280	XP_023600627.1	XP_038384682.1
OG0009281	XP_023600637.1	XP_038384689.1
OG0009284	XP_014323463.1	XP_038384733.1
OG0009285	XP_023599729.1	XP_038384739.1
OG0009286	XP_014323460.1	XP_038384750.1
OG0009288	XP_023599736.1	XP_038384759.1
OG0009289	XP_014323480.1, XP_023599741.1	XP_038384761.1
OG0009290	XP_023599725.1	XP_038384773.1
OG0009291	XP_014318098.1	XP_038384862.1
OG0009292	XP_006096757.1, XP_006096756.1	XP_038384863.1
OG0009293	XP_023620899.1	XP_038384910.1
OG0009294	XP_006096724.1	XP_038384920.1
OG0009295	XP_006096723.1	XP_038384930.1
OG0009296	XP_023618108.1	XP_038385145.1
OG0009297	XP_006098700.1	XP_038385169.1
OG0009298	XP_023618113.1	XP_038385179.1
OG0009299	XP_014319743.1	XP_038385182.1
OG0009300	XP_006098753.1	XP_038385207.1
OG0009301	XP_006098726.1	XP_038385215.1
OG0009302	XP_023618102.1	XP_038385243.1
OG0009303	XP_006098740.1	XP_038385264.1
OG0009304	XP_014319702.1	XP_038385275.1
OG0009305	XP_014317430.2	XP_038385323.1
OG0009306	XP_006096030.1	XP_038385339.1
OG0009307	XP_014317461.1	XP_038385377.1
OG0009308	XP_006096064.1	XP_038385381.1
OG0009309	XP_006096046.1	XP_038385387.1
OG0009310	XP_006088480.1	XP_038385500.1
OG0009311	XP_006097511.1	XP_038385507.1, XP_038445640.1
OG0009312	XP_023607054.1	XP_038385511.1
OG0009313	XP_023607396.1	XP_038385513.1
OG0009314	XP_014323724.1	XP_038385517.1
OG0009315	XP_006097330.2	XP_038385518.1
OG0009316	XP_023616750.1	XP_038385520.1
OG0009317	XP_006094124.1	XP_038385522.1
OG0009318	XP_023614094.1	XP_038385523.1
OG0009320	XP_023616784.1, XP_006097301.2	XP_038385568.1
OG0009321	XP_006097346.2	XP_038385569.1
OG0009322	XP_006094134.3	XP_038385576.1
OG0009323	XP_006104005.1	XP_038385582.1, XP_038385581.1, XP_038385580.1, XP_038385579.1
OG0009324	XP_006086766.1	XP_038385590.1
OG0009325	XP_023607993.1	XP_038385606.1
OG0009326	XP_006086740.1	XP_038385637.1
OG0009327	XP_006100327.1	XP_038385658.1
OG0009328	XP_006100330.1	XP_038385661.1
OG0009329	XP_006094338.1	XP_038385729.1
OG0009330	XP_006086735.1	XP_038385801.1
OG0009331	XP_014309420.1	XP_038385886.1
OG0009332	XP_006093791.1	XP_038385916.1
OG0009333	XP_023618297.1	XP_038385945.1
OG0009334	XP_006088474.1	XP_038409276.1
OG0009335	XP_023617726.1	XP_038386057.1
OG0009336	XP_023609322.1	XP_038386084.1
OG0009337	XP_006088464.1	XP_038386090.1
OG0009338	XP_023609327.1	XP_038386110.1
OG0009339	XP_006088497.1	XP_038386143.1
OG0009340	XP_023617545.1	XP_038386160.1
OG0009341	XP_014309315.1	XP_038386247.1
OG0009342	XP_006086560.1	XP_038386253.1
OG0009343	XP_014321725.2	XP_038386276.1, XP_038415093.1
OG0009344	XP_006086547.1	XP_038386281.1
OG0009345	XP_006097516.1	XP_038386475.1
OG0009346	XP_006097514.1	XP_038386481.1
OG0009347	XP_014318679.1	XP_038386508.1
OG0009348	XP_023602380.1	XP_038386534.1
OG0009349	XP_014303229.1	XP_038386538.1
OG0009350	XP_023603850.1	XP_038386557.1
OG0009351	XP_006081486.1	XP_038386615.1
OG0009353	XP_006081472.1	XP_038386639.1
OG0009354	XP_014307909.1	XP_038386655.1
OG0009355	XP_006081448.1	XP_038386682.1
OG0009356	XP_023606984.1	XP_038386689.1
OG0009357	XP_014307654.1, XP_023606968.1	XP_038386699.1
OG0009358	XP_014307438.1	XP_038386723.1
OG0009359	XP_006081410.1	XP_038386731.1
OG0009360	XP_023606644.1	XP_038386737.1
OG0009361	XP_006081399.1	XP_038386752.1
OG0009362	XP_014307152.1	XP_038386778.1
OG0009363	XP_014320228.1	XP_038386816.1
OG0009364	XP_023618625.1	XP_038386825.1
OG0009365	XP_006099276.1	XP_038386833.1
OG0009366	XP_006106711.1	XP_038386896.1
OG0009367	XP_006106338.1	XP_038386931.1
OG0009368	XP_023603267.1	XP_038386939.1
OG0009369	XP_006103121.1	XP_038386948.1
OG0009370	XP_014300982.1	XP_038386949.1
OG0009371	XP_006103127.1	XP_038386969.1
OG0009372	XP_006106033.2	XP_038387006.1
OG0009373	XP_006109141.3	XP_038387029.1
OG0009374	XP_014315951.1	XP_038387069.1
OG0009375	XP_014315973.1	XP_038387130.1
OG0009376	XP_006094297.1	XP_038387158.1, XP_038445459.1
OG0009377	XP_006094298.1	XP_038387160.1
OG0009378	XP_006094311.1	XP_038387165.1
OG0009379	XP_006094335.2	XP_038387236.1, XP_038387235.1
OG0009380	XP_014323744.1	XP_038387239.1
OG0009381	XP_023600013.1	XP_038387268.1
OG0009382	XP_006097306.1	XP_038387293.1
OG0009383	XP_023616764.1	XP_038387306.1
OG0009384	XP_006097329.1	XP_038387311.1
OG0009385	XP_006097332.1	XP_038387312.1
OG0009386	XP_006097331.1	XP_038387316.1
OG0009387	XP_014318552.1	XP_038387322.1
OG0009388	XP_006097339.1	XP_038387324.1
OG0009389	XP_014318565.1	XP_038387337.1
OG0009390	XP_023616753.1	XP_038387344.1
OG0009391	XP_014318572.1	XP_038387345.1
OG0009392	XP_023599203.1	XP_038387389.1
OG0009393	XP_023599180.1	XP_038387405.1
OG0009394	XP_006102024.3	XP_038387413.1
OG0009395	XP_014322853.1	XP_038387416.1
OG0009396	XP_014322865.1	XP_038387430.1
OG0009397	XP_023599192.1	XP_038388025.1, XP_038387461.1
OG0009398	XP_014322831.1	XP_038387474.1
OG0009399	XP_014301970.1	XP_038387490.1
OG0009400	XP_006094145.1	XP_038387531.1
OG0009401	XP_006094118.1	XP_038394841.1, XP_038387532.1
OG0009402	XP_023614112.1	XP_038387551.1
OG0009403	XP_006094110.1	XP_038387555.1
OG0009404	XP_006094111.1	XP_038387556.1
OG0009405	XP_006094106.1	XP_038387558.1
OG0009406	XP_006094103.1	XP_038387563.1
OG0009407	XP_023614091.1	XP_038387600.1
OG0009408	XP_006094083.1	XP_038387606.1
OG0009409	XP_023614148.1	XP_038387651.1
OG0009410	XP_014315756.1	XP_038387672.1
OG0009411	XP_006094135.1	XP_038387695.1
OG0009412	XP_006094047.1	XP_038387726.1
OG0009413	XP_006094126.1, XP_006109290.2	XP_038387740.1
OG0009414	XP_023600972.1	XP_038387758.1
OG0009415	XP_023603820.1	XP_038387767.1
OG0009416	XP_006105814.2	XP_038387808.1
OG0009417	XP_023601686.1	XP_038387833.1
OG0009418	XP_006104821.1	XP_038387840.1
OG0009419	XP_006109866.1	XP_038387844.1, XP_038387845.1
OG0009420	XP_023601706.1	XP_038387846.1
OG0009421	XP_023603881.1	XP_038387848.1
OG0009422	XP_023605207.1, XP_014302325.1	XP_038387894.1
OG0009423	XP_006104586.1	XP_038387905.1
OG0009424	XP_006107676.2	XP_038387916.1
OG0009425	XP_006103788.1	XP_038387940.1
OG0009426	XP_006103784.1	XP_038387947.1
OG0009427	XP_006103782.1	XP_038387954.1
OG0009428	XP_006108351.2, XP_023600723.1	XP_038387959.1
OG0009429	XP_006086768.2, XP_023608026.1	XP_038387980.1
OG0009430	XP_023614318.1	XP_038387986.1
OG0009431	XP_023606291.1	XP_038388013.1
OG0009432	XP_006106640.1	XP_038388040.1
OG0009433	XP_014304288.1	XP_038425557.1, XP_038388049.1
OG0009434	XP_023604370.1	XP_038388071.1
OG0009435	XP_006081254.1	XP_038388177.1
OG0009436	XP_006081255.1	XP_038435777.1, XP_038388179.1
OG0009437	XP_014309568.2	XP_038388247.1
OG0009438	XP_006081285.1	XP_038388304.1
OG0009439	XP_006081293.1	XP_038388307.1
OG0009440	XP_023608069.1	XP_038388325.1
OG0009441	XP_006081301.1	XP_038388335.1
OG0009442	XP_023606057.1	XP_038388362.1, XP_038388363.1
OG0009443	XP_023606078.1	XP_038388365.1
OG0009444	XP_023606256.1	XP_038388415.1
OG0009445	XP_014306974.1	XP_038388416.1
OG0009446	XP_023606326.1	XP_038388440.1
OG0009447	XP_006081374.1	XP_038388447.1
OG0009448	XP_006081375.1	XP_038388467.1
