Orthogroup	Rattus_norvegicus	Ursus_americanus
OG0008052	XP_003751830.1, NP_001101900.2	XP_045650836.1
OG0008053	NP_077368.2	XP_045650823.1
OG0008054	XP_063133546.1, NP_001008365.1	XP_045650804.1
OG0008055	NP_001094127.1, XP_006254809.1	XP_045650766.1
OG0008056	NP_001099615.1, XP_038952625.1	XP_045650761.1
OG0008057	NP_001099614.2, XP_063133279.1	XP_045650751.1
OG0008058	NP_001128201.1	XP_045650749.1
OG0008059	NP_001257955.1	XP_045650666.1
OG0008060	XP_038941853.1, NP_001401271.1	XP_045650987.1
OG0008061	XP_063133288.1, NP_001099626.1	XP_045650575.1
OG0008062	NP_001099618.1, XP_006254728.1	XP_045650580.1
OG0008063	XP_006231319.1, NP_001406391.1	XP_045636714.1
OG0008064	XP_063144010.1, NP_001020193.1	XP_045636439.1
OG0008065	XP_038965436.1, NP_001398464.1	XP_045636768.1
OG0008066	XP_038967012.1	XP_045636230.1
OG0008067	XP_006238435.1	XP_045636747.1
OG0008068	XP_038965446.2	XP_045636366.1
OG0008069	XP_038965817.1, NP_001101413.1	XP_045636396.1
OG0008071	NP_001102128.1	XP_045636236.1
OG0008072	NP_001103083.1	XP_045636602.1
OG0008073	XP_038965280.1, NP_062030.2	XP_045636423.1
OG0008074	NP_001102129.1, NP_001395697.1, XP_063143972.1	XP_045636588.1
OG0008075	NP_058974.1	XP_045652499.1
OG0008076	NP_001414378.1	XP_045636183.1
OG0008077	NP_001414613.1, XP_017449402.2	XP_045636591.1
OG0008078	XP_017448853.1, NP_001012101.2	XP_045636710.1
OG0008079	NP_075409.1, XP_038966629.1	XP_045636488.1
OG0008080	NP_001414112.1	XP_045636535.1
OG0008081	XP_038966811.1	XP_045636693.1
OG0008083	NP_001100119.1, XP_063143376.1	XP_045636684.1
OG0008084	XP_001059757.1, NP_001094224.1	XP_045636648.1
OG0008085	NP_112636.1, XP_006238268.3	XP_045670762.1
OG0008086	NP_001292211.1	XP_045670753.1
OG0008087	XP_017448733.1, NP_001011976.2	XP_045647087.1, XP_045647088.1
OG0008088	XP_008762019.1, NP_001019517.2	XP_045647076.1
OG0008089	NP_001386259.1	XP_045647126.1
OG0008090	NP_444179.1	XP_045647004.1
OG0008091	NP_001414184.1, XP_006238273.1	XP_045670781.1
OG0008092	NP_114452.2	XP_045626564.1
OG0008093	NP_001015011.2	XP_045661197.1
OG0008094	XP_063137939.1, NP_001007697.1	XP_045646613.1
OG0008095	XP_038954408.1, NP_997661.1	XP_045656512.1
OG0008096	XP_017457272.1, NP_001103353.1	XP_045656530.1
OG0008097	XP_006255980.1, NP_998775.2	XP_045656524.1
OG0008099	XP_063135019.1, NP_757376.2	XP_045651560.1
OG0008100	NP_001002809.2, XP_063135429.1	XP_045651561.1
OG0008101	XP_038954737.1, NP_997662.1	XP_045651564.1
OG0008102	NP_001027456.1, XP_006256042.1	XP_045651549.1
OG0008104	XP_017457069.1, NP_001388231.1	XP_045651486.1
OG0008105	NP_037270.2, XP_063135055.1	XP_045651446.1
OG0008106	NP_001258291.1, XP_008771027.1	XP_045627975.1
OG0008107	NP_001128227.1, XP_008771042.1	XP_045627980.1
OG0008108	NP_001107249.1	XP_045627991.1
OG0008109	NP_001020898.1, XP_063135299.1	XP_045642280.1
OG0008110	XP_017457142.1, NP_001401873.1	XP_045642276.1
OG0008111	NP_001389288.1	XP_045642266.1
OG0008112	NP_001034788.1, XP_017451894.1	XP_045669672.1
OG0008113	XP_038940418.1, NP_001413952.1	XP_045632953.1
OG0008114	NP_001128182.2	XP_045656715.1
OG0008115	NP_001102773.1, XP_038939990.1	XP_045656966.1
OG0008116	XP_038939448.1, NP_001101671.1	XP_045657030.1
OG0008117	XP_038940752.1, NP_001414642.1	XP_045657331.1
OG0008118	XP_006244575.1, NP_001100361.1	XP_045657512.1
OG0008119	XP_038939882.1	XP_045657542.1
OG0008120	NP_783168.1, XP_063122669.1	XP_045657666.1
OG0008121	NP_036947.1, XP_063121015.1	XP_045658510.1
OG0008122	NP_001408251.1, XP_038940446.1	XP_045660860.1
OG0008123	NP_001094312.1, XP_038939377.1	XP_045661266.1
OG0008124	NP_001020879.1, XP_038939477.1	XP_045659416.1
OG0008125	XP_038937084.1, NP_001100311.1	XP_045659635.1
OG0008126	XP_063121857.1, NP_001009713.1	XP_045659744.1
OG0008127	XP_038937688.1, NP_001102241.2	XP_045659705.1
OG0008128	XP_008764645.1	XP_045659898.1
OG0008129	XP_038938467.2, NP_001414669.1	XP_045660020.1
OG0008131	XP_017449021.1, NP_001073169.1	XP_045627922.1
OG0008132	XP_038965751.1, NP_001101393.1	XP_045663036.1
OG0008133	NP_775444.2, XP_038965279.1	XP_045663035.1
OG0008134	NP_001101392.2, XP_063143655.1	XP_045663029.1, XP_045663030.1
OG0008135	NP_001119568.1	XP_045663024.1
OG0008136	NP_001129226.1, XP_017448834.1	XP_045663012.1
OG0008137	XP_006238024.1, NP_599158.1	XP_045663002.1
OG0008138	XP_017448690.1, NP_062060.1	XP_045662975.1
OG0008139	XP_038955078.1	XP_045663048.1
OG0008140	NP_001014056.1, XP_063135257.1	XP_045662920.1
OG0008141	XP_063135401.1, NP_001014271.1	XP_045662912.1
OG0008142	XP_038954988.1	XP_045663040.1
OG0008143	XP_063135545.1, NP_001032745.1	XP_045662895.1
OG0008144	XP_038954955.1, NP_001020209.1	XP_045654423.1
OG0008145	NP_112273.3, XP_063135627.1	XP_045654434.1
OG0008146	XP_038934099.1, NP_001099861.1, XP_038954527.1	XP_045654436.1
OG0008147	NP_001385945.1, XP_006256591.1	XP_045654454.1
OG0008148	XP_038954954.1, NP_001163954.1	XP_045654356.1
OG0008149	XP_063128981.1, NP_001008763.1	XP_045671849.1
OG0008151	XP_038935155.1, NP_001013192.1	XP_045661849.1
OG0008152	XP_017450712.1, NP_001414084.1	XP_045661846.1
OG0008153	XP_038934729.1, NP_001124015.1	XP_045661796.1
OG0008154	XP_008763694.1	XP_045661589.1
OG0008155	NP_001124047.1, XP_008763676.2	XP_045661750.1
OG0008156	XP_038935089.1, NP_001030103.2	XP_045661731.1
OG0008157	NP_067729.1	XP_045661587.1
OG0008158	NP_001124013.1	XP_045661706.1
OG0008159	NP_476445.2, XP_038935904.1	XP_045661698.1
OG0008160	XP_063119012.1, NP_579853.1	XP_045661693.1
OG0008161	NP_001414142.1, XP_063119626.1	XP_045661690.1
OG0008162	XP_063120190.1, NP_001124189.2	XP_045661679.1
OG0008163	NP_001124014.1	XP_045661678.1
OG0008164	XP_038935135.1, NP_001128351.1	XP_045661647.1, XP_045661648.1
OG0008165	NP_001121017.1	XP_045661621.1
OG0008166	NP_058832.1	XP_045661604.1
OG0008167	XP_063119198.1, NP_113785.4	XP_045668155.1
OG0008168	NP_001414187.1, XP_006241800.2	XP_045634075.1, XP_045634025.1
OG0008169	XP_063119345.1, NP_001128337.1	XP_045633166.1
OG0008170	XP_038934748.1, NP_001011993.1	XP_045633191.1
OG0008171	NP_001071137.2	XP_045633328.1
OG0008172	NP_942047.2, XP_038934752.1	XP_045633272.1
OG0008173	XP_063121012.1, NP_434693.1	XP_045660382.1
OG0008174	NP_074054.2, XP_038938018.1	XP_045660391.1
OG0008175	XP_006251044.4	XP_045671936.1
OG0008176	NP_001099474.1	XP_045671894.1
OG0008177	XP_063129490.1, NP_001414204.1	XP_045671876.1
OG0008178	XP_038947621.1	XP_045671853.1
OG0008179	XP_006250934.1, NP_071575.1	XP_045671940.1
OG0008180	XP_038948856.1, NP_001385951.1	XP_045672038.1
OG0008181	NP_476546.1, XP_038947494.1	XP_045671835.1
OG0008182	XP_017454548.1	XP_045671819.1
OG0008183	NP_001100681.1, XP_063129139.1	XP_045645524.1
OG0008184	XP_006236199.1, NP_037212.2	XP_045648714.1
OG0008185	XP_038941317.1, NP_001099254.1	XP_045630320.1
OG0008186	XP_038964303.1, NP_001101321.1	XP_045649649.1
OG0008187	NP_001102816.1	XP_045648600.1
OG0008188	XP_063141810.1, NP_001013101.2	XP_045648599.1
OG0008189	NP_001385839.1	XP_045649586.1
OG0008190	NP_001120765.1	XP_045648605.1
OG0008191	NP_001178791.1, XP_038963702.1	XP_045648631.1
OG0008192	NP_001019495.1, XP_006236285.1	XP_045648653.1
OG0008193	NP_001019494.1	XP_045649650.1
OG0008194	XP_006236296.1, NP_001414052.1	XP_045648673.1
OG0008195	NP_036822.1, XP_008760919.1	XP_045649296.1
OG0008196	NP_001178677.1, XP_038963429.1	XP_045649285.1
OG0008197	NP_001037730.1	XP_045649282.1
OG0008198	NP_001166982.1, XP_008760926.1	XP_045649201.1
OG0008199	NP_001100050.1, XP_038963183.1	XP_045649206.1
OG0008200	NP_775164.2, XP_017447986.1	XP_045649195.1
OG0008201	NP_062107.2	XP_045649158.1
OG0008202	XP_038946131.1, NP_001100054.1	XP_045649135.1
OG0008203	NP_037126.1	XP_045649118.1
OG0008204	XP_038968427.1, NP_001129371.1	XP_045648130.1
OG0008205	XP_038968597.1, NP_001008387.1	XP_045649061.1
OG0008206	NP_001119768.2, XP_006236526.1	XP_045648992.1
OG0008207	NP_001098083.2, XP_038963717.1	XP_045648953.1
OG0008208	XP_006236542.1, NP_001004199.1	XP_045648918.1
OG0008209	NP_001178902.1, XP_017448287.1	XP_045648123.1
OG0008210	XP_006242784.1	XP_045648832.1
OG0008211	XP_017451022.1, NP_001020159.2	XP_045648830.1
OG0008212	XP_038951942.1, NP_001178869.1	XP_045648815.1
OG0008213	NP_062115.2	XP_045648771.1
OG0008214	XP_006238833.2, NP_001386382.1	XP_045655775.1
OG0008215	NP_001406504.1	XP_045655813.1
OG0008216	XP_017448887.1, NP_001101444.1	XP_045627851.1
OG0008217	NP_001414376.1	XP_045627849.1
OG0008218	NP_001100153.1, XP_006238854.1	XP_045627907.1
OG0008219	XP_038966235.1, NP_001102146.1	XP_045627836.1
OG0008220	NP_001398532.1	XP_045627910.1
OG0008221	XP_063143505.1, NP_001100154.2	XP_045638612.1, XP_045638613.1
OG0008222	XP_063144086.1, NP_001102147.1	XP_045638040.1
OG0008223	NP_001382024.1, XP_038965557.1	XP_045638502.1
OG0008224	XP_063143786.1, NP_001101423.1	XP_045655482.1
OG0008225	NP_001352319.1, XP_038965889.1	XP_045655523.1
OG0008226	NP_001020826.1, XP_063143469.1	XP_045655559.1
OG0008227	XP_063143803.1, NP_001386114.1, NP_001386115.1	XP_045655598.1, XP_045655597.1
OG0008229	XP_006238776.1, NP_071549.2	XP_045655612.1
OG0008230	XP_038967113.1	XP_045655403.1
OG0008231	XP_006238730.2, NP_001101436.1	XP_045655723.1, XP_045655721.1, XP_045655722.1
OG0008232	NP_741990.1	XP_045655733.1
OG0008233	NP_001008721.1	XP_045655751.1
OG0008234	NP_001386607.1	XP_045640844.1
OG0008235	NP_001012231.1	XP_045640819.1
OG0008236	NP_001101564.1	XP_045667095.1
OG0008237	NP_001387932.1	XP_045635956.1
OG0008238	XP_063120170.1, NP_001019523.2	XP_045635419.1
OG0008239	NP_001385512.1, XP_063118919.1	XP_045636082.1
OG0008240	NP_001414329.1, XP_063119531.1	XP_045635380.1
OG0008241	XP_038936028.2, NP_001413917.1	XP_045635552.1
OG0008242	NP_001102223.1, XP_063120079.1	XP_045636093.1
OG0008243	XP_008763482.1, NP_068513.1	XP_045635657.1
OG0008244	XP_063133962.1, NP_001013912.1	XP_045654830.1
OG0008245	XP_038958577.1, NP_001102025.1	XP_045654802.1
OG0008246	XP_038958566.1, NP_001102022.1	XP_045654747.1, XP_045654746.1, XP_045654745.1
OG0008247	XP_063137662.1, NP_001385592.1	XP_045654586.1
OG0008248	XP_006232609.1, NP_001386453.1	XP_045654742.1
OG0008249	NP_001008724.1	XP_045654734.1
OG0008250	XP_006232587.1, NP_036691.2	XP_045654732.1
OG0008251	NP_112607.1	XP_045654714.1
OG0008252	NP_001101155.1	XP_045654692.1
OG0008253	NP_001019943.1	XP_045654663.1
OG0008254	XP_017455527.1, NP_001162573.1	XP_045654659.1
OG0008256	XP_038964568.1	XP_045648426.1
OG0008257	NP_001414395.1, XP_063141466.1	XP_045648458.1
OG0008258	NP_001102094.2	XP_045648464.1
OG0008259	NP_001101325.1, XP_008761004.1	XP_045648460.1
OG0008260	XP_038963001.1, NP_036819.1	XP_045648484.1, XP_045648483.1
OG0008261	XP_001072378.2	XP_045648492.1
OG0008262	XP_063142572.1, NP_001382682.1	XP_045648523.1
OG0008263	NP_001017461.1, XP_038948146.1	XP_045649511.1
OG0008264	XP_063129296.1, NP_001094440.1	XP_045649487.1
OG0008265	XP_006236022.1, NP_001178897.1	XP_045648289.1
OG0008266	XP_038963092.1, NP_775158.1	XP_045648278.1
OG0008267	XP_063142011.1, NP_001382565.1	XP_045648250.1
OG0008268	XP_063141720.1	XP_045648246.1
OG0008269	NP_113788.1, XP_038967789.1	XP_045648170.1
OG0008270	NP_001389399.1, XP_056840862.1	XP_045635069.1
OG0008271	NP_058837.2	XP_045635096.1
OG0008272	XP_063131856.1, NP_445807.2	XP_045635057.1
OG0008273	XP_038951143.1, NP_001406603.1	XP_045635061.1
OG0008274	XP_017455634.1, NP_001004107.1	XP_045635262.1
OG0008275	NP_001012158.1, XP_038950589.1	XP_045635181.1
OG0008276	XP_038950478.1, NP_001014025.2	XP_045635190.1
OG0008277	NP_001100790.1, XP_063131512.1	XP_045635258.1
OG0008278	NP_001099556.1	XP_045635274.1
OG0008279	XP_038950572.1, NP_001014165.1	XP_045635250.1
OG0008280	XP_006253286.1, NP_001100786.1	XP_045666821.1
OG0008281	NP_001020038.1, XP_063131305.1	XP_045635325.1
OG0008282	NP_114007.1, XP_063131847.1	XP_045641696.1
OG0008283	NP_001414634.1, XP_063131589.1	XP_045641709.1
OG0008284	NP_001014022.1	XP_045641796.1
OG0008285	NP_001099553.1	XP_045641795.1
OG0008286	NP_001102581.1, XP_063131713.1	XP_045641798.1
OG0008287	NP_001386354.1	XP_045666804.1
OG0008288	XP_006253462.1, NP_001413962.1	XP_045667151.1
OG0008289	NP_001020222.1	XP_045644832.1, XP_045644831.1
OG0008290	NP_001099540.1	XP_045634608.1
OG0008291	XP_038968721.1, NP_001258190.1	XP_045644845.1
OG0008292	XP_006240026.1, NP_001385710.1	XP_045644850.1
OG0008293	NP_001013055.1, XP_006240006.1	XP_045644866.1
OG0008294	XP_006240047.1, NP_001101486.2	XP_045631915.1
OG0008295	NP_037185.1	XP_045631932.1
OG0008296	XP_006239975.1, NP_001094187.1	XP_045631935.1
OG0008297	NP_037158.1	XP_045669413.1
OG0008298	NP_445938.1	XP_045665213.1
OG0008299	NP_001100182.1, NP_001401841.1	XP_045665203.1
OG0008300	XP_038968412.1, NP_001007010.1	XP_045665199.1
OG0008301	NP_114061.1	XP_045665175.1
OG0008302	XP_001067558.2	XP_045665172.1
OG0008303	XP_038967734.1	XP_045665115.1
OG0008304	NP_620253.1, XP_063117606.1	XP_045664850.1
OG0008305	NP_620210.1	XP_045665111.1
OG0008306	XP_038967747.1, NP_001162572.1	XP_045665103.1
OG0008307	NP_001025088.1	XP_045665083.1
OG0008308	XP_038968068.1	XP_045665007.1
OG0008309	NP_001004282.1	XP_045664975.1
OG0008310	NP_001099975.1	XP_045664929.1
OG0008311	XP_063141056.1	XP_045664890.1
OG0008312	NP_001101242.1, XP_063139826.1	XP_045664885.1
OG0008313	NP_612545.2, XP_006235008.1	XP_045664884.1
OG0008314	NP_001102041.1	XP_045664757.1
OG0008315	XP_006236690.1, NP_001102102.1	XP_045664851.1
OG0008316	NP_113787.1, XP_008761199.1	XP_045664849.1
OG0008317	NP_001128190.2, XP_038964069.1	XP_045664818.1
OG0008318	XP_038963242.1, NP_001100066.1	XP_045664820.1
OG0008319	XP_063141849.1, NP_001007648.1	XP_045664795.1
OG0008320	NP_659552.1	XP_045664769.1
OG0008321	NP_001025069.1	XP_045644337.1
OG0008322	NP_036867.1	XP_045644332.1
OG0008323	XP_038963514.2, NP_001101336.1	XP_045644318.1
OG0008324	XP_006236781.1	XP_045644327.1
OG0008325	XP_038964650.1, NP_001386477.1	XP_045644211.1, XP_045644212.1, XP_045644214.1
OG0008326	NP_695210.1, XP_038963069.1	XP_045644216.1
OG0008327	NP_062054.1, XP_038963128.1	XP_045644210.1
OG0008328	NP_001414366.1, XP_006233162.1	XP_045657406.1
OG0008329	NP_620231.1, XP_038957689.1	XP_045657401.1
OG0008330	NP_001026815.1	XP_045669541.1
OG0008331	XP_038959865.2	XP_045632221.1
OG0008332	XP_038958862.1, NP_001382063.1	XP_045632214.1
OG0008333	XP_006233018.1	XP_045632200.1
OG0008334	XP_063138648.1, NP_001178025.1	XP_045633110.1
OG0008335	NP_001020290.1, XP_063137949.1	XP_045633103.1
OG0008336	NP_001007698.1, XP_017446388.1	XP_045646541.1
OG0008337	XP_006232920.1, NP_059004.1	XP_045646532.1
OG0008338	NP_001121659.1, XP_038958623.1	XP_045646545.1
OG0008339	NP_001019473.1	XP_045646529.1
OG0008340	NP_001316822.1	XP_045646501.1
OG0008341	XP_017446802.1, NP_001414201.1	XP_045646472.1
OG0008342	NP_001386656.1	XP_045646469.1
OG0008343	XP_006233145.1, NP_001101180.1	XP_045657436.1
OG0008344	XP_006230599.1, NP_001099787.1	XP_045626657.1
OG0008345	XP_006251533.1	XP_045648150.1
OG0008346	NP_808789.1	XP_045649405.1
OG0008347	NP_071790.1	XP_045649377.1
OG0008348	XP_038962809.1, NP_001096825.2	XP_045648143.1
OG0008349	NP_001100047.2, XP_063141779.1	XP_045649349.1
OG0008350	XP_038963828.1, NP_001099786.1	XP_045626626.1
OG0008351	NP_114455.2	XP_045664737.1
OG0008352	NP_001381465.1, XP_063139776.1	XP_045664461.1
OG0008353	NP_001099963.1, XP_006234703.1	XP_045664463.1
OG0008354	XP_006234715.1, NP_001178782.1	XP_045664531.1
OG0008355	NP_058965.3, XP_038960584.1	XP_045642631.1
OG0008356	NP_001099196.1	XP_045642609.1
OG0008357	XP_063139036.1, NP_001258275.1	XP_045642576.1
OG0008358	NP_001099788.2, XP_038963906.1	XP_045626696.1
OG0008359	NP_001385572.1	XP_045631637.1
OG0008360	NP_113774.2	XP_045631607.1
OG0008361	XP_006230964.1, NP_001102968.1	XP_045631815.1
OG0008362	NP_001034189.1, XP_063142894.1	XP_045631777.1
OG0008363	XP_038935348.1, NP_001101039.1	XP_045631772.1
OG0008364	XP_008758396.1, NP_113926.1	XP_045631801.1
OG0008365	XP_038957256.1	XP_045631618.1
OG0008366	NP_001178490.1, XP_038948570.1	XP_045631432.1
OG0008367	XP_038964401.1, NP_001123485.1	XP_045631427.1
OG0008368	NP_001099800.1	XP_045657314.1, XP_045631563.1
OG0008369	XP_006230972.1	XP_045631838.1
OG0008370	NP_742042.1, XP_038947141.1, NP_001013978.1	XP_045631821.1
OG0008371	NP_647553.2, XP_006230739.1	XP_045631819.1
OG0008372	NP_112622.1, XP_008758465.1	XP_045649676.1
OG0008373	XP_006231062.1, NP_001388229.1	XP_045649683.1
OG0008374	XP_063124424.1, NP_001012171.2	XP_045649702.1
OG0008375	NP_001385543.1	XP_045642776.1
OG0008376	NP_783167.2, XP_006231083.1	XP_045642749.1
OG0008377	XP_006236681.1, NP_001100064.1	XP_045655020.1
OG0008379	NP_598280.1, XP_006244797.1	XP_045633692.1
OG0008380	XP_063128639.1, NP_068530.1	XP_045660105.1
OG0008381	NP_001100639.2, XP_038946597.1	XP_045660080.1
OG0008382	XP_038947206.1	XP_045660053.1
OG0008383	NP_112377.1, XP_038947043.1	XP_045660050.1
OG0008384	NP_071541.2	XP_045638776.1
OG0008385	XP_038946353.1, NP_001178598.1	XP_045638736.1
OG0008386	NP_112306.1	XP_045638639.1
OG0008387	NP_001013939.1, XP_063139338.1	XP_045638519.1
OG0008388	NP_001395698.1, XP_063140176.1, NP_001102051.1	XP_045638168.1
OG0008389	NP_001019481.1, XP_038961597.1	XP_045637804.1
OG0008390	NP_001009409.1	XP_045666840.1
OG0008391	XP_038966783.1, NP_114192.1	XP_045645008.1
OG0008392	NP_001257984.1, XP_006252959.1	XP_045634545.1
OG0008393	NP_001102854.1	XP_045632674.1
OG0008394	NP_001103061.1, XP_038935853.1	XP_045656010.1
OG0008395	XP_006236947.2	XP_045668373.1
OG0008396	XP_006236925.1, NP_001101343.2	XP_045668389.1
OG0008397	XP_063142718.1, NP_445774.1	XP_045668260.1
OG0008398	NP_001093943.1	XP_045668350.1
OG0008400	XP_038964194.1	XP_045668420.1
OG0008401	XP_038963786.1, NP_001020593.1	XP_045664188.1
OG0008402	XP_017448066.1, NP_001164036.1	XP_045664164.1
OG0008403	NP_001100085.2	XP_045664155.1
OG0008404	NP_001102109.1, XP_038963755.1	XP_045664076.1
OG0008405	XP_006237039.1, NP_446097.1	XP_045664065.1
OG0008406	XP_063141918.1, NP_001128185.1	XP_045664053.1
OG0008407	XP_038964958.1	XP_045630628.1
OG0008408	NP_001094220.1	XP_045630617.1
OG0008409	NP_001102720.2	XP_045630627.1
OG0008410	XP_063142147.1, NP_001101347.1	XP_045663493.1
OG0008411	NP_076464.1, XP_063130688.1	XP_045663471.1
OG0008412	NP_599183.2, XP_063130015.1	XP_045663462.1
OG0008413	NP_001007621.1	XP_045663422.1
OG0008414	NP_001100758.1, XP_006251842.1	XP_045663403.1
OG0008415	XP_038950369.1, NP_001127939.1	XP_045663366.1
OG0008416	NP_001386013.1, XP_038951064.1	XP_045663356.1
OG0008417	XP_038950157.1	XP_045663097.1
OG0008418	NP_942069.1, XP_038950546.1	XP_045663294.1
OG0008419	NP_001414233.1, XP_008769275.1	XP_045663251.1
OG0008420	NP_001100762.1, XP_006252668.1	XP_045663238.1
OG0008421	XP_038938543.1	XP_045663233.1
OG0008422	NP_001258235.1	XP_045663235.1
OG0008423	XP_038950112.1, NP_001028827.2	XP_045663244.1
OG0008424	NP_077810.2	XP_045663228.1
OG0008425	XP_038937508.1, NP_001101654.2	XP_045663190.1
OG0008426	XP_038937516.1, NP_001400759.1	XP_045663130.1
OG0008427	XP_006243800.1, NP_001094018.1	XP_045663127.1
OG0008428	XP_006243873.1, NP_001102251.1	XP_045663113.1
OG0008429	NP_001128484.1, XP_063121069.1	XP_045634349.1
OG0008430	XP_001055346.3	XP_045634776.1
OG0008431	NP_001102583.1, XP_017451302.1	XP_045634352.1
OG0008432	NP_001001516.1, XP_006243855.1	XP_045634481.1
OG0008433	NP_064465.1, NP_001029143.1	XP_045634736.1
OG0008434	NP_062157.2, NP_598413.1	XP_045634789.1
OG0008435	NP_476460.1	XP_045632540.1
OG0008436	XP_038937591.1, NP_001106208.1	XP_045634505.1
OG0008437	XP_063121379.1, NP_001008330.1	XP_045634617.1
OG0008438	NP_001414288.1, XP_063131800.1	XP_045634366.1
OG0008439	XP_006252883.1, NP_001164075.1	XP_045634316.1
OG0008440	XP_008769296.1, NP_001020142.2	XP_045634552.1
OG0008441	XP_038950640.1, NP_001012212.1	XP_045634780.1
OG0008442	XP_038950410.1, NP_001037704.1	XP_045634507.1
OG0008443	XP_038935721.1, NP_064472.3	XP_045634517.1
OG0008444	XP_063119230.1, NP_001178705.1	XP_045634370.1
OG0008445	XP_038953429.1, NP_001265404.1	XP_045667934.1
OG0008446	XP_038953892.1, NP_075251.1	XP_045667899.1
OG0008447	NP_733767.1	XP_045667913.1
OG0008448	NP_001387869.1, NP_001387871.1	XP_045667960.1
OG0008449	XP_063133899.1, NP_001010947.1	XP_045667949.1
OG0008450	NP_001013892.2, XP_008770587.1	XP_045630557.1
OG0008451	XP_006255306.1, NP_058865.2	XP_045630566.1
OG0008452	NP_786938.2	XP_045630497.1
OG0008453	XP_038937997.1, NP_071586.2	XP_045630553.1
OG0008454	XP_006242706.1, NP_001013450.1	XP_045630595.1
OG0008455	NP_001102224.1	XP_045630331.1
OG0008456	NP_001381304.1, XP_038937853.1	XP_045630335.1
OG0008457	XP_038937979.1, NP_068528.1	XP_045630323.1
OG0008458	NP_001100171.1	XP_045630305.1
OG0008459	XP_038945693.1, NP_001182174.1	XP_045630253.1
OG0008460	XP_038945826.1	XP_045630290.1
OG0008461	XP_008767178.1	XP_045630230.1
OG0008462	NP_001388134.1, XP_063127731.1	XP_045630231.1
OG0008463	NP_954546.1, XP_038935346.1	XP_045630387.1
OG0008464	XP_017451808.1, NP_001100343.1	XP_045632683.1
OG0008465	NP_001007712.1	XP_045632670.1
OG0008466	NP_001100344.1, XP_038939063.1	XP_045632663.1
OG0008467	XP_038939066.1	XP_045632654.1
OG0008468	XP_063123779.1, NP_001128456.1	XP_045632685.1
OG0008469	XP_038964604.1, XP_063122896.1, NP_001386131.1	XP_045632677.1
OG0008470	NP_001386258.1	XP_045660273.1
OG0008471	XP_063123795.1, NP_001102891.1	XP_045660254.1
OG0008472	XP_038934945.1, NP_001101543.1	XP_045660336.1
OG0008473	NP_113969.1, XP_006241080.1	XP_045660338.1
OG0008474	NP_001101544.2	XP_045660347.1
OG0008475	NP_001102200.1	XP_045660355.1
OG0008476	NP_113755.1, XP_038934488.1	XP_045660362.1
OG0008477	XP_063119791.1, NP_001388002.1	XP_045656064.1
OG0008478	XP_063119492.1, NP_001094189.1	XP_045656074.1
OG0008479	NP_001096831.1	XP_045656084.1
OG0008480	XP_063119491.1, NP_001012114.2	XP_045656094.1
OG0008481	XP_234937.3	XP_045656093.1
OG0008482	NP_570842.1, XP_038934254.1	XP_045656222.1
OG0008483	XP_006240921.1, NP_001100236.1	XP_045656232.1
OG0008484	NP_640345.1, XP_008763377.1	XP_045660790.1
OG0008485	XP_063140335.1, NP_001099732.1	XP_045652421.1
OG0008486	NP_001102906.2	XP_045672283.1
OG0008487	XP_008764219.2	XP_045646770.1
OG0008488	XP_006242584.1, NP_001101593.1	XP_045646768.1
OG0008489	NP_001400401.1, XP_038936706.1	XP_045646713.1
OG0008490	XP_008757868.1, NP_001258720.1	XP_045671519.1
OG0008491	NP_445869.2	XP_045672223.1
OG0008492	XP_063141061.1, NP_001385667.1	XP_045672137.1
OG0008493	NP_036835.2	XP_045672281.1
OG0008494	XP_063141115.1, NP_001009290.1	XP_045672266.1
OG0008495	XP_017444674.2, NP_001101007.1	XP_045672264.1
OG0008496	XP_017444439.1, NP_001178531.1	XP_045672119.1
OG0008497	NP_942070.1	XP_045672253.1
OG0008498	XP_063123246.1, NP_001178767.1	XP_045672139.1
OG0008500	NP_001414292.1	XP_045672122.1
OG0008501	XP_006229953.1, NP_072161.1	XP_045638761.1
OG0008502	XP_006230004.1, NP_001101014.2	XP_045638982.1
OG0008503	XP_063137045.1	XP_045639047.1
OG0008505	XP_063138137.1, NP_037209.1	XP_045638965.1
OG0008506	NP_001012358.1, XP_063123491.1	XP_045659829.1
OG0008507	NP_001011933.1, XP_006230079.1	XP_045652488.1
OG0008508	NP_001386573.1	XP_045664606.1
OG0008509	XP_063140226.1, NP_001102058.1	XP_045664557.1
OG0008510	XP_008757911.1, NP_001012345.1	XP_045672192.1
OG0008511	XP_063130972.1	XP_045667044.1
OG0008512	XP_008768984.1, NP_001007008.1	XP_045652823.1
OG0008513	XP_006252189.1, NP_001014792.1	XP_045652814.1
OG0008514	XP_006252358.1, NP_001398968.1	XP_045652778.1
OG0008515	NP_001128199.1, XP_006252373.1	XP_045652755.1
OG0008516	XP_038948873.1, NP_446069.1	XP_045652746.1
OG0008517	XP_063130903.1, NP_001163942.1, XP_006252378.1	XP_045652745.1, XP_045652744.1
OG0008518	NP_001381722.1, XP_038949523.1	XP_045666898.1
OG0008519	NP_446218.1, XP_008769062.1	XP_045667014.1
OG0008520	XP_006252439.1, NP_001100749.1	XP_045666959.1
OG0008521	XP_006252467.1, NP_001292348.1	XP_045666859.1
OG0008523	NP_001386486.1	XP_045666867.1
OG0008524	XP_038949465.1, NP_001101859.1	XP_045666972.1
