Orthogroup	Rattus_norvegicus	Homo_sapiens
OG0008782	NP_001099363.2, XP_063126497.1	NP_001371427.1, NP_001371433.1
OG0008783	NP_620238.1	NP_001688.1
OG0008784	XP_038943899.1, NP_001107219.1	NP_059134.1
OG0008785	XP_063126652.1, NP_001100578.1	NP_005060.1, XP_011527996.1
OG0008786	XP_006248239.1, NP_001100577.2	NP_001243224.1
OG0008787	NP_955405.1	NP_004618.2
OG0008788	NP_955423.1, XP_008766794.1	XP_011527824.1
OG0008789	NP_072129.2	XP_011527888.1, NP_066553.3
OG0008790	NP_001012073.1	NP_003674.1, XP_016883974.1
OG0008791	NP_037322.1, XP_008771020.1	NP_002617.3, XP_006724074.1, NP_001002021.2
OG0008792	XP_038954482.1, NP_001011559.2	NP_001307279.2
OG0008793	XP_006256314.1, NP_001008352.1	NP_001258371.1, XP_047296936.1
OG0008794	XP_063135683.1	NP_659428.2, NP_001258966.1
OG0008795	NP_001413931.1, XP_038955131.1	NP_006022.3
OG0008796	NP_001178645.1, XP_006233330.1	NP_004775.1
OG0008797	NP_001178778.1, XP_038958644.1	NP_072091.1
OG0008798	XP_017446825.1, NP_001414630.1	NP_060862.3
OG0008799	XP_038958650.1, NP_001107254.2	NP_001182067.1
OG0008800	XP_063138291.1, NP_001408015.1	NP_001804.2, XP_011529846.1
OG0008801	XP_063137738.1, NP_001004228.1	NP_057326.2, XP_011530326.1
OG0008802	XP_038958654.1	NP_005714.2, XP_005262737.1
OG0008803	XP_017448392.1, NP_077355.2	XP_011530195.2, NP_001501.2
OG0008804	NP_001128094.1, XP_017448291.1	XP_011530238.1
OG0008805	NP_001102101.1, XP_006236646.1	NP_055421.1
OG0008806	XP_038947590.1, NP_932166.1	NP_932069.1
OG0008807	NP_001164022.3, XP_038947754.1	NP_055806.2, XP_005262915.1
OG0008808	XP_006250719.1, NP_001094034.1	NP_919258.2, XP_005262807.1
OG0008809	NP_001385845.1, XP_063129372.1	NP_001139266.1
OG0008810	XP_038948590.1	NP_001381883.1
OG0008811	NP_001102777.2, XP_038940017.1	NP_061041.2
OG0008812	XP_038947795.1, NP_001100680.1	NP_006230.2, XP_011530341.1
OG0008813	XP_038944563.1, NP_112348.2	NP_000304.2, NP_001301006.1
OG0008814	NP_001099360.1	NP_005281.1
OG0008815	NP_569103.2, XP_038943849.1	XP_011510721.1, NP_563615.3
OG0008816	XP_017453601.2, NP_001414163.1	NP_001374779.1
OG0008817	XP_063126480.1, NP_001013888.1	NP_115735.2
OG0008818	XP_038944121.1, NP_001029298.1	NP_064587.1
OG0008819	XP_006248279.2	NP_001078920.1
OG0008820	XP_038944805.1	NP_665696.1, NP_001127909.1, NP_001127910.1, NP_001127911.1
OG0008821	XP_017453412.1, NP_001094123.1	XP_011511241.1, NP_001309223.1
OG0008822	XP_008766990.2	NP_203528.3
OG0008823	XP_063126449.1, NP_001099348.1	NP_955452.3
OG0008824	NP_001121008.2, XP_063126593.1	XP_011511040.1, NP_001186728.1
OG0008825	NP_001386205.1, XP_063126711.1, XP_063126168.1	NP_055182.3
OG0008826	NP_942021.2, XP_017453411.1	XP_005247494.1, NP_002255.3
OG0008827	NP_114451.2, XP_038944566.1	XP_006713873.1
OG0008828	NP_671480.2	XP_005247493.1, NP_002204.2
OG0008829	XP_063126341.1, NP_001408226.1	NP_149038.3
OG0008830	NP_001099343.1, XP_038944039.1	NP_001191826.1
OG0008831	XP_006248510.1, NP_001020166.1	NP_940967.1
OG0008832	NP_001099342.1	XP_011511152.1, NP_201573.1, NP_005920.2
OG0008833	NP_001029178.1	NP_036419.3
OG0008834	NP_071988.2	NP_955806.1, NP_955805.1, XP_047303451.1
OG0008835	NP_001101128.3, XP_006232152.2	NP_009049.2, XP_016865290.1
OG0008836	XP_038959491.1, NP_001406498.1	NP_001360.1, XP_005248319.2
OG0008837	NP_001178494.1	XP_005248400.1, NP_001157912.1
OG0008838	NP_001004078.1	NP_036205.1
OG0008839	NP_001414572.1, XP_038955308.1	XP_011512301.1, NP_056140.1
OG0008840	XP_006227824.1, NP_001102349.1	NP_115868.1, XP_011512381.1
OG0008841	XP_038937140.1, NP_001094205.1	XP_011512434.2, NP_079106.3
OG0008842	NP_001387005.1, XP_006227862.1	NP_060610.2, XP_011512365.1
OG0008843	XP_008759134.1	NP_817125.1
OG0008843	NP_001032260.1	NP_065142.2
OG0008844	XP_038959541.1	XP_047303740.1
OG0008844	NP_001413956.1	NP_055431.1
OG0008845	NP_001408372.1	NP_653236.3
OG0008846	XP_006248615.1, NP_112395.1	NP_000451.1, NP_001276932.1
OG0008847	NP_001128261.1, XP_038953305.1, XP_038944511.1	NP_001265627.1
OG0008848	XP_006248619.1, NP_476475.1	XP_016862877.1, NP_003732.2
OG0008849	NP_598290.1	NP_001957.2
OG0008850	NP_001037744.1, XP_038944552.1	XP_006713592.1, NP_640341.1
OG0008851	NP_596919.1, NP_001316829.1	XP_005247472.1, NP_000403.1
OG0008852	XP_063126379.1, NP_001161312.1	NP_001161403.1
OG0008853	NP_001178586.1, XP_038944228.1	XP_011511072.1, NP_940907.2
OG0008854	NP_001032262.2	NP_001002800.1
OG0008855	NP_001101151.1	NP_640338.2
OG0008856	NP_001038161.1, XP_017446519.1	NP_001166250.1
OG0008857	NP_001178632.1, XP_063137830.1	NP_872416.1, NP_001291295.1
OG0008858	NP_001358944.1, XP_038965999.1	NP_620687.2, XP_047272830.1
OG0008860	XP_017456091.2	XP_011513059.1, NP_001273484.1
OG0008861	NP_001004214.1, XP_006253929.1	NP_000895.2
OG0008862	XP_063132656.1, NP_001032283.1	NP_004323.2, XP_047275222.1
OG0008863	NP_001258012.1	NP_775834.2, XP_016865969.1
OG0008864	XP_017456089.1, NP_001014167.1	NP_001355055.1, NP_004815.3, NP_001355054.1
OG0008865	NP_001386283.1	NP_006629.2, XP_011512555.1, NP_001273062.1, NP_001273061.1
OG0008866	XP_006253851.1, NP_001093981.1	XP_011513235.2
OG0008867	NP_001258259.1	NP_001139021.1, NP_110437.2
OG0008868	NP_001100815.1	NP_001027451.1
OG0008869	NP_001163805.1, XP_038951602.1	NP_061861.1
OG0008870	XP_038951428.1, NP_001131098.2	NP_001940.1
OG0008871	NP_001099579.2, XP_038951436.1	NP_542454.3
OG0008872	XP_008769853.1, NP_001093982.1	XP_016866242.1, NP_001494.2
OG0008873	NP_072169.1	NP_733759.1
OG0008876	XP_063139491.1, NP_001385621.1	NP_001138472.2, NP_002201.2
OG0008878	XP_006234264.1, NP_001012086.1	XP_016860875.1, NP_004279.3
OG0008879	XP_006234266.1, NP_001002854.1	XP_047302063.1
OG0008880	NP_001414075.1	NP_002340.2, NP_001185688.1
OG0008881	XP_006234296.1	XP_047301324.1
OG0008881	NP_001012184.1	NP_058520.1, NP_002888.1
OG0008882	XP_063140669.1, NP_579823.1	NP_001352465.1
OG0008883	NP_001019482.1, XP_006234402.1	NP_001276959.1
OG0008884	NP_001385857.1	NP_079276.2
OG0008885	XP_008760176.1	NP_001308086.1, NP_001308083.1
OG0008886	NP_001101282.2, XP_038961094.1	XP_047299826.1, NP_954697.1
OG0008887	NP_001386684.1	NP_062458.1
OG0008888	NP_001004229.1	XP_016858797.1, NP_001274513.1, NP_612142.2
OG0008889	XP_063123803.1	XP_047300223.1, NP_001092804.2
OG0008890	XP_008765297.1, NP_001103438.2	XP_006712498.1
OG0008890	NP_036701.3	NP_055720.3
OG0008891	XP_003750747.1	NP_612404.1
OG0008892	NP_001258120.1, XP_063123261.1	XP_016858941.1
OG0008893	NP_001020881.2, XP_017451943.1	NP_001308552.1
OG0008894	NP_001029036.1	NP_001120655.1
OG0008896	NP_536332.1, XP_006245013.1	NP_001195.2, XP_011509989.1
OG0008897	NP_001102269.1	NP_066944.1, NP_001032752.1, NP_001950.1
OG0008898	NP_001414608.1	NP_001356583.1
OG0008899	XP_006245306.1, NP_001094230.1	NP_001308038.1
OG0008900	NP_001020916.1, XP_006245307.1	XP_006712348.1
OG0008901	XP_063122605.1, NP_446333.2	NP_001186693.1, NP_002837.1
OG0008902	XP_063123050.1, NP_001100392.2	NP_443134.3, XP_011508828.1
OG0008903	XP_038939903.1, NP_997691.1	NP_542402.4
OG0008904	NP_001094152.1, XP_038946723.1	XP_006711644.2, NP_001171795.2
OG0008905	NP_001178759.1	NP_001306587.1, NP_060293.2, NP_001306588.1
OG0008906	XP_063128143.1, NP_001099421.1	NP_001364263.1
OG0008907	XP_006249789.1	XP_011507618.2
OG0008907	NP_001153786.1	NP_001365258.1
OG0008908	NP_001102538.1	NP_689704.4
OG0008909	XP_063128015.1, NP_001276729.1	NP_000698.1
OG0008910	NP_112393.2	NP_001129071.1
OG0008910	XP_006250510.1	NP_003229.1
OG0008911	NP_001009702.1	XP_047277753.1, NP_057136.2
OG0008912	NP_058931.1, XP_006250277.1	NP_057455.1
OG0008913	NP_001100665.1, XP_006250281.1	XP_011507700.1, NP_001334629.1
OG0008914	XP_063128614.1, NP_001102545.1	NP_001013647.2
OG0008915	NP_001178602.1, XP_063128199.1	XP_011507851.1, NP_002339.2, NP_001248386.1, NP_001028839.1, NP_001248385.1
OG0008916	NP_001099443.1, XP_006250346.1	XP_011508077.1, NP_064510.1
OG0008917	NP_997489.2, XP_006232737.1	XP_005245362.1, NP_060710.3
OG0008918	NP_001289148.1	NP_996816.3
OG0008919	NP_001094437.1	NP_072089.2, NP_001365406.2
OG0008920	NP_067702.1	NP_005439.2
OG0008921	XP_003752171.2, NP_001414747.1	NP_065820.1, NP_001372378.1, XP_011529301.1
OG0008922	NP_851599.1	NP_835469.1, XP_011529245.1
OG0008923	NP_001099816.1	NP_055050.1
OG0008924	XP_063127048.1, NP_001414625.1	NP_001357299.1
OG0008925	XP_063136589.1, XP_008768137.1, NP_604460.2	NP_071431.2, XP_011543936.1
OG0008926	NP_001094274.1, XP_063135570.1	NP_002405.1, NP_001116370.1, NP_001308298.1, NP_001308296.1, NP_001308297.1, NP_001308299.1
OG0008928	XP_038955571.1, NP_001100428.1	XP_005274598.1, NP_000264.2
OG0008929	XP_008771386.3, NP_001100431.1	XP_047298539.1
OG0008930	NP_001387965.1	NP_002632.1
OG0008931	NP_001030107.1, XP_038955765.1	NP_689410.1, NP_001364915.1
OG0008932	XP_038955441.1, NP_852031.1	XP_047297711.1, NP_001073327.1
OG0008933	NP_445964.1, XP_017457660.1	NP_006397.1
OG0008934	NP_001100051.1	NP_001135858.1
OG0008935	XP_038956049.1, NP_445931.1	NP_001317289.1
OG0008936	NP_001012227.2, XP_038955885.1	NP_066569.1
OG0008937	NP_037210.1	NP_000522.3, NP_001394021.1, XP_016885045.1
OG0008938	XP_006256699.1, NP_001387931.1	NP_001244220.1, XP_005272738.1
OG0008939	XP_063136393.1	XP_011542222.1
OG0008940	NP_001014131.1, XP_038955717.1	NP_001093152.2, NP_001093151.2, NP_079135.3, NP_001382330.1
OG0008941	NP_077378.1, XP_038956016.1	NP_003877.2
OG0008942	XP_063136267.1, NP_001395856.1	NP_113584.3, XP_016884687.1
OG0008943	NP_001398747.1	NP_065973.2
OG0008944	NP_001385653.1	NP_001027568.1, NP_001369705.1, NP_001369704.1, NP_660095.1, NP_071763.2
OG0008945	XP_063136101.1, NP_001101715.1	NP_036410.1
OG0008946	NP_001388173.1, NP_001388174.1	NP_001019626.1, NP_001392080.1
OG0008947	XP_038955341.1, NP_446398.2	NP_001354845.1, NP_115497.4
OG0008948	XP_008771579.2	XP_005262170.1, NP_694984.5
OG0008949	NP_001380645.1	XP_016884761.1, NP_940852.3
OG0008950	NP_001103836.1, XP_008771598.1	NP_543022.1
OG0008951	XP_038955880.1, NP_001007799.2	NP_001274273.1
OG0008952	NP_001032873.1, XP_006234305.1	XP_005262184.1, NP_001164024.1
OG0008953	XP_038955377.1, NP_001094293.1	NP_061918.3
OG0008954	NP_001178689.1, XP_006257515.1	XP_005262425.1, NP_653259.3
OG0008955	NP_001395833.1, XP_063133725.1, NP_001020072.1	NP_644811.1, XP_011529583.1
OG0008956	XP_008771735.1, NP_476496.1	NP_003390.4
OG0008957	XP_008771866.1	XP_005262439.1
OG0008958	XP_038955780.1, NP_001258256.1	NP_078873.2
OG0008959	NP_113921.2, XP_063136356.1	XP_011529486.1, NP_061028.3
OG0008960	XP_038955452.1, NP_001099813.1	NP_001354686.1
OG0008961	NP_596878.2	NP_060666.1
OG0008961	XP_038954326.1	XP_011529484.1
OG0008962	XP_063127790.1, NP_445983.1	NP_001172112.1
OG0008963	XP_008771325.1, NP_001414132.1	NP_001311033.1
OG0008964	NP_695220.4	NP_001009184.1, NP_000828.1
OG0008965	XP_017453102.1, NP_001395656.1	NP_005322.1
OG0008966	NP_997666.1	NP_001508.1
OG0008968	NP_001386255.1	NP_116198.3
OG0008969	XP_038964147.1, NP_001009603.1	NP_542389.1, XP_016874038.1
OG0008972	NP_001119562.1	NP_001380832.1, NP_001380830.1, NP_001380831.1
OG0008973	NP_001020923.2	XP_047279074.1
OG0008974	XP_006234761.1, XP_038962512.1, XP_006234762.1, XP_575198.5	NP_001005240.1, NP_001005484.2
OG0008975	NP_446067.2	NP_001020276.1
OG0008977	XP_063126934.1	NP_001159778.1, NP_001011655.1, NP_001159777.1, NP_612408.3
OG0008981	NP_001013265.1, XP_038937799.1	NP_003054.1
OG0008986	NP_001013451.1, XP_017455251.1	NP_612459.1
OG0008987	XP_038956125.1, NP_001388043.1	XP_047298250.1
OG0008994	NP_037206.1	NP_001517.2, NP_001371201.1, XP_016866287.1
OG0008995	XP_063138486.1, NP_059016.2	NP_004070.3
OG0008996	XP_063133750.1	NP_001933.2
OG0008997	NP_001101005.1	XP_011541272.1, NP_000363.1
OG0008998	NP_058857.2	XP_016879686.1, NP_000667.1
OG0008999	NP_058713.1, XP_038962946.1	NP_000592.3
OG0009000	XP_063137773.1	NP_003655.3
OG0009001	XP_038957976.1, NP_001094306.1	NP_001365736.1, NP_001365733.1
OG0009002	NP_001012079.1, XP_006232705.1	NP_001155855.1
OG0009003	XP_063143396.1, NP_001100122.1	XP_047279596.1, NP_149040.3
OG0009004	XP_006247098.1, NP_001100504.1	XP_011523792.1
OG0009005	NP_058739.4	NP_000953.2, NP_001258297.1
OG0009006	XP_038947542.1, NP_036625.2	NP_001125.1, NP_001341646.2
OG0009007	NP_037197.1	NP_002700.1
OG0009008	NP_476462.2, NP_001073307.1	NP_005064.1
OG0009009	NP_113946.1	NP_005288.4
OG0009010	NP_036965.1	NP_000383.2, XP_006717693.1
OG0009011	XP_063125980.1, NP_001103124.1	NP_000164.5
OG0009012	NP_001099679.1, XP_017444362.1	NP_001353214.1
OG0009013	XP_006233698.1, NP_071530.1	NP_776213.1, NP_776214.1
OG0009014	NP_037279.1, XP_038963063.1	NP_000074.3
OG0009015	NP_445784.3	NP_001072.2, XP_011518010.1
OG0009016	XP_006235934.1, NP_068610.1	NP_000594.2
OG0009017	XP_001076463.2	NP_055290.1, XP_016882087.1
OG0009018	NP_714942.1, XP_063124870.1	NP_000203.2
OG0009019	XP_063125909.1, NP_001413964.1	XP_011523051.2, NP_000410.2
OG0009020	XP_063128115.1, NP_001124473.1	NP_004097.1
OG0009021	XP_038959207.1, NP_446014.2	NP_000320.1
OG0009022	XP_006250971.1, NP_071600.1	NP_001372213.1
OG0009023	NP_598268.1, XP_006233322.1	NP_001074.2
OG0009024	NP_001385874.1	NP_065724.1
OG0009025	XP_038951327.1, NP_037295.1	NP_000408.1
OG0009026	NP_899160.2, XP_063133352.1	NP_000123.1
OG0009027	NP_775141.2	NP_001350617.1
OG0009028	NP_001101945.2, XP_038937655.1	XP_005259256.1, NP_003361.1
OG0009029	NP_059055.2	NP_057215.3, XP_047298960.1
OG0009030	NP_037271.2	NP_001239526.1, NP_001823.1
OG0009031	XP_063117729.1, NP_955417.1	NP_000099.2, NP_001276680.1
OG0009032	NP_036721.1	NP_000591.1, XP_005249802.1
OG0009033	NP_113773.1, XP_063127301.1, XP_038934125.1	NP_000919.1
OG0009034	NP_001012197.2	NP_003290.1
OG0009035	NP_001100672.1	NP_001764.1, NP_001020280.1
OG0009036	XP_063125875.1, NP_071610.2	NP_001012271.1
OG0009037	NP_001386487.1, XP_017449316.1	XP_005245810.1
OG0009038	NP_599245.2	NP_001007241.2, NP_001493.2
OG0009039	NP_446071.1, XP_038961791.1	NP_001727.2, XP_047295256.1
OG0009040	XP_063138011.1, NP_001012082.1	NP_001258614.1
OG0009041	NP_001012056.2, XP_063134066.1	NP_001177087.1
OG0009042	XP_006245226.1, NP_062106.1	NP_004582.1
OG0009043	NP_445998.2, XP_006241671.1	NP_001137.2
OG0009044	XP_038946713.1, NP_001381159.1	NP_005140.1
OG0009045	NP_037104.1	NP_002225.2
OG0009046	XP_008767155.1, NP_001101797.2	NP_008835.5
OG0009047	NP_071561.1, XP_063121011.1	NP_000854.1
OG0009048	NP_068606.1	NP_000870.1, XP_005272045.1
OG0009049	NP_001401825.1	XP_016874317.1, NP_001835.3
OG0009050	XP_006241109.1, NP_446307.1	NP_005849.1
OG0009052	NP_434688.1	NP_000542.1, NP_001004319.1
OG0009053	NP_001178618.1, XP_038949328.1, XP_063138863.1	NP_006484.2
OG0009054	NP_073158.2, XP_006243717.1	NP_005621.2
OG0009055	NP_036799.1	NP_001049.1
OG0009056	XP_006245281.1, NP_001026828.1	XP_005246850.1, NP_000569.3
OG0009057	NP_001006994.1	NP_001365173.1
OG0009058	XP_063142318.1, NP_001102092.1	XP_011514379.1
OG0009059	XP_006257173.1, NP_001292172.1	NP_001390.1
OG0009060	NP_036901.2, XP_038957692.1	XP_011530203.1
OG0009061	NP_037189.2, XP_063137440.1	NP_001984.1
OG0009062	XP_006249836.1, NP_955750.1	NP_056190.1
OG0009063	NP_445875.1, XP_008756905.1	NP_937983.2
OG0009064	XP_063120855.1, NP_446455.1	NP_001354902.1
OG0009065	NP_997672.1	NP_002332.1, NP_033666.1
OG0009066	XP_038963148.1, NP_001358218.1	NP_006703.1
OG0009067	XP_038965973.1, NP_001020870.2	NP_060672.2, XP_005245988.1
OG0009068	XP_006239330.1, NP_071950.1	NP_001269800.1, XP_011540191.2
OG0009069	XP_063135031.1, NP_542945.2	NP_004150.1, NP_683720.2
OG0009070	NP_149088.1, XP_008770929.1	NP_072047.4
OG0009071	XP_038954365.1, NP_149089.1	XP_011513130.1, NP_757345.2
OG0009072	NP_001012164.1, XP_063134184.1	NP_510966.1
OG0009073	XP_063120959.1, NP_058698.2	NP_000112.1
OG0009074	NP_001041382.1	XP_047272776.1, NP_937793.1
OG0009075	NP_001002278.1, XP_017447268.1	NP_056167.1
OG0009076	XP_017453936.1, NP_113877.1	NP_001877.1, XP_006724203.1
OG0009077	XP_063125500.1, NP_001382588.1	NP_000214.1
OG0009078	NP_001011940.1, XP_063143012.1	XP_005274267.1
OG0009079	XP_063124404.1, NP_476497.1	NP_006002.1
OG0009080	NP_001037739.1, XP_063129645.1	NP_060325.3, XP_047271819.1
OG0009081	NP_001005876.1	NP_001002032.1
OG0009082	NP_077074.1	NP_000092.2, XP_011521207.1
OG0009083	NP_036856.1, XP_038946301.1	NP_001374209.1
OG0009084	NP_075411.2	NP_000315.2, XP_011513090.1
OG0009085	XP_038938925.1, NP_599198.2	XP_011510112.1
OG0009086	NP_001099543.1, XP_063131228.1	NP_036453.1
OG0009087	XP_038952304.1, NP_001010963.1	NP_060941.2
OG0009088	NP_001040561.1	XP_011534583.1, NP_055660.1
OG0009089	NP_001100547.2	NP_078895.2
OG0009090	NP_001073358.2	NP_036380.2
OG0009091	NP_067594.1	NP_004869.1
OG0009092	NP_001032292.1	NP_001273441.1, NP_001273440.1, NP_835361.1
OG0009093	NP_446376.1, XP_038943832.1	NP_005679.2
OG0009094	XP_038935090.1, NP_001123973.1	NP_036214.2
OG0009095	NP_001128480.1, XP_063129984.1	NP_004634.1
OG0009096	NP_001178480.1, XP_038948264.1	XP_011512158.1
OG0009097	NP_001014157.1	XP_016864369.1
OG0009098	NP_001036086.2, XP_038958707.1	XP_006711626.1
OG0009099	NP_112621.1	NP_001317621.1
OG0009100	NP_446210.1, XP_038964220.1	XP_006717948.1
OG0009101	NP_062165.2, XP_006232178.1	NP_005172.1
OG0009102	NP_001101426.1	NP_001207.2, XP_047279805.1
OG0009103	NP_001414022.1	NP_006428.2
OG0009104	NP_001017375.2	XP_047286351.1, NP_059990.2
OG0009105	NP_001138429.1	NP_001138428.1, XP_047274046.1
OG0009106	XP_038946644.1, NP_001013144.1	NP_057327.2
OG0009107	NP_001382650.1, XP_006253542.1	NP_006564.1
OG0009108	XP_038945063.1, NP_037355.2	XP_047276156.1, NP_055228.2, NP_001127807.1
OG0009109	NP_001395922.1, NP_001032603.1	NP_001035793.1, NP_689463.1
OG0009110	XP_038936824.1	NP_001393940.1
OG0009111	NP_001099685.1, XP_006228020.1	XP_011534367.1, NP_071421.1
OG0009112	NP_001296749.1	NP_001267.2, XP_047298796.1
OG0009113	NP_001100060.1, XP_038963218.1	NP_116215.1, XP_011514947.1
OG0009114	XP_038941779.1, NP_851600.1	NP_057723.1
OG0009115	XP_038948728.1, NP_445877.1	NP_005116.1
OG0009116	NP_001258013.1	NP_001307269.1
OG0009117	XP_063137376.1, NP_058737.1	NP_000935.1
OG0009118	NP_001009650.1	NP_001376456.1, NP_003958.2
OG0009119	XP_038966234.1, NP_001102145.1	XP_016855821.1, NP_001843.1
OG0009120	NP_001094104.1	NP_004170.1
OG0009121	NP_958824.2	NP_056448.1
OG0009122	XP_038964316.1	NP_060634.2, XP_011519052.1
OG0009123	XP_038935221.1, NP_001012121.1	NP_001185650.1
OG0009124	NP_001011980.1, XP_038936908.1	NP_001035754.1
OG0009125	NP_036954.2, XP_038963034.1	NP_000689.1
OG0009126	NP_001001513.2, XP_006246807.1	NP_003800.1
OG0009127	NP_036857.2, XP_006253183.1	XP_011530232.1, NP_000883.2
OG0009128	NP_001386212.1, XP_038944426.1	NP_115664.2
OG0009129	XP_017456698.1, NP_001127893.1	NP_001001436.1
OG0009130	NP_001020828.1	NP_054907.1
OG0009131	NP_072121.2	NP_060843.2, NP_001189476.1
OG0009132	NP_445822.1	NP_004076.1
OG0009133	XP_038942382.1, NP_001094232.1	NP_116171.3
OG0009134	NP_071985.2	NP_001289201.1, NP_006784.1
OG0009135	NP_001040553.1	XP_011538048.1, NP_859529.2, NP_001182684.1
OG0009136	NP_001258904.1	NP_001036081.1
OG0009137	XP_063135087.1, NP_942035.2	NP_002109.2
OG0009138	NP_445952.1, XP_006244672.1	NP_004268.3
OG0009139	NP_001414197.1	XP_016875890.1, NP_001123361.1
OG0009140	NP_001386428.1	NP_001275710.1
OG0009141	XP_063137920.1, NP_037107.1	XP_011525275.1, NP_006140.1
OG0009142	NP_001178732.1, XP_038939074.1	NP_001363816.1
OG0009143	NP_112396.2	NP_001177848.1
OG0009144	NP_001164046.1, XP_017444526.1	NP_277050.2
OG0009145	XP_038957533.1, NP_037036.1	NP_000691.1, XP_016870146.1
OG0009146	NP_445887.2, XP_063131921.1	NP_006288.2
OG0009147	XP_038936980.1, NP_001381983.1	NP_624311.1
OG0009148	NP_998789.1, XP_063132323.1	NP_001004470.1, XP_016871663.1
OG0009149	XP_008770595.3, NP_001401840.1	NP_071445.1
OG0009150	XP_006241005.1, NP_001014104.1	NP_064555.2
OG0009151	XP_063140701.1, NP_112293.1	NP_001473.1, XP_047288341.1
OG0009152	XP_038962098.1, NP_665726.1	NP_004246.2
OG0009153	XP_038957088.1, NP_058766.2	NP_001038.1
OG0009154	XP_063137597.1, XP_038940448.1, NP_001009652.1	NP_219482.1
OG0009155	NP_001019916.1	NP_036451.4
OG0009156	NP_112623.2	NP_001783.2
OG0009157	NP_001099633.1	NP_008869.1
OG0009158	NP_001381145.1	NP_001005337.1, NP_000290.2
OG0009159	NP_077335.2, XP_006240258.1	NP_001230013.1
OG0009160	NP_001124037.1	NP_940890.4
OG0009161	NP_001388164.1, XP_038954654.1	XP_047296787.1
OG0009162	NP_001014283.2	NP_001288754.1
OG0009163	NP_001382636.1, XP_006243048.1	NP_001387553.1
OG0009164	NP_001414715.1, XP_063130299.1	NP_065099.3
OG0009165	NP_150240.1	NP_057057.2
OG0009166	NP_001103526.1	NP_002409.1
OG0009167	XP_038955558.1, NP_001100427.1	NP_001073958.2
OG0009168	XP_038947846.1, NP_001077093.1	NP_001093869.1
OG0009169	NP_001160058.1, XP_038955912.1	NP_001374398.1, XP_011529584.1
OG0009170	NP_036744.1	NP_006163.1
OG0009171	NP_075231.1	NP_000046.1
OG0009172	XP_006245354.1, NP_001414600.1	NP_065986.3
OG0009173	XP_008756903.1, NP_001011930.1	NP_004228.1
OG0009174	XP_038947891.2, NP_001123533.1	NP_689757.2
OG0009175	NP_001165555.1, XP_038948073.1	XP_047271604.1, NP_000194.2, NP_001350505.1
OG0009176	XP_006245586.1, NP_001100397.1	NP_005009.2, XP_006712636.1
OG0009177	XP_063138239.1, NP_037291.1	XP_016871679.2
OG0009178	XP_038964264.1, NP_001102863.1	NP_003247.1
OG0009179	NP_067605.1	NP_004243.1
OG0009180	NP_446428.1, XP_038959228.1	NP_954657.1, NP_000215.1
OG0009183	XP_063137203.1, NP_001386697.1	NP_001371262.1, NP_001371263.1, NP_001371261.1
OG0009185	NP_001000818.1	NP_036510.1
OG0009187	NP_001000582.1	NP_995581.1
OG0009189	NP_001004218.1	NP_114409.2
OG0009190	XP_038959502.1, NP_001099687.2	NP_116221.3
OG0009191	NP_001401847.1, XP_063135138.1	NP_775831.2, XP_011533891.1
OG0009192	XP_038954373.1, NP_037006.1	NP_002935.2, XP_011534351.1
OG0009193	NP_001099674.1	NP_689766.1
OG0009194	XP_063136642.1	NP_703148.4
OG0009196	NP_001185899.1, XP_063129758.1	NP_064604.2
OG0009197	XP_038940240.1, NP_001402920.1	XP_016869745.1, NP_619636.2
OG0009198	NP_001388971.1	NP_001391990.1, XP_054184410.1
OG0009199	NP_570108.1	NP_061986.1
OG0009200	XP_038959919.1, NP_001099701.2	NP_001073870.1, XP_047294180.1
OG0009201	NP_001101949.1, XP_038938022.1	NP_001139811.1, XP_011525204.1
OG0009202	NP_001296097.1	NP_006692.1
OG0009203	XP_006255005.1, NP_001401324.1	NP_004706.3
OG0009204	XP_008770357.1, NP_001007688.1	NP_116038.4
OG0009205	XP_038952543.1, NP_001163907.2	XP_006722497.1
OG0009206	XP_038953304.1	NP_001337444.1
OG0009206	NP_001387727.1	NP_061895.3
OG0009207	NP_001385496.1	NP_004530.1, XP_005266757.1
OG0009208	XP_063140509.1, NP_001041317.2	NP_001373629.1
OG0009209	XP_038940750.1, NP_001264623.1	XP_016866361.1, NP_005914.1
OG0009210	NP_001414778.1, XP_038954733.1	NP_065073.3, XP_047275064.1
OG0009211	NP_001032878.1, XP_038937031.1	NP_056254.2
OG0009212	XP_063132268.1	NP_001181966.1, NP_001071174.1, XP_006715535.1
OG0009213	NP_001100984.2	NP_057301.1
OG0009214	NP_001119564.1	NP_112577.1
OG0009215	NP_001020171.1, XP_038966572.1	NP_001158166.1
OG0009216	XP_006227909.1, NP_001028825.1, NP_476444.2	NP_005091.2
OG0009217	NP_001406731.1, XP_038955616.1	XP_011534286.3
OG0009218	NP_001034432.1, XP_006227946.1	XP_016866797.1
OG0009219	XP_038946688.1, NP_001121109.1	NP_057308.1
OG0009220	NP_001099675.1, XP_063138920.1	NP_054880.2
OG0009221	XP_063128104.1, NP_064478.1	XP_016866397.1
OG0009222	NP_001399567.1, XP_008756981.1	NP_001337267.1, NP_653260.1
OG0009223	NP_037349.1, XP_063138525.1	XP_047274744.1
OG0009224	NP_671487.1	NP_057036.2
OG0009225	XP_002729004.1	NP_001132916.1
OG0009226	XP_228172.5	XP_011534073.1, NP_001353387.1
