Orthogroup	Rattus_norvegicus	Echinops_telfairi
OG0006559	NP_001178579.1	XP_004707267.1
OG0006560	NP_446120.1, XP_008766153.1	XP_004707262.1
OG0006561	NP_001380697.1	XP_045155799.1
OG0006562	NP_001007012.1, XP_063125609.1	XP_004707181.2
OG0006563	XP_063124868.1, NP_116002.1	XP_004707163.1
OG0006564	NP_001413938.1, XP_038943657.1	XP_004707486.1
OG0006565	NP_001103090.1, XP_038942817.1	XP_004707479.2
OG0006566	XP_008766207.2	XP_045155914.1
OG0006568	NP_001401265.1, XP_063124774.1	XP_004707438.1
OG0006569	NP_001406492.1, XP_017453169.1	XP_045155512.1
OG0006570	XP_006247152.1, NP_001129393.1	XP_004707079.1
OG0006571	XP_038941491.1	XP_004707076.1
OG0006572	NP_114191.1	XP_004707055.1
OG0006573	XP_063125603.1, NP_001166901.1	XP_030743957.1
OG0006574	NP_001402006.1	XP_012861205.1
OG0006575	XP_006247031.1	XP_004707021.1
OG0006576	XP_063125324.1, NP_001132978.1	XP_004707008.1
OG0006577	XP_063124738.1, NP_001094118.2	XP_004706987.1
OG0006578	XP_038942261.1	XP_045155514.1
OG0006579	XP_038943275.1, NP_001385940.1	XP_030744104.1
OG0006580	NP_653339.2, XP_038960180.1	XP_004714522.1
OG0006581	NP_476538.2	XP_045145271.1
OG0006582	NP_001020901.1, XP_006233686.1	XP_004714491.1
OG0006583	XP_038969142.1, XP_576917.1, XP_006252854.1, XP_006233743.1, NP_001013153.2	XP_004714570.2
OG0006584	XP_063139551.1	XP_045144512.1, XP_045151782.1
OG0006585	NP_001414209.1, XP_006233948.1	XP_004713380.1
OG0006586	XP_006233862.1, NP_001101295.1	XP_045144457.1
OG0006588	XP_063140034.1, NP_001101301.2	XP_045144473.1
OG0006589	XP_006234077.1, NP_001413997.1	XP_045144444.1
OG0006590	XP_038935806.1, NP_001258178.1	XP_004700593.1
OG0006591	XP_006240843.1	XP_045145020.1
OG0006592	NP_001414181.1, XP_006240867.1	XP_045144992.1
OG0006593	NP_001124009.1	XP_004700594.1
OG0006594	XP_006241525.1, NP_001164037.2	XP_045147648.1
OG0006595	NP_001178918.1, XP_063120177.1	XP_045148924.1
OG0006596	NP_446045.1	XP_045147489.1
OG0006597	XP_038935869.1, NP_077377.2	XP_045148171.1
OG0006598	XP_038935065.1, NP_001387976.1	XP_004700862.1
OG0006599	NP_059009.2, XP_006241419.1	XP_004700510.1
OG0006600	NP_001381922.1	XP_004718231.2
OG0006601	XP_006242248.1	XP_045147848.1
OG0006602	NP_001401907.1, XP_063120214.1	XP_045148051.1, XP_004700665.1
OG0006603	NP_001100259.1, XP_008763910.2	XP_045149092.1, XP_045149089.1, XP_045149101.1
OG0006604	XP_063120016.1, NP_001032285.1	XP_045148030.1
OG0006606	XP_006242222.1, NP_001123972.1	XP_045146631.1
OG0006607	XP_063120012.1, NP_001269253.1	XP_004700704.1
OG0006608	NP_001128356.1, XP_006242154.1	XP_045146746.1
OG0006609	NP_001124046.1, XP_006242172.1	XP_004700352.1
OG0006610	NP_113932.2, XP_017450591.2	XP_004700720.1
OG0006611	XP_063134175.1	XP_004700780.2
OG0006612	XP_006241267.1, NP_001386701.1	XP_004700393.1
OG0006613	NP_001008517.1	XP_004704391.1
OG0006614	NP_446405.1, XP_038938875.1	XP_030744352.2
OG0006615	NP_001177996.1, XP_006244913.1	XP_004704394.2
OG0006616	NP_001101684.2, XP_038939510.1	XP_045139759.1
OG0006617	NP_001153627.1	XP_045139764.1
OG0006618	XP_063123728.1, NP_001182417.1	XP_004704409.1, XP_045152091.1
OG0006619	NP_001389005.1, XP_063122962.1	XP_012860562.2
OG0006620	XP_038968722.1, NP_064461.1	XP_004699828.1
OG0006621	XP_008768689.2, NP_001020311.2	XP_004710276.2
OG0006622	NP_001020911.1, XP_038968417.1, XP_038954019.1	XP_004696082.2
OG0006623	NP_001303806.1, NP_150238.1	XP_045152566.1, XP_004710247.1
OG0006624	XP_063129305.1, NP_001040559.1	XP_004710312.1
OG0006625	XP_038962998.1, NP_036803.1	XP_045150019.1
OG0006626	NP_064469.4, XP_063120240.1	XP_045146292.1
OG0006627	XP_038967735.1, NP_037110.1	XP_045141620.1
OG0006628	NP_001385696.1	XP_004696890.1
OG0006629	NP_001400932.1	XP_030744737.1
OG0006630	NP_001178626.1, XP_063133372.1	XP_004696637.1
OG0006631	NP_001009622.1	XP_004696675.1
OG0006632	NP_001101896.1	XP_004696694.1
OG0006633	XP_063133287.1, NP_001094128.2	XP_004696703.1
OG0006634	NP_001382561.1	XP_030741243.1
OG0006635	XP_063143978.1, NP_001382535.1	XP_004711074.1
OG0006636	NP_001414143.1, XP_006238204.1	XP_004711060.2
OG0006637	XP_006238128.1, NP_001101405.1	XP_004711055.1
OG0006638	XP_006238092.2, NP_036907.2	XP_004711043.1
OG0006639	NP_958428.2	XP_004711126.2
OG0006640	NP_835196.2, XP_038965774.1	XP_004711025.1
OG0006641	XP_038965049.1, NP_446165.1	XP_004711017.2
OG0006642	XP_063143378.1	XP_045152562.1
OG0006643	NP_001028865.2, XP_038965393.1	XP_012862689.3, XP_045152527.1, XP_045152528.1
OG0006644	NP_001398788.1, XP_063143421.1	XP_045152478.1
OG0006645	NP_536730.1, XP_006238334.1	XP_004712610.1, XP_045152598.1
OG0006646	NP_001385509.1	XP_004699759.1
OG0006647	NP_058882.1	XP_045150687.1
OG0006648	NP_001000408.1	XP_004712507.1, XP_004712509.1
OG0006649	NP_001386103.1	XP_004711136.2
OG0006650	NP_001009178.1	XP_004711742.1
OG0006651	NP_997663.1, XP_038954724.1	XP_045148539.1
OG0006652	XP_006256110.1, NP_997627.1	XP_004711754.1
OG0006653	XP_063135082.1, NP_997706.1	XP_045148946.1
OG0006654	NP_001128463.1	XP_004711773.1
OG0006656	NP_001004070.1, XP_006256040.1	XP_045148407.1, XP_004711780.1
OG0006658	NP_001401671.1, NP_997703.1, XP_017457076.1	XP_004711806.1
OG0006659	XP_063135098.1	XP_004704589.1, XP_045148883.1, XP_004717293.1
OG0006660	XP_038954749.1, NP_001020897.1	XP_004710788.1
OG0006661	NP_001101084.2, XP_063135199.1	XP_004710873.1
OG0006662	NP_001101085.1, XP_006256191.1	XP_004710792.1
OG0006663	NP_001094303.1, XP_006256246.1	XP_045150716.1
OG0006664	NP_001178930.1	XP_045150710.1
OG0006665	XP_038939436.1, NP_001178511.2	XP_004710839.2
OG0006666	XP_038939445.1, NP_001258159.1	XP_004710921.1
OG0006667	XP_063122918.1, NP_001007802.1	XP_004710844.1
OG0006668	NP_001414364.1, XP_008765128.2	XP_045150208.1, XP_012862231.2
OG0006669	XP_038938942.1, NP_620810.1	XP_045150766.1
OG0006670	NP_852140.2, XP_038939466.1	XP_045150693.1
OG0006672	NP_001100368.1, XP_063122943.1	XP_030742640.1
OG0006673	NP_037274.1, XP_038938461.1	XP_045150320.1
OG0006674	XP_006243498.1, NP_001100312.2	XP_045150309.1, XP_045154641.1, XP_030740929.1, XP_045144210.1
OG0006675	NP_001102848.1	XP_012859157.1
OG0006676	XP_063133901.1, NP_001093975.1	XP_004715571.1
OG0006677	NP_062140.1	XP_004696587.2
OG0006678	NP_001263986.1, XP_006256664.1	XP_045150249.1
OG0006679	NP_062182.1	XP_004710951.1
OG0006680	NP_112614.2	XP_045150584.1
OG0006681	NP_001385949.1	XP_004696286.1
OG0006682	XP_038955142.1	XP_045150666.1, XP_045150539.1
OG0006684	NP_077344.1	XP_004702253.1
OG0006686	NP_001002802.1	XP_004696976.1
OG0006687	NP_001020869.1, XP_063143819.1	XP_004705009.1
OG0006688	NP_001124022.1, XP_006241605.1	XP_004697759.1
OG0006689	XP_006241668.1, NP_001128355.1	XP_004697498.2
OG0006690	NP_001020047.1, XP_017450247.1	XP_004697710.1, XP_045145702.1
OG0006692	XP_063119927.1, NP_001164068.2	XP_045142807.1
OG0006693	NP_001013122.1, XP_063119350.1	XP_045154041.1
OG0006694	NP_445889.2, XP_063120405.1	XP_045142663.1
OG0006695	NP_001124044.1, XP_008763809.1	XP_045142634.1
OG0006696	NP_001395049.1, NP_001395054.1	XP_004697406.1
OG0006697	NP_001123965.1, XP_008763787.1	XP_045148166.1, XP_045148977.1
OG0006698	XP_008763803.1, NP_001129368.1	XP_004697403.1
OG0006699	XP_006243134.1, NP_001100293.1	XP_004699770.1, XP_045141763.1
OG0006700	NP_058977.1, XP_038936898.1	XP_004699769.2
OG0006701	NP_067703.1	XP_045139988.1
OG0006702	NP_001100684.1, XP_006250960.1	XP_045140129.1
OG0006703	NP_001017499.1	XP_004706341.2
OG0006704	XP_063129141.1	XP_004703242.1
OG0006705	XP_038964254.1, NP_113918.2	XP_004707828.1
OG0006706	NP_001386475.1, XP_038942233.1	XP_030744584.2, XP_012860675.1
OG0006707	NP_001291304.1, XP_006246600.1	XP_004697328.1, XP_012860683.1
OG0006709	XP_017448014.1, NP_001100058.1	XP_045144859.1
OG0006710	NP_036939.2, XP_063141648.1	XP_012861397.2
OG0006711	NP_001102696.1, XP_006236282.1	XP_004707853.1
OG0006712	NP_001102815.1, XP_063142677.1	XP_045144828.1
OG0006713	NP_001382511.1	XP_012860109.1
OG0006714	XP_008760907.1, NP_001032170.2	XP_045144690.1
OG0006716	XP_063142739.1	XP_045144916.1
OG0006717	XP_006236539.1, NP_569097.1	XP_004702790.1, XP_045144885.1, XP_045144886.1
OG0006718	NP_001013228.1	XP_004702810.1
OG0006719	NP_001102706.1	XP_004702914.2, XP_045144889.1
OG0006720	NP_073205.2	XP_045144892.1
OG0006721	NP_001129271.1	XP_004702825.1
OG0006722	XP_235936.7, NP_001414565.1	XP_004708210.2
OG0006723	NP_001094433.1, XP_038963199.1	XP_045144869.1
OG0006724	NP_113839.1	XP_004707920.1
OG0006725	XP_223986.6	XP_004698924.3, XP_004718005.4
OG0006726	NP_001102700.1, XP_063142577.1	XP_045144672.1
OG0006727	NP_001101557.1	XP_004700461.1
OG0006728	XP_008762247.1	XP_045154989.1
OG0006729	NP_808792.1, XP_006238577.1	XP_045147692.1
OG0006730	XP_038965157.1, NP_599219.2	XP_045147696.1
OG0006731	XP_063144183.1, NP_001382057.1	XP_045147697.1
OG0006732	XP_006238781.1, NP_001103036.1	XP_004699511.1
OG0006733	NP_598293.2, XP_063143187.1	XP_045148063.1
OG0006734	NP_001119769.2, XP_008762273.1	XP_004699751.1
OG0006735	NP_072113.1, XP_038949568.1	XP_045143661.1
OG0006736	NP_001334590.1, XP_006251970.1	XP_045144155.1
OG0006737	NP_001101562.2, XP_006241383.1	XP_004700490.1
OG0006738	XP_006241379.1, NP_277020.2	XP_004700831.1
OG0006739	NP_001014105.2, XP_038935023.1	XP_004700473.1
OG0006740	NP_001100251.2	XP_004700447.1, XP_045139469.1, XP_045145479.1
OG0006741	XP_017450160.1, NP_665723.1	XP_004700446.1
OG0006742	NP_001375432.1	XP_045141939.1, XP_012859509.1
OG0006743	NP_001101915.1	XP_004708754.1
OG0006744	NP_071616.1	XP_030743068.1
OG0006745	NP_445748.1, XP_063137429.1	XP_004708786.1
OG0006746	XP_006252243.1, NP_001076806.1	XP_004707782.1
OG0006748	NP_001178540.1, XP_006236439.1	XP_030741123.1
OG0006749	NP_852036.1, XP_063141836.1	XP_045144670.1
OG0006750	NP_001009174.1, XP_017448227.1	XP_004714072.1
OG0006751	NP_001102095.1, XP_038963710.1	XP_004714016.2
OG0006752	XP_006236392.1, NP_001020216.1	XP_030741025.1
OG0006753	XP_063141638.1, NP_058762.1	XP_004707960.1
OG0006754	XP_006236344.1	XP_004707882.2
OG0006755	NP_001009709.1	XP_004707953.1
OG0006756	XP_008765930.1, NP_001121053.1	XP_004696917.1, XP_045140550.1
OG0006759	NP_001101314.2, XP_063142007.1	XP_045145960.1
OG0006760	NP_001094040.1, XP_038950514.1	XP_030740518.1
OG0006761	XP_038949542.1, NP_064462.2	XP_045142795.1
OG0006762	NP_001017444.1	XP_045142671.1
OG0006763	XP_063131309.1, NP_001414000.1	XP_045142743.1
OG0006764	XP_006253297.1	XP_004696550.2
OG0006765	NP_072141.2, NP_001128158.1, XP_038950738.1	XP_030740449.1
OG0006766	XP_038950822.1	XP_012863524.1
OG0006767	NP_001014164.1, XP_008769487.1	XP_045142720.1, XP_045142719.1
OG0006768	NP_001101870.1, XP_063131585.1	XP_045142504.1
OG0006769	XP_006253173.1, NP_001026811.1	XP_004696189.1
OG0006770	NP_001002852.1, XP_006253157.1	XP_045142508.1
OG0006771	NP_037192.1	XP_004696070.1
OG0006772	NP_001102174.2, XP_063118139.1	XP_045142564.1
OG0006773	NP_001014221.1, XP_017449730.2	XP_004696090.1
OG0006774	XP_006239960.1, NP_001101484.1	XP_012859301.1
OG0006775	NP_001100183.1, XP_038967847.1	XP_045142527.1
OG0006777	NP_001003958.1	XP_004696126.1
OG0006778	XP_038968365.1	XP_045150096.1
OG0006780	NP_001020304.1	XP_045142954.1
OG0006781	XP_008762649.1	XP_045142962.1
OG0006782	NP_001034124.2	XP_004711175.1
OG0006783	XP_038968076.1, NP_001101478.1	XP_045141650.1
OG0006784	XP_017447516.1, NP_115851.1	XP_045139775.1
OG0006785	XP_008760403.1, NP_001014204.1	XP_004707981.1
OG0006786	NP_001101241.1, XP_006235035.1	XP_045143038.1
OG0006787	XP_038961392.1, NP_001178783.1	XP_004707990.1
OG0006788	XP_063139824.1, NP_001012090.1	XP_045143020.1, XP_045143019.1, XP_004707991.1
OG0006789	XP_006236747.1, NP_001406453.1	XP_045139783.1
OG0006790	XP_006236764.1, NP_001128026.1	XP_045139927.1
OG0006791	XP_038963258.1, NP_997677.1	XP_045142515.1
OG0006792	XP_063141881.1, NP_001020821.1	XP_045144701.1, XP_030740431.1
OG0006793	NP_001386474.1, XP_063142123.1	XP_004696135.1
OG0006794	XP_003751901.3, XP_063137246.1	XP_045144584.1, XP_045150468.1, XP_004699204.1
OG0006795	NP_001099926.1	XP_045139636.1
OG0006796	XP_038957991.1, NP_001099924.2	XP_004714923.1
OG0006797	NP_001019415.1	XP_004714926.2
OG0006798	XP_006233069.1, NP_001399478.1	XP_045148309.1, XP_045139648.1
OG0006799	XP_006233064.1, NP_775117.2	XP_004714933.1
OG0006800	NP_113808.1	XP_004714932.1
OG0006801	NP_001102030.2, XP_038958628.1	XP_045139641.1
OG0006802	NP_001258104.1, XP_006232975.1	XP_030743024.1
OG0006803	NP_001406772.1, XP_017445763.1	XP_004717275.1
OG0006804	NP_001006974.2	XP_004713614.1
OG0006805	XP_008762798.1, NP_062087.1	XP_004702832.1
OG0006806	XP_006236640.1, NP_001102100.1	XP_012861452.1
OG0006807	NP_001099587.1, XP_017455974.1	XP_004708220.2
OG0006808	NP_942087.2, XP_017456125.1	XP_004708213.1
OG0006809	XP_063117971.1, NP_001101490.2	XP_004702642.1
OG0006810	NP_001129275.1, XP_038968553.1	XP_045144826.1
OG0006811	NP_110467.1	XP_004702662.1
OG0006813	XP_038934839.1, NP_001101031.1	XP_004717212.1
OG0006814	XP_006230602.1, NP_001028863.1	XP_045146350.1
OG0006815	NP_001101225.2	XP_045146942.1
OG0006816	NP_037298.2	XP_004714978.2
OG0006817	XP_006234526.1, NP_001178668.1	XP_045153035.1
OG0006818	NP_001304259.1, NP_001099958.2	XP_045147641.1, XP_004707625.1, XP_004708498.1
OG0006819	XP_038960822.1, NP_001101215.1	XP_004708497.2
OG0006820	NP_001028879.1, XP_006234592.1	XP_045146965.1
OG0006821	XP_017447664.2, NP_001413857.1	XP_045146824.1
OG0006822	XP_063140963.1	XP_045147011.1
OG0006823	XP_063139107.1, NP_596896.2	XP_004708484.1
OG0006824	NP_445777.2	XP_045146360.1
OG0006825	NP_001099790.2, XP_038964049.1	XP_045153055.1
OG0006826	XP_038939635.1, NP_001008370.1	XP_004713640.1
OG0006827	XP_006230902.1, NP_001075449.1	XP_004713771.1
OG0006828	XP_038935371.1, NP_001121014.1	XP_004713611.1
OG0006829	NP_001009605.1, XP_063142899.1	XP_045153207.1
OG0006830	NP_954888.1, XP_038935449.1	XP_004713741.1
OG0006831	NP_001101043.1, XP_006230867.1	XP_004713732.1
OG0006832	XP_006230868.1, NP_001009689.1	XP_045153255.1
OG0006834	NP_598303.1, XP_063131610.1	XP_004713719.3
OG0006835	XP_006230696.1, NP_446256.3	XP_004713710.1
OG0006836	XP_063144093.1, XP_038949715.1, NP_001014016.1	XP_004713557.1
OG0006837	NP_001101914.1, XP_038953749.1	XP_004708803.1
OG0006838	NP_001099899.1	XP_004712201.1
OG0006839	NP_937842.1	XP_004716542.2
OG0006840	NP_001004280.1, XP_006234220.2	XP_045154884.1, XP_045154887.1
OG0006841	XP_038962181.1, NP_001414673.1	XP_045154358.1
OG0006842	NP_001012085.1	XP_004703877.1
OG0006843	NP_001100721.1, XP_038949170.1	XP_045145933.1
OG0006844	NP_001103079.1, XP_063120353.1	XP_004714459.2
OG0006845	NP_062019.2	XP_045153643.1
OG0006846	XP_038934911.1, NP_001101540.1, NP_001375436.1	XP_045155948.1
OG0006847	NP_037178.1	XP_004702432.1
OG0006848	NP_036771.1, XP_008761439.1	XP_045146041.1
OG0006850	NP_001029192.2	XP_004702443.2
OG0006851	NP_001019954.1	XP_004702306.1
OG0006852	NP_001071141.1, XP_006237098.1	XP_004702321.2
OG0006853	XP_038964350.1, NP_112302.1	XP_004714167.1
OG0006854	XP_038964701.1, NP_001414037.1	XP_030741462.2
OG0006855	XP_063142152.1, NP_001414730.1	XP_045146058.1
OG0006856	XP_063131698.1, NP_001178866.1	XP_004702452.1
OG0006857	NP_076490.1	XP_004715228.1
OG0006858	XP_006243753.1, NP_001178509.1	XP_045153645.1
OG0006859	NP_445768.1	XP_004715225.1
OG0006860	XP_008764736.3	XP_045153340.1
OG0006861	XP_006243771.1, NP_037106.1	XP_045153366.1, XP_004715210.1
OG0006862	XP_006243851.1, NP_001014120.2	XP_004704038.2, XP_045153598.1, XP_045153599.1
OG0006863	XP_008764949.1, NP_001400771.1	XP_045153632.1
OG0006864	NP_001013903.2, XP_006252949.1	XP_004705292.1
OG0006865	XP_063131232.1, NP_001032257.1	XP_004705310.1
OG0006866	XP_063131231.1, NP_001013902.2	XP_004705584.1
OG0006867	NP_062186.1, XP_038950717.1	XP_045154960.1
OG0006868	NP_036987.2, XP_008769286.1	XP_004698194.1
OG0006869	NP_001028859.1, XP_038950222.1	XP_045155100.1
OG0006870	XP_038950547.1, NP_001025092.1	XP_045145623.1
OG0006871	NP_036810.1	XP_045145624.1
OG0006872	XP_063133837.1	XP_045145701.1
OG0006873	XP_038968958.1, NP_942023.1	XP_004715640.1
OG0006874	XP_063134240.1, NP_001102366.1	XP_045145650.1
OG0006876	NP_001004207.1	XP_004715574.1
OG0006877	XP_038948809.1	XP_045145679.1
OG0006877	NP_001099416.1, XP_063133902.1	XP_004700343.1
OG0006878	XP_006242695.1, NP_001100276.1	XP_045146221.1
OG0006879	XP_038938087.1, NP_001094483.2	XP_004716858.2
OG0006880	NP_001015017.1, XP_006242705.1	XP_004716910.2
OG0006881	XP_038944986.1, NP_620809.1	XP_004717379.1
OG0006882	NP_001029096.1, NP_598234.2	XP_030741533.1
OG0006883	NP_001386285.1, XP_006244419.1	XP_045156018.1
OG0006884	XP_006244410.1, NP_445923.1	XP_004714315.1
OG0006885	NP_001012115.1	XP_045156070.1
OG0006886	NP_001101538.1, XP_006240970.1	XP_012862861.1, XP_004717047.1, XP_045156031.1, XP_045156032.1
OG0006887	NP_001034938.1	XP_045155958.1
OG0006888	NP_001103352.1	XP_030744132.2
OG0006889	NP_001000168.1	XP_012863893.1
OG0006890	NP_001382531.1	XP_004708308.1
OG0006891	NP_001000541.1	XP_004708955.1
OG0006892	NP_001000163.1	XP_004717101.1, XP_004717094.1
OG0006893	XP_063131123.1, NP_976079.1	XP_004711657.1
OG0006894	NP_001257478.1, NP_955429.1	XP_012861709.2
OG0006895	NP_001101598.1	XP_012860550.1
OG0006896	XP_038961727.1, NP_001013918.1	XP_004708943.1
OG0006897	XP_038961788.1	XP_004708939.1
OG0006898	NP_001414361.1, XP_008757879.2	XP_030742287.1
OG0006899	XP_063141081.1, NP_001029299.1	XP_045149020.1
OG0006900	XP_038957008.1, NP_001387186.1	XP_004708996.1
OG0006901	XP_006229858.1	XP_045149022.1
OG0006902	XP_038969147.1, NP_001178559.1	XP_004708895.2
OG0006903	XP_063123299.1, NP_001101966.2	XP_045149004.1
OG0006904	XP_038956901.1, NP_001414622.1	XP_004711646.1
OG0006905	NP_112386.1	XP_045152960.1
OG0006906	NP_851596.1	XP_012863259.1
OG0006907	XP_063122231.1, NP_001385730.1	XP_004709135.2
OG0006908	NP_001100378.1, XP_017451836.1	XP_004704350.1
OG0006909	NP_954515.1, XP_008769067.1	XP_045144990.1
OG0006910	NP_001100751.1	XP_045143090.1, XP_045143091.1
OG0006911	NP_001101860.2, XP_063130538.1	XP_004704437.2, XP_045139722.1
OG0006912	NP_001099527.1	XP_004709833.1
OG0006913	XP_038948942.1, NP_001099229.2	XP_045139700.1
OG0006914	NP_062203.2, XP_063130717.1	XP_004704336.1
OG0006915	XP_063129121.1	XP_004703286.1
OG0006916	NP_001101872.1, XP_006253527.1	XP_045139928.1
OG0006917	NP_001401970.1, NP_001017508.1	XP_045139745.1
OG0006918	NP_058839.1	XP_012860542.1
OG0006919	NP_001020889.1, XP_008769619.1	XP_004704370.1
OG0006920	XP_008764676.1, NP_073168.1	XP_012861574.1
OG0006921	NP_001001518.1	XP_012861714.3
OG0006922	NP_001178731.1	XP_030742802.1, XP_045150986.1
OG0006923	NP_001258313.1	XP_004704125.1
OG0006924	XP_006244150.2, NP_001100336.1	XP_004708737.1
OG0006925	XP_038936902.1, NP_062138.1	XP_012861594.1
OG0006927	NP_036817.1, XP_038936772.1	XP_030742793.2
OG0006928	NP_001100350.1	XP_004704072.1
OG0006929	NP_001012047.1, XP_006252671.1	XP_004704067.1
OG0006930	NP_064457.2, NP_001128373.1, XP_038937950.1	XP_004704234.1
OG0006931	XP_006243693.1, NP_001101649.1	XP_045143390.1
OG0006932	XP_343455.4	XP_030740660.1
OG0006933	NP_001102973.1	XP_045150940.1
OG0006934	NP_112382.2	XP_030743508.2
OG0006935	NP_001102678.1, XP_006235414.1	XP_004698281.1
OG0006936	NP_001102076.1, NP_001386770.1	XP_004698365.1
OG0006937	XP_006235179.2, NP_113743.1	XP_004698213.4
OG0006938	XP_006235125.1	XP_004697912.1
OG0006939	NP_001400637.1	XP_004697915.1
OG0006940	NP_076457.1, XP_006235103.1	XP_045151476.1
OG0006941	NP_001101244.1	XP_004698233.1
OG0006942	XP_038960509.1, NP_001099982.1	XP_045151405.1
OG0006943	NP_036895.2, XP_006235068.1	XP_045151214.1
OG0006944	NP_001020903.1, XP_063140235.1	XP_045144114.1, XP_045151219.1
OG0006945	XP_017447079.1, NP_001099995.1	XP_004697946.1
OG0006946	XP_017447568.1, NP_445924.1	XP_004697961.1
OG0006947	NP_001020820.1, XP_006235346.1	XP_004697969.1
OG0006948	NP_001383278.1	XP_004697976.1
OG0006949	XP_063140458.1, NP_001102679.2	XP_004698282.1
OG0006950	XP_038961257.1, NP_853668.1	XP_004697993.1
OG0006951	NP_037094.1	XP_004698296.1
OG0006952	NP_001182419.1	XP_004698014.1
OG0006953	XP_006235466.1, NP_001101265.1	XP_004698015.1
OG0006954	XP_063140461.1, NP_001165589.1	XP_045151100.1
OG0006955	NP_001013944.1	XP_004698029.1
OG0006956	NP_001020939.1, XP_006235437.1	XP_045151499.1
OG0006957	NP_001178672.1, XP_038961015.1	XP_045151447.1, XP_045151449.1
OG0006958	XP_006235441.1, NP_113886.1	XP_030742931.2
OG0006959	XP_006235474.1, NP_001092197.1	XP_004698037.1
OG0006960	NP_001004079.1, XP_038960554.1	XP_030742929.2
OG0006961	NP_001258139.1, XP_006235478.2	XP_045151067.1
OG0006962	NP_037319.2, XP_038960315.1	XP_012864128.2
OG0006963	NP_001100006.1, XP_006235587.1	XP_045151431.1
OG0006964	NP_071516.2	XP_045151199.1
OG0006965	XP_063139459.1, NP_001008313.1	XP_004698061.1
OG0006966	XP_038960158.1, NP_569083.1	XP_045151279.1, XP_004698336.1
OG0006967	NP_446406.1, XP_006235571.1	XP_004698342.2
OG0006968	XP_006235661.1, NP_001128427.1	XP_045151097.1
OG0006969	NP_074057.2	XP_045151074.1
OG0006970	NP_001102077.1, XP_063140295.1	XP_045151350.1
OG0006971	NP_037318.2	XP_004698108.1
OG0006972	NP_001020452.2, XP_063139954.1	XP_045151081.1
OG0006973	NP_963966.1	XP_045151416.1
OG0006974	XP_063139042.1	XP_045151317.1
OG0006975	XP_063140362.1	XP_004717196.1
OG0006976	NP_001101276.2	XP_004717189.2
OG0006977	XP_038960623.1, NP_001292205.1	XP_045152865.1
OG0006978	NP_001129190.1, XP_038961066.1	XP_004698368.1
OG0006980	NP_596911.1	XP_004707679.2
OG0006981	XP_038949537.1, NP_059038.1	XP_004707648.1
OG0006982	NP_001232907.1	XP_004711328.1
OG0006983	XP_063138716.1, NP_620227.2	XP_004711302.1
OG0006984	XP_006232431.1, NP_001103050.1	XP_004715477.1
OG0006985	NP_620791.1, XP_038948909.1	XP_004714876.1
OG0006986	NP_077352.2	XP_004714890.1
OG0006987	NP_001162576.1, XP_063131294.1	XP_012860635.1
OG0006988	NP_277034.1	XP_030740428.1
OG0006989	XP_063130686.1, NP_072119.2	XP_004707704.1
OG0006990	XP_063130499.1	XP_004707771.1
OG0006991	XP_006252179.1, NP_001100743.1	XP_012861351.1
OG0006992	XP_017455117.1, NP_001381600.1	XP_004707757.1
OG0006993	NP_001386437.1	XP_045142780.1
OG0006994	NP_001163943.1, XP_006252330.1	XP_004707653.1
OG0006995	NP_001388203.1	XP_004707636.1
OG0006996	NP_446060.1, XP_063123860.1	XP_004701738.1
OG0006997	NP_067723.1	XP_004701748.1
OG0006998	XP_006245596.1, NP_001386126.1	XP_004701758.2
OG0006999	XP_038939058.1, NP_059008.1	XP_004701757.1
OG0007000	NP_112626.1	XP_045149933.1
OG0007001	XP_008771154.1, NP_001099853.1	XP_004716759.1
OG0007002	NP_058929.1	XP_004709651.2
OG0007003	NP_001094149.1, XP_063127396.1	XP_045147642.1
OG0007004	NP_001099403.1	XP_012861858.1
OG0007005	XP_063127408.1, NP_001385719.1	XP_004709631.1
OG0007006	NP_001100614.1, XP_038945420.1	XP_004709610.1
OG0007008	NP_001100617.2, XP_063127419.1	XP_012861898.3
OG0007009	XP_006249513.1, NP_001178595.1	XP_004709599.1
OG0007010	NP_001376188.1, XP_038945203.1	XP_004709594.1
OG0007011	NP_112313.1, XP_063126236.1, XP_038956762.1	XP_004699433.1, XP_004716397.1, XP_045150669.1
OG0007012	NP_001100550.1, XP_006248671.1	XP_045147475.1
OG0007013	XP_038944840.1, NP_001101794.1	XP_012859724.1
OG0007014	NP_001100548.1	XP_045145561.1, XP_004716378.1
OG0007015	XP_003751144.5	XP_004716414.2
OG0007016	XP_008767086.2, NP_001099333.2	XP_004716379.1
OG0007017	NP_077358.1, XP_006248771.1	XP_012863677.2
OG0007018	XP_063128022.1	XP_004701148.1
OG0007019	NP_446098.1, XP_006231325.1	XP_004701423.1
OG0007020	XP_063127799.1, NP_001178884.1	XP_004701416.1
OG0007021	NP_001119754.1	XP_004711396.1
OG0007022	XP_063123411.1, NP_001414530.1	XP_045151844.1
OG0007023	XP_006237567.1	XP_004717703.1
OG0007026	NP_001178714.1, XP_063142265.1	XP_045151950.1, XP_045151951.1
OG0007027	NP_001381275.1, NP_058924.2	XP_004708194.1
OG0007028	NP_001103030.1	XP_004717678.1, XP_045149218.1
OG0007029	XP_063141704.1, NP_037302.1	XP_012862953.1
OG0007030	NP_001388474.1, XP_038963389.1	XP_004713840.2
