Orthogroup	Rattus_norvegicus	Sus_scrofa
OG0007799	NP_001094105.1	XP_003130402.1
OG0007800	NP_001388239.1	XP_020937510.1
OG0007801	NP_001099304.1	XP_020922738.1
OG0007802	NP_001007729.1, XP_006250242.1	XP_005663198.1
OG0007803	NP_001414162.1, XP_038947257.1	XP_020920156.1
OG0007804	NP_001414554.1	NP_001136318.1
OG0007805	NP_996733.1	XP_020957639.1, NP_001153563.1
OG0007806	NP_001414122.1, XP_038947293.1	XP_020919409.1
OG0007807	NP_001103368.1	XP_013845109.2
OG0007808	NP_001101818.2	XP_020919411.1
OG0007809	NP_001071057.1, XP_063128547.1	XP_020919422.1
OG0007810	NP_001388243.1	XP_013835381.2
OG0007811	NP_001178600.1, XP_038946376.1	XP_020958283.1
OG0007812	XP_038947274.1, NP_001414631.1	XP_005653804.1
OG0007813	NP_113791.2	XP_020923210.1
OG0007814	XP_038946695.1, NP_001164074.1	XP_020919341.1
OG0007815	NP_001100659.2	XP_020919317.1
OG0007816	NP_001100662.1	XP_005656773.1
OG0007817	NP_955435.3, XP_008767879.3	XP_003357586.3
OG0007818	NP_062050.3, XP_038946544.1	NP_001106148.1, XP_020944106.1
OG0007819	NP_599188.2	NP_001127817.1
OG0007820	NP_001402666.1	NP_001231391.1, XP_020944174.1
OG0007821	NP_001178758.1	XP_005663199.1
OG0007822	XP_017454316.1, NP_001100664.2	NP_001231188.1, XP_020944225.1
OG0007823	NP_058701.2	XP_020919700.1, NP_001230517.1
OG0007824	NP_001414145.1, XP_063128063.1	XP_020919799.1
OG0007825	NP_001103019.1, XP_006250394.1	XP_020920121.1
OG0007826	NP_001008294.1, XP_008768039.1	XP_020920131.1
OG0007827	NP_001101171.1, XP_006232733.1	XP_020945313.1
OG0007828	NP_067600.1, XP_038958932.1	XP_001929560.2
OG0007829	NP_058940.1	NP_001157981.1
OG0007830	NP_001414574.1, XP_038959679.1	XP_020945339.1
OG0007831	XP_038958244.1, NP_001101160.1	XP_020945378.1
OG0007832	NP_446066.2	XP_020945414.1
OG0007833	NP_062188.3, XP_063138488.1	NP_999150.1, XP_020944348.1
OG0007834	NP_001099918.1, XP_063137686.1	XP_001929504.3
OG0007835	XP_008759349.1, NP_058716.2	XP_020944385.1, NP_999568.1
OG0007836	XP_038957793.1, NP_853658.1	XP_020945451.1
OG0007837	NP_001007094.1	NP_001116574.1, XP_005663402.1
OG0007838	NP_062086.1	XP_020944133.1, NP_001121940.1
OG0007839	NP_001380729.1	XP_005663466.1
OG0007840	NP_001414542.1, XP_063133568.1	XP_020948184.1
OG0007841	XP_214609.6, NP_001292108.1	XP_013854754.1
OG0007842	XP_063133755.1, XP_056840960.1	XP_020951879.1
OG0007843	NP_001102355.1, XP_038952927.1	XP_003127938.3
OG0007844	NP_997484.1, XP_038940489.1	NP_001231364.1
OG0007845	NP_001376168.1, XP_006254463.1	XP_005653457.2
OG0007846	NP_001008302.1, XP_006254458.1	XP_020951818.1
OG0007847	XP_008765645.1, NP_001119742.2	XP_020951798.1, XP_013854703.2
OG0007848	XP_038939727.1, NP_001178513.1	XP_003127892.2
OG0007849	XP_063122888.1, NP_001162103.1	XP_020953371.1
OG0007850	NP_001101708.1, XP_038939729.1	XP_020951722.1
OG0007851	XP_063133262.1, NP_001099608.2	XP_003356390.1
OG0007852	XP_008770303.1	XP_020951679.1
OG0007853	NP_001381923.1	XP_020954565.1
OG0007854	NP_001389330.1, XP_056840918.1	XP_020951678.1
OG0007856	NP_001041208.1	XP_001926508.1
OG0007857	XP_063118765.1	XP_020955279.1
OG0007858	NP_001388274.1	XP_003128741.3
OG0007859	NP_001102337.2	NP_001153565.1
OG0007860	NP_001414210.1	XP_020953742.1, NP_001230544.2
OG0007861	XP_017455365.1	XP_020954897.1
OG0007862	NP_001099503.1, XP_017455108.1	XP_003128580.2
OG0007863	NP_001003711.2	XP_005666308.1
OG0007864	NP_001009686.1, XP_006252033.1	XP_001928394.1
OG0007865	XP_008768901.1, NP_001012041.1	NP_001072138.1
OG0007866	XP_038968558.1, NP_001102451.1	XP_013833588.1
OG0007867	NP_001386329.1, XP_017449573.1	XP_013833582.2
OG0007868	NP_001102181.1	NP_001231145.1
OG0007869	NP_001385953.1	NP_001177147.1, XP_005656355.1
OG0007870	XP_063117747.1	XP_013844496.1
OG0007871	XP_008762899.1, NP_001386313.1	XP_020954790.1
OG0007872	NP_445841.1	XP_003121825.1
OG0007873	NP_001103001.1, XP_006240200.1	XP_020956870.1
OG0007874	NP_077066.1	XP_005659996.1
OG0007875	NP_001414743.1, XP_038949712.1	XP_020957649.1
OG0007876	NP_001102569.1, XP_006251875.1	XP_020958234.1
OG0007877	NP_001414661.1, XP_063129963.1	XP_003121874.1
OG0007878	NP_001100208.1	XP_020958370.1
OG0007879	NP_001178542.1, XP_038967925.1	XP_020917881.1
OG0007880	NP_001013117.1, XP_038967929.1	NP_001254778.1, XP_013848927.2
OG0007881	NP_001107652.1, XP_063117999.1	XP_020955050.1
OG0007882	NP_001012193.1	XP_020955053.1
OG0007883	NP_001364123.1, XP_038967518.1	NP_999602.1
OG0007884	NP_001121038.1	NP_001167636.1, XP_005666386.1
OG0007885	XP_038967784.1, NP_062130.2, NP_001182434.1, NP_001182435.1	XP_001927454.2
OG0007886	XP_006240346.1, NP_001002835.1	XP_020955067.1
OG0007887	NP_511175.1, XP_017449484.2	XP_013844579.1
OG0007888	NP_001100213.1, XP_038967951.1	XP_001926196.3
OG0007889	NP_001382060.1, XP_003750818.2, XP_038968572.1	XP_005666396.1
OG0007890	XP_063118750.1	XP_020955152.1
OG0007891	NP_001006982.2, XP_006240368.1	NP_999562.1
OG0007892	XP_006240373.1, NP_001101513.1	XP_020953720.1
OG0007893	NP_001032872.2, XP_038968241.1	XP_020955738.1
OG0007894	XP_017449651.1, NP_808794.2	XP_020955243.1
OG0007895	NP_001414671.1	XP_020955262.1
OG0007896	XP_063117836.1, NP_001011984.1	XP_020955311.1, XP_020955310.1
OG0007897	NP_001009663.1	XP_013833848.1, NP_998977.1
OG0007898	XP_063117843.1, NP_001100225.2	NP_001230811.1
OG0007899	XP_038968963.1	XP_020955747.1
OG0007900	XP_038968327.1	NP_001284562.1
OG0007901	XP_063117848.1, NP_001333399.1	XP_001925323.1
OG0007902	XP_063118204.1, NP_001386630.1	XP_020955349.1
OG0007903	NP_775412.1	XP_020955358.1
OG0007904	NP_001414150.1, XP_008763192.1	XP_020937311.1
OG0007905	XP_038968345.1, NP_001382035.1	XP_020937189.1
OG0007906	NP_001406506.1, XP_017450003.1	XP_020937231.1
OG0007907	NP_001386073.1, XP_038969353.1	XP_020937301.1
OG0007908	NP_001100073.1	NP_001163993.1
OG0007909	XP_063124799.1, NP_001385522.1	XP_013835016.1
OG0007910	NP_062604.1, XP_038941176.1	NP_001274337.1, XP_005654024.2
OG0007911	NP_001102888.1, XP_008759829.1	XP_020936779.1
OG0007912	NP_001100522.1, XP_008766276.1	XP_003131426.1
OG0007913	NP_001100510.1	XP_020922802.1
OG0007914	NP_476450.1	XP_001929470.1
OG0007915	NP_001100543.1, XP_008766699.1	XP_020921688.1, NP_001107744.1
OG0007916	XP_063125942.1, NP_001137368.1	XP_020922131.1
OG0007917	NP_001363844.1, XP_002727892.2	XP_005668630.2
OG0007918	NP_476544.1, XP_006247931.1	XP_013836172.1
OG0007919	NP_001093628.1	NP_001093663.1
OG0007920	XP_038942142.1, NP_001100541.1	XP_020922165.1
OG0007921	XP_006247917.1, NP_001414415.1	XP_020922181.1
OG0007922	XP_017452506.1, NP_434687.1	XP_020922212.1
OG0007923	NP_955795.1	NP_001272394.1
OG0007924	XP_038941090.1, NP_620431.1	XP_003131239.2
OG0007925	XP_038941223.1, NP_037312.2	XP_020922281.1
OG0007926	XP_038943725.1, NP_001395539.1	XP_020922323.1, XP_020922324.1
OG0007927	NP_001178585.1, XP_038942124.1	NP_001231224.1
OG0007928	XP_038942839.1, NP_077067.1	NP_001231656.1, XP_005668673.1
OG0007929	NP_036707.3, XP_017452477.1	XP_020922329.1
OG0007930	XP_006247757.1, NP_001030130.2	XP_020922367.1
OG0007931	NP_001120769.1	NP_001177223.1
OG0007932	XP_006247708.1, NP_001094024.1	XP_020922426.1
OG0007933	NP_598217.1, XP_063124435.1	NP_001230841.1, XP_020921747.1
OG0007934	NP_001101772.1	XP_005668736.1, NP_001231887.1
OG0007935	NP_001100527.1	XP_003131342.1
OG0007936	NP_113873.1, XP_017453009.1	XP_003131364.1
OG0007937	NP_001099315.3, XP_038941555.1	XP_003131373.1
OG0007938	NP_001099313.1	XP_020922559.1
OG0007939	NP_001029281.1	XP_020922627.1
OG0007940	NP_001029289.1, NP_446191.1	NP_001037995.1, XP_013836386.1
OG0007941	NP_001400285.1, XP_063125641.1	XP_003131508.1
OG0007942	NP_001100517.1, XP_008766271.1	XP_005653980.1
OG0007943	NP_612530.1	XP_020922703.1
OG0007945	NP_001386551.1, XP_038942006.1	XP_020922743.1
OG0007946	XP_063126001.1, NP_077814.2	XP_020922750.1
OG0007947	XP_006247300.1, NP_001359180.1, NP_001101763.2, NP_001359179.1	XP_020922752.1
OG0007948	XP_038941509.1, NP_001099300.2	XP_013836468.1
OG0007949	NP_001099301.1, XP_038941511.1	XP_003483059.1
OG0007950	XP_006247262.1, NP_955434.1	NP_001152785.1, XP_005668934.1
OG0007951	XP_006247217.1, NP_001101761.1, XP_063144594.1	XP_013836505.1
OG0007952	NP_001385521.1	XP_005668980.2
OG0007953	NP_001385871.1, XP_038943608.1	XP_005668991.1
OG0007954	NP_058921.1	XP_020922913.1, XP_005669011.2
OG0007955	XP_038942307.1, NP_942068.1	XP_020922949.1
OG0007956	NP_001388596.1, XP_038941969.1	XP_020922964.1
OG0007957	NP_062047.1, XP_038941640.1	NP_001230849.1
OG0007958	NP_001014141.2, XP_063125454.1	NP_001231461.1
OG0007959	NP_001102302.1, XP_038942418.1	NP_001231751.1, XP_020921761.1
OG0007960	NP_071529.2, XP_038942680.1	NP_001107741.1, XP_020921886.1
OG0007961	XP_063124760.1, NP_001099294.2	NP_001302693.1
OG0007962	NP_001380935.1	XP_020923109.1
OG0007963	XP_220750.6	XP_020923115.1
OG0007964	NP_001037752.1	XP_003131800.4
OG0007965	NP_001178853.1, XP_038942542.1	XP_020923133.1
OG0007966	XP_038942285.1, NP_001012140.1	XP_013845416.1, NP_001116650.1
OG0007967	XP_006247015.1, NP_001099224.2	XP_020923164.1
OG0007968	NP_001101752.1	XP_003131858.1
OG0007969	NP_001013881.1, XP_038941447.1	NP_001177221.1, XP_020921727.1
OG0007970	NP_001099280.1, XP_063124747.1	XP_020923233.1
OG0007971	XP_038941434.1, NP_001099277.2	XP_020923275.1
OG0007972	XP_063139991.1	XP_020936775.1
OG0007973	NP_001101288.1, XP_038961126.1	XP_020936830.1
OG0007974	NP_001102665.1, XP_038961583.1	XP_005652807.1
OG0007975	NP_001127988.1, XP_063139532.1	XP_020936714.1
OG0007976	NP_077372.1, XP_063140674.1	XP_020936887.1
OG0007977	NP_446084.1, XP_006233729.1	XP_020936803.1
OG0007978	XP_017447588.1, NP_742065.1	XP_020926771.1
OG0007979	XP_006233818.1, NP_001100031.1	XP_020926960.1, XP_020926949.1
OG0007980	NP_446025.1, XP_006233937.1	XP_020927321.1
OG0007981	NP_001073410.1, XP_006233897.1	XP_020926569.1
OG0007982	XP_038961793.1, NP_001102943.1	XP_001929476.2
OG0007983	NP_001013099.1, XP_006233839.1	XP_001928876.1
OG0007984	NP_001386383.1, XP_038962703.1	XP_020925392.1
OG0007985	XP_063140004.1, NP_001131034.2	NP_001230416.1
OG0007986	XP_063140330.1, NP_001026832.1	XP_001928369.2
OG0007987	XP_038962106.1	XP_020925091.1
OG0007988	NP_001010968.1, XP_063140394.1	NP_999196.1, XP_005660506.2
OG0007989	XP_063140141.1, NP_001007745.3	XP_020925013.1
OG0007990	XP_038961197.1, NP_001101309.1	XP_013849289.1
OG0007991	NP_001100534.1, XP_063125303.1	XP_020921760.1, NP_001231721.1
OG0007992	NP_001100371.2, XP_006244818.1	XP_020942923.1
OG0007993	NP_001100254.1, XP_063119292.1	NP_001302691.1, XP_020946557.1
OG0007994	XP_063120364.1, NP_110469.1	XP_020946892.1
OG0007995	XP_006240820.1, NP_001100629.1	XP_005663940.2
OG0007996	XP_017450189.1, NP_058914.2	XP_020947458.1
OG0007997	NP_001257715.1	XP_005663944.1
OG0007998	NP_075415.2, XP_006241561.1	XP_020947549.1
OG0007999	NP_001008379.1, XP_063119868.1	XP_003360785.2
OG0008000	NP_001100256.1, XP_038934671.1	NP_001098762.1, XP_020946511.1
OG0008001	XP_063118933.1, NP_001386439.1	NP_001302647.1
OG0008002	NP_954547.1	XP_003481701.1
OG0008003	XP_017450702.1, NP_001386765.1	XP_003126412.1
OG0008004	NP_001102461.1, XP_038935612.1	XP_020947663.1
OG0008005	XP_038934636.1, NP_001011987.1	XP_005664053.1
OG0008006	XP_038934318.2, NP_036622.2	NP_999198.1
OG0008007	XP_006242287.1, NP_001013239.1	XP_020948477.1, XP_020946923.1
OG0008008	NP_665714.2	XP_005653238.1, NP_999267.1
OG0008009	NP_001102218.2	XP_020946989.1
OG0008010	XP_017450774.3, NP_001414417.1	XP_020947002.1
OG0008011	NP_001121019.1	XP_003126003.3
OG0008012	XP_038934779.1, NP_001013971.2	XP_003126005.1
OG0008013	XP_038936237.1, NP_001414140.1	XP_020947068.1
OG0008014	NP_001386665.1, XP_063134951.1	XP_003481576.1
OG0008015	XP_038935211.1, NP_001020874.1	NP_001230326.1
OG0008016	NP_001124167.1, XP_038935206.1	XP_020947117.1, XP_020947118.1
OG0008017	NP_001129385.1, XP_063120339.1	XP_003126057.4
OG0008018	NP_062112.2	XP_013852965.2, XP_020947132.1
OG0008019	NP_001414617.1	XP_013843646.1
OG0008020	NP_001395965.1	XP_020947161.1
OG0008021	NP_001004283.1, XP_006242000.1	NP_001231652.1
OG0008022	NP_001178707.2	XP_001926622.4
OG0008023	NP_001409823.1, NP_001258269.1	XP_020946752.1, NP_001231588.1
OG0008024	XP_006256477.1, NP_001014055.1	XP_020942748.1
OG0008025	XP_038954829.1, NP_001178828.1	XP_013851326.1
OG0008026	NP_001102775.1, XP_038940005.1	XP_003124912.1
OG0008027	NP_908936.2, XP_017452284.1	XP_005662413.1
OG0008028	NP_001020880.1	XP_003124947.3
OG0008029	XP_063122740.1	XP_020942857.1
OG0008030	NP_001009714.1, XP_006244890.1	XP_003124953.2
OG0008031	XP_006244917.1, NP_001414581.1	XP_020942903.1
OG0008032	XP_006244870.1, NP_001030007.1	XP_020942932.1
OG0008033	XP_038967755.1, NP_058867.2	XP_020943953.1
OG0008034	XP_063117652.1, NP_075578.2	NP_001090889.1
OG0008035	NP_063972.1	XP_020943219.1
OG0008036	NP_001135843.1	XP_020941459.1, NP_001233196.1
OG0008037	NP_775170.2, XP_038947577.1	XP_020943117.1
OG0008038	NP_001009268.1	NP_001127826.1
OG0008039	XP_038948249.1, XP_063141297.1, NP_001102564.1	XP_020943089.1
OG0008040	XP_006236885.1	XP_005662547.2
OG0008040	NP_001005879.1	NP_001181908.1
OG0008041	NP_001029103.1	XP_020944062.1
OG0008042	NP_001128333.1, XP_038934781.1	XP_020948753.1
OG0008043	NP_001414520.1, XP_006242229.1	XP_020947030.1, XP_020947029.1
OG0008044	NP_001128338.1	XP_020948754.1
OG0008045	NP_001382353.1	XP_020939993.1
OG0008046	NP_001101901.1, XP_006251070.1	XP_003480944.3
OG0008047	XP_038943086.1	XP_003354442.1
OG0008048	XP_006246312.1, NP_001121005.1	XP_003123697.1
OG0008049	NP_001128072.1, XP_063125663.1	XP_020940808.1
OG0008050	XP_038952891.1, NP_001033584.1	NP_001177211.1
OG0008051	NP_001004276.1, XP_063133541.1	XP_020934905.1, NP_001254769.1
OG0008052	XP_003751830.1, NP_001101900.2	XP_005661649.1
OG0008053	NP_077368.2	XP_020937169.1, NP_999471.1
OG0008054	XP_063133546.1, NP_001008365.1	XP_003123920.3
OG0008055	NP_001094127.1, XP_006254809.1	XP_020940363.1
OG0008056	NP_001099615.1, XP_038952625.1	XP_020940380.1
OG0008057	NP_001099614.2, XP_063133279.1	XP_020940397.1
OG0008058	NP_001128201.1	XP_020941077.1
OG0008059	NP_001257955.1	XP_003123978.1
OG0008060	XP_038941853.1, NP_001401271.1	XP_020940411.1
OG0008061	XP_063133288.1, NP_001099626.1	XP_020940493.1
OG0008062	NP_001099618.1, XP_006254728.1	NP_001093411.1, XP_013850589.1
OG0008063	XP_006231319.1, NP_001406391.1	XP_003121963.3
OG0008064	XP_063144010.1, NP_001020193.1	XP_005660159.2
OG0008065	XP_038965436.1, NP_001398464.1	XP_020919173.1
OG0008066	XP_038967012.1	XP_020929919.1
OG0008067	XP_006238435.1	XP_020918895.1
OG0008068	XP_038965446.2	XP_005660131.1, NP_999365.1
OG0008069	XP_038965817.1	XP_001926946.3
OG0008070	NP_001034434.1, XP_038966505.1	XP_020940725.1
OG0008071	NP_001102128.1	XP_005668133.1
OG0008072	NP_001103083.1	XP_003130731.1, XP_013835646.1
OG0008073	XP_038965280.1, NP_062030.2	XP_013835634.1, NP_001106909.1
OG0008074	XP_063143972.1	XP_005668106.1
OG0008075	NP_058974.1	XP_003123013.1
OG0008076	NP_001414378.1	XP_005660287.1
OG0008077	NP_001414613.1, XP_017449402.2	XP_020940781.1
OG0008078	XP_017448853.1, NP_001012101.2	XP_005660324.1
OG0008079	NP_075409.1, XP_038966629.1	XP_005660355.1
OG0008080	NP_001414112.1	XP_020931284.1
OG0008081	XP_038966811.1	XP_005660369.1
OG0008082	NP_001102932.1	XP_013841783.1
OG0008083	NP_001100119.1, XP_063143376.1	XP_003353649.3
OG0008084	XP_001059757.1, NP_001094224.1	XP_020922986.1
OG0008085	NP_112636.1, XP_006238268.3	NP_001070683.1, XP_013849205.1
OG0008086	NP_001292211.1	XP_005660383.1, NP_001231815.1
OG0008087	XP_017448733.1, NP_001011976.2	XP_005660398.1
OG0008088	XP_008762019.1, NP_001019517.2	XP_020923434.1
OG0008089	NP_001386259.1	XP_020923710.1
OG0008090	NP_444179.1	XP_020939216.1, NP_001001646.1
OG0008091	NP_001414184.1, XP_006238273.1	XP_005660388.1
OG0008092	NP_114452.2	XP_003353199.2
OG0008093	NP_001015011.2	XP_013833480.1
OG0008094	XP_063137939.1, NP_001007697.1	XP_003355223.1
OG0008095	XP_038954408.1, NP_997661.1	XP_020953583.1, NP_001116578.1
OG0008096	XP_017457272.1, NP_001103353.1	NP_001116541.1, XP_005653510.1
OG0008097	XP_006255980.1, NP_998775.2	NP_001230388.1, XP_013833056.2
OG0008098	NP_001001972.1, XP_038954881.1	XP_020954113.1
OG0008099	XP_063135019.1, NP_757376.2	NP_001095285.1
OG0008100	NP_001002809.2, XP_063135429.1	XP_020953604.1, NP_001116575.1
OG0008101	XP_038954737.1, NP_997662.1	NP_001095296.1, XP_005665862.1
OG0008102	NP_001027456.1, XP_006256042.1	NP_001116642.1
OG0008104	XP_017457069.1, NP_001388231.1	XP_020954163.1
OG0008105	NP_037270.2, XP_063135055.1	XP_003128393.1
OG0008106	NP_001258291.1, XP_008771027.1	XP_013833260.2
OG0008107	NP_001128227.1, XP_008771042.1	XP_020954276.1, XP_020954275.1, XP_020954277.1
OG0008108	NP_001107249.1	XP_020954291.1
OG0008109	NP_001020898.1, XP_063135299.1	XP_013833326.2
OG0008110	XP_017457142.1, NP_001401873.1	XP_001924602.1
OG0008111	NP_001389288.1	XP_020954317.1
OG0008112	NP_001034788.1, XP_017451894.1	XP_001928805.1
OG0008113	XP_038940418.1, NP_001413952.1	XP_020954345.1
OG0008114	NP_001128182.2	XP_020953525.1, NP_001103898.1
OG0008115	XP_038939990.1	XP_020954404.1
OG0008116	XP_038939448.1, NP_001101671.1	XP_020954412.1
OG0008117	XP_038940752.1, NP_001414642.1	XP_001929588.3
OG0008118	XP_006244575.1, NP_001100361.1	XP_001929628.2
OG0008119	XP_038939882.1	XP_003482251.3
OG0008120	NP_783168.1, XP_063122669.1	XP_020954460.1
OG0008121	NP_036947.1, XP_063121015.1	XP_003482212.1
OG0008122	NP_001408251.1, XP_038940446.1	XP_003121320.4
OG0008123	NP_001094312.1, XP_038939377.1	XP_003121321.2
OG0008124	NP_001020879.1, XP_038939477.1	XP_005659312.1
OG0008125	XP_038937084.1, NP_001100311.1	XP_003121457.1
OG0008126	XP_063121857.1, NP_001009713.1	XP_003121458.2
OG0008127	XP_038937688.1, NP_001102241.2	XP_001927580.3
OG0008128	NP_001414188.1	NP_999186.1
OG0008128	XP_008764645.1	XP_020938238.1
OG0008129	XP_038938467.2, NP_001414669.1	XP_020947836.1
OG0008131	XP_017449021.1, NP_001073169.1	XP_005659337.1
OG0008132	XP_038965751.1, NP_001101393.1	XP_020945587.1, XP_020945593.1
OG0008133	NP_775444.2, XP_038965279.1	XP_020945610.1
OG0008134	NP_001101392.2, XP_063143655.1	XP_013848137.1
OG0008135	NP_001119568.1	XP_003121347.1
OG0008136	NP_001129226.1, XP_017448834.1	XP_013848152.2
OG0008137	XP_006238024.1, NP_599158.1	XP_003480337.1
OG0008138	XP_017448690.1, NP_062060.1	XP_020945957.1
OG0008139	XP_038955078.1	XP_020935097.1, NP_001302715.1
OG0008140	NP_001014056.1, XP_063135257.1	XP_003480342.1
OG0008141	XP_063135401.1, NP_001014271.1	NP_001161125.1, XP_020920912.1
OG0008142	XP_038954988.1, NP_001106668.2	XP_003353327.1
OG0008143	XP_063135545.1, NP_001032745.1	XP_020946447.1
OG0008144	XP_038954955.1, NP_001020209.1	XP_003480348.1
OG0008145	NP_112273.3, XP_063135627.1	XP_003121393.2
OG0008146	XP_038934099.1, NP_001099861.1, XP_038954527.1	XP_020946879.1
OG0008147	NP_001385945.1, XP_006256591.1	XP_013848212.1
OG0008148	XP_038954954.1, NP_001163954.1	XP_020947031.1
OG0008149	XP_063128981.1, NP_001008763.1	XP_003129020.2
OG0008150	XP_017450553.1, NP_062234.2	XP_020944445.1
OG0008151	XP_038935155.1, NP_001013192.1	XP_005655413.3
OG0008152	XP_017450712.1, NP_001414084.1	XP_020944725.1
OG0008153	XP_038934729.1, NP_001124015.1	XP_020944699.1
OG0008154	XP_008763694.1	NP_001172079.1, XP_020944288.1
OG0008155	NP_001124047.1, XP_008763676.2	NP_001280070.1
OG0008156	XP_038935089.1, NP_001030103.2	XP_020936918.1, XP_020944671.1
OG0008157	NP_067729.1	XP_013851995.2
OG0008158	NP_001124013.1	XP_003361737.2
OG0008159	NP_476445.2, XP_038935904.1	XP_013851977.1
OG0008160	XP_063119012.1, NP_579853.1	XP_020946210.1
OG0008161	NP_001414142.1, XP_063119626.1	XP_020946212.1
OG0008162	XP_063120190.1, NP_001124189.2	XP_001924871.2
OG0008163	NP_001124014.1	XP_020944640.1
OG0008164	XP_038935135.1, NP_001128351.1	XP_001926065.5
OG0008165	NP_001121017.1	XP_001927566.1
OG0008166	NP_058832.1	NP_001094496.1, XP_005662910.1
OG0008167	XP_063119198.1, NP_113785.4	XP_020944556.1
OG0008168	NP_001414187.1, XP_006241800.2	XP_020944451.1
OG0008169	XP_063119345.1, NP_001128337.1	XP_020946075.1
OG0008170	XP_038934748.1, NP_001011993.1	XP_020946202.1
OG0008171	NP_001071137.2	XP_001925395.3
OG0008172	NP_942047.2, XP_038934752.1	XP_020946089.1
OG0008173	XP_063121012.1, NP_434693.1	XP_005656301.3
OG0008174	NP_074054.2, XP_038938018.1	NP_001161253.1
OG0008175	XP_006251044.4	XP_003128990.3
OG0008176	NP_001099474.1	XP_020956222.1
OG0008177	XP_063129490.1, NP_001414204.1	XP_020956833.1
OG0008178	XP_038947621.1	NP_001171386.1, XP_020955975.1
OG0008179	XP_006250934.1, NP_071575.1	XP_003129080.1
OG0008180	XP_038948856.1, NP_001385951.1	XP_020957022.1
OG0008181	NP_476546.1, XP_038947494.1	XP_003482444.1
OG0008182	XP_017454548.1	XP_020956249.1
OG0008183	NP_001100681.1, XP_063129139.1	XP_020957089.1
OG0008184	XP_006236199.1, NP_037212.2	XP_003134783.1
OG0008185	XP_038941317.1, NP_001099254.1	XP_003123657.2
OG0008186	XP_038964303.1, NP_001101321.1	XP_005673223.1
OG0008187	NP_001102816.1	XP_020934484.1
OG0008188	XP_063141810.1, NP_001013101.2	XP_020934395.1
OG0008189	NP_001385839.1	XP_003484066.1
OG0008190	NP_001120765.1	XP_020934386.1
OG0008191	NP_001178791.1, XP_038963702.1	XP_020934608.1
OG0008192	NP_001019495.1, XP_006236285.1	XP_020934473.1, XP_020934472.1
OG0008193	NP_001019494.1	XP_003134755.1
OG0008194	XP_006236296.1, NP_001414052.1	XP_003134763.1
OG0008195	NP_036822.1, XP_008760919.1	XP_005656751.1
OG0008196	NP_001178677.1, XP_038963429.1	NP_001131109.1, XP_020957626.1
OG0008197	NP_001037730.1	NP_001159961.1
OG0008198	NP_001166982.1, XP_008760926.1	XP_020958043.1
OG0008199	NP_001100050.1, XP_038963183.1	XP_020958056.1
OG0008200	NP_775164.2, XP_017447986.1	XP_005667666.2
OG0008201	NP_062107.2	XP_020958063.1
OG0008202	XP_038946131.1, NP_001100054.1	XP_020958082.1
OG0008203	NP_037126.1	XP_020919057.1
OG0008204	XP_038968427.1, NP_001129371.1	XP_003130227.3
OG0008205	XP_038968597.1, NP_001008387.1	XP_020919063.1
OG0008206	NP_001119768.2, XP_006236526.1	XP_005656747.1, NP_001070691.1
OG0008207	NP_001098083.2, XP_038963717.1	XP_005673365.1
OG0008208	XP_006236542.1, NP_001004199.1	XP_020934950.1
OG0008209	NP_001178902.1, XP_017448287.1	XP_013841187.1
OG0008210	XP_006242784.1	XP_003134843.2
OG0008211	XP_017451022.1, NP_001020159.2	XP_020934290.1
OG0008212	XP_038951942.1, NP_001178869.1	XP_020934903.1
OG0008213	NP_062115.2	NP_001007520.1, XP_005673294.1
OG0008215	NP_001406504.1	XP_020952629.1
OG0008216	XP_017448887.1, NP_001101444.1	XP_020951671.1
OG0008217	NP_001414376.1	XP_003356375.2
OG0008218	NP_001100153.1, XP_006238854.1	XP_003127876.2
OG0008219	XP_038966235.1, NP_001102146.1	XP_003127869.3
OG0008220	NP_001398532.1	XP_020951654.1, XP_003127875.2
OG0008221	XP_063143505.1, NP_001100154.2	XP_005665297.2, NP_001231872.1
OG0008222	XP_063144086.1, NP_001102147.1	XP_020948959.1, NP_001230473.1
OG0008223	NP_001382024.1, XP_038965557.1	XP_020951632.1
OG0008224	XP_063143786.1, NP_001101423.1	XP_020952293.1
OG0008225	NP_001352319.1, XP_038965889.1	XP_013854859.1
OG0008226	NP_001020826.1, XP_063143469.1	XP_003128059.3
OG0008229	XP_006238776.1, NP_071549.2	XP_013854896.1
OG0008230	XP_038967113.1	XP_020931111.1, NP_001157482.1
OG0008231	XP_006238730.2, NP_001101436.1	XP_020952494.1
OG0008232	NP_741990.1	NP_001116566.1, XP_020949208.1
OG0008233	NP_001008721.1	XP_003128129.1
OG0008234	NP_001386607.1	XP_013844518.2
OG0008235	NP_001012231.1	XP_020954973.1, XP_020954974.1
OG0008236	NP_001101564.1	XP_003126436.1
OG0008237	NP_001387932.1	XP_020948436.1
OG0008238	XP_063120170.1, NP_001019523.2	XP_005655793.1
OG0008239	NP_001385512.1, XP_063118919.1	XP_020948433.1
OG0008240	NP_001414329.1, XP_063119531.1	XP_020946919.1
OG0008241	XP_038936028.2, NP_001413917.1	XP_020948416.1
OG0008242	NP_001102223.1, XP_063120079.1	XP_003126741.3
OG0008243	XP_008763482.1, NP_068513.1	XP_020946591.1, NP_001274341.1
OG0008244	XP_063133962.1, NP_001013912.1	XP_020957187.1
OG0008245	XP_038958577.1, NP_001102025.1	XP_020956295.1
