Orthogroup	Rattus_norvegicus	Canis_lupus_familiaris
OG0006465	XP_006233282.1, NP_113884.1	XP_038397139.1
OG0006466	NP_112289.2, XP_038959141.1	XP_038397167.1
OG0006467	NP_001015037.1, XP_038958899.1	XP_038397379.1
OG0006468	NP_619715.2	XP_038397571.1
OG0006469	NP_058682.2	XP_038397573.1
OG0006470	NP_067714.1, XP_063138498.1	XP_038397587.1
OG0006471	XP_038945330.1, NP_001012021.1	XP_038397640.1
OG0006472	NP_001137353.1	XP_038397687.1
OG0006473	NP_037315.1, XP_063133193.1	XP_038397715.1
OG0006474	NP_001100648.1, XP_063128373.1	XP_038397788.1
OG0006475	NP_112359.2, XP_063128706.1	XP_038397818.1
OG0006476	NP_062224.1, XP_063128632.1	XP_038397821.1
OG0006477	NP_852032.1, XP_006249976.1	XP_038397901.1
OG0006478	NP_446143.1	XP_038397999.1
OG0006479	NP_001094297.1, XP_038946326.1	XP_038398068.1
OG0006480	NP_001388271.1	XP_038398237.1, XP_038398238.1
OG0006481	XP_038946384.2, NP_001258221.1	XP_038398239.1
OG0006482	XP_063128670.1, NP_001414707.1	XP_038398349.1
OG0006483	XP_008767920.1	XP_038398391.1
OG0006484	XP_006250161.1	XP_038398409.1
OG0006485	NP_001389320.1, XP_063128175.1	XP_038398424.1
OG0006486	XP_006250203.1, NP_612547.1	XP_038398436.1
OG0006487	XP_006250214.1, NP_001127973.1	XP_038398458.1, XP_038398463.1, XP_038398462.1
OG0006488	XP_063128430.1, NP_001094033.1	XP_038398499.1
OG0006489	NP_001071111.1	XP_038398563.1
OG0006490	XP_063128059.1, NP_001094109.1	XP_038398574.1
OG0006491	NP_001013895.1	XP_038398681.1
OG0006492	XP_063128456.1, NP_001102549.2	XP_038398698.1
OG0006493	NP_001099450.1, XP_006250429.1	XP_038398807.1
OG0006494	XP_006232682.1, NP_001099920.1	XP_038398868.1
OG0006495	NP_997488.2	XP_038398907.1
OG0006496	NP_001178006.1, XP_063138594.1	XP_038398975.1
OG0006497	NP_001383470.1	XP_038398999.1
OG0006498	XP_006232810.1, NP_113855.2	XP_038399009.1
OG0006499	NP_446051.2, XP_063138721.1	XP_038399072.1
OG0006500	NP_001395729.1, NP_001129221.1	XP_038399120.1
OG0006501	NP_001102941.1	XP_038399248.1, XP_038399247.1, XP_038399246.1
OG0006502	NP_445937.1, XP_006232841.1	XP_038399250.1, XP_038399249.1
OG0006503	NP_001258210.1, XP_038952702.1	XP_038399300.1
OG0006504	NP_001382600.1, XP_063133533.1	XP_038399412.1
OG0006505	XP_063133516.1, NP_001100872.1	XP_038399539.1
OG0006506	XP_038952859.1, NP_001100875.1	XP_038399602.1
OG0006507	NP_001103003.1	XP_038399830.1
OG0006508	XP_038952724.1, NP_001128336.1	XP_038399836.1
OG0006509	NP_001011924.1, XP_063133242.1	XP_038399873.1
OG0006510	NP_001385870.1	XP_038399975.1
OG0006511	NP_446196.1	XP_038399987.1
OG0006512	NP_803156.2, XP_006252027.1	XP_038400002.1
OG0006513	NP_001382659.1	XP_038400017.1
OG0006514	XP_017449793.1, NP_001178914.1	XP_038400059.1
OG0006515	NP_001382489.1, XP_063130303.1	XP_038400077.1
OG0006516	NP_001178936.1	XP_038400151.1
OG0006517	XP_038949221.1, NP_001092273.1	XP_038400156.1
OG0006518	NP_001011916.1	XP_038400212.1
OG0006519	XP_038949060.1, NP_001007622.1	XP_038400240.1, XP_038400239.1
OG0006520	NP_001386378.1	XP_038444159.1, XP_038400252.1
OG0006521	NP_001414529.1, XP_063130620.1	XP_038400271.1
OG0006522	XP_006240140.1, NP_001100196.1	XP_038400310.1
OG0006523	NP_058979.1	XP_038400418.1, XP_038415168.1
OG0006524	NP_001100206.2, XP_063117749.1	XP_038400548.1, XP_038407536.1, XP_038412433.1
OG0006525	XP_063117773.1, NP_001029305.1, XP_038956106.1	XP_038400584.1
OG0006526	NP_001178945.1, XP_006240242.1	XP_038400597.1
OG0006527	XP_017449716.1, NP_001009831.1	XP_038400600.1
OG0006528	NP_112294.1	XP_038400686.1
OG0006529	XP_038968650.1, NP_001157872.1	XP_038400776.1, XP_038400777.1
OG0006530	XP_038968891.1, NP_001316312.1	XP_038400787.1
OG0006531	XP_063117640.1, NP_703202.1	XP_038400801.1
OG0006532	XP_038969186.1, NP_001414255.1	XP_038400836.1
OG0006533	XP_006240311.1, NP_071953.2, XP_063141058.1	XP_038400848.1
OG0006534	NP_001013966.1, XP_038967940.1	XP_038400864.1
OG0006535	NP_071546.1	XP_038400886.1
OG0006536	NP_001382520.1, XP_038968210.1	XP_038400949.1
OG0006537	NP_001102185.1, XP_006240348.1	XP_038400986.1
OG0006538	NP_064701.1, NP_001102747.1	XP_038401020.1, XP_038401019.1
OG0006539	XP_006240360.1, NP_001156625.1	XP_038401022.1
OG0006540	NP_001101510.1	XP_038401150.1
OG0006541	XP_063117806.1, NP_001011983.1	XP_038401169.1
OG0006542	NP_001100214.1, XP_006240395.1	XP_038401195.1
OG0006543	XP_006240428.1, NP_037306.1	XP_038401266.1
OG0006544	XP_006240557.1, NP_001102191.2	XP_038401529.1, XP_038401528.1
OG0006545	XP_006240545.1, NP_954550.1	XP_038401535.1
OG0006547	NP_001128102.1, XP_038968659.1	XP_038401903.1
OG0006548	NP_758831.1	XP_038401959.1
OG0006549	XP_017447625.3	XP_038401996.1
OG0006550	NP_001100525.1, XP_006247592.1	XP_038402022.1
OG0006551	NP_001395598.1	XP_038402061.1
OG0006552	NP_001004131.1	XP_038402063.1
OG0006553	NP_001128501.1, XP_063125593.1	XP_038402082.1
OG0006554	XP_038942368.1, NP_001101780.1	XP_038402271.1
OG0006555	NP_001101778.1, XP_006247871.1	XP_038402435.1
OG0006556	NP_001012237.1	XP_038402702.1
OG0006557	NP_001102318.1	XP_038402751.1, XP_038423414.1
OG0006558	NP_001101770.1, XP_017452891.1	XP_038403016.1
OG0006559	NP_001178579.1	XP_038403078.1
OG0006560	NP_446120.1, XP_008766153.1	XP_038403113.1
OG0006561	NP_001380697.1	XP_038403306.1
OG0006562	NP_001007012.1, XP_063125609.1	XP_038403339.1
OG0006563	XP_063124868.1, NP_116002.1	XP_038403390.1
OG0006564	NP_001413938.1, XP_038943657.1	XP_038403436.1
OG0006565	NP_001103090.1, XP_038942817.1	XP_038403455.1
OG0006566	XP_008766207.2	XP_038403587.1
OG0006568	NP_001401265.1, XP_063124774.1	XP_038403794.1
OG0006569	NP_001406492.1, XP_017453169.1	XP_038403803.1
OG0006570	XP_006247152.1, NP_001129393.1	XP_038403810.1
OG0006571	XP_038941491.1	XP_038403825.1
OG0006572	NP_114191.1	XP_038403894.1
OG0006573	XP_063125603.1, NP_001166901.1	XP_038403904.1
OG0006574	NP_001402006.1	XP_038404030.1, XP_038404028.1, XP_038404027.1, XP_038404029.1
OG0006575	XP_006247031.1	XP_038404045.1
OG0006576	XP_063125324.1, NP_001132978.1	XP_038404082.1
OG0006577	XP_063124738.1, NP_001094118.2	XP_038404163.1, XP_038404162.1
OG0006578	XP_038942261.1	XP_038404233.1
OG0006579	XP_038943275.1, NP_001385940.1	XP_038404369.1
OG0006580	NP_653339.2, XP_038960180.1	XP_038404520.1
OG0006581	NP_476538.2	XP_038404527.1
OG0006582	NP_001020901.1, XP_006233686.1	XP_038404634.1
OG0006583	XP_038969142.1, XP_576917.1, XP_006252854.1, XP_006233743.1, NP_001013153.2	XP_038404711.1
OG0006584	XP_063139551.1	XP_038404833.1
OG0006585	NP_001414209.1, XP_006233948.1	XP_038404865.1
OG0006586	XP_006233862.1, NP_001101295.1	XP_038404879.1
OG0006588	XP_063140034.1, NP_001101301.2	XP_038404913.1
OG0006589	XP_006234077.1, NP_001413997.1	XP_038405237.1
OG0006590	XP_038935806.1, NP_001258178.1	XP_038405487.1
OG0006591	XP_006240843.1, NP_001028242.1	XP_038405529.1
OG0006592	NP_001414181.1, XP_006240867.1	XP_038405573.1
OG0006593	NP_001124009.1	XP_038405671.1
OG0006594	XP_006241525.1, NP_001164037.2	XP_038405701.1
OG0006595	NP_001178918.1, XP_063120177.1	XP_038405726.1
OG0006596	NP_446045.1	XP_038405744.1, XP_038413538.1
OG0006597	XP_038935869.1, NP_077377.2	XP_038405747.1
OG0006598	XP_038935065.1, NP_001387976.1	XP_038405813.1
OG0006599	NP_059009.2, XP_006241419.1	XP_038405919.1
OG0006600	NP_001381922.1	XP_038405946.1
OG0006601	XP_006242248.1	XP_038406011.1
OG0006602	NP_001401907.1, XP_063120214.1	XP_038406019.1
OG0006603	NP_001100259.1, XP_008763910.2	XP_038406039.1
OG0006604	XP_063120016.1, NP_001032285.1	XP_038406111.1
OG0006605	NP_001388807.1, XP_038936251.1	XP_038406131.1
OG0006606	XP_006242222.1, NP_001123972.1	XP_038406137.1
OG0006608	NP_001128356.1, XP_006242154.1	XP_038406218.1
OG0006609	NP_001124046.1, XP_006242172.1	XP_038406261.1
OG0006610	NP_113932.2, XP_017450591.2	XP_038406547.1
OG0006611	XP_063134175.1	XP_038406671.1
OG0006612	XP_006241267.1, NP_001386701.1	XP_038406732.1
OG0006613	NP_001008517.1	XP_038406822.1
OG0006614	NP_446405.1, XP_038938875.1	XP_038406856.1
OG0006615	NP_001177996.1, XP_006244913.1	XP_038406918.1
OG0006616	NP_001101684.2, XP_038939510.1	XP_038406920.1
OG0006617	NP_001153627.1	XP_038406998.1
OG0006618	XP_063123728.1, NP_001182417.1	XP_038407007.1
OG0006619	NP_001389005.1, XP_063122962.1	XP_038407077.1
OG0006620	XP_038968722.1, NP_064461.1	XP_038407081.1
OG0006621	XP_008768689.2, NP_001020311.2	XP_038407186.1
OG0006622	NP_001020911.1, XP_038968417.1, XP_038954019.1	XP_038407282.1, XP_038416693.1
OG0006623	NP_001303806.1, NP_150238.1	XP_038407344.1
OG0006624	XP_063129305.1, NP_001040559.1	XP_038407382.1
OG0006625	XP_038962998.1, NP_036803.1	XP_038407476.1
OG0006626	NP_064469.4, XP_063120240.1	XP_038407495.1
OG0006627	XP_038967735.1, NP_037110.1	XP_038407511.1
OG0006628	NP_001385696.1	XP_038407615.1
OG0006629	NP_001400932.1	XP_038407872.1
OG0006630	NP_001178626.1, XP_063133372.1	XP_038407900.1
OG0006631	NP_001009622.1	XP_038408124.1
OG0006632	NP_001101896.1	XP_038408216.1
OG0006633	XP_063133287.1, NP_001094128.2	XP_038408243.1
OG0006634	NP_001382561.1	XP_038408697.1
OG0006635	XP_063143978.1, NP_001382535.1	XP_038408755.1
OG0006636	NP_001414143.1, XP_006238204.1	XP_038408793.1, XP_038408795.1, XP_038408794.1
OG0006637	XP_006238128.1, NP_001101405.1	XP_038408806.1
OG0006638	XP_006238092.2, NP_036907.2	XP_038408852.1
OG0006639	NP_958428.2	XP_038408877.1
OG0006640	NP_835196.2, XP_038965774.1	XP_038408927.1
OG0006641	XP_038965049.1, NP_446165.1	XP_038408963.1
OG0006642	XP_063143378.1	XP_038408997.1
OG0006643	NP_001028865.2, XP_038965393.1	XP_038409068.1
OG0006644	NP_001398788.1, XP_063143421.1	XP_038409132.1
OG0006645	NP_536730.1, XP_006238334.1	XP_038409163.1
OG0006646	NP_001385509.1	XP_038414322.1, XP_038409212.1
OG0006647	NP_058882.1	XP_038409274.1, XP_038409273.1, XP_038409213.1
OG0006648	NP_001000408.1	XP_038409217.1
OG0006649	NP_001386103.1	XP_038409221.1
OG0006650	NP_001009178.1	XP_038409240.1
OG0006651	NP_997663.1, XP_038954724.1	XP_038430446.1, XP_038409347.1
OG0006652	XP_006256110.1, NP_997627.1	XP_038409420.1
OG0006653	XP_063135082.1, NP_997706.1	XP_038409504.1
OG0006654	NP_001128463.1	XP_038409513.1, XP_038409514.1
OG0006656	NP_001004070.1, XP_006256040.1	XP_038409545.1
OG0006657	NP_001106654.1, XP_017457232.1	XP_038409582.1
OG0006658	NP_001401671.1, NP_997703.1, XP_017457076.1	XP_038409665.1
OG0006659	XP_063135098.1	XP_038409711.1, XP_038409712.1
OG0006660	XP_038954749.1, NP_001020897.1	XP_038409776.1
OG0006661	NP_001101084.2, XP_063135199.1	XP_038409780.1
OG0006662	NP_001101085.1, XP_006256191.1	XP_038409787.1
OG0006663	NP_001094303.1	XP_038409833.1
OG0006664	NP_001178930.1	XP_038409932.1
OG0006665	XP_038939436.1, NP_001178511.2	XP_038410057.1
OG0006666	XP_038939445.1, NP_001258159.1	XP_038410064.1, XP_038410063.1
OG0006667	NP_001007802.1	XP_038410097.1
OG0006668	NP_001414364.1, XP_008765128.2	XP_038410153.1
OG0006669	XP_038938942.1, NP_620810.1	XP_038410188.1
OG0006670	NP_852140.2, XP_038939466.1	XP_038410192.1
OG0006672	NP_001100368.1, XP_063122943.1	XP_038410366.1
OG0006673	NP_037274.1, XP_038938461.1	XP_038410469.1
OG0006674	XP_006243498.1, NP_001100312.2	XP_038410476.1
OG0006675	NP_001102848.1	XP_038410495.1
OG0006676	XP_063133901.1, NP_001093975.1	XP_038410498.1, XP_038423086.1
OG0006677	NP_062140.1	XP_038410533.1
OG0006678	NP_001263986.1, XP_006256664.1	XP_038410732.1
OG0006679	NP_062182.1	XP_038410739.1, XP_038410740.1
OG0006680	NP_112614.2	XP_038410753.1
OG0006681	NP_001385949.1	XP_038410769.1
OG0006682	XP_038955142.1	XP_038410821.1
OG0006684	NP_077344.1	XP_038410938.1
OG0006685	XP_008771203.1, NP_001099863.2	XP_038410940.1
OG0006686	NP_001002802.1	XP_038437462.1
OG0006686	XP_038944130.1	XP_038410974.1
OG0006687	NP_001020869.1, XP_063143819.1	XP_038411019.1, XP_038413767.1
OG0006688	NP_001124022.1, XP_006241605.1	XP_038411067.1
OG0006689	XP_006241668.1, NP_001128355.1	XP_038411242.1
OG0006690	NP_001020047.1, XP_017450247.1	XP_038411429.1
OG0006691	XP_063120535.1	XP_038411583.1
OG0006692	XP_063119927.1, NP_001164068.2	XP_038411592.1
OG0006693	NP_001013122.1, XP_063119350.1	XP_038411676.1
OG0006694	NP_445889.2, XP_063120405.1	XP_038411752.1
OG0006695	NP_001124044.1, XP_008763809.1	XP_038411775.1
OG0006696	NP_001395050.1	XP_038411780.1
OG0006697	NP_001123965.1, XP_008763787.1	XP_038411781.1
OG0006698	XP_008763803.1, NP_001129368.1	XP_038411793.1
OG0006699	XP_006243134.1, NP_001100293.1	XP_038411856.1
OG0006700	NP_058977.1, XP_038936898.1	XP_038411857.1
OG0006701	NP_067703.1	XP_038411880.1
OG0006702	NP_001100684.1, XP_006250960.1	XP_038411968.1
OG0006704	NP_001094360.1	XP_038412211.1, XP_038412212.1, XP_038420435.1
OG0006705	XP_038964254.1	XP_038413401.1, XP_038412325.1
OG0006706	NP_001386475.1, XP_038942233.1	XP_038412344.1
OG0006707	NP_001291304.1, XP_006246600.1	XP_038412376.1
OG0006708	XP_038962870.1, NP_446327.1	XP_038412395.1
OG0006709	XP_017448014.1, NP_001100058.1	XP_038412403.1
OG0006710	NP_036939.2	XP_038412482.1
OG0006711	NP_001102696.1, XP_006236282.1	XP_038412532.1
OG0006712	NP_001102815.1, XP_063142677.1	XP_038412596.1
OG0006713	NP_001382511.1	XP_038412681.1
OG0006714	XP_008760907.1, NP_001032170.2	XP_038412696.1
OG0006715	NP_001118240.1, XP_063141633.1, NP_036798.1	XP_038412812.1
OG0006716	XP_063142739.1	XP_038412821.1, XP_038412819.1, XP_038412822.1, XP_038412820.1
OG0006717	XP_006236539.1, NP_569097.1	XP_038413099.1
OG0006718	NP_001013228.1	XP_038413147.1
OG0006719	NP_001102706.1	XP_038413152.1
OG0006720	XP_006236618.1	XP_038413160.1
OG0006721	NP_001129271.1	XP_038413242.1
OG0006722	XP_235936.7, NP_001414565.1	XP_038413266.1
OG0006723	NP_001094433.1, XP_038963199.1	XP_038413414.1
OG0006724	NP_113839.1	XP_038413443.1, XP_038413442.1, XP_038413444.1
OG0006725	XP_223986.6	XP_038413524.1
OG0006726	NP_001102700.1, XP_063142577.1	XP_038415544.1, XP_038413530.1
OG0006727	NP_001101557.1	XP_038413535.1, XP_038413534.1
OG0006728	XP_008762247.1	XP_038413848.1
OG0006729	NP_808792.1, XP_006238577.1	XP_038413943.1
OG0006730	XP_038965157.1, NP_599219.2	XP_038414033.1
OG0006731	XP_063144183.1, NP_001382057.1	XP_038414035.1
OG0006732	XP_006238781.1, NP_001103036.1	XP_038414065.1
OG0006733	NP_598293.2, XP_063143187.1	XP_038414182.1
OG0006734	NP_001119769.2, XP_008762273.1	XP_038414214.1
OG0006735	NP_072113.1, XP_038949568.1	XP_038414335.1
OG0006736	NP_001334590.1, XP_006251970.1	XP_038414392.1
OG0006737	NP_001101562.2, XP_006241383.1	XP_038414441.1
OG0006738	XP_006241379.1, NP_277020.2	XP_038414455.1
OG0006739	NP_001014105.2, XP_038935023.1	XP_038414549.1
OG0006740	NP_001100251.2	XP_038414595.1
OG0006741	XP_017450160.1, NP_665723.1	XP_038414598.1
OG0006742	NP_001375432.1	XP_038414800.1
OG0006743	NP_001101915.1	XP_038414823.1
OG0006744	NP_071616.1	XP_038415006.1
OG0006745	NP_445748.1, XP_063137429.1	XP_038415019.1
OG0006746	XP_006252243.1, NP_001076806.1	XP_038429589.1, XP_038415161.1
OG0006747	NP_036720.2	XP_038415176.1
OG0006748	NP_001178540.1, XP_006236439.1	XP_038415225.1
OG0006749	NP_852036.1, XP_063141836.1	XP_038415265.1
OG0006750	NP_001009174.1, XP_017448227.1	XP_038415285.1
OG0006751	NP_001102095.1, XP_038963710.1	XP_038415303.1
OG0006752	XP_006236392.1, NP_001020216.1	XP_038415350.1
OG0006753	XP_063141638.1, NP_058762.1	XP_038415370.1, XP_038415371.1
OG0006754	XP_006236344.1	XP_038415391.1, XP_038415392.1
OG0006755	NP_001009709.1	XP_038415395.1
OG0006756	XP_008765930.1, NP_001121053.1	XP_038415410.1
OG0006757	XP_006236475.1, NP_001121066.1	XP_038415537.1
OG0006758	XP_006236503.1, NP_001029095.1	XP_038415622.1
OG0006759	NP_001101314.2, XP_063142007.1	XP_038415724.1
OG0006760	NP_001094040.1, XP_038950514.1	XP_038415870.1
OG0006761	XP_038949542.1, NP_064462.2	XP_038415935.1
OG0006762	NP_001017444.1	XP_038415954.1
OG0006763	XP_063131309.1, NP_001414000.1	XP_038416084.1
OG0006764	NP_001178483.1, XP_006253297.1	XP_038416089.1
OG0006765	NP_072141.2, NP_001128158.1, XP_038950738.1	XP_038416191.1
OG0006766	XP_038950822.1	XP_038416301.1
OG0006767	NP_001014164.1, XP_008769487.1	XP_038416303.1
OG0006768	NP_001101870.1, XP_063131585.1	XP_038416318.1
OG0006769	XP_006253173.1, NP_001026811.1	XP_038416403.1
OG0006770	NP_001002852.1, XP_006253157.1	XP_038416428.1
OG0006771	NP_037192.1	XP_038416632.1
OG0006772	NP_001102174.2, XP_063118139.1	XP_038416660.1
OG0006773	NP_001014221.1, XP_017449730.2	XP_038416699.1
OG0006774	XP_006239960.1, NP_001101484.1	XP_038416754.1, XP_038416753.1
OG0006775	NP_001100183.1, XP_038967847.1	XP_038416814.1, XP_038416815.1
OG0006777	NP_001003958.1	XP_038416881.1
OG0006778	XP_038968365.1, NP_001091710.1	XP_038417001.1
OG0006779	NP_001414138.1	XP_038417032.1
OG0006780	NP_001020304.1	XP_038417124.1, XP_038417125.1, XP_038417123.1
OG0006781	XP_008762649.1	XP_038417188.1
OG0006782	NP_001034124.2	XP_038417243.1
OG0006783	XP_038968076.1, NP_001101478.1	XP_038417275.1
OG0006784	XP_017447516.1, NP_115851.1	XP_038417325.1
OG0006785	XP_008760403.1, NP_001014204.1	XP_038417348.1
OG0006786	NP_001101241.1, XP_006235035.1	XP_038417364.1
OG0006787	XP_038961392.1, NP_001178783.1	XP_038417377.1
OG0006788	XP_063139824.1, NP_001012090.1	XP_038417395.1
OG0006789	XP_006236747.1, NP_001406453.1	XP_038417498.1
OG0006790	XP_006236764.1, NP_001128026.1	XP_038417547.1
OG0006791	XP_038963258.1, NP_997677.1	XP_038417650.1
OG0006792	XP_063141881.1, NP_001020821.1	XP_038417671.1
OG0006793	NP_001386474.1, XP_063142123.1	XP_038417719.1
OG0006794	XP_003751901.3, XP_063137246.1	XP_038417766.1
OG0006795	NP_001099926.1	XP_038417796.1
OG0006796	XP_038957991.1, NP_001099924.2	XP_038417809.1
OG0006797	NP_001019415.1	XP_038417813.1
OG0006798	XP_006233069.1, NP_001399478.1	XP_038417851.1
OG0006799	XP_006233064.1, NP_775117.2	XP_038417854.1
OG0006800	NP_113808.1	XP_038417883.1, XP_038417859.1, XP_038418336.1
OG0006801	NP_001102030.2, XP_038958628.1	XP_038417944.1
OG0006802	NP_001258104.1, XP_006232975.1	XP_038418074.1
OG0006803	NP_001406772.1, XP_017445763.1	XP_038418420.1
OG0006804	NP_001006974.2	XP_038418435.1
OG0006805	XP_008762798.1, NP_062087.1	XP_038418621.1, XP_038418462.1
OG0006806	XP_006236640.1, NP_001102100.1	XP_038418555.1
OG0006807	NP_001099587.1, XP_017455974.1	XP_038418572.1
OG0006808	NP_942087.2, XP_017456125.1	XP_038418608.1
OG0006809	XP_063117971.1, NP_001101490.2	XP_038418611.1
OG0006810	NP_001129275.1, XP_038968553.1	XP_038418629.1, XP_038418631.1, XP_038418630.1
OG0006811	NP_110467.1	XP_038418700.1
OG0006812	NP_150239.2	XP_038418708.1
OG0006813	XP_038934839.1, NP_001101031.1	XP_038418811.1
OG0006814	XP_006230602.1, NP_001028863.1	XP_038418888.1
OG0006815	NP_001101225.2	XP_038418956.1
OG0006816	NP_037298.2	XP_038419120.1, XP_038419121.1, XP_038419123.1, XP_038419119.1, XP_038419118.1
OG0006817	XP_006234526.1, NP_001178668.1	XP_038419162.1
OG0006818	NP_001304259.1, NP_001099958.2	XP_038419201.1
OG0006819	XP_038960822.1, NP_001101215.1	XP_038419207.1, XP_038419208.1
OG0006820	NP_001028879.1, XP_006234592.1	XP_038419326.1
OG0006821	XP_017447664.2, NP_001413857.1	XP_038419328.1
OG0006822	XP_063140963.1	XP_038419390.1
OG0006823	XP_063139107.1, NP_596896.2	XP_038419416.1
OG0006824	NP_445777.2	XP_038419488.1
OG0006825	NP_001099790.2, XP_038964049.1	XP_038419559.1
OG0006826	XP_038939635.1, NP_001008370.1	XP_038419665.1
OG0006827	XP_006230902.1, NP_001075449.1	XP_038419682.1
OG0006828	XP_038935371.1, NP_001121014.1	XP_038419758.1
OG0006829	NP_001009605.1, XP_063142899.1	XP_038444748.1, XP_038419769.1
OG0006830	NP_954888.1, XP_038935449.1	XP_038419843.1
OG0006831	NP_001101043.1, XP_006230867.1	XP_038419895.1, XP_038419894.1
OG0006832	XP_006230868.1, NP_001009689.1	XP_038419898.1
OG0006833	NP_852044.1	XP_038419954.1
OG0006834	NP_598303.1, XP_063131610.1	XP_038419956.1
OG0006835	XP_006230696.1, NP_446256.3	XP_038420046.1
OG0006836	XP_063144093.1, XP_038949715.1, NP_001014016.1	XP_038420099.1
OG0006837	NP_001101914.1, XP_038953749.1	XP_038420469.1
OG0006838	NP_001099899.1	XP_038420557.1
OG0006839	NP_937842.1	XP_038432762.1
OG0006839	NP_001102709.1	XP_038420690.1
OG0006840	NP_001004280.1, XP_006234220.2	XP_038421115.1
OG0006841	XP_038962181.1, NP_001414673.1	XP_038421121.1
OG0006842	NP_001012085.1	XP_038421137.1
OG0006843	NP_001100721.1, XP_038949170.1	XP_038421201.1
OG0006844	NP_001103079.1, XP_063120353.1	XP_038421274.1
OG0006845	NP_062019.2	XP_038421286.1
OG0006846	XP_038934911.1, NP_001101540.1, NP_001375436.1	XP_038421322.1
OG0006847	NP_037178.1	XP_038421512.1, XP_038421513.1
OG0006848	NP_036771.1, XP_008761439.1	XP_038421534.1
OG0006849	XP_008761485.1	XP_038421545.1
OG0006850	NP_001029192.2	XP_038421547.1
OG0006851	NP_001019954.1	XP_038421629.1, XP_038421630.1
OG0006852	NP_001071141.1, XP_006237098.1	XP_038421701.1
OG0006853	XP_038964350.1, NP_112302.1	XP_038421708.1
OG0006854	XP_038964701.1, NP_001414037.1	XP_038421755.1
OG0006855	XP_063142152.1, NP_001414730.1	XP_038421819.1
OG0006856	XP_063131698.1, NP_001178866.1	XP_038422042.1
OG0006857	NP_076490.1	XP_038422331.1
OG0006858	XP_006243753.1, NP_001178509.1	XP_038422345.1
OG0006859	NP_445768.1	XP_038422358.1
OG0006860	XP_008764736.3	XP_038422365.1
OG0006861	XP_006243771.1, NP_037106.1	XP_038422391.1
OG0006862	XP_006243851.1, NP_001014120.2	XP_038422476.1
OG0006863	XP_008764949.1, NP_001400771.1	XP_038422607.1
OG0006864	NP_001013903.2, XP_006252949.1	XP_038422663.1
OG0006865	XP_063131232.1, NP_001032257.1	XP_038422733.1
OG0006866	XP_063131231.1, NP_001013902.2	XP_038422736.1, XP_038422737.1
OG0006867	NP_062186.1, XP_038950717.1	XP_038422789.1
OG0006868	NP_036987.2, XP_008769286.1	XP_038422805.1
OG0006869	NP_001028859.1, XP_038950222.1	XP_038422854.1, XP_038422853.1
OG0006870	XP_038950547.1, NP_001025092.1	XP_038422899.1
OG0006871	NP_036810.1	XP_038422918.1
OG0006872	XP_063133837.1, XP_574311.1	XP_038422963.1
OG0006873	XP_038968958.1, NP_942023.1	XP_038423014.1
OG0006874	XP_063134240.1, NP_001102366.1	XP_038423053.1
OG0006875	XP_063129827.1, XP_006255353.1, NP_001178486.1	XP_038423054.1
OG0006876	NP_001004207.1	XP_038423081.1
OG0006877	NP_001099416.1, XP_063133902.1	XP_038423088.1
OG0006878	XP_006242695.1, NP_001100276.1	XP_038423128.1
OG0006879	NP_001094483.2	XP_038423237.1
OG0006880	NP_001015017.1, XP_006242705.1	XP_038423292.1
OG0006881	XP_038944986.1, NP_620809.1	XP_038423374.1
OG0006882	NP_001029096.1, NP_598234.2	XP_038423393.1
OG0006883	NP_001386285.1, XP_006244419.1	XP_038423540.1
OG0006884	XP_006244410.1, NP_445923.1	XP_038423647.1
OG0006885	NP_001012115.1	XP_038423698.1
OG0006886	NP_001101538.1, XP_006240970.1	XP_038423954.1
OG0006887	NP_001034938.1	XP_038423958.1
OG0006888	NP_001103352.1	XP_038423997.1
OG0006889	NP_001000168.1	XP_038424102.1, XP_038424043.1, XP_038424041.1, XP_038424042.1
OG0006890	NP_001382531.1	XP_038437653.1, XP_038424058.1
OG0006891	NP_001000541.1	XP_038424074.1
OG0006892	NP_001000163.1	XP_038424097.1
OG0006893	XP_063131123.1, NP_976079.1	XP_038424121.1
OG0006894	NP_001257478.1, NP_955429.1	XP_038424225.1
OG0006895	NP_001101598.1	XP_038424276.1
OG0006896	XP_038961727.1, NP_001013918.1	XP_038424283.1
OG0006897	XP_038961788.1	XP_038424304.1
OG0006898	NP_001414361.1, XP_008757879.2	XP_038424389.1
OG0006899	XP_063141081.1, NP_001029299.1	XP_038424426.1
OG0006900	XP_038957008.1, NP_001387186.1	XP_038424433.1
OG0006901	XP_006229858.1	XP_038424450.1
OG0006902	XP_038969147.1, NP_001178559.1	XP_038424778.1, XP_038424506.1
OG0006903	XP_063123299.1, NP_001101966.2	XP_038424756.1
OG0006904	XP_038956901.1, NP_001414622.1	XP_038425137.1
OG0006905	XP_063131328.1	XP_038425231.1
OG0006905	NP_112386.1	XP_038445049.1, XP_038445047.1, XP_038445048.1
OG0006906	NP_851596.1	XP_038425250.1
OG0006907	XP_063122231.1, NP_001385730.1	XP_038425261.1
OG0006908	NP_001100378.1, XP_017451836.1	XP_038425317.1
OG0006909	NP_954515.1, XP_008769067.1	XP_038425425.1
OG0006910	NP_001100751.1	XP_038425662.1
OG0006911	NP_001101860.2, XP_063130538.1	XP_038425784.1
OG0006912	NP_001099527.1	XP_038425790.1
OG0006913	XP_038948942.1, NP_001099229.2	XP_038425833.1
