Orthogroup	Rattus_norvegicus	Myotis_lucifugus
OG0008998	NP_058857.2	XP_023620622.1
OG0008999	NP_058713.1, XP_038962946.1	XP_006088747.1
OG0009000	XP_063137773.1	XP_006081354.1
OG0009001	XP_038957976.1, NP_001094306.1	XP_006095227.2
OG0009002	NP_001012079.1, XP_006232705.1	XP_006097880.1
OG0009003	XP_063143396.1, NP_001100122.1	XP_006088075.1
OG0009004	XP_006247098.1, NP_001100504.1	XP_014314158.1
OG0009005	NP_058739.4	XP_006091193.3
OG0009006	XP_038947542.1, NP_036625.2	XP_014316090.1
OG0009008	NP_476462.2, NP_001073307.1	XP_006100697.1
OG0009009	NP_113946.1	XP_006098605.2
OG0009010	NP_036965.1	XP_023610594.1
OG0009011	XP_063125980.1, NP_001103124.1	XP_023599854.1
OG0009012	NP_001099679.1, XP_017444362.1	XP_006109695.1
OG0009013	XP_006233698.1, NP_071530.1	XP_006103072.1
OG0009014	NP_037279.1, XP_038963063.1	XP_006094813.1
OG0009015	NP_445784.3	XP_006093795.1
OG0009016	XP_006235934.1, NP_068610.1	XP_006101087.1
OG0009017	XP_001076463.2	XP_006108542.2
OG0009018	NP_714942.1, XP_063124870.1	XP_006092243.1
OG0009019	XP_063125909.1, NP_001413964.1	XP_023612726.1
OG0009020	XP_063128115.1, NP_001124473.1	XP_006103331.2
OG0009021	XP_038959207.1, NP_446014.2	XP_006099290.3
OG0009022	XP_006250971.1, NP_071600.1	XP_014315680.1
OG0009023	NP_598268.1, XP_006233322.1	XP_006104762.1, XP_014305765.1
OG0009024	NP_001385874.1	XP_014316950.1
OG0009025	XP_038951327.1, NP_037295.1	XP_023609364.1
OG0009026	NP_899160.2, XP_063133352.1	XP_023615755.1
OG0009027	NP_775141.2	XP_006098506.1
OG0009029	NP_059055.2	XP_006104644.1
OG0009030	NP_037271.2	XP_006101310.1
OG0009031	XP_063117729.1, NP_955417.1	XP_006107977.1
OG0009032	NP_036721.1	XP_006088874.1
OG0009033	NP_113773.1, XP_063127301.1, XP_038934125.1	XP_006096608.2
OG0009034	NP_001012197.2	XP_006084129.1
OG0009035	NP_001100672.1	XP_014316481.1
OG0009036	XP_063125875.1, NP_071610.2	XP_006097988.1, XP_006108168.1
OG0009037	NP_001386487.1, XP_017449316.1	XP_023616792.1
OG0009038	NP_599245.2	XP_014300965.1
OG0009040	XP_063138011.1, NP_001012082.1	XP_006105136.1
OG0009041	NP_001012056.2, XP_063134066.1	XP_006109352.3, XP_014302876.1
OG0009042	XP_006245226.1, NP_062106.1	XP_014318897.1
OG0009043	NP_445998.2, XP_006241671.1	XP_006093384.1
OG0009044	XP_038946713.1, NP_001381159.1	XP_023603846.1
OG0009045	NP_037104.1	XP_006084194.1
OG0009046	XP_008767155.1, NP_001101797.2	XP_023607679.1
OG0009047	NP_071561.1, XP_063121011.1	XP_006090428.1
OG0009048	NP_068606.1	XP_023619559.1
OG0009049	NP_001401825.1	XP_006091542.1
OG0009050	XP_006241109.1, NP_446307.1	XP_006108899.3, XP_023619073.1
OG0009052	NP_434688.1	XP_014306812.1
OG0009053	NP_001178618.1, XP_038949328.1, XP_063138863.1	XP_014309010.2
OG0009054	NP_073158.2, XP_006243717.1	XP_014306892.1
OG0009055	NP_036799.1	XP_006102989.1
OG0009057	NP_001006994.1	XP_014305189.1
OG0009058	XP_063142318.1, NP_001102092.1	XP_023620587.1
OG0009059	XP_006257173.1, NP_001292172.1	XP_006082974.1
OG0009060	NP_036901.2, XP_038957692.1	XP_023608749.1
OG0009061	NP_037189.2, XP_063137440.1	XP_014319247.1
OG0009062	XP_006249836.1, NP_955750.1	XP_006094889.1
OG0009063	NP_445875.1, XP_008756905.1	XP_014308422.1
OG0009064	XP_063120855.1, NP_446455.1	XP_006098367.1
OG0009065	NP_997672.1	XP_023601614.1
OG0009066	XP_038963148.1, NP_001358218.1	XP_023620309.1
OG0009067	XP_038965973.1	XP_023599193.1
OG0009068	XP_006239330.1, NP_071950.1	XP_006102039.1
OG0009069	XP_063135031.1, NP_542945.2	XP_014304490.1
OG0009070	NP_149088.1, XP_008770929.1	XP_006105529.1
OG0009071	XP_038954365.1, NP_149089.1	XP_006105515.1
OG0009072	NP_001012164.1, XP_063134184.1	XP_014321242.1
OG0009073	XP_063120959.1, NP_058698.2	XP_006104622.1
OG0009074	NP_001041382.1	XP_006081270.1
OG0009075	NP_001002278.1, XP_017447268.1	XP_006089623.1
OG0009076	XP_017453936.1, NP_113877.1	XP_006102060.1
OG0009077	XP_063125500.1, NP_001382588.1	XP_006095023.1
OG0009078	NP_001011940.1, XP_063143012.1	XP_023604295.1
OG0009079	XP_063124404.1, NP_476497.1	XP_006106528.1
OG0009080	NP_001037739.1, XP_063129645.1	XP_023600088.1
OG0009081	NP_001005876.1	XP_006103477.1
OG0009082	NP_077074.1	XP_006097405.1
OG0009083	NP_036856.1, XP_038946301.1	XP_014318245.1
OG0009084	NP_075411.2	XP_023613479.1
OG0009085	XP_038938925.1, NP_599198.2	XP_023615329.1
OG0009086	NP_001099543.1, XP_063131228.1	XP_023619750.1
OG0009087	XP_038952304.1, NP_001010963.1	XP_023617889.1, XP_014303241.1
OG0009088	NP_001040561.1	XP_023601101.1
OG0009089	NP_001100547.2	XP_006106690.1
OG0009090	NP_001073358.2	XP_014301389.1, XP_014301402.1
OG0009091	NP_067594.1	XP_023601714.1
OG0009092	NP_001032292.1	XP_006098637.1
OG0009093	NP_446376.1, XP_038943832.1	XP_014307780.1, XP_006084924.1
OG0009094	XP_038935090.1, NP_001123973.1	XP_023613559.1, XP_006093399.1
OG0009095	NP_001128480.1, XP_063129984.1	XP_023600707.1, XP_006100108.2
OG0009096	NP_001178480.1, XP_038948264.1	XP_023601457.1, XP_006106132.2
OG0009097	NP_001014157.1	XP_006104485.1
OG0009098	NP_001036086.2, XP_038958707.1	XP_014316800.1
OG0009099	NP_112621.1	XP_006095318.1
OG0009100	NP_446210.1, XP_038964220.1	XP_023610603.1
OG0009101	NP_062165.2, XP_006232178.1	XP_006105124.1
OG0009102	NP_001101426.1	XP_006102775.1
OG0009103	NP_001414022.1	XP_014308386.1
OG0009104	NP_001017375.2	XP_023606921.1
OG0009105	NP_001138429.1	XP_006095346.1
OG0009106	XP_038946644.1, NP_001013144.1	XP_014303822.1
OG0009107	NP_001382650.1, XP_006253542.1	XP_023608237.1
OG0009108	XP_038945063.1, NP_037355.2	XP_006097756.1
OG0009109	NP_001395922.1, NP_001032603.1	XP_014303365.1
OG0009110	XP_038936824.1	XP_014321913.1
OG0009112	NP_001296749.1	XP_014322793.2, XP_006107927.1
OG0009113	NP_001100060.1, XP_038963218.1	XP_014310934.2
OG0009114	XP_038941779.1, NP_851600.1	XP_006090530.1
OG0009115	XP_038948728.1, NP_445877.1	XP_006109214.2, XP_006101675.1
OG0009116	NP_001258013.1	XP_006094841.1
OG0009117	NP_058737.1	XP_006094151.1
OG0009118	NP_001009650.1	XP_006084533.1
OG0009119	XP_038966234.1, NP_001102145.1	XP_023617709.1
OG0009120	NP_001094104.1	XP_006093882.1
OG0009121	NP_958824.2	XP_023600109.1
OG0009122	XP_038964316.1	XP_014300913.1
OG0009123	XP_038935221.1, NP_001012121.1	XP_006109262.2
OG0009124	NP_001011980.1, XP_038936908.1	XP_006104128.1
OG0009125	NP_036954.2, XP_038963034.1	XP_006097604.1
OG0009126	NP_001001513.2, XP_006246807.1	XP_006105562.3
OG0009127	NP_036857.2, XP_006253183.1	XP_006092708.1
OG0009128	NP_001386212.1, XP_038944426.1	XP_023613089.1
OG0009129	XP_017456698.1, NP_001127893.1	XP_023602248.1
OG0009130	NP_001020828.1	XP_006107718.1
OG0009131	NP_072121.2	XP_023611660.1
OG0009132	NP_445822.1	XP_006084740.1
OG0009133	XP_038942382.1, NP_001094232.1	XP_006089143.1
OG0009134	NP_071985.2	XP_006101274.1
OG0009135	NP_001040553.1	XP_006090082.1
OG0009136	NP_001258904.1	XP_006085961.1, XP_006084672.1
OG0009137	XP_063135087.1, NP_942035.2	XP_006107093.1
OG0009138	NP_445952.1, XP_006244672.1	XP_006099765.1
OG0009139	NP_001414197.1	XP_023610489.1
OG0009141	XP_063137920.1, NP_037107.1	XP_023616309.1
OG0009142	NP_001178732.1, XP_038939074.1	XP_006101181.1
OG0009144	NP_001164046.1, XP_017444526.1	XP_006095114.1
OG0009145	XP_038957533.1, NP_037036.1	XP_014309593.1
OG0009146	NP_445887.2, XP_063131921.1	XP_014306085.1
OG0009147	XP_038936980.1, NP_001381983.1	XP_023609924.1
OG0009148	NP_998789.1, XP_063132323.1	XP_023613840.1
OG0009149	XP_008770595.3, NP_001401840.1	XP_014303493.1
OG0009150	XP_006241005.1, NP_001014104.1	XP_006101193.1
OG0009151	XP_063140701.1, NP_112293.1	XP_006086079.1
OG0009152	XP_038962098.1, NP_665726.1	XP_006087952.1, XP_006093858.1
OG0009153	XP_038957088.1, NP_058766.2	XP_006081534.2
OG0009154	XP_063137597.1, XP_038940448.1, NP_001009652.1	XP_023618904.1
OG0009155	NP_001019916.1	XP_023606642.1
OG0009156	NP_112623.2	XP_006091746.1
OG0009157	NP_001099633.1	XP_006097454.1
OG0009159	NP_077335.2, XP_006240258.1	XP_006096092.1
OG0009161	NP_001388164.1, XP_038954654.1	XP_023600912.1
OG0009162	NP_001014283.2	XP_023614295.1
OG0009163	NP_001382636.1, XP_006243048.1	XP_023613670.1
OG0009164	NP_001414715.1, XP_063130299.1	XP_023608611.1
OG0009165	NP_150240.1	XP_006107150.2, XP_023599625.1
OG0009166	NP_001103526.1	XP_023602341.1
OG0009167	XP_038955558.1, NP_001100427.1	XP_023616676.1
OG0009168	XP_038947846.1, NP_001077093.1	XP_006088554.1
OG0009169	NP_001160058.1, XP_038955912.1	XP_014313744.1
OG0009170	NP_036744.1	XP_014301580.2, XP_006107675.1
OG0009171	NP_075231.1	XP_006088951.1
OG0009172	XP_006245354.1, NP_001414600.1	XP_023619102.1
OG0009173	XP_008756903.1, NP_001011930.1	XP_006081515.1
OG0009174	XP_038947891.2, NP_001123533.1	XP_023604888.1
OG0009176	XP_006245586.1, NP_001100397.1	XP_006083087.1
OG0009177	XP_063138239.1, NP_037291.1	XP_023610681.1
OG0009178	XP_038964264.1, NP_001102863.1	XP_006083891.1
OG0009179	NP_067605.1	XP_014305048.1
OG0009180	NP_446428.1, XP_038959228.1	XP_006095770.1
OG0009182	NP_001013894.2, XP_063128152.1	XP_006106403.1
OG0009185	NP_001000818.1	XP_023603373.1
OG0009187	NP_001000582.1	XP_006109129.1, XP_006088091.1
OG0009189	NP_001004218.1	XP_014307448.1
OG0009190	XP_038959502.1, NP_001099687.2	XP_006089306.1
OG0009191	NP_001401847.1, XP_063135138.1	XP_006089260.1
OG0009192	XP_038954373.1, NP_037006.1	XP_023609942.1
OG0009193	NP_001099674.1	XP_023609958.1
OG0009194	XP_063136642.1	XP_006108697.1
OG0009196	NP_001185899.1, XP_063129758.1	XP_023602724.1
OG0009197	XP_038940240.1, NP_001402920.1	XP_023608096.1
OG0009198	NP_001388971.1	XP_006106893.1
OG0009199	NP_570108.1	XP_006107055.2, XP_006109376.1
OG0009200	XP_038959919.1, NP_001099701.2	XP_023603717.1
OG0009201	NP_001101949.1, XP_038938022.1	XP_014305026.2
OG0009202	NP_001296097.1	XP_006097463.1
OG0009203	XP_006255005.1, NP_001401324.1	XP_014318661.1
OG0009204	XP_008770357.1, NP_001007688.1	XP_023611391.1
OG0009205	XP_038952543.1, NP_001163907.2	XP_006090838.1
OG0009206	XP_038953304.1, NP_001387727.1	XP_006104058.1
OG0009207	NP_001385496.1	XP_006087197.1
OG0009208	XP_063140509.1, NP_001041317.2	XP_006084499.1
OG0009209	XP_038940750.1, NP_001264623.1	XP_023605973.1
OG0009210	NP_001414778.1, XP_038954733.1	XP_006084482.1
OG0009211	NP_001032878.1, XP_038937031.1	XP_006084479.1, XP_006084478.1, XP_014307354.1
OG0009212	XP_063132268.1	XP_023605967.1
OG0009213	NP_001100984.2	XP_023605954.1
OG0009214	NP_001119564.1	XP_006084457.1, XP_006093053.1
OG0009215	NP_001020171.1, XP_038966572.1	XP_006103667.1
OG0009216	XP_006227909.1, NP_001028825.1, NP_476444.2	XP_014323072.1
OG0009217	NP_001406731.1, XP_038955616.1	XP_023613945.1
OG0009218	NP_001034432.1, XP_006227946.1	XP_023613980.1
OG0009219	XP_038946688.1, NP_001121109.1	XP_023613991.1
OG0009220	NP_001099675.1, XP_063138920.1	XP_023600758.1
OG0009221	XP_063128104.1, NP_064478.1	XP_023600481.1
OG0009223	NP_037349.1, XP_063138525.1	XP_014304596.2
OG0009224	NP_671487.1	XP_006089241.1
OG0009225	XP_002729004.1	XP_023609937.1
OG0009226	XP_228172.5	XP_023609969.1
OG0009227	NP_001101101.2	XP_006089265.1
OG0009228	XP_008771237.2, NP_001414024.1	XP_006089275.1
OG0009229	NP_001397251.1, XP_063122112.1	XP_023609976.1
OG0009230	XP_063132573.1	XP_023609972.1
OG0009231	NP_001101930.1, XP_063122124.1	XP_023609962.1
OG0009232	NP_569101.1	XP_006089302.1
OG0009233	NP_001233248.1, XP_001061496.1	XP_006095134.1
OG0009234	NP_001094460.1, XP_017445034.1	XP_023614898.1
OG0009235	XP_063132644.1	XP_014316594.2
OG0009236	NP_001165587.1	XP_023614895.1
OG0009237	NP_001001801.1, XP_038937049.1	XP_023606040.1
OG0009238	XP_063132612.1	XP_023620792.1
OG0009239	NP_001012051.1, XP_038951536.1	XP_023620788.1
OG0009240	XP_063132857.1	XP_006101485.1
OG0009241	XP_006253618.1, NP_932167.1	XP_006100075.1
OG0009242	NP_001264263.1, XP_038965414.1	XP_006086908.1
OG0009243	XP_063143072.1, NP_001406496.1	XP_023608158.1
OG0009244	XP_006231245.1, NP_001099827.1	XP_006086861.1
OG0009245	NP_001099230.2	XP_023608097.1
OG0009246	XP_008758532.1, NP_001032882.2	XP_023620333.1, XP_023605233.1
OG0009247	XP_038936221.1, NP_001101067.1	XP_023601377.1
OG0009248	XP_063143427.1, NP_001099840.1	XP_006094174.1
OG0009249	NP_001101052.2, XP_006231271.1	XP_014315886.1
OG0009250	XP_017455997.1, NP_001100809.1	XP_023601477.1
OG0009251	NP_001386179.1, XP_006253737.1	XP_014302262.2
OG0009252	NP_001099213.1	XP_023600341.1
OG0009257	XP_006229204.1, NP_067694.1	XP_023604559.1
OG0009258	NP_954519.1, XP_006229076.1	XP_006107534.1
OG0009259	NP_077339.1, XP_038948788.1, XP_006229206.1	XP_014306080.2
OG0009260	XP_038949993.1, NP_001414541.1	XP_023604019.1
OG0009263	NP_001414567.1	XP_006107061.1
OG0009265	NP_001012067.1	XP_006110057.1
OG0009267	NP_001012063.1	XP_023603329.1
OG0009268	NP_001402715.1	XP_023604615.1
OG0009269	XP_063137216.1, NP_036846.1	XP_023603021.1
OG0009270	XP_006228464.1, NP_001099700.1	XP_023603020.1
OG0009272	XP_063117375.1, NP_001100952.1	XP_014303628.1
OG0009274	NP_599179.2	XP_006102235.2
OG0009276	NP_001382020.1	XP_006108761.1
OG0009277	NP_620606.2	XP_006102240.1
OG0009278	NP_001100961.1, XP_038967392.1	XP_023600634.1
OG0009279	XP_038949510.1	XP_014301468.1
OG0009280	XP_003748837.1	XP_023600627.1
OG0009281	NP_001258133.2, XP_038968890.1	XP_023600637.1
OG0009284	NP_067589.1	XP_014323463.1
OG0009285	NP_113982.2, XP_038967418.1	XP_023599729.1
OG0009286	NP_001100965.1, XP_038967424.1	XP_014323460.1
OG0009288	NP_835195.1	XP_023599736.1
OG0009289	XP_038943077.1, NP_001333237.1	XP_014323480.1, XP_023599741.1
OG0009290	XP_006228627.1	XP_023599725.1
OG0009291	NP_001127978.2	XP_014318098.1
OG0009292	XP_063136862.1, NP_001376171.1	XP_006096757.1, XP_006096756.1
OG0009293	NP_001185513.1, XP_006228779.1	XP_023620899.1
OG0009294	NP_001094301.1	XP_006096724.1
OG0009295	NP_446258.2	XP_006096723.1
OG0009296	XP_038967514.1, NP_001178552.2	XP_023618108.1
OG0009297	NP_001100972.1, XP_006228833.1	XP_006098700.1
OG0009298	XP_038944236.1, NP_001386743.1	XP_023618113.1
OG0009299	XP_038949830.1	XP_014319743.1
OG0009300	XP_008757476.1, NP_001414070.1	XP_006098753.1
OG0009301	NP_001102987.1, XP_017445223.1	XP_006098726.1
OG0009302	XP_038949886.1, NP_001414517.1	XP_023618102.1
OG0009303	NP_695216.1	XP_006098740.1
OG0009304	NP_116005.1, XP_006228906.1	XP_014319702.1
OG0009305	NP_001387770.1, XP_038956785.1	XP_014317430.2
OG0009306	XP_038967529.1, NP_001094049.1	XP_006096030.1
OG0009307	NP_445993.1, XP_038948896.1	XP_014317461.1
OG0009308	XP_006228961.2	XP_006096064.1
OG0009309	XP_063139779.1, NP_001099716.1	XP_006096046.1
OG0009310	NP_001028870.1	XP_006088480.1
OG0009311	NP_001019454.1	XP_006097511.1
OG0009312	XP_063137175.1, NP_001408202.1	XP_023607054.1
OG0009313	XP_038959405.1	XP_023607396.1
OG0009314	NP_446345.3	XP_014323724.1
OG0009315	NP_001020908.1	XP_006097330.2
OG0009316	NP_001101379.1, XP_006239081.1	XP_023616750.1
OG0009317	NP_001178797.1, XP_063144139.1	XP_006094124.1
OG0009318	XP_063144140.1, NP_001388767.1	XP_023614094.1
OG0009320	NP_036749.1	XP_023616784.1, XP_006097301.2
OG0009321	NP_714949.2	XP_006097346.2
OG0009322	XP_038965606.1, NP_001013446.1	XP_006094134.3
OG0009324	NP_001178762.1	XP_006086766.1
OG0009325	XP_038953950.1, NP_112514.1	XP_023607993.1
OG0009326	XP_063133853.1, NP_058718.2	XP_006086740.1
OG0009327	XP_006254402.1, NP_001100839.1	XP_006100327.1
OG0009328	XP_006254431.1, NP_446134.2	XP_006100330.1
OG0009329	NP_001026830.1	XP_006094338.1
OG0009330	NP_476550.1	XP_006086735.1
OG0009331	NP_001012486.1	XP_014309420.1
OG0009332	XP_001057551.1	XP_006093791.1
OG0009333	XP_038952338.1	XP_023618297.1
OG0009334	NP_612532.1	XP_006088474.1
OG0009335	NP_001020891.1, XP_063132705.1	XP_023617726.1
OG0009336	XP_008770115.1, NP_579827.1	XP_023609322.1
OG0009337	XP_006254290.1, NP_001258271.1	XP_006088464.1
OG0009338	XP_006254254.1, NP_476476.1	XP_023609327.1
OG0009339	NP_996729.1, XP_063132788.1	XP_006088497.1
OG0009340	XP_038951677.1	XP_023617545.1
OG0009341	NP_037077.1	XP_014309315.1
OG0009342	XP_063133204.1, NP_690921.2	XP_006086560.1
OG0009343	NP_001020585.1	XP_014321725.2, XP_006086541.1
OG0009344	XP_063133284.1, NP_001099624.1	XP_006086547.1
OG0009346	NP_001100861.1, XP_038952785.1	XP_006097514.1
OG0009347	XP_063133570.1, NP_001382675.1	XP_014318679.1
OG0009348	NP_001071115.2, XP_063137794.1	XP_023602380.1
OG0009349	XP_006231991.1, NP_001030328.1	XP_014303229.1
OG0009350	XP_006231986.1, NP_001161472.1	XP_023603850.1
OG0009351	XP_038959429.1, NP_001385981.1	XP_006081486.1
OG0009352	XP_038959427.2	XP_023607364.1
OG0009353	XP_017446439.1, NP_001013217.1	XP_006081472.1
OG0009354	NP_001102014.2	XP_014307909.1
OG0009355	NP_001399444.1	XP_006081448.1
OG0009356	NP_037137.2	XP_023606984.1
OG0009357	NP_001099874.1	XP_014307654.1, XP_023606968.1
OG0009358	XP_063137565.1	XP_014307438.1
OG0009359	NP_062090.1, XP_038957817.1	XP_006081410.1
OG0009360	NP_001101118.1, XP_006231909.1	XP_023606644.1
OG0009361	NP_001019469.1, XP_063138414.1	XP_006081399.1
OG0009362	NP_001094135.1, XP_006231892.1	XP_014307152.1
OG0009363	XP_038953472.1, NP_001128312.1	XP_014320228.1
OG0009364	XP_063134340.1, NP_001258020.1	XP_023618625.1
OG0009365	NP_001100878.1, XP_063134047.1	XP_006099276.1
OG0009366	NP_001386006.1	XP_006106711.1
OG0009367	XP_063133928.1, NP_001011925.1	XP_006106338.1
OG0009368	NP_001100881.1, XP_063134065.1	XP_023603267.1
OG0009369	NP_112316.2	XP_006103121.1
OG0009370	XP_006255259.1, NP_001025215.1	XP_014300982.1
OG0009371	XP_017456694.1, NP_001011926.1	XP_006103127.1
OG0009372	XP_038953740.1	XP_006106033.2
OG0009373	NP_001292110.1	XP_006109141.3
OG0009374	XP_008762400.2	XP_014315951.1
OG0009375	NP_001102153.1, XP_063144094.1	XP_014315973.1
OG0009376	NP_001007651.1	XP_006094297.1
OG0009377	NP_445898.1, NP_001020580.1	XP_006094298.1
OG0009378	NP_001108507.1	XP_006094311.1
OG0009379	XP_038965249.1, NP_037196.1	XP_006094335.2
OG0009380	NP_001026826.1	XP_014323744.1
OG0009381	XP_038965345.1, NP_001006980.1	XP_023600013.1
OG0009382	NP_001386744.1	XP_006097306.1
OG0009383	XP_038965712.1	XP_023616764.1
OG0009384	NP_001012099.1	XP_006097329.1
OG0009385	NP_001258409.1, XP_063144341.1	XP_006097332.1
OG0009386	XP_063144403.1, NP_067593.1	XP_006097331.1
OG0009387	XP_006239128.1, NP_075228.2	XP_014318552.1
OG0009388	NP_001102156.1	XP_006097339.1
OG0009389	NP_001258188.1, XP_038965021.1	XP_014318565.1
OG0009390	NP_001385966.1	XP_023616753.1
OG0009391	NP_001107252.1	XP_014318572.1
OG0009392	XP_002729595.4	XP_023599203.1
OG0009393	NP_620208.1, XP_063143214.1	XP_023599180.1
OG0009394	XP_008762378.1, NP_001382536.1	XP_006102024.3
OG0009395	NP_001034100.1, XP_063143520.1	XP_014322853.1
OG0009396	XP_038965120.1, NP_543179.1	XP_014322865.1
OG0009397	NP_001386265.1, XP_063144513.1	XP_023599192.1
OG0009398	NP_001102741.1	XP_014322831.1
OG0009399	NP_001101456.2, XP_006239244.1	XP_014301970.1
OG0009400	NP_001101457.2	XP_006094145.1
OG0009401	XP_006239282.1	XP_006094118.1
OG0009402	NP_077362.1, XP_038966760.1	XP_023614112.1
OG0009403	NP_001386450.1	XP_006094110.1
OG0009404	NP_058799.2, XP_063143264.1	XP_006094111.1
OG0009405	XP_063144490.1, NP_001414551.1	XP_006094106.1
OG0009406	XP_063143525.1, NP_001015008.1	XP_006094103.1
OG0009407	XP_038966804.1, NP_445854.1	XP_023614091.1
OG0009408	NP_001100162.1	XP_006094083.1
OG0009409	NP_954539.1, XP_038965988.1	XP_023614148.1
OG0009410	XP_006239345.1	XP_014315756.1
OG0009411	NP_001103057.1	XP_006094135.1
OG0009412	XP_063143863.1, NP_001382037.1	XP_006094047.1
OG0009413	NP_001128175.2	XP_006094126.1, XP_006109290.2
OG0009414	NP_058923.1, XP_017448694.1	XP_023600972.1
OG0009415	NP_001402864.1, XP_017448904.1	XP_023603820.1
OG0009416	NP_001102447.1	XP_006105814.2
OG0009417	NP_001013958.2	XP_023601686.1
OG0009418	NP_001014216.1, XP_038966359.1	XP_006104821.1
OG0009419	NP_001041650.1, XP_038965617.1	XP_006109866.1
OG0009420	XP_063144153.1, NP_001071117.1	XP_023601706.1
OG0009421	XP_038966564.1, NP_001037733.2	XP_023603881.1
OG0009422	NP_001382518.1, XP_006239413.1	XP_023605207.1, XP_014302325.1
OG0009423	NP_569110.1	XP_006104586.1
OG0009424	XP_063143893.1, NP_001129253.1	XP_006107676.2
OG0009425	XP_342976.3, NP_001413971.1	XP_006103788.1
OG0009426	NP_001178505.1, XP_006239454.1	XP_006103784.1
OG0009427	NP_445963.2	XP_006103782.1
OG0009428	NP_063971.1	XP_006108351.2, XP_023600723.1
OG0009429	NP_001093957.1	XP_006086768.2, XP_023608026.1
OG0009430	XP_008770155.3, NP_001406491.1	XP_023614318.1
OG0009431	NP_631922.1	XP_023606291.1
OG0009432	NP_001128076.1	XP_006106640.1
OG0009433	XP_038949522.1, NP_001037722.1	XP_014304288.1
OG0009434	XP_006254645.1, NP_001100867.1	XP_023604370.1
OG0009435	XP_038966704.1, NP_001100935.1	XP_006081254.1
OG0009436	NP_001009687.1	XP_006081255.1
OG0009437	XP_038959313.1	XP_014309568.2
OG0009438	NP_001178771.1, XP_063137284.1	XP_006081285.1
OG0009439	XP_063138729.1, XP_008768629.4	XP_006081293.1
OG0009440	XP_038957730.1, NP_037267.2	XP_023608069.1
OG0009441	NP_001164029.1	XP_006081301.1
OG0009442	XP_063137283.1, NP_570103.1	XP_023606057.1
OG0009443	NP_446173.2, XP_038957491.1	XP_023606078.1
OG0009444	XP_038936547.2, XP_063138380.1, NP_001013263.1	XP_023606256.1
OG0009445	NP_001382526.1	XP_014306974.1
OG0009446	XP_063137151.1, NP_001414054.1	XP_023606326.1
OG0009447	NP_001020818.1, XP_038957847.1	XP_006081374.1
OG0009448	XP_006231889.1, NP_001102405.1	XP_006081375.1
OG0009449	NP_001099737.1	XP_006106061.1
OG0009450	NP_001258252.1, XP_006229385.1	XP_006108454.1
OG0009452	XP_006229408.1, NP_001101956.1	XP_014301827.1
OG0009453	XP_006229430.2, NP_001380690.1	XP_023604995.1, XP_023600648.1
OG0009454	NP_001178554.1, XP_017444651.2	XP_023599912.1
OG0009455	NP_001100994.1	XP_014323627.1
OG0009456	NP_001099741.2, XP_038961459.1	XP_023599817.1
OG0009457	XP_008757802.2	XP_023599815.1
OG0009459	NP_445939.1, XP_038948841.1	XP_023604390.1
OG0009460	NP_001100998.1, XP_006229493.1	XP_014305518.1
OG0009461	XP_063118705.1, NP_001413904.1	XP_006105822.1
OG0009462	NP_001100995.1	XP_006108109.1, XP_006104796.1
OG0009463	XP_008757768.1, NP_001178824.1	XP_023601657.1
OG0009465	XP_017444658.1	XP_023604578.1
OG0009469	XP_063129012.1, NP_001163926.1	XP_023602175.1
OG0009470	XP_063129733.1, NP_077813.1	XP_023602178.1
OG0009471	NP_543176.2	XP_023604882.1, XP_023603428.1
OG0009472	XP_063129432.1	XP_023603421.1
OG0009473	NP_062212.2, XP_006251413.1	XP_014305369.2
OG0009474	NP_001100697.1, XP_006251318.1	XP_014306739.2
OG0009475	NP_001381661.2, XP_017454805.1	XP_014301941.2
OG0009476	NP_001008340.1	XP_014305700.1
OG0009478	XP_038948368.1, NP_001124460.1	XP_023604556.1
OG0009479	NP_001008320.2, XP_063129083.1	XP_014305749.1
OG0009480	NP_001011910.1	XP_006108073.2
OG0009481	XP_038948711.1	XP_014322409.1
OG0009482	NP_446430.1	XP_006096668.1
OG0009483	NP_001101832.1, XP_006251161.1	XP_014305380.1
OG0009484	XP_017454948.1	XP_023609401.1
OG0009485	NP_001012037.1, XP_063129204.1	XP_006088561.1
OG0009486	XP_006251059.1, NP_001099477.2	XP_006088579.1
OG0009487	XP_006251095.1, NP_001414256.1	XP_014315140.1
OG0009488	NP_037012.1	XP_023613508.1
OG0009489	NP_001178526.1, XP_063129005.1	XP_006093334.1
OG0009490	XP_038947650.1, NP_001099482.1	XP_006108363.3
OG0009491	NP_001387845.1	XP_006088546.1
OG0009492	NP_001005547.1, XP_063121188.1	XP_006087983.1
OG0009493	NP_001008334.2, XP_006237762.1	XP_006086816.1
OG0009494	NP_067603.1	XP_006089164.1
OG0009495	XP_063137514.1, NP_001162101.1	XP_023608369.1
OG0009496	NP_001019924.1	XP_006096680.1
OG0009497	XP_063132745.1	XP_023604744.1, XP_014301126.1
OG0009498	NP_001385449.1, XP_063132150.1	XP_006108323.1, XP_023600325.1
OG0009499	XP_017456794.1, NP_001014037.1	XP_014302322.1
OG0009500	XP_038954215.2	XP_023605035.1, XP_023601521.1
OG0009501	XP_008770896.3	XP_014302314.1, XP_014306266.1
OG0009502	NP_071598.1	XP_006086782.1, XP_006105835.1, XP_006109472.2
OG0009503	XP_038953970.2, NP_445862.1	XP_023605123.1, XP_014303344.2
