Orthogroup	Rattus_norvegicus	Urocitellus_parryii
OG0006036	NP_001414158.1	XP_026246499.1
OG0006037	NP_001385587.1	XP_026265305.1
OG0006038	NP_001076807.1	XP_026236361.1, XP_026236360.1
OG0006039	NP_001121110.1, XP_063128688.1	XP_026236384.1
OG0006040	XP_038946446.1	XP_026263735.1
OG0006041	XP_063128241.1, NP_001099452.1	XP_026262923.1
OG0006042	XP_063136183.1, NP_001102284.1	XP_026243371.1
OG0006043	NP_001129312.1, XP_038945574.1	XP_026238310.1
OG0006044	NP_036700.1, XP_003752087.1	XP_026250928.1
OG0006045	XP_017457609.1, NP_001178842.1	XP_026252539.1
OG0006046	NP_001100432.1	XP_026252510.1
OG0006047	NP_113949.2, XP_063136182.1	XP_026252543.1
OG0006048	XP_063135244.1, NP_001414106.1	XP_026252550.1
OG0006049	NP_808796.1, XP_017457576.1	XP_026265288.1
OG0006050	NP_001388147.1	XP_026243339.1
OG0006051	NP_001104252.1, NP_062006.1	XP_026237147.1
OG0006052	NP_001388169.1, NP_001388170.1, XP_038956501.1, XP_006256683.1	XP_026262483.1
OG0006053	NP_620209.2, XP_008771290.2	XP_026262531.1
OG0006054	XP_006256763.1, NP_001100425.1	XP_026262478.1
OG0006055	XP_006256799.1	XP_026262504.1
OG0006056	NP_001401322.1	XP_026262500.1
OG0006057	NP_001108499.1, XP_038955731.1	XP_026263213.1
OG0006058	XP_006257284.1	XP_026266296.1
OG0006059	NP_001101713.1, XP_038955645.1	XP_026266299.1
OG0006060	NP_001106213.1, XP_006257558.1	XP_026269405.1
OG0006061	XP_038955773.1, NP_001101726.2	XP_026269606.1
OG0006062	XP_006257619.1, NP_786939.1	XP_026269675.1
OG0006063	NP_001100440.1	XP_026248016.1
OG0006064	NP_579822.1, XP_038955468.1	XP_026268565.1
OG0006065	NP_058702.1	XP_026236864.1
OG0006067	XP_063136446.1	XP_026268371.1
OG0006068	NP_001388178.1	XP_026235924.1
OG0006070	XP_008772009.1, NP_996538.1	XP_026270006.1
OG0006071	NP_001093117.1	XP_026247686.1
OG0006072	XP_008761102.1, NP_001007646.1	XP_026257329.1
OG0006073	XP_006245898.1	XP_026241417.1
OG0006074	NP_001041314.1, XP_038950336.1	XP_026265128.1, XP_026265127.1, XP_026265129.1
OG0006076	NP_001000767.1, NP_001000236.1, XP_003749051.1	XP_026237975.1
OG0006077	XP_038940067.1, NP_062236.3	XP_026255118.1
OG0006078	NP_001070824.1, NP_001013220.1, XP_063138299.1	XP_026259125.1
OG0006079	NP_001099665.1	XP_026257694.1
OG0006083	NP_001000277.1, NP_001001117.1, NP_001000896.1, NP_999625.1, NP_001001116.1, NP_999621.1, NP_001001424.1, NP_001001423.1, NP_001000510.1	XP_026269156.1
OG0006084	NP_001406952.1, XP_008757662.1, XP_006229108.1, NP_001014039.1, NP_001406937.1, XP_063142945.1	XP_026237813.1
OG0006089	NP_001008511.2	XP_026270184.1
OG0006090	XP_063143142.1, NP_446370.3	XP_026267076.1
OG0006091	XP_038952015.1, NP_001382599.1	XP_026257977.1
OG0006092	NP_598216.3	XP_026262576.1
OG0006093	XP_063126359.1, NP_058746.1	XP_026249353.1
OG0006094	NP_001108494.1, XP_063129055.1	XP_026242991.1
OG0006095	XP_006252076.1, NP_113847.1	XP_026261889.1
OG0006096	XP_063137409.1, NP_036974.2	XP_026266418.1
OG0006097	NP_001007600.1	XP_026242802.1
OG0006098	NP_113862.1, XP_006245098.1	XP_026250386.1
OG0006099	XP_063117655.1, NP_058912.1	XP_026241482.1
OG0006100	NP_445811.1, XP_063126056.1	XP_026244087.1
OG0006101	NP_058790.1, XP_008758976.1	XP_026237627.1, XP_026271270.1
OG0006102	NP_114185.3, XP_038964378.1	XP_026266669.1
OG0006103	XP_006235929.3, NP_446401.1	XP_026235582.1
OG0006104	XP_063135888.1, NP_062009.1	XP_026268596.1
OG0006105	NP_001099967.1, XP_063123984.1	XP_026246798.1
OG0006106	NP_036930.1	XP_026238450.1
OG0006107	NP_037248.2	XP_026249958.1
OG0006108	XP_063131831.1, NP_114470.1	XP_026244966.1
OG0006109	NP_113728.1	XP_026247999.1
OG0006110	NP_112297.1, XP_006243920.1	XP_026239647.1
OG0006111	XP_006244622.1, NP_113872.1	XP_026250241.1
OG0006112	NP_001013063.1	XP_026252734.1
OG0006113	NP_001102130.1, XP_006238135.1	XP_026243649.1
OG0006114	NP_446152.2	XP_026249382.1
OG0006115	XP_063127494.1, NP_001032280.1	XP_026267634.1
OG0006116	XP_006250535.1, NP_058776.2	XP_026243213.1
OG0006117	NP_001400942.1, XP_063124484.1	XP_026241400.1
OG0006118	XP_006248036.1	XP_026249785.1
OG0006119	NP_037165.1	XP_026266436.1, XP_026237825.1
OG0006120	NP_059029.1, XP_006252493.1	XP_026271056.1, XP_026271055.1
OG0006121	XP_006227699.1, NP_037202.2	XP_026253421.1
OG0006122	XP_063120265.1, NP_068615.1	XP_026253027.1
OG0006123	NP_036646.2, XP_008766314.1	XP_026238229.1, XP_026242620.1
OG0006124	NP_997655.1	XP_026271238.1
OG0006125	NP_001164077.1	XP_026240296.1
OG0006126	NP_001257974.1	XP_026247036.1
OG0006127	XP_038966621.1, NP_113820.1	XP_026256641.1
OG0006128	NP_113748.1	XP_026259860.1
OG0006129	NP_001101662.1	XP_026262062.1
OG0006130	NP_001101123.1	XP_026245941.1
OG0006131	NP_001103405.1	XP_026267632.1
OG0006132	NP_690059.1, XP_038950167.1	XP_026270934.1
OG0006133	NP_001099226.1, XP_063127302.1, NP_058932.1	XP_026259177.1
OG0006134	NP_001102567.1, XP_006251717.1	XP_026246012.1
OG0006135	NP_942036.1	XP_026239460.1
OG0006136	NP_852048.1, XP_017451925.1	XP_026252598.1
OG0006137	NP_037069.1	XP_026264323.1
OG0006138	XP_006243083.1, NP_077370.2	XP_026248344.1
OG0006139	NP_001041316.1, XP_017456734.2	XP_026257709.1
OG0006140	NP_001099647.1, XP_063133973.1	XP_026269042.1
OG0006141	NP_001019940.1, XP_038946657.1	XP_026246482.1
OG0006142	NP_113746.1	XP_026260494.1
OG0006143	NP_067722.2, XP_038935756.1	XP_026256403.1
OG0006144	XP_063138711.1, NP_114464.1	XP_026250788.1
OG0006145	XP_063128669.1, NP_001389285.1	XP_026244301.1
OG0006146	NP_001011959.2	XP_026264162.1
OG0006147	NP_059011.1, XP_006254664.1	XP_026257067.1
OG0006148	NP_001382061.1	XP_026245054.1
OG0006149	NP_062065.2, NP_001077380.1	XP_026237628.1
OG0006150	NP_001005556.1, XP_006235096.1	XP_026241582.1, XP_026241581.1
OG0006151	XP_038968200.1, NP_001004444.1	XP_026240870.1
OG0006152	NP_663714.2, XP_017446121.1	XP_026250793.1
OG0006153	NP_062000.1	XP_026253378.1
OG0006154	NP_001165591.1, XP_038947853.1	XP_026243277.1
OG0006155	NP_036883.1, XP_063124525.1	XP_026246241.1
OG0006156	XP_038955582.1, NP_001012006.1	XP_026252505.1
OG0006157	NP_001414259.1, XP_038956840.1	XP_026262006.1
OG0006158	NP_067704.1, XP_017452990.1	XP_026255957.1
OG0006159	XP_006229328.1	XP_026239896.1
OG0006160	XP_006251064.1, NP_001139507.1	XP_026241920.1
OG0006161	NP_036932.1	XP_026248681.1
OG0006162	NP_037217.3	XP_026246003.1
OG0006163	NP_001257714.1	XP_026262768.1
OG0006164	NP_446313.2, XP_008761976.1	XP_026249129.1
OG0006165	NP_001028244.1, XP_038937855.1, XP_038952175.1, NP_075211.2	XP_026259080.1
OG0006166	NP_446268.2, NP_001029187.1	XP_026247353.1
OG0006167	XP_063117837.1, NP_001100979.1	XP_026262193.1
OG0006168	XP_038946496.1, NP_001139300.1	XP_026262932.1
OG0006169	XP_006234630.1, NP_001101218.1	XP_026254935.1
OG0006170	XP_063143116.1, NP_001191808.1	XP_026253718.1
OG0006171	NP_001389216.1	XP_026256034.1
OG0006172	NP_663708.1, XP_063143232.1	XP_026266456.1
OG0006173	NP_001100264.2	XP_026254518.1
OG0006174	NP_579833.1, XP_063122601.1	XP_026258141.1
OG0006175	XP_063133291.1, NP_001099627.1	XP_026257019.1
OG0006176	NP_001014210.1	XP_026266726.1
OG0006178	XP_038957714.2, NP_001028837.1	XP_026260829.1
OG0006179	NP_786934.1, XP_038959836.1	XP_026266231.1
OG0006180	NP_001030115.1, XP_063125948.1	XP_026252379.1
OG0006181	NP_036644.1, XP_063139144.1	XP_026248526.1
OG0006182	XP_063143544.1, NP_001017450.1	XP_026253697.1
OG0006183	NP_001121550.1	XP_026245708.1
OG0006184	NP_062028.1	XP_026238834.1
OG0006185	NP_036729.2, XP_006243421.1	XP_026240645.1
OG0006186	NP_112624.1	XP_026260286.1
OG0006187	NP_058745.2, XP_017451765.1	XP_026246126.1
OG0006188	NP_001019925.1, XP_038957944.1	XP_026248729.1
OG0006191	XP_038954358.1, NP_542947.1	XP_026271235.1
OG0006192	NP_001102546.1, XP_017454387.1	XP_026236392.1
OG0006193	NP_112354.1, XP_038959165.1	XP_026268726.1
OG0006195	XP_017448226.1, NP_001000992.1	XP_026255333.1
OG0006198	NP_001000307.1, XP_063139356.1	XP_026236224.1
OG0006199	NP_001000378.1, XP_578154.3	XP_026246175.1, XP_026237340.1
OG0006201	NP_001000092.1	XP_026267805.1
OG0006202	NP_001102379.1, XP_063125122.1	XP_026259664.1
OG0006203	XP_006255059.1, XP_038952496.1	XP_026269922.1
OG0006204	XP_017454252.1, NP_001012755.1	XP_026263270.1
OG0006205	XP_063128286.1, NP_001129339.1	XP_026260434.1
OG0006206	XP_017456613.1	XP_026248983.1
OG0006208	NP_062148.1	XP_026249584.1
OG0006209	NP_001387757.1	XP_026237235.1
OG0006210	NP_001099896.1	XP_026238706.1
OG0006211	NP_001101932.2	XP_026255719.1
OG0006212	XP_006227895.1, NP_001017447.1	XP_026255741.1
OG0006213	NP_001406778.1, XP_038957420.1	XP_026255733.1
OG0006214	NP_001099676.1	XP_026255722.1
OG0006215	NP_899163.1	XP_026249596.1
OG0006216	XP_006227949.1, NP_001102607.1	XP_026249627.1
OG0006217	NP_112608.1	XP_026249619.1
OG0006219	XP_038945075.1	XP_026248928.1
OG0006220	NP_001099680.1	XP_026235334.1
OG0006221	NP_001157629.1	XP_026268860.1
OG0006222	NP_001070021.1	XP_026236861.1
OG0006223	NP_001387628.1, XP_038952187.1	XP_026257761.1
OG0006224	XP_008769651.1, NP_001012346.2	XP_026257760.1
OG0006225	NP_001414340.1, XP_038952343.2	XP_026260242.1
OG0006226	XP_063141355.1, NP_001014128.1, XP_038943862.1	XP_026249811.1
OG0006227	NP_001414664.1, XP_006231317.1	XP_026247272.1
OG0006228	NP_001178745.3	XP_026262714.1
OG0006229	XP_006253777.1, NP_001178485.1	XP_026262707.1
OG0006230	NP_036999.1, XP_063132147.1	XP_026262734.1
OG0006231	XP_008769757.1, NP_001008556.2	XP_026262724.1
OG0006232	NP_114005.2	XP_026262726.1
OG0006233	XP_008769712.1, NP_001099573.1	XP_026262728.1
OG0006234	NP_001389422.1	XP_026262729.1
OG0006235	NP_001303988.1	XP_026237011.1
OG0006236	NP_001178874.1	XP_026237157.1
OG0006237	XP_063132699.1	XP_026237182.1
OG0006238	XP_006229131.1, NP_001100982.1	XP_026262177.1
OG0006239	XP_038944191.1, NP_001129701.1	XP_026262172.1
OG0006240	XP_063136781.1, NP_073634.2	XP_026262121.1
OG0006241	NP_733836.1	XP_026262095.1, XP_026262094.1, XP_026262096.1
OG0006242	XP_006228384.1	XP_026237647.1, XP_026237646.1
OG0006243	NP_001019439.1, XP_038947878.1	XP_026237645.1
OG0006244	NP_001100928.2, XP_003748823.1	XP_026266265.1
OG0006245	NP_001375441.1	XP_026266260.1
OG0006246	XP_038956763.1	XP_026259646.1, XP_026259466.1
OG0006247	XP_063127863.1, NP_001019465.2	XP_026259605.1
OG0006248	NP_001129214.3, XP_006228472.2	XP_026259616.1
OG0006249	XP_017444606.1, NP_001100958.1	XP_026259510.1
OG0006250	XP_006228715.1, NP_001099711.1	XP_026267969.1
OG0006251	NP_072116.1, XP_063128849.1	XP_026267923.1
OG0006252	NP_001099199.2, XP_038944303.1	XP_026267940.1
OG0006253	NP_058886.1, XP_006228886.1	XP_026247039.1
OG0006254	XP_006228958.1, NP_001102805.1	XP_026247083.1
OG0006255	NP_001100976.1	XP_026247076.1
OG0006256	XP_038952120.1, NP_001387707.1	XP_026258156.1
OG0006257	XP_038951908.1, NP_001102352.1	XP_026258128.1
OG0006258	NP_001257346.1, XP_063132532.1	XP_026266380.1
OG0006259	XP_038951670.1, NP_001094045.1	XP_026266391.1
OG0006260	NP_997473.2	XP_026263922.1
OG0006262	NP_446329.1, XP_063132097.1	XP_026264340.1
OG0006263	NP_001263650.1, XP_038952055.1	XP_026247613.1, XP_026247612.1
OG0006264	XP_063133140.1, NP_446409.2	XP_026240135.1
OG0006265	XP_038952506.1, NP_899158.3	XP_026240173.1
OG0006266	NP_001014034.2, XP_006254637.1	XP_026240125.1
OG0006267	XP_006254695.1, NP_001013077.1	XP_026240176.1
OG0006268	XP_006254722.1, NP_001382069.1	XP_026240217.1
OG0006269	NP_001014172.3	XP_026240228.1
OG0006270	XP_038959084.1, NP_001244207.1	XP_026241748.1
OG0006271	NP_001256968.1, XP_006232002.1	XP_026241737.1
OG0006272	XP_038957511.1, NP_446422.2	XP_026246657.1
OG0006273	XP_038958755.1, NP_001128233.1	XP_026246621.1
OG0006274	NP_001178561.1, XP_063137759.1	XP_026249002.1
OG0006275	NP_001013925.2	XP_026249065.1
OG0006276	NP_001396302.1, NP_997478.1	XP_026249062.1
OG0006277	NP_001414575.1, XP_006231893.1	XP_026259895.1
OG0006278	XP_038954076.1	XP_026251501.1
OG0006279	NP_001101907.1, XP_006255178.1	XP_026251476.1
OG0006280	XP_063134174.1, NP_001414073.1	XP_026251465.1
OG0006281	NP_001014174.1	XP_026262666.1
OG0006282	XP_038965257.1, NP_001257910.1	XP_026262623.1
OG0006283	XP_038940883.1, XP_038967180.1, NP_001386121.1	XP_026262641.1
OG0006284	NP_037047.2	XP_026247472.1
OG0006285	XP_038967229.1, NP_001414367.1	XP_026259345.1
OG0006286	NP_001386005.1	XP_026256560.1
OG0006287	NP_001128170.1	XP_026256607.1
OG0006288	NP_001258383.1	XP_026256640.1
OG0006289	NP_742040.1, XP_063144421.1	XP_026253651.1
OG0006291	XP_063125946.1, NP_001395857.1	XP_026266390.1
OG0006292	NP_001102619.1, XP_006229507.1	XP_026244043.1
OG0006293	XP_063133166.1, NP_036859.2	XP_026247098.1
OG0006294	XP_038939705.1, NP_001101705.2	XP_026247103.1
OG0006295	NP_001102975.1, XP_038959076.1	XP_026250334.1
OG0006296	XP_006231837.1, NP_113895.1	XP_026249001.1
OG0006297	NP_001100990.1, XP_006229362.1	XP_026256270.1
OG0006298	NP_001100255.1, XP_006241434.1	XP_026242375.1
OG0006299	XP_008757722.1, NP_001401110.1	XP_026250517.1
OG0006300	XP_063118733.1, NP_001128434.1	XP_026243942.1
OG0006301	XP_038943555.1, NP_001029072.2	XP_026243944.1
OG0006302	XP_006229494.1, NP_001032736.1	XP_026243934.1
OG0006303	XP_006229517.1	XP_026243990.1
OG0006304	NP_001100997.1, XP_008757749.1	XP_026244000.1
OG0006305	XP_006229525.1, NP_001414170.1	XP_026243956.1
OG0006307	NP_942062.1, XP_063118773.1	XP_026244032.1
OG0006308	XP_017446003.1, NP_001102386.1	XP_026244008.1
OG0006309	NP_001101004.1	XP_026243966.1
OG0006310	NP_596907.1	XP_026256340.1
OG0006311	XP_006251202.1, NP_001102858.1	XP_026251131.1
OG0006312	NP_001106836.1	XP_026251124.1
OG0006313	NP_001102882.1	XP_026250991.1
OG0006314	NP_001388473.1, NP_001388472.1	XP_026236184.1, XP_026236183.1, XP_026236185.1
OG0006315	NP_001005884.1	XP_026236160.1
OG0006316	NP_001381611.1	XP_026259356.1
OG0006317	NP_001012151.1, XP_063129426.1	XP_026258765.1
OG0006318	XP_038948677.1, NP_001385965.1, XP_237514.6	XP_026241576.1
OG0006319	NP_001388358.1, XP_063129415.1	XP_026242586.1
OG0006320	XP_003751367.2	XP_026235268.1
OG0006321	NP_074055.1	XP_026235258.1
OG0006322	XP_038964730.1, NP_001099811.1	XP_026262755.1
OG0006323	NP_001380768.1, NP_001040566.1	XP_026256306.1
OG0006324	NP_001020442.1	XP_026249150.1
OG0006325	NP_001012166.1, XP_063134237.1	XP_026268571.1
OG0006326	XP_038952033.1, NP_110491.2	XP_026268249.1
OG0006327	NP_067720.1	XP_026269165.1
OG0006328	NP_001414118.1, XP_063134149.1	XP_026268732.1
OG0006329	NP_001101092.1, XP_038954660.1	XP_026249527.1
OG0006330	NP_001376551.1, XP_063135356.1	XP_026250456.1
OG0006331	NP_001032278.1	XP_026250416.1
OG0006332	NP_001129279.1	XP_026261588.1
OG0006333	NP_001007740.1	XP_026261598.1
OG0006334	NP_001102641.1, XP_006256527.1	XP_026261581.1
OG0006335	XP_038954692.1, NP_001376166.1	XP_026261599.1
OG0006336	XP_038955143.1	XP_026261622.1
OG0006337	XP_038948913.1	XP_026245963.1
OG0006338	XP_006251701.3	XP_026246065.1
OG0006339	NP_036992.2	XP_026262454.1
OG0006340	NP_113876.2, XP_063131761.1	XP_026252819.1
OG0006342	NP_037162.1	XP_026254005.1
OG0006343	NP_665716.2	XP_026253955.1
OG0006344	NP_001103374.1, XP_006253668.1	XP_026253927.1
OG0006345	NP_001040560.1	XP_026254021.1
OG0006346	XP_038945839.1, NP_001099572.1	XP_026254022.1
OG0006347	NP_001013876.2	XP_026270585.1
OG0006348	NP_001100922.1, XP_006227846.1	XP_026237222.1
OG0006349	NP_001178847.1, XP_038942472.1	XP_026251161.1
OG0006350	NP_001020847.1	XP_026270425.1
OG0006351	NP_001387758.1	XP_026270419.1
OG0006352	XP_038952470.1, NP_446241.1	XP_026240219.1
OG0006353	NP_001358950.1, XP_006254881.1	XP_026240162.1
OG0006354	XP_038958502.1, NP_001041373.2	XP_026266017.1
OG0006355	NP_001005384.2, XP_038958118.1	XP_026257592.1
OG0006356	NP_001094412.1	XP_026244205.1
OG0006357	XP_008758985.1, NP_001099887.1	XP_026257589.1, XP_026257591.1
OG0006358	XP_006257761.1, NP_001099888.1	XP_026257596.1
OG0006359	NP_001099889.1, XP_006232120.1	XP_026245925.1
OG0006360	NP_001127908.1	XP_026245938.1
OG0006361	NP_001162102.1, XP_006232141.1	XP_026249417.1
OG0006362	NP_071636.2, XP_038958967.1	XP_026249403.1
OG0006363	XP_038957876.1, NP_001099890.2	XP_026245944.1
OG0006364	NP_001025207.1, XP_038949214.1	XP_026239875.1
OG0006365	NP_001005546.1	XP_026252175.1
OG0006366	NP_059050.2	XP_026248198.1
OG0006367	XP_063121805.1, NP_001380794.1	XP_026260338.1
OG0006368	NP_001020455.1	XP_026260385.1
OG0006369	NP_068515.1	XP_026260408.1
OG0006370	NP_077054.1	XP_026260384.1, XP_026260383.1
OG0006371	XP_038938253.1	XP_026258472.1
OG0006372	NP_036704.1, XP_017450943.1	XP_026259252.1
OG0006373	NP_001101610.2	XP_026252126.1
OG0006374	XP_038937361.2, NP_001101611.1	XP_026252136.1
OG0006375	XP_006243066.1, NP_001004246.1	XP_026248374.1
OG0006376	XP_008764517.1, NP_001382076.1	XP_026248366.1
OG0006377	NP_001178926.1, XP_006243111.1	XP_026248363.1
OG0006378	NP_001101616.1, XP_006243135.1	XP_026248324.1
OG0006379	XP_063118246.1, NP_001128475.1	XP_026254837.1
OG0006380	NP_001002820.1, XP_063125639.1	XP_026249728.1
OG0006381	NP_001139010.1, XP_063125915.1	XP_026236503.1
OG0006382	NP_001386515.1	XP_026237683.1
OG0006383	NP_001101749.1	XP_026238065.1, XP_026238066.1
OG0006384	NP_001386488.1	XP_026246289.1
OG0006385	NP_001099266.2	XP_026246331.1
OG0006386	NP_446444.1, XP_063124387.1	XP_026246307.1
OG0006387	XP_017453033.1, NP_113708.2	XP_026246259.1
OG0006388	XP_038941902.1, NP_001094438.2	XP_026246431.1
OG0006389	NP_001019910.1	XP_026265206.1
OG0006390	XP_063125079.1, NP_001178574.1	XP_026267142.1
OG0006391	XP_038943534.1	XP_026237503.1
OG0006392	NP_001008507.1, XP_006246534.1	XP_026264472.1
OG0006393	NP_001028881.1, XP_063144018.1	XP_026264529.1
OG0006395	XP_038965825.1, NP_001101416.1	XP_026238267.1
OG0006396	NP_001100140.1	XP_026238339.1
OG0006397	NP_001178690.1, XP_063143794.1	XP_026238518.1
OG0006398	NP_001014094.1, XP_006239641.1	XP_026270670.1
OG0006399	XP_006239611.1, NP_001029064.2	XP_026270704.1
OG0006400	NP_001102898.1, XP_063144464.1	XP_026270630.1
OG0006401	NP_001102167.1	XP_026236292.1
OG0006402	XP_063144213.1, NP_001014284.1	XP_026268649.1
OG0006403	NP_001094484.1, XP_038966718.1	XP_026241925.1
OG0006405	NP_001139533.1	XP_026241880.1
OG0006406	NP_062568.2, XP_038966608.1	XP_026241857.1
OG0006407	XP_008770833.1, NP_001100909.1	XP_026257638.1
OG0006408	NP_001388017.1	XP_026257664.1
OG0006409	XP_038954049.1	XP_026248776.1
OG0006410	XP_008770736.1, NP_001100900.1	XP_026255049.1
OG0006411	NP_036714.2	XP_026255014.1
OG0006412	XP_006255632.4, NP_599220.2	XP_026255005.1
OG0006413	XP_006255624.1, NP_001009640.1	XP_026260261.1
OG0006414	XP_063133872.1, NP_387499.1	XP_026269106.1
OG0006415	NP_001025199.1, XP_038953533.1	XP_026269054.1
OG0006416	NP_001012055.1, XP_063134045.1	XP_026248434.1
OG0006417	NP_001099636.1, XP_063133906.1	XP_026248425.1
OG0006418	XP_008770481.1, NP_001387907.1	XP_026248424.1
OG0006419	NP_445845.2, XP_017456869.1	XP_026248417.1
OG0006420	XP_038967064.1	XP_026238506.1
OG0006421	NP_001178938.1, XP_063134331.1	XP_026267219.1
OG0006422	NP_001128110.1	XP_026241457.1
OG0006423	NP_067588.2, XP_006249307.1	XP_026256131.1
OG0006424	XP_038945146.1, NP_001020283.1	XP_026256104.1
OG0006425	NP_001100606.2, XP_063127358.1	XP_026268474.1
OG0006426	XP_006249245.1, NP_001101802.1	XP_026252706.1
OG0006427	NP_001380635.1	XP_026252676.1
OG0006428	NP_062249.1, XP_006249246.2	XP_026252638.1, XP_026252639.1
OG0006429	NP_001100602.1, XP_006249206.1	XP_026268977.1
OG0006430	NP_001037749.1	XP_026268974.1
OG0006431	XP_063127845.1	XP_026268939.1
OG0006432	XP_038945903.1, XP_038945906.1, XP_038945907.1, XP_038946030.1, XP_038945908.1	XP_026268990.1
OG0006433	XP_002727980.1, XP_063127322.1	XP_026259922.1
OG0006434	NP_001032268.1, XP_017453805.1	XP_026259973.1
OG0006435	NP_036995.1	XP_026259910.1
OG0006436	XP_038945291.1, NP_001100592.1	XP_026263004.1
OG0006437	XP_038945113.1, NP_001099381.1	XP_026262990.1
OG0006438	NP_036944.2, XP_006230280.1	XP_026256162.1, XP_026256164.1, XP_026256163.1
OG0006439	NP_001071143.1, XP_038941232.1	XP_026256105.1
OG0006440	NP_703201.1, XP_006230281.1	XP_026256204.1, XP_026256202.1, XP_026256203.1
OG0006441	NP_001012478.1, XP_063142351.1	XP_026256154.1
OG0006442	NP_001013255.2, XP_038941192.1	XP_026247943.1
OG0006443	NP_001102389.1, XP_038941189.1	XP_026247868.1
OG0006444	XP_006230242.1	XP_026247867.1
OG0006445	XP_006230216.1, NP_001156636.1	XP_026247940.1
OG0006446	NP_596912.2, XP_003750827.1, XP_038943532.1, XP_063136995.1	XP_026265039.1
OG0006447	XP_008765712.1, NP_001101732.2	XP_026236617.1
OG0006449	NP_036705.3	XP_026235905.1
OG0006450	XP_063125353.1, NP_001019961.2	XP_026241074.1
OG0006451	XP_008765747.1, NP_001358619.1	XP_026241426.1
OG0006452	XP_038942595.1, NP_596872.3	XP_026241435.1
OG0006453	NP_001386402.1	XP_026241411.1
OG0006454	NP_113822.2, XP_038942644.1	XP_026241098.1
OG0006455	XP_063125983.1, NP_077360.2	XP_026241128.1
OG0006456	XP_038941273.1, NP_001093962.1, NP_001171976.1	XP_026241129.1
OG0006457	NP_001385721.1, XP_006245944.1	XP_026241249.1
OG0006458	NP_001414031.1, XP_063125898.1	XP_026241059.1
OG0006459	NP_001108505.1, XP_006246093.1	XP_026241344.1
OG0006460	XP_063124354.1, NP_722521.1	XP_026241189.1
OG0006461	XP_063125385.1, NP_001178013.1	XP_026241067.1
OG0006462	NP_077381.1, XP_063125992.1	XP_026241245.1
OG0006463	NP_058717.2	XP_026241076.1
OG0006464	NP_001102420.2, XP_038958724.1	XP_026258587.1
OG0006465	XP_006233282.1, NP_113884.1	XP_026235210.1
OG0006466	NP_112289.2, XP_038959141.1	XP_026257177.1
OG0006467	NP_001015037.1, XP_038958899.1	XP_026259109.1
OG0006468	XP_063137438.1	XP_026265726.1
OG0006469	NP_058682.2	XP_026265693.1
OG0006470	NP_067714.1, XP_063138498.1	XP_026265706.1
OG0006472	NP_001137353.1	XP_026243289.1
OG0006473	NP_037315.1, XP_063133193.1	XP_026256522.1
OG0006474	NP_001100648.1, XP_063128373.1	XP_026252889.1
OG0006475	NP_112359.2, XP_063128706.1	XP_026252924.1
OG0006476	NP_062224.1, XP_063128632.1	XP_026252913.1, XP_026250829.1
OG0006477	NP_852032.1, XP_006249976.1	XP_026257282.1
OG0006478	NP_446143.1	XP_026243247.1
OG0006479	NP_001094297.1, XP_038946326.1	XP_026243799.1
OG0006480	NP_001388271.1	XP_026248605.1, XP_026248606.1
OG0006481	XP_038946384.2, NP_001258221.1	XP_026248635.1
OG0006482	XP_063128670.1, NP_001414707.1	XP_026244304.1
OG0006483	XP_008767920.1	XP_026244291.1
OG0006484	XP_006250161.1	XP_026244292.1
OG0006485	NP_001389320.1, XP_063128175.1	XP_026244254.1
OG0006486	XP_006250203.1, NP_612547.1	XP_026244236.1
OG0006487	XP_006250214.1, NP_001127973.1	XP_026244273.1
OG0006488	XP_063128430.1, NP_001094033.1	XP_026261040.1
OG0006489	NP_001071111.1	XP_026238078.1
OG0006490	XP_063128059.1, NP_001094109.1	XP_026235949.1
OG0006491	NP_001013895.1	XP_026246524.1
OG0006492	XP_063128456.1	XP_026237744.1
OG0006492	NP_001102549.2	XP_026246562.1
OG0006493	NP_001099450.1, XP_006250429.1	XP_026262938.1
OG0006494	XP_006232682.1, NP_001099920.1	XP_026260834.1
OG0006495	NP_997488.2	XP_026260863.1
OG0006496	NP_001178006.1, XP_063138594.1	XP_026260841.1, XP_026260842.1
OG0006497	NP_001383470.1	XP_026260824.1, XP_026260825.1
OG0006498	XP_006232810.1, NP_113855.2	XP_026260781.1
OG0006499	NP_446051.2, XP_063138721.1	XP_026260782.1
OG0006500	NP_001395729.1, NP_001129221.1	XP_026260830.1
OG0006501	NP_001102941.1	XP_026268711.1
OG0006502	NP_445937.1, XP_006232841.1	XP_026268740.1
OG0006503	NP_001258210.1, XP_038952702.1	XP_026254394.1
OG0006504	NP_001382600.1, XP_063133533.1	XP_026255838.1
OG0006505	XP_063133516.1, NP_001100872.1	XP_026256525.1
OG0006506	XP_038952859.1, NP_001100875.1	XP_026243874.1
OG0006507	NP_001103003.1	XP_026271280.1
OG0006508	XP_038952724.1, NP_001128336.1	XP_026271277.1
OG0006509	NP_001011924.1, XP_063133242.1	XP_026249542.1
OG0006510	NP_001385870.1	XP_026256367.1
OG0006511	NP_446196.1	XP_026270820.1
OG0006512	NP_803156.2, XP_006252027.1	XP_026261851.1
OG0006513	NP_001382659.1	XP_026246857.1
OG0006514	XP_017449793.1, NP_001178914.1	XP_026250011.1
OG0006515	NP_001382489.1, XP_063130303.1	XP_026261887.1
OG0006516	NP_001178936.1	XP_026261826.1
