Orthogroup	Ictidomys_tridecemlineatus	Rattus_norvegicus
OG0005594	XP_005332745.1	XP_006247937.2, NP_742015.2
OG0005595	XP_005332744.1, XP_040124257.1, XP_013217124.1	XP_008766703.1, NP_068621.1
OG0005596	XP_040124273.1	XP_063132942.1, NP_001101781.1, XP_006247958.1
OG0005597	XP_040124327.1	NP_001119773.1, XP_006247880.1
OG0005598	XP_005332638.1	NP_001400944.1
OG0005599	XP_013217073.2	XP_006247786.3, NP_001121021.1
OG0005600	XP_005332615.1, XP_013217143.1	NP_110473.2
OG0005601	XP_040124400.1	XP_006247783.1, NP_001402615.1
OG0005602	XP_040124420.1	NP_001128307.1, XP_038942116.2
OG0005603	XP_013215387.1	NP_775429.1
OG0005604	XP_005328201.1	NP_001009677.1, XP_038942049.1
OG0005605	XP_040126063.1, XP_040126064.1, XP_021584118.1	XP_008766505.1, NP_001034108.1
OG0005606	XP_013212462.1	NP_955783.1
OG0005607	XP_040124949.1	NP_001101767.1, XP_006247409.1
OG0005609	XP_021579671.1	NP_001388741.1, XP_006247157.1
OG0005610	XP_040124993.1	XP_038957163.1, NP_001009624.1, XP_038941490.1
OG0005611	XP_005321619.1	XP_038941976.1, NP_001037703.1
OG0005612	XP_021579705.1, XP_040125062.1	NP_001178577.1
OG0005613	XP_013212442.1, XP_021579704.1	NP_446373.1
OG0005614	XP_040125078.1, XP_005327996.2	NP_001020797.1
OG0005615	XP_040139679.1, XP_005327908.1	NP_001414728.1, XP_003750915.2
OG0005616	XP_040125171.1	XP_063125591.1, NP_001404613.1
OG0005617	XP_040125204.1	XP_008766163.1, NP_598275.1
OG0005618	XP_040125484.1	XP_017452601.1, NP_001178576.1
OG0005619	XP_005337361.1, XP_021590250.1	NP_001099276.1
OG0005620	XP_021590245.1	NP_113850.1, XP_006246861.1
OG0005621	XP_005337030.1	NP_001386365.1, XP_063140407.1
OG0005622	XP_005336977.1	XP_063139533.1, NP_001100027.1
OG0005624	XP_013219046.1	XP_038960652.1
OG0005625	XP_040142487.1	NP_001015014.1, XP_006233846.1
OG0005626	XP_040142511.1	XP_038962070.1, NP_001414019.1
OG0005627	XP_005337005.1	NP_604447.2, XP_006233935.1
OG0005628	XP_013212157.1	NP_068626.1, XP_063140537.1
OG0005629	XP_021579315.1	XP_575110.2, NP_001386392.1
OG0005630	XP_040142415.1	XP_063139128.1
OG0005631	XP_013212165.1	NP_001094177.1, XP_063140005.1
OG0005632	XP_013212138.1	NP_001094176.1
OG0005633	XP_005319642.2, XP_005321079.1	NP_001014279.1, XP_038961507.1
OG0005634	XP_005321056.1	XP_063140632.1, NP_001139597.2
OG0005635	XP_005321023.1	XP_006234011.1, NP_001011964.1
OG0005636	XP_040142196.1	XP_038961201.1, NP_001101311.1
OG0005637	XP_013218489.1	NP_058899.1, XP_038934509.1
OG0005638	XP_005335658.1	XP_063127890.1, XP_063120465.1, XP_063120082.1, NP_001102456.1
OG0005639	XP_021589141.2	XP_038935876.1, NP_112630.2
OG0005640	XP_005335723.2	NP_001258201.1
OG0005641	XP_005335740.1	XP_038934243.1, NP_536728.2
OG0005642	XP_005335765.1	XP_038934672.1, NP_001127938.1
OG0005643	XP_005328791.1	XP_038934664.1, NP_001005905.1
OG0005644	XP_021588741.2	NP_037123.2
OG0005645	XP_021591134.1	NP_570096.2, XP_038934232.1
OG0005646	XP_005338634.1	NP_001124051.1, XP_008763997.1
OG0005647	XP_013219841.1	XP_006242202.1
OG0005648	XP_005322264.1	NP_620243.1
OG0005649	XP_040133440.1	NP_001231784.1, XP_006242162.1
OG0005650	XP_021580070.1	XP_008764031.1
OG0005651	XP_040133682.1	NP_001030116.1
OG0005652	XP_005322345.1	XP_006241991.1, NP_071944.1
OG0005653	XP_013212698.2	XP_038935997.1
OG0005654	XP_005338548.1	NP_001400246.1
OG0005655	XP_013213711.1	NP_001010951.1, XP_063117671.1
OG0005656	XP_005322241.1	XP_056841460.2
OG0005657	XP_021591662.1, XP_040128340.1, XP_021591663.1, XP_040128342.1, XP_021591661.1, XP_005339395.1	NP_001101743.1
OG0005658	XP_005339404.1	NP_001094197.1
OG0005660	XP_005330953.1	NP_001258034.1
OG0005661	XP_040141902.1	NP_001385764.1, XP_006238183.1
OG0005663	XP_005326362.2	NP_037176.2
OG0005664	XP_021579147.2	NP_001258292.1, XP_017448599.2
OG0005666	XP_005326244.3	NP_001100117.2
OG0005668	XP_013222062.1	NP_445989.2, XP_038940232.1
OG0005669	XP_021581685.1	NP_058987.3
OG0005670	XP_005330218.1, XP_040139137.1	NP_113994.1
OG0005671	XP_005341104.1	NP_037269.2, NP_001159494.1, XP_017457045.1
OG0005672	XP_005339037.1	XP_006256109.1, NP_445744.1
OG0005673	XP_005339016.1	NP_113692.2, NP_001002805.1
OG0005674	XP_021591391.1	NP_001002818.1
OG0005675	XP_040138420.1	XP_008771000.1
OG0005676	XP_005318805.2	XP_038954460.1, NP_001163952.1
OG0005677	XP_005318796.1	XP_038954644.1, NP_001014053.1
OG0005678	XP_005318780.1	NP_001100352.2, XP_006244484.1
OG0005679	XP_005318753.1	XP_063122733.1, NP_036898.2
OG0005680	XP_005318751.1	XP_008765082.1, NP_001101667.1, XP_038934121.1
OG0005681	XP_021577554.1	NP_001382670.1
OG0005682	XP_005318694.1	NP_001013243.2
OG0005683	XP_040138688.1	XP_006244680.1
OG0005684	XP_021577474.1, XP_005318588.1	XP_063123434.1, NP_001380703.1
OG0005685	XP_005318581.1	NP_001386112.1
OG0005686	XP_040138945.1	XP_017451159.1, NP_001008560.2
OG0005687	XP_005324806.1	NP_596918.3, XP_006243534.1
OG0005688	XP_040138976.1	NP_001263989.1, XP_006243537.1
OG0005689	XP_021585402.1	XP_038954550.1, NP_001099867.1
OG0005690	XP_005316370.1	XP_063120287.1, NP_113902.2
OG0005691	XP_040149355.1	XP_063119902.1, NP_001124031.1
OG0005692	XP_005316362.1	XP_017450351.1, NP_001012118.1
OG0005693	XP_005316320.1	NP_113893.2, XP_038935787.1
OG0005694	XP_005316300.1	NP_001124052.1
OG0005695	XP_005316271.1	XP_008763722.1, NP_001124010.1
OG0005696	XP_040149639.1	NP_001124034.1
OG0005697	XP_040149545.1, XP_005316188.1	XP_008763823.1, NP_001414560.1
OG0005698	XP_005316179.1	XP_006241797.1, NP_071552.2
OG0005700	XP_040148426.1	NP_001102331.1, XP_006251099.1
OG0005701	XP_005320033.1	XP_063128988.1, NP_001163909.1
OG0005702	XP_021578469.1	NP_001258110.1, XP_038947481.2
OG0005703	XP_005320056.1	XP_006250964.1, NP_001101828.1
OG0005704	XP_005319486.1	NP_001029070.1, NP_071980.2
OG0005705	XP_040147545.1, XP_040147546.1, XP_005333994.1	XP_038964544.1
OG0005706	XP_021586379.1	XP_038964532.1
OG0005708	XP_040146827.1	XP_006236578.1, NP_001414740.1
OG0005710	XP_040147518.1	XP_006236190.1, NP_071774.1
OG0005711	XP_005326151.1	XP_038965888.1, NP_001101421.2
OG0005712	XP_040144547.1	NP_001101431.1
OG0005713	XP_005342221.1, XP_013221995.1	NP_001000535.1
OG0005714	XP_005317891.1, XP_040144325.1	NP_001020221.1, XP_008762286.1
OG0005715	XP_021591199.1	XP_008762246.1
OG0005716	XP_040144304.1, XP_021591185.1	NP_001381300.1, XP_038965560.1
OG0005717	XP_040135488.1, XP_040135487.1, XP_005318197.1	NP_001028862.1, XP_063133942.1
OG0005718	XP_005326134.1	XP_006238561.1
OG0005719	XP_005326147.1	XP_038965036.1, XP_006245372.1
OG0005720	XP_021589037.1	NP_569085.1, XP_038966770.2
OG0005721	XP_021575715.1	NP_579850.2, XP_038965128.1
OG0005722	XP_005341528.1	NP_001102570.1, XP_038949514.1
OG0005723	XP_013221212.1	XP_006251946.1, NP_001100732.1
OG0005724	XP_040136229.1	NP_446013.2, XP_006241404.1
OG0005725	XP_013219569.1	XP_006241370.1, NP_446342.2
OG0005726	XP_005324488.1	XP_006241348.1, NP_001101558.1
OG0005727	XP_005322455.1	NP_620800.2, XP_063119055.1
OG0005728	XP_021580166.1	XP_017450317.2
OG0005729	XP_005322421.1	NP_071780.1
OG0005730	XP_040137746.1	XP_038934443.1, NP_001233286.2
OG0005731	XP_040149083.1	NP_076458.1, XP_006232596.1
OG0005732	XP_040149050.1	NP_001258124.1, XP_063138323.1
OG0005733	XP_005334405.1	NP_001383327.1, XP_038950673.1
OG0005734	XP_013213175.1	XP_063118867.1, NP_001178558.1
OG0005735	XP_005326682.1	NP_001414344.1, XP_038964580.1
OG0005736	XP_005332510.2	NP_001037698.2, XP_017448022.1
OG0005737	XP_005332453.1	NP_001032871.1, XP_063142060.1
OG0005738	XP_013211431.1	NP_001264140.1
OG0005739	XP_005326724.1	NP_058744.1, XP_006235936.1
OG0005740	XP_021582952.1, XP_005326732.1	NP_942076.2, XP_006236007.1, NP_001073622.1
OG0005741	XP_005340367.1	XP_006253409.3, NP_037283.2
OG0005742	XP_040125192.1, XP_021575943.2	NP_001386327.1, XP_038951014.1
OG0005743	XP_005329242.1	NP_445859.2
OG0005744	XP_040129908.1, XP_005329243.1	XP_001070964.1, XP_038950755.1, NP_001277062.1
OG0005745	XP_005329271.2	XP_006253203.1, NP_001017443.1
OG0005746	XP_021584740.1	NP_001040551.1, XP_063131303.1
OG0005747	XP_005327436.3	NP_001102842.1, XP_006240033.1
OG0005748	XP_005327384.1	NP_001007749.1, XP_038968421.1
OG0005749	XP_005327408.1	NP_001025201.1, XP_038967882.1
OG0005750	XP_021583464.1	NP_001094010.1
OG0005751	XP_040127205.1	NP_001178036.1, XP_063118590.1
OG0005752	XP_040127401.1, XP_040127402.1, XP_005322613.1	NP_001100181.1, XP_006239860.1
OG0005753	XP_005322564.1	NP_001121044.1
OG0005754	XP_040126846.1	XP_063117696.1, NP_001013964.1
OG0005755	XP_005339673.2	NP_001014122.1
OG0005756	XP_005340317.2	XP_038961104.1, NP_001101284.1
OG0005757	XP_005329435.1	XP_038964267.1, NP_001102877.1
OG0005758	XP_005329412.1	XP_063117386.1, XP_038964266.1, NP_001102868.1
OG0005759	XP_005322189.1	XP_006236802.1, NP_001032857.1
OG0005760	XP_005334979.1	NP_001099923.1, XP_038957990.1
OG0005761	XP_005334986.1	NP_001101175.1
OG0005762	XP_005334984.1	NP_001013219.1, XP_006233094.1
OG0005763	XP_040143461.1	XP_038958296.1, NP_001014062.1
OG0005764	XP_040143451.1	NP_001029184.1, XP_038958286.1
OG0005765	XP_040127488.1, XP_013212840.1	NP_001296361.1, XP_008762713.1
OG0005766	XP_005333602.2	XP_038941368.1, NP_001102396.1
OG0005767	XP_005333442.1	NP_705890.1, XP_038958429.1
OG0005768	XP_040146812.1	NP_001094321.2, XP_063142017.1
OG0005769	XP_005319533.1	NP_001020326.1
OG0005770	XP_005319539.1	XP_006235930.1, NP_476456.2
OG0005771	XP_005340400.2	NP_001098103.1
OG0005773	XP_021585321.1	NP_001386658.1
OG0005774	XP_040140223.1	NP_001292389.1, NP_072139.2, XP_008758483.1
OG0005775	XP_040140261.1	XP_038960808.1, NP_001101212.1
OG0005776	XP_005331653.1	NP_112383.1
OG0005777	XP_013216097.1	NP_113815.2, XP_006234595.1
OG0005778	XP_005330065.1	NP_113735.1
OG0005779	XP_040140370.1	XP_006234624.1, NP_954538.1
OG0005780	XP_013220692.1	NP_001012170.1, XP_006230885.1
OG0005781	XP_040142679.1	XP_063124181.1, NP_001015024.2
OG0005782	XP_040142684.1	XP_063130322.1, NP_958738.1, NP_597685.1, NP_001004133.1, NP_597684.1
OG0005783	XP_021587345.2	XP_063120222.1, NP_001101035.1
OG0005784	XP_005333600.2	XP_038939613.1, NP_001390443.1
OG0005785	XP_005333399.1	NP_758830.2, XP_006230762.1
OG0005787	XP_005333543.1	NP_001101987.2
OG0005788	XP_005333548.1	XP_063144180.1, NP_446062.1
OG0005789	XP_005333575.1	XP_006230941.1
OG0005790	XP_005331575.1, XP_040140177.1	XP_006231078.1, NP_665729.1
OG0005791	XP_005342254.1, XP_013221252.1	NP_001000334.1, NP_001396239.1
OG0005792	XP_005327618.1	NP_001100888.2
OG0005793	XP_005327626.1	XP_063138322.1, NP_001102414.1
OG0005794	XP_005336567.1	XP_038958942.1, NP_001401934.1
OG0005795	XP_005336564.1	NP_001386464.1
OG0005796	XP_040150140.1	NP_001065245.1
OG0005797	XP_005315938.1	NP_612512.1
OG0005798	XP_013212823.1	XP_063128594.1, NP_001102481.1
OG0005799	XP_040150202.1	NP_446354.1
OG0005800	XP_013211284.1, XP_040150222.1, XP_040150221.1	XP_038960388.1, NP_954523.1
OG0005801	XP_040141662.1, XP_005315861.1	NP_446431.1, XP_008759918.1
OG0005802	XP_040146613.1, XP_021586572.1, XP_005332098.1	XP_038939593.1, NP_001101693.1
OG0005803	XP_040125669.1	NP_001119756.2, XP_038937525.1
OG0005804	XP_005340513.1	NP_001026995.1
OG0005805	XP_040147472.1	NP_001093960.1, XP_006236986.1
OG0005806	XP_021587642.1	XP_006236969.1, NP_001009659.2
OG0005807	XP_021587676.1	NP_077347.1, XP_006237121.1
OG0005808	XP_005333862.1	NP_001102722.1
OG0005809	XP_021587653.1	NP_001004091.1, XP_017448189.1
OG0005810	XP_005333884.1	XP_038962912.1, NP_604463.1
OG0005811	XP_021587727.1	NP_001178904.1, XP_038964130.1
OG0005812	XP_005333943.1	XP_006237030.1, NP_062202.1
OG0005813	XP_040145528.1	XP_017455330.2, NP_001413992.1
OG0005815	XP_040145662.1	NP_001376154.1, XP_017455544.1
OG0005816	XP_005317266.1	NP_001178760.2
OG0005817	XP_040145641.1	NP_059047.1, XP_063131727.1
OG0005818	XP_005317240.1	NP_001386097.1
OG0005819	XP_005327037.1	NP_001178812.1
OG0005820	XP_040125665.1	NP_001399128.1, XP_063121316.1
OG0005821	XP_021588414.1, XP_005327115.1, XP_040128699.1	NP_001102474.1, XP_038937815.1
OG0005822	XP_021583135.1, XP_013214810.1, XP_005326964.1	NP_001007686.1
OG0005823	XP_021587134.1	XP_006243875.1
OG0005824	XP_005333013.1	NP_001011920.1, XP_038950263.1
OG0005825	XP_040146199.1, XP_005333054.2	NP_062089.2, NP_001398512.1
OG0005826	XP_005333060.1	NP_071521.2, XP_038950364.1
OG0005827	XP_005333074.1	NP_001128262.1, XP_063138864.1, XP_063131810.1
OG0005828	XP_040146277.1	NP_001102458.1
OG0005829	XP_013217299.1, XP_005333118.1	XP_006241132.1, NP_001102208.1
OG0005830	XP_040146300.1	XP_006255291.1
OG0005831	XP_005336286.1	NP_599240.1, XP_006255276.1
OG0005832	XP_040146312.1, XP_005336283.1	NP_001007678.1
OG0005833	XP_021589572.1	NP_001013252.1, XP_038953836.1
OG0005834	XP_005336246.1	NP_001099417.1
OG0005835	XP_040146347.1, XP_040146346.1	NP_001387933.1
OG0005836	XP_005336208.1	NP_001103094.1, XP_038938107.1
OG0005837	XP_013216923.1	NP_001414056.1, XP_063127495.1
OG0005838	XP_040146455.1	XP_038935992.1
OG0005839	XP_021586555.1	NP_068631.1, XP_038935769.1
OG0005840	XP_040147073.1	NP_001074916.1, XP_038935660.1
OG0005841	XP_013216915.1	XP_008763312.1, NP_001006984.1
OG0005842	XP_005332020.1	NP_620806.2, XP_006240907.1
OG0005843	XP_005332008.1	NP_001385939.1
OG0005844	XP_005332004.1	NP_001100238.1, XP_006240923.1
OG0005845	XP_005324657.1	NP_446278.2
OG0005846	XP_005336021.1	NP_001387944.1
OG0005847	XP_040141065.1	NP_446198.1, XP_017450897.1
OG0005848	XP_021590147.1	NP_001257977.2, XP_063121777.1
OG0005849	XP_005341785.1	NP_001100272.1, XP_017451014.1
OG0005850	XP_040140911.1	NP_001387992.1, XP_038957015.1
OG0005851	XP_005323257.1	XP_006229783.1, NP_542964.1
OG0005852	XP_005323377.2	NP_446462.1, NP_001380602.1, XP_008757888.1
OG0005853	XP_005323196.1	XP_038969297.1, NP_001101011.1
OG0005854	XP_040140824.1	NP_001132966.1
OG0005855	XP_040140798.1	NP_001101013.1, XP_017444687.1
OG0005856	XP_013221047.1	XP_006229993.1, NP_001005538.2
OG0005858	XP_040140713.1	XP_063127351.1
OG0005859	XP_021581537.1, XP_013219573.2	NP_001386460.1
OG0005860	XP_021583980.2	XP_006234757.1, NP_001037766.1
OG0005861	XP_005330252.1	NP_001039308.1
OG0005862	XP_040137446.1	XP_006252387.1, NP_001019974.1
OG0005863	XP_005340420.1	NP_001103120.1, XP_006252392.1
OG0005864	XP_040137420.1, XP_005343115.1, XP_040137710.1	NP_001386491.1
OG0005865	XP_040137828.1	NP_001414522.1
OG0005866	XP_021581763.1	NP_001103635.1, XP_063130639.1
OG0005867	XP_040137602.1	XP_038949467.2
OG0005868	XP_005317071.1	NP_001127886.1, XP_006252585.1
OG0005869	XP_021586233.1	XP_017455639.1
OG0005870	XP_040137680.1, XP_021585111.1, XP_021585106.1	XP_063131648.1
OG0005871	XP_021585044.1	XP_017455643.1, NP_001129329.1
OG0005872	XP_005325759.1	XP_038957727.1, NP_037160.2
OG0005873	XP_005337968.2	XP_006244169.1, NP_997689.1
OG0005874	XP_040145973.1	NP_001376201.1
OG0005875	XP_005317462.1, XP_021588075.1	NP_835207.1, XP_006244159.1
OG0005876	XP_005337997.1	XP_038936801.1, NP_036961.1
OG0005877	XP_040146082.1	NP_001233112.1, XP_006244187.1
OG0005878	XP_005337982.1	XP_038937234.1, NP_001100338.1
OG0005879	XP_040145800.1	XP_017455067.1
OG0005880	XP_040140895.1, XP_005317304.1	NP_001128322.1
OG0005881	XP_005327107.1	XP_038937117.1, NP_001100321.1
OG0005882	XP_005328064.1	NP_001413844.1, XP_063122218.1
OG0005883	XP_040125862.1	XP_063121638.1, NP_001381057.1
OG0005884	XP_005339973.1	NP_001383757.1
OG0005885	XP_005325754.1	NP_071588.2, XP_008759280.1
OG0005886	XP_005334670.1	NP_001103016.1
OG0005887	XP_021587456.1	XP_038938776.1
OG0005888	XP_005320485.1	NP_001102065.1
OG0005889	XP_005320525.1	XP_017447248.1, NP_001037708.1
OG0005890	XP_005320670.1	NP_001099985.1
OG0005891	XP_005320575.1, XP_040131462.1	NP_001101247.1, XP_017447235.1
OG0005892	XP_040130245.1, XP_040130244.1, XP_040130243.1, XP_021578872.1	NP_001101245.1, XP_063139833.1
OG0005893	XP_005320608.1	XP_006235036.1, NP_001101243.1
OG0005894	XP_005320611.1	NP_114187.1
OG0005895	XP_005329972.1	NP_058897.1
OG0005896	XP_040130242.1	NP_114183.1, XP_017447555.1
OG0005897	XP_005327186.1	NP_604458.1
OG0005898	XP_040130524.1	XP_006235640.1, NP_955424.2
OG0005899	XP_005325345.1	XP_006235647.1, NP_001037709.1
OG0005900	XP_013214029.2	NP_001100011.1
OG0005901	XP_040150396.1, XP_040131973.1	XP_063139173.1, NP_036769.1
OG0005902	XP_021582005.1	NP_001413947.1, NP_001413946.1, NP_001413948.1
OG0005903	XP_040137831.1, XP_005325266.1	NP_001414424.1
OG0005904	XP_021583344.2	XP_006235736.1, NP_598248.1
OG0005905	XP_013214984.1, XP_040150383.1, XP_021581273.1	NP_001009543.1
OG0005906	XP_005325359.1	XP_063139492.1, NP_001013097.1
OG0005907	XP_040131408.1	NP_001382042.1
OG0005908	XP_040132409.1, XP_005330280.1	XP_006253419.1, NP_001102348.1
OG0005909	XP_005317204.1	NP_001128075.1, XP_006248873.1
OG0005910	XP_005338693.2	NP_001288593.1, NP_598201.2
OG0005911	XP_005337310.2	NP_001099514.1
OG0005912	XP_005337285.1	XP_038949142.1, NP_445759.1
OG0005913	XP_005337278.1	NP_703204.1, XP_063130106.1
OG0005914	XP_040125418.1	XP_008768995.1, NP_059014.2
OG0005915	XP_005329366.1	NP_001026823.1, XP_006252334.1
OG0005916	XP_021582819.1	XP_063122595.1, NP_001414636.1
OG0005917	XP_040124116.1	XP_006245609.1, NP_001102781.1
OG0005918	XP_005338690.1	NP_001389414.1
OG0005919	XP_005334520.1, XP_005334519.2	NP_077045.1, XP_063135059.1
OG0005920	XP_021585017.2	XP_038959613.1, XP_038944674.2
OG0005921	XP_005329626.1, XP_021584952.1	NP_071574.1, XP_063127680.1
OG0005922	XP_040145414.1, XP_013215886.1, XP_040145412.1, XP_040145413.1	NP_001020836.1, XP_038945385.1
OG0005923	XP_013219020.1	NP_647548.2, XP_038944992.1
OG0005924	XP_005336898.1	XP_063127146.1, NP_446414.3
OG0005925	XP_005340167.1	NP_001137366.1
OG0005926	XP_005340163.2	NP_001013142.1, XP_008767558.2
OG0005927	XP_040145308.1	NP_001414408.1, XP_038946125.1
OG0005928	XP_040146869.1	XP_063127616.1, NP_001258107.2
OG0005929	XP_021589434.1	NP_001017502.1
OG0005930	XP_005336121.1	NP_001163936.1
OG0005931	XP_021576833.1	NP_001388548.1
OG0005932	XP_005339906.1	NP_001402037.1, NP_001100234.1
OG0005933	XP_040130755.1	NP_001009685.1
OG0005934	XP_021575511.2	NP_001178611.1, XP_063129255.1
OG0005935	XP_021588303.1	NP_001402628.1, XP_063135598.1, NP_001103059.1
OG0005936	XP_005334511.1	NP_001386467.1
OG0005937	XP_005334621.2	NP_001128260.1, NP_001102315.1
OG0005938	XP_013217978.2	NP_001100549.1, XP_006248761.1
OG0005939	XP_005334541.1	XP_038944001.1, NP_001099332.1
OG0005940	XP_040137019.1, XP_021576750.1	NP_001414159.1, XP_038964751.1
OG0005941	XP_005338402.1	XP_063142428.1, NP_001102117.1
OG0005942	XP_005338370.1	XP_006237392.1, NP_647541.1
OG0005943	XP_005338363.1, XP_013219705.1	XP_063142422.1, NP_001012189.1
OG0005944	XP_005341779.1	NP_114449.2, XP_006237376.1
OG0005945	XP_005324748.1, XP_040138993.1	XP_063129850.1, XP_038936130.1, NP_001041329.1, XP_063141377.1, XP_038952247.1, XP_038949758.1, XP_063135721.1
OG0005946	XP_005341410.2	XP_006237375.1, NP_113837.1
OG0005947	XP_005341865.1	NP_001178907.1, XP_006237150.1
OG0005948	XP_005331969.1, XP_040136911.1	NP_001019509.1, XP_006237595.1
OG0005949	XP_005331953.1	XP_063141658.1, NP_036975.1
OG0005950	XP_040136688.1	NP_001406463.1, XP_006242426.3
OG0005951	XP_005324941.1	NP_001399552.1, XP_063119740.1
OG0005952	XP_040136504.1	NP_852039.2
OG0005953	XP_040136498.1	NP_112260.1, XP_038934520.1
OG0005954	XP_005325138.2	XP_006242510.1, NP_001102979.1
OG0005955	XP_005341758.1	XP_063119164.1, NP_001099412.2
OG0005956	XP_021576090.1, XP_005340636.1	XP_006237297.1, NP_001100088.1
OG0005957	XP_005339114.1	NP_112629.2, XP_038950789.1
OG0005958	XP_040129213.1	XP_038936565.1, NP_001101078.3
OG0005959	XP_005335344.1	NP_001099839.1, XP_006231438.1
OG0005960	XP_040128212.1	XP_008758708.1
OG0005961	XP_021579044.2	NP_001014047.1, XP_008758107.1
OG0005962	XP_013211982.2	NP_001102392.1
OG0005963	XP_040129010.1	NP_001099672.1, XP_038959137.1
OG0005964	XP_005322980.1	NP_001008317.1, XP_008761747.1
OG0005965	XP_040149325.1	NP_001012229.1, XP_006237795.1
OG0005966	XP_005335892.1	NP_001100387.1
OG0005967	XP_005328709.3	NP_001258037.1, XP_006237970.1
OG0005968	XP_005337225.1	NP_059058.1
OG0005969	XP_040130193.1	XP_038962394.1
OG0005970	XP_040130586.1	NP_001013096.2, XP_038960468.1
OG0005971	XP_005316462.1	NP_001414182.1, XP_006234856.1
OG0005972	XP_005316513.1	XP_063139267.1, NP_058813.2
OG0005973	XP_005316563.1	XP_038960896.2, NP_001014070.3, NP_001396503.1
OG0005974	XP_040130669.1	XP_006243475.1, NP_001101637.2
OG0005975	XP_021582591.1	NP_001386197.1, XP_038938433.1
OG0005976	XP_005316680.2	XP_056840505.1
OG0005977	XP_021583380.1	XP_038938374.1
OG0005978	XP_040129833.1	XP_006243208.1
OG0005979	XP_040131259.1	XP_038937005.1, NP_001032859.1
OG0005980	XP_005316656.1	NP_001032740.2, XP_038937445.1
OG0005981	XP_040143135.1	NP_001100584.1, XP_063126672.1
OG0005982	XP_021580981.2	NP_059021.1, XP_017453542.1
OG0005983	XP_005323536.1	NP_001386166.1
OG0005984	XP_021580966.1	XP_038943864.1, NP_598271.1
OG0005985	XP_040143012.1	NP_612552.1, XP_008771015.1
OG0005986	XP_021576532.2	NP_001178892.1
OG0005987	XP_005330147.1	NP_001258913.1, NP_113963.2, XP_017446624.1
OG0005988	XP_040148933.1	NP_001385602.1, XP_063137736.1
OG0005989	XP_005340773.1	NP_001401962.1
OG0005990	XP_021582350.2	XP_063137172.1, NP_001386795.1
OG0005991	XP_013221443.1, XP_005341961.1	NP_037078.2
OG0005992	XP_040145145.1, XP_005339379.1	NP_001009391.1
OG0005993	XP_013219199.1	NP_001406727.1, XP_038948586.1
OG0005994	XP_013221480.1, XP_040144038.1, XP_040129868.1	NP_596910.1
OG0005995	XP_021576325.2	XP_038944117.1
OG0005996	XP_005327647.1	NP_599221.2
OG0005997	XP_040126291.1	NP_001008286.1, XP_006248394.1
OG0005998	XP_005327670.1	XP_038944183.1, NP_001401926.1
OG0005999	XP_040126223.1	XP_063126452.1, NP_001258179.1
OG0006000	XP_005338941.1	NP_001389032.1
OG0006001	XP_005340793.1	XP_006227855.1, NP_001101931.1
OG0006002	XP_040126500.1	NP_001098030.1
OG0006003	XP_005330310.1	NP_001009653.1, XP_063137634.1
OG0006004	XP_005331037.1	NP_001101790.1
OG0006005	XP_005335216.1	NP_599241.2, XP_038951248.1
OG0006006	XP_005327554.1	XP_038951410.1, NP_001006967.1
OG0006007	XP_005329184.1	NP_001387700.1
OG0006008	XP_005329203.3	NP_001100813.1
OG0006009	XP_013215719.3	XP_063132440.1, NP_001004255.1
OG0006010	XP_040139594.1	XP_038951815.1, NP_001019444.1
OG0006011	XP_005324739.1	NP_001093997.1, XP_063139351.1
OG0006012	XP_013218697.1	NP_036868.1, XP_038960257.1
OG0006013	XP_021585700.1	NP_665731.2
OG0006014	XP_005324628.1	NP_001107653.1, XP_063140470.1
OG0006015	XP_005324681.1	NP_001070897.1, XP_006234439.1
OG0006016	XP_005324693.1	NP_001386102.1
OG0006017	XP_021585684.1	XP_006245193.1, NP_446162.1
OG0006018	XP_005324421.1	NP_001012226.1
OG0006019	XP_005324410.1	XP_006244970.1, NP_596883.1
OG0006021	XP_005338967.1	NP_001013431.1, XP_006245063.1
OG0006022	XP_013220041.1	NP_955432.1, XP_006245056.1
OG0006023	XP_005335147.1	XP_038939250.1, NP_001178737.1
OG0006024	XP_040150731.1, XP_013218232.1, XP_040150732.1	NP_001386610.1
OG0006026	XP_005331889.1	NP_037254.2
OG0006027	XP_005330521.1	NP_001007714.1, XP_017451966.1
OG0006028	XP_040123753.1	NP_542419.1, XP_006245198.1
OG0006029	XP_005330536.1	NP_001414011.1
OG0006030	XP_040123779.1	NP_001100391.1, XP_038939290.1
OG0006031	XP_005330585.1	NP_001155883.1, XP_008765471.1
OG0006032	XP_005331898.1	XP_006245212.1, NP_062016.2
OG0006033	XP_040145007.1	XP_008767969.1, NP_001178860.1
OG0006034	XP_005330354.1, XP_040133888.1	XP_038946628.1, NP_001012026.1
OG0006035	XP_005329547.1	NP_001074920.2
OG0006036	XP_021588977.1, XP_040133901.1	NP_001414158.1
OG0006037	XP_005319910.1	NP_001385587.1
OG0006038	XP_021576817.1, XP_005341909.1	NP_001076807.1
OG0006039	XP_021576819.1	NP_001121110.1, XP_063128688.1
OG0006040	XP_005339424.1	XP_038946446.1
OG0006041	XP_040134159.1	XP_063128241.1, NP_001099452.1
OG0006042	XP_040131853.1, XP_005324041.1	XP_063136183.1, NP_001102284.1
OG0006043	XP_021589121.1	NP_001129312.1, XP_038945574.1
OG0006044	XP_005316038.1	NP_036700.1, XP_003752087.1
