Orthogroup	Ictidomys_tridecemlineatus	Saimiri_boliviensis_boliviensis
OG0009548	XP_005319703.1	XP_003925919.2
OG0009549	XP_005319721.1	XP_010334940.1
OG0009550	XP_040128227.1	XP_010334951.2
OG0009551	XP_005325729.3	XP_010334957.1
OG0009552	XP_005325683.1	XP_010334964.1
OG0009553	XP_040129053.1	XP_039325439.1
OG0009554	XP_005325687.1	XP_039320690.1
OG0009555	XP_005325733.1	XP_003925968.1
OG0009556	XP_013214238.1	XP_003925971.1
OG0009557	XP_013214218.1	XP_010334977.1
OG0009558	XP_005325703.1	XP_039316955.1
OG0009559	XP_021582282.1	XP_003925982.1
OG0009560	XP_005325711.1	XP_003936260.1
OG0009561	XP_021582265.1	XP_039335447.1
OG0009562	XP_013211546.1	XP_039319120.1
OG0009563	XP_005336806.1	XP_003932535.1
OG0009564	XP_021587227.1	XP_039316626.1
OG0009565	XP_005325529.1	XP_003934098.1
OG0009566	XP_005343089.3	XP_003936265.1
OG0009567	XP_005330828.1	XP_003923585.1
OG0009568	XP_013215415.1	XP_003923629.1
OG0009569	XP_005328381.1	XP_003923684.1
OG0009570	XP_005332891.2	XP_003929250.1
OG0009571	XP_040145045.1	XP_039330407.1
OG0009572	XP_005330781.1	XP_039327393.1
OG0009573	XP_040141395.1	XP_003923602.1
OG0009574	XP_021590370.1	XP_010329096.1
OG0009575	XP_005330785.1	XP_003923553.1
OG0009576	XP_005330786.1	XP_039326347.1
OG0009577	XP_005330809.1	XP_039333677.1, XP_039326465.1
OG0009578	XP_040139712.1	XP_003923609.1
OG0009579	XP_005328450.1	XP_039326612.1
OG0009580	XP_005328446.1	XP_003923632.1
OG0009581	XP_005328438.1	XP_010332728.1
OG0009582	XP_040141312.1	XP_010332730.2
OG0009583	XP_040141309.1	XP_010332732.1
OG0009584	XP_005328422.1	XP_039327316.1
OG0009585	XP_005328413.1	XP_010332751.1
OG0009586	XP_005328394.1	XP_003923673.1
OG0009587	XP_040139707.1	XP_039326242.1
OG0009588	XP_005328377.1	XP_003923686.2
OG0009589	XP_040141233.1	XP_039327457.1
OG0009590	XP_040141215.1	XP_039326516.1
OG0009591	XP_040141205.1	XP_010332810.1
OG0009592	XP_013215438.1	XP_039327073.1
OG0009593	XP_021584206.1	XP_010332821.1, XP_003923713.1
OG0009594	XP_013215406.3	XP_039326817.1
OG0009595	XP_005334264.1	XP_003923740.1
OG0009596	XP_005334291.1	XP_003923764.2
OG0009597	XP_005331401.1	XP_010346706.1
OG0009598	XP_040141131.1	XP_003923770.1
OG0009599	XP_005334298.1	XP_010332885.1
OG0009600	XP_040141108.1	XP_039326880.1
OG0009601	XP_005334312.1	XP_003923949.3
OG0009602	XP_021584622.1	XP_003923787.1
OG0009603	XP_005329170.1	XP_010332899.1, XP_003923790.1
OG0009604	XP_005329128.1	XP_039327212.1
OG0009605	XP_005329129.1	XP_003923793.1
OG0009606	XP_040139698.1	XP_039327373.1
OG0009607	XP_005329131.1	XP_003923797.1
OG0009608	XP_005329172.2	XP_039327309.1
OG0009609	XP_005329134.1	XP_003923801.1
OG0009610	XP_005329150.2	XP_003923814.1
OG0009611	XP_040125461.1	XP_010342004.2
OG0009612	XP_040125465.1	XP_039332598.1
OG0009613	XP_005337372.1	XP_003933104.1
OG0009614	XP_005337386.1	XP_010340256.1, XP_039332723.1, XP_003929163.2
OG0009615	XP_005337388.1	XP_003931392.1
OG0009616	XP_005337389.1	NP_001266889.1, XP_010340097.1
OG0009617	XP_040125426.1	XP_010340282.2, XP_010340281.2
OG0009618	XP_005337403.1	XP_010340283.2
OG0009619	XP_040125419.1	XP_039332055.1
OG0009620	XP_013219266.2	XP_003931433.1
OG0009621	XP_005337425.1	XP_010340319.2
OG0009622	XP_005332811.1	XP_010338056.1
OG0009623	XP_021587015.1	XP_003929187.1
OG0009624	XP_005332816.1	XP_010338067.1
OG0009625	XP_005332856.1	XP_003929214.1
OG0009626	XP_005332844.1	XP_003929210.1
OG0009627	XP_005332853.1	XP_010338086.1
OG0009628	XP_005332846.1	XP_003929213.1
OG0009629	XP_005332868.1	XP_039331967.1
OG0009630	XP_005332874.1	XP_010338098.2
OG0009631	XP_005332870.1	XP_003929225.1
OG0009632	XP_021587035.1	XP_039331969.1
OG0009633	XP_021587047.1	XP_010338108.2
OG0009634	XP_013217197.1	XP_003929274.1
OG0009635	XP_040125372.1	XP_010338150.1
OG0009636	XP_005332937.1	XP_003929295.2
OG0009637	XP_013217172.1	XP_039331914.1
OG0009638	XP_021587080.1, XP_021587079.1	XP_003929297.1
OG0009639	XP_005332946.1	XP_003929304.1
OG0009640	XP_005338913.1	XP_003929307.1
OG0009641	XP_040125499.1	XP_010338177.1
OG0009642	XP_005340876.1	XP_039331838.1
OG0009643	XP_021576234.1	XP_003929320.1
OG0009644	XP_005340882.1	XP_039332166.1
OG0009645	XP_021576620.1	XP_003929334.1
OG0009646	XP_005339523.1	XP_039331653.1
OG0009647	XP_005339519.1	XP_039332144.1
OG0009648	XP_005339518.1	XP_039326108.1, XP_003929358.1
OG0009649	XP_005339504.1	XP_039332325.1
OG0009650	XP_005339501.1	XP_039332632.1
OG0009651	XP_005332422.1	XP_003921491.1
OG0009652	XP_005326072.2	XP_003921550.1
OG0009653	XP_005326078.1	XP_010346826.1
OG0009654	XP_040144669.1	XP_039329573.1
OG0009655	XP_005326083.1	XP_010349151.2
OG0009656	XP_040144633.1	XP_039329979.1
OG0009657	XP_005326109.1	XP_039330529.1
OG0009658	XP_021591590.1	XP_039329784.1
OG0009659	XP_040145067.1	XP_039330109.1
OG0009660	XP_013220178.1	XP_039329466.1
OG0009661	XP_005339312.1	XP_039330068.1
OG0009662	XP_021591609.1	XP_039330115.1
OG0009663	XP_040143696.1	XP_003939704.1
OG0009664	XP_005339346.1	XP_010348702.2
OG0009665	XP_040143729.1	XP_039329972.1
OG0009666	XP_005339341.2	XP_039329411.1
OG0009667	XP_005339276.1, XP_013220194.1, XP_021582675.1	XP_039330128.1
OG0009668	XP_040143735.1	XP_039330127.1
OG0009669	XP_013220200.1	XP_039330126.1
OG0009670	XP_005334839.1	XP_003939665.2
OG0009671	XP_040145072.1	XP_039329888.1
OG0009672	XP_005334792.1	XP_003939728.2
OG0009673	XP_021588475.2, XP_005320415.1	XP_039330274.1
OG0009674	XP_005334808.2	XP_039329944.1
OG0009675	XP_021588526.1	XP_039329812.1
OG0009676	XP_040135092.1, XP_040126503.1, XP_013221911.1	XP_010330855.2
OG0009677	XP_040135810.1	XP_039316208.1
OG0009678	XP_005335472.1	XP_039316293.1
OG0009679	XP_040135928.1	XP_010342809.1, XP_039330883.1
OG0009680	XP_040134946.1	XP_039319308.1
OG0009681	XP_040135223.1	XP_010331995.2
OG0009682	XP_005335539.3	XP_039317050.1
OG0009683	XP_005335543.2	XP_003922867.1
OG0009684	XP_040134950.1	XP_010331965.1
OG0009685	XP_040135935.1	XP_039319776.1
OG0009686	XP_040134952.1	XP_039334588.1
OG0009687	XP_040136100.1	XP_039319264.1, XP_010329903.1
OG0009688	XP_005318519.1	XP_003938114.2
OG0009689	XP_005318571.2	XP_039318438.1
OG0009690	XP_013221247.1	XP_010346963.1
OG0009691	XP_040135194.1	XP_039332648.1
OG0009692	XP_005318493.1	XP_003939953.1
OG0009693	XP_013221709.3	XP_003939979.1
OG0009694	XP_040134955.1	XP_039317136.1
OG0009695	XP_040134999.1	XP_039334153.1
OG0009696	XP_005318422.1	XP_039333597.1
OG0009697	XP_040134956.1	XP_039316586.1
OG0009698	XP_005318406.1	XP_003936383.1
OG0009699	XP_005318397.1	XP_010345110.2
OG0009700	XP_005318388.1	XP_039333864.1
OG0009701	XP_005318379.1	XP_003936350.1
OG0009702	XP_005318385.1	XP_010345091.1
OG0009703	XP_005318367.1	XP_010345075.2
OG0009705	XP_005318322.1	XP_003936317.2
OG0009706	XP_005334311.1	XP_039327441.1
OG0009707	XP_005326166.1	XP_010346913.2
OG0009708	XP_040133706.1	XP_039333765.1
OG0009709	XP_040133892.1, XP_005337816.1	XP_010337401.2
OG0009710	XP_040143340.1, XP_040143338.1	XP_010342324.2
OG0009711	XP_040142048.1	XP_003940785.1
OG0009712	XP_040134141.1	XP_003944843.1
OG0009713	XP_005328601.1	XP_003934145.2
OG0009714	XP_021584279.1	XP_039316388.1
OG0009715	XP_040133624.1	XP_003934155.1
OG0009716	XP_040133533.1	XP_039316456.1
OG0009717	XP_005328576.1	XP_039316423.1
OG0009718	XP_040134518.1	XP_039316428.1
OG0009719	XP_005328556.1	XP_039316383.1
OG0009720	XP_005328550.1	XP_003934196.1
OG0009721	XP_005328633.2	XP_003934241.2
OG0009722	XP_040133267.1	XP_003934257.1
OG0009723	XP_021575371.1	XP_039316525.1
OG0009724	XP_040134055.1	XP_010343085.1
OG0009725	XP_013220374.2	XP_003934284.1
OG0009726	XP_013220391.1	XP_003934292.2
OG0009727	XP_005340087.1	XP_010343113.1
OG0009728	XP_040134539.1	XP_039316348.1
OG0009729	XP_005340106.1	XP_010343667.2
OG0009730	XP_040133967.1	XP_039316528.1
OG0009731	XP_005340887.1	XP_039326215.1
OG0009732	XP_021575497.1	XP_010329918.2
OG0009733	XP_005339884.1	XP_039327419.1
OG0009734	XP_005339880.1	XP_010329953.2
OG0009735	XP_005328619.1	XP_003930078.1
OG0009736	XP_005323940.1	XP_003930091.1
OG0009737	XP_040134567.1	XP_003930097.1
OG0009738	XP_013213319.2	XP_003930103.1
OG0009739	XP_005324003.1	XP_039333872.1
OG0009740	XP_013213434.1	XP_039333727.1
OG0009741	XP_005323903.1	XP_010338993.1
OG0009742	XP_005323900.1	XP_010338994.1
OG0009743	XP_021581223.1	XP_003930148.1
OG0009744	XP_005323994.2	XP_003930143.1
OG0009745	XP_005323878.1	XP_003930170.1
OG0009746	XP_040134509.1	XP_003928762.1
OG0009747	XP_005323854.1	XP_003930288.2
OG0009748	XP_005323843.1	XP_039333914.1
OG0009749	XP_040134508.1	XP_003930279.1
OG0009750	XP_021581150.1	XP_010339126.2
OG0009752	XP_040132975.1	XP_010339100.1
OG0009753	XP_021581132.2	XP_039333843.1
OG0009754	XP_005323806.1	XP_010339087.1
OG0009755	XP_040133840.1, XP_005323802.1	XP_010339082.1
OG0009756	XP_005323792.1	XP_010339072.1
OG0009757	XP_040133422.1	XP_039333715.1
OG0009758	XP_021581227.1	XP_003930200.1
OG0009759	XP_005323765.1	XP_003930182.1
OG0009760	XP_005323757.2	XP_003944673.1
OG0009761	XP_005323739.1	XP_003928795.1
OG0009762	XP_021581206.1	XP_039333910.1
OG0009763	XP_040133389.1	XP_003928791.2
OG0009764	XP_005327233.1	XP_010337666.1
OG0009765	XP_040133266.1	XP_003938789.1, XP_003938787.1
OG0009766	XP_021583352.2	XP_039333973.1
OG0009767	XP_021583321.2	XP_003928556.2
OG0009768	XP_005327209.1	XP_003928548.3
OG0009769	XP_021583305.1	XP_039334189.1
OG0009770	XP_005327202.1	XP_039334198.1
OG0009771	XP_040134274.1	XP_010337460.2
OG0009772	XP_040133801.1	XP_039334300.1
OG0009773	XP_005337789.1	XP_003928524.1
OG0009774	XP_005337799.1	XP_039333776.1
OG0009775	XP_005337809.1	XP_003928507.2
OG0009776	XP_005337825.1	XP_003928490.2
OG0009777	XP_021590608.2	XP_039334062.1
OG0009778	XP_013219520.1	XP_010337369.1
OG0009779	XP_021590653.1	XP_003928425.2
OG0009780	XP_021590662.1	XP_003928420.1
OG0009781	XP_040134576.1	XP_010337284.1
OG0009782	XP_005323691.1	XP_039333992.1
OG0009783	XP_005323693.1	XP_003928407.1
OG0009784	XP_021581052.1	XP_039333865.1
OG0009785	XP_040134423.1	XP_039334106.1
OG0009786	XP_040134111.1	XP_010337252.2
OG0009787	XP_040132959.1	XP_039333656.1
OG0009788	XP_005338181.1	XP_039316919.1
OG0009789	XP_005338168.1	XP_039316813.1
OG0009790	XP_005338139.1	XP_003933451.1
OG0009791	XP_013219589.2	XP_039316803.1
OG0009792	XP_013219612.2	XP_039316770.1
OG0009793	XP_005338135.1	XP_003933447.1
OG0009794	XP_005338127.1	XP_010342287.1
OG0009795	XP_040143378.1	XP_003933440.1
OG0009796	XP_040143386.1	XP_010342276.2
OG0009797	XP_021590826.2	XP_003933436.1
OG0009798	XP_005339741.1	XP_010342118.1
OG0009799	XP_040144961.1	XP_003933371.2
OG0009800	XP_005327769.1	XP_003933338.1
OG0009801	XP_005327775.1	XP_003933346.1
OG0009802	XP_005327786.1	XP_003933354.1
OG0009803	XP_040145132.1	XP_039316892.1
OG0009804	XP_005327799.1	XP_039316888.1
OG0009806	XP_005341357.1	XP_003921397.1
OG0009807	XP_005334122.1	XP_010345176.2
OG0009808	XP_005316068.1, XP_005334124.1	XP_003921404.1
OG0009809	XP_005334125.1	XP_003921406.1
OG0009810	XP_021587925.2	XP_039329776.1, XP_039329775.1
OG0009811	XP_005334130.1	XP_010345296.1
OG0009812	XP_040144865.1	XP_003921423.1
OG0009813	XP_005330763.1	XP_003921437.1
OG0009814	XP_005330756.2	XP_010345642.1
OG0009815	XP_005330746.1	XP_003921445.1
OG0009816	XP_021585795.2	XP_003921452.1
OG0009817	XP_005332398.1	XP_010345932.2
OG0009818	XP_005332396.1	XP_003921467.1
OG0009819	XP_021578269.1	XP_039316195.1
OG0009820	XP_013221598.1	XP_039319766.1
OG0009821	XP_013216643.1	XP_010327936.2
OG0009822	XP_013215664.2	XP_039319777.1
OG0009823	XP_013219139.1	XP_039319800.1
OG0009824	XP_013215315.1	XP_003929747.1
OG0009825	XP_005330390.1	XP_003938338.1
OG0009826	XP_005330399.1	XP_039321912.1
OG0009827	XP_005330440.1	XP_003938292.1
OG0009828	XP_040134477.1	XP_010347139.2
OG0009829	XP_040133851.1	XP_003930476.2
OG0009830	XP_005329489.1	XP_003930421.1
OG0009831	XP_005329482.1	XP_010339344.2
OG0009832	XP_005329474.1	XP_039319423.1
OG0009833	XP_013211647.1	XP_039315888.1, XP_010336685.1
OG0009834	XP_005319796.1	XP_003925367.1
OG0009835	XP_005319791.1	XP_003925366.1
OG0009836	XP_040133294.1	XP_003925363.3
OG0009837	XP_021578376.1	XP_003925345.1
OG0009839	XP_005319750.1	XP_003925337.1
OG0009840	XP_013211621.2	XP_039315745.1
OG0009841	XP_040132914.1	XP_039315746.1
OG0009842	XP_040134252.1	XP_010334380.1
OG0009843	XP_005319810.1	XP_039315896.1
OG0009844	XP_021578309.1	XP_010334402.1
OG0009845	XP_005319843.1	XP_010334411.1
OG0009846	XP_040134353.1	XP_039330606.1
OG0009847	XP_021578355.1	XP_003928152.1
OG0009848	XP_005319897.1	XP_003928149.1
OG0009849	XP_005319898.1	XP_010337004.1
OG0009850	XP_021578381.1	XP_039315927.1
OG0009851	XP_040133841.1	XP_003928127.1
OG0009852	XP_040134460.1	XP_039320121.1
OG0009853	XP_040134463.1	XP_003935382.1
OG0009854	XP_005326618.1	XP_039320181.1
OG0009855	XP_021582851.2	XP_039320216.1
OG0009856	XP_005326598.1	XP_039320185.1
OG0009857	XP_021582841.1	XP_010339189.1
OG0009858	XP_013214677.1	XP_003930359.1
OG0009859	XP_005331466.1	XP_003937904.1
OG0009860	XP_005331450.1	XP_039315916.1
OG0009861	XP_021586216.1	XP_003937889.1
OG0009862	XP_005331436.1	XP_003937882.1
OG0009863	XP_005331427.1	XP_003937877.1
OG0009864	XP_040143625.1	XP_003937868.1
OG0009865	XP_013216658.1	XP_039316170.1
OG0009866	XP_005331406.1	XP_003937849.2
OG0009867	XP_005331506.1	XP_003937818.2
OG0009868	XP_005331367.1	XP_003937811.1
OG0009869	XP_005331505.2	XP_039315985.1
OG0009870	XP_040145058.1	XP_039315938.1
OG0009871	XP_005331330.1	XP_010327931.1
OG0009872	XP_021586154.2	XP_010327942.1
OG0009873	XP_013214186.1	XP_039319562.1
OG0009874	XP_021582195.1	XP_003924739.1
OG0009875	XP_021582228.1	XP_039319818.1
OG0009876	XP_040129330.1	XP_010333712.1
OG0009877	XP_005325608.1	XP_003924750.1
OG0009878	XP_005325629.1	XP_003924780.1
OG0009879	XP_021590331.1	XP_039319737.1
OG0009880	XP_005337515.1	XP_003924802.1
OG0009881	XP_005337518.1	XP_010333768.1
OG0009882	XP_021584605.1	XP_010333786.1
OG0009883	XP_013215677.1	XP_003924820.1
OG0009884	XP_040126361.1	XP_010333790.1
OG0009885	XP_040130569.1	XP_003924839.1
OG0009886	XP_040126457.1	XP_003924882.1
OG0009887	XP_013219078.1	XP_010333929.2
OG0009888	XP_040131230.1	XP_039319781.1
OG0009889	XP_040126533.1	XP_003924910.1
OG0009890	XP_040126608.1	XP_003924915.1
OG0009891	XP_040126199.1	XP_003926123.2
OG0009892	XP_005323130.1	XP_003926125.1
OG0009893	XP_005323134.1	XP_003926129.1
OG0009894	XP_040129212.1	XP_003926131.2
OG0009896	XP_005324664.1	XP_039321492.1, XP_010350251.2
OG0009897	XP_040130255.1	XP_010337761.2
OG0009898	XP_013218004.2	XP_003933395.1
OG0009899	XP_005339225.3	XP_010348862.1
OG0009900	XP_005339202.1	XP_003939891.1
OG0009902	XP_005338855.1	XP_003924391.1
OG0009903	XP_013219956.1	XP_003924390.1, XP_039336235.1
OG0009904	XP_005338821.2	XP_003924361.1
OG0009905	XP_005338811.2	XP_003924352.1
OG0009906	XP_040131608.1	XP_039325371.1
OG0009907	XP_005338788.1	XP_010333310.1
OG0009908	XP_005338777.1	XP_010333305.1
OG0009909	XP_005338778.1	XP_003926408.1
OG0009910	XP_013219929.1	XP_039325147.1
OG0009911	XP_005338857.1	XP_003924684.1
OG0009912	XP_021580360.1	XP_010333263.2
OG0009913	XP_005322721.1	XP_010333259.1
OG0009914	XP_005322737.1	XP_003924254.1
OG0009915	XP_040132442.1	XP_003924243.1
OG0009916	XP_040131296.1	XP_003924242.2
OG0009917	XP_005322758.1	XP_039325346.1
OG0009918	XP_040131235.1	XP_039330076.1, XP_003928859.1
OG0009919	XP_040130788.1	XP_003930613.1
OG0009920	XP_021586356.1	XP_039325422.1
OG0009921	XP_040131125.1	XP_003930604.1, XP_039330363.1
OG0009922	XP_005342913.3	XP_003930593.1
OG0009923	XP_013212985.1	XP_003930588.1
OG0009924	XP_040131088.1	XP_003930587.1
OG0009926	XP_005338016.1	XP_003930562.1
OG0009927	XP_005338012.1	XP_003930560.1
OG0009928	XP_021580404.2	XP_039325339.1
OG0009929	XP_005322789.1	XP_003930546.1
OG0009930	XP_005322794.1	XP_003930538.1
OG0009931	XP_005322814.1	XP_010333433.1
OG0009932	XP_040131627.1	XP_003924447.2
OG0009933	XP_013212949.2	XP_039324589.1
OG0009934	XP_005322851.3	XP_039324938.1
OG0009935	XP_005322859.1	XP_010333470.1
OG0009936	XP_013212974.1	XP_010333498.2
OG0009937	XP_040132028.1	XP_039325095.1
OG0009938	XP_005321256.1	XP_010333544.1
OG0009939	XP_040130452.1	XP_039324642.1
OG0009940	XP_005321386.2	XP_039324841.1
OG0009941	XP_013212255.2	XP_003924587.2
OG0009942	XP_021579449.1	XP_010333587.2
OG0009943	XP_005321292.1	XP_003924591.1
OG0009944	XP_005321296.2	XP_039324808.1
OG0009945	XP_005321389.1	XP_010333596.1
OG0009946	XP_005321304.1	XP_003924609.1
OG0009947	XP_021579480.1	XP_003924626.1
OG0009948	XP_005321391.3	XP_039324838.1
OG0009949	XP_040130714.1	XP_003924639.1
OG0009950	XP_040130717.1	XP_010333621.1
OG0009951	XP_040132279.1	XP_003924655.3, XP_010337101.2
OG0009952	XP_040130409.1	XP_003924654.2
OG0009953	XP_021579527.1	XP_010333627.1
OG0009954	XP_021579396.2	XP_003940963.2
OG0009955	XP_005321358.1	XP_003940962.2
OG0009956	XP_021579499.1	XP_039324726.1
OG0009957	XP_005339207.1	XP_003939885.1
OG0009958	XP_021591514.1	XP_010348849.1
OG0009960	XP_021587747.1	XP_003928885.2
OG0009961	XP_005333984.1	XP_039324974.1
OG0009962	XP_021576358.2	XP_039318711.1
OG0009963	XP_005341066.1	XP_039318723.1
OG0009964	XP_021588437.1	XP_003933405.1
OG0009965	XP_040129824.1	XP_010342210.1
OG0009966	XP_005334749.1	XP_039318782.1
OG0009967	XP_040131431.1	XP_039318716.1
OG0009968	XP_005341059.1	XP_003933421.1
OG0009969	XP_021586407.1	XP_003925621.1
OG0009970	XP_005321734.1	XP_010340183.2
OG0009971	XP_040124856.1	XP_039332737.1
OG0009972	XP_005322306.1	XP_003932914.1
OG0009973	XP_013219038.1	XP_039317433.1
OG0009974	XP_040124243.1	XP_003931673.2
OG0009975	XP_005332790.1	XP_010340611.2
OG0009976	XP_005332643.1	XP_003931763.1
OG0009977	XP_021586874.1	XP_003931802.1
OG0009978	XP_005321909.1	XP_039332337.1
OG0009979	XP_005321840.1	XP_003942933.2
OG0009980	XP_005321834.1	XP_003942899.1, XP_039332760.1
OG0009981	XP_005342035.2, XP_040124223.1	XP_039332624.1
OG0009982	XP_005342030.3	XP_039332583.1
OG0009983	XP_013217130.1	XP_039331693.1
OG0009984	XP_021586956.1, XP_040124281.1	XP_039331780.1
OG0009985	XP_005332703.1	XP_039332332.1
OG0009986	XP_040124300.1	XP_039332122.1
OG0009987	XP_005332686.1	XP_039332353.1, XP_039321074.1
OG0009988	XP_005332663.1	XP_003931746.2
OG0009989	XP_040124574.1	XP_039332322.1
OG0009990	XP_040124368.1	XP_039332958.1
OG0009991	XP_013217111.1	XP_010340719.2
OG0009992	XP_040124396.1	XP_039332277.1
OG0009993	XP_005332606.1	XP_039332609.1
OG0009994	XP_005332595.1	XP_003931799.1
OG0009995	XP_005332594.1	XP_039332403.1
OG0009996	XP_005332753.1	XP_003931803.1
OG0009997	XP_040124430.1	XP_003931819.2
OG0009998	XP_005336032.2	XP_039332740.1
OG0009999	XP_005336041.1	XP_039331805.1
OG0010000	XP_040124450.1	XP_003931832.1
OG0010001	XP_005328282.1	XP_039332154.1
OG0010002	XP_013215372.1	XP_039332239.1
OG0010003	XP_021584083.1	XP_003942491.1, XP_010328605.1
OG0010004	XP_005328250.1	XP_039331866.1
OG0010005	XP_021584074.1	XP_010328592.1
OG0010006	XP_005328242.1	XP_039332266.1
OG0010007	XP_021584063.1	XP_010328585.1
OG0010008	XP_005328235.3	XP_003942476.3
OG0010009	XP_005328230.1	XP_039332559.1
OG0010011	XP_021584012.2	XP_039332898.1
OG0010012	XP_021584006.1	XP_003943667.1
OG0010013	XP_021584018.2	XP_039332895.1
OG0010014	XP_040124651.1	XP_003943676.1
OG0010015	XP_040124652.1	XP_039332875.1
OG0010016	XP_005328159.1	XP_003943685.1
OG0010017	XP_005328150.1	XP_039332851.1
OG0010018	XP_005328147.1	XP_039332117.1
OG0010019	XP_005328312.1	XP_003943698.1
OG0010020	XP_021579935.1	XP_010328881.2
OG0010021	XP_021579933.1	XP_010328888.1
OG0010022	XP_040124683.1	XP_039331702.1
OG0010023	XP_021579817.1	XP_003942794.1
OG0010024	XP_005321945.1	XP_039331940.1
OG0010025	XP_005321938.1	XP_003942807.2
OG0010026	XP_005321936.1	XP_010329005.2
OG0010027	XP_021579918.1	XP_039332418.1
OG0010028	XP_005321925.1	XP_003942815.1
OG0010029	XP_005321914.1	XP_039331828.1
OG0010030	XP_005321912.1	XP_010328926.1
OG0010031	XP_005321911.1	XP_039331825.1
OG0010032	XP_040124724.1	XP_003942843.1
OG0010033	XP_005321880.1	XP_003942868.2
OG0010034	XP_005321869.1	XP_039331764.1
OG0010035	XP_021579871.1	XP_010328969.1
OG0010036	XP_021579854.1	XP_010340110.1
OG0010037	XP_040126444.1	XP_003931240.2
OG0010038	XP_005321809.1	XP_039332285.1
OG0010039	XP_040124779.1	XP_039332481.1
OG0010040	XP_021579693.2	XP_039332316.1
OG0010041	XP_005321804.2	XP_039331880.1
OG0010042	XP_005321800.1	XP_010340128.1
OG0010043	XP_005321798.2	XP_010340140.2
OG0010044	XP_005322010.1	XP_003931258.1
OG0010045	XP_040126446.1	XP_003931277.2
OG0010046	XP_005321774.1	XP_003931280.1
OG0010047	XP_005321764.1	XP_003931286.1
OG0010048	XP_005321757.1	XP_003931292.1
OG0010049	XP_005321747.1	XP_003931306.1
OG0010050	XP_005321731.1	XP_039332522.1
OG0010051	XP_005321665.1	XP_003931363.2
OG0010052	XP_005321661.1	XP_039331830.1
OG0010053	XP_005321653.1	XP_039332795.1
OG0010054	XP_013212587.3	XP_003931385.1
OG0010055	XP_040124959.1, XP_040124958.1	XP_039332653.1
OG0010056	XP_005321645.1	XP_010338044.1
OG0010057	XP_013212502.1	XP_039332259.1
OG0010058	XP_040126455.1	XP_003929130.1
OG0010059	XP_005321595.1	XP_010338004.1
OG0010060	XP_040125042.1	NP_001266932.1
OG0010061	XP_021579681.2	XP_003929113.1
OG0010062	XP_021579706.1	XP_003929110.2
OG0010063	XP_005321547.2	XP_039332492.1
OG0010064	XP_040125065.1	XP_039331887.1
OG0010065	XP_005327835.1	XP_003933177.2
OG0010066	XP_005327851.1	XP_003931522.1
OG0010067	XP_013215223.2	XP_039332330.1
OG0010068	XP_005327855.1	XP_010340443.2
OG0010069	XP_040126461.1	XP_039331700.1
OG0010070	XP_005327877.1	XP_039331797.1
OG0010071	XP_021583758.1	XP_003931473.1
OG0010072	XP_005327882.1	XP_039331794.1
OG0010073	XP_005327884.1	XP_039332224.1
OG0010074	XP_040125122.1	XP_039332209.1
OG0010075	XP_040125140.1	XP_003931490.1
OG0010076	XP_040125202.1	XP_003929467.2
OG0010077	XP_005327955.1	XP_039331861.1
OG0010078	XP_005327962.1	XP_010338348.2
OG0010079	XP_040126466.1	XP_039331817.1
OG0010080	XP_005327964.1	XP_010338274.1
OG0010081	XP_040125219.1	XP_003933135.2
OG0010082	XP_005337357.1	XP_003933113.1
OG0010083	XP_021590240.1	XP_039332169.1
OG0010084	XP_040126478.1	XP_010341952.1
OG0010085	XP_021589974.1	XP_039317387.1
OG0010086	XP_005336934.1	XP_039317240.1
OG0010087	XP_005336946.1	XP_039317294.1
OG0010088	XP_005336988.1	XP_010350462.1
OG0010089	XP_021589955.2	XP_039317356.1
OG0010090	XP_005337023.1	XP_039317163.1
OG0010091	XP_005337007.1	XP_039317221.1
OG0010092	XP_040139773.1	XP_010344712.1
OG0010093	XP_013212120.1	XP_039317406.1
OG0010094	XP_021579348.1	XP_003935960.1
OG0010095	XP_040139772.1	XP_003935962.1
OG0010096	XP_005321149.1	XP_003920926.1
OG0010097	XP_005321239.1	XP_003920920.1
OG0010098	XP_005321237.1	XP_010341021.2
OG0010099	XP_040139770.1	XP_039317413.1
OG0010100	XP_040142428.1	XP_039331076.1
OG0010101	XP_005321130.1	XP_039331106.1
OG0010102	XP_040142383.1	XP_003940086.2
OG0010103	XP_005321066.1	XP_003940644.1
OG0010104	XP_005321048.1	XP_039331041.1
OG0010105	XP_021579234.1	XP_039331024.1
OG0010106	XP_040142268.1	XP_003940668.3
OG0010107	XP_040139764.1	XP_039331006.1
OG0010108	XP_021579206.1	XP_039331187.1
OG0010109	XP_040142236.1	XP_010349677.1
OG0010110	XP_005321000.1	XP_039330740.1
OG0010111	XP_040142217.1	XP_039330741.1
OG0010112	XP_040142190.1	XP_003925214.2
OG0010113	XP_040124309.1, XP_021586864.2	XP_039332715.1
OG0010114	XP_040124577.1	XP_039332962.1
OG0010115	XP_005340083.1	XP_003922834.2
OG0010116	XP_005322184.1	XP_010331797.1
OG0010117	XP_005328765.1	XP_039327965.1
OG0010118	XP_040136261.1	XP_003927836.2
OG0010119	XP_040136233.1	XP_003927861.1
OG0010121	XP_005335677.1	XP_010348255.1
OG0010122	XP_040136403.1	XP_039327688.1
OG0010123	XP_005335687.2	XP_039327691.1
OG0010124	XP_005335688.1	XP_039327690.1
OG0010125	XP_021589178.1	XP_003939381.3
