Orthogroup	Canis_lupus_familiaris	Microcebus_murinus
OG0005735	XP_038415209.1	XP_012623591.1
OG0005736	XP_038415342.1	XP_020145549.1
OG0005737	XP_038415384.1	XP_012600167.1
OG0005738	XP_038415514.1	XP_012596960.1
OG0005739	XP_038415656.1	XP_012641596.1
OG0005740	XP_038415658.1	XP_012641630.1
OG0005741	XP_038415869.1	XP_020138119.1
OG0005742	XP_038416110.1	XP_012639591.1
OG0005743	XP_038416234.1	XP_020138429.1
OG0005744	XP_038416237.1	XP_012639678.1
OG0005745	XP_038416323.1, XP_038416324.1	XP_012640381.1
OG0005746	XP_038416355.1	XP_012640416.1
OG0005747	XP_038416570.1	XP_012638705.1
OG0005748	XP_038416583.1	XP_012638697.1, XP_012619521.1
OG0005749	XP_038416669.1	XP_012641158.1
OG0005750	XP_038416672.1	XP_012641148.2
OG0005751	XP_038416680.1	XP_012634424.1
OG0005752	XP_038416966.1, XP_038416967.1	XP_020143625.1
OG0005753	XP_038445272.1, XP_038417053.1	XP_012643755.1
OG0005754	XP_038417099.1	XP_012643788.1
OG0005755	XP_038417293.1, XP_038417291.1, XP_038417296.1, XP_038417295.1, XP_038417292.1, XP_038417294.1	XP_012642312.1
OG0005756	XP_038417419.1	XP_012598229.1
OG0005757	XP_038417585.1	XP_012644043.1
OG0005758	XP_038417657.1	XP_012644103.1
OG0005759	XP_038442510.1, XP_038417718.1	XP_012605607.1
OG0005760	XP_038417810.1	XP_012617284.1
OG0005761	XP_038417829.1, XP_038417830.1	XP_012609215.1, XP_012617294.2
OG0005762	XP_038417832.1, XP_038417831.1	XP_012617291.1, XP_012617292.1
OG0005763	XP_038418060.1	XP_012623090.1
OG0005764	XP_038418063.1, XP_038418064.1	XP_012622928.1
OG0005765	XP_038418328.1	XP_012643515.1
OG0005766	XP_038418431.1	XP_012613189.1
OG0005767	XP_038418437.1	XP_012613173.1
OG0005768	XP_038418669.1	XP_012602188.1
OG0005769	XP_038418728.1	XP_012602770.1
OG0005770	XP_038418737.1	XP_012602735.1
OG0005771	XP_038418792.1	XP_012634977.1
OG0005772	XP_038418885.1	XP_012624946.1
OG0005773	XP_038418914.1	XP_020137245.1, XP_012646138.1
OG0005774	XP_038419096.1	XP_012605402.1, XP_012605403.1
OG0005775	XP_038419163.1, XP_038419164.1	XP_012605418.1
OG0005776	XP_038419174.1	XP_012605394.1
OG0005777	XP_038419308.1	XP_012644595.1
OG0005778	XP_038419377.1, XP_038419376.1	XP_012645468.1, XP_012645467.1
OG0005779	XP_038419386.1	XP_020142087.1
OG0005780	XP_038419528.1	XP_012613061.1
OG0005781	XP_038419540.1	XP_020142035.1
OG0005782	XP_038419556.1	XP_012612887.1
OG0005783	XP_038419582.1	XP_012613125.1
OG0005784	XP_038419654.1	XP_012612875.1
OG0005785	XP_038419668.1	XP_012613102.1
OG0005786	XP_038419670.1	XP_012613170.1
OG0005787	XP_038420027.1	XP_012633403.1
OG0005788	XP_038420040.1	XP_012633396.1
OG0005789	XP_038420083.1	XP_012633313.1
OG0005790	XP_038420301.1	XP_012633740.1
OG0005791	XP_038420409.1	XP_012602150.1
OG0005792	XP_038420476.1, XP_038420481.1, XP_038420477.1, XP_038420479.1, XP_038420478.1, XP_038420480.1	XP_012639271.1
OG0005793	XP_038420523.1	XP_012621742.1, XP_012621741.1
OG0005794	XP_038420676.1	XP_012639652.1
OG0005795	XP_038420694.1	XP_012601340.1, XP_012601338.1
OG0005796	XP_038420781.1, XP_038420780.1, XP_038420779.1	XP_012595395.1
OG0005797	XP_038420786.1	XP_020144132.1
OG0005798	XP_038420905.1	XP_012621061.1
OG0005799	XP_038421040.1	XP_020144108.1, XP_020142949.1
OG0005800	XP_038421065.1, XP_038421066.1, XP_038421067.1	XP_012600230.1
OG0005801	XP_038421128.1	XP_012635423.1
OG0005802	XP_038421269.1	XP_012624729.1
OG0005803	XP_038421284.1	XP_020135919.1
OG0005804	XP_038421423.1	XP_020138878.1
OG0005805	XP_038421455.1	XP_012607909.1
OG0005806	XP_038421487.1	XP_020139122.1, XP_020139126.1
OG0005807	XP_038421565.1, XP_038421564.1	XP_012640683.1
OG0005808	XP_038421586.1, XP_038421585.1	XP_012616132.1
OG0005809	XP_038421609.1	XP_020139811.1
OG0005810	XP_038421673.1, XP_038421672.1	XP_012616013.1
OG0005811	XP_038421694.1	XP_012616097.1, XP_012611126.1
OG0005812	XP_038421760.1	XP_012595870.1
OG0005813	XP_038421862.1	XP_020140266.1
OG0005814	XP_038422038.1	XP_012621086.1
OG0005815	XP_038422075.1	XP_012627048.1
OG0005816	XP_038422095.1	XP_020135967.1
OG0005817	XP_038422105.1	XP_012627020.1
OG0005818	XP_038422157.1	XP_012627010.1, XP_012627008.1
OG0005819	XP_038422208.1	XP_012626933.1
OG0005820	XP_038422326.1	XP_012626775.1
OG0005821	XP_038422336.1	XP_012626774.1
OG0005822	XP_038422378.1	XP_012626704.1
OG0005823	XP_038422503.1	XP_012626564.1
OG0005824	XP_038422668.1	XP_020139601.1
OG0005825	XP_038422754.1	XP_020139366.1, XP_012634498.1
OG0005826	XP_038422784.1	XP_020139474.1
OG0005827	XP_038422843.1	XP_012610500.1, XP_012610964.1
OG0005828	XP_038422948.1	XP_012613833.1
OG0005829	XP_038422951.1	XP_012613888.1
OG0005830	XP_038422989.1, XP_038422990.1	XP_012645827.1
OG0005831	XP_038423040.1	XP_020139604.1, XP_012645938.1
OG0005832	XP_038423044.1, XP_038423045.1, XP_038423043.1, XP_038423046.1	XP_012645925.1
OG0005833	XP_038423064.1	XP_020139618.1
OG0005834	XP_038437676.1, XP_038423090.1	XP_012645953.1
OG0005835	XP_038423091.1	XP_020139627.1
OG0005836	XP_038423202.1	XP_012646064.1, XP_012646063.1, XP_012646065.1
OG0005837	XP_038423327.1	XP_012646194.1
OG0005838	XP_038423449.1, XP_038423450.1, XP_038423447.1, XP_038423448.1	XP_012645819.1
OG0005839	XP_038423728.1	XP_012624757.2
OG0005840	XP_038423738.1	XP_012624769.1
OG0005841	XP_038423867.1	XP_012601124.1
OG0005842	XP_038423949.1	XP_012601247.1
OG0005843	XP_038423967.1	XP_012601194.1
OG0005844	XP_038423972.1	XP_012601156.1, XP_012601155.1
OG0005845	XP_038440790.1	XP_012637400.1
OG0005846	XP_038424056.1	XP_012590984.1
OG0005847	XP_038424144.1, XP_038424143.1	XP_020142254.1
OG0005848	XP_038424231.1	XP_012595086.1
OG0005849	XP_038424265.1	XP_012593146.1, XP_012593147.1
OG0005850	XP_038424471.1	XP_012600505.1
OG0005851	XP_038424544.1	XP_012600547.1, XP_012600543.1, XP_012600545.1, XP_012600548.1, XP_012600544.1
OG0005852	XP_038424555.1	XP_012600575.1
OG0005853	XP_038424718.1, XP_038424719.1	XP_012600474.1
OG0005854	XP_038424722.1	XP_012600413.2
OG0005855	XP_038424779.1	XP_012642056.1
OG0005856	XP_038424789.1	XP_012642013.1
OG0005857	XP_038424846.1	XP_012599667.1
OG0005858	XP_038424924.1, XP_038424923.1, XP_038424925.1	XP_012639448.1, XP_012639446.1, XP_020142170.1
OG0005859	XP_038436035.1, XP_038425052.1, XP_038442398.1	XP_012621912.1
OG0005860	XP_038425206.1	XP_020142130.1
OG0005861	XP_038425443.1	XP_012592730.1
OG0005862	XP_038425473.1	XP_012638155.1
OG0005863	XP_038425510.1, XP_038425511.1	XP_012638184.1, XP_012638186.1
OG0005864	XP_038425534.1	XP_012616484.1, XP_012616485.1, XP_012616483.1, XP_012616486.1
OG0005865	XP_038425647.1	XP_020145908.1
OG0005866	XP_038425684.1	XP_012592519.1
OG0005867	XP_038425830.1	XP_020145852.1
OG0005868	XP_038425904.1	XP_012607462.1
OG0005869	XP_038426008.1	XP_012607394.1
OG0005870	XP_038426030.1	XP_012621011.1
OG0005871	XP_038426047.1	XP_012621002.1
OG0005872	XP_038426129.1	XP_012595237.1
OG0005873	XP_038426191.1	XP_012625856.1
OG0005874	XP_038426425.1	XP_012625650.1
OG0005875	XP_038426447.1, XP_038426446.1	XP_012625667.1
OG0005876	XP_038426478.1	XP_012625699.1
OG0005877	XP_038426480.1	XP_020139957.1
OG0005878	XP_038426509.1	XP_012625725.1
OG0005879	XP_038426615.1	XP_012641647.1
OG0005880	XP_038426693.1	XP_012622422.1
OG0005881	XP_038426898.1	XP_020141920.1
OG0005882	XP_038426926.1, XP_038426925.1	XP_012643190.1
OG0005883	XP_038427080.1	XP_012638265.1
OG0005884	XP_038427159.1	XP_012638336.1
OG0005885	XP_038427203.1	XP_012629812.1, XP_012629813.1
OG0005886	XP_038427263.1	XP_012600995.1
OG0005887	XP_038427271.1	XP_020136523.1, XP_012642244.1, XP_012642225.1, XP_012642235.1
OG0005888	XP_038427374.1	XP_012612819.1
OG0005889	XP_038427520.1	XP_012636286.1
OG0005890	XP_038427577.1	XP_012610698.1
OG0005891	XP_038427655.1	XP_012610706.1
OG0005892	XP_038427669.1	XP_012610276.1
OG0005893	XP_038427724.1, XP_038427723.1	XP_012610623.1
OG0005894	XP_038427763.1	XP_012610594.1
OG0005895	XP_038427971.1	XP_012610147.1
OG0005896	XP_038428198.1	XP_012610631.1
OG0005897	XP_038428281.1	XP_012636489.1
OG0005898	XP_038428299.1	XP_012636424.1
OG0005899	XP_038428356.1	XP_012636058.1
OG0005900	XP_038428395.1	XP_012598379.2
OG0005901	XP_038428520.1	XP_012621601.1
OG0005902	XP_038428539.1	XP_020137669.1
OG0005903	XP_038428541.1	XP_012621568.1
OG0005904	XP_038428608.1	XP_012625927.2
OG0005905	XP_038428668.1	XP_012625876.1
OG0005906	XP_038428717.1	XP_012628361.1
OG0005907	XP_038428908.1	XP_012610727.1
OG0005908	XP_038429058.1, XP_038429057.1	XP_012638134.2
OG0005909	XP_038429270.1	XP_012602006.1
OG0005910	XP_038429480.1	XP_012634059.2
OG0005911	XP_038429582.1	XP_012608432.1, XP_012608433.1
OG0005912	XP_038429605.1	XP_012630907.1
OG0005913	XP_038429635.1	XP_020138284.1
OG0005914	XP_038429679.1	XP_012630820.1
OG0005915	XP_038429795.1	XP_012594733.1
OG0005916	XP_038429903.1, XP_038429902.1, XP_038429904.1	XP_012604870.1
OG0005917	XP_038430352.1	XP_012611054.1, XP_012611055.1
OG0005918	XP_038430423.1	XP_020146071.1
OG0005919	XP_038430458.1	XP_012604780.1
OG0005920	XP_038430758.1	XP_012637636.1
OG0005921	XP_038430806.1	XP_012637658.1
OG0005922	XP_038430992.1	XP_012637793.1, XP_012637794.1
OG0005923	XP_038431097.1	XP_012607695.1
OG0005924	XP_038431105.1	XP_012607704.1, XP_012607703.1, XP_012607702.1
OG0005925	XP_038431319.1	XP_012611960.1, XP_012611958.1, XP_012611959.1
OG0005926	XP_038431339.1	XP_012612037.1
OG0005927	XP_038431355.1	XP_012612074.1
OG0005928	XP_038431382.1	XP_012612046.1
OG0005929	XP_038431465.1	XP_012619269.2
OG0005930	XP_038431526.1	XP_012619327.1, XP_012594813.1
OG0005931	XP_038431550.1	XP_012619341.1
OG0005932	XP_038431592.1	XP_012619389.1
OG0005933	XP_038431626.1	XP_012619425.1
OG0005934	XP_038431627.1	XP_012619426.1
OG0005935	XP_038431706.1	XP_020138515.1
OG0005937	XP_038431765.1, XP_038445588.1	XP_012632180.1
OG0005938	XP_038431865.1	XP_012632083.1, XP_012632084.1
OG0005939	XP_038431907.1	XP_012632140.1
OG0005940	XP_038432456.1	XP_020143287.1
OG0005941	XP_038432523.1	XP_020143262.1
OG0005942	XP_038432568.1	XP_012615882.1
OG0005943	XP_038432582.1	XP_012615863.1
OG0005944	XP_038432621.1, XP_038432620.1	XP_012616120.2
OG0005945	XP_038432631.1	XP_020143242.1, XP_020144353.1
OG0005946	XP_038432669.1	XP_020143234.1
OG0005947	XP_038432695.1	XP_012595434.1
OG0005948	XP_038432732.1	XP_012609155.1
OG0005949	XP_038432784.1	XP_012629871.1
OG0005950	XP_038433385.1	XP_012608571.1
OG0005951	XP_038433435.1	XP_012613464.1
OG0005952	XP_038433711.1	XP_012620412.1
OG0005953	XP_038433716.1	XP_012619100.1
OG0005954	XP_038433778.1	XP_012619923.1
OG0005955	XP_038433811.1, XP_038433812.1	XP_012610077.1, XP_012610081.1
OG0005956	XP_038433818.1	XP_012603182.1
OG0005957	XP_038434005.1	XP_012600046.1
OG0005958	XP_038434110.1	XP_012621128.1
OG0005959	XP_038434295.1	XP_012622527.1
OG0005960	XP_038434433.1	XP_012623804.1
OG0005961	XP_038434932.1	XP_012636755.1, XP_012636751.1
OG0005962	XP_038435100.1	XP_012636899.1
OG0005963	XP_038435162.1	XP_012627885.1
OG0005964	XP_038435269.1	XP_012629537.1
OG0005965	XP_038435418.1	XP_012626239.1
OG0005966	XP_038435492.1, XP_038435493.1	XP_012590802.1, XP_012590803.1
OG0005967	XP_038435690.1	XP_020144508.1
OG0005968	XP_038435842.1, XP_038435841.1	XP_012598316.1, XP_012598315.1
OG0005969	XP_038435848.1	XP_012621776.1
OG0005970	XP_038435944.1	XP_012621836.1
OG0005971	XP_038435988.1	XP_012621876.1
OG0005972	XP_038436089.1	XP_012621980.1
OG0005973	XP_038436208.1	XP_012622141.1
OG0005974	XP_038436370.1	XP_012618908.1
OG0005975	XP_038436423.1	XP_012638519.1
OG0005976	XP_038436471.1	XP_012638482.1
OG0005977	XP_038436687.1	XP_012614070.1
OG0005978	XP_038436915.1	XP_012590934.1
OG0005979	XP_038437015.1	XP_012594836.1
OG0005980	XP_038437036.1	XP_020141504.1
OG0005981	XP_038437175.1	XP_012641462.1
OG0005982	XP_038437362.1	XP_012638387.1
OG0005984	XP_038437459.1	XP_020140282.1
OG0005985	XP_038437497.1	XP_020140272.1
OG0005986	XP_038437688.1	XP_012641843.2
OG0005987	XP_038437846.1	XP_020140105.1, XP_020143999.1
OG0005988	XP_038437851.1	XP_012621661.1
OG0005989	XP_038437896.1	XP_012634481.1
OG0005990	XP_038437969.1	XP_012593859.1
OG0005991	XP_038438113.1	XP_012629511.1
OG0005992	XP_038438219.1	XP_020140865.1
OG0005994	XP_038438532.1, XP_038444665.1	XP_020140822.1, XP_012607632.1
OG0005995	XP_038438693.1	XP_012642874.1
OG0005996	XP_038438740.1	XP_012642939.1, XP_012642940.1
OG0005997	XP_038438767.1	XP_012642963.1
OG0005998	XP_038438831.1	XP_020143662.1
OG0005999	XP_038438904.1	XP_020142805.1
OG0006000	XP_038438984.1	XP_012635920.1
OG0006001	XP_038439308.1	XP_012629611.1
OG0006002	XP_038439336.1	XP_012592474.1
OG0006003	XP_038439411.1	XP_020142052.1
OG0006004	XP_038439608.1	XP_012600652.1, XP_012600649.1, XP_012600651.1, XP_012600650.1
OG0006005	XP_038439930.1	XP_012623943.1
OG0006006	XP_038439991.1	XP_012623849.1
OG0006007	XP_038440127.1	XP_012609013.1
OG0006008	XP_038440176.1, XP_038440175.1	XP_012608987.1, XP_012608985.1, XP_012608986.1
OG0006009	XP_038440177.1	XP_012608988.1
OG0006010	XP_038440226.1	XP_012596835.1
OG0006011	XP_038440449.1	XP_012641240.1
OG0006012	XP_038440468.1	XP_012598185.1
OG0006013	XP_038440574.1	XP_012591154.1
OG0006014	XP_038440703.1	XP_012637362.1
OG0006015	XP_038440851.1	XP_012608864.1
OG0006016	XP_038440870.1	XP_012641347.1
OG0006017	XP_038441046.1	XP_012597402.1
OG0006018	XP_038441116.1	XP_012632376.1
OG0006019	XP_038441145.1, XP_038441144.1	XP_012632408.1
OG0006020	XP_038441226.1	XP_012594508.1
OG0006021	XP_038441303.1	XP_012594425.1
OG0006022	XP_038441354.1	XP_012594401.1
OG0006023	XP_038441421.1	XP_012594358.1
OG0006024	XP_038441477.1	XP_012624580.1
OG0006025	XP_038441575.1	XP_020143808.1
OG0006026	XP_038441618.1	XP_012640639.1
OG0006027	XP_038441648.1	XP_012595682.1
OG0006028	XP_038441669.1	XP_012595709.1
OG0006029	XP_038441679.1, XP_038441678.1, XP_038441680.1	XP_012595726.1
OG0006030	XP_038441681.1	XP_012595735.1
OG0006031	XP_038441794.1	XP_012597390.1
OG0006032	XP_038441834.1	XP_020143803.1
OG0006033	XP_038441852.1, XP_038441850.1, XP_038441851.1, XP_038441849.1	XP_012601077.1
OG0006034	XP_038441917.1	XP_012614786.1
OG0006035	XP_038442003.1	XP_012615818.1
OG0006036	XP_038442042.1, XP_038442043.1	XP_012627849.1
OG0006037	XP_038442139.1, XP_038442140.1	XP_020141025.1
OG0006038	XP_038442212.1	XP_012624034.1
OG0006039	XP_038442224.1	XP_012623992.1
OG0006041	XP_038442345.1	XP_012606679.1
OG0006042	XP_038442425.1	XP_012609513.1
OG0006043	XP_038442622.1	XP_012616379.2, XP_020140830.1
OG0006044	XP_038442785.1	XP_012640241.1
OG0006045	XP_038442791.1	XP_012640233.1
OG0006046	XP_038442796.1	XP_012640227.1
OG0006047	XP_038442798.1	XP_012640218.1
OG0006048	XP_038442852.1	XP_012640163.1
OG0006049	XP_038443053.1, XP_038443054.1	XP_012612380.1
OG0006050	XP_038443151.1	XP_020140655.1
OG0006051	XP_038443240.1	XP_012603767.1
OG0006052	XP_038443249.1	XP_012593489.1
OG0006053	XP_038443266.1, XP_038443267.1, XP_038443265.1	XP_012593517.1
OG0006054	XP_038443284.1	XP_012593481.1
OG0006055	XP_038443312.1	XP_012593505.1
OG0006056	XP_038443372.1	XP_020140444.1
OG0006057	XP_038443453.1	XP_012603283.1
OG0006059	XP_038443774.1	XP_012622836.1, XP_012622839.1, XP_012622835.1, XP_012622838.1
OG0006060	XP_038444160.1	XP_012601078.1
OG0006061	XP_038444192.1	XP_012605847.1
OG0006062	XP_038444235.1	XP_012620195.1
OG0006063	XP_038444328.1	XP_012607788.1
OG0006064	XP_038444577.1	XP_020140804.1
OG0006065	XP_038444656.1	XP_012613637.1
OG0006066	XP_038444680.1	XP_012613330.1
OG0006067	XP_038444739.1	XP_012640009.1
OG0006068	XP_038444749.1	XP_012614253.1, XP_012614252.1
OG0006089	NP_001002936.1	XP_012633389.1
OG0006090	NP_001002988.1	XP_012606433.1
OG0006091	NP_001003015.1	XP_012609118.1, XP_012609117.1
OG0006092	NP_001003020.1	XP_012624672.1
OG0006093	NP_001003035.1	XP_012636377.1
OG0006094	NP_001003055.1	XP_012620326.2
OG0006095	NP_001003079.1	XP_012611492.1
OG0006096	NP_001003094.2	XP_012621647.2
OG0006097	NP_001003100.2	XP_012621394.1
OG0006098	NP_001003106.1	XP_012594360.1
OG0006099	NP_001003109.1	XP_012611621.1
OG0006101	NP_001003123.1	XP_012633226.1, XP_012633225.1
OG0006102	NP_001003127.1	XP_012596928.1
OG0006103	NP_001003145.1	XP_012641601.1
OG0006104	NP_001003177.1	XP_012612706.1
OG0006105	XP_038440555.1, XP_038418382.1, NP_001003251.1	XP_012621845.1
OG0006106	NP_001003253.1	XP_012642313.1
OG0006107	NP_001003290.1	XP_012633851.1
OG0006108	NP_001003319.2	XP_012630158.1
OG0006109	NP_001003323.1	XP_012637954.1
OG0006110	NP_001003364.1	XP_012626801.1
OG0006111	NP_001003367.1	XP_012598812.1
OG0006112	NP_001003967.1	XP_012614333.1, XP_012597636.1
OG0006113	NP_001003968.1	XP_012625555.1, XP_012625556.1
OG0006114	NP_001005257.1	XP_012613662.1
OG0006115	NP_001005259.1	XP_012646244.1
OG0006116	NP_001005756.1	XP_012637193.1
OG0006117	NP_001006651.1	XP_012598892.1
OG0006119	NP_001007142.1	XP_012619481.1
OG0006120	NP_001010943.2	XP_012641195.1
OG0006121	NP_001012395.1	XP_020142836.1
OG0006122	NP_001012753.1	XP_012613316.1
OG0006123	NP_001013434.1	XP_020136681.1
OG0006124	XP_038418736.1, NP_001014398.1	XP_012596521.1
OG0006125	NP_001020568.1	XP_020137772.1
OG0006126	NP_001020569.1	XP_020138792.1
OG0006127	NP_001026803.1	XP_012618499.1
OG0006128	NP_001029168.1	XP_012622972.1, XP_012622970.1
OG0006129	NP_001032730.1	XP_012624631.1
OG0006130	NP_001033036.1	XP_012613587.1, XP_012613588.1
OG0006131	NP_001034143.1	XP_012646241.1, XP_020139486.1
OG0006132	NP_001041498.1	XP_020145878.1
OG0006133	NP_001041557.1	XP_012611929.1
OG0006134	XP_038399966.1, NP_001041560.1	XP_012615640.1
OG0006135	NP_001041564.1	XP_012646825.1
OG0006136	NP_001041568.1	XP_012629328.1
OG0006137	NP_001041578.1	XP_012612010.1
OG0006138	NP_001041584.1	XP_012603491.1
OG0006139	NP_001041585.1	XP_020138298.1
OG0006140	NP_001041586.1	XP_012598033.1
OG0006141	NP_001074976.1	XP_012627866.1
OG0006142	NP_001091011.1	XP_012618421.1
OG0006143	NP_001093414.1	XP_012608755.1
OG0006144	NP_001093415.1	XP_012591838.1
OG0006145	NP_001103283.1	XP_012628054.1
OG0006146	NP_001103385.1	XP_012598361.1
OG0006147	NP_001103427.1	XP_012604473.1
OG0006148	NP_001103428.1	XP_020144802.1
OG0006149	NP_001108590.1	XP_012633221.1
OG0006150	NP_001116081.1	XP_012610584.1
OG0006151	NP_001116803.1	XP_012633134.1
OG0006152	NP_001124308.1	XP_012591858.1
OG0006153	NP_001129259.1	XP_012625262.1
OG0006155	NP_001152799.1	XP_020136436.1, XP_012632260.1
OG0006156	NP_001158732.1	XP_020140826.1
OG0006157	NP_001159351.1	XP_020139039.1
OG0006158	NP_001161485.1	XP_012617605.1
OG0006159	NP_001161885.1	XP_012590980.1
OG0006160	NP_001166598.1	XP_012609345.2
OG0006161	NP_001180602.1	XP_012629840.1
OG0006162	NP_001181881.1	XP_012615745.1, XP_012615744.1
OG0006163	NP_001182076.1	XP_012613123.1
OG0006164	NP_001182078.1	XP_012624251.1
OG0006165	NP_001183983.1	XP_012615900.1
OG0006166	NP_001184071.1	XP_012635104.1
OG0006167	NP_001184092.1, NP_001184091.1	XP_012609651.1
OG0006168	NP_001184105.1	XP_012606676.1
OG0006169	NP_001184118.1	XP_012645590.1
OG0006170	NP_001191858.1	XP_012646873.1, XP_012646872.1
OG0006171	NP_001193361.1	XP_012628835.1
OG0006172	NP_001193862.1	XP_012631556.1
OG0006173	NP_001238878.1	XP_012619044.1
OG0006174	NP_001239068.1, XP_038434130.1	XP_012640626.1
OG0006175	NP_001239220.1, XP_038420733.1, XP_038432011.1	XP_012619207.1
OG0006176	NP_001239304.1	XP_020139130.1
OG0006177	NP_001243387.1, NP_001243368.1	XP_012608050.1
OG0006178	NP_001271366.1	XP_012623164.1
OG0006179	NP_001271379.1	XP_012616956.1
OG0006180	NP_001271402.1	XP_012633405.1
OG0006181	NP_001271408.1	XP_012622154.1
OG0006182	NP_001271412.1	XP_012640777.1
OG0006183	NP_001274000.1, XP_038404377.1, NP_001274001.1	XP_012613891.1
OG0006184	NP_001274002.1	XP_012616158.1
OG0006185	NP_001274019.1	XP_020141638.1, XP_020141639.1
OG0006186	NP_001274054.1	XP_012597854.1
OG0006187	NP_001276362.1	XP_012595740.1
OG0006188	NP_001300709.1	XP_020141225.1
OG0006190	NP_001300765.1	XP_012610161.1
OG0006191	NP_001300778.1	XP_012596518.1
OG0006192	NP_001300782.1	XP_012623987.1
OG0006193	XP_038392159.1, NP_001300788.1	XP_012646700.1
OG0006195	NP_001375694.1	XP_012600093.1
OG0006197	NP_001375788.1	XP_020140124.1, XP_012642850.2, XP_012642743.1, XP_012615021.2
OG0006198	NP_001375896.1	XP_012602145.1
OG0006199	NP_001375906.1	XP_012598313.1, XP_012598310.1
OG0006200	NP_001375975.1, NP_001375972.1	XP_012609850.1
OG0006201	XP_038435797.1, NP_001376030.1, NP_001376062.1	XP_012608335.1
OG0006202	XP_038381588.1	XP_012613989.1
OG0006203	XP_038381667.1	XP_012593198.2, XP_012602413.1
OG0006204	XP_038381762.1	XP_012603846.1, XP_012603845.1
OG0006205	XP_038381779.1	XP_012629964.1
OG0006206	XP_038381807.1	XP_012600975.1
OG0006207	XP_038381898.1	XP_012600884.1
OG0006208	XP_038381908.1	XP_012625279.2
OG0006209	XP_038381971.1	XP_012592096.1
OG0006210	XP_038439359.1, XP_038382209.1	XP_020141997.1
OG0006211	XP_038382251.1	XP_020142968.1
OG0006212	XP_038382262.1	XP_012596377.1
OG0006213	XP_038382266.1	XP_020142862.1
OG0006214	XP_038382286.1	XP_012603599.1
OG0006215	XP_038382350.1	XP_012636078.1, XP_012615131.1
OG0006216	XP_038382367.1	XP_012615046.1
OG0006217	XP_038382376.1	XP_012615122.1
OG0006218	XP_038382410.1	XP_012615119.1
OG0006219	XP_038382448.1	XP_012632246.1
OG0006220	XP_038382460.1	XP_012632266.1
OG0006221	XP_038382574.1	XP_012609307.1
OG0006222	XP_038382614.1	XP_020142775.1
OG0006223	XP_038382776.1	XP_020144833.1
OG0006224	XP_038382794.1	XP_012603631.1
OG0006225	XP_038382848.1	XP_012642715.1
OG0006226	XP_038382987.1	XP_020144918.1
OG0006227	XP_038383201.1	XP_012593461.1
OG0006228	XP_038383299.1	XP_012593973.1, XP_012611292.1
OG0006229	XP_038383303.1	XP_012602603.1
OG0006231	XP_038383335.1	XP_012602585.1
OG0006232	XP_038383336.1	XP_012602586.1, XP_012602587.1, XP_012602588.1, XP_012602589.1
OG0006233	XP_038383338.1	XP_012602595.1
OG0006234	XP_038383339.1	XP_012602596.1
OG0006235	XP_038383628.1	XP_012605704.1, XP_012605706.1
OG0006236	XP_038383701.1	XP_020139202.1
OG0006237	XP_038383802.1	XP_012630996.1
OG0006238	XP_038384177.1	XP_012609883.1
OG0006239	XP_038384202.1	XP_012609907.1
OG0006240	XP_038384293.1, XP_038384294.1	XP_012609812.1
OG0006241	XP_038384299.1	XP_012609825.1
OG0006242	XP_038384324.1	XP_012616510.1
OG0006243	XP_038384325.1	XP_012616515.1
OG0006244	XP_038384355.1, XP_038384354.1, XP_038384356.1	XP_012617014.1
OG0006245	XP_038384436.1	XP_012616936.1
OG0006246	XP_038384519.1	XP_020139188.1
OG0006247	XP_038384531.1	XP_012616824.1
OG0006248	XP_038384620.1, XP_038384618.1	XP_012616705.1
OG0006249	XP_038384630.1	XP_012616702.1
OG0006250	XP_038384876.1	XP_012630137.1
OG0006251	XP_038384893.1	XP_012630151.1
OG0006252	XP_038384935.1	XP_012630214.1
OG0006253	XP_038385271.1	XP_012630501.1
OG0006254	XP_038385409.1	XP_012630613.1
OG0006255	XP_038385445.1	XP_012630645.1
OG0006256	XP_038385779.1	XP_012622796.2
OG0006257	XP_038385850.1	XP_012644528.1
OG0006259	XP_038385871.1	XP_020139769.1
OG0006260	XP_038385947.1	XP_012593416.1
OG0006261	XP_038385975.1	XP_020139722.1, XP_012620259.2
OG0006262	XP_038386047.1	XP_012621146.1
OG0006263	XP_038386106.1	XP_012596659.2
OG0006264	XP_038386258.1	XP_012604339.1
OG0006265	XP_038386274.1	XP_012604346.1, XP_012604342.1
OG0006266	XP_038386278.1	XP_012604400.1
OG0006267	XP_038386402.1, XP_038386404.1	XP_012604504.1
OG0006268	XP_038386411.1	XP_012604224.1
OG0006269	XP_038386426.1	XP_012604526.1
OG0006270	XP_038386548.1	XP_012631122.1
OG0006271	XP_038386553.1, XP_038386555.1, XP_038386554.1	XP_012616418.1, XP_012631116.1
OG0006272	XP_038386656.1	XP_012639547.1
OG0006273	XP_038386703.1	XP_012638356.1
OG0006274	XP_038386741.1	XP_012638795.2
OG0006275	XP_038386750.1, XP_038386748.1, XP_038386751.1, XP_038386749.1	XP_012638842.1
OG0006276	XP_038386754.1	XP_012638960.1
OG0006277	XP_038386786.1	XP_012639058.1
OG0006278	XP_038386882.1	XP_012599443.2
OG0006279	XP_038386887.1	XP_020138316.1
OG0006280	XP_038386936.1	XP_012611372.2
OG0006281	XP_038387059.1	XP_012629296.1
OG0006282	XP_038387129.1	XP_012620837.1
