Orthogroup	Canis_lupus_familiaris	Ictidomys_tridecemlineatus
OG0009176	NP_001301026.1	XP_040124174.1
OG0009177	NP_001301029.1	XP_005333788.1
OG0009178	NP_001301035.1	XP_040146923.1
OG0009179	NP_001301066.1	XP_005332582.1
OG0009180	NP_001332969.1	XP_005325063.1
OG0009181	NP_001349529.1	XP_005331315.1, XP_040143523.1
OG0009182	NP_001362312.1	XP_005330456.1, XP_040133740.1
OG0009183	NP_001371204.1	XP_040149285.1
OG0009184	NP_001375681.1	XP_005341755.1
OG0009185	NP_001375713.1	XP_005339572.1
OG0009186	NP_001375887.1	XP_005340950.1
OG0009187	NP_001376059.1	XP_040142090.1
OG0009188	NP_001376134.1	XP_005331665.1
OG0009189	XP_038381407.1	XP_005334907.1
OG0009190	XP_038381410.1	XP_013212350.1
OG0009191	XP_038381419.1	XP_005336138.1
OG0009192	XP_038381420.1	XP_040137985.1
OG0009193	XP_038381424.1	XP_005335447.3
OG0009194	XP_038381453.1	XP_040139658.1
OG0009196	XP_038381478.1	XP_040134916.1
OG0009197	XP_038381544.1	XP_013213497.1
OG0009198	XP_038381565.1, XP_038381566.1	XP_040136001.1
OG0009199	XP_038381575.1, XP_038381574.1	XP_005336701.1
OG0009200	XP_038381584.1	XP_040135558.1, XP_040135557.1, XP_040135551.1
OG0009201	XP_038381608.1	XP_005330706.1
OG0009202	XP_038381628.1	XP_005334421.1
OG0009203	XP_038381644.1	XP_040127696.1
OG0009204	XP_038381693.1	XP_040131358.1
OG0009205	XP_038381739.1	XP_040131382.1
OG0009206	XP_038381755.1	XP_040128121.1
OG0009207	XP_038381853.1	XP_005323092.1
OG0009208	XP_038382038.1	XP_005329852.1
OG0009209	XP_038382043.1	XP_040137996.1
OG0009210	XP_038382065.1	XP_040139320.1
OG0009212	XP_038382079.1	XP_021585137.1
OG0009213	XP_038382113.1	XP_040139323.1, XP_005329870.1
OG0009214	XP_038382182.1	XP_005334900.1
OG0009215	XP_038382246.1	XP_005321426.1
OG0009216	XP_038382253.1	XP_005321427.1
OG0009217	XP_038382340.1	XP_013212364.2
OG0009218	XP_038382352.1	XP_040139410.1
OG0009219	XP_038382357.1	XP_013212370.1
OG0009220	XP_038382417.1	XP_005321477.1
OG0009221	XP_038382439.1	XP_040139464.1
OG0009222	XP_038382473.1	XP_040139501.1
OG0009223	XP_038382480.1	XP_040139510.1
OG0009224	XP_038382551.1, XP_038402868.1	XP_040137982.1
OG0009225	XP_038382552.1	XP_005340907.1
OG0009226	XP_038382567.1	XP_005336146.1
OG0009227	XP_038382569.1	XP_005336144.1
OG0009228	XP_038382589.1	XP_021589461.1
OG0009229	XP_038382625.1, XP_038382626.1	XP_005340578.1
OG0009231	XP_038382647.1	XP_013218340.1
OG0009232	XP_038382651.1	XP_005335435.1
OG0009233	XP_038382659.1	XP_005335430.1
OG0009234	XP_038382661.1	XP_040139198.1
OG0009235	XP_038382677.1	XP_040139200.1
OG0009236	XP_038382696.1	XP_005340406.1
OG0009237	XP_038382719.1	XP_040139257.1
OG0009238	XP_038382748.1	XP_040126906.1, XP_040143262.1
OG0009240	XP_038382784.1	XP_005334947.1
OG0009241	XP_038382897.1	XP_040141558.1
OG0009242	XP_038382918.1	XP_005335185.1
OG0009243	XP_038382970.1	XP_040139726.1
OG0009244	XP_038383034.1	XP_005324154.1
OG0009245	XP_038383041.1	XP_021581296.1
OG0009246	XP_038383075.1	XP_040139735.1
OG0009247	XP_038383091.1	XP_005324140.1
OG0009248	XP_038383100.1	XP_005324131.1
OG0009249	XP_038383192.1	XP_021583887.2
OG0009250	XP_038383223.1	XP_040131333.1
OG0009251	XP_038383229.1	XP_005340479.3
OG0009253	XP_038383815.1	XP_021576669.1
OG0009254	XP_038383982.1, XP_038383976.1	XP_013221324.2
OG0009255	XP_038383993.1	XP_040134936.1
OG0009256	XP_038384017.1	XP_021576715.1
OG0009257	XP_038384025.1	XP_040135318.1
OG0009258	XP_038384121.1	XP_040135601.1
OG0009259	XP_038384135.1	XP_005336744.1
OG0009260	XP_038384187.1	XP_005336800.2
OG0009261	XP_038384221.1	XP_021589847.1
OG0009262	XP_038384250.1	XP_040135124.1
OG0009263	XP_038384289.1	XP_040135532.1
OG0009264	XP_038384292.1	XP_040134925.1
OG0009265	XP_038384298.1	XP_005336685.1
OG0009266	XP_038384350.1	XP_040134922.1
OG0009267	XP_038384405.1	XP_005336631.1
OG0009268	XP_038384459.1	XP_005338297.1
OG0009269	XP_038384483.1	XP_040136095.1
OG0009270	XP_038384486.1	XP_005338288.1
OG0009271	XP_038384529.1	XP_021590865.1
OG0009272	XP_038384530.1	XP_021590864.1
OG0009273	XP_038384559.1, XP_038384561.1, XP_038384560.1, XP_038384562.1	XP_040135708.1
OG0009274	XP_038384617.1	XP_013219628.2
OG0009275	XP_038384635.1	XP_005338237.1, XP_013219661.1
OG0009276	XP_038384636.1	XP_040134915.1
OG0009277	XP_038384637.1	XP_040135611.1
OG0009278	XP_038384648.1	XP_040134912.1
OG0009279	XP_038384654.1	XP_005338207.1
OG0009280	XP_038384682.1	XP_040134791.1
OG0009281	XP_038384689.1	XP_040134763.1
OG0009282	XP_038384715.1	XP_021590840.1
OG0009283	XP_038384732.1	XP_021589687.1, XP_040135698.1, XP_040135697.1, XP_021589689.1
OG0009284	XP_038384733.1	XP_005336518.1
OG0009285	XP_038384739.1	XP_005336509.1
OG0009286	XP_038384750.1	XP_013218859.1
OG0009287	XP_038384754.1	XP_013218861.1
OG0009288	XP_038384759.1	XP_005336500.1
OG0009289	XP_038384761.1	XP_005336501.1
OG0009290	XP_038384773.1	XP_021589703.1
OG0009291	XP_038384862.1	XP_013218844.1
OG0009292	XP_038384863.1	XP_040136080.1
OG0009293	XP_038384910.1	XP_005340555.1
OG0009294	XP_038384920.1	XP_005340553.1
OG0009295	XP_038384930.1	XP_005340569.1
OG0009296	XP_038385145.1	XP_021576883.1
OG0009297	XP_038385169.1	XP_005330623.1
OG0009298	XP_038385179.1	XP_005330629.1
OG0009299	XP_038385182.1	XP_040135349.1
OG0009300	XP_038385207.1	XP_013216345.1
OG0009301	XP_038385215.1	XP_005330646.1
OG0009302	XP_038385243.1	XP_040135448.1
OG0009303	XP_038385264.1	XP_005342949.2
OG0009304	XP_038385275.1	XP_021585705.1
OG0009305	XP_038385323.1	XP_013216357.2
OG0009306	XP_038385339.1	XP_005330675.1
OG0009307	XP_038385377.1	XP_005330689.2
OG0009308	XP_038385381.1	XP_040135791.1
OG0009309	XP_038385387.1	XP_040134818.1
OG0009310	XP_038385500.1	XP_005320363.1
OG0009311	XP_038385507.1, XP_038445640.1	XP_005324254.1
OG0009312	XP_038385511.1	XP_040129073.1
OG0009313	XP_038385513.1	XP_005329019.1
OG0009314	XP_038385517.1	XP_005317770.2
OG0009315	XP_038385518.1	XP_005318142.1
OG0009316	XP_038385520.1	XP_021590296.1
OG0009317	XP_038385522.1	XP_005318127.1
OG0009318	XP_038385523.1	XP_021589860.1
OG0009319	XP_038385562.1	XP_013221101.2
OG0009320	XP_038385568.1	XP_005317759.1
OG0009321	XP_038385569.1	XP_040144115.1, XP_021588822.1
OG0009322	XP_038385576.1	XP_005317596.1
OG0009323	XP_038385582.1, XP_038385581.1, XP_038385580.1, XP_038385579.1	XP_005317573.1
OG0009324	XP_038385590.1	XP_021585900.1
OG0009325	XP_038385606.1	XP_005330884.1
OG0009326	XP_038385637.1	XP_005330879.1
OG0009327	XP_038385658.1	XP_040134076.1
OG0009328	XP_038385661.1	XP_005320324.1
OG0009329	XP_038385729.1	XP_013214284.2
OG0009330	XP_038385801.1	XP_005330872.1
OG0009331	XP_038385886.1	XP_005334337.1
OG0009332	XP_038385916.1	XP_021582358.1
OG0009333	XP_038385945.1	XP_040133788.1
OG0009334	XP_038409276.1, XP_038386018.1	XP_021588098.1
OG0009335	XP_038386057.1	XP_005320332.1
OG0009336	XP_038386084.1	XP_040133698.1
OG0009337	XP_038386090.1	XP_005320349.1
OG0009338	XP_038386110.1	XP_021578721.1
OG0009339	XP_038386143.1	XP_005320389.1
OG0009340	XP_038386160.1	XP_021578740.1
OG0009341	XP_038386247.1	XP_021583390.1
OG0009342	XP_038386253.1	XP_005327341.1
OG0009343	XP_038386276.1, XP_038415093.1	XP_005327364.1
OG0009344	XP_038386281.1	XP_005327359.1
OG0009345	XP_038386475.1	XP_005324256.1
OG0009346	XP_038386481.1	XP_013213548.1
OG0009347	XP_038386508.1	XP_040129492.1
OG0009348	XP_038386534.1	XP_040129075.1
OG0009349	XP_038386538.1	XP_005319681.1
OG0009350	XP_038386557.1	XP_005319669.2
OG0009351	XP_038386615.1	XP_005319649.1
OG0009353	XP_038386639.1	XP_040129770.1
OG0009354	XP_038386655.1	XP_040129627.1
OG0009355	XP_038386682.1	XP_005319605.1
OG0009356	XP_038386689.1	XP_005319599.1
OG0009357	XP_038386699.1	XP_005319598.1
OG0009358	XP_038386723.1	XP_021584536.1
OG0009359	XP_038386731.1	XP_005329022.1
OG0009360	XP_038386737.1	XP_005329020.2
OG0009361	XP_038386752.1	XP_005329015.1
OG0009362	XP_038386778.1	XP_005329007.1
OG0009363	XP_038386816.1	XP_013221325.1
OG0009364	XP_038386825.1	XP_005318302.1
OG0009365	XP_038386833.1	XP_005318300.1
OG0009366	XP_038386896.1	XP_005318277.1
OG0009367	XP_038386931.1	XP_005318259.1
OG0009368	XP_038386939.1	XP_005318252.1
OG0009369	XP_038386948.1	XP_005318241.1
OG0009370	XP_038386949.1	XP_040134963.1
OG0009371	XP_038386969.1	XP_005318235.1
OG0009372	XP_038387006.1	XP_021576918.1
OG0009373	XP_038387029.1	XP_005318214.1
OG0009374	XP_038387069.1	XP_021590993.1
OG0009375	XP_038387130.1	XP_005317820.1
OG0009376	XP_038387158.1, XP_038445459.1	XP_021590828.1
OG0009378	XP_038387165.1	XP_005317802.1
OG0009379	XP_038387236.1, XP_038387235.1	XP_005317786.2
OG0009380	XP_038387239.1	XP_040144203.1
OG0009381	XP_038387268.1	XP_040124194.1, XP_021588837.1
OG0009382	XP_038387293.1	XP_005317750.1
OG0009383	XP_038387306.1	XP_005317735.2
OG0009384	XP_038387311.1	XP_005317734.1
OG0009385	XP_038387312.1	XP_005317732.1
OG0009386	XP_038387316.1	XP_005317733.1
OG0009387	XP_038387322.1	XP_005317728.1
OG0009388	XP_038387324.1	XP_013220378.1
OG0009389	XP_038387337.1	XP_040144116.1
OG0009390	XP_038387344.1	XP_021590298.1, XP_040144114.1
OG0009391	XP_038387345.1	XP_005317717.1
OG0009392	XP_038387389.1	XP_040145097.1
OG0009393	XP_038387405.1	XP_021590165.1
OG0009394	XP_038387413.1	XP_005317694.1
OG0009395	XP_038387416.1	XP_040145096.1
OG0009396	XP_038387430.1	XP_040144078.1, XP_005317690.1
OG0009397	XP_038388025.1, XP_038387461.1	XP_005317680.1
OG0009398	XP_038387474.1	XP_005317679.1
OG0009399	XP_038387490.1	XP_005317673.1
OG0009400	XP_038387531.1	XP_005317664.1, XP_040144044.1
OG0009401	XP_038394841.1, XP_038387532.1	XP_005317658.1
OG0009402	XP_038387551.1	XP_005317654.1
OG0009403	XP_038387555.1	XP_005317650.1
OG0009404	XP_038387556.1	XP_040144037.1, XP_005317649.1
OG0009405	XP_038387558.1	XP_040144036.1
OG0009406	XP_038387563.1	XP_040144029.1
OG0009407	XP_038387600.1	XP_021589818.1
OG0009408	XP_038387606.1	XP_005317618.1
OG0009409	XP_038387651.1	XP_021589697.1
OG0009410	XP_038387672.1	XP_040143978.1
OG0009411	XP_038387695.1	XP_005318117.1
OG0009412	XP_038387726.1	XP_040143931.1
OG0009413	XP_038387740.1	XP_040143928.1
OG0009414	XP_038387758.1	XP_005318107.1
OG0009415	XP_038387767.1	XP_040143899.1
OG0009416	XP_038387808.1	XP_040145084.1
OG0009417	XP_038387833.1	XP_005317546.1
OG0009418	XP_038387840.1	XP_005317544.1
OG0009419	XP_038387844.1, XP_038387845.1	XP_005317545.1
OG0009421	XP_038387848.1	XP_040143881.1
OG0009422	XP_038387894.1	XP_021589229.1
OG0009423	XP_038387905.1	XP_040143867.1
OG0009424	XP_038387916.1	XP_021576069.1
OG0009425	XP_038387940.1	XP_040143862.1
OG0009426	XP_038387947.1	XP_040143856.1
OG0009427	XP_038387954.1	XP_005317510.1
OG0009428	XP_038387959.1	XP_013219231.1, XP_005317508.1
OG0009429	XP_038387980.1	XP_013216424.1
OG0009430	XP_038387986.1	XP_040133917.1
OG0009431	XP_038388013.1	XP_005328993.1
OG0009432	XP_038388040.1	XP_005319136.1
OG0009433	XP_038425557.1, XP_038388049.1	XP_040137836.1
OG0009434	XP_038388071.1	XP_005327285.1
OG0009435	XP_038388177.1	XP_040127754.1
OG0009436	XP_038435777.1, XP_038388179.1	XP_005326195.1
OG0009437	XP_038388247.1	XP_040129001.1
OG0009438	XP_038388304.1	XP_021582293.1
OG0009439	XP_038388307.1	XP_005315729.1
OG0009440	XP_038388325.1	XP_005315727.1
OG0009441	XP_038388335.1	XP_040127683.1
OG0009442	XP_038388362.1, XP_038388363.1	XP_005315704.1
OG0009443	XP_038388365.1	XP_013222044.2
OG0009444	XP_038388415.1	XP_005329041.2
OG0009445	XP_038388416.1	XP_040129171.1
OG0009446	XP_038388440.1	XP_005328997.1
OG0009447	XP_038388447.1	XP_040128329.1
OG0009448	XP_038388467.1	XP_005329002.2
OG0009449	XP_038388556.1	XP_005320130.1
OG0009450	XP_038388564.1	XP_005320135.1
OG0009451	XP_038388565.1	XP_005320138.1
OG0009452	XP_038388621.1	XP_040130331.1
OG0009453	XP_038388651.1	XP_005320152.1
OG0009454	XP_038388657.1	XP_005320159.1
OG0009455	XP_038388669.1	XP_005320165.1
OG0009456	XP_038388687.1	XP_021578555.1
OG0009458	XP_038388759.1	XP_013211733.1
OG0009459	XP_038388772.1	XP_005320194.1
OG0009460	XP_038388801.1	XP_005320217.1
OG0009461	XP_038388813.1	XP_005320222.1
OG0009462	XP_038388837.1	XP_005320228.1
OG0009463	XP_038388843.1	XP_005320233.1
OG0009464	XP_038388913.1	XP_040130490.1
OG0009465	XP_038388922.1	XP_005320267.1
OG0009466	XP_038388933.1, XP_038388932.1	XP_040130939.1
OG0009467	XP_038388934.1	XP_005316940.1
OG0009469	XP_038389022.1	XP_040148637.1
OG0009470	XP_038389023.1	XP_005319046.2
OG0009471	XP_038389025.1	XP_040148639.1
OG0009472	XP_038389035.1	XP_040148640.1
OG0009473	XP_038389095.1	XP_005319056.2
OG0009474	XP_038389167.1	XP_021577845.1
OG0009475	XP_038389186.1	XP_013211365.1
OG0009476	XP_038389193.1	XP_005319080.1
OG0009477	XP_038389198.1	XP_040148749.1
OG0009478	XP_038389214.1	XP_005319096.1
OG0009479	XP_038389232.1	XP_005319100.1
OG0009480	XP_038389234.1	XP_005319000.1
OG0009481	XP_038389251.1	XP_005319008.2
OG0009482	XP_038389302.1	XP_005315997.1
OG0009483	XP_038389312.1	XP_005319026.1
OG0009484	XP_038389359.1	XP_021578412.1, XP_040141573.1
OG0009485	XP_038389388.1	XP_005319979.1
OG0009486	XP_038389433.1	XP_013211671.1
OG0009487	XP_038389475.1	XP_040148509.1
OG0009489	XP_038389493.1	XP_005318975.1
OG0009490	XP_038389629.1	XP_021577883.1
OG0009491	XP_038389630.1	XP_040148452.1
OG0009492	XP_038436987.1, XP_038389636.1	XP_005316888.1
OG0009493	XP_038433135.1, XP_038389657.1	XP_005334106.1
OG0009494	XP_038389680.1	XP_005325516.1
OG0009495	XP_038389685.1	XP_005341449.1
OG0009496	XP_038389698.1	XP_013217577.1
OG0009497	XP_038389761.1	XP_040134457.1
OG0009498	XP_038389766.1	XP_005320412.1
OG0009499	XP_038389799.1	XP_005320422.1
OG0009500	XP_038389804.1	XP_005320468.1
OG0009501	XP_038389814.1	XP_021578781.2
OG0009502	XP_038389836.1	XP_005320428.1
OG0009503	XP_038389844.1	XP_021578760.1
OG0009504	XP_038389848.1	XP_021578789.1
OG0009505	XP_038389866.1, XP_038389865.1	XP_005320439.1
OG0009506	XP_038389957.1	XP_005334368.1
OG0009507	XP_038389961.1	XP_005334367.1
OG0009508	XP_038390075.1	XP_040128828.1
OG0009509	XP_038390084.1	XP_005326021.1
OG0009510	XP_038390090.1	XP_005326018.1
OG0009511	XP_038390178.1	XP_005325996.1
OG0009512	XP_038390202.1	XP_005325990.1
OG0009513	XP_038390214.1	XP_040129697.1
OG0009514	XP_038390254.1	XP_021582416.1, XP_013211586.2
OG0009515	XP_038390261.1, XP_038426464.1	XP_005325974.1
OG0009516	XP_038390386.1	XP_040128700.1
OG0009517	XP_038390395.1	XP_013214333.1
OG0009518	XP_038390419.1	XP_021591110.1, XP_040129218.1
OG0009519	XP_038390431.1	XP_005340141.1
OG0009520	XP_038390433.1	XP_005340144.1
OG0009521	XP_038390524.1	XP_040128306.1
OG0009522	XP_038390553.1	XP_021587269.1
OG0009523	XP_038390569.1	XP_040128950.1
OG0009524	XP_038390602.1	XP_005333214.1
OG0009525	XP_038390607.1	XP_040129041.1
OG0009526	XP_038390622.1	XP_005333203.1
OG0009527	XP_038390637.1	XP_021587235.2
OG0009529	XP_038390684.1	XP_021587981.1
OG0009530	XP_038390687.1	XP_013217791.1
OG0009531	XP_038390700.1	XP_040129599.1
OG0009532	XP_038390760.1	XP_005325470.1
OG0009533	XP_038390763.1	XP_021582136.2
OG0009534	XP_038390768.1, XP_038390767.1	XP_005325474.1
OG0009535	XP_038390769.1, XP_038407938.1	XP_005324332.3
OG0009536	XP_038390770.1	XP_021582139.1
OG0009537	XP_038390801.1	XP_021582172.1, XP_005325483.1
OG0009538	XP_038390853.1	XP_005325504.1
OG0009539	XP_038390861.1	XP_005325509.2
OG0009540	XP_038390864.1	XP_005325511.1
OG0009541	XP_038390871.1	XP_021582165.1
OG0009542	XP_038390906.1	XP_005325538.1
OG0009543	XP_038390912.1	XP_005335865.1
OG0009544	XP_038390913.1	XP_005335864.1
OG0009545	XP_038390918.1	XP_005335860.1
OG0009546	XP_038391009.1	XP_040128082.1
OG0009547	XP_038391029.1	XP_005319691.1
OG0009548	XP_038391050.1	XP_005319703.1
OG0009549	XP_038391118.1	XP_005319721.1
OG0009550	XP_038391166.1	XP_040128227.1
OG0009551	XP_038391193.1	XP_005325729.3
OG0009552	XP_038391207.1	XP_005325683.1
OG0009553	XP_038391212.1	XP_040129053.1
OG0009554	XP_038391228.1	XP_005325687.1
OG0009555	XP_038391235.1	XP_005325733.1
OG0009556	XP_038391240.1	XP_013214238.1
OG0009557	XP_038391251.1	XP_013214218.1
OG0009558	XP_038415109.1, XP_038391284.1	XP_005325703.1
OG0009559	XP_038391286.1	XP_021582282.1
OG0009560	XP_038391324.1	XP_005325711.1
OG0009561	XP_038391333.1	XP_021582265.1
OG0009562	XP_038391368.1	XP_013211546.1
OG0009563	XP_038391369.1	XP_005336806.1
OG0009564	XP_038391381.1	XP_021587227.1
OG0009565	XP_038391387.1	XP_005325529.1
OG0009566	XP_038391397.1	XP_005343089.3
OG0009567	XP_038391415.1	XP_005330828.1
OG0009568	XP_038391430.1, XP_038391429.1	XP_013215415.1
OG0009569	XP_038391438.1	XP_005328381.1
OG0009570	XP_038391450.1	XP_005332891.2
OG0009571	XP_038391471.1	XP_040145045.1
OG0009572	XP_038391489.1	XP_005330781.1
OG0009573	XP_038391493.1	XP_040141395.1
OG0009574	XP_038391529.1	XP_021590370.1
OG0009575	XP_038391558.1	XP_005330785.1
OG0009576	XP_038391559.1	XP_005330786.1
OG0009577	XP_038391615.1	XP_005330809.1
OG0009578	XP_038391743.1	XP_040139712.1
OG0009579	XP_038391778.1	XP_005328450.1
OG0009580	XP_038391785.1	XP_005328446.1
OG0009581	XP_038391818.1	XP_005328438.1
OG0009582	XP_038391824.1	XP_040141312.1
OG0009583	XP_038391833.1	XP_040141309.1
OG0009584	XP_038391851.1	XP_005328422.1
OG0009585	XP_038391876.1	XP_005328413.1
OG0009586	XP_038391904.1	XP_005328394.1
OG0009587	XP_038391916.1	XP_040139707.1
OG0009588	XP_038391931.1	XP_005328377.1
OG0009589	XP_038391938.1	XP_040141233.1
OG0009590	XP_038391945.1	XP_040141215.1
OG0009591	XP_038391971.1	XP_040141205.1
OG0009592	XP_038391972.1	XP_013215438.1
OG0009593	XP_038391981.1	XP_021584206.1
OG0009594	XP_038391984.1	XP_013215406.3
OG0009595	XP_038392057.1	XP_005334264.1
OG0009596	XP_038392107.1	XP_005334291.1
OG0009597	XP_038392126.1, XP_038399051.1	XP_005331401.1
OG0009598	XP_038392127.1	XP_040141131.1
OG0009599	XP_038392131.1	XP_005334298.1
OG0009600	XP_038392166.1	XP_040141108.1
OG0009601	XP_038392167.1	XP_005334312.1
OG0009602	XP_038392190.1	XP_021584622.1
OG0009603	XP_038392200.1	XP_005329170.1
OG0009604	XP_038392211.1	XP_005329128.1
OG0009605	XP_038392214.1	XP_005329129.1
OG0009606	XP_038392217.1	XP_040139698.1
OG0009607	XP_038392226.1	XP_005329131.1
OG0009608	XP_038392248.1	XP_005329172.2
OG0009609	XP_038392251.1	XP_005329134.1
OG0009610	XP_038392279.1	XP_005329150.2
OG0009611	XP_038392311.1	XP_040125461.1
OG0009612	XP_038392315.1	XP_040125465.1
OG0009613	XP_038392324.1	XP_005337372.1
OG0009614	XP_038392357.1	XP_005337386.1
OG0009615	XP_038392359.1	XP_005337388.1
OG0009616	XP_038392379.1	XP_005337389.1
OG0009617	XP_038392442.1	XP_040125426.1
OG0009618	XP_038392461.1	XP_005337403.1
OG0009619	XP_038392491.1	XP_040125419.1
OG0009620	XP_038392500.1	XP_013219266.2
OG0009621	XP_038392507.1	XP_005337425.1
OG0009622	XP_038392538.1	XP_005332811.1
OG0009623	XP_038392556.1	XP_021587015.1
OG0009624	XP_038392565.1	XP_005332816.1
OG0009625	XP_038392602.1	XP_005332856.1
OG0009626	XP_038392608.1	XP_005332844.1
OG0009627	XP_038392612.1	XP_005332853.1
OG0009628	XP_038392631.1	XP_005332846.1
OG0009629	XP_038392635.1	XP_005332868.1
OG0009630	XP_038392637.1	XP_005332874.1
OG0009631	XP_038392642.1	XP_005332870.1
OG0009632	XP_038392648.1	XP_021587035.1
OG0009633	XP_038392696.1	XP_021587047.1
OG0009634	XP_038392770.1	XP_013217197.1
OG0009635	XP_038392783.1	XP_040125372.1
OG0009636	XP_038392811.1	XP_005332937.1
OG0009637	XP_038392814.1	XP_013217172.1
OG0009638	XP_038392818.1	XP_021587080.1, XP_021587079.1
OG0009639	XP_038392849.1	XP_005332946.1
OG0009640	XP_038392872.1	XP_005338913.1
OG0009641	XP_038392880.1	XP_040125499.1
OG0009642	XP_038392943.1	XP_005340876.1
OG0009643	XP_038392944.1	XP_021576234.1
OG0009644	XP_038392956.1	XP_005340882.1
OG0009645	XP_038392986.1	XP_021576620.1
OG0009646	XP_038393013.1	XP_005339523.1
OG0009647	XP_038393024.1	XP_005339519.1
OG0009648	XP_038393025.1	XP_005339518.1
OG0009649	XP_038393055.1	XP_005339504.1
OG0009650	XP_038393057.1	XP_005339501.1
OG0009651	XP_038393082.1	XP_005332422.1
OG0009652	XP_038393323.1	XP_005326072.2
OG0009653	XP_038393340.1	XP_005326078.1
OG0009654	XP_038393347.1	XP_040144669.1
OG0009655	XP_038393363.1	XP_005326083.1
OG0009656	XP_038393418.1	XP_040144633.1
OG0009657	XP_038393434.1	XP_005326109.1
OG0009658	XP_038393476.1	XP_021591590.1
OG0009659	XP_038393520.1	XP_040145067.1
OG0009660	XP_038393534.1	XP_013220178.1
OG0009661	XP_038393535.1	XP_005339312.1
OG0009662	XP_038393548.1	XP_021591609.1
OG0009663	XP_038393562.1	XP_040143696.1
OG0009664	XP_038393579.1	XP_005339346.1
OG0009665	XP_038393631.1	XP_040143729.1
OG0009666	XP_038393633.1	XP_005339341.2
OG0009667	XP_038393664.1	XP_005339276.1, XP_013220194.1, XP_021582675.1
OG0009668	XP_038393674.1	XP_040143735.1
OG0009669	XP_038393680.1	XP_013220200.1
OG0009670	XP_038393732.1	XP_005334839.1
OG0009671	XP_038393739.1	XP_040145072.1
OG0009672	XP_038393743.1	XP_005334792.1
OG0009673	XP_038393765.1	XP_021588475.2, XP_005320415.1
OG0009674	XP_038393834.1	XP_005334808.2
OG0009675	XP_038393872.1	XP_021588526.1
OG0009676	XP_038393910.1	XP_040135092.1, XP_040126503.1, XP_013221911.1
OG0009677	XP_038393941.1	XP_040135810.1
OG0009678	XP_038393942.1	XP_005335472.1
OG0009679	XP_038393970.1	XP_040135928.1
OG0009680	XP_038394001.1	XP_040134946.1
OG0009681	XP_038394018.1	XP_040135223.1
OG0009682	XP_038394023.1	XP_005335539.3
OG0009683	XP_038394054.1	XP_005335543.2
OG0009684	XP_038394070.1	XP_040134950.1
OG0009685	XP_038394092.1	XP_040135935.1
OG0009686	XP_038394100.1	XP_040134952.1
OG0009687	XP_038394133.1	XP_040136100.1
OG0009688	XP_038394137.1	XP_005318519.1
OG0009689	XP_038394155.1	XP_005318571.2
OG0009690	XP_038394174.1	XP_013221247.1
OG0009692	XP_038394225.1	XP_005318493.1
OG0009693	XP_038394298.1	XP_013221709.3
OG0009694	XP_038394317.1	XP_040134955.1
OG0009695	XP_038394394.1	XP_040134999.1
OG0009696	XP_038394414.1	XP_005318422.1
OG0009697	XP_038394418.1	XP_040134956.1
OG0009698	XP_038394443.1	XP_005318406.1
OG0009699	XP_038394470.1	XP_005318397.1
OG0009700	XP_038394488.1	XP_005318388.1
OG0009701	XP_038394515.1	XP_005318379.1
OG0009702	XP_038394534.1	XP_005318385.1
OG0009703	XP_038394597.1	XP_005318367.1
OG0009704	XP_038394612.1, XP_038394611.1	XP_005318363.1
OG0009705	XP_038394695.1	XP_005318322.1
OG0009706	XP_038394725.1	XP_005334311.1
OG0009707	XP_038394740.1	XP_005326166.1
OG0009708	XP_038394800.1	XP_040133706.1
OG0009709	XP_038394804.1	XP_040133892.1, XP_005337816.1
OG0009710	XP_038394824.1	XP_040143340.1, XP_040143338.1
OG0009711	XP_038394880.1, XP_038442543.1	XP_040142048.1
OG0009712	XP_038394907.1	XP_040134141.1
OG0009713	XP_038394933.1	XP_005328601.1
OG0009714	XP_038394981.1	XP_021584279.1
OG0009715	XP_038395021.1	XP_040133624.1
OG0009716	XP_038395044.1	XP_040133533.1
OG0009717	XP_038395050.1	XP_005328576.1
OG0009718	XP_038395088.1	XP_040134518.1
OG0009719	XP_038395110.1	XP_005328556.1
OG0009720	XP_038395127.1	XP_005328550.1
OG0009721	XP_038395226.1	XP_005328633.2
OG0009722	XP_038395233.1	XP_040133267.1
OG0009723	XP_038395376.1	XP_021575371.1
OG0009724	XP_038395380.1	XP_040134055.1
OG0009725	XP_038395382.1	XP_013220374.2
OG0009726	XP_038395414.1	XP_013220391.1
OG0009727	XP_038395420.1	XP_005340087.1
OG0009728	XP_038395494.1	XP_040134539.1
OG0009729	XP_038395508.1	XP_005340106.1
OG0009730	XP_038395513.1	XP_040133967.1
OG0009731	XP_038395575.1	XP_005340887.1
OG0009732	XP_038395598.1	XP_021575497.1
OG0009733	XP_038395642.1	XP_005339884.1
OG0009734	XP_038395650.1	XP_005339880.1
OG0009735	XP_038395653.1	XP_005328619.1
OG0009736	XP_038395673.1	XP_005323940.1
OG0009737	XP_038395681.1	XP_040134567.1
OG0009738	XP_038395708.1	XP_013213319.2
OG0009739	XP_038395726.1	XP_005324003.1
OG0009740	XP_038395740.1	XP_013213434.1
OG0009741	XP_038395768.1	XP_005323903.1
OG0009742	XP_038395774.1	XP_005323900.1
OG0009743	XP_038395779.1	XP_021581223.1
OG0009744	XP_038395785.1	XP_005323994.2
OG0009745	XP_038395832.1	XP_005323878.1
OG0009746	XP_038395855.1	XP_040134509.1
