Orthogroup	Canis_lupus_familiaris	Mus_musculus
OG0005190	XP_038433717.1	XP_017172113.1, NP_001345773.1, NP_001157115.1, NP_001398789.1, NP_033608.3, NP_001398790.1
OG0005191	XP_038434140.1	NP_001152959.1, NP_035385.1
OG0005192	XP_038434502.1	XP_036017537.1
OG0005193	XP_038434570.1	NP_083462.2
OG0005194	XP_038434582.1	NP_001171283.1, NP_001171284.1
OG0005195	XP_038434631.1	NP_780569.1, XP_030106555.1
OG0005196	XP_038434649.1	NP_080653.2, XP_006527371.1
OG0005197	XP_038434764.1	NP_001316864.1, XP_006527077.1
OG0005198	XP_038434786.1	XP_006527153.1, NP_766428.2
OG0005199	XP_038435039.1	NP_001303607.1, NP_001303609.1, NP_001303608.1, NP_035342.3
OG0005200	XP_038435046.1	NP_001074586.2, XP_036008635.1
OG0005201	XP_038435235.1	NP_001153223.1
OG0005202	XP_038435371.1, XP_038435369.1, XP_038435368.1, XP_038435370.1	XP_006495494.1, NP_001272354.1
OG0005203	XP_038435650.1, XP_038435649.1	NP_001343508.1, NP_001230029.1
OG0005204	XP_038435789.1	NP_083022.1
OG0005205	XP_038435981.1	NP_080688.2, XP_017174612.1
OG0005206	XP_038436309.1	NP_001277931.1, XP_006500216.1, NP_780363.1
OG0005207	XP_038436529.1	XP_006511496.1
OG0005208	XP_038436556.1	XP_030100101.1, NP_001157721.1
OG0005209	XP_038436623.1	XP_036017631.1, NP_080791.2
OG0005210	XP_038436637.1	XP_030100025.1
OG0005211	XP_038436651.1	NP_001104615.1
OG0005212	XP_038436855.1, XP_038436856.1	NP_001411606.1
OG0005213	XP_038436931.1	NP_082171.1, XP_036011189.1
OG0005214	XP_038437130.1	XP_006523098.1
OG0005215	XP_038437235.1	NP_659103.1, NP_001404007.1, XP_006523070.1
OG0005216	XP_038437375.1, XP_038437374.1	XP_011244445.1
OG0005217	XP_038437475.1	NP_780637.2
OG0005218	XP_038437502.1	XP_006524778.1, NP_067297.2, NP_001392039.1, NP_001392046.1, NP_001392049.1, NP_001392048.1, NP_001392043.1
OG0005219	XP_038437520.1	NP_034961.2, XP_036016256.1
OG0005220	XP_038437692.1	XP_006502101.1, NP_081411.2
OG0005221	XP_038437849.1	NP_997092.1
OG0005222	XP_038438079.1	NP_705802.1
OG0005223	XP_038438118.1	NP_848856.1, XP_030110368.1, NP_001346915.1, NP_001346916.1
OG0005224	XP_038438267.1, XP_038438266.1, XP_038438265.1, XP_038438268.1	NP_001407036.1
OG0005226	XP_038438427.1, XP_038438397.1	XP_006522552.1, NP_080549.1
OG0005227	XP_038438417.1, XP_038439170.1	XP_036016065.1, NP_083249.1
OG0005228	XP_038438436.1, XP_038438435.1, XP_038438437.1	NP_080864.1
OG0005229	XP_038438605.1	XP_036016068.1
OG0005230	XP_038438946.1	NP_001013389.2
OG0005231	XP_038439075.1	NP_081631.2
OG0005232	XP_038439095.1	NP_001344016.1
OG0005233	XP_038439263.1	NP_081399.3, NP_001317352.1, XP_006517427.1
OG0005234	XP_038439388.1	NP_001390971.1, XP_006535585.1, NP_001277429.1, NP_081895.2
OG0005235	XP_038439473.1	NP_666053.2, XP_006521998.1, NP_001291361.1, NP_001390392.1
OG0005236	XP_038439715.1	NP_598548.1
OG0005237	XP_038439772.1	XP_011248011.1
OG0005238	XP_038439801.1	NP_035516.2, NP_001385487.1
OG0005239	XP_038439811.1	NP_808254.1
OG0005240	XP_038440026.1, XP_038440025.1	XP_036014090.1, NP_083060.2, NP_001159863.1
OG0005241	XP_038440161.1	XP_006517009.1, NP_080332.1
OG0005242	XP_038440163.1	NP_034747.2, XP_036013758.1
OG0005243	XP_038440198.1	XP_011242593.1
OG0005244	XP_038440202.1	XP_006516770.2, NP_001013407.2
OG0005245	XP_038440387.1	NP_062312.3
OG0005246	XP_038440472.1	NP_084248.2, XP_036018610.1
OG0005247	XP_038440526.1	XP_011237963.1, NP_001001182.2
OG0005248	XP_038440684.1	XP_036018204.1, NP_796218.2
OG0005249	XP_038440814.1	XP_006500167.1
OG0005250	XP_038440914.1	NP_780674.1, XP_006499263.1
OG0005251	XP_038441050.1	XP_006496200.1, NP_058613.2
OG0005252	XP_038441613.1	NP_061287.2, XP_006496204.1
OG0005253	XP_038441642.1	NP_001344316.1, XP_030099351.1, NP_083987.1
OG0005254	XP_038441762.1	NP_001344100.1
OG0005255	XP_038441790.1	NP_796030.1
OG0005256	XP_038441977.1	NP_780503.2
OG0005257	XP_038441981.1	NP_776290.1, XP_036010523.1
OG0005258	XP_038442141.1	NP_109649.1
OG0005259	XP_038442208.1	XP_006497018.2, NP_079597.2
OG0005260	XP_038442244.1	NP_001347860.1, NP_079664.1, NP_001347861.1
OG0005261	XP_038442254.1	NP_061199.2
OG0005262	XP_038442268.1	NP_038517.1, XP_036012527.1
OG0005263	XP_038442301.1	NP_001034573.1
OG0005264	XP_038442502.1	NP_808588.3, XP_006528642.1
OG0005265	XP_038442720.1	NP_766029.2, NP_001277614.1
OG0005266	XP_038442728.1	NP_001344031.1, NP_001289315.1
OG0005267	XP_038442757.1	NP_573475.2, XP_006528782.1
OG0005268	XP_038442911.1	NP_001171350.1, XP_006528742.1, NP_766371.1, NP_001345895.1, NP_001171349.1
OG0005269	XP_038443426.1	NP_079936.1, XP_006529028.1
OG0005270	XP_038443438.1	NP_001106825.1, XP_006528938.1
OG0005271	XP_038443464.1, XP_038443463.1, XP_038443465.1	XP_006529054.1, NP_084219.1
OG0005272	XP_038443734.1	NP_001368827.1
OG0005273	XP_038443902.1	NP_001075881.1, XP_011246060.2
OG0005274	XP_038443988.1	NP_001186289.1, NP_808260.2
OG0005275	XP_038444033.1	NP_033454.1
OG0005276	XP_038444105.1	NP_084227.1, XP_006541473.1
OG0005277	XP_038444157.1	NP_067525.1
OG0005278	XP_038444183.1	XP_011249307.1, NP_035985.2
OG0005279	XP_038444217.1, XP_038444216.1	XP_036017751.1
OG0005280	XP_038444332.1	NP_001399012.1
OG0005281	XP_038444485.1	XP_006527949.1, NP_001186278.1
OG0005282	XP_038444597.1	NP_001398440.1, NP_032349.1
OG0005283	XP_038444780.1	NP_001397176.1, NP_031750.2, XP_006527824.1
OG0005298	NP_001002951.2	XP_036011510.1, NP_034418.1
OG0005299	NP_001002999.1	NP_033932.2
OG0005300	NP_001003017.2	XP_006501889.1, NP_067350.2
OG0005301	NP_001003022.1	XP_006539872.1, NP_766327.3
OG0005302	NP_001003032.1	NP_032880.1
OG0005303	NP_001003047.1	NP_033490.1
OG0005304	NP_001003059.2	NP_511039.2
OG0005305	NP_001003087.2	XP_036012281.1, NP_031668.3
OG0005306	NP_001003095.1	XP_011242293.1, NP_033877.3
OG0005307	NP_001003111.1	XP_036015768.1, NP_001344227.1, NP_035768.1
OG0005308	NP_001003122.1	XP_006500550.1, NP_001092767.1
OG0005310	NP_001003157.2	NP_034684.2
OG0005311	NP_001003201.1	XP_017173885.1, NP_001295464.1, NP_038591.1
OG0005312	NP_001003222.1	XP_006503772.1, NP_031749.2
OG0005313	NP_001003224.1	NP_035906.1
OG0005315	NP_001003299.1	NP_112446.2, XP_006514604.1
OG0005316	NP_001003310.2	XP_006496778.1, NP_035475.2
OG0005317	NP_001003316.1	NP_001280581.1, NP_001280582.1, NP_001280584.1, NP_033031.2, NP_001280583.1
OG0005318	NP_001003335.1	NP_034125.2
OG0005319	NP_001003363.1	NP_062422.1
OG0005320	NP_001007127.1	NP_031886.3
OG0005321	NP_001008276.2	NP_035294.2
OG0005322	NP_001010952.1	NP_001240733.1
OG0005323	NP_001013438.2, NP_001376135.1	NP_666857.2
OG0005324	NP_001013871.1	XP_006525784.1, NP_032960.3, NP_001036232.1
OG0005325	NP_001019803.1	NP_035276.2
OG0005326	NP_001019812.2	NP_001032841.1
OG0005326	XP_038427837.1	NP_001032324.1
OG0005327	NP_001026801.1	NP_031733.1
OG0005328	XP_038424049.1, NP_001029165.1	XP_011241196.1, NP_001013836.1
OG0005329	NP_001033695.2	NP_034042.3
OG0005330	NP_001041484.1	NP_001405731.1
OG0005331	NP_001041487.1	NP_062773.2, XP_011249180.1
OG0005332	NP_001041572.1	XP_006526758.1, NP_034092.1
OG0005333	NP_001041591.1	NP_031452.2
OG0005334	NP_001073235.1	XP_036021304.1, NP_075721.3
OG0005335	NP_001074191.1	NP_062293.1
OG0005336	NP_001074977.1	NP_001161960.1, NP_032609.1, NP_001161961.1, NP_001161962.1
OG0005337	NP_001091029.1	NP_001156790.1, XP_017169681.1
OG0005338	NP_001096689.2	NP_443748.2, XP_006529294.1
OG0005339	NP_001106926.2	NP_001348429.1
OG0005340	NP_001124300.1	NP_031525.3, XP_011240687.1
OG0005341	NP_001124310.1	NP_619624.2, XP_006502925.1
OG0005342	NP_001124519.1	NP_067490.1
OG0005343	NP_001137404.1	NP_001350421.1, NP_066302.2, XP_006499733.1
OG0005344	NP_001138687.1	NP_001397314.1
OG0005345	NP_001138971.1	NP_001020556.1
OG0005346	XP_038397703.1, NP_001153593.1, XP_038410055.1	NP_079785.1
OG0005347	NP_001161933.1	NP_001186277.1, NP_001186276.1, NP_473380.1
OG0005348	NP_001177357.1	NP_808215.2, NP_001032848.1, NP_573483.1
OG0005349	NP_001181879.1	NP_038637.1, NP_001106168.1
OG0005350	NP_001184012.1	NP_001345243.1, NP_001345244.1, XP_036012384.1, NP_001300908.1, NP_035610.1
OG0005351	NP_001229641.1	NP_001277394.1, NP_001277393.1, XP_006498163.1, NP_001001322.1, NP_001277392.1
OG0005352	NP_001238880.1	NP_032973.1
OG0005353	NP_001239066.1	NP_031501.1
OG0005354	NP_001239067.1, XP_038416068.1	NP_254279.1
OG0005355	NP_001239075.1	NP_659115.3
OG0005356	NP_001239088.1	XP_036020517.1, NP_038790.2
OG0005357	XP_038436335.1, NP_001239348.1	NP_080223.2, NP_001278037.1
OG0005358	NP_001271377.1	NP_034876.2, NP_001355293.1
OG0005359	NP_001271383.1	XP_006538893.1, NP_849262.1
OG0005360	NP_001271401.1	NP_001397384.1, NP_035922.4
OG0005361	NP_001274080.1	XP_006501136.1, NP_001002011.2
OG0005362	NP_001274083.1	NP_031531.1
OG0005363	NP_001375935.1	NP_667050.1
OG0005364	NP_001376038.1	NP_667066.1
OG0005365	NP_001376060.1	NP_570936.1, NP_001161975.1
OG0005366	NP_001376073.1	NP_666924.1, XP_006503179.1
OG0005367	XP_038381444.1	NP_780767.1
OG0005368	XP_038381531.1	NP_780658.2
OG0005369	XP_038381576.1, XP_038383849.1, XP_038387162.1, XP_038445463.1	NP_034937.1
OG0005370	XP_038381606.1, XP_038420076.1	NP_058017.1
OG0005371	XP_038381770.1	NP_035241.1, NP_001167641.1
OG0005372	XP_038381783.1	NP_033283.1, NP_001347782.1
OG0005373	XP_038381792.1	XP_006529564.1
OG0005374	XP_038381921.1	XP_006525559.1, NP_663469.1
OG0005375	XP_038414330.1, XP_038382102.1	NP_033074.2
OG0005376	XP_038382238.1	NP_035965.3
OG0005378	XP_038382386.1	NP_080065.4, NP_001077414.1
OG0005380	XP_038382513.1	NP_766414.3, XP_006524290.1
OG0005381	XP_038382576.1	XP_036011337.1, NP_001191912.1
OG0005382	XP_038382598.1	NP_032574.1, XP_006512631.1
OG0005383	XP_038382656.1	NP_082880.2
OG0005384	XP_038382680.1	XP_006512669.1
OG0005385	XP_038382871.1	NP_001364026.1
OG0005386	XP_038382988.1	XP_011245464.1, NP_001177412.1
OG0005387	XP_038444837.1, XP_038382998.1, XP_038445189.1	XP_011245527.1, NP_663472.1
OG0005388	XP_038383059.1	XP_006527202.1, NP_796008.2
OG0005389	XP_038383359.1	XP_006539528.1
OG0005390	XP_038383450.1, XP_038383449.1	XP_011248809.1
OG0005392	XP_038383679.1	XP_006539838.1, NP_766325.3
OG0005393	XP_038384094.1	NP_001277696.1, NP_001277693.1, NP_001277695.1, NP_067524.2, XP_006541101.2
OG0005394	XP_038384153.1	NP_079809.1
OG0005395	XP_038384158.1	NP_001344046.1
OG0005396	XP_038384159.1	NP_080831.2, XP_006541050.1, NP_001341974.1
OG0005397	XP_038384555.1	NP_001276570.1, XP_030098180.1, NP_766071.1, NP_001276569.1, NP_001276563.1, NP_001276566.1, NP_001038951.1
OG0005399	XP_038384640.1	NP_081138.2, XP_011248990.1
OG0005400	XP_038384727.1	NP_001031817.1, XP_006539916.1, NP_666296.1
OG0005401	XP_038384852.1	XP_006540336.1, NP_001277479.1, NP_001364021.1, XP_030111568.2, NP_001034281.1, NP_071307.1
OG0005402	XP_038384922.1	NP_083990.2, XP_006540475.1, NP_001355336.1, XP_006540137.1
OG0005403	XP_038385146.1	NP_001347693.1, NP_001347692.1, NP_001074583.1
OG0005404	XP_038385263.1	NP_001028488.1
OG0005405	XP_038385536.1, XP_038385521.1	NP_665832.1
OG0005406	XP_038415328.1, XP_038421409.1, XP_038385556.1	NP_061280.2
OG0005407	XP_038385657.1, XP_038387998.1	NP_001411419.1
OG0005408	XP_038385677.1, XP_038385676.1	NP_062329.2, XP_006498249.1
OG0005409	XP_038385791.1	NP_080438.2, XP_006497594.1
OG0005410	XP_038385839.1	NP_001075432.1, XP_006525966.1
OG0005411	XP_038386058.1	XP_006497548.1, NP_001074601.1
OG0005412	XP_038386118.1	NP_690037.1
OG0005413	XP_038386271.1	NP_001347918.1, NP_001076786.1, NP_080680.2
OG0005414	XP_038386386.1	NP_077141.2
OG0005415	XP_038386431.1	NP_084218.1
OG0005416	XP_038386510.1	NP_001268399.1
OG0005416	XP_038391032.1	NP_808497.1, XP_006526092.1
OG0005417	XP_038386624.1	NP_001361656.1
OG0005418	XP_038386702.1	NP_079645.1
OG0005419	XP_038386859.1	XP_036010209.1
OG0005420	XP_038387100.1	NP_001355692.1
OG0005421	XP_038387175.1	NP_079731.2
OG0005422	XP_038387622.1	NP_001392866.1
OG0005423	XP_038387697.1	XP_006538721.2, NP_001116426.1, NP_035240.3, NP_001411736.1, NP_001411737.1
OG0005424	XP_038388035.1	NP_001408506.1, NP_032035.2, NP_001408505.1, NP_001258545.1, XP_006503775.1
OG0005425	XP_038388083.1	XP_006524555.1, NP_001276415.1, NP_001276414.1, NP_001008973.2, NP_001347114.1
OG0005426	XP_038388098.1	NP_659108.1, NP_001020480.1
OG0005427	XP_038388253.1	XP_011242754.1, NP_598832.3
OG0005428	XP_038388271.1	XP_006517080.1, NP_001036056.1
OG0005429	XP_038388497.1	XP_006540762.1, NP_068679.1
OG0005430	XP_038388528.1, XP_038388529.1	XP_011249113.1, NP_570950.1
OG0005431	XP_038388561.1	NP_035178.1
OG0005432	XP_038388719.1	NP_083861.1
OG0005433	XP_038388731.1	NP_839986.2, XP_036009276.1
OG0005434	XP_038388869.1	NP_001004185.3
OG0005435	XP_038388899.1	XP_036009054.1
OG0005436	XP_038389078.1	NP_001346824.1, NP_919325.2, XP_006503967.1
OG0005437	XP_038389237.1, XP_038389236.1, XP_038389235.1	NP_080171.1
OG0005438	XP_038389241.1	NP_034828.3
OG0005439	XP_038389344.1	NP_035800.2
OG0005440	XP_038409830.1, XP_038409828.1	NP_081121.1
OG0005441	XP_038389544.1	NP_038530.1
OG0005442	XP_038389755.1	NP_659084.3
OG0005443	XP_038389786.1	NP_001349334.1, NP_848755.1, XP_006516881.1, NP_001349333.1
OG0005444	XP_038389801.1	NP_077176.1
OG0005445	XP_038389840.1	NP_001104611.1, XP_036009942.1
OG0005446	XP_038389851.1	XP_006531029.1, NP_001360868.1
OG0005447	XP_038389861.1	NP_081131.1, NP_001355301.1, XP_006531400.1
OG0005448	XP_038389992.1	NP_001388976.1
OG0005449	XP_038390025.1	NP_062786.1
OG0005450	XP_038390062.1	NP_780403.1
OG0005451	XP_038390126.1	NP_001259021.1, NP_001259019.1, NP_001259020.1, NP_082188.1
OG0005452	XP_038390207.1	NP_001334380.1
OG0005453	XP_038390293.1	XP_006519699.1, NP_083380.1
OG0005454	XP_038439160.1, XP_038390371.1	NP_035825.1
OG0005455	XP_038390401.1	NP_075623.2
OG0005456	XP_038390449.1	NP_001034160.1, XP_017171508.1, NP_036048.3
OG0005457	XP_038390633.1	NP_083146.1
OG0005458	XP_038390651.1	NP_080538.1, NP_001404797.1
OG0005459	XP_038390689.1	NP_598776.1, NP_001350282.1, NP_001258276.1, NP_001258277.1, NP_001350283.1, XP_006514496.1
OG0005460	XP_038390712.1	XP_017170351.1, NP_203538.2
OG0005461	XP_038390945.1	NP_001344391.1
OG0005462	XP_038390977.1	NP_001032948.2
OG0005463	XP_038391040.1	XP_030103099.1, NP_766183.1
OG0005464	XP_038413544.1	NP_663432.1
OG0005465	XP_038391140.1	NP_077150.1
OG0005466	XP_038391162.1	XP_006520050.2, NP_001156610.1
OG0005467	XP_038391335.1	XP_036015525.1, NP_001159832.1, NP_084274.1, NP_001344690.1
OG0005468	XP_038391347.1	NP_001074768.1, XP_006520157.1
OG0005469	XP_038391456.1, XP_038391455.1	NP_796034.2, XP_006533603.1
OG0005470	XP_038391531.1, XP_038391532.1	NP_083575.1, NP_001291987.1
OG0005471	XP_038391601.1	XP_006510620.1
OG0005472	XP_038391746.1, XP_038391747.1	NP_035579.1, NP_001311474.1
OG0005473	XP_038391799.1	NP_035566.2, NP_001344190.1
OG0005474	XP_038391930.1	XP_006510445.4, NP_001005421.3
OG0005475	XP_038391957.1	NP_001268863.1, NP_032820.2, XP_036010579.1
OG0005476	XP_038392080.1	XP_006510690.1, NP_082576.1
OG0005477	XP_038392325.1	NP_080261.2
OG0005478	XP_038392436.1	XP_036012244.1, NP_694743.2
OG0005479	XP_038392510.1	NP_001258288.1, NP_001258287.1, XP_036012466.1, NP_001258289.1, NP_663404.1
OG0005480	XP_038392516.1	NP_075647.3
OG0005481	XP_038392633.1	NP_109627.3, NP_001157043.1
OG0005482	XP_038392744.1, XP_038392743.1, XP_038392742.1, XP_038392745.1	NP_001152991.1
OG0005483	XP_038392746.1	XP_006534151.1, NP_001013274.2, NP_001137262.1, NP_001268393.1, NP_001268394.1
OG0005484	XP_038392821.1	NP_001289303.1
OG0005485	XP_038392899.1	XP_006532606.3
OG0005486	XP_038392989.1	NP_001349514.1
OG0005487	XP_038393242.1	NP_001288343.1
OG0005488	XP_038393273.1	NP_444387.1, XP_036020472.1
OG0005489	XP_038393345.1	NP_001272881.2, NP_001272882.1, NP_001156452.2, XP_017175708.1
OG0005490	XP_038393365.1, XP_038393364.1	NP_001077356.1
OG0005491	XP_038393472.1	NP_001008234.2
OG0005492	XP_038393656.1	NP_001106215.1, XP_011248543.1
OG0005493	XP_038393669.1	NP_035772.3, XP_006538783.2, NP_001119802.1
OG0005494	XP_038393677.1	NP_808341.1
OG0005495	XP_038393877.1	NP_001277924.1, XP_006538653.1, NP_997565.2
OG0005496	XP_038393929.1	NP_919428.1
OG0005497	XP_038393938.1	NP_001344229.1
OG0005498	XP_038393993.1	NP_001028314.1
OG0005499	XP_038394088.1	NP_062683.3, XP_011246751.1, NP_001161382.1
OG0005500	XP_038394386.1	NP_783577.2
OG0005501	XP_038394405.1	XP_036009703.1, NP_032732.3
OG0005502	XP_038394425.1	NP_031691.1, NP_001032898.1
OG0005503	XP_038424958.1, XP_038394533.1	NP_938041.1, XP_006530606.1
OG0005504	XP_038394676.1	NP_001403595.1, XP_030099123.1, NP_001288094.1, NP_001288093.1, NP_444300.1
OG0005505	XP_038394678.1	NP_659180.1
OG0005506	XP_038394793.1	NP_034819.1, XP_006507459.3
OG0005507	XP_038394807.1	XP_006525046.3, NP_082692.1
OG0005508	XP_038394845.1	XP_011238473.1, NP_001398344.1, NP_064341.3, NP_001398343.1
OG0005509	XP_038400042.1	NP_082722.1, XP_006515445.1
OG0005510	XP_038445323.1, XP_038394871.1	NP_001156340.1, XP_036016358.1, NP_001156341.1, NP_694780.1
OG0005511	XP_038395030.1	NP_079638.2
OG0005512	XP_038395045.1	XP_006504495.1, NP_038791.2
OG0005513	XP_038395089.1	NP_001243025.1
OG0005514	XP_038395152.1	NP_113582.1
OG0005515	XP_038395229.1, XP_038395228.1	NP_766000.1, NP_001404706.1
OG0005516	XP_038395535.1	NP_775581.1
OG0005517	XP_038395665.1	NP_631888.1
OG0005518	XP_038395737.1	XP_006507456.1, NP_001240801.1
OG0005519	XP_038395778.1	NP_084516.1
OG0005520	XP_038400807.1, XP_038395964.1	XP_006507976.3, NP_613055.2
OG0005521	XP_038396013.1	XP_006507753.1, NP_808365.2
OG0005522	XP_038396099.1	XP_017177549.1, NP_997607.2, NP_058566.3, NP_997606.2
OG0005523	XP_038396126.1	NP_082219.1, XP_006508277.1
OG0005524	XP_038396183.1	NP_694697.3
OG0005525	XP_038396184.1	NP_061265.2, XP_006541009.1
OG0005526	XP_038396282.1, XP_038396284.1, XP_038396283.1	NP_033249.1
OG0005527	XP_038396341.1	NP_666359.1
OG0005528	XP_038396394.1	NP_001028392.2, XP_036015808.1
OG0005529	XP_038396417.1	XP_006522640.1
OG0005530	XP_038396608.1	NP_001074868.2, XP_017173005.1
OG0005531	XP_038396852.1	NP_631893.1
OG0005532	XP_038396867.1	NP_001398237.1
OG0005533	XP_038396979.1	NP_663517.2
OG0005534	XP_038396987.1	XP_006502526.2, NP_598628.1
OG0005535	XP_038396993.1	XP_006500934.1, NP_083055.1, NP_001276648.1, NP_001333594.1, NP_001276649.1
OG0005537	XP_038397179.1	NP_079913.2
OG0005538	XP_038397555.1	XP_006500911.1, NP_001074224.1, NP_001342602.1, NP_001274068.1
OG0005539	XP_038397667.1, XP_038445346.1, XP_038397968.1, XP_038445349.1, XP_038445344.1	NP_694777.3
OG0005540	XP_038397763.1	NP_065613.1, NP_001035950.1
OG0005541	XP_038397770.1	NP_001298065.1
OG0005542	XP_038397924.1	NP_001164103.1, NP_659209.2
OG0005543	XP_038397926.1	NP_001355772.1
OG0005544	XP_038398000.1	NP_001128301.1
OG0005545	XP_038398002.1	NP_084042.1
OG0005546	XP_038398308.1	NP_001153438.1, NP_001153437.1, XP_006497091.1, NP_076373.3, NP_001153439.1, NP_001153440.1
OG0005547	XP_038398339.1	XP_017168472.1, NP_203505.3, NP_001153458.1
OG0005548	XP_038398402.1	XP_006496820.1, NP_766232.1
OG0005549	XP_038398464.1	NP_001334054.1
OG0005550	XP_038398480.1	XP_006496836.1, NP_659127.1
OG0005551	XP_038398509.1	NP_083052.1
OG0005552	XP_038398531.1	NP_001153681.1, NP_001153680.1, NP_079781.2, NP_001343981.1
OG0005553	XP_038398610.1	NP_067325.2
OG0005554	XP_038398688.1	XP_036008714.1, NP_079787.1
OG0005555	XP_038398704.1	NP_666217.2, XP_006496862.1
OG0005556	XP_038398912.1	NP_705790.3, XP_006501401.1
OG0005557	XP_038399008.1	NP_659147.2
OG0005558	XP_038399021.1, XP_038399024.1, XP_038399022.1, XP_038399023.1	NP_619620.3, XP_006501204.1
OG0005559	XP_038399107.1	NP_031936.2
OG0005560	XP_038399115.1	NP_001106802.1
OG0005563	XP_038399223.1	NP_663515.2, NP_849207.2
OG0005564	XP_038399251.1, XP_038399252.1, XP_038399253.1	NP_001268781.1, NP_033140.1
OG0005565	XP_038399535.1	NP_001304292.1, NP_038533.1, NP_001304294.1
OG0005566	XP_038399631.1	NP_001396460.1, NP_001396454.1
OG0005567	XP_038399645.1	NP_001158357.1
OG0005568	XP_038399781.1, XP_038399782.1	NP_075540.1
OG0005569	XP_038400036.1	XP_006516364.1, NP_083200.1, NP_001076445.1
OG0005570	XP_038400250.1, XP_038400251.1	NP_032545.1, NP_001398886.1
OG0005571	XP_038400319.1	NP_084101.1
OG0005572	XP_038400407.1	XP_006515733.1, NP_038843.2
OG0005573	XP_038400657.1, XP_038400656.1	NP_062611.2, XP_036014659.1
OG0005574	XP_038400670.1	NP_001036184.1
OG0005575	XP_038400709.1	NP_001411713.1
OG0005576	XP_038400783.1	XP_011242463.1, NP_080314.1
OG0005577	XP_038400963.1	XP_017170500.1, NP_001008550.1
OG0005578	XP_038400991.1	NP_001396524.1
OG0005579	XP_038401157.1	XP_036013297.1, NP_001156973.1, NP_001156974.1
OG0005580	XP_038401163.1	XP_036013217.1, NP_001345212.1, NP_766169.1
OG0005581	XP_038401165.1	NP_001410050.1
OG0005582	XP_038401201.1	NP_780407.1, NP_001348168.1, NP_001348167.1, XP_006516344.1
OG0005583	XP_038401332.1	NP_001028647.1, XP_036013407.1
OG0005584	XP_038435779.1, XP_038401362.1	NP_081234.2
OG0005585	XP_038401390.1	NP_861536.3, XP_006516387.1
OG0005586	XP_038401408.1	NP_001390503.1
OG0005587	XP_038401631.1	XP_017170657.1
OG0005588	XP_038401759.1	NP_796348.2, NP_001093263.1, NP_001093262.1
OG0005589	XP_038401878.1	NP_001139372.1, NP_964008.2
OG0005590	XP_038401891.1	NP_031789.1
OG0005591	XP_038425627.1, XP_038401994.1, XP_038426099.1, XP_038445600.1	NP_766193.3
OG0005592	XP_038402134.1	NP_080069.2
OG0005593	XP_038402142.1	NP_080548.3
OG0005594	XP_038402191.1	NP_001404859.1
OG0005595	XP_038402200.1	XP_006532669.1, NP_033079.1
OG0005596	XP_038402241.1	NP_001028403.1, NP_001360863.1
OG0005597	XP_038402403.1	NP_001182017.1
OG0005598	XP_038402479.1	NP_001258827.1
OG0005599	XP_038402523.1, XP_038402524.1, XP_038402522.1	NP_001239461.1
OG0005600	XP_038402545.1	NP_032189.1, NP_001300865.1, NP_001300866.1
OG0005601	XP_038402547.1, XP_038402546.1	NP_766636.2
OG0005602	XP_038402581.1	NP_001349818.1
OG0005603	XP_038402678.1, XP_038402677.1, XP_038402675.1	XP_006533128.1, NP_671752.2
OG0005604	XP_038402958.1	NP_898855.1
OG0005605	XP_038402997.1	NP_932063.2, XP_011247545.1
OG0005606	XP_038403304.1	NP_031745.2
OG0005607	XP_038403334.1	XP_006534518.1, NP_001007462.1, XP_006533913.1, NP_067322.1
OG0005608	XP_038403734.1	NP_062378.1
OG0005609	XP_038403801.1, XP_038403799.1, XP_038403802.1	NP_034954.2
OG0005610	XP_038403874.1	NP_079653.1
OG0005611	XP_038403876.1	XP_036012792.1, NP_079914.1
OG0005612	XP_038404018.1	NP_001013404.1
OG0005613	XP_038404023.1	NP_001351691.1, NP_001351692.1, XP_030101312.1, NP_598786.1
OG0005614	XP_038404103.1	NP_899098.2, XP_011247506.1
OG0005615	XP_038404267.1	NP_001019376.1, XP_036012823.1
OG0005616	XP_038404305.1	NP_795939.3, XP_030101939.1
OG0005617	XP_038404376.1	NP_083824.1
OG0005618	XP_038404484.1	NP_112541.1, NP_001344820.1, NP_001344821.1, XP_011247627.1
OG0005619	XP_038404491.1	NP_079594.1, NP_001161942.1
OG0005620	XP_038404500.1	XP_006533824.1, NP_001349770.1, NP_061371.2
OG0005621	XP_038404587.1	XP_011237505.1, NP_083237.1, NP_001386368.1
OG0005622	XP_038404643.1	NP_067494.1, XP_036013015.1
OG0005623	XP_038404677.1	NP_080488.1
OG0005624	XP_038404707.1	NP_775272.1, XP_036018387.1, NP_001405477.1, NP_001405479.1, NP_001405478.1
OG0005625	XP_038404747.1, XP_038427347.1	NP_033324.1
OG0005626	XP_038404763.1	XP_036018614.1, NP_084257.1
OG0005627	XP_038404791.1	XP_006497707.1, NP_056549.2
OG0005628	XP_038404817.1	XP_006498283.1
OG0005629	XP_038404929.1	XP_011237401.1, NP_780720.1, NP_001386390.1
OG0005630	XP_038404985.1	XP_006497754.1, NP_001171119.1, NP_001171120.1, NP_001033789.1, NP_001342035.1, NP_001342034.1
OG0005631	XP_038405068.1	NP_001277432.1, NP_848809.2, XP_006497991.1
OG0005632	XP_038405127.1, XP_038405128.1	NP_036119.1
OG0005633	XP_038405129.1	XP_006497987.1, NP_001277425.1
OG0005634	XP_038405192.1	NP_001407026.1, NP_001407024.1
