Orthogroup	Canis_lupus_familiaris	Urocitellus_parryii
OG0008406	XP_038421776.1	XP_026248462.1
OG0008407	XP_038421813.1	XP_026248482.1
OG0008408	XP_038421814.1	XP_026248456.1
OG0008409	XP_038421817.1	XP_026237542.1
OG0008410	XP_038421845.1	XP_026253621.1
OG0008411	XP_038421876.1	XP_026253626.1
OG0008412	XP_038421902.1	XP_026267046.1
OG0008413	XP_038421959.1, XP_038445676.1	XP_026257806.1
OG0008414	XP_038421977.1	XP_026244343.1
OG0008415	XP_038422021.1	XP_026244344.1
OG0008416	XP_038422033.1	XP_026244328.1
OG0008417	XP_038422054.1	XP_026244379.1
OG0008418	XP_038422110.1	XP_026244312.1
OG0008419	XP_038422159.1	XP_026244353.1
OG0008420	XP_038422175.1	XP_026244337.1
OG0008421	XP_038422184.1	XP_026239687.1
OG0008422	XP_038422185.1	XP_026239671.1
OG0008423	XP_038422186.1	XP_026244346.1
OG0008424	XP_038422189.1, XP_038422188.1	XP_026239771.1
OG0008425	XP_038422241.1	XP_026239729.1
OG0008426	XP_038422317.1	XP_026239534.1
OG0008427	XP_038422320.1	XP_026239620.1
OG0008428	XP_038422364.1	XP_026239546.1
OG0008429	XP_038422367.1	XP_026239526.1
OG0008430	XP_038422370.1	XP_026239848.1
OG0008431	XP_038422382.1	XP_026239533.1
OG0008432	XP_038422399.1	XP_026239553.1
OG0008433	XP_038422433.1	XP_026239665.1
OG0008434	XP_038422534.1	XP_026245820.1
OG0008435	XP_038439556.1, XP_038422592.1	XP_026245100.1
OG0008436	XP_038422606.1	XP_026245634.1, XP_026245633.1
OG0008437	XP_038422629.1	XP_026263848.1
OG0008438	XP_038422716.1	XP_026245607.1
OG0008439	XP_038422785.1	XP_026245664.1
OG0008440	XP_038422862.1	XP_026245786.1
OG0008441	XP_038422897.1	XP_026245776.1
OG0008442	XP_038422910.1	XP_026245775.1
OG0008443	XP_038422949.1	XP_026245623.1
OG0008444	XP_038422954.1	XP_026245899.1
OG0008445	XP_038422972.1, XP_038422973.1	XP_026255478.1
OG0008446	XP_038422982.1	XP_026255419.1
OG0008447	XP_038422995.1	XP_026255662.1
OG0008448	XP_038423004.1	XP_026255630.1
OG0008449	XP_038423013.1	XP_026255477.1
OG0008450	XP_038423024.1	XP_026255585.1
OG0008451	XP_038423065.1	XP_026255575.1
OG0008452	XP_038423186.1	XP_026255576.1
OG0008453	XP_038423219.1	XP_026255507.1
OG0008454	XP_038423221.1	XP_026255562.1
OG0008455	XP_038423272.1	XP_026255438.1
OG0008456	XP_038423283.1	XP_026255483.1
OG0008457	XP_038423286.1	XP_026255421.1
OG0008458	XP_038423295.1	XP_026255498.1
OG0008459	XP_038432194.1, XP_038423385.1	XP_026270756.1, XP_026237014.1
OG0008460	XP_038423399.1	XP_026270749.1
OG0008461	XP_038423410.1	XP_026267593.1
OG0008462	XP_038423412.1	XP_026267588.1
OG0008463	XP_038423426.1	XP_026267574.1
OG0008464	XP_038423483.1	XP_026260107.1
OG0008465	XP_038423487.1	XP_026260129.1
OG0008466	XP_038423491.1	XP_026260193.1
OG0008467	XP_038423537.1	XP_026260188.1
OG0008468	XP_038423555.1	XP_026260039.1
OG0008469	XP_038423579.1	XP_026260154.1
OG0008470	XP_038423630.1	XP_026260020.1, XP_026260022.1
OG0008471	XP_038423696.1	XP_026260213.1
OG0008472	XP_038423714.1	XP_026260195.1
OG0008473	XP_038423727.1	XP_026260209.1
OG0008474	XP_038423743.1	XP_026260196.1
OG0008475	XP_038423744.1	XP_026260140.1
OG0008476	XP_038423753.1	XP_026260054.1
OG0008477	XP_038423820.1	XP_026270532.1
OG0008478	XP_038423842.1	XP_026270461.1
OG0008479	XP_038423858.1	XP_026270514.1
OG0008480	XP_038423870.1	XP_026270465.1
OG0008481	XP_038423872.1	XP_026270516.1
OG0008482	XP_038423983.1	XP_026269801.1
OG0008483	XP_038423993.1	XP_026269754.1
OG0008484	XP_038424023.1	XP_026238279.1
OG0008485	XP_038424053.1	XP_026254808.1
OG0008486	XP_038424072.1	XP_026243144.1
OG0008487	XP_038424155.1	XP_026258528.1
OG0008488	XP_038424157.1	XP_026258531.1, XP_026258533.1, XP_026258532.1
OG0008489	XP_038424260.1	XP_026251898.1
OG0008490	XP_038424388.1	XP_026240491.1
OG0008491	XP_038424414.1	XP_026243122.1
OG0008492	XP_038424415.1	XP_026243077.1
OG0008493	XP_038424431.1	XP_026243105.1
OG0008494	XP_038424432.1	XP_026243121.1
OG0008495	XP_038424562.1	XP_026243124.1
OG0008496	XP_038424578.1	XP_026235286.1
OG0008497	XP_038424591.1	XP_026235304.1
OG0008498	XP_038424599.1	XP_026235303.1
OG0008499	XP_038424665.1	XP_026264907.1
OG0008500	XP_038424672.1	XP_026256765.1
OG0008501	XP_038424709.1, XP_038424710.1	XP_026256852.1
OG0008502	XP_038424833.1, XP_038424834.1	XP_026270180.1
OG0008503	XP_038424854.1	XP_026270784.1
OG0008505	XP_038424883.1	XP_026265365.1
OG0008506	XP_038424941.1, XP_038424942.1, XP_038424940.1	XP_026245038.1
OG0008507	XP_038425011.1	XP_026251675.1
OG0008508	XP_038425130.1	XP_026270269.1
OG0008509	XP_038425209.1	XP_026239924.1
OG0008510	XP_038425269.1	XP_026243076.1
OG0008511	XP_038425807.1, XP_038425326.1	XP_026255360.1
OG0008512	XP_038425345.1	XP_026249485.1
OG0008513	XP_038425364.1	XP_026249436.1
OG0008514	XP_038425402.1	XP_026249457.1
OG0008515	XP_038425456.1	XP_026249487.1
OG0008516	XP_038425479.1	XP_026236832.1
OG0008517	XP_038425480.1	XP_026236828.1
OG0008518	XP_038425564.1	XP_026235812.1
OG0008519	XP_038425594.1	XP_026255350.1
OG0008520	XP_038425609.1	XP_026268512.1
OG0008521	XP_038425651.1	XP_026253877.1
OG0008522	XP_038425657.1	XP_026253880.1
OG0008523	XP_038425658.1	XP_026253883.1
OG0008524	XP_038425763.1	XP_026256047.1
OG0008525	XP_038425795.1	XP_026256127.1
OG0008526	XP_038425812.1, XP_038425811.1, XP_038425810.1	XP_026256070.1
OG0008527	XP_038425877.1	XP_026256039.1
OG0008528	XP_038426117.1	XP_026240852.1
OG0008529	XP_038426122.1, XP_038426121.1	XP_026263969.1
OG0008530	XP_038426134.1	XP_026248722.1
OG0008531	XP_038426156.1	XP_026248822.1
OG0008532	XP_038426258.1	XP_026262075.1
OG0008533	XP_038426361.1	XP_026261359.1
OG0008534	XP_038426460.1	XP_026257418.1
OG0008535	XP_038426496.1	XP_026263865.1
OG0008536	XP_038426531.1	XP_026263840.1
OG0008537	XP_038426634.1	XP_026261054.1
OG0008538	XP_038426712.1, XP_038426718.1	XP_026257830.1
OG0008539	XP_038426725.1	XP_026244352.1
OG0008540	XP_038426961.1	XP_026240780.1
OG0008541	XP_038426977.1	XP_026240851.1
OG0008542	XP_038427031.1	XP_026240797.1
OG0008543	XP_038427090.1	XP_026262391.1
OG0008544	XP_038427097.1	XP_026262396.1
OG0008545	XP_038427108.1	XP_026262402.1
OG0008546	XP_038427160.1	XP_026263946.1
OG0008547	XP_038427226.1	XP_026248711.1
OG0008548	XP_038427231.1	XP_026248709.1
OG0008549	XP_038427272.1	XP_026261796.1
OG0008550	XP_038427295.1	XP_026257885.1
OG0008551	XP_038427296.1	XP_026257947.1
OG0008552	XP_038427373.1	XP_026256508.1
OG0008553	XP_038427450.1	XP_026256505.1
OG0008554	XP_038427463.1	XP_026256504.1
OG0008555	XP_038427497.1	XP_026253439.1
OG0008556	XP_038427526.1	XP_026253442.1
OG0008557	XP_038427572.1	XP_026241606.1
OG0008558	XP_038427609.1	XP_026241589.1
OG0008559	XP_038427639.1	XP_026241573.1
OG0008560	XP_038427792.1	XP_026257900.1, XP_026257901.1
OG0008561	XP_038427796.1	XP_026257954.1
OG0008562	XP_038427935.1	XP_026257886.1
OG0008563	XP_038427947.1	XP_026239079.1
OG0008564	XP_038427959.1	XP_026239038.1
OG0008565	XP_038427960.1	XP_026239032.1
OG0008566	XP_038428008.1	XP_026239022.1
OG0008567	XP_038428077.1	XP_026239011.1
OG0008569	XP_038428261.1	XP_026238958.1
OG0008570	XP_038428318.1	XP_026238994.1
OG0008571	XP_038428349.1	XP_026264126.1
OG0008572	XP_038428364.1	XP_026264100.1
OG0008573	XP_038428371.1	XP_026264110.1
OG0008574	XP_038428398.1	XP_026264155.1
OG0008575	XP_038428405.1	XP_026264101.1
OG0008576	XP_038428427.1	XP_026264125.1
OG0008577	XP_038428464.1	XP_026246743.1
OG0008578	XP_038428506.1	XP_026246752.1
OG0008579	XP_038428564.1	XP_026262568.1
OG0008580	XP_038428575.1	XP_026262561.1
OG0008581	XP_038428578.1	XP_026262562.1
OG0008582	XP_038428662.1	XP_026268033.1
OG0008584	XP_038428689.1	XP_026264144.1
OG0008585	XP_038428708.1	XP_026263627.1
OG0008586	XP_038428722.1	XP_026263623.1
OG0008587	XP_038428754.1	XP_026263608.1
OG0008588	XP_038428876.1	XP_026269295.1
OG0008589	XP_038428970.1, XP_038438346.1	XP_026269454.1
OG0008590	XP_038428996.1	XP_026254683.1
OG0008591	XP_038429000.1	XP_026267395.1
OG0008592	XP_038429123.1	XP_026269474.1
OG0008593	XP_038429267.1	XP_026244149.1
OG0008594	XP_038429285.1	XP_026244148.1
OG0008595	XP_038429425.1	XP_026250753.1
OG0008596	XP_038429473.1	XP_026250726.1
OG0008597	XP_038429481.1	XP_026245066.1
OG0008598	XP_038429492.1	XP_026245538.1
OG0008599	XP_038429551.1	XP_026245537.1
OG0008600	XP_038429572.1	XP_026237545.1
OG0008601	XP_038429577.1	XP_026254651.1
OG0008602	XP_038444277.1, XP_038429643.1	XP_026254689.1
OG0008603	XP_038429653.1	XP_026254676.1
OG0008604	XP_038429701.1	XP_026267393.1
OG0008605	XP_038429704.1	XP_026267389.1
OG0008606	XP_038429705.1	XP_026267392.1
OG0008607	XP_038429727.1	XP_026253326.1
OG0008608	XP_038429732.1	XP_026253272.1
OG0008609	XP_038429738.1	XP_026253291.1
OG0008610	XP_038429824.1	XP_026253332.1
OG0008611	XP_038429830.1	XP_026253261.1
OG0008612	XP_038429852.1	XP_026251588.1
OG0008613	XP_038430263.1	XP_026251822.1
OG0008614	XP_038430270.1, XP_038445287.1	XP_026251813.1
OG0008615	XP_038430276.1	XP_026251792.1
OG0008616	XP_038430284.1	XP_026251832.1
OG0008617	XP_038430313.1	XP_026235458.1
OG0008618	XP_038430337.1	XP_026270555.1
OG0008619	XP_038430346.1	XP_026270557.1
OG0008620	XP_038430359.1	XP_026270556.1
OG0008621	XP_038430469.1	XP_026265472.1
OG0008622	XP_038430479.1	XP_026265454.1
OG0008623	XP_038430498.1	XP_026265448.1, XP_026265450.1, XP_026265449.1, XP_026265451.1, XP_026265453.1, XP_026265447.1
OG0008624	XP_038430611.1	XP_026265417.1
OG0008625	XP_038430748.1	XP_026258754.1
OG0008626	XP_038430761.1	XP_026258702.1
OG0008627	XP_038430817.1	XP_026258751.1
OG0008628	XP_038430833.1	XP_026258746.1
OG0008629	XP_038430845.1	XP_026258715.1
OG0008630	XP_038430901.1	XP_026241837.1
OG0008631	XP_038431061.1	XP_026241896.1
OG0008632	XP_038431133.1	XP_026241950.1
OG0008633	XP_038431197.1	XP_026259230.1
OG0008634	XP_038431249.1, XP_038442400.1	XP_026259206.1
OG0008635	XP_038431251.1	XP_026259179.1
OG0008636	XP_038431263.1	XP_026259210.1
OG0008637	XP_038431311.1	XP_026264997.1
OG0008638	XP_038431416.1	XP_026264309.1
OG0008639	XP_038431474.1	XP_026269114.1
OG0008640	XP_038431481.1	XP_026269139.1
OG0008641	XP_038442479.1, XP_038431511.1	XP_026269128.1
OG0008642	XP_038431606.1	XP_026264741.1
OG0008643	XP_038431667.1	XP_026264711.1
OG0008644	XP_038431702.1	XP_026268329.1, XP_026268330.1, XP_026268327.1
OG0008645	XP_038431717.1	XP_026268334.1, XP_026268336.1, XP_026268335.1
OG0008646	XP_038431750.1	XP_026237028.1
OG0008647	XP_038431825.1	XP_026257492.1
OG0008648	XP_038431837.1	XP_026257505.1
OG0008649	XP_038431884.1	XP_026257489.1
OG0008650	XP_038431904.1	XP_026257558.1
OG0008651	XP_038431914.1	XP_026257461.1
OG0008652	XP_038431971.1	XP_026264750.1
OG0008653	XP_038431998.1	XP_026236887.1
OG0008654	XP_038432036.1	XP_026269639.1
OG0008655	XP_038432087.1	XP_026249734.1
OG0008656	XP_038432133.1	XP_026269648.1
OG0008657	XP_038432195.1	XP_026269642.1, XP_026263028.1
OG0008658	XP_038432281.1	XP_026266737.1
OG0008659	XP_038432485.1	XP_026259038.1
OG0008660	XP_038432491.1	XP_026259096.1
OG0008661	XP_038432608.1	XP_026271258.1
OG0008662	XP_038432619.1	XP_026271062.1
OG0008663	XP_038432696.1	XP_026266682.1
OG0008664	XP_038432781.1	XP_026265072.1
OG0008665	XP_038432817.1	XP_026269962.1
OG0008666	XP_038432830.1	XP_026247706.1
OG0008667	XP_038432865.1	XP_026247701.1
OG0008668	XP_038433108.1	XP_026237654.1
OG0008669	XP_038433174.1	XP_026268118.1
OG0008670	XP_038433266.1	XP_026257193.1
OG0008671	XP_038433347.1	XP_026256410.1
OG0008672	XP_038433364.1	XP_026256454.1
OG0008673	XP_038433421.1	XP_026256430.1
OG0008674	XP_038433480.1	XP_026262792.1
OG0008675	XP_038433508.1	XP_026262864.1
OG0008676	XP_038433539.1	XP_026262795.1
OG0008677	XP_038433585.1	XP_026262801.1
OG0008678	XP_038433600.1	XP_026254530.1
OG0008679	XP_038433709.1	XP_026254514.1, XP_026254513.1, XP_026254516.1
OG0008680	XP_038433713.1	XP_026254503.1
OG0008681	XP_038433744.1	XP_026254470.1, XP_026254469.1
OG0008682	XP_038433752.1	XP_026254511.1
OG0008683	XP_038433792.1	XP_026254565.1
OG0008684	XP_038433862.1	XP_026254577.1
OG0008685	XP_038433890.1	XP_026244997.1
OG0008686	XP_038433891.1	XP_026240086.1
OG0008687	XP_038433953.1	XP_026266640.1
OG0008688	XP_038433978.1	XP_026266642.1
OG0008689	XP_038434018.1	XP_026238272.1
OG0008690	XP_038434106.1	XP_026253117.1
OG0008691	XP_038434112.1	XP_026253114.1
OG0008692	XP_038434113.1	XP_026253170.1
OG0008693	XP_038434132.1	XP_026253126.1
OG0008694	XP_038434314.1	XP_026250558.1
OG0008695	XP_038434340.1	XP_026250561.1, XP_026259332.1
OG0008696	XP_038434404.1	XP_026250591.1
OG0008698	XP_038434511.1	XP_026263659.1
OG0008699	XP_038434517.1	XP_026263705.1
OG0008700	XP_038434524.1	XP_026263681.1
OG0008701	XP_038434581.1	XP_026256939.1
OG0008702	XP_038434591.1	XP_026256938.1
OG0008703	XP_038434645.1	XP_026256962.1
OG0008704	XP_038434646.1	XP_026256905.1
OG0008705	XP_038434699.1	XP_026244956.1
OG0008706	XP_038434821.1	XP_026244998.1
OG0008707	XP_038434833.1	XP_026244965.1
OG0008708	XP_038434875.1	XP_026240064.1
OG0008709	XP_038434880.1	XP_026240071.1
OG0008710	XP_038434918.1	XP_026239984.1
OG0008711	XP_038434949.1	XP_026240035.1
OG0008712	XP_038434969.1	XP_026239966.1
OG0008713	XP_038434985.1	XP_026240067.1
OG0008714	XP_038435017.1	XP_026239978.1
OG0008715	XP_038435114.1	XP_026237201.1
OG0008716	XP_038435120.1	XP_026237191.1
OG0008717	XP_038435152.1	XP_026266646.1
OG0008719	XP_038435225.1	XP_026250201.1
OG0008720	XP_038435244.1	XP_026250175.1
OG0008721	XP_038435251.1	XP_026250183.1
OG0008722	XP_038435277.1	XP_026264285.1
OG0008723	XP_038435289.1	XP_026264278.1
OG0008724	XP_038435328.1	XP_026265793.1
OG0008725	XP_038435342.1	XP_026265785.1
OG0008726	XP_038435482.1	XP_026253100.1
OG0008728	XP_038435520.1	XP_026239399.1
OG0008729	XP_038435522.1	XP_026238582.1, XP_026238670.1
OG0008730	XP_038435585.1	XP_026240030.1
OG0008731	XP_038435643.1	XP_026239846.1
OG0008732	XP_038435685.1	XP_026239463.1
OG0008733	XP_038435719.1	XP_026239282.1
OG0008734	XP_038435722.1	XP_026239300.1
OG0008735	XP_038435756.1	XP_026239333.1
OG0008736	XP_038435817.1	XP_026243635.1
OG0008737	XP_038435818.1	XP_026243618.1
OG0008738	XP_038435843.1	XP_026247424.1
OG0008739	XP_038435898.1	XP_026246123.1
OG0008740	XP_038435967.1	XP_026247097.1
OG0008741	XP_038435979.1, XP_038435980.1	XP_026249277.1
OG0008742	XP_038436015.1	XP_026247593.1
OG0008743	XP_038436019.1	XP_026246021.1, XP_026238008.1
OG0008744	XP_038436040.1	XP_026248562.1
OG0008745	XP_038436054.1	XP_026246946.1
OG0008746	XP_038436081.1	XP_026248572.1, XP_026248579.1, XP_026248588.1
OG0008747	XP_038436088.1	XP_026246365.1
OG0008748	XP_038436117.1	XP_026248440.1
OG0008749	XP_038436168.1	XP_026247963.1
OG0008750	XP_038436191.1	XP_026247569.1
OG0008751	XP_038436286.1	XP_026247386.1
OG0008752	XP_038436301.1	XP_026246424.1
OG0008753	XP_038436305.1	XP_026245849.1
OG0008754	XP_038436313.1	XP_026247347.1
OG0008755	XP_038436316.1	XP_026248257.1
OG0008756	XP_038436339.1	XP_026247748.1
OG0008757	XP_038436358.1	XP_026248377.1, XP_026248369.1
OG0008758	XP_038436366.1	XP_026247567.1
OG0008759	XP_038436387.1	XP_026247723.1
OG0008760	XP_038436392.1	XP_026246841.1
OG0008762	XP_038436562.1	XP_026240630.1
OG0008763	XP_038436640.1	XP_026240640.1
OG0008764	XP_038436664.1	XP_026240681.1
OG0008765	XP_038436665.1	XP_026240703.1
OG0008766	XP_038436715.1	XP_026264621.1
OG0008767	XP_038436757.1	XP_026243620.1
OG0008768	XP_038436791.1	XP_026243586.1
OG0008769	XP_038436793.1	XP_026243592.1
OG0008770	XP_038436794.1	XP_026243517.1
OG0008771	XP_038436829.1, XP_038436828.1	XP_026243437.1
OG0008772	XP_038436843.1	XP_026243546.1
OG0008773	XP_038436900.1	XP_026243584.1
OG0008774	XP_038437010.1	XP_026256331.1
OG0008775	XP_038437026.1	XP_026267829.1
OG0008776	XP_038437042.1	XP_026264609.1
OG0008777	XP_038437046.1	XP_026267732.1
OG0008779	XP_038437192.1	XP_026267612.1
OG0008780	XP_038437280.1	XP_026249371.1
OG0008781	XP_038437302.1	XP_026249327.1
OG0008782	XP_038437304.1	XP_026249372.1
OG0008783	XP_038437343.1	XP_026249339.1
OG0008784	XP_038437366.1	XP_026249296.1
OG0008785	XP_038437393.1	XP_026238372.1
OG0008786	XP_038437433.1	XP_026255184.1
OG0008787	XP_038437443.1	XP_026255179.1
OG0008788	XP_038437474.1	XP_026235211.1
OG0008789	XP_038437505.1	XP_026265886.1
OG0008790	XP_038437531.1	XP_026265899.1
OG0008791	XP_038437548.1	XP_026265849.1
OG0008792	XP_038437550.1	XP_026265863.1
OG0008793	XP_038437554.1	XP_026265860.1
OG0008794	XP_038437564.1	XP_026238380.1
OG0008795	XP_038437633.1	XP_026235615.1
OG0008796	XP_038437701.1	XP_026245476.1, XP_026245477.1
OG0008797	XP_038437707.1	XP_026245475.1
OG0008798	XP_038437785.1	XP_026245497.1
OG0008799	XP_038437895.1	XP_026258988.1
OG0008800	XP_038437922.1	XP_026238385.1
OG0008801	XP_038437955.1, XP_038437954.1	XP_026253917.1
OG0008802	XP_038437996.1	XP_026257792.1
OG0008804	XP_038438062.1	XP_026260981.1
OG0008805	XP_038438080.1	XP_026260978.1
OG0008806	XP_038438135.1	XP_026269555.1
OG0008807	XP_038438158.1	XP_026237784.1
OG0008808	XP_038438191.1	XP_026264795.1
OG0008809	XP_038438252.1	XP_026238309.1, XP_026238038.1
OG0008810	XP_038438315.1	XP_026269465.1
OG0008811	XP_038441299.1, XP_038441298.1, XP_038438375.1	XP_026261103.1
OG0008812	XP_038438393.1	XP_026269450.1
OG0008813	XP_038438431.1	XP_026261055.1
OG0008814	XP_038438478.1, XP_038438479.1, XP_038438477.1, XP_038438476.1	XP_026258202.1
OG0008815	XP_038438486.1	XP_026258207.1
OG0008816	XP_038438500.1, XP_038445286.1, XP_038445283.1	XP_026258187.1
OG0008817	XP_038438517.1	XP_026258192.1
OG0008818	XP_038438529.1	XP_026258214.1
OG0008819	XP_038438534.1	XP_026258204.1
OG0008820	XP_038438710.1	XP_026249793.1
OG0008821	XP_038438768.1	XP_026252143.1
OG0008822	XP_038438868.1	XP_026251411.1
OG0008823	XP_038438910.1	XP_026250970.1
OG0008824	XP_038438930.1	XP_026251745.1
OG0008825	XP_038438938.1	XP_026250171.1
OG0008826	XP_038438939.1	XP_026250279.1
OG0008827	XP_038438988.1	XP_026251544.1
OG0008828	XP_038438991.1	XP_026250218.1
OG0008829	XP_038438992.1	XP_026251085.1
OG0008830	XP_038439072.1, XP_038439071.1	XP_026252115.1
OG0008831	XP_038439086.1	XP_026251268.1
OG0008832	XP_038439116.1	XP_026234992.1
OG0008833	XP_038439152.1	XP_026235907.1
OG0008834	XP_038439182.1	XP_026250339.1
OG0008835	XP_038439227.1	XP_026248177.1
OG0008836	XP_038439232.1	XP_026248170.1
OG0008838	XP_038439258.1	XP_026252849.1
OG0008839	XP_038439274.1	XP_026257718.1
OG0008840	XP_038439281.1	XP_026235819.1
OG0008841	XP_038439283.1, XP_038444809.1	XP_026235829.1
OG0008842	XP_038439305.1	XP_026238324.1
OG0008843	XP_038439352.1	XP_026238667.1
OG0008844	XP_038439405.1	XP_026238725.1
OG0008845	XP_038439487.1	XP_026245081.1
OG0008846	XP_038439494.1	XP_026245157.1
OG0008847	XP_038439499.1	XP_026245084.1
OG0008848	XP_038439500.1	XP_026245168.1
OG0008849	XP_038439537.1	XP_026245174.1, XP_026245131.1
OG0008850	XP_038439540.1	XP_026245194.1
OG0008851	XP_038439570.1	XP_026245162.1
OG0008852	XP_038439622.1	XP_026245156.1
OG0008853	XP_038439639.1	XP_026256053.1
OG0008854	XP_038439680.1	XP_026267872.1
OG0008855	XP_038439696.1	XP_026267873.1
OG0008856	XP_038439768.1	XP_026250796.1
OG0008857	XP_038439783.1	XP_026250758.1
OG0008858	XP_038439882.1	XP_026257722.1
OG0008859	XP_038439911.1	XP_026270341.1
OG0008860	XP_038439925.1	XP_026254712.1
OG0008861	XP_038439958.1	XP_026267994.1
OG0008862	XP_038439963.1	XP_026262913.1
OG0008863	XP_038439982.1	XP_026262892.1
OG0008864	XP_038439998.1	XP_026262910.1
OG0008865	XP_038440005.1	XP_026262908.1
OG0008866	XP_038440050.1	XP_026240367.1
OG0008867	XP_038440056.1	XP_026240428.1
OG0008868	XP_038440072.1	XP_026240400.1
OG0008869	XP_038440124.1	XP_026240353.1
OG0008870	XP_038440193.1	XP_026257974.1
OG0008871	XP_038440197.1	XP_026263505.1
OG0008872	XP_038440199.1	XP_026263445.1
OG0008874	XP_038440322.1	XP_026270391.1, XP_026270393.1
OG0008875	XP_038440368.1	XP_026270339.1
OG0008876	XP_038440451.1	XP_026256516.1
OG0008877	XP_038440473.1	XP_026257244.1
OG0008878	XP_038440477.1	XP_026257252.1
OG0008879	XP_038440520.1	XP_026257233.1
OG0008880	XP_038441014.1, XP_038440556.1	XP_026248876.1
OG0008881	XP_038440565.1	XP_026248866.1
OG0008882	XP_038440641.1	XP_026266918.1
OG0008883	XP_038440730.1	XP_026245330.1
OG0008884	XP_038440739.1	XP_026245331.1
OG0008885	XP_038440746.1	XP_026245336.1
OG0008886	XP_038440775.1	XP_026245377.1
OG0008887	XP_038440861.1	XP_026261433.1
OG0008888	XP_038440978.1	XP_026247804.1
OG0008890	XP_038441112.1	XP_026244810.1
OG0008891	XP_038441188.1	XP_026255119.1
OG0008892	XP_038441224.1	XP_026255116.1
OG0008893	XP_038441252.1	XP_026261149.1
OG0008894	XP_038441262.1	XP_026261089.1
OG0008895	XP_038441276.1	XP_026261145.1
OG0008896	XP_038441325.1	XP_026261129.1
OG0008897	XP_038441438.1	XP_026250365.1
OG0008898	XP_038441461.1	XP_026250352.1
OG0008899	XP_038441713.1	XP_026246094.1
OG0008900	XP_038441721.1	XP_026246165.1
OG0008901	XP_038441750.1	XP_026246183.1
OG0008902	XP_038441791.1	XP_026246225.1
OG0008903	XP_038441804.1	XP_026246235.1
OG0008904	XP_038441853.1	XP_026237237.1
OG0008905	XP_038441858.1	XP_026263740.1
OG0008906	XP_038441911.1	XP_026252902.1
OG0008907	XP_038441937.1	XP_026243198.1
OG0008908	XP_038441985.1	XP_026243184.1
OG0008909	XP_038441991.1	XP_026243299.1
OG0008910	XP_038442089.1	XP_026243775.1
OG0008911	XP_038442092.1	XP_026243795.1
OG0008912	XP_038442169.1	XP_026268471.1
OG0008913	XP_038442190.1	XP_026268460.1
OG0008914	XP_038442205.1	XP_026238537.1
OG0008915	XP_038442248.1	XP_026237624.1
OG0008916	XP_038442310.1	XP_026263765.1
OG0008917	XP_038442336.1	XP_026271006.1
OG0008918	XP_038442363.1	XP_026243785.1
OG0008919	XP_038442422.1	XP_026243380.1
OG0008920	XP_038442435.1	XP_026261380.1, XP_026238276.1, XP_026266108.1
OG0008921	XP_038442511.1	XP_026252556.1
OG0008922	XP_038442519.1	XP_026252588.1
OG0008923	XP_038442593.1	XP_026236871.1
OG0008924	XP_038442616.1	XP_026238313.1, XP_026238314.1, XP_026238311.1, XP_026238312.1
OG0008925	XP_038442631.1	XP_026237255.1
OG0008926	XP_038442651.1	XP_026237286.1
OG0008927	XP_038442668.1	XP_026266935.1
OG0008928	XP_038442714.1	XP_026270358.1
OG0008929	XP_038442764.1	XP_026250937.1
OG0008930	XP_038442794.1	XP_026252509.1
OG0008931	XP_038442907.1	XP_026252513.1
OG0008932	XP_038442912.1	XP_026261219.1
OG0008933	XP_038442998.1	XP_026257157.1
OG0008934	XP_038443030.1	XP_026257162.1
OG0008935	XP_038443039.1	XP_026269541.1
OG0008936	XP_038443093.1	XP_026243363.1
OG0008937	XP_038443096.1	XP_026243359.1
OG0008938	XP_038443186.1	XP_026269526.1
OG0008939	XP_038443208.1	XP_026269523.1
OG0008940	XP_038443351.1	XP_026262544.1
OG0008941	XP_038443380.1, XP_038443379.1	XP_026262552.1
OG0008942	XP_038443430.1	XP_026263184.1
OG0008943	XP_038443447.1	XP_026263192.1
OG0008944	XP_038443544.1	XP_026255757.1
OG0008945	XP_038443607.1	XP_026268390.1
OG0008946	XP_038443633.1	XP_026269806.1
OG0008947	XP_038443691.1	XP_026261363.1
OG0008948	XP_038443708.1	XP_026270311.1
OG0008949	XP_038443729.1	XP_026268909.1
OG0008950	XP_038443755.1, XP_038443756.1	XP_026267135.1
OG0008951	XP_038443796.1	XP_026266274.1
OG0008952	XP_038443969.1	XP_026258426.1
OG0008953	XP_038444076.1	XP_026264864.1
OG0008954	XP_038444077.1	XP_026264840.1
OG0008955	XP_038444122.1	XP_026264845.1
OG0008956	XP_038444196.1	XP_026269597.1
OG0008957	XP_038444292.1, XP_038444284.1	XP_026261385.1
OG0008958	XP_038444338.1	XP_026248000.1
OG0008959	XP_038444543.1	XP_026259318.1
OG0008960	XP_038444564.1	XP_026268616.1
OG0008961	XP_038444685.1	XP_026270848.1
OG0008962	XP_038444693.1	XP_026270836.1
OG0008963	XP_038444722.1	XP_026269393.1
OG0008994	NP_001002933.1	XP_026254741.1
OG0008995	NP_001002938.2	XP_026259765.1
OG0008996	NP_001002939.1	XP_026256538.1
OG0008997	NP_001002941.1	XP_026257305.1
OG0008998	NP_001002944.1	XP_026267173.1
OG0008999	NP_001002964.1	XP_026240758.1
OG0009000	NP_001002974.1	XP_026249006.1
OG0009001	NP_001002976.1	XP_026237652.1
OG0009002	NP_001002995.2	XP_026260784.1
OG0009003	NP_001002997.1	XP_026246952.1
