Orthogroup	Canis_lupus_familiaris	Ursus_americanus
OG0008549	XP_038427272.1	XP_045630441.1
OG0008550	XP_038427295.1	XP_045666555.1
OG0008551	XP_038427296.1	XP_045666029.1
OG0008552	XP_038427373.1	XP_045665847.1
OG0008553	XP_038427450.1	XP_045665456.1
OG0008554	XP_038427463.1	XP_045665400.1
OG0008555	XP_038427497.1	XP_045665251.1
OG0008556	XP_038427526.1	XP_045665113.1
OG0008557	XP_038427572.1	XP_045664838.1
OG0008558	XP_038427609.1	XP_045664644.1
OG0008559	XP_038427639.1	XP_045664332.1
OG0008560	XP_038427792.1	XP_045663623.1
OG0008561	XP_038427796.1	XP_045663565.1
OG0008562	XP_038427935.1	XP_045666524.1
OG0008563	XP_038427947.1	XP_045662679.1
OG0008564	XP_038427959.1	XP_045662669.1
OG0008565	XP_038427960.1	XP_045662657.1
OG0008566	XP_038428008.1	XP_045662097.1
OG0008567	XP_038428077.1	XP_045661803.1
OG0008568	XP_038428209.1	XP_045660549.1
OG0008569	XP_038428261.1	XP_045660596.1
OG0008570	XP_038428318.1	XP_045660640.1, XP_045660639.1, XP_045660638.1
OG0008571	XP_038428349.1	XP_045660661.1
OG0008572	XP_038428364.1	XP_045660672.1
OG0008573	XP_038428371.1	XP_045660673.1
OG0008574	XP_038428398.1	XP_045660749.1
OG0008575	XP_038428405.1	XP_045660736.1
OG0008576	XP_038428427.1	XP_045660727.1
OG0008577	XP_038428464.1	XP_045660685.1
OG0008578	XP_038428506.1	XP_045627511.1
OG0008579	XP_038428564.1	XP_045664396.1
OG0008580	XP_038428575.1	XP_045664384.1, XP_045664382.1
OG0008581	XP_038428578.1	XP_045664385.1
OG0008582	XP_038428662.1	XP_045670587.1
OG0008583	XP_038428686.1	XP_045651348.1
OG0008584	XP_038428689.1	XP_045651322.1
OG0008585	XP_038428708.1	XP_045651276.1
OG0008586	XP_038428722.1	XP_045651501.1
OG0008587	XP_038428754.1	XP_045650855.1
OG0008588	XP_038428876.1	XP_045650169.1
OG0008589	XP_038428970.1, XP_038438346.1	XP_045645747.1
OG0008590	XP_038428996.1	XP_045630028.1
OG0008591	XP_038429000.1	XP_045629961.1
OG0008592	XP_038429123.1	XP_045652875.1
OG0008593	XP_038429267.1	XP_045652966.1
OG0008594	XP_038429285.1	XP_045652982.1
OG0008595	XP_038429425.1	XP_045653074.1
OG0008596	XP_038429473.1	XP_045652668.1
OG0008597	XP_038429481.1	XP_045653117.1
OG0008598	XP_038429492.1	XP_045654634.1
OG0008599	XP_038429551.1	XP_045655335.1
OG0008600	XP_038429572.1	XP_045655364.1
OG0008601	XP_038429577.1	XP_045655331.1
OG0008602	XP_038429643.1	XP_045630051.1, XP_045630050.1
OG0008603	XP_038429653.1	XP_045630039.1
OG0008604	XP_038429701.1	XP_045630060.1
OG0008605	XP_038429704.1	XP_045630011.1
OG0008606	XP_038429705.1	XP_045629987.1
OG0008607	XP_038429727.1	XP_045630012.1
OG0008608	XP_038429732.1	XP_045630024.1
OG0008609	XP_038429738.1	XP_045629958.1
OG0008610	XP_038429824.1	XP_045630089.1
OG0008611	XP_038429830.1	XP_045630091.1
OG0008612	XP_038429852.1	XP_045649813.1
OG0008613	XP_038430263.1	XP_045650165.1
OG0008614	XP_038430270.1, XP_038445287.1	XP_045649950.1
OG0008615	XP_038430276.1	XP_045649949.1
OG0008616	XP_038430284.1	XP_045649937.1
OG0008617	XP_038430313.1	XP_045649920.1
OG0008618	XP_038430337.1	XP_045651860.1
OG0008619	XP_038430346.1	XP_045651848.1
OG0008620	XP_038430359.1	XP_045651840.1
OG0008621	XP_038430469.1	XP_045671616.1
OG0008622	XP_038430479.1	XP_045671677.1
OG0008623	XP_038430498.1	XP_045671632.1
OG0008624	XP_038430611.1	XP_045670628.1
OG0008625	XP_038430748.1	XP_045634614.1
OG0008626	XP_038430761.1	XP_045634387.1
OG0008627	XP_038430817.1	XP_045633947.1
OG0008628	XP_038430833.1	XP_045633873.1
OG0008629	XP_038430845.1	XP_045633791.1
OG0008630	XP_038430901.1	XP_045633367.1
OG0008631	XP_038431061.1	XP_045632526.1
OG0008632	XP_038431133.1	XP_045632088.1
OG0008633	XP_038431197.1	XP_045647578.1
OG0008634	XP_038431249.1, XP_038442400.1	XP_045647520.1, XP_045669504.1
OG0008635	XP_038431251.1	XP_045647513.1
OG0008636	XP_038431263.1	XP_045647575.1
OG0008637	XP_038431311.1	XP_045647433.1, XP_045647432.1
OG0008638	XP_038431416.1	XP_045647163.1, XP_045647164.1
OG0008639	XP_038431474.1	XP_045647212.1
OG0008640	XP_038431481.1	XP_045647217.1
OG0008641	XP_038442479.1, XP_038431511.1	XP_045647248.1
OG0008642	XP_038431606.1	XP_045647343.1
OG0008643	XP_038431667.1	XP_045647384.1
OG0008644	XP_038431702.1	XP_045658420.1
OG0008645	XP_038431717.1	XP_045658432.1
OG0008646	XP_038431750.1	XP_045658463.1
OG0008647	XP_038431825.1	XP_045671136.1
OG0008648	XP_038431837.1	XP_045671076.1
OG0008649	XP_038431884.1	XP_045671130.1
OG0008650	XP_038431904.1	XP_045658497.1
OG0008651	XP_038431914.1	XP_045658395.1
OG0008652	XP_038431971.1	XP_045658337.1
OG0008653	XP_038431998.1	XP_045658325.1
OG0008654	XP_038432036.1	XP_045630916.1
OG0008655	XP_038432087.1	XP_045632476.1
OG0008656	XP_038432133.1	XP_045631201.1
OG0008657	XP_038432195.1	XP_045630904.1
OG0008658	XP_038432281.1	XP_045630706.1
OG0008659	XP_038432485.1	XP_045637120.1
OG0008660	XP_038432491.1	XP_045637085.1
OG0008661	XP_038432608.1	XP_045637149.1
OG0008662	XP_038432619.1	XP_045637187.1
OG0008663	XP_038432696.1	XP_045637329.1
OG0008664	XP_038432781.1	XP_045637354.1
OG0008665	XP_038432817.1	XP_045637384.1
OG0008666	XP_038432830.1	XP_045637344.1
OG0008667	XP_038432865.1	XP_045637333.1
OG0008668	XP_038433108.1	XP_045667725.1
OG0008669	XP_038433174.1	XP_045632477.1
OG0008670	XP_038433266.1	XP_045657205.1
OG0008671	XP_038433347.1	XP_045657177.1
OG0008672	XP_038433364.1	XP_045657168.1
OG0008673	XP_038433421.1	XP_045657126.1
OG0008674	XP_038433480.1	XP_045657086.1
OG0008675	XP_038433508.1	XP_045657075.1
OG0008676	XP_038433539.1	XP_045657050.1
OG0008677	XP_038433585.1	XP_045656693.1
OG0008678	XP_038433600.1	XP_045656989.1
OG0008679	XP_038433709.1	XP_045656897.1
OG0008680	XP_038433713.1	XP_045656890.1
OG0008681	XP_038433744.1	XP_045656850.1
OG0008682	XP_038433752.1	XP_045656847.1
OG0008683	XP_038433792.1	XP_045656805.1
OG0008684	XP_038433862.1	XP_045656806.1
OG0008685	XP_038433890.1	XP_045658799.1
OG0008686	XP_038433891.1	XP_045658801.1
OG0008687	XP_038433953.1	XP_045665926.1
OG0008688	XP_038433978.1	XP_045665850.1
OG0008689	XP_038434018.1	XP_045665824.1
OG0008690	XP_038434106.1	XP_045665969.1
OG0008691	XP_038434112.1	XP_045665822.1
OG0008692	XP_038434113.1	XP_045666012.1
OG0008693	XP_038434132.1	XP_045666011.1
OG0008694	XP_038434314.1	XP_045640935.1
OG0008695	XP_038434340.1	XP_045640922.1
OG0008696	XP_038434404.1	XP_045640587.1
OG0008697	XP_038434450.1	XP_045658816.1
OG0008698	XP_038434511.1	XP_045658890.1, XP_045658891.1
OG0008699	XP_038434517.1	XP_045658909.1
OG0008700	XP_038434524.1	XP_045658915.1
OG0008701	XP_038434581.1	XP_045658952.1
OG0008702	XP_038434591.1	XP_045658974.1
OG0008703	XP_038434645.1	XP_045659309.1
OG0008704	XP_038434646.1	XP_045659003.1
OG0008705	XP_038434699.1	XP_045659040.1
OG0008706	XP_038434821.1	XP_045658808.1
OG0008707	XP_038434833.1	XP_045659186.1
OG0008708	XP_038434875.1	XP_045659211.1
OG0008709	XP_038434880.1	XP_045659213.1
OG0008710	XP_038434918.1	XP_045658805.1
OG0008711	XP_038434949.1	XP_045665289.1
OG0008712	XP_038434969.1	XP_045628587.1
OG0008713	XP_038434985.1	XP_045628593.1
OG0008714	XP_038435017.1	XP_045665471.1
OG0008715	XP_038435114.1	XP_045665336.1
OG0008716	XP_038435120.1	XP_045665332.1
OG0008717	XP_038435152.1	XP_045665933.1
OG0008718	XP_038435159.1	XP_045658784.1
OG0008719	XP_038435225.1	XP_045645047.1
OG0008720	XP_038435244.1	XP_045645043.1
OG0008721	XP_038435251.1	XP_045645042.1
OG0008722	XP_038435277.1	XP_045645016.1
OG0008723	XP_038435289.1	XP_045645110.1
OG0008724	XP_038435328.1	XP_045644967.1
OG0008725	XP_038435342.1	XP_045644961.1
OG0008726	XP_038435482.1	XP_045666124.1
OG0008727	XP_038435494.1	XP_045666099.1
OG0008728	XP_038435520.1	XP_045662024.1
OG0008729	XP_038435522.1	XP_045662023.1
OG0008730	XP_038435585.1	XP_045662001.1
OG0008731	XP_038435643.1	XP_045661957.1
OG0008732	XP_038435685.1	XP_045661912.1
OG0008733	XP_038435719.1	XP_045661881.1
OG0008734	XP_038435722.1	XP_045661882.1
OG0008735	XP_038435756.1	XP_045661856.1
OG0008736	XP_038435817.1	XP_045651258.1
OG0008737	XP_038435818.1	XP_045651263.1
OG0008738	XP_038435843.1	XP_045671726.1
OG0008739	XP_038435898.1	XP_045671854.1
OG0008740	XP_038435967.1	XP_045672295.1
OG0008741	XP_038435979.1, XP_038435980.1	XP_045628410.1
OG0008742	XP_038436015.1	XP_045626911.1
OG0008743	XP_038436019.1	XP_045626951.1
OG0008744	XP_038436040.1	XP_045627047.1
OG0008745	XP_038436054.1	XP_045627108.1
OG0008746	XP_038436081.1	XP_045627336.1
OG0008747	XP_038436088.1	XP_045627365.1
OG0008748	XP_038436117.1	XP_045627523.1
OG0008749	XP_038436168.1	XP_045627912.1
OG0008750	XP_038436191.1	XP_045628093.1
OG0008751	XP_038436286.1	XP_045668029.1
OG0008752	XP_038436301.1	XP_045668113.1
OG0008753	XP_038436305.1	XP_045668026.1
OG0008754	XP_038436313.1	XP_045668024.1
OG0008755	XP_038436316.1	XP_045668055.1
OG0008756	XP_038436339.1	XP_045668079.1
OG0008757	XP_038436358.1	XP_045667994.1
OG0008758	XP_038436366.1	XP_045667996.1
OG0008759	XP_038436387.1	XP_045668069.1
OG0008760	XP_038436392.1	XP_045668068.1
OG0008761	XP_038436400.1	XP_045668044.1
OG0008762	XP_038436562.1	XP_045666642.1
OG0008763	XP_038436640.1	XP_045666663.1
OG0008764	XP_038436664.1	XP_045666681.1
OG0008765	XP_038436665.1	XP_045666580.1
OG0008766	XP_038436715.1	XP_045666560.1
OG0008767	XP_038436757.1	XP_045666723.1
OG0008768	XP_038436791.1	XP_045651247.1
OG0008769	XP_038436793.1	XP_045651237.1
OG0008770	XP_038436794.1	XP_045651235.1
OG0008771	XP_038436829.1, XP_038436828.1	XP_045651254.1
OG0008772	XP_038436843.1	XP_045651209.1
OG0008773	XP_038436900.1	XP_045651159.1
OG0008774	XP_038437010.1	XP_045651068.1
OG0008775	XP_038437026.1	XP_045644511.1, XP_045645099.1
OG0008776	XP_038437042.1	XP_045666668.1
OG0008777	XP_038437046.1	XP_045641668.1
OG0008778	XP_038437121.1	XP_045641379.1
OG0008779	XP_038437192.1	XP_045641628.1
OG0008780	XP_038437280.1	XP_045641657.1
OG0008781	XP_038437302.1	XP_045641489.1
OG0008782	XP_038437304.1	XP_045641495.1
OG0008783	XP_038437343.1	XP_045641527.1
OG0008784	XP_038437366.1	XP_045641541.1
OG0008785	XP_038437393.1	XP_045669468.1
OG0008786	XP_038437433.1	XP_045669469.1
OG0008787	XP_038437443.1	XP_045669442.1
OG0008788	XP_038437474.1	XP_045669519.1
OG0008789	XP_038437505.1	XP_045630117.1
OG0008790	XP_038437531.1	XP_045630131.1
OG0008791	XP_038437548.1	XP_045632311.1
OG0008792	XP_038437550.1	XP_045632316.1
OG0008793	XP_038437554.1	XP_045632331.1
OG0008794	XP_038437564.1	XP_045632301.1
OG0008795	XP_038437633.1	XP_045632924.1
OG0008796	XP_038437701.1	XP_045655036.1
OG0008797	XP_038437707.1	XP_045654601.1
OG0008798	XP_038437785.1	XP_045655085.1
OG0008799	XP_038437895.1	XP_045655175.1
OG0008800	XP_038437922.1	XP_045648789.1, XP_045655195.1
OG0008801	XP_038437955.1, XP_038437954.1	XP_045648454.1
OG0008802	XP_038437996.1	XP_045648158.1
OG0008803	XP_038438056.1	XP_045647921.1
OG0008804	XP_038438062.1	XP_045647902.1
OG0008805	XP_038438080.1	XP_045647713.1
OG0008806	XP_038438135.1	XP_045647303.1
OG0008807	XP_038438158.1	XP_045646904.1
OG0008808	XP_038438191.1	XP_045646589.1
OG0008809	XP_038438252.1	XP_045646258.1
OG0008810	XP_038438315.1	XP_045645926.1
OG0008811	XP_038441299.1, XP_038441298.1	XP_045662453.1
OG0008812	XP_038438393.1	XP_045649465.1
OG0008813	XP_038438431.1	XP_045641359.1
OG0008814	XP_038438478.1, XP_038438479.1, XP_038438477.1, XP_038438476.1	XP_045641596.1
OG0008815	XP_038438486.1	XP_045641327.1
OG0008816	XP_038438500.1, XP_038445286.1, XP_038445283.1	XP_045641317.1
OG0008817	XP_038438519.1	XP_045641323.1
OG0008818	XP_038438529.1	XP_045641311.1
OG0008819	XP_038438534.1	XP_045641309.1
OG0008820	XP_038438710.1	XP_045641178.1
OG0008821	XP_038438768.1	XP_045641119.1
OG0008822	XP_038438868.1	XP_045641058.1
OG0008823	XP_038438910.1	XP_045668634.1
OG0008824	XP_038438930.1	XP_045668453.1
OG0008825	XP_038438938.1	XP_045668583.1
OG0008826	XP_038438939.1	XP_045668702.1
OG0008827	XP_038438988.1	XP_045668648.1
OG0008828	XP_038438991.1	XP_045668697.1
OG0008829	XP_038438992.1	XP_045668692.1
OG0008830	XP_038439072.1, XP_038439071.1	XP_045668511.1
OG0008831	XP_038439086.1	XP_045668584.1
OG0008832	XP_038439116.1	XP_045668570.1
OG0008833	XP_038439152.1	XP_045668688.1
OG0008834	XP_038439182.1	XP_045641143.1
OG0008835	XP_038439227.1	XP_045643110.1
OG0008836	XP_038439232.1	XP_045643109.1
OG0008837	XP_038439245.1	XP_045643104.1, XP_045643103.1
OG0008838	XP_038439258.1	XP_045643093.1
OG0008839	XP_038439274.1	XP_045663945.1
OG0008840	XP_038439281.1	XP_045663954.1
OG0008841	XP_038439283.1, XP_038444809.1	XP_045663956.1
OG0008842	XP_038439305.1	XP_045663978.1
OG0008843	XP_038439352.1	XP_045644660.1
OG0008844	XP_038439405.1	XP_045632645.1
OG0008845	XP_038439487.1	XP_045632552.1
OG0008846	XP_038439494.1	XP_045632616.1
OG0008847	XP_038439499.1	XP_045632557.1
OG0008848	XP_038439500.1	XP_045632640.1
OG0008849	XP_038439537.1	XP_045632569.1
OG0008850	XP_038439540.1	XP_045632643.1
OG0008851	XP_038439570.1	XP_045667207.1
OG0008852	XP_038439622.1	XP_045667176.1
OG0008853	XP_038439639.1	XP_045668555.1
OG0008854	XP_038439680.1	XP_045667524.1
OG0008855	XP_038439696.1	XP_045667428.1
OG0008856	XP_038439768.1	XP_045644571.1
OG0008857	XP_038439783.1	XP_045644575.1
OG0008858	XP_038439882.1	XP_045663946.1
OG0008859	XP_038439911.1	XP_045656597.1, XP_045656598.1
OG0008860	XP_038439925.1	XP_045656544.1
OG0008861	XP_038439958.1	XP_045667485.1
OG0008862	XP_038439963.1	XP_045667467.1
OG0008863	XP_038439982.1	XP_045667558.1
OG0008864	XP_038439998.1	XP_045667619.1
OG0008865	XP_038440005.1	XP_045667627.1
OG0008866	XP_038440050.1	XP_045667546.1
OG0008867	XP_038440056.1	XP_045667655.1
OG0008868	XP_038440072.1	XP_045667599.1
OG0008869	XP_038440124.1	XP_045667474.1
OG0008870	XP_038440193.1	XP_045651679.1
OG0008871	XP_038440197.1	XP_045651673.1
OG0008872	XP_038440199.1	XP_045656468.1
OG0008873	XP_038440238.1, XP_038440244.1	XP_045656433.1
OG0008874	XP_038440322.1	XP_045656343.1
OG0008876	XP_038440451.1	XP_045662229.1
OG0008877	XP_038440473.1	XP_045637556.1
OG0008878	XP_038440477.1	XP_045637576.1
OG0008879	XP_038440520.1	XP_045637301.1
OG0008880	XP_038441014.1, XP_038440556.1	XP_045637177.1
OG0008881	XP_038440565.1	XP_045636851.1
OG0008882	XP_038440641.1	XP_045636445.1
OG0008883	XP_038440730.1	XP_045635987.1
OG0008884	XP_038440739.1	XP_045635904.1
OG0008885	XP_038440746.1	XP_045635912.1
OG0008886	XP_038440775.1	XP_045635751.1
OG0008887	XP_038440861.1	XP_045662113.1
OG0008888	XP_038440978.1	XP_045662227.1
OG0008890	XP_038441112.1	XP_045662306.1
OG0008891	XP_038441188.1	XP_045662351.1, XP_045662350.1, XP_045662352.1, XP_045662353.1
OG0008892	XP_038441224.1	XP_045662384.1
OG0008893	XP_038441252.1	XP_045662416.1
OG0008894	XP_038441262.1	XP_045662427.1
OG0008895	XP_038441276.1	XP_045662439.1
OG0008896	XP_038441325.1	XP_045662479.1
OG0008897	XP_038441438.1	XP_045662529.1
OG0008898	XP_038441461.1	XP_045662538.1, XP_045662539.1, XP_045662540.1
OG0008899	XP_038441713.1	XP_045633502.1
OG0008900	XP_038441721.1	XP_045633615.1
OG0008901	XP_038441750.1	XP_045633557.1
OG0008902	XP_038441791.1	XP_045633480.1
OG0008903	XP_038441804.1	XP_045631280.1
OG0008904	XP_038441853.1	XP_045640437.1
OG0008905	XP_038441858.1	XP_045640554.1
OG0008906	XP_038441911.1	XP_045643514.1
OG0008907	XP_038441937.1	XP_045643505.1
OG0008908	XP_038441985.1	XP_045643465.1
OG0008909	XP_038441991.1	XP_045643842.1, XP_045644514.1, XP_045645132.1
OG0008910	XP_038442089.1	XP_045665576.1
OG0008911	XP_038442092.1	XP_045665575.1
OG0008912	XP_038442169.1	XP_045665644.1
OG0008913	XP_038442190.1	XP_045640401.1
OG0008914	XP_038442205.1	XP_045640242.1
OG0008915	XP_038442248.1	XP_045640545.1
OG0008916	XP_038442310.1	XP_045640600.1
OG0008917	XP_038442336.1	XP_045639788.1
OG0008918	XP_038442363.1	XP_045665676.1
OG0008919	XP_038442422.1	XP_045659620.1
OG0008920	XP_038442435.1	XP_045659836.1
OG0008921	XP_038442511.1	XP_045657248.1
OG0008922	XP_038442519.1	XP_045632496.1
OG0008923	XP_038442593.1	XP_045649664.1
OG0008924	XP_038442616.1	XP_045669600.1
OG0008925	XP_038442631.1	XP_045669621.1
OG0008926	XP_038442651.1	XP_045669563.1
OG0008927	XP_038442668.1	XP_045669584.1
OG0008928	XP_038442714.1	XP_045669553.1
OG0008929	XP_038442764.1	XP_045656637.1
OG0008930	XP_038442794.1	XP_045661014.1
OG0008931	XP_038442907.1	XP_045633971.1
OG0008932	XP_038442912.1	XP_045660008.1
OG0008933	XP_038442998.1	XP_045660965.1
OG0008934	XP_038443030.1	XP_045643073.1
OG0008935	XP_038443039.1	XP_045635537.1
OG0008936	XP_038443093.1	XP_045646423.1
OG0008937	XP_038443096.1	XP_045631687.1
OG0008938	XP_038443186.1	XP_045659575.1
OG0008939	XP_038443208.1	XP_045646391.1
OG0008940	XP_038443351.1	XP_045660905.1
OG0008941	XP_038443380.1, XP_038443379.1	XP_045642625.1
OG0008942	XP_038443430.1	XP_045655298.1
OG0008943	XP_038443447.1	XP_045655289.1
OG0008944	XP_038443544.1	XP_045651410.1
OG0008945	XP_038443607.1	XP_045644733.1
OG0008947	XP_038443691.1	XP_045657260.1
OG0008948	XP_038443708.1	XP_045654080.1
OG0008949	XP_038443729.1	XP_045655989.1
OG0008950	XP_038443755.1, XP_038443756.1	XP_045646443.1, XP_045646445.1
OG0008951	XP_038443796.1	XP_045655957.1
OG0008952	XP_038443969.1	XP_045644383.1
OG0008953	XP_038444076.1	XP_045660884.1
OG0008954	XP_038444077.1	XP_045646434.1
OG0008956	XP_038444196.1	XP_045649792.1
OG0008957	XP_038444292.1, XP_038444284.1	XP_045645484.1
OG0008958	XP_038444338.1	XP_045660772.1
OG0008959	XP_038444543.1	XP_045644761.1
OG0008960	XP_038444564.1	XP_045644758.1, XP_045644757.1, XP_045644756.1
OG0008961	XP_038444685.1	XP_045644905.1
OG0008962	XP_038444693.1	XP_045654267.1
OG0008963	XP_038444722.1	XP_045661108.1
OG0008994	NP_001002933.1	XP_045661231.1
OG0008995	NP_001002938.2	XP_045646574.1
OG0008996	NP_001002939.1	XP_045637839.1
OG0008997	NP_001002941.1	XP_045653461.1
OG0008998	NP_001002944.1	XP_045634244.1
OG0008999	NP_001002964.1	XP_045649332.1
OG0009000	NP_001002974.1	XP_045652371.1
OG0009001	NP_001002976.1	XP_045633074.1
OG0009003	NP_001002997.1	XP_045670748.1
OG0009004	NP_001003006.2	XP_045629387.1
OG0009005	NP_001003023.1	XP_045646966.1
OG0009006	NP_001003027.1	XP_045648893.1
OG0009007	NP_001003034.1	XP_045665112.1
OG0009008	NP_001003036.1	XP_045667018.1
OG0009009	NP_001003038.1	XP_045635701.1
OG0009010	NP_001003081.1	XP_045640321.1
OG0009011	NP_001003083.1	XP_045646684.1
OG0009012	NP_001003092.1	XP_045661409.1
OG0009013	NP_001003096.1	XP_045664870.1
OG0009014	NP_001003124.1	XP_045648390.1
OG0009015	NP_001003148.2	XP_045643671.1
OG0009016	NP_001003158.2	XP_045648285.1
OG0009017	NP_001003160.1	XP_045628032.1
OG0009018	NP_001003162.1	XP_045670156.1
OG0009019	NP_001003163.1	XP_045670366.1
OG0009020	NP_001003171.2	XP_045640583.1
OG0009021	NP_001003176.1	XP_045658002.1
OG0009022	NP_001003181.1	XP_045671843.1
OG0009023	NP_001003188.1	XP_045655021.1
OG0009024	NP_001003208.1	XP_045664366.1
OG0009025	NP_001003211.2	XP_045668901.1
OG0009026	NP_001003212.1	XP_045644918.1
OG0009027	NP_001003242.2	XP_045663778.1
OG0009028	NP_001003256.1, XP_038388006.1	XP_045664771.1
OG0009029	NP_001003277.2	XP_045665212.1
OG0009030	NP_001003287.1	XP_045628024.1
OG0009031	NP_001003294.1	XP_045649431.1
OG0009032	NP_001003301.1	XP_045648127.1
OG0009033	NP_001003320.1	XP_045647576.1
OG0009034	NP_001003327.1	XP_045635387.1
OG0009035	NP_001003341.1	XP_045643754.1
OG0009036	NP_001003348.1	XP_045670110.1
OG0009037	NP_001003362.1	XP_045638616.1
OG0009038	NP_001003371.2	XP_045626868.1
OG0009039	NP_001003373.1	XP_045628119.1
OG0009040	NP_001003385.1	XP_045657654.1
OG0009041	NP_001003969.1	XP_045662771.1
OG0009042	NP_001005254.1	XP_045631284.1
OG0009043	NP_001005754.1	XP_045661752.1
OG0009044	NP_001005758.1	XP_045653437.1
OG0009045	NP_001006646.1	XP_045637292.1
OG0009046	NP_001006652.2	XP_045645068.1
OG0009047	NP_001006949.1	XP_045659966.1
OG0009048	NP_001006951.1	XP_045650690.1
OG0009049	NP_001006952.1	XP_045657141.1
OG0009050	NP_001007124.1	XP_045634812.1
OG0009051	NP_001007264.1	XP_045662555.1
OG0009052	NP_001008552.1	XP_045664187.1
OG0009053	NP_001011556.1	XP_045666982.1
OG0009054	NP_001011558.1	XP_045647751.1
OG0009055	NP_001012637.1	XP_045644335.1
OG0009056	NP_001013873.1	XP_045633484.1
OG0009057	NP_001014298.1	XP_045653055.1
OG0009058	NP_001014769.1	XP_045648485.1
OG0009059	NP_001014770.1	XP_045634942.1, XP_045654535.1
OG0009060	NP_001018044.1	XP_045654720.1
OG0009061	NP_001019811.1	XP_045657695.1
OG0009062	NP_001020439.1	XP_045643494.1
OG0009063	NP_001026800.2	XP_045663960.1
OG0009064	NP_001026804.1	XP_045646709.1
OG0009065	NP_001028682.1	XP_045651650.1
OG0009066	NP_001028683.1	XP_045648271.1
OG0009067	NP_001033737.1	XP_045638056.1
OG0009068	NP_001041501.1	XP_045638412.1
OG0009069	NP_001041550.1	XP_045651506.1
OG0009070	XP_038412303.1, NP_001041553.1	XP_045651473.1
OG0009071	NP_001041566.1	XP_045651469.1
OG0009072	NP_001041575.1	XP_045667916.1
OG0009073	NP_001041576.1	XP_045630562.1
OG0009074	NP_001041582.1	XP_045652210.1
OG0009075	NP_001070825.1	XP_045663008.1
OG0009076	NP_001074366.1	XP_045647498.1
OG0009077	NP_001075890.1	XP_045637697.1
OG0009078	NP_001091014.1	XP_045642797.1
OG0009079	NP_001091017.1	XP_045669109.1
OG0009080	NP_001091020.1	XP_045649399.1
OG0009081	NP_001093413.1	XP_045669916.1
OG0009082	NP_001093760.1	XP_045628606.1
OG0009083	NP_001104236.2	XP_045640442.1
OG0009084	NP_001104238.1	XP_045658042.1
OG0009085	NP_001104239.1	XP_045650168.1
OG0009086	NP_001104275.1	XP_045634555.1
OG0009087	NP_001108077.1	XP_045662228.1
OG0009088	NP_001108097.1	XP_045654418.1
OG0009089	NP_001108111.1	XP_045630956.1
OG0009090	NP_001108208.1	XP_045641948.1, XP_045641947.1
OG0009091	NP_001116326.1	XP_045627200.1
OG0009092	NP_001120971.1	XP_045657418.1
OG0009093	NP_001121572.1	XP_045632599.1
OG0009094	NP_001121658.1	XP_045661768.1
OG0009095	NP_001123909.2	XP_045658702.1
OG0009096	NP_001124307.2	XP_045627308.1
OG0009097	NP_001124309.1	XP_045627323.1
OG0009098	NP_001130035.1	XP_045646517.1
OG0009099	NP_001130036.1	XP_045646521.1
OG0009100	NP_001130037.1	XP_045666004.1
OG0009101	NP_001138644.1	XP_045661993.1
OG0009102	NP_001138646.1	XP_045636509.1
OG0009103	NP_001139452.1	XP_045653106.1
OG0009104	NP_001139453.1	XP_045653105.1
OG0009105	NP_001153234.1	XP_045646479.1
OG0009106	NP_001153897.1	XP_045643584.1
OG0009107	NP_001155182.1	XP_045628842.1
OG0009108	NP_001155185.1	XP_045669190.1
OG0009109	NP_001158731.1	XP_045666827.1
OG0009110	NP_001164300.2	XP_045666660.1
OG0009111	NP_001171274.1	XP_045626567.1
OG0009112	NP_001171278.1	XP_045643569.1
OG0009113	NP_001171932.1	XP_045648579.1
OG0009114	NP_001180228.2	XP_045640279.1
OG0009115	NP_001181899.1	XP_045631760.1
OG0009116	NP_001182538.1	XP_045664562.1
OG0009117	NP_001184025.1	XP_045648473.1
OG0009118	XP_038444932.1, NP_001184075.1	XP_045661456.1
OG0009119	NP_001184099.1	XP_045627877.1
OG0009120	NP_001184120.1	XP_045652445.1
OG0009121	NP_001184242.1	XP_045667773.1
OG0009122	NP_001184243.1	XP_045667809.1
OG0009123	NP_001191336.1	XP_045636038.1
OG0009124	NP_001191368.1	XP_045630299.1
OG0009125	NP_001192042.1	XP_045665943.1
OG0009126	NP_001192097.1	XP_045653311.1
OG0009127	NP_001229646.1	XP_045641702.1
OG0009128	NP_001238873.1	XP_045668568.1
OG0009129	NP_001239063.1	XP_045628640.1
OG0009130	NP_001239254.1	XP_045659384.1
OG0009131	NP_001239272.1	XP_045663878.1
OG0009132	NP_001239296.1	XP_045655956.1
OG0009133	NP_001241644.1	XP_045647945.1
OG0009134	NP_001243414.1	XP_045659210.1
OG0009135	NP_001245268.1	XP_045666003.1
OG0009136	NP_001257899.1	XP_045647698.1
OG0009137	NP_001257999.1	XP_045651502.1
OG0009138	NP_001271384.1	XP_045657719.1
OG0009139	NP_001271395.1	XP_045667060.1
OG0009140	NP_001271398.1	XP_045663628.1
OG0009141	NP_001271399.1	XP_045641774.1
OG0009142	NP_001271423.1	XP_045632686.1
OG0009143	NP_001273791.1	XP_045637521.1
OG0009144	NP_001273896.1	XP_045661531.1
OG0009145	NP_001273899.1	XP_045636979.1
OG0009146	NP_001273911.1	XP_045630137.1
OG0009147	NP_001273921.1	XP_045661279.1
