Orthogroup	Canis_lupus_familiaris	Loxodonta_africana
OG0005331	NP_001041487.1	XP_023408798.1
OG0005332	NP_001041572.1	XP_003419549.1
OG0005333	NP_001041591.1	XP_010590169.1
OG0005334	NP_001073235.1	XP_023395019.1
OG0005335	NP_001074191.1	XP_003421091.1
OG0005336	NP_001074977.1	XP_023415392.1
OG0005337	NP_001091029.1	XP_003417288.1
OG0005338	NP_001096689.2	XP_023413469.1
OG0005339	NP_001106926.2	XP_023408807.1
OG0005340	NP_001124300.1	XP_003415664.1
OG0005341	NP_001124310.1	XP_003415551.1
OG0005342	NP_001124519.1	XP_023400669.1
OG0005343	NP_001137404.1	XP_010601153.1
OG0005344	NP_001138687.1	XP_003409730.1
OG0005345	NP_001138971.1	XP_003420301.1
OG0005346	XP_038397703.1, NP_001153593.1, XP_038410055.1	XP_003410442.1
OG0005347	NP_001161933.1	XP_023413626.1
OG0005348	NP_001177357.1	XP_023401813.1
OG0005349	NP_001181879.1	XP_010587896.1
OG0005350	NP_001184012.1	XP_023395499.1
OG0005351	NP_001229641.1	XP_023395175.1
OG0005352	NP_001238880.1	XP_010587104.1
OG0005353	NP_001239066.1	XP_003419310.1
OG0005354	NP_001239067.1, XP_038416068.1	XP_010599838.1
OG0005355	NP_001239075.1	XP_003404572.1
OG0005356	NP_001239088.1	XP_010597627.1
OG0005357	XP_038436335.1, NP_001239348.1	XP_003411716.1
OG0005358	NP_001271377.1	XP_023399337.1
OG0005359	NP_001271383.1	XP_010591722.1
OG0005360	NP_001271401.1	XP_003418287.1
OG0005361	NP_001274080.1	XP_003415191.1
OG0005362	NP_001274083.1	XP_010585046.1
OG0005363	NP_001375935.1	XP_003407600.1
OG0005364	NP_001376038.1	XP_003418330.3, XP_003418331.2, XP_003418329.1, XP_003418261.1, XP_003418260.1, XP_003418259.1, XP_003418327.1, XP_003418332.1
OG0005365	NP_001376060.1	XP_023396360.1
OG0005366	NP_001376073.1	XP_003415590.2
OG0005367	XP_038381444.1	XP_010584971.1
OG0005368	XP_038381531.1	XP_010595879.1, XP_023402973.1, XP_003404319.1
OG0005369	XP_038381576.1, XP_038383849.1, XP_038387162.1, XP_038445463.1	XP_003415512.2
OG0005370	XP_038381606.1, XP_038420076.1	XP_010597389.1
OG0005371	XP_038381770.1	XP_003406308.1
OG0005372	XP_038381783.1	XP_003406314.2
OG0005373	XP_038381792.1	XP_023399514.1
OG0005374	XP_038381921.1	XP_003406344.1
OG0005375	XP_038414330.1, XP_038382102.1	XP_010587462.1
OG0005376	XP_038382238.1	XP_010586546.2
OG0005377	XP_038382242.1	XP_003404383.2
OG0005378	XP_038382386.1	XP_010597174.1
OG0005380	XP_038382513.1	XP_003422030.2
OG0005381	XP_038382576.1	XP_003404300.1
OG0005382	XP_038382598.1	XP_023395286.1
OG0005383	XP_038382656.1	XP_023414833.1
OG0005384	XP_038382680.1	XP_010591778.1
OG0005385	XP_038382871.1	XP_010585786.1
OG0005386	XP_038382988.1	XP_003407430.1
OG0005387	XP_038444837.1, XP_038382998.1, XP_038445189.1	XP_023400507.1
OG0005388	XP_038383059.1	XP_003407481.1
OG0005389	XP_038383359.1	XP_003406284.1
OG0005390	XP_038383450.1, XP_038383449.1	XP_023399898.1
OG0005391	XP_038383546.1	XP_023399890.1
OG0005392	XP_038383679.1	XP_023399881.1
OG0005393	XP_038384094.1	XP_003406832.1
OG0005394	XP_038384153.1	XP_010584796.1
OG0005395	XP_038384158.1	XP_010585248.2
OG0005396	XP_038384159.1	XP_003406859.1
OG0005397	XP_038384555.1	XP_010584743.2
OG0005399	XP_038384640.1	XP_023398870.1
OG0005400	XP_038384727.1	XP_023395700.1
OG0005401	XP_038384852.1	XP_023395669.1
OG0005402	XP_038384922.1	XP_023395598.1
OG0005403	XP_038385146.1	XP_010599924.1
OG0005404	XP_038385263.1	XP_023395629.1, XP_023395628.1
OG0005405	XP_038385536.1, XP_038385521.1	XP_003415460.1
OG0005406	XP_038415328.1, XP_038421409.1, XP_038385556.1	XP_003420260.1
OG0005408	XP_038385677.1, XP_038385676.1	XP_003410594.1
OG0005409	XP_038385791.1	XP_023404505.1
OG0005410	XP_038385839.1	XP_023404579.1
OG0005411	XP_038386058.1	XP_003410632.2, XP_010589034.1
OG0005412	XP_038386118.1	XP_003410644.1
OG0005413	XP_038386271.1	XP_010589460.1
OG0005414	XP_038386386.1	XP_003404618.1
OG0005415	XP_038386431.1	XP_003404871.1
OG0005416	XP_038386510.1, XP_038391032.1	XP_010589950.1
OG0005417	XP_038386624.1	XP_010586465.1
OG0005418	XP_038386702.1	XP_003408125.1
OG0005419	XP_038386859.1	XP_003416328.1
OG0005420	XP_038387100.1	XP_023410066.1
OG0005421	XP_038387175.1	XP_023410246.1
OG0005422	XP_038387622.1	XP_003413466.1
OG0005423	XP_038387697.1	XP_003413169.2
OG0005424	XP_038388035.1	XP_023405437.1
OG0005425	XP_038388083.1	XP_023403273.1
OG0005426	XP_038388098.1	XP_003404783.1
OG0005427	XP_038388253.1	XP_023403483.1, XP_003405034.1
OG0005428	XP_038388271.1	XP_003405030.1
OG0005429	XP_038388497.1	XP_023395462.1
OG0005430	XP_038388528.1, XP_038388529.1	XP_010598484.1
OG0005431	XP_038388561.1	XP_023408625.1
OG0005432	XP_038388719.1	XP_010592144.1
OG0005433	XP_038388731.1	XP_003413832.1
OG0005434	XP_038388869.1	XP_023408607.1
OG0005435	XP_038388899.1	XP_023408605.1
OG0005436	XP_038389078.1	XP_023405441.1
OG0005437	XP_038389237.1, XP_038389236.1, XP_038389235.1	XP_003411418.1
OG0005438	XP_038389241.1	XP_010589674.1
OG0005439	XP_038389344.1	XP_003411361.1
OG0005440	XP_038409830.1, XP_038409828.1, XP_038409829.1, XP_038389373.1	XP_003403985.1
OG0005442	XP_038389755.1	XP_003410958.1
OG0005443	XP_038389786.1	XP_003410951.1
OG0005444	XP_038389801.1	XP_003410947.1
OG0005445	XP_038389840.1	XP_003410944.1
OG0005446	XP_038389851.1	XP_010589310.1
OG0005447	XP_038389861.1	XP_003410942.1
OG0005448	XP_038389992.1	XP_010587452.1
OG0005449	XP_038390025.1	XP_023402757.1
OG0005450	XP_038390062.1	XP_003409085.1
OG0005451	XP_038390126.1	XP_010587637.1
OG0005452	XP_038390207.1	XP_003408935.1, XP_023402829.1
OG0005453	XP_038390293.1	XP_010587529.1
OG0005454	XP_038439160.1	XP_003408958.1
OG0005455	XP_038390401.1	XP_003418667.2
OG0005456	XP_038390449.1	XP_023414380.1
OG0005457	XP_038390633.1	XP_023408612.1
OG0005458	XP_038390651.1	XP_023408594.1
OG0005459	XP_038390689.1	XP_010590824.1
OG0005460	XP_038390712.1	XP_010590708.1
OG0005461	XP_038390945.1	XP_003404653.1
OG0005462	XP_038390977.1	XP_003404645.1
OG0005463	XP_038391040.1	XP_010586444.1
OG0005464	XP_038391081.1	XP_003408066.1
OG0005465	XP_038391140.1	XP_010586419.1
OG0005466	XP_038391162.1	XP_003408058.1
OG0005467	XP_038391335.1	XP_023401399.1
OG0005468	XP_038391347.1	XP_003407924.1
OG0005469	XP_038391456.1, XP_038391455.1	XP_023412210.1
OG0005470	XP_038391531.1, XP_038391532.1	XP_023412770.1
OG0005471	XP_038391601.1	XP_010595431.1
OG0005472	XP_038391746.1, XP_038391747.1	XP_023412782.1
OG0005473	XP_038391799.1	XP_003418317.2
OG0005474	XP_038391930.1	XP_023413955.1, XP_023413956.1
OG0005475	XP_038391957.1	XP_003418311.1
OG0005476	XP_038392080.1	XP_003415676.1
OG0005477	XP_038392325.1	XP_010594819.1
OG0005478	XP_038392436.1	XP_023412109.1
OG0005479	XP_038392510.1	XP_023412130.1
OG0005480	XP_038392516.1	XP_003416785.1
OG0005481	XP_038392633.1	XP_010594878.1
OG0005482	XP_038392744.1, XP_038392743.1, XP_038392742.1, XP_038392745.1	XP_010594903.2
OG0005483	XP_038392746.1	XP_023412202.1
OG0005484	XP_038392821.1	XP_003416842.3
OG0005485	XP_038392899.1	XP_003420636.1
OG0005486	XP_038392989.1	XP_023395474.1
OG0005487	XP_038393242.1	XP_010589521.1
OG0005488	XP_038393273.1	XP_003411096.1
OG0005489	XP_038393345.1	XP_023405423.1
OG0005490	XP_038393365.1, XP_038393364.1	XP_003411212.2
OG0005491	XP_038393472.1	XP_023407945.1
OG0005492	XP_038393656.1	XP_003413551.1
OG0005493	XP_038393669.1	XP_010591460.1
OG0005494	XP_038393677.1	XP_023407900.1
OG0005495	XP_038393877.1	XP_003413525.1
OG0005496	XP_038393929.1	XP_023413803.1
OG0005497	XP_038393938.1	XP_023413811.1, XP_003418175.1
OG0005498	XP_038393993.1	XP_003418105.1
OG0005499	XP_038394088.1	XP_003418130.2
OG0005500	XP_038394386.1	XP_003417105.1
OG0005501	XP_038394405.1	XP_010595079.1
OG0005502	XP_038394425.1	XP_023412272.1
OG0005503	XP_038424958.1, XP_038394533.1	XP_023412342.1
OG0005504	XP_038394676.1	XP_003417183.1
OG0005505	XP_038394678.1	XP_003417177.1
OG0005506	XP_038394793.1	XP_023414774.1
OG0005507	XP_038394807.1	XP_023413061.1
OG0005508	XP_038394845.1	XP_003411166.1
OG0005509	XP_038400042.1, XP_038394861.1	XP_003408627.1
OG0005510	XP_038445323.1, XP_038394871.1	XP_023413088.1
OG0005511	XP_038395030.1	XP_003416700.1
OG0005512	XP_038395045.1	XP_003416602.1
OG0005513	XP_038395089.1	XP_003416620.1
OG0005514	XP_038395152.1	XP_010600092.1
OG0005515	XP_038395229.1, XP_038395228.1	XP_023397514.1
OG0005516	XP_038395535.1	XP_023411693.1, XP_003416644.1
OG0005517	XP_038395665.1	XP_003418916.1
OG0005518	XP_038395737.1	XP_023414709.1
OG0005519	XP_038395778.1	XP_003418897.1
OG0005520	XP_038400807.1, XP_038395964.1	XP_010596752.1
OG0005521	XP_038396013.1	XP_023414765.1
OG0005522	XP_038396099.1	XP_003418934.2
OG0005523	XP_038396126.1	XP_003418852.1
OG0005524	XP_038396183.1	XP_003421926.1
OG0005525	XP_038396184.1	XP_023396686.1
OG0005526	XP_038396282.1, XP_038396284.1, XP_038396283.1	XP_010595608.1
OG0005527	XP_038396341.1	XP_003417775.1
OG0005528	XP_038396394.1	XP_003417684.1
OG0005529	XP_038396417.1	XP_003417686.1
OG0005530	XP_038396608.1	XP_003417710.1
OG0005531	XP_038396852.1	XP_003417843.1
OG0005532	XP_038396867.1	XP_023413089.1
OG0005533	XP_038396979.1	XP_003409608.2
OG0005534	XP_038396987.1	XP_023403290.1
OG0005535	XP_038396993.1	XP_010587847.1
OG0005536	XP_038397165.1	XP_003418480.1
OG0005537	XP_038397179.1	XP_003418489.1
OG0005538	XP_038397555.1	XP_023405228.1
OG0005539	XP_038397667.1, XP_038445346.1, XP_038397968.1, XP_038445349.1, XP_038445344.1	XP_023404170.1
OG0005540	XP_038397763.1	XP_010588522.2
OG0005541	XP_038397771.1	XP_023404038.1, XP_003410281.1
OG0005542	XP_038397924.1	XP_023404135.1
OG0005543	XP_038397926.1	XP_010588573.1
OG0005544	XP_038398000.1	XP_003422488.1
OG0005545	XP_038398002.1	XP_003422476.2
OG0005546	XP_038398308.1	XP_023405002.1
OG0005547	XP_038398339.1	XP_023405010.1
OG0005548	XP_038398402.1	XP_003411033.1
OG0005549	XP_038398464.1	XP_023410016.1
OG0005550	XP_038398480.1	XP_010593356.2
OG0005551	XP_038398509.1	XP_023410030.1
OG0005552	XP_038398531.1	XP_003414932.1
OG0005553	XP_038398610.1	XP_003410964.1
OG0005554	XP_038421155.1	XP_003411067.1
OG0005555	XP_038398704.1	XP_003410971.1
OG0005556	XP_038398912.1	XP_003415208.1
OG0005557	XP_038399008.1	XP_023409815.1
OG0005558	XP_038399021.1, XP_038399024.1, XP_038399022.1, XP_038399023.1	XP_023409814.1
OG0005559	XP_038399107.1	XP_003415163.1
OG0005560	XP_038399115.1	XP_010593096.1
OG0005561	XP_038399157.1	XP_023409783.1
OG0005562	XP_038399189.1	XP_003415145.2
OG0005563	XP_038399223.1	XP_023409753.1
OG0005564	XP_038399251.1, XP_038399252.1, XP_038399253.1	XP_003414949.1
OG0005565	XP_038399535.1	XP_003406391.1
OG0005566	XP_038399631.1	XP_003406425.1
OG0005567	XP_038399645.1	XP_023399733.1
OG0005568	XP_038399781.1, XP_038399782.1	XP_023399745.1, XP_003406433.1
OG0005569	XP_038400036.1	XP_003408873.1
OG0005570	XP_038400250.1, XP_038400251.1	XP_010598849.2
OG0005571	XP_038400319.1	XP_003408718.1
OG0005572	XP_038400407.1	XP_010586889.1
OG0005573	XP_038400657.1, XP_038400656.1	XP_010586940.1
OG0005574	XP_038400670.1	XP_023401935.1
OG0005575	XP_038400709.1	XP_023401950.1, XP_010586951.1
OG0005576	XP_038400783.1	XP_003408733.1
OG0005577	XP_038400963.1	XP_023402056.1
OG0005578	XP_038400991.1	XP_003408781.1
OG0005579	XP_038401157.1	XP_010587035.1
OG0005580	XP_038401163.1	XP_003408808.1
OG0005581	XP_038401165.1	XP_003408805.1
OG0005582	XP_038401201.1	XP_003408594.1
OG0005583	XP_038401332.1	XP_010587079.1
OG0005584	XP_038435779.1, XP_038401362.1	XP_010587083.1
OG0005585	XP_038401390.1	XP_023402205.1
OG0005586	XP_038401408.1	XP_023402221.1
OG0005587	XP_038401631.1	XP_010587145.2
OG0005588	XP_038401759.1	XP_003408921.2
OG0005589	XP_038401878.1	XP_010587179.1
OG0005590	XP_038401891.1	XP_003408929.1
OG0005591	XP_038425627.1, XP_038401994.1, XP_038426099.1, XP_038445600.1	XP_010590871.2
OG0005592	XP_038402134.1	XP_010595168.1
OG0005593	XP_038402142.1	XP_023412473.1
OG0005594	XP_038402191.1	XP_010595175.1
OG0005596	XP_038402241.1	XP_023412553.1
OG0005597	XP_038402403.1	XP_010595223.2
OG0005598	XP_038402479.1	XP_003417298.1
OG0005599	XP_038402523.1, XP_038402524.1, XP_038402522.1	XP_023412659.1
OG0005600	XP_038402545.1	XP_003417309.1
OG0005601	XP_038402547.1, XP_038402546.1	XP_023412667.1
OG0005602	XP_038402581.1	XP_003417234.1
OG0005603	XP_038402678.1, XP_038402677.1, XP_038402675.1	XP_003417335.1
OG0005604	XP_038402958.1	XP_003414347.1
OG0005605	XP_038402997.1	XP_003414550.2
OG0005606	XP_038403304.1	XP_010592730.1
OG0005607	XP_038403334.1	XP_023409167.1
OG0005608	XP_038403734.1	XP_003414437.1
OG0005609	XP_038403801.1, XP_038403799.1, XP_038403802.1	XP_003414426.2
OG0005610	XP_038403874.1	XP_003414636.1
OG0005611	XP_038403876.1	XP_010592584.2
OG0005612	XP_038404018.1	XP_003414603.1
OG0005613	XP_038404023.1	XP_010592540.1
OG0005614	XP_038404103.1	XP_023409220.1
OG0005615	XP_038404267.1	XP_023411991.1, XP_003417004.2
OG0005616	XP_038404305.1	XP_023411895.1
OG0005617	XP_038404376.1	XP_010594782.1
OG0005618	XP_038404484.1	XP_010594807.1, XP_003416887.1
OG0005619	XP_038404491.1	XP_003416890.2
OG0005620	XP_038404500.1	XP_023412063.1
OG0005621	XP_038404587.1	XP_003423609.1
OG0005622	XP_038404643.1	XP_023410469.1
OG0005624	XP_038404707.1	XP_023398334.1
OG0005625	XP_038404747.1, XP_038427347.1	XP_010598292.1
OG0005626	XP_038404763.1	XP_010598288.1
OG0005627	XP_038404791.1	XP_023397915.1, XP_010600306.2
OG0005628	XP_038404817.1	XP_023400548.1
OG0005629	XP_038404929.1	XP_003407580.1
OG0005630	XP_038404985.1	XP_010585867.1
OG0005631	XP_038405068.1	XP_023401071.1
OG0005632	XP_038405127.1, XP_038405128.1	XP_023400641.1
OG0005633	XP_038405129.1	XP_003407483.2
OG0005634	XP_038405192.1	XP_003407759.1
OG0005635	XP_038405276.1	XP_023400683.1
OG0005636	XP_038405353.1	XP_003407798.1
OG0005638	XP_038405530.1	XP_010596157.2
OG0005639	XP_038405618.1	XP_010599510.1
OG0005640	XP_038405696.1	XP_003405194.1
OG0005641	XP_038405722.1	XP_010596604.1
OG0005643	XP_038405916.1, XP_038445496.1	XP_003405251.1
OG0005644	XP_038406169.1	XP_003420944.1
OG0005645	XP_038406233.1	XP_003419852.2
OG0005647	XP_038406258.1	XP_023415642.1
OG0005648	XP_038406354.1	XP_023415658.1
OG0005649	XP_038406364.1	XP_003419793.1
OG0005650	XP_038406369.1, XP_038406367.1, XP_038406372.1, XP_038406370.1, XP_038406371.1	XP_010597660.1
OG0005651	XP_038406418.1	XP_003419798.1
OG0005652	XP_038406603.1	XP_023415717.1
OG0005653	XP_038406697.1	XP_023395543.1
OG0005654	XP_038406837.1	XP_023408379.1, XP_003413777.1, XP_023408377.1, XP_023408378.1
OG0005655	XP_038407098.1	XP_010594206.1
OG0005656	XP_038407479.1	XP_010592002.1
OG0005657	XP_038407648.1	XP_003404754.1
OG0005658	XP_038407688.1	XP_003404748.1
OG0005660	XP_038407937.1	XP_003404516.3
OG0005661	XP_038408610.1, XP_038408611.1	XP_003407350.1
OG0005662	XP_038408619.1, XP_038408621.1, XP_038408620.1	XP_023400941.1
OG0005663	XP_038408831.1	XP_003407894.1
OG0005664	XP_038409152.1	XP_010585992.1
OG0005665	XP_038409189.1	XP_023400757.1, XP_003407819.1
OG0005666	XP_038409214.1	XP_023400968.1
OG0005667	XP_038409244.1	XP_023397169.1
OG0005668	XP_038409259.1	XP_023399629.1, XP_023398413.1
OG0005669	XP_038409286.1	XP_010601162.1
OG0005670	XP_038409291.1	XP_003404345.1
OG0005671	XP_038409386.1	XP_023397438.1
OG0005672	XP_038409487.1	XP_003422316.1
OG0005673	XP_038409529.1	XP_003422306.1
OG0005674	XP_038409539.1	XP_003422304.1
OG0005675	XP_038409692.1	XP_003421082.1
OG0005676	XP_038409831.1	XP_023400738.1
OG0005677	XP_038409845.1	XP_023401903.1
OG0005678	XP_038409911.1	XP_023400262.1
OG0005679	XP_038409975.1	XP_003404237.1
OG0005680	XP_038409979.1	XP_010585961.1
OG0005681	XP_038410054.1	XP_023399889.1
OG0005683	XP_038410184.1, XP_038410187.1, XP_038410185.1	XP_023400957.1
OG0005684	XP_038410332.1	XP_023400431.1
OG0005685	XP_038410346.1	XP_003404460.1
OG0005686	XP_038410569.1	XP_010584736.1
OG0005687	XP_038410573.1	XP_003404422.1
OG0005689	XP_038410823.1	XP_023405994.1
OG0005690	XP_038411071.1	XP_010589267.1, XP_003408305.1
OG0005691	XP_038411073.1	XP_003408458.1
OG0005692	XP_038411087.1	XP_023401826.1
OG0005693	XP_038411241.1	XP_003408316.1
OG0005694	XP_038430689.1, XP_038411276.1	XP_010586756.1
OG0005695	XP_038411310.1	XP_003408324.1
OG0005696	XP_038411315.1	XP_023401723.1
OG0005697	XP_038411525.1	XP_003408352.1
OG0005698	XP_038411571.1, XP_038411570.1	XP_003408358.1
OG0005700	XP_038411901.1	XP_010589741.1
OG0005701	XP_038411958.1	XP_023410798.1
OG0005702	XP_038411985.1	XP_023410817.1, XP_003415920.1
OG0005703	XP_038412019.1	XP_003415928.1
OG0005704	XP_038412525.1	XP_010585698.1
OG0005705	XP_038412576.1	XP_003407074.1
OG0005706	XP_038412823.1	XP_023400417.1
OG0005707	XP_038412836.1	XP_010585551.1
OG0005708	XP_038413063.1	XP_003407119.1
OG0005709	XP_038413126.1	XP_023400090.1
OG0005710	XP_038413369.1	XP_023400336.1
OG0005711	XP_038413505.1, XP_038413502.1	XP_003411140.1
OG0005712	XP_038413507.1	XP_003411147.1
OG0005713	XP_038413528.1	XP_010599280.2
OG0005714	XP_038413779.1	XP_003415553.1
OG0005715	XP_038413843.1	XP_023410293.1
OG0005716	XP_038413852.1	XP_023410285.1
OG0005717	XP_038413910.1	XP_003416389.2
OG0005721	XP_038414166.1	XP_003415611.2
OG0005722	XP_038414358.1	XP_023396679.1
OG0005723	XP_038414407.1	XP_023396392.1
OG0005724	XP_038414415.1	XP_003405263.1
OG0005725	XP_038414457.1	XP_023414927.1
OG0005726	XP_038414559.1, XP_038414560.1	XP_023415313.1
OG0005727	XP_038421151.1, XP_038414661.1	XP_023415691.1
OG0005728	XP_038414664.1	XP_023415734.1
OG0005729	XP_038414736.1	XP_010597988.1
OG0005730	XP_038414793.1	XP_023395518.1
OG0005731	XP_038415013.1, XP_038415014.1	XP_003417570.1
OG0005732	XP_038415062.1	XP_003418537.1
OG0005733	XP_038415138.1	XP_023406341.1
OG0005734	XP_038415173.1, XP_038415430.1, XP_038424439.1	XP_010596473.1
OG0005735	XP_038415209.1	XP_023395344.1
OG0005736	XP_038415342.1	XP_003420312.1
OG0005737	XP_038415384.1	XP_003420275.1
OG0005738	XP_038415514.1	XP_003418652.1
OG0005739	XP_038415656.1	XP_023403813.1
OG0005740	XP_038415658.1	XP_023403845.1
OG0005741	XP_038415869.1	XP_010590734.1, XP_010590733.1
OG0005742	XP_038416110.1	XP_010590838.1
OG0005743	XP_038416234.1	XP_010590818.2
OG0005744	XP_038416237.1	XP_010590819.1
OG0005745	XP_038416323.1, XP_038416324.1	XP_023406975.1
OG0005747	XP_038416570.1	XP_023406155.1
OG0005748	XP_038416583.1	XP_003411914.1
OG0005749	XP_038416669.1	XP_010590208.1
OG0005750	XP_038416672.1	XP_003411926.1
OG0005751	XP_038416680.1	XP_003411929.1
OG0005752	XP_038416966.1, XP_038416967.1	XP_010590281.1, XP_023406287.1
OG0005753	XP_038445272.1, XP_038417053.1	XP_010590306.1
OG0005754	XP_038417099.1	XP_023406331.1
OG0005755	XP_038417293.1, XP_038417291.1, XP_038417296.1, XP_038417295.1, XP_038417292.1, XP_038417294.1	XP_003422071.1
OG0005756	XP_038417419.1	XP_023412788.1
OG0005757	XP_038417585.1	XP_023408574.1
OG0005758	XP_038417657.1	XP_003413735.1
OG0005759	XP_038442510.1, XP_038417718.1	XP_010591942.1
OG0005760	XP_038417810.1	XP_003409662.1
OG0005761	XP_038417829.1, XP_038417830.1	XP_003409666.1
OG0005762	XP_038417832.1, XP_038417831.1	XP_010587908.1
OG0005763	XP_038418060.1	XP_010587775.1
OG0005764	XP_038418063.1, XP_038418064.1	XP_023403132.1
OG0005765	XP_038418328.1	XP_023411007.1
OG0005766	XP_038418431.1	XP_023415304.1
OG0005767	XP_038418437.1	XP_003419614.1
OG0005768	XP_038418669.1	XP_003407244.1
OG0005769	XP_038418728.1	XP_023400256.1
OG0005770	XP_038418737.1	XP_003407231.1
OG0005771	XP_038418792.1	XP_003407221.1
OG0005772	XP_038418885.1	XP_023398105.1
OG0005773	XP_038418914.1	XP_023406683.1
OG0005774	XP_038419096.1	XP_010600322.1
OG0005775	XP_038419163.1, XP_038419164.1	XP_010599196.1
OG0005776	XP_038419174.1	XP_003421377.1
OG0005777	XP_038419308.1	XP_003412295.1
OG0005778	XP_038419377.1, XP_038419376.1	XP_003412306.1
OG0005779	XP_038419386.1	XP_023406456.1
OG0005780	XP_038419528.1	XP_023397594.1
OG0005781	XP_038419540.1	XP_023397587.1
OG0005782	XP_038419556.1	XP_003422666.1
OG0005783	XP_038419582.1	XP_023415278.1, XP_003419580.1
OG0005784	XP_038419654.1	XP_003419439.1
OG0005785	XP_038419668.1	XP_003419594.1
OG0005786	XP_038419670.1	XP_023415509.1
OG0005787	XP_038420027.1	XP_003419659.1
OG0005788	XP_038420040.1	XP_023415525.1
OG0005789	XP_038420083.1	XP_010597390.1
OG0005790	XP_038420301.1	XP_003419538.1
OG0005791	XP_038420409.1	XP_010600262.1, XP_003423184.1, XP_003423182.1, XP_003422384.1
OG0005792	XP_038420476.1, XP_038420481.1, XP_038420477.1, XP_038420479.1, XP_038420478.1, XP_038420480.1	XP_003417552.2
OG0005793	XP_038420523.1	XP_010588869.1
OG0005795	XP_038420694.1	XP_023404394.1, XP_003410548.1
OG0005796	XP_038420781.1, XP_038420780.1, XP_038420779.1	XP_010594711.2
OG0005797	XP_038420786.1	XP_003416734.3
OG0005798	XP_038420905.1	XP_023411837.1
OG0005799	XP_038421040.1	XP_003406070.1
OG0005800	XP_038421065.1, XP_038421066.1, XP_038421067.1	XP_023398735.1
OG0005801	XP_038421128.1	XP_003405893.1
OG0005802	XP_038421269.1	XP_023396751.1
OG0005803	XP_038421284.1	XP_023403448.1
OG0005804	XP_038421423.1	XP_023403864.1, XP_003410000.2
OG0005805	XP_038421455.1	XP_010588465.1
OG0005806	XP_038421487.1	XP_003409786.1
OG0005807	XP_038421565.1, XP_038421564.1	XP_003409803.1
OG0005808	XP_038443156.1, XP_038421586.1, XP_038421585.1	XP_003409806.1, XP_023403695.1
OG0005809	XP_038421609.1	XP_023403705.1
OG0005810	XP_038421673.1, XP_038421672.1	XP_003409816.1
OG0005811	XP_038421694.1	XP_003409820.1
OG0005812	XP_038421760.1	XP_010588347.2
OG0005813	XP_038421862.1	XP_003409864.1
OG0005814	XP_038422038.1	XP_003410096.1
OG0005815	XP_038422075.1	XP_023403870.1
OG0005816	XP_038422095.1	XP_003410102.1
OG0005817	XP_038422105.1	XP_010588046.1
OG0005818	XP_038422157.1	XP_003409897.1
OG0005819	XP_038422208.1	XP_010588067.2
OG0005820	XP_038422326.1	XP_023403447.1
OG0005821	XP_038422336.1	XP_003409921.1
OG0005822	XP_038422378.1	XP_003409713.1
OG0005823	XP_038422503.1	XP_023403537.1
OG0005824	XP_038422668.1	XP_003413565.1
OG0005825	XP_038422754.1	XP_010591758.1, XP_010591760.1
OG0005826	XP_038422784.1	XP_023407986.1, XP_003413068.1
OG0005827	XP_038422843.1	XP_010591534.1
OG0005828	XP_038422948.1	XP_003413094.1
OG0005829	XP_038422951.1	XP_003413095.1
OG0005830	XP_038422989.1, XP_038422990.1	XP_023407643.1
OG0005831	XP_038423040.1	XP_010591576.2
OG0005832	XP_038423044.1, XP_038423045.1, XP_038423043.1, XP_038423046.1	XP_023408097.1
OG0005833	XP_038423064.1	XP_023408109.1
OG0005834	XP_038423090.1	XP_003413124.1
OG0005835	XP_038423091.1	XP_023407691.1
OG0005836	XP_038423202.1	XP_003413417.1
OG0005837	XP_038423327.1	XP_010599143.1
OG0005838	XP_038423449.1, XP_038423450.1, XP_038423447.1, XP_038423448.1	XP_023396270.1
OG0005839	XP_038423728.1	XP_003421939.1
OG0005840	XP_038423738.1	XP_023396748.1
OG0005841	XP_038423867.1	XP_010599769.1
OG0005842	XP_038423949.1	XP_023397565.1
OG0005843	XP_038423967.1	XP_023397554.1
OG0005844	XP_038423972.1	XP_023397552.1
OG0005845	XP_038440790.1, XP_038424046.1	XP_010601125.1
OG0005846	XP_038424056.1	XP_010590484.1
OG0005847	XP_038424144.1, XP_038424143.1	XP_010593782.1
OG0005848	XP_038424231.1	XP_010593686.2
OG0005849	XP_038424265.1	XP_003415628.1
OG0005850	XP_038424471.1	XP_003420123.2
OG0005851	XP_038424544.1	XP_023394807.1
OG0005852	XP_038424555.1	XP_010597881.1
OG0005853	XP_038424718.1, XP_038424719.1	XP_023394792.1
OG0005854	XP_038424722.1	XP_023394660.1, NP_001269040.1
OG0005855	XP_038424779.1	XP_010599274.1
OG0005856	XP_038424789.1	XP_023406366.1
OG0005857	XP_038424846.1	XP_023406665.1
OG0005858	XP_038424924.1, XP_038424923.1, XP_038424925.1	XP_023406636.1
OG0005859	XP_038436035.1, XP_038425052.1, XP_038442398.1	XP_010596657.1
OG0005860	XP_038425206.1	XP_010590478.1
OG0005861	XP_038425443.1	XP_003412668.1
OG0005862	XP_038425473.1	XP_003412716.2, XP_023407067.1
OG0005863	XP_038425510.1, XP_038425511.1	XP_010590904.1
OG0005864	XP_038425534.1	XP_023407033.1
OG0005865	XP_038425647.1	XP_003409384.3
OG0005867	XP_038425830.1	XP_023403033.1
OG0005868	XP_038425904.1	XP_023408944.1
OG0005869	XP_038426008.1	XP_010592315.1
