Orthogroup	Sus_scrofa	Microcebus_murinus
OG0007251	NP_999525.1	XP_012620372.1
OG0007252	NP_999393.1	XP_012639977.1, XP_012639978.1
OG0007253	XP_005661052.1	XP_012610862.1
OG0007254	NP_001116593.1	XP_012619547.1
OG0007255	NP_001137168.1	XP_012618351.1
OG0007256	XP_005654793.2	XP_012646212.1
OG0007257	XP_020943483.1, XP_013851794.2	XP_012636518.1
OG0007258	XP_005667667.1	XP_012612517.1
OG0007259	XP_020930337.1, NP_999244.1	XP_012647051.1
OG0007260	NP_001231160.1	XP_020141718.1, XP_012605307.1
OG0007261	NP_999112.1	XP_012635714.1
OG0007262	XP_020953689.1	XP_012622493.1
OG0007263	XP_005663354.1, XP_001928505.1	XP_012623247.1
OG0007265	XP_020953966.1, NP_999462.1	XP_012613733.1
OG0007266	NP_999158.1	XP_012638208.1
OG0007267	NP_999056.1	XP_012603889.1, XP_012603888.1
OG0007268	NP_999013.1	XP_020137122.1
OG0007269	NP_999378.1	XP_020142774.1, XP_012594587.1
OG0007270	XP_020924242.1	XP_012642852.1
OG0007272	XP_020945843.1	XP_020138776.1
OG0007273	XP_020931458.1	XP_012638673.1
OG0007274	NP_001093397.1, XP_020930350.1	XP_012618415.1
OG0007276	NP_998968.1, XP_020935977.1	XP_012617581.1
OG0007277	XP_003122730.2	XP_012615284.1
OG0007278	NP_999382.1, XP_013835971.2	XP_020145984.1
OG0007279	XP_020920843.1	XP_012607614.1
OG0007280	NP_001098420.1, XP_020934179.1	XP_012616557.1
OG0007281	NP_001116563.1	XP_012616552.2
OG0007282	NP_001107178.1	XP_012630095.1
OG0007283	NP_001106535.1	XP_012646498.1
OG0007284	XP_020954262.1	XP_012602386.1
OG0007285	XP_005672326.1, NP_001157491.1	XP_012604841.1
OG0007286	NP_001019758.1, XP_020949146.1	XP_012622607.1
OG0007287	XP_013835687.2	XP_012604124.1
OG0007288	XP_020956134.1, NP_999394.1	XP_012639213.1
OG0007289	XP_020939610.1	XP_020139571.1
OG0007290	NP_001230323.1	XP_012612461.1
OG0007291	XP_005668813.2	XP_012642167.1
OG0007292	XP_020944233.1, NP_001161890.1	XP_012640892.1
OG0007293	XP_020940874.1	XP_012644562.1
OG0007294	XP_005657325.1, NP_999458.1	XP_012608410.1
OG0007295	XP_020929455.1	XP_012604721.1
OG0007296	XP_020936135.1	XP_012595399.1
OG0007297	NP_999184.2	XP_012611515.1
OG0007298	NP_001072130.1, XP_020921923.1	XP_012596246.1, XP_012596247.1
OG0007299	XP_001926182.1	XP_012645115.1
OG0007300	XP_020945102.1	XP_012605742.1
OG0007301	NP_999208.1	XP_012592118.1
OG0007302	XP_020931400.1	XP_012634739.2, XP_020143644.1
OG0007303	XP_020947439.1	XP_012608573.1
OG0007304	XP_003129221.1	XP_012639256.1
OG0007305	XP_020947197.1	XP_012642489.1
OG0007306	XP_020925744.1	XP_012635745.1
OG0007307	XP_013845295.1	XP_012624956.1
OG0007308	NP_001001626.2	XP_020141290.1
OG0007309	XP_020932498.1	XP_012629574.1
OG0007310	XP_020923940.1	XP_012627190.1
OG0007311	XP_020943279.1	XP_012643912.1, XP_012643913.1
OG0007312	NP_001171877.1	XP_012605370.1
OG0007313	XP_020952250.1	XP_012605110.1
OG0007314	XP_020941211.1, NP_001123431.1	XP_012614517.1
OG0007315	XP_020941584.1	XP_012614550.1
OG0007316	XP_013844308.1	XP_012603295.1
OG0007317	NP_001004027.1	XP_012642547.1
OG0007318	XP_001925699.2	XP_020138059.1
OG0007319	NP_001182615.1, XP_005660248.1	XP_012625464.1
OG0007320	XP_005657301.1, NP_001116544.1	XP_012630805.1
OG0007321	NP_001011506.1	XP_012612642.1
OG0007322	XP_005664563.1, NP_999367.1	XP_012630436.1, NP_001296876.1
OG0007323	XP_005673100.1, NP_001116630.1	XP_012625931.1
OG0007324	XP_020952273.1	XP_012631733.1
OG0007325	XP_020933886.1	XP_012628518.1
OG0007326	XP_003483540.2	XP_012618063.1
OG0007327	XP_020935437.1	XP_012609532.1
OG0007328	XP_020949163.1, NP_001183950.1	XP_012624379.1
OG0007329	NP_001177352.1	XP_012639598.1
OG0007330	NP_001001867.1	XP_012597271.1
OG0007331	XP_003482708.2	XP_012615854.1
OG0007332	NP_001191329.1	XP_012621951.1
OG0007333	XP_020943948.1	XP_012610874.1
OG0007334	XP_020923138.1	XP_012592162.1
OG0007335	XP_020939100.1	XP_012596866.1
OG0007336	XP_001929480.1	XP_012632184.1
OG0007337	NP_001231015.1, XP_020946699.1	XP_012635463.1, XP_012597279.2
OG0007338	NP_001093661.1	XP_012647072.1
OG0007339	XP_020921102.1	XP_012634134.2
OG0007340	NP_001098423.1	XP_012618554.1
OG0007341	XP_005665296.2, NP_001231846.1	XP_012635354.1
OG0007342	XP_003134018.1	XP_012631164.1
OG0007343	NP_001014427.1, XP_005656685.1	XP_012629100.1
OG0007344	NP_001191321.1, XP_020944253.1	XP_020141117.1
OG0007345	NP_999549.1	XP_020142235.1, XP_020142438.1
OG0007346	XP_020926616.1, XP_013837367.1	XP_020141355.1, XP_012616612.1
OG0007347	XP_020944534.1	XP_012640903.1
OG0007348	XP_003131568.3	XP_012621357.1
OG0007349	XP_005673963.1	XP_012605876.1
OG0007350	NP_001072134.1, XP_020919740.1	XP_012606778.1
OG0007351	NP_001136314.1	XP_012642630.1
OG0007352	NP_001233179.1	XP_012646283.1
OG0007353	NP_001231856.1	XP_012594947.1
OG0007354	XP_020947185.1	XP_012642592.1
OG0007355	NP_001033318.1	XP_012599032.1
OG0007356	XP_013847913.2	XP_012615088.1
OG0007357	XP_020953210.1	XP_012616803.1
OG0007358	XP_020950090.1	XP_020138884.1
OG0007359	XP_005669715.1	XP_012608482.1
OG0007360	NP_001001771.1	XP_020141736.1
OG0007361	XP_020949434.1	XP_012627969.1
OG0007362	XP_020949185.1, NP_999279.1	XP_012622585.1
OG0007363	NP_999243.1	XP_012639353.1
OG0007364	XP_020949257.1, NP_001012974.1	XP_012645753.1
OG0007365	XP_020957246.1	XP_012621764.1
OG0007366	XP_013852331.2	XP_012604636.1
OG0007367	NP_001123421.1, XP_020949200.1	XP_012616866.1, XP_012616865.1
OG0007368	XP_003131557.1	XP_012621376.1
OG0007369	XP_020933373.1	XP_012595262.1
OG0007370	XP_001928821.1	XP_012604609.1
OG0007371	XP_003127928.1	XP_012592566.1
OG0007372	XP_013836362.1	XP_012642130.1
OG0007373	XP_003355107.2	XP_020144380.1
OG0007374	XP_003129266.2	XP_012639676.2
OG0007375	XP_003131532.3	XP_012621273.1
OG0007376	XP_020922672.1	XP_012621264.1
OG0007378	XP_005656674.2	XP_012642086.1
OG0007379	XP_020937909.1	XP_012627703.1
OG0007381	XP_020918022.1	XP_012642073.1
OG0007382	XP_003130081.2	XP_020142346.1
OG0007382	XP_020918714.1	XP_012607940.1
OG0007383	XP_013844929.2, XP_020917887.1	XP_020142426.1
OG0007384	XP_020941119.1, XP_003122738.2	XP_012615280.1
OG0007386	XP_020944703.1, XP_020944709.1	XP_012594588.1
OG0007387	NP_001231291.1	XP_012642683.1
OG0007388	XP_013846552.1, XP_020937223.1	XP_012601849.1
OG0007389	XP_005664671.1	XP_020139190.1
OG0007390	XP_020930961.1	XP_012600889.1
OG0007391	XP_020920059.1	XP_012593971.1
OG0007393	XP_005664912.1	XP_012604970.1
OG0007394	XP_013854254.1	XP_012605738.1
OG0007395	XP_020950395.1	XP_020139049.1, XP_020139050.1, XP_012609940.1, XP_012609939.1, XP_012609938.1
OG0007396	XP_013849426.1	XP_012644391.1
OG0007397	XP_020929439.1	XP_012609944.1
OG0007398	NP_001001770.1	XP_012636669.1
OG0007399	XP_003353490.2	XP_012636672.1
OG0007400	NP_001231090.1	XP_012629912.1, XP_012629911.1
OG0007401	XP_020949338.1	XP_012600931.2
OG0007402	XP_013840827.1	XP_012600965.1
OG0007403	XP_001926966.2	XP_012592081.1
OG0007404	XP_020943327.1	XP_012637128.1
OG0007405	XP_003121239.3	XP_012637075.1
OG0007406	XP_005659240.1, NP_001171378.1	XP_012600917.1
OG0007407	XP_003121223.2	XP_012603521.1, XP_012603520.1
OG0007408	XP_020927725.1	XP_020142844.1
OG0007409	XP_020942542.1	XP_012615149.1
OG0007410	XP_005659175.2	XP_012615123.1
OG0007411	NP_001230356.1	XP_012595451.1, XP_020142889.1
OG0007412	XP_013847899.1	XP_012615115.1
OG0007413	NP_001335904.1, XP_020938207.1	XP_012615075.1
OG0007414	XP_020941883.1	XP_012615094.2
OG0007415	XP_020927514.1	XP_012601061.1
OG0007416	XP_005654399.1	XP_020142971.1
OG0007417	XP_020929337.1	XP_020142973.1
OG0007418	XP_003353280.3	XP_012594574.1, XP_012594575.1, XP_012594578.1, XP_012594577.1
OG0007419	XP_005659284.1	XP_012632998.1
OG0007420	NP_001020400.1	XP_012632980.1
OG0007421	XP_020940122.1	XP_012592023.1
OG0007422	NP_001231610.1	XP_012642702.1
OG0007423	XP_003130685.3	XP_012642676.1, XP_012592145.1
OG0007424	XP_013849087.1	XP_012591730.1
OG0007425	XP_020920634.1	XP_012615258.1
OG0007426	NP_999170.1	XP_012615262.1
OG0007427	XP_013849071.2	XP_020144914.1, XP_012626356.2
OG0007428	XP_020919950.1	XP_012592769.2
OG0007429	XP_020930038.1	XP_012593090.1
OG0007430	XP_020942650.1	XP_012602583.1
OG0007431	XP_020942628.1	XP_012638418.1
OG0007432	NP_001230329.1	XP_012638430.1
OG0007433	XP_020953032.1	XP_012607870.2
OG0007434	XP_001926590.3	XP_012600058.1
OG0007435	XP_003128181.1	XP_012613516.1
OG0007436	XP_020950710.1	XP_012605685.1
OG0007437	XP_020950647.1	XP_012630991.1
OG0007438	XP_003127465.1	XP_012626279.1
OG0007439	XP_020950648.1	XP_012630990.2
OG0007440	XP_003356111.1	XP_012631002.1
OG0007441	XP_005664874.1	XP_012626298.1
OG0007443	XP_020950498.1	XP_020138959.1
OG0007445	XP_020950440.1	XP_020139191.1
OG0007446	XP_003481945.2	XP_012609777.1
OG0007447	XP_020950397.1	XP_012609737.1
OG0007448	XP_005664781.2	XP_012609912.1
OG0007449	XP_020950368.1	XP_012609851.1
OG0007450	XP_005664746.2, XP_003127323.2	XP_012609702.1
OG0007451	XP_013854060.2	XP_012609698.1
OG0007452	NP_999233.1	XP_012618566.1, XP_012609905.1, XP_020138906.1
OG0007453	XP_020950346.1	XP_012609899.1, XP_012609898.1
OG0007454	XP_020950285.1	XP_012616986.1
OG0007455	XP_005664683.3	XP_012616963.1
OG0007456	XP_005664667.1	XP_020138920.1, XP_012616933.1, XP_020138919.1
OG0007457	XP_020950194.1	XP_012616892.1
OG0007458	NP_999480.2, XP_013844054.2	XP_012613981.1
OG0007459	XP_003127225.3	XP_012613968.1
OG0007460	XP_013844035.2	XP_012629998.1
OG0007461	XP_020950056.1	XP_012630007.1
OG0007462	XP_020950053.1	XP_012630009.1
OG0007463	XP_020950036.1	XP_012630055.1
OG0007464	XP_020950030.1	XP_020139033.1
OG0007465	XP_020950028.1	XP_012630096.1
OG0007466	XP_020950010.1	XP_012630115.1
OG0007467	XP_005664652.1	XP_012630175.1
OG0007468	XP_005664642.2	XP_012630184.1
OG0007469	NP_001231935.1, XP_005664593.2	XP_012630203.1
OG0007470	XP_020949989.1	XP_012630223.1, XP_012630221.1
OG0007471	NP_001192333.1	XP_012630418.1
OG0007472	XP_013853819.1	XP_020138874.1
OG0007473	XP_003127112.3	XP_012630486.1
OG0007474	XP_020952819.1	XP_012630493.1
OG0007475	XP_020952816.1	XP_012630519.1
OG0007476	NP_999495.1	XP_012630577.1
OG0007477	XP_020949937.1	XP_012630609.1
OG0007478	XP_020955350.1	XP_020137826.1
OG0007479	XP_020920691.1	XP_012596662.1
OG0007480	XP_003359837.1	XP_012639525.1, XP_012612332.1
OG0007481	XP_003354394.1	XP_012629647.1
OG0007482	XP_013850097.2	XP_012611366.1
OG0007483	XP_020950992.1	XP_012640801.1
OG0007484	XP_013854429.1	XP_012646859.1
OG0007485	XP_020920565.1	XP_012632799.1
OG0007487	NP_001152784.1	XP_012622765.1
OG0007488	NP_001188414.1	XP_012644232.1
OG0007489	XP_003130776.2	XP_020139736.1
OG0007490	XP_020919872.1	XP_020139783.1
OG0007491	XP_003130865.2	XP_020139646.1
OG0007492	XP_020938010.1, XP_003130868.2	XP_020139656.1
OG0007493	XP_020920666.1, XP_020920665.1	XP_012596689.1
OG0007494	XP_020920700.1	XP_012596678.1
OG0007495	XP_013835805.1, NP_001038033.2	XP_012596674.1
OG0007496	XP_020920719.1	XP_012600606.1
OG0007497	NP_001171393.1, XP_013850627.1	XP_012604486.1
OG0007498	XP_020940532.1	XP_012604386.1
OG0007499	XP_005661824.1	XP_012604454.1, XP_012616393.1
OG0007500	XP_020940591.1	XP_012604537.1
OG0007501	XP_020940598.1	XP_012604523.1
OG0007502	XP_020940619.1	XP_020137979.1
OG0007503	XP_003134021.1	XP_012631103.1
OG0007504	NP_001230738.1	XP_012639521.1
OG0007505	NP_001231350.1, XP_020932205.1	XP_012639531.1
OG0007506	NP_999522.1	XP_012639567.1
OG0007507	XP_020932387.1	XP_012638720.1
OG0007508	XP_020932373.1	XP_020145810.1
OG0007509	NP_999093.1	XP_012599398.1, XP_012642419.1
OG0007510	XP_003355838.2	XP_012599390.1
OG0007511	XP_020948962.1, NP_001231617.1	XP_012599435.1
OG0007512	XP_020949610.1	XP_012599433.1
OG0007513	XP_020949570.1	XP_020138171.1
OG0007514	XP_020948868.1, NP_001265710.1	XP_012611245.2
OG0007515	XP_020949559.1	XP_012611224.1
OG0007516	XP_020949546.1	XP_012611410.1
OG0007517	XP_005653311.1	XP_012611404.1
OG0007518	XP_020949878.1	XP_012644418.1
OG0007519	XP_020949880.1	XP_012644420.1
OG0007520	XP_020949887.1	XP_012644440.1
OG0007521	XP_005664517.2	XP_012629302.1
OG0007522	XP_003127811.1	XP_012620808.1, XP_012620809.1
OG0007523	XP_020951474.1	XP_012620827.1
OG0007525	XP_020951465.1	XP_012620879.1
OG0007526	XP_013854551.2	XP_012620892.1
OG0007527	XP_020951434.1	XP_012620908.1
OG0007528	XP_005665215.2	XP_012620920.1
OG0007529	NP_001093401.1	XP_020145655.1
OG0007530	XP_020951383.1	XP_012606226.1
OG0007531	XP_020951339.1	XP_012606005.1
OG0007532	XP_020951324.1, XP_003356286.1, XP_020951325.1	XP_012606302.1
OG0007533	NP_001230757.1, XP_005656128.1	XP_012606209.1
OG0007534	XP_020951292.1	XP_020136264.1
OG0007535	NP_001231052.1	XP_012606040.1
OG0007536	XP_020951287.1	XP_020136299.1
OG0007537	XP_020949068.1, NP_001230571.1	XP_012606294.1
OG0007538	XP_020951185.1	XP_012606251.1
OG0007539	XP_003127734.3	XP_012624130.1
OG0007540	XP_020953338.1	XP_012624165.1
OG0007542	XP_003356224.2	XP_012643123.1
OG0007543	XP_020951135.1	XP_020136767.1
OG0007544	XP_020951130.1	XP_012643132.1
OG0007545	XP_005665101.1	XP_012618542.2, XP_020146029.1
OG0007546	XP_020951032.1	XP_020137273.1
OG0007547	XP_020953252.1	XP_012640767.2
OG0007547	XP_020953251.1	XP_020141094.1
OG0007548	XP_005665054.2	XP_012640785.1
OG0007549	XP_020920371.1	XP_020139685.1
OG0007550	XP_013834055.2, NP_001231735.1	XP_012609455.1
OG0007551	XP_020928882.1, XP_003131105.1	XP_012618290.1
OG0007552	XP_003480929.2	XP_012629111.1
OG0007553	XP_020940260.1	XP_012645695.1
OG0007554	XP_003480930.1	XP_012629001.1
OG0007555	NP_999203.1	XP_012629295.1
OG0007556	XP_003123844.2	XP_012629311.2
OG0007557	XP_003123807.1	XP_012639835.1
OG0007558	XP_020940149.1	XP_020145712.1
OG0007559	XP_020940139.1	XP_020145706.1
OG0007560	XP_020940124.1	XP_012593784.1
OG0007561	XP_020940114.1	XP_012593806.1
OG0007562	NP_001116460.1	XP_012639207.1
OG0007563	XP_020954261.1	XP_012615408.1
OG0007564	XP_020954272.1	XP_012615459.1
OG0007565	XP_020954354.1	XP_012620080.1
OG0007566	XP_020954471.1	XP_012620062.2
OG0007567	XP_020954245.1	XP_012620034.1
OG0007568	XP_013852569.2	XP_012618782.2, XP_012618781.2, XP_012618783.2
OG0007569	XP_020954638.1	XP_012618760.1
OG0007570	XP_020954647.1	XP_012618745.1
OG0007571	XP_020954532.1	XP_012607181.1
OG0007572	XP_013844444.1	XP_020144668.1
OG0007573	NP_999094.1	XP_012593809.2
OG0007574	XP_020954494.1	XP_020141696.1
OG0007575	XP_020956094.1, NP_999014.1	XP_020137642.1
OG0007576	NP_001182272.1	XP_020137487.1
OG0007577	XP_013833955.2, NP_999129.1	XP_012592808.1
OG0007578	XP_020956569.1	XP_012592883.1
OG0007579	XP_003128852.1, XP_020956556.1	XP_012638798.1
OG0007580	XP_003128850.1	XP_012638815.1
OG0007581	XP_020955979.1	XP_012593026.1
OG0007582	XP_020956677.1, XP_020956675.1, XP_020956676.1	XP_012593045.1
OG0007583	XP_003356947.1, XP_013834053.1	XP_012609449.1
OG0007584	XP_020956745.1	XP_012626441.1
OG0007585	XP_020956731.1	XP_012592916.1
OG0007586	XP_020955952.1	XP_012592947.1
OG0007587	XP_020956717.1, XP_005666605.1	XP_012592962.1
OG0007588	XP_020956469.1	XP_012638884.1
OG0007589	XP_020954321.1	XP_012615605.1, XP_012615606.1
OG0007590	XP_020956736.1	XP_012592913.1
OG0007591	NP_001230267.1, XP_005671110.1	XP_012617991.1
OG0007592	XP_020928131.1	XP_012593740.1
OG0007593	XP_020928810.1	XP_012593731.1
OG0007594	XP_020929649.1	XP_012593644.1
OG0007595	XP_001927809.4	XP_012593637.2
OG0007596	NP_001123683.1	XP_012618285.2
OG0007597	XP_020928456.1	XP_012618282.1
OG0007598	NP_001231511.1	XP_012618208.1
OG0007599	XP_001927223.1, XP_020928720.1	XP_012618198.1, XP_012618199.1
OG0007600	XP_020930039.1	XP_012618169.1
OG0007601	XP_020928530.1	XP_012618151.1
OG0007602	XP_013838752.1	XP_012618150.1
OG0007603	XP_005657447.1	XP_012618359.1
OG0007604	XP_003133106.1	XP_012618067.2
OG0007605	XP_001925861.1	XP_012617994.1
OG0007606	XP_003483546.1	XP_012617978.1
OG0007607	XP_013838801.1	XP_012615629.1
OG0007608	NP_001230401.1, XP_005671113.2	XP_012615746.1
OG0007609	XP_005671177.1	XP_012611027.1
OG0007610	XP_020929899.1	XP_012617904.1
OG0007611	XP_003133135.1	XP_012617944.1
OG0007612	XP_013838843.2	XP_012643455.1
OG0007613	XP_003359317.2	XP_012643498.1
OG0007614	XP_005654198.1	XP_012606974.1, XP_012643451.1
OG0007615	XP_020940030.1	XP_012642818.1
OG0007616	XP_020940051.1	XP_020140428.1
OG0007617	NP_001231137.1	XP_012642782.1
OG0007618	XP_005661503.1	XP_012642780.1
OG0007619	XP_020940074.1	XP_012642747.1
OG0007620	XP_003134091.2	XP_012620967.1
OG0007621	XP_003134092.3	XP_012620958.1
OG0007622	XP_013846102.1	XP_020139230.1
OG0007623	XP_020932748.1	XP_012620951.2
OG0007624	XP_013846105.2	XP_012620949.1
OG0007625	XP_003134148.1	XP_012620421.1, XP_012620420.1
OG0007626	XP_003134153.1	XP_012637016.1
OG0007627	XP_003134154.4	XP_012637027.1
OG0007628	XP_020932490.1	XP_012637046.1
OG0007629	XP_020932368.1	XP_012610934.1
OG0007630	XP_020932667.1	XP_012608206.1
OG0007631	NP_001026964.1	XP_012596333.1
OG0007632	XP_003124133.2	XP_012597069.2
OG0007633	XP_003361833.2	XP_012597007.1
OG0007634	NP_001003662.1	XP_012612205.1
OG0007635	XP_003133963.1	XP_012633228.1
OG0007636	XP_020932300.1	XP_020145657.1
OG0007637	XP_020932430.1	XP_012591918.1
OG0007638	XP_020932285.1	XP_012613577.1
OG0007639	XP_020932785.1	XP_012593908.1
OG0007640	XP_003359775.2	XP_012645715.1
OG0007641	XP_005667538.1	XP_020142355.1
OG0007642	XP_020923520.1, XP_020923519.1, XP_020923521.1	XP_012631035.1
OG0007643	NP_001233195.1, XP_020921774.1	XP_012603454.1
OG0007644	XP_003127545.1	XP_020137022.1, XP_012631838.1
OG0007646	XP_020957792.1, NP_001230503.1	XP_012595060.1
OG0007647	XP_020922674.1	XP_012621278.1
OG0007648	XP_003130132.1	XP_012626387.1
OG0007649	XP_020957644.1, NP_001156358.1	XP_012627748.1
OG0007650	XP_003130113.2	XP_012627784.1
OG0007651	XP_020918727.1	XP_012607956.1
OG0007652	XP_013834985.1	XP_012607978.1
OG0007653	XP_005667518.1	XP_012607969.1
OG0007654	XP_005667488.1	XP_012628988.1
OG0007655	XP_020918619.1	XP_012628994.2
OG0007656	XP_005667454.2, NP_001231325.1	XP_012629028.1
OG0007657	XP_020918584.1	XP_020142298.1
OG0007658	XP_003357365.1	XP_012629063.1
OG0007659	NP_999159.1	XP_012605036.1
OG0007660	XP_003129869.2	XP_012604199.1
OG0007661	XP_005667339.1	XP_012625972.2, XP_012625971.1
OG0007662	XP_020918365.1	XP_012625980.1
OG0007663	NP_001231657.1	XP_012634880.1
OG0007664	XP_013843397.1	XP_012632388.1
OG0007665	XP_020923479.1	XP_012633328.1, XP_012632252.1
OG0007666	XP_020923486.1	XP_012631967.1, XP_012631973.1
OG0007667	NP_001107757.1, XP_013836769.1	XP_012631531.1
OG0007668	XP_020923494.1	XP_020136600.1
OG0007669	NP_001230145.1	XP_012632796.1
OG0007670	XP_020923557.1	XP_012603333.1
OG0007671	XP_020923640.1	XP_012603450.1
OG0007672	XP_020923644.1	XP_020136417.1
OG0007673	NP_001131093.1, XP_020949260.1	XP_012622685.1, XP_012622686.1
OG0007674	XP_020952152.1	XP_012622682.1
OG0007675	NP_001230284.1, XP_020949099.1	XP_012622640.1
OG0007676	XP_020949230.1, NP_001233247.1	XP_020141163.1
OG0007677	XP_020953281.1	XP_012640604.1
OG0007678	XP_020948793.1	XP_012640551.1
OG0007679	XP_020953471.1	XP_020144779.1
OG0007680	XP_020952243.1	XP_012605111.1
OG0007681	XP_020952257.1	XP_012605135.1, XP_012605136.1
OG0007682	XP_020953129.1	XP_020136909.1
OG0007683	XP_020953139.1	XP_012631901.1
OG0007684	XP_003481979.2, XP_013854378.2, XP_005665009.2, XP_005665008.2	XP_012631947.2
OG0007685	XP_013844177.1	XP_012631258.1
OG0007686	XP_013844202.2	XP_012646977.1
OG0007687	XP_020950936.1	XP_012646936.1
OG0007688	XP_020950943.1	XP_012646923.1
OG0007689	XP_020950952.1	XP_020137390.1
OG0007690	XP_020952657.1	XP_020138375.1
OG0007691	XP_003355762.1	XP_012592688.1
OG0007693	NP_001090954.1	XP_020138297.1, XP_020140846.1
OG0007694	NP_001103415.1	XP_012598753.1
OG0007695	XP_020949420.1	XP_012634480.1
OG0007696	XP_003481836.1	XP_012627934.1
OG0007697	XP_003126932.3	XP_012598127.1
OG0007698	XP_020949508.1	XP_012597868.1
OG0007699	XP_020949487.1	XP_020138056.1
OG0007700	NP_001153064.1	XP_012597829.1
OG0007701	XP_020949790.1	XP_012597784.1
OG0007702	XP_005655835.1	XP_012597792.1
OG0007703	XP_020949769.1	XP_012598004.1
OG0007704	NP_001231589.1, XP_020949027.1	XP_012597976.1
OG0007705	XP_020949751.1	XP_012598013.1
OG0007706	XP_020949668.1, XP_020949666.1	XP_012597766.1
OG0007707	XP_020949661.1	XP_020138161.1
OG0007708	XP_003131958.4	XP_020136620.1, XP_020136811.1
OG0007709	XP_003132035.2	XP_012616666.1
OG0007710	XP_020953248.1	XP_020141071.1
OG0007711	NP_999308.1, XP_020949204.1	XP_020137499.1
OG0007712	XP_020941945.1	XP_012614527.1
OG0007713	XP_013850950.1	XP_012614537.1
OG0007715	XP_020942120.1	XP_012635552.1, XP_012635624.1
OG0007716	XP_020941842.1	XP_012591547.1
OG0007717	NP_001191697.1, XP_005662182.1	XP_012640263.1
OG0007718	XP_020942582.1	XP_012593254.1
OG0007719	XP_001928259.4	XP_012603061.1
OG0007720	NP_001231322.1	XP_012619527.1, XP_012619528.1
OG0007721	XP_020941998.1	XP_012597677.1
OG0007722	XP_013851005.1	XP_012597719.1
OG0007723	XP_005662039.1	XP_012597683.1
OG0007724	NP_999351.1	XP_012597692.1
OG0007725	NP_001231082.1	XP_012614520.1
OG0007726	XP_020941953.1	XP_020137170.1
OG0007727	XP_020941923.1	XP_012614919.1
OG0007728	XP_020941921.1	XP_012614678.1, XP_012614679.1
OG0007729	XP_003124419.1	XP_012614574.1
OG0007730	XP_020941865.1, XP_020941866.1	XP_012614450.2
OG0007731	XP_020941752.1	XP_020137235.1
OG0007732	XP_013850810.2	XP_012614669.1
OG0007733	XP_020941701.1	XP_012614408.1
OG0007734	XP_020941674.1	XP_012614839.1
OG0007735	XP_020941644.1	XP_012614418.1
OG0007736	XP_005653069.1	XP_020136932.1
OG0007737	XP_020943680.1	XP_012619769.1
OG0007738	NP_001229949.1	XP_012614396.1
OG0007739	XP_020942096.1	XP_012614476.2
OG0007740	XP_020942099.1, XP_020937093.1	XP_020137221.1
OG0007741	XP_003124584.4	XP_012635582.1
OG0007742	XP_020942131.1	XP_012635655.1
OG0007743	XP_020941315.1, NP_001229951.1	XP_020137262.1, XP_012645641.1
OG0007744	NP_001231211.1, XP_013851060.1	XP_012645655.1
OG0007745	XP_020942206.1	XP_012591492.1
OG0007746	XP_020941832.1	XP_012645672.1
OG0007747	XP_020942246.1	XP_012616224.1
OG0007748	NP_001230510.1	XP_020136901.1
OG0007749	NP_001231503.1, XP_005662208.1	XP_012599217.1
OG0007750	XP_003124671.1	XP_012599220.1
OG0007751	XP_020942320.1	XP_012599144.1
OG0007752	XP_020942350.1	XP_020137229.1
OG0007753	XP_020942361.1	XP_012599086.1
OG0007754	XP_013851158.2	XP_012599312.1
OG0007755	XP_013851164.1	XP_012599176.1
OG0007757	XP_020943769.1	XP_012599323.1
OG0007758	XP_005662273.1	XP_012599327.1
OG0007759	XP_013851195.1	XP_012599271.1
OG0007760	XP_020941279.1, NP_001155119.1	XP_012599031.1
OG0007762	NP_001231474.1, XP_020941296.1	XP_020137303.1
OG0007763	XP_005655242.1	XP_012599316.1
OG0007764	XP_020942483.1	XP_012598994.1
OG0007765	XP_013843208.1, NP_001041651.1	XP_012598952.1
OG0007766	NP_001041535.1	XP_012635461.1, XP_012599025.1
OG0007767	XP_020942480.1	XP_012598927.1
OG0007768	XP_003354709.2	XP_012598944.1
OG0007769	XP_013843237.1	XP_020137018.1
OG0007770	XP_020942536.1	XP_020136961.1
OG0007771	XP_020942541.1	XP_012593292.1
OG0007772	XP_013843190.1	XP_020136973.1
OG0007773	XP_003355292.1	XP_012607083.2
OG0007774	XP_003125902.2	XP_012607135.1
OG0007775	XP_001929225.1	XP_012607108.1
OG0007776	XP_020945707.1	XP_020139281.1
OG0007777	XP_020945730.1	XP_012607015.2
OG0007778	XP_020945736.1	XP_012607021.1
OG0007779	NP_001177112.1, XP_020944234.1	XP_012607157.1
OG0007780	XP_001929407.6	XP_020138985.1
OG0007782	NP_001129683.1	XP_012603867.1
OG0007783	NP_001230399.1	XP_012604097.1
OG0007784	XP_013852805.2	XP_012604055.1
OG0007785	XP_013843625.1	XP_012646441.1
OG0007786	XP_003125950.3	XP_012646439.1
OG0007787	NP_001231062.1, XP_020944325.1	XP_012646427.1
OG0007788	XP_020946000.1	XP_012603026.1
OG0007789	XP_020944210.1, NP_001230378.1	XP_012603025.1
OG0007790	NP_001155874.1, XP_005656174.1	XP_012603045.1
OG0007791	XP_013854793.2	XP_012642907.1
OG0007792	XP_020952129.1	XP_012615826.1
OG0007793	XP_003127975.1	XP_012643415.1
OG0007794	XP_003482121.1	XP_012622700.1
OG0007795	XP_020953475.1	XP_012631627.1
