Orthogroup	Sus_scrofa	Ictidomys_tridecemlineatus
OG0006126	XP_020952870.1	XP_005330671.1, XP_040135457.1
OG0006127	XP_003127666.1	XP_040145081.1
OG0006128	XP_005663523.1, NP_999467.1	XP_021586100.1
OG0006129	XP_020927212.1	XP_040145848.1
OG0006130	XP_003483856.1	XP_040129313.1
OG0006131	XP_003123247.1	XP_005332195.1
OG0006132	NP_001038056.1	XP_040137858.1
OG0006133	XP_003132938.1	XP_005336884.1
OG0006134	NP_001020393.1	XP_005325966.1
OG0006135	NP_001004039.1, NP_001107177.1	XP_013222059.1
OG0006136	XP_020940314.1	XP_021577460.1
OG0006137	XP_003483492.1, XP_013838442.1	XP_005336081.1
OG0006139	XP_020949159.1, NP_999120.1	XP_021589007.2
OG0006140	XP_003126987.2	XP_005318355.1
OG0006141	XP_020919948.1	XP_005335411.1
OG0006142	NP_998920.2	XP_005338440.1
OG0006143	XP_020948254.1	XP_040137775.1
OG0006144	XP_020924200.1, NP_999345.1	XP_040126027.1, XP_005332522.1
OG0006145	XP_005667844.1, NP_001103417.1	XP_013211642.1
OG0006146	NP_001230558.1	XP_005325305.1
OG0006147	XP_003124027.1	XP_005327324.2
OG0006148	XP_020920297.1	XP_021581293.2, XP_040143638.1, XP_040136045.1
OG0006149	NP_001128295.1	XP_005325668.2
OG0006150	NP_001090898.1, XP_005672820.1	XP_005320568.1
OG0006151	XP_005666364.1	XP_013220151.1, XP_005322842.1
OG0006152	NP_001019867.1, XP_020924231.1	XP_005332520.3
OG0006153	NP_001003923.1	XP_005335972.1, XP_005335979.1, XP_005335981.1, XP_021589370.1, XP_005335966.1
OG0006154	NP_001026945.1, XP_013834045.2	XP_040148477.1, XP_013211672.1
OG0006155	NP_001121905.1	XP_040125266.1, XP_005332832.1
OG0006156	NP_001116542.1, XP_020935033.1	XP_005316051.3
OG0006157	XP_020950500.1	XP_005341748.1
OG0006158	NP_001001909.1	XP_005335821.1
OG0006159	XP_005661129.3	XP_005336019.1
OG0006160	NP_001025705.1	XP_005319966.1
OG0006161	XP_005669993.1, XP_005669992.1	XP_005325743.1
OG0006162	NP_999110.1	XP_013214312.1
OG0006163	XP_020947245.1	XP_021581801.1
OG0006164	NP_999395.1, XP_020938755.1	XP_040139758.1
OG0006165	NP_001032228.1	XP_005338375.1
OG0006166	NP_999519.1, XP_020957901.1	XP_005340588.2
OG0006167	XP_020950493.1	XP_013221323.1
OG0006168	NP_001335700.1	XP_040133590.1
OG0006169	XP_003353937.2, NP_001231404.1	XP_005330089.1
OG0006170	NP_001191864.1	XP_005334828.1
OG0006171	NP_001231267.1, XP_005673347.1	XP_005319328.1
OG0006172	XP_020952360.1, XP_020952361.1, XP_020952364.1	XP_005318059.1
OG0006173	XP_005652622.1	XP_005325083.1
OG0006174	XP_020930776.1	XP_005331896.1
OG0006175	XP_003480936.1	XP_005327290.1
OG0006176	XP_020925073.1, XP_020925074.1	XP_013220726.1
OG0006177	XP_013844529.1, XP_003128839.5, XP_001924787.2	XP_021576548.1
OG0006178	XP_020945322.1	XP_040143651.1
OG0006179	XP_003127286.3	XP_040135534.1, XP_005336627.1
OG0006180	XP_003122618.2	XP_005333540.1
OG0006181	XP_020952021.1, NP_999143.1	XP_005316570.1
OG0006182	NP_001231633.1, XP_005665064.1	XP_013217598.1
OG0006183	NP_001230816.1	XP_005333100.1
OG0006184	NP_001032226.1	XP_005333900.1
OG0006185	XP_020919514.1, NP_001137186.1	XP_021581159.1
OG0006186	NP_001156532.1	XP_013222017.1
OG0006187	XP_020930855.1	XP_005330583.1
OG0006188	XP_020925363.1	XP_040125891.1
OG0006189	XP_003128833.1, XP_013833717.1, XP_001924745.2, XP_003128835.1	XP_013221186.1
OG0006190	XP_003360624.1	XP_005341754.1, XP_005341760.1
OG0006191	NP_999618.1	XP_005339072.1
OG0006192	XP_020945195.1	XP_021576812.1
OG0006193	XP_013852534.1	XP_005331335.1
OG0006194	XP_003122804.2	XP_005331734.1
OG0006195	XP_013838928.1	XP_005329306.1, XP_005329315.1
OG0006196	XP_003131903.1	XP_005332800.1
OG0006198	XP_013842554.2	XP_021586328.1
OG0006199	XP_020955725.1	XP_005337229.2
OG0006201	XP_001927613.1, XP_020937096.1, XP_001927185.2	XP_005338039.1
OG0006202	XP_020948963.1	XP_005338204.1
OG0006203	NP_001001546.1	XP_013217889.1
OG0006204	XP_020955075.1	XP_040131405.1
OG0006205	XP_020930953.1	XP_040128205.1
OG0006206	XP_005659897.1	XP_021580612.2
OG0006207	XP_020929104.1	XP_005323114.1
OG0006208	XP_005654486.1, NP_999237.1	XP_005323118.1
OG0006209	XP_001924984.1	XP_040139267.1
OG0006210	XP_003132594.1	XP_021585498.1
OG0006211	XP_020942438.1	XP_021579559.2
OG0006212	NP_001230566.1	XP_005321430.1
OG0006213	XP_020940069.1	XP_021579586.1
OG0006214	XP_003121186.1	XP_005321440.1
OG0006215	NP_001302607.1	XP_005321450.2
OG0006216	XP_020942044.1	XP_005321461.1
OG0006217	NP_001138857.1	XP_005321464.1
OG0006218	XP_001928380.1	XP_005321476.1
OG0006219	XP_020927464.1	XP_040139476.1
OG0006220	XP_001928120.2	XP_013212382.2
OG0006221	XP_001928107.4	XP_013218688.1
OG0006222	XP_020944437.1	XP_040139178.1
OG0006223	XP_003357745.4	XP_040126880.1, XP_040131282.1
OG0006224	XP_020920261.1	XP_021588640.1
OG0006225	XP_020920293.1	XP_005337493.1
OG0006226	XP_003122015.3	XP_005324171.1
OG0006227	XP_001924949.4	XP_005328016.1
OG0006228	XP_020943836.1	XP_005320931.1
OG0006229	XP_020943805.1	XP_021579369.1
OG0006231	XP_013851236.2	XP_040127147.1
OG0006232	XP_003124829.1	XP_005320924.1
OG0006233	NP_001302657.1, XP_013851234.1	XP_021579137.1
OG0006234	XP_020941369.1, NP_001302742.1	XP_005321188.4
OG0006235	XP_003481956.2	XP_005342265.1, XP_040135188.1, XP_040135189.1
OG0006236	XP_020950649.1	XP_040135758.1
OG0006237	NP_998913.1, XP_020949112.1	XP_040135759.1
OG0006238	XP_020950378.1	XP_013218970.1
OG0006239	XP_020950369.1	XP_040136113.1
OG0006240	XP_020950332.1	XP_005336787.2
OG0006241	XP_003127320.1	XP_021589819.1, XP_040136129.1
OG0006242	XP_005664703.1	XP_040135907.1, XP_005336679.1, XP_013218985.1
OG0006243	XP_020950308.1	XP_013218959.1
OG0006244	XP_020950301.1	XP_005336641.1
OG0006245	XP_020950258.1	XP_040135961.1
OG0006246	XP_020950196.1	XP_040134917.1
OG0006247	XP_020950177.1	XP_021590863.1
OG0006248	XP_005655982.2	XP_005338240.2
OG0006249	XP_020953204.1	XP_040136085.1
OG0006250	XP_020950009.1	XP_040135712.1, XP_013218860.2
OG0006251	XP_020949268.1, NP_001038072.1	XP_005336529.2
OG0006252	XP_020949992.1	XP_021575990.2
OG0006253	XP_020952784.1	XP_040135793.1
OG0006254	XP_003355891.1, XP_003355892.1	XP_021585759.2
OG0006255	XP_020949919.1	XP_005330698.2
OG0006256	XP_020920606.1, XP_013835725.2, XP_020920607.1	XP_040133560.1
OG0006257	XP_020919946.1	XP_005334345.1
OG0006258	XP_013835658.1	XP_005334341.1
OG0006259	XP_020920386.1	XP_005334356.1
OG0006260	XP_020920495.1	XP_021585902.1
OG0006261	XP_005668170.1	XP_040134681.1
OG0006262	NP_001230752.1	XP_005320327.1
OG0006263	XP_020920667.1	XP_005320354.1
OG0006264	XP_005661798.1	XP_021583397.1
OG0006265	XP_003124061.1	XP_005327351.1
OG0006266	XP_003124096.1	XP_005327369.1
OG0006267	NP_001230290.1	XP_005324287.1, XP_040129754.1
OG0006268	XP_013843064.2	XP_005324281.1
OG0006269	NP_001070693.1, XP_020938019.1	XP_005324276.1
OG0006270	XP_003134027.5, XP_020932434.1	XP_021578134.1
OG0006271	XP_020932395.1	XP_021578190.1
OG0006272	NP_999524.1, XP_005672545.1	XP_005319615.1
OG0006273	XP_005672571.1	XP_005319591.1
OG0006274	XP_020940096.1	XP_040127667.1
OG0006275	NP_001231252.1, XP_005661534.1	XP_005329016.1
OG0006276	XP_003123740.3	XP_005329014.1
OG0006277	XP_003123752.1	XP_040129511.1
OG0006278	XP_020949579.1, XP_020949578.1, XP_020949577.1	XP_021576450.2
OG0006279	XP_013843980.2	XP_005318286.1
OG0006280	XP_020952751.1	XP_013221718.1
OG0006281	XP_020949894.1	XP_005318205.1
OG0006282	XP_020951489.1	XP_040144256.1
OG0006283	XP_003482061.2	XP_021590819.1
OG0006284	NP_001090955.1	XP_005317740.1
OG0006285	XP_020951139.1	XP_040145089.1
OG0006286	NP_001230644.1	XP_005317582.1
OG0006287	NP_001239142.1	XP_005317576.1
OG0006288	XP_020951116.1	XP_013217923.2
OG0006289	NP_001157120.1	XP_005317500.3
OG0006290	XP_020950991.1	XP_040141731.1
OG0006291	XP_020920467.1, XP_020919936.1	XP_040133521.1
OG0006292	NP_001116617.1, XP_020953565.1	XP_005320229.1
OG0006293	XP_020940275.1	XP_021583361.1, XP_005327282.1
OG0006294	XP_003123865.4	XP_005327372.3
OG0006295	XP_005661585.2, NP_001177210.1	XP_013214956.1
OG0006296	NP_001230740.1, XP_020933489.1	XP_040129649.1
OG0006297	XP_020931002.1	XP_040131465.1
OG0006298	NP_001182260.1	XP_040137757.1
OG0006299	NP_999337.1, XP_020938574.1	XP_005320151.1
OG0006300	XP_020954644.1	XP_040131748.1, XP_040131746.1
OG0006301	XP_020954646.1	XP_005320206.1, XP_040146929.1
OG0006302	NP_001171998.1, XP_020953641.1	XP_005320215.1
OG0006303	XP_020954594.1	XP_040131673.1
OG0006304	XP_020954585.1	XP_021578585.1
OG0006305	XP_020954570.1	XP_005320223.2
OG0006306	XP_020954567.1, XP_020954568.1	XP_013211745.1
OG0006307	XP_020954556.1	XP_021578596.1
OG0006308	XP_020954538.1	XP_021578505.1
OG0006309	XP_020954529.1	XP_021578621.1
OG0006310	NP_001157983.1	XP_005316934.1
OG0006311	XP_020956627.1	XP_040148627.1
OG0006312	XP_020956625.1	XP_005319043.1
OG0006313	XP_020956584.1, XP_020956583.1, XP_020956582.1	XP_021577847.1
OG0006315	NP_001231877.1, XP_013833913.2	XP_040132163.1, XP_005319085.1
OG0006316	XP_013844735.1	XP_005319028.1
OG0006317	XP_020956654.1	XP_021577786.1, XP_005319030.1, XP_021577785.1, XP_021577784.1
OG0006318	XP_003128969.2	XP_005319969.1
OG0006319	NP_001231413.1	XP_040148491.1
OG0006321	XP_003356873.1, XP_020956488.1	XP_005319115.1, XP_040148812.1
OG0006322	NP_001090940.1, XP_020928261.1	XP_005320119.1
OG0006323	XP_020954497.1	XP_005316921.1
OG0006324	XP_020951556.1	XP_040145101.1
OG0006325	XP_020928049.1	XP_005320479.1
OG0006326	XP_001927093.2	XP_040134638.1
OG0006327	XP_001928067.1	XP_005320426.1
OG0006328	XP_020929951.1	XP_040134458.1
OG0006329	XP_020929256.1	XP_013217872.1
OG0006330	XP_020928107.1	XP_005326027.2
OG0006331	XP_005657444.1	XP_005326022.1
OG0006332	XP_020929524.1	XP_013214362.1, XP_005326009.1
OG0006333	XP_005657450.1, NP_001026956.1	XP_040129617.1, XP_005326005.1
OG0006334	XP_001925309.2, XP_005657461.1	XP_040128381.1
OG0006335	XP_013845887.2	XP_040128474.1
OG0006336	XP_020929579.1	XP_040128957.1
OG0006337	XP_005671163.1	XP_021582412.1
OG0006338	XP_020927737.1	XP_005325950.1
OG0006339	NP_001230116.1	XP_005338604.1
OG0006340	NP_001096681.1, XP_013838850.1	XP_005340604.1
OG0006341	XP_005671238.1	XP_005333811.3
OG0006342	NP_001038088.1, XP_020937998.1	XP_040129117.1, XP_040129118.1, XP_021587265.1
OG0006343	NP_001231033.1	XP_005333226.1
OG0006344	XP_013843009.1, XP_003123730.1	XP_021587262.1
OG0006345	XP_013850339.2	XP_005333197.1
OG0006346	NP_001090938.1	XP_005333198.3
OG0006347	XP_003483895.1	XP_040129261.1
OG0006348	XP_020932592.1	XP_005340795.1
OG0006349	NP_001136301.1	XP_005325481.3
OG0006350	XP_020940690.1	XP_040149342.1, XP_021581327.1
OG0006351	NP_001038059.1, XP_020937974.1	XP_040128992.1
OG0006352	XP_020940663.1	XP_005324236.1
OG0006353	XP_005661851.1	XP_005324249.1
OG0006354	XP_003133959.4	XP_040129144.1
OG0006355	XP_003133952.3	XP_040128639.1
OG0006357	XP_020932645.1	XP_040128645.1
OG0006358	NP_001139600.1	XP_005325695.1
OG0006359	XP_013840189.1, XP_003133926.1	XP_040129509.1
OG0006360	NP_001138858.1	XP_005325706.1
OG0006361	XP_020932288.1	XP_021576135.1
OG0006362	XP_003483854.1, XP_013840158.1	XP_040129307.1
OG0006363	XP_020932639.1	XP_040129312.1
OG0006364	XP_001927818.1	XP_005322796.1
OG0006365	XP_020918582.1, XP_020918581.1	XP_040141247.1
OG0006366	XP_013835042.1	XP_021585797.1
OG0006367	NP_998922.1, XP_020957810.1	XP_040141459.1
OG0006368	NP_001231886.1	XP_005330819.2
OG0006369	NP_001182249.1, XP_020957658.1	XP_040141446.1
OG0006370	XP_020918723.1, XP_020918721.1, XP_020918722.1	XP_005339581.1, XP_005339580.1
OG0006371	XP_005667497.2, XP_013834945.2	XP_040141331.1
OG0006372	XP_020918650.1	XP_040141315.1
OG0006373	NP_999392.1	XP_005328380.1
OG0006374	XP_020918560.1	XP_021584194.2
OG0006375	XP_005667402.1	XP_040141163.1
OG0006376	XP_003129917.3	XP_005334286.1
OG0006377	NP_001231823.1	XP_005334306.2
OG0006378	XP_005667366.1	XP_021588086.1
OG0006379	XP_020957631.1, NP_001136303.1	XP_013215682.1
OG0006380	XP_013836687.2	XP_013219228.1
OG0006382	NP_001231752.1	XP_005337430.1
OG0006383	XP_003131975.4	XP_021587000.1
OG0006384	XP_020921812.1, NP_001231243.1	XP_005332823.1
OG0006385	XP_020923477.1, XP_020923478.1	XP_005332842.1
OG0006387	XP_020923522.1	XP_021587065.1
OG0006388	XP_020921925.1	XP_005332924.1
OG0006389	XP_020923552.1	XP_040125498.1
OG0006390	XP_020923579.1	XP_021576227.1
OG0006391	XP_005654066.2	XP_005341555.1
OG0006392	XP_020923705.1	XP_005339496.1
OG0006393	XP_013844340.1, XP_003127995.3, XP_013844339.1	XP_021590505.1
OG0006395	XP_020953282.1	XP_040149352.1, XP_021582492.1
OG0006396	XP_020948834.1, NP_001090919.2	XP_040145046.1
OG0006397	XP_003128031.4	XP_040144630.1, XP_040144629.1, XP_005326104.2
OG0006398	XP_013850837.1	XP_040143667.1
OG0006399	XP_013850975.1	XP_005339319.1
OG0006400	XP_003127555.3	XP_021591581.2
OG0006401	NP_001106912.1	XP_021591607.2
OG0006402	XP_005665013.1, NP_001231650.1	XP_005339278.1
OG0006403	XP_020950892.1	XP_005334834.1
OG0006404	NP_999152.1	XP_013217687.1
OG0006405	XP_003127573.6	XP_005334779.1
OG0006406	XP_020950912.1	XP_021588482.2
OG0006407	XP_020949322.1	XP_005335482.1
OG0006408	XP_020949329.1, XP_020949328.1	XP_040134947.1
OG0006409	XP_020952656.1	XP_021577430.1
OG0006410	XP_020949447.1	XP_005318476.1
OG0006411	NP_999165.1, XP_005664416.1	XP_021577386.1
OG0006412	XP_020949517.1	XP_040135293.1
OG0006413	XP_020949535.1	XP_005318420.1
OG0006414	NP_001011693.1, XP_020949205.1	XP_040134842.1
OG0006415	XP_003126980.2	XP_021577299.1
OG0006416	XP_020949680.1	XP_021576476.1
OG0006417	XP_020949644.1	XP_040135049.1
OG0006418	XP_020949643.1	XP_021577245.1
OG0006419	XP_020949633.1	XP_005318313.1
OG0006420	XP_003356511.1	XP_005326094.1
OG0006421	XP_020949394.1	XP_040135932.1, XP_005335517.1
OG0006422	XP_003124666.2	XP_005327218.1
OG0006423	XP_020942019.1	XP_040133306.1
OG0006424	XP_020942008.1	XP_013215482.3
OG0006425	NP_001233198.1	XP_040132696.1
OG0006426	XP_003354559.2	XP_040133736.1
OG0006427	XP_013850994.2	XP_005328658.2
OG0006428	XP_005662019.1	XP_005328563.1, XP_021584251.1
OG0006429	XP_005661966.1	XP_021584221.1
OG0006430	XP_013850908.1	XP_005328508.1
OG0006431	XP_013850885.1	XP_040132867.1
OG0006432	XP_020941873.1	XP_005342765.1, XP_005328501.1, XP_040133179.1
OG0006433	XP_020941778.1	XP_005339792.1
OG0006434	XP_020941750.1	XP_005339780.1
OG0006435	XP_020941751.1	XP_021575384.1
OG0006436	XP_020941708.1	XP_040134592.1
OG0006437	XP_020941697.1, XP_020941699.1, XP_020941696.1	XP_005340115.1
OG0006438	XP_020942055.1, XP_020942053.1, XP_020942054.1	XP_005328624.1
OG0006439	XP_003124542.3	XP_005323944.1, XP_013213445.1
OG0006440	XP_020942071.1	XP_013213381.1
OG0006441	NP_001231918.1, XP_020941330.1	XP_021581185.1
OG0006442	XP_020941536.1, NP_999542.1	XP_040134666.1
OG0006443	XP_020942121.1	XP_005323985.3
OG0006444	XP_020942136.1	XP_040134505.1
OG0006446	XP_020941831.1	XP_021581095.1
OG0006447	XP_020942252.1	XP_005327244.1
OG0006449	XP_020942311.1	XP_040134498.1
OG0006450	NP_001129152.1, XP_020941234.1	XP_040134569.1
OG0006451	XP_020942368.1	XP_021590549.1, XP_005337795.1
OG0006452	XP_005662241.2	XP_040134103.1
OG0006453	XP_020941331.1, NP_001231929.1	XP_040133809.1
OG0006454	XP_013851182.1	XP_040134493.1
OG0006455	XP_005662259.1, NP_001230613.1	XP_005337820.1
OG0006456	XP_003481116.1	XP_005337818.1
OG0006457	XP_020942394.1	XP_005337830.1
OG0006458	XP_020942427.1	XP_021590603.1
OG0006459	XP_020942460.1	XP_013219510.1, XP_005337937.1
OG0006460	XP_020942524.1	XP_040132683.1, XP_040132690.1
OG0006461	XP_003124754.2	XP_005323698.1
OG0006462	XP_020942585.1	XP_005323721.1
OG0006463	XP_003124727.1	XP_040134500.1
OG0006464	XP_020945729.1	XP_040143368.1
OG0006465	XP_005663693.2	XP_021575361.1, XP_021575362.1
OG0006466	NP_999209.1, XP_020944355.1	XP_040145137.1
OG0006467	XP_020945980.1	XP_040144899.1
OG0006468	XP_020949270.1	XP_005330742.1
OG0006469	NP_999204.1	XP_040145125.1
OG0006470	XP_020953415.1	XP_040144797.1
OG0006472	XP_020958359.1	XP_005329534.1
OG0006473	XP_003127931.1	XP_005337528.1
OG0006474	XP_020920206.1	XP_005330392.1
OG0006475	XP_020920186.1	XP_005330403.1
OG0006476	XP_020920185.1	XP_040133413.1, XP_040129023.1
OG0006477	XP_005668042.1	XP_005330444.1
OG0006478	XP_003130461.2	XP_005329500.1
OG0006479	XP_003130443.4	XP_040133433.1, XP_040133432.1
OG0006480	NP_001155121.1, XP_020957642.1	XP_040132702.1
OG0006481	XP_020958297.1	XP_040133149.1
OG0006482	XP_003130378.3	XP_005319829.1, XP_040133234.1
OG0006483	XP_003357594.3	XP_005319841.1
OG0006484	XP_003357589.1	XP_040133411.1
OG0006485	XP_013845064.1	XP_021578326.1
OG0006486	XP_020919294.1	XP_040133983.1
OG0006487	NP_001231655.1	XP_005319865.1
OG0006488	XP_020945082.1	XP_005319879.2
OG0006489	XP_003355118.1	XP_021578380.2
OG0006490	NP_999429.1, XP_013852252.1	XP_005319904.1
OG0006491	NP_001090888.1	XP_005326621.1
OG0006492	XP_020920125.1	XP_040134637.1
OG0006493	XP_020920037.1	XP_005326574.1
OG0006494	XP_020945295.1	XP_021586232.1
OG0006495	XP_001929565.3	XP_040145063.1
OG0006496	XP_013852421.1, NP_001230597.1	XP_005331438.1
OG0006497	NP_001070698.2, XP_020944229.1	XP_021586210.2
OG0006498	XP_013852447.1	XP_040143624.1
OG0006499	NP_001116582.1, XP_020944124.1	XP_005331380.1
OG0006501	XP_005663470.1	XP_005331309.1
OG0006502	XP_020944411.1, NP_001038022.1	XP_005331310.1
OG0006503	XP_020948192.1	XP_005325611.1
OG0006504	XP_003356462.1	XP_005325623.1
OG0006505	XP_020951865.1	XP_040130064.1
OG0006506	XP_003356417.1	XP_005329089.1
OG0006507	XP_005674599.3	XP_005334922.1
OG0006508	XP_020951683.1	XP_040131218.1
OG0006509	XP_005654461.1	XP_013213046.1
OG0006510	NP_001182042.1	XP_005321289.1
OG0006511	XP_020954001.1	XP_005333974.1
OG0006512	XP_013833660.1	XP_013219979.1
OG0006513	XP_003121857.2	XP_005322920.1
OG0006514	NP_001137164.1, XP_020953644.1	XP_013220143.1
OG0006515	XP_020953802.1, NP_001137187.1	XP_005338845.1
OG0006516	XP_005666315.1	XP_040131811.1, XP_021591219.1
OG0006517	XP_020954883.1	XP_040131778.1
OG0006518	XP_013833646.1	XP_040130055.1
OG0006519	XP_005666291.1	XP_005338773.1
OG0006520	NP_001106158.1, XP_020953527.1	XP_005338771.1
OG0006521	XP_020954854.1	XP_040130030.1
OG0006522	XP_001927828.4	XP_005343149.2
OG0006524	NP_001231086.1	XP_005331807.1
OG0006525	XP_020957076.1	XP_005331790.1
OG0006526	XP_020957192.1	XP_005322928.1
OG0006527	XP_013848847.1	XP_040131410.1
OG0006528	XP_020934411.1	XP_013219563.1
OG0006529	XP_013841351.2	XP_005322946.3
OG0006531	NP_001159788.1, XP_020920281.1	XP_005322824.1
OG0006532	XP_005660096.2	XP_013212958.2
OG0006533	XP_020955572.1	XP_005322847.1
OG0006534	XP_001926490.2	XP_013212944.1
OG0006535	XP_005666373.1	XP_040132358.1
OG0006536	XP_020955052.1, XP_020955051.1	XP_005322870.1
OG0006537	XP_001925126.6	XP_005322885.1
OG0006538	XP_020955733.1, XP_003128673.2, XP_020955735.1	XP_005321380.1
OG0006539	XP_003128671.1	XP_013212960.1
OG0006540	XP_005666404.1	XP_005321263.1
OG0006541	XP_001929141.1	XP_021579437.2
OG0006542	XP_003356794.1	XP_005321294.1
OG0006543	XP_005666412.1, NP_999363.1	XP_005321314.1
OG0006544	XP_020955307.1	XP_040130279.1
OG0006545	XP_020955312.1	XP_005339220.1
OG0006546	XP_020955348.1	XP_040132234.1
OG0006547	XP_020955589.1	XP_040131828.1
OG0006548	XP_020921744.1, NP_001274343.1	XP_040124844.1
OG0006549	XP_020923996.1	XP_005320978.1
OG0006550	XP_020922486.1	XP_040124845.1
OG0006551	XP_020922670.1	XP_005321891.1
OG0006552	XP_020922673.1	XP_021579886.1
OG0006553	XP_020923184.1	XP_005327925.1
OG0006554	XP_020923727.1	XP_040124289.1
OG0006555	XP_020922218.1, XP_020922219.1	XP_005332661.1
OG0006556	XP_020922374.1	XP_005328303.1
OG0006557	NP_001182263.1	XP_005332198.1
OG0006558	XP_003131395.3	XP_021584015.1
OG0006559	NP_001231614.1	XP_005328156.1
OG0006560	XP_020922575.1, XP_003483023.2	XP_005328149.1
OG0006561	NP_999049.1	XP_040124738.1
OG0006562	NP_001157985.1, XP_005653969.1	XP_005322017.1
OG0006563	XP_020922719.1	XP_013212550.1
OG0006564	NP_001188415.1, XP_005654071.2	XP_005321806.1
OG0006565	XP_003131579.1	XP_005321799.1
OG0006566	XP_020922845.1	XP_021579798.1
OG0006567	XP_020921826.1, NP_001302709.1	XP_021579767.1
OG0006568	XP_020922931.1	XP_013212583.2
OG0006569	XP_020922932.1	XP_021579761.1
OG0006570	XP_020922933.1	XP_040124968.1
OG0006571	XP_020921984.1	XP_040124971.1
OG0006572	XP_003131719.1	XP_005321611.1
OG0006573	XP_020923813.1	XP_040125017.1
OG0006574	NP_001106913.1	XP_013215286.2
OG0006575	XP_020923075.1	XP_013215253.1
OG0006576	NP_001182049.1, XP_020921729.1	XP_040125075.1
OG0006577	XP_020923136.1	XP_021583851.1
OG0006579	XP_003131865.2	XP_005327941.1
OG0006580	XP_020936728.1	XP_013219066.1
OG0006581	XP_020936741.1	XP_005336922.1
OG0006582	XP_020936694.1	XP_021589998.1
OG0006583	XP_020936816.1	XP_040150641.1, XP_005336993.1
OG0006584	XP_005660591.1	XP_013212099.1
OG0006585	XP_013842495.1	XP_021579333.1
OG0006586	XP_020926285.1	XP_040142450.1
OG0006587	NP_001001644.1	XP_005321157.1
OG0006588	XP_003122298.1	XP_005321155.1
OG0006589	XP_020924649.1	XP_040142279.1
OG0006590	XP_003481684.2	XP_005335713.1
OG0006591	XP_003126304.1	XP_005335653.1
OG0006592	XP_005655680.1	XP_013218526.2
OG0006593	XP_005663961.2	XP_040136391.1, XP_040136392.1
OG0006594	XP_013853109.2	XP_040136359.1
OG0006595	XP_003355542.1	XP_013218553.1
OG0006596	NP_001116569.1	XP_005335758.1
OG0006597	XP_013847609.1	XP_021589211.1
OG0006598	XP_020947599.1	XP_005328750.1, XP_040136313.1
OG0006599	XP_020947636.1	XP_005328795.1
OG0006600	XP_003126431.3	XP_005330473.1
OG0006601	NP_001193292.1	XP_040132134.1
OG0006602	XP_005653224.1, NP_001193304.1	XP_005335048.1
OG0006603	NP_001193301.1, XP_020946703.1	XP_013218169.1
OG0006604	XP_003126831.4	XP_005335066.1
OG0006605	XP_020947020.1	XP_005335072.1
OG0006606	XP_020947035.1	XP_040137715.1
OG0006607	NP_001139598.1, XP_020946506.1	XP_005338643.2
OG0006608	XP_003126031.6	XP_040137725.1
OG0006609	XP_020947094.1	XP_005338626.1
OG0006610	XP_020947159.1	XP_021580100.1, XP_040134066.1, XP_005322484.1
OG0006611	XP_020937136.1, XP_020937137.1	XP_040134683.1
OG0006612	XP_020948284.1	XP_005322392.1
OG0006613	XP_020942777.1	XP_013220513.1
OG0006614	NP_001230292.2, XP_020941428.1	XP_040126770.1
OG0006615	XP_020942824.1	XP_005336435.1, XP_005336434.1
OG0006616	XP_020942827.1, XP_020942826.1, XP_020942828.1	XP_040126738.1
OG0006617	NP_001302551.1, XP_003124955.1	XP_040126861.1
OG0006618	XP_003124958.1	XP_005339663.1
OG0006619	XP_020941414.1, NP_001230366.1	XP_005339646.1
OG0006620	NP_001231870.1, XP_020941329.1	XP_005324583.1
OG0006621	XP_003125198.5	XP_040126616.1
OG0006623	NP_999039.1	XP_005322115.1
OG0006624	XP_020943101.1	XP_040127500.1
OG0006625	XP_020941519.1, NP_999416.1	XP_040127161.1
OG0006626	XP_020948761.1	XP_040137730.1
OG0006627	XP_020941545.1, NP_999614.1	XP_040127048.1
OG0006628	XP_020939067.1	XP_005340938.1
OG0006629	NP_001193332.1	XP_005330956.1
OG0006630	XP_005661651.1, XP_003123925.1, XP_013850511.1	XP_013216451.1
OG0006631	NP_001008689.1	XP_005335796.1
OG0006632	XP_020940494.1	XP_040129155.1
OG0006633	XP_005661752.1	XP_040127823.1, XP_005327316.1
OG0006634	XP_005660246.2, NP_001116692.1	XP_005326313.1
OG0006635	XP_003480599.1	XP_040141982.1
OG0006636	XP_020921811.1	XP_005326352.1
OG0006637	XP_020921871.1	XP_005326358.1
OG0006639	XP_020922401.1	XP_005326381.1
OG0006640	NP_001304009.1	XP_021585077.1
OG0006641	NP_001026952.2	XP_040136190.1
OG0006642	XP_020943300.1, NP_001191110.1	XP_021585053.1
OG0006643	XP_013849204.1, NP_001231356.1	XP_005329751.1
OG0006644	XP_013849239.2	XP_040142132.1
OG0006645	XP_020933656.1, NP_001302593.1	XP_021579148.1
OG0006646	XP_005665555.1	XP_005341489.1
OG0006647	XP_001927521.4	XP_005318907.1, XP_005340291.1
OG0006648	XP_020921570.1	XP_005326320.1, XP_005326410.1
OG0006649	XP_003122079.1	XP_005326367.1
OG0006650	NP_001106531.1, XP_020953528.1	XP_005341114.1
OG0006652	NP_001108147.1	XP_005339066.1
OG0006653	XP_005665856.1, NP_001095288.1	XP_005339029.1
OG0006654	NP_001095291.1, XP_013833086.1	XP_005339025.1
OG0006655	NP_001116676.1, XP_020953986.1	XP_040138342.1
