Orthogroup	Sus_scrofa	Canis_lupus_familiaris
OG0006456	XP_003481116.1	XP_038396559.1
OG0006457	XP_020942394.1	XP_038396580.1
OG0006458	XP_020942427.1	XP_038396649.1
OG0006459	XP_020942460.1	XP_038396705.1
OG0006460	XP_020942524.1	XP_038396785.1
OG0006461	XP_003124754.2	XP_038396823.1
OG0006462	XP_020942585.1	XP_038396875.1
OG0006463	XP_003124727.1	XP_038396920.1, XP_038444793.1
OG0006464	XP_020945729.1	XP_038396997.1
OG0006465	XP_005663693.2	XP_038397139.1
OG0006467	XP_020945980.1	XP_038397379.1
OG0006468	NP_001335224.1	XP_038397571.1
OG0006469	NP_999204.1	XP_038397573.1
OG0006470	XP_020953415.1	XP_038397587.1
OG0006471	XP_001928110.1	XP_038397640.1
OG0006472	XP_020958359.1	XP_038397687.1
OG0006473	XP_003127931.1	XP_038397715.1
OG0006474	XP_020920206.1	XP_038397788.1
OG0006475	XP_020920186.1	XP_038397818.1
OG0006476	XP_020920185.1	XP_038397821.1
OG0006477	XP_005668042.1	XP_038397901.1
OG0006478	XP_003130461.2	XP_038397999.1
OG0006479	XP_003130443.4	XP_038398068.1
OG0006480	NP_001155121.1, XP_020957642.1	XP_038398237.1, XP_038398238.1
OG0006481	XP_020958297.1	XP_038398239.1
OG0006482	XP_003130378.3	XP_038398349.1
OG0006483	XP_003357594.3	XP_038398391.1
OG0006484	XP_003357589.1	XP_038398409.1
OG0006485	XP_013845064.1	XP_038398424.1
OG0006486	XP_020919294.1	XP_038398436.1
OG0006487	NP_001231655.1	XP_038398458.1, XP_038398463.1, XP_038398462.1
OG0006488	XP_020945082.1	XP_038398499.1
OG0006489	XP_003355118.1	XP_038398563.1
OG0006490	NP_999429.1, XP_013852252.1	XP_038398574.1
OG0006491	NP_001090888.1	XP_038398681.1
OG0006492	XP_020920125.1	XP_038398698.1
OG0006493	XP_020920037.1	XP_038398807.1
OG0006494	XP_020945295.1	XP_038398868.1
OG0006495	XP_001929565.3	XP_038398907.1
OG0006496	XP_013852421.1, NP_001230597.1	XP_038398975.1
OG0006497	NP_001070698.2, XP_020944229.1	XP_038398999.1
OG0006498	XP_013852447.1	XP_038399009.1
OG0006499	NP_001116582.1, XP_020944124.1	XP_038399072.1
OG0006500	NP_001230471.1	XP_038399120.1
OG0006501	XP_005663470.1	XP_038399248.1, XP_038399247.1, XP_038399246.1
OG0006502	XP_020944411.1, NP_001038022.1	XP_038399250.1, XP_038399249.1
OG0006503	XP_020948192.1	XP_038399300.1
OG0006504	XP_003356462.1	XP_038399412.1
OG0006505	XP_020951865.1	XP_038399539.1
OG0006506	XP_003356417.1	XP_038399602.1
OG0006507	XP_005674599.3	XP_038399830.1
OG0006508	XP_020951683.1	XP_038399836.1
OG0006509	XP_005654461.1	XP_038399873.1
OG0006510	NP_001182042.1	XP_038399975.1
OG0006511	XP_020954001.1	XP_038399987.1
OG0006512	XP_013833660.1	XP_038400002.1
OG0006513	XP_003121857.2	XP_038400017.1
OG0006514	NP_001137164.1, XP_020953644.1	XP_038400059.1
OG0006515	XP_020953802.1, NP_001137187.1	XP_038400077.1
OG0006516	XP_005666315.1	XP_038400151.1
OG0006517	XP_020954883.1	XP_038400156.1
OG0006518	XP_013833646.1	XP_038400212.1
OG0006519	XP_005666291.1	XP_038400240.1, XP_038400239.1
OG0006520	NP_001106158.1, XP_020953527.1	XP_038444159.1, XP_038400252.1
OG0006521	XP_020954854.1	XP_038400271.1
OG0006522	XP_001927828.4	XP_038400310.1
OG0006524	NP_001231086.1	XP_038400548.1, XP_038407536.1, XP_038412433.1
OG0006525	XP_020957076.1	XP_038400584.1
OG0006526	XP_020957192.1	XP_038400597.1
OG0006527	XP_013848847.1	XP_038400600.1
OG0006528	XP_020934411.1	XP_038400686.1
OG0006529	XP_013841351.2	XP_038400776.1, XP_038400777.1
OG0006531	XP_020920281.1	XP_038400801.1
OG0006532	XP_005660096.2	XP_038400836.1
OG0006533	XP_020955572.1	XP_038400848.1
OG0006534	XP_001926490.2	XP_038400864.1
OG0006535	XP_005666373.1	XP_038400886.1
OG0006536	XP_020955051.1	XP_038400949.1
OG0006537	XP_001925126.6	XP_038400986.1
OG0006538	XP_020955733.1, XP_003128673.2, XP_020955735.1	XP_038401020.1, XP_038401019.1
OG0006539	XP_003128671.1	XP_038401022.1
OG0006540	XP_005666404.1	XP_038401150.1
OG0006541	XP_001929141.1	XP_038401169.1
OG0006542	XP_003356794.1	XP_038401195.1
OG0006543	XP_005666412.1, NP_999363.1	XP_038401266.1
OG0006544	XP_020955307.1	XP_038401529.1, XP_038401528.1
OG0006545	XP_020955312.1	XP_038401535.1
OG0006547	XP_020955589.1	XP_038401903.1
OG0006548	XP_020921744.1, NP_001274343.1	XP_038401959.1
OG0006549	XP_020923996.1	XP_038401996.1
OG0006550	XP_020922486.1	XP_038402022.1
OG0006551	XP_020922670.1	XP_038402061.1
OG0006552	XP_020922673.1	XP_038402063.1
OG0006553	XP_020923184.1	XP_038402082.1
OG0006554	XP_020923727.1	XP_038402271.1
OG0006555	XP_020922218.1, XP_020922219.1	XP_038402435.1
OG0006556	XP_020922374.1	XP_038402702.1
OG0006557	NP_001182263.1	XP_038402751.1, XP_038423414.1
OG0006558	XP_003131395.3	XP_038403016.1
OG0006559	NP_001231614.1	XP_038403078.1
OG0006560	XP_020922575.1, XP_003483023.2	XP_038403113.1
OG0006561	NP_999049.1	XP_038403306.1
OG0006562	NP_001157985.1, XP_005653969.1	XP_038403339.1
OG0006563	XP_020922719.1	XP_038403390.1
OG0006564	XP_005654071.2	XP_038403436.1
OG0006565	XP_003131579.1	XP_038403455.1
OG0006566	XP_020922845.1	XP_038403587.1
OG0006567	XP_020921826.1, NP_001302709.1	XP_038403756.1
OG0006568	XP_020922931.1	XP_038403794.1
OG0006569	XP_020922932.1	XP_038403803.1
OG0006570	XP_020922933.1	XP_038403810.1
OG0006571	XP_020921984.1, XP_003131697.1	XP_038403825.1
OG0006572	XP_003131719.1	XP_038403894.1
OG0006573	XP_020923813.1	XP_038403904.1
OG0006574	NP_001106913.1	XP_038404030.1, XP_038404028.1, XP_038404027.1, XP_038404029.1
OG0006575	XP_020923075.1	XP_038404045.1
OG0006576	NP_001182049.1, XP_020921729.1	XP_038404082.1
OG0006577	XP_020923136.1	XP_038404163.1, XP_038404162.1
OG0006579	XP_003131865.2	XP_038404369.1
OG0006580	XP_020936728.1	XP_038404520.1
OG0006581	XP_020936741.1	XP_038404527.1
OG0006582	XP_020936694.1	XP_038404634.1
OG0006583	XP_020936816.1	XP_038404711.1
OG0006584	XP_005660591.1	XP_038404833.1
OG0006585	XP_013842495.1	XP_038404865.1
OG0006586	XP_020926285.1	XP_038404879.1
OG0006587	NP_001001644.1	XP_038404885.1
OG0006588	XP_003122298.1	XP_038404913.1
OG0006589	XP_020924649.1	XP_038405237.1
OG0006590	XP_003481684.2	XP_038405487.1
OG0006591	XP_003126304.1	XP_038405529.1
OG0006592	XP_005655680.1	XP_038405573.1
OG0006593	XP_005663961.2	XP_038405671.1
OG0006594	XP_013853109.2	XP_038405701.1
OG0006595	XP_003355542.1	XP_038405726.1
OG0006596	NP_001116569.1	XP_038405744.1, XP_038413538.1
OG0006597	XP_013847609.1	XP_038405747.1
OG0006598	XP_020947599.1	XP_038405813.1
OG0006599	XP_020947636.1	XP_038405919.1
OG0006600	XP_003126431.3	XP_038405946.1
OG0006601	NP_001193292.1	XP_038406011.1
OG0006602	XP_005653224.1, NP_001193304.1	XP_038406019.1
OG0006603	NP_001193301.1, XP_020946703.1	XP_038406039.1
OG0006604	XP_003126831.4	XP_038406111.1
OG0006605	XP_020947020.1	XP_038406131.1
OG0006606	XP_020947035.1	XP_038406137.1
OG0006607	NP_001139598.1, XP_020946506.1	XP_038406198.1
OG0006608	XP_003126031.6	XP_038406218.1
OG0006609	XP_020947094.1	XP_038406261.1
OG0006610	XP_020947159.1	XP_038406547.1
OG0006611	XP_020937136.1, XP_020937137.1	XP_038406671.1
OG0006612	XP_020948284.1	XP_038406732.1
OG0006613	XP_020942777.1	XP_038406822.1
OG0006614	NP_001230292.2, XP_020941428.1	XP_038406856.1
OG0006615	XP_020942824.1	XP_038406918.1
OG0006616	XP_020942827.1, XP_020942826.1, XP_020942828.1	XP_038406920.1
OG0006617	NP_001302551.1, XP_003124955.1	XP_038406998.1
OG0006618	XP_003124958.1	XP_038407007.1
OG0006619	XP_020941414.1, NP_001230366.1	XP_038407077.1
OG0006620	NP_001231870.1, XP_020941329.1	XP_038407081.1
OG0006621	XP_003125198.5	XP_038407186.1
OG0006622	XP_020943508.1, XP_020943509.1	XP_038407282.1, XP_038416693.1
OG0006623	NP_999039.1	XP_038407344.1
OG0006624	XP_020943101.1	XP_038407382.1
OG0006625	XP_020941519.1, NP_999416.1	XP_038407476.1
OG0006626	XP_020948761.1	XP_038407495.1
OG0006627	XP_020941545.1, NP_999614.1	XP_038407511.1
OG0006628	XP_020939067.1	XP_038407615.1
OG0006629	NP_001193332.1	XP_038407872.1
OG0006630	XP_005661651.1, XP_003123925.1, XP_013850511.1	XP_038407900.1
OG0006631	NP_001008689.1	XP_038408124.1
OG0006632	XP_020940494.1	XP_038408216.1
OG0006633	XP_005661752.1	XP_038408243.1
OG0006634	XP_005660246.2, NP_001116692.1	XP_038408697.1
OG0006635	XP_003480599.1	XP_038408755.1
OG0006636	XP_020921811.1	XP_038408793.1, XP_038408795.1, XP_038408794.1
OG0006637	XP_020921871.1	XP_038408806.1
OG0006638	XP_005660327.2, NP_001033728.1	XP_038408852.1
OG0006639	XP_020922401.1	XP_038408877.1
OG0006640	NP_001304009.1	XP_038408927.1
OG0006641	NP_001026952.2	XP_038408963.1
OG0006642	XP_020943300.1, NP_001191110.1	XP_038408997.1
OG0006643	XP_013849204.1, NP_001231356.1	XP_038409068.1
OG0006644	XP_013849239.2	XP_038409132.1
OG0006645	XP_020933656.1, NP_001302593.1	XP_038409163.1
OG0006646	XP_005665555.1	XP_038414322.1, XP_038409212.1
OG0006647	XP_001927521.4	XP_038409274.1, XP_038409273.1, XP_038409213.1
OG0006648	XP_020921570.1	XP_038409217.1
OG0006649	XP_003122079.1	XP_038409221.1
OG0006650	NP_001106531.1, XP_020953528.1	XP_038409240.1
OG0006651	XP_005665797.1	XP_038430446.1
OG0006652	NP_001108147.1	XP_038409420.1
OG0006653	XP_005665856.1, NP_001095288.1	XP_038409504.1
OG0006654	NP_001095291.1, XP_013833086.1	XP_038409513.1, XP_038409514.1
OG0006655	NP_001116676.1, XP_020953986.1	XP_038409527.1
OG0006656	XP_013833103.1, NP_001116583.1	XP_038409545.1
OG0006657	XP_020954128.1	XP_038409582.1
OG0006658	XP_001927916.1	XP_038409665.1
OG0006659	NP_001177120.1	XP_038409711.1, XP_038409712.1
OG0006660	XP_005665969.1	XP_038409776.1
OG0006661	XP_003356665.3	XP_038409780.1
OG0006662	XP_020954297.1	XP_038409787.1
OG0006663	XP_020953648.1	XP_038409833.1
OG0006664	NP_001230433.1, XP_020953699.1	XP_038409932.1
OG0006665	XP_020954395.1	XP_038410057.1
OG0006666	XP_001929339.3	XP_038410064.1, XP_038410063.1
OG0006667	XP_005666089.1, NP_001232909.1	XP_038410097.1
OG0006668	XP_020955515.1	XP_038410153.1
OG0006669	XP_013833469.2	XP_038410188.1
OG0006670	XP_020953690.1, NP_001304012.1	XP_038410192.1
OG0006671	XP_013833223.1	XP_038410291.1
OG0006672	XP_020928492.1	XP_038410366.1
OG0006673	XP_013848273.2	XP_038410469.1
OG0006674	XP_020947953.1	XP_038410476.1
OG0006675	XP_020947917.1	XP_038410495.1
OG0006676	XP_003123372.1	XP_038410498.1, XP_038423086.1
OG0006677	XP_020938559.1, NP_001116691.1	XP_038410533.1
OG0006678	XP_020946015.1	XP_038410732.1
OG0006679	XP_020928995.1	XP_038410739.1, XP_038410740.1
OG0006680	NP_001004050.1, XP_020939260.1	XP_038410753.1
OG0006681	XP_020946129.1	XP_038410769.1
OG0006682	XP_020946462.1	XP_038410821.1
OG0006683	XP_001925353.2	XP_038410927.1
OG0006684	XP_001925827.2	XP_038410938.1
OG0006685	XP_001928235.1	XP_038410940.1
OG0006686	XP_020926661.1	XP_038437462.1
OG0006687	XP_003127843.1	XP_038411019.1, XP_038413767.1
OG0006688	XP_003481423.1	XP_038411067.1
OG0006689	XP_003125579.1, NP_001302735.1	XP_038411242.1
OG0006690	XP_020944593.1	XP_038411429.1
OG0006691	XP_020944453.1	XP_038411583.1
OG0006692	XP_020944450.1	XP_038411592.1
OG0006693	XP_020946117.1	XP_038411676.1
OG0006694	XP_020944356.1, NP_999216.1	XP_038411752.1
OG0006695	XP_013851856.1	XP_038411775.1
OG0006696	XP_020946182.1	XP_038411780.1
OG0006697	XP_001925315.1	XP_038411781.1
OG0006698	XP_003125485.1	XP_038411793.1
OG0006699	XP_005656292.2, NP_001230476.1	XP_038411856.1
OG0006700	NP_001231397.1, XP_020953951.1	XP_038411857.1
OG0006701	XP_020956015.1, NP_001231272.1, NP_001231273.1	XP_038411880.1
OG0006702	XP_005666692.1	XP_038411968.1
OG0006703	XP_003482429.2	XP_038412012.1
OG0006704	XP_003129120.2	XP_038412211.1, XP_038412212.1, XP_038420435.1
OG0006706	XP_020939039.1	XP_038412344.1
OG0006707	XP_003354214.3	XP_038412376.1
OG0006708	XP_020934480.1	XP_038412395.1
OG0006709	XP_020934184.1, NP_001231105.1	XP_038412403.1
OG0006710	XP_003134728.1	XP_038412482.1
OG0006711	XP_020934568.1	XP_038412532.1
OG0006712	XP_003130265.3	XP_038412596.1
OG0006713	XP_020958021.1	XP_038412681.1
OG0006714	NP_001240753.1, XP_020957837.1	XP_038412696.1
OG0006715	XP_003130212.1	XP_038412812.1
OG0006716	XP_020919047.1	XP_038412821.1, XP_038412819.1, XP_038412822.1, XP_038412820.1
OG0006717	XP_020934492.1	XP_038413099.1
OG0006718	NP_001231456.1	XP_038413147.1
OG0006719	NP_001107749.1	XP_038413152.1
OG0006720	XP_020934115.1	XP_038413160.1
OG0006721	XP_013846296.1	XP_038413242.1
OG0006722	XP_020934734.1	XP_038413266.1
OG0006723	XP_005673261.1, NP_001231829.1	XP_038413414.1
OG0006724	XP_013841132.1, XP_005673269.1	XP_038413443.1, XP_038413442.1, XP_038413444.1
OG0006725	XP_020955718.1	XP_038413524.1
OG0006726	XP_003130329.3	XP_038415544.1, XP_038413530.1
OG0006727	XP_001927163.3	XP_038413535.1, XP_038413534.1
OG0006728	XP_005665266.1	XP_038413848.1
OG0006729	XP_005665476.1	XP_038413943.1
OG0006730	XP_020948941.1, NP_001171388.1	XP_038414033.1
OG0006731	XP_020952336.1	XP_038414035.1
OG0006732	XP_003482142.4	XP_038414065.1
OG0006733	XP_020952416.1	XP_038414182.1
OG0006734	XP_020952441.1	XP_038414214.1
OG0006735	XP_005656370.2	XP_038414335.1
OG0006736	XP_020954951.1	XP_038414392.1
OG0006737	XP_003126804.1	XP_038414441.1
OG0006738	XP_020948471.1	XP_038414455.1
OG0006739	NP_001230564.1, XP_005655775.1	XP_038414549.1
OG0006740	XP_003126763.1	XP_038414595.1
OG0006741	XP_003126756.1	XP_038414598.1
OG0006742	XP_020948293.1	XP_038414800.1
OG0006743	NP_001171398.1	XP_038414823.1
OG0006744	NP_001231849.1, XP_020956012.1	XP_038415006.1
OG0006745	XP_020956144.1, NP_001001545.1	XP_038415019.1
OG0006746	XP_003483448.3	XP_038429589.1, XP_038415161.1
OG0006747	NP_001005156.1	XP_038415176.1
OG0006748	XP_020934554.1	XP_038415225.1
OG0006749	NP_001302503.1	XP_038415265.1
OG0006750	XP_020934850.1	XP_038415285.1
OG0006751	XP_020934852.1	XP_038415303.1
OG0006752	XP_003134668.2	XP_038415350.1
OG0006753	NP_999501.1, XP_013841040.1	XP_038415370.1, XP_038415371.1
OG0006754	NP_001272899.1, XP_020934147.1	XP_038415391.1, XP_038415392.1
OG0006755	XP_003134698.1	XP_038415395.1
OG0006756	XP_003123646.3	XP_038415410.1
OG0006757	XP_005667826.1	XP_038415537.1
OG0006758	XP_020934580.1, XP_020934579.1, XP_020934578.1, XP_005657770.1	XP_038415622.1
OG0006759	XP_020934286.1	XP_038415724.1
OG0006760	XP_020933697.1	XP_038415870.1
OG0006761	NP_999122.1	XP_038415935.1
OG0006762	NP_001231556.1	XP_038415954.1
OG0006763	XP_020931441.1	XP_038416084.1
OG0006764	XP_005671863.1	XP_038416089.1
OG0006765	XP_020932806.1, NP_001103890.1	XP_038416191.1
OG0006766	XP_005671779.1	XP_038416301.1
OG0006767	XP_005671778.2	XP_038416303.1
OG0006768	XP_013839506.1	XP_038416318.1
OG0006769	XP_001927367.2	XP_038416403.1
OG0006770	XP_005671724.1, NP_001171394.1	XP_038416428.1
OG0006771	NP_001033054.1	XP_038416632.1
OG0006772	XP_020943523.1	XP_038416660.1
OG0006773	XP_020943501.1	XP_038416699.1
OG0006774	XP_003125390.1	XP_038416754.1, XP_038416753.1
OG0006775	XP_020943445.1	XP_038416814.1, XP_038416815.1
OG0006776	XP_003125411.1	XP_038416830.1
OG0006777	XP_020941183.1	XP_038416881.1
OG0006778	XP_020919098.1, XP_020943351.1, XP_020943350.1	XP_038417001.1
OG0006779	XP_003481316.3	XP_038417032.1
OG0006780	XP_020943319.1	XP_038417124.1, XP_038417125.1, XP_038417123.1
OG0006781	XP_013851673.2	XP_038417188.1
OG0006782	XP_003125258.1	XP_038417243.1
OG0006783	XP_005662644.1	XP_038417275.1
OG0006784	XP_020942718.1	XP_038417325.1
OG0006785	XP_020941411.1, NP_001230562.1	XP_038417348.1
OG0006786	XP_020942690.1	XP_038417364.1
OG0006787	XP_020942685.1	XP_038417377.1
OG0006788	XP_005662332.1	XP_038417395.1
OG0006789	XP_003354790.1	XP_038417498.1
OG0006790	XP_020942970.1	XP_038417547.1
OG0006791	NP_001302595.1	XP_038417650.1
OG0006792	XP_003125055.4	XP_038417671.1
OG0006793	XP_013851515.1, XP_003481234.1	XP_038417719.1
OG0006794	XP_003481532.1	XP_038417766.1
OG0006795	XP_005663606.1	XP_038417796.1
OG0006796	XP_001929392.3	XP_038417809.1
OG0006797	XP_013852689.1	XP_038417813.1
OG0006798	XP_003355276.1	XP_038417851.1
OG0006799	XP_020945627.1, NP_999545.1	XP_038417854.1
OG0006800	XP_001926798.4, NP_001116634.1	XP_038417883.1, XP_038417859.1, XP_038418336.1
OG0006801	XP_003481520.1	XP_038417944.1
OG0006802	XP_005663543.1	XP_038418074.1
OG0006803	XP_020938270.1	XP_038418420.1
OG0006804	XP_003122536.1	XP_038418435.1
OG0006805	XP_003357559.1	XP_038418621.1, XP_038418462.1
OG0006806	XP_020935004.1	XP_038418555.1
OG0006807	XP_020934800.1	XP_038418572.1
OG0006808	XP_020919236.1	XP_038418608.1
OG0006809	XP_020919229.1	XP_038418611.1
OG0006810	XP_020958259.1	XP_038418629.1, XP_038418631.1, XP_038418630.1
OG0006811	NP_001129435.1	XP_038418700.1
OG0006812	NP_001231937.1	XP_038418708.1
OG0006813	XP_003124271.1	XP_038418811.1
OG0006814	NP_001090897.1, XP_020931909.1	XP_038418888.1
OG0006815	NP_001230572.1, XP_005661047.1	XP_038418956.1
OG0006816	XP_003122755.2	XP_038419120.1, XP_038419121.1, XP_038419123.1, XP_038419119.1, XP_038419118.1
OG0006817	XP_020938694.1	XP_038419162.1
OG0006818	XP_003353925.2	XP_038419201.1
OG0006819	XP_020938733.1	XP_038419207.1, XP_038419208.1
OG0006820	NP_001231481.1, XP_013849788.1	XP_038419326.1
OG0006821	XP_013849816.2	XP_038419328.1
OG0006822	XP_005661020.2	XP_038419390.1
OG0006823	XP_020938803.1	XP_038419416.1
OG0006824	XP_020938167.1	XP_038419488.1
OG0006825	XP_020938319.1	XP_038419559.1
OG0006826	XP_003122503.2	XP_038419665.1
OG0006827	XP_005660690.1	XP_038419682.1
OG0006828	XP_003122539.1	XP_038419758.1
OG0006829	XP_020938464.1, XP_003480720.1	XP_038419769.1
OG0006830	NP_001107753.1	XP_038419843.1
OG0006831	XP_003480725.1	XP_038419895.1, XP_038419894.1
OG0006832	XP_013849560.1, XP_003122586.1	XP_038419898.1
OG0006833	XP_005660781.1	XP_038419954.1
OG0006834	XP_003122599.2	XP_038419956.1
OG0006835	XP_013849609.2	XP_038420046.1
OG0006836	XP_020938558.1	XP_038420099.1
OG0006837	XP_003129225.4	XP_038420469.1
OG0006838	XP_020957249.1	XP_038420557.1
OG0006840	XP_003133306.1	XP_038421115.1
OG0006841	XP_003359765.2	XP_038421121.1
OG0006842	XP_013852782.1	XP_038421137.1
OG0006843	XP_020924783.1	XP_038421201.1
OG0006844	XP_005654762.1	XP_038421274.1
OG0006845	XP_020924420.1	XP_038421286.1
OG0006846	XP_020939914.1, XP_020939926.1	XP_038421322.1
OG0006847	NP_001247408.1, XP_020924079.1	XP_038421512.1, XP_038421513.1
OG0006848	XP_020925006.1	XP_038421534.1
OG0006849	XP_020925005.1	XP_038421545.1
OG0006850	XP_020925002.1	XP_038421547.1
OG0006851	XP_001928927.2	XP_038421629.1, XP_038421630.1
OG0006852	NP_001136305.1, XP_020923980.1	XP_038421701.1
OG0006853	XP_020926709.1	XP_038421708.1
OG0006854	XP_013837355.1	XP_038421755.1
OG0006855	XP_005669774.2	XP_038421819.1
OG0006856	XP_020924655.1	XP_038422042.1
OG0006857	XP_013837162.1	XP_038422331.1
OG0006858	XP_013837146.1	XP_038422345.1
OG0006859	XP_003132266.1	XP_038422358.1
OG0006860	XP_020924397.1	XP_038422365.1
OG0006861	XP_020926319.1	XP_038422391.1
OG0006862	XP_003132231.1	XP_038422476.1
OG0006863	XP_020924295.1	XP_038422607.1
OG0006864	XP_005654976.1	XP_038422663.1
OG0006865	XP_003123564.1	XP_038422733.1
OG0006867	XP_005654955.1	XP_038422789.1
OG0006868	XP_003123548.1	XP_038422805.1
OG0006869	XP_020939232.1	XP_038422854.1, XP_038422853.1
OG0006870	XP_013850083.2	XP_038422899.1
OG0006871	NP_999500.1, XP_005661255.1	XP_038422918.1
OG0006872	XP_020939349.1	XP_038422963.1
OG0006873	XP_003123395.1	XP_038423014.1
OG0006874	XP_003123376.1	XP_038423053.1
OG0006875	XP_005652945.3	XP_038423054.1
OG0006876	XP_003123366.1	XP_038423081.1
OG0006877	XP_003123371.1	XP_038423088.1
OG0006878	NP_001231527.1, XP_005654813.1	XP_038423128.1
OG0006879	NP_001116551.1, XP_005654869.1	XP_038423237.1
OG0006880	XP_020939440.1	XP_038423292.1
OG0006881	XP_003123199.2	XP_038423374.1
OG0006882	XP_020931935.1, NP_001138689.1	XP_038423393.1
OG0006883	XP_020939664.1	XP_038423540.1
OG0006884	XP_020939710.1	XP_038423647.1
OG0006885	XP_003123108.1	XP_038423698.1
OG0006886	XP_020939927.1	XP_038423954.1
OG0006887	NP_999572.1	XP_038423958.1
OG0006888	XP_020932343.1, NP_001116558.1	XP_038423997.1
OG0006889	XP_020917882.1, XP_020918015.1	XP_038424102.1, XP_038424043.1, XP_038424041.1, XP_038424042.1
OG0006890	XP_003122955.1	XP_038437653.1, XP_038424058.1
OG0006891	XP_013844953.2	XP_038424074.1
OG0006892	XP_020918023.1, XP_020958329.1	XP_038424097.1
OG0006893	XP_020938910.1	XP_038424121.1
OG0006894	XP_003482645.1	XP_038424225.1
OG0006895	NP_001106917.1	XP_038424276.1
OG0006896	XP_020918270.1	XP_038424283.1
OG0006897	XP_003482629.1	XP_038424304.1
OG0006898	XP_013834646.1	XP_038424389.1
OG0006899	XP_003129736.3	XP_038424426.1
OG0006900	XP_005667223.1	XP_038424433.1
OG0006901	XP_020918216.1, XP_020919594.1	XP_038424450.1
OG0006902	XP_020918192.1	XP_038424778.1, XP_038424506.1
OG0006903	XP_005653698.1, NP_001124446.1	XP_038424756.1
OG0006904	XP_013849947.2	XP_038425137.1
OG0006905	XP_020938638.1	XP_038425231.1
OG0006906	XP_020938633.1	XP_038425250.1
OG0006907	XP_013834737.2	XP_038425261.1
OG0006908	XP_020921550.1	XP_038425317.1
OG0006909	XP_005652397.2	XP_038425425.1
OG0006910	NP_001127819.1, XP_020920772.1	XP_038425662.1
OG0006911	XP_001926612.1	XP_038425784.1
OG0006912	XP_020921440.1	XP_038425790.1
OG0006913	XP_020921476.1	XP_038425833.1
OG0006914	XP_020921525.1	XP_038425887.1
OG0006915	XP_020957533.1	XP_038438217.1
OG0006916	NP_001230350.1	XP_038425977.1
OG0006917	XP_005653887.1	XP_038425991.1
OG0006918	NP_001038057.1	XP_038426028.1
OG0006919	XP_020921643.1	XP_038426058.1
OG0006920	XP_003358647.1	XP_038426119.1
OG0006921	XP_013837577.2	XP_038426123.1
OG0006922	XP_005657124.1, XP_020927385.1, XP_003358435.1, XP_020927384.1	XP_038426181.1
OG0006923	XP_005652447.1	XP_038426330.1
OG0006924	XP_003132153.5	XP_038444769.1, XP_038426397.1
OG0006925	XP_020927337.1	XP_038426400.1
OG0006926	NP_001137400.1	XP_038426418.1
OG0006927	XP_005669452.1, NP_999201.1	XP_038426487.1
OG0006928	XP_020925336.1, XP_020925337.1	XP_038426682.1
OG0006929	XP_020926998.1	XP_038426722.1
OG0006930	XP_020925115.1	XP_038426780.1
OG0006931	XP_020926781.1, XP_020926780.1, XP_020926782.1	XP_038426889.1
OG0006932	XP_003358619.3	XP_038426940.1
OG0006933	XP_003132530.1	XP_038427126.1
OG0006934	NP_001231076.1	XP_038427213.1
OG0006935	XP_013840697.2	XP_038427297.1
OG0006936	XP_003134532.1	XP_038427312.1
OG0006937	XP_020933613.1	XP_038427469.1
OG0006938	XP_020932872.1	XP_038427621.1
OG0006939	XP_003134359.3	XP_038427632.1
OG0006940	XP_020933047.1	XP_038427661.1
OG0006941	XP_020933236.1	XP_038427677.1
OG0006942	NP_001177141.1	XP_038427678.1
OG0006943	NP_001231414.1, XP_005672834.1	XP_038427697.1
OG0006944	XP_020932924.1, NP_001231234.1	XP_038427716.1
OG0006945	XP_003134389.2	XP_038427769.1
OG0006946	XP_020933500.1	XP_038427846.1
OG0006947	XP_005672882.2	XP_038427876.1, XP_038427877.1
OG0006948	NP_001335829.1, XP_013840728.1	XP_038427899.1
OG0006949	XP_020933638.1	XP_038427927.1, XP_038427926.1
OG0006950	XP_020932881.1, NP_001172065.1	XP_038427991.1
OG0006951	NP_001231554.1	XP_038428022.1
OG0006952	NP_001090931.2	XP_038428079.1
OG0006953	XP_020933786.1	XP_038428095.1, XP_038445518.1
OG0006954	XP_020933548.1	XP_038428126.1
OG0006955	XP_020933560.1	XP_038428139.1
OG0006956	XP_005672969.1, NP_001230295.1	XP_038428144.1
OG0006957	NP_001279034.1, XP_020932880.1	XP_038428168.1
OG0006958	XP_020932875.1, NP_999106.1	XP_038428192.1
OG0006959	XP_020933799.1	XP_038428217.1
OG0006960	XP_005672984.1, NP_001152779.1	XP_038428222.1
OG0006961	XP_020933791.1	XP_038428228.1
OG0006962	XP_020934047.1	XP_038428245.1
OG0006963	NP_001231398.1	XP_038428287.1
OG0006964	XP_005673008.1, NP_001038036.1	XP_038428319.1
OG0006965	XP_020933636.1	XP_038428329.1
OG0006966	XP_020933637.1	XP_038428331.1
OG0006967	XP_013840856.1	XP_038428358.1
OG0006969	XP_003484024.2	XP_038428434.1
OG0006970	NP_001230144.1	XP_038428478.1, XP_038428476.1, XP_038428477.1
OG0006971	XP_020932946.1, NP_999383.1	XP_038428497.1
OG0006972	XP_020933614.1	XP_038428501.1
OG0006973	NP_999240.2	XP_038428558.1
OG0006974	NP_001116632.1	XP_038428559.1
OG0006975	NP_001098782.1	XP_038428605.1
OG0006976	NP_001116620.1, XP_013840961.1	XP_038428658.1
OG0006977	XP_003127524.2	XP_038428804.1
