Orthogroup	Sus_scrofa	Urocitellus_parryii
OG0005142	XP_020933012.1	XP_026238964.1
OG0005143	XP_001925792.3	XP_026239040.1
OG0005144	XP_003360037.3	XP_026238962.1
OG0005145	XP_005654304.1	XP_026246805.1
OG0005146	NP_001108146.1	XP_026246800.1
OG0005147	XP_005673110.1, NP_001116671.1	XP_026268021.1
OG0005148	NP_001116559.1, XP_005673122.2	XP_026268019.1
OG0005149	XP_020933815.1	XP_026264145.1
OG0005150	XP_020933417.1	XP_026269287.1
OG0005151	XP_020933213.1, XP_020933211.1, XP_020933212.1	XP_026269254.1
OG0005152	XP_020934040.1	XP_026269285.1
OG0005153	XP_020931123.1, XP_005672420.1, XP_005672423.1, XP_020931124.1	XP_026237633.1
OG0005154	XP_001928663.1	XP_026245363.1
OG0005156	XP_005668423.2	XP_026264533.1
OG0005157	XP_020921110.1	XP_026250723.1, XP_026250722.1
OG0005158	XP_020929863.1, XP_003132883.1	XP_026245518.1
OG0005159	NP_001231424.1	XP_026254655.1
OG0005160	XP_020930091.1	XP_026254691.1
OG0005161	NP_001001641.1	XP_026254638.1
OG0005162	XP_001928170.1	XP_026254677.1
OG0005163	XP_020928659.1	XP_026253273.1
OG0005164	XP_013845697.2	XP_026253305.1
OG0005165	NP_001231418.1, XP_020930260.1	XP_026265335.1
OG0005166	XP_020930759.1	XP_026252059.1
OG0005167	XP_005657644.2	XP_026252079.1
OG0005168	XP_020931285.1	XP_026268527.1
OG0005169	NP_998943.1, XP_020930324.1	XP_026237747.1
OG0005170	XP_020928191.1	XP_026257472.1
OG0005172	XP_013838241.2	XP_026258799.1
OG0005173	XP_020928890.1	XP_026241853.1
OG0005174	XP_020928493.1	XP_026241879.1
OG0005175	XP_005670719.1, NP_001230550.1	XP_026259178.1
OG0005176	XP_020927954.1, XP_020927955.1	XP_026268331.1
OG0005177	XP_013838587.1	XP_026268289.1
OG0005178	NP_001230384.1, XP_005670991.1	XP_026257544.1
OG0005179	XP_005664186.1, NP_001025706.1	XP_026269641.1
OG0005181	NP_001231608.1, XP_020946645.1	XP_026235098.1
OG0005182	XP_003126531.3	XP_026266662.1
OG0005183	XP_020947984.1	XP_026265075.1, XP_026265077.1, XP_026265074.1
OG0005184	XP_005664117.1	XP_026269944.1
OG0005185	XP_005655708.1, NP_001230861.1	XP_026235664.1
OG0005186	NP_001106163.1	XP_026257221.1
OG0005187	NP_001090883.1, XP_020946767.1	XP_026256460.1
OG0005188	XP_020947359.1	XP_026254477.1
OG0005189	XP_013841684.2	XP_026254597.1
OG0005190	XP_003126240.1	XP_026254613.1
OG0005191	NP_999222.1, XP_020927762.1	XP_026253183.1, XP_026253182.1
OG0005192	XP_001926893.1	XP_026263711.1, XP_026263712.1
OG0005193	XP_013839147.1	XP_026256915.1
OG0005194	XP_001929192.4	XP_026256953.1
OG0005195	NP_001230614.1, XP_020927680.1	XP_026256963.1
OG0005196	XP_001927262.2	XP_026256907.1
OG0005197	XP_020927688.1, NP_001230619.1	XP_026244992.1
OG0005198	XP_020929373.1	XP_026244984.1
OG0005199	XP_005671630.1	XP_026240019.1
OG0005200	XP_020929397.1	XP_026239976.1, XP_026240107.1
OG0005201	XP_005653119.1, NP_001230609.1	XP_026250196.1
OG0005202	XP_001926210.1	XP_026263540.1
OG0005203	XP_020944792.1	XP_026239711.1
OG0005204	XP_013852094.2	XP_026240409.1
OG0005205	XP_005659808.1	XP_026248736.1
OG0005206	XP_001925589.5	XP_026247452.1
OG0005207	XP_020949914.1	XP_026240603.1
OG0005209	NP_001231926.1	XP_026240688.1
OG0005210	XP_020949401.1	XP_026240677.1
OG0005211	XP_020955734.1, XP_020955729.1	XP_026240699.1
OG0005212	XP_020954735.1	XP_026243564.1
OG0005213	XP_020954701.1	XP_026243508.1
OG0005214	XP_020927042.1	XP_026267394.1
OG0005215	XP_020926540.1	XP_026251956.1, XP_026251955.1
OG0005216	XP_003132811.2	XP_026236154.1
OG0005217	XP_020926677.1, XP_020926678.1	XP_026235215.1
OG0005218	XP_003359028.1	XP_026265881.1
OG0005219	XP_020926717.1	XP_026265890.1
OG0005220	XP_003482499.3, XP_020956359.1, XP_020956360.1	XP_026237531.1
OG0005221	XP_020957338.1	XP_026235313.1
OG0005222	XP_020956407.1	XP_026260977.1
OG0005225	XP_003482460.2, XP_005666813.2	XP_026264251.1
OG0005226	XP_020926407.1	XP_026249780.1
OG0005227	XP_020925726.1	XP_026256083.1
OG0005228	XP_003358921.1	XP_026261062.1, XP_026261061.1
OG0005229	XP_003132744.2	XP_026259340.1
OG0005230	XP_020925930.1	XP_026249985.1
OG0005231	XP_020935815.1, XP_020925816.1	XP_026250141.1, XP_026250150.1, XP_026250133.1
OG0005232	XP_013837778.2, XP_005670156.2, XP_005670155.2	XP_026234994.1, XP_026234995.1
OG0005233	XP_003134197.2	XP_026252862.1
OG0005234	XP_001927220.2	XP_026238720.1
OG0005235	XP_020924254.1, NP_001233182.1	XP_026245146.1
OG0005236	XP_020925400.1	XP_026265798.1
OG0005237	XP_020925427.1	XP_026250756.1
OG0005238	XP_020925455.1	XP_026250782.1
OG0005239	XP_020925457.1, XP_020925458.1	XP_026250787.1
OG0005240	XP_001927665.3	XP_026238319.1
OG0005241	XP_020955873.1	XP_026257967.1, XP_026257968.1
OG0005242	XP_020955875.1	XP_026257964.1
OG0005243	XP_013832927.2	XP_026263490.1
OG0005244	XP_001928071.1	XP_026263446.1
OG0005245	XP_013833024.1	XP_026271089.1
OG0005246	XP_003359565.1	XP_026257264.1
OG0005247	XP_020930417.1	XP_026257232.1
OG0005248	XP_013839699.2	XP_026245306.1
OG0005250	XP_003133561.2	XP_026247798.1, XP_026247796.1, XP_026247795.1, XP_026247797.1
OG0005251	XP_003483749.1	XP_026244813.1
OG0005252	XP_020931903.1	XP_026258142.1
OG0005253	NP_001177168.1	XP_026246170.1
OG0005254	NP_001231587.1, NP_001231586.1	XP_026246171.1
OG0005255	XP_020931968.1, XP_020931969.1	XP_026246222.1
OG0005256	XP_005667590.1, NP_001231166.1	XP_026243156.1
OG0005257	XP_005667591.1, NP_001230596.1	XP_026243185.1
OG0005258	XP_020945145.1	XP_026265294.1
OG0005259	XP_003125707.2	XP_026236375.1
OG0005260	XP_003125703.1, XP_020945194.1, XP_003125702.1	XP_026236389.1
OG0005261	XP_001928360.1	XP_026237622.1
OG0005262	XP_020945225.1	XP_026263751.1
OG0005263	XP_005663265.1	XP_026263789.1
OG0005264	XP_020935154.1, NP_999223.1	XP_026258671.1
OG0005266	XP_001925262.4	XP_026250926.1, XP_026250927.1
OG0005267	XP_020935164.1, NP_999352.1	XP_026250968.1
OG0005268	XP_013841413.1	XP_026261236.1
OG0005269	XP_020936267.1	XP_026263219.1
OG0005270	XP_005673713.2	XP_026263202.1
OG0005271	XP_003135157.1	XP_026263216.1
OG0005272	XP_001926267.5	XP_026268908.1
OG0005273	XP_003135335.1	XP_026258651.1
OG0005274	XP_020935660.1	XP_026252583.1
OG0005275	XP_005673886.1, NP_001090928.1	XP_026252581.1
OG0005276	XP_001927391.1	XP_026264843.1
OG0005277	XP_003135374.2, XP_005666622.1	XP_026235348.1
OG0005278	XP_020936331.1, XP_003135406.2, XP_020936329.1, XP_020936332.1, XP_020936330.1	XP_026268478.1
OG0005279	NP_001116649.1, XP_005673954.1	XP_026269601.1
OG0005280	XP_013846455.1	XP_026248006.1
OG0005281	XP_003135515.1	XP_026259306.1
OG0005282	XP_020935333.1	XP_026268572.1
OG0005283	XP_020935774.1	XP_026259324.1
OG0005285	NP_001231153.1	XP_026249207.1, XP_026253052.1
OG0005286	XP_001924750.5	XP_026236903.1
OG0005287	XP_020951996.1, XP_020951995.1	XP_026236896.1
OG0005288	XP_003482313.1, XP_013833714.1	XP_026267820.1
OG0005289	XP_020955615.1	XP_026267775.1
OG0005290	XP_020950780.1, XP_020953237.1	XP_026236303.1, XP_026236304.1
OG0005298	NP_001231141.1	XP_026249855.1, XP_026249856.1
OG0005299	NP_001137588.1	XP_026253660.1
OG0005300	XP_020944353.1, NP_999161.1	XP_026260687.1
OG0005301	XP_020950281.1	XP_026266259.1
OG0005302	XP_003123401.1	XP_026255485.1
OG0005303	NP_999214.1	XP_026235306.1, XP_026235307.1, XP_026235308.1, XP_026235305.1
OG0005304	XP_013841574.2	XP_026262492.1
OG0005305	NP_001274339.1	XP_026250393.1
OG0005306	XP_020955333.1	XP_026255226.1
OG0005307	NP_999166.1	XP_026249498.1, XP_026249500.1
OG0005308	NP_999261.1	XP_026247603.1
OG0005310	NP_999194.1, XP_005655255.1	XP_026235757.1
OG0005311	NP_999248.2, XP_020935155.1	XP_026268381.1
OG0005312	XP_020956830.1	XP_026242477.1
OG0005313	NP_999058.1	XP_026252657.1
OG0005314	NP_001231906.1, XP_005661355.1, NP_001231904.1, NP_001231905.1	XP_026260099.1
OG0005315	XP_003134112.1	XP_026257103.1, XP_026257102.1, XP_026257104.1
OG0005316	NP_999433.2, XP_013852238.1, XP_020945096.1	XP_026261024.1
OG0005317	XP_020925090.1	XP_026266729.1
OG0005318	NP_999598.1, XP_020953980.1	XP_026271181.1
OG0005319	XP_013851548.1, XP_020943084.1	XP_026242999.1
OG0005320	NP_001001627.1	XP_026237680.1, XP_026238622.1
OG0005321	XP_005665681.1, NP_999091.1	XP_026263090.1
OG0005322	NP_999114.1	XP_026269095.1
OG0005323	XP_003354440.2	XP_026235369.1, XP_026235402.1
OG0005324	NP_999083.1, XP_020930330.1	XP_026244727.1
OG0005325	NP_999544.1	XP_026238800.1
OG0005326	XP_003134421.1	XP_026257880.1
OG0005327	NP_001116668.1, XP_020921912.1	XP_026264200.1
OG0005329	NP_001001621.1	XP_026245811.1
OG0005330	NP_001239125.1, XP_005661182.1	XP_026251678.1
OG0005331	XP_020954027.1, NP_001038042.1	XP_026243896.1
OG0005332	XP_020938623.1, XP_003122717.1	XP_026263388.1
OG0005333	XP_005671707.1, NP_998973.1	XP_026236333.1
OG0005334	NP_001177145.1	XP_026258753.1
OG0005335	XP_001927603.1	XP_026239387.1
OG0005336	XP_003122633.2	XP_026252200.1
OG0005337	XP_005656966.1, XP_013845325.1, XP_013845326.1, XP_020922234.1	XP_026260654.1, XP_026260653.1, XP_026260655.1
OG0005338	NP_001092064.1, XP_020930157.1	XP_026251820.1
OG0005339	XP_020953956.1, NP_001158124.1	XP_026243979.1
OG0005340	XP_020957581.1, NP_001116552.1	XP_026254828.1
OG0005341	XP_020951629.1	XP_026249270.1
OG0005342	XP_005660509.1, XP_003122225.3	XP_026242152.1
OG0005343	XP_003133505.3	XP_026245375.1
OG0005344	XP_020937595.1	XP_026245772.1
OG0005345	XP_020934251.1	XP_026261212.1, XP_026261202.1
OG0005346	XP_003129306.1	XP_026238263.1
OG0005347	NP_001121910.1, XP_020935196.1	XP_026262512.1
OG0005348	XP_020944939.1	XP_026265801.1
OG0005349	XP_020945655.1, XP_020945656.1	XP_026249952.1
OG0005350	XP_020921885.1, NP_999322.1	XP_026264489.1
OG0005351	XP_013842543.1	XP_026251363.1
OG0005352	NP_001231080.1	XP_026253878.1
OG0005353	NP_001092068.1	XP_026259223.1
OG0005354	XP_020954121.1, XP_020954120.1	XP_026271164.1
OG0005355	XP_003124023.1	XP_026257006.1
OG0005356	NP_001230992.1	XP_026267248.1
OG0005357	NP_001177109.1	XP_026239105.1
OG0005358	XP_005664888.1, NP_001116615.1	XP_026238234.1
OG0005360	NP_001276783.1	XP_026252142.1
OG0005361	NP_001104727.2, XP_005663329.1	XP_026260703.1
OG0005362	NP_001172071.1	XP_026270295.1
OG0005363	XP_001924533.1	XP_026235287.1
OG0005364	XP_003130012.1	XP_026258489.1
OG0005365	XP_020918070.1	XP_026256785.1, XP_026256784.1
OG0005366	XP_003128139.1	XP_026253518.1
OG0005367	XP_020953046.1	XP_026235545.1
OG0005368	NP_001245363.1, XP_005659457.3	XP_026270768.1
OG0005369	XP_003356329.2	XP_026262628.1
OG0005370	XP_003353842.1	XP_026270254.1
OG0005371	XP_003121745.2	XP_026263277.1
OG0005372	XP_020955234.1	XP_026260415.1
OG0005373	XP_020955371.1	XP_026260423.1
OG0005374	XP_020948944.1, XP_020948951.1	XP_026249579.1
OG0005375	XP_005659226.2	XP_026247672.1
OG0005376	XP_020942535.1	XP_026257745.1
OG0005377	XP_020922676.1	XP_026257732.1
OG0005378	XP_001927005.6	XP_026249620.1, XP_026249621.1
OG0005380	XP_005659164.2	XP_026270352.1
OG0005381	XP_003121296.3	XP_026249878.1
OG0005382	XP_020938017.1, NP_999050.1	XP_026249876.1
OG0005383	XP_001928696.1	XP_026236998.1
OG0005384	XP_013843811.1	XP_026236252.1
OG0005385	XP_005656862.1	XP_026266401.1
OG0005386	XP_020920657.1	XP_026249805.1
OG0005387	XP_003122009.2, XP_005652757.2	XP_026245046.1
OG0005388	XP_020920336.1	XP_026245067.1
OG0005389	XP_020953006.1	XP_026235508.1
OG0005391	XP_020950759.1	XP_026236305.1
OG0005392	XP_020950694.1	XP_026237001.1
OG0005393	XP_005664804.3	XP_026262044.1
OG0005394	XP_003127375.1	XP_026262196.1
OG0005395	XP_020949211.1, NP_999362.2	XP_026262104.1
OG0005396	XP_013854105.1, XP_003127376.1	XP_026262123.1
OG0005397	XP_003355989.2	XP_026259520.1
OG0005398	XP_003355995.2	XP_026259514.1
OG0005399	XP_013844095.1	XP_026259477.1
OG0005400	XP_013844061.1	XP_026236815.1, XP_026236814.1
OG0005401	XP_003133258.2	XP_026267356.1
OG0005402	XP_020950000.1	XP_026267951.1
OG0005403	XP_020952817.1, XP_020952818.1	XP_026235893.1
OG0005404	NP_001302530.1	XP_026247084.1
OG0005405	NP_001116605.1	XP_026269836.1
OG0005406	XP_003134656.1	XP_026261161.1
OG0005408	XP_003130799.4	XP_026264347.1
OG0005409	XP_020920622.1, XP_020920621.1, XP_020920620.1	XP_026258172.1
OG0005410	XP_003130754.3	XP_026258089.1
OG0005411	XP_020920653.1	XP_026264335.1
OG0005412	XP_003130870.3	XP_026247601.1
OG0005413	NP_999116.1, XP_020936418.1	XP_026240137.1
OG0005414	XP_003124090.3, XP_020940600.1	XP_026240134.1, XP_026240133.1
OG0005415	XP_020940615.1	XP_026240230.1
OG0005416	NP_999042.1, XP_020936183.1	XP_026240302.1
OG0005417	XP_020932220.1, NP_001231140.1	XP_026258323.1
OG0005418	XP_003134070.2	XP_026246660.1
OG0005419	NP_001123433.1	XP_026251517.1
OG0005420	XP_005665254.1	XP_026262610.1
OG0005421	XP_020951466.1	XP_026262640.1, XP_026262639.1, XP_026262638.1
OG0005422	XP_020953359.1	XP_026259362.1
OG0005423	XP_013854492.1	XP_026268820.1
OG0005424	XP_003128912.2	XP_026259776.1
OG0005425	XP_005661633.3	XP_026247089.1
OG0005426	XP_003123870.3, XP_020941060.1	XP_026247091.1
OG0005427	XP_020941043.1	XP_026241662.1
OG0005428	XP_003123831.3	XP_026241688.1
OG0005429	NP_999259.2	XP_026256302.1
OG0005430	XP_020954379.1, XP_020954363.1, XP_020954368.1	XP_026262754.1
OG0005431	XP_020954593.1	XP_026250504.1
OG0005432	XP_005660092.1, XP_013848933.1, XP_005660091.1	XP_026243907.1
OG0005433	XP_001925657.4	XP_026243916.1
OG0005434	XP_001927350.1	XP_026243913.1
OG0005435	XP_020954540.1	XP_026243906.1
OG0005436	XP_020956613.1	XP_026251128.1
OG0005437	NP_001230498.1	XP_026258868.1, XP_026238624.1
OG0005438	XP_020956692.1	XP_026259420.1
OG0005439	NP_998928.1	XP_026241981.1, XP_026246864.1
OG0005440	XP_003128416.1, XP_020954313.1	XP_026239310.1
OG0005441	XP_020956534.1	XP_026235248.1
OG0005442	XP_020929416.1	XP_026268268.1
OG0005443	XP_020930057.1	XP_026268613.1
OG0005444	XP_001926970.1	XP_026268655.1
OG0005445	NP_001230483.1	XP_026268223.1
OG0005446	XP_001926697.1	XP_026268083.1
OG0005447	NP_001230222.1	XP_026269211.1
OG0005448	XP_001925575.3	XP_026249510.1, XP_026243412.1
OG0005449	NP_001139222.1	XP_026250437.1
OG0005450	XP_020928110.1	XP_026250433.1
OG0005451	XP_001927378.3	XP_026261605.1
OG0005452	NP_001177154.1, XP_013838770.1	XP_026261613.1
OG0005453	XP_013838800.1, XP_013838798.1	XP_026246013.1
OG0005454	XP_020927834.1, NP_999534.1	XP_026246071.1, XP_026270194.1
OG0005455	NP_001335888.1, NP_999430.1	XP_026262453.1
OG0005456	XP_005657482.2	XP_026252838.1
OG0005457	XP_005661527.2	XP_026254000.1
OG0005458	XP_020932618.1, XP_020932619.1	XP_026270581.1
OG0005459	XP_020932774.1	XP_026257084.1
OG0005460	XP_020932292.1	XP_026257112.1, XP_026257105.1
OG0005461	NP_001231236.1	XP_026270439.1
OG0005462	XP_003124148.5	XP_026240251.1
OG0005463	XP_020932342.1	XP_026241752.1
OG0005464	XP_003483866.1	XP_026249404.1
OG0005465	NP_999103.1	XP_026266031.1
OG0005466	XP_020932757.1	XP_026266018.1
OG0005467	XP_003359785.2	XP_026245932.1
OG0005468	XP_020932622.1	XP_026249392.1
OG0005469	XP_013845520.2, XP_005657110.2	XP_026246247.1
OG0005470	NP_001171391.1	XP_026250461.1
OG0005472	XP_003130070.1	XP_026260401.1
OG0005473	XP_020918668.1	XP_026259283.1
OG0005474	NP_001231659.1, XP_013832876.1	XP_026252131.1
OG0005475	XP_020918539.1	XP_026252095.1
OG0005476	XP_020918441.1	XP_026248382.1
OG0005477	XP_020923359.1	XP_026249687.1
OG0005478	XP_020923420.1	XP_026236515.1
OG0005479	XP_020923450.1	XP_026237685.1
OG0005480	NP_998976.1, XP_013836730.1	XP_026237681.1
OG0005481	XP_020923491.1, XP_020923490.1	XP_026246272.1
OG0005482	XP_003358324.3	XP_026246316.1
OG0005483	XP_003358325.2	XP_026246446.1
OG0005484	XP_013836798.2	XP_026246309.1, XP_026246310.1, XP_026246311.1
OG0005485	XP_020923571.1	XP_026265211.1
OG0005486	XP_020923618.1	XP_026236110.1
OG0005487	XP_020952212.1	XP_026264520.1, XP_026264519.1
OG0005488	XP_020952221.1	XP_026263014.1
OG0005489	XP_020952236.1	XP_026237643.1
OG0005490	XP_003128020.2	XP_026238470.1
OG0005491	XP_020950835.1, XP_020950834.1	XP_026270689.1
OG0005492	XP_020950870.1	XP_026268667.1
OG0005493	XP_020950874.1	XP_026268659.1
OG0005494	XP_020950883.1	XP_026268661.1
OG0005495	XP_020950972.1	XP_026253709.1
OG0005496	XP_020948910.1	XP_026257676.1
OG0005497	NP_001171389.1	XP_026257695.1
OG0005498	XP_020949321.1	XP_026257632.1
OG0005499	XP_005664378.1, XP_020949387.1	XP_026267183.1
OG0005501	NP_001153085.1	XP_026260302.1
OG0005502	XP_020949540.1	XP_026260301.1
OG0005503	XP_020949754.1	XP_026269021.1
OG0005504	XP_020949678.1	XP_026248429.1
OG0005505	XP_020949669.1	XP_026248408.1
OG0005506	XP_005662118.1	XP_026247922.1
OG0005507	XP_020942391.1	XP_026241352.1
OG0005508	XP_020953271.1	XP_026261958.1
OG0005509	XP_020955280.1	XP_026238641.1, XP_026249988.1
OG0005510	XP_020942580.1	XP_026241318.1
OG0005511	XP_020941989.1, XP_020941990.1	XP_026252668.1
OG0005512	XP_005662035.1, XP_020941979.1, XP_013850986.1	XP_026252680.1
OG0005513	XP_020941936.1	XP_026252739.1
OG0005514	XP_003354527.2	XP_026269004.1
OG0005515	XP_003124388.1	XP_026268997.1
OG0005516	NP_001182254.1	XP_026261505.1
OG0005518	NP_001038073.1, XP_005653056.2	XP_026256132.1
OG0005519	XP_013843173.1	XP_026256206.1, XP_026256207.1
OG0005520	XP_005656821.1	XP_026247856.1
OG0005521	XP_020942143.1	XP_026247865.1
OG0005522	XP_003124616.2	XP_026258238.1
OG0005523	XP_020944035.1	XP_026258285.1
OG0005524	XP_020942217.1	XP_026265045.1
OG0005525	XP_020942218.1	XP_026265020.1
OG0005526	XP_005662185.1	XP_026236631.1
OG0005527	XP_003124665.3	XP_026241208.1, XP_026241207.1
OG0005528	XP_003354677.1	XP_026241236.1
OG0005530	XP_020942400.1	XP_026241437.1
OG0005531	XP_020942568.1	XP_026241297.1
OG0005532	XP_003354699.1	XP_026241191.1, XP_026241192.1, XP_026241190.1, XP_026241193.1
OG0005533	XP_020944310.1	XP_026258563.1
OG0005534	XP_020945714.1	XP_026258571.1
OG0005535	XP_020945724.1	XP_026258565.1
OG0005536	XP_005663703.3	XP_026257178.1
OG0005537	XP_013843634.2	XP_026265404.1
OG0005538	XP_005653472.1	XP_026265374.1
OG0005539	XP_020919542.1	XP_026243265.1
OG0005540	XP_020957672.1, NP_001230856.1	XP_026258339.1, XP_026252978.1
OG0005541	XP_013835588.1	XP_026252938.1
OG0005542	XP_020918979.1	XP_026243163.1
OG0005543	XP_020918985.1	XP_026243170.1
OG0005544	XP_020919520.1, XP_003357646.2, XP_013835428.1, XP_013835429.1	XP_026243190.1
OG0005545	XP_013835424.2	XP_026243257.1
OG0005546	XP_020919386.1	XP_026244299.1
OG0005547	XP_020919350.1	XP_026244270.1
OG0005548	XP_020919314.1	XP_026244283.1
OG0005549	XP_013833079.1, NP_001231636.1	XP_026244243.1, XP_026244244.1
OG0005550	XP_005656704.2	XP_026237324.1
OG0005551	XP_001928008.1	XP_026261014.1
OG0005552	XP_003355115.1	XP_026261043.1
OG0005553	XP_020920029.1	XP_026246545.1
OG0005554	XP_005653848.2	XP_026246513.1, XP_026246509.1
OG0005555	XP_020920128.1	XP_026246518.1
OG0005556	NP_001230253.1, XP_013852400.1	XP_026260740.1
OG0005557	XP_005663349.1, NP_001231563.1	XP_026260866.1
OG0005558	XP_013852455.2	XP_026260741.1
OG0005559	XP_001929361.1	XP_026260730.1
OG0005560	XP_005663394.1	XP_026260705.1
OG0005561	XP_005663437.1	XP_026260870.1
OG0005562	NP_001191319.1	XP_026268774.1
OG0005563	NP_001230251.1, XP_020944171.1	XP_026268723.1
OG0005564	XP_013852489.2, NP_001171377.1	XP_026268777.1
OG0005565	XP_020951867.1	XP_026256532.1
OG0005566	XP_005665364.1, NP_001001544.1	XP_026237376.1
OG0005567	XP_020948897.1, NP_001135459.1	XP_026250323.1
OG0005568	XP_003127879.1	XP_026237563.1
OG0005569	XP_001929018.1, XP_005656502.1	XP_026250049.1
OG0005570	XP_013833635.1, XP_005666307.2	XP_026261858.1
OG0005571	XP_020955558.1	XP_026269982.1
OG0005572	NP_001231088.1, XP_013844501.1	XP_026269826.1
OG0005573	XP_003121841.1	XP_026266814.1
OG0005574	XP_020957804.1	XP_026266818.1
OG0005575	XP_003121868.1	XP_026239904.1
OG0005576	XP_020958362.1	XP_026265839.1
OG0005577	XP_020955055.1	XP_026240891.1, XP_026240890.1, XP_026240888.1
OG0005578	NP_001172092.1	XP_026240943.1
OG0005579	XP_020955155.1	XP_026256809.1
OG0005580	XP_020955737.1	XP_026256937.1
OG0005581	XP_003128709.1	XP_026256971.1
OG0005582	XP_001924527.1	XP_026258514.1
OG0005583	XP_003356809.2	XP_026257803.1
OG0005584	NP_001090941.1	XP_026257359.1
OG0005585	XP_020955222.1	XP_026257831.1
OG0005586	XP_020955237.1	XP_026258194.1
OG0005587	XP_020955351.1	XP_026270900.1, XP_026270899.1, XP_026270898.1, XP_026270897.1
OG0005588	XP_020937221.1, XP_020937222.1	XP_026261344.1
OG0005589	XP_020937278.1	XP_026261322.1
OG0005590	XP_020937309.1	XP_026261312.1
OG0005592	NP_001177225.1, XP_005656917.1	XP_026237119.1, XP_026237120.1, XP_026237121.1
OG0005593	XP_020921997.1	XP_026237143.1
OG0005594	XP_020922049.1, XP_020922051.1, XP_020922050.1	XP_026266560.1
OG0005595	XP_020922052.1	XP_026266554.1, XP_026266553.1, XP_026266552.1
OG0005596	XP_020922122.1	XP_026266509.1
OG0005597	XP_020922209.1, XP_020922208.1, XP_020922207.1, XP_020922211.1, XP_020922210.1	XP_026264216.1
OG0005598	XP_020921674.1, NP_001094498.1	XP_026260569.1
OG0005599	XP_020922285.1	XP_026260598.1
OG0005600	NP_001131100.1	XP_026260629.1
OG0005601	XP_020922312.1, XP_020922311.1	XP_026260541.1
OG0005602	XP_005668672.1, NP_001182289.1	XP_026260616.1
OG0005603	XP_020923761.1	XP_026257129.1
OG0005604	XP_005668772.1, XP_005668773.1, XP_005668774.1	XP_026264010.1
OG0005605	XP_013836354.1	XP_026264064.1
OG0005606	NP_001001532.1	XP_026242907.1
OG0005607	XP_003131545.1	XP_026242880.1
OG0005608	XP_005657020.2, NP_001161117.1	XP_026263595.1, XP_026263596.1
OG0005609	XP_003131703.3	XP_026263135.1
OG0005610	XP_003131722.2	XP_026263138.1
OG0005611	XP_020937867.1, XP_003358172.4	XP_026263125.1
OG0005613	XP_003131767.1	XP_026236040.1, XP_026236041.1
OG0005614	XP_003131785.1, XP_005669121.1	XP_026244643.1
OG0005615	XP_020923167.1	XP_026244742.1
OG0005616	XP_013836649.2	XP_026244740.1
OG0005617	XP_020923196.1	XP_026244654.1, XP_026244655.1, XP_026244656.1, XP_026244653.1
OG0005618	XP_020923339.1	XP_026249696.1
OG0005619	XP_005669177.1	XP_026249742.1
OG0005620	XP_020923344.1	XP_026249713.1
OG0005621	XP_020936905.1	XP_026251391.1
OG0005622	XP_003480683.2	XP_026251256.1
OG0005623	NP_001124006.1	XP_026251344.1
OG0005624	XP_020936813.1	XP_026251180.1
OG0005625	XP_020926762.1	XP_026251295.1
OG0005626	XP_005654665.1	XP_026251262.1
OG0005627	NP_001014971.1	XP_026251171.1
OG0005628	XP_020926473.1	XP_026251386.1, XP_026251384.1, XP_026251383.1, XP_026251385.1, XP_026251382.1
OG0005629	XP_013849396.1	XP_026242278.1
OG0005630	XP_020925807.1	XP_026242063.1
OG0005631	XP_020928343.1, NP_001231415.1	XP_026242132.1
OG0005632	XP_020925268.1	XP_026242195.1
OG0005633	XP_001928454.3	XP_026242074.1
OG0005634	XP_020925027.1	XP_026242257.1
OG0005635	XP_020924511.1	XP_026242136.1
OG0005636	XP_020930222.1	XP_026242079.1
OG0005637	NP_001231239.1	XP_026254109.1
OG0005638	XP_005663941.2	XP_026254155.1, XP_026254156.1
OG0005640	NP_001192306.1, XP_013853089.2	XP_026254134.1
OG0005641	XP_020947536.1, XP_020947537.1	XP_026254198.1
OG0005642	XP_003481692.1	XP_026254206.1
OG0005643	NP_001163991.1, XP_020946622.1	XP_026242422.1
OG0005644	XP_020947054.1	XP_026250136.1
OG0005645	XP_020947079.1	XP_026250096.1
OG0005646	XP_020947092.1	XP_026250072.1
OG0005647	XP_020948756.1	XP_026250113.1
OG0005648	XP_020947115.1	XP_026261689.1
OG0005649	XP_020947120.1	XP_026261692.1, XP_026261691.1
OG0005650	XP_005653164.2	XP_026261722.1
OG0005651	XP_013852955.2	XP_026261741.1, XP_026261740.1
OG0005652	XP_020946617.1, NP_001177086.1	XP_026265946.1
OG0005653	XP_003126126.5	XP_026253686.1
OG0005654	XP_003354759.1	XP_026264404.1
OG0005655	XP_003125224.4	XP_026241475.1
OG0005656	XP_005662540.2, XP_020943050.1	XP_026260928.1
OG0005657	XP_020939978.1, XP_020939977.1	XP_026268097.1
OG0005658	XP_020939983.1	XP_026270066.1
OG0005659	XP_020940294.1	XP_026270449.1
OG0005660	XP_013850523.2	XP_026235939.1
OG0005661	XP_005654568.1	XP_026236130.1
OG0005662	XP_020919933.1	XP_026243647.1, XP_026243648.1
OG0005663	XP_020922018.1, XP_003353636.2	XP_026270505.1
OG0005664	XP_020930145.1	XP_026249109.1
OG0005665	XP_005660460.1	XP_026266138.1
OG0005666	XP_013835639.1, NP_001231720.1	XP_026243698.1
OG0005668	XP_020954032.1, NP_001038082.1	XP_026239343.1
