Orthogroup	Sus_scrofa	Mesocricetus_auratus
OG0007853	XP_020954565.1	XP_040597597.1
OG0007854	XP_020951678.1	XP_040597587.1
OG0007856	XP_001926508.1	XP_005080556.1
OG0007857	XP_020955279.1	XP_040599294.1, XP_040598554.1
OG0007858	XP_003128741.3	XP_005068447.1
OG0007859	NP_001153565.1	XP_040596576.1
OG0007860	XP_020953742.1, NP_001230544.2	XP_040596502.1
OG0007861	XP_020954897.1	XP_040596545.1
OG0007862	XP_003128580.2	XP_005085634.1
OG0007863	XP_005666308.1	XP_005085640.1
OG0007864	XP_001928394.1	XP_021091888.1
OG0007865	NP_001072138.1	XP_012980349.1, XP_012980348.1
OG0007866	XP_013833588.1	XP_040599043.1
OG0007867	XP_013833582.2	XP_005080553.1
OG0007868	NP_001231145.1	XP_040599017.1
OG0007869	NP_001177147.1, XP_005656355.1	XP_005080559.1
OG0007871	XP_020954790.1	XP_040598982.1
OG0007872	XP_003121825.1	XP_005080577.1
OG0007873	XP_020956870.1	XP_040598947.1
OG0007874	NP_001072145.1, XP_005659996.1	XP_021084484.1
OG0007875	XP_020957649.1	XP_040591674.1
OG0007876	XP_020958234.1	XP_040591699.1
OG0007877	XP_003121874.1	XP_005085807.1
OG0007878	XP_020958370.1	XP_040598888.1
OG0007879	XP_020917881.1	XP_040598885.1
OG0007880	NP_001254778.1, XP_013848927.2	XP_040598871.1
OG0007881	XP_020955050.1	XP_005072800.1
OG0007882	XP_020955053.1	XP_005072794.1
OG0007883	NP_999602.1	XP_005072796.1
OG0007884	NP_001167636.1, XP_005666386.1	XP_040598756.1
OG0007885	XP_001927454.2	XP_005072777.1
OG0007886	XP_020955067.1	XP_005072775.1
OG0007887	XP_013844579.1	XP_021084431.1
OG0007888	XP_001926196.3	XP_005072759.1
OG0007889	XP_005666396.1	XP_040598719.1
OG0007890	XP_020955152.1	XP_005072864.4
OG0007891	NP_999562.1	XP_005086433.1
OG0007892	XP_020953720.1	XP_021078879.1
OG0007893	XP_020955738.1	XP_040599301.1
OG0007894	XP_020955243.1	NP_001268291.1
OG0007895	XP_020955262.1	XP_005068468.1
OG0007896	XP_020955311.1, XP_020955310.1	XP_005068427.1
OG0007897	XP_013833848.1, NP_998977.1	NP_001268882.1
OG0007898	NP_001230811.1	XP_012967609.1
OG0007899	XP_020955747.1	XP_012967686.1
OG0007900	NP_001284562.1	XP_005068402.1
OG0007901	XP_001925323.1	XP_040598457.1
OG0007902	XP_020955349.1	XP_005068400.1
OG0007903	XP_020955358.1	XP_040598436.1
OG0007904	XP_020937311.1	XP_005068388.1
OG0007905	XP_020937189.1	XP_040598316.1
OG0007906	XP_020937231.1	XP_040598313.1
OG0007907	XP_020937301.1	XP_005068287.1
OG0007908	NP_001163993.1	XP_005071122.1
OG0007909	XP_013835016.1	XP_012973111.1
OG0007910	NP_001274337.1, XP_005654024.2	XP_012973126.1
OG0007911	XP_020936779.1	XP_005083749.1
OG0007912	XP_003131426.1	XP_005070120.1
OG0007913	XP_020922802.1	XP_040603986.1
OG0007914	XP_001929470.1	XP_012980163.1
OG0007915	XP_020921688.1, NP_001107744.1	XP_005069858.1
OG0007916	XP_020922131.1	XP_005070235.1
OG0007917	XP_005668630.2	XP_005069878.1
OG0007918	XP_013836172.1	XP_005069886.1
OG0007919	NP_001093663.1	XP_012968595.1
OG0007920	XP_020922165.1	XP_040606070.1
OG0007921	XP_020922181.1	XP_040606061.1
OG0007922	XP_020922212.1	XP_005070251.1, XP_040591134.1
OG0007923	NP_001272394.1	XP_012975721.1
OG0007923	XP_013834614.1	XP_005070261.2
OG0007924	XP_003131239.2	XP_012968922.1
OG0007925	XP_020922281.1	XP_012968914.1
OG0007926	XP_020922323.1, XP_020922324.1	XP_040605982.1
OG0007927	NP_001231224.1	XP_040605978.1
OG0007928	NP_001231656.1, XP_005668673.1	XP_005070000.2
OG0007929	XP_020922329.1	XP_012968896.1
OG0007930	XP_020922367.1	XP_040596823.1, XP_005070021.1
OG0007931	NP_001177223.1	XP_005070033.1
OG0007932	XP_020922426.1	XP_005070064.1
OG0007933	NP_001230841.1, XP_020921747.1	XP_005070069.1
OG0007934	XP_005668736.1, NP_001231887.1	XP_021082807.1
OG0007935	XP_003131342.1	XP_005070084.1
OG0007936	XP_003131364.1	XP_005070116.1
OG0007937	XP_003131373.1	XP_005070179.1
OG0007938	XP_020922559.1	XP_040605775.1, XP_040586869.1
OG0007939	XP_020922627.1	XP_012968932.1
OG0007940	NP_001037995.1, XP_013836386.1	XP_005070198.1
OG0007941	XP_003131508.1	XP_012973030.1
OG0007942	XP_005653980.1	XP_012973088.1
OG0007943	XP_020922703.1	XP_005075987.1
OG0007945	XP_020922743.1	XP_005075954.1
OG0007946	XP_020922750.1	XP_005075951.1
OG0007947	XP_020922752.1	XP_012973135.1
OG0007948	XP_013836468.1	XP_005075904.1
OG0007949	XP_003483059.1	XP_012973059.1
OG0007950	NP_001152785.1, XP_005668934.1	XP_005075895.1
OG0007951	XP_013836505.1	XP_012973130.1
OG0007952	XP_005668980.2	XP_005075889.1
OG0007953	XP_005668991.1	XP_040594759.1, XP_040605414.1
OG0007954	XP_020922913.1, XP_005669011.2	XP_012973032.1
OG0007955	XP_020922949.1	XP_005076947.1
OG0007956	XP_020922964.1	XP_040605317.1
OG0007957	NP_001230849.1	XP_040605316.1
OG0007958	NP_001231461.1	XP_005076977.2
OG0007959	NP_001231751.1, XP_020921761.1	XP_005077119.2
OG0007960	NP_001107741.1, XP_020921886.1	XP_012973766.2
OG0007961	NP_001302693.1	XP_040605275.1
OG0007962	XP_020923109.1	XP_040605220.1
OG0007963	XP_020923115.1	XP_040605201.1
OG0007964	XP_003131800.4	XP_012973788.1
OG0007965	XP_020923133.1	XP_005077056.1
OG0007966	XP_013845416.1, NP_001116650.1	XP_012973733.1
OG0007967	XP_020923164.1	XP_040605157.1
OG0007968	XP_003131858.1	XP_005067435.1
OG0007969	NP_001177221.1, XP_020921727.1	XP_040605093.1
OG0007970	XP_020923233.1	XP_040605079.1
OG0007971	XP_020923275.1	XP_005067462.1
OG0007973	XP_020936830.1	XP_040601195.1
OG0007974	XP_005652807.1	XP_012982399.1
OG0007975	XP_020936714.1	XP_005083750.1
OG0007976	XP_020936887.1	XP_005083744.1
OG0007977	XP_020936803.1	XP_040601133.1
OG0007978	XP_020926771.1	XP_005085447.1
OG0007979	XP_020926960.1, XP_020926949.1	XP_021091784.1
OG0007980	XP_020927321.1	XP_005085465.1
OG0007981	XP_020926569.1	XP_005085477.1
OG0007982	XP_001929476.2	XP_005085486.1
OG0007983	XP_001928876.1	XP_040600993.1
OG0007984	XP_020925392.1	XP_040601006.1
OG0007985	NP_001230416.1	XP_021091845.1
OG0007986	XP_001928369.2	XP_005085526.1
OG0007987	XP_020925091.1	XP_040591567.1, XP_040596901.1, XP_040597007.1, XP_040596882.1
OG0007988	NP_999196.1, XP_005660506.2	XP_040591557.1
OG0007989	XP_020925013.1	XP_040591572.1
OG0007990	XP_013849289.1	XP_040591496.1
OG0007991	XP_020921760.1, NP_001231721.1	XP_005069999.2
OG0007992	XP_020942923.1	XP_040585519.1
OG0007993	NP_001302691.1, XP_020946557.1	XP_005081530.1
OG0007994	XP_020946892.1	XP_040610591.1
OG0007995	XP_005663940.2	XP_021088492.1
OG0007996	XP_020947458.1	XP_040610608.1
OG0007997	XP_005663944.1	XP_005079788.1
OG0007998	XP_020947549.1	XP_005079831.1
OG0007999	XP_003360785.2	XP_040610704.1
OG0008000	NP_001098762.1, XP_020946511.1	XP_005079846.1
OG0008001	NP_001302647.1	XP_005081579.1
OG0008002	XP_003481701.1	XP_005081574.2
OG0008003	XP_003126412.1	XP_012977014.1
OG0008004	XP_020947663.1	XP_040610795.1
OG0008005	XP_005664053.1	XP_040610823.1
OG0008006	NP_999198.1	XP_005067166.1
OG0008007	XP_020948477.1, XP_020946923.1	XP_012966798.1
OG0008008	XP_005653238.1, NP_999267.1	XP_021080345.2, XP_005067148.2
OG0008009	XP_020946989.1	XP_040609927.1
OG0008010	XP_020947002.1	XP_005067133.1
OG0008011	XP_003126003.3	XP_040609967.1
OG0008012	XP_003126005.1	XP_005067114.1
OG0008013	XP_020947068.1	XP_040609993.1
OG0008014	XP_003481576.1	XP_005067093.1
OG0008015	XP_005652565.1	XP_040608665.1
OG0008016	XP_020947117.1, XP_020947118.1	XP_005067072.1
OG0008017	XP_003126057.4	XP_040610035.1
OG0008018	XP_013852965.2, XP_020947132.1	XP_040610053.1
OG0008019	XP_013843646.1	XP_040610062.1
OG0008020	XP_020947161.1	XP_021081026.1, XP_040610177.1
OG0008021	NP_001231652.1	XP_005067007.1
OG0008022	XP_001926622.4	XP_005083842.1
OG0008023	XP_020946752.1, NP_001231588.1	XP_012978801.1
OG0008024	XP_020942748.1	XP_040587944.1
OG0008025	XP_013851326.1	XP_021083116.1
OG0008026	XP_003124912.1	XP_005075418.1
OG0008027	XP_005662413.1	XP_040585450.1
OG0008028	XP_003124947.3	XP_040585411.1
OG0008029	XP_020942857.1	XP_021085948.1
OG0008030	XP_003124953.2	XP_040585511.1
OG0008031	XP_020942903.1	XP_040585589.1
OG0008032	XP_020942932.1	XP_040585088.1
OG0008033	XP_020943953.1	XP_040593321.1
OG0008034	NP_001090889.1	XP_040593547.1
OG0008035	XP_020943219.1	XP_005077330.1
OG0008036	XP_020941459.1, NP_001233196.1	XP_005070411.1
OG0008037	XP_020943117.1	XP_005070445.1
OG0008038	NP_001127826.1	XP_040587463.1
OG0008038	XP_005662565.1	XP_040589184.1
OG0008039	XP_020943089.1	XP_005070494.2
OG0008040	NP_001181908.1	XP_005071173.1
OG0008041	XP_020944062.1	XP_005071168.1
OG0008042	XP_020948753.1	XP_040609960.1
OG0008043	XP_020947030.1, XP_020947029.1	XP_005066944.2
OG0008044	XP_020948754.1	XP_005067117.1
OG0008045	XP_020939993.1	XP_040604468.1
OG0008046	XP_003480944.3	XP_021082286.2
OG0008047	XP_003354442.1	XP_040604439.1
OG0008048	XP_003123697.1	XP_005071914.1
OG0008049	XP_020940808.1	XP_040604478.1
OG0008050	NP_001177211.1	XP_005069197.1
OG0008051	XP_020934905.1, NP_001254769.1	XP_005069191.1
OG0008052	XP_005661649.1	XP_005069188.1
OG0008053	XP_020937169.1, NP_999471.1	XP_040597765.1
OG0008054	XP_003123920.3	XP_040597747.1
OG0008055	XP_020940363.1	XP_040597731.1
OG0008056	XP_020940380.1	XP_005069147.1
OG0008057	XP_020940397.1	XP_005069143.1
OG0008058	XP_020941077.1	XP_005067815.1
OG0008059	XP_003123978.1	XP_040604547.1, XP_005067970.2
OG0008060	XP_020940411.1	XP_005067834.1
OG0008061	XP_020940493.1	XP_040614006.1
OG0008062	NP_001093411.1, XP_013850589.1	XP_012968113.1
OG0008063	XP_003121963.3	XP_005063762.1
OG0008064	XP_005660159.2	XP_005082237.1
OG0008065	XP_020919173.1	XP_005082222.2
OG0008066	XP_020929919.1	XP_040613134.1
OG0008067	XP_020918895.1	XP_012971942.2
OG0008068	XP_005660131.1, NP_999365.1	XP_040613128.1
OG0008069	XP_001926946.3	XP_040613123.1
OG0008070	XP_020940725.1	XP_005074400.1
OG0008071	XP_005668133.1	XP_005078924.2
OG0008072	XP_003130731.1, XP_013835646.1	XP_012975005.1
OG0008073	XP_013835634.1, NP_001106909.1	XP_040596037.1
OG0008075	XP_003123013.1	XP_040612035.1
OG0008076	XP_005660287.1	XP_012975079.1
OG0008077	XP_020940781.1	XP_040594829.1
OG0008078	XP_005660324.1	XP_040594633.1
OG0008079	XP_005660355.1	XP_012974991.1
OG0008080	XP_020931284.1	XP_040597908.1, XP_040597907.1, XP_040597909.1
OG0008081	XP_005660369.1	XP_040594228.1
OG0008082	XP_013841783.1	XP_021086582.1
OG0008083	XP_003353649.3	XP_040594090.1
OG0008084	XP_020922986.1	XP_040593978.1
OG0008085	NP_001070683.1, XP_013849205.1	XP_040593683.1
OG0008086	XP_005660383.1, NP_001231815.1	XP_005085120.1
OG0008087	XP_005660398.1	XP_040613321.1
OG0008088	XP_020923434.1	XP_040613308.1
OG0008089	XP_020923710.1	XP_040613271.1
OG0008090	XP_020939216.1, NP_001001646.1	XP_040591586.1
OG0008091	XP_005660388.1	XP_040593705.1
OG0008092	XP_003353199.2	XP_005083079.1
OG0008093	XP_013833480.1	XP_021084124.1
OG0008094	XP_003355223.1	XP_005087751.1
OG0008095	XP_020953583.1, NP_001116578.1	XP_012981825.1
OG0008096	NP_001116541.1, XP_005653510.1	XP_012981830.1
OG0008097	NP_001230388.1, XP_013833056.2	XP_005087658.1
OG0008098	XP_020954113.1	XP_040588307.1, XP_012982701.1, XP_040588306.1
OG0008099	NP_001095285.1	XP_040587965.1
OG0008100	XP_020953604.1, NP_001116575.1	XP_021079117.1
OG0008101	NP_001095296.1, XP_005665862.1	XP_040587970.1, XP_012981288.1
OG0008102	NP_001116642.1	XP_040588400.1
OG0008104	XP_020954163.1	XP_040588074.1
OG0008105	XP_003128393.1	XP_040587958.1
OG0008106	XP_013833260.2	XP_040588217.1
OG0008107	XP_020954276.1, XP_020954275.1, XP_020954277.1	XP_005084945.1
OG0008108	XP_020954291.1	XP_021091506.1
OG0008109	XP_013833326.2	XP_021091469.1
OG0008110	XP_001924602.1	XP_005084975.1
OG0008111	XP_020954317.1	XP_005083639.1
OG0008112	XP_001928805.1	XP_005072465.1
OG0008113	XP_020954345.1	XP_040585135.1
OG0008114	XP_020953525.1, NP_001103898.1	XP_005072423.1
OG0008116	XP_020954412.1	XP_040585255.1
OG0008117	XP_001929588.3	XP_040585498.1
OG0008118	XP_001929628.2	XP_005072375.1
OG0008119	XP_003482251.3	XP_040585561.1
OG0008120	XP_020954460.1	XP_005072360.1
OG0008121	XP_003482212.1	XP_005073769.1
OG0008122	XP_003121320.4	XP_012981019.1
OG0008123	XP_003121321.2	XP_005086576.1
OG0008124	XP_005659312.1	XP_012970525.1
OG0008125	XP_003121457.1	XP_040595783.1
OG0008126	XP_003121458.2	XP_005073760.1
OG0008127	XP_001927580.3	XP_005073815.1
OG0008128	XP_020938238.1	XP_040596158.1
OG0008129	XP_020947836.1	XP_040596215.1
OG0008131	XP_005659337.1	XP_040596304.1, XP_040596315.1, XP_005080884.1
OG0008132	XP_020945587.1, XP_020945593.1	XP_005080892.1
OG0008133	XP_020945610.1	XP_040596360.1
OG0008134	XP_013848137.1	XP_040596384.1
OG0008135	XP_003121347.1	XP_040596455.1, XP_005080972.1, XP_005068847.1
OG0008136	XP_013848152.2	XP_040596489.1
OG0008137	XP_003480337.1	XP_040596523.1
OG0008138	XP_020945957.1	XP_005066289.2
OG0008139	XP_020935097.1, NP_001302715.1	XP_012982016.1, XP_040589179.1
OG0008140	XP_003480342.1	XP_005073268.1
OG0008141	NP_001161125.1, XP_020920912.1	XP_040614211.1
OG0008142	XP_003353327.1	XP_005073274.1
OG0008143	XP_020946447.1	XP_040614197.1
OG0008144	XP_003480348.1	XP_005073302.1
OG0008145	XP_003121393.2	NP_001268579.1
OG0008146	XP_020946879.1	XP_040584095.1
OG0008147	XP_013848212.1	XP_005073317.1
OG0008148	XP_020947031.1	XP_005073394.2
OG0008149	XP_003129020.2	XP_012976500.2
OG0008150	XP_020944445.1	XP_012980211.1, XP_005085507.1
OG0008151	XP_005655413.3	XP_005072713.1
OG0008152	XP_020944725.1	XP_005072712.1
OG0008153	XP_020944699.1	XP_005072699.1
OG0008154	NP_001172079.1, XP_020944288.1	XP_021084382.1
OG0008155	NP_001280070.1	XP_021084368.2
OG0008156	XP_020936918.1, XP_020944671.1	XP_012970711.1
OG0008157	XP_013851995.2	NP_001268571.1, XP_012970704.1
OG0008158	XP_003361737.2	XP_005072719.1
OG0008159	XP_013851977.1	XP_040586273.1
OG0008160	XP_020946210.1	XP_040586312.1
OG0008161	XP_020946212.1	XP_040586309.1
OG0008162	XP_001924871.2	XP_040586343.1
OG0008163	XP_020944640.1	XP_005082785.1
OG0008164	XP_001926065.5	XP_040586376.1
OG0008165	XP_001927566.1	XP_040586364.1
OG0008166	NP_001094496.1, XP_005662910.1	XP_005082807.1
OG0008167	XP_020944556.1	XP_021087831.1
OG0008168	XP_020944451.1	XP_040592223.1
OG0008169	XP_020946075.1	XP_005086027.2
OG0008170	XP_020946202.1	XP_005086030.1
OG0008171	XP_001925395.3	XP_005086096.1
OG0008172	XP_020946089.1	XP_005086097.1
OG0008173	XP_005656301.3	XP_005069365.1
OG0008174	NP_001161253.1	XP_040585723.1
OG0008175	XP_003128990.3	XP_040603085.1
OG0008176	XP_020956222.1	XP_040603099.1
OG0008177	XP_020956833.1	XP_040603119.1
OG0008178	NP_001171386.1, XP_020955975.1	XP_040603136.1
OG0008179	XP_003129080.1	XP_012976482.2
OG0008180	XP_020957022.1	XP_005080820.1
OG0008181	XP_003482444.1	XP_005080819.1
OG0008182	XP_020956249.1	XP_012967461.1
OG0008183	XP_020957089.1	XP_040603323.1
OG0008184	XP_003134783.1	XP_040584426.1
OG0008185	XP_003123657.2	XP_005067753.1
OG0008186	XP_005673223.1	XP_040584547.1
OG0008187	XP_020934484.1	XP_040584579.1
OG0008188	XP_020934395.1	XP_005086526.2
OG0008189	XP_003484066.1	XP_040584516.1
OG0008190	XP_020934386.1	XP_040584584.1
OG0008191	XP_020934608.1	XP_040584500.1
OG0008192	XP_020934473.1, XP_020934472.1	XP_040584625.1
OG0008193	XP_003134755.1	XP_040584603.1
OG0008194	XP_003134763.1	XP_005078123.2, XP_040584433.1
OG0008195	XP_005656751.1	XP_005084016.1
OG0008196	NP_001131109.1, XP_020957626.1	XP_005084018.1
OG0008197	NP_001159961.1	XP_005084025.1
OG0008198	XP_020958043.1	XP_005082952.1
OG0008199	XP_020958056.1	XP_012978109.1
OG0008200	XP_005667666.2	XP_012978121.1
OG0008201	XP_020958063.1	XP_040584411.1
OG0008202	XP_020958082.1	XP_005082990.1
OG0008203	XP_020919057.1	XP_040584474.1, XP_040584473.1
OG0008204	XP_003130227.3	XP_040599163.1
OG0008205	XP_020919063.1	XP_005076272.1
OG0008206	XP_005656747.1, NP_001070691.1	XP_012970653.2, XP_040593370.1
OG0008207	XP_005673365.1	XP_012980539.1
OG0008208	XP_020934950.1	XP_040593868.1
OG0008209	XP_013841187.1	XP_040595083.1, XP_040595085.1, XP_040595086.1
OG0008210	XP_003134843.2	XP_005078564.1
OG0008211	XP_020934290.1	XP_005078562.1
OG0008212	XP_020934903.1	XP_040611573.1
OG0008213	NP_001007520.1, XP_005673294.1	XP_005076261.1
OG0008215	XP_020952629.1	XP_005083890.3
OG0008216	XP_020951671.1	XP_005083884.1
OG0008217	XP_003356375.2	XP_005083879.1
OG0008218	XP_003127876.2	XP_005084395.1
OG0008219	XP_003127869.3	XP_005084397.1
OG0008220	XP_020951654.1, XP_003127875.2	XP_005084396.1
OG0008221	XP_005665297.2, NP_001231872.1	XP_005084406.1
OG0008222	XP_020948959.1, NP_001230473.1	XP_005084415.1
OG0008223	XP_020951632.1	XP_005084421.1
OG0008224	XP_020952293.1	XP_040612919.1
OG0008225	XP_013854859.1	XP_040612911.1
OG0008226	XP_003128059.3	XP_040612886.1
OG0008230	XP_020931111.1, NP_001157482.1	XP_005083996.1
OG0008231	XP_020952494.1	XP_005083939.1
OG0008232	NP_001116566.1, XP_020949208.1	XP_012978872.1, XP_040612742.1
OG0008233	XP_003128129.1	XP_005083925.1
OG0008234	XP_013844518.2	XP_040591700.1
OG0008235	XP_020954973.1, XP_020954974.1	XP_005139415.2
OG0008236	XP_003126436.1	XP_040610821.1
OG0008237	XP_020948436.1	XP_040610912.1
OG0008238	XP_005655793.1	XP_040610913.1
OG0008239	XP_020948433.1	XP_040610924.1
OG0008240	XP_020946919.1	XP_012967357.1
OG0008241	XP_020948416.1	XP_040610936.1
OG0008242	XP_003126741.3	XP_040611020.1
OG0008243	XP_020946591.1, NP_001274341.1	NP_001268502.1, XP_012967274.1
OG0008244	XP_020957187.1	XP_040590770.1
OG0008245	XP_020956295.1	XP_040608499.1
OG0008246	XP_020957147.1	XP_040608510.1
OG0008247	XP_005653637.1	XP_012976043.2
OG0008248	XP_020957145.1	XP_040608518.1
OG0008249	XP_020957142.1	XP_005076223.2
OG0008250	XP_005666850.1, NP_001231453.1	XP_005076222.1
OG0008251	XP_020956944.1	XP_005076210.1
OG0008252	XP_005666723.1	XP_005076200.1
OG0008253	XP_003129062.3	XP_021085843.1
OG0008254	XP_003129060.1	XP_012972614.1
OG0008255	XP_003129041.1	XP_005075245.1
OG0008256	XP_020934065.1, NP_001090976.2	XP_021078467.1
OG0008257	XP_020934242.1	XP_040584577.1
OG0008258	NP_001231814.1	XP_012980469.1
OG0008259	XP_003134655.2	XP_040584737.1
OG0008260	XP_020934167.1, NP_999211.1	XP_040584724.1
OG0008261	XP_003134674.3	XP_005085844.1
OG0008262	XP_020934845.1	XP_021089952.1
OG0008263	XP_003134939.5	XP_040602630.1
OG0008264	XP_003134934.1	XP_040602672.1
OG0008265	XP_020934126.1, NP_001177209.1	XP_040593042.1
OG0008266	XP_020934529.1	XP_021079358.1
OG0008267	XP_020934882.1	XP_040593051.1
OG0008268	NP_001274775.1	XP_040593056.1
OG0008269	XP_020934820.1	XP_040598250.1
OG0008270	XP_020933393.1, XP_020933947.1	XP_040587714.1
OG0008271	XP_020933913.1	XP_005066593.1
OG0008272	NP_001093405.1, XP_020932827.1	XP_040587717.1
OG0008273	XP_020933394.1	XP_005066544.1
OG0008274	XP_020931335.1, XP_020936968.1	XP_040587784.1
OG0008275	XP_005671827.1	XP_012966320.1
OG0008276	XP_020931809.1	XP_005066642.2
OG0008277	XP_003133417.1	XP_005066639.1
OG0008278	NP_001231674.1, XP_020930261.1	XP_005066559.1
OG0008279	XP_020930691.1	XP_005066679.1
OG0008280	XP_020931626.1	XP_040587656.1
OG0008281	XP_020933729.1	XP_040587686.1
OG0008282	NP_001177099.1	XP_040587823.1
OG0008283	XP_013839511.2	XP_040587898.1
OG0008284	XP_003133380.3	XP_040587744.1, XP_040597176.1
OG0008285	XP_003133390.1	XP_005066739.1
OG0008286	XP_003359512.3	XP_005066741.1
OG0008287	XP_013839444.1, NP_001137173.1	XP_040589368.1
OG0008288	XP_020932155.1	XP_040589340.1
OG0008289	XP_020943618.1	XP_005082085.2
OG0008290	NP_001230114.1, XP_020934724.1	XP_021078750.1
OG0008291	XP_003125453.6	XP_040586604.1
OG0008292	XP_003354999.2	XP_005082079.1
OG0008293	XP_020944072.1	XP_040586843.1
OG0008294	XP_020943531.1	XP_005082068.1
OG0008295	XP_020943521.1	XP_040586597.1
OG0008296	XP_005655328.2	XP_040586705.1
OG0008297	NP_001230119.1, XP_020941348.1	XP_005079125.1
OG0008298	XP_020943394.1, XP_020943397.1, XP_020943395.1	XP_005079171.1
OG0008299	XP_020943392.1	XP_005073565.1
OG0008300	XP_020943389.1	XP_040586752.1
OG0008301	XP_020943367.1	XP_012971437.1
OG0008302	XP_003125343.1	XP_021084894.1
OG0008303	XP_020941367.1	XP_005073623.1
OG0008304	XP_020943332.1	XP_005073624.3
OG0008305	XP_020941555.1, NP_001020394.1	XP_040586768.1
OG0008306	XP_020943328.1	XP_040586845.1
OG0008307	NP_001231806.1, XP_005655303.1	XP_040586655.1
OG0008308	XP_020943620.1	XP_040586736.1
OG0008309	XP_020944000.1	XP_005077293.1
OG0008310	XP_020942743.1	XP_005068647.1
OG0008311	XP_005662334.1	XP_005068660.1
OG0008312	XP_020942684.1	XP_005068662.1
OG0008315	NP_001090964.1, XP_020941196.1	XP_040594072.1
OG0008316	XP_003124973.2	XP_040593759.1
OG0008317	NP_001229959.1, XP_020941344.1	XP_040593574.1
OG0008318	XP_020942951.1	XP_005076142.1
OG0008319	NP_001230307.1	XP_021086313.1
OG0008320	XP_003124992.1	XP_005078329.1
OG0008321	XP_003354803.2	XP_012974702.1, XP_021087617.1, XP_040593660.1
OG0008322	NP_001116459.1	XP_005078347.1
OG0008323	XP_020942983.1	XP_040594604.1
OG0008324	XP_003125062.3	XP_040594612.1
OG0008325	XP_013851483.2	XP_005071128.1
OG0008326	XP_003354820.2	XP_040593254.1
OG0008327	XP_003125080.1	XP_040593259.1
OG0008328	XP_020945665.1	XP_040608063.1
OG0008329	NP_001116548.1, XP_020944090.1	XP_040608066.1
OG0008330	XP_020945611.1, XP_001928381.3	XP_005084285.1
OG0008331	XP_020946483.1	XP_021091119.1
OG0008332	XP_001927858.5	XP_040608132.1
OG0008333	XP_001927895.1	XP_005084293.1
OG0008334	NP_001230375.1	XP_040608144.1
OG0008335	XP_005655456.1	XP_040608146.1
OG0008336	XP_005663542.1	XP_040608176.1
OG0008337	XP_020945531.1	XP_012979278.2
OG0008338	XP_001928046.4	XP_040608182.1
OG0008339	NP_001230430.1	XP_005084340.1
OG0008340	XP_020945522.1	XP_040608200.1, XP_040608201.1
OG0008341	XP_013852579.1	XP_012981903.1
OG0008342	XP_005663496.1	XP_040608218.1, XP_021079556.1
OG0008343	XP_020946393.1	XP_040608046.1
OG0008344	XP_020938211.1	XP_005064272.1, XP_021083498.1, XP_040607542.1
OG0008345	XP_020935000.1	XP_012978144.2
OG0008346	XP_020957916.1, NP_001026963.1	XP_040599209.1
OG0008347	XP_003130289.1	XP_040591143.1
OG0008348	XP_013835265.2	XP_005080944.1
OG0008349	XP_020958200.1	XP_005080932.1
OG0008350	XP_020938203.1	XP_005064278.2
OG0008351	XP_020938823.1	XP_040601839.1, XP_040597221.1
OG0008352	XP_003122917.2	XP_005064912.1
OG0008353	XP_003122919.1	XP_005064909.1
OG0008354	XP_013849927.1	XP_005064875.1
OG0008355	XP_020938721.1	XP_012977370.2
OG0008356	NP_001231306.1	XP_005065009.1
OG0008357	XP_013849808.1	XP_040601749.1
OG0008358	XP_020938226.1	XP_005064263.2
OG0008359	XP_020938306.1	XP_005064178.1
OG0008360	XP_020938351.1	NP_001268318.1, XP_040597691.1
OG0008361	XP_003122502.1	XP_005064141.1
OG0008362	XP_003122542.3	XP_040605921.1
OG0008363	XP_003353805.1	XP_040605918.1
OG0008364	XP_020938459.1	XP_005064086.1
OG0008365	NP_001231186.1	XP_021079774.2
OG0008366	XP_005660760.2	XP_005064032.1
OG0008367	XP_013849589.2	XP_040604835.1
OG0008368	XP_003122620.3	XP_005063973.1
OG0008369	XP_003353841.2	XP_005063961.1
OG0008370	NP_999280.1	XP_040604586.1
OG0008371	NP_001191699.1	XP_012968464.1
OG0008372	NP_999620.1, XP_005660832.1	XP_005063940.2
OG0008373	NP_001230324.1	XP_040604037.1
OG0008374	XP_020932556.1	XP_040603964.1
OG0008375	XP_020938584.1	XP_040603725.1
OG0008376	XP_005660890.2	XP_012967506.1
OG0008377	XP_003129271.1	XP_021086287.1
OG0008378	XP_020938133.1	XP_040607325.1
OG0008379	XP_020931600.1	XP_040585599.1
OG0008380	XP_005671695.2	XP_040593400.1
OG0008381	NP_001302641.1, XP_005671700.2	XP_040594413.1
OG0008382	XP_020931106.1, XP_020931104.1, XP_020931105.1	XP_040594538.1
OG0008383	NP_001191831.1, XP_020930277.1	XP_012968950.1
OG0008384	NP_998938.1	XP_005079930.1
OG0008385	XP_020931280.1	XP_040594414.1
OG0008386	NP_001231490.1	XP_012978695.1, XP_005083807.1, XP_021090716.1
OG0008387	XP_020931994.1	XP_012968055.2
OG0008388	XP_020931741.1	XP_040601248.1
OG0008389	XP_001926735.1	XP_005069026.1
OG0008390	XP_003134357.1	XP_005072598.1
OG0008391	NP_001231343.2	XP_040597410.1, XP_040589242.1
OG0008392	NP_001230746.1, XP_020933515.1	XP_005086188.1, XP_021078746.1
OG0008393	XP_003123160.3	XP_005081407.3
OG0008394	XP_020939854.1	XP_012978452.1
OG0008395	XP_020954605.1	XP_040593142.1
