Orthogroup	Sus_scrofa	Sarcophilus_harrisii
OG0006931	XP_020926781.1, XP_020926780.1, XP_020926782.1	XP_031815643.1
OG0006932	XP_003358619.3	XP_031815660.1
OG0006933	XP_003132530.1	XP_003766108.1
OG0006934	NP_001231076.1	XP_031813418.1
OG0006935	XP_013840697.2	XP_003758989.1
OG0006936	XP_003134532.1	XP_003759242.2
OG0006937	XP_020933613.1	XP_003758217.1
OG0006938	XP_020932872.1, NP_001172099.1	XP_031805070.1
OG0006939	XP_003134359.3	XP_003758725.2
OG0006940	XP_020933047.1	XP_031799405.1
OG0006941	XP_020933236.1	XP_031799880.1
OG0006942	NP_001177141.1	XP_031797139.1
OG0006943	NP_001231414.1, XP_005672834.1	XP_031797624.1
OG0006944	XP_020932924.1, NP_001231234.1	XP_003773512.1
OG0006945	XP_003134389.2	XP_031810024.1
OG0006946	XP_020933500.1	XP_031809985.1, XP_031809987.1
OG0006947	XP_005672882.2	XP_031809976.1
OG0006948	NP_001335829.1, XP_013840728.1	XP_031809956.1
OG0006949	XP_020933638.1	XP_031805180.1
OG0006950	XP_020932881.1, NP_001172065.1	XP_003756973.1
OG0006951	NP_001231554.1	XP_031809754.1
OG0006952	NP_001090931.2	XP_031809788.1
OG0006953	XP_020933786.1	XP_031809779.1
OG0006954	XP_020933548.1	XP_023362925.1
OG0006955	XP_020933560.1	XP_012408857.2
OG0006956	XP_005672969.1, NP_001230295.1	XP_031809836.1
OG0006957	NP_001279034.1, XP_020932880.1	XP_031809828.1
OG0006958	XP_020932875.1, NP_999106.1	XP_031809904.1
OG0006959	XP_020933799.1	XP_031809923.1
OG0006961	XP_020933791.1	XP_031809888.1
OG0006962	XP_020934047.1	XP_031809864.1
OG0006963	NP_001231398.1	XP_031809840.1
OG0006964	XP_005673008.1, NP_001038036.1	XP_031807427.1
OG0006965	XP_020933636.1	XP_031807423.1
OG0006966	XP_020933637.1	XP_012395231.1
OG0006967	XP_013840856.1	XP_031807415.1
OG0006968	XP_020933959.1	XP_031810458.1
OG0006969	XP_003484024.2	XP_031807431.1
OG0006970	NP_001230144.1	XP_031807443.1
OG0006971	XP_020932946.1, NP_999383.1	XP_003757749.1
OG0006972	XP_020933614.1	XP_031807472.1
OG0006973	NP_999240.2	XP_012395157.1, XP_031807516.1
OG0006974	NP_001116632.1	XP_023351404.1
OG0006975	NP_001098782.1	XP_031807537.1
OG0006976	NP_001116620.1, XP_013840961.1	XP_031807548.1
OG0006977	XP_003127524.2	XP_012395158.1, XP_012409552.1
OG0006978	XP_020933699.1	XP_012395165.2
OG0006979	XP_020928727.1	XP_031806764.1
OG0006980	XP_020928846.1	XP_031807321.1
OG0006981	XP_020927842.1, NP_001037998.1	XP_003758093.1
OG0006982	XP_020920876.1, XP_020920877.1, XP_020920875.1, XP_020920874.1	XP_003764588.1, XP_031799365.1
OG0006983	NP_001182439.1	XP_031817852.1
OG0006984	XP_013835908.1	XP_031817855.1
OG0006986	XP_020921666.1	XP_031816690.1, XP_031816689.1
OG0006987	XP_020928885.1	XP_003773124.1
OG0006988	XP_020928095.1	XP_023361630.1
OG0006989	XP_005657322.3, NP_001090927.1	XP_003757972.1
OG0006990	NP_001230501.1, XP_005657307.2	XP_031807334.1
OG0006991	XP_003132864.3	XP_023351062.2
OG0006992	XP_005670491.2	XP_023351067.1
OG0006993	XP_020928681.1, XP_020937651.1	XP_031805526.1
OG0006994	NP_001193269.1	XP_031806738.1
OG0006995	NP_001172031.1	XP_012395477.1
OG0006996	XP_001926541.1, XP_020931294.1	XP_012405354.3
OG0006997	XP_003133824.1	XP_031824136.1
OG0006998	NP_001177212.1, XP_020930253.1	XP_003766458.1
OG0006999	XP_020931688.1	XP_031813316.1
OG0007000	XP_020937013.1, XP_020921225.1	XP_003764561.1
OG0007001	NP_999347.1	XP_031804807.1
OG0007002	NP_001335893.1, XP_020927832.1	XP_031804389.1
OG0007003	XP_020929079.1	XP_031804390.1
OG0007004	NP_001172064.1	XP_031804424.1
OG0007005	XP_020929490.1	XP_031804456.1
OG0007006	XP_003132941.3	XP_031804520.1, XP_031804519.1, XP_031804521.1
OG0007007	NP_001230337.1, XP_020927552.1	XP_023352942.1
OG0007008	NP_001107742.2	XP_031804574.1
OG0007009	XP_003483491.1	XP_031804650.1
OG0007010	XP_020929393.1, XP_020937776.1	XP_031804580.1
OG0007011	NP_001070681.1	XP_031804973.1
OG0007012	XP_020928195.1	XP_031804920.1
OG0007013	NP_001171999.1, XP_005670990.1	XP_023352960.2, XP_031805041.1
OG0007014	XP_020927712.1, NP_001230745.1	XP_031804909.1
OG0007015	XP_013838651.2	XP_031804887.1
OG0007016	XP_003133046.2	XP_031804891.1
OG0007017	XP_001929601.1	XP_023354284.1
OG0007018	XP_020927846.1, NP_001038039.1	XP_031805340.1
OG0007019	XP_005671307.1, XP_020928352.1, XP_020928353.1	XP_031805245.1
OG0007020	XP_020928914.1, XP_020928913.1	XP_012396100.1
OG0007021	XP_001926545.3, XP_005652620.1	XP_031793663.1
OG0007022	XP_020948119.1	XP_012406243.1
OG0007023	XP_020948107.1	XP_031795041.1, XP_012406244.1, XP_031795039.1
OG0007024	XP_001926415.2	XP_012406237.1
OG0007025	NP_001182253.1, XP_020946636.1	XP_023360368.2
OG0007026	NP_001231175.1, XP_013842751.1	XP_012406205.2
OG0007027	XP_003126588.2	XP_031794112.1
OG0007028	XP_020948020.1	XP_031794049.1
OG0007029	NP_999270.1, XP_020946789.1	XP_031794095.1
OG0007030	XP_003126494.3	XP_031794272.1
OG0007031	XP_020947912.1	XP_003771207.1
OG0007032	XP_013853239.1	XP_031794354.1
OG0007033	NP_001106908.2	XP_012406304.1
OG0007034	XP_020948215.1	XP_031796430.1
OG0007036	XP_020948226.1	XP_003771421.1
OG0007038	NP_001231542.1	XP_031793782.1
OG0007039	NP_001108148.1, XP_020946528.1	XP_003770934.2
OG0007040	XP_013843727.2	XP_031793715.1
OG0007041	XP_003126242.1	XP_012407265.2
OG0007042	XP_013853037.1	XP_003772369.1
OG0007043	XP_020948160.1	XP_003771401.1
OG0007044	XP_020948159.1	XP_031795479.1
OG0007045	XP_001926452.3	XP_031812236.1, XP_031812237.1
OG0007046	XP_001927669.1	XP_023350796.2
OG0007047	XP_005671358.1, NP_999318.1	XP_031812015.1
OG0007049	XP_020927928.1	XP_031812086.1
OG0007050	XP_003359370.2, XP_005671439.2, XP_005671438.2	XP_003755262.1
OG0007051	XP_020928329.1	XP_031805213.1
OG0007052	XP_020928399.1	XP_012396937.1
OG0007054	NP_999215.1	XP_003755447.2, XP_031811655.1
OG0007055	XP_001928365.1	XP_003755414.1, XP_012396610.1, XP_031811717.1
OG0007056	XP_001927062.6	XP_003755422.1, XP_023351549.1
OG0007057	NP_001171383.1	XP_012396264.2
OG0007058	XP_001925670.2	XP_031811786.1
OG0007059	XP_001925740.1, XP_005671567.1	XP_031811833.1
OG0007060	XP_020929627.1	XP_023354018.1
OG0007061	XP_020938155.1	XP_031824149.1
OG0007062	XP_020945001.1	XP_003759800.1
OG0007063	XP_001927868.3, XP_013852192.1	XP_031802220.1
OG0007064	NP_001177125.1	XP_031802204.1
OG0007065	NP_001098770.1, XP_005663091.1	XP_003759773.1
OG0007066	XP_005663085.1	XP_003775299.2
OG0007067	XP_003361242.1	XP_003759723.1
OG0007068	XP_020944783.1	XP_031802830.1
OG0007069	XP_020944744.1	XP_031802861.1
OG0007070	XP_001925076.4	XP_031802868.1
OG0007071	XP_001927531.2	XP_003759748.2
OG0007072	XP_020953969.1	XP_003756015.1
OG0007073	XP_013848618.1	XP_031807972.1, XP_031807973.1
OG0007074	XP_020918345.1, NP_001231091.1	XP_031805146.1
OG0007075	NP_999164.2, XP_020938217.1	XP_031805147.1
OG0007076	XP_020951293.1	XP_003755978.1, XP_031811040.1
OG0007077	XP_013848452.1, XP_020951162.1	XP_023355574.1
OG0007078	XP_003480407.1	XP_012399389.1
OG0007079	XP_020950611.1	XP_003755775.1
OG0007080	XP_020950488.1	XP_031811115.1
OG0007081	NP_001106154.1	XP_003755771.2
OG0007082	XP_005659606.1	XP_003755758.1
OG0007083	XP_003121517.2	XP_003755655.3
OG0007084	XP_020929133.1	XP_031805315.1
OG0007085	XP_020949569.1	XP_031811270.1
OG0007086	XP_003121513.1	XP_031811251.1
OG0007087	NP_001335832.1, XP_020939024.1	XP_023353831.1
OG0007088	NP_001116693.1, XP_020953572.1	XP_003755208.1
OG0007089	XP_020953978.1, NP_999592.1	XP_003755019.1
OG0007090	XP_020954713.1	XP_031812480.1
OG0007091	XP_003128531.3	XP_031812448.1
OG0007092	NP_001230221.1	XP_003755042.1
OG0007093	XP_001928867.3	XP_031812656.1
OG0007094	XP_020925498.1	XP_031815018.1, XP_031815020.1, XP_031815016.1
OG0007095	XP_020927017.1	XP_031819483.1
OG0007096	XP_013837997.1	XP_003766803.1
OG0007098	XP_003358968.1	XP_003763447.1
OG0007099	XP_013845645.1	XP_031815200.1
OG0007100	XP_020926605.1	XP_031815192.1
OG0007101	NP_001230842.1, XP_005657203.1	XP_003763466.2
OG0007102	XP_013838032.2	XP_023354627.1
OG0007103	NP_001231165.1	XP_031815060.1
OG0007104	XP_005657217.2	XP_031815076.1
OG0007105	NP_999108.1	XP_012399839.1
OG0007106	XP_003359054.1	XP_012401737.1, XP_031815224.1
OG0007107	XP_020927183.1	XP_031824194.1
OG0007108	XP_020938158.1	XP_031824640.1
OG0007109	XP_003132793.4	XP_003763446.1
OG0007110	XP_020957331.1, XP_020957332.1	XP_031797898.1
OG0007111	XP_013844801.1	XP_031797325.1
OG0007112	XP_003129303.1	XP_003772952.3
OG0007113	NP_001107755.1, XP_020955926.1	XP_012408450.1
OG0007114	XP_003129361.1	XP_031798959.1
OG0007116	XP_020957423.1, XP_020957421.1	XP_003772981.1, XP_023361520.1
OG0007117	NP_001123425.1, XP_005667066.1	XP_031797281.1
OG0007118	NP_001037999.1, XP_020956176.1	XP_023361540.2
OG0007119	XP_020957463.1	XP_003773014.2
OG0007120	NP_001193317.1	XP_031797767.1
OG0007121	XP_003482466.3	XP_012407444.2
OG0007122	XP_020957107.1, XP_020957106.1	XP_031797375.1
OG0007124	XP_020924022.1, NP_001182264.1	XP_031814715.1
OG0007125	XP_020926360.1	XP_031814749.1
OG0007126	XP_020926323.1	XP_031815405.1
OG0007127	XP_020926169.1	XP_031815446.1
OG0007128	XP_003132743.1	XP_031815468.1, XP_003763581.1
OG0007129	NP_001230409.1, XP_020924151.1	XP_031815501.1
OG0007130	XP_005670266.1	XP_003763649.1
OG0007131	XP_020926004.1	XP_003763644.2
OG0007132	NP_001116684.1	XP_003766393.1
OG0007133	XP_020925982.1	XP_012399983.1
OG0007134	NP_001090983.1, XP_020923830.1	XP_003763673.1
OG0007135	XP_020925918.1	XP_031817149.1
OG0007138	NP_001155116.2, XP_020924001.1	XP_031813286.1
OG0007139	XP_020932510.1	XP_031801978.1
OG0007140	XP_020925519.1	XP_031813565.1
OG0007141	XP_020925568.1	XP_031823874.1
OG0007142	XP_013837706.1	XP_031823970.1
OG0007143	XP_020925648.1	XP_031823928.1
OG0007144	XP_005652418.1, NP_001231275.1	XP_003770222.1
OG0007145	XP_020925390.1	XP_031813454.1
OG0007146	XP_003358728.2	XP_003766207.2
OG0007147	XP_013845582.1, NP_001231518.1	XP_031813523.1
OG0007148	XP_020953623.1, NP_001240281.1	XP_003760275.2
OG0007149	XP_001928887.2	XP_003760264.1, XP_012397144.1, XP_012397143.1
OG0007150	XP_020955790.1	XP_031802766.1
OG0007151	XP_020955848.1	XP_023352108.1
OG0007153	NP_001116638.1, XP_005665754.1	XP_023359650.1
OG0007154	XP_020953805.1, NP_001138494.1	XP_003760232.1
OG0007155	XP_013839737.1	XP_003764004.1
OG0007156	XP_020930448.1	XP_023355006.1
OG0007157	XP_003359584.2, XP_013839642.1	XP_012400205.2
OG0007158	XP_005671938.1, NP_001093664.1	XP_012400206.1
OG0007159	XP_020930449.1	XP_012400222.1
OG0007160	NP_001230760.1	XP_003764026.1
OG0007161	XP_020931560.1	XP_031816254.1, XP_031816250.1
OG0007162	XP_003359630.1	XP_031816214.1
OG0007163	XP_020935527.1, XP_020931131.1	XP_023362694.2
OG0007164	XP_020931718.1	XP_031816163.1
OG0007165	XP_020931391.1	XP_003764103.1
OG0007166	NP_001027551.1	XP_031816123.1
OG0007167	XP_020930304.1, NP_001230594.1	XP_031814183.1
OG0007168	XP_020931908.1, XP_020931906.1, XP_020931907.1	XP_031814050.1
OG0007169	XP_020930535.1	XP_023356582.1
OG0007170	XP_001925038.3	XP_003769684.2
OG0007171	XP_003130153.1	XP_031793031.1, XP_012403248.1
OG0007172	XP_003357442.1	XP_003767666.1
OG0007173	XP_020918944.1	XP_003767671.1
OG0007174	XP_020918953.1	XP_031793110.1
OG0007175	XP_003130554.2	XP_031793252.1
OG0007176	XP_005663232.1	XP_031793278.1
OG0007177	XP_001927358.1	XP_031793287.1
OG0007178	XP_003357675.2	XP_031793245.1, XP_031793246.1, XP_031803230.1, XP_031803228.1, XP_031793244.1
OG0007181	XP_005673904.1	XP_003774971.1
OG0007182	XP_020938115.1, XP_020938113.1, XP_020938114.1	XP_031814913.1, XP_003765648.1
OG0007183	XP_020936546.1, XP_020938116.1	XP_031814914.1
OG0007184	XP_020935702.1	XP_003765632.1
OG0007185	XP_020936171.1, XP_020936172.1, XP_020936173.1	XP_012401526.2
OG0007186	XP_013841465.1	XP_012399907.2
OG0007187	XP_005673557.1	XP_031815330.1
OG0007188	XP_020936421.1	XP_012399886.1, XP_003763513.1
OG0007189	XP_003135071.1	XP_031815275.1
OG0007190	XP_020935731.1	XP_031815238.1
OG0007191	XP_020936036.1	XP_031814936.1
OG0007192	XP_020935722.1, XP_020935723.1, XP_020935720.1, XP_020935721.1	XP_031800305.1
OG0007193	XP_005673658.1	XP_031800881.1
OG0007194	XP_020936257.1	XP_031800670.1
OG0007196	XP_003135154.1	XP_031800154.1
OG0007197	XP_020935276.1	XP_012408626.2
OG0007198	XP_020935812.1	XP_031800947.1
OG0007199	XP_020935609.1	XP_031800428.1
OG0007200	XP_005673818.1	XP_031800411.1, XP_031800409.1, XP_031800410.1
OG0007201	XP_005673820.1	XP_031800859.1
OG0007202	NP_001171396.1	XP_003775073.1
OG0007205	XP_003135341.2	XP_031800989.1
OG0007207	XP_020935615.1, XP_020935616.1	XP_003775130.1
OG0007208	XP_003360534.2	XP_031793529.1, XP_031793527.1, XP_031793528.1
OG0007209	NP_999065.1	XP_031800363.1
OG0007210	XP_003135533.2	XP_031800706.1, XP_031801139.1
OG0007211	XP_020936414.1	XP_031800459.1
OG0007212	XP_003130344.2	XP_012403242.1
OG0007213	XP_001924859.2	XP_003769497.1
OG0007214	XP_020941278.1, NP_001155115.1	XP_031821226.1, XP_031821225.1, XP_031821224.1
OG0007215	XP_003356909.2	XP_031797465.1, XP_031797464.1
OG0007216	XP_020918063.1	XP_003766826.1, XP_003764804.2, XP_031813118.1
OG0007218	XP_003483369.1	XP_031817141.1, XP_031817142.1, XP_031817140.1
OG0007223	NP_001193848.1	XP_003763134.1
OG0007228	XP_005660935.1	XP_012408352.2, XP_003774402.1, XP_023362466.2, XP_031797820.1, XP_012408349.1, XP_003774403.1
OG0007229	NP_999017.1	XP_012396390.3, XP_031812584.1
OG0007232	XP_020949819.1	XP_031806078.1
OG0007233	NP_001092052.1, XP_020932826.1	XP_003757698.2, XP_031807558.1
OG0007234	XP_020955252.1	XP_031802037.1
OG0007235	NP_001280245.1, NP_001106510.2	XP_003757124.1
OG0007236	XP_020941111.1	XP_031799458.1
OG0007237	XP_020942219.1	XP_031800039.1
OG0007238	NP_001038011.2	XP_012401890.1
OG0007239	NP_999359.1	XP_031810450.1
OG0007240	XP_020921638.1	XP_031793137.1
OG0007241	XP_013842725.1, NP_001230422.1	XP_003771270.2
OG0007242	NP_999334.1, XP_020924199.1	XP_003766143.1
OG0007243	NP_001335735.1	XP_003770006.2
OG0007244	NP_999489.1, XP_005671939.2	XP_003763945.1
OG0007245	XP_020932314.1	XP_003759973.1
OG0007246	NP_999005.1	XP_031794866.1, XP_003771632.1
OG0007247	NP_999206.1	XP_003767694.2
OG0007249	NP_999487.1	XP_031802388.1
OG0007250	NP_001231182.1, XP_020957770.1	XP_003764265.2
OG0007251	NP_999525.1	XP_003772755.1
OG0007252	NP_999393.1	XP_023350145.1
OG0007253	XP_005661052.1	XP_031798823.1
OG0007254	NP_001116593.1	XP_031823752.1
OG0007255	XP_020927655.1, NP_001137168.1	XP_031812845.1
OG0007256	XP_005654793.2	XP_031804203.1
OG0007257	XP_020943483.1, XP_013851794.2	XP_031805478.1
OG0007258	XP_005667667.1	XP_003763123.1
OG0007259	XP_020930337.1, NP_999244.1	XP_003770202.1
OG0007260	NP_001231160.1	XP_031814300.1, XP_031808815.1
OG0007261	NP_999112.1	XP_012396255.1
OG0007262	XP_020953689.1	XP_012404822.1
OG0007263	XP_005663354.1, XP_001928505.1	XP_012403627.1, XP_003768132.1, XP_003768134.1
OG0007264	NP_001172096.1	XP_031802749.1
OG0007265	XP_020953966.1, NP_999462.1	XP_003756246.1
OG0007266	NP_999158.1	XP_031813449.1
OG0007267	NP_999056.1	XP_012404991.1
OG0007268	NP_999013.1	XP_003763079.1
OG0007269	NP_999378.1	XP_012405579.1
OG0007270	NP_001033090.1, XP_020924242.1	XP_031809743.1
OG0007271	XP_020935162.1, NP_001027548.1	XP_031813113.1
OG0007272	XP_020945843.1	XP_031822969.1
OG0007273	XP_020931458.1	XP_031807001.1
OG0007274	NP_001093397.1, XP_020930350.1	XP_023350481.1
OG0007276	NP_998968.1, XP_020935977.1	XP_031808962.1
OG0007277	XP_003122730.2	XP_003774041.1
OG0007278	NP_999382.1, XP_013835971.2	XP_031817781.1, XP_012400748.1
OG0007279	XP_020920843.1	XP_031816586.1
OG0007280	NP_001098420.1, XP_020934179.1	XP_031794728.1
OG0007281	NP_001116563.1	XP_012406444.2
OG0007282	NP_001107178.1	XP_003770700.1
OG0007283	NP_001106535.1	XP_031809162.1, XP_012405969.1
OG0007284	XP_020954262.1	XP_012404431.1
OG0007285	XP_005672326.1, NP_001157491.1	XP_003770309.1
OG0007286	NP_001019758.1, XP_020949146.1	XP_031824815.1
OG0007287	XP_013835687.2	XP_031795766.1
OG0007288	XP_020956134.1, NP_999394.1	XP_031799130.1, XP_003773201.1
OG0007289	XP_020939610.1	XP_031803659.1, XP_031803578.1
OG0007290	NP_001230323.1	XP_003774068.1
OG0007291	XP_005668813.2	XP_012403878.1, XP_003768447.1
OG0007292	XP_020944233.1, NP_001161890.1	XP_031803088.1
OG0007293	XP_020940874.1	XP_031799434.1
OG0007294	XP_005657325.1, NP_999458.1	XP_003757974.2
OG0007295	XP_020929455.1	XP_031805033.1
OG0007296	XP_020936135.1	XP_031801136.1
OG0007297	NP_999184.2	XP_031810936.1
OG0007298	NP_001072130.1, XP_020921923.1	XP_003770166.2
OG0007299	XP_001926182.1	XP_003770220.1
OG0007300	XP_020945102.1	XP_031820523.1
OG0007301	NP_999208.1	XP_003763519.1
OG0007302	XP_020931400.1	XP_023359576.2
OG0007303	XP_020947439.1	XP_031797073.1
OG0007305	XP_020947197.1	XP_031794004.1, XP_031794003.1
OG0007306	XP_020925744.1	XP_031819452.1
OG0007307	XP_013845295.1	XP_031798430.1
OG0007308	NP_001001626.2	XP_012402992.2
OG0007309	XP_020932498.1	XP_031801962.1, XP_023351663.1
OG0007310	XP_020923940.1	XP_012409127.2
OG0007311	XP_020943279.1	XP_031806217.1
OG0007312	NP_001171877.1	XP_031798544.1
OG0007313	XP_020952250.1	XP_031824923.1, XP_031824922.1
OG0007314	XP_020941211.1, NP_001123431.1	XP_031823834.1
OG0007315	XP_020941584.1	XP_031797423.1, XP_031813024.1
OG0007316	XP_013844308.1	XP_031792620.1
OG0007317	NP_001004027.1	XP_003771151.2
OG0007318	XP_001925699.2	XP_031806590.1
OG0007319	NP_001182615.1, XP_005660248.1	XP_023353408.1
OG0007320	XP_005657301.1, NP_001116544.1	XP_023351058.1
OG0007321	NP_001011506.1	XP_003774769.1
OG0007322	XP_005664563.1, NP_999367.1	XP_031819667.1
OG0007323	XP_005673100.1, NP_001116630.1	XP_003757712.1
OG0007324	XP_020952273.1	XP_031824956.1
OG0007325	XP_020933886.1	XP_023350225.1
OG0007326	XP_003483540.2	XP_023356195.1
OG0007327	XP_020935437.1	XP_031815232.1
OG0007328	XP_020949163.1, NP_001183950.1	XP_031798813.1
OG0007329	NP_001177352.1	XP_003772851.1
OG0007330	NP_001001867.1	XP_003772660.1
OG0007331	XP_003482708.2	XP_003767676.1
OG0007332	NP_001191329.1	XP_031808004.1
OG0007333	XP_020943948.1	XP_031806320.1
OG0007334	XP_020923138.1	XP_031798724.1
OG0007335	XP_020939100.1	XP_031804011.1
OG0007336	XP_001929480.1	XP_031804962.1
OG0007337	NP_001231015.1, XP_020946699.1	XP_031796831.1
OG0007338	XP_020930162.1, NP_001093661.1	XP_031823989.1
OG0007339	XP_020921102.1	XP_031816664.1
OG0007340	NP_001098423.1	XP_031818618.1
OG0007341	XP_005665296.2, NP_001231846.1	XP_031818052.1, XP_003765429.1
OG0007342	XP_003134018.1	XP_003762801.1
OG0007343	NP_001014427.1, XP_005656685.1	XP_023355209.1
OG0007344	NP_001191321.1, XP_020944253.1	XP_003767448.1
OG0007345	NP_999549.1	XP_031817768.1
OG0007346	XP_020926616.1, XP_013837367.1	XP_003762434.1
OG0007347	XP_020944534.1	XP_012397285.1
OG0007348	XP_003131568.3	XP_031822049.1
OG0007349	XP_005673963.1	XP_031800302.1
OG0007350	NP_001072134.1, XP_020919740.1	XP_003767807.1
OG0007351	NP_001136314.1	XP_023360230.1, XP_012406110.1
OG0007352	NP_001233179.1	XP_003760925.2
OG0007353	NP_001231856.1	XP_031793930.1
OG0007354	XP_020947185.1	XP_031793796.1
OG0007355	NP_001033318.1	XP_031801607.1
OG0007356	XP_013847913.2	XP_003769620.1, XP_031793411.1
OG0007357	XP_020953210.1	XP_031819100.1
OG0007358	XP_020950090.1	XP_031819112.1
OG0007359	XP_005669715.1	XP_031808016.1
OG0007360	NP_001001771.1	XP_031811012.1
OG0007361	XP_020949434.1	XP_003758606.1
OG0007362	XP_020949185.1, NP_999279.1	XP_031824829.1
OG0007363	NP_999243.1	XP_023357532.1, XP_031792713.1
OG0007364	XP_020949257.1, NP_001012974.1	XP_031801873.1
OG0007365	XP_020957246.1	XP_012407664.1
OG0007366	XP_013852331.2	XP_031822704.1, XP_012403464.1
OG0007367	NP_001123421.1, XP_020949200.1	XP_031819064.1
OG0007368	XP_003131557.1	XP_003768321.1
OG0007369	XP_020933373.1	XP_031797861.1, XP_031797860.1
OG0007370	XP_001928821.1	XP_031822735.1
OG0007371	XP_003127928.1	XP_031802346.1
OG0007372	XP_013836362.1	XP_023359854.2
OG0007373	XP_003355107.2	XP_003759830.1
OG0007374	XP_003129266.2	XP_012408494.1
OG0007375	XP_003131532.3	XP_003768298.1
OG0007376	XP_020922672.1	XP_031822106.1
OG0007378	XP_005656674.2	XP_003764792.1
OG0007379	XP_020937909.1	XP_003757163.1
OG0007383	XP_013844929.2, XP_020917887.1	XP_012400874.1
OG0007384	XP_020941119.1, XP_003122738.2	XP_003774647.1
OG0007386	XP_020944703.1, XP_020944709.1	XP_003769433.1
OG0007387	NP_001231291.1	XP_003761364.1
OG0007388	XP_013846552.1, XP_020937223.1	XP_003756550.2
OG0007390	XP_020930961.1	XP_003760014.1
OG0007391	XP_020920059.1	XP_031799800.1
OG0007392	NP_001090934.1	XP_031793044.1
OG0007394	XP_013854254.1	XP_031817663.1
OG0007396	XP_013849426.1	XP_031802626.1, XP_031824684.1, XP_031805349.1
OG0007397	XP_020929439.1	XP_031802572.1, XP_031802571.1
OG0007398	NP_001001770.1	XP_012397036.1
OG0007399	XP_003353490.2	XP_003760144.1
OG0007400	NP_001231090.1	XP_012396687.1
OG0007401	XP_020949338.1	XP_023351940.2
OG0007402	NP_001231205.1, XP_013840827.1	XP_031801788.1
OG0007403	XP_001926966.2	XP_031820111.1, XP_031820110.1
OG0007404	XP_020943327.1	XP_003769511.1
OG0007405	XP_003121239.3	XP_012404805.1
OG0007406	XP_005659240.1, NP_001171378.1	XP_031820066.1
OG0007407	XP_003121223.2	XP_003769552.2
OG0007408	XP_020927725.1	XP_031824258.1
OG0007409	XP_020942542.1	XP_003769579.1
OG0007410	XP_005659175.2	XP_023359085.1
OG0007411	NP_001230356.1	XP_031793398.1
OG0007412	XP_013847899.1	XP_031793395.1
OG0007413	NP_001335904.1, XP_020938207.1	XP_031793390.1
OG0007414	XP_020941883.1	XP_031793381.1
OG0007415	XP_020927514.1	XP_012404910.1
OG0007416	XP_005654399.1	XP_031793359.1
OG0007417	XP_020929337.1	XP_031793357.1, XP_012404916.1
OG0007418	XP_003353280.3	XP_031820217.1
OG0007419	XP_005659284.1	XP_031820197.1
OG0007420	NP_001020400.1	XP_003769458.1
OG0007421	XP_020940122.1	XP_031820144.1
OG0007422	NP_001231610.1	XP_031793553.1
OG0007423	XP_003130685.3	XP_003761347.1
OG0007424	XP_013849087.1	XP_031801343.1
OG0007425	XP_020920634.1	XP_031795427.1
OG0007426	NP_999170.1	XP_012398327.1
OG0007427	XP_013849071.2	XP_003761690.1
OG0007428	XP_020919950.1	XP_012398378.1
OG0007429	XP_020930038.1	XP_031818055.1
OG0007430	XP_020942650.1	XP_031807365.1
OG0007432	NP_001230329.1	XP_031793501.1
OG0007434	XP_001926590.3	XP_031812125.1
OG0007435	XP_003128181.1	XP_031820007.1
OG0007436	XP_020950710.1	XP_031819392.1
OG0007437	XP_020950647.1	XP_031817655.1
OG0007438	XP_003127465.1	XP_031817633.1
OG0007439	XP_020950648.1	XP_012402271.1
OG0007441	XP_005664874.1	XP_031817631.1
OG0007443	XP_020950498.1	XP_023357015.1
OG0007445	XP_020950440.1	XP_031817698.1
OG0007446	XP_003481945.2	XP_031819255.1
OG0007447	XP_020950397.1	XP_031819277.1, XP_031817622.1
OG0007448	XP_005664781.2	XP_031817603.1
OG0007449	XP_020950368.1	XP_031819295.1
OG0007450	XP_005664746.2, XP_003127323.2	XP_031817606.1
OG0007451	XP_013854060.2	XP_031817607.1
OG0007452	NP_999233.1	XP_003766531.2
OG0007453	XP_020950346.1	XP_031819306.1
OG0007454	XP_020950285.1	XP_031817512.1
OG0007455	XP_005664683.3	XP_031819689.1
OG0007456	XP_005664667.1	XP_031819732.1
OG0007457	XP_020950194.1	XP_031819072.1
OG0007458	NP_999480.2, XP_013844054.2	XP_031817531.1
OG0007459	XP_003127225.3	XP_031794161.1
OG0007460	XP_013844035.2	XP_031817494.1
OG0007461	XP_020950056.1	XP_031817491.1
OG0007462	XP_020950053.1	XP_031817489.1
OG0007463	XP_020950036.1	XP_031819024.1
OG0007464	XP_020950030.1	XP_031817461.1
OG0007465	XP_020950028.1	XP_031818980.1
OG0007466	XP_020950010.1	XP_031818989.1
OG0007467	XP_005664652.1	XP_031819010.1
OG0007468	XP_005664642.2	XP_031817478.1
OG0007469	NP_001231935.1, XP_005664593.2	XP_031819015.1
OG0007471	NP_001192333.1	XP_031818964.1
OG0007472	XP_013853819.1	XP_031817445.1
OG0007473	XP_003127112.3	XP_031819630.1
OG0007474	XP_020952819.1	XP_012401131.2
OG0007475	XP_020952816.1	XP_031819635.1
OG0007476	NP_999495.1	XP_003757218.1
OG0007477	XP_020949937.1	XP_031810240.1
OG0007478	XP_020955350.1	XP_031802035.1
OG0007479	XP_020920691.1	XP_031795853.1
OG0007480	XP_003359837.1	XP_031817117.1
OG0007481	XP_003354394.1	XP_031809573.1
OG0007482	XP_013850097.2	XP_031810385.1
