Orthogroup	Sus_scrofa	Loxodonta_africana
OG0004808	XP_005667489.1	XP_003418239.1
OG0004809	XP_013834910.2	XP_023413920.1
OG0004810	XP_005653762.1, NP_001008686.1	XP_003418369.1
OG0004811	NP_001231079.1, XP_005667427.1	XP_003418310.1
OG0004813	XP_003129888.2, XP_020918425.1	XP_003415734.1
OG0004814	XP_020923406.1	XP_010594830.1
OG0004815	XP_020921914.1, NP_001138398.2	XP_010594846.2
OG0004817	XP_020923473.1, XP_003131982.1	XP_003416937.1
OG0004818	XP_003483144.1	XP_023411924.1
OG0004819	XP_020923492.1	XP_023411928.1
OG0004820	XP_020921932.1	XP_003416981.3
OG0004821	XP_020921908.1, NP_999530.1	XP_023395494.1
OG0004822	NP_001230294.1	XP_023405155.1
OG0004823	XP_003127552.3	XP_003413264.1
OG0004824	XP_020950909.1	XP_023407685.1
OG0004825	XP_013849692.2	XP_010596082.1
OG0004826	XP_020949323.1	XP_023413842.1
OG0004827	XP_013853597.1	XP_003418191.3
OG0004828	XP_020949382.1	XP_010596122.1
OG0004829	XP_020949402.1	XP_003418136.1
OG0004830	XP_020949101.1, NP_001272904.1	XP_003417121.1
OG0004831	XP_020949770.1	XP_003417078.1
OG0004832	XP_020949665.1	XP_003417152.1
OG0004833	XP_003481130.1	XP_003417855.1, XP_003417854.1
OG0004834	XP_013836200.1	XP_023412489.1
OG0004835	XP_003354560.2	XP_023415356.1, XP_010594621.1, XP_003416597.1
OG0004836	XP_005662030.1	XP_023411619.1
OG0004837	XP_020941966.1	XP_003416619.1
OG0004838	XP_013850866.1, XP_005661947.1	XP_003422546.1
OG0004839	XP_020941285.1, NP_001156883.1	XP_010594679.1
OG0004841	XP_003124293.1, XP_005655121.1, XP_005655120.1	XP_003416631.2
OG0004842	XP_020942047.1	XP_023414759.1
OG0004843	NP_001159789.2, XP_005653054.1	XP_003418904.1
OG0004844	XP_020942075.1	XP_023414717.1
OG0004845	XP_005655154.3	XP_023414699.1
OG0004846	XP_020942101.1, XP_020942102.1	XP_010596865.1
OG0004847	XP_020942197.1	XP_003418924.3
OG0004848	XP_003124667.3	XP_010595784.1
OG0004849	XP_020942340.1	XP_023413168.1
OG0004850	XP_013851149.1	XP_023413184.1
OG0004851	XP_003481110.1	XP_003417796.1
OG0004852	XP_013851190.2, XP_013851191.2	XP_003417701.2
OG0004853	NP_001155117.1, XP_005662251.1	XP_003417805.1
OG0004854	XP_003481146.1	XP_003417811.1
OG0004855	XP_013843268.1	XP_023413068.1
OG0004856	XP_020942571.1	XP_003417750.1
OG0004857	XP_005655184.1	XP_003417847.1
OG0004858	XP_013852722.2	XP_023403227.1, XP_023403225.1, XP_003409619.1, XP_023403226.1
OG0004859	XP_013852731.2	XP_010587864.1
OG0004860	XP_020945811.1	XP_023403182.1
OG0004861	NP_001230423.1	XP_003408655.1
OG0004862	XP_020952137.1	XP_003411181.1
OG0004864	XP_005653783.1, NP_001028186.1	XP_023403970.1
OG0004865	XP_003130662.2	XP_023404032.1
OG0004866	XP_020919722.1, NP_999077.1	XP_010588507.1
OG0004867	XP_020919553.1	XP_023403976.1
OG0004868	XP_003482797.4	XP_010600053.1
OG0004869	NP_001302744.1	XP_003419919.1
OG0004870	XP_003130152.1	XP_003414925.1
OG0004871	XP_003355120.1	XP_003415266.1
OG0004872	XP_005653823.1	XP_010589340.1
OG0004873	NP_001172104.1	XP_003415154.1
OG0004874	XP_003122339.1	XP_023399569.1
OG0004875	XP_020951954.1	XP_003406784.1
OG0004876	XP_003482090.3	XP_010585108.1
OG0004877	XP_020951743.1	XP_010585128.1
OG0004878	XP_020951717.1	XP_003406839.2
OG0004879	XP_020951684.1	XP_023399772.1
OG0004880	NP_001231758.1	XP_003412037.1
OG0004881	XP_001925889.3	XP_023395863.1
OG0004882	XP_003123621.3	XP_003421235.1
OG0004883	NP_001231475.1	XP_023395850.1
OG0004884	XP_013833613.1, NP_999444.1	XP_003421006.1
OG0004885	XP_020953861.1	XP_003408830.1
OG0004886	XP_020954847.1	XP_010587188.1
OG0004887	XP_013848864.1, XP_003121861.1, XP_013848863.1, XP_013848865.1	XP_003408660.1
OG0004888	NP_001231108.1, XP_005660055.1	XP_003408541.1, XP_023401971.1
OG0004889	XP_001928025.1	XP_003408722.1
OG0004890	XP_001928374.1	XP_003408769.2
OG0004891	XP_001929109.1	XP_003408804.1, XP_010587039.1, XP_010587038.1
OG0004893	XP_003128757.3	XP_023402308.1
OG0004895	XP_005656538.1	XP_023402380.1
OG0004896	XP_020925778.1	XP_003407660.1
OG0004897	NP_001093400.1	XP_023412547.1
OG0004898	XP_020922180.1	XP_010595216.1
OG0004899	XP_020922384.1	XP_023412730.1
OG0004900	XP_020923778.1	XP_023412752.1, XP_023412751.1, XP_003417350.1
OG0004901	XP_020922505.1	XP_003414343.1
OG0004902	NP_998954.1, XP_020921840.1	XP_010592773.1
OG0004903	XP_003131433.1	XP_003414292.1
OG0004904	XP_003358123.1	XP_003414711.1
OG0004905	XP_003131600.1	XP_023409385.1, XP_010592660.1
OG0004906	XP_020921703.1, NP_001137594.1	XP_023409156.1
OG0004907	NP_001230742.1, XP_005669023.1	XP_010592603.1
OG0004908	XP_005669056.2	XP_023409302.1
OG0004909	XP_020922994.1	XP_010592560.1
OG0004911	XP_005669133.1, XP_005669132.1, XP_013836616.1, XP_003131797.1	XP_003414574.1
OG0004912	NP_001231646.1	XP_003416995.1
OG0004913	XP_005657072.2	XP_003416858.1
OG0004914	XP_020923269.1	XP_003417031.1
OG0004915	XP_020926396.1	XP_023400560.1
OG0004916	XP_003353735.4	XP_023401067.1
OG0004917	XP_005660581.1	XP_003407604.1
OG0004919	XP_003353734.1, XP_005660580.1, XP_020925907.1	XP_003407619.1
OG0004921	XP_020925522.1	XP_010585884.1
OG0004922	XP_020925296.1	XP_003407742.1
OG0004923	NP_001157982.1	XP_003407751.1
OG0004924	XP_020924977.1	XP_023400670.1
OG0004925	XP_003480658.1	XP_010585915.1
OG0004926	XP_013842126.2, XP_005654615.2, XP_013842133.2	XP_023401078.1
OG0004927	XP_020930262.1	XP_023400711.1
OG0004928	XP_005656972.1	XP_010595234.1
OG0004929	XP_020947626.1	XP_023396436.1, XP_003405237.1, XP_003405238.1, XP_003405235.1
OG0004931	XP_020948551.1, XP_020948552.1, XP_020948550.1, XP_020948553.1	XP_023413466.1
OG0004932	XP_020947479.1, XP_003126338.1	XP_010596429.2
OG0004933	XP_020947487.1	XP_023413748.1
OG0004934	XP_020925934.1	XP_010598082.1
OG0004935	NP_001004045.1	XP_003409394.1
OG0004936	NP_001182270.1	XP_010596867.1
OG0004937	XP_020947032.1	XP_023395784.1
OG0004938	NP_001230349.1, XP_020946584.1	XP_023415656.1
OG0004939	NP_001116550.1, XP_020946546.1	XP_023415674.1
OG0004940	NP_001231597.1, XP_020946727.1, NP_001231596.1	XP_003419805.1, XP_023415685.1
OG0004941	XP_005655549.1	XP_010597634.1
OG0004942	XP_005663866.1	XP_003419831.1, XP_023415714.1
OG0004943	XP_005663869.1	XP_003419832.1
OG0004944	XP_020937130.1	XP_003419837.1
OG0004945	XP_005655578.2	XP_003405365.1
OG0004946	XP_020947212.1, XP_005655580.1, XP_013843669.1	XP_003405363.2
OG0004947	XP_013843692.2	XP_023394898.1, XP_010598217.1, XP_023394891.1, XP_003405692.1
OG0004948	XP_020942770.1	XP_003413665.1
OG0004949	NP_001093659.1	XP_010591877.2
OG0004950	XP_020941507.1, NP_999263.1	XP_010591875.1
OG0004951	XP_005662417.1, XP_013851403.1	XP_003413770.2
OG0004952	XP_020943221.1	XP_010594209.1
OG0004953	XP_020936314.1	XP_003416056.1
OG0004953	NP_001231604.1	XP_023412968.1
OG0004954	XP_003125144.1	XP_003413679.1
OG0004955	NP_999145.1	XP_023408454.1
OG0004957	NP_001191974.1, XP_020941341.1	XP_003417655.1
OG0004958	XP_005655052.2	XP_003404817.1
OG0004959	NP_001231760.1	XP_023404382.1
OG0004960	NP_001090882.1, XP_020935903.1	XP_003405072.1
OG0004961	XP_020940406.1	XP_023403962.1
OG0004962	XP_020940437.1	XP_023408313.1
OG0004963	NP_001230559.1, XP_013849094.1	XP_023400929.1
OG0004964	XP_003353634.1	XP_023401093.1
OG0004965	XP_013849217.2	XP_010586032.1
OG0004966	NP_001121950.1	XP_003422507.1
OG0004967	XP_005665787.2, NP_001116686.1	XP_003422517.1
OG0004968	XP_001927821.3	XP_010598901.2
OG0004969	XP_001929578.1	XP_003403991.1
OG0004970	XP_020954309.1	XP_023401964.1
OG0004971	XP_020954355.1, XP_020954356.1, XP_020954353.1	XP_003403963.1
OG0004972	NP_001116664.1	XP_003404233.2
OG0004973	XP_001924454.3	XP_023399924.1, XP_010584781.1, XP_010584768.1, XP_010584765.1, XP_010584773.1
OG0004974	XP_020930249.1, NP_001265681.1	XP_003404134.2
OG0004975	NP_001182527.1, XP_020940789.1	XP_023407148.1
OG0004976	XP_020928837.1	XP_023399423.1
OG0004977	NP_001166056.2, XP_020945603.1	XP_003404373.1
OG0004978	XP_003121379.3	XP_010599262.1
OG0004979	XP_020939872.1, NP_001129431.1	XP_003404353.1
OG0004980	XP_020946496.1	XP_023398793.1
OG0004981	XP_013848196.1	XP_023398740.1
OG0004982	XP_001925325.1	XP_003404102.1
OG0004983	XP_020923098.1, XP_020946740.1	XP_003404344.1
OG0004984	XP_020946897.1	XP_010597264.1
OG0004985	NP_001005153.1	XP_003404324.1
OG0004986	XP_013844760.1	XP_010592496.1
OG0004987	XP_001928788.1	XP_023401446.1
OG0004988	XP_005662916.1, XP_013851948.1	XP_010586784.1
OG0004989	NP_001231454.1, XP_005662912.1	XP_003408336.1
OG0004990	XP_020944552.1	XP_010586802.1
OG0004991	XP_001927493.1	XP_003422973.1
OG0004992	XP_005666797.1, XP_020957088.1	XP_010592445.2
OG0004993	XP_003123661.1	XP_010599037.1
OG0004994	XP_020958176.1	XP_003407212.1
OG0004995	NP_999470.1	XP_003407206.1, XP_010585590.1
OG0004996	XP_005667724.2	XP_023400144.1
OG0004997	XP_020957577.1, NP_001092054.1	XP_010585518.1
OG0004998	XP_020934388.1	XP_003407125.1
OG0004999	XP_020934705.1	XP_003406979.1
OG0005000	XP_003134862.2	XP_010585733.2
OG0005001	XP_003134817.1	XP_003407061.2
OG0005002	XP_020951520.1	XP_003415530.1
OG0005003	XP_001929238.1	XP_003421658.1
OG0005004	XP_020952582.1, XP_020936916.1	XP_023410364.1
OG0005005	XP_020951609.1, XP_020951610.1	XP_010593662.1
OG0005006	XP_020951546.1	XP_003415536.2
OG0005007	XP_003127043.1, XP_013853737.1	XP_003416391.1
OG0005008	XP_003128025.1	XP_023405377.1
OG0005009	XP_003128108.1	XP_010593608.1
OG0005010	XP_020952497.1	XP_003415598.2
OG0005011	XP_005656364.1, NP_001007112.1	XP_023396425.1
OG0005012	XP_005655700.1	XP_023414869.1
OG0005013	XP_020948455.1, XP_020948456.1	XP_003405286.1
OG0005014	XP_020948437.1, XP_020948438.1	XP_023395453.1
OG0005015	XP_020956936.1	XP_010595481.1
OG0005016	XP_020934586.1	XP_003420621.1
OG0005017	XP_020935008.1	XP_010596590.1
OG0005018	XP_020934347.1	XP_010598414.1
OG0005019	XP_020934377.1	XP_003420625.1
OG0005020	XP_020934409.1	XP_023403849.1, XP_003410054.1
OG0005021	XP_003360127.3	XP_003410060.1
OG0005022	XP_005672694.2, NP_001230803.1	XP_023406931.1
OG0005023	XP_003483916.1	XP_003412366.1
OG0005024	XP_003133387.3	XP_003415881.1
OG0005025	XP_020935011.1	XP_010585719.2, XP_023399967.1
OG0005026	XP_020943499.1	XP_003411936.1
OG0005027	NP_001127818.1	XP_010590211.1
OG0005028	NP_001182048.1	XP_003411934.1
OG0005029	XP_003125428.1	XP_003411937.1
OG0005030	NP_001124206.1, XP_020941223.1	XP_010590223.1
OG0005031	XP_003125394.1	XP_003411941.1
OG0005032	XP_003125416.3	XP_010590252.1, XP_003411960.1
OG0005033	XP_003125368.1	XP_003411974.2
OG0005034	XP_020944083.1, XP_020944082.1	XP_023406142.1
OG0005035	NP_001132946.1	XP_023406298.1
OG0005036	XP_003125331.2	XP_010590305.1
OG0005037	NP_001136317.1	XP_010590319.1
OG0005038	XP_020943260.1, XP_020943261.1, XP_003354904.2, XP_020943258.1, XP_020943257.1	XP_023411067.1, XP_023411068.1
OG0005039	XP_020942759.1	XP_023396877.1
OG0005040	XP_020942870.1	XP_023396869.1
OG0005040	XP_020942709.1	XP_023396864.1
OG0005042	XP_005662467.1, NP_001096149.1	XP_010598266.1
OG0005043	XP_020942969.1	XP_023408583.1
OG0005044	NP_001137177.2	XP_023408575.1
OG0005045	XP_003125051.2	XP_003413733.2
OG0005046	XP_020945652.1	XP_010587899.1
OG0005047	XP_005653124.1, NP_001230612.1	XP_010599609.1
OG0005048	XP_020945574.1	XP_003409548.1
OG0005049	XP_020944299.1, NP_001181910.1	XP_003409537.1
OG0005050	XP_020937084.1, NP_001116656.1	XP_003412322.1
OG0005051	XP_020919569.1	XP_023399977.1
OG0005052	XP_020958252.1	XP_010585642.2
OG0005053	XP_020958217.1	XP_003407232.1
OG0005054	XP_020958210.1	XP_003407229.1, XP_023400248.1
OG0005055	XP_003130268.3	XP_003407223.1
OG0005057	XP_020938842.1	XP_023406476.1
OG0005058	XP_005660667.1	XP_010597449.2
OG0005059	NP_001153562.1, XP_020932869.1	XP_023415319.1
OG0005060	XP_020938433.1	XP_003419603.1
OG0005061	XP_013842695.1	XP_010597313.1
OG0005062	XP_020939045.1	XP_003419464.3
OG0005063	XP_020938522.1	XP_023415373.1
OG0005064	XP_003122615.2	XP_023415519.1
OG0005065	XP_020938572.1	XP_010597407.1
OG0005066	XP_020938583.1	XP_003419697.1
OG0005067	XP_003122602.2	XP_010597329.1
OG0005068	XP_020956326.1	XP_003417553.1, XP_023412925.1, XP_023412922.1, XP_023412923.1, XP_023412921.1, XP_023412924.1
OG0005069	XP_013844785.2	XP_010588850.1
OG0005070	XP_003133336.2	XP_003416758.1
OG0005071	XP_005671690.1, XP_020930488.1, XP_003133333.2	XP_003416724.1
OG0005072	XP_020931413.1	XP_003405914.1
OG0005073	NP_001230990.1, XP_003483303.1	XP_010597858.1
OG0005074	XP_005654916.1	XP_003413138.1
OG0005075	XP_020939775.1	XP_023396747.1
OG0005076	XP_013837041.2	XP_023403862.1
OG0005077	XP_020940777.1, XP_020940778.1	XP_023397942.1
OG0005078	XP_020925025.1	XP_003409791.1
OG0005079	XP_020924972.1	XP_010588274.1
OG0005080	XP_020924878.1	XP_003410043.2
OG0005081	XP_013837334.2	XP_003410048.2
OG0005082	NP_001239135.1	XP_023403340.1
OG0005083	XP_003132322.2, XP_020924756.1	XP_023403343.1
OG0005084	NP_999089.2	XP_023403398.1
OG0005085	XP_020924477.1	XP_023403428.1
OG0005086	XP_003483235.1	XP_010588086.1
OG0005087	NP_999423.2	XP_003409931.1
OG0005088	XP_005669574.1	XP_003409728.1
OG0005090	XP_003123559.4	XP_003413070.1
OG0005091	XP_005669516.1, NP_001001622.1	XP_023403561.1, XP_023403560.1
OG0005092	NP_001001623.1	XP_023403565.1
OG0005093	XP_005652975.1	XP_010591511.1, XP_003413571.1, XP_010591512.1
OG0005094	XP_013846877.1	XP_010591521.2
OG0005095	XP_020939186.1	XP_023407978.1, XP_023407979.1
OG0005096	XP_020939190.1	XP_023407624.1
OG0005097	NP_001116651.1	XP_003413067.1
OG0005099	XP_020939599.1	XP_023396235.1
OG0005100	NP_001001587.1	XP_023396269.1
OG0005101	XP_020936478.1, NP_999174.1	XP_023396481.1, XP_023396480.1
OG0005102	XP_020939653.1	XP_010599335.1
OG0005103	XP_013850200.1	XP_023396464.1
OG0005104	XP_020939697.1, XP_005661378.1, XP_005661377.1	XP_010599343.1
OG0005105	XP_020939707.1	XP_023396476.1
OG0005106	XP_013850223.1	XP_003421946.1
OG0005108	XP_003123044.1	XP_003422576.1
OG0005109	XP_003354026.1	XP_003422608.1
OG0005111	XP_020957986.1	XP_010596521.1
OG0005112	XP_020918195.1	XP_023394676.1
OG0005113	XP_003129509.3	XP_010590629.1
OG0005116	XP_020938965.1	XP_023406598.1
OG0005117	XP_020940976.1	XP_023406586.1
OG0005118	XP_020920964.1	XP_003412622.1
OG0005119	XP_013834189.2	XP_003412665.1
OG0005120	XP_020921266.1, XP_020921265.1	XP_003412658.1
OG0005121	XP_001924228.2	XP_010590903.1
OG0005122	NP_001254779.1	XP_023403062.1
OG0005123	XP_020935312.1	XP_023410928.1, XP_023410929.1
OG0005124	XP_020933330.1	XP_003411817.1
OG0005125	XP_013836985.2	XP_003409973.2
OG0005126	XP_020927324.1	XP_023410565.1
OG0005127	NP_001005350.1, XP_013836911.1	XP_023410577.1
OG0005128	XP_005669463.1	XP_023403597.1
OG0005129	NP_999591.1	XP_010588449.1
OG0005130	XP_020924094.1, NP_001193383.1	XP_003420970.1
OG0005131	NP_001153553.1, XP_020923997.1	XP_003420024.1
OG0005132	XP_013837515.2, XP_020937416.1	XP_003420013.1
OG0005133	XP_003134349.1	XP_010590103.1
OG0005134	XP_020933079.1	XP_010589806.1
OG0005135	XP_020932974.1	XP_010589823.1
OG0005136	XP_020933857.1	XP_003411472.1
OG0005137	XP_020932991.1	XP_010589872.1
OG0005138	XP_013840650.1, NP_001231792.1	XP_023405880.1
OG0005139	XP_005654299.3, XP_013838686.2, XP_013838680.2	XP_003411681.1
OG0005140	XP_020933801.1	XP_010589902.1
OG0005141	XP_020933532.1	XP_010589959.1
OG0005142	XP_020933012.1	XP_010589963.1
OG0005143	XP_001925792.3	XP_003411758.1
OG0005144	XP_003360037.3	XP_003411587.2
OG0005145	XP_005654304.1	XP_003411648.1
OG0005146	NP_001108146.1	XP_023394503.1
OG0005147	XP_005673110.1, NP_001116671.1	XP_003419966.1
OG0005148	NP_001116559.1, XP_005673122.2	XP_023394548.1
OG0005149	XP_020933815.1	XP_023397095.1
OG0005150	XP_020933417.1	XP_023396610.1
OG0005151	XP_020933213.1, XP_020933211.1, XP_020933212.1	XP_023396576.1
OG0005152	XP_020934040.1	XP_003421803.1
OG0005153	XP_020931123.1, XP_005672420.1, XP_005672423.1, XP_020931124.1	XP_003421216.1
OG0005154	XP_001928663.1	XP_003406267.1
OG0005155	XP_003131004.2	XP_010590941.1, XP_003412626.1, XP_023407122.1
OG0005156	XP_005668423.2	XP_003412682.1, XP_010590951.1, XP_010590950.1
OG0005157	XP_020921110.1	XP_003414063.1
OG0005158	XP_020929863.1, XP_003132883.1	XP_003415864.2
OG0005159	NP_001231424.1	XP_003412506.1
OG0005160	XP_020930091.1	XP_023398442.1, XP_010590649.1
OG0005161	NP_001001641.1	XP_003412411.1
OG0005163	XP_020928659.1	XP_023406790.1
OG0005164	XP_013845697.2	XP_023406811.1
OG0005165	NP_001231418.1, XP_020930260.1	XP_003417936.1
OG0005167	XP_005657644.2	XP_023413534.1, XP_023413533.1, XP_023413532.1, XP_023413535.1
OG0005168	XP_020931285.1	XP_010595965.1
OG0005169	NP_998943.1, XP_020930324.1	XP_010599012.1
OG0005170	XP_020928191.1	XP_023415083.1, XP_023415084.1
OG0005171	XP_020930048.1	XP_023394968.1
OG0005172	XP_013838241.2	XP_010598125.1
OG0005173	XP_020928890.1	XP_023394962.1
OG0005174	XP_020928493.1	XP_003420349.1
OG0005175	XP_005670719.1, NP_001230550.1	XP_010597239.1
OG0005176	XP_020927954.1, XP_020927955.1	XP_010597110.1
OG0005177	XP_013838587.1	XP_023414963.1
OG0005178	NP_001230384.1, XP_005670991.1	XP_003419224.1
OG0005179	XP_005664186.1, NP_001025706.1	XP_023404737.1, XP_010589079.1, XP_023404738.1
OG0005181	NP_001231608.1, XP_020946645.1	XP_010589156.1
OG0005182	XP_003126531.3	XP_023404884.1
OG0005183	XP_020947984.1	XP_023410262.1, XP_003405389.1
OG0005184	XP_005664117.1	XP_003405710.2
OG0005185	XP_005655708.1, NP_001230861.1	XP_003405755.1
OG0005186	NP_001106163.1	XP_010594256.1, XP_010594258.1
OG0005187	NP_001090883.1, XP_020946767.1	XP_023411438.1
OG0005188	XP_020947359.1	XP_010595337.1
OG0005189	XP_013841684.2	XP_023412742.1
OG0005190	XP_003126240.1	XP_003405102.1
OG0005191	NP_999222.1, XP_020927762.1	XP_023402687.1
OG0005192	XP_001926893.1	XP_023402567.1
OG0005193	XP_013839147.1	XP_003409013.1, XP_023402548.1
OG0005194	XP_001929192.4	XP_010587322.1
OG0005195	NP_001230614.1, XP_020927680.1	XP_023402525.1
OG0005196	XP_001927262.2	XP_003409180.1
OG0005197	XP_020927688.1, NP_001230619.1	XP_023402470.1
OG0005198	XP_020929373.1	XP_003408991.1
OG0005199	XP_005671630.1	XP_023415589.1
OG0005200	XP_020929397.1	XP_010597542.1, XP_010597543.1
OG0005201	XP_005653119.1, NP_001230609.1	XP_023401462.1
OG0005202	XP_001926210.1	XP_003408258.1
OG0005203	XP_020944792.1	XP_023401626.1
OG0005204	XP_020944828.1, XP_013852094.2	XP_003408290.1
OG0005205	XP_005659808.1	XP_003418701.1
OG0005206	XP_001925589.5	XP_010597962.1, XP_023394832.1, XP_023394831.1, XP_023394830.1
OG0005207	XP_020949914.1	XP_023414144.1
OG0005208	XP_020939057.1	XP_010596329.1
OG0005209	NP_001231926.1	XP_010596341.2
OG0005210	XP_020949401.1	XP_003418406.3
OG0005211	XP_020955734.1, XP_020955729.1	XP_003418412.1
OG0005212	XP_020954735.1	XP_010592036.1
OG0005213	XP_020954701.1	XP_010592057.1
OG0005214	XP_020927042.1	XP_023403925.1
OG0005215	XP_020926540.1	XP_023404252.1, XP_010588631.1
OG0005216	XP_003132811.2	XP_010596931.1
OG0005217	XP_020926677.1, XP_020926678.1	XP_010596964.1
OG0005218	XP_003359028.1	XP_003419034.1
OG0005219	XP_020926717.1	XP_003419080.1
OG0005220	XP_003482499.3, XP_020956359.1, XP_020956360.1	XP_010588821.1
OG0005221	XP_020957338.1	XP_010588804.1
OG0005222	XP_020956407.1	XP_023409019.1
OG0005223	XP_020957435.1	XP_003414143.1
OG0005225	XP_003482460.2, XP_005666813.2	XP_003414197.1, XP_023409114.1, XP_023409115.1
OG0005226	XP_020926407.1	XP_003410239.3
OG0005227	XP_020925726.1	XP_003412974.1
OG0005228	XP_003358921.1	XP_023403933.1
OG0005229	XP_003132744.2	XP_003419013.1
OG0005230	XP_020925930.1	XP_010591307.1, XP_003413010.2
OG0005231	XP_020935815.1, XP_020925816.1	XP_010591192.1
OG0005232	XP_013837778.2, XP_005670156.2, XP_005670155.2	XP_023407426.1
OG0005233	XP_003134197.2	XP_010586363.1, XP_003407994.2
OG0005234	XP_001927220.2	XP_023407264.1
OG0005235	XP_020924254.1, NP_001233182.1	XP_023407300.1
OG0005236	XP_020925400.1	XP_023397085.1
OG0005237	XP_020925427.1	XP_003416295.2
OG0005238	XP_020925455.1	XP_003416290.1
OG0005239	XP_020925457.1, XP_020925458.1	XP_003416287.1
OG0005240	XP_001927665.3	XP_003417911.1
OG0005241	XP_020955873.1	XP_003416506.1, XP_010594497.1
OG0005242	XP_020955875.1	XP_023411541.1
OG0005243	XP_013832927.2	XP_003416490.1
OG0005244	XP_001928071.1	XP_003416489.1
OG0005246	XP_003359565.1	XP_010584611.1
OG0005247	XP_020930417.1	XP_023398670.1
OG0005248	XP_013839699.2	XP_010601146.1
OG0005249	XP_003133534.1	XP_003406263.1
OG0005250	XP_003133561.2	XP_003406239.3
OG0005251	XP_003483749.1	XP_003406220.1
OG0005252	XP_020931903.1	XP_003406120.1
OG0005253	NP_001177168.1	XP_023397372.1
OG0005254	NP_001231587.1, NP_001231586.1	XP_010600081.1
OG0005255	XP_020931968.1, XP_020931969.1	XP_003406094.1
OG0005256	XP_005667590.1, NP_001231166.1	XP_023404092.1
OG0005257	XP_005667591.1, NP_001230596.1	XP_003410313.1
OG0005258	XP_020945145.1	XP_003415262.1
OG0005259	XP_003125707.2	XP_010593203.1
OG0005260	XP_003125703.1, XP_020945194.1, XP_003125702.1	XP_003415243.1
OG0005261	XP_001928360.1	XP_023409948.1
OG0005262	XP_020945225.1	XP_023409937.1
OG0005263	XP_005663265.1	XP_003415227.1
OG0005264	XP_020935154.1, NP_999223.1	XP_003414868.2
OG0005266	XP_001925262.4	XP_003416042.1
OG0005267	XP_020935164.1, NP_999352.1	XP_023410987.1
OG0005268	XP_013841413.1	XP_003416013.1
OG0005269	XP_020936267.1	XP_023395120.1
OG0005271	XP_003135157.1	XP_003420421.1
OG0005272	XP_001926267.5	XP_023407184.1
OG0005273	XP_003135335.1	XP_003414870.1
OG0005274	XP_020935660.1	XP_003414852.1
OG0005275	XP_005673886.1, NP_001090928.1	XP_003414845.1
OG0005276	XP_001927391.1	XP_003414831.1
OG0005277	XP_003135374.2, XP_005666622.1	XP_003414812.1, XP_010597155.1
OG0005278	XP_020936331.1, XP_003135406.2, XP_020936329.1, XP_020936332.1, XP_020936330.1	XP_003414806.1
OG0005279	NP_001116649.1, XP_005673954.1	XP_003414791.1
OG0005280	XP_013846455.1	XP_010598350.1
OG0005281	XP_003135515.1	XP_023396163.1
OG0005282	XP_020935333.1	XP_003421775.1
OG0005283	XP_020935774.1	XP_010599074.1
OG0005285	NP_001231153.1	XP_003415531.1
OG0005286	XP_001924750.5	XP_010584978.1
OG0005287	XP_020951996.1, XP_020951995.1	XP_010585390.2
OG0005288	XP_003482313.1, XP_013833714.1	XP_003421675.3, XP_003422874.2, XP_003421673.2, XP_003421678.2, XP_023396389.1, XP_023398175.1, XP_023397767.1, XP_003421630.2, XP_003421672.3, XP_003421667.2, XP_003421671.2, XP_023398178.1, XP_003421665.3
OG0005289	XP_020955615.1	XP_003421691.1
OG0005290	XP_020950780.1, XP_020953237.1	XP_003406690.1, XP_003406692.1
OG0005298	NP_001231141.1	XP_010593959.2
OG0005299	NP_001137588.1	XP_010591709.1
OG0005300	XP_020944353.1, NP_999161.1	XP_003415201.1
OG0005301	XP_020950281.1	XP_003406766.1
OG0005302	XP_003123401.1	XP_003413099.1
OG0005303	NP_999214.1	XP_023394727.1
OG0005304	XP_013841574.2	XP_023413652.1
OG0005305	NP_001274339.1	XP_003405977.1
OG0005306	XP_020955333.1	XP_023402311.1
OG0005307	NP_999166.1	XP_010591195.1
OG0005308	NP_999261.1	XP_023394868.1
OG0005309	NP_999226.2	XP_010596962.1, XP_003419023.1
OG0005310	NP_999194.1, XP_005655255.1	XP_003417445.1, XP_023412796.1
OG0005311	NP_999248.2, XP_020935155.1	XP_003412782.1
OG0005312	XP_020956830.1	XP_010593966.1
OG0005313	NP_999058.1	XP_003416615.2
OG0005314	NP_001231906.1, XP_005661355.1, NP_001231904.1, NP_001231905.1	XP_023396463.1
OG0005315	XP_003134112.1	XP_003404700.1
OG0005316	NP_999433.2, XP_013852238.1, XP_020945096.1	XP_023409730.1
OG0005317	XP_020925090.1	XP_003409777.1
OG0005318	NP_999598.1, XP_020953980.1	XP_023397121.1
OG0005319	XP_013851548.1, XP_020943084.1	XP_003413593.2
OG0005320	NP_001001627.1	XP_023405334.1
OG0005321	XP_005665681.1, NP_999091.1	XP_003416493.1
OG0005322	NP_999114.1	XP_003417079.1
OG0005323	XP_003354440.2	XP_003412273.1, XP_003422670.1, XP_003422689.1, XP_010600787.1, XP_003423558.1
OG0005324	NP_999083.1, XP_020930330.1	XP_003416733.1
OG0005325	NP_999544.1	XP_003410018.2
OG0005326	XP_003134421.1	XP_023405687.1
OG0005327	NP_001116668.1, XP_020921912.1	XP_010595219.1
OG0005328	NP_001231355.1, XP_020924167.1	XP_003409704.1
OG0005329	NP_001001621.1	XP_023403559.1, XP_003409744.1, XP_023403558.1
OG0005330	NP_001239125.1, XP_005661182.1	XP_003412053.2
