Orthogroup	Sus_scrofa	Ursus_americanus
OG0009124	NP_001191364.1	XP_045630299.1
OG0009125	XP_020928395.1	XP_045665943.1
OG0009126	XP_020921692.1, NP_001106161.1	XP_045653311.1
OG0009127	NP_999239.1	XP_045641702.1
OG0009128	XP_005670196.1	XP_045668568.1
OG0009129	XP_003355877.4	XP_045628640.1
OG0009130	XP_003127550.1	XP_045659384.1
OG0009131	NP_001231920.1, XP_020953860.1	XP_045663878.1
OG0009132	XP_003135287.1	XP_045655956.1
OG0009133	XP_003134157.1, XP_005672646.1	XP_045647945.1
OG0009134	NP_001231460.1	XP_045659210.1
OG0009135	NP_001191695.1	XP_045666003.1
OG0009136	NP_001258896.1	XP_045647698.1
OG0009137	NP_001107179.1	XP_045651502.1
OG0009138	XP_020953771.1, NP_001182044.1	XP_045657719.1
OG0009139	XP_013834216.1, NP_001020398.1	XP_045667060.1
OG0009140	XP_001927116.2	XP_045663628.1
OG0009141	NP_999146.1	XP_045641774.1
OG0009142	XP_013850166.1, NP_001247411.1	XP_045632686.1
OG0009143	XP_020921902.1	XP_045637521.1
OG0009144	XP_020944085.1	XP_045661531.1
OG0009145	NP_001157470.1	XP_045636979.1
OG0009146	XP_005655978.1	XP_045630137.1
OG0009147	XP_020942567.1	XP_045661279.1
OG0009148	XP_020920471.1	XP_045643574.1
OG0009149	NP_001098765.1	XP_045662714.1
OG0009150	XP_020939793.1	XP_045660368.1
OG0009151	NP_001121914.1	XP_045668212.1
OG0009152	XP_005666204.1	XP_045651132.1
OG0009153	XP_003134204.5	XP_045651881.1
OG0009154	XP_020932359.1	XP_045643118.1
OG0009155	XP_020951931.1, XP_020951930.1	XP_045633839.1
OG0009156	XP_020951864.1	XP_045637831.1
OG0009157	XP_003127902.1	XP_045637867.1
OG0009158	XP_020920167.1	XP_045643851.1
OG0009159	NP_001116596.1	XP_045666312.1
OG0009160	XP_020946068.1	XP_045633365.1
OG0009161	XP_003359023.2	XP_045630147.1
OG0009162	NP_001116665.1	XP_045638012.1
OG0009163	XP_020918452.1	XP_045653750.1
OG0009164	XP_020955717.1	XP_045640892.1
OG0009165	NP_999399.1	XP_045631887.1
OG0009166	NP_999400.1, XP_013833249.1	XP_045651682.1
OG0009167	XP_020935364.1	XP_045651424.1
OG0009169	XP_020935964.1	XP_045645486.1
OG0009170	XP_005665043.1, NP_999425.1	XP_045632837.1
OG0009171	XP_020925412.1	XP_045667144.1
OG0009172	XP_003133706.4	XP_045633568.1
OG0009173	XP_020932198.1, NP_001182300.1	XP_045663970.1
OG0009174	XP_020956609.1	XP_045633018.1
OG0009175	XP_020956511.1	XP_045630703.1
OG0009176	NP_001191308.1, XP_020930289.1	XP_045651871.1
OG0009177	XP_001925416.3	XP_045665841.1
OG0009178	XP_020925003.1	XP_045668364.1
OG0009179	NP_001137196.1	XP_045669872.1
OG0009180	XP_005652636.3	XP_045656934.1
OG0009181	XP_001929591.1	XP_045640367.1
OG0009184	XP_020948770.1, XP_020937764.1, XP_020937765.1	XP_045656675.1
OG0009185	XP_003130066.3	XP_045653537.1
OG0009186	XP_020940747.1, XP_020940749.1, XP_020940750.1	XP_045635033.1
OG0009187	XP_001925218.2	XP_045670742.1
OG0009188	XP_020937793.1	XP_045642977.1
OG0009189	XP_020927993.1	XP_045666052.1
OG0009190	XP_001929023.1	XP_045661293.1
OG0009191	XP_020944799.1	XP_045654377.1
OG0009192	XP_020944746.1	XP_045654498.1
OG0009193	XP_020928413.1	XP_045654553.1
OG0009194	XP_005664932.1	XP_045630207.1
OG0009195	XP_020952902.1	XP_045645414.1, XP_045645413.1, XP_045645389.1
OG0009196	XP_013850414.2	XP_045661739.1
OG0009197	XP_020920511.1	XP_045628437.1
OG0009198	XP_020950514.1	XP_045631034.1
OG0009199	NP_001156882.1	XP_045628136.1
OG0009200	XP_020950217.1	XP_045665207.1
OG0009201	XP_003355878.1	XP_045628682.1
OG0009202	XP_001924886.1	XP_045646278.1
OG0009203	XP_005660643.2	XP_045646263.1
OG0009204	XP_005659876.2, NP_001277253.1	XP_045646228.1
OG0009205	XP_020954904.1	XP_045646209.1
OG0009206	XP_005654535.1	XP_045646202.1
OG0009207	XP_003121503.3	XP_045646128.1
OG0009208	XP_005654438.1, NP_001177106.1	XP_045670663.1
OG0009209	XP_020928164.1	XP_045670690.1
OG0009210	XP_020943095.1	XP_045670679.1
OG0009211	NP_001231598.1	XP_045670678.1
OG0009212	XP_013847978.1	XP_045670683.1
OG0009213	XP_020942963.1	XP_045670668.1
OG0009214	XP_003121200.1	XP_045666050.1
OG0009215	XP_020939087.1, NP_999581.1	XP_045661302.1
OG0009216	XP_001927300.5	XP_045661305.1
OG0009217	XP_020927531.1	XP_045661364.1
OG0009218	XP_020942129.1	XP_045661367.1
OG0009219	XP_020942100.1	XP_045661370.1
OG0009220	XP_003121157.1	XP_045661401.1
OG0009221	NP_001038068.2	XP_045661429.1
OG0009223	XP_020941446.1	XP_045626544.1
OG0009224	XP_001928555.1, XP_013838399.1	XP_045654487.1
OG0009225	XP_020947249.1	XP_045654486.1
OG0009226	XP_005654445.2	XP_045654499.1
OG0009227	XP_003121290.1	XP_045654500.1
OG0009228	XP_020944642.1	XP_045654514.1
OG0009229	XP_013848054.1	XP_045654381.1
OG0009230	XP_020928426.1	XP_045654362.1
OG0009231	XP_020944342.1	XP_045661573.1
OG0009232	XP_013848030.1, NP_001230258.1	XP_045661570.1
OG0009233	XP_013848031.1	XP_045661455.1
OG0009234	NP_001302585.1	XP_045661551.1
OG0009235	XP_020944126.1, XP_020944125.1	XP_045661542.1
OG0009236	XP_013848021.1	XP_045661453.1
OG0009237	XP_020943652.1	XP_045661505.1
OG0009238	XP_020920234.1	XP_045636907.1
OG0009239	XP_020920252.1	XP_045636841.1
OG0009240	XP_003482848.1	XP_045636787.1
OG0009241	XP_020920312.1	XP_045636808.1
OG0009242	XP_020920329.1	XP_045636951.1
OG0009243	XP_020920716.1	XP_045636956.1
OG0009244	XP_020920400.1	XP_045628489.1
OG0009245	XP_005654554.2	XP_045628358.1
OG0009246	XP_003121977.3	XP_045628317.1
OG0009247	XP_003480574.1	XP_045628446.1
OG0009248	XP_001925687.2	XP_045628553.1
OG0009249	NP_001020391.1	XP_045628418.1
OG0009250	XP_013845696.1	XP_045628308.1
OG0009251	XP_001928827.3	XP_045628497.1
OG0009252	XP_020930093.1	XP_045628510.1
OG0009253	XP_020948985.1, NP_001230205.1	XP_045645265.1
OG0009254	XP_013854170.1	XP_045631050.1
OG0009255	XP_003127422.3	XP_045631133.1
OG0009256	XP_003127414.1	XP_045631099.1
OG0009257	XP_020950452.1	XP_045631159.1
OG0009258	XP_005664801.1	XP_045628169.1
OG0009259	XP_003356049.1	XP_045628206.1
OG0009260	XP_020953217.1	XP_045628178.1
OG0009261	XP_005664760.1	XP_045628203.1
OG0009262	XP_013854062.1	XP_045628059.1
OG0009263	XP_003356017.1	XP_045628091.1
OG0009264	XP_005664727.2	XP_045628246.1
OG0009265	XP_003127319.1	XP_045628254.1
OG0009266	XP_020950304.1	XP_045628037.1
OG0009267	XP_003127291.1	XP_045628094.1
OG0009268	XP_005664665.2	XP_045632244.1
OG0009269	XP_020950237.1	XP_045632266.1
OG0009270	XP_020949076.1, NP_001230565.1	XP_045632274.1
OG0009271	NP_001092056.1	XP_045666879.1
OG0009272	XP_020950192.1	XP_045667129.1
OG0009273	XP_013844132.2	XP_045670100.1
OG0009274	XP_003127246.2	XP_045628858.1
OG0009275	XP_005655974.2	XP_045630774.1
OG0009276	XP_005655987.2	XP_045630986.1
OG0009277	XP_020950132.1	XP_045632092.1
OG0009278	XP_020950131.1, XP_020950129.1	XP_045636031.1
OG0009279	XP_020950084.1	XP_045635005.1
OG0009280	XP_013844083.2	XP_045633729.1
OG0009281	XP_020949165.1, NP_999205.1	XP_045633343.1
OG0009282	NP_001182280.1, XP_005655949.1	XP_045642408.1
OG0009283	XP_003127201.2	XP_045637088.1
OG0009284	XP_020949162.1, NP_999180.2	XP_045637582.1
OG0009285	NP_001121930.1	XP_045638575.1
OG0009286	XP_020950073.1	XP_045638786.1
OG0009287	XP_020950066.1	XP_045639468.1
OG0009288	XP_003127196.2	XP_045639570.1
OG0009289	XP_003127195.1	XP_045639827.1
OG0009290	XP_020950059.1	XP_045640937.1
OG0009291	XP_020950022.1	XP_045642501.1
OG0009292	XP_003355940.1	XP_045663416.1
OG0009293	XP_003127161.1	XP_045641844.1
OG0009294	XP_005664641.1	XP_045641909.1
OG0009295	XP_003127153.2	XP_045641931.1
OG0009296	NP_001121933.1, XP_020948881.1	XP_045655941.1
OG0009297	XP_003481878.2	XP_045655922.1
OG0009298	XP_020952790.1	XP_045655918.1
OG0009299	XP_020952765.1	XP_045655900.1
OG0009300	XP_003127115.3	XP_045655882.1
OG0009301	XP_020952832.1	XP_045655881.1
OG0009302	XP_020952864.1	XP_045655856.1
OG0009303	XP_013853743.1, NP_001265712.1	XP_045652609.1
OG0009304	XP_020952806.1	XP_045652632.1
OG0009305	XP_020952763.1	XP_045652155.1
OG0009306	XP_020953198.1	XP_045652154.1
OG0009307	XP_005653323.1	XP_045652128.1
OG0009308	XP_003127068.1	XP_045652127.1
OG0009309	XP_020949947.1	XP_045652125.1
OG0009310	XP_003357826.1	XP_045668925.1
OG0009311	XP_003354396.1	XP_045651022.1
OG0009312	XP_020932407.1	XP_045650185.1
OG0009313	XP_020932374.1	XP_045665733.1
OG0009314	XP_020953260.1	XP_045638585.1
OG0009315	XP_003127785.2	XP_045638588.1
OG0009316	XP_013844250.1	XP_045638590.1
OG0009317	XP_020951195.1	XP_045638593.1
OG0009318	XP_003127742.2	XP_045638203.1
OG0009319	XP_020949825.1	XP_045662763.1
OG0009320	XP_003356308.1	XP_045638297.1
OG0009321	NP_001244154.1	XP_045638570.1
OG0009322	NP_001231624.1	XP_045638643.1
OG0009323	XP_020953494.1	XP_045638215.1
OG0009324	XP_020919666.1	XP_045642325.1
OG0009325	XP_020919890.1	XP_045642347.1
OG0009326	XP_020919724.1, NP_999133.1	XP_045642365.1
OG0009327	XP_020920539.1	XP_045631332.1
OG0009328	XP_020920541.1	XP_045631305.1
OG0009329	XP_005668210.2	XP_045643051.1
OG0009330	XP_020920464.1	XP_045642374.1
OG0009331	XP_003357800.1	XP_045668777.1
OG0009332	XP_003130773.5	XP_045643522.1
OG0009333	XP_003130784.4	XP_045643868.1
OG0009334	XP_020919650.1	XP_045644182.1
OG0009335	XP_020920651.1	XP_045649882.1
OG0009336	NP_001038032.1, XP_020919729.1	XP_045668876.1
OG0009337	XP_020920658.1	XP_045668897.1
OG0009338	XP_020920685.1	XP_045668831.1
OG0009339	XP_020920725.1	XP_045668927.1
OG0009340	XP_020920733.1	XP_045668916.1
OG0009341	XP_020937150.1, NP_999464.1	XP_045650480.1
OG0009342	XP_020940539.1	XP_045650477.1
OG0009343	XP_020940550.1	XP_045650461.1
OG0009344	XP_013850687.1	XP_045650459.1
OG0009345	XP_003124114.4	XP_045650309.1
OG0009346	XP_020940623.1	XP_045651024.1
OG0009348	XP_020932236.1, NP_001278611.1	XP_045651013.1
OG0009349	XP_003134026.2	XP_045650282.1
OG0009350	XP_013840248.1	XP_045650275.1
OG0009351	XP_020932665.1	XP_045650254.1
OG0009352	XP_020932632.1	XP_045650248.1
OG0009353	XP_020932202.1, NP_001230852.1	XP_045650222.1
OG0009354	XP_020932437.1	XP_045650220.1
OG0009355	XP_020932686.1	XP_045650192.1
OG0009356	XP_020932506.1	XP_045665774.1
OG0009357	NP_001131096.1	XP_045665773.1
OG0009358	XP_005672583.2	XP_045665743.1
OG0009359	XP_003134080.1	XP_045665735.1
OG0009360	XP_020932385.1	XP_045665738.1
OG0009361	XP_003123736.2	XP_045665806.1
OG0009362	XP_013850350.1	XP_045665695.1
OG0009363	XP_020949612.1	XP_045662867.1
OG0009364	XP_005664450.1	XP_045662858.1
OG0009365	NP_001231261.1	XP_045662857.1
OG0009366	XP_003127016.1	XP_045662811.1
OG0009367	XP_020949053.1, NP_001231081.1	XP_045662787.1
OG0009368	NP_001231248.1, XP_020949050.1	XP_045662781.1
OG0009369	NP_999357.2	XP_045662767.1
OG0009370	XP_020949823.1	XP_045662764.1
OG0009371	NP_001230392.1, XP_020949085.1	XP_045662753.1
OG0009372	XP_020949872.1	XP_045662709.1
OG0009373	XP_003127038.2	XP_045662689.1
OG0009374	XP_013844256.1	XP_045638398.1
OG0009375	XP_005665241.1	XP_045638169.1
OG0009376	NP_001274348.1	XP_045638167.1
OG0009377	XP_013854570.2	XP_045638225.1
OG0009378	NP_001231553.1	XP_045638076.1
OG0009379	NP_001036811.1	XP_045638212.1
OG0009380	XP_020949052.1, NP_001231077.1	XP_045638330.1
OG0009381	XP_020951392.1	XP_045638499.1
OG0009382	XP_003356293.1	XP_045638470.1
OG0009383	XP_020951320.1	XP_045638662.1
OG0009384	XP_003127784.2	XP_045638476.1
OG0009385	XP_005653435.1	XP_045638489.1
OG0009386	NP_001231871.1	XP_045638458.1
OG0009387	NP_001230371.1	XP_045638255.1
OG0009388	XP_005653432.1	XP_045638301.1
OG0009389	XP_005656138.2	XP_045638023.1
OG0009390	XP_020951295.1	XP_045638204.1
OG0009391	XP_003482051.1	XP_045638205.1
OG0009392	XP_020951288.1	XP_045638558.1
OG0009393	XP_020951277.1	XP_045638358.1
OG0009394	XP_020951274.1	XP_045638217.1
OG0009395	XP_020951271.1	XP_045638368.1
OG0009396	NP_001171685.1	XP_045638395.1
OG0009397	XP_013854517.1	XP_045638024.1
OG0009398	XP_003127756.1	XP_045638047.1
OG0009399	XP_020951215.1	XP_045638082.1
OG0009400	XP_020951192.1	XP_045638391.1
OG0009401	NP_001231298.1	XP_045638105.1
OG0009402	XP_020951187.1	XP_045638650.1
OG0009403	XP_003356244.1	XP_045638653.1
OG0009404	XP_003356245.2	XP_045638647.1
OG0009405	XP_020951186.1	XP_045638481.1
OG0009406	XP_020951182.1	XP_045638126.1
OG0009407	XP_005656094.3	XP_045638406.1
OG0009408	XP_020953497.1	XP_045638595.1
OG0009409	XP_013854502.1	XP_045638172.1
OG0009410	XP_005665125.3	XP_045638352.1
OG0009411	NP_001231803.1	XP_045638596.1
OG0009412	XP_020951123.1	XP_045637935.1
OG0009413	XP_020951120.1	XP_045638258.1
OG0009414	XP_003127696.1	XP_045660216.1
OG0009415	XP_003127691.2	XP_045660227.1
OG0009416	XP_005665094.1	XP_045660250.1
OG0009417	XP_003127686.2	XP_045630636.1
OG0009418	XP_020951042.1	XP_045630637.1
OG0009419	XP_005665089.2	XP_045630639.1
OG0009420	NP_001231308.2	XP_045630654.1
OG0009421	XP_020953256.1	XP_045630667.1
OG0009422	XP_020951033.1	XP_045633874.1
OG0009423	XP_020948792.1, NP_001090910.2	XP_045633887.1
OG0009424	XP_005665058.1	XP_045633891.1
OG0009425	XP_020951001.1	XP_045632780.1
OG0009427	XP_020950994.1	XP_045632836.1
OG0009428	XP_003127632.3	XP_045632844.1
OG0009429	XP_003130850.2	XP_045642324.1
OG0009430	XP_013835713.1	XP_045643038.1
OG0009431	XP_020933102.1, NP_001182261.1	XP_045652388.1
OG0009432	XP_003356903.1	XP_045627424.1
OG0009433	XP_003482944.1	XP_045666983.1
OG0009435	XP_020941056.1	XP_045664300.1
OG0009436	XP_020940812.1	XP_045664304.1
OG0009437	XP_020940811.1	XP_045652398.1
OG0009438	XP_003123825.1	XP_045652251.1
OG0009439	XP_003123822.3	XP_045652268.1
OG0009440	XP_003354255.1	XP_045652273.1
OG0009441	NP_001193358.1, XP_020936732.1	XP_045652284.1
OG0009442	XP_003480920.2	XP_045652324.1
OG0009443	XP_020940158.1	XP_045652325.1
OG0009444	XP_020940134.1	XP_045652375.1
OG0009445	XP_013850382.1	XP_045652380.1
OG0009446	XP_020940121.1	XP_045652393.1
OG0009447	XP_005661550.1	XP_045665710.1
OG0009448	XP_020940113.1	XP_045665693.1
OG0009449	XP_005652534.1	XP_045651328.1
OG0009450	XP_001925384.4	XP_045651333.1
OG0009451	NP_001231371.2	XP_045651336.1
OG0009452	XP_001925131.4	XP_045651358.1
OG0009453	XP_005656384.1	XP_045651377.1
OG0009454	XP_020955012.1	XP_045668936.1
OG0009455	XP_005666350.1	XP_045669030.1
OG0009456	XP_020955571.1	XP_045669120.1
OG0009457	XP_020918269.1	XP_045669089.1
OG0009458	XP_020954619.1	XP_045668998.1
OG0009459	XP_005653583.1	XP_045669174.1
OG0009460	NP_001230338.1, XP_020953659.1	XP_045669168.1
OG0009461	XP_020953540.1, NP_001116556.1	XP_045669058.1
OG0009462	XP_020954564.1	XP_045669012.1
OG0009463	XP_020954559.1	XP_045668942.1
OG0009464	XP_013844471.1, NP_998916.1	XP_045669039.1
OG0009465	XP_001928898.1	XP_045669048.1
OG0009467	XP_003356696.1	XP_045669079.1
OG0009468	XP_020956628.1	XP_045627409.1
OG0009469	XP_003356894.2	XP_045645478.1
OG0009470	XP_003356895.2	XP_045645480.1
OG0009471	NP_001240750.1	XP_045633041.1
OG0009472	XP_020956615.1	XP_045633044.1
OG0009473	XP_020956464.1	XP_045626810.1
OG0009474	XP_020956585.1	XP_045630716.1
OG0009475	XP_003482378.1	XP_045630769.1
OG0009476	XP_003128856.3	XP_045630789.1
OG0009477	XP_020956557.1	XP_045630760.1
OG0009478	NP_001231786.1	XP_045630800.1
OG0009479	XP_020956543.1	XP_045630711.1
OG0009480	XP_020956716.1	XP_045627343.1
OG0009481	XP_005666596.1	XP_045627289.1
OG0009482	NP_001116647.1, XP_020955930.1	XP_045627275.1
OG0009483	XP_003128902.1	XP_045627330.1
OG0009484	XP_020956776.1	XP_045671792.1
OG0009485	XP_005666641.2, NP_001230391.1	XP_045672310.1
OG0009486	XP_003128958.1	XP_045672324.1
OG0009487	XP_020956738.1	XP_045627264.1
OG0009488	NP_001072156.1, XP_020956182.1	XP_045627402.1
OG0009489	NP_001239141.1	XP_045627436.1
OG0009490	XP_020956646.1	XP_045627412.1
OG0009491	XP_020956795.1, XP_005666674.1, XP_003356949.1	XP_045671889.1
OG0009492	NP_001231125.1	XP_045651082.1
OG0009493	XP_020947743.1	XP_045667777.1
OG0009494	XP_005672651.2, NP_001014428.1	XP_045648096.1
OG0009495	XP_020932287.1	XP_045643369.1
OG0009496	NP_001302587.1, XP_005671321.1	XP_045658318.1
OG0009497	XP_013837080.2	XP_045658275.1
OG0009498	XP_020929417.1	XP_045639676.1
OG0009499	XP_005671017.1	XP_045639338.1
OG0009500	XP_005671024.1	XP_045639634.1
OG0009501	XP_001928249.1	XP_045639232.1
OG0009502	NP_001230536.1	XP_045639444.1
OG0009503	NP_001172069.1	XP_045639205.1
OG0009504	XP_001925621.3	XP_045639208.1
OG0009505	XP_020928344.1	XP_045639099.1
OG0009506	XP_001924805.1	XP_045639281.1
OG0009507	XP_020928414.1	XP_045639290.1
OG0009508	XP_001928662.2	XP_045639319.1
OG0009509	XP_001928845.3	XP_045639422.1
OG0009510	XP_001928933.2	XP_045639452.1
OG0009511	XP_020927844.1, NP_001038014.1	XP_045639278.1
OG0009512	XP_020928869.1, XP_020928870.1	XP_045639352.1
OG0009513	NP_001230534.1, XP_020927617.1	XP_045639534.1
OG0009514	XP_020929980.1	XP_045639465.1
OG0009515	XP_003483547.1	XP_045639477.1
OG0009516	XP_013838828.2	XP_045639293.1
OG0009517	XP_020929295.1	XP_045639324.1
OG0009518	XP_001927043.3	XP_045639347.1
OG0009519	XP_013838839.2	XP_045639093.1
OG0009520	XP_020928990.1	XP_045639447.1
OG0009521	XP_020940283.1	XP_045633247.1
OG0009522	XP_020940035.1	XP_045650759.1
OG0009523	NP_999407.1, XP_020937021.1	XP_045652332.1
OG0009524	XP_003123703.1	XP_045655994.1
OG0009525	NP_001090916.2, XP_020931999.1	XP_045655557.1
OG0009526	XP_005661519.1	XP_045657360.1
OG0009527	XP_003123712.1	XP_045659037.1
OG0009528	XP_020932298.1	XP_045648070.1
OG0009529	XP_020932772.1	XP_045648095.1
OG0009530	XP_020932773.1	XP_045648064.1
OG0009531	XP_020932339.1	XP_045648051.1
OG0009532	XP_003134131.1	XP_045648012.1
OG0009533	XP_003134135.1	XP_045648004.1
OG0009534	XP_003134138.1	XP_045648002.1
OG0009535	XP_005661662.1	XP_045650781.1
OG0009536	XP_003483903.1	XP_045648001.1
OG0009537	NP_999380.2	XP_045664329.1, XP_045648103.1
OG0009538	XP_020932356.1	XP_045647948.1
OG0009539	XP_020932363.1	XP_045647929.1
OG0009540	XP_005672655.1	XP_045647927.1
OG0009541	XP_020932367.1	XP_045647924.1
OG0009542	XP_020932736.1	XP_045671296.1
OG0009543	XP_003134190.2	XP_045671285.1
OG0009544	XP_020932764.1	XP_045671278.1
OG0009545	NP_001139459.1, XP_005672664.2	XP_045671326.1
OG0009546	XP_020940640.1	XP_045671219.1
OG0009547	XP_013840224.1	XP_045671291.1
OG0009548	NP_001231201.1, XP_020932225.1	XP_045671313.1
OG0009549	XP_020932330.1	XP_045643320.1
OG0009550	XP_020932180.1, NP_001161105.1	XP_045643287.1
OG0009551	NP_001090917.1	XP_045643276.1
OG0009552	XP_020932620.1	XP_045643247.1
OG0009553	XP_005672479.2	XP_045643236.1
OG0009554	XP_013840191.2	XP_045643233.1
OG0009555	XP_020932254.1	XP_045643224.1
OG0009556	XP_013846079.1	XP_045643198.1
OG0009557	NP_001165226.1	XP_045643222.1
OG0009558	XP_003133928.2	XP_045643182.1
OG0009559	NP_001231813.1	XP_045643183.1
OG0009560	XP_020932718.1	XP_045643154.1
OG0009561	XP_020932749.1	XP_045643138.1
OG0009562	XP_005672454.2	XP_045643119.1
OG0009563	XP_003133898.4	XP_045643117.1
OG0009564	XP_013850329.2	XP_045659960.1
OG0009566	XP_005672468.1	XP_045643372.1
OG0009567	XP_005667544.2	XP_045654035.1
OG0009568	XP_020918680.1	XP_045653492.1
OG0009569	NP_998940.1	XP_045653848.1
OG0009570	XP_020923513.1, XP_020923514.1	XP_045653275.1
OG0009571	XP_020952263.1	XP_045655409.1
OG0009572	XP_003130131.2	XP_045639725.1
OG0009573	XP_005667520.1	XP_045653545.1
OG0009574	XP_020918823.1	XP_045646786.1
OG0009575	XP_005667569.1	XP_045639719.1
OG0009576	XP_020918816.1	XP_045639693.1
OG0009577	XP_020957818.1, NP_998955.1	XP_045654055.1
OG0009578	XP_003130068.1	XP_045653990.1
OG0009579	XP_020918682.1	XP_045653965.1
OG0009580	XP_003129993.1	XP_045653960.1
OG0009581	XP_020918646.1	XP_045653940.1
OG0009582	XP_020918637.1	XP_045653491.1
OG0009583	XP_020918635.1	XP_045653489.1
OG0009584	XP_003129980.1	XP_045653927.1
OG0009585	XP_003129975.1	XP_045653912.1
OG0009586	XP_020918604.1	XP_045653887.1
OG0009587	XP_020918570.1	XP_045653856.1
OG0009588	XP_003129953.1	XP_045653842.1
OG0009589	XP_020918561.1	XP_045653565.1
OG0009590	XP_020918558.1	XP_045653813.1
OG0009591	XP_005667436.1	XP_045653796.1
OG0009592	XP_020918536.1	XP_045653790.1
OG0009593	NP_999563.1	XP_045653789.1
OG0009594	XP_020918534.1	XP_045653784.1
OG0009595	XP_020918499.1	XP_045653764.1
OG0009596	XP_003129916.2	XP_045653712.1
OG0009597	NP_001172098.1	XP_045640159.1
OG0009598	XP_020918434.1	XP_045653715.1
OG0009599	XP_020918427.1	XP_045653702.1
OG0009600	NP_001009576.1	XP_045653690.1
OG0009601	NP_999230.1	XP_045653693.1
OG0009602	XP_013834813.1	XP_045653676.1
OG0009603	XP_020918410.1	XP_045653670.1
OG0009604	XP_005667358.1	XP_045653665.1
OG0009605	XP_005667355.1	XP_045653664.1
OG0009606	XP_013834803.2	XP_045653659.1
OG0009607	XP_013834802.1	XP_045653647.1
OG0009608	XP_003130141.3	XP_045653636.1
OG0009609	XP_003129870.1	XP_045653635.1
OG0009610	XP_003129856.2	XP_045653603.1
OG0009611	XP_020923358.1	XP_045660791.1
OG0009612	XP_013836683.2	XP_045660797.1
OG0009613	XP_003131918.1	XP_045660799.1
OG0009614	XP_003358264.1	XP_045660818.1
OG0009615	XP_003131924.3	XP_045660821.1
OG0009616	XP_013836698.2	XP_045660784.1
OG0009617	XP_013836715.1	XP_045660859.1
OG0009618	XP_013836702.1, NP_001230850.1	XP_045660872.1
OG0009620	XP_020923448.1	XP_045653398.1
OG0009621	XP_003131963.2	XP_045653394.1
OG0009622	XP_003131974.1	XP_045653376.1
OG0009623	XP_003354990.2	XP_045653364.1
OG0009624	XP_020923466.1	XP_045653369.1
OG0009625	XP_020923484.1	XP_045653315.1
OG0009626	XP_020923481.1, XP_020923480.1	XP_045653332.1
OG0009627	XP_003483146.2	XP_045653320.1
OG0009628	XP_020940266.1	XP_045661723.1
OG0009629	NP_001038084.1	XP_045653307.1
OG0009630	XP_003132022.3	XP_045653302.1
OG0009631	XP_020921974.1	XP_045653152.1
OG0009632	XP_003131993.2	XP_045653298.1
OG0009633	XP_013845473.2	XP_045653287.1
OG0009634	NP_001230791.1, XP_005657109.2	XP_045653241.1
OG0009635	NP_999016.1	XP_045653224.1
OG0009636	XP_003132044.1	XP_045653185.1
OG0009637	XP_003132045.1	XP_045653178.1
OG0009638	XP_020921941.1, XP_020921942.1	XP_045653177.1
OG0009639	XP_020923551.1	XP_045653164.1
OG0009640	NP_001231555.1	XP_045634280.1
OG0009641	XP_013835721.1	XP_045634192.1
OG0009642	XP_020921947.1	XP_045634264.1
OG0009643	XP_003132072.1	XP_045634265.1
OG0009644	NP_999303.1	XP_045634282.1
OG0009645	XP_020923614.1	XP_045634206.1
OG0009646	XP_020923645.1	XP_045634235.1
OG0009647	XP_020923655.1	XP_045634184.1
OG0009648	XP_020923657.1	XP_045634132.1
OG0009649	NP_001231078.1, XP_020921748.1	XP_045634136.1
OG0009650	XP_020923689.1	XP_045634224.1
OG0009651	XP_003127984.1	XP_045658020.1
OG0009652	XP_020952226.1	XP_045658177.1
OG0009653	NP_001090920.2	XP_045658191.1
OG0009654	NP_999431.1	XP_045658194.1
OG0009655	XP_003356503.2	XP_045658206.1
OG0009656	XP_020952271.1	XP_045655458.1
OG0009657	NP_001161887.1	XP_045655470.1
OG0009658	XP_020950837.1	XP_045654077.1
OG0009659	XP_005653393.1	XP_045659349.1
OG0009660	XP_020953103.1	XP_045659373.1
OG0009661	XP_020953101.1	XP_045659368.1
OG0009662	XP_020953115.1	XP_045659383.1
OG0009663	XP_003127551.2	XP_045659385.1
OG0009664	XP_020950855.1	XP_045659409.1
OG0009665	XP_003356172.1	XP_045659436.1
OG0009666	XP_020953493.1	XP_045659440.1
OG0009667	NP_001231284.1	XP_045659450.1, XP_045659451.1
OG0009668	XP_020953249.1	XP_045659334.1
OG0009669	XP_020950891.1	XP_045659463.1
OG0009670	XP_013844195.2	XP_045659337.1
OG0009671	XP_003127589.2	XP_045659505.1
OG0009672	XP_005656066.2	XP_045659512.1
OG0009673	XP_020950929.1	XP_045659520.1
OG0009674	XP_003127586.4	XP_045659563.1
OG0009675	XP_020950969.1	XP_045632838.1
OG0009676	XP_013849829.2	XP_045628603.1
OG0009677	XP_020952662.1	XP_045628596.1
OG0009679	XP_020949290.1	XP_045628695.1
OG0009680	XP_020949327.1	XP_045628681.1
OG0009681	NP_001230769.1	XP_045628683.1
OG0009682	XP_003126862.4	XP_045628758.1
OG0009683	XP_003126865.1, XP_020949375.1	XP_045628800.1
OG0009684	XP_003126874.1	XP_045652166.1
OG0009685	XP_020949397.1	XP_045652052.1
OG0009686	XP_020949399.1	XP_045652050.1
OG0009687	XP_003126888.2	XP_045652022.1
OG0009688	NP_001129984.1, XP_020948901.1	XP_045652024.1
OG0009689	XP_020952712.1	XP_045652012.1
OG0009690	XP_020952736.1	XP_045652011.1
