Orthogroup	Ursus_americanus	Mesocricetus_auratus
OG0008043	XP_045636073.1	XP_005066944.2
OG0008044	XP_045635448.1, XP_045635449.1	XP_005067117.1
OG0008045	XP_045650928.1	XP_040604468.1
OG0008046	XP_045650835.1	XP_021082286.2
OG0008047	XP_045634995.1	XP_040604439.1
OG0008048	XP_045650942.1	XP_005071914.1
OG0008049	XP_045650921.1	XP_040604478.1
OG0008050	XP_045650847.1	XP_005069197.1
OG0008051	XP_045650838.1	XP_005069191.1
OG0008052	XP_045650836.1	XP_005069188.1
OG0008053	XP_045650823.1	XP_040597765.1
OG0008054	XP_045650804.1	XP_040597747.1
OG0008055	XP_045650766.1	XP_040597731.1
OG0008056	XP_045650761.1	XP_005069147.1
OG0008057	XP_045650751.1	XP_005069143.1
OG0008058	XP_045650749.1	XP_005067815.1
OG0008059	XP_045650666.1	XP_040604547.1, XP_005067970.2
OG0008060	XP_045650987.1	XP_005067834.1
OG0008061	XP_045650575.1	XP_040614006.1
OG0008062	XP_045650580.1	XP_012968113.1
OG0008063	XP_045636714.1	XP_005063762.1
OG0008064	XP_045636439.1	XP_005082237.1
OG0008065	XP_045636768.1	XP_005082222.2
OG0008066	XP_045636230.1	XP_040613134.1
OG0008067	XP_045636747.1	XP_012971942.2
OG0008068	XP_045636366.1	XP_040613128.1
OG0008069	XP_045636396.1	XP_040613123.1
OG0008071	XP_045636236.1	XP_005078924.2
OG0008072	XP_045636602.1	XP_012975005.1
OG0008073	XP_045636423.1	XP_040596037.1
OG0008074	XP_045636588.1	XP_005078891.1
OG0008075	XP_045652499.1	XP_040612035.1
OG0008076	XP_045636183.1	XP_012975079.1
OG0008077	XP_045636591.1	XP_040594829.1
OG0008078	XP_045636710.1	XP_040594633.1
OG0008079	XP_045636488.1	XP_012974991.1
OG0008080	XP_045636535.1	XP_040597908.1, XP_040597907.1, XP_040597909.1
OG0008083	XP_045636684.1	XP_040594090.1
OG0008084	XP_045636648.1	XP_040593978.1
OG0008085	XP_045670762.1	XP_040593683.1
OG0008086	XP_045670753.1	XP_005085120.1
OG0008087	XP_045647087.1, XP_045647088.1	XP_040613321.1
OG0008088	XP_045647076.1	XP_040613308.1
OG0008089	XP_045647126.1	XP_040613271.1
OG0008090	XP_045647004.1	XP_040591586.1
OG0008091	XP_045670781.1	XP_040593705.1
OG0008092	XP_045626564.1	XP_005083079.1
OG0008093	XP_045661197.1	XP_021084124.1
OG0008094	XP_045646613.1	XP_005087751.1
OG0008095	XP_045656512.1	XP_012981825.1
OG0008096	XP_045656530.1	XP_012981830.1
OG0008097	XP_045656524.1	XP_005087658.1
OG0008099	XP_045651560.1	XP_040587965.1
OG0008100	XP_045651561.1	XP_021079117.1
OG0008101	XP_045651564.1	XP_040587970.1, XP_012981288.1
OG0008102	XP_045651549.1	XP_040588400.1
OG0008104	XP_045651486.1	XP_040588074.1
OG0008105	XP_045651446.1	XP_040587958.1
OG0008106	XP_045627975.1	XP_040588217.1
OG0008107	XP_045627980.1	XP_005084945.1
OG0008108	XP_045627991.1	XP_021091506.1
OG0008109	XP_045642280.1	XP_021091469.1
OG0008110	XP_045642276.1	XP_005084975.1
OG0008111	XP_045642266.1	XP_005083639.1
OG0008112	XP_045669672.1	XP_005072465.1
OG0008113	XP_045632953.1	XP_040585135.1
OG0008114	XP_045656715.1	XP_005072423.1
OG0008116	XP_045657030.1	XP_040585255.1
OG0008117	XP_045657331.1	XP_040585498.1
OG0008118	XP_045657512.1	XP_005072375.1
OG0008119	XP_045657542.1	XP_040585561.1
OG0008120	XP_045657666.1	XP_005072360.1
OG0008121	XP_045658510.1	XP_005073769.1
OG0008122	XP_045660860.1	XP_012981019.1
OG0008123	XP_045661266.1	XP_005086576.1
OG0008124	XP_045659416.1	XP_012970525.1
OG0008125	XP_045659635.1	XP_040595783.1
OG0008126	XP_045659744.1	XP_005073760.1
OG0008127	XP_045659705.1	XP_005073815.1
OG0008128	XP_045659898.1	XP_040596158.1
OG0008129	XP_045660020.1	XP_040596215.1
OG0008131	XP_045627922.1	XP_040596304.1, XP_040596315.1, XP_005080884.1
OG0008132	XP_045663036.1	XP_005080892.1
OG0008133	XP_045663035.1	XP_040596360.1
OG0008134	XP_045663029.1, XP_045663030.1	XP_040596384.1
OG0008135	XP_045663024.1	XP_040596455.1, XP_005080972.1, XP_005068847.1
OG0008136	XP_045663012.1	XP_040596489.1
OG0008137	XP_045663002.1	XP_040596523.1
OG0008138	XP_045662975.1	XP_005066289.2
OG0008139	XP_045663048.1	XP_012982016.1, XP_040589179.1
OG0008140	XP_045662920.1	XP_005073268.1
OG0008141	XP_045662912.1	XP_040614211.1
OG0008142	XP_045663040.1	XP_005073274.1
OG0008143	XP_045662895.1	XP_040614197.1
OG0008144	XP_045654423.1	XP_005073302.1
OG0008145	XP_045654434.1	NP_001268579.1
OG0008146	XP_045654436.1	XP_040584095.1
OG0008147	XP_045654454.1	XP_005073317.1
OG0008148	XP_045654356.1	XP_005073394.2
OG0008149	XP_045671849.1	XP_012976500.2
OG0008151	XP_045661849.1	XP_005072713.1
OG0008152	XP_045661846.1	XP_005072712.1
OG0008153	XP_045661796.1	XP_005072699.1
OG0008154	XP_045661589.1	XP_021084382.1
OG0008155	XP_045661750.1	XP_021084368.2
OG0008156	XP_045661731.1	XP_012970711.1
OG0008157	XP_045661587.1	NP_001268571.1, XP_012970704.1
OG0008158	XP_045661706.1	XP_005072719.1
OG0008159	XP_045661698.1	XP_040586273.1
OG0008160	XP_045661693.1	XP_040586312.1
OG0008161	XP_045661690.1	XP_040586309.1
OG0008162	XP_045661679.1	XP_040586343.1
OG0008163	XP_045661678.1	XP_005082785.1
OG0008164	XP_045661647.1, XP_045661648.1	XP_040586376.1
OG0008165	XP_045661621.1	XP_040586364.1
OG0008166	XP_045661604.1	XP_005082807.1
OG0008167	XP_045668155.1	XP_021087831.1
OG0008168	XP_045634075.1, XP_045634025.1	XP_040592223.1
OG0008169	XP_045633166.1	XP_005086027.2
OG0008170	XP_045633191.1	XP_005086030.1
OG0008171	XP_045633328.1	XP_005086096.1
OG0008172	XP_045633272.1	XP_005086097.1
OG0008173	XP_045660382.1	XP_005069365.1
OG0008174	XP_045660391.1	XP_040585723.1
OG0008175	XP_045671936.1	XP_040603085.1
OG0008176	XP_045671894.1	XP_040603099.1
OG0008177	XP_045671876.1	XP_040603119.1
OG0008178	XP_045671853.1	XP_040603136.1
OG0008179	XP_045671940.1	XP_012976482.2
OG0008180	XP_045672038.1	XP_005080820.1
OG0008181	XP_045671835.1	XP_005080819.1
OG0008182	XP_045671819.1	XP_012967461.1
OG0008183	XP_045645524.1	XP_040603323.1
OG0008184	XP_045648714.1	XP_040584426.1
OG0008185	XP_045630320.1	XP_005067753.1
OG0008186	XP_045649649.1	XP_040584547.1
OG0008187	XP_045648600.1	XP_040584579.1
OG0008188	XP_045648599.1	XP_005086526.2
OG0008189	XP_045649586.1	XP_040584516.1
OG0008190	XP_045648605.1	XP_040584584.1
OG0008191	XP_045648631.1	XP_040584500.1
OG0008192	XP_045648653.1	XP_040584625.1
OG0008193	XP_045649650.1	XP_040584603.1
OG0008194	XP_045648673.1	XP_005078123.2, XP_040584433.1
OG0008195	XP_045649296.1	XP_005084016.1
OG0008196	XP_045649285.1	XP_005084018.1
OG0008197	XP_045649282.1	XP_005084025.1
OG0008198	XP_045649201.1	XP_005082952.1
OG0008199	XP_045649206.1	XP_012978109.1
OG0008200	XP_045649195.1	XP_012978121.1
OG0008201	XP_045649158.1	XP_040584411.1
OG0008202	XP_045649135.1	XP_005082990.1
OG0008203	XP_045649118.1	XP_040584474.1, XP_040584473.1
OG0008204	XP_045648130.1	XP_040599163.1
OG0008205	XP_045649061.1	XP_005076272.1
OG0008206	XP_045648992.1	XP_012970653.2, XP_040593370.1
OG0008207	XP_045648953.1	XP_012980539.1
OG0008208	XP_045648918.1	XP_040593868.1
OG0008209	XP_045648123.1	XP_040595083.1, XP_040595085.1, XP_040595086.1
OG0008210	XP_045648832.1	XP_005078564.1
OG0008211	XP_045648830.1	XP_005078562.1
OG0008212	XP_045648815.1	XP_040611573.1
OG0008213	XP_045648771.1	XP_005076261.1
OG0008214	XP_045655775.1	XP_040612718.1
OG0008215	XP_045655813.1	XP_005083890.3
OG0008216	XP_045627851.1	XP_005083884.1
OG0008217	XP_045627849.1	XP_005083879.1
OG0008218	XP_045627907.1	XP_005084395.1
OG0008219	XP_045627836.1	XP_005084397.1
OG0008220	XP_045627910.1	XP_005084396.1
OG0008221	XP_045638612.1, XP_045638613.1	XP_005084406.1
OG0008222	XP_045638040.1	XP_005084415.1
OG0008223	XP_045638502.1	XP_005084421.1
OG0008224	XP_045655482.1	XP_040612919.1
OG0008225	XP_045655523.1	XP_040612911.1
OG0008226	XP_045655559.1	XP_040612886.1
OG0008227	XP_045655598.1, XP_045655597.1	XP_021084035.1
OG0008230	XP_045655403.1	XP_005083996.1
OG0008231	XP_045655723.1, XP_045655721.1, XP_045655722.1	XP_005083939.1
OG0008232	XP_045655733.1	XP_012978872.1, XP_040612742.1
OG0008233	XP_045655751.1	XP_005083925.1
OG0008234	XP_045640844.1	XP_040591700.1
OG0008235	XP_045640819.1	XP_005139415.2
OG0008236	XP_045667095.1	XP_040610821.1
OG0008237	XP_045635956.1	XP_040610912.1
OG0008238	XP_045635419.1	XP_040610913.1
OG0008239	XP_045636082.1	XP_040610924.1
OG0008240	XP_045635380.1	XP_012967357.1
OG0008241	XP_045635552.1	XP_040610936.1
OG0008242	XP_045636093.1	XP_040611020.1
OG0008243	XP_045635657.1	NP_001268502.1, XP_012967274.1
OG0008244	XP_045654830.1	XP_040590770.1
OG0008245	XP_045654802.1	XP_040608499.1
OG0008246	XP_045654747.1, XP_045654746.1, XP_045654745.1	XP_040608510.1
OG0008247	XP_045654586.1	XP_012976043.2
OG0008248	XP_045654742.1	XP_040608518.1
OG0008249	XP_045654734.1	XP_005076223.2
OG0008250	XP_045654732.1	XP_005076222.1
OG0008251	XP_045654714.1	XP_005076210.1
OG0008252	XP_045654692.1	XP_005076200.1
OG0008253	XP_045654663.1	XP_021085843.1
OG0008254	XP_045654659.1	XP_012972614.1
OG0008255	XP_045654655.1	XP_005075245.1
OG0008256	XP_045648426.1	XP_021078467.1
OG0008257	XP_045648458.1	XP_040584577.1
OG0008258	XP_045648464.1	XP_012980469.1
OG0008259	XP_045648460.1	XP_040584737.1
OG0008260	XP_045648484.1, XP_045648483.1	XP_040584724.1
OG0008261	XP_045648492.1	XP_005085844.1
OG0008262	XP_045648523.1	XP_021089952.1
OG0008263	XP_045649511.1	XP_040602630.1
OG0008264	XP_045649487.1	XP_040602672.1
OG0008265	XP_045648289.1	XP_040593042.1
OG0008266	XP_045648278.1	XP_021079358.1
OG0008267	XP_045648250.1	XP_040593051.1
OG0008268	XP_045648246.1	XP_040593056.1
OG0008269	XP_045648170.1	XP_040598250.1
OG0008270	XP_045635069.1	XP_040587714.1
OG0008271	XP_045635096.1	XP_005066593.1
OG0008272	XP_045635057.1	XP_040587717.1
OG0008273	XP_045635061.1	XP_005066544.1
OG0008274	XP_045635262.1	XP_040587784.1
OG0008275	XP_045635181.1	XP_012966320.1
OG0008276	XP_045635190.1	XP_005066642.2
OG0008277	XP_045635258.1	XP_005066639.1
OG0008278	XP_045635274.1	XP_005066559.1
OG0008279	XP_045635250.1	XP_005066679.1
OG0008280	XP_045666821.1	XP_040587656.1
OG0008281	XP_045635325.1	XP_040587686.1
OG0008282	XP_045641696.1	XP_040587823.1
OG0008283	XP_045641709.1	XP_040587898.1
OG0008284	XP_045641796.1	XP_040587744.1, XP_040597176.1
OG0008285	XP_045641795.1	XP_005066739.1
OG0008286	XP_045641798.1	XP_005066741.1
OG0008287	XP_045666804.1	XP_040589368.1
OG0008288	XP_045667151.1	XP_040589340.1
OG0008289	XP_045644832.1, XP_045644831.1	XP_005082085.2
OG0008290	XP_045634608.1	XP_021078750.1
OG0008291	XP_045644845.1	XP_040586604.1
OG0008292	XP_045644850.1	XP_005082079.1
OG0008293	XP_045644866.1	XP_040586843.1
OG0008294	XP_045631915.1	XP_005082068.1
OG0008295	XP_045631932.1	XP_040586597.1
OG0008296	XP_045631935.1	XP_040586705.1
OG0008297	XP_045669413.1	XP_005079125.1
OG0008298	XP_045665213.1	XP_005079171.1
OG0008299	XP_045665203.1	XP_005073565.1
OG0008300	XP_045665199.1	XP_040586752.1
OG0008301	XP_045665175.1	XP_012971437.1
OG0008302	XP_045665172.1	XP_021084894.1
OG0008303	XP_045665115.1	XP_005073623.1
OG0008304	XP_045664850.1	XP_005073624.3
OG0008305	XP_045665111.1	XP_040586768.1
OG0008306	XP_045665103.1	XP_040586845.1
OG0008307	XP_045665083.1	XP_040586655.1
OG0008308	XP_045665007.1	XP_040586736.1
OG0008309	XP_045664975.1	XP_005077293.1
OG0008310	XP_045664929.1	XP_005068647.1
OG0008311	XP_045664890.1	XP_005068660.1
OG0008312	XP_045664885.1	XP_005068662.1
OG0008313	XP_045664884.1	XP_005068663.1
OG0008314	XP_045664757.1	XP_005083803.1
OG0008315	XP_045664851.1	XP_040594072.1
OG0008316	XP_045664849.1	XP_040593759.1
OG0008317	XP_045664818.1	XP_040593574.1
OG0008318	XP_045664820.1	XP_005076142.1
OG0008319	XP_045664795.1	XP_021086313.1
OG0008320	XP_045664769.1	XP_005078329.1
OG0008321	XP_045644337.1	XP_012974702.1, XP_021087617.1, XP_040593660.1
OG0008322	XP_045644332.1	XP_005078347.1
OG0008323	XP_045644318.1	XP_040594604.1
OG0008324	XP_045644327.1	XP_040594612.1
OG0008325	XP_045644211.1, XP_045644212.1, XP_045644214.1	XP_005071128.1
OG0008326	XP_045644216.1	XP_040593254.1
OG0008327	XP_045644210.1	XP_040593259.1
OG0008328	XP_045657406.1	XP_040608063.1
OG0008329	XP_045657401.1	XP_040608066.1
OG0008330	XP_045669541.1	XP_005084285.1
OG0008331	XP_045632221.1	XP_021091119.1
OG0008332	XP_045632214.1	XP_040608132.1
OG0008333	XP_045632200.1	XP_005084293.1
OG0008334	XP_045633110.1	XP_040608144.1
OG0008335	XP_045633103.1	XP_040608146.1
OG0008336	XP_045646541.1	XP_040608176.1
OG0008337	XP_045646532.1	XP_012979278.2
OG0008338	XP_045646545.1	XP_040608182.1
OG0008339	XP_045646529.1	XP_005084340.1
OG0008340	XP_045646501.1	XP_040608200.1, XP_040608201.1
OG0008341	XP_045646472.1	XP_012981903.1
OG0008342	XP_045646469.1	XP_040608218.1, XP_021079556.1
OG0008343	XP_045657436.1	XP_040608046.1
OG0008344	XP_045626657.1	XP_005064272.1, XP_021083498.1, XP_040607542.1
OG0008345	XP_045648150.1	XP_012978144.2
OG0008346	XP_045649405.1	XP_040599209.1
OG0008347	XP_045649377.1	XP_040591143.1
OG0008348	XP_045648143.1	XP_005080944.1
OG0008349	XP_045649349.1	XP_005080932.1
OG0008350	XP_045626626.1	XP_005064278.2
OG0008351	XP_045664737.1	XP_040601839.1, XP_040597221.1
OG0008352	XP_045664461.1	XP_005064912.1
OG0008353	XP_045664463.1	XP_005064909.1
OG0008354	XP_045664531.1	XP_005064875.1
OG0008355	XP_045642631.1	XP_012977370.2
OG0008356	XP_045642609.1	XP_005065009.1
OG0008357	XP_045642576.1	XP_040601749.1
OG0008358	XP_045626696.1	XP_005064263.2
OG0008359	XP_045631637.1	XP_005064178.1
OG0008360	XP_045631607.1	NP_001268318.1, XP_040597691.1
OG0008361	XP_045631815.1	XP_005064141.1
OG0008362	XP_045631777.1	XP_040605921.1
OG0008363	XP_045631772.1	XP_040605918.1
OG0008364	XP_045631801.1	XP_005064086.1
OG0008365	XP_045631618.1	XP_021079774.2
OG0008366	XP_045631432.1	XP_005064032.1
OG0008367	XP_045631427.1	XP_040604835.1
OG0008368	XP_045657314.1, XP_045631563.1	XP_005063973.1
OG0008369	XP_045631838.1	XP_005063961.1
OG0008370	XP_045631821.1	XP_040604586.1
OG0008371	XP_045631819.1	XP_012968464.1
OG0008372	XP_045649676.1	XP_005063940.2
OG0008373	XP_045649683.1	XP_040604037.1
OG0008374	XP_045649702.1	XP_040603964.1
OG0008375	XP_045642776.1	XP_040603725.1
OG0008376	XP_045642749.1	XP_012967506.1
OG0008377	XP_045655020.1	XP_021086287.1
OG0008379	XP_045633692.1	XP_040585599.1
OG0008380	XP_045660105.1	XP_040593400.1
OG0008381	XP_045660080.1	XP_040594413.1
OG0008382	XP_045660053.1	XP_040594538.1
OG0008383	XP_045660050.1	XP_012968950.1
OG0008384	XP_045638776.1	XP_005079930.1
OG0008385	XP_045638736.1	XP_040594414.1
OG0008386	XP_045638639.1	XP_012978695.1, XP_005083807.1, XP_021090716.1
OG0008387	XP_045638519.1	XP_012968055.2
OG0008388	XP_045638168.1	XP_040601248.1
OG0008389	XP_045637804.1	XP_005069026.1
OG0008390	XP_045666840.1	XP_005072598.1
OG0008391	XP_045645008.1	XP_040597410.1, XP_040589242.1
OG0008392	XP_045634545.1	XP_005086188.1, XP_021078746.1
OG0008393	XP_045632674.1	XP_005081407.3
OG0008394	XP_045656010.1	XP_012978452.1
OG0008395	XP_045668373.1	XP_040593142.1
OG0008396	XP_045668389.1	XP_005071298.1
OG0008397	XP_045668260.1	XP_005071217.1
OG0008399	XP_045668430.1	XP_040594395.1
OG0008400	XP_045668420.1	XP_040594011.1
OG0008401	XP_045664188.1	XP_040593666.1
OG0008402	XP_045664164.1	XP_040594740.1
OG0008403	XP_045664155.1	XP_040593463.1
OG0008404	XP_045664076.1	XP_040593900.1
OG0008405	XP_045664065.1	XP_005066243.3
OG0008406	XP_045664053.1	XP_005071269.1
OG0008407	XP_045630628.1	XP_040593062.1
OG0008408	XP_045630617.1	XP_040595138.1
OG0008409	XP_045630627.1	XP_005071242.1
OG0008410	XP_045663493.1	XP_005071228.1
OG0008411	XP_045663471.1	XP_005076449.1
OG0008412	XP_045663462.1	XP_021086500.1
OG0008413	XP_045663422.1	XP_005077434.1
OG0008414	XP_045663403.1	XP_005077426.1
OG0008415	XP_045663366.1	XP_005077730.1
OG0008416	XP_045663356.1	XP_040603709.1
OG0008417	XP_045663097.1	XP_021087249.1
OG0008418	XP_045663294.1	XP_012980037.1
OG0008419	XP_045663251.1	XP_040603778.1
OG0008420	XP_045663238.1	XP_005085283.1
OG0008421	XP_045663233.1	XP_005074906.1
OG0008422	XP_045663235.1	XP_005074905.1
OG0008423	XP_045663244.1	XP_040603782.1
OG0008424	XP_045663228.1	XP_040595631.1
OG0008425	XP_045663190.1	XP_040595461.1
OG0008426	XP_045663130.1	XP_005074957.1
OG0008427	XP_045663127.1	XP_005074959.1
OG0008428	XP_045663113.1	XP_005074974.1
OG0008429	XP_045634349.1	XP_005074989.1
OG0008430	XP_045634776.1	XP_005074994.1
OG0008431	XP_045634352.1	XP_005074993.2
OG0008432	XP_045634481.1	XP_040596017.1, XP_040610173.1
OG0008433	XP_045634736.1	XP_005075004.2
OG0008434	XP_045634789.1	XP_040595951.1
OG0008435	XP_045632540.1	XP_040606984.1
OG0008436	XP_045634505.1	XP_005082344.1
OG0008437	XP_045634617.1	XP_005082352.1
OG0008438	XP_045634366.1	XP_040597985.1
OG0008439	XP_045634316.1	XP_040598033.1
OG0008440	XP_045634552.1	XP_012969294.3, XP_040596917.1
OG0008441	XP_045634780.1	XP_005087144.1
OG0008442	XP_045634507.1	XP_005087140.1
OG0008443	XP_045634517.1	XP_040593684.1
OG0008444	XP_045634370.1	XP_005083492.1
OG0008445	XP_045667934.1	XP_012981770.1
OG0008446	XP_045667899.1	XP_005087614.1
OG0008447	XP_045667913.1	XP_005087620.1
OG0008448	XP_045667960.1	XP_040592676.1
OG0008449	XP_045667949.1	XP_040592722.1
OG0008450	XP_045630557.1	XP_005087363.1
OG0008451	XP_045630566.1	XP_005087380.1
OG0008452	XP_045630497.1	XP_005078593.1
OG0008453	XP_045630553.1	XP_005078601.1
OG0008454	XP_045630595.1	XP_005078600.1
OG0008455	XP_045630331.1	XP_005078622.1
OG0008456	XP_045630335.1	XP_040585647.1, XP_005078626.1
OG0008457	XP_045630323.1	XP_040585746.1
OG0008458	XP_045630305.1	XP_005078628.1
OG0008459	XP_045630253.1	XP_012980062.1
OG0008460	XP_045630290.1	XP_005085335.1
OG0008461	XP_045630230.1	XP_005085344.1
OG0008462	XP_045630231.1	XP_012980100.2
OG0008463	XP_045630387.1	XP_005081374.1
OG0008464	XP_045632683.1	XP_040593184.1
OG0008465	XP_045632670.1	XP_040595229.1
OG0008466	XP_045632663.1	XP_040595231.1
OG0008467	XP_045632654.1	XP_012976871.1
OG0008468	XP_045632685.1	XP_040593634.1
OG0008469	XP_045632677.1	XP_012982230.1
OG0008470	XP_045660273.1	XP_005081487.1, XP_012976919.1
OG0008471	XP_045660254.1	XP_040593986.1
OG0008472	XP_045660336.1	XP_040593413.1
OG0008473	XP_045660338.1	XP_012978487.1
OG0008474	XP_045660347.1	XP_005083311.1, XP_012978480.1
OG0008475	XP_045660355.1	XP_012978481.1
OG0008476	XP_045660362.1	XP_005083307.1
OG0008477	XP_045656064.1	XP_012978504.1
OG0008478	XP_045656074.1	XP_021090508.1
OG0008479	XP_045656084.1	XP_005139425.2, XP_012978515.1
OG0008480	XP_045656094.1	XP_005083357.1
OG0008481	XP_045656093.1	XP_040594963.1
OG0008482	XP_045656222.1	XP_005083400.1
OG0008483	XP_045656232.1	XP_005083404.1
OG0008484	XP_045660790.1	XP_040594024.1
OG0008485	XP_045652421.1	XP_040591999.1
OG0008486	XP_045672283.1	XP_005074032.3
OG0008487	XP_045646770.1	XP_021087005.1
OG0008488	XP_045646768.1	XP_005077388.1
OG0008489	XP_045646713.1	XP_040591146.1
OG0008490	XP_045671519.1	XP_005073986.1
OG0008491	XP_045672223.1	XP_040592693.1, XP_005073997.1
OG0008492	XP_045672137.1	XP_040584285.1
OG0008493	XP_045672281.1	XP_005074001.1
OG0008494	XP_045672266.1	XP_040596183.1, XP_005074000.1
OG0008495	XP_045672264.1	XP_021085136.1
OG0008496	XP_045672119.1	XP_040613984.1
OG0008497	XP_045672253.1	XP_040614003.1
OG0008498	XP_045672139.1	XP_005074055.1
OG0008500	XP_045672122.1	XP_040613725.1
OG0008501	XP_045638761.1	XP_005074107.1
OG0008502	XP_045638982.1	XP_005087481.1
OG0008503	XP_045639047.1	XP_005075831.2
OG0008505	XP_045638965.1	XP_005075759.1
OG0008506	XP_045659829.1	XP_005075745.1
OG0008507	XP_045652488.1	XP_005075708.1
OG0008508	XP_045664606.1	XP_040589302.1
OG0008509	XP_045664557.1	XP_005064860.1
OG0008510	XP_045672192.1	XP_005074030.1
OG0008511	XP_045667044.1	XP_012975575.1
OG0008512	XP_045652823.1	XP_005075340.1
OG0008513	XP_045652814.1	XP_040596431.1
OG0008514	XP_045652778.1	XP_040588602.1
OG0008515	XP_045652755.1	XP_040597014.1, XP_040596844.1, XP_012969541.2
OG0008516	XP_045652746.1	XP_005071018.1
OG0008517	XP_045652745.1, XP_045652744.1	XP_040586062.1
OG0008518	XP_045666898.1	XP_021083330.1
OG0008519	XP_045667014.1	XP_012969514.1
OG0008520	XP_045666959.1	XP_012969532.1
OG0008521	XP_045666859.1	XP_040608973.1
OG0008523	XP_045666867.1	XP_040609235.1
OG0008524	XP_045666972.1	XP_040605633.1
OG0008525	XP_045666858.1	XP_005079496.2
OG0008527	XP_045666953.1	XP_040597940.1
OG0008528	XP_045647911.1	XP_040595904.1
OG0008529	XP_045668660.1	XP_040610325.1
OG0008530	XP_045668225.1	XP_005077982.1
OG0008531	XP_045666851.1	XP_005072601.1
OG0008532	XP_045654258.1, XP_045654259.1, XP_045654257.1	XP_012972527.2
OG0008533	XP_045654192.1	XP_040595698.1
OG0008534	XP_045654116.1	XP_040595562.1
OG0008535	XP_045654099.1	XP_005082371.1
OG0008536	XP_045632080.1	XP_040595781.1
OG0008537	XP_045647607.1	XP_040603573.1, XP_040607165.1
OG0008538	XP_045647673.1	XP_005077721.1
OG0008539	XP_045647683.1	XP_005085285.1
OG0008540	XP_045647829.1	XP_040595447.1
OG0008541	XP_045647832.1	XP_005080789.2
OG0008542	XP_045647868.1	XP_040595511.1
OG0008543	XP_045668929.1	XP_040610567.1
OG0008544	XP_045668976.1	XP_040609641.1, XP_040610571.1
OG0008545	XP_045668904.1	XP_040610578.1, XP_040596913.1
OG0008546	XP_045668632.1	XP_005077970.1
OG0008547	XP_045667801.1	XP_040610263.1
OG0008548	XP_045667753.1	XP_005078002.1, XP_040596550.1
OG0008549	XP_045630441.1	XP_005082414.1
OG0008550	XP_045666555.1	XP_005086133.1, XP_040602468.1
OG0008551	XP_045666029.1	XP_012980687.2
OG0008552	XP_045665847.1	XP_005072626.1
OG0008553	XP_045665456.1	XP_040602339.1
OG0008554	XP_045665400.1	XP_040602330.1
OG0008555	XP_045665251.1	XP_040600881.1
OG0008556	XP_045665113.1	XP_005068752.1
OG0008558	XP_045664644.1	XP_012967724.1
OG0008559	XP_045664332.1	XP_040602255.1, XP_005068702.1
OG0008560	XP_045663623.1	XP_012970676.1, XP_005072589.1, XP_012970675.1
OG0008561	XP_045663565.1	XP_040602412.1
OG0008562	XP_045666524.1	XP_005084708.1
OG0008563	XP_045662679.1	XP_005084704.1
OG0008564	XP_045662669.1	XP_040588911.1
OG0008565	XP_045662657.1	XP_005084700.1
OG0008566	XP_045662097.1	XP_040589012.1
OG0008567	XP_045661803.1	XP_005084676.1
OG0008568	XP_045660549.1	XP_005082718.1
OG0008569	XP_045660596.1	XP_040588947.1
OG0008570	XP_045660640.1, XP_045660639.1, XP_045660638.1	XP_040588723.1
OG0008571	XP_045660661.1	XP_040588705.1
OG0008572	XP_045660672.1	XP_040588809.1
OG0008573	XP_045660673.1	XP_012979898.1
OG0008574	XP_045660749.1	XP_040588650.1
OG0008575	XP_045660736.1	XP_012979883.1
OG0008576	XP_045660727.1	XP_040588720.1
OG0008577	XP_045660685.1	XP_012979885.1
OG0008578	XP_045627511.1	XP_040588729.1
OG0008579	XP_045664396.1	XP_005074518.1
OG0008580	XP_045664384.1, XP_045664382.1	XP_012972053.2
OG0008581	XP_045664385.1	XP_005074522.1
OG0008582	XP_045670587.1	XP_005074550.1
OG0008583	XP_045651348.1	XP_005074558.1
OG0008584	XP_045651322.1	XP_040588909.1
OG0008585	XP_045651276.1	XP_012972063.3
OG0008586	XP_045651501.1	XP_005074570.1
OG0008587	XP_045650855.1	XP_040588851.1
OG0008588	XP_045650169.1	XP_040588669.1
OG0008589	XP_045645747.1	XP_040603341.1
OG0008590	XP_045630028.1	XP_021085872.1
OG0008591	XP_045629961.1	XP_005075289.2
OG0008592	XP_045652875.1	XP_005077523.1
OG0008593	XP_045652966.1	XP_012978287.1
OG0008594	XP_045652982.1	XP_005083257.2
OG0008595	XP_045653074.1	XP_040596528.1
OG0008596	XP_045652668.1	XP_040596152.1, XP_040596654.1
OG0008597	XP_045653117.1	XP_005075472.1
OG0008598	XP_045654634.1	XP_040598178.1
OG0008599	XP_045655335.1	XP_005075200.1
OG0008600	XP_045655364.1	XP_005075330.1
OG0008601	XP_045655331.1	XP_012972699.2
OG0008602	XP_045630051.1, XP_045630050.1	XP_005075311.1
OG0008603	XP_045630039.1	XP_040596611.1
OG0008604	XP_045630060.1	XP_005075282.1
OG0008605	XP_045630011.1	XP_012972743.1
OG0008606	XP_045629987.1	XP_040596505.1
OG0008607	XP_045630012.1	XP_040593213.1
OG0008608	XP_045630024.1	XP_005071073.1
OG0008610	XP_045630089.1	XP_005071040.1
OG0008612	XP_045649813.1	NP_001268493.1, XP_012972613.1
OG0008613	XP_045650165.1	XP_040608959.1
OG0008614	XP_045649950.1	XP_005082315.2
OG0008615	XP_045649949.1	XP_021089851.1
