Orthogroup	Ursus_americanus	Saimiri_boliviensis_boliviensis
OG0005934	XP_045647361.1	XP_039318406.1
OG0005935	XP_045658423.1	XP_010347540.1
OG0005936	XP_045658436.1	XP_039318313.1
OG0005937	XP_045658394.1	XP_003945051.1
OG0005938	XP_045671095.1	XP_039318358.1, XP_039318357.1, XP_039318359.1
OG0005939	XP_045658495.1	XP_039318443.1, XP_039318444.1
OG0005940	XP_045637167.1	XP_010328329.2, XP_039317497.1
OG0005941	XP_045637047.1	XP_039317529.1
OG0005942	XP_045637258.1	XP_039317649.1, XP_039317650.1
OG0005943	XP_045637024.1	XP_010331188.1
OG0005944	XP_045637281.1	XP_010335716.1
OG0005945	XP_045637172.1	XP_003935021.1, XP_039328199.1
OG0005946	XP_045637326.1	XP_003926726.1
OG0005947	XP_045637273.1	XP_003934536.1
OG0005948	XP_045637447.1	XP_003934571.1
OG0005949	XP_045637368.1	XP_003934591.1
OG0005950	XP_045657148.1	XP_039317656.1
OG0005951	XP_045657117.1	XP_003927821.1
OG0005952	XP_045656891.1	XP_010348181.1
OG0005953	XP_045656888.1	XP_003939286.1
OG0005954	XP_045656722.1	XP_003939311.1
OG0005955	XP_045656721.1	XP_003939333.1
OG0005956	XP_045631334.1	XP_010328843.1
OG0005957	XP_045665829.1	XP_003930042.1
OG0005958	XP_045665952.1	XP_010331589.2
OG0005959	XP_045640959.1	XP_003922407.1
OG0005960	XP_045640275.1	XP_010331495.2
OG0005961	XP_045671694.1	XP_003922177.3
OG0005962	XP_045665397.1	XP_039321291.1
OG0005963	XP_045659312.1	XP_003922234.2
OG0005964	XP_045645020.1	XP_003935552.2
OG0005965	XP_045666158.1, XP_045666160.1, XP_045666159.1	XP_039320408.1, XP_003942661.1
OG0005966	XP_045666132.1	XP_003940744.1
OG0005967	XP_045661909.1	XP_039320802.1
OG0005968	XP_045628357.1	XP_010344496.2, NP_001266921.1
OG0005969	XP_045671760.1	XP_003935802.2
OG0005970	XP_045672081.1	XP_003935774.1, XP_010344542.1
OG0005971	XP_045626589.1	XP_010344521.1
OG0005972	XP_045627373.1	XP_003929010.1
OG0005973	XP_045628264.1	XP_003928971.1
OG0005974	XP_045668130.1	XP_003941667.1
OG0005975	XP_045646193.1	XP_039331490.1, XP_039325287.1
OG0005976	XP_045642103.1	XP_003929030.1
OG0005977	XP_045666585.1	XP_039324574.1
OG0005978	XP_045651154.1	XP_039324857.1
OG0005979	XP_045651061.1	XP_039323959.1, XP_039324671.1
OG0005980	XP_045647850.1	XP_039318827.1
OG0005981	XP_045641403.1	XP_039336446.1
OG0005982	XP_045641537.1	XP_039336428.1
OG0005985	XP_045630105.1	XP_039336343.1
OG0005986	XP_045655032.1	XP_003929787.2
OG0005987	XP_045655125.1	XP_003929513.1
OG0005988	XP_045655118.1	XP_039324120.1
OG0005989	XP_045655169.1	XP_003929527.1
OG0005990	XP_045648368.1	XP_039323949.1
OG0005991	XP_045647509.1	XP_003924038.1
OG0005992	XP_045646382.1	XP_003924003.1
OG0005993	XP_045649547.1	XP_039324145.1
OG0005994	XP_045644915.1	XP_003943972.1
OG0005995	XP_045641191.1	XP_039316811.1, XP_039333534.1
OG0005996	XP_045641155.1	XP_003935511.1, XP_039316790.1, XP_039325451.1
OG0005997	XP_045641126.1	XP_010344280.2
OG0005998	XP_045641093.1	XP_010344262.1
OG0005999	XP_045668547.1	XP_010344230.1
OG0006000	XP_045668700.1	XP_003941714.1
OG0006001	XP_045663980.1	XP_010341377.1, XP_039326889.1, XP_003932565.1
OG0006002	XP_045644651.1	XP_039334755.1
OG0006003	XP_045632558.1	XP_039334746.1, XP_039334745.1
OG0006004	XP_045667220.1	XP_003927056.1
OG0006005	XP_045656549.1	XP_039318632.1
OG0006006	XP_045667566.1	XP_039318583.1
OG0006007	XP_045667667.1	XP_010336339.2, XP_003927383.2
OG0006008	XP_045667661.1	XP_039318534.1, XP_010336325.2
OG0006009	XP_045667664.1, XP_045667665.1	XP_039318535.1
OG0006011	XP_045662222.1, XP_045662220.1, XP_045662223.1, XP_045662221.1	XP_003921843.2
OG0006012	XP_045637632.1	XP_003922014.1
OG0006013	XP_045636785.1	XP_010328026.1
OG0006014	XP_045636108.1	XP_039325907.1
OG0006015	XP_045662108.1	XP_039326081.1
OG0006016	XP_045662130.1	XP_003921882.1
OG0006017	XP_045631277.1	XP_010334546.1
OG0006018	XP_045662315.1	XP_039325782.1
OG0006019	XP_045662328.1	XP_039326124.1
OG0006020	XP_045662396.1	XP_003925721.1
OG0006021	XP_045662465.1	XP_039325959.1
OG0006022	XP_045662482.1	XP_010334723.1
OG0006023	XP_045662510.1	XP_003925674.2
OG0006025	XP_045662605.1	XP_003925631.1
OG0006026	XP_045662648.1	XP_003925775.2
OG0006027	XP_045633466.1	XP_003925592.1
OG0006028	XP_045633499.1	XP_039326044.1
OG0006029	XP_045633500.1	XP_010334611.1
OG0006030	XP_045633565.1	XP_003925569.1
OG0006031	XP_045631286.1	XP_003925534.1
OG0006032	XP_045662627.1	XP_003925614.1
OG0006033	XP_045640788.1	XP_003943426.2
OG0006034	XP_045643507.1	XP_003938367.2, XP_010345017.2
OG0006035	XP_045643459.1	XP_003930495.1
OG0006036	XP_045665536.1	XP_003938203.1, XP_003938202.1
OG0006037	XP_045665673.1	XP_010336985.1
OG0006038	XP_045640342.1, XP_045640341.1	XP_010346885.2, XP_003938032.2
OG0006039	XP_045640350.1	XP_039336582.1
OG0006040	XP_045639923.1	XP_003937996.1
OG0006041	XP_045653068.1	XP_010339214.1
OG0006042	XP_045651795.1	XP_003939530.1
OG0006043	XP_045669597.1	XP_039319433.1
OG0006044	XP_045646816.1	XP_003920383.1
OG0006045	XP_045661012.1	XP_010334872.1, XP_010334880.1, XP_003920387.1
OG0006046	XP_045661007.1	XP_003920388.1
OG0006047	XP_045661001.1	XP_003920394.1
OG0006048	XP_045633968.1	XP_003924183.1
OG0006049	XP_045660429.1	XP_003924125.1
OG0006050	XP_045656644.1	XP_003924077.1
OG0006051	XP_045646850.1	XP_039331591.1
OG0006052	XP_045646837.1	XP_010348473.1
OG0006053	XP_045646847.1	XP_010348479.1, XP_010348478.1
OG0006054	XP_045646349.1	XP_003939585.1
OG0006055	XP_045660887.1	XP_039331367.1
OG0006056	XP_045642638.1	XP_003939632.1
OG0006057	XP_045652204.1	XP_003943758.1
OG0006058	XP_045661093.1	XP_003940168.1
OG0006059	XP_045661103.1	XP_003940172.1
OG0006060	XP_045660924.1	XP_003931146.1
OG0006061	XP_045649794.1	XP_039320019.1
OG0006062	XP_045634941.1	XP_010340041.1
OG0006063	XP_045655999.1	XP_010349806.1
OG0006064	XP_045658364.1	XP_039320090.1
OG0006065	XP_045649669.1	XP_039319925.1
OG0006066	XP_045644911.1	XP_039320061.1
OG0006067	XP_045644799.1	XP_003938750.1
OG0006068	XP_045645436.1	XP_010330517.1
OG0006069	XP_045650919.1, XP_045650917.1, XP_045650920.1	XP_010330153.2
OG0006070	XP_045640877.1, XP_045640867.1	XP_003924431.1
OG0006071	XP_045670703.1	XP_010335859.1
OG0006072	XP_045648899.1	XP_003935226.1
OG0006073	XP_045639956.1	XP_003928516.2
OG0006074	XP_045635065.1	XP_039319318.1
OG0006075	XP_045669920.1	XP_010340650.1
OG0006077	XP_045662389.1	XP_039325431.1, NP_001289858.1
OG0006078	XP_045657816.1	XP_039329885.1, XP_039329610.1, XP_039329609.1
OG0006079	XP_045628656.1	XP_039316412.1
OG0006080	XP_045661224.1, XP_045661223.1	XP_010346291.2
OG0006089	XP_045631504.1, XP_045631503.1	XP_039326918.1
OG0006090	XP_045627931.1	XP_010332115.1
OG0006091	XP_045667609.1	XP_003927366.1
OG0006092	XP_045654094.1	XP_003930968.1
OG0006093	XP_045641461.1	XP_003927717.2, XP_010335168.2
OG0006094	XP_045644017.1, XP_045644018.1	XP_010331857.1, XP_003922754.1, XP_010331858.1
OG0006095	XP_045658615.1	XP_010333304.1
OG0006096	XP_045655111.1	XP_039324357.1
OG0006097	XP_045633703.1	XP_039332464.1
OG0006098	XP_045662080.1	XP_039325905.1, XP_003925678.1
OG0006099	XP_045627760.1	XP_003926806.2
OG0006100	XP_045671287.1	XP_039328104.1, XP_039328112.1
OG0006101	XP_045643311.1	NP_001289860.1
OG0006102	XP_045637111.1	XP_039317573.1
OG0006103	XP_045649631.1	XP_039328886.1
OG0006104	XP_045644443.1	XP_039319913.1, XP_039319914.1
OG0006105	XP_045672212.1	XP_010344602.1, XP_039335583.1
OG0006106	XP_045664926.1	XP_003941296.1
OG0006107	XP_045657290.1	XP_010342360.2
OG0006108	XP_045658795.1	XP_010330933.1
OG0006109	XP_045661075.1	XP_003940777.1
OG0006110	XP_045663135.1	XP_003936686.1
OG0006111	XP_045657367.1	XP_010332244.2
OG0006112	XP_045642228.1	XP_003934172.1
OG0006113	XP_045636388.1	XP_003943881.3
OG0006114	XP_045643092.1	XP_039325677.1
OG0006116	XP_045643771.1	XP_003930452.1
OG0006117	XP_045639978.1	XP_039334008.1
OG0006118	XP_045641623.1	XP_003928366.1
OG0006119	XP_045647400.1	XP_003944943.1
OG0006120	XP_045666970.1	XP_010339947.1
OG0006121	XP_045661240.1	XP_003926891.2
OG0006122	XP_045635385.1	XP_003927912.1
OG0006123	XP_045637718.1	XP_039331930.1
OG0006125	XP_045650978.1	XP_003934037.1
OG0006126	XP_045652622.1, XP_045652621.1	XP_039322102.1
OG0006127	XP_045630650.1	XP_010343868.1
OG0006128	XP_045646573.1	XP_003942008.1
OG0006129	XP_045654256.1	XP_039317744.1
OG0006130	XP_045643373.1	XP_003936266.1
OG0006131	XP_045630282.1	XP_039322019.1
OG0006132	XP_045628918.1	XP_039329280.1
OG0006133	XP_045647561.1	XP_039328270.1
OG0006134	XP_045639509.1	XP_003939854.1
OG0006135	XP_045651499.1	XP_010332306.1
OG0006136	XP_045659056.1	XP_003926407.1
OG0006137	XP_045647497.1	XP_010347514.1
OG0006138	XP_045653482.1	XP_010332830.1
OG0006139	XP_045628630.1	XP_039330906.1
OG0006140	XP_045670983.1	XP_010345047.1
OG0006142	XP_045635237.1	XP_010347009.1
OG0006143	XP_045657153.1	XP_003941503.1
OG0006144	XP_045644699.1	XP_003925156.1
OG0006145	XP_045667249.1	XP_003925384.1
OG0006146	XP_045660741.1	XP_003936512.2
OG0006147	XP_045650518.1	XP_010342779.1
OG0006148	XP_045628442.1	XP_039317469.1, XP_003941591.2
OG0006149	XP_045643317.1	XP_003925940.3
OG0006150	XP_045664361.1	XP_039335744.1
OG0006151	XP_045666305.1	XP_010333450.1
OG0006152	XP_045644611.1, XP_045644610.1, XP_045644609.1	XP_003925157.1
OG0006153	XP_045636246.1	XP_003928175.2
OG0006154	XP_045626506.1	XP_010336492.1
OG0006155	XP_045653349.1	XP_003929200.1
OG0006156	XP_045661025.1	XP_010334925.2
OG0006157	XP_045631168.1	XP_003940471.1
OG0006158	XP_045650670.1	XP_010337092.1
OG0006159	XP_045664564.1	XP_003919971.3
OG0006160	XP_045672325.1	XP_010336491.2
OG0006161	XP_045668257.1	XP_003925068.1
OG0006162	XP_045639544.1	XP_003939843.1
OG0006163	XP_045657112.1, XP_045657110.1, XP_045657109.1, XP_045657113.1, XP_045657111.1	XP_010336712.1
OG0006164	XP_045647036.1	XP_039330958.1
OG0006165	XP_045637246.1	XP_039317648.1
OG0006166	XP_045649202.1	XP_010343685.2
OG0006167	XP_045631096.1	XP_003940464.1
OG0006168	XP_045653171.1	XP_010339216.2
OG0006169	XP_045664709.1	XP_010332062.1
OG0006170	XP_045632799.1	XP_003927956.2
OG0006171	XP_045648926.1	XP_003935203.2
OG0006172	XP_045655581.1	XP_039330001.1
OG0006173	XP_045656902.1, XP_045639953.1	XP_010349669.1, XP_003939278.1, XP_039318241.1
OG0006174	XP_045662641.1	XP_010334802.1
OG0006175	XP_045633244.1	XP_003920744.1
OG0006176	XP_045668235.1	XP_003926199.1
OG0006178	XP_045640200.1	XP_010346769.1, XP_010346770.1
OG0006179	XP_045632271.1	XP_003940321.1
OG0006180	XP_045631479.1	XP_010346552.2
OG0006181	XP_045628315.1	XP_010337822.1
OG0006182	XP_045633906.1	XP_010344810.2
OG0006183	XP_045634673.1	XP_010328422.2
OG0006184	XP_045664206.1	XP_003927163.1, XP_010336151.1, XP_010336150.1, XP_010336149.1
OG0006185	XP_045642835.1	XP_039324778.1
OG0006186	XP_045670849.1	XP_039318321.1
OG0006187	XP_045633522.1	XP_039325932.1
OG0006188	XP_045668011.1	XP_039336210.1
OG0006190	XP_045632507.1, XP_045660883.1, XP_045660879.1, XP_045656709.1	XP_003939335.1
OG0006191	XP_045651700.1	XP_003944408.1
OG0006192	XP_045640581.1	XP_010346871.1
OG0006193	XP_045640478.1	XP_010327924.1
OG0006198	XP_045642953.1	XP_003920140.2
OG0006203	XP_045646250.1	XP_003926030.1
OG0006204	XP_045646327.1	XP_039319706.1
OG0006205	XP_045646315.1	XP_003926066.1
OG0006206	XP_045646158.1	XP_003926158.2
OG0006207	XP_045646336.1	XP_003926109.1
OG0006208	XP_045646076.1	XP_039319567.1
OG0006209	XP_045661481.1	XP_003932498.2
OG0006210	XP_045644665.1	XP_039334577.1
OG0006211	XP_045661304.1	XP_039323518.1
OG0006212	XP_045661307.1	XP_010329722.1
OG0006213	XP_045661324.1	XP_039323758.1
OG0006214	XP_045661339.1	XP_039323403.1, XP_039328353.1
OG0006215	XP_045661365.1	XP_039327335.1, XP_010335694.1, XP_003929035.1
OG0006216	XP_045661379.1	XP_039323657.1
OG0006217	XP_045661391.1	XP_039322937.1, XP_010342613.1
OG0006218	XP_045661400.1	XP_010342620.2, XP_039320816.1
OG0006219	XP_045661421.1	XP_039323464.1
OG0006220	XP_045632172.1, XP_045632173.1	XP_039323720.1, XP_003933839.1, XP_039323722.1
OG0006221	XP_045654503.1	XP_039324783.1, XP_039319924.1, XP_003938672.1
OG0006222	XP_045654537.1	XP_010341258.1, XP_010341259.1, XP_003932421.1, XP_039323708.1
OG0006223	XP_045636797.1	XP_003938220.2
OG0006224	XP_045636916.1	XP_039330589.1
OG0006225	XP_045636862.1	XP_039331064.1, XP_039331065.1
OG0006226	XP_045636980.1	XP_039317357.1, XP_010335429.2
OG0006227	XP_045628311.1	XP_003928228.2
OG0006228	XP_045628554.1	XP_039330677.1
OG0006229	XP_045628457.1	XP_039330781.1
OG0006230	XP_045628540.1	XP_010347082.1
OG0006231	XP_045628523.1	XP_003938248.1
OG0006232	XP_045628534.1	XP_003938255.1
OG0006233	XP_045628538.1	XP_003938253.2
OG0006234	XP_045628535.1	XP_039331124.1
OG0006235	XP_045645215.1	XP_039322652.1, XP_010330969.1
OG0006236	XP_045645405.1	XP_039321705.1
OG0006237	XP_045645271.1	XP_039322547.1
OG0006238	XP_045628187.1	XP_010349359.1
OG0006239	XP_045628165.1	XP_003940390.2
OG0006240	XP_045628247.1	XP_039321692.1
OG0006241	XP_045628255.1	XP_039321646.1, XP_039321648.1
OG0006242	XP_045628155.1	XP_039321975.1
OG0006243	XP_045628157.1	XP_003940347.2
OG0006244	XP_045628243.1	XP_010349314.2
OG0006245	XP_045632250.1	XP_039322720.1
OG0006246	XP_045666814.1	XP_039323070.1
OG0006247	XP_045668081.1, XP_045668140.1	XP_039322010.1
OG0006248	XP_045629453.1, XP_045629527.1	XP_003944562.1
OG0006249	XP_045642396.1	XP_003944566.1, XP_010330785.1
OG0006250	XP_045641699.1	XP_010329253.1
OG0006251	XP_045641765.1	XP_003943163.1
OG0006253	XP_045652637.1	XP_039323084.1
OG0006254	XP_045652192.1	XP_039322682.1
OG0006255	XP_045652088.1	XP_003937356.2
OG0006256	XP_045643371.1	XP_039334804.1
OG0006257	XP_045668823.1	XP_039334816.1, XP_003938442.3
OG0006258	XP_045668800.1	XP_039334525.1
OG0006259	XP_045668765.1	XP_010347381.1
OG0006260	XP_045643883.1	XP_039334510.1
OG0006261	XP_045644004.1	XP_039334517.1
OG0006262	XP_045649887.1	XP_039334937.1
OG0006263	XP_045668912.1	XP_039334590.1, XP_010347990.1, XP_039334589.1
OG0006264	XP_045650451.1	XP_003933948.3
OG0006265	XP_045650467.1	XP_010342754.1
OG0006266	XP_045650444.1, XP_045650443.1	XP_010342741.1
OG0006267	XP_045650360.1	XP_039335717.1
OG0006268	XP_045650346.1	XP_010336723.1
OG0006269	XP_045650336.1, XP_045650337.1	XP_003920604.1
OG0006270	XP_045650974.1	XP_003925892.2
OG0006271	XP_045651012.1	XP_003925889.1
OG0006272	XP_045650206.1	XP_003925837.1
OG0006273	XP_045665764.1, XP_045665763.1, XP_045665765.1	XP_003925825.2
OG0006274	XP_045665726.1	XP_039326957.1
OG0006275	XP_045665779.1	XP_010334830.1
OG0006276	XP_045665805.1, XP_045665804.1	XP_003925803.1
OG0006277	XP_045665788.1	XP_039329046.1
OG0006278	XP_045662826.1	XP_003943546.1
OG0006279	XP_045662819.1	XP_039334768.1
OG0006280	XP_045662776.1	XP_003943503.1
OG0006281	XP_045670649.1	XP_003937297.1
OG0006282	XP_045638581.1	XP_039330354.1
OG0006283	XP_045638081.1	XP_010346438.1
OG0006284	XP_045638518.1	XP_003944631.1
OG0006285	XP_045637934.1	XP_039330086.1
OG0006286	XP_045637954.1	XP_010343819.1
OG0006287	XP_045638152.1	XP_003934996.1
OG0006288	XP_045638599.1	XP_039330491.1
OG0006289	XP_045632801.1	XP_003936081.1
OG0006290	XP_045632804.1	XP_003936082.1
OG0006291	XP_045668820.1	XP_039334895.1, XP_039334569.1
OG0006292	XP_045669016.1	XP_010348320.1
OG0006293	XP_045633241.1	XP_010338225.1
OG0006294	XP_045664230.1	XP_039325452.1
OG0006295	XP_045652297.1	XP_010339024.2
OG0006296	XP_045652358.1	XP_003920860.1
OG0006297	XP_045651272.1	XP_039335784.1
OG0006298	XP_045645573.1	XP_039327826.1
OG0006299	XP_045651367.1	XP_003940579.2
OG0006300	XP_045669011.1	XP_010347941.1
OG0006301	XP_045669009.1	XP_003921660.2
OG0006302	XP_045669155.1	XP_039335819.1
OG0006303	XP_045669164.1	XP_039335950.1
OG0006304	XP_045669153.1	XP_039335817.1
OG0006305	XP_045669118.1	XP_039335787.1
OG0006306	XP_045669099.1, XP_045669098.1	XP_003921644.1
OG0006307	XP_045669051.1	XP_010348376.2
OG0006308	XP_045669117.1	XP_039335915.1
OG0006309	XP_045668940.1	XP_003921723.1
OG0006310	XP_045669116.1	XP_003921738.2
OG0006311	XP_045645469.1	XP_039324168.1
OG0006312	XP_045645471.1	XP_003934695.1
OG0006313	XP_045630722.1	XP_039324436.1
OG0006314	XP_045630784.1	XP_039324185.1
OG0006315	XP_045630715.1	XP_039323984.1
OG0006316	XP_045627303.1	XP_003934723.1, XP_010343586.1
OG0006317	XP_045627325.1	XP_003934719.1
OG0006318	XP_045672319.1	XP_039324458.1
OG0006319	XP_045655234.1	XP_039324175.1
OG0006321	XP_045630771.1, XP_045630770.1	XP_010343458.1, XP_039324044.1
OG0006322	XP_045651313.1	XP_003922685.1
OG0006323	XP_045660426.1	XP_039335850.1, XP_039323207.1
OG0006324	XP_045638184.1	XP_039329577.1
OG0006325	XP_045639269.1	XP_003940843.2
OG0006326	XP_045658288.1	XP_010344183.2, XP_003935397.2
OG0006327	XP_045639385.1	XP_003940851.2
OG0006328	XP_045639233.1	XP_010349835.2
OG0006329	XP_045639358.1	XP_010337634.1
OG0006330	XP_045639551.1	XP_039334341.1
OG0006331	XP_045639453.1	XP_039328883.1, XP_039333893.1
OG0006332	XP_045639395.1	XP_003928691.1
OG0006333	XP_045639404.1	XP_003928695.1, XP_003928693.1
OG0006334	XP_045639638.1	XP_010337598.1
OG0006335	XP_045639522.1	XP_010337590.2
OG0006336	XP_045639603.1	XP_039334054.1
OG0006337	XP_045639138.1	XP_039334065.1
OG0006338	XP_045639116.1	XP_003939842.1
OG0006339	XP_045639335.1	XP_003942596.1
OG0006340	XP_045639345.1	XP_010338860.1, XP_010338863.1, XP_010338861.1
OG0006341	XP_045639633.1	XP_003930004.1
OG0006342	XP_045652496.1	XP_010344906.1
OG0006343	XP_045654347.1	XP_010344914.2
OG0006344	XP_045655105.1	XP_003936155.1
OG0006345	XP_045658781.1	XP_039316430.1, XP_003936171.1
OG0006346	XP_045658907.1	XP_039316310.1
OG0006347	XP_045648085.1	XP_003926094.1, XP_039316472.1
OG0006348	XP_045663988.1	XP_039329210.1
OG0006349	XP_045647987.1	XP_039316676.1
OG0006350	XP_045671270.1	XP_003934078.2, XP_039331204.1
OG0006351	XP_045671290.1, XP_045671289.1	XP_010342868.1
OG0006352	XP_045671315.1	XP_003934051.1
OG0006353	XP_045671209.1	XP_003934041.1
OG0006354	XP_045643300.1	XP_003925946.1
OG0006355	XP_045643259.1	XP_010334960.1
OG0006356	XP_045652993.1	XP_039320391.1, XP_039325504.1, XP_039327802.1, XP_010346676.2
OG0006357	XP_045643193.1	XP_039325138.1
OG0006359	XP_045643181.1	XP_003925987.1
OG0006360	XP_045643162.1	XP_003936269.1
OG0006361	XP_045643367.1	XP_039324426.1
OG0006362	XP_045643124.1	XP_003942961.2
OG0006363	XP_045643159.1	XP_003936263.2
OG0006364	XP_045666533.1	XP_010339359.2
OG0006365	XP_045653868.1	XP_039326247.1
OG0006366	XP_045646690.1	XP_039326961.1
OG0006367	XP_045654064.1	XP_039326462.1
OG0006368	XP_045654043.1	XP_003923577.1
OG0006369	XP_045653548.1	XP_039327000.1
OG0006370	XP_045653991.1	XP_003923606.1
OG0006371	XP_045653963.1	XP_039327024.1
OG0006372	XP_045653947.1	XP_003923638.1
OG0006373	XP_045653847.1	XP_039326891.1
OG0006374	XP_045653820.1	XP_039326539.1
OG0006375	XP_045653763.1	XP_010332841.1
OG0006376	XP_045653720.1	XP_003923763.1
OG0006377	XP_045653699.1	XP_003923777.1
OG0006378	XP_045653686.1	XP_039327434.1
OG0006379	XP_045653642.1	XP_039327349.1
OG0006380	XP_045660812.1	XP_010341943.1
OG0006381	XP_045646686.1	XP_010340300.1
OG0006382	XP_045653393.1	XP_039320270.1
OG0006383	XP_045653370.1	XP_010338055.1
OG0006384	XP_045653356.1	XP_003929192.1
OG0006385	XP_045653342.1	XP_039332516.1
OG0006386	XP_045653330.1	XP_039332594.1
OG0006387	XP_045653234.1	XP_010338146.1
OG0006388	XP_045653209.1	XP_003929283.1
OG0006389	XP_045634139.1	XP_003929310.1
OG0006390	XP_045634281.1	XP_039331956.1
OG0006391	XP_045634165.1	XP_003929327.1, XP_010338200.1
OG0006392	XP_045634097.1	XP_010338250.1
OG0006393	XP_045658125.1	XP_039330082.1
OG0006394	XP_045657280.1	XP_039329916.1
OG0006395	XP_045658173.1	XP_010346665.2
OG0006396	XP_045658192.1	XP_003921557.1
OG0006397	XP_045655397.1	XP_039330070.1
OG0006398	XP_045654063.1	XP_039326262.1, XP_039330339.1
OG0006399	XP_045659353.1	XP_003939709.1
OG0006400	XP_045659377.1	XP_039329470.1
OG0006401	XP_045659320.1	XP_039330248.1
OG0006402	XP_045659453.1	XP_003939682.1
OG0006403	XP_045659323.1	XP_039330420.1
OG0006404	XP_045659479.1	XP_039330385.1
OG0006405	XP_045659489.1	XP_003939669.1
OG0006406	XP_045659501.1	XP_039329657.1
OG0006407	XP_045628791.1	XP_010332060.2, XP_039336293.1
OG0006408	XP_045628715.1	XP_039329870.1
OG0006409	XP_045652028.1	XP_003938130.1
OG0006410	XP_045632178.1	XP_003939965.1
OG0006411	XP_045666225.1	XP_010348985.1
OG0006412	XP_045666252.1	XP_003940006.1
OG0006413	XP_045670937.1	XP_039329887.1
OG0006414	XP_045670884.1	XP_003936349.2
OG0006415	XP_045670970.1	XP_003936337.3
OG0006416	XP_045670835.1	XP_003936324.1
OG0006417	XP_045670885.1	XP_003936302.1
OG0006418	XP_045670943.1	XP_039333651.1
OG0006419	XP_045662883.1	XP_003936299.1
OG0006420	XP_045655444.1	XP_010347050.1
OG0006421	XP_045652190.1	XP_003922850.2
OG0006422	XP_045639765.1	XP_039334150.1
OG0006423	XP_045642072.1, XP_045642071.1	XP_010338734.1, XP_039316266.1
OG0006424	XP_045642098.1	XP_003934148.1
OG0006425	XP_045642099.1	XP_039316325.1
OG0006426	XP_045642104.1	XP_039316370.1
OG0006427	XP_045642153.1	XP_003934164.3
OG0006428	XP_045642198.1	XP_003934179.1
OG0006429	XP_045629835.1	XP_010343028.1
OG0006430	XP_045629765.1	XP_003934235.1
OG0006431	XP_045629805.1	XP_003934238.1
OG0006433	XP_045629854.1	XP_010343077.1
OG0006434	XP_045669269.1	XP_003934285.2
OG0006435	XP_045669270.1	XP_003934350.2
OG0006436	XP_045669346.1	XP_003934301.2
OG0006437	XP_045669306.1	XP_039316664.1
OG0006438	XP_045642041.1	XP_003930082.1
OG0006439	XP_045642032.1, XP_045642031.1	XP_039334098.1
OG0006440	XP_045641977.1	XP_003930109.1
OG0006441	XP_045642211.1	XP_010338986.1
OG0006442	XP_045641840.1	XP_010339127.1
OG0006443	XP_045632439.1	XP_039334034.1
OG0006444	XP_045632400.1	XP_039333717.1
OG0006445	XP_045632366.1	XP_010339080.2
OG0006446	XP_045632003.1	XP_039334040.1
OG0006447	XP_045639792.1	XP_039333696.1
OG0006448	XP_045639927.1	XP_039323159.1, XP_039318188.1, XP_039323294.1, XP_039325054.1, XP_039323286.1, XP_039333686.1
OG0006449	XP_045640443.1	XP_039334314.1, XP_003938792.1
OG0006450	XP_045639736.1	XP_039333994.1
OG0006451	XP_045640296.1, XP_045640295.1	XP_010337430.1
OG0006452	XP_045640395.1	XP_003928519.2
OG0006454	XP_045640415.1	XP_010337412.1, XP_003928504.1, XP_010337411.1
OG0006455	XP_045640272.1	XP_039334000.1
OG0006456	XP_045640276.1	XP_003928495.1
OG0006457	XP_045639934.1	XP_010337398.1
OG0006458	XP_045640713.1	XP_039334046.1
OG0006459	XP_045640677.1	XP_039333826.1
OG0006460	XP_045640757.1	XP_039334271.1
OG0006461	XP_045639935.1	XP_003928404.2
OG0006462	XP_045639795.1	XP_039333950.1
OG0006463	XP_045640344.1, XP_045647591.1	XP_010349654.1
OG0006465	XP_045657619.1	XP_039316816.1
OG0006466	XP_045657672.1	XP_039316810.1
OG0006467	XP_045657799.1	XP_003943307.1
OG0006468	XP_045657958.1	XP_003921450.1
OG0006469	XP_045657960.1	XP_039329541.1
OG0006470	XP_045657975.1	XP_003921463.1
OG0006471	XP_045629821.1	XP_003934260.1
OG0006472	XP_045643859.1	XP_003930482.2
OG0006473	XP_045637815.1	XP_003924800.1
OG0006474	XP_045643597.1	XP_010347177.1
OG0006475	XP_045643624.1	XP_039321617.1
OG0006476	XP_045643628.1	XP_039330634.1, XP_003938330.1
OG0006477	XP_045643853.1	XP_010330312.1
OG0006478	XP_045643800.1, XP_045643799.1, XP_045643801.1	XP_003930430.2
OG0006479	XP_045627951.1	XP_003930404.2
OG0006480	XP_045667281.1	XP_003925334.1
OG0006481	XP_045667282.1	XP_039316021.1
OG0006482	XP_045667429.1	XP_003925390.1
OG0006483	XP_045667423.1	XP_039315997.1
OG0006484	XP_045667402.1	XP_039315991.1
OG0006485	XP_045667371.1	XP_039315924.1, XP_003925403.2
OG0006486	XP_045669956.1	XP_010334429.1
OG0006487	XP_045669922.1, XP_045669868.1	XP_003925418.1
OG0006488	XP_045653723.1	XP_003925431.1
OG0006489	XP_045653387.1	XP_010336997.1, XP_039319942.1
OG0006490	XP_045653269.1, XP_045653278.1	XP_003928132.1
OG0006491	XP_045652179.1	XP_039320197.1
OG0006492	XP_045652239.1	XP_039320180.1
OG0006493	XP_045652940.1	XP_003930360.2
OG0006494	XP_045640258.1, XP_045640257.1	XP_010346803.1, XP_003937922.1
