Orthogroup	Ursus_americanus	Sarcophilus_harrisii
OG0005236	XP_045667273.1, XP_045667253.1, XP_045667263.1	XP_031813468.1, XP_031813467.1, XP_031813469.1
OG0005237	XP_045644698.1	XP_031813494.1, XP_003766221.3
OG0005238	XP_045644586.1, XP_045644585.1, XP_045644587.1	XP_031813508.1, XP_031813509.1, XP_031813507.1, XP_031813506.1
OG0005239	XP_045644591.1	XP_031813511.1
OG0005240	XP_045667641.1, XP_045667640.1	XP_003760255.1
OG0005241	XP_045667625.1	XP_031802669.1, XP_031802670.1
OG0005242	XP_045667572.1	XP_031802660.1
OG0005243	XP_045651672.1	XP_031802640.1
OG0005244	XP_045656469.1	XP_012397060.2
OG0005245	XP_045659869.1	XP_012404309.3
OG0005246	XP_045639500.1	XP_023354998.1
OG0005247	XP_045637020.1	XP_031816452.1
OG0005248	XP_045639738.1	XP_012400246.1, XP_031816365.1, XP_023355040.1, XP_023355041.1, XP_023355038.1
OG0005249	XP_045656279.1	XP_031816295.1
OG0005250	XP_045662182.1	XP_031816243.1
OG0005251	XP_045662267.1	XP_003764089.1, XP_023355099.1
OG0005252	XP_045662646.1, XP_045662645.1, XP_045662644.1	XP_031813941.1
OG0005253	XP_045633464.1	XP_031813927.1
OG0005254	XP_045633537.1	XP_031816995.1
OG0005255	XP_045633546.1	XP_031813845.1
OG0005256	XP_045643473.1	XP_031793099.1
OG0005257	XP_045643468.1	XP_003767670.1
OG0005258	XP_045665620.1	XP_003767427.1
OG0005259	XP_045639778.1	XP_003769685.1
OG0005260	XP_045636963.1, XP_045640353.1	XP_003769680.1
OG0005261	XP_045640573.1	XP_012403443.1
OG0005262	XP_045640470.1	XP_012403468.1, XP_031824547.1
OG0005263	XP_045639831.1, XP_045639832.1	XP_003767911.1, XP_031822706.1, XP_031822707.1, XP_031822708.1, XP_031822705.1
OG0005264	XP_045661352.1	XP_023360447.1, XP_003756626.1, XP_023360452.1
OG0005265	XP_045669602.1	XP_012401558.1
OG0005266	XP_045646649.1	XP_031814867.1
OG0005267	XP_045659783.1	XP_003765627.2
OG0005268	XP_045633956.1	XP_031814770.1
OG0005269	XP_045655313.1	XP_031800177.1, XP_003775038.1
OG0005270	XP_045655293.1	XP_031800157.1
OG0005271	XP_045649837.1	XP_012408825.1
OG0005272	XP_045649915.1	XP_031800731.1
OG0005273	XP_045635352.1, XP_045635353.1	XP_012408922.2
OG0005274	XP_045660989.1	XP_031800788.1, XP_031800787.1, XP_031800786.1
OG0005275	XP_045644388.1	XP_003774973.1
OG0005276	XP_045646643.1	XP_003774805.1
OG0005277	XP_045660002.1	XP_031800217.1, XP_031800219.1, XP_031800218.1
OG0005278	XP_045659996.1	XP_031801007.1
OG0005279	XP_045649799.1	XP_031800366.1
OG0005280	XP_045660771.1	XP_031800509.1
OG0005281	XP_045661069.1	XP_012395525.1, XP_031800927.1
OG0005282	XP_045658383.1	XP_003775252.1
OG0005283	XP_045646452.1	XP_003774882.2
OG0005284	XP_045648254.1	XP_003772783.3
OG0005285	XP_045638511.1, XP_045638512.1	XP_031817962.1, XP_003765395.2, XP_031817961.1
OG0005286	XP_045646291.1, XP_045646294.1, XP_045646293.1, XP_045646296.1, XP_045646295.1, XP_045646299.1, XP_045646292.1, XP_045646300.1, XP_045646290.1, XP_045646301.1, XP_045646298.1	XP_012399455.1, XP_031802752.1
OG0005287	XP_045646267.1	XP_003760165.2
OG0005290	XP_045629992.1, XP_045630202.1	XP_003765295.2, XP_031813160.1
OG0005298	XP_045654530.1	XP_003769451.1
OG0005299	XP_045659327.1	XP_031818779.1, XP_031818780.1
OG0005300	XP_045640136.1	XP_003768141.1
OG0005301	XP_045628232.1	XP_031819683.1
OG0005302	XP_045667962.1	XP_031800321.1
OG0005303	XP_045672269.1, XP_045672270.1	XP_003764712.1
OG0005305	XP_045662663.1	XP_023356455.1
OG0005306	XP_045671722.1	XP_003756620.1
OG0005308	XP_045626886.1, XP_045668221.1	XP_012402010.1
OG0005310	XP_045664875.1	XP_012395930.1
OG0005312	XP_045671871.1	XP_031799355.1
OG0005313	XP_045642229.1	XP_012405401.2
OG0005314	XP_045632720.1	XP_012397506.1, XP_003760671.1
OG0005315	XP_045648048.1	XP_003756862.1, XP_031809507.1
OG0005316	XP_045653638.1	XP_031792714.1
OG0005317	XP_045668436.1, XP_045668437.1	XP_031812255.1
OG0005318	XP_045651689.1	XP_031820999.1
OG0005319	XP_045644094.1	XP_012395619.1
OG0005320	XP_045655454.1	XP_023359635.2
OG0005321	XP_045651702.1	XP_003760185.1
OG0005322	XP_045670856.1	XP_031806095.1
OG0005323	XP_045642924.1	XP_012408112.1
OG0005324	XP_045633670.1	XP_023354918.1
OG0005325	XP_045668253.1	XP_023353962.1
OG0005327	XP_045670416.1	XP_023358448.1
OG0005328	XP_045634826.1	XP_031815067.1
OG0005330	XP_045644828.1	XP_031798656.1
OG0005331	XP_045668993.1	XP_003755598.1
OG0005332	XP_045642738.1	XP_031797290.1
OG0005333	XP_045666802.1	XP_031807006.1
OG0005334	XP_045633686.1	XP_031804385.1
OG0005335	XP_045651470.1	XP_023361501.1, XP_023358684.2
OG0005336	XP_045631471.1	XP_031799505.1
OG0005338	XP_045649998.1, XP_045649999.1	XP_031824100.1
OG0005339	XP_045669100.1	XP_031811432.1
OG0005340	XP_045653667.1	XP_012400502.1
OG0005341	XP_045638292.1, XP_045638290.1, XP_045638291.1	XP_003765421.1
OG0005342	XP_045627119.1, XP_045627118.1	XP_003757362.1
OG0005343	XP_045636266.1	XP_012400240.1
OG0005344	XP_045634641.1	XP_031816867.1
OG0005345	XP_045648428.1	XP_003772617.1, XP_003772619.2
OG0005346	XP_045655148.1	XP_003772956.1
OG0005347	XP_045660915.1	XP_023363009.2
OG0005348	XP_045644950.1	XP_012396734.1
OG0005349	XP_045657289.1	XP_012405081.1
OG0005350	XP_045634156.1	XP_031794324.1
OG0005351	XP_045627041.1	XP_012409452.2
OG0005352	XP_045663599.1	XP_012402814.1
OG0005353	XP_045647536.1	XP_031804573.1, XP_003763170.1
OG0005354	XP_045651602.1	XP_003768958.1
OG0005355	XP_045650541.1	XP_031809213.1
OG0005356	XP_045635848.1	XP_031793586.1
OG0005357	XP_045662523.1	XP_003756971.1
OG0005359	XP_045659441.1	XP_031818844.1, XP_031818846.1
OG0005360	XP_045653808.1	XP_003764231.1
OG0005361	XP_045640093.1	XP_031822611.1
OG0005362	XP_045645947.1	XP_003759560.1
OG0005363	XP_045636320.1	XP_003763299.1, XP_012399714.1, XP_003763300.1
OG0005364	XP_045653498.1	XP_003764150.1
OG0005365	XP_045638706.1	XP_003764798.2, XP_003764797.2
OG0005367	XP_045629030.1	XP_031819986.1
OG0005368	XP_045654483.1	XP_031820239.1, XP_012404754.1
OG0005369	XP_045638227.1	XP_031818146.1
OG0005370	XP_045631789.1	XP_012408296.1
OG0005371	XP_045646326.1	XP_031802045.1
OG0005372	XP_045646314.1	XP_031802040.1
OG0005373	XP_045646175.1	XP_031802024.1
OG0005374	XP_045646074.1	XP_003759595.1
OG0005375	XP_045670655.1	XP_023358999.1
OG0005376	XP_045661280.1	XP_031793499.1, XP_012404848.1, XP_012404847.1, XP_012404849.1, XP_031793498.1
OG0005377	XP_045661291.1	XP_031793492.1
OG0005378	XP_045661239.1	XP_031793407.1
OG0005379	XP_045661413.1	XP_031793366.1
OG0005380	XP_045626563.1	XP_012404924.1
OG0005381	XP_045654505.1	XP_031820219.1
OG0005382	XP_045654519.1	XP_031820208.1, XP_012404769.3
OG0005383	XP_045661552.1	XP_031820171.1
OG0005384	XP_045661539.1	XP_031820153.1
OG0005385	XP_045636933.1	XP_031801309.1
OG0005386	XP_045636973.1	XP_031795501.1
OG0005387	XP_045637019.1	XP_012398334.1
OG0005388	XP_045628310.1	XP_031799416.1
OG0005392	XP_045645237.1	XP_031819376.1
OG0005393	XP_045628042.1	XP_031819261.1
OG0005394	XP_045628063.1, XP_045652164.1	XP_031819272.1
OG0005395	XP_045628180.1	XP_031819273.1
OG0005396	XP_045628186.1	XP_031819271.1
OG0005399	XP_045631112.1	XP_012402173.1
OG0005402	XP_045641923.1	XP_031817483.1
OG0005403	XP_045655939.1	XP_031818967.1
OG0005404	XP_045652610.1	XP_003765187.2
OG0005405	XP_045637933.1	XP_031817386.1
OG0005406	XP_045648467.1	XP_031795057.1
OG0005408	XP_045631327.1, XP_045631328.1, XP_045631329.1	XP_003771903.1
OG0005409	XP_045643385.1	XP_003771935.1
OG0005410	XP_045668773.1	XP_031795646.1
OG0005411	XP_045649881.1	XP_031794437.1
OG0005412	XP_045668868.1	XP_031794360.1
OG0005413	XP_045650466.1	XP_003756662.1
OG0005414	XP_045650364.1	XP_012406900.1
OG0005415	XP_045650328.1	XP_012407032.1
OG0005417	XP_045650246.1	XP_031821268.1
OG0005418	XP_045665799.1	XP_023351559.1
OG0005419	XP_045662676.1	XP_031805786.1, XP_031805785.1, XP_023350979.1, XP_031805787.1
OG0005420	XP_045638333.1	XP_023355991.2
OG0005421	XP_045638077.1	XP_031818143.1, XP_031818142.1
OG0005422	XP_045638655.1	XP_031818523.1
OG0005424	XP_045627387.1	XP_012407768.1
OG0005425	XP_045664210.1	XP_031824482.1
OG0005426	XP_045664215.1, XP_045664214.1, XP_045664216.1	XP_031824497.1
OG0005427	XP_045652231.1	XP_012396830.1
OG0005428	XP_045652240.1	XP_003759893.1
OG0005429	XP_045651280.1, XP_045651279.1, XP_045651281.1, XP_045651278.1	XP_031814952.1
OG0005430	XP_045651306.1	XP_031811317.1, XP_031811318.1, XP_031811319.1
OG0005431	XP_045651330.1	XP_003755638.2
OG0005432	XP_045669018.1	XP_031811426.1
OG0005433	XP_045669107.1	XP_012397784.2
OG0005434	XP_045668961.1	XP_031811544.1
OG0005435	XP_045669151.1	XP_031811539.1
OG0005436	XP_045633026.1	XP_003773460.1
OG0005437	XP_045627273.1	XP_003773404.1
OG0005438	XP_045627425.1	XP_031798775.1
OG0005439	XP_045671902.1	XP_031798003.1
OG0005440	XP_045633783.1	XP_031820821.1
OG0005441	XP_045630734.1	XP_031799850.1
OG0005441	XP_045628595.1	XP_031801176.1
OG0005442	XP_045658279.1, XP_045658280.1	XP_023357825.1
OG0005443	XP_045639679.1	XP_031822795.1
OG0005444	XP_045639350.1	XP_003767850.1
OG0005445	XP_045639410.1	XP_003767884.2
OG0005446	XP_045639191.1	XP_003767878.1
OG0005447	XP_045639446.1	XP_003767880.1
OG0005448	XP_045639435.1	XP_031812755.1
OG0005449	XP_045639260.1	XP_031812748.1
OG0005451	XP_045639459.1	XP_031812690.1
OG0005452	XP_045639104.1	XP_031812399.1
OG0005453	XP_045639154.1	XP_003755152.1
OG0005454	XP_045648348.1, XP_045639251.1	XP_031812276.1
OG0005455	XP_045639675.1	XP_031812231.1
OG0005456	XP_045639314.1	XP_031812606.1
OG0005457	XP_045658589.1	XP_031809582.1
OG0005458	XP_045648110.1	XP_031809537.1
OG0005459	XP_045648059.1	XP_031809520.1
OG0005460	XP_045648041.1	XP_012407852.1
OG0005461	XP_045671234.1	XP_031809378.1
OG0005462	XP_045671198.1	XP_012407197.3
OG0005463	XP_045671298.1, XP_045671299.1, XP_045671300.1	XP_023351514.1
OG0005464	XP_045643346.1	XP_031820619.1
OG0005465	XP_045643304.1	XP_031820417.1
OG0005466	XP_045643297.1	XP_012396876.1, XP_023351884.1, XP_023351885.1
OG0005467	XP_045643143.1	XP_003759695.1
OG0005468	XP_045643362.1	XP_003759687.1
OG0005469	XP_045653146.1	XP_003768769.1
OG0005470	XP_045646798.1	XP_003764468.1
OG0005471	XP_045654074.1	XP_031819561.1
OG0005472	XP_045653544.1	XP_003764392.1
OG0005473	XP_045653955.1	XP_023355160.1
OG0005474	XP_045653838.1	XP_012400420.1
OG0005475	XP_045653802.1	XP_023355197.1, XP_003764243.1
OG0005476	XP_045653739.1, XP_045653738.1	XP_031817039.1
OG0005477	XP_045660800.1	XP_031813240.1
OG0005478	XP_045660858.1	XP_012405728.1
OG0005479	XP_045653390.1	XP_003770754.1
OG0005480	XP_045653392.1, XP_045653391.1	XP_031821250.1
OG0005481	XP_045653303.1, XP_045653304.1	XP_003768814.1
OG0005482	XP_045653252.1	XP_031821337.1
OG0005483	XP_045653255.1	XP_031821338.1
OG0005484	XP_045653170.1	XP_012405522.1
OG0005485	XP_045634171.1, XP_045634172.1	XP_003770717.1, XP_023359890.1
OG0005486	XP_045634275.1	XP_031793431.1
OG0005487	XP_045658150.1	XP_031824853.1
OG0005488	XP_045658162.1	XP_031824865.1
OG0005489	XP_045658193.1	XP_031824899.1
OG0005490	XP_045658207.1	XP_031824916.1, XP_031824917.1
OG0005491	XP_045654136.1	XP_031818946.1
OG0005492	XP_045659445.1	XP_031817426.1
OG0005493	XP_045659456.1	XP_031817425.1
OG0005494	XP_045659460.1	XP_012401188.2
OG0005495	XP_045632792.1	XP_031818739.1
OG0005496	XP_045628644.1	XP_003758553.2
OG0005497	XP_045628643.1	XP_031805971.1
OG0005498	XP_045628792.1	XP_031806008.1, XP_031801074.1, XP_031801077.1, XP_031801076.1, XP_031801073.1, XP_031801075.1
OG0005499	XP_045652053.1	XP_003758493.1
OG0005500	XP_045666226.1	XP_031805893.1
OG0005501	XP_045651714.1, XP_045651715.1	XP_012395853.2
OG0005502	XP_045670902.1	XP_031805955.1
OG0005503	XP_045670906.1	XP_012395770.1
OG0005504	XP_045670947.1	XP_003758804.1
OG0005505	XP_045670925.1	XP_031806181.1
OG0005506	XP_045641836.1	XP_023353645.1
OG0005507	XP_045639966.1	XP_003763188.1
OG0005508	XP_045657275.1	XP_003767397.1
OG0005509	XP_045663553.1	XP_012402591.1
OG0005510	XP_045639881.1	XP_031801564.1
OG0005511	XP_045642152.1	XP_031824609.1
OG0005512	XP_045642163.1	XP_003770245.2
OG0005513	XP_045642200.1	XP_023359547.1
OG0005514	XP_045629889.1	XP_031821206.1
OG0005515	XP_045629799.1	XP_031821145.1
OG0005516	XP_045669343.1	XP_003761587.1, XP_031796945.1
OG0005517	XP_045642023.1	XP_031795536.1
OG0005518	XP_045641954.1	XP_012398316.1
OG0005519	XP_045641928.1, XP_045641929.1	XP_031819545.1, XP_031819542.1, XP_031819544.1
OG0005520	XP_045632401.1	XP_031801183.1
OG0005521	XP_045632441.1	XP_031797907.1
OG0005523	XP_045626871.1	XP_031800146.1
OG0005524	XP_045632017.1	XP_031798670.1
OG0005525	XP_045632024.1	XP_023353165.1
OG0005526	XP_045640313.1, XP_045640314.1	XP_031800414.1, XP_031800408.1
OG0005527	XP_045640297.1	XP_031815364.1, XP_003763191.1
OG0005528	XP_045640602.1	XP_031801344.1, XP_012399597.1, XP_031800817.1
OG0005529	XP_045639903.1	XP_003761777.1
OG0005530	XP_045640559.1	XP_031801521.1, XP_003761976.4
OG0005531	XP_045639815.1, XP_045639814.1	XP_031801577.1, XP_031801576.1
OG0005532	XP_045639957.1	XP_023353530.1, XP_023353529.1
OG0005533	XP_045657511.1	XP_031823096.1
OG0005534	XP_045657306.1	XP_031824566.1
OG0005535	XP_045657522.1	XP_031824565.1
OG0005536	XP_045657667.1	XP_003769726.1
OG0005537	XP_045657680.1	XP_031822977.1
OG0005538	XP_045657933.1	XP_031824714.1
OG0005539	XP_045643778.1	XP_003767713.1
OG0005540	XP_045643579.1	XP_031793025.1
OG0005541	XP_045643592.1	XP_031793014.1
OG0005542	XP_045643714.1, XP_045643715.1	XP_031793123.1
OG0005543	XP_045643721.1	XP_031793126.1
OG0005544	XP_045643803.1, XP_045643804.1	XP_031793187.1
OG0005545	XP_045643808.1, XP_045643810.1, XP_045643809.1, XP_045643807.1	XP_031793190.1
OG0005546	XP_045667245.1	XP_031792812.1
OG0005547	XP_045667270.1	XP_012403151.1
OG0005548	XP_045667363.1	XP_023357560.1, XP_023357559.1, XP_023357557.1, XP_003767497.1
OG0005549	XP_045648010.1	XP_031792744.1
OG0005550	XP_045669773.1	XP_031792731.1, XP_023357534.1, XP_012403099.1
OG0005551	XP_045653671.1	XP_031792717.1, XP_031792720.1, XP_031792718.1, XP_031792719.1
OG0005552	XP_045653522.1	XP_023357536.1, XP_003767456.1
OG0005554	XP_045652202.1	XP_003767817.1
OG0005555	XP_045652267.1	XP_003767813.1
OG0005556	XP_045640133.1	XP_031822647.1
OG0005557	XP_045640094.1	XP_003768168.1
OG0005558	XP_045640030.1	XP_031822579.1
OG0005559	XP_045640179.1	XP_031822557.1
OG0005560	XP_045640105.1	XP_012403661.1
OG0005561	XP_045640263.1	XP_031822520.1
OG0005562	XP_045640394.1	XP_031822517.1
OG0005563	XP_045639780.1	XP_031822462.1
OG0005564	XP_045639954.1	XP_003768080.1
OG0005565	XP_045637889.1	XP_012396815.1
OG0005566	XP_045637897.1	XP_012396972.1
OG0005567	XP_045637863.1	XP_012396977.1
OG0005568	XP_045649827.1	XP_031802494.1, XP_031802495.1
OG0005569	XP_045663559.1	XP_012402569.1
OG0005570	XP_045658612.1	XP_003755949.1
OG0005571	XP_045658583.1	XP_003756165.1
OG0005572	XP_045656083.1	XP_031808713.1
OG0005573	XP_045666365.1	XP_031808699.1
OG0005574	XP_045666349.1	XP_031808702.1
OG0005575	XP_045666482.1	XP_012405280.1
OG0005576	XP_045666295.1	XP_003759371.1
OG0005577	XP_045663931.1	XP_023358786.1
OG0005578	XP_045663907.1	XP_031808665.1
OG0005579	XP_045663806.1	XP_031808407.1
OG0005580	XP_045663784.1	XP_031808397.1, XP_003756329.1
OG0005581	XP_045663793.1, XP_045663794.1, XP_045663792.1	XP_012403648.1
OG0005582	XP_045663765.1	XP_031805156.1
OG0005583	XP_045663694.1	XP_023357663.1
OG0005584	XP_045630754.1, XP_045663678.1	XP_003756248.1
OG0005585	XP_045663668.1, XP_045663669.1, XP_045663671.1, XP_045663670.1	XP_031808290.1
OG0005586	XP_045663660.1	XP_023357506.1, XP_031808283.1
OG0005587	XP_045631339.1	XP_031809122.1
OG0005588	XP_045633135.1	XP_031809049.1
OG0005589	XP_045655264.1	XP_012404952.1
OG0005590	XP_045655278.1	XP_031808764.1, XP_031797102.1
OG0005591	XP_045667030.1, XP_045643990.1	XP_031814318.1
OG0005592	XP_045630889.1	XP_003768924.1
OG0005593	XP_045630955.1	XP_031824304.1
OG0005594	XP_045630897.1, XP_045630898.1	XP_031800924.1
OG0005596	XP_045630970.1	XP_003768655.1
OG0005597	XP_045670395.1	XP_023358427.1
OG0005598	XP_045669958.1	XP_031821701.1
OG0005599	XP_045670444.1	XP_031821665.1
OG0005600	XP_045669900.1	XP_031821647.1, XP_031821648.1
OG0005601	XP_045670514.1	XP_012403943.2
OG0005602	XP_045669875.1	XP_031821617.1
OG0005603	XP_045669852.1, XP_045669851.1	XP_031821571.1
OG0005604	XP_045669810.1	XP_031821834.1
OG0005605	XP_045670427.1	XP_023358243.1, XP_012403895.1
OG0005606	XP_045637683.1	XP_003768301.1
OG0005607	XP_045637525.1	XP_031822065.1
OG0005608	XP_045629220.1	XP_023357931.1, XP_031822303.1, XP_012403533.1
OG0005609	XP_045629386.1	XP_003768000.1
OG0005610	XP_045629283.1	XP_031822363.1
OG0005611	XP_045629395.1	XP_003767968.1
OG0005612	XP_045629421.1	XP_031823440.1
OG0005613	XP_045629477.1	XP_012405212.2
OG0005614	XP_045629482.1	XP_031823492.1
OG0005615	XP_045629116.1	XP_031823576.1
OG0005616	XP_045629561.1	XP_031823590.1, XP_031823589.1
OG0005617	XP_045629080.1	XP_012405299.1
OG0005619	XP_045629364.1	XP_031813225.1
OG0005621	XP_045659672.1	XP_031807777.1
OG0005622	XP_045659734.1	XP_031807842.1
OG0005623	XP_045659739.1	XP_031810800.1
OG0005624	XP_045659757.1	XP_003757528.1
OG0005625	XP_045627128.1	XP_003757495.1, XP_012409451.1
OG0005626	XP_045627129.1	XP_023350099.2
OG0005627	XP_045627053.1, XP_045669640.1	XP_012409446.1
OG0005628	XP_045626904.1	XP_003775291.3
OG0005629	XP_045627148.1	XP_031810717.1, XP_031810716.1
OG0005630	XP_045627222.1	XP_031810677.1
OG0005631	XP_045627249.1	XP_003757373.1, XP_031810617.1
OG0005632	XP_045627037.1	XP_031810596.1
OG0005633	XP_045627011.1	XP_031810594.1
OG0005634	XP_045626957.1	XP_031810549.1
OG0005635	XP_045646886.1	XP_031810160.1
OG0005636	XP_045646942.1	XP_031810119.1
OG0005637	XP_045645888.1	XP_031797081.1
OG0005638	XP_045645879.1	XP_012406909.1
OG0005639	XP_045645809.1	XP_031797030.1, XP_023360061.1, XP_031797029.1, XP_012405911.1
OG0005640	XP_045645745.1	XP_031796981.1
OG0005641	XP_045645693.1	XP_031796946.1
OG0005642	XP_045645664.1	XP_003772352.1
OG0005643	XP_045645556.1	XP_003770975.1
OG0005644	XP_045635680.1	XP_031796256.1
OG0005645	XP_045635890.1, XP_045635887.1, XP_045635889.1, XP_045635888.1, XP_045635892.1	XP_031793879.1
OG0005646	XP_045635497.1	XP_031796315.1
OG0005647	XP_045635836.1	XP_031794051.1
OG0005648	XP_045635827.1	XP_031796512.1
OG0005649	XP_045635681.1	XP_031796718.1
OG0005650	XP_045635492.1	XP_023361119.2
OG0005651	XP_045636034.1, XP_045636035.1	XP_023360116.1, XP_031793780.1, XP_003771042.1
OG0005652	XP_045636030.1, XP_045636029.1	XP_003771180.2
OG0005653	XP_045636075.1	XP_031794803.1
OG0005654	XP_045627603.1	XP_031814664.1
OG0005655	XP_045627753.1	XP_012395688.1
OG0005656	XP_045644176.1	XP_031805590.1
OG0005657	XP_045651047.1	XP_031809660.1
OG0005658	XP_045650929.1	XP_031809392.1
OG0005659	XP_045650863.1	XP_031824302.1
OG0005660	XP_045650778.1, XP_045650776.1, XP_045650777.1	XP_003759553.1
OG0005661	XP_045636643.1	XP_031801277.1, XP_031801280.1, XP_031801279.1, XP_031801278.1
OG0005662	XP_045636389.1	XP_031801393.1
OG0005663	XP_045636475.1	XP_003761416.1
OG0005664	XP_045647033.1	XP_031805286.1
OG0005665	XP_045647003.1	XP_003757130.1
OG0005666	XP_045636557.1	XP_023353033.1
OG0005668	XP_045656943.1	XP_003769150.1
OG0005669	XP_045663050.1	XP_031824664.1
OG0005670	XP_045654363.1	XP_031820281.1
OG0005671	XP_045656488.1	XP_012404348.2
OG0005672	XP_045651590.1	XP_031821017.1, XP_031821018.1, XP_031821019.1
OG0005673	XP_045651556.1	XP_003768962.3
OG0005674	XP_045651569.1	XP_023358656.1
OG0005675	XP_045651447.1	XP_003769021.1
OG0005676	XP_045633779.1	XP_003769064.1
OG0005677	XP_045642277.1	XP_031820791.1
OG0005678	XP_045669670.1, XP_045669671.1	XP_031820759.1
OG0005679	XP_045633010.1	XP_031820720.1
OG0005680	XP_045632985.1	XP_031820719.1
OG0005681	XP_045656855.1	XP_031820679.1
OG0005682	XP_045657271.1	XP_031820639.1
OG0005683	XP_045660603.1	XP_003769169.1
OG0005684	XP_045658879.1	XP_012405633.2
OG0005685	XP_045659022.1, XP_045659030.1	XP_031820547.1
OG0005686	XP_045660431.1	XP_003769295.1
OG0005687	XP_045660450.1	XP_031820421.1
OG0005688	XP_045660462.1	XP_023358864.1
OG0005689	XP_045654401.1	XP_031820289.1, XP_031820290.1
OG0005690	XP_045661841.1	XP_003763223.1, XP_031802889.1
OG0005691	XP_045661836.1	XP_003760328.2
OG0005692	XP_045661831.1	XP_031802897.1
OG0005693	XP_045661774.1, XP_045661772.1, XP_045661773.1	XP_003760362.1
OG0005694	XP_045661740.1	XP_012397228.1, XP_031802983.1
OG0005696	XP_045661709.1	XP_023352231.1
OG0005697	XP_045668167.1	XP_031803098.1
OG0005698	XP_045633990.1	XP_003760468.1
OG0005700	XP_045672021.1	XP_031798955.1
OG0005701	XP_045671838.1	XP_031799240.1
OG0005702	XP_045671921.1, XP_045671920.1	XP_003773320.1, XP_031797282.1, XP_031797283.1
OG0005703	XP_045671962.1	XP_003773297.1
OG0005704	XP_045648650.1	XP_031794884.1
OG0005705	XP_045648691.1	XP_012406465.1
OG0005706	XP_045649614.1	XP_031816366.1, XP_031796148.1
OG0005707	XP_045649136.1	XP_031796611.1
OG0005708	XP_045648964.1	XP_031796436.1
OG0005709	XP_045648914.1	XP_031796373.1
OG0005710	XP_045648755.1	XP_023360590.1
OG0005712	XP_045655416.1	XP_031825046.1
OG0005713	XP_045649855.1, XP_045649857.1, XP_045645102.1, XP_045649858.1, XP_045628456.1	XP_012400006.1
OG0005714	XP_045638503.1	XP_031818037.1
OG0005715	XP_045638378.1	XP_031817998.1
OG0005716	XP_045638187.1	XP_031817993.1
OG0005717	XP_045628745.1	XP_003757261.1
OG0005718	XP_045655514.1	XP_031824992.1
OG0005719	XP_045655532.1	XP_012397555.1, XP_012397556.1
OG0005720	XP_045655576.1	XP_003767214.1
OG0005721	XP_045655643.1	XP_031825086.1, XP_031825088.1
OG0005722	XP_045640815.1	XP_031810846.1, XP_031810845.1
OG0005723	XP_045640874.1	XP_031810873.1
OG0005724	XP_045667089.1	XP_031794028.1
OG0005725	XP_045635969.1	XP_031794570.1
OG0005726	XP_045635986.1	XP_003771063.1
OG0005727	XP_045635739.1	XP_031796993.1
OG0005728	XP_045635729.1	XP_031796862.1
OG0005729	XP_045635942.1	XP_031794833.1
OG0005730	XP_045635416.1	XP_031793688.1
OG0005731	XP_045654728.1	XP_031797503.1
OG0005732	XP_045654579.1	XP_031798737.1
OG0005733	XP_045666829.1	XP_003759029.1
OG0005734	XP_045672134.1	XP_031817376.1
OG0005735	XP_045648376.1	XP_012406550.1
OG0005736	XP_045648490.1, XP_045648489.1	XP_003771704.1
OG0005737	XP_045648540.1	XP_031794977.1
OG0005738	XP_045649482.1	XP_031805762.1
OG0005739	XP_045648268.1	XP_031795282.1
OG0005740	XP_045648267.1	XP_003771811.1
OG0005741	XP_045635104.1	XP_003758079.3, XP_031806633.1
OG0005742	XP_045635206.1	XP_012407365.2
OG0005743	XP_045635322.1	XP_031799699.1
OG0005744	XP_045635324.1	XP_003772854.1
OG0005745	XP_045641742.1	XP_031799589.1
OG0005746	XP_045641777.1	XP_003773081.1
OG0005747	XP_045644837.1	XP_003757956.1
OG0005748	XP_045644840.1	XP_012396188.1
OG0005749	XP_045631933.1	XP_003757924.1
OG0005750	XP_045631911.1	XP_003757923.1
OG0005751	XP_045631919.1	XP_003757919.1
OG0005752	XP_045665193.1	XP_003767154.1
OG0005753	XP_045665130.1	XP_031807204.1
OG0005754	XP_045665104.1	XP_031807167.1
OG0005755	XP_045664952.1	XP_012395519.1
OG0005756	XP_045664760.1	XP_031805079.1
OG0005757	XP_045644324.1	XP_023361925.1
OG0005758	XP_045644270.1	XP_031805486.1
OG0005759	XP_045644178.1	XP_031805065.1
OG0005760	XP_045657369.1, XP_045657368.1	XP_023359249.1
OG0005761	XP_045657354.1	XP_003769895.1
OG0005762	XP_045657358.1	XP_003769894.1
OG0005763	XP_045646580.1	XP_031823324.1
OG0005764	XP_045646579.1	XP_031823335.1
OG0005767	XP_045631828.1	XP_003774131.1
OG0005768	XP_045649383.1	XP_023360536.2
OG0005769	XP_045649368.1, XP_045649367.1	XP_012406375.1
OG0005770	XP_045649356.1	XP_031794547.1
OG0005771	XP_045649320.1	XP_031794502.1
OG0005772	XP_045626588.1	XP_031798392.1
OG0005773	XP_045664740.1	XP_031797217.1
OG0005774	XP_045642706.1	XP_003774636.1
OG0005775	XP_045642648.1	XP_012408173.1
OG0005776	XP_045642639.1	XP_031798773.1
OG0005777	XP_045642555.1	XP_031799433.1
OG0005778	XP_045664659.1	XP_031797841.1
OG0005779	XP_045664684.1	XP_031797161.1
OG0005780	XP_045626603.1	XP_031798403.1
OG0005781	XP_045631752.1	XP_031798646.1, XP_031798647.1
OG0005782	XP_045631861.1	XP_031799466.1
