Orthogroup	Ursus_americanus	Ictidomys_tridecemlineatus
OG0008669	XP_045632477.1	XP_005334090.1
OG0008670	XP_045657205.1	XP_005324897.1
OG0008671	XP_045657177.1	XP_005324912.1
OG0008672	XP_045657168.1	XP_005324914.1
OG0008673	XP_045657126.1	XP_040136674.1, XP_040136675.1
OG0008674	XP_045657086.1	XP_040136635.1
OG0008675	XP_045657075.1	XP_040136628.1
OG0008676	XP_045657050.1	XP_005325168.1
OG0008677	XP_045656693.1	XP_040136574.1
OG0008678	XP_045656989.1	XP_040136564.1
OG0008679	XP_045656897.1	XP_005325088.1
OG0008680	XP_045656890.1	XP_040136501.1
OG0008681	XP_045656850.1	XP_005325115.1
OG0008682	XP_045656847.1	XP_005325118.1
OG0008683	XP_045656805.1	XP_005325143.1
OG0008684	XP_045656806.1	XP_005325141.3
OG0008685	XP_045658799.1	XP_040128423.1
OG0008686	XP_045658801.1	XP_005320770.1, XP_040128785.1
OG0008687	XP_045665926.1	XP_040128615.1
OG0008688	XP_045665850.1	XP_005339123.2
OG0008689	XP_045665824.1	XP_040129241.1
OG0008690	XP_045665969.1	XP_013217604.1
OG0008691	XP_045665822.1	XP_013217603.1
OG0008692	XP_045666012.1	XP_005333791.1
OG0008693	XP_045666011.1	XP_040129211.1
OG0008694	XP_045640935.1	XP_040128596.1
OG0008695	XP_045640922.1	XP_005335329.1
OG0008696	XP_045640587.1	XP_005335302.1
OG0008698	XP_045658890.1, XP_045658891.1	XP_013219182.2
OG0008699	XP_045658909.1	XP_005333707.2
OG0008700	XP_045658915.1	XP_013217561.1
OG0008701	XP_045658952.1	XP_021587516.1
OG0008702	XP_045658974.1	XP_005333667.1
OG0008703	XP_045659309.1	XP_021587498.1, XP_013217565.1
OG0008704	XP_045659003.1	XP_040128659.1
OG0008705	XP_045659040.1	XP_005320724.1
OG0008706	XP_045658808.1	XP_005320867.1
OG0008707	XP_045659186.1	XP_005320870.1
OG0008708	XP_045659211.1	XP_005320775.1, XP_040129713.1
OG0008709	XP_045659213.1	XP_040128652.1
OG0008710	XP_045658805.1	XP_040128898.1
OG0008711	XP_045665289.1	XP_021579047.2
OG0008712	XP_045628587.1	XP_040129767.1
OG0008713	XP_045628593.1	XP_005320815.1
OG0008714	XP_045665471.1	XP_040127935.1
OG0008715	XP_045665336.1	XP_013211986.2
OG0008716	XP_045665332.1	XP_040127785.1
OG0008717	XP_045665933.1	XP_005339120.2
OG0008718	XP_045658784.1	XP_040128715.1
OG0008719	XP_045645047.1	XP_005332367.1
OG0008720	XP_045645043.1	XP_005322967.1
OG0008721	XP_045645042.1	XP_005322971.1
OG0008722	XP_045645016.1	XP_005322987.1
OG0008723	XP_045645110.1	XP_005322989.1
OG0008724	XP_045644967.1	XP_021580580.1
OG0008725	XP_045644961.1	XP_005323008.1
OG0008726	XP_045666124.1	XP_040124033.1
OG0008727	XP_045666099.1	XP_021577208.1
OG0008728	XP_045662024.1	XP_005336068.1
OG0008729	XP_045662023.1	XP_005336079.1
OG0008730	XP_045662001.1	XP_005328677.1
OG0008731	XP_045661957.1	XP_005328695.1
OG0008732	XP_045661912.1	XP_021584334.1
OG0008733	XP_045661881.1	XP_005328723.1
OG0008734	XP_045661882.1	XP_005328721.1
OG0008735	XP_045661856.1	XP_040149771.1, XP_021580840.1
OG0008736	XP_045651258.1	XP_005316884.1
OG0008737	XP_045651263.1	XP_005316805.1
OG0008738	XP_045671726.1	XP_040130264.1
OG0008739	XP_045671854.1	XP_005337185.1
OG0008740	XP_045672295.1	XP_005316455.1
OG0008741	XP_045628410.1	XP_005316459.1
OG0008742	XP_045626911.1	XP_013215120.1, XP_040130662.1
OG0008743	XP_045626951.1	XP_005316480.1
OG0008744	XP_045627047.1	XP_005316483.1
OG0008745	XP_045627108.1	XP_040130473.1
OG0008746	XP_045627336.1	XP_013214480.1
OG0008747	XP_045627365.1	XP_021581739.1
OG0008748	XP_045627523.1	XP_040131198.1
OG0008749	XP_045627912.1	XP_005316540.1
OG0008750	XP_045628093.1	XP_040130163.1
OG0008751	XP_045668029.1	XP_021582261.2
OG0008752	XP_045668113.1	XP_005316599.1
OG0008753	XP_045668026.1	XP_040131536.1
OG0008754	XP_045668024.1	XP_005316602.1
OG0008755	XP_045668055.1	XP_005316608.1
OG0008756	XP_045668079.1	XP_040131324.1
OG0008757	XP_045667994.1	XP_005316636.1
OG0008759	XP_045668069.1	XP_005316646.1
OG0008760	XP_045668068.1	XP_040131328.1
OG0008761	XP_045668044.1	XP_013215021.1
OG0008762	XP_045666642.1	XP_040130814.1
OG0008763	XP_045666663.1	XP_005316751.2
OG0008764	XP_045666681.1	XP_040132241.1
OG0008765	XP_045666580.1	XP_013214778.1
OG0008766	XP_045666560.1	XP_021583466.1
OG0008767	XP_045666723.1	XP_021581197.1
OG0008768	XP_045651247.1	XP_040130288.1
OG0008769	XP_045651237.1	XP_021583653.1
OG0008770	XP_045651235.1	XP_040131447.1
OG0008771	XP_045651254.1	XP_013214471.1
OG0008772	XP_045651209.1	XP_040131337.1
OG0008773	XP_045651159.1	XP_005316853.1
OG0008774	XP_045651068.1	XP_005316896.1
OG0008775	XP_045644511.1, XP_045645099.1	XP_005341468.1
OG0008776	XP_045666668.1	XP_040131855.1
OG0008777	XP_045641668.1	XP_005324380.1
OG0008778	XP_045641379.1	XP_040143132.1
OG0008779	XP_045641628.1	XP_005324377.1
OG0008780	XP_045641657.1	XP_005323594.3
OG0008781	XP_045641489.1	XP_013213286.2
OG0008782	XP_045641495.1	XP_040142927.1
OG0008783	XP_045641527.1	XP_005323578.1
OG0008784	XP_045641541.1	XP_013213228.1
OG0008786	XP_045669469.1	XP_005323539.1
OG0008787	XP_045669442.1	XP_005323533.1
OG0008788	XP_045669519.1	XP_005323525.3
OG0008789	XP_045630117.1	XP_005323513.1
OG0008790	XP_045630131.1	XP_005323501.1
OG0008791	XP_045632311.1	XP_005323496.1
OG0008792	XP_045632316.1	XP_021580939.1
OG0008793	XP_045632331.1	XP_040143042.1
OG0008794	XP_045632301.1	XP_005340272.2
OG0008795	XP_045632924.1	XP_040143103.1
OG0008796	XP_045655036.1	XP_005342082.1
OG0008797	XP_045654601.1	XP_021585382.1
OG0008798	XP_045655085.1	XP_040148920.1
OG0008799	XP_045655175.1	XP_005340771.1
OG0008800	XP_045648789.1, XP_045655195.1	XP_040148953.1
OG0008801	XP_045648454.1	XP_005325805.1
OG0008802	XP_045648158.1	XP_040148998.1
OG0008803	XP_045647921.1	XP_005337607.1
OG0008804	XP_045647902.1	XP_021590383.1
OG0008805	XP_045647713.1	XP_005337584.1
OG0008806	XP_045647303.1	XP_005341991.1
OG0008807	XP_045646904.1	XP_021591632.2
OG0008808	XP_045646589.1	XP_005339373.1
OG0008809	XP_045646258.1	XP_005339764.1
OG0008810	XP_045645926.1	XP_040148213.1
OG0008811	XP_045662453.1	XP_013220044.1
OG0008812	XP_045649465.1	XP_005333347.1
OG0008813	XP_045641359.1	XP_021589883.1
OG0008814	XP_045641596.1	XP_005335129.1
OG0008815	XP_045641327.1	XP_013218222.1
OG0008816	XP_045641317.1	XP_005335119.2
OG0008818	XP_045641311.1	XP_005335118.1
OG0008819	XP_045641309.1	XP_005335115.1
OG0008820	XP_045641178.1	XP_021576332.1
OG0008821	XP_045641119.1	XP_040126289.1
OG0008822	XP_045641058.1	XP_021583636.1, XP_040126239.1
OG0008823	XP_045668634.1	XP_040126221.1
OG0008824	XP_045668453.1	XP_005327714.1
OG0008825	XP_045668583.1	XP_005327721.1
OG0008826	XP_045668702.1	XP_005327723.1
OG0008827	XP_045668648.1	XP_021591298.2
OG0008828	XP_045668697.1	XP_005338932.1
OG0008829	XP_045668692.1	XP_040126510.1
OG0008830	XP_045668511.1	XP_005340340.1
OG0008831	XP_045668584.1	XP_040126170.1
OG0008832	XP_045668570.1	XP_040126359.1
OG0008833	XP_045668688.1	XP_040126522.1
OG0008834	XP_045641143.1	XP_005327649.1
OG0008835	XP_045643110.1	XP_005336810.2
OG0008836	XP_045643109.1	XP_040129318.1
OG0008837	XP_045643104.1, XP_045643103.1	XP_040125424.1
OG0008838	XP_045643093.1	XP_005335572.1
OG0008839	XP_045663945.1	XP_005335246.1
OG0008840	XP_045663954.1	XP_005340784.1
OG0008841	XP_045663956.1	XP_021576177.2
OG0008842	XP_045663978.1	XP_040129328.1
OG0008844	XP_045632645.1	XP_021585479.1
OG0008845	XP_045632552.1	XP_005331094.1
OG0008846	XP_045632616.1	XP_040126117.1
OG0008847	XP_045632557.1	XP_005331091.1
OG0008848	XP_045632640.1	XP_005331088.3
OG0008849	XP_045632569.1	XP_005331082.1, XP_021586007.1
OG0008850	XP_045632643.1	XP_005331078.1
OG0008851	XP_045667207.1	XP_040124213.1
OG0008852	XP_045667176.1	XP_005342431.1
OG0008853	XP_045668555.1	XP_005338475.1
OG0008854	XP_045667524.1	XP_021590908.1, XP_005338346.1
OG0008855	XP_045667428.1	XP_005338351.1
OG0008856	XP_045644571.1	XP_021586841.1
OG0008857	XP_045644575.1	XP_021586838.1
OG0008858	XP_045663946.1	XP_040129321.1
OG0008859	XP_045656597.1, XP_045656598.1	XP_005341981.1
OG0008860	XP_045656544.1	XP_005335211.1
OG0008862	XP_045667467.1	XP_005327563.2
OG0008863	XP_045667558.1	XP_005327555.3
OG0008864	XP_045667619.1	XP_040138109.1
OG0008865	XP_045667627.1	XP_005327552.1
OG0008866	XP_045667546.1	XP_005327543.1
OG0008867	XP_045667655.1	XP_005327539.1
OG0008868	XP_045667599.1	XP_040139602.1
OG0008869	XP_045667474.1	XP_005329182.1
OG0008870	XP_045651679.1	XP_005329208.1
OG0008871	XP_045651673.1	XP_005337078.1
OG0008872	XP_045656468.1	XP_005337080.2
OG0008873	XP_045656432.1	XP_005337089.2
OG0008876	XP_045662229.1	XP_005324453.1
OG0008877	XP_045637556.1	XP_005315837.1
OG0008878	XP_045637576.1	XP_021588413.1
OG0008879	XP_045637301.1	XP_040150280.1
OG0008880	XP_045637177.1	XP_021586224.1
OG0008881	XP_045636851.1	XP_005315815.1
OG0008882	XP_045636445.1	XP_005315755.1
OG0008883	XP_045635987.1	XP_040150385.1
OG0008884	XP_045635904.1	XP_005324640.1
OG0008885	XP_045635912.1	XP_005324639.1, XP_021581591.1
OG0008886	XP_045635751.1	XP_021581661.2
OG0008887	XP_045662113.1	XP_013213730.2
OG0008888	XP_045662227.1	XP_005324744.1
OG0008889	XP_045662067.1	XP_040150742.1
OG0008890	XP_045662306.1	XP_005324425.1
OG0008891	XP_045662351.1, XP_045662350.1, XP_045662352.1, XP_045662353.1	XP_005324394.1
OG0008892	XP_045662384.1	XP_005340924.3
OG0008893	XP_045662416.1	XP_013220048.1
OG0008894	XP_045662427.1	XP_005338957.1
OG0008895	XP_045662439.1	XP_040150631.1
OG0008896	XP_045662479.1	XP_021591359.1
OG0008897	XP_045662529.1	XP_005335162.1
OG0008898	XP_045662538.1, XP_045662539.1, XP_045662540.1	XP_021588799.1
OG0008899	XP_045633502.1	XP_013216330.1
OG0008900	XP_045633615.1	XP_005330549.2
OG0008901	XP_045633557.1	XP_005330566.1
OG0008902	XP_045633480.1	XP_021585664.1
OG0008903	XP_045631280.1	XP_005330598.1
OG0008904	XP_045640437.1	XP_040143243.1
OG0008905	XP_045640554.1	XP_005342978.2
OG0008906	XP_045643514.1	XP_013216269.1
OG0008907	XP_045643505.1	XP_040132542.1
OG0008908	XP_045643465.1	XP_005329551.1
OG0008909	XP_045643842.1, XP_045644514.1, XP_045645132.1	XP_005329548.1
OG0008910	XP_045665576.1	XP_021588660.1
OG0008911	XP_045665575.1	XP_005335015.1
OG0008912	XP_045665644.1	XP_005341013.1
OG0008913	XP_045640401.1	XP_013220967.1
OG0008914	XP_045640242.1	XP_040143239.1
OG0008915	XP_045640545.1	XP_040145004.1
OG0008916	XP_045640600.1	XP_005339442.2
OG0008917	XP_045639788.1	XP_040144993.1
OG0008918	XP_045665676.1	XP_005335034.1
OG0008919	XP_045659620.1	XP_021581239.1
OG0008920	XP_045659836.1	XP_005337556.1, XP_013215600.1, XP_040136794.1
OG0008921	XP_045657248.1	XP_005323413.2
OG0008922	XP_045632496.1	XP_005323395.1
OG0008923	XP_045649664.1	XP_005340707.1
OG0008924	XP_045669600.1	XP_021589112.1
OG0008925	XP_045669621.1	XP_040142853.1
OG0008926	XP_045669563.1	XP_040142857.1
OG0008927	XP_045669584.1	XP_005335587.3
OG0008928	XP_045669553.1	XP_005335600.1
OG0008929	XP_045656637.1	XP_013211389.2
OG0008930	XP_045661014.1	XP_005316046.1
OG0008931	XP_045633971.1	XP_005341211.1
OG0008932	XP_045660008.1	XP_040150053.1
OG0008933	XP_045660965.1	XP_005334865.1
OG0008934	XP_045643073.1	XP_005334851.1
OG0008935	XP_045635537.1	XP_040143666.1
OG0008936	XP_045646423.1	XP_005324011.1
OG0008937	XP_045631687.1	XP_005324021.1
OG0008938	XP_045659575.1	XP_040132528.1
OG0008939	XP_045646391.1	XP_040134006.1
OG0008940	XP_045660905.1	XP_021591209.1
OG0008941	XP_045642625.1	XP_040136678.1
OG0008942	XP_045655298.1	XP_021575456.1
OG0008943	XP_045649862.1, XP_045655289.1	XP_040137170.1
OG0008944	XP_045651410.1	XP_013220582.1
OG0008945	XP_045644733.1	XP_005340004.1
OG0008947	XP_045657260.1	XP_021590348.1
OG0008948	XP_045654080.1	XP_005328884.1
OG0008949	XP_045655989.1	XP_013215611.1
OG0008950	XP_045646443.1, XP_045646445.1	XP_040139651.1, XP_005335906.1
OG0008951	XP_045655957.1	XP_021576158.1
OG0008952	XP_045644383.1	XP_005323479.1
OG0008953	XP_045660884.1	XP_005319448.1
OG0008954	XP_045646434.1	XP_021578066.1
OG0008956	XP_045649792.1	XP_040141165.1
OG0008957	XP_045645484.1	XP_040141789.1, XP_040141779.1
OG0008958	XP_045660772.1	XP_040142032.1
OG0008959	XP_045644761.1	XP_005338561.1
OG0008960	XP_045644758.1, XP_045644757.1, XP_045644756.1	XP_005340645.1
OG0008961	XP_045644905.1	XP_040143415.1
OG0008962	XP_045654267.1	XP_005342135.1
OG0008963	XP_045661108.1	XP_013220891.2
OG0008964	XP_045633380.1	XP_021579247.1
OG0008965	XP_045640406.1, XP_045640407.1	XP_005323727.1
OG0008966	XP_045656484.1, XP_045656483.1, XP_045656482.1, XP_045656485.1	XP_005341107.1
OG0008967	XP_045656421.1	XP_005337110.2
OG0008968	XP_045627019.1	XP_005321119.1
OG0008970	XP_045656677.1	XP_005341761.1, XP_005341762.1
OG0008971	XP_045638920.1	XP_040140799.1, XP_040140800.1, XP_005342581.1
OG0008972	XP_045649154.1	XP_013216802.1
OG0008974	XP_045644528.1	XP_005337231.2
OG0008977	XP_045668448.1	XP_040126164.1
OG0008980	XP_045670980.1, XP_045670979.1	XP_013221953.1
OG0008984	XP_045629790.1	XP_040133445.1
OG0008986	XP_045652812.1	XP_040137482.1
OG0008987	XP_045646437.1	XP_021588832.1
OG0008988	XP_045642463.1	XP_005331657.3
OG0008994	XP_045661231.1	XP_040138762.1
OG0008995	XP_045646574.1	XP_005331233.1
OG0008996	XP_045637839.1	XP_021590335.1
OG0008997	XP_045653461.1	XP_005339264.1
OG0008998	XP_045634244.1	XP_005340879.1
OG0008999	XP_045649332.1	XP_021591540.1
OG0009000	XP_045652371.1	XP_005329042.1
OG0009001	XP_045633074.1	XP_040143424.1
OG0009003	XP_045670748.1	XP_021585086.2
OG0009004	XP_045629387.1	XP_005321604.1
OG0009005	XP_045646966.1	XP_005321206.3
OG0009006	XP_045648893.1	XP_021587296.2
OG0009007	XP_045665114.1	XP_005322550.1
OG0009008	XP_045667018.1	XP_040137603.1
OG0009009	XP_045635701.1	XP_005322281.2
OG0009010	XP_045640321.1	XP_005335288.1
OG0009011	XP_045646684.1	XP_040125420.1
OG0009012	XP_045661409.1	XP_005321490.1
OG0009013	XP_045664870.1	XP_005340302.1
OG0009014	XP_045648390.1	XP_005326671.1
OG0009015	XP_045643671.1	XP_040133790.1
OG0009016	XP_045648285.1	XP_005326717.1
OG0009017	XP_045628032.1	XP_005336705.1
OG0009018	XP_045670156.1	XP_040124576.1
OG0009019	XP_045670366.1	XP_005328177.1
OG0009020	XP_045640583.1	XP_005341904.1
OG0009021	XP_045658002.1	XP_021586752.1
OG0009022	XP_045671843.1	XP_021578482.1
OG0009023	XP_045655021.1	XP_005341394.1
OG0009024	XP_045664366.1	XP_021583345.2
OG0009025	XP_045668901.1	XP_005320455.3
OG0009026	XP_045644918.1	XP_005342062.2
OG0009027	XP_045663778.1	XP_005321291.1
OG0009028	XP_045664771.1	XP_040144110.1
OG0009029	XP_045665212.1	XP_005322626.1
OG0009030	XP_045628024.1	NP_001269178.1
OG0009031	XP_045649431.1	XP_005319497.1
OG0009032	XP_045648127.1	XP_040127753.1
OG0009033	XP_045647576.1	XP_005336870.1
OG0009034	XP_045635387.1	XP_005322404.1
OG0009035	XP_045643754.1	XP_005329524.1
OG0009036	XP_045670110.1	XP_005332675.1
OG0009037	XP_045638616.1	XP_040144161.1
OG0009038	XP_045626868.1	XP_005323773.1
OG0009039	XP_045628119.1	XP_005336635.1
OG0009040	XP_045657654.1	XP_021575359.1
OG0009041	XP_045662771.1	XP_040135516.1
OG0009042	XP_045631284.1	XP_005326515.1
OG0009043	XP_045661752.1	XP_005316307.1
OG0009044	XP_045653437.1	XP_005319896.1
OG0009045	XP_045637292.1	XP_021577086.1
OG0009046	XP_045645068.1	XP_040150008.1
OG0009047	XP_045659966.1	XP_005341750.1
OG0009048	XP_045650690.1	XP_005335834.1
OG0009049	XP_045657141.1	XP_005324925.1
OG0009050	XP_045634812.1	XP_005333112.1
OG0009051	XP_045662555.1	XP_021585268.1
OG0009052	XP_045664187.1	XP_005343161.2
OG0009053	XP_045666982.1	XP_005324854.1
OG0009054	XP_045647751.1	XP_005327088.1, XP_040125751.1
OG0009055	XP_045644335.1	XP_005329450.1
OG0009056	XP_045633484.1	XP_040123734.1
OG0009057	XP_045653055.1	XP_021590414.1
OG0009058	XP_045648485.1	XP_005332482.1
OG0009059	XP_045654535.1	XP_040138021.1
OG0009060	XP_045654720.1	XP_005330975.1
OG0009061	XP_045657695.1	XP_005327762.1
OG0009062	XP_045643494.1	XP_005329566.1
OG0009063	XP_045663960.1	XP_040127876.1
OG0009064	XP_045646709.1	XP_021590353.1
OG0009065	XP_045651650.1	XP_013220081.2
OG0009066	XP_045648271.1	XP_040147195.1
OG0009067	XP_045638056.1	XP_040144068.1
OG0009068	XP_045638412.1	XP_021590075.1
OG0009069	XP_045651506.1	XP_005318899.1
OG0009070	XP_045651473.1	XP_005318880.1
OG0009071	XP_045651469.1	XP_005318873.1
OG0009072	XP_045667916.1	XP_021589495.1
OG0009073	XP_045630562.1	XP_040146360.1
OG0009074	XP_045652210.1	XP_005326210.1
OG0009075	XP_045663008.1	XP_005320651.1
OG0009076	XP_045647498.1	XP_005336087.1
OG0009077	XP_045637697.1	XP_005322025.1
OG0009078	XP_045642797.1	XP_021586264.1
OG0009079	XP_045669109.1	XP_040131344.1
OG0009080	XP_045649399.1	XP_040148268.1
OG0009081	XP_045669916.1	XP_005332605.1
OG0009082	XP_045628606.1	XP_005335483.1
OG0009083	XP_045640442.1	XP_005339475.1
OG0009084	XP_045658042.1	XP_040139628.1
OG0009085	XP_045650168.1	XP_005326460.1
OG0009086	XP_045634555.1	XP_005333056.1
OG0009087	XP_045662228.1	XP_005324455.1
OG0009088	XP_045654418.1	XP_005330217.1
OG0009089	XP_045630956.1	XP_005342027.1
OG0009090	XP_045641948.1, XP_045641947.1	XP_005343060.2
OG0009091	XP_045627200.1	XP_005321128.1
OG0009092	XP_045657418.1	XP_013211198.1
OG0009093	XP_045632599.1	XP_005331119.1
OG0009094	XP_045661768.1	XP_005316317.1
OG0009095	XP_045658702.1	XP_040130460.1
OG0009097	XP_045627323.1	XP_021577882.1
OG0009098	XP_045646517.1	XP_005331263.1
OG0009099	XP_045646521.1	XP_005331264.1
OG0009100	XP_045666004.1	XP_040128057.1
OG0009101	XP_045661993.1	XP_005328684.1
OG0009102	XP_045636509.1	XP_005326305.1
OG0009103	XP_045653106.1	XP_040137821.1
OG0009104	XP_045653105.1	XP_005338687.1
OG0009105	XP_045646479.1	XP_021586246.2
OG0009106	XP_045643584.1	XP_005330384.1
OG0009107	XP_045628842.1	XP_021585293.1
OG0009108	XP_045669190.1	XP_005339773.1
OG0009109	XP_045666827.1	XP_005342589.1
OG0009110	XP_045666660.1	XP_005316781.1
OG0009111	XP_045626567.1	XP_040139530.1
OG0009112	XP_045643569.1	XP_005330378.1
OG0009113	XP_045648579.1	XP_005331141.1
OG0009114	XP_045640279.1	XP_005337822.1
OG0009115	XP_045631760.1	XP_021587436.2
OG0009116	XP_045664562.1	XP_040140533.1
OG0009118	XP_045661456.1	XP_005329823.1
OG0009119	XP_045627877.1	XP_005317923.1
OG0009120	XP_045652445.1	XP_005326808.2
OG0009121	XP_045667773.1	XP_040137785.1
OG0009122	XP_045667809.1	XP_021584474.2
OG0009123	XP_045636038.1	XP_040137719.1
OG0009124	XP_045630299.1	XP_005336173.1
OG0009125	XP_045665943.1	XP_021584759.2
OG0009126	XP_045653311.1	XP_005332858.1
OG0009128	XP_045668568.1	XP_005340327.1
OG0009129	XP_045628640.1	XP_005318199.1
OG0009130	XP_045659384.1	XP_005339307.2
OG0009131	XP_045663878.1	XP_005322906.1
OG0009132	XP_045655956.1	XP_040127965.1, XP_005340744.1
OG0009133	XP_045647945.1	XP_040128883.1
OG0009134	XP_045659210.1	XP_040128466.1
OG0009135	XP_045666003.1	XP_005333781.1
OG0009136	XP_045647698.1	XP_013219326.1
OG0009137	XP_045651502.1	XP_005318895.1
OG0009138	XP_045657719.1	XP_005318661.1
OG0009139	XP_045667060.1	XP_005317198.1
OG0009140	XP_045663628.1	XP_021579508.1
OG0009141	XP_045641774.1	XP_013218878.1
OG0009142	XP_045632686.1	XP_005332150.1
OG0009143	XP_045637521.1	XP_013212454.1
OG0009144	XP_045661531.1	XP_005335419.1
OG0009145	XP_045636979.1	XP_005324164.1
OG0009146	XP_045630137.1	XP_021590842.1, XP_005338239.1
OG0009147	XP_045661279.1	XP_005321415.1
OG0009148	XP_045643574.1	XP_040133498.1
OG0009149	XP_045662714.1	XP_005318225.1
OG0009150	XP_045660368.1	XP_005332071.1
OG0009151	XP_045668212.1	XP_005316582.1
OG0009152	XP_045651132.1	XP_005316865.1
OG0009153	XP_045651881.1	XP_021588827.1
OG0009154	XP_045643118.1	XP_005319724.1
OG0009155	XP_045633839.1	XP_040129694.1, XP_005325624.1
OG0009156	XP_045637831.1	XP_005329123.1
OG0009157	XP_045637867.1	XP_005329088.1
OG0009158	XP_045643851.1	XP_005330424.1
OG0009159	XP_045666312.1	NP_001269181.1, XP_013212922.1
OG0009160	XP_045633365.1	XP_040149450.1, XP_005316140.1
OG0009161	XP_045630147.1	XP_005323636.1
OG0009162	XP_045638012.1	NP_001280676.1, XP_040143160.1
OG0009163	XP_045653750.1	XP_040141143.1
OG0009164	XP_045640892.1	XP_021576593.1
OG0009165	XP_045631887.1	XP_005333596.1
OG0009166	XP_045651682.1	XP_040139621.1
OG0009167	XP_045651424.1	XP_005338711.1
OG0009168	XP_045671947.1	XP_005319989.1
OG0009169	XP_045645486.1	XP_040141689.1
OG0009170	XP_045632837.1	XP_040143865.1
OG0009171	XP_045667144.1	XP_013219681.2
OG0009172	XP_045633568.1	XP_021585606.1
OG0009173	XP_045663970.1	XP_040129327.1
OG0009174	XP_045633018.1	XP_040148666.1
OG0009175	XP_045630703.1	XP_040148793.1
OG0009176	XP_045651871.1	XP_040124174.1
OG0009177	XP_045665841.1	XP_005333788.1
OG0009178	XP_045668364.1	XP_040146923.1
OG0009179	XP_045669872.1	XP_005332582.1
OG0009180	XP_045656934.1	XP_005325063.1
OG0009181	XP_045640367.1	XP_005331315.1, XP_040143523.1
OG0009182	XP_045643431.1	XP_005330456.1, XP_040133740.1
OG0009183	XP_045655010.1, XP_045655013.1, XP_045655012.1, XP_045655009.1, XP_045655011.1	XP_040149285.1
OG0009184	XP_045656675.1	XP_005341755.1
OG0009185	XP_045653537.1	XP_005339572.1
OG0009186	XP_045635033.1	XP_005340950.1
OG0009187	XP_045670742.1	XP_040142090.1
OG0009188	XP_045642977.1	XP_005331665.1
OG0009189	XP_045666052.1	XP_005334907.1
OG0009190	XP_045661293.1	XP_013212350.1
OG0009191	XP_045654377.1	XP_005336138.1
OG0009192	XP_045654498.1	XP_040137985.1
OG0009194	XP_045630207.1	XP_040139658.1
OG0009196	XP_045661739.1	XP_040134916.1
OG0009197	XP_045628437.1	XP_013213497.1
OG0009198	XP_045631034.1	XP_040136001.1
OG0009199	XP_045628136.1	XP_005336701.1
OG0009200	XP_045665207.1	XP_040135558.1, XP_040135557.1, XP_040135551.1
OG0009201	XP_045628682.1	XP_005330706.1
OG0009202	XP_045646278.1	XP_005334421.1
OG0009203	XP_045646263.1	XP_040127696.1
OG0009204	XP_045646228.1	XP_040131358.1
OG0009205	XP_045646209.1	XP_040131382.1
OG0009206	XP_045646202.1	XP_040128121.1
OG0009207	XP_045646128.1	XP_005323092.1
OG0009208	XP_045670663.1	XP_005329852.1
OG0009209	XP_045670690.1	XP_040137996.1
OG0009210	XP_045670679.1	XP_040139320.1
OG0009212	XP_045670683.1	XP_021585137.1
OG0009213	XP_045670668.1	XP_040139323.1, XP_005329870.1
OG0009214	XP_045666050.1	XP_005334900.1
OG0009215	XP_045661302.1	XP_005321426.1
OG0009216	XP_045661305.1	XP_005321427.1
OG0009217	XP_045661364.1	XP_013212364.2
OG0009218	XP_045661367.1	XP_040139410.1
OG0009219	XP_045661370.1	XP_013212370.1
OG0009220	XP_045661401.1	XP_005321477.1
OG0009221	XP_045661429.1	XP_040139464.1
OG0009223	XP_045626544.1	XP_040139510.1
OG0009224	XP_045654487.1	XP_040137982.1
OG0009225	XP_045654486.1	XP_005340907.1
OG0009226	XP_045654499.1	XP_005336146.1
OG0009227	XP_045654500.1	XP_005336144.1
OG0009228	XP_045654514.1	XP_021589461.1
OG0009229	XP_045654381.1	XP_005340578.1
OG0009231	XP_045661573.1	XP_013218340.1
OG0009232	XP_045661570.1	XP_005335435.1
OG0009233	XP_045661455.1	XP_005335430.1
OG0009234	XP_045661551.1	XP_040139198.1
OG0009235	XP_045661542.1	XP_040139200.1
OG0009236	XP_045661453.1	XP_005340406.1
OG0009237	XP_045661505.1	XP_040139257.1
OG0009238	XP_045636907.1	XP_040126906.1, XP_040143262.1
OG0009240	XP_045636787.1	XP_005334947.1
OG0009241	XP_045636808.1	XP_040141558.1
OG0009242	XP_045636951.1	XP_005335185.1
OG0009243	XP_045636956.1	XP_040139726.1
OG0009244	XP_045628489.1	XP_005324154.1
OG0009245	XP_045628358.1	XP_021581296.1
OG0009246	XP_045628317.1	XP_040139735.1
OG0009247	XP_045628446.1	XP_005324140.1
OG0009248	XP_045628553.1	XP_005324131.1
OG0009249	XP_045628418.1	XP_021583887.2
OG0009250	XP_045628308.1	XP_040131333.1
OG0009251	XP_045628497.1	XP_005340479.3
OG0009253	XP_045645265.1	XP_021576669.1
OG0009254	XP_045631050.1	XP_013221324.2
OG0009255	XP_045631133.1	XP_040134936.1
OG0009256	XP_045631099.1	XP_021576715.1
OG0009257	XP_045631159.1	XP_040135318.1
OG0009258	XP_045628169.1	XP_040135601.1
OG0009259	XP_045628206.1	XP_005336744.1
OG0009260	XP_045628178.1	XP_005336800.2
OG0009261	XP_045628203.1	XP_021589847.1
OG0009262	XP_045628059.1	XP_040135124.1
OG0009263	XP_045628091.1	XP_040135532.1
OG0009264	XP_045628246.1	XP_040134925.1
OG0009265	XP_045628254.1	XP_005336685.1
