Orthogroup	Ursus_americanus	Loxodonta_africana
OG0009714	XP_045642109.1	XP_023411612.1
OG0009715	XP_045642217.1	XP_003416695.1
OG0009716	XP_045642151.1	XP_010594637.1
OG0009718	XP_045642199.1	XP_023411640.1
OG0009719	XP_045629736.1	XP_003416611.1
OG0009720	XP_045629832.1	XP_003416565.1
OG0009721	XP_045629824.1	XP_023397500.1
OG0009722	XP_045629804.1	XP_010600107.1
OG0009723	XP_045669356.1	XP_010594675.1
OG0009724	XP_045669372.1	XP_023411609.1
OG0009725	XP_045669373.1	XP_003416573.2
OG0009726	XP_045669380.1	XP_003416658.1
OG0009727	XP_045669313.1	XP_023411720.1
OG0009728	XP_045669350.1	XP_010594664.1
OG0009729	XP_045669233.1	XP_023411705.1
OG0009730	XP_045669187.1	XP_023411704.1
OG0009731	XP_045669345.1	XP_003416635.1
OG0009732	XP_045669230.1	XP_003416707.1
OG0009733	XP_045669228.1	XP_003416624.1
OG0009734	XP_045669199.1	XP_023411601.1
OG0009735	XP_045642045.1	XP_003418921.1
OG0009736	XP_045642022.1	XP_023414786.1
OG0009737	XP_045642014.1	XP_023414784.1
OG0009738	XP_045642005.1	XP_023414735.1
OG0009739	XP_045641969.1	XP_023414779.1
OG0009740	XP_045641946.1, XP_045641945.1	XP_023414703.1
OG0009741	XP_045641936.1	XP_003418820.1
OG0009742	XP_045641925.1	XP_023414686.1
OG0009743	XP_045641912.1	XP_003418894.1
OG0009744	XP_045641917.1	XP_003418895.1
OG0009745	XP_045641891.1	XP_003418888.1
OG0009746	XP_045641875.1	XP_003418968.1
OG0009747	XP_045641870.1	XP_003418882.1
OG0009748	XP_045641842.1	XP_023414656.1
OG0009749	XP_045641845.1	XP_003418879.2
OG0009750	XP_045641839.1	XP_003418878.1
OG0009752	XP_045631199.1	XP_023414635.1
OG0009753	XP_045632433.1	XP_023414612.1
OG0009754	XP_045632363.1	XP_003418865.1
OG0009755	XP_045632406.1	XP_003418947.2
OG0009756	XP_045632387.1	XP_010596744.1
OG0009757	XP_045632413.1	XP_023414762.1
OG0009758	XP_045626845.1	XP_010596850.1
OG0009759	XP_045626867.1	XP_003418923.1
OG0009760	XP_045632030.1	XP_003421929.1
OG0009761	XP_045632015.1	XP_003417763.1
OG0009762	XP_045633859.1	XP_023413108.1
OG0009763	XP_045640015.1	XP_010595603.2
OG0009764	XP_045640794.1	XP_023413149.1
OG0009765	XP_045639967.1, XP_045639968.1	XP_003417770.1
OG0009766	XP_045639766.1	XP_003417773.1
OG0009767	XP_045640430.1	XP_010595619.1
OG0009768	XP_045639863.1	XP_003417683.1
OG0009769	XP_045639893.1	XP_010595628.1
OG0009770	XP_045639906.1	XP_023413164.1
OG0009771	XP_045639908.1	XP_023413166.1
OG0009772	XP_045640561.1	XP_023413053.1
OG0009773	XP_045640564.1, XP_045640566.1, XP_045640565.1	XP_010595653.1
OG0009774	XP_045639982.1	XP_023413054.1
OG0009775	XP_045640497.1	XP_003417798.1
OG0009776	XP_045640366.1	XP_003417706.1
OG0009777	XP_045640758.1	XP_023413290.1
OG0009779	XP_045639996.1	XP_023413075.1
OG0009780	XP_045640723.1	XP_003417739.1
OG0009781	XP_045640782.1	XP_023413327.1
OG0009782	XP_045640528.1	XP_003417835.1
OG0009783	XP_045639849.1	XP_023413330.1
OG0009784	XP_045639937.1	XP_003417839.1
OG0009785	XP_045639885.1	XP_023413087.1
OG0009786	XP_045640357.1	XP_023413091.1
OG0009787	XP_045640207.1	XP_023413363.1
OG0009788	XP_045657492.1	XP_003409616.1
OG0009789	XP_045657510.1	XP_010587859.2
OG0009790	XP_045657543.1	XP_010587839.1
OG0009791	XP_045657549.1	XP_023403205.1
OG0009792	XP_045657555.1	XP_023403204.1
OG0009793	XP_045657554.1	XP_003409592.1
OG0009794	XP_045657557.1	XP_023403288.1
OG0009795	XP_045657561.1	XP_023403203.1
OG0009796	XP_045658245.1	XP_003409585.1
OG0009797	XP_045657309.1	XP_023403199.1
OG0009798	XP_045657642.1	XP_003409417.1
OG0009799	XP_045657670.1	XP_010596384.1
OG0009800	XP_045657710.1	XP_010596396.1
OG0009801	XP_045657731.1	XP_023414170.1
OG0009802	XP_045657746.1	XP_010596410.1
OG0009803	XP_045657759.1	XP_010596427.1
OG0009804	XP_045657773.1	XP_023414198.1
OG0009806	XP_045657814.1	XP_003411159.1
OG0009807	XP_045657825.1	XP_003411256.1
OG0009808	XP_045657831.1	XP_010589453.1
OG0009809	XP_045657835.1	XP_003411258.2
OG0009810	XP_045657861.1	XP_010589459.1
OG0009811	XP_045657870.1	XP_010589458.2
OG0009812	XP_045657875.1	XP_010589463.1
OG0009813	XP_045657902.1	XP_003411170.1
OG0009814	XP_045657906.1	XP_010589474.1
OG0009815	XP_045657943.1	XP_003411272.1
OG0009816	XP_045657961.1	XP_010589489.1
OG0009817	XP_045657979.1	XP_010589495.1
OG0009818	XP_045657976.1	XP_023405243.1
OG0009819	XP_045667262.1	XP_023404908.1
OG0009820	XP_045646307.1	XP_010585041.1
OG0009821	XP_045640379.1	XP_003415134.1
OG0009822	XP_045637857.1	XP_003406818.1
OG0009823	XP_045637862.1	XP_003406422.1
OG0009824	XP_045666614.1	XP_023414133.1
OG0009826	XP_045643614.1	XP_023404029.1
OG0009827	XP_045643678.1	XP_010588493.1
OG0009828	XP_045643679.1	XP_023404008.1
OG0009829	XP_045643716.1	XP_003410326.2
OG0009830	XP_045643813.1	XP_010600051.1
OG0009831	XP_045643823.1	XP_003422480.1
OG0009832	XP_045643836.1	XP_023394441.1
OG0009833	XP_045667441.1	XP_010589281.1
OG0009834	XP_045667437.1	XP_003411021.1
OG0009836	XP_045667312.1	XP_023404907.1
OG0009837	XP_045667368.1	XP_023404962.1
OG0009839	XP_045667432.1	XP_010589246.1
OG0009840	XP_045667408.1	XP_003410889.2
OG0009841	XP_045667410.1	XP_010589243.2
OG0009842	XP_045667386.1	XP_023404909.1
OG0009843	XP_045667279.1	XP_003411024.2
OG0009844	XP_045667376.1	XP_003410929.1
OG0009845	XP_045667285.1	XP_023404910.1
OG0009846	XP_045653701.1	XP_010593270.1
OG0009847	XP_045653464.1	XP_023410039.1
OG0009848	XP_045653416.1	XP_003414937.1
OG0009849	XP_045653406.1	XP_010593286.1
OG0009850	XP_045653195.1	XP_003415264.1
OG0009851	XP_045651695.1	XP_003415263.1
OG0009852	XP_045651894.1	XP_023405085.1
OG0009853	XP_045651929.1	XP_003411059.1
OG0009854	XP_045652245.1	XP_023405100.1
OG0009855	XP_045652309.1	XP_003410973.2
OG0009856	XP_045652641.1	XP_010589366.1
OG0009857	XP_045652783.1	XP_003410983.1
OG0009858	XP_045652909.1	XP_003410987.1
OG0009859	XP_045640057.1	XP_023409866.1
OG0009860	XP_045640045.1	XP_003415202.1
OG0009861	XP_045640116.1	XP_010593138.1, XP_023409854.1
OG0009862	XP_045640168.1	XP_003415195.1
OG0009863	XP_045640191.1	XP_003415188.1
OG0009864	XP_045640100.1	XP_023409830.1
OG0009865	XP_045640072.1	XP_023409704.1
OG0009866	XP_045640201.1	XP_023409813.1
OG0009868	XP_045640180.1	XP_023409790.1
OG0009869	XP_045640014.1	XP_003415150.1
OG0009870	XP_045640013.1	XP_003414964.1
OG0009871	XP_045640389.1	XP_003415138.1
OG0009872	XP_045639798.1	XP_003415132.1
OG0009873	XP_045645966.1	XP_023399592.1
OG0009874	XP_045645961.1	XP_023399593.1
OG0009875	XP_045645959.1	XP_023399596.1
OG0009876	XP_045645954.1	XP_003406361.1
OG0009877	XP_045645948.1	XP_003406776.1, XP_003406363.1
OG0009878	XP_045633810.1	XP_003406375.1
OG0009879	XP_045637840.1	XP_010585090.1
OG0009880	XP_045637803.1	XP_003406388.1
OG0009881	XP_045637900.1	XP_003406797.1
OG0009882	XP_045637847.1	XP_003406395.1
OG0009883	XP_045637752.1	XP_010585104.1
OG0009884	XP_045637835.1	XP_023399687.1
OG0009885	XP_045637915.1	XP_003406413.1
OG0009886	XP_045637894.1	XP_023399926.1
OG0009887	XP_045637779.1	XP_023399927.1
OG0009888	XP_045649845.1	XP_010585433.1
OG0009889	XP_045671127.1	XP_023399767.1
OG0009890	XP_045671104.1	XP_003406438.1
OG0009891	XP_045646008.1	XP_010585037.1
OG0009892	XP_045646001.1	XP_010585040.1
OG0009894	XP_045645987.1	XP_010585407.1
OG0009895	XP_045659915.1	XP_023396094.1
OG0009896	XP_045656287.1	XP_003406265.1
OG0009897	XP_045671747.1	XP_003408896.2
OG0009898	XP_045655243.1	XP_023402379.1
OG0009899	XP_045663556.1	XP_003408874.1
OG0009900	XP_045663536.1	XP_010587118.1
OG0009901	XP_045658766.1	XP_003420977.2
OG0009902	XP_045658774.1	XP_003420976.1
OG0009903	XP_045658765.1, XP_045658764.1	XP_003420979.1
OG0009904	XP_045658683.1, XP_045658684.1	XP_023395892.1
OG0009905	XP_045658669.1	XP_023395854.1
OG0009906	XP_045658660.1	XP_023395895.1
OG0009907	XP_045658629.1	XP_010598834.1
OG0009908	XP_045658620.1	XP_003421012.2
OG0009910	XP_045658601.1	XP_003421016.1
OG0009911	XP_045658517.1	XP_003421064.1
OG0009912	XP_045658554.1	XP_010586875.1
OG0009913	XP_045658548.1	XP_003408498.1
OG0009914	XP_045656000.1	XP_023401879.1
OG0009916	XP_045655782.1	XP_010586899.1
OG0009917	XP_045656446.1	XP_003408499.1
OG0009918	XP_045655589.1	XP_010586905.1
OG0009919	XP_045655389.1	XP_023401897.1
OG0009920	XP_045655113.1	XP_003408592.2
OG0009921	XP_045655183.1	XP_003408524.1
OG0009922	XP_045654982.1	XP_010586921.1
OG0009923	XP_045654899.1	XP_003408618.1
OG0009924	XP_045654867.1	XP_010587194.2
OG0009925	XP_045666393.1	XP_003408668.1
OG0009926	XP_045666394.1	XP_003408691.1
OG0009927	XP_045666355.1	XP_003408696.1
OG0009928	XP_045666358.1	XP_003408536.1
OG0009929	XP_045666551.1	XP_003408713.2
OG0009930	XP_045666532.1	XP_010586959.1
OG0009931	XP_045666431.1	XP_003408735.1
OG0009932	XP_045666395.1	XP_003408737.1
OG0009933	XP_045666435.1	XP_003408751.2
OG0009934	XP_045666540.1	XP_003408761.1
OG0009935	XP_045666488.1	XP_023402403.1
OG0009936	XP_045663922.1	XP_003408775.1
OG0009937	XP_045663848.1	XP_010587013.1
OG0009938	XP_045663839.1	XP_023402106.1
OG0009939	XP_045663819.1	XP_010587029.1
OG0009940	XP_045663787.1	XP_023402409.1
OG0009941	XP_045663779.1	XP_010587045.1
OG0009942	XP_045663774.1	XP_010587047.1
OG0009943	XP_045663775.1	XP_003408815.1
OG0009944	XP_045663766.1	XP_003408818.1
OG0009945	XP_045663758.1	XP_003408822.1
OG0009946	XP_045660108.1	XP_003408828.2
OG0009947	XP_045663714.1	XP_023402162.1
OG0009948	XP_045663709.1	XP_023402176.1
OG0009949	XP_045663700.1	XP_003408838.2
OG0009950	XP_045663701.1	XP_010587073.1
OG0009951	XP_045663675.1	XP_010587084.1
OG0009952	XP_045663677.1	XP_003408846.2
OG0009953	XP_045663673.1	XP_023402197.1
OG0009954	XP_045663936.1	XP_003408855.1
OG0009955	XP_045663649.1	XP_010587096.1
OG0009956	XP_045663630.1	XP_023402231.1
OG0009957	XP_045663525.1	XP_003408890.1
OG0009958	XP_045671779.1	XP_003408891.1
OG0009959	XP_045671732.1	XP_023402294.1
OG0009960	XP_045671714.1	XP_023402343.1
OG0009961	XP_045671731.1	XP_003408680.1
OG0009962	XP_045631399.1	XP_023402321.1
OG0009963	XP_045633136.1	XP_023402312.1
OG0009964	XP_045632093.1, XP_045632094.1	XP_010587176.1
OG0009965	XP_045655248.1, XP_045655250.1, XP_045655249.1	XP_023402430.1
OG0009966	XP_045655257.1	XP_023402432.1
OG0009967	XP_045655261.1	XP_010587180.2
OG0009968	XP_045633144.1	XP_003408656.1
OG0009969	XP_045662621.1	XP_003405962.1
OG0009970	XP_045628985.1	XP_003414690.1
OG0009971	XP_045629070.1	XP_023409353.1
OG0009972	XP_045635692.1	XP_003419809.1
OG0009973	XP_045669650.1	XP_010600308.1
OG0009974	XP_045630991.1	XP_010595339.2
OG0009977	XP_045670582.1	XP_003417321.1
OG0009978	XP_045637522.1	XP_003414516.1
OG0009979	XP_045633722.1	XP_003414478.1
OG0009980	XP_045633749.1	XP_010592696.1
OG0009981	XP_045654573.1	XP_003420042.1
OG0009982	XP_045630831.1	XP_023412512.1
OG0009983	XP_045631011.1	XP_023412550.1
OG0009984	XP_045630900.1	XP_023412480.1
OG0009985	XP_045630957.1	XP_010595199.1
OG0009986	XP_045670129.1	XP_023412485.1
OG0009987	XP_045670179.1	XP_023412598.1
OG0009988	XP_045669797.1	XP_023412634.1
OG0009989	XP_045670353.1	XP_003417432.1
OG0009990	XP_045670562.1	XP_023412498.1
OG0009991	XP_045670447.1	XP_023412653.1
OG0009992	XP_045670452.1	XP_023412660.1
OG0009993	XP_045670516.1	XP_003417315.1, XP_010595264.1
OG0009994	XP_045670324.1	XP_023412676.1
OG0009995	XP_045670257.1	XP_023412506.1
OG0009996	XP_045670471.1	XP_003417322.1
OG0009997	XP_045670409.1	XP_003417242.1
OG0009998	XP_045670478.1	XP_003417325.1
OG0009999	XP_045669821.1	XP_003417248.1
OG0010000	XP_045670022.1	XP_023412713.1
OG0010001	XP_045669901.1	XP_023412746.1
OG0010002	XP_045669801.1	XP_023412761.1
OG0010003	XP_045670552.1	XP_010592872.1
OG0010004	XP_045669891.1	XP_010592858.1
OG0010005	XP_045670173.1	XP_023409564.1
OG0010006	XP_045670068.1	XP_003414368.1
OG0010007	XP_045670290.1	XP_023409555.1
OG0010008	XP_045670008.1	XP_010592849.1
OG0010009	XP_045670226.1	XP_010592847.1
OG0010011	XP_045670372.1	XP_010592818.2
OG0010012	XP_045670480.1	XP_010592817.1
OG0010013	XP_045670189.1	XP_023409196.1
OG0010014	XP_045670050.1	XP_003414336.1
OG0010015	XP_045670072.1	XP_010592928.1
OG0010016	XP_045670508.1	XP_003414331.1
OG0010017	XP_045670360.1	XP_023409193.1
OG0010018	XP_045670172.1	XP_003414536.1
OG0010019	XP_045670474.1	XP_023409501.1
OG0010020	XP_045637540.1	XP_003414314.1
OG0010022	XP_045637535.1	XP_023409491.1
OG0010023	XP_045637475.1	XP_003414301.1
OG0010024	XP_045637712.1	XP_003414299.1
OG0010025	XP_045637710.1	XP_023409483.1
OG0010026	XP_045637622.1	XP_023409477.1
OG0010027	XP_045637670.1	XP_010592764.1
OG0010028	XP_045637647.1	XP_003414283.1
OG0010029	XP_045637626.1	XP_010592754.1
OG0010030	XP_045637668.1	XP_003414275.1
OG0010031	XP_045637676.1	XP_003414518.1
OG0010032	XP_045637575.1	XP_023409187.1
OG0010033	XP_045637625.1	XP_003414762.1
OG0010034	XP_045637570.1	XP_003414754.1
OG0010035	XP_045637563.1	XP_010592716.1
OG0010036	XP_045633742.1	XP_010592690.1
OG0010037	XP_045633743.1	XP_023409403.1
OG0010038	XP_045644777.1	XP_010592680.1
OG0010039	XP_045644773.1	XP_023409398.1
OG0010040	XP_045644775.1	XP_023409395.1
OG0010041	XP_045669673.1	XP_010592677.2
OG0010042	XP_045669720.1	XP_003414722.2
OG0010043	XP_045669758.1	XP_023409394.1
OG0010044	XP_045669761.1	XP_010592910.1
OG0010045	XP_045669738.1	XP_003414715.1
OG0010046	XP_045669752.1	XP_003414710.1
OG0010047	XP_045669687.1	XP_003414706.1
OG0010048	XP_045669700.1	XP_003414454.1
OG0010049	XP_045669727.1	XP_023409370.1
OG0010050	XP_045628973.1	XP_023409362.1
OG0010051	XP_045629024.1	XP_003414660.1
OG0010052	XP_045628996.1	XP_003414657.1
OG0010053	XP_045629300.1	XP_010592605.1, XP_003414435.1
OG0010054	XP_045629488.1	XP_003414651.1
OG0010055	XP_045629663.1	XP_023409152.1
OG0010056	XP_045629341.1	XP_010592600.1
OG0010057	XP_045629523.1	XP_023409150.1
OG0010058	XP_045629375.1	XP_010592894.1
OG0010059	XP_045629519.1	XP_003414414.2
OG0010060	XP_045629192.1	XP_003414614.1
OG0010061	XP_045629684.1	XP_023409147.1
OG0010062	XP_045629201.1	XP_023409253.1
OG0010063	XP_045629468.1	XP_003414401.2
OG0010064	XP_045629382.1	XP_010592536.1
OG0010065	XP_045629223.1	XP_010592525.1
OG0010066	XP_045629297.1	XP_023409143.1
OG0010067	XP_045629529.1	XP_003414576.1
OG0010068	XP_045629657.1	XP_023409216.1
OG0010069	XP_045629140.1	XP_003414573.1
OG0010070	XP_045629312.1	XP_003416952.1
OG0010071	XP_045629466.1	XP_010594746.1
OG0010072	XP_045629126.1	XP_023411892.1
OG0010073	XP_045629102.1	XP_003416982.1
OG0010074	XP_045629271.1	XP_023411964.1
OG0010075	XP_045629384.1	XP_003417053.1
OG0010076	XP_045629347.1	XP_010594948.1
OG0010077	XP_045629265.1	XP_003417023.1
OG0010078	XP_045629278.1	XP_003416861.1
OG0010079	XP_045629215.1	XP_003416864.2
OG0010080	XP_045629506.1	XP_023411898.1
OG0010081	XP_045629609.1	XP_003416865.1
OG0010082	XP_045629353.1	XP_003416886.2
OG0010083	XP_045629200.1	XP_023411905.1
OG0010084	XP_045629244.1	XP_010594809.1
OG0010085	XP_045659644.1	XP_023397660.1
OG0010086	XP_045659669.1	XP_010600284.1
OG0010087	XP_045659678.1	XP_003423615.1
OG0010088	XP_045659747.1	XP_010600862.1
OG0010089	XP_045669643.1	XP_003422843.1
OG0010090	XP_045626938.1	XP_023395181.1
OG0010092	XP_045627073.1	XP_003407452.1
OG0010093	XP_045627210.1	XP_003407513.1
OG0010094	XP_045626983.1	XP_003407533.1
OG0010095	XP_045627245.1	XP_003407456.3
OG0010096	XP_045627181.1	XP_010585856.1
OG0010097	XP_045627239.1	XP_010586284.1
OG0010098	XP_045626975.1	XP_003407612.1
OG0010099	XP_045626988.1	XP_023401068.1
OG0010100	XP_045627248.1	XP_010585863.1
OG0010101	XP_045627078.1	XP_003407646.1
OG0010102	XP_045627131.1	XP_023400634.1
OG0010103	XP_045626977.1	XP_010585905.1
OG0010104	XP_045627091.1	XP_023401073.1
OG0010105	XP_045646863.1	XP_003407769.1
OG0010106	XP_045646880.1	XP_003407775.1
OG0010107	XP_045646882.1	XP_023400679.1
OG0010108	XP_045646919.1	XP_003407792.1
OG0010109	XP_045646920.1	XP_010585935.2
OG0010110	XP_045646928.1	XP_003407797.1
OG0010111	XP_045646929.1	XP_023401079.1
OG0010112	XP_045647143.1	XP_010585965.1
OG0010113	XP_045670543.1	XP_023412607.1
OG0010114	XP_045670414.1	XP_023412501.1
OG0010115	XP_045627542.1	XP_003413658.2
OG0010117	XP_045645602.1	XP_003405631.2
OG0010118	XP_045645554.1	XP_003405639.1
OG0010120	XP_045645883.1	XP_010596153.1
OG0010121	XP_045645859.1	XP_003405168.1
OG0010122	XP_045645836.1	XP_003405176.1
OG0010123	XP_045645827.1	XP_010596284.1
OG0010124	XP_045645828.1	XP_003405177.1
OG0010125	XP_045645782.1	XP_023413404.1
OG0010126	XP_045645746.1	XP_023395348.1
OG0010127	XP_045645711.1	XP_023413854.1
OG0010128	XP_045645910.1	XP_003405208.1
OG0010129	XP_045645685.1	XP_003405209.1
OG0010130	XP_045645671.1	XP_010596698.2
OG0010131	XP_045645634.1	XP_003405625.1
OG0010132	XP_045645627.1	XP_023414202.1
OG0010133	XP_045645620.1	XP_023414218.1
OG0010134	XP_045645614.1	XP_023414220.1
OG0010135	XP_045645609.1	XP_023414227.1
OG0010136	XP_045645593.1	XP_003405233.1
OG0010137	XP_045645585.1	XP_010596989.1
OG0010138	XP_045645531.1	XP_010597166.1
OG0010139	XP_045645530.1	XP_023414716.1
OG0010140	XP_045667101.1	XP_023414818.1
OG0010141	XP_045671398.1	XP_023398075.1
OG0010142	XP_045671460.1	XP_023398080.1
OG0010143	XP_045671383.1	XP_023398440.1
OG0010144	XP_045671421.1	XP_023398398.1
OG0010145	XP_045635595.1	XP_003420942.1
OG0010146	XP_045635944.1	XP_003419842.1
OG0010147	XP_045635750.1	XP_010597583.1
OG0010148	XP_045635481.1	XP_023415633.1
OG0010149	XP_045635521.1	XP_003419770.1
OG0010150	XP_045635500.1	XP_003419773.1
OG0010151	XP_045636005.1	XP_003419785.1
OG0010152	XP_045635816.1	XP_010597606.1
OG0010153	XP_045635530.1	XP_003419792.1
OG0010154	XP_045635800.1	XP_010597610.1
OG0010155	XP_045636078.1	XP_003419795.1
OG0010157	XP_045636058.1	XP_003419867.2
OG0010158	XP_045635736.1	XP_023415668.1
OG0010159	XP_045635724.1	XP_010597665.1
OG0010160	XP_045636086.1	XP_023415679.1
OG0010161	XP_045636092.1	XP_003419802.1
OG0010162	XP_045635601.1	XP_023415752.1
OG0010163	XP_045635401.1	XP_010597675.1
OG0010164	XP_045635723.1	XP_023415757.1
OG0010165	XP_045635897.1	XP_023415696.1
OG0010166	XP_045635761.1	XP_003419816.1
OG0010167	XP_045635860.1	XP_023415762.1
OG0010168	XP_045635882.1	XP_023415698.1
OG0010169	XP_045635797.1	XP_023415764.1
OG0010170	XP_045635828.1	XP_003419826.1
OG0010171	XP_045636110.1	XP_023415733.1
OG0010172	XP_045635955.1	XP_003419836.1
OG0010173	XP_045635546.1	XP_010598273.1
OG0010175	XP_045635425.1	XP_010599845.1
OG0010176	XP_045635929.1	XP_010598197.1
OG0010177	XP_045627800.1	XP_023408288.1
OG0010178	XP_045627575.1	XP_010591885.1
OG0010179	XP_045627524.1	XP_010591880.1
OG0010180	XP_045627815.1	XP_003413778.2
OG0010181	XP_045627591.1	XP_023408331.1
OG0010182	XP_045627635.1	XP_023396887.1
OG0010183	XP_045627526.1	XP_003422073.1
OG0010184	XP_045627624.1	XP_023396913.1
OG0010185	XP_045627782.1	XP_003416147.1
OG0010186	XP_045627544.1	XP_003416149.1
OG0010187	XP_045627812.1	XP_010594202.1
OG0010188	XP_045643877.1	XP_003417604.1
OG0010189	XP_045644342.1	XP_023412941.1
OG0010190	XP_045643899.1	XP_010595594.1
OG0010191	XP_045643907.1	XP_003417632.2
OG0010192	XP_045644343.1	XP_003417659.1
OG0010193	XP_045643925.1	XP_003417652.1
OG0010194	XP_045643944.1	XP_023412939.1
OG0010195	XP_045643961.1	XP_003417645.1
OG0010196	XP_045643980.1	XP_023412963.1
OG0010197	XP_045643988.1	XP_023412960.1
OG0010198	XP_045644000.1	XP_023412957.1, XP_023412958.1
OG0010199	XP_045644005.1	XP_023412956.1
OG0010200	XP_045644038.1	XP_003413678.1
OG0010201	XP_045644105.1	XP_023408489.1
OG0010202	XP_045635407.1	XP_023415650.1
OG0010203	XP_045630470.1	XP_023408188.1
OG0010204	XP_045644132.1	XP_023408497.1
OG0010205	XP_045644356.1	XP_003413717.1
OG0010206	XP_045644357.1	XP_003413718.1
OG0010207	XP_045651042.1	XP_003404531.1
OG0010208	XP_045636284.1	XP_010586350.1
OG0010209	XP_045657454.1	XP_010587881.1
OG0010210	XP_045635052.1	XP_010591332.2
OG0010211	XP_045629149.1	XP_010592523.1
OG0010212	XP_045650966.1	XP_023408164.1
OG0010213	XP_045650893.1	XP_023408673.1
OG0010214	XP_045650882.1	XP_023407749.1
OG0010215	XP_045650871.1	XP_010591217.2
OG0010216	XP_045650859.1	XP_003404537.1
OG0010217	XP_045650857.1	XP_003404536.1
OG0010218	XP_045650839.1	XP_010588827.2
OG0010219	XP_045650821.1	XP_010588750.1
OG0010220	XP_045650814.1	XP_003404526.1
OG0010221	XP_045635328.1	XP_023406936.1
OG0010222	XP_045650808.1	XP_003404524.1
OG0010223	XP_045651037.1	XP_023404515.1
OG0010224	XP_045650785.1	XP_003404520.2
OG0010225	XP_045650779.1	XP_023404454.1
OG0010226	XP_045650764.1	XP_010588527.2
OG0010227	XP_045650763.1	XP_010588521.1
OG0010228	XP_045650734.1	XP_003404503.1
OG0010229	XP_045650722.1	XP_010588384.1
OG0010230	XP_045650620.1	XP_010589040.1
OG0010231	XP_045650615.1	XP_010589070.1
OG0010232	XP_045650599.1	XP_023408339.1
OG0010233	XP_045650591.1	XP_023408349.1
OG0010234	XP_045636166.1	XP_003407399.1
OG0010235	XP_045647025.1	XP_003407823.1
OG0010236	XP_045636647.1	XP_003407728.1
OG0010237	XP_045636662.1	XP_023401036.1
OG0010238	XP_045636193.1	XP_023401034.1
OG0010239	XP_045636660.1	XP_023401021.1
OG0010240	XP_045636615.1	XP_003407391.1
OG0010241	XP_045636321.1	XP_003407711.1
OG0010242	XP_045636566.1	XP_003407386.1
OG0010243	XP_045636341.1	XP_023400997.1
OG0010244	XP_045636589.1	XP_003407385.1
OG0010245	XP_045636329.1	XP_003407373.2
OG0010246	XP_045636521.1	XP_010586184.1
OG0010247	XP_045636498.1	XP_003407362.1
OG0010248	XP_045636585.1	XP_010586175.1
OG0010249	XP_045636334.1	XP_003407359.1
OG0010250	XP_045636550.1	XP_023401126.1
OG0010251	XP_045636583.1	XP_023400927.1
OG0010252	XP_045636528.1	XP_023400925.1
OG0010253	XP_045636181.1	XP_003407337.1
OG0010254	XP_045636185.1	XP_023400916.1
OG0010255	XP_045636192.1	XP_003407336.1
OG0010256	XP_045636537.1	XP_023400892.1
OG0010257	XP_045636288.1	XP_010586329.1
OG0010258	XP_045636452.1	XP_003407617.1
OG0010259	XP_045636655.1	XP_003407606.1
OG0010260	XP_045636233.1	XP_003407875.2
OG0010261	XP_045636343.1	XP_003407867.1
OG0010262	XP_045636428.1	XP_003407866.1
OG0010263	XP_045636217.1	XP_023400842.1
OG0010264	XP_045636564.1	XP_003407864.1
OG0010265	XP_045636685.1	XP_003407861.1
OG0010266	XP_045636706.1	XP_023400834.1
OG0010267	XP_045636632.1	XP_023401115.1
OG0010268	XP_045670749.1	XP_003407848.1
OG0010269	XP_045670801.1	XP_023400806.1
OG0010270	XP_045647080.1	XP_010586021.1
OG0010271	XP_045647064.1	XP_023400795.1
OG0010272	XP_045647062.1	XP_023400790.1
OG0010273	XP_045647039.1	XP_003407832.2
OG0010274	XP_045647002.1	XP_003407820.1
OG0010275	XP_045636534.1	XP_010586333.2
OG0010276	XP_045670790.1	XP_003407579.1
OG0010277	XP_045656307.1	XP_003422495.1
OG0010278	XP_045632993.1	XP_023401716.1, XP_023401721.1
OG0010279	XP_045633007.1	XP_003403970.1
OG0010280	XP_045661091.1	XP_023400943.1
OG0010281	XP_045661500.1	XP_003404068.1
OG0010282	XP_045656494.1	XP_023397418.1
OG0010283	XP_045651639.1	XP_023397122.1
OG0010284	XP_045651617.1	XP_003422323.1
OG0010285	XP_045651605.1	XP_010599841.1
OG0010286	XP_045651592.1	XP_023397181.1
OG0010287	XP_045651559.1	XP_023397135.1
OG0010288	XP_045651467.1	XP_003421089.2
OG0010289	XP_045651480.1	XP_010598906.1
OG0010290	XP_045651484.1	XP_023395951.1
OG0010291	XP_045651463.1	XP_023395969.1
OG0010292	XP_045651444.1	XP_023395967.1
OG0010293	XP_045651692.1	XP_023395966.1
OG0010294	XP_045627963.1	XP_023395932.1
OG0010295	XP_045627978.1	XP_003421103.1
OG0010296	XP_045633755.1	XP_023402121.1
OG0010297	XP_045633785.1	XP_023402005.1
OG0010298	XP_045642306.1	XP_003404262.1
OG0010299	XP_045642267.1	XP_003404255.3
OG0010300	XP_045642261.1	XP_003403982.1
OG0010301	XP_045632999.1	XP_023401689.1
OG0010302	XP_045633014.1	XP_010585979.1
OG0010303	XP_045632995.1	XP_023400011.1
OG0010304	XP_045632978.1	XP_003403962.1
OG0010305	XP_045632998.1	XP_003404235.1
OG0010306	XP_045656700.1	XP_003403954.1
OG0010307	XP_045656729.1	XP_003403952.1
OG0010308	XP_045656830.1	XP_023401302.1
OG0010309	XP_045656869.1	XP_023401287.1
