Orthogroup	Ursus_americanus	Homo_sapiens
OG0004003	XP_045632860.1	NP_001290167.1, NP_000202.3
OG0004004	XP_045632878.1	XP_011527998.1
OG0004005	XP_045632917.1, XP_045632918.1, XP_045632916.1	NP_006263.1, XP_016883913.1
OG0004006	XP_045655176.1	NP_001171620.1, XP_011530122.1
OG0004007	XP_045655190.1	NP_001120680.1, NP_060098.3, XP_005263139.1
OG0004008	XP_045648386.1, XP_045651249.1	NP_068805.1
OG0004009	XP_045648353.1	NP_001287714.2, NP_000244.2
OG0004010	XP_045646876.1, XP_045646867.1, XP_045646857.1	XP_016864269.1, NP_116106.2, NP_001243351.1, NP_001243350.1
OG0004011	XP_045646092.1, XP_045646100.1	XP_011530700.1, NP_004345.1
OG0004012	XP_045641132.1	NP_001306040.1, NP_001306039.1, NP_001306038.1, NP_001306044.1, NP_001306043.1, NP_001306041.1, XP_047303860.1, NP_056227.2
OG0004013	XP_045641042.1	NP_004538.2
OG0004014	XP_045668644.1	NP_036562.2, XP_011510975.1
OG0004015	XP_045668674.1	NP_001638.1
OG0004016	XP_045668588.1	XP_005269337.1, NP_001278917.1, NP_001073982.3
OG0004017	XP_045664005.1	NP_057442.1, NP_001265563.1, NP_001265561.1, NP_001265562.1, NP_001265564.1
OG0004018	XP_045643357.1, XP_045643358.1	NP_001188395.1, NP_114122.2, XP_006714567.1
OG0004019	XP_045651890.1	NP_001351369.1, NP_002445.2, NP_076915.3, NP_001351370.1, XP_024301832.1, NP_001351371.1
OG0004020	XP_045663951.1	XP_011512281.1, NP_150366.1, NP_001127694.1
OG0004021	XP_045663987.1, XP_045663983.1, XP_045663985.1, XP_045663986.1	NP_009208.2
OG0004022	XP_045632580.1	NP_056118.2, NP_001336225.1, NP_001336222.1, NP_001009921.1, NP_001336224.1, NP_001336223.1, NP_001336221.1, XP_024309194.1
OG0004023	XP_045632577.1	NP_004445.1
OG0004024	XP_045667212.1	NP_003713.3
OG0004025	XP_045636545.1	NP_001165644.1, NP_079245.2, XP_047301863.1
OG0004026	XP_045636700.1	NP_001317194.1, NP_001317195.1, NP_001317196.1, XP_006712461.1, NP_001317197.1, NP_001317200.1, NP_001317199.1, NP_036330.1
OG0004027	XP_045635728.1	NP_001352458.1, NP_001073286.1, NP_001381857.1, NP_001352459.1, NP_000201.2, XP_016859494.1, NP_001303235.1
OG0004028	XP_045662326.1, XP_045662327.1	XP_005246746.3, NP_001120729.1, NP_065075.1
OG0004029	XP_045662546.1	NP_001317153.1, NP_001317154.1, NP_001317152.1, NP_001317155.1, NP_001269869.1, NP_001034934.1, XP_047299380.1
OG0004030	XP_045633588.1	XP_047301592.1
OG0004031	XP_045633470.1, XP_045633471.1, XP_045633472.1	NP_001356352.1
OG0004032	XP_045643464.1	XP_006711351.1, NP_001291768.1, NP_001157994.1, NP_796377.3
OG0004033	XP_045665634.1	NP_008848.1
OG0004034	XP_045639924.1	NP_001284506.1
OG0004035	XP_045640260.1	NP_001193594.1, NP_001307176.1, NP_443100.1, XP_016858324.1
OG0004037	XP_045646421.1, XP_045646420.1	NP_000941.1
OG0004038	XP_045660987.1	NP_004220.2
OG0004039	XP_045651414.1	NP_001308155.1, NP_001308156.1, NP_006035.2, NP_001308158.1, NP_001308157.1, NP_001308154.1, XP_047297659.1
OG0004040	XP_045660901.1, XP_045660903.1, XP_045660902.1	NP_056513.2, XP_054189375.1
OG0004041	XP_045659840.1	NP_569059.3
OG0004042	XP_045652643.1	XP_011529241.1, NP_001010888.3
OG0004043	XP_045651396.1	NP_002538.1, XP_011529263.1
OG0004044	XP_045630119.1	XP_016884731.1, NP_001138886.1, NP_001349448.1, NP_001349446.1, NP_001307888.1, NP_001349447.1, NP_000381.1
OG0004045	XP_045661095.1	NP_001357091.1
OG0004046	XP_045644390.1	NP_001182507.1, NP_001182505.1, NP_001182506.1
OG0004047	XP_045646647.1	NP_001015877.1
OG0004048	XP_045661078.1	NP_775965.3, XP_047297972.1, NP_001340741.2, NP_001010986.2, NP_001340739.2, NP_001340740.2
OG0004049	XP_045644763.1	XP_016885310.1
OG0004050	XP_045665133.1	NP_001258216.1, NP_001258217.1, NP_001258247.1, NP_001258218.1, NP_115810.2, NP_001258215.1
OG0004052	XP_045665814.1	NP_001333799.1
OG0004053	XP_045638210.1	NP_981946.1, NP_005554.1, NP_981944.1
OG0004054	XP_045630974.1, XP_045630973.1	NP_997342.1
OG0004055	XP_045642469.1	NP_001004459.2, NP_001004458.2
OG0004063	XP_045671860.1	NP_001092104.1, XP_005248160.1, NP_001358042.1, NP_001358043.1
OG0004064	XP_045630773.1, XP_045648668.1	NP_001002858.1
OG0004065	XP_045654175.1	XP_011532293.1, NP_001153632.1, NP_001092875.1, NP_001341630.1, NP_001092874.1, NP_932173.1, NP_000326.2, NP_001153633.1
OG0004066	XP_045644841.1	NP_783653.1, NP_000538.3, NP_783650.1, NP_001193674.1, XP_024308853.1, NP_783652.1, NP_001193673.1
OG0004067	XP_045671247.1	XP_005268559.1, NP_001008657.1, NP_001182070.1, NP_001128716.1, NP_001128715.1, NP_001358552.1, NP_001128717.1, NP_000347.2
OG0004068	XP_045669753.1, XP_045669762.1	NP_001269623.1, NP_001269622.1, XP_006711304.1, NP_002012.1, NP_001269621.1
OG0004069	XP_045649374.1	NP_001882.1
OG0004070	XP_045636043.1	NP_001001928.1
OG0004071	XP_045643036.1	XP_005273903.1
OG0004072	XP_045657762.1, XP_045657772.1	NP_001161829.1, XP_005249465.1, NP_005075.3
OG0004073	XP_045633899.1	NP_001371982.1, NP_001006626.1, XP_006710358.1, NP_001006625.1, NP_938203.2, NP_006465.4
OG0004074	XP_045646345.1	XP_006724531.1, NP_003997.2, NP_000100.3, NP_004000.1, NP_004001.1, NP_004003.2, NP_004002.3
OG0004075	XP_045628238.1	XP_011524977.1, NP_001191431.1
OG0004076	XP_045636293.1	NP_001305310.1, NP_001305311.1, NP_055240.2
OG0004077	XP_045653788.1	NP_000031.1
OG0004078	XP_045660937.1	NP_000859.2, NP_001243689.2
OG0004079	XP_045635196.1	NP_116053.3
OG0004080	XP_045630598.1	NP_113617.1, NP_001257371.1
OG0004081	XP_045631755.1, XP_045631756.1	NP_116784.1, NP_004313.1
OG0004082	XP_045651530.1	NP_001193858.1, XP_016865817.2
OG0004083	XP_045651492.1	NP_001186384.1
OG0004084	XP_045657901.1	NP_000950.1, XP_047282041.1
OG0004085	XP_045641217.1	XP_005247966.1, NP_001768.1
OG0004086	XP_045635975.1	NP_000808.2
OG0004087	XP_045660461.1	NP_003055.1
OG0004088	XP_045633170.1	NP_002553.3, XP_047284868.1
OG0004089	XP_045651856.1	XP_047300774.1
OG0004090	XP_045661855.1, XP_045661838.1, XP_045661864.1, XP_045661845.1, XP_045661888.1, XP_045661879.1, XP_045661870.1	NP_003906.2, NP_001185792.1, NP_690902.1, NP_690903.1, NP_690904.1, NP_690905.1
OG0004091	XP_045636422.1	NP_005502.1
OG0004092	XP_045641528.1	NP_008864.4
OG0004093	XP_045642332.1	NP_001366616.1, NP_001307994.1, NP_001636.1, NP_001307995.1
OG0004094	XP_045647285.1	XP_047297317.1, NP_002300.1
OG0004095	XP_045643797.1	NP_001029082.1, NP_665702.1, NP_004610.1, XP_011508261.1, NP_001306136.1
OG0004096	XP_045653093.1, XP_045653092.1, XP_045653091.1	NP_003995.2, XP_011533351.1
OG0004097	XP_045636037.1, XP_045636036.1	NP_001017526.1, NP_851851.3
OG0004098	XP_045670745.1	NP_001017998.1, NP_001185593.1
OG0004099	XP_045631654.1	NP_002487.1
OG0004100	XP_045668739.1	NP_001153068.1, NP_060163.2
OG0004101	XP_045632276.1	NP_001371576.1
OG0004102	XP_045651675.1	XP_024302249.1
OG0004103	XP_045640702.1	NP_004776.3, XP_047290879.1, NP_001123484.1
OG0004104	XP_045634712.1	NP_001373376.1
OG0004105	XP_045629555.1, XP_045629556.1	NP_005156.1, XP_005258006.1
OG0004106	XP_045645299.1, XP_045645298.1	NP_056444.3, XP_006723200.1
OG0004107	XP_045664785.1	NP_005902.1
OG0004108	XP_045668484.1	XP_005247968.1, NP_001018864.2, NP_001306036.1, NP_001018865.2
OG0004109	XP_045640541.1	XP_016858295.1, NP_001334627.1
OG0004110	XP_045628217.1	NP_036555.1
OG0004111	XP_045664978.1	NP_001333840.1
OG0004113	XP_045635495.1	NP_055323.2, XP_011528292.1, NP_001159474.2, NP_001159475.2, NP_861438.3, NP_001159476.2
OG0004114	XP_045645752.1	XP_047284832.1, NP_005370.1, NP_001242970.1
OG0004115	XP_045645128.1, XP_045644509.1, XP_045644515.1	NP_001392892.1, XP_024305386.1
OG0004116	XP_045630223.1	NP_001004699.1
OG0004119	XP_045645137.1, XP_045644521.1, XP_045644519.1, XP_045642315.1	NP_001005501.1
OG0004120	XP_045645417.1	NP_000468.1
OG0004121	XP_045661235.1	XP_006715625.1, NP_003372.1
OG0004122	XP_045646204.1	NP_001087198.2, NP_079057.3, XP_016881462.1
OG0004123	XP_045646157.1	NP_005561.1
OG0004124	XP_045670705.1	NP_001128302.1, NP_060121.3, NP_001128303.1, XP_011534212.1, NP_001337432.1, NP_001128304.1, NP_001337433.1
OG0004125	XP_045670695.1	NP_001305667.1, XP_011533714.1, NP_001092756.1, NP_612428.2
OG0004126	XP_045670699.1	NP_001257437.1, NP_001257436.1, NP_006281.1, XP_047275238.1
OG0004127	XP_045661372.1	NP_003889.1
OG0004128	XP_045661375.1	XP_024302341.1, NP_116250.3
OG0004129	XP_045661383.1	NP_001229313.1
OG0004130	XP_045654490.1, XP_045654491.1	NP_001348118.1
OG0004131	XP_045661548.1	NP_001132982.1
OG0004132	XP_045636825.1, XP_045636826.1	NP_149350.3, XP_005272572.1, NP_001304845.1
OG0004133	XP_045636937.1	XP_011516667.1, NP_000127.2, NP_001230672.1, NP_001230673.1
OG0004134	XP_045636893.1	NP_001263296.1, NP_001263297.1, NP_001263295.1
OG0004135	XP_045630191.1	NP_001180557.1
OG0004136	XP_045645225.1, XP_045645224.1	NP_694951.1, XP_011524789.1
OG0004137	XP_045628070.1	NP_001184051.1
OG0004138	XP_045628222.1	NP_006657.1
OG0004139	XP_045628126.1, XP_045628125.1	NP_006175.2, XP_016882334.1
OG0004141	XP_045664613.1	NP_001017989.2, NP_079412.1, XP_006723466.1
OG0004142	XP_045628288.1	NP_061981.2, XP_005259114.1
OG0004143	XP_045634727.1	NP_001291744.1, NP_001373227.1, XP_047294448.1
OG0004144	XP_045641823.1	NP_001139677.1, NP_001139679.1, NP_001139675.1, NP_001139676.1, NP_001139678.1, NP_733749.1, NP_001139674.1
OG0004146	XP_045655891.1	NP_078936.1, NP_001332935.1
OG0004147	XP_045655865.1	NP_201574.4, XP_047295641.1
OG0004148	XP_045652635.1	NP_689694.1
OG0004149	XP_045652100.1	NP_997208.2, XP_011524828.1, NP_001166245.1
OG0004150	XP_045660241.1, XP_045660243.1	NP_061867.1, XP_047278703.1
OG0004151	XP_045632848.1	NP_001073312.1, XP_016857028.1
OG0004152	XP_045642880.1	NP_062536.2
OG0004153	XP_045643418.1	XP_047280733.1
OG0004154	XP_045649878.1	NP_694988.3, XP_011517740.1
OG0004155	XP_045650311.1	NP_858061.3
OG0004156	XP_045650261.1, XP_045650263.1, XP_045650262.1	NP_001098028.1
OG0004157	XP_045650219.1	NP_001336296.1
OG0004158	XP_045662885.1	NP_001380726.1
OG0004159	XP_045638117.1	XP_047303063.1, NP_001357141.1, NP_689706.2
OG0004160	XP_045638306.1	XP_005245843.1, NP_001397691.1, NP_001009999.1, NP_001350583.1, NP_055828.2, NP_001397692.1
OG0004161	XP_045638540.1, XP_045638538.1, XP_045638541.1	NP_057075.1, NP_001334394.1, NP_001334395.1
OG0004162	XP_045638202.1, XP_045666514.1	NP_001191011.1, NP_001191012.1, NP_001027535.1
OG0004165	XP_045660213.1	NP_061185.1, NP_001129676.1
OG0004166	XP_045664325.1	NP_001275931.1
OG0004167	XP_045652246.1	NP_938014.1
OG0004168	XP_045652287.1	NP_001304941.1
OG0004169	XP_045651392.1	NP_001277270.1
OG0004170	XP_045651351.1	NP_001386957.1
OG0004171	XP_045669023.1	NP_001308899.1, NP_073750.2, NP_789775.1
OG0004172	XP_045669090.1	XP_011520172.1, NP_000317.1
OG0004173	XP_045668949.1	NP_001265441.1
OG0004174	XP_045669103.1	NP_003018.3, XP_011520191.1, NP_001288038.1, NP_001311112.1, NP_001311115.1, NP_001311113.1, NP_001311114.1, NP_001288037.1, NP_001311116.1
OG0004175	XP_045669063.1	NP_001280233.1, NP_001280227.1, NP_061159.1, XP_047288849.1
OG0004176	XP_045669075.1	NP_055677.3
OG0004177	XP_045669112.1	NP_006432.1
OG0004178	XP_045630750.1	XP_011511749.1, NP_892027.2, NP_001004056.1, NP_005298.2, NP_001004057.1
OG0004179	XP_045626491.1	XP_011512026.1
OG0004180	XP_045660425.1	XP_016877976.2, NP_001094874.1
OG0004181	XP_045639546.1, XP_045639547.1	NP_001307847.1
OG0004182	XP_045639617.1	NP_001307966.1, NP_001129651.1, NP_001129649.1, NP_001129650.1, NP_000390.2
OG0004183	XP_045639439.1	NP_068572.1
OG0004184	XP_045638640.1, XP_045639512.1	NP_001307982.1
OG0004185	XP_045639470.1	NP_001269948.1, NP_001269946.1, XP_024303694.1, NP_001269945.1, NP_056985.3, NP_001269944.1, NP_001269943.1
OG0004186	XP_045648077.1	NP_705835.2
OG0004187	XP_045648044.1	NP_001333233.1, NP_001123363.1, XP_016864397.1
OG0004188	XP_045647986.1	NP_001295102.1, NP_078841.3, XP_006714980.1
OG0004189	XP_045671309.1	NP_938405.1, NP_005745.1
OG0004190	XP_045653918.1	NP_001335120.1, NP_071452.2, NP_001135977.1
OG0004191	XP_045653772.1	NP_001358974.1, NP_006160.1, NP_001358975.1, NP_001358976.1
OG0004192	XP_045639713.1, XP_045639716.1, XP_045639715.1	NP_722450.1, NP_722448.1, NP_722451.1, NP_722449.3, NP_000211.1
OG0004193	XP_045654052.1	NP_060017.1, XP_016873489.1
OG0004194	XP_045653978.1, XP_045653977.1	NP_001288708.1
OG0004195	XP_045653964.1	NP_006588.1
OG0004196	XP_045653905.1	NP_001397970.1, XP_005271449.1
OG0004197	XP_045653853.1, XP_045653854.1	NP_004779.2
OG0004198	XP_045653779.1	XP_016872946.1, NP_001287972.1
OG0004199	XP_045653776.1	NP_001272976.1, NP_001272975.1, NP_001272977.1, NP_057174.1, NP_001272974.1
OG0004200	XP_045653736.1	NP_001263435.1, NP_001263432.1, NP_002993.1
OG0004201	XP_045653713.1, XP_045653714.1	NP_001276736.1
OG0004202	XP_045653559.1	NP_997313.2
OG0004203	XP_045653469.1, XP_045653472.1	NP_002412.1, NP_001139410.1
OG0004204	XP_045660817.1	NP_001271439.1, NP_808218.1, XP_011522097.1, NP_001137310.1, NP_001271438.1
OG0004205	XP_045653368.1	NP_001131.3
OG0004206	XP_045653388.1	NP_001357478.1
OG0004207	XP_045653335.1	NP_001188505.1
OG0004208	XP_045653272.1, XP_045653274.1, XP_045653273.1, XP_045653271.1	NP_002607.2
OG0004209	XP_045653222.1, XP_045653221.1, XP_045653220.1, XP_045653223.1	XP_006721658.1, NP_004813.2
OG0004210	XP_045634237.1	NP_004160.3
OG0004211	XP_045658053.1	XP_016857994.1, NP_001363476.1
OG0004212	XP_045658083.1	NP_001243793.1
OG0004213	XP_045659487.1	NP_997253.2, XP_011539736.1
OG0004214	XP_045659493.1	NP_065682.2, NP_001036130.1, NP_001036129.1, NP_941374.3, NP_001252523.1, NP_001252521.2, NP_001036128.2, NP_001252522.1
OG0004215	XP_045659532.1	NP_061821.1, XP_047278654.1
OG0004216	XP_045632785.1	NP_001284707.1
OG0004217	XP_045628602.1	NP_055787.1
OG0004218	XP_045628657.1	NP_001243111.1, NP_037407.4, NP_001243112.1
OG0004219	XP_045628736.1	NP_001371692.1, NP_001353251.1, XP_016878451.1, NP_001371699.1, NP_001371700.1, NP_001371694.1, NP_001371695.1, NP_001371698.1, NP_001371701.1, NP_001371704.1, NP_001371702.1, NP_001371693.1, NP_001371696.1, NP_001371697.1
OG0004220	XP_045628632.1	NP_001305453.1
OG0004221	XP_045628714.1, XP_045628713.1	NP_001350836.1
OG0004222	XP_045628756.1	NP_001139020.1
OG0004223	XP_045652191.1	NP_758857.1
OG0004224	XP_045652013.1	NP_001094095.2
OG0004225	XP_045652173.1, XP_045652171.1, XP_045652172.1	XP_016878722.1, NP_001026974.1, NP_005351.2
OG0004226	XP_045666245.1	NP_659496.2
OG0004227	XP_045670899.1	NP_001307471.1, NP_079463.2, NP_001307469.1, NP_001307470.1, NP_001307472.1
OG0004228	XP_045670994.1	NP_001310481.1, NP_003780.1
OG0004229	XP_045652005.1	NP_001313287.1
OG0004230	XP_045642074.1	NP_055293.1, NP_001135886.1, NP_001035737.1, NP_001035738.1
OG0004231	XP_045629743.1	NP_006400.2
OG0004232	XP_045669315.1	NP_001093167.1, XP_011513505.1, XP_006715829.1, NP_775836.4
OG0004233	XP_045669224.1	NP_057087.2, NP_001028691.1, NP_001028692.1, XP_006715748.1, NP_001265228.1, NP_056425.1, NP_001028690.1
OG0004234	XP_045642019.1, XP_045642020.1, XP_045642017.1	NP_001116429.1, NP_005872.2
OG0004235	XP_045631193.1	XP_006721086.1, NP_659547.2
OG0004236	XP_045632416.1	XP_011544175.1
OG0004237	XP_045626870.1	NP_079056.2, NP_001295090.1, NP_001098719.1, NP_001248770.1, NP_001098718.1
OG0004238	XP_045640264.1	XP_016878807.1
OG0004239	XP_045640743.1	NP_005253.3
OG0004240	XP_045640622.1	XP_011520731.1
OG0004241	XP_045640557.1	NP_037536.2
OG0004242	XP_045657515.1	NP_757351.2, NP_000748.4, XP_016855858.1, NP_757349.2, NP_757350.2
OG0004243	XP_045657528.1	NP_114142.3, NP_001380836.1, XP_047287570.1
OG0004244	XP_045657564.1	NP_001307967.1, XP_011539604.1, NP_001307968.1, NP_037428.3
OG0004245	XP_045657579.1	XP_005270468.1, NP_653185.2, NP_001096062.1
OG0004246	XP_045657721.1	NP_001365133.1, NP_001293005.1, XP_016856643.2, NP_996769.3
OG0004247	XP_045642122.1	XP_047276757.1, NP_115853.2, NP_115852.1, NP_054865.2
OG0004248	XP_045643627.1, XP_045643625.1	XP_005244999.1, NP_001107781.1, NP_004424.3
OG0004249	XP_045643673.1, XP_045643670.1, XP_045643672.1, XP_045643669.1	NP_001026895.2
OG0004250	XP_045643688.1	XP_016855833.1, NP_598001.1
OG0004251	XP_045643733.1	NP_000565.1, NP_001287831.1
OG0004252	XP_045643791.1, XP_045643789.1	XP_047280747.1
OG0004253	XP_045643792.1	NP_060724.1, NP_001336999.1, NP_001129697.1
OG0004254	XP_045667450.1	NP_001336860.1, NP_001336862.1, NP_071742.1
OG0004255	XP_045667451.1	NP_001098988.1, NP_060143.4, XP_005245328.1
OG0004256	XP_045667299.1, XP_045667300.1, XP_045667297.1	NP_003092.4
OG0004257	XP_045651718.1, XP_045641820.1, XP_045667343.1	NP_055227.1
OG0004258	XP_045653931.1	NP_008833.1
OG0004258	XP_045670219.1	XP_006711451.1
OG0004259	XP_045653870.1	NP_001365444.1, XP_011508446.1
OG0004260	XP_045651907.1	NP_006018.4, NP_003677.4, NP_569082.2, XP_006711903.1, NP_001306153.1
OG0004261	XP_045652168.1	NP_001124429.1, XP_011542440.1
OG0004262	XP_045640148.1	NP_001383790.1
OG0004263	XP_045640161.1	NP_658985.2
OG0004264	XP_045640193.1	NP_954642.1
OG0004265	XP_045640108.1	NP_001165283.1, NP_000148.2
OG0004266	XP_045640085.1	NP_065385.2
OG0004267	XP_045639733.1	XP_047282071.1, NP_065750.1
OG0004268	XP_045645979.1	NP_001003652.1
OG0004269	XP_045645940.1, XP_045645939.1	NP_001122060.3
OG0004270	XP_045637870.1	NP_001351216.1, NP_001351218.1, NP_001304313.1, NP_001641.1, NP_001304316.1
OG0004271	XP_045645996.1	XP_047293516.1
OG0004273	XP_045658705.1, XP_045658708.1, XP_045658707.1, XP_045658704.1, XP_045658706.1	NP_001263247.1
OG0004274	XP_045658646.1	NP_057133.2, XP_005267778.1, NP_001333805.1, NP_001333803.1, NP_001333804.1, NP_001333806.1
OG0004275	XP_045658611.1	NP_062813.2, NP_001158164.1
OG0004276	XP_045658608.1	NP_001185497.1, NP_640340.2, NP_001185521.1
OG0004277	XP_045658581.1	NP_001128530.1, NP_004077.1, XP_047287018.1, NP_001334649.1
OG0004278	XP_045658544.1	XP_016877297.1, NP_004265.3
OG0004279	XP_045655943.1	NP_001243607.1, NP_001401432.1
OG0004280	XP_045655618.1	XP_005267319.1, NP_006355.2
OG0004281	XP_045666426.1	NP_005767.1
OG0004282	XP_045666503.1	NP_055807.1
OG0004283	XP_045666263.1, XP_045666262.1	NP_808821.2
OG0004284	XP_045654991.1	NP_009014.2
OG0004285	XP_045663762.1	XP_011535508.1
OG0004286	XP_045663681.1	NP_001180243.1
OG0004287	XP_045631392.1	NP_001128360.1, XP_047287314.1
OG0004288	XP_045633128.1	NP_001358149.1
OG0004289	XP_045633154.1	NP_001122390.2, NP_001397984.1, NP_001122391.2, NP_002367.5, NP_001122392.2, XP_047287333.1, NP_001397985.1
OG0004291	XP_045637530.1, XP_045637532.1	XP_011523721.1
OG0004292	XP_045637640.1, XP_045637641.1, XP_045637642.1	NP_006762.3, NP_003761.3
OG0004293	XP_045667621.1	NP_001122064.1, XP_011512893.1
OG0004294	XP_045669781.1	XP_047291622.1, NP_001445.2
OG0004295	XP_045637467.1	NP_000750.1, NP_757373.1, NP_757374.2, NP_001171618.1
OG0004296	XP_045630835.1	NP_078978.2
OG0004297	XP_045630990.1	NP_848588.3
OG0004298	XP_045630941.1	XP_006722340.1, NP_000151.1
OG0004299	XP_045669862.1	NP_065804.2, NP_001136115.1, XP_047292415.1
OG0004300	XP_045670408.1	NP_001340096.1
OG0004301	XP_045670551.1, XP_045670550.1	XP_047291237.1, NP_031398.2, NP_987095.1
OG0004303	XP_045670554.1	NP_064583.2, XP_005257584.1
OG0004304	XP_045670040.1	NP_001138618.1
OG0004305	XP_045637476.1	NP_001308008.1
OG0004306	XP_045637677.1	XP_047292680.1, NP_077024.2
OG0004307	XP_045669685.1	NP_077296.1, XP_005257720.1
OG0004308	XP_045629029.1	NP_001230806.1
OG0004309	XP_045629082.1	NP_003159.1
OG0004310	XP_045629471.1	NP_001188386.1, NP_112562.3, NP_938207.2
OG0004311	XP_045629497.1	NP_001028676.1, NP_001288675.1, NP_056359.2
OG0004312	XP_045629494.1	NP_003876.1
OG0004313	XP_045629507.1	NP_001074248.1, NP_001350784.1, NP_001074419.1, NP_203693.3, XP_024306536.1
OG0004314	XP_045659673.1	NP_001170787.2, NP_001170788.2, XP_047278741.1, NP_543153.2
OG0004315	XP_045626920.1	NP_001333475.2
OG0004316	XP_045627062.1	NP_001338506.1
OG0004317	XP_045627154.1	XP_047279332.1, NP_005555.2
OG0004318	XP_045627092.1	NP_005480.2, NP_001239263.1, NP_001136006.1, NP_001136005.1, NP_001136003.1, NP_001136004.1, NP_733745.1
OG0004319	XP_045646903.1	NP_005824.2, NP_001167624.1, NP_001167623.1, XP_005251697.1
OG0004320	XP_045646917.1	NP_112240.1
OG0004321	XP_045647128.1	NP_004780.3
OG0004322	XP_045645891.1	NP_001244329.1, NP_001244318.1
OG0004323	XP_045645538.1	NP_002828.3, NP_001193901.1, NP_001193900.1, NP_001317133.1, NP_001103224.1, XP_006719591.1
OG0004324	XP_045671416.1	NP_001116697.1, XP_024308029.1
OG0004325	XP_045635809.1	NP_001369275.1
OG0004326	XP_045635683.1	NP_006730.2
OG0004327	XP_045643891.1, XP_045643890.1	NP_001164977.1
OG0004328	XP_045643970.1	XP_005264262.2, NP_001034437.1, NP_001034438.1
OG0004329	XP_045643976.1	NP_001123952.1
OG0004330	XP_045650765.1	NP_001273737.1
OG0004331	XP_045650678.1	NP_001092281.1, XP_005271984.1
OG0004332	XP_045650611.1	XP_047273274.1, NP_002644.4
OG0004333	XP_045650564.1	XP_016865434.1
OG0004334	XP_045650532.1, XP_045650534.1, XP_045650533.1	NP_001310911.1
OG0004335	XP_045636347.1	NP_001308832.1
OG0004336	XP_045636646.1	NP_919289.2, XP_011516163.1
OG0004337	XP_045636579.1	NP_001273943.1, NP_001273939.1, NP_071738.1, NP_001273940.1, NP_001273941.1, NP_001273942.1
OG0004338	XP_045647030.1	NP_001258968.1, NP_001397922.1, NP_001397921.1, NP_060719.4, NP_001397923.1, XP_047279543.1, NP_001011649.1
OG0004339	XP_045656511.1	NP_597728.1, XP_047274213.1, NP_001128342.1
OG0004340	XP_045651597.1	NP_751897.1, NP_079535.4, NP_002432.1, NP_751898.1
OG0004341	XP_045651519.1	NP_001291490.1, XP_054186295.1
OG0004342	XP_045651453.1	XP_047274306.1, NP_689948.1
OG0004343	XP_045658639.1	NP_001010872.1, XP_006715085.1
OG0004344	XP_045661278.1	NP_001020461.1
OG0004345	XP_045659803.1	NP_001276916.1
OG0004346	XP_045663011.1	XP_054188037.1, NP_036247.1, NP_001131139.1, NP_001131140.1
OG0004347	XP_045665685.1	NP_001278667.1, NP_001346013.1, NP_001278666.1, NP_001278668.1, NP_037362.1
OG0004348	XP_045662914.1	XP_005267137.1, NP_001354243.1, NP_001073919.1
OG0004349	XP_045649432.1	NP_001138228.1
OG0004350	XP_045662053.1	NP_001075144.2, XP_047277700.1
OG0004351	XP_045668205.1	NP_001349853.1
OG0004352	XP_045668152.1	NP_001269893.1, NP_001039022.2, NP_001039021.1, NP_006739.2, XP_047278064.1
OG0004353	XP_045634005.1	NP_001361611.1, NP_001153844.1, NP_001361613.1, XP_011515628.1, NP_001308575.1, NP_113654.5, NP_001361612.1
OG0004354	XP_045633200.1	NP_001400338.1
OG0004355	XP_045633304.1, XP_045633305.1	NP_060040.1
OG0004356	XP_045633312.1	XP_005272372.1, NP_005517.1
OG0004357	XP_045633370.1	XP_011522253.1, NP_060456.3, NP_001098047.1, NP_001240744.1
OG0004358	XP_045633349.1	XP_005272415.1, NP_001258965.1, NP_055480.1
OG0004359	XP_045633443.1	NP_001304711.1, NP_150644.1, NP_000964.1, NP_001304700.1
OG0004360	XP_045671884.1	XP_047272062.1, NP_003206.2
OG0004361	XP_045645372.1	NP_001273700.1, NP_056389.1, NP_115593.3, XP_047305994.1
OG0004362	XP_045648585.1	XP_006716234.1, NP_001380826.1
OG0004363	XP_045648590.1	NP_001240829.1, NP_002393.2
OG0004364	XP_045648618.1	NP_001124192.1, XP_047276043.1, NP_056143.1, NP_001380316.1
OG0004365	XP_045648678.1	NP_001358012.1, XP_047276225.1, NP_001358016.1, NP_001358013.1, NP_000836.2, NP_001358015.1, NP_001120795.1, NP_001358014.1
OG0004366	XP_045649139.1, XP_045649138.1, XP_045649140.1	NP_001357005.1
OG0004367	XP_045648959.1	NP_001358281.1, NP_620166.3, XP_011513427.1, NP_001358280.1
OG0004368	XP_045651741.1	NP_001005286.1
OG0004370	XP_045655753.1	NP_001229668.1
OG0004371	XP_045655815.1	XP_005270952.4
OG0004372	XP_045638437.1	NP_001337684.1
OG0004373	XP_045638066.1	NP_001269475.1
OG0004374	XP_045638547.1, XP_045638546.1, XP_045638545.1	XP_016857855.1, NP_079150.3
OG0004375	XP_045655506.1	NP_115825.1
OG0004376	XP_045655590.1	NP_003675.3
OG0004377	XP_045655650.1	NP_009101.2
OG0004378	XP_045655681.1	NP_078863.2
OG0004379	XP_045645133.1	NP_001382225.1, NP_001004719.2, NP_001005500.1
OG0004380	XP_045635952.1	NP_001307028.1
OG0004381	XP_045635558.1	NP_065749.3
OG0004382	XP_045635436.1	NP_001400689.1
OG0004383	XP_045635412.1	XP_047284714.1, NP_037361.1, NP_863651.1, NP_001151.1, NP_863658.1
