Orthogroup	Ursus_americanus	Microcebus_murinus
OG0007920	XP_045670393.1	XP_012611642.1
OG0007921	XP_045669867.1	XP_020136798.1
OG0007922	XP_045670163.1	XP_012611693.1
OG0007923	XP_045670048.1	XP_012634307.1
OG0007924	XP_045670232.1	XP_012634295.1
OG0007925	XP_045670102.1	XP_012634287.1
OG0007926	XP_045670413.1	XP_020136473.1
OG0007927	XP_045670370.1	XP_012634210.1
OG0007928	XP_045670275.1	XP_012634202.1
OG0007929	XP_045670421.1	XP_012634201.1
OG0007930	XP_045669824.1	XP_012611620.1
OG0007931	XP_045669971.1	XP_012602888.1
OG0007932	XP_045670435.1, XP_045670434.1	XP_012602910.1
OG0007933	XP_045670199.1	XP_012602965.1
OG0007934	XP_045670196.1	XP_012602920.1
OG0007935	XP_045669974.1	XP_012602922.1
OG0007936	XP_045670120.1	XP_012642306.1
OG0007937	XP_045670139.1	XP_012642250.1
OG0007938	XP_045670513.1	XP_012642146.1
OG0007940	XP_045637585.1	XP_012598711.1
OG0007941	XP_045637696.1	XP_012621270.1
OG0007942	XP_045633740.1	XP_012621341.2
OG0007943	XP_045633745.1	XP_020136559.1, XP_012621358.1
OG0007944	XP_045644778.1	XP_012621397.1
OG0007945	XP_045669681.1	XP_012621437.1
OG0007946	XP_045669729.1	XP_012621461.1
OG0007947	XP_045669689.1	XP_012621466.1
OG0007948	XP_045628991.1	XP_012645208.1
OG0007949	XP_045629013.1	XP_012645213.1
OG0007950	XP_045629032.1	XP_012645236.1
OG0007951	XP_045628965.1	XP_020143077.1, XP_012645132.1
OG0007952	XP_045629039.1	XP_012645250.1
OG0007953	XP_045629014.1	XP_012645264.1
OG0007954	XP_045629011.1	XP_012640061.1
OG0007955	XP_045629501.1	XP_012623166.1
OG0007956	XP_045629419.1	XP_012632516.1
OG0007957	XP_045629147.1	XP_012632895.1
OG0007958	XP_045629243.1	XP_012635204.1
OG0007959	XP_045629241.1	XP_012635094.1
OG0007960	XP_045629156.1	XP_012636123.1
OG0007961	XP_045629172.1	XP_012640310.1
OG0007962	XP_045629224.1	XP_012591563.1, XP_020136775.1
OG0007963	XP_045629325.1	XP_012593538.1
OG0007964	XP_045629145.1	XP_012595017.2
OG0007965	XP_045629521.1	XP_020136539.1
OG0007966	XP_045629492.1	XP_012596058.1
OG0007967	XP_045629531.1	XP_012596171.1
OG0007968	XP_045629602.1	XP_012596019.1
OG0007969	XP_045629510.1	XP_020136431.1
OG0007970	XP_045629226.1	XP_012596217.1
OG0007971	XP_045629623.1	XP_012596256.1
OG0007972	XP_045659647.1	XP_012639893.1
OG0007973	XP_045659679.1	XP_012639928.1
OG0007974	XP_045659682.1	XP_012639945.1, XP_020145165.1
OG0007975	XP_045659696.1	XP_012639959.1
OG0007976	XP_045659709.1	XP_012639853.2
OG0007977	XP_045659756.1	XP_012637495.1
OG0007978	XP_045626931.1	XP_012637458.1
OG0007979	XP_045627040.1	XP_012637446.1
OG0007980	XP_045669655.1	XP_012637562.1
OG0007981	XP_045627074.1	XP_012599577.1
OG0007982	XP_045627243.1	XP_012599580.1
OG0007983	XP_045627054.1	XP_012627627.1
OG0007984	XP_045627252.1	XP_012627612.1
OG0007985	XP_045627127.1	XP_012627559.1
OG0007986	XP_045627012.1	XP_012627550.1, XP_012627551.1
OG0007987	XP_045627149.1	XP_012627496.1
OG0007988	XP_045626954.1	XP_012627470.1
OG0007989	XP_045627086.1	XP_012627453.1
OG0007990	XP_045646958.1	XP_012627265.1
OG0007991	XP_045670325.1	XP_012634204.1
OG0007992	XP_045627529.1	XP_012642402.1
OG0007993	XP_045645533.1	XP_012594308.1
OG0007994	XP_045645900.1	XP_012608337.1
OG0007995	XP_045645882.1	XP_012608476.1
OG0007996	XP_045645858.1	XP_012608775.1
OG0007997	XP_045645807.1	XP_012609503.1, XP_012624634.2
OG0007998	XP_045645682.1	XP_012632571.1
OG0007999	XP_045645681.1	XP_012632582.1
OG0008000	XP_045645622.1	XP_012637841.1
OG0008001	XP_045645612.1	XP_012594121.1, XP_012637803.1
OG0008002	XP_045645603.1	XP_012637862.1
OG0008003	XP_045645595.1	XP_012637864.1
OG0008005	XP_045667096.1	XP_012606466.1
OG0008006	XP_045671478.1	XP_012644946.1
OG0008007	XP_045671422.1	XP_012644939.1
OG0008008	XP_045671441.1	XP_012644980.1
OG0008009	XP_045671401.1	XP_020143306.1
OG0008010	XP_045671475.1	XP_012645021.1
OG0008011	XP_045635444.1	XP_012612830.1
OG0008012	XP_045636152.1	XP_020143412.1
OG0008013	XP_045635913.1	XP_012613150.1
OG0008014	XP_045635454.1	XP_012597286.1
OG0008015	XP_045635687.1	XP_020143386.1
OG0008016	XP_045635402.1	XP_012597343.1
OG0008017	XP_045635501.1	XP_012597323.1
OG0008018	XP_045635611.1	XP_012597132.1
OG0008019	XP_045635399.1	XP_012597196.1
OG0008020	XP_045635612.1	XP_020143360.1
OG0008021	XP_045635639.1	XP_012642554.1, XP_012642555.1
OG0008022	XP_045635943.1	XP_012628199.1
OG0008023	XP_045635919.1	XP_012628198.1
OG0008024	XP_045627579.1	XP_020141884.1
OG0008025	XP_045627778.1	XP_012593066.1
OG0008026	XP_045627774.1	XP_012595985.1
OG0008027	XP_045627736.1	XP_012595991.1
OG0008028	XP_045627700.1	XP_012603323.1
OG0008029	XP_045627824.1	XP_012642453.1
OG0008030	XP_045627698.1	XP_012642473.1
OG0008031	XP_045627703.1	XP_012642415.1
OG0008032	XP_045627581.1	XP_012642374.1
OG0008033	XP_045643873.1	XP_012611348.1
OG0008034	XP_045643874.1	XP_012611316.1
OG0008035	XP_045643878.1	XP_012611302.1
OG0008036	XP_045643968.1	XP_012633287.1
OG0008037	XP_045644048.1	XP_020141773.1
OG0008038	XP_045644077.1	XP_012620398.1
OG0008039	XP_045644084.1	XP_012605651.1
OG0008040	XP_045644103.1	XP_012605625.1
OG0008041	XP_045644129.1	XP_012605563.1
OG0008042	XP_045635447.1	XP_012612397.1
OG0008043	XP_045636073.1	XP_012612408.1
OG0008044	XP_045635448.1, XP_045635449.1	XP_020143417.1
OG0008045	XP_045650928.1	XP_012645412.1
OG0008047	XP_045634995.1	XP_020140126.1
OG0008048	XP_045650942.1	XP_012645373.1
OG0008049	XP_045650921.1	XP_012645428.1
OG0008050	XP_045650847.1	XP_012598797.1
OG0008051	XP_045650838.1	XP_012619151.1
OG0008052	XP_045650836.1	XP_012619150.1
OG0008053	XP_045650823.1	XP_020145795.1
OG0008054	XP_045650804.1	XP_012644011.1
OG0008055	XP_045650766.1	XP_020145696.1
OG0008056	XP_045650761.1	XP_012595826.1
OG0008057	XP_045650751.1	XP_012596653.1
OG0008058	XP_045650749.1	XP_012617556.1
OG0008059	XP_045650666.1	XP_012605139.1, XP_012617610.1
OG0008060	XP_045650987.1	XP_020138000.1
OG0008061	XP_045650575.1	XP_012604286.1
OG0008062	XP_045650580.1	XP_012604290.1
OG0008063	XP_045636714.1	XP_012593547.1
OG0008064	XP_045636439.1	XP_012625069.1
OG0008065	XP_045636768.1	XP_012625099.1
OG0008066	XP_045636230.1	XP_012625158.1
OG0008067	XP_045636747.1	XP_012625162.1
OG0008068	XP_045636366.1	XP_020144930.1
OG0008069	XP_045636396.1	XP_012625217.1
OG0008071	XP_045636236.1	XP_012619858.1, XP_012600243.2, XP_012592114.2, XP_020139914.1
OG0008072	XP_045636602.1	XP_012619863.1
OG0008073	XP_045636423.1	XP_012625615.1
OG0008074	XP_045636588.1	XP_012625563.1
OG0008075	XP_045652499.1	XP_012636173.1
OG0008076	XP_045636183.1	XP_012625430.1
OG0008077	XP_045636591.1	XP_020145186.1
OG0008078	XP_045636710.1	XP_012624482.1
OG0008079	XP_045636488.1	XP_012624429.1
OG0008080	XP_045636535.1	XP_012624393.1
OG0008081	XP_045636693.1	XP_012592247.1
OG0008083	XP_045636684.1	XP_012592229.1
OG0008084	XP_045636648.1	XP_012592214.1
OG0008085	XP_045670762.1	XP_020143247.1, XP_020145023.1
OG0008086	XP_045670753.1	XP_012624373.1
OG0008087	XP_045647087.1, XP_045647088.1	XP_012624338.1
OG0008088	XP_045647076.1	XP_020145035.1
OG0008089	XP_045647126.1	XP_012624262.1, XP_012624261.1, XP_012624263.1, XP_012624259.1, XP_012624260.1, XP_012624264.1
OG0008090	XP_045647004.1	XP_012627162.1
OG0008091	XP_045670781.1	XP_012624382.1
OG0008092	XP_045626564.1	XP_020142914.1
OG0008093	XP_045661197.1	XP_012616325.1, XP_012616326.1
OG0008094	XP_045646613.1	XP_012623067.1
OG0008095	XP_045656512.1	XP_012591782.1
OG0008096	XP_045656530.1	XP_012591781.1
OG0008097	XP_045656524.1	XP_012591796.1
OG0008099	XP_045651560.1	XP_012596578.1
OG0008100	XP_045651561.1	XP_012596538.1
OG0008101	XP_045651564.1	XP_012596585.1
OG0008102	XP_045651549.1	XP_012596566.1
OG0008104	XP_045651486.1	XP_012646780.1
OG0008105	XP_045651446.1	XP_012602298.1
OG0008106	XP_045627975.1	XP_012602268.1
OG0008107	XP_045627980.1	XP_012602271.1
OG0008108	XP_045627991.1	XP_012602370.1
OG0008109	XP_045642280.1	XP_012602352.1, XP_012629710.1
OG0008110	XP_045642276.1	XP_012602376.1
OG0008111	XP_045642266.1	XP_012602379.1
OG0008112	XP_045669672.1	XP_012633659.1, XP_020142551.1
OG0008113	XP_045632953.1	XP_012628690.1
OG0008114	XP_045656715.1	XP_012628627.1
OG0008115	XP_045656966.1	XP_012628577.1
OG0008116	XP_045657030.1	XP_012628569.1
OG0008117	XP_045657331.1	XP_012598855.1
OG0008118	XP_045657512.1	XP_012598837.1
OG0008119	XP_045657542.1	XP_020142584.1
OG0008120	XP_045657666.1	XP_012611887.1
OG0008121	XP_045658510.1	XP_012636213.1
OG0008122	XP_045660860.1	XP_020142714.1
OG0008123	XP_045661266.1	XP_012642479.2
OG0008124	XP_045659416.1	XP_012605754.1
OG0008125	XP_045659635.1	XP_020142692.1
OG0008126	XP_045659744.1	XP_012644229.1
OG0008127	XP_045659705.1	XP_020142954.1
OG0008128	XP_045659898.1	XP_012598599.1
OG0008129	XP_045660020.1	XP_012646614.1
OG0008130	XP_045627929.1	XP_012606416.1
OG0008131	XP_045627922.1	XP_012606422.1
OG0008132	XP_045663036.1	XP_012606356.1
OG0008133	XP_045663035.1	XP_012606385.1
OG0008134	XP_045663029.1, XP_045663030.1	XP_012606384.1
OG0008135	XP_045663024.1	XP_012606375.1
OG0008136	XP_045663012.1	XP_012606329.1
OG0008137	XP_045663002.1	XP_012606367.1
OG0008138	XP_045662975.1	XP_020142651.1, XP_012624869.2
OG0008139	XP_045663048.1	XP_012608716.1
OG0008140	XP_045662920.1	XP_020142762.1, XP_012603669.2
OG0008141	XP_045662912.1	XP_012608599.1
OG0008142	XP_045663040.1	XP_012608738.1
OG0008143	XP_045662895.1	XP_020142758.1
OG0008144	XP_045654423.1	XP_020142962.1
OG0008145	XP_045654434.1	XP_012608570.1
OG0008146	XP_045654436.1	XP_012608699.1
OG0008147	XP_045654454.1	XP_012608581.1
OG0008148	XP_045654356.1	XP_012608590.1
OG0008149	XP_045671849.1	XP_012624212.1
OG0008151	XP_045661849.1	XP_012617443.1
OG0008152	XP_045661846.1	XP_020144519.1
OG0008153	XP_045661796.1	XP_012639781.1, XP_020144548.1, XP_012639782.1
OG0008154	XP_045661589.1	XP_012639717.1
OG0008155	XP_045661750.1	XP_012641774.1
OG0008156	XP_045661731.1	XP_012641758.1
OG0008157	XP_045661587.1	XP_012641751.1
OG0008158	XP_045661706.1	XP_012609274.1
OG0008159	XP_045661698.1	XP_012609265.1
OG0008160	XP_045661693.1	XP_012609248.1
OG0008161	XP_045661690.1	XP_012609251.1
OG0008162	XP_045661679.1	XP_012609267.2
OG0008163	XP_045661678.1	XP_012598777.1, XP_020144584.1
OG0008164	XP_045661647.1, XP_045661648.1	XP_012598787.1
OG0008165	XP_045661621.1	XP_012643639.1
OG0008166	XP_045661604.1	XP_012640815.1
OG0008167	XP_045668155.1	XP_012640872.1
OG0008168	XP_045634075.1, XP_045634025.1	XP_012607203.1
OG0008169	XP_045633166.1	XP_012608340.1
OG0008170	XP_045633191.1	XP_012608379.1
OG0008171	XP_045633328.1	XP_012615777.1
OG0008172	XP_045633272.1	XP_020144318.1
OG0008173	XP_045660382.1	XP_012594855.1, XP_020141692.1
OG0008174	XP_045660391.1	XP_012594856.1
OG0008175	XP_045671936.1	XP_012629332.2
OG0008176	XP_045671894.1	XP_012611039.1, XP_020139797.1
OG0008177	XP_045671876.1	XP_020140214.1
OG0008178	XP_045671853.1	XP_012624214.1
OG0008179	XP_045671940.1	XP_012613737.1
OG0008180	XP_045672038.1	XP_020140886.1
OG0008181	XP_045671835.1	XP_020140876.1, XP_012600549.1
OG0008182	XP_045671819.1	XP_012622809.1
OG0008183	XP_045645524.1	XP_012600241.1
OG0008184	XP_045648714.1	XP_020145343.1
OG0008185	XP_045630320.1	XP_012634053.1
OG0008186	XP_045649649.1	XP_012637902.1
OG0008187	XP_045648600.1	XP_012644674.1
OG0008188	XP_045648599.1	XP_012644538.1
OG0008189	XP_045649586.1	XP_012644673.1
OG0008190	XP_045648605.1	XP_012644663.1
OG0008191	XP_045648631.1	XP_012644618.1
OG0008192	XP_045648653.1	XP_012644592.1
OG0008193	XP_045649650.1	XP_012644591.1
OG0008194	XP_045648673.1	XP_012644559.1
OG0008195	XP_045649296.1	XP_020145405.1
OG0008196	XP_045649285.1	XP_012635012.1
OG0008197	XP_045649282.1	XP_012635031.1
OG0008198	XP_045649201.1	XP_012635096.1
OG0008199	XP_045649206.1	XP_012635099.1
OG0008200	XP_045649195.1	XP_012612632.1
OG0008201	XP_045649158.1	XP_012612522.1
OG0008202	XP_045649135.1	XP_012612520.1
OG0008203	XP_045649118.1	XP_012612559.1, XP_012612558.1
OG0008204	XP_045648130.1	XP_012597410.1
OG0008205	XP_045649061.1	XP_020145434.1
OG0008206	XP_045648992.1	XP_020145466.1
OG0008207	XP_045648953.1	XP_012628795.1
OG0008208	XP_045648918.1	XP_020145476.1
OG0008209	XP_045648123.1	XP_012634427.1
OG0008210	XP_045648832.1	XP_012633011.1
OG0008211	XP_045648830.1	XP_012633013.1
OG0008212	XP_045648815.1	XP_012633025.2
OG0008213	XP_045648771.1	XP_012591603.1
OG0008214	XP_045655775.1	XP_012603915.1
OG0008215	XP_045655813.1	XP_012591270.1
OG0008216	XP_045627851.1	XP_012591219.2
OG0008217	XP_045627849.1	XP_012591216.1
OG0008218	XP_045627907.1	XP_020135863.1
OG0008219	XP_045627836.1	XP_012591199.1
OG0008220	XP_045627910.1	XP_012591205.1
OG0008221	XP_045638612.1, XP_045638613.1	XP_012635355.2
OG0008222	XP_045638040.1	XP_020144138.1
OG0008223	XP_045638502.1	XP_012635376.1
OG0008224	XP_045655482.1	XP_012631796.1
OG0008225	XP_045655523.1	XP_012631635.1
OG0008226	XP_045655559.1	XP_012631574.1
OG0008228	XP_045655603.1	XP_012631513.1
OG0008229	XP_045655612.1	XP_012631506.1
OG0008230	XP_045655403.1	XP_012631389.1
OG0008231	XP_045655723.1, XP_045655721.1, XP_045655722.1	XP_012631336.1
OG0008232	XP_045655733.1	XP_012631331.1
OG0008233	XP_045655751.1	XP_012631300.1, XP_012631298.1
OG0008234	XP_045640844.1	XP_012608313.1
OG0008235	XP_045640819.1	XP_012608139.1, XP_012608140.1
OG0008236	XP_045667095.1	XP_012606464.1
OG0008237	XP_045635956.1	XP_012613302.1
OG0008238	XP_045635419.1	XP_012643434.1
OG0008239	XP_045636082.1	XP_012609320.1
OG0008240	XP_045635380.1	XP_012630706.1
OG0008241	XP_045635552.1	XP_012630727.1
OG0008242	XP_045636093.1	XP_012643091.1
OG0008243	XP_045635657.1	XP_012643086.1
OG0008244	XP_045654830.1	XP_012639214.1
OG0008245	XP_045654802.1	XP_012639182.1
OG0008246	XP_045654747.1, XP_045654746.1, XP_045654745.1	XP_012639120.1
OG0008247	XP_045654586.1	XP_020135744.1
OG0008248	XP_045654742.1	XP_020135739.1
OG0008249	XP_045654734.1	XP_012639095.1
OG0008250	XP_045654732.1	XP_012639093.1
OG0008251	XP_045654714.1	XP_012639070.1
OG0008252	XP_045654692.1	XP_012639048.1
OG0008253	XP_045654663.1	XP_012591052.1
OG0008254	XP_045654659.1	XP_012591038.1
OG0008256	XP_045648426.1	XP_012623490.1
OG0008257	XP_045648458.1	XP_012623476.1
OG0008258	XP_045648464.1	XP_012623475.1
OG0008259	XP_045648460.1	XP_012623472.1
OG0008260	XP_045648484.1, XP_045648483.1	XP_012623450.1
OG0008261	XP_045648492.1	XP_012623665.1
OG0008262	XP_045648523.1	XP_012598154.1
OG0008263	XP_045649511.1	XP_012618830.1
OG0008264	XP_045649487.1	XP_012596951.1
OG0008265	XP_045648289.1	XP_020145245.1
OG0008266	XP_045648278.1	XP_012641636.1
OG0008267	XP_045648250.1	XP_012641660.1
OG0008268	XP_045648246.1	XP_012641665.1
OG0008269	XP_045648170.1	XP_012641731.1
OG0008270	XP_045635069.1	XP_012632814.1
OG0008271	XP_045635096.1	XP_012632850.1
OG0008272	XP_045635057.1	XP_012632843.1
OG0008273	XP_045635061.1	XP_012632886.1
OG0008274	XP_045635262.1	XP_012618450.1
OG0008275	XP_045635181.1	XP_012618434.1
OG0008276	XP_045635190.1	XP_012618412.1
OG0008277	XP_045635258.1	XP_012618391.1
OG0008278	XP_045635274.1	XP_012639586.1
OG0008279	XP_045635250.1	XP_012595279.1
OG0008280	XP_045666821.1	XP_012595242.1
OG0008281	XP_045635325.1	XP_012640453.1
OG0008282	XP_045641696.1	XP_012640316.1
OG0008283	XP_045641709.1	XP_020135811.1
OG0008284	XP_045641796.1	XP_012640444.1
OG0008285	XP_045641795.1	XP_012640441.1
OG0008286	XP_045641798.1	XP_020135826.1
OG0008287	XP_045666804.1	XP_012638667.1
OG0008288	XP_045667151.1	XP_012644262.1
OG0008289	XP_045644832.1, XP_045644831.1	XP_020144284.1
OG0008290	XP_045634608.1	XP_012591150.1
OG0008291	XP_045644845.1	XP_020143615.1
OG0008292	XP_045644850.1	XP_012618609.1
OG0008293	XP_045644866.1	XP_012618619.1
OG0008294	XP_045631915.1	XP_012641173.1
OG0008295	XP_045631932.1	XP_020144253.1
OG0008296	XP_045631935.1	XP_012636504.1
OG0008297	XP_045669413.1	XP_012643181.1
OG0008298	XP_045665213.1	XP_012643607.1
OG0008299	XP_045665203.1	XP_012643613.1
OG0008300	XP_045665199.1	XP_012643624.1
OG0008301	XP_045665175.1	XP_012643674.1
OG0008302	XP_045665172.1	XP_012643686.1
OG0008303	XP_045665115.1	XP_012643767.1
OG0008304	XP_045664850.1	XP_012643769.1
OG0008305	XP_045665111.1	XP_012643780.1
OG0008306	XP_045665103.1	XP_012643787.1
OG0008307	XP_045665083.1	XP_020144215.1
OG0008308	XP_045665007.1	XP_012643908.1
OG0008309	XP_045664975.1	XP_012643980.1
OG0008310	XP_045664929.1	XP_020141930.1
OG0008311	XP_045664890.1	XP_012598302.1
OG0008312	XP_045664885.1	XP_012598263.1
OG0008313	XP_045664884.1	XP_012598295.1
OG0008314	XP_045664757.1	XP_012598227.1, XP_012598226.1
OG0008315	XP_045664851.1	XP_012629807.1
OG0008316	XP_045664849.1	XP_012629806.1
OG0008317	XP_045664818.1	XP_012629763.1
OG0008318	XP_045664820.1	XP_012629774.1
OG0008319	XP_045664795.1	XP_012629739.1
OG0008320	XP_045664769.1	XP_012629718.1
OG0008321	XP_045644337.1	XP_012612800.1, XP_012605503.1
OG0008322	XP_045644332.1	XP_012644035.1
OG0008323	XP_045644318.1	XP_012644037.1
OG0008324	XP_045644327.1	XP_012644045.1
OG0008325	XP_045644211.1, XP_045644212.1, XP_045644214.1	XP_012605572.1
OG0008326	XP_045644216.1	XP_012605580.1
OG0008327	XP_045644210.1	XP_012605665.1
OG0008328	XP_045657406.1	XP_012633868.1
OG0008329	XP_045657401.1	XP_012633862.2
OG0008330	XP_045669541.1	XP_012617361.1
OG0008331	XP_045632221.1	XP_012617370.1
OG0008332	XP_045632214.1	XP_012617399.1
OG0008333	XP_045632200.1	XP_012617409.1
OG0008334	XP_045633110.1	XP_012609553.2
OG0008335	XP_045633103.1	XP_012609576.2
OG0008336	XP_045646541.1	XP_012622954.1
OG0008337	XP_045646532.1	XP_012622985.1
OG0008338	XP_045646545.1	XP_020139689.1
OG0008339	XP_045646529.1	XP_012623008.1
OG0008340	XP_045646501.1	XP_012623039.1
OG0008341	XP_045646472.1	XP_012623072.1
OG0008342	XP_045646469.1	XP_012623076.1, XP_012623077.1
OG0008343	XP_045657436.1	XP_012633893.1
OG0008344	XP_045626657.1	XP_012624929.1
OG0008345	XP_045648150.1	XP_012591428.1
OG0008346	XP_045649405.1	XP_012601885.1
OG0008347	XP_045649377.1	XP_012602559.1
OG0008348	XP_045648143.1	XP_012602710.1
OG0008349	XP_045649349.1	XP_012602830.1
OG0008350	XP_045626626.1	XP_012625014.1
OG0008351	XP_045664737.1	XP_012646023.1
OG0008352	XP_045664461.1	XP_012610867.2
OG0008353	XP_045664463.1	XP_012610871.1
OG0008354	XP_045664531.1	XP_012641342.1
OG0008355	XP_045642631.1	XP_020142064.1
OG0008356	XP_045642609.1	XP_012644130.1
OG0008357	XP_045642576.1	XP_012644647.1
OG0008358	XP_045626696.1	XP_012624961.1
OG0008359	XP_045631637.1	XP_012613108.1
OG0008360	XP_045631607.1	XP_012613016.1
OG0008361	XP_045631815.1	XP_012613104.1
OG0008362	XP_045631777.1	XP_012613029.1
OG0008363	XP_045631772.1	XP_012613028.1, XP_012613026.1
OG0008364	XP_045631801.1	XP_012613182.1
OG0008365	XP_045631618.1	XP_012633625.1
OG0008366	XP_045631432.1	XP_012633529.1
OG0008367	XP_045631427.1	XP_020141963.1
OG0008368	XP_045657314.1, XP_045631563.1	XP_012633399.1
OG0008369	XP_045631838.1	XP_012633374.2
OG0008370	XP_045631821.1	XP_012633376.1
OG0008371	XP_045631819.1	XP_012633340.1
OG0008372	XP_045649676.1	XP_012633634.1
OG0008373	XP_045649683.1	XP_012633640.1
OG0008374	XP_045649702.1	XP_012633662.1
OG0008375	XP_045642776.1	XP_012633733.1
OG0008376	XP_045642749.1	XP_012633791.1
OG0008377	XP_045655020.1	XP_012601315.1
OG0008379	XP_045633692.1	XP_012605445.1
OG0008380	XP_045660105.1	XP_012603268.1
OG0008381	XP_045660080.1	XP_012605224.2
OG0008382	XP_045660053.1	XP_012604552.1
OG0008383	XP_045660050.1	XP_012604589.1
OG0008384	XP_045638776.1	XP_012595572.1
OG0008385	XP_045638736.1	XP_020144106.1
OG0008386	XP_045638639.1	XP_012595571.1
OG0008387	XP_045638519.1	XP_020144003.1
OG0008388	XP_045638168.1	XP_012595559.1
OG0008389	XP_045637804.1	XP_012635413.1
OG0008390	XP_045666840.1	XP_012612230.2
OG0008391	XP_045645008.1	XP_012602044.1
OG0008392	XP_045634545.1	XP_020139362.1
OG0008393	XP_045632674.1	XP_012617138.1
OG0008394	XP_045656010.1	XP_012601140.1
OG0008395	XP_045668373.1	XP_020139147.1, XP_020139148.1
OG0008396	XP_045668389.1	XP_020139139.1, XP_012596110.2
OG0008397	XP_045668260.1	XP_012615852.1, XP_020139225.1
OG0008398	XP_045668350.1	XP_012607912.1
OG0008399	XP_045668430.1	XP_012602185.1
OG0008401	XP_045664188.1	XP_012616060.1
OG0008402	XP_045664164.1	XP_012616038.1
OG0008404	XP_045664076.1	XP_012616608.1
OG0008405	XP_045664065.1	XP_012613326.1
OG0008406	XP_045664053.1	XP_012642865.1
OG0008408	XP_045630617.1	XP_012604006.2
OG0008409	XP_045630627.1	XP_020140943.1
OG0008410	XP_045663493.1	XP_020140852.1
OG0008411	XP_045663471.1	XP_012625378.1
OG0008412	XP_045663462.1	XP_012603824.1
OG0008413	XP_045663422.1	XP_012644817.1
OG0008414	XP_045663403.1	XP_012644781.1
OG0008415	XP_045663366.1	XP_020135980.1
OG0008416	XP_045663356.1	XP_020135979.1
OG0008417	XP_045663097.1	XP_012608468.1
OG0008418	XP_045663294.1	XP_012627027.1
OG0008419	XP_045663251.1	XP_020135960.1
OG0008420	XP_045663238.1	XP_012626971.1
OG0008421	XP_045663233.1	XP_020140839.1
OG0008422	XP_045663235.1	XP_012626967.1
OG0008423	XP_045663244.1	XP_020135958.1
OG0008424	XP_045663228.1	XP_012626954.2
OG0008425	XP_045663190.1	XP_012626866.1
OG0008426	XP_045663130.1	XP_012626792.1
OG0008427	XP_045663127.1	XP_012626789.1, XP_012626790.1
OG0008428	XP_045663113.1	XP_012626767.1
OG0008429	XP_045634349.1	XP_012626715.1
OG0008430	XP_045634776.1	XP_012626697.1, XP_012626696.1
OG0008431	XP_045634352.1	XP_012626718.1
OG0008432	XP_045634481.1	XP_012626687.1
OG0008433	XP_045634736.1	XP_012626683.1
OG0008434	XP_045634789.1	XP_012626562.1
OG0008435	XP_045632540.1	XP_012605259.1
OG0008436	XP_045634505.1	XP_012625778.2
OG0008437	XP_045634617.1	XP_012598146.1, XP_020135881.1
OG0008438	XP_045634366.1	XP_012591106.1
OG0008440	XP_045634552.1	XP_020139428.1, XP_020140065.1
OG0008441	XP_045634780.1	XP_012613889.1
OG0008442	XP_045634507.1	XP_012613853.1
OG0008443	XP_045634517.1	XP_020140069.1
OG0008444	XP_045634370.1	XP_012613765.2
OG0008445	XP_045667934.1	XP_012613775.1
OG0008446	XP_045667899.1	XP_012613868.1
OG0008447	XP_045667913.1	XP_012645825.1
OG0008448	XP_045667960.1	XP_012645838.1
OG0008449	XP_045667949.1	XP_020139592.1
OG0008450	XP_045630557.1	XP_012645864.1
OG0008451	XP_045630566.1	XP_012645935.1, XP_012645936.1
OG0008452	XP_045630497.1	XP_020139390.1
OG0008453	XP_045630553.1	XP_012646083.1
OG0008454	XP_045630595.1	XP_012646086.1
OG0008455	XP_045630331.1	XP_012646122.1
OG0008456	XP_045630335.1	XP_012646134.1
OG0008457	XP_045630323.1	XP_012646136.1
OG0008458	XP_045630305.1	XP_012646140.1
OG0008459	XP_045630253.1	XP_012646211.1
OG0008460	XP_045630290.1	XP_012646218.1
OG0008461	XP_045630230.1	XP_012646237.1
OG0008462	XP_045630231.1	XP_020139393.1
OG0008463	XP_045630387.1	XP_012646259.1
OG0008464	XP_045632683.1	XP_012617146.1
OG0008465	XP_045632670.1	XP_012617126.1
OG0008466	XP_045632663.1	XP_012617140.1
OG0008467	XP_045632654.1	XP_012617113.1, XP_012617112.1
OG0008468	XP_045632685.1	XP_012617086.2
OG0008469	XP_045632677.1	XP_012617083.1
OG0008470	XP_045660273.1	XP_012624681.1
OG0008471	XP_045660254.1	XP_012624735.1
OG0008472	XP_045660336.1	XP_012624860.1
OG0008473	XP_045660338.1	XP_012624758.1
OG0008474	XP_045660347.1	XP_020139400.1
OG0008475	XP_045660355.1	XP_012624774.1
OG0008476	XP_045660362.1	XP_020139485.1
OG0008477	XP_045656064.1	XP_012624847.1
OG0008478	XP_045656074.1	XP_012601145.1
OG0008479	XP_045656084.1	XP_012601119.1
OG0008480	XP_045656094.1	XP_012601123.1
OG0008481	XP_045656093.1	XP_012601281.1, XP_012610714.1
OG0008482	XP_045656222.1	XP_012601266.2, XP_012601335.1
OG0008483	XP_045656232.1	XP_012601324.1
OG0008484	XP_045660790.1	XP_012601355.1
OG0008485	XP_045652421.1	XP_012636061.2
OG0008486	XP_045672283.1	XP_012600598.1
OG0008487	XP_045646770.1	XP_012599346.1
OG0008488	XP_045646768.1	XP_012599357.1
OG0008489	XP_045646713.1	XP_020142239.1
OG0008490	XP_045671519.1	XP_012594123.1
OG0008491	XP_045672223.1	XP_012599974.1
OG0008492	XP_045672137.1	XP_012599977.1
