Orthogroup	Ursus_americanus	Echinops_telfairi
OG0005237	XP_045644698.1	XP_012860486.1
OG0005238	XP_045644586.1, XP_045644585.1, XP_045644587.1	XP_004704143.1
OG0005239	XP_045644591.1	XP_004704139.1
OG0005240	XP_045667641.1, XP_045667640.1	XP_004711812.1
OG0005241	XP_045667625.1	XP_045154621.1
OG0005242	XP_045667572.1	XP_045151666.1
OG0005243	XP_045651672.1	XP_004712531.1
OG0005244	XP_045656469.1	XP_004712532.1
OG0005245	XP_045659869.1	XP_045154650.1
OG0005246	XP_045639500.1	XP_004703863.1
OG0005247	XP_045637020.1	XP_045155293.1
OG0005248	XP_045639738.1	XP_012860403.1
OG0005249	XP_045656279.1	XP_045152325.1
OG0005250	XP_045662182.1	XP_004701522.2
OG0005251	XP_045662267.1	XP_004701544.1
OG0005252	XP_045662646.1, XP_045662645.1, XP_045662644.1	XP_004701652.1
OG0005253	XP_045633464.1	XP_030743113.1
OG0005254	XP_045633537.1	XP_045151221.1
OG0005255	XP_045633546.1	XP_004701688.1
OG0005256	XP_045643473.1	XP_004699892.1
OG0005257	XP_045643468.1	XP_045153987.1, XP_045153986.1, XP_004699895.1
OG0005259	XP_045639778.1	XP_004716599.1, XP_004702932.1
OG0005260	XP_045636963.1, XP_045640353.1	XP_004716588.1
OG0005261	XP_045640573.1	XP_045154392.1
OG0005262	XP_045640470.1	XP_045154308.1
OG0005263	XP_045639831.1, XP_045639832.1	XP_004716557.1
OG0005264	XP_045661352.1	XP_004710081.1
OG0005265	XP_045669602.1	XP_030741655.2
OG0005266	XP_045646649.1	XP_004710035.1, XP_045146624.1
OG0005267	XP_045659783.1	XP_004710022.2
OG0005268	XP_045633956.1	XP_045146600.1
OG0005269	XP_045655313.1	XP_004713183.1
OG0005270	XP_045655293.1	XP_004713178.1
OG0005271	XP_045649837.1	XP_004717739.1
OG0005272	XP_045649915.1	XP_045153303.1, XP_045153304.1, XP_045153301.1, XP_045153302.1, XP_004714190.1
OG0005273	XP_045635352.1, XP_045635353.1	XP_004717785.1
OG0005274	XP_045660989.1	XP_004710102.1
OG0005275	XP_045644388.1	XP_004710114.1
OG0005276	XP_045646643.1	XP_004710133.1
OG0005277	XP_045660002.1	XP_045151794.1
OG0005278	XP_045659996.1	XP_004713118.2
OG0005279	XP_045649799.1	XP_004717846.1
OG0005280	XP_045660771.1	XP_004713427.1
OG0005281	XP_045661069.1	XP_045141403.1
OG0005282	XP_045658383.1	XP_012859282.1, XP_004717630.1
OG0005283	XP_045646452.1	XP_004715664.1
OG0005284	XP_045648254.1	XP_004702378.1
OG0005285	XP_045638511.1, XP_045638512.1	XP_004705039.1
OG0005286	XP_045646291.1, XP_045646294.1, XP_045646293.1, XP_045646296.1, XP_045646295.1, XP_045646299.1, XP_045646292.1, XP_045646300.1, XP_045646290.1, XP_045646301.1, XP_045646298.1	XP_004715985.1
OG0005287	XP_045646267.1	XP_004715998.1
OG0005289	XP_045640842.1	XP_030740760.1
OG0005290	XP_045629992.1, XP_045630202.1	XP_045148304.1
OG0005298	XP_045654530.1	XP_012861935.1
OG0005299	XP_045659327.1	XP_004705506.1
OG0005300	XP_045640136.1	XP_004714766.1
OG0005301	XP_045628232.1	XP_004710455.1
OG0005302	XP_045667962.1	XP_045145647.1
OG0005303	XP_045672269.1, XP_045672270.1	XP_004708876.1, XP_045149186.1
OG0005305	XP_045662663.1	XP_045152611.1
OG0005306	XP_045671722.1	XP_004698841.1, XP_045144096.1
OG0005307	XP_045668523.1	XP_045143447.1, XP_045143448.1
OG0005308	XP_045626886.1, XP_045668221.1	XP_030740392.1
OG0005309	XP_045669465.1	XP_045140370.1
OG0005310	XP_045664875.1	XP_012861441.1
OG0005312	XP_045671871.1	XP_004706330.1
OG0005313	XP_045642229.1	XP_004706035.2, XP_004713136.1
OG0005314	XP_045632720.1	XP_004714303.1
OG0005315	XP_045648048.1	XP_004696837.1
OG0005316	XP_045653638.1	XP_045154223.1
OG0005317	XP_045668436.1, XP_045668437.1	XP_004702414.1
OG0005318	XP_045651689.1	XP_004711865.1
OG0005319	XP_045644094.1	XP_004710308.1
OG0005320	XP_045655454.1	XP_004699709.2
OG0005321	XP_045651702.1	XP_004712528.1
OG0005322	XP_045670856.1	XP_045149524.1
OG0005323	XP_045642924.1	XP_004708555.1
OG0005324	XP_045633670.1	XP_004703915.2
OG0005325	XP_045668253.1	XP_045145913.1
OG0005326	XP_045663282.1	XP_030742942.1
OG0005327	XP_045670416.1	XP_045155755.1
OG0005328	XP_045634826.1	XP_004715216.1
OG0005329	XP_045634774.1, XP_045634773.1	XP_004704056.2
OG0005330	XP_045644828.1	XP_045146827.1, XP_004711593.1
OG0005331	XP_045668993.1	XP_030743221.1
OG0005332	XP_045642738.1	XP_004715092.1
OG0005333	XP_045666802.1	XP_004707707.1
OG0005334	XP_045633686.1	XP_004709654.1, XP_004702100.1
OG0005335	XP_045651470.1	XP_004711885.1
OG0005337	XP_045670460.1	XP_045155858.1
OG0005338	XP_045649998.1, XP_045649999.1	XP_045151845.1
OG0005339	XP_045669100.1	XP_045152409.1
OG0005340	XP_045653667.1	XP_045153674.1
OG0005341	XP_045638292.1, XP_045638290.1, XP_045638291.1	XP_045154840.1
OG0005342	XP_045627119.1, XP_045627118.1	XP_004713347.1, XP_045144550.1, XP_045144549.1
OG0005343	XP_045636266.1	XP_045155870.1
OG0005344	XP_045634641.1	XP_045153462.1
OG0005345	XP_045648428.1	XP_004714081.1, XP_012863014.1, XP_004714080.1
OG0005346	XP_045655148.1	XP_004703360.1
OG0005347	XP_045660915.1	XP_004713197.1
OG0005348	XP_045644950.1	XP_004697591.1
OG0005349	XP_045657289.1	XP_004714915.1
OG0005350	XP_045634156.1	XP_045149323.1
OG0005351	XP_045627041.1	XP_045145295.1
OG0005352	XP_045663599.1	XP_004698814.1
OG0005353	XP_045647536.1	XP_004709621.1, XP_045147147.1
OG0005354	XP_045651602.1	XP_004711767.1
OG0005355	XP_045650541.1	XP_004697075.1
OG0005356	XP_045635848.1	XP_045146884.1, XP_012863038.1
OG0005357	XP_045662523.1	XP_045153754.1, XP_030742889.2
OG0005358	XP_045645407.1	XP_045148325.1
OG0005360	XP_045653808.1	XP_004712848.1
OG0005361	XP_045640093.1	XP_004714747.1
OG0005362	XP_045645947.1	XP_012860185.1
OG0005363	XP_045636320.1	XP_004711117.1, XP_004711115.1, XP_004711119.1
OG0005364	XP_045653498.1	XP_004713971.1
OG0005365	XP_045638706.1	XP_045146482.1
OG0005366	XP_045655424.1, XP_045655425.1, XP_045655423.1	XP_004699762.1
OG0005367	XP_045629030.1	XP_045148278.1, XP_045148277.1, XP_045148280.1, XP_045148279.1
OG0005368	XP_045654483.1	XP_004702256.1
OG0005369	XP_045638227.1	XP_004705064.1
OG0005370	XP_045631789.1	XP_045153121.1
OG0005371	XP_045646326.1	XP_004703088.1
OG0005372	XP_045646314.1	XP_004703184.1
OG0005373	XP_045646175.1	XP_045152002.1
OG0005374	XP_045646074.1	XP_045151985.1
OG0005375	XP_045670655.1	XP_045150524.1
OG0005376	XP_045661280.1	XP_004702009.1, XP_045150651.1
OG0005377	XP_045661291.1	XP_045150298.1
OG0005378	XP_045661239.1	XP_004702155.2
OG0005380	XP_045626563.1	XP_004702133.1
OG0005381	XP_045654505.1	XP_004702087.2
OG0005382	XP_045654519.1	XP_030742637.1
OG0005383	XP_045661552.1	XP_045150622.1
OG0005384	XP_045661539.1	XP_045150223.1
OG0005385	XP_045636933.1	XP_030743769.1
OG0005386	XP_045636973.1	XP_045144464.1
OG0005387	XP_045637019.1	XP_045144499.1
OG0005388	XP_045628310.1	XP_045144460.1
OG0005389	XP_045628591.1	XP_030742072.1
OG0005390	XP_045629067.1, XP_045629072.1, XP_045629059.1, XP_045629075.1	XP_045148275.1, XP_045148274.1
OG0005392	XP_045645237.1	XP_030742126.2
OG0005393	XP_045628042.1	XP_004710506.1
OG0005394	XP_045628063.1, XP_045652164.1	XP_045148965.1
OG0005395	XP_045628180.1	XP_012862131.2
OG0005396	XP_045628186.1	XP_012862132.1
OG0005398	XP_045671866.1	XP_045148339.1
OG0005399	XP_045631112.1	XP_045148623.1
OG0005400	XP_045636786.1	XP_004710408.1
OG0005401	XP_045641585.1	XP_004710369.1, XP_045148846.1
OG0005402	XP_045641923.1	XP_045148644.1
OG0005403	XP_045655939.1	XP_045148714.1
OG0005404	XP_045652610.1	XP_012863538.1
OG0005405	XP_045637933.1	XP_012860595.1
OG0005406	XP_045648467.1	XP_045144847.1, XP_045147928.1
OG0005408	XP_045631327.1, XP_045631328.1, XP_045631329.1	XP_004716171.1
OG0005409	XP_045643385.1	XP_012863574.2
OG0005410	XP_045668773.1	XP_012860078.1
OG0005411	XP_045649881.1	XP_004712688.2
OG0005412	XP_045668868.1	XP_004712679.1
OG0005413	XP_045650466.1	XP_004696722.1
OG0005414	XP_045650364.1	XP_045140661.1
OG0005415	XP_045650328.1	XP_045140795.1
OG0005416	XP_045671275.1	XP_004697129.1
OG0005417	XP_045650246.1	XP_004703760.1
OG0005418	XP_045665799.1	XP_045142198.1, XP_004703612.1
OG0005419	XP_045662676.1	XP_045149879.1
OG0005420	XP_045638333.1	XP_004705055.2
OG0005421	XP_045638077.1	XP_004705072.1, XP_045155208.1
OG0005422	XP_045638655.1	XP_045154666.1
OG0005423	XP_045638065.1	XP_045154985.1
OG0005424	XP_045627387.1	XP_004707900.1
OG0005425	XP_045664210.1	XP_045140996.1
OG0005426	XP_045664215.1, XP_045664214.1, XP_045664216.1	XP_045141018.1, XP_004706698.1
OG0005427	XP_045652231.1	XP_045141251.1
OG0005428	XP_045652240.1	XP_004703544.1
OG0005429	XP_045651280.1, XP_045651279.1, XP_045651281.1, XP_045651278.1	XP_004700090.1
OG0005430	XP_045651306.1	XP_045141623.1
OG0005431	XP_045651330.1	XP_045142239.1
OG0005432	XP_045669018.1	XP_045152443.1
OG0005433	XP_045669107.1	XP_012861930.1
OG0005434	XP_045668961.1	XP_004708259.2
OG0005435	XP_045669151.1	XP_045142231.1
OG0005436	XP_045633026.1	XP_045145398.1
OG0005437	XP_045627273.1	XP_004707823.1
OG0005438	XP_045627425.1	XP_004707821.1
OG0005439	XP_045671902.1	XP_004703399.2, XP_045149234.1
OG0005440	XP_045633783.1	XP_004710797.1
OG0005441	XP_045630734.1	XP_045145446.1
OG0005442	XP_045658279.1, XP_045658280.1	XP_004712243.1, XP_045153813.1
OG0005443	XP_045639679.1	XP_004712236.1
OG0005444	XP_045639350.1	XP_004712239.1, XP_004701146.1
OG0005445	XP_045639410.1	XP_004712229.1
OG0005446	XP_045639191.1	XP_004712224.1
OG0005447	XP_045639446.1	XP_004712223.1, XP_045154102.1, XP_045154103.1
OG0005448	XP_045639435.1	XP_004701173.1
OG0005449	XP_045639260.1	XP_004701181.2
OG0005451	XP_045639459.1	XP_004701200.1
OG0005452	XP_045639104.1	XP_045147255.1, XP_004701209.1
OG0005453	XP_045639154.1	XP_004701221.1
OG0005454	XP_045648348.1, XP_045639251.1	XP_004701249.1
OG0005455	XP_045639675.1	XP_004713032.1
OG0005456	XP_045639314.1	XP_045149313.1
OG0005457	XP_045658589.1	XP_004696865.1
OG0005459	XP_045648059.1	XP_045140539.1
OG0005460	XP_045648041.1	XP_004696834.2
OG0005461	XP_045671234.1	XP_004696786.1
OG0005462	XP_045671198.1	XP_045140647.1
OG0005463	XP_045671298.1, XP_045671299.1, XP_045671300.1	XP_045141058.1
OG0005465	XP_045643304.1	XP_045141094.1
OG0005466	XP_045643297.1	XP_045141045.1
OG0005467	XP_045643143.1	XP_045141204.1
OG0005468	XP_045643362.1	XP_004698150.1
OG0005469	XP_045653146.1	XP_004712993.1
OG0005470	XP_045646798.1	XP_045151120.1
OG0005471	XP_045654074.1	XP_045139581.1
OG0005472	XP_045653544.1	XP_004701474.1, XP_045139587.1
OG0005473	XP_045653955.1	XP_030742841.1
OG0005474	XP_045653838.1	XP_012862739.1
OG0005475	XP_045653802.1	XP_045139506.1
OG0005476	XP_045653739.1, XP_045653738.1	XP_004709026.1
OG0005478	XP_045660858.1	XP_045149257.1
OG0005479	XP_045653390.1	XP_004716226.1
OG0005480	XP_045653392.1, XP_045653391.1	XP_004716227.1, XP_045149443.1
OG0005481	XP_045653303.1, XP_045653304.1	XP_045145589.1, XP_004712961.1
OG0005482	XP_045653252.1	XP_004712989.2
OG0005483	XP_045653255.1	XP_012862763.1
OG0005484	XP_045653170.1	XP_012861747.1, XP_045149224.1, XP_045149225.1
OG0005485	XP_045634171.1, XP_045634172.1	XP_045149430.1
OG0005486	XP_045634275.1	XP_045146203.1
OG0005487	XP_045658150.1	XP_004699436.1
OG0005488	XP_045658162.1	XP_004699439.1
OG0005489	XP_045658193.1	XP_045147658.1
OG0005490	XP_045658207.1	XP_004699452.2
OG0005491	XP_045654136.1	XP_045155089.1
OG0005492	XP_045659445.1	XP_004705266.1
OG0005493	XP_045659456.1	XP_004705264.1
OG0005494	XP_045659460.1	XP_045155153.1
OG0005495	XP_045632792.1	XP_030743802.1
OG0005496	XP_045628644.1	XP_004704554.1
OG0005497	XP_045628643.1	XP_004704784.1
OG0005498	XP_045628792.1	XP_004704560.1
OG0005499	XP_045652053.1	XP_004704824.1
OG0005500	XP_045666226.1	XP_045149703.1, XP_004704631.1, XP_045149704.1
OG0005501	XP_045651714.1, XP_045651715.1	XP_030742459.1
OG0005502	XP_045670902.1	XP_045149593.1
OG0005503	XP_045670906.1	XP_045149849.1
OG0005504	XP_045670947.1	XP_004704681.1
OG0005506	XP_045641836.1	XP_045140862.1
OG0005507	XP_045639966.1	XP_004705871.1
OG0005508	XP_045657275.1	XP_045148100.1
OG0005509	XP_045663553.1	XP_045144053.1
OG0005510	XP_045639881.1	XP_045139604.1
OG0005511	XP_045642152.1	XP_004706052.1
OG0005512	XP_045642163.1	XP_004706050.2
OG0005513	XP_045642200.1	XP_045140605.1
OG0005514	XP_045629889.1	XP_045139519.1
OG0005515	XP_045629799.1	XP_004705646.2
OG0005516	XP_045669343.1	XP_004705949.1
OG0005518	XP_045641954.1	XP_045141518.1
OG0005519	XP_045641928.1, XP_045641929.1	XP_045141271.1
OG0005520	XP_045632401.1	XP_004705781.2
OG0005521	XP_045632441.1	XP_045142034.1
OG0005522	XP_045655836.1	XP_004706137.2
OG0005523	XP_045626871.1	XP_004706139.2, XP_045141890.1, XP_045141889.1
OG0005524	XP_045632017.1	XP_045141943.1
OG0005525	XP_045632024.1	XP_045141944.1
OG0005526	XP_045640313.1, XP_045640314.1	XP_045142061.1
OG0005527	XP_045640297.1	XP_004706297.1
OG0005528	XP_045640602.1	XP_004706292.1
OG0005529	XP_045639903.1	XP_004706289.1
OG0005530	XP_045640559.1	XP_012860956.1
OG0005531	XP_045639815.1, XP_045639814.1	XP_004705832.3
OG0005532	XP_045639957.1	XP_004705829.1
OG0005533	XP_045657511.1	XP_004699263.1
OG0005534	XP_045657306.1	XP_045147947.1
OG0005535	XP_045657522.1	XP_004699265.1
OG0005537	XP_045657680.1	XP_004699300.1
OG0005538	XP_045657933.1	XP_004699372.1
OG0005539	XP_045643778.1	XP_004699913.1
OG0005540	XP_045643579.1	XP_004699874.1
OG0005541	XP_045643592.1	XP_030743667.2
OG0005542	XP_045643714.1, XP_045643715.1	XP_012859392.1
OG0005543	XP_045643721.1	XP_004699907.1
OG0005544	XP_045643803.1, XP_045643804.1	XP_004699925.2
OG0005545	XP_045643808.1, XP_045643810.1, XP_045643809.1, XP_045643807.1	XP_004700198.1, XP_045154028.1
OG0005546	XP_045667245.1	XP_045153894.1
OG0005547	XP_045667270.1	XP_045153909.1
OG0005548	XP_045667363.1	XP_004706781.1
OG0005549	XP_045648010.1	XP_004706789.1
OG0005550	XP_045669773.1	XP_045153899.1
OG0005551	XP_045653671.1	XP_004706799.1
OG0005552	XP_045653522.1	XP_045153893.1
OG0005554	XP_045652202.1	XP_045153782.1
OG0005555	XP_045652267.1	XP_045154091.1
OG0005556	XP_045640133.1	XP_045154423.1
OG0005557	XP_045640094.1	XP_045154267.1
OG0005558	XP_045640030.1	XP_045154437.1
OG0005559	XP_045640179.1	XP_004714710.1
OG0005560	XP_045640105.1	XP_045154285.1
OG0005561	XP_045640263.1	XP_004714705.1
OG0005562	XP_045640394.1	XP_004714698.1
OG0005563	XP_045639780.1	XP_004714684.1
OG0005564	XP_045639954.1	XP_004717766.1
OG0005565	XP_045637889.1	XP_045152247.1
OG0005566	XP_045637897.1	XP_045152240.1
OG0005567	XP_045637863.1	XP_045152064.1
OG0005568	XP_045649827.1	XP_004714123.1
OG0005569	XP_045663559.1	XP_004698818.1
OG0005570	XP_045658612.1	XP_004698977.1
OG0005571	XP_045658583.1	XP_045143587.1
OG0005572	XP_045656083.1	XP_045143582.1
OG0005573	XP_045666365.1	XP_045143692.1
OG0005574	XP_045666349.1	XP_045143569.1
OG0005575	XP_045666482.1	XP_012859101.1
OG0005576	XP_045666295.1	XP_004698679.1
OG0005577	XP_045663931.1	XP_045143555.1
OG0005578	XP_045663907.1	XP_004698730.1, XP_045147914.1
OG0005579	XP_045663806.1	XP_045143932.1, XP_004698760.2
OG0005580	XP_045663784.1	XP_004699084.2
OG0005581	XP_045663793.1, XP_045663794.1, XP_045663792.1	XP_004698762.1
OG0005582	XP_045663765.1	XP_004698772.1
OG0005583	XP_045663694.1	XP_045144104.1
OG0005584	XP_045630754.1, XP_045663678.1	XP_004698795.1
OG0005585	XP_045663668.1, XP_045663669.1, XP_045663671.1, XP_045663670.1	XP_030740844.1
OG0005586	XP_045663660.1	XP_045143880.1
OG0005587	XP_045631339.1	XP_004698860.2
OG0005588	XP_045633135.1	XP_004698873.1
OG0005589	XP_045655264.1	XP_004698886.1
OG0005590	XP_045655278.1	XP_004698890.1
OG0005591	XP_045643990.1	XP_045143085.1
OG0005592	XP_045630889.1	XP_004709146.2
OG0005593	XP_045630955.1	XP_004709263.1
OG0005594	XP_045630897.1, XP_045630898.1	XP_004709148.1
OG0005595	XP_045630899.1	XP_004709274.1
OG0005596	XP_045630970.1	XP_004709286.1, XP_045155635.1
OG0005597	XP_045670395.1	XP_004709322.1
OG0005598	XP_045669958.1	XP_045155276.1
OG0005599	XP_045670444.1	XP_012861729.1
OG0005601	XP_045670514.1	XP_045155291.1
OG0005602	XP_045669875.1	XP_045155354.1
OG0005603	XP_045669852.1, XP_045669851.1	XP_045155423.1
OG0005604	XP_045669810.1	XP_045155659.1, XP_004707580.1, XP_045155660.1
OG0005605	XP_045670427.1	XP_012861267.1
OG0005606	XP_045637683.1	XP_004707195.2
OG0005607	XP_045637525.1	XP_004707501.1
OG0005608	XP_045629220.1	XP_004707088.1
OG0005609	XP_045629386.1	XP_012861214.2
OG0005610	XP_045629283.1	XP_012859265.2, XP_045155695.1
OG0005611	XP_045629395.1	XP_012861212.1
OG0005612	XP_045629421.1	XP_004707030.1
OG0005613	XP_045629477.1	XP_045155566.1
OG0005614	XP_045629482.1	XP_004707398.2
OG0005615	XP_045629116.1	XP_045155906.1
OG0005616	XP_045629561.1	XP_004707378.2
OG0005617	XP_045629080.1	XP_045155633.1, XP_045155632.1
OG0005618	XP_045629354.1	XP_004716219.2
OG0005619	XP_045629364.1	XP_004716216.1
OG0005620	XP_045629407.1, XP_045629408.1	XP_045149271.1
OG0005621	XP_045659672.1	XP_045145274.1
OG0005622	XP_045659734.1	XP_012862616.1
OG0005624	XP_045659757.1	XP_045145108.1
OG0005625	XP_045627128.1	XP_012863836.1, XP_045145298.1
OG0005626	XP_045627129.1	XP_030741181.1
OG0005627	XP_045627053.1, XP_045669640.1	XP_045145291.1
OG0005628	XP_045626904.1	XP_045144437.1
OG0005629	XP_045627148.1	XP_004713382.2
OG0005630	XP_045627222.1	XP_045144440.1
OG0005631	XP_045627249.1	XP_004713326.1
OG0005632	XP_045627037.1	XP_004713334.1, XP_045144530.1
OG0005633	XP_045627011.1	XP_045144519.1
OG0005634	XP_045626957.1	XP_004713349.1
OG0005635	XP_045646886.1	XP_004713364.1
OG0005636	XP_045646942.1	XP_004716528.1
OG0005638	XP_045645879.1	XP_012863627.1, XP_004700891.2
OG0005639	XP_045645809.1	XP_004700607.2
OG0005640	XP_045645745.1	XP_004700587.1
OG0005641	XP_045645693.1	XP_004700570.1
OG0005643	XP_045645556.1	XP_004700512.1
OG0005644	XP_045635680.1	XP_004700697.1
OG0005645	XP_045635890.1, XP_045635887.1, XP_045635889.1, XP_045635888.1, XP_045635892.1	XP_030741110.1
OG0005646	XP_045635497.1	XP_004700754.2
OG0005647	XP_045635836.1	XP_045148746.1, XP_004700752.2
OG0005649	XP_045635681.1	XP_045148826.1
OG0005650	XP_045635492.1	XP_045146949.1
OG0005651	XP_045636034.1, XP_045636035.1	XP_004700322.1
OG0005652	XP_045636030.1, XP_045636029.1	XP_004700363.1
OG0005653	XP_045636075.1	XP_045147087.1
OG0005654	XP_045627603.1	XP_045139756.1
OG0005655	XP_045627753.1	XP_004699819.1
OG0005656	XP_045644176.1	XP_045150017.1
OG0005657	XP_045651047.1	XP_004696903.1
OG0005658	XP_045650929.1	XP_045140360.1
OG0005659	XP_045650863.1	XP_030744765.1
OG0005660	XP_045650778.1, XP_045650776.1, XP_045650777.1	XP_012859951.1
OG0005661	XP_045636643.1	XP_030741242.1
OG0005662	XP_045636389.1	XP_045145312.1
OG0005663	XP_045636475.1	XP_004711049.1
OG0005664	XP_045647033.1	XP_045152502.1
OG0005666	XP_045636557.1	XP_012862644.1
OG0005668	XP_045656943.1	XP_045150806.1
OG0005669	XP_045663050.1	XP_004696304.2
OG0005670	XP_045654363.1	XP_004702060.1
OG0005671	XP_045656488.1	XP_004711837.1
OG0005672	XP_045651590.1	XP_045148525.1
OG0005673	XP_045651556.1	XP_004711864.1
OG0005674	XP_045651569.1	XP_045148857.1, XP_012862463.1, XP_045148858.1
OG0005675	XP_045651447.1	XP_004711808.1
OG0005676	XP_045633779.1	XP_030742757.2
OG0005677	XP_045642277.1	XP_045150795.1
OG0005678	XP_045669670.1, XP_045669671.1	XP_004710899.1
OG0005679	XP_045633010.1	XP_004710820.2
OG0005680	XP_045632985.1	XP_030742773.2
OG0005681	XP_045656855.1	XP_045150702.1
OG0005683	XP_045660603.1	XP_004710864.1
OG0005684	XP_045658879.1	XP_004696393.1
OG0005685	XP_045659022.1, XP_045659030.1	XP_045150778.1, XP_045150779.1
OG0005686	XP_045660431.1	XP_004696341.1
OG0005687	XP_045660450.1	XP_045150583.1
OG0005688	XP_045660462.1	XP_004696581.1
OG0005689	XP_045654401.1	XP_045150570.1
OG0005690	XP_045661841.1	XP_004697520.1
OG0005691	XP_045661836.1	XP_004697758.1
OG0005692	XP_045661831.1	XP_004697517.1
OG0005693	XP_045661774.1, XP_045661772.1, XP_045661773.1	XP_012862136.1
OG0005694	XP_045661740.1	XP_045142320.1
OG0005695	XP_045661583.1	XP_004697729.1
OG0005696	XP_045661709.1	XP_004697728.2
OG0005697	XP_045668167.1	XP_045142873.1
OG0005698	XP_045633990.1	XP_004697693.1
OG0005700	XP_045672021.1	XP_045140151.1
OG0005701	XP_045671838.1	XP_004706374.1
OG0005702	XP_045671921.1, XP_045671920.1	XP_045140148.1
OG0005703	XP_045671962.1	XP_004706342.1
OG0005704	XP_045648650.1	XP_004707858.1
OG0005705	XP_045648691.1	XP_045144868.1
OG0005707	XP_045649136.1	XP_012860097.1
OG0005708	XP_045648964.1	XP_045144709.1
OG0005709	XP_045648914.1	XP_004702801.1
OG0005710	XP_045648755.1	XP_045144787.1
OG0005712	XP_045655416.1	XP_004699735.1
OG0005713	XP_045649855.1, XP_045649857.1, XP_045645102.1, XP_045649858.1, XP_045628456.1	XP_004698516.1
OG0005714	XP_045638503.1	XP_004705012.1
OG0005715	XP_045638378.1	XP_004705024.2
OG0005717	XP_045628745.1	XP_004704758.1
OG0005718	XP_045655514.1	XP_045147693.1
OG0005719	XP_045655532.1	XP_004711283.1
OG0005720	XP_045655576.1	XP_004699505.1
OG0005721	XP_045655643.1	XP_004699745.1
OG0005722	XP_045640815.1	XP_004698502.1
OG0005723	XP_045640874.1	XP_004698513.1
OG0005724	XP_045667089.1	XP_004700494.2
OG0005725	XP_045635969.1	XP_045145175.1
OG0005726	XP_045635986.1	XP_045149264.1
OG0005727	XP_045635739.1	XP_012863521.1
OG0005728	XP_045635729.1	XP_030741973.1
OG0005729	XP_045635942.1	XP_004700414.2
OG0005730	XP_045635416.1	XP_045147126.1
OG0005731	XP_045654728.1	XP_004708782.1
OG0005732	XP_045654579.1	XP_004708840.2
OG0005733	XP_045666829.1	XP_004707797.1
OG0005734	XP_045672134.1	XP_004708995.1
OG0005735	XP_045648376.1	XP_012863005.2
OG0005736	XP_045648490.1, XP_045648489.1	XP_030741127.1
OG0005737	XP_045648540.1	XP_004707883.1
OG0005738	XP_045649482.1	XP_045142242.1
OG0005739	XP_045648268.1	XP_045145730.1
OG0005740	XP_045648267.1	XP_004702534.1
OG0005741	XP_045635104.1	XP_045142790.1
OG0005742	XP_045635206.1	XP_012859503.1
OG0005743	XP_045635322.1	XP_012859291.2
OG0005744	XP_045635324.1	XP_004696217.1
OG0005745	XP_045641742.1	XP_045142537.1
OG0005746	XP_045641777.1	XP_045142682.1, XP_004696197.1
OG0005747	XP_045644837.1	XP_004707811.1
OG0005748	XP_045644840.1	XP_045150217.1, XP_045150215.1, XP_045150216.1, XP_004709862.1
OG0005749	XP_045631933.1	XP_004696074.1
OG0005750	XP_045631911.1	XP_004696075.1
OG0005751	XP_045631919.1	XP_004696435.2
OG0005752	XP_045665193.1	XP_004696133.1
OG0005753	XP_045665130.1	XP_004711148.1
OG0005754	XP_045665104.1	XP_004711157.1
OG0005756	XP_045664760.1	XP_004707995.2
OG0005757	XP_045644324.1	XP_045142830.1
OG0005758	XP_045644270.1	XP_045153850.1, XP_045152533.1
OG0005759	XP_045644178.1	XP_045152406.1
OG0005760	XP_045657369.1, XP_045657368.1	XP_004714924.1
OG0005761	XP_045657354.1	XP_004714929.1
OG0005762	XP_045657358.1	XP_004714941.2, XP_045152480.1
OG0005763	XP_045646580.1	XP_045151576.1
OG0005764	XP_045646579.1	XP_004716646.1
OG0005766	XP_045631869.1	XP_004713775.1
OG0005767	XP_045631828.1	XP_004713616.1
OG0005768	XP_045649383.1	XP_004702658.1
OG0005769	XP_045649368.1, XP_045649367.1	XP_045144964.1, XP_045144963.1, XP_004702671.1
OG0005770	XP_045649356.1	XP_004702674.1
OG0005771	XP_045649320.1	XP_004702687.1
OG0005772	XP_045626588.1	XP_004717254.3
OG0005773	XP_045664740.1	XP_004708363.1
OG0005774	XP_045642706.1	XP_004715055.1
OG0005775	XP_045642648.1	XP_030743382.2
OG0005776	XP_045642639.1	XP_045153024.1
OG0005777	XP_045642555.1	XP_004708406.1
OG0005778	XP_045664659.1	XP_004708389.1
OG0005779	XP_045664684.1	XP_045146933.1
OG0005780	XP_045626603.1	XP_045153174.1
OG0005781	XP_045631752.1	XP_045153179.1
OG0005782	XP_045631861.1	XP_045153072.1
OG0005783	XP_045631717.1	XP_045153075.1
OG0005784	XP_045631762.1	XP_004713784.1
OG0005785	XP_045631862.1	XP_045153190.1
OG0005786	XP_045631802.1	XP_045153083.1
OG0005787	XP_045631442.1	XP_045153118.1
OG0005788	XP_045631549.1	XP_030743756.2, XP_012859347.1, XP_004718108.1
OG0005789	XP_045631572.1	XP_004713553.1
OG0005790	XP_045643065.1	XP_045152981.1
OG0005791	XP_045642437.1	XP_012861537.2
OG0005792	XP_045654876.1	XP_004708802.1
OG0005793	XP_045654900.1	XP_004712193.1
OG0005795	XP_045655016.1	XP_004716541.1
OG0005796	XP_045633687.1	XP_004703917.1
OG0005797	XP_045633695.1	XP_045154258.1
