Orthogroup	Urocitellus_parryii	Mus_musculus
OG0006578	XP_026244534.1	XP_036012684.1
OG0006579	XP_026244580.1	NP_001371020.1, NP_001371021.1, NP_082049.1, XP_017169717.1
OG0006580	XP_026270971.1	NP_666363.3, XP_036017642.1
OG0006581	XP_026270962.1	NP_001408717.1
OG0006582	XP_026251247.1	NP_038936.1
OG0006583	XP_026238587.1	NP_080839.2
OG0006584	XP_026251288.1	NP_081559.1
OG0006585	XP_026251189.1	XP_006498142.1, NP_932150.2
OG0006586	XP_026251299.1	NP_598008.1, NP_001292734.1, NP_598007.1
OG0006587	XP_026251333.1	NP_081172.2, NP_001277418.1, XP_017174735.1
OG0006588	XP_026242345.1	NP_001365720.1
OG0006589	XP_026242056.1	XP_006498095.1, NP_780420.1, NP_001277501.1
OG0006590	XP_026254242.1	NP_001106682.1, XP_011241695.1
OG0006591	XP_026254110.1	NP_079640.1
OG0006592	XP_026254112.1	NP_001359324.1
OG0006593	XP_026254259.1	NP_932152.1
OG0006594	XP_026254042.1	NP_149063.2
OG0006595	XP_026254135.1	XP_006514397.1
OG0006596	XP_026251984.1	NP_034000.1
OG0006597	XP_026254192.1	NP_033765.2, NP_001389419.1, XP_006513161.1
OG0006598	XP_026248745.1	NP_001074525.1
OG0006599	XP_026242468.1	NP_001346574.1
OG0006600	XP_026242386.1	NP_080056.1
OG0006601	XP_026269345.1	NP_001258530.1, NP_001108604.1, NP_001258529.1, NP_001398846.1
OG0006602	XP_026269386.1	NP_001389806.1
OG0006603	XP_026269305.1	XP_006521461.1
OG0006604	XP_026269366.1	NP_083996.1
OG0006605	XP_026250067.1	XP_036015258.1
OG0006606	XP_026250107.1	NP_038910.1, NP_001162143.1
OG0006607	XP_026250143.1	NP_001395268.1
OG0006608	XP_026250100.1	XP_017172208.1, NP_001258401.1, NP_073560.2, NP_001258402.1
OG0006609	XP_026250079.1	XP_006520795.1, NP_001107612.1, NP_001389767.1, NP_038864.3
OG0006610	XP_026267282.1	NP_065262.1, XP_017172202.1
OG0006612	XP_026253013.1	XP_036011700.1, NP_001028547.2
OG0006613	XP_026267123.1, XP_026267121.1, XP_026267124.1, XP_026267122.1	NP_598579.1
OG0006614	XP_026264407.1	NP_001347729.1, XP_017173211.1
OG0006615	XP_026235320.1, XP_026235319.1	XP_017177250.1
OG0006616	XP_026235324.1	XP_011236754.1, NP_032745.2
OG0006618	XP_026235083.1	NP_932123.3
OG0006619	XP_026269864.1	NP_001297446.1
OG0006620	XP_026266784.1	NP_079601.1, XP_006523526.1
OG0006621	XP_026255714.1	XP_036012082.1, NP_598774.2
OG0006623	XP_026242951.1	NP_001303604.1, NP_032644.3
OG0006624	XP_026243012.1	XP_006514519.1, NP_277058.1
OG0006625	XP_026260926.1	XP_030111172.1, NP_112476.1
OG0006626	XP_026261698.1	NP_001037773.2, XP_006521012.1
OG0006627	XP_026241542.1	NP_038610.1, XP_006523782.1
OG0006628	XP_026236449.1	XP_006534631.1
OG0006629	XP_026251978.1	NP_001273110.1, NP_034858.2, NP_001273111.1
OG0006630	XP_026251985.1	NP_848801.2, XP_036017011.1
OG0006631	XP_026268857.1	NP_079811.1
OG0006632	XP_026257016.1	NP_001159879.1, NP_001159878.1, NP_033030.1
OG0006633	XP_026257043.1	NP_034611.2
OG0006634	XP_026235381.1	NP_038525.2
OG0006635	XP_026235158.1	NP_034920.2
OG0006636	XP_026270586.1	NP_001365748.1
OG0006637	XP_026235769.1	XP_006537975.1, NP_694807.2
OG0006638	XP_026270921.1	NP_033396.1, XP_036019848.1
OG0006639	XP_026235461.1	XP_006538031.1, NP_848871.1
OG0006640	XP_026270410.1	NP_038482.3, XP_006537617.1
OG0006641	XP_026246909.1	XP_036019641.1, NP_034767.2
OG0006642	XP_026246890.1	NP_001371086.1
OG0006643	XP_026249084.1	NP_079562.1
OG0006644	XP_026249141.1	NP_079961.3, XP_006538098.1
OG0006645	XP_026264434.1	NP_064351.2
OG0006646	XP_026236569.1, XP_026236568.1	NP_083559.2
OG0006647	XP_026267015.1, XP_026250172.1	NP_032129.2
OG0006648	XP_026236075.1	NP_062358.2
OG0006649	XP_026235730.1	NP_083353.1, XP_036020401.1
OG0006650	XP_026246956.1, XP_026270121.1	NP_038661.2
OG0006651	XP_026270115.1	NP_001136216.1
OG0006652	XP_026271184.1	NP_064411.2
OG0006653	XP_026271129.1	XP_006524948.1, NP_076046.1
OG0006654	XP_026271176.1	NP_001397252.1
OG0006655	XP_026271136.1	XP_006525248.1, NP_112453.2
OG0006656	XP_026271218.1	XP_036016745.1, NP_690886.3, NP_001390774.1
OG0006658	XP_026239270.1	NP_033369.2
OG0006659	XP_026239397.1	NP_001002895.2
OG0006660	XP_026239277.1	XP_011244639.1, NP_058075.2
OG0006661	XP_026239303.1	XP_011244686.1
OG0006662	XP_026239220.1	XP_006524389.1, NP_001074784.1
OG0006663	XP_026239400.1	NP_063933.1
OG0006664	XP_026239503.1	NP_082039.1
OG0006665	XP_026239202.1, XP_026239198.1	NP_001074804.2, XP_011245024.1
OG0006666	XP_026239494.1	NP_001156336.1, XP_036016144.1
OG0006668	XP_026250236.1	NP_848767.1, XP_006523540.1
OG0006669	XP_026250212.1	XP_006524191.1, NP_001391458.1
OG0006670	XP_026250247.1	NP_033977.3
OG0006672	XP_026247126.1, XP_026247127.1	XP_036019106.1, NP_783573.4
OG0006673	XP_026265316.1	NP_001277237.1, XP_006510860.1
OG0006674	XP_026265311.1	NP_001298039.1
OG0006675	XP_026266158.1	NP_780422.1
OG0006676	XP_026255466.1	NP_062626.1
OG0006677	XP_026266654.1	NP_001292864.1
OG0006678	XP_026258299.1	XP_030101248.1, NP_932124.2
OG0006679	XP_026262652.1	NP_001104738.2, XP_011241422.1
OG0006680	XP_026245385.1	XP_011241444.1, NP_035286.1
OG0006681	XP_026245448.1	NP_444299.1
OG0006682	XP_026245435.1	XP_011241528.1, NP_001345491.1
OG0006683	XP_026250845.1	NP_032255.2, XP_006512618.1
OG0006684	XP_026270776.1	XP_006512597.1, NP_001345698.1, NP_034367.2, NP_001153016.1
OG0006685	XP_026270771.1, XP_026270773.1	NP_795942.2
OG0006686	XP_026255191.1	NP_062390.3, XP_006523131.1
OG0006687	XP_026249204.1	NP_083433.1, XP_036020403.1
OG0006688	XP_026239162.1	NP_690854.1
OG0006689	XP_026240339.1	NP_766402.1, XP_006520965.1
OG0006690	XP_026262919.1	NP_001361697.1
OG0006692	XP_026258835.1	XP_006520332.1, NP_778156.2
OG0006693	XP_026265607.1	NP_083939.1, XP_006521324.2
OG0006694	XP_026265672.1	XP_006520468.1, NP_034176.1
OG0006695	XP_026265662.1	XP_017172244.1, NP_898914.3
OG0006697	XP_026265542.1	XP_006520499.1, NP_032015.1
OG0006698	XP_026265699.1	NP_932787.1
OG0006699	XP_026256366.1	NP_796325.2
OG0006700	XP_026256285.1	NP_001396620.1
OG0006701	XP_026241640.1	NP_001272381.1
OG0006702	XP_026240997.1	NP_705795.2, NP_001106894.1, XP_006504234.1
OG0006704	XP_026258381.1	NP_848815.2
OG0006705	XP_026244511.1	NP_062671.1
OG0006706	XP_026237962.1	NP_001277917.1
OG0006707	XP_026235743.1	NP_001038986.1, XP_036012440.1
OG0006708	XP_026248569.1	NP_033174.2
OG0006709	XP_026248570.1	NP_079612.1, NP_001342596.1, XP_006506531.1
OG0006710	XP_026248580.1	NP_795970.3
OG0006711	XP_026267472.1	XP_006505026.1, NP_001094913.1
OG0006712	XP_026270353.1	NP_001346814.1, NP_766294.2
OG0006713	XP_026255129.1	NP_035204.2
OG0006714	XP_026238534.1	NP_919444.2, XP_006503581.1
OG0006715	XP_026247349.1	NP_033337.1, XP_006505090.1
OG0006716	XP_026247332.1	NP_443719.3
OG0006717	XP_026256018.1, XP_026256019.1	NP_061243.1
OG0006718	XP_026257348.1	NP_705801.1
OG0006719	XP_026257320.1, XP_026257321.1	NP_001164478.1, NP_766317.1, XP_006505341.1
OG0006720	XP_026257318.1	NP_001275547.1
OG0006721	XP_026243429.1	NP_082748.1
OG0006722	XP_026243403.1	XP_006510631.2, NP_081015.1, NP_001365912.1, NP_001365911.1
OG0006723	XP_026244524.1	NP_038958.2
OG0006724	XP_026244512.1	NP_062354.2, XP_006505203.1
OG0006725	XP_026267819.1	NP_666411.2
OG0006726	XP_026266955.1	NP_081753.1
OG0006727	XP_026253870.1, XP_026253872.1	XP_006513336.1, NP_032464.1
OG0006728	XP_026249181.1	NP_001304102.1, NP_001365808.1
OG0006729	XP_026238432.1	NP_035145.2
OG0006730	XP_026266458.1	XP_006503409.1
OG0006731	XP_026266454.1	NP_663526.3, XP_006503063.1
OG0006732	XP_026253452.1	NP_083472.1, XP_011238928.1
OG0006733	XP_026253533.1, XP_026253534.1	NP_001104747.1, XP_006502712.1
OG0006734	XP_026253511.1	XP_006503269.1, NP_001139109.1
OG0006735	XP_026267777.1	NP_033377.1, XP_030103579.1
OG0006736	XP_026269976.1, XP_026269977.1	NP_963999.2, XP_011243467.3
OG0006737	XP_026252792.1	XP_036011784.1, NP_848724.2, NP_001345489.1
OG0006738	XP_026252790.1	NP_473397.1, XP_036011407.1
OG0006739	XP_026253537.1	NP_780337.2, XP_036011864.1
OG0006740	XP_026253109.1	NP_079827.3
OG0006741	XP_026252735.1	XP_006513655.1, NP_035759.3
OG0006742	XP_026254399.1	NP_766140.2, XP_006521693.1
OG0006743	XP_026248519.1, XP_026248518.1	NP_081180.1, NP_001344163.1
OG0006744	XP_026240553.1	NP_076113.1
OG0006745	XP_026251742.1	NP_001332884.1
OG0006746	XP_026254662.1	NP_082504.1, XP_006519658.1
OG0006747	XP_026255252.1	NP_032369.2, XP_011241967.1
OG0006748	XP_026268505.1	XP_006506120.1, NP_115929.3
OG0006749	XP_026265177.1	NP_083831.1
OG0006750	XP_026268509.1	NP_778185.1
OG0006751	XP_026261206.1	NP_080593.1, NP_001404585.1
OG0006752	XP_026254358.1	XP_006506215.1, NP_705828.2
OG0006753	XP_026254354.1	NP_001397202.1, NP_032999.1
OG0006754	XP_026235697.1, XP_026238485.1	NP_033318.1
OG0006755	XP_026235699.1	NP_932103.1, NP_001355294.1, XP_006506604.1
OG0006756	XP_026236263.1	NP_001154810.1
OG0006757	XP_026238592.1	XP_030111337.1, NP_808550.1
OG0006758	XP_026266969.1	NP_001070878.1
OG0006759	XP_026261971.1	XP_006535821.1, NP_061366.2
OG0006760	XP_026265098.1	XP_006509176.1, NP_001351378.1, NP_001074618.1
OG0006761	XP_026254692.1	NP_033748.2, XP_006518502.1
OG0006762	XP_026260478.1	NP_081470.2
OG0006763	XP_026259284.1	NP_035851.3, XP_006509154.1, NP_001116294.1
OG0006764	XP_026269828.1	NP_690034.1, NP_001369784.1, XP_036010239.1, NP_001091703.1
OG0006765	XP_026245217.1	XP_006509313.1
OG0006766	XP_026245276.1	NP_001028418.1, XP_006509376.1
OG0006767	XP_026245280.1	NP_619609.1, XP_017168107.1
OG0006768	XP_026245281.1	NP_001391655.1, NP_001391656.1, NP_001034651.1
OG0006770	XP_026238124.1	NP_598472.2
OG0006771	XP_026253994.1, XP_026253923.1	NP_034626.1
OG0006772	XP_026253450.1	NP_001004364.2, NP_001128664.1, XP_006515110.1
OG0006773	XP_026248860.1	NP_001153104.1
OG0006774	XP_026259156.1	NP_079971.2
OG0006775	XP_026247007.1	NP_001157965.1
OG0006777	XP_026271030.1	NP_001258682.1
OG0006778	XP_026239763.1	NP_001297457.1
OG0006779	XP_026261467.1	NP_001343875.1, NP_071869.2, NP_001343874.1, NP_001365819.1
OG0006780	XP_026269790.1	XP_017173037.1, NP_001028616.1
OG0006781	XP_026261630.1	NP_083089.1, XP_006525091.1
OG0006782	XP_026265926.1	NP_666195.1
OG0006783	XP_026266789.1	XP_006525218.1
OG0006784	XP_026269854.1	XP_011238012.1, NP_001277934.1, NP_001104801.1
OG0006786	XP_026235838.1	XP_030103946.1, NP_032595.2
OG0006787	XP_026235836.1	NP_001342558.1, NP_082524.2, NP_001342557.1
OG0006788	XP_026235750.1	XP_006500010.1, NP_065619.2
OG0006789	XP_026269903.1	XP_006506597.1, NP_080972.1
OG0006790	XP_026253224.1	XP_030111342.1, NP_808552.2
OG0006792	XP_026237941.1	XP_017177243.1, NP_082375.4
OG0006793	XP_026260881.1, XP_026260879.1	NP_666281.2
OG0006794	XP_026249943.1	XP_006501460.1
OG0006795	XP_026249981.1	XP_011238422.1, NP_758499.3
OG0006796	XP_026263072.1	NP_001013044.2, XP_036019252.1
OG0006797	XP_026263075.1	NP_848709.2
OG0006798	XP_026269497.1	NP_001398441.1
OG0006799	XP_026269498.1	NP_032282.2
OG0006800	XP_026269489.1	NP_058662.2
OG0006801	XP_026236776.1	NP_080682.3, XP_006502010.2
OG0006802	XP_026259766.1	XP_036019318.1, NP_001157114.1, NP_001157113.1, NP_061365.3
OG0006803	XP_026267093.1	XP_006508682.1, NP_064682.1, NP_001121554.1, NP_001121553.1, NP_001121552.1
OG0006804	XP_026252327.1	XP_006531884.1, NP_079829.1
OG0006805	XP_026251576.1	NP_035997.1, XP_006515154.1
OG0006806	XP_026268004.1	NP_666280.1, NP_001398519.1, NP_001398516.1, NP_001398517.1, NP_001398518.1, NP_001398515.1
OG0006807	XP_026266424.1	NP_001074817.3, XP_006516872.1
OG0006808	XP_026243426.1	NP_853622.2
OG0006809	XP_026263895.1	XP_006516237.1, NP_080440.2
OG0006810	XP_026251568.1	NP_082278.1
OG0006811	XP_026240745.1	NP_109652.3
OG0006812	XP_026240747.1	NP_001355590.1
OG0006813	XP_026237702.1	NP_001093212.1
OG0006814	XP_026235122.1	NP_058546.1
OG0006815	XP_026260372.1	NP_776110.3
OG0006816	XP_026262287.1	NP_740756.1
OG0006817	XP_026262291.1	NP_077192.1, XP_006500172.1
OG0006818	XP_026254953.1	NP_001304171.1, NP_001304170.1
OG0006819	XP_026254959.1	NP_080437.2, XP_006500142.1
OG0006820	XP_026254895.1	NP_001159496.1
OG0006821	XP_026254894.1	XP_006500405.1
OG0006822	XP_026254901.1	XP_011237664.1
OG0006823	XP_026254898.1	NP_034093.1, XP_017170770.1
OG0006824	XP_026269424.1	XP_006508695.1, NP_061272.2, NP_001272790.1, NP_001272786.1, NP_001272787.1
OG0006825	XP_026269930.1	XP_011240298.1
OG0006826	XP_026252203.1	NP_032877.1
OG0006827	XP_026252396.1	XP_006531689.1, NP_848765.2
OG0006828	XP_026252218.1	NP_766423.3
OG0006829	XP_026252295.1	NP_001360976.1
OG0006830	XP_026252329.1	XP_006531757.1, NP_001389477.1
OG0006831	XP_026252359.1	NP_941036.1, NP_001348974.1
OG0006832	XP_026252242.1	NP_081048.1
OG0006833	XP_026252303.1, XP_026252302.1	NP_937811.1, XP_036017413.1
OG0006834	XP_026252378.1	NP_569720.1
OG0006835	XP_026270249.1	XP_006526780.1, NP_001390841.1
OG0006836	XP_026270203.1	NP_001307483.1, XP_006526614.1, NP_473389.2
OG0006837	XP_026248510.1	NP_001288227.1
OG0006838	XP_026241955.1	NP_001403215.1, NP_001094949.1, NP_001403217.1, NP_001403216.1
OG0006839	XP_026267550.1	NP_937835.1
OG0006840	XP_026244380.1	XP_006497659.1
OG0006841	XP_026244045.1	NP_001342344.1, XP_011237437.1, NP_780447.4, NP_001342343.1
OG0006842	XP_026244294.1	NP_001405395.1, NP_001405394.1, NP_001405393.1, NP_062641.1
OG0006843	XP_026267064.1	XP_030103750.1, NP_536681.2
OG0006844	XP_026270526.1	NP_001346675.1, XP_006513683.1, NP_001013780.2
OG0006845	XP_026239792.1	XP_006511697.1, NP_031593.2
OG0006846	XP_026269709.1	XP_006513030.1
OG0006847	XP_026238736.1	NP_033452.2
OG0006848	XP_026238883.1	NP_001343262.1
OG0006849	XP_026238900.1	NP_001094901.1
OG0006850	XP_026238842.1	NP_001104485.1
OG0006851	XP_026238790.1	NP_598691.1
OG0006852	XP_026238898.1	NP_001161202.1
OG0006853	XP_026238805.1	NP_001333569.1, XP_006505359.1
OG0006854	XP_026264807.1	NP_031723.2, XP_006505530.1
OG0006855	XP_026253619.1	XP_036021775.1, NP_032403.2
OG0006856	XP_026244422.1	NP_602319.1, XP_006518731.1
OG0006857	XP_026239694.1	NP_663596.1, NP_001396866.1
OG0006858	XP_026239540.1, XP_026239539.1	NP_001298081.1
OG0006859	XP_026239542.1	NP_038813.2
OG0006860	XP_026239578.1, XP_026239582.1, XP_026239583.1, XP_026239581.1, XP_026239579.1	NP_598747.1
OG0006861	XP_026239552.1	NP_001398158.1, NP_032509.2, NP_001398157.1
OG0006862	XP_026239690.1	NP_079965.2
OG0006863	XP_026245704.1, XP_026245705.1, XP_026245703.1	NP_001335096.1
OG0006864	XP_026245727.1	NP_663571.2, NP_001106817.1, NP_001273379.1, XP_017168203.1
OG0006865	XP_026245806.1	NP_001104536.1, NP_001186560.1, XP_006509619.1, NP_034353.2
OG0006866	XP_026245567.1	NP_076116.1
OG0006867	XP_026245815.1	NP_001350337.1, NP_001350336.1, NP_115773.2, XP_006509871.1
OG0006868	XP_026245760.1	NP_034719.2, NP_001177759.1
OG0006869	XP_026245843.1	NP_852083.2, XP_006509719.1
OG0006870	XP_026245611.1	XP_006509607.1, NP_031970.2, NP_001276788.1, NP_001116304.1
OG0006871	XP_026245771.1	NP_001001491.1
OG0006872	XP_026255395.1	NP_598879.1
OG0006873	XP_026255458.1, XP_026255457.1	NP_001007572.1, XP_017167984.1
OG0006874	XP_026255405.1	NP_001038209.2, XP_036009971.1, NP_032123.3
OG0006875	XP_026255406.1	NP_001161718.1
OG0006876	XP_026255389.1	NP_001034603.1
OG0006877	XP_026255445.1	NP_081036.2, XP_030099607.1
OG0006878	XP_026255450.1, XP_026255451.1	NP_001280579.1, XP_006510159.1
OG0006879	XP_026255444.1	XP_017168790.1, NP_705811.8
OG0006880	XP_026255577.1	NP_001344564.1, NP_001344568.1
OG0006881	XP_026270739.1	XP_006508927.1, NP_080432.1
OG0006882	XP_026270715.1	XP_006508760.1
OG0006883	XP_026260088.1	XP_006525007.1
OG0006884	XP_026260006.1	NP_038690.1, XP_006523993.1, NP_001123928.1
OG0006885	XP_026260203.1	NP_001369747.1, NP_663340.1
OG0006886	XP_026269783.1	NP_906271.1
OG0006887	XP_026269742.1	NP_032188.3
OG0006888	XP_026269745.1	NP_033898.1
OG0006889	XP_026237990.1	NP_666491.1
OG0006890	XP_026268056.1	NP_001342510.1, NP_001342511.1, NP_080889.3, XP_011238056.1
OG0006891	XP_026256696.1	NP_667315.2, XP_006507941.1
OG0006892	XP_026256801.1	NP_667283.1
OG0006893	XP_026261077.1	NP_683733.2, NP_001139485.1, XP_006540608.1
OG0006894	XP_026251872.1	NP_062355.2
OG0006895	XP_026269667.1	NP_080120.1
OG0006896	XP_026257307.1	XP_030098876.1, NP_001347674.1, NP_001347675.1, NP_082619.3
OG0006897	XP_026238253.1	NP_068676.1
OG0006898	XP_026240438.1	NP_083354.3, XP_006508335.1
OG0006899	XP_026243089.1	NP_950200.2
OG0006900	XP_026243090.1	NP_001012436.1, NP_001010826.2, NP_001129707.1, XP_006507670.2
OG0006901	XP_026243091.1	NP_808364.2, XP_006507674.1
OG0006902	XP_026243095.1	NP_082686.1
OG0006903	XP_026256871.1	XP_036008748.1, NP_001387486.1
OG0006904	XP_026270279.1	NP_001035785.1
OG0006905	XP_026267439.1	XP_006526907.1
OG0006906	XP_026267415.1	XP_011245717.1, NP_001363974.1
OG0006907	XP_026251906.1	XP_017168990.1, NP_075026.1
OG0006908	XP_026256223.1	XP_006496189.1, NP_001013821.1
OG0006909	XP_026249461.1	XP_006518445.1, NP_598844.3, NP_001164165.1
OG0006910	XP_026253875.1	NP_001398638.1, XP_011243270.1, NP_034766.2
OG0006911	XP_026256048.1	NP_083837.2, NP_001177918.1
OG0006912	XP_026268510.1	NP_780708.1, XP_006519072.1
OG0006913	XP_026255369.1	XP_006518407.1
OG0006914	XP_026255083.1	NP_001412521.1, NP_659093.2
OG0006915	XP_026264783.1	NP_001392444.1
OG0006916	XP_026255145.1	NP_081271.2
OG0006918	XP_026270945.1	NP_001229297.1, NP_031998.3
OG0006919	XP_026238132.1	XP_017168146.1
OG0006920	XP_026240838.1	XP_036010740.1, NP_033599.2, NP_001363870.1
OG0006921	XP_026263937.1	NP_115776.2
OG0006922	XP_026263843.1	NP_001346863.1
OG0006923	XP_026261781.1, XP_026261765.1, XP_026261772.1	NP_780475.1
OG0006924	XP_026257411.1	NP_001397520.1, NP_766044.1
OG0006925	XP_026257414.1	NP_036017.3, XP_017168851.1
OG0006926	XP_026257415.1	NP_035854.4, NP_001393333.1
OG0006927	XP_026263866.1	XP_006512131.1, NP_035833.2
OG0006928	XP_026244322.1	XP_006524213.1, NP_038908.2
OG0006929	XP_026257813.1	NP_079571.1, NP_001361146.1
OG0006930	XP_026239714.1	NP_997551.1
OG0006931	XP_026239759.1	NP_001407217.1
OG0006932	XP_026240811.1	XP_006511284.1, NP_808443.2
OG0006933	XP_026235652.1	NP_780304.2
OG0006934	XP_026248693.1	NP_080431.1
OG0006935	XP_026257942.1	NP_001366402.1, NP_919338.2
OG0006936	XP_026246754.1	NP_001007582.1, NP_076304.2, XP_006500434.1
OG0006937	XP_026256502.1	NP_033881.2, NP_001277990.1, NP_001403837.1, XP_011237563.1
OG0006938	XP_026241580.1	NP_663508.1
OG0006939	XP_026241631.1	NP_848722.1
OG0006940	XP_026265533.1	NP_001129535.1, NP_064398.1, NP_001257930.1
OG0006941	XP_026265507.1	NP_080198.2
OG0006942	XP_026265509.1	NP_001405795.1, NP_001405794.1, NP_001405796.1, NP_084108.1
OG0006943	XP_026265514.1, XP_026265537.1	NP_033006.2, XP_036015592.1
OG0006944	XP_026265486.1	NP_077155.2, XP_006500125.1
OG0006945	XP_026257891.1	XP_030107027.1, NP_937857.1, NP_001278006.1, NP_001278005.1
OG0006946	XP_026257919.1	NP_444321.1
OG0006947	XP_026257863.1	NP_598608.2, XP_006500539.1
OG0006948	XP_026257862.1	NP_001411976.1, XP_006498745.1
OG0006949	XP_026257944.1	NP_001030047.2, XP_006499887.1
OG0006950	XP_026239001.1	XP_006499396.1, NP_001004721.1
OG0006951	XP_026239083.1	XP_006498844.1, NP_032206.1
OG0006952	XP_026239013.1	NP_001157688.1
OG0006953	XP_026238985.1	XP_017173316.1, NP_766262.2
OG0006954	XP_026239069.1	NP_001343424.1, XP_011238147.1, NP_084259.1
OG0006955	XP_026238969.1	NP_080400.1
OG0006956	XP_026239077.1	NP_080129.2
OG0006957	XP_026239027.1	NP_061339.4
OG0006958	XP_026238989.1	XP_006499087.1, NP_001342092.1
OG0006959	XP_026238982.1	NP_081710.1, NP_001278063.1, XP_006500225.1, NP_001278064.1
OG0006960	XP_026239118.1	NP_808518.1, XP_017174544.1
OG0006961	XP_026238938.1	NP_001278067.1, NP_001278066.1, NP_001349935.1, XP_006499420.1
OG0006962	XP_026238974.1, XP_026238976.1	NP_067255.2
OG0006963	XP_026239088.1	XP_006498936.1, NP_032678.1
OG0006964	XP_026239095.1	XP_006498850.1, NP_032287.2
OG0006965	XP_026238957.1	NP_001399373.1, NP_036162.3
OG0006966	XP_026239114.1	NP_001258981.1
OG0006967	XP_026264111.1	NP_032461.2, XP_036014685.1
OG0006969	XP_026246765.1	NP_473396.1
OG0006970	XP_026246718.1	NP_076054.1
OG0006971	XP_026246809.1	NP_032446.2, XP_017171221.1
OG0006972	XP_026246728.1	NP_001291471.1, NP_001291469.1, XP_036018592.1, NP_683731.1
OG0006973	XP_026246794.1	NP_034126.1
OG0006974	XP_026246745.1, XP_026267470.1	NP_001103622.1
OG0006975	XP_026262560.1	NP_001408530.1, NP_001408528.1, NP_001408529.1, NP_062420.2
OG0006976	XP_026268031.1	NP_001365722.1
OG0006977	XP_026269290.1	XP_006500664.1, NP_898985.2
OG0006978	XP_026246719.1	NP_808450.2
OG0006979	XP_026254659.1	NP_775569.2, XP_036014460.1
OG0006980	XP_026238483.1	XP_006518498.1, NP_659052.1, NP_001412497.1
OG0006981	XP_026253318.1	NP_035489.2
OG0006982	XP_026264536.1	NP_766450.2
OG0006983	XP_026250918.1	NP_062356.3, XP_036019060.1
OG0006984	XP_026250924.1	NP_808522.1
OG0006985	XP_026236890.1	NP_733479.1
OG0006986	XP_026250744.1	NP_001258552.1, NP_058671.2, XP_011243261.1
OG0006987	XP_026245512.1	XP_006509573.1
OG0006988	XP_026245543.1	NP_033162.1, NP_001411804.1
OG0006989	XP_026237553.1, XP_026249539.1	XP_017171322.1, NP_031824.1
OG0006990	XP_026254672.1	NP_666056.1
OG0006991	XP_026267380.1	NP_001103632.1, NP_780593.3, XP_006518483.1
OG0006992	XP_026253325.1	XP_006518577.1, NP_034212.1, NP_001041640.1
OG0006993	XP_026253295.1	NP_001139484.2, NP_001288581.1, NP_001288580.1
OG0006994	XP_026253287.1	NP_666167.3, XP_006518959.1
OG0006995	XP_026253266.1	XP_011243245.1
OG0006996	XP_026268531.1	NP_001103697.1
OG0006997	XP_026251845.1	NP_031881.1
OG0006998	XP_026237769.1	NP_777363.1
OG0006999	XP_026237778.1	NP_058058.1
OG0007000	XP_026250925.1	NP_038851.2, XP_006504980.1
OG0007001	XP_026237857.1	XP_006514008.1, NP_075708.2, NP_573447.2
OG0007002	XP_026258787.1, XP_026241849.1, XP_026241764.1	NP_032303.1
OG0007003	XP_026241787.1	XP_011246510.1
OG0007004	XP_026236309.1	NP_062798.1
OG0007005	XP_026241846.1	NP_082313.2, XP_006530521.1
OG0007006	XP_026241928.1	NP_766586.2
OG0007007	XP_026259192.1	NP_848737.3, XP_036021397.1, NP_001116138.1
OG0007008	XP_026259193.1	XP_036021467.1, NP_598521.1, NP_001161163.1
OG0007009	XP_026264988.1	NP_084268.2, XP_006530571.1
OG0007010	XP_026265019.1	XP_006530184.1, NP_683737.2
OG0007011	XP_026237037.1	NP_034928.1
OG0007012	XP_026257474.1	NP_001403704.1
OG0007013	XP_026257457.1, XP_026240567.1	NP_035369.2
OG0007014	XP_026257425.1	NP_001346821.1
OG0007015	XP_026257454.1	NP_083329.2
OG0007016	XP_026257526.1, XP_026257422.1	NP_081185.1, XP_006522574.1
OG0007017	XP_026257561.1	NP_001317976.1, NP_032249.3
OG0007018	XP_026266331.1	NP_035290.1
OG0007019	XP_026264765.1	NP_061300.1
OG0007020	XP_026264746.1	XP_006527396.1, NP_081616.1
OG0007021	XP_026248586.1, XP_026254563.1	NP_598861.1
OG0007023	XP_026263057.1	XP_006506404.1
OG0007024	XP_026263056.1	NP_033039.2
OG0007025	XP_026263058.1	NP_033780.2
OG0007026	XP_026259026.1	NP_620086.2, XP_030110957.1
OG0007027	XP_026259003.1	NP_031907.2
OG0007028	XP_026266651.1	XP_006506388.1, NP_001074655.1
OG0007029	XP_026269959.1	NP_001120790.1, NP_659504.2
OG0007030	XP_026247721.1	XP_006506968.1
OG0007031	XP_026247712.1	NP_001398551.1, NP_001398550.1, NP_898988.2
OG0007033	XP_026264300.1	NP_080006.3, XP_036015439.1
OG0007034	XP_026257203.1	NP_080301.1
OG0007035	XP_026257218.1	NP_803180.3, XP_006520926.1, NP_001158257.1
OG0007036	XP_026257209.1, XP_026257210.1	NP_848904.1
OG0007037	XP_026256428.1	NP_001240742.1
OG0007038	XP_026262805.1	NP_114030.2
OG0007039	XP_026262786.1	XP_006521308.1, NP_075550.2, NP_001107017.1
OG0007040	XP_026254414.1	NP_067505.2
OG0007041	XP_026254525.1	NP_001403264.1
OG0007043	XP_026269663.1	XP_030111165.1, NP_659064.1
OG0007044	XP_026266854.1	NP_001334356.2, NP_001028554.3
OG0007045	XP_026255305.1	NP_084441.3, XP_006506840.1, NP_001349078.1
OG0007046	XP_026250601.1	XP_030106916.1, NP_080536.2
