Orthogroup	Urocitellus_parryii	Myotis_lucifugus
OG0006952	XP_026239013.1	XP_006089530.1
OG0006953	XP_026238985.1	XP_006089541.1
OG0006954	XP_026239069.1	XP_023610262.1
OG0006955	XP_026238969.1	XP_006089572.1
OG0006956	XP_026239077.1	XP_006089579.1
OG0006957	XP_026239027.1	XP_023610264.1
OG0006958	XP_026238989.1	XP_006089586.1
OG0006959	XP_026238982.1	XP_023599237.1
OG0006960	XP_026239118.1	XP_023599241.1, XP_014306677.2
OG0006961	XP_026238938.1	XP_006085230.1
OG0006962	XP_026238974.1, XP_026238976.1	XP_006085241.1
OG0006963	XP_026239088.1	XP_023606573.1, XP_023612037.1
OG0006964	XP_026239095.1	XP_023612036.1
OG0006965	XP_026238957.1	XP_023612021.1, XP_006091481.1
OG0006966	XP_026239114.1	XP_006091478.1
OG0006967	XP_026264111.1	XP_023611995.1
OG0006969	XP_026246765.1	XP_023611949.1
OG0006970	XP_026246718.1	XP_023617493.1
OG0006971	XP_026246809.1	XP_023617523.1
OG0006972	XP_026246728.1	XP_023617516.1
OG0006973	XP_026246794.1	XP_006099158.1
OG0006974	XP_026246745.1, XP_026267470.1	XP_014320133.1
OG0006975	XP_026262560.1	XP_006095480.1
OG0006976	XP_026268031.1	XP_023615191.1, XP_023615192.1
OG0006977	XP_026269290.1	XP_023601283.1
OG0006978	XP_026246719.1	XP_023612027.1, XP_023604912.1
OG0006980	XP_026238483.1	XP_023608881.1
OG0006981	XP_026253318.1	XP_006100785.1
OG0006982	XP_026264536.1	XP_014308503.1
OG0006983	XP_026250918.1	XP_006085619.1
OG0006985	XP_026236890.1	XP_006092171.1
OG0006986	XP_026250744.1	XP_023606884.1
OG0006987	XP_026245512.1	XP_006081952.1
OG0006988	XP_026245543.1	XP_006081957.1, XP_023609266.1
OG0006989	XP_026237553.1, XP_026249539.1	XP_023608826.1
OG0006990	XP_026254672.1	XP_006082007.1
OG0006991	XP_026267380.1	XP_023614871.1
OG0006992	XP_026253325.1	XP_023614887.1
OG0006993	XP_026253295.1	XP_014321654.1
OG0006994	XP_026253287.1	XP_006100794.1
OG0006995	XP_026253266.1	XP_014323788.1
OG0006996	XP_026268531.1	XP_006082712.1
OG0006997	XP_026251845.1	XP_014322434.1, XP_006083049.1
OG0006998	XP_026237769.1	XP_023599933.1
OG0006999	XP_026237778.1	XP_023599157.1
OG0007000	XP_026250925.1	XP_006083673.1
OG0007001	XP_026237857.1	XP_014301637.2
OG0007002	XP_026241849.1, XP_026241764.1	XP_006103895.1
OG0007003	XP_026241787.1	XP_023601847.1, XP_006094945.1
OG0007004	XP_026236309.1	XP_006099081.1
OG0007005	XP_026241846.1	XP_006099094.1
OG0007006	XP_026241928.1	XP_014319374.1, XP_006109239.1
OG0007007	XP_026259192.1	XP_006096623.2
OG0007008	XP_026259193.1	XP_023616180.1
OG0007009	XP_026264988.1	XP_023616175.1
OG0007010	XP_026265019.1	XP_006098376.1
OG0007012	XP_026257474.1	XP_006106906.1
OG0007013	XP_026257457.1, XP_026240567.1	XP_006107520.1
OG0007015	XP_026257454.1	XP_014320507.2
OG0007016	XP_026257526.1, XP_026257422.1	XP_006099584.1
OG0007017	XP_026257561.1	XP_023618989.1
OG0007018	XP_026266331.1	XP_014301230.1
OG0007019	XP_026264765.1	XP_023600761.1
OG0007020	XP_026264746.1	XP_006096691.1
OG0007021	XP_026248586.1, XP_026254563.1	XP_006095789.1
OG0007023	XP_026263057.1	XP_023615723.1
OG0007024	XP_026263056.1	XP_014317527.1
OG0007025	XP_026263058.1	XP_023615717.1
OG0007026	XP_026259026.1	XP_023605734.1
OG0007027	XP_026259003.1	XP_006084239.1, XP_006084240.1
OG0007028	XP_026266651.1	XP_006084297.2
OG0007029	XP_026269959.1	XP_006084337.1
OG0007030	XP_026247721.1	XP_006090738.1
OG0007031	XP_026247712.1	XP_023611296.1
OG0007033	XP_026264300.1	XP_014309560.1
OG0007034	XP_026257203.1	XP_006086793.1
OG0007035	XP_026257218.1	XP_014309557.2
OG0007036	XP_026257209.1, XP_026257210.1	XP_006086783.1
OG0007037	XP_026256428.1	XP_014313635.1
OG0007038	XP_026262805.1	XP_006091604.1
OG0007039	XP_026262786.1	XP_006091612.1
OG0007040	XP_026254414.1	XP_014317214.1
OG0007041	XP_026254525.1	XP_006095816.1
OG0007042	XP_026254471.1	XP_006095860.1
OG0007043	XP_026269663.1	XP_023607064.1
OG0007044	XP_026266854.1	XP_006092206.1
OG0007045	XP_026255305.1	XP_023620473.1
OG0007046	XP_026250601.1	XP_006090060.1
OG0007047	XP_026250585.1, XP_026250555.1	XP_014312412.1
OG0007048	XP_026250565.1	XP_006090031.1
OG0007049	XP_026250595.1	XP_006090010.1
OG0007050	XP_026250599.1	XP_014312372.2, XP_006109186.1
OG0007051	XP_026263714.1	XP_014322597.1
OG0007052	XP_026256926.1	XP_023615583.1
OG0007053	XP_026256956.1	XP_006095996.1
OG0007054	XP_026256940.1	XP_014317410.1
OG0007055	XP_026244864.1	XP_006088192.1
OG0007056	XP_026244947.1	XP_023609138.1
OG0007057	XP_026244921.1, XP_026244983.1	XP_023609100.1
OG0007058	XP_026244912.1	XP_023609165.1
OG0007059	XP_026240079.1	XP_006107346.2
OG0007060	XP_026237972.1	XP_023618434.1, XP_023618433.1
OG0007061	XP_026235639.1, XP_026235638.1	XP_006096020.1
OG0007062	XP_026246594.1	XP_023606670.1
OG0007063	XP_026246592.1	XP_006085370.1
OG0007064	XP_026265818.1	XP_023611247.1, XP_006090683.1
OG0007065	XP_026263543.1	XP_023611198.1
OG0007066	XP_026254245.1, XP_026253051.1	XP_006109125.3, XP_006086421.1
OG0007067	XP_026239127.1	XP_006102196.1, XP_023599331.1
OG0007068	XP_026239201.1	XP_014315182.1
OG0007069	XP_026239140.1	XP_006102254.3, XP_014303015.2
OG0007071	XP_026253086.1	XP_006109909.2
OG0007072	XP_026248930.1	XP_006087545.1, XP_006087543.1
OG0007073	XP_026248004.1	XP_023613368.1
OG0007074	XP_026247104.1	XP_006109705.1
OG0007075	XP_026247702.1	XP_023602309.1
OG0007076	XP_026247616.1	XP_006086034.1
OG0007077	XP_026248966.1	XP_006086022.1
OG0007078	XP_026260369.1	XP_006085994.1
OG0007079	XP_026269180.1	XP_006085985.1
OG0007080	XP_026269178.1, XP_026269177.1	XP_006085978.1
OG0007081	XP_026240650.1	XP_006085964.1, XP_023611649.1
OG0007082	XP_026240634.1	XP_006104743.1
OG0007083	XP_026240667.1	XP_006104734.1
OG0007084	XP_026240652.1	XP_014318762.1
OG0007085	XP_026240663.1	XP_014315275.1
OG0007086	XP_026240593.1, XP_026240592.1	XP_006093461.1
OG0007087	XP_026240629.1	XP_006093453.1
OG0007088	XP_026243573.1	XP_006087896.1
OG0007089	XP_026243522.1	XP_006087923.1
OG0007090	XP_026243585.1	XP_006087924.2
OG0007091	XP_026243627.1	XP_023608905.1
OG0007092	XP_026243607.1	XP_006087965.1
OG0007094	XP_026267403.1	XP_006093772.1
OG0007095	XP_026249777.1	XP_023620361.1
OG0007096	XP_026267647.1	XP_014318342.1
OG0007097	XP_026267639.1	XP_006097072.1
OG0007098	XP_026249378.1	XP_023604810.1
OG0007099	XP_026249319.1	XP_014302135.1
OG0007100	XP_026249345.1	XP_023601372.1
OG0007102	XP_026236153.1	XP_006101916.1
OG0007103	XP_026255178.1	XP_014322432.1, XP_023600966.1
OG0007104	XP_026265851.1, XP_026265852.1	XP_014303069.1
OG0007105	XP_026265883.1	XP_006105474.1
OG0007106	XP_026265850.1	XP_023619343.1
OG0007107	XP_026235998.1	XP_023619298.1
OG0007108	XP_026235632.1	XP_023601736.1
OG0007109	XP_026267569.1	XP_014317414.1, XP_023611120.1
OG0007110	XP_026266406.1	XP_023601750.1, XP_023620615.1
OG0007111	XP_026266407.1	XP_014322181.1
OG0007112	XP_026266411.1	XP_006101443.1
OG0007113	XP_026258958.1	XP_006096655.1
OG0007114	XP_026257789.1	XP_014321206.1
OG0007115	XP_026260986.1	XP_014307572.1
OG0007116	XP_026260995.1	XP_006084676.1
OG0007117	XP_026235425.1	XP_023606060.1
OG0007118	XP_026237785.1	XP_006084631.1
OG0007119	XP_026267727.1	XP_006084627.1
OG0007120	XP_026238423.1	XP_023606071.1
OG0007121	XP_026269453.1	XP_023603144.1
OG0007122	XP_026264254.1	XP_006103563.1
OG0007123	XP_026251141.1	XP_023613073.1
OG0007124	XP_026249774.1	XP_023611123.1
OG0007125	XP_026266834.1	XP_023617867.1
OG0007126	XP_026258211.1, XP_026258212.1, XP_026258210.1, XP_026258213.1	XP_006094752.1
OG0007127	XP_026258180.1	XP_023617859.1, XP_023604619.1
OG0007128	XP_026259329.1	XP_006098422.2
OG0007129	XP_026251919.1	XP_014316135.1
OG0007130	XP_026250328.1, XP_026250322.1	XP_006096893.1
OG0007131	XP_026251804.1	XP_023616422.1
OG0007132	XP_026251731.1	XP_006090965.1
OG0007133	XP_026249946.1	XP_006090971.1
OG0007134	XP_026250363.1	XP_006091004.1
OG0007135	XP_026250040.1	XP_023613124.1, XP_006107721.1, XP_023613072.1
OG0007136	XP_026249482.1	XP_014314723.1
OG0007138	XP_026245089.1	XP_006084836.1
OG0007139	XP_026252854.1	XP_006095450.1
OG0007140	XP_026238701.1	XP_006084958.1
OG0007141	XP_026245183.1	XP_023606394.1
OG0007142	XP_026245105.1	XP_023606382.1
OG0007143	XP_026245152.1	XP_023606271.1, XP_006109404.1
OG0007144	XP_026245128.1	XP_006084876.1
OG0007145	XP_026267875.1	XP_023599769.1
OG0007146	XP_026250784.1	XP_014304848.1
OG0007147	XP_026250790.1	XP_023609653.1, XP_014306157.2
OG0007148	XP_026254715.1	XP_023607132.1, XP_006085780.1
OG0007150	XP_026236443.1	XP_023618798.1
OG0007151	XP_026240414.1	XP_014314822.1
OG0007152	XP_026263480.1	XP_023602431.1, XP_014306189.2, XP_014303284.2, XP_023602432.1
OG0007154	XP_026240397.1	XP_023613161.1
OG0007155	XP_026245370.1	XP_014323594.1
OG0007156	XP_026248880.1	XP_006083285.1, XP_006109165.2
OG0007157	XP_026248872.1	XP_006083276.1
OG0007158	XP_026248881.1	XP_006083271.1
OG0007159	XP_026266922.1	XP_023599353.1
OG0007160	XP_026241604.1	XP_023599255.1
OG0007161	XP_026247749.1	XP_023599196.1
OG0007162	XP_026247780.1	XP_006083092.1
OG0007163	XP_026256517.1	XP_014322418.1
OG0007164	XP_026244861.1, XP_026244860.1	XP_023618849.1, XP_014305752.1
OG0007165	XP_026244840.1	XP_023618867.1
OG0007166	XP_026243158.1	XP_023615658.1
OG0007167	XP_026261151.1	XP_014317151.1
OG0007168	XP_026250376.1	XP_006082515.1
OG0007169	XP_026246208.1	XP_006082636.1
OG0007170	XP_026236372.1	XP_023600374.1
OG0007171	XP_026252993.1	XP_006109003.1, XP_014318248.2
OG0007172	XP_026243300.1	XP_006094895.2
OG0007173	XP_026243183.1	XP_006094905.1
OG0007174	XP_026243249.1	XP_023614744.1
OG0007175	XP_026243800.1	XP_006094367.1, XP_023600854.1
OG0007176	XP_026236348.1	XP_023600367.1
OG0007178	XP_026243787.1	XP_006094371.1
OG0007179	XP_026262465.1	XP_006097290.3
OG0007180	XP_026237594.1	XP_006096211.1
OG0007181	XP_026236429.1	XP_006082262.1
OG0007184	XP_026250931.1	XP_023600775.1
OG0007185	XP_026252547.1	XP_014311215.1
OG0007186	XP_026257147.1	XP_006085684.1
OG0007187	XP_026257142.1, XP_026236189.1	XP_006085694.1
OG0007188	XP_026243353.1	XP_006090618.1
OG0007189	XP_026243355.1, XP_026243354.1	XP_006090620.1, XP_014312904.1
OG0007190	XP_026243382.1	XP_014312908.2
OG0007191	XP_026269525.1	XP_006097193.1
OG0007192	XP_026262530.1	XP_006097231.1
OG0007193	XP_026262538.1	XP_006097250.1
OG0007194	XP_026262529.1, XP_026262528.1	XP_014318501.1
OG0007195	XP_026237925.1	XP_006097281.1
OG0007197	XP_026255771.1	XP_023620380.1
OG0007198	XP_026255767.1	XP_014321330.1
OG0007199	XP_026268382.1	XP_023605505.1, XP_023605503.1, XP_006090743.1, XP_023620827.1
OG0007200	XP_026266293.1	XP_006084746.1
OG0007201	XP_026266271.1	XP_023606207.1
OG0007202	XP_026266276.1	XP_006084737.1
OG0007203	XP_026235928.1	XP_006084729.1, XP_023606204.1
OG0007205	XP_026258453.1	XP_006082337.1
OG0007206	XP_026252576.1	XP_023614363.1
OG0007207	XP_026268617.1	XP_006087764.1
OG0007208	XP_026268582.1	XP_006087761.1
OG0007209	XP_026268612.1	XP_014310362.2
OG0007210	XP_026268604.1	XP_006087734.1
OG0007211	XP_026268602.1	XP_006087837.1
OG0007213	XP_026236723.1	XP_023606025.1, XP_023606026.1, XP_023606027.1, XP_014307401.1, XP_023606024.1, XP_006109400.1
OG0007214	XP_026252694.1	XP_006106268.1
OG0007216	XP_026256843.1	XP_014316177.2, XP_014306260.1
OG0007217	XP_026236698.1	XP_006101363.1, XP_006101382.1
OG0007218	XP_026250841.1	XP_023614468.1
OG0007219	XP_026270019.1, XP_026269973.1	XP_023608638.1
OG0007223	XP_026257551.1	XP_023603980.1
OG0007228	XP_026238494.1	XP_006091892.1, XP_014313972.1
OG0007232	XP_026260295.1	XP_006099525.1
OG0007233	XP_026268041.1	XP_023600741.1
OG0007234	XP_026260417.1	XP_014309920.1
OG0007235	XP_026249101.1	XP_006091147.1
OG0007237	XP_026265063.1	XP_006101728.1
OG0007238	XP_026250394.1	XP_023618985.1
OG0007239	XP_026264113.1	XP_023612029.1
OG0007240	XP_026235551.1	XP_006102759.1
OG0007241	XP_026259049.1	XP_023605748.1, XP_014307114.1
OG0007242	XP_026262410.1	XP_006088703.1
OG0007243	XP_026259779.1	XP_023615078.1
OG0007244	XP_026248915.1	XP_006083274.1
OG0007245	XP_026266022.1, XP_026266024.1	XP_006090208.1
OG0007246	XP_026267477.1	XP_006090548.1
OG0007247	XP_026243317.1	XP_006094927.1
OG0007248	XP_026263801.1	XP_014318288.1
OG0007249	XP_026243869.1	XP_023601492.1
OG0007250	XP_026248357.1	XP_023613688.1
OG0007251	XP_026262888.1	XP_006091554.1
OG0007253	XP_026260908.1	XP_023600738.1
OG0007254	XP_026256243.1	XP_006088271.1
OG0007255	XP_026264756.1	XP_006096694.1
OG0007257	XP_026265388.1	XP_006096067.1
OG0007260	XP_026267113.1	XP_006099325.1
OG0007261	XP_026264154.1	XP_014313586.1, XP_006091459.1
OG0007262	XP_026270222.1	XP_006085882.1
OG0007263	XP_026260819.1	XP_006097878.1
OG0007264	XP_026240403.1	XP_006105269.1
OG0007265	XP_026258386.1	XP_006087033.1
OG0007266	XP_026262414.1	XP_023610943.1
OG0007267	XP_026235470.1	XP_006103701.1
OG0007268	XP_026258283.1	XP_023620598.1
OG0007269	XP_026249880.1	XP_006089268.1
OG0007270	XP_026248454.1	XP_023613880.1
OG0007271	XP_026261390.1	XP_006082133.1
OG0007272	XP_026258899.1	XP_006098160.1
OG0007273	XP_026236334.1	XP_006108528.3
OG0007274	XP_026260491.1	XP_023607591.1
OG0007275	XP_026267270.1	XP_006105710.1
OG0007276	XP_026255967.1	XP_006100236.1
OG0007277	XP_026267438.1	XP_006091886.1
OG0007278	XP_026249488.1	XP_023604729.1
OG0007279	XP_026270326.1	XP_006085550.1
OG0007280	XP_026266349.1	XP_023619371.1, XP_006109534.1
OG0007281	XP_026266088.1	XP_023619567.1
OG0007282	XP_026237359.1	XP_006107803.1, XP_006105212.1
OG0007283	XP_026255230.1	XP_014319415.1
OG0007284	XP_026239433.1	XP_014322089.1
OG0007285	XP_026252022.1	XP_014319123.1
OG0007286	XP_026266797.1	XP_014312238.1
OG0007287	XP_026263530.1	XP_006093801.1
OG0007288	XP_026248495.1	XP_014311180.1
OG0007290	XP_026267436.1	XP_023612158.1
OG0007291	XP_026268202.1	XP_006092332.1
OG0007292	XP_026263198.1	XP_023613541.1
OG0007293	XP_026254897.1	XP_023612300.1
OG0007294	XP_026254669.1	XP_014313421.1, XP_006109774.2
OG0007295	XP_026268294.1	XP_006108082.1
OG0007296	XP_026236664.1	XP_006087806.1
OG0007297	XP_026261784.1	XP_006102335.1
OG0007298	XP_026244610.1, XP_026244612.1	XP_006099238.1
OG0007299	XP_026245090.1	XP_006084878.3
OG0007300	XP_026247105.1	XP_023610076.1
OG0007301	XP_026243362.1	XP_006083015.1
OG0007302	XP_026251751.1	XP_023614978.1
OG0007303	XP_026254104.1	XP_023613714.1
OG0007305	XP_026265973.1	XP_006106870.1
OG0007306	XP_026235914.1	XP_006110092.1, XP_023608305.1
OG0007307	XP_026235179.1	XP_023604800.1
OG0007308	XP_026257698.1	XP_014309740.1
OG0007309	XP_026235817.1	XP_023607707.1, XP_006081523.1
OG0007310	XP_026266139.1, XP_026266140.1	XP_006091175.1
OG0007311	XP_026261669.1	XP_023603435.1
OG0007312	XP_026262297.1	XP_006091942.1
OG0007313	XP_026237399.1	XP_023619423.1, XP_014308497.1
OG0007314	XP_026252643.1	XP_023609187.1
OG0007315	XP_026261500.1	XP_014305981.1
OG0007316	XP_026260878.1	XP_023607551.1
OG0007317	XP_026265769.1	XP_023612996.1, XP_023612995.1, XP_023612994.1
OG0007318	XP_026260487.1	XP_006086314.1
OG0007319	XP_026235590.1	XP_006102778.1, XP_023599804.1
OG0007320	XP_026238664.1, XP_026238642.1	XP_023614888.1
OG0007321	XP_026268600.1	XP_006087726.1
OG0007322	XP_026235890.1	XP_006098701.1
OG0007323	XP_026262583.1	XP_023615190.1
OG0007324	XP_026238049.1	XP_023608593.1, XP_023608550.1
OG0007325	XP_026263629.1	XP_023604588.1
OG0007326	XP_026261620.1	XP_006100013.1
OG0007327	XP_026235489.1, XP_026236057.1	XP_023611149.1
OG0007328	XP_026246943.1	XP_006088079.1
OG0007329	XP_026269834.1	XP_006086239.1, XP_023605102.1
OG0007330	XP_026265968.1	XP_006102463.1
OG0007331	XP_026243288.1	XP_006087487.1, XP_006094918.1
OG0007332	XP_026245976.1	XP_006093122.1
OG0007333	XP_026241514.1	XP_023601827.1
OG0007334	XP_026246957.1	XP_023609046.1
OG0007335	XP_026245846.1	XP_014321319.1
OG0007336	XP_026237030.1	XP_023618954.1
OG0007337	XP_026267235.1	XP_006102474.1
OG0007338	XP_026268536.1	XP_006082367.1
OG0007339	XP_026250721.1	XP_006085572.1
OG0007340	XP_026256612.1	XP_006107379.2
OG0007341	XP_026249252.1	XP_014320158.1
OG0007344	XP_026238077.1	XP_023619033.1
OG0007346	XP_026238918.1	XP_006105406.1
OG0007347	XP_026263442.1, XP_026263435.1	XP_023604122.1
OG0007348	XP_026242635.1	XP_014321703.1
OG0007349	XP_026235973.1	XP_006082165.3
OG0007350	XP_026261541.1	XP_023600789.1
OG0007351	XP_026266001.1	XP_014323230.1
OG0007352	XP_026267621.1	XP_014302702.2
OG0007353	XP_026266478.1	XP_006086829.1
OG0007354	XP_026265958.1	XP_014304343.1
OG0007355	XP_026241429.1	XP_023601811.1
OG0007358	XP_026259499.1	XP_023600632.1
OG0007359	XP_026244401.1	XP_023611518.1
OG0007360	XP_026245894.1	XP_006086058.1
OG0007361	XP_026255008.1	XP_006087137.3
OG0007362	XP_026266794.1	XP_006089841.1
OG0007363	XP_026261023.1	XP_014320592.1
OG0007364	XP_026265306.1	XP_006085211.1
OG0007365	XP_026241977.1	XP_014310563.1
OG0007366	XP_026263757.1	XP_023616467.1
OG0007367	XP_026259496.1, XP_026259497.1	XP_006108062.1
OG0007370	XP_026263729.1	XP_006096971.1
OG0007371	XP_026256536.1	XP_006091737.1
OG0007372	XP_026268213.1	XP_023612735.1, XP_023612778.1, XP_023612736.1
OG0007373	XP_026250188.1	XP_006085327.1
OG0007374	XP_026267536.1	XP_006108132.3
OG0007375	XP_026242775.1	XP_006095025.1, XP_006100895.1
OG0007376	XP_026242599.1	XP_006095021.1
OG0007378	XP_026256780.1	XP_023614572.1
OG0007380	XP_026262317.1, XP_026262318.1	XP_006092093.1
OG0007381	XP_026256826.1, XP_026256824.1, XP_026256836.1	XP_006094612.1, XP_014306553.1
OG0007382	XP_026260336.1	XP_023603372.1, XP_023603374.1
OG0007383	XP_026256714.1	XP_006094675.1
OG0007384	XP_026267425.1	XP_006091889.1
OG0007385	XP_026235357.1	XP_006092135.1
OG0007386	XP_026249881.1	XP_023609945.1
OG0007387	XP_026236269.1	XP_014322427.1
OG0007388	XP_026261339.1	XP_006093194.1
OG0007389	XP_026266211.1	XP_006108514.1
OG0007390	XP_026248999.1	XP_023608364.1
OG0007391	XP_026268853.1	XP_006104350.1, XP_014305646.2
OG0007392	XP_026252950.1	XP_006096987.1
OG0007396	XP_026236921.1	XP_006097459.1
OG0007397	XP_026244464.1	XP_006090855.1
OG0007398	XP_026244470.1	XP_006096416.1, XP_006090850.1
OG0007399	XP_026244462.1	XP_006090849.1
OG0007400	XP_026263271.1	XP_006087238.1
OG0007401	XP_026248993.1	XP_006087193.2
OG0007403	XP_026237225.1	XP_023605868.1
OG0007404	XP_026237321.1, XP_026247688.1	XP_006084523.1
OG0007405	XP_026247691.1	XP_006084521.1
OG0007406	XP_026247652.1	XP_006084487.1
OG0007407	XP_026247681.1	XP_006084471.1
OG0007408	XP_026257740.1	XP_006084440.1
OG0007409	XP_026257735.1	XP_006089218.1
OG0007410	XP_026249639.1	XP_023600753.1
OG0007411	XP_026238456.1	XP_006103821.1
OG0007412	XP_026238457.1	XP_023600757.1
OG0007414	XP_026248924.1	XP_023602636.1
OG0007415	XP_026248936.1	XP_006103460.1
OG0007416	XP_026235332.1	XP_023604151.1
OG0007418	XP_026249851.1	XP_006089270.1
OG0007419	XP_026236894.1	XP_006089284.3
OG0007420	XP_026237160.1	XP_006089287.1
OG0007421	XP_026236557.1	XP_014316586.1
OG0007422	XP_026236271.1	XP_014322420.1
OG0007423	XP_026260238.1	XP_023607501.1, XP_023599316.1
OG0007424	XP_026270315.1	XP_006086903.1
OG0007425	XP_026245035.1	XP_006086875.1
OG0007426	XP_026245060.1	XP_006086878.1
OG0007427	XP_026245069.1	XP_006086867.1
OG0007428	XP_026262243.1	XP_014315824.1
OG0007429	XP_026270042.1	XP_006094178.1
OG0007430	XP_026262720.1	XP_023599394.1
OG0007432	XP_026262696.1	XP_014323063.1
OG0007433	XP_026235522.1	XP_006103447.1
OG0007434	XP_026266638.1	XP_023617071.1
OG0007435	XP_026235556.1	XP_023600470.1
OG0007436	XP_026236988.1	XP_023604317.1
OG0007437	XP_026237169.1	XP_023602224.1
OG0007438	XP_026236966.1	XP_023603753.1
OG0007439	XP_026237179.1	XP_006105455.1
OG0007440	XP_026237177.1	XP_006109590.1, XP_006109474.2
OG0007444	XP_026262084.1, XP_026262085.1, XP_026262086.1	XP_023604435.1, XP_023604434.1
OG0007446	XP_026261999.1	XP_023603783.1
OG0007447	XP_026262139.1	XP_006107852.1
OG0007448	XP_026262216.1	XP_023604017.1
OG0007449	XP_026262060.1	XP_006108095.1
OG0007450	XP_026262059.1	XP_006108139.1
OG0007451	XP_026262129.1	XP_023604486.1
OG0007452	XP_026262132.1	XP_023603537.1
OG0007453	XP_026262087.1	XP_023603529.1
OG0007454	XP_026266223.1	XP_023603330.1, XP_006109247.1
OG0007455	XP_026266212.1	XP_006106070.2, XP_023604870.1
OG0007456	XP_026259610.1	XP_023604267.1
OG0007457	XP_026259608.1	XP_006109466.1
OG0007458	XP_026259634.1	XP_006103661.1
OG0007459	XP_026259549.1	XP_006103648.1
OG0007460	XP_026267337.1	XP_014323467.2
OG0007461	XP_026267326.1	XP_006109361.1
OG0007462	XP_026267325.1	XP_023604245.1
OG0007463	XP_026267329.1	XP_006096783.1
OG0007464	XP_026267345.1	XP_006096768.1
OG0007465	XP_026267363.1	XP_006096762.1
OG0007466	XP_026267931.1	XP_006096750.1
OG0007467	XP_026267922.1	XP_006096729.1
OG0007468	XP_026267962.1, XP_026267963.1	XP_023616333.1
OG0007469	XP_026267933.1	XP_006096721.1
OG0007470	XP_026267950.1	XP_023616331.1
OG0007471	XP_026235864.1	XP_023618104.1
OG0007472	XP_026235845.1	XP_023618120.1
OG0007473	XP_026235885.1	XP_006098734.1
OG0007474	XP_026247079.1	XP_014319757.1
OG0007475	XP_026247059.1	XP_006098749.1
OG0007476	XP_026247027.1	XP_006096032.1
OG0007477	XP_026247012.1	XP_014317466.1
OG0007478	XP_026260414.1	XP_023608365.1
OG0007479	XP_026247604.1	XP_023609337.1
OG0007480	XP_026246635.1	XP_006081473.1
OG0007481	XP_026240294.1	XP_006097512.1
OG0007482	XP_026248075.1	XP_006103123.1, XP_014305549.1
OG0007483	XP_026253644.1	XP_023600734.1, XP_006109318.3
OG0007485	XP_026256982.1	XP_006102056.2
OG0007486	XP_026256990.1	XP_006094336.1
OG0007487	XP_026258166.1	XP_023607250.1
OG0007488	XP_026258118.1	XP_006086706.1
OG0007489	XP_026263532.1	XP_023613847.1
OG0007490	XP_026266042.1	XP_023618296.1
OG0007491	XP_026247618.1	XP_006094164.1
OG0007492	XP_026247577.1	XP_006088469.1
OG0007493	XP_026247597.1	XP_014311013.1
OG0007494	XP_026247581.1	XP_006088485.1
OG0007495	XP_026268491.1	XP_023609351.1
OG0007496	XP_026268770.1	XP_023609357.1, XP_006109503.3
OG0007497	XP_026257068.1	XP_006086571.1
OG0007498	XP_026257049.1	XP_023607935.1
OG0007499	XP_026240247.1	XP_006086675.1
OG0007500	XP_026240194.1	XP_006086495.1
OG0007501	XP_026240129.1	XP_014309266.1
OG0007502	XP_026240259.1, XP_026240258.1	XP_023607772.1
OG0007503	XP_026241745.1	XP_023603852.1
OG0007504	XP_026246639.1	XP_006081474.1
OG0007505	XP_026246647.1	XP_006081468.1
OG0007506	XP_026246659.1	XP_006081625.1
OG0007507	XP_026249014.1	XP_006081407.1
OG0007508	XP_026249038.1	XP_014307300.2
OG0007509	XP_026251471.1	XP_006109334.2
OG0007510	XP_026251450.1	XP_023618635.1
OG0007511	XP_026251518.1	XP_006099273.2
OG0007512	XP_026251516.1	XP_023618640.1
OG0007513	XP_026251509.1	XP_023602046.1
OG0007514	XP_026251415.1	XP_023602851.1
OG0007515	XP_026251469.1	XP_023602857.1, XP_023602858.1, XP_023605042.1
OG0007516	XP_026251454.1	XP_006106791.1
OG0007517	XP_026248064.1	XP_006103120.1
OG0007518	XP_026248079.1	XP_023604684.1
OG0007519	XP_026248057.1	XP_006107538.1
OG0007520	XP_026262659.1	XP_014306305.2, XP_014306298.2
OG0007521	XP_026262676.1	XP_023602246.1
OG0007522	XP_026262622.1	XP_006094267.1, XP_006094266.1
OG0007523	XP_026262634.1	XP_006094284.1
OG0007524	XP_026262606.1	XP_006094289.1, XP_023608210.1
OG0007525	XP_026262584.1	XP_006094312.1
OG0007526	XP_026247474.1	XP_023614243.1
OG0007527	XP_026247532.1	XP_014315997.1
OG0007528	XP_026247526.1	XP_014306197.1
OG0007529	XP_026235298.1	XP_006086935.1, NP_001273948.1
OG0007530	XP_026247483.1	XP_023616780.1
OG0007531	XP_026247374.1	XP_006097303.1
OG0007532	XP_026247549.1	XP_014318546.1
OG0007533	XP_026247487.1, XP_026247488.1	XP_014318573.1
OG0007534	XP_026247505.1	XP_014318574.1
OG0007535	XP_026247543.1	XP_014322838.1
OG0007536	XP_026247548.1	XP_006102020.3
OG0007537	XP_026247515.1, XP_026247514.1	XP_014322840.1
OG0007538	XP_026259391.1	XP_023614097.1
OG0007539	XP_026259382.1	XP_023614092.1
OG0007541	XP_026268808.1	XP_006094068.1
OG0007543	XP_026268819.1	XP_023614088.1
OG0007544	XP_026256605.1	XP_006094056.1
OG0007545	XP_026256573.1	XP_023602453.1
OG0007546	XP_026253670.1	XP_014302323.1
OG0007547	XP_026253666.1	XP_023600725.1
