Orthogroup	Urocitellus_parryii	Saimiri_boliviensis_boliviensis
OG0007089	XP_026243522.1	XP_003944209.1
OG0007090	XP_026243585.1	XP_039324672.1
OG0007091	XP_026243627.1	XP_039324856.1
OG0007092	XP_026243607.1	XP_003943050.1
OG0007093	XP_026256342.1	XP_039324753.1
OG0007094	XP_026267403.1	XP_003934363.2
OG0007096	XP_026267647.1	XP_039336392.1
OG0007097	XP_026267639.1	XP_039336390.1, XP_039336389.1
OG0007098	XP_026249378.1	XP_003927722.1
OG0007099	XP_026249319.1	XP_039336321.1
OG0007100	XP_026249345.1	XP_039336316.1
OG0007101	XP_026249340.1	XP_039336376.1
OG0007102	XP_026236153.1	XP_010336591.1
OG0007103	XP_026255178.1	XP_010336559.1
OG0007104	XP_026265851.1, XP_026265852.1	XP_039336438.1
OG0007105	XP_026265883.1	XP_039336355.1
OG0007106	XP_026265850.1	XP_010336523.1
OG0007107	XP_026235998.1	XP_039336465.1
OG0007108	XP_026235632.1	XP_039336366.1
OG0007109	XP_026267569.1	XP_010343191.1
OG0007110	XP_026266406.1	XP_003929507.2
OG0007111	XP_026266407.1	XP_010338378.1
OG0007112	XP_026266411.1	XP_003929597.2, XP_039329228.1, XP_039317250.1, XP_039324710.1
OG0007113	XP_026258958.1	XP_039324129.1
OG0007114	XP_026257789.1	XP_003929576.1
OG0007115	XP_026260986.1	XP_010333103.1
OG0007116	XP_026260995.1	XP_010333099.2
OG0007117	XP_026235425.1	XP_003924040.1
OG0007118	XP_026237785.1	XP_039324425.1
OG0007119	XP_026267727.1	XP_003924021.1, XP_039331602.1
OG0007120	XP_026238423.1	XP_003923994.1
OG0007121	XP_026269453.1	XP_039324380.1, XP_039324378.1, XP_039324379.1, XP_039324376.1
OG0007122	XP_026264254.1	XP_003932032.1, XP_010340910.1
OG0007123	XP_026251141.1	XP_010339915.2
OG0007124	XP_026249774.1	XP_039336553.1
OG0007126	XP_026258211.1, XP_026258212.1, XP_026258210.1, XP_026258213.1	XP_039333204.1
OG0007127	XP_026258180.1	XP_039323978.1, XP_039333588.1
OG0007128	XP_026259329.1	XP_039333067.1
OG0007129	XP_026251919.1	XP_039333314.1
OG0007130	XP_026250328.1, XP_026250322.1	XP_010344271.1
OG0007131	XP_026251804.1	XP_003935487.2
OG0007132	XP_026251731.1	XP_003935472.1
OG0007133	XP_026249946.1	XP_003935535.2
OG0007134	XP_026250363.1	XP_003941692.1
OG0007135	XP_026250040.1	XP_003941705.2
OG0007136	XP_026249482.1	XP_039317905.1
OG0007138	XP_026245089.1	XP_003927063.1
OG0007139	XP_026252854.1	XP_003932550.1
OG0007140	XP_026238701.1	XP_010335892.1
OG0007141	XP_026245183.1	XP_010335921.1
OG0007143	XP_026245152.1	XP_039334772.1
OG0007144	XP_026245128.1	XP_003927037.2
OG0007145	XP_026267875.1	XP_010334019.1, XP_003925033.1
OG0007146	XP_026250784.1	XP_039319398.1, XP_010333974.1
OG0007147	XP_026250790.1	XP_039336265.1
OG0007148	XP_026254715.1	XP_039318619.1
OG0007149	XP_026262905.1	XP_039318621.1
OG0007150	XP_026236443.1	XP_039318626.1, XP_039318627.1, XP_010336383.1
OG0007151	XP_026240414.1	XP_010336351.2, XP_010336352.2, XP_039331308.1
OG0007152	XP_026263480.1	XP_003927333.2
OG0007153	XP_026271091.1	XP_003944892.1
OG0007154	XP_026240397.1	XP_003931288.1, XP_039318656.1
OG0007155	XP_026245370.1	XP_010350376.1
OG0007156	XP_026248880.1	XP_003921992.2
OG0007157	XP_026248872.1	XP_010328010.1
OG0007158	XP_026248881.1	XP_003921978.2
OG0007159	XP_026266922.1	XP_039326055.1
OG0007160	XP_026241604.1	XP_010344993.2, XP_003921900.2
OG0007161	XP_026247749.1	XP_039326040.1
OG0007162	XP_026247780.1	XP_039325671.1
OG0007163	XP_026256517.1	XP_039325869.1
OG0007164	XP_026244861.1, XP_026244860.1	XP_039325810.1
OG0007165	XP_026244840.1	XP_003940856.1
OG0007167	XP_026261151.1	XP_010334732.1
OG0007168	XP_026250376.1	XP_003925652.2
OG0007169	XP_026246208.1	XP_039326076.1
OG0007170	XP_026236372.1	XP_003938038.2
OG0007171	XP_026252993.1	XP_003938355.1
OG0007172	XP_026243300.1	XP_039322435.1
OG0007173	XP_026243183.1	XP_010347292.1
OG0007174	XP_026243249.1	XP_010339323.1
OG0007175	XP_026243800.1	XP_039319363.1
OG0007176	XP_026236348.1	XP_003938021.2
OG0007177	XP_026236359.1	XP_003938023.1, XP_039319704.1
OG0007178	XP_026243787.1	XP_003930389.1
OG0007179	XP_026262465.1	XP_003939599.1
OG0007180	XP_026237594.1	XP_010330195.2, XP_039323193.1, XP_039323192.1
OG0007181	XP_026236429.1	XP_010339991.1, XP_003931099.1
OG0007182	XP_026237278.1	XP_039331437.1, XP_010334317.1, XP_010334323.1, XP_039331438.1
OG0007183	XP_026237279.1, XP_026237280.1	XP_039331439.1
OG0007184	XP_026250931.1	XP_003920351.2
OG0007185	XP_026252547.1	XP_003920550.3
OG0007186	XP_026257147.1	XP_003924140.1
OG0007187	XP_026257142.1	XP_039331457.1
OG0007188	XP_026243353.1	XP_010333121.1
OG0007189	XP_026243355.1, XP_026243354.1	XP_039331610.1
OG0007190	XP_026243382.1	XP_010348438.1, XP_010348439.1
OG0007191	XP_026269525.1	XP_010348460.2
OG0007192	XP_026262530.1	XP_003939589.1
OG0007193	XP_026262538.1	XP_003939606.1
OG0007194	XP_026262529.1, XP_026262528.1	XP_010348548.1
OG0007195	XP_026237925.1	XP_039331556.1, XP_039331606.1
OG0007196	XP_026263217.1	XP_039331642.1
OG0007197	XP_026255771.1	XP_010329184.1
OG0007198	XP_026255767.1	XP_003943124.1
OG0007199	XP_026268382.1	XP_039331372.1
OG0007200	XP_026266293.1	XP_003940179.1
OG0007201	XP_026266271.1	XP_010349152.1, XP_010349154.1, XP_010349153.1
OG0007202	XP_026266276.1	XP_003940187.1
OG0007203	XP_026235928.1	XP_010349177.1
OG0007205	XP_026258453.1	XP_010344688.1
OG0007206	XP_026252576.1	XP_003935898.1
OG0007207	XP_026268617.1	XP_010330064.1, XP_010330063.1
OG0007208	XP_026268582.1	XP_003926657.2, XP_003943923.2
OG0007209	XP_026268612.1	XP_039320001.1
OG0007210	XP_026268604.1	XP_010330092.1
OG0007211	XP_026268602.1	XP_039319841.1
OG0007212	XP_026252961.1	XP_003938350.3
OG0007213	XP_026236723.1	XP_003932495.1
OG0007214	XP_026252694.1	XP_003934332.1
OG0007215	XP_026258901.1	XP_003927500.1
OG0007216	XP_026256843.1	XP_010332541.1
OG0007219	XP_026270019.1, XP_026269973.1	XP_010333412.1, XP_003924423.1
OG0007221	XP_026261301.1	XP_039318880.1
OG0007223	XP_026257551.1	XP_039318478.1
OG0007228	XP_026238494.1	XP_003920208.1, XP_010333249.1
OG0007232	XP_026260295.1	XP_010345123.1
OG0007233	XP_026268041.1	XP_039335508.1
OG0007234	XP_026260417.1	XP_039319452.1
OG0007235	XP_026249101.1	XP_003925236.2
OG0007236	XP_026267086.1	XP_039326292.1
OG0007237	XP_026265063.1	XP_039333978.1, XP_039328904.1
OG0007238	XP_026250394.1	XP_003925677.1
OG0007239	XP_026264113.1	XP_003936524.1
OG0007240	XP_026235551.1	XP_039330898.1
OG0007241	XP_026259049.1	XP_039317647.1, XP_003944911.1
OG0007242	XP_026262410.1	XP_010334090.1
OG0007243	XP_026259779.1	XP_003942012.1
OG0007244	XP_026248915.1	XP_010327930.1
OG0007245	XP_026266022.1, XP_026266024.1	XP_003925954.1
OG0007246	XP_026267477.1	XP_003921065.1
OG0007247	XP_026243317.1	XP_003930485.2
OG0007248	XP_026263801.1	XP_003938005.1
OG0007249	XP_026243869.1	XP_010333806.1
OG0007250	XP_026248357.1	XP_003923742.2
OG0007251	XP_026262888.1	XP_003927822.2
OG0007252	XP_026251257.1	XP_010350429.1
OG0007253	XP_026260908.1	XP_003920037.1
OG0007254	XP_026256243.1	XP_039316260.1
OG0007255	XP_026264756.1	XP_003922485.1
OG0007256	XP_026270741.1	XP_003938933.2
OG0007257	XP_026265388.1	XP_003927254.1
OG0007258	XP_026247320.1	XP_010343707.1, XP_003921260.1, XP_010343711.1, XP_039328580.1
OG0007259	XP_026268543.1	XP_039325839.1
OG0007260	XP_026267113.1	XP_003928858.1
OG0007261	XP_026264154.1	XP_003936491.1, XP_010345212.1
OG0007262	XP_026270222.1	XP_010333240.1
OG0007263	XP_026260819.1	XP_003937871.2
OG0007265	XP_026258386.1	XP_003924663.1, XP_039324976.1
OG0007266	XP_026262414.1	XP_010334025.1
OG0007267	XP_026235470.1	XP_003933303.1
OG0007268	XP_026258283.1	XP_039334144.1
OG0007269	XP_026249880.1	XP_003938668.1
OG0007270	XP_026248454.1	XP_010348415.2
OG0007271	XP_026261390.1	XP_003931199.1
OG0007272	XP_026258899.1	XP_039316865.1
OG0007274	XP_026260491.1	XP_010347006.2
OG0007275	XP_026267270.1	XP_003932904.1, XP_010341746.1
OG0007276	XP_026255967.1	XP_010337185.2
OG0007277	XP_026267438.1	XP_039326363.1
OG0007278	XP_026249488.1	XP_010328359.1
OG0007279	XP_026270326.1	XP_039329367.1
OG0007280	XP_026266349.1	XP_003921101.2
OG0007281	XP_026266088.1	XP_003921112.2
OG0007282	XP_026237359.1	XP_003944354.1
OG0007283	XP_026255230.1	XP_039325333.1
OG0007284	XP_026239433.1	XP_039323864.1, XP_039326529.1
OG0007285	XP_026252022.1	XP_010339456.1
OG0007286	XP_026266797.1	XP_039329646.1
OG0007287	XP_026263530.1	XP_039334927.1
OG0007288	XP_026248495.1	XP_003928041.1
OG0007289	XP_026270720.1	XP_039323253.1
OG0007290	XP_026267436.1	XP_003920231.1
OG0007291	XP_026268202.1	XP_010329790.2
OG0007292	XP_026263198.1	XP_003933743.1
OG0007293	XP_026254897.1	XP_010332576.2
OG0007294	XP_026254669.1	XP_010330370.2
OG0007295	XP_026268294.1	XP_039318307.1
OG0007296	XP_026236664.1	XP_003939131.1
OG0007297	XP_026261784.1	XP_003924346.1
OG0007298	XP_026244610.1, XP_026244612.1	XP_010338270.1
OG0007299	XP_026245090.1	XP_003927036.1
OG0007300	XP_026247105.1	XP_003926383.1
OG0007301	XP_026243362.1	XP_003924104.1, XP_010333129.1
OG0007302	XP_026251751.1	XP_039325652.1
OG0007303	XP_026254104.1	XP_010348249.1
OG0007305	XP_026265973.1	XP_010341809.1, XP_003932964.1
OG0007306	XP_026235914.1	XP_003926236.1
OG0007307	XP_026235179.1	XP_039327109.1
OG0007308	XP_026257698.1	XP_010333643.2
OG0007309	XP_026235817.1	XP_039325013.1
OG0007310	XP_026266139.1, XP_026266140.1	XP_003925220.1
OG0007311	XP_026261669.1	XP_003926850.2
OG0007312	XP_026262297.1	XP_003945343.2
OG0007313	XP_026237399.1	XP_003921571.1
OG0007314	XP_026252643.1	XP_039316548.1
OG0007315	XP_026261500.1	XP_010329944.1
OG0007316	XP_026260878.1	XP_039330029.1
OG0007317	XP_026265769.1	XP_003932972.1
OG0007318	XP_026260487.1	XP_003938179.1
OG0007319	XP_026235590.1	XP_003943848.1
OG0007320	XP_026238664.1, XP_026238642.1	XP_010346065.1
OG0007321	XP_026268600.1	XP_003943951.2
OG0007322	XP_026235890.1	XP_003937431.1
OG0007323	XP_026262583.1	XP_010341445.1
OG0007324	XP_026238049.1	XP_010347174.1
OG0007325	XP_026263629.1	XP_039335269.1
OG0007326	XP_026261620.1	XP_003928682.2
OG0007327	XP_026235489.1	XP_003939536.1
OG0007328	XP_026246943.1	XP_039331055.1, XP_010339923.1
OG0007329	XP_026269834.1	XP_039317049.1
OG0007330	XP_026265968.1	XP_039332887.1, XP_039318968.1
OG0007331	XP_026243288.1	XP_003930487.1
OG0007332	XP_026245976.1	XP_010344501.2
OG0007333	XP_026241514.1	XP_010331910.1
OG0007334	XP_026246957.1	XP_003925279.1
OG0007335	XP_026245846.1	XP_039322799.1
OG0007336	XP_026237030.1	XP_039318284.1
OG0007337	XP_026267235.1	XP_039319033.1
OG0007338	XP_026268536.1	XP_003936772.1
OG0007339	XP_026250721.1	XP_039322892.1, XP_010334652.1
OG0007340	XP_026256612.1	XP_039329581.1
OG0007341	XP_026249252.1	XP_010344754.1, XP_010345873.2
OG0007342	XP_026241726.1	XP_010334912.2
OG0007344	XP_026238077.1	XP_003928140.1
OG0007346	XP_026238918.1	XP_003927179.1
OG0007347	XP_026263442.1, XP_026263435.1	XP_010342527.1
OG0007348	XP_026242635.1	XP_003942893.1
OG0007349	XP_026235973.1	XP_003931173.2
OG0007350	XP_026261541.1	XP_003930338.1
OG0007351	XP_026266001.1	XP_039318963.1
OG0007352	XP_026267621.1	XP_039322310.1
OG0007353	XP_026266478.1	XP_010335649.1
OG0007354	XP_026265958.1	XP_003932941.2
OG0007355	XP_026241429.1	XP_039334226.1
OG0007356	XP_026249595.1	XP_003933818.1
OG0007357	XP_026259469.1	XP_010349241.1
OG0007358	XP_026259499.1	XP_039322051.1
OG0007359	XP_026244401.1	XP_010345324.1
OG0007360	XP_026245894.1	XP_039325208.1
OG0007361	XP_026255008.1	XP_003939951.2
OG0007362	XP_026266794.1	XP_039329478.1
OG0007363	XP_026261023.1	XP_039315917.1
OG0007364	XP_026265306.1	XP_003924759.1
OG0007365	XP_026241977.1	XP_003943103.1
OG0007366	XP_026263757.1	NP_001289592.1
OG0007367	XP_026259496.1, XP_026259497.1	XP_039321810.1
OG0007368	XP_026242711.1	XP_039332747.1
OG0007369	XP_026258690.1	XP_010344386.1
OG0007370	XP_026263729.1	XP_003937977.1
OG0007371	XP_026256536.1	XP_010333772.1
OG0007372	XP_026268213.1	XP_039332855.1
OG0007373	XP_026250188.1	XP_003940902.1
OG0007374	XP_026267536.1	XP_010345019.1, XP_039334966.1
OG0007375	XP_026242775.1	XP_003942859.1
OG0007376	XP_026242599.1	XP_010328954.1
OG0007378	XP_026256780.1	XP_003923434.2
OG0007379	XP_026242297.1	XP_010349707.2
OG0007380	XP_026262317.1, XP_026262318.1	XP_003920199.2
OG0007381	XP_026256826.1, XP_026256824.1, XP_026256836.1	XP_010332945.2
OG0007382	XP_026260336.1	XP_003923921.1, XP_003923920.1
OG0007384	XP_026267425.1	XP_003920218.1
OG0007385	XP_026235357.1	XP_039326303.1
OG0007386	XP_026249881.1	XP_010347604.2
OG0007387	XP_026236269.1	XP_039331180.1
OG0007388	XP_026261339.1	XP_003933399.1, XP_039333525.1
OG0007389	XP_026266211.1	XP_010349290.2
OG0007390	XP_026248999.1	XP_003926080.1
OG0007391	XP_026268853.1	XP_039317403.1
OG0007392	XP_026252950.1	XP_003938362.1, XP_003923280.1
OG0007394	XP_026236993.1	XP_039322038.1
OG0007395	XP_026262008.1	XP_003940408.1
OG0007396	XP_026236921.1	XP_039319577.1
OG0007397	XP_026244464.1	XP_003926033.1
OG0007398	XP_026244470.1	XP_003926039.1
OG0007399	XP_026244462.1	XP_010335025.1
OG0007400	XP_026263271.1	XP_003926058.1
OG0007401	XP_026248993.1	XP_003945193.2
OG0007402	XP_026248951.1	XP_010335082.1
OG0007403	XP_026237225.1	XP_003932488.2
OG0007404	XP_026237321.1, XP_026247688.1	XP_003932503.1
OG0007405	XP_026247691.1	XP_003932504.1
OG0007406	XP_026247652.1	XP_010335866.1
OG0007407	XP_026247681.1	XP_039323875.1
OG0007408	XP_026257740.1	XP_039323369.1
OG0007409	XP_026257735.1	XP_039323900.1
OG0007410	XP_026249639.1	XP_039323880.1
OG0007411	XP_026238456.1	XP_010342619.2
OG0007412	XP_026238457.1	XP_003933822.1
OG0007413	XP_026248935.1	XP_003933827.2
OG0007414	XP_026248924.1	XP_039323513.1
OG0007415	XP_026248936.1	XP_003933833.1
OG0007416	XP_026235332.1	XP_039323660.1
OG0007417	XP_026235336.1	XP_039323624.1
OG0007418	XP_026249851.1	XP_003938666.1
OG0007419	XP_026236894.1	XP_003932418.1
OG0007420	XP_026237160.1	XP_003922393.1, XP_039325038.1, XP_039323325.1
OG0007421	XP_026236557.1	XP_003932467.2
OG0007422	XP_026236271.1	XP_039331050.1, XP_039331170.1
OG0007423	XP_026260238.1	XP_010350176.1
OG0007424	XP_026270315.1	XP_010349015.1
OG0007425	XP_026245035.1	XP_003921006.2
OG0007426	XP_026245060.1	XP_003920902.1
OG0007427	XP_026245069.1	XP_003935672.1
OG0007428	XP_026262243.1	XP_039317205.1
OG0007429	XP_026270042.1	XP_003935711.1
OG0007430	XP_026262720.1	XP_003938250.2
OG0007431	XP_026262692.1, XP_026262694.1, XP_026262693.1	XP_003941199.1
OG0007432	XP_026262696.1	XP_003938256.1
OG0007433	XP_026235522.1	XP_010330673.1, XP_039321951.1
OG0007434	XP_026266638.1	XP_039333754.1
OG0007435	XP_026235556.1	XP_010330665.1
OG0007436	XP_026236988.1	XP_039322653.1
OG0007437	XP_026237169.1	XP_039322507.1
OG0007438	XP_026236966.1	XP_039322960.1
OG0007439	XP_026237179.1	XP_039322712.1
OG0007440	XP_026237177.1	XP_003944722.1
OG0007441	XP_026236946.1	XP_003944137.3
OG0007443	XP_026262069.1	XP_039322474.1
OG0007445	XP_026262205.1, XP_026262206.1, XP_026262204.1, XP_026262207.1	XP_039322367.1
OG0007446	XP_026261999.1	XP_010349405.1
OG0007447	XP_026262139.1	XP_039322915.1
OG0007448	XP_026262216.1	XP_010349372.1, XP_003940394.1
OG0007449	XP_026262060.1	XP_010349352.1
OG0007450	XP_026262059.1	XP_010349346.2
OG0007451	XP_026262129.1	XP_039321612.1
OG0007452	XP_026262132.1	XP_003940374.1
OG0007453	XP_026262087.1	XP_003940373.1
OG0007454	XP_026266223.1	XP_039322832.1
OG0007455	XP_026266212.1	XP_039321360.1
OG0007456	XP_026259610.1	XP_010349284.1
OG0007457	XP_026259608.1	XP_003940287.1
OG0007458	XP_026259634.1	XP_003943249.2
OG0007459	XP_026259549.1	XP_039322069.1
OG0007460	XP_026267337.1	XP_039321828.1
OG0007461	XP_026267326.1	XP_039322183.1
OG0007462	XP_026267325.1	XP_039321782.1
OG0007463	XP_026267329.1	XP_039322922.1
OG0007464	XP_026267345.1	XP_010329272.2
OG0007465	XP_026267363.1	XP_003943183.1, XP_039336057.1
OG0007466	XP_026267931.1	XP_003943168.1
OG0007467	XP_026267922.1	XP_039331345.1, XP_003937499.1, XP_039320584.1
OG0007468	XP_026267962.1, XP_026267963.1	XP_039321849.1
OG0007469	XP_026267933.1	XP_039321837.1
OG0007470	XP_026267950.1	XP_003937484.2
OG0007471	XP_026235864.1	XP_039321813.1
OG0007472	XP_026235845.1	XP_010346260.1
OG0007473	XP_026235885.1	XP_010346235.1
OG0007474	XP_026247079.1	XP_039323122.1
OG0007475	XP_026247059.1	XP_003937390.2
OG0007476	XP_026247027.1	XP_010346177.1
OG0007477	XP_026247012.1	XP_003937364.2
OG0007478	XP_026260414.1	XP_039319528.1
OG0007479	XP_026247604.1	XP_039334491.1
OG0007480	XP_026246635.1	XP_003925849.1
OG0007481	XP_026240294.1	XP_010342818.1
OG0007482	XP_026248075.1	XP_039319965.1
OG0007483	XP_026253644.1	XP_010344819.2
OG0007484	XP_026253682.1	XP_039334826.1, XP_039329978.1
OG0007485	XP_026256982.1	XP_010339541.2
OG0007486	XP_026256990.1	XP_003930766.2
OG0007487	XP_026258166.1	XP_003930712.1
OG0007488	XP_026258118.1	XP_039334891.1
OG0007489	XP_026263532.1	XP_003930694.2
OG0007490	XP_026266042.1	XP_010339482.1
OG0007491	XP_026247618.1	XP_039334896.1
OG0007492	XP_026247577.1	XP_039334769.1
OG0007493	XP_026247597.1	XP_010347989.1
OG0007494	XP_026247581.1	XP_010347999.1
OG0007495	XP_026268491.1	XP_039334791.1
OG0007496	XP_026268770.1	XP_039334865.1
OG0007497	XP_026257068.1	XP_039324303.1
OG0007498	XP_026257049.1	XP_010342764.2
OG0007499	XP_026240247.1	XP_010336552.2
OG0007500	XP_026240194.1	XP_039333619.1
OG0007501	XP_026240129.1	XP_003920588.2
OG0007502	XP_026240259.1, XP_026240258.1	XP_010336797.1
OG0007503	XP_026241745.1	XP_039323605.1
OG0007504	XP_026246639.1	XP_003925851.1
OG0007505	XP_026246647.1	XP_003925843.1
OG0007506	XP_026246659.1	XP_003925832.2
OG0007507	XP_026249014.1	XP_010334836.1
OG0007508	XP_026249038.1	XP_003925809.1
OG0007509	XP_026251471.1	XP_010329683.1
OG0007510	XP_026251450.1	XP_039331735.1
OG0007511	XP_026251518.1	XP_003943552.1
OG0007512	XP_026251516.1	XP_003943554.2
OG0007513	XP_026251509.1	XP_010329647.2
OG0007514	XP_026251415.1	XP_003943523.2
OG0007515	XP_026251469.1	XP_003943518.2
OG0007516	XP_026251454.1	XP_003943504.1
OG0007517	XP_026248064.1	XP_039331240.1
OG0007518	XP_026248079.1	XP_003937305.1
OG0007519	XP_026248057.1	XP_010346129.1
OG0007520	XP_026262659.1	XP_010346123.2
OG0007521	XP_026262676.1	XP_039318883.1
OG0007522	XP_026262622.1	XP_010346417.2
OG0007523	XP_026262634.1	XP_010346503.2
OG0007524	XP_026262606.1	XP_039330218.1
OG0007525	XP_026262584.1	XP_010346440.1
OG0007526	XP_026247474.1	XP_010346445.1
OG0007527	XP_026247532.1	XP_010346457.1
OG0007528	XP_026247526.1	XP_003937633.1
OG0007529	XP_026235298.1	XP_003937640.1
OG0007530	XP_026247483.1	XP_039329810.1
OG0007531	XP_026247374.1	XP_039330316.1
OG0007532	XP_026247549.1	XP_039330232.1
OG0007533	XP_026247487.1, XP_026247488.1	XP_039330351.1, XP_039330352.1
OG0007534	XP_026247505.1	XP_039330122.1
OG0007535	XP_026247543.1	XP_003934858.1
OG0007536	XP_026247548.1	XP_010343687.2
OG0007537	XP_026247515.1, XP_026247514.1	XP_039329843.1
OG0007538	XP_026259391.1	XP_010343758.1
OG0007539	XP_026259382.1	XP_039330112.1
OG0007541	XP_026268808.1	XP_039329957.1
OG0007543	XP_026268819.1	XP_010343804.2
OG0007544	XP_026256605.1	XP_039329960.1
OG0007545	XP_026256573.1	XP_039329592.1, XP_010348782.1
OG0007546	XP_026253670.1	XP_003936064.1
OG0007547	XP_026253666.1	XP_039330454.1
OG0007548	XP_026253667.1	XP_039329700.1
OG0007549	XP_026266395.1	XP_039334928.1
OG0007550	XP_026242574.1	XP_003941031.1
OG0007551	XP_026264830.1	XP_010337650.1
OG0007552	XP_026241659.1	XP_003920775.2
OG0007553	XP_026247092.1	XP_003920760.1
OG0007554	XP_026250831.1	XP_003920771.2
OG0007555	XP_026241646.1	XP_003920786.1
OG0007556	XP_026241647.1	XP_039328265.1, XP_039325449.1
OG0007557	XP_026250333.1	XP_039335121.1
OG0007558	XP_026271039.1	XP_003920854.1
OG0007559	XP_026249048.1	XP_039324877.1
OG0007560	XP_026249010.1	XP_003920871.1
OG0007561	XP_026259899.1	XP_010339362.1
OG0007562	XP_026259903.1	XP_003920886.1, XP_010339420.1
OG0007563	XP_026258394.1	XP_003943727.1
OG0007564	XP_026258395.1	XP_039336000.1
OG0007565	XP_026248825.1	XP_003940607.1
OG0007566	XP_026262757.1	XP_039335924.1
OG0007567	XP_026250484.1	XP_003940590.2
OG0007568	XP_026243894.1	XP_003921804.1
OG0007569	XP_026243965.1	XP_010347948.1
OG0007570	XP_026243985.1	XP_039335948.1, XP_039335943.1
OG0007571	XP_026243998.1	XP_039335998.1
OG0007572	XP_026256263.1	XP_003921741.1
OG0007573	XP_026256286.1	XP_003921746.1
OG0007574	XP_026256327.1	XP_010329124.1
OG0007575	XP_026251045.1	XP_003934701.1
OG0007576	XP_026251074.1	XP_010343615.2
OG0007577	XP_026250989.1	XP_039324056.1
OG0007578	XP_026236158.1	XP_039323989.1, XP_039323792.1
OG0007579	XP_026236163.1	XP_039324061.1
OG0007580	XP_026236169.1	XP_039324063.1
OG0007581	XP_026258574.1	XP_039324465.1
OG0007582	XP_026258792.1	XP_003934733.2
OG0007583	XP_026241732.1	XP_010336496.1
OG0007584	XP_026242373.1	XP_003927550.1
OG0007585	XP_026259073.1	XP_039324484.1
OG0007586	XP_026259298.1	XP_003927515.2
OG0007587	XP_026259289.1, XP_026259282.1	XP_003927513.1
OG0007588	XP_026237337.1	XP_039324207.1
OG0007589	XP_026258387.1	XP_003943735.2
OG0007590	XP_026258956.1	XP_003927536.2
OG0007591	XP_026246033.1	XP_003928662.1
OG0007592	XP_026268756.1	XP_010344189.2
OG0007593	XP_026268854.1	XP_039320212.1
OG0007594	XP_026268640.1	XP_003940820.2
OG0007595	XP_026268377.1	XP_039320163.1
OG0007596	XP_026264829.1	XP_010337648.1
OG0007597	XP_026264837.1	XP_003928755.2
OG0007598	XP_026249532.1	XP_003928744.1
OG0007599	XP_026249514.1	XP_039334239.1
OG0007600	XP_026250430.1	XP_003928733.1
OG0007601	XP_026250439.1	XP_003928728.1
OG0007602	XP_026250428.1	XP_003928724.1, XP_039334352.1
OG0007603	XP_026250445.1	XP_003928709.1
OG0007604	XP_026261602.1	XP_039333911.1
OG0007605	XP_026245996.1	XP_039334266.1
OG0007606	XP_026245958.1	XP_003939858.1
OG0007607	XP_026245991.1	XP_010348797.1
OG0007608	XP_026246057.1	XP_010348774.2
OG0007609	XP_026245988.1	XP_010348767.2
OG0007610	XP_026246018.1	XP_003939816.3
OG0007611	XP_026246014.1	XP_010348743.1
OG0007612	XP_026252827.1	XP_039334402.1
OG0007613	XP_026252821.1	XP_039334387.1
OG0007614	XP_026255322.1	XP_039334236.1
OG0007615	XP_026253952.1	XP_003936143.2
OG0007616	XP_026254020.1	XP_010344898.2
OG0007617	XP_026253954.1	XP_039316486.1, XP_039330213.1
OG0007618	XP_026253965.1	XP_003936152.1
OG0007620	XP_026270582.1	XP_003936184.1
OG0007621	XP_026257107.1	XP_010344947.1
OG0007622	XP_026257093.1	XP_039316619.1
OG0007623	XP_026257124.1	XP_039316608.1
OG0007624	XP_026257111.1	XP_039316622.1
OG0007625	XP_026251154.1	XP_003934807.1
OG0007626	XP_026244070.1	XP_039316347.1, XP_039316346.1
OG0007627	XP_026244121.1	XP_003934820.1
OG0007628	XP_026244110.1	XP_003943779.2
OG0007629	XP_026244134.1	XP_010342893.1, XP_003934109.1
OG0007630	XP_026244052.1	XP_003934100.1
OG0007631	XP_026244119.1	XP_010342882.1, XP_039329542.1
OG0007632	XP_026240231.1	XP_003934050.1
OG0007633	XP_026240122.1	XP_003934039.1
OG0007634	XP_026241728.1	XP_003925914.1
OG0007635	XP_026266032.1	XP_039325428.1
OG0007636	XP_026257593.1	XP_039327021.1
OG0007637	XP_026257580.1	XP_003925964.1
OG0007638	XP_026245954.1	XP_010334987.2
OG0007639	XP_026245928.1	XP_010344998.1
OG0007640	XP_026248166.1	XP_003932536.1
OG0007641	XP_026260357.1	XP_010332694.1, XP_039327353.1
OG0007642	XP_026246299.1	XP_039332840.1, XP_010338131.2
OG0007643	XP_026246413.1	XP_003929286.1
OG0007644	XP_026270681.1	XP_039329765.1
OG0007645	XP_026250465.1	XP_003942999.1
OG0007646	XP_026250474.1	XP_003943001.2
OG0007647	XP_026242851.1	XP_003942861.1
OG0007648	XP_026248222.1	XP_003923550.1
OG0007649	XP_026248189.1	XP_003923567.1
OG0007650	XP_026260323.1	XP_039326460.1, XP_003942996.1
OG0007651	XP_026260354.1	XP_010332703.1
OG0007652	XP_026260316.1	XP_003923603.2
OG0007653	XP_026260391.1	XP_003923604.1
OG0007654	XP_026259288.1, XP_026259287.1, XP_026259286.1	XP_010332739.1
OG0007655	XP_026259292.1	XP_039327350.1
OG0007656	XP_026252167.1	XP_010332759.1
OG0007657	XP_026252080.1	XP_039326311.1
OG0007658	XP_026252112.1	XP_039327264.1
OG0007659	XP_026248351.1	XP_039326970.1, XP_039334900.1
