Orthogroup	Urocitellus_parryii	Ursus_americanus
OG0009737	XP_026256239.1	XP_045642014.1
OG0009738	XP_026256216.1	XP_045642005.1
OG0009739	XP_026256194.1	XP_045641969.1
OG0009740	XP_026256134.1	XP_045641946.1, XP_045641945.1
OG0009741	XP_026256260.1	XP_045641936.1
OG0009742	XP_026256252.1	XP_045641925.1
OG0009743	XP_026236709.1	XP_045641912.1
OG0009744	XP_026236711.1	XP_045641917.1
OG0009745	XP_026236739.1	XP_045641891.1
OG0009746	XP_026247957.1	XP_045641875.1
OG0009747	XP_026247908.1	XP_045641870.1
OG0009748	XP_026247897.1	XP_045641842.1
OG0009749	XP_026247906.1	XP_045641845.1
OG0009750	XP_026247924.1	XP_045641839.1
OG0009751	XP_026247960.1	XP_045631176.1
OG0009752	XP_026247954.1	XP_045631199.1
OG0009753	XP_026247949.1	XP_045632433.1
OG0009754	XP_026247947.1	XP_045632363.1
OG0009755	XP_026247956.1	XP_045632406.1
OG0009756	XP_026247885.1	XP_045632387.1
OG0009757	XP_026258284.1	XP_045632413.1
OG0009758	XP_026258268.1	XP_045626845.1
OG0009759	XP_026258261.1	XP_045626867.1
OG0009760	XP_026265046.1	XP_045632030.1
OG0009761	XP_026265025.1	XP_045632015.1
OG0009762	XP_026241324.1	XP_045633859.1
OG0009763	XP_026236623.1	XP_045640015.1
OG0009764	XP_026235805.1	XP_045640794.1
OG0009765	XP_026235807.1	XP_045639967.1, XP_045639968.1
OG0009766	XP_026241102.1	XP_045639766.1
OG0009767	XP_026241166.1	XP_045640430.1
OG0009768	XP_026241233.1	XP_045639863.1
OG0009769	XP_026241285.1	XP_045639893.1
OG0009770	XP_026241259.1	XP_045639906.1
OG0009771	XP_026241442.1	XP_045639908.1
OG0009772	XP_026241062.1	XP_045640561.1
OG0009773	XP_026241064.1	XP_045640564.1, XP_045640566.1, XP_045640565.1
OG0009774	XP_026241357.1	XP_045639982.1
OG0009775	XP_026241019.1	XP_045640497.1
OG0009776	XP_026241380.1	XP_045640366.1
OG0009777	XP_026241195.1	XP_045640758.1
OG0009778	XP_026239271.1	XP_045640666.1
OG0009779	XP_026241441.1	XP_045639996.1
OG0009780	XP_026241013.1	XP_045640723.1
OG0009781	XP_026241420.1	XP_045640782.1
OG0009782	XP_026241217.1	XP_045640528.1
OG0009783	XP_026241141.1	XP_045639849.1
OG0009784	XP_026241068.1	XP_045639937.1
OG0009785	XP_026241135.1	XP_045639885.1
OG0009786	XP_026241399.1	XP_045640357.1
OG0009787	XP_026241131.1	XP_045640207.1
OG0009788	XP_026258629.1	XP_045657492.1
OG0009789	XP_026258615.1	XP_045657510.1
OG0009790	XP_026258637.1	XP_045657543.1
OG0009791	XP_026258576.1	XP_045657549.1
OG0009792	XP_026258610.1	XP_045657555.1
OG0009793	XP_026258551.1	XP_045657554.1
OG0009794	XP_026258569.1	XP_045657557.1
OG0009795	XP_026258602.1	XP_045657561.1
OG0009796	XP_026258568.1	XP_045658245.1
OG0009797	XP_026258633.1	XP_045657309.1
OG0009798	XP_026235196.1	XP_045657642.1
OG0009799	XP_026257189.1	XP_045657670.1
OG0009800	XP_026258873.1	XP_045657710.1
OG0009801	XP_026258885.1	XP_045657731.1
OG0009802	XP_026258870.1	XP_045657746.1
OG0009803	XP_026258889.1	XP_045657759.1
OG0009804	XP_026265756.1	XP_045657773.1
OG0009805	XP_026259101.1	XP_045657818.1
OG0009806	XP_026261954.1	XP_045657814.1
OG0009807	XP_026261941.1	XP_045657825.1
OG0009808	XP_026252495.1, XP_026261939.1	XP_045657831.1
OG0009809	XP_026261942.1	XP_045657835.1
OG0009810	XP_026261952.1	XP_045657861.1
OG0009811	XP_026261953.1	XP_045657870.1
OG0009812	XP_026266942.1	XP_045657875.1
OG0009813	XP_026265784.1	XP_045657902.1
OG0009814	XP_026265026.1	XP_045657906.1
OG0009815	XP_026265497.1	XP_045657943.1
OG0009816	XP_026265338.1	XP_045657961.1
OG0009817	XP_026264911.1	XP_045657979.1
OG0009818	XP_026264923.1	XP_045657976.1
OG0009819	XP_026248674.1	XP_045667262.1
OG0009820	XP_026237087.1	XP_045646307.1
OG0009821	XP_026268734.1	XP_045640379.1
OG0009822	XP_026243864.1	XP_045637857.1
OG0009823	XP_026250309.1	XP_045637862.1
OG0009824	XP_026264604.1	XP_045666614.1
OG0009825	XP_026252940.1	XP_045643595.1
OG0009826	XP_026252957.1	XP_045643614.1
OG0009827	XP_026257280.1	XP_045643678.1
OG0009828	XP_026257269.1	XP_045643679.1
OG0009829	XP_026243325.1	XP_045643716.1
OG0009830	XP_026243264.1	XP_045643813.1
OG0009831	XP_026243286.1	XP_045643823.1
OG0009832	XP_026243238.1	XP_045643836.1
OG0009833	XP_026244245.1	XP_045667441.1
OG0009834	XP_026244268.1	XP_045667437.1
OG0009836	XP_026248617.1	XP_045667312.1
OG0009837	XP_026248634.1	XP_045667368.1
OG0009838	XP_026248641.1	XP_045667328.1
OG0009839	XP_026248623.1	XP_045667432.1
OG0009840	XP_026248607.1	XP_045667408.1
OG0009841	XP_026248646.1	XP_045667410.1
OG0009842	XP_026244260.1	XP_045667386.1
OG0009843	XP_026244305.1	XP_045667279.1
OG0009844	XP_026244279.1	XP_045667376.1
OG0009845	XP_026244272.1	XP_045667285.1
OG0009846	XP_026261035.1	XP_045653701.1
OG0009847	XP_026261001.1	XP_045653464.1
OG0009848	XP_026261029.1	XP_045653416.1
OG0009849	XP_026261046.1	XP_045653406.1
OG0009850	XP_026237596.1	XP_045653195.1
OG0009851	XP_026237601.1	XP_045651695.1
OG0009852	XP_026246556.1	XP_045651894.1
OG0009853	XP_026246534.1	XP_045651929.1
OG0009854	XP_026246525.1	XP_045652245.1
OG0009855	XP_026261532.1	XP_045652309.1
OG0009856	XP_026261539.1	XP_045652641.1
OG0009857	XP_026261540.1	XP_045652783.1
OG0009858	XP_026262936.1	XP_045652909.1
OG0009859	XP_026260807.1	XP_045640057.1
OG0009860	XP_026260765.1	XP_045640045.1
OG0009861	XP_026260694.1	XP_045640116.1
OG0009862	XP_026260843.1	XP_045640168.1
OG0009863	XP_026260823.1	XP_045640191.1
OG0009864	XP_026260767.1	XP_045640100.1
OG0009865	XP_026260717.1	XP_045640072.1
OG0009866	XP_026260747.1	XP_045640201.1
OG0009867	XP_026260681.1	XP_045640155.1
OG0009868	XP_026260771.1	XP_045640180.1
OG0009869	XP_026260795.1	XP_045640014.1
OG0009870	XP_026268780.1	XP_045640013.1
OG0009871	XP_026268743.1	XP_045640389.1
OG0009872	XP_026268720.1	XP_045639798.1
OG0009873	XP_026270300.1	XP_045645966.1
OG0009874	XP_026270292.1	XP_045645961.1
OG0009875	XP_026270291.1	XP_045645959.1
OG0009876	XP_026270286.1	XP_045645954.1
OG0009877	XP_026270290.1	XP_045645948.1
OG0009878	XP_026255828.1	XP_045633810.1
OG0009879	XP_026256526.1	XP_045637840.1
OG0009880	XP_026256534.1	XP_045637803.1
OG0009881	XP_026256539.1	XP_045637900.1
OG0009882	XP_026243876.1	XP_045637847.1
OG0009883	XP_026243844.1	XP_045637752.1
OG0009884	XP_026243862.1	XP_045637835.1
OG0009885	XP_026243804.1	XP_045637915.1
OG0009886	XP_026264666.1	XP_045637894.1
OG0009887	XP_026267991.1	XP_045637779.1
OG0009888	XP_026268220.1	XP_045649845.1
OG0009889	XP_026271281.1	XP_045671127.1
OG0009890	XP_026257776.1	XP_045671104.1
OG0009891	XP_026249586.1	XP_045646008.1
OG0009892	XP_026249561.1	XP_045646001.1
OG0009893	XP_026249577.1	XP_045645992.1
OG0009894	XP_026249572.1, XP_026249573.1	XP_045645987.1
OG0009896	XP_026245350.1	XP_045656287.1
OG0009898	XP_026261334.1	XP_045655243.1
OG0009899	XP_026250014.1	XP_045663556.1
OG0009900	XP_026250064.1	XP_045663536.1
OG0009901	XP_026261912.1	XP_045658766.1
OG0009902	XP_026261901.1	XP_045658774.1
OG0009903	XP_026261810.1	XP_045658765.1, XP_045658764.1
OG0009904	XP_026261875.1	XP_045658683.1, XP_045658684.1
OG0009905	XP_026261871.1	XP_045658669.1
OG0009906	XP_026261780.1	XP_045658660.1
OG0009907	XP_026261831.1	XP_045658629.1
OG0009908	XP_026261766.1	XP_045658620.1
OG0009909	XP_026261897.1	XP_045658628.1
OG0009910	XP_026261914.1	XP_045658601.1
OG0009911	XP_026261821.1	XP_045658517.1
OG0009912	XP_026269860.1	XP_045658554.1
OG0009913	XP_026269621.1	XP_045658548.1
OG0009914	XP_026269540.1	XP_045656000.1
OG0009915	XP_026270087.1	XP_045656352.1
OG0009916	XP_026270098.1	XP_045655782.1
OG0009917	XP_026264770.1	XP_045656446.1
OG0009918	XP_026267114.1	XP_045655589.1
OG0009919	XP_026268443.1	XP_045655389.1
OG0009920	XP_026246831.1	XP_045655113.1
OG0009921	XP_026246859.1	XP_045655183.1
OG0009922	XP_026246840.1	XP_045654982.1
OG0009923	XP_026246813.1	XP_045654899.1
OG0009924	XP_026246819.1	XP_045654867.1
OG0009925	XP_026266812.1	XP_045666393.1
OG0009926	XP_026239874.1	XP_045666394.1
OG0009927	XP_026239905.1	XP_045666355.1
OG0009928	XP_026239930.1	XP_045666358.1
OG0009929	XP_026239917.1	XP_045666551.1
OG0009930	XP_026239902.1	XP_045666532.1
OG0009931	XP_026265831.1	XP_045666431.1
OG0009932	XP_026240996.1	XP_045666395.1
OG0009933	XP_026240946.1	XP_045666435.1
OG0009934	XP_026240919.1	XP_045666540.1
OG0009935	XP_026240904.1	XP_045666488.1
OG0009936	XP_026240942.1	XP_045663922.1
OG0009937	XP_026258120.1	XP_045663848.1
OG0009938	XP_026256513.1	XP_045663839.1
OG0009939	XP_026256707.1	XP_045663819.1
OG0009940	XP_026258423.1	XP_045663787.1
OG0009941	XP_026256610.1	XP_045663779.1
OG0009942	XP_026258412.1	XP_045663774.1
OG0009943	XP_026257612.1	XP_045663775.1
OG0009944	XP_026256661.1	XP_045663766.1
OG0009945	XP_026257890.1	XP_045663758.1
OG0009946	XP_026257060.1	XP_045660108.1, XP_045663745.1
OG0009947	XP_026258062.1	XP_045663714.1
OG0009948	XP_026257525.1	XP_045663709.1
OG0009949	XP_026256520.1	XP_045663700.1
OG0009950	XP_026256533.1	XP_045663701.1
OG0009951	XP_026257352.1	XP_045663675.1
OG0009952	XP_026257146.1	XP_045663677.1
OG0009953	XP_026256866.1	XP_045663673.1
OG0009954	XP_026257504.1	XP_045663936.1
OG0009955	XP_026257267.1	XP_045663649.1
OG0009956	XP_026256746.1	XP_045663630.1
OG0009957	XP_026250006.1	XP_045663525.1
OG0009958	XP_026250055.1	XP_045671779.1
OG0009959	XP_026250038.1	XP_045671732.1
OG0009960	XP_026255202.1	XP_045671714.1
OG0009961	XP_026255210.1	XP_045671731.1
OG0009962	XP_026269559.1	XP_045631399.1
OG0009963	XP_026261355.1	XP_045633136.1
OG0009964	XP_026261331.1	XP_045632093.1, XP_045632094.1
OG0009965	XP_026261291.1	XP_045655248.1, XP_045655250.1, XP_045655249.1
OG0009966	XP_026261274.1	XP_045655257.1
OG0009967	XP_026261313.1	XP_045655261.1
OG0009968	XP_026269571.1	XP_045633144.1
OG0009969	XP_026258147.1	XP_045662621.1
OG0009970	XP_026242678.1	XP_045628985.1
OG0009971	XP_026242825.1	XP_045629070.1
OG0009972	XP_026267254.1	XP_045635692.1
OG0009973	XP_026251347.1	XP_045669650.1
OG0009974	XP_026237117.1	XP_045630991.1
OG0009975	XP_026266545.1	XP_045630975.1
OG0009976	XP_026260656.1	XP_045670417.1
OG0009977	XP_026260675.1	XP_045670582.1
OG0009978	XP_026242480.1	XP_045637522.1
OG0009979	XP_026242637.1	XP_045633722.1
OG0009980	XP_026242891.1, XP_026242897.1	XP_045633749.1
OG0009981	XP_026237673.1	XP_045654573.1
OG0009982	XP_026237786.1	XP_045630831.1
OG0009983	XP_026266564.1	XP_045631011.1
OG0009984	XP_026266525.1	XP_045630900.1
OG0009985	XP_026266543.1	XP_045630957.1
OG0009986	XP_026264226.1	XP_045670129.1
OG0009987	XP_026264179.1	XP_045670179.1
OG0009988	XP_026260633.1	XP_045669797.1
OG0009989	XP_026260624.1	XP_045670353.1
OG0009990	XP_026260621.1	XP_045670562.1
OG0009991	XP_026260534.1	XP_045670447.1
OG0009992	XP_026260599.1	XP_045670452.1
OG0009993	XP_026260546.1	XP_045670516.1
OG0009994	XP_026260644.1	XP_045670324.1
OG0009995	XP_026260641.1	XP_045670257.1
OG0009996	XP_026260660.1	XP_045670471.1
OG0009997	XP_026267490.1	XP_045670409.1
OG0009998	XP_026267491.1	XP_045670478.1
OG0009999	XP_026267502.1	XP_045669821.1
OG0010000	XP_026267485.1	XP_045670022.1
OG0010001	XP_026258069.1	XP_045669901.1
OG0010002	XP_026258014.1	XP_045669801.1
OG0010003	XP_026258063.1, XP_026258064.1	XP_045670552.1
OG0010004	XP_026258047.1	XP_045669891.1
OG0010005	XP_026258068.1	XP_045670173.1
OG0010006	XP_026258022.1	XP_045670068.1
OG0010007	XP_026258028.1	XP_045670290.1
OG0010008	XP_026258081.1	XP_045670008.1
OG0010009	XP_026238333.1	XP_045670226.1
OG0010011	XP_026264055.1	XP_045670372.1
OG0010012	XP_026268140.1	XP_045670480.1
OG0010013	XP_026268211.1	XP_045670189.1
OG0010014	XP_026268148.1	XP_045670050.1
OG0010015	XP_026268215.1	XP_045670072.1
OG0010016	XP_026268189.1	XP_045670508.1
OG0010017	XP_026268206.1	XP_045670360.1
OG0010018	XP_026268169.1	XP_045670172.1
OG0010019	XP_026268186.1	XP_045670474.1
OG0010020	XP_026242801.1	XP_045637540.1
OG0010021	XP_026242528.1	XP_045637534.1
OG0010022	XP_026242621.1	XP_045637535.1
OG0010023	XP_026242869.1	XP_045637475.1
OG0010024	XP_026242764.1	XP_045637712.1
OG0010025	XP_026242782.1	XP_045637710.1
OG0010026	XP_026242864.1	XP_045637622.1
OG0010027	XP_026242883.1	XP_045637670.1
OG0010028	XP_026242815.1	XP_045637647.1
OG0010029	XP_026242788.1	XP_045637626.1
OG0010030	XP_026242821.1	XP_045637668.1
OG0010031	XP_026242828.1	XP_045637676.1
OG0010032	XP_026242657.1	XP_045637575.1
OG0010033	XP_026242911.1	XP_045637625.1
OG0010034	XP_026242729.1	XP_045637570.1
OG0010035	XP_026242491.1	XP_045637563.1
OG0010036	XP_026242930.1	XP_045633742.1
OG0010037	XP_026242793.1	XP_045633743.1
OG0010038	XP_026242913.1	XP_045644777.1
OG0010039	XP_026242747.1	XP_045644773.1
OG0010040	XP_026242905.1	XP_045644775.1
OG0010041	XP_026242626.1	XP_045669673.1
OG0010042	XP_026242827.1	XP_045669720.1
OG0010043	XP_026242672.1	XP_045669758.1
OG0010044	XP_026242904.1	XP_045669761.1
OG0010045	XP_026242750.1	XP_045669738.1
OG0010046	XP_026242755.1	XP_045669752.1
OG0010047	XP_026242506.1	XP_045669687.1
OG0010048	XP_026242631.1	XP_045669700.1
OG0010049	XP_026242783.1	XP_045669727.1
OG0010050	XP_026242792.1	XP_045628973.1
OG0010051	XP_026242515.1	XP_045629024.1
OG0010052	XP_026263575.1	XP_045628996.1
OG0010053	XP_026263142.1	XP_045629300.1
OG0010054	XP_026263150.1	XP_045629488.1
OG0010055	XP_026263148.1	XP_045629663.1
OG0010056	XP_026263107.1	XP_045629341.1
OG0010057	XP_026253816.1	XP_045629523.1
OG0010058	XP_026253832.1	XP_045629375.1
OG0010059	XP_026253858.1	XP_045629519.1
OG0010060	XP_026253845.1	XP_045629192.1
OG0010061	XP_026253799.1	XP_045629684.1
OG0010062	XP_026253812.1	XP_045629201.1
OG0010063	XP_026236042.1	XP_045629468.1
OG0010064	XP_026267675.1	XP_045629382.1
OG0010065	XP_026244660.1	XP_045629223.1
OG0010066	XP_026244746.1	XP_045629297.1
OG0010067	XP_026244716.1	XP_045629529.1
OG0010068	XP_026244717.1	XP_045629657.1
OG0010069	XP_026244743.1	XP_045629140.1
OG0010070	XP_026244686.1	XP_045629312.1
OG0010071	XP_026244687.1	XP_045629466.1
OG0010072	XP_026244637.1	XP_045629126.1
OG0010073	XP_026244574.1	XP_045629102.1
OG0010074	XP_026244729.1	XP_045629271.1
OG0010075	XP_026244738.1	XP_045629384.1
OG0010076	XP_026244554.1	XP_045629347.1
OG0010077	XP_026244614.1	XP_045629265.1
OG0010078	XP_026244586.1	XP_045629278.1
OG0010079	XP_026244657.1	XP_045629215.1
OG0010080	XP_026244786.1	XP_045629506.1
OG0010081	XP_026244551.1	XP_045629609.1
OG0010082	XP_026249691.1	XP_045629353.1
OG0010083	XP_026249719.1	XP_045629200.1
OG0010084	XP_026249711.1	XP_045629244.1
OG0010085	XP_026270958.1	XP_045659644.1
OG0010086	XP_026251261.1	XP_045659669.1
OG0010087	XP_026251191.1	XP_045659678.1
OG0010088	XP_026251173.1	XP_045659747.1
OG0010089	XP_026251226.1	XP_045669643.1
OG0010090	XP_026251203.1	XP_045626938.1
OG0010091	XP_026251183.1	XP_045627241.1
OG0010092	XP_026251409.1	XP_045627073.1
OG0010093	XP_026251334.1	XP_045627210.1
OG0010094	XP_026251278.1	XP_045626983.1
OG0010095	XP_026251324.1	XP_045627245.1
OG0010096	XP_026242281.1	XP_045627181.1
OG0010097	XP_026242247.1	XP_045627239.1
OG0010098	XP_026242350.1	XP_045626975.1
OG0010099	XP_026242101.1	XP_045626988.1
OG0010100	XP_026242142.1	XP_045627248.1
OG0010101	XP_026242196.1	XP_045627078.1
OG0010102	XP_026242116.1	XP_045627131.1
OG0010103	XP_026242263.1	XP_045626977.1
OG0010104	XP_026242331.1	XP_045627091.1
OG0010105	XP_026242170.1	XP_045646863.1
OG0010106	XP_026242307.1	XP_045646880.1
OG0010107	XP_026242234.1	XP_045646882.1
OG0010108	XP_026242303.1	XP_045646919.1
OG0010109	XP_026242238.1	XP_045646920.1
OG0010110	XP_026242353.1	XP_045646928.1
OG0010111	XP_026242004.1	XP_045646929.1
OG0010112	XP_026266149.1	XP_045647143.1
OG0010113	XP_026264218.1	XP_045670543.1
OG0010114	XP_026260559.1	XP_045670414.1
OG0010115	XP_026267133.1	XP_045627542.1
OG0010116	XP_026260927.1	XP_045644374.1
OG0010117	XP_026242449.1	XP_045645602.1
OG0010118	XP_026242437.1	XP_045645554.1
OG0010119	XP_026265133.1	XP_045667094.1
OG0010120	XP_026254197.1	XP_045645883.1
OG0010121	XP_026254207.1	XP_045645859.1
OG0010122	XP_026254278.1	XP_045645836.1
OG0010123	XP_026254127.1	XP_045645827.1
OG0010124	XP_026254176.1	XP_045645828.1
OG0010125	XP_026254230.1	XP_045645782.1
OG0010126	XP_026254238.1	XP_045645746.1
OG0010127	XP_026254048.1	XP_045645711.1
OG0010128	XP_026254264.1	XP_045645910.1
OG0010129	XP_026254180.1	XP_045645685.1
OG0010130	XP_026254221.1	XP_045645671.1
OG0010131	XP_026248748.1	XP_045645634.1
OG0010132	XP_026248754.1	XP_045645627.1
OG0010133	XP_026248753.1	XP_045645620.1
OG0010134	XP_026248758.1	XP_045645614.1
OG0010135	XP_026242392.1	XP_045645609.1
OG0010136	XP_026242425.1	XP_045645593.1
OG0010137	XP_026242420.1	XP_045645585.1
OG0010138	XP_026242409.1	XP_045645531.1
OG0010139	XP_026242380.1	XP_045645530.1
OG0010140	XP_026265146.1	XP_045667101.1
OG0010141	XP_026237522.1	XP_045671398.1
OG0010142	XP_026269302.1	XP_045671460.1
OG0010143	XP_026269376.1	XP_045671383.1
OG0010144	XP_026269313.1	XP_045671421.1
OG0010145	XP_026250158.1	XP_045635595.1
OG0010146	XP_026250138.1	XP_045635944.1
OG0010147	XP_026250139.1	XP_045635750.1
OG0010148	XP_026250110.1	XP_045635481.1
OG0010149	XP_026250124.1	XP_045635521.1
OG0010150	XP_026250073.1	XP_045635500.1
OG0010151	XP_026261697.1	XP_045636005.1
OG0010152	XP_026261680.1	XP_045635816.1
OG0010153	XP_026261672.1	XP_045635530.1
OG0010154	XP_026261723.1	XP_045635800.1
OG0010155	XP_026261690.1	XP_045636078.1
OG0010156	XP_026261751.1	XP_045635702.1
OG0010157	XP_026261699.1	XP_045636058.1
OG0010158	XP_026261704.1	XP_045635736.1
OG0010159	XP_026261753.1	XP_045635724.1
OG0010160	XP_026267285.1	XP_045636086.1
OG0010161	XP_026267286.1	XP_045636092.1
OG0010162	XP_026267251.1	XP_045635601.1
OG0010163	XP_026267258.1	XP_045635401.1
OG0010164	XP_026267281.1	XP_045635723.1
OG0010165	XP_026267232.1	XP_045635897.1
OG0010166	XP_026267289.1	XP_045635761.1
OG0010167	XP_026267257.1	XP_045635860.1
OG0010168	XP_026265969.1	XP_045635882.1
OG0010169	XP_026265952.1	XP_045635797.1
OG0010170	XP_026265962.1	XP_045635828.1
OG0010171	XP_026265976.1	XP_045636110.1
OG0010172	XP_026265782.1	XP_045635955.1
OG0010173	XP_026253650.1	XP_045635546.1
OG0010175	XP_026252517.1	XP_045635425.1
OG0010176	XP_026252852.1	XP_045635929.1
OG0010177	XP_026235611.1	XP_045627800.1
OG0010178	XP_026236016.1	XP_045627575.1
OG0010179	XP_026236027.1	XP_045627524.1
OG0010180	XP_026264403.1	XP_045627815.1
OG0010181	XP_026268370.1	XP_045627591.1
OG0010182	XP_026269867.1	XP_045627635.1
OG0010183	XP_026269839.1	XP_045627526.1
OG0010184	XP_026269861.1	XP_045627624.1
OG0010185	XP_026241537.1	XP_045627782.1
OG0010186	XP_026241528.1	XP_045627544.1
OG0010187	XP_026241486.1	XP_045627812.1
OG0010188	XP_026241549.1	XP_045643877.1
OG0010189	XP_026241553.1	XP_045644342.1
OG0010190	XP_026241548.1	XP_045643899.1
OG0010191	XP_026241544.1	XP_045643907.1
OG0010192	XP_026241525.1	XP_045644343.1
OG0010193	XP_026255670.1	XP_045643925.1
OG0010194	XP_026255712.1	XP_045643944.1
OG0010195	XP_026255707.1	XP_045643961.1
OG0010196	XP_026268416.1	XP_045643980.1
OG0010197	XP_026243011.1	XP_045643988.1
OG0010198	XP_026242958.1	XP_045644000.1
OG0010199	XP_026243002.1	XP_045644005.1
OG0010200	XP_026243035.1	XP_045644038.1
OG0010201	XP_026242965.1	XP_045644105.1
OG0010202	XP_026261738.1	XP_045635407.1
OG0010203	XP_026255383.1	XP_045630470.1
OG0010204	XP_026260923.1	XP_045644132.1
OG0010205	XP_026260948.1	XP_045644356.1
OG0010206	XP_026260929.1	XP_045644357.1
OG0010207	XP_026257992.1	XP_045651042.1
OG0010208	XP_026254284.1	XP_045636284.1
OG0010210	XP_026236460.1	XP_045635052.1
OG0010211	XP_026244588.1	XP_045629149.1
OG0010212	XP_026268087.1	XP_045650966.1
OG0010213	XP_026268893.1	XP_045650893.1
OG0010214	XP_026268865.1	XP_045650882.1
OG0010215	XP_026254016.1	XP_045650871.1
OG0010216	XP_026238075.1	XP_045650859.1
OG0010217	XP_026238076.1	XP_045650857.1
OG0010218	XP_026271259.1	XP_045650839.1
OG0010219	XP_026251986.1, XP_026251987.1	XP_045650821.1
OG0010220	XP_026251980.1	XP_045650814.1
OG0010221	XP_026245237.1	XP_045635328.1
OG0010222	XP_026251968.1	XP_045650808.1
OG0010223	XP_026251990.1	XP_045651037.1
OG0010224	XP_026265308.1	XP_045650785.1
OG0010225	XP_026235940.1	XP_045650779.1
OG0010226	XP_026270829.1	XP_045650764.1
OG0010227	XP_026270831.1	XP_045650763.1
OG0010228	XP_026255924.1	XP_045650734.1
OG0010229	XP_026255933.1	XP_045650722.1
OG0010230	XP_026253948.1	XP_045650620.1
OG0010231	XP_026253975.1	XP_045650615.1
OG0010232	XP_026253963.1	XP_045650599.1
OG0010233	XP_026266472.1	XP_045650591.1
OG0010234	XP_026247257.1	XP_045636166.1
OG0010235	XP_026264416.1	XP_045647025.1
OG0010236	XP_026247275.1	XP_045636647.1
OG0010237	XP_026247259.1	XP_045636662.1
OG0010238	XP_026254382.1	XP_045636193.1
OG0010239	XP_026254373.1	XP_045636660.1
OG0010240	XP_026254384.1	XP_045636615.1
OG0010241	XP_026253351.1	XP_045636321.1
OG0010242	XP_026253363.1	XP_045636566.1
OG0010243	XP_026253369.1	XP_045636341.1
OG0010244	XP_026253360.1	XP_045636589.1
OG0010245	XP_026243642.1	XP_045636329.1
OG0010246	XP_026243701.1	XP_045636521.1
OG0010247	XP_026243725.1	XP_045636498.1
OG0010248	XP_026243680.1	XP_045636585.1
OG0010249	XP_026243692.1	XP_045636334.1
OG0010251	XP_026235270.1	XP_045636583.1
OG0010252	XP_026235112.1	XP_045636528.1
OG0010253	XP_026270597.1	XP_045636181.1
OG0010254	XP_026236085.1	XP_045636185.1
OG0010255	XP_026271155.1	XP_045636192.1
OG0010256	XP_026271168.1	XP_045636537.1
OG0010257	XP_026271266.1	XP_045636288.1
OG0010258	XP_026235029.1	XP_045636452.1
OG0010259	XP_026270772.1	XP_045636655.1
OG0010260	XP_026235490.1	XP_045636233.1
OG0010261	XP_026235835.1	XP_045636343.1
OG0010262	XP_026246893.1	XP_045636428.1
OG0010263	XP_026246915.1	XP_045636217.1
OG0010264	XP_026246961.1	XP_045636564.1
OG0010265	XP_026246914.1	XP_045636685.1
OG0010266	XP_026246940.1	XP_045636706.1
OG0010267	XP_026246964.1	XP_045636632.1
OG0010268	XP_026246951.1	XP_045670749.1
OG0010269	XP_026249077.1	XP_045670801.1
OG0010270	XP_026249095.1	XP_045647080.1
OG0010271	XP_026249087.1	XP_045647064.1
OG0010272	XP_026249102.1	XP_045647062.1
OG0010273	XP_026249146.1	XP_045647039.1
OG0010274	XP_026266161.1	XP_045647002.1
OG0010275	XP_026236011.1	XP_045636534.1
OG0010276	XP_026246944.1	XP_045670790.1
OG0010277	XP_026270073.1	XP_045656307.1
OG0010278	XP_026239496.1	XP_045632993.1
OG0010279	XP_026239497.1	XP_045633007.1
OG0010280	XP_026250263.1	XP_045661091.1
OG0010281	XP_026236972.1	XP_045661500.1
OG0010282	XP_026270088.1	XP_045656494.1
OG0010283	XP_026271205.1	XP_045651639.1
OG0010284	XP_026271133.1	XP_045651617.1
OG0010285	XP_026271178.1	XP_045651605.1
OG0010286	XP_026271152.1	XP_045651592.1
OG0010287	XP_026271120.1	XP_045651559.1
OG0010288	XP_026239386.1	XP_045651467.1
OG0010289	XP_026239195.1	XP_045651480.1
OG0010290	XP_026239357.1	XP_045651484.1
OG0010291	XP_026239429.1	XP_045651463.1
OG0010292	XP_026239437.1	XP_045651444.1
OG0010293	XP_026239389.1	XP_045651692.1
OG0010294	XP_026239171.1	XP_045627963.1
OG0010295	XP_026239435.1	XP_045627978.1
OG0010296	XP_026239304.1	XP_045633755.1
OG0010297	XP_026239308.1	XP_045633785.1
OG0010298	XP_026239141.1	XP_045642306.1
OG0010299	XP_026239338.1	XP_045642267.1
OG0010300	XP_026239467.1	XP_045642261.1
OG0010301	XP_026239317.1	XP_045632999.1
OG0010302	XP_026239272.1	XP_045633014.1
OG0010303	XP_026239461.1	XP_045632995.1
OG0010304	XP_026239511.1	XP_045632978.1
OG0010305	XP_026239474.1	XP_045632998.1
OG0010306	XP_026239152.1	XP_045656700.1
OG0010307	XP_026239292.1	XP_045656729.1
OG0010308	XP_026239192.1	XP_045656830.1
OG0010309	XP_026239281.1	XP_045656869.1
OG0010310	XP_026250209.1	XP_045657307.1
OG0010311	XP_026239363.1	XP_045657295.1
OG0010312	XP_026250211.1	XP_045657312.1
OG0010313	XP_026250285.1	XP_045661041.1
OG0010314	XP_026250250.1	XP_045657458.1
OG0010315	XP_026250266.1	XP_045661073.1
OG0010316	XP_026250267.1	XP_045661081.1
OG0010317	XP_026250262.1	XP_045657880.1
OG0010318	XP_026250271.1	XP_045660617.1
OG0010319	XP_026271077.1	XP_045661117.1
