Orthogroup	Urocitellus_parryii	Echinops_telfairi
OG0006165	XP_026259080.1	XP_004708189.1
OG0006166	XP_026247353.1	XP_004702868.1
OG0006167	XP_026262193.1	XP_012862148.1
OG0006168	XP_026262932.1	XP_004699989.1
OG0006169	XP_026254935.1	XP_004708376.1
OG0006170	XP_026253718.1	XP_045154135.1, XP_004705495.1
OG0006172	XP_026266456.1	XP_004699506.1
OG0006173	XP_026254518.1	XP_004711393.1
OG0006174	XP_026258141.1	XP_004701649.1
OG0006175	XP_026257019.1	XP_045140947.1
OG0006176	XP_026266726.1	XP_045145804.1
OG0006178	XP_026260829.1	XP_004714770.2
OG0006179	XP_026266231.1	XP_045148940.1
OG0006180	XP_026252379.1	XP_004713714.1
OG0006181	XP_026248526.1	XP_045142447.1
OG0006182	XP_026253697.1	XP_045154953.1, XP_045154954.1
OG0006183	XP_026245708.1	XP_004715517.1
OG0006184	XP_026238834.1	XP_004702323.1
OG0006185	XP_026240645.1	XP_045142466.1
OG0006186	XP_026260286.1	XP_012860621.1
OG0006187	XP_026246126.1	XP_045150729.1
OG0006188	XP_026248729.1	XP_004704314.1, XP_004717485.1
OG0006189	XP_026267824.1	XP_030740762.1
OG0006191	XP_026271235.1	XP_004711750.1
OG0006192	XP_026236392.1	XP_004716579.1
OG0006193	XP_026268726.1	XP_045154280.1
OG0006194	XP_026262323.1	XP_030743381.1
OG0006195	XP_026255333.1	XP_004716305.1
OG0006199	XP_026246175.1, XP_026237340.1	XP_004712792.1
OG0006201	XP_026267805.1	XP_004698486.1
OG0006202	XP_026259664.1	XP_004710581.1
OG0006203	XP_026269922.1	XP_045152039.1
OG0006204	XP_026263270.1	XP_045152008.1
OG0006205	XP_026260434.1	XP_004703084.1
OG0006206	XP_026248983.1	XP_045152174.1
OG0006207	XP_026249562.1	XP_045151986.1
OG0006208	XP_026249584.1	XP_004703051.1
OG0006209	XP_026237235.1	XP_004702218.1
OG0006210	XP_026238706.1	XP_004708661.1
OG0006211	XP_026255719.1	XP_030742732.2, XP_045150580.1
OG0006212	XP_026255741.1	XP_004702169.1
OG0006213	XP_026255733.1	XP_045150652.1
OG0006214	XP_026255722.1	XP_004701999.2
OG0006215	XP_026249596.1	XP_004711682.2
OG0006216	XP_026249627.1	XP_004701989.1
OG0006217	XP_026249619.1	XP_004701987.1
OG0006219	XP_026248928.1	XP_030742736.2
OG0006220	XP_026235334.1	XP_012859882.1
OG0006221	XP_026268860.1	XP_004702085.1
OG0006222	XP_026236861.1	XP_045150455.1, XP_045141969.1
OG0006223	XP_026257761.1	XP_045145361.1
OG0006224	XP_026257760.1	XP_045145364.1
OG0006225	XP_026260242.1	XP_045154550.1
OG0006226	XP_026249811.1	XP_004713894.1
OG0006227	XP_026247272.1	XP_045145113.1
OG0006228	XP_026262714.1	XP_045140840.1
OG0006229	XP_026262707.1	XP_045150311.1
OG0006230	XP_026262734.1	XP_004713954.1
OG0006231	XP_026262724.1	XP_004717792.1
OG0006232	XP_026262726.1	XP_004717796.1
OG0006233	XP_026262728.1	XP_045154582.1, XP_004717793.1
OG0006234	XP_026262729.1	XP_012864086.1
OG0006235	XP_026237011.1	XP_012863463.1
OG0006236	XP_026237157.1	XP_004715757.1
OG0006237	XP_026237182.1	XP_045148974.1, XP_045148320.1
OG0006238	XP_026262177.1	XP_004710488.1
OG0006239	XP_026262172.1	XP_045148571.1
OG0006240	XP_026262121.1	XP_004710692.1
OG0006241	XP_026262095.1, XP_026262094.1, XP_026262096.1	XP_004710693.2
OG0006242	XP_026237647.1, XP_026237646.1	XP_004710686.1
OG0006243	XP_026237645.1	XP_045148584.1
OG0006244	XP_026266265.1	XP_004710462.1
OG0006245	XP_026266260.1	XP_045148598.1
OG0006246	XP_026259646.1	XP_012862069.2
OG0006247	XP_026259605.1	XP_004710621.1
OG0006248	XP_026259616.1	XP_004710595.1
OG0006249	XP_026259510.1	XP_004710594.1
OG0006250	XP_026267969.1	XP_045148785.1
OG0006251	XP_026267923.1	XP_004715893.1
OG0006252	XP_026267940.1	XP_004715834.1
OG0006253	XP_026247039.1	XP_004715845.1
OG0006254	XP_026247083.1	XP_004704966.1
OG0006255	XP_026247076.1	XP_004704766.2
OG0006256	XP_026258156.1	XP_045156163.1
OG0006257	XP_026258128.1	XP_004702331.1
OG0006258	XP_026266380.1	XP_045153760.1
OG0006259	XP_026266391.1	XP_045145812.1, XP_012861610.2
OG0006260	XP_026263922.1	XP_045141566.1
OG0006263	XP_026247613.1, XP_026247612.1	XP_004712681.2
OG0006264	XP_026240135.1	XP_045140518.1
OG0006265	XP_026240173.1	XP_004697084.2
OG0006266	XP_026240125.1	XP_004696731.1
OG0006267	XP_026240176.1	XP_045140660.1
OG0006268	XP_026240217.1	XP_012861069.1
OG0006269	XP_026240228.1	XP_004697118.1
OG0006270	XP_026241748.1	XP_004703768.2
OG0006271	XP_026241737.1	XP_004703767.1
OG0006272	XP_026246657.1	XP_004703622.1
OG0006273	XP_026246621.1	XP_045141165.1
OG0006274	XP_026249002.1	XP_045141162.1
OG0006275	XP_026249065.1	XP_045141245.1
OG0006276	XP_026249062.1	XP_004703595.1
OG0006277	XP_026259895.1	XP_045141287.1
OG0006278	XP_026251501.1	XP_004704929.1
OG0006279	XP_026251476.1	XP_004704702.1
OG0006280	XP_026251465.1	XP_004704941.2
OG0006281	XP_026262666.1	XP_004704750.1
OG0006282	XP_026262623.1	XP_030743844.2
OG0006283	XP_026262641.1	XP_004705071.1
OG0006284	XP_026247472.1	XP_004705114.1
OG0006285	XP_026259345.1	XP_045154873.1
OG0006286	XP_026256560.1	XP_045154224.1, XP_045144718.1
OG0006287	XP_026256607.1	XP_004705202.1
OG0006288	XP_026256640.1	XP_004705208.1
OG0006289	XP_026253651.1	XP_045154701.1
OG0006291	XP_026266390.1	XP_004702505.1
OG0006292	XP_026244043.1	XP_004708266.3
OG0006293	XP_026247098.1	XP_004706693.3
OG0006294	XP_026247103.1	XP_004706700.1
OG0006295	XP_026250334.1	XP_004703710.1
OG0006296	XP_026249001.1	XP_004703574.1
OG0006297	XP_026256270.1	XP_004700089.1
OG0006298	XP_026242375.1	XP_012859543.2
OG0006299	XP_026250517.1	XP_045152404.1
OG0006300	XP_026243942.1	XP_004708158.2
OG0006301	XP_026243944.1	XP_004708157.1
OG0006302	XP_026243934.1	XP_030740317.1
OG0006303	XP_026243990.1	XP_004708273.2
OG0006304	XP_026244000.1	XP_004708152.2
OG0006305	XP_026243956.1	XP_045142235.1
OG0006307	XP_026244032.1	XP_045142244.1
OG0006308	XP_026244008.1	XP_004708141.2
OG0006309	XP_026243966.1	XP_045142305.1
OG0006310	XP_026256340.1	XP_004699782.1
OG0006311	XP_026251131.1	XP_045145391.1
OG0006312	XP_026251124.1	XP_004715142.1
OG0006313	XP_026250991.1	XP_004715128.1
OG0006315	XP_026236160.1	XP_045145406.1
OG0006316	XP_026259356.1	XP_004715191.1
OG0006317	XP_026258765.1	XP_004715136.1
OG0006318	XP_026241576.1	XP_004703225.1
OG0006319	XP_026242586.1	XP_045140044.1
OG0006320	XP_026235268.1	XP_045145442.1
OG0006322	XP_026262755.1	XP_045141624.1
OG0006323	XP_026256306.1	XP_004700083.2
OG0006324	XP_026249150.1	XP_012860710.2
OG0006325	XP_026268571.1	XP_012862573.1
OG0006326	XP_026268249.1	XP_004709880.1, XP_045150187.1
OG0006328	XP_026268732.1	XP_045153930.1
OG0006329	XP_026249527.1	XP_004701166.1
OG0006330	XP_026250456.1	XP_045147614.1
OG0006331	XP_026250416.1	XP_004701442.1
OG0006332	XP_026261588.1	XP_045147617.1
OG0006333	XP_026261598.1	XP_004701201.1
OG0006334	XP_026261581.1	XP_045147559.1, XP_004701202.1
OG0006335	XP_026261599.1	XP_045147621.1
OG0006336	XP_026261622.1	XP_045147622.1
OG0006337	XP_026245963.1	XP_045147132.1
OG0006338	XP_026246065.1	XP_045147105.1
OG0006339	XP_026262454.1	XP_004713034.1, XP_045149457.1
OG0006340	XP_026252819.1	XP_004709256.1
OG0006342	XP_026254005.1	XP_004696878.1
OG0006343	XP_026253955.1	XP_045140747.1
OG0006344	XP_026253927.1	XP_045140521.1
OG0006345	XP_026254021.1	XP_004696864.1
OG0006346	XP_026254022.1	XP_004697197.1
OG0006347	XP_026270585.1	XP_012860415.2
OG0006348	XP_026237222.1	XP_004698171.1
OG0006349	XP_026251161.1	XP_004696821.1
OG0006350	XP_026270425.1	XP_004697148.1
OG0006351	XP_026270419.1	XP_012861629.1
OG0006352	XP_026240219.1	XP_004697137.1
OG0006353	XP_026240162.1	XP_045150502.1, XP_004696766.1
OG0006354	XP_026266017.1	XP_012863847.2
OG0006355	XP_026257592.1	XP_045141324.1
OG0006356	XP_026244205.1	XP_012863301.2
OG0006357	XP_026257589.1, XP_026257591.1	XP_030744802.2
OG0006358	XP_026257596.1	XP_045141081.1
OG0006359	XP_026245925.1	XP_004698420.1
OG0006360	XP_026245938.1	XP_004698140.1
OG0006361	XP_026249417.1	XP_004698437.1
OG0006362	XP_026249403.1	XP_045141090.1
OG0006363	XP_026245944.1	XP_045141198.1
OG0006364	XP_026239875.1	XP_004698666.1
OG0006365	XP_026252175.1	XP_045139503.1
OG0006366	XP_026248198.1	XP_004714262.1
OG0006367	XP_026260338.1	XP_004714225.2
OG0006368	XP_026260385.1	XP_004714246.3
OG0006369	XP_026260408.1	XP_004714243.1
OG0006371	XP_026258472.1	XP_004716329.1
OG0006372	XP_026259252.1	XP_004716324.2
OG0006373	XP_026252126.1	XP_045139548.1
OG0006374	XP_026252136.1	XP_004712908.2
OG0006375	XP_026248374.1	XP_004712925.2
OG0006376	XP_026248366.1	XP_012861702.2
OG0006377	XP_026248363.1	XP_045153690.1
OG0006378	XP_026248324.1	XP_045153675.1
OG0006379	XP_026254837.1	XP_012861688.1
OG0006380	XP_026249728.1	XP_004716246.1
OG0006381	XP_026236503.1	XP_012863628.1
OG0006382	XP_026237683.1	XP_004716177.1, XP_045150946.1
OG0006383	XP_026238065.1, XP_026238066.1	XP_004713046.1
OG0006384	XP_026246289.1	XP_030742348.2
OG0006385	XP_026246331.1	XP_004713055.2
OG0006386	XP_026246307.1	XP_004712949.1
OG0006387	XP_026246259.1	XP_004712995.1
OG0006388	XP_026246431.1	XP_004713000.1
OG0006389	XP_026265206.1	XP_004716362.1
OG0006390	XP_026267142.1	XP_045146217.1
OG0006391	XP_026237503.1	XP_030742353.1
OG0006392	XP_026264472.1	XP_045149221.1, XP_045149220.1, XP_045149222.1, XP_004709243.1
OG0006393	XP_026264529.1	XP_045148133.1
OG0006395	XP_026238267.1	XP_004699442.1
OG0006396	XP_026238339.1	XP_045147920.1
OG0006397	XP_026238518.1	XP_045147687.1
OG0006398	XP_026270670.1	XP_045155173.1
OG0006399	XP_026270704.1	XP_045154889.1
OG0006400	XP_026270630.1	XP_004709832.1, XP_045144792.1
OG0006401	XP_026236292.1	XP_045154997.1
OG0006402	XP_026268649.1	XP_004718003.2, XP_045155017.1
OG0006403	XP_026241925.1	XP_045155054.1
OG0006404	XP_026241856.1	XP_004705260.1, XP_045150297.1, XP_045148369.1, XP_004710851.1
OG0006405	XP_026241880.1	XP_045155150.1
OG0006406	XP_026241857.1	XP_045155149.1
OG0006407	XP_026257638.1	XP_004704559.1
OG0006408	XP_026257664.1	XP_045149537.1
OG0006410	XP_026255049.1	XP_004704602.1
OG0006411	XP_026255014.1	XP_045149672.1
OG0006412	XP_026255005.1	XP_045149772.1
OG0006413	XP_026260261.1	XP_004704644.1
OG0006414	XP_026269106.1	XP_004704669.1
OG0006415	XP_026269054.1	XP_004704676.1
OG0006416	XP_026248434.1	XP_012860630.2
OG0006417	XP_026248425.1	XP_045149627.1
OG0006419	XP_026248417.1	XP_004704684.1
OG0006420	XP_026238506.1	XP_004699459.1
OG0006421	XP_026267219.1	XP_045149532.1
OG0006422	XP_026241457.1	XP_004705905.1
OG0006423	XP_026256131.1	XP_004705629.1
OG0006424	XP_026256104.1	XP_004705634.1
OG0006425	XP_026268474.1	XP_045140466.1
OG0006426	XP_026252706.1	XP_012861001.1
OG0006427	XP_026252676.1	XP_004705682.1
OG0006428	XP_026252638.1, XP_026252639.1	XP_045140607.1
OG0006429	XP_026268977.1	XP_045141176.1
OG0006430	XP_026268974.1	XP_004705649.1
OG0006431	XP_026268939.1	XP_045146706.1, XP_045141805.1
OG0006433	XP_026259922.1	XP_004705620.1
OG0006434	XP_026259973.1	XP_004705975.1
OG0006435	XP_026259910.1	XP_012860867.1
OG0006436	XP_026263004.1	XP_004705606.1
OG0006437	XP_026262990.1	XP_004705958.1
OG0006438	XP_026256162.1, XP_026256164.1, XP_026256163.1	XP_004706064.1
OG0006439	XP_026256105.1	XP_004706068.1
OG0006440	XP_026256204.1, XP_026256202.1, XP_026256203.1	XP_004705712.1
OG0006441	XP_026256154.1	XP_004706084.1
OG0006442	XP_026247943.1	XP_030744800.1
OG0006443	XP_026247868.1	XP_004706115.1
OG0006444	XP_026247867.1	XP_004706121.1
OG0006445	XP_026247940.1	XP_045140961.1
OG0006446	XP_026265039.1	XP_045141947.1
OG0006447	XP_026236617.1	XP_004705915.1
OG0006449	XP_026235905.1	XP_004705909.2
OG0006450	XP_026241074.1	XP_004705908.2
OG0006451	XP_026241426.1	XP_012860965.2
OG0006452	XP_026241435.1	XP_045141977.1
OG0006453	XP_026241411.1	XP_030744859.1, XP_045141289.1
OG0006454	XP_026241098.1	XP_045141974.1
OG0006455	XP_026241128.1	XP_004705878.1
OG0006456	XP_026241129.1	XP_004705877.1
OG0006457	XP_026241249.1	XP_045141899.1
OG0006458	XP_026241059.1	XP_045156068.1
OG0006459	XP_026241344.1	XP_004706203.2
OG0006460	XP_026241189.1	XP_045141958.1
OG0006461	XP_026241067.1	XP_045141953.1, XP_012864227.1
OG0006462	XP_026241245.1	XP_004706166.1
OG0006463	XP_026241076.1	XP_004706159.1
OG0006465	XP_026235210.1	XP_012859241.1
OG0006466	XP_026257177.1	XP_045147841.1
OG0006467	XP_026259109.1	XP_045147922.1, XP_004699646.1, XP_045147921.1
OG0006469	XP_026265693.1	XP_004699382.2
OG0006470	XP_026265706.1	XP_004699388.1
OG0006472	XP_026243289.1	XP_004700180.1
OG0006473	XP_026256522.1	XP_045151967.1
OG0006474	XP_026252889.1	XP_030743644.1
OG0006475	XP_026252924.1	XP_004699859.1
OG0006476	XP_026252913.1, XP_026250829.1	XP_004699858.1, XP_045150643.1
OG0006477	XP_026257282.1	XP_004699837.1
OG0006478	XP_026243247.1	XP_004699924.1
OG0006479	XP_026243799.1	XP_045154131.1
OG0006480	XP_026248605.1, XP_026248606.1	XP_004706728.1
OG0006481	XP_026248635.1	XP_004706727.1
OG0006482	XP_026244304.1	XP_004706871.1
OG0006483	XP_026244291.1	XP_004706779.1
OG0006484	XP_026244292.1	XP_045154043.1
OG0006485	XP_026244254.1	XP_030743626.2
OG0006486	XP_026244236.1	XP_045153776.1
OG0006487	XP_026244273.1	XP_004706787.1
OG0006488	XP_026261040.1	XP_004706889.2
OG0006489	XP_026238078.1	XP_004706806.1
OG0006490	XP_026235949.1	XP_004706809.1
OG0006491	XP_026246524.1	XP_004700014.1
OG0006492	XP_026237744.1	XP_030743684.2
OG0006493	XP_026262938.1	XP_045154065.1
OG0006494	XP_026260834.1	XP_004714778.1
OG0006495	XP_026260863.1	XP_045154445.1
OG0006496	XP_026260841.1, XP_026260842.1	XP_004714755.1
OG0006497	XP_026260824.1, XP_026260825.1	XP_045154359.1
OG0006498	XP_026260781.1	XP_004714737.1
OG0006499	XP_026260782.1	XP_004714711.1
OG0006500	XP_026260830.1	XP_004714708.1
OG0006502	XP_026268740.1	XP_004714789.1
OG0006503	XP_026254394.1	XP_030743154.2
OG0006504	XP_026255838.1	XP_045151971.1
OG0006505	XP_026256525.1	XP_004702982.1
OG0006506	XP_026243874.1	XP_004702959.1
OG0006507	XP_026271280.1	XP_004703931.1
OG0006508	XP_026271277.1	XP_004702927.1
OG0006509	XP_026249542.1	XP_045152029.1
OG0006510	XP_026256367.1	XP_045144060.1, XP_004698769.1
OG0006511	XP_026270820.1	XP_004699170.1
OG0006512	XP_026261851.1	XP_004698534.2
OG0006513	XP_026246857.1	XP_045143572.1
OG0006514	XP_026250011.1	XP_004698824.1
OG0006515	XP_026261887.1	XP_004698524.1
OG0006516	XP_026261826.1	XP_030740753.1
OG0006517	XP_026261900.1	XP_045143655.1
OG0006518	XP_026261825.1	XP_045143980.1
OG0006519	XP_026261890.1	XP_045143592.1
OG0006520	XP_026261918.1	XP_004698557.1, XP_045143988.1, XP_045143987.1
OG0006521	XP_026261822.1	XP_045143823.1
OG0006522	XP_026270209.1	XP_045143889.1
OG0006523	XP_026269640.1	XP_004698589.1
OG0006524	XP_026268439.1	XP_004698618.1
OG0006525	XP_026246884.1, XP_026246885.1	XP_004698629.1
OG0006526	XP_026246835.1	XP_045143943.1
OG0006527	XP_026246825.1	XP_004698636.1
OG0006528	XP_026239923.1	XP_045147794.1
OG0006529	XP_026265825.1	XP_045143564.1
OG0006530	XP_026265832.1	XP_004698682.1
OG0006531	XP_026240960.1	XP_004698690.1
OG0006532	XP_026240892.1	XP_045143739.1
OG0006533	XP_026240869.1	XP_045143557.1
OG0006534	XP_026240990.1	XP_045144183.1
OG0006535	XP_026240913.1	XP_045144047.1
OG0006536	XP_026240920.1	XP_004698721.1
OG0006537	XP_026240967.1	XP_004698728.1
OG0006539	XP_026246812.1	XP_045143811.1
OG0006540	XP_026257192.1	XP_045143916.1
OG0006541	XP_026257078.1	XP_004698764.1
OG0006542	XP_026257380.1	XP_004699091.1
OG0006543	XP_026257416.1	XP_004698780.1, XP_045143747.1
OG0006545	XP_026250016.1	XP_045143700.1, XP_004699145.1
OG0006546	XP_026255201.1	XP_045144012.1
OG0006547	XP_026240863.1	XP_045143556.1
OG0006549	XP_026266162.1	XP_045152558.1
OG0006550	XP_026264021.1	XP_012861270.1
OG0006551	XP_026242899.1	XP_004707203.1
OG0006552	XP_026242795.1	XP_004707196.1
OG0006553	XP_026244804.1	XP_004706950.1
OG0006554	XP_026266574.1	XP_045155458.1
OG0006555	XP_026260631.1	XP_045155445.1
OG0006557	XP_026267590.1	XP_004717388.1
OG0006558	XP_026264031.1	XP_045155401.1
OG0006559	XP_026268198.1	XP_004707267.1
OG0006560	XP_026268203.1	XP_004707262.1
OG0006561	XP_026242812.1	XP_045155799.1
OG0006562	XP_026242887.1	XP_004707181.2
OG0006563	XP_026242847.1	XP_004707163.1
OG0006564	XP_026242766.1	XP_004707486.1
OG0006565	XP_026242727.1	XP_004707479.2
OG0006566	XP_026242680.1	XP_045155914.1
OG0006567	XP_026263149.1	XP_045155282.1
OG0006568	XP_026263132.1	XP_004707438.1
OG0006569	XP_026263129.1	XP_045155512.1
OG0006570	XP_026263141.1	XP_004707079.1
OG0006571	XP_026263145.1	XP_004707435.1
OG0006571	XP_026263109.1	XP_004707076.1
OG0006573	XP_026253808.1	XP_030743957.1
OG0006574	XP_026267667.1	XP_012861205.1
OG0006575	XP_026267671.1	XP_004707021.1
OG0006576	XP_026244645.1	XP_004707008.1
OG0006577	XP_026244778.1	XP_004706987.1
OG0006578	XP_026244534.1	XP_045155514.1
OG0006579	XP_026244580.1	XP_030744104.1
OG0006580	XP_026270971.1	XP_004714522.1
OG0006581	XP_026270962.1	XP_045145271.1
OG0006582	XP_026251247.1	XP_004714491.1
OG0006583	XP_026238587.1	XP_004714570.2
OG0006584	XP_026251288.1	XP_045144512.1, XP_045151782.1
OG0006585	XP_026251189.1	XP_004713380.1
OG0006586	XP_026251299.1	XP_045144457.1
OG0006587	XP_026251333.1	XP_004713295.1
OG0006588	XP_026242345.1	XP_045144473.1
OG0006589	XP_026242056.1	XP_045144444.1
OG0006590	XP_026254242.1	XP_004700593.1
OG0006591	XP_026254110.1	XP_045145020.1, XP_004708426.1
OG0006592	XP_026254112.1	XP_045144992.1
OG0006593	XP_026254259.1	XP_004700594.1
OG0006594	XP_026254042.1	XP_045147648.1
OG0006595	XP_026254135.1	XP_045148924.1
OG0006596	XP_026251984.1	XP_045147489.1
OG0006597	XP_026254192.1	XP_045148171.1
OG0006598	XP_026248745.1	XP_004700862.1
OG0006599	XP_026242468.1	XP_004700510.1
OG0006600	XP_026242386.1	XP_004718231.2
OG0006601	XP_026269345.1	XP_045147848.1
OG0006602	XP_026269386.1	XP_045148051.1, XP_004700665.1
OG0006603	XP_026269305.1	XP_045149092.1, XP_045149089.1, XP_045149101.1
OG0006604	XP_026269366.1	XP_045148030.1
OG0006606	XP_026250107.1	XP_045146631.1
OG0006607	XP_026250143.1	XP_004700704.1
OG0006608	XP_026250100.1	XP_045146746.1
OG0006609	XP_026250079.1	XP_004700352.1
OG0006610	XP_026267282.1	XP_004700720.1
OG0006612	XP_026253013.1	XP_004700393.1
OG0006613	XP_026267123.1, XP_026267121.1, XP_026267124.1, XP_026267122.1	XP_004704391.1
OG0006614	XP_026264407.1	XP_030744352.2
OG0006615	XP_026235320.1, XP_026235319.1	XP_004704394.2
OG0006616	XP_026235324.1	XP_045139759.1
OG0006618	XP_026235083.1	XP_004704409.1, XP_045152091.1
OG0006619	XP_026269864.1	XP_012860562.2
OG0006620	XP_026266784.1	XP_004699828.1
OG0006621	XP_026255714.1	XP_004710276.2
OG0006623	XP_026242951.1	XP_045152566.1, XP_004710247.1
OG0006624	XP_026243012.1	XP_004710312.1
OG0006625	XP_026260926.1	XP_045150019.1
OG0006626	XP_026261698.1	XP_045146292.1
OG0006627	XP_026241542.1	XP_045141620.1
OG0006628	XP_026236449.1	XP_004696890.1
OG0006629	XP_026251978.1	XP_030744737.1
OG0006630	XP_026251985.1	XP_004696637.1
OG0006631	XP_026268857.1	XP_004696675.1
OG0006632	XP_026257016.1	XP_004696694.1
OG0006633	XP_026257043.1	XP_004696703.1
OG0006634	XP_026235381.1	XP_030741243.1
OG0006635	XP_026235158.1	XP_004711074.1
OG0006636	XP_026270586.1	XP_004711060.2
OG0006637	XP_026235769.1	XP_004711055.1
OG0006638	XP_026270921.1	XP_004711043.1
OG0006639	XP_026235461.1	XP_004711126.2
OG0006640	XP_026270410.1	XP_004711025.1
OG0006641	XP_026246909.1	XP_004711017.2
OG0006642	XP_026246890.1	XP_045152562.1
OG0006643	XP_026249084.1	XP_012862689.3, XP_045152527.1, XP_045152528.1
OG0006644	XP_026249141.1	XP_045152478.1
OG0006645	XP_026264434.1	XP_004712610.1, XP_045152598.1
OG0006646	XP_026236569.1, XP_026236568.1	XP_004699759.1
OG0006647	XP_026267015.1, XP_026250172.1	XP_045150687.1
OG0006648	XP_026236075.1	XP_004712507.1, XP_004712509.1
OG0006649	XP_026235730.1	XP_004711136.2
OG0006650	XP_026246956.1, XP_026270121.1	XP_004711742.1
OG0006651	XP_026270115.1	XP_045148539.1
OG0006652	XP_026271184.1	XP_004711754.1
OG0006653	XP_026271129.1	XP_045148946.1
OG0006654	XP_026271176.1	XP_004711773.1
OG0006655	XP_026271136.1	XP_045148199.1
OG0006656	XP_026271218.1	XP_045148407.1, XP_004711780.1
OG0006658	XP_026239270.1	XP_004711806.1
OG0006659	XP_026239397.1	XP_004704589.1, XP_045148883.1, XP_004717293.1
OG0006660	XP_026239277.1	XP_004710788.1
OG0006661	XP_026239303.1	XP_004710873.1
OG0006662	XP_026239220.1	XP_004710792.1
OG0006663	XP_026239400.1	XP_045150716.1
OG0006664	XP_026239503.1	XP_045150710.1
OG0006665	XP_026239202.1, XP_026239198.1	XP_004710839.2
OG0006666	XP_026239494.1	XP_004710921.1
OG0006667	XP_026239352.1	XP_004710844.1
OG0006668	XP_026250236.1	XP_045150208.1, XP_012862231.2
OG0006669	XP_026250212.1	XP_045150766.1
OG0006670	XP_026250247.1	XP_045150693.1
OG0006671	XP_026254736.1	XP_045150827.1
OG0006672	XP_026247126.1, XP_026247127.1	XP_030742640.1
OG0006673	XP_026265316.1	XP_045150320.1
OG0006674	XP_026265311.1	XP_045150309.1, XP_045154641.1, XP_030740929.1, XP_045144210.1
OG0006675	XP_026266158.1	XP_012859157.1
OG0006676	XP_026255466.1	XP_004715571.1
OG0006677	XP_026266654.1	XP_004696587.2
OG0006678	XP_026258299.1	XP_045150249.1
OG0006679	XP_026262652.1	XP_004710951.1
OG0006680	XP_026245385.1	XP_045150584.1
OG0006681	XP_026245448.1	XP_004696286.1
OG0006682	XP_026245435.1	XP_045150666.1, XP_045150539.1
OG0006683	XP_026250845.1	XP_004702067.1
OG0006684	XP_026270776.1	XP_004702253.1
OG0006686	XP_026255191.1	XP_004696976.1
OG0006687	XP_026249204.1	XP_004705009.1
OG0006688	XP_026239162.1	XP_004697759.1
OG0006689	XP_026240339.1	XP_004697498.2
OG0006690	XP_026262919.1	XP_004697710.1, XP_045145702.1
OG0006692	XP_026258835.1	XP_045142807.1
OG0006693	XP_026265607.1	XP_045154041.1
OG0006694	XP_026265672.1	XP_045142663.1
OG0006695	XP_026265662.1	XP_045142634.1
OG0006697	XP_026265542.1	XP_045148166.1, XP_045148977.1
OG0006698	XP_026265699.1	XP_004697403.1
OG0006699	XP_026256366.1	XP_004699770.1, XP_045141763.1
OG0006700	XP_026256285.1	XP_004699769.2
OG0006701	XP_026241640.1	XP_045139988.1
OG0006702	XP_026240997.1	XP_045140129.1
OG0006705	XP_026244511.1	XP_004707828.1
OG0006706	XP_026237962.1	XP_030744584.2, XP_012860675.1
OG0006707	XP_026235743.1	XP_004697328.1, XP_012860683.1
OG0006709	XP_026248570.1	XP_045144859.1
OG0006710	XP_026248580.1	XP_012861397.2
OG0006711	XP_026267472.1	XP_004707853.1
OG0006712	XP_026270353.1	XP_045144828.1
OG0006713	XP_026255129.1	XP_012860109.1
OG0006714	XP_026238534.1	XP_045144690.1
OG0006716	XP_026247332.1	XP_045144916.1
OG0006717	XP_026256018.1, XP_026256019.1	XP_004702790.1, XP_045144885.1, XP_045144886.1
OG0006718	XP_026257348.1	XP_004702810.1
OG0006719	XP_026257320.1, XP_026257321.1	XP_004702914.2, XP_045144889.1
OG0006721	XP_026243429.1	XP_004702825.1
OG0006722	XP_026243403.1	XP_004708210.2
OG0006723	XP_026244524.1	XP_045144869.1
OG0006724	XP_026244512.1	XP_004707920.1
OG0006725	XP_026267819.1	XP_004698924.3, XP_004718005.4
OG0006726	XP_026266955.1	XP_045144672.1
OG0006727	XP_026253870.1, XP_026253872.1	XP_004700461.1
OG0006728	XP_026249181.1	XP_045154989.1
OG0006729	XP_026238432.1	XP_045147692.1
OG0006730	XP_026266458.1	XP_045147696.1
OG0006731	XP_026266454.1	XP_045147697.1
OG0006732	XP_026253452.1	XP_004699511.1
OG0006733	XP_026253533.1, XP_026253534.1	XP_045148063.1
OG0006734	XP_026253511.1	XP_004699751.1
OG0006735	XP_026267777.1	XP_045143661.1
OG0006736	XP_026269976.1, XP_026269977.1	XP_045144155.1
OG0006737	XP_026252792.1	XP_004700490.1
OG0006738	XP_026252790.1	XP_004700831.1
OG0006739	XP_026253537.1	XP_004700473.1
OG0006740	XP_026253109.1	XP_004700447.1, XP_045139469.1, XP_045145479.1
OG0006741	XP_026252735.1	XP_004700446.1
OG0006742	XP_026254399.1	XP_045141939.1, XP_012859509.1
OG0006743	XP_026248519.1, XP_026248518.1	XP_004708754.1
OG0006744	XP_026240553.1	XP_030743068.1
OG0006745	XP_026251742.1	XP_004708786.1
OG0006746	XP_026254662.1	XP_004707782.1
OG0006747	XP_026255252.1	XP_004708234.2
OG0006748	XP_026268505.1	XP_030741123.1
OG0006749	XP_026265177.1	XP_045144670.1
OG0006750	XP_026268509.1	XP_004714072.1
OG0006751	XP_026261206.1	XP_004714016.2
OG0006752	XP_026254358.1	XP_030741025.1
OG0006753	XP_026254354.1	XP_004707960.1
