Orthogroup	Saimiri_boliviensis_boliviensis	Canis_lupus_familiaris
OG0008746	XP_003929013.1	XP_038436081.1
OG0008747	XP_003929008.1	XP_038436088.1
OG0008748	XP_039324708.1	XP_038436117.1
OG0008749	XP_003928988.1	XP_038436168.1
OG0008750	XP_010337842.1	XP_038436191.1
OG0008751	XP_039324759.1	XP_038436286.1
OG0008752	XP_003928928.2	XP_038436301.1
OG0008753	XP_003928917.1	XP_038436305.1
OG0008754	XP_003928919.1	XP_038436313.1
OG0008755	XP_003929072.2	XP_038436316.1
OG0008756	XP_039325265.1	XP_038436339.1
OG0008757	XP_039318779.1, XP_039318780.1	XP_038436358.1
OG0008758	XP_039318788.1	XP_038436366.1
OG0008759	XP_003941675.2	XP_038436387.1
OG0008760	XP_003935639.1	XP_038436392.1
OG0008761	XP_010344421.1	XP_038436400.1
OG0008762	XP_003939923.2	XP_038436562.1
OG0008763	XP_003940945.1	XP_038436640.1
OG0008764	XP_039325336.1	XP_038436664.1
OG0008765	XP_039324903.1	XP_038436665.1
OG0008766	XP_039325092.1	XP_038436715.1
OG0008767	XP_039325180.1	XP_038436757.1
OG0008768	XP_039325005.1	XP_038436791.1
OG0008769	XP_003929722.1	XP_038436793.1
OG0008770	XP_039324714.1	XP_038436794.1
OG0008771	XP_003929708.1	XP_038436829.1, XP_038436828.1
OG0008772	XP_039324784.1	XP_038436843.1
OG0008773	XP_039325297.1	XP_038436900.1
OG0008774	XP_010329144.2	XP_038437010.1
OG0008775	XP_039318736.1	XP_038437026.1
OG0008776	XP_039324943.1	XP_038437042.1
OG0008777	XP_003934377.1	XP_038437046.1
OG0008778	XP_010337200.2	XP_038437121.1
OG0008779	XP_003934376.1	XP_038437192.1
OG0008780	XP_003927715.1	XP_038437280.1
OG0008781	XP_039336424.1	XP_038437302.1
OG0008782	XP_003927702.2	XP_038437304.1
OG0008783	XP_003927695.1, XP_003935945.2	XP_038437343.1
OG0008784	XP_010336592.2	XP_038437366.1
OG0008785	XP_039336451.1	XP_038437393.1
OG0008786	XP_010336567.1, XP_010336568.1	XP_038437433.1
OG0008787	XP_010336560.1	XP_038437443.1
OG0008788	XP_039336454.1	XP_038437474.1
OG0008789	XP_003927624.2	XP_038437505.1
OG0008790	XP_039336453.1	XP_038437531.1
OG0008791	XP_039336350.1	XP_038437548.1
OG0008792	XP_039336503.1	XP_038437550.1
OG0008793	XP_039336530.1	XP_038437554.1
OG0008794	XP_003927773.2	XP_038437564.1
OG0008795	XP_010348367.2	XP_038437633.1
OG0008796	XP_010338660.2	XP_038437701.1
OG0008797	XP_003929484.1	XP_038437707.1
OG0008798	XP_039324323.1	XP_038437785.1
OG0008799	XP_003929526.1	XP_038437895.1
OG0008800	XP_003929546.1	XP_038437922.1
OG0008801	XP_010338421.1	XP_038437955.1, XP_038437954.1
OG0008802	XP_003929579.1	XP_038437996.1
OG0008803	XP_003924070.1	XP_038438056.1
OG0008804	XP_039324527.1	XP_038438062.1
OG0008805	XP_010333088.1	XP_038438080.1
OG0008806	XP_003924032.1	XP_038438135.1
OG0008807	XP_010333060.1	XP_038438158.1
OG0008808	XP_003924012.1	XP_038438191.1
OG0008809	XP_010333026.1	XP_038438252.1
OG0008810	XP_039324381.1, XP_039324382.1	XP_038438315.1
OG0008811	XP_039325547.1	XP_038441299.1, XP_038441298.1, XP_038438375.1
OG0008812	XP_039324331.1	XP_038438393.1
OG0008813	XP_039336500.1	XP_038438431.1
OG0008814	XP_003943577.1	XP_038438478.1, XP_038438479.1, XP_038438477.1, XP_038438476.1
OG0008815	XP_039333211.1	XP_038438486.1
OG0008816	XP_010329696.2	XP_038438500.1, XP_038445286.1, XP_038445283.1
OG0008817	XP_039333491.1	XP_038438519.1, XP_038438517.1
OG0008818	XP_039333607.1	XP_038438529.1
OG0008819	XP_039333591.1, XP_010329699.1	XP_038438534.1
OG0008820	XP_010344308.1	XP_038438710.1
OG0008821	XP_039333407.1	XP_038438768.1
OG0008822	XP_039333518.1	XP_038438868.1
OG0008823	XP_039333311.1	XP_038438910.1
OG0008824	XP_003941694.1	XP_038438930.1
OG0008825	XP_003941701.1	XP_038438938.1
OG0008826	XP_003941699.1	XP_038438939.1
OG0008827	XP_039333007.1	XP_038438988.1
OG0008828	XP_039333216.1	XP_038438991.1
OG0008829	XP_010350753.1	XP_038438992.1
OG0008830	XP_010339738.1	XP_038439072.1, XP_038439071.1
OG0008831	XP_003926250.1	XP_038439086.1
OG0008832	XP_039333606.1	XP_038439116.1
OG0008833	XP_010336061.1	XP_038439152.1
OG0008834	XP_039333279.1	XP_038439182.1
OG0008835	XP_039329988.1	XP_038439227.1
OG0008836	XP_003932539.2	XP_038439232.1
OG0008837	XP_039325316.1	XP_038439245.1
OG0008838	XP_003932546.1	XP_038439258.1
OG0008839	XP_003932560.1	XP_038439274.1
OG0008840	XP_039325732.1	XP_038439281.1
OG0008841	XP_039320215.1	XP_038439283.1, XP_038444809.1
OG0008842	XP_039327755.1	XP_038439305.1
OG0008843	XP_039334145.1, XP_003926973.1	XP_038439352.1
OG0008844	XP_039334805.1	XP_038439405.1
OG0008845	XP_039334647.1	XP_038439487.1
OG0008846	XP_010335964.1	XP_038439494.1
OG0008847	XP_003927019.1	XP_038439499.1
OG0008848	XP_039334652.1	XP_038439500.1
OG0008849	XP_010335970.2	XP_038439537.1
OG0008850	XP_010335971.1	XP_038439540.1
OG0008851	XP_039334915.1	XP_038439570.1
OG0008852	XP_010336026.1	XP_038439622.1
OG0008853	XP_003927072.1, XP_039334759.1	XP_038439639.1
OG0008854	XP_039336121.1	XP_038439680.1
OG0008855	XP_003925028.1	XP_038439696.1
OG0008856	XP_010333984.2	XP_038439768.1
OG0008857	XP_003925004.1	XP_038439783.1
OG0008858	XP_003932561.1	XP_038439882.1
OG0008859	XP_003944761.1	XP_038439911.1
OG0008860	XP_039318633.1	XP_038439925.1
OG0008861	XP_003927445.1	XP_038439958.1
OG0008862	XP_010336391.1	XP_038439963.1
OG0008863	XP_010336792.1, XP_003927436.1	XP_038439982.1
OG0008864	XP_039318522.1	XP_038439998.1
OG0008865	XP_003927431.1	XP_038440005.1
OG0008866	XP_003927419.1	XP_038440050.1
OG0008867	XP_039318668.1	XP_038440056.1
OG0008868	XP_010336361.2	XP_038440072.1
OG0008869	XP_003927386.1	XP_038440124.1
OG0008870	XP_039318667.1	XP_038440193.1
OG0008871	XP_003927354.1	XP_038440197.1
OG0008872	XP_039318504.1	XP_038440199.1
OG0008873	XP_003927338.1	XP_038440238.1, XP_038440244.1
OG0008874	XP_003944856.1	XP_038440322.1
OG0008875	XP_010331008.1	XP_038440368.1
OG0008876	XP_003944257.1	XP_038440451.1
OG0008877	XP_010328384.1	XP_038440473.1
OG0008878	XP_003922008.2	XP_038440477.1
OG0008879	XP_003921999.1	XP_038440520.1
OG0008880	XP_003921994.1	XP_038441014.1, XP_038440556.1
OG0008881	XP_039325740.1	XP_038440565.1
OG0008882	XP_010350765.1	XP_038440641.1
OG0008883	XP_039320120.1, XP_010329348.2	XP_038440730.1
OG0008884	XP_003921930.1	XP_038440739.1
OG0008885	XP_010350523.1	XP_038440746.1
OG0008886	XP_010350391.2	XP_038440775.1
OG0008887	XP_039325646.1	XP_038440861.1
OG0008888	XP_039328789.1, XP_003921839.1	XP_038440978.1
OG0008889	XP_003925647.1	XP_038441033.1
OG0008890	XP_039326012.1	XP_038441112.1
OG0008891	XP_003925740.1	XP_038441188.1
OG0008892	XP_010334760.1	XP_038441224.1
OG0008893	XP_010334750.1	XP_038441252.1
OG0008894	XP_003925710.1	XP_038441262.1
OG0008895	XP_003925709.1	XP_038441276.1
OG0008896	XP_003925689.1	XP_038441325.1
OG0008897	XP_039325527.1, XP_003945160.2	XP_038441438.1
OG0008898	XP_039326145.1	XP_038441461.1
OG0008899	XP_039325506.1	XP_038441713.1
OG0008900	XP_010334593.1	XP_038441721.1
OG0008901	XP_039325667.1	XP_038441750.1
OG0008902	XP_039325457.1	XP_038441791.1
OG0008903	XP_003925527.1	XP_038441804.1
OG0008904	XP_003943423.1	XP_038441853.1
OG0008905	XP_010346830.1	XP_038441858.1
OG0008906	XP_039322311.1	XP_038441911.1
OG0008907	XP_010347254.2	XP_038441937.1
OG0008908	XP_003938387.2	XP_038441985.1
OG0008909	XP_003930497.1	XP_038441991.1
OG0008910	XP_003930393.1	XP_038442089.1
OG0008911	XP_039319382.1, XP_010346926.2	XP_038442092.1
OG0008912	XP_003943439.2	XP_038442169.1
OG0008913	XP_003943431.1	XP_038442190.1
OG0008914	XP_003938043.1	XP_038442205.1
OG0008916	XP_003937962.2	XP_038442310.1
OG0008917	XP_039316127.1	XP_038442336.1
OG0008918	XP_003930400.2	XP_038442363.1
OG0008919	XP_010333110.1, XP_003924078.1	XP_038442422.1
OG0008920	XP_003939637.1	XP_038442435.1
OG0008921	XP_010344655.1	XP_038442511.1
OG0008922	XP_003935888.2	XP_038442519.1
OG0008923	XP_039319863.1	XP_038442593.1
OG0008924	XP_039319434.1	XP_038442616.1
OG0008925	XP_039319432.1	XP_038442631.1
OG0008926	XP_039331562.1	XP_038442651.1
OG0008927	XP_010334450.1	XP_038442668.1
OG0008928	XP_003920341.2	XP_038442714.1
OG0008929	XP_010334786.1, XP_039325548.1	XP_038442764.1
OG0008930	XP_003920389.1	XP_038442794.1
OG0008931	XP_003924177.1	XP_038442907.1
OG0008932	XP_039331575.1	XP_038442912.1
OG0008933	XP_003924143.1	XP_038442998.1
OG0008934	XP_003924131.1	XP_038443030.1
OG0008935	XP_003924130.1, XP_039323137.1	XP_038443039.1
OG0008936	XP_003924106.1	XP_038443093.1
OG0008937	XP_003924095.1	XP_038443096.1
OG0008938	XP_010348455.1	XP_038443186.1
OG0008939	XP_003939550.1	XP_038443208.1
OG0008940	XP_010348528.1	XP_038443351.1
OG0008941	XP_003939635.1	XP_038443380.1, XP_038443379.1
OG0008942	XP_039331247.1	XP_038443430.1
OG0008943	XP_010329865.1	XP_038443447.1
OG0008944	XP_003943112.1	XP_038443544.1
OG0008945	XP_003943147.1	XP_038443607.1
OG0008946	XP_010330701.1, XP_010330702.1	XP_038443633.1
OG0008947	XP_010345655.1	XP_038443691.1
OG0008948	XP_003936877.2	XP_038443708.1
OG0008949	XP_039331585.1, XP_039331432.1	XP_038443729.1
OG0008950	XP_003938748.1	XP_038443755.1, XP_038443756.1
OG0008951	XP_039320076.1	XP_038443796.1
OG0008952	XP_003935923.1	XP_038443969.1
OG0008953	XP_003931108.1	XP_038444076.1
OG0008954	XP_003931111.1	XP_038444077.1
OG0008955	XP_039319918.1	XP_038444122.1
OG0008956	XP_003931163.2	XP_038444196.1
OG0008957	XP_039319982.1	XP_038444292.1, XP_038444284.1
OG0008958	XP_010341235.1, XP_010349802.2	XP_038444338.1
OG0008959	XP_003943455.1	XP_038444543.1
OG0008960	XP_039320057.1	XP_038444564.1
OG0008961	XP_003921834.1	XP_038444685.1
OG0008962	XP_039320048.1, XP_003921832.1	XP_038444693.1
OG0008963	XP_003944045.1, XP_039331635.1	XP_038444722.1
OG0008994	XP_010335444.2	NP_001002933.1
OG0008995	NP_001266935.1	NP_001002938.2
OG0008996	XP_003924808.1	NP_001002939.1
OG0008997	XP_003935131.1	NP_001002941.1
OG0008998	XP_039328499.1, XP_003929317.1	NP_001002944.1
OG0008999	XP_010343129.1	NP_001002964.1
OG0009000	XP_003920868.1	NP_001002974.1
OG0009001	XP_039316134.1	NP_001002976.1
OG0009003	XP_003925272.1	NP_001002997.1
OG0009004	XP_010338012.1	NP_001003006.2
OG0009005	XP_003925205.1	NP_001003023.1
OG0009006	XP_010340892.1	NP_001003027.1
OG0009008	XP_039329212.1	NP_001003036.1
OG0009009	XP_003932894.3	NP_001003038.1
OG0009010	XP_039321299.1	NP_001003081.1
OG0009011	XP_010340299.2	NP_001003083.1
OG0009012	XP_039323653.1	NP_001003092.1
OG0009013	XP_010328640.1	NP_001003096.1
OG0009014	XP_039328516.1	NP_001003124.1
OG0009015	XP_003930687.2	NP_001003148.2
OG0009016	XP_010338771.1	NP_001003158.2
OG0009017	XP_003940378.2	NP_001003160.1
OG0009018	XP_010328580.2	NP_001003162.1
OG0009019	XP_003943669.3	NP_001003163.1
OG0009020	XP_003938034.1	NP_001003171.2
OG0009021	XP_003921477.1	NP_001003176.1
OG0009022	XP_010342453.1	NP_001003181.1
OG0009023	XP_003929783.1	NP_001003188.1
OG0009024	XP_039335338.1	NP_001003208.1
OG0009025	XP_003939090.1	NP_001003211.2
OG0009026	XP_003943974.1	NP_001003212.1
OG0009027	XP_003924593.1	NP_001003242.2
OG0009028	XP_010349258.1	NP_001003256.1, XP_038388006.1
OG0009029	XP_039329387.1	NP_001003277.2
OG0009030	XP_003923240.1	NP_001003287.1
OG0009031	XP_003921141.1	NP_001003294.1
OG0009032	XP_003935160.1	NP_001003301.1
OG0009033	XP_039327543.1	NP_001003320.1
OG0009034	XP_003929672.2	NP_001003327.1
OG0009035	XP_003930459.1	NP_001003341.1
OG0009036	XP_039332407.1	NP_001003348.1
OG0009037	XP_039330178.1	NP_001003362.1
OG0009038	XP_003930195.1	NP_001003371.2
OG0009039	XP_003940335.1	NP_001003373.1
OG0009040	XP_003933315.1	NP_001003385.1
OG0009041	XP_003943500.2	NP_001003969.1
OG0009042	XP_003925504.1	NP_001005254.1
OG0009043	XP_003938642.1	NP_001005754.1
OG0009044	XP_003928147.2	NP_001005758.1
OG0009045	XP_003942227.1	NP_001006646.1
OG0009046	XP_003940914.1	NP_001006652.2
OG0009047	XP_003923322.1	NP_001006949.1
OG0009048	XP_003920659.1	NP_001006951.1
OG0009049	XP_003941493.1	NP_001006952.1
OG0009050	XP_010331130.1	NP_001007124.1
OG0009052	XP_010336089.2, XP_039316141.1	NP_001008552.1
OG0009053	XP_010339957.2	NP_001011556.1
OG0009054	XP_003925112.1	NP_001011558.1
OG0009055	XP_003922614.1	NP_001012637.1
OG0009056	XP_010334628.1	NP_001013873.1
OG0009057	XP_010333881.1	NP_001014298.1
OG0009058	XP_039328567.1	NP_001014769.1
OG0009059	XP_010329193.2	NP_001014770.1
OG0009060	XP_010336876.1	NP_001018044.1
OG0009061	XP_003933332.1	NP_001019811.1
OG0009062	XP_003938375.1	NP_001020439.1
OG0009063	XP_039324862.1	NP_001026800.2
OG0009064	XP_039318170.1	NP_001026804.1
OG0009065	XP_003944402.2	NP_001028682.1
OG0009066	XP_039328826.1	NP_001028683.1
OG0009067	XP_039330238.1	NP_001033737.1
OG0009068	XP_010343727.1	NP_001041501.1
OG0009069	XP_003926444.2	NP_001041550.1
OG0009070	XP_003923183.1	XP_038412303.1, NP_001041553.1
OG0009071	XP_003923188.1	NP_001041566.1
OG0009072	XP_039322626.1	NP_001041575.1
OG0009073	XP_003941827.1	NP_001041576.1
OG0009074	XP_003920793.2	NP_001041582.1
OG0009075	XP_003932122.1	NP_001070825.1
OG0009076	XP_003938531.1	NP_001074366.1
OG0009077	XP_003942834.1	NP_001075890.1
OG0009078	XP_039327026.1	NP_001091014.1
OG0009079	XP_003921643.2	NP_001091017.1
OG0009080	XP_003931969.2	NP_001091020.1
OG0009081	XP_010340739.1	NP_001093413.1
OG0009082	XP_003922885.1	NP_001093760.1
OG0009083	XP_003937954.1	NP_001104236.2
OG0009084	XP_003923146.1	NP_001104238.1
OG0009085	XP_010345521.2	NP_001104239.1
OG0009086	XP_039321999.1	NP_001104275.1
OG0009087	XP_003944259.1	NP_001108077.1
OG0009088	XP_003936006.1	NP_001108097.1
OG0009089	XP_039332650.1	NP_001108111.1
OG0009090	XP_010338982.2	NP_001108208.1
OG0009091	XP_003940060.1	NP_001116326.1
OG0009092	XP_003923113.1	NP_001120971.1
OG0009093	XP_003926991.1	NP_001121572.1
OG0009094	XP_003938648.2	NP_001121658.1
OG0009095	XP_039324571.1	NP_001123909.2
OG0009097	XP_010343591.1	NP_001124309.1
OG0009098	XP_039316080.1	NP_001130035.1
OG0009100	XP_010331687.2	NP_001130037.1
OG0009101	XP_003940544.2	NP_001138644.1
OG0009102	XP_010329984.1	NP_001138646.1
OG0009103	XP_039329328.1	NP_001139452.1
OG0009104	XP_010331283.1	NP_001139453.1
OG0009105	XP_003941973.2	NP_001153234.1
OG0009106	XP_003938341.1	NP_001153897.1
OG0009107	XP_003928295.1	NP_001155182.1
OG0009108	XP_010343098.1	NP_001155185.1
OG0009109	XP_003944658.1	XP_038445383.1, NP_001158731.1
OG0009110	XP_003929748.1	NP_001164300.2
OG0009111	XP_010329609.1	NP_001171274.1
OG0009112	XP_003938345.1	NP_001171278.1
OG0009113	XP_003921030.1	NP_001171932.1
OG0009114	XP_003928624.3	NP_001180228.2
OG0009115	XP_003941272.1	NP_001181899.1
OG0009116	XP_010328487.2, XP_003919976.2, XP_039324283.1	NP_001182538.1
OG0009117	XP_039324122.1	NP_001184025.1
OG0009118	XP_039323640.1	XP_038444932.1, NP_001184075.1
OG0009119	XP_003937058.2	NP_001184099.1
OG0009120	XP_039326679.1	NP_001184120.1
OG0009121	XP_010335630.1	NP_001184242.1
OG0009122	XP_003926641.1	NP_001184243.1
OG0009123	XP_039319082.1	NP_001191336.1
OG0009124	XP_003938988.1	NP_001191368.1
OG0009125	XP_039333974.1	NP_001192042.1
OG0009126	XP_010338096.1	NP_001192097.1
OG0009127	XP_010342664.1	NP_001229646.1
OG0009128	XP_039317795.1	NP_001238873.1
OG0009129	XP_039319353.1	NP_001239063.1
OG0009130	XP_039330114.1	NP_001239254.1
OG0009131	XP_010333526.1	NP_001239272.1
OG0009132	XP_003940184.1	NP_001239296.1
OG0009133	XP_039316240.1	NP_001241644.1
OG0009134	XP_003922204.1	NP_001243414.1
OG0009135	XP_003922432.1	NP_001245268.1
OG0009136	XP_010333087.1	NP_001257899.1
OG0009137	XP_003923170.1	NP_001257999.1
OG0009138	XP_003923125.1	NP_001271384.1
OG0009139	XP_039329181.1	NP_001271395.1
OG0009140	XP_003940958.1	NP_001271398.1
OG0009141	XP_003943164.3	NP_001271399.1
OG0009142	XP_003938910.1	NP_001271423.1
OG0009143	XP_039332040.1	NP_001273791.1
OG0009144	XP_003932469.1	NP_001273896.1
OG0009145	XP_010344432.1	NP_001273899.1
OG0009146	XP_003944561.2	NP_001273911.1
OG0009147	XP_003943617.1	NP_001273921.1
OG0009148	XP_039334788.1	NP_001273959.1
OG0009149	XP_010346138.1	NP_001273968.1
OG0009150	XP_039322511.1	NP_001274007.1
OG0009151	XP_003928952.1	NP_001274013.1
OG0009152	XP_039324874.1	NP_001274020.1
OG0009153	XP_003932555.1	NP_001274029.1
OG0009154	XP_003942957.2	NP_001274046.1
OG0009155	XP_003924773.1	NP_001274084.1
OG0009158	XP_003938309.1	NP_001274090.1
OG0009159	XP_010333439.1	NP_001274092.1
OG0009160	XP_039320378.1	NP_001276356.1
OG0009161	XP_003927628.1	NP_001277050.1
OG0009162	XP_010346365.1, NP_001280649.1	NP_001280588.1
OG0009163	XP_010332851.2	NP_001295412.1
OG0009164	XP_039324822.1	NP_001300702.1
OG0009165	XP_039327334.1	NP_001300710.1
OG0009166	XP_003923206.1	NP_001300735.1
OG0009167	XP_003939592.1	NP_001300736.1
OG0009168	XP_039324136.1, XP_039324135.1	NP_001300738.1
OG0009169	XP_010340068.1	NP_001300760.1
OG0009170	XP_003936069.1	NP_001300780.1
OG0009171	XP_003925023.1	NP_001300790.1
OG0009172	XP_039325827.1	NP_001300791.1
OG0009173	XP_039336383.1	NP_001300798.1
OG0009174	XP_039324125.1	NP_001300802.1
OG0009175	XP_039324414.1	NP_001300812.1
OG0009176	XP_003936833.1	NP_001301026.1
OG0009177	XP_003922440.2	NP_001301029.1
OG0009178	XP_003927099.1	NP_001301035.1
OG0009179	XP_003931809.1	NP_001301066.1
OG0009180	XP_039327728.1	NP_001332969.1
OG0009181	XP_003941938.1	NP_001349529.1
OG0009182	XP_010347302.2	NP_001362312.1
OG0009185	XP_003923611.2	NP_001375713.1
OG0009187	XP_010334457.1	NP_001376059.1
OG0009188	XP_003920148.1	NP_001376134.1
OG0009189	XP_010335846.1	XP_038381407.1
OG0009190	XP_010329727.2	XP_038381410.1
OG0009191	XP_003938677.1	XP_038381419.1
OG0009192	XP_010347606.1	XP_038381420.1
OG0009193	XP_003932426.3	XP_038381424.1
OG0009194	XP_003944098.1	XP_038381453.1
OG0009196	XP_010349238.1	XP_038381478.1
OG0009197	XP_003935719.1	XP_038381544.1
OG0009198	XP_010330444.2	XP_038381565.1, XP_038381566.1
OG0009199	XP_003940375.1	XP_038381575.1, XP_038381574.1
OG0009200	XP_039322427.1	XP_038381584.1
OG0009201	XP_010346336.2	XP_038381608.1
OG0009202	XP_039319712.1	XP_038381628.1
OG0009203	XP_039319702.1	XP_038381644.1
OG0009204	XP_010335022.2	XP_038381693.1
OG0009205	XP_039319783.1	XP_038381739.1
OG0009206	XP_003926052.1	XP_038381755.1
OG0009207	XP_003926092.1	XP_038381853.1
OG0009208	XP_003932517.1	XP_038382038.1
OG0009209	XP_003932532.3	XP_038382043.1
OG0009210	XP_003926922.3	XP_038382065.1
OG0009211	XP_039323749.1	XP_038382076.1
OG0009212	XP_039323877.1	XP_038382079.1
OG0009213	XP_039323751.1	XP_038382113.1
OG0009214	XP_003926893.1	XP_038382182.1
OG0009215	XP_003943612.1	XP_038382246.1
OG0009216	XP_003943608.2	XP_038382253.1
OG0009217	XP_039322973.1	XP_038382340.1
OG0009218	XP_039323610.1	XP_038382352.1
OG0009219	XP_039323522.1	XP_038382357.1
OG0009220	XP_003933825.1	XP_038382417.1
OG0009221	XP_003933832.2	XP_038382439.1
OG0009222	XP_039323385.1	XP_038382473.1
OG0009223	XP_039323172.1	XP_038382480.1
OG0009224	XP_039323688.1	XP_038382551.1, XP_038402868.1
OG0009225	XP_039323692.1	XP_038382552.1
OG0009226	XP_039323409.1	XP_038382567.1
OG0009227	XP_003938676.1	XP_038382569.1
OG0009228	XP_003938663.1	XP_038382589.1
OG0009229	XP_003932423.1	XP_038382625.1, XP_038382626.1
OG0009230	XP_039323732.1	XP_038382628.1
OG0009231	XP_010341265.1	XP_038382647.1
OG0009232	XP_003932435.1	XP_038382651.1
OG0009233	XP_003932444.1	XP_038382659.1
OG0009234	XP_003932445.1	XP_038382661.1
OG0009235	XP_003932450.1	XP_038382677.1
OG0009236	XP_003932473.1, XP_039323544.1, XP_010341296.1	XP_038382696.1
OG0009237	XP_039323826.1	XP_038382719.1
OG0009238	XP_039330959.1	XP_038382748.1
OG0009239	XP_039330929.1	XP_038382769.1
OG0009240	XP_010347066.2	XP_038382784.1
OG0009241	XP_039331206.1	XP_038382897.1
OG0009242	XP_039331201.1	XP_038382918.1
OG0009243	XP_010339555.2	XP_038382970.1
OG0009244	XP_003935679.2	XP_038383034.1
OG0009245	XP_039317290.1	XP_038383041.1
OG0009246	XP_039317384.1	XP_038383075.1
OG0009247	XP_039317473.1	XP_038383091.1
OG0009248	XP_003935704.1	XP_038383100.1
OG0009249	XP_003928230.1	XP_038383192.1
OG0009250	XP_003938244.2	XP_038383223.1
OG0009251	XP_003938241.1	XP_038383229.1
OG0009252	XP_039331117.1	XP_038383253.1
OG0009253	XP_003944723.1	XP_038383815.1
OG0009254	XP_010349428.1	XP_038383982.1, XP_038383976.1
OG0009255	XP_039322297.1	XP_038383993.1
OG0009256	XP_039322194.1	XP_038384017.1
OG0009257	XP_039322372.1	XP_038384025.1
OG0009258	XP_039322293.1	XP_038384121.1
OG0009259	XP_003940417.1	XP_038384135.1
OG0009260	XP_003940517.1	XP_038384187.1
OG0009261	XP_003940389.1	XP_038384221.1
OG0009262	XP_039322544.1	XP_038384250.1
OG0009263	XP_003940362.2	XP_038384289.1
OG0009264	XP_039322816.1	XP_038384292.1
OG0009265	XP_003940360.1	XP_038384298.1
OG0009266	XP_039322637.1	XP_038384350.1
OG0009267	XP_039321361.1	XP_038384405.1
OG0009268	XP_010349282.1, XP_003940307.2	XP_038384459.1
OG0009269	XP_039322294.1	XP_038384483.1
OG0009270	XP_039323010.1	XP_038384486.1
OG0009271	XP_039323069.1	XP_038384529.1
OG0009272	XP_039323060.1	XP_038384530.1
OG0009273	XP_003940274.1	XP_038384559.1, XP_038384561.1, XP_038384560.1, XP_038384562.1
OG0009274	XP_003944567.1	XP_038384617.1
OG0009275	XP_039322793.1	XP_038384635.1
OG0009276	XP_010330781.1	XP_038384636.1
OG0009277	XP_010330778.2	XP_038384637.1
OG0009278	XP_003943273.2	XP_038384648.1
OG0009279	XP_039322067.1	XP_038384654.1
OG0009280	XP_003943254.1	XP_038384682.1
OG0009281	XP_010329377.1	XP_038384689.1
OG0009282	XP_003943272.1	XP_038384715.1
OG0009283	XP_003943246.1	XP_038384732.1
OG0009284	XP_010329356.1	XP_038384733.1
OG0009285	XP_010329344.1	XP_038384739.1
OG0009286	XP_039322044.1	XP_038384750.1
OG0009287	XP_039322609.1	XP_038384754.1
OG0009288	XP_003943287.2	XP_038384759.1
OG0009289	XP_003943222.2	XP_038384761.1
OG0009290	XP_039321824.1	XP_038384773.1
OG0009291	XP_003943180.2	XP_038384862.1
OG0009292	XP_039320749.1, XP_039322868.1	XP_038384863.1
OG0009293	XP_039321851.1	XP_038384910.1
OG0009294	XP_003937491.1	XP_038384920.1
OG0009295	XP_003937535.3	XP_038384930.1
OG0009296	XP_010346267.1	XP_038385145.1
OG0009297	XP_010346263.1, XP_003937434.1	XP_038385169.1
OG0009298	XP_039321722.1	XP_038385179.1
OG0009299	XP_039322386.1, XP_039321680.1	XP_038385182.1
OG0009300	XP_039321790.1	XP_038385207.1
OG0009301	XP_010346236.1, XP_039322184.1	XP_038385215.1
OG0009302	XP_039322351.1	XP_038385243.1
OG0009303	XP_010346222.1	XP_038385264.1
OG0009304	XP_003937403.2	XP_038385275.1
OG0009305	XP_010346347.2	XP_038385323.1
OG0009306	XP_039323794.1, XP_039321540.1	XP_038385339.1
OG0009307	XP_039322359.1	XP_038385377.1
OG0009308	XP_003937367.1	XP_038385381.1
OG0009309	XP_003937366.1	XP_038385387.1
OG0009310	XP_003939121.3	XP_038385500.1
OG0009311	XP_003934035.1	XP_038385507.1, XP_038445640.1
OG0009312	XP_010334860.1	XP_038385511.1
OG0009313	XP_003925812.2	XP_038385513.1
OG0009314	XP_039330081.1	XP_038385517.1
OG0009315	XP_003944636.2	XP_038385518.1
OG0009316	XP_010344278.2	XP_038385520.1
OG0009317	XP_039330170.1	XP_038385522.1
OG0009318	XP_003935055.2	XP_038385523.1
OG0009319	XP_003937343.2	XP_038385562.1
OG0009320	XP_003937679.3	XP_038385568.1
OG0009321	XP_003921322.1	XP_038385569.1
OG0009322	XP_039329982.1	XP_038385576.1
OG0009323	XP_003935001.2, XP_010336505.1	XP_038385582.1, XP_038385581.1, XP_038385580.1, XP_038385579.1
OG0009324	XP_039334682.1	XP_038385590.1
OG0009325	XP_039324555.1, XP_039334534.1	XP_038385606.1
OG0009326	XP_039334835.1	XP_038385637.1
OG0009327	XP_039334438.1	XP_038385658.1
OG0009328	XP_003930734.1	XP_038385661.1
OG0009329	XP_039334909.1	XP_038385729.1
OG0009330	XP_003938427.2, XP_010347355.2	XP_038385801.1
OG0009331	XP_003938448.1	XP_038385886.1
OG0009332	XP_003930692.1	XP_038385916.1
OG0009333	XP_039334665.1	XP_038385945.1
OG0009334	XP_010339481.1	XP_038386018.1
OG0009335	XP_003930665.1	XP_038386057.1
OG0009336	XP_003939076.1	XP_038386084.1
OG0009337	XP_039334907.1	XP_038386090.1
OG0009338	XP_010347992.1, XP_039333327.1	XP_038386110.1
OG0009339	XP_003939112.1	XP_038386143.1
OG0009340	XP_010348013.1	XP_038386160.1
OG0009341	XP_003933954.1	XP_038386247.1
OG0009342	XP_039318599.1	XP_038386253.1
