Orthogroup	Saimiri_boliviensis_boliviensis	Homo_sapiens
OG0004257	XP_039321102.1, XP_039315952.1, XP_039321054.1	NP_055227.1
OG0004258	XP_003925430.1	NP_073207.1, XP_006711451.1
OG0004259	XP_010336992.1	NP_001365444.1, XP_011508446.1
OG0004260	XP_003935384.1	NP_006018.4, NP_003677.4, NP_569082.2, XP_006711903.1, NP_001306153.1
OG0004261	XP_010344159.1	NP_001124429.1, XP_011542440.1
OG0004262	XP_003937894.2	NP_001383790.1
OG0004263	XP_003937893.1	NP_658985.2
OG0004264	XP_010346752.1, XP_010346753.1	NP_954642.1
OG0004265	XP_039315823.1	NP_001165283.1, NP_000148.2
OG0004266	XP_010346673.1	NP_065385.2
OG0004267	XP_039315967.1	XP_047282071.1, NP_065750.1
OG0004269	XP_003924754.1	NP_001122060.3
OG0004270	XP_010333782.1	NP_001641.1, NP_001304316.1
OG0004271	XP_010335143.2	XP_047293516.1
OG0004272	XP_039318824.1	NP_079544.1, NP_001318167.1
OG0004273	XP_039324573.1	NP_001263247.1
OG0004274	XP_003924341.1	NP_057133.2, XP_005267778.1, NP_001333805.1, NP_001333803.1, NP_001333804.1, NP_001333806.1
OG0004275	XP_010333302.2	NP_062813.2, NP_001158164.1
OG0004276	XP_010333297.1	NP_001185497.1, NP_640340.2, NP_001185521.1
OG0004277	XP_010333276.1	NP_001128530.1, NP_004077.1, XP_047287018.1, NP_001334649.1
OG0004278	XP_003924268.1	XP_016877297.1, NP_004265.3
OG0004279	XP_003924257.2	NP_001243607.1, NP_001401432.1
OG0004280	XP_010337757.1, XP_010337755.1, XP_010337754.1, XP_010337756.1	XP_005267319.1, NP_006355.2
OG0004281	XP_039329055.1, XP_039324749.1	NP_005767.1
OG0004282	XP_010333425.1	NP_055807.1
OG0004284	XP_003936289.1	NP_009014.2
OG0004285	XP_039324700.1	XP_011535508.1
OG0004286	XP_003924648.1	NP_001180243.1
OG0004287	XP_003941652.1	NP_001128360.1, XP_047287314.1
OG0004288	XP_039318866.1, XP_039318865.1	NP_001358149.1
OG0004289	XP_003933414.1	NP_001122390.2, NP_001397984.1, NP_001122391.2, NP_002367.5, NP_001122392.2, XP_047287333.1, NP_001397985.1
OG0004290	XP_039323155.1	XP_047299182.1, XP_011542106.1, XP_016878258.1, XP_011544500.1
OG0004291	XP_010328885.2, XP_039332722.1	XP_011523721.1
OG0004292	XP_003942916.1, XP_003942836.2	NP_006762.3, NP_003761.3
OG0004293	XP_039318615.1	NP_001122064.1, XP_011512893.1, NP_001122063.1
OG0004294	XP_003931762.2	XP_047291622.1, NP_001445.2
OG0004295	XP_039332812.1	NP_000750.1, NP_757373.1, NP_757374.2, NP_001171618.1
OG0004296	XP_003931666.1	NP_078978.2
OG0004297	XP_039332846.1	NP_848588.3
OG0004298	XP_010340606.1	XP_006722340.1, NP_000151.1
OG0004299	XP_010340729.1	NP_065804.2, NP_001136115.1, XP_047292415.1
OG0004300	XP_039331662.1, XP_039331661.1, XP_003931820.1, XP_010340773.1	NP_001340096.1
OG0004301	XP_003942489.1	XP_047291237.1, NP_031398.2, NP_987095.1
OG0004303	XP_003942495.1	NP_064583.2, XP_005257584.1
OG0004304	XP_010328563.1	NP_001138618.1
OG0004305	XP_010328896.1	NP_001308008.1
OG0004306	XP_010346110.2, XP_003942819.1, XP_010328913.1	XP_047292680.1, NP_077024.2
OG0004307	XP_010340145.1, XP_003931269.1	NP_077296.1, XP_005257720.1
OG0004308	XP_039332683.1	NP_001230806.1
OG0004309	XP_010338033.1	NP_003159.1
OG0004310	XP_003929148.1	NP_001188386.1, NP_112562.3, NP_938207.2
OG0004311	XP_039332533.1, XP_039332532.1	NP_001028676.1, NP_001288675.1, NP_056359.2
OG0004312	XP_039331905.1, XP_039331906.1	NP_003876.1
OG0004313	XP_039331676.1	NP_001074248.1, NP_001350784.1, NP_001074419.1, NP_203693.3, XP_024306536.1
OG0004314	XP_010350417.2	NP_001170787.2, NP_001170788.2, XP_047278741.1, NP_543153.2
OG0004315	XP_003940065.2	NP_001333475.2
OG0004316	XP_039330574.1	NP_001338506.1
OG0004317	XP_010349607.1, XP_003940631.1	XP_047279332.1, NP_005555.2
OG0004318	XP_003940646.1	NP_005480.2, NP_001239263.1, NP_001136006.1, NP_001136005.1, NP_001136003.1, NP_001136004.1, NP_733745.1
OG0004319	XP_039330571.1	NP_005824.2, NP_001167624.1, NP_001167623.1, XP_005251697.1
OG0004320	XP_010349675.2	NP_112240.1
OG0004321	XP_003940693.1	NP_004780.3
OG0004322	XP_039327867.1	NP_001244329.1, NP_001244318.1
OG0004323	XP_003927844.2	NP_002828.3, NP_001193901.1, NP_001193900.1, NP_001317133.1, NP_001103224.1, XP_006719591.1
OG0004324	XP_003932838.1	NP_001116697.1, XP_024308029.1
OG0004325	XP_010341704.1	NP_001369275.1
OG0004326	XP_003932970.1	NP_006730.2
OG0004327	XP_039331058.1	NP_001164977.1, NP_001164982.1
OG0004328	XP_003922773.1	XP_005264262.2, NP_001034437.1, NP_001034438.1
OG0004329	XP_010331879.2, XP_010331880.2, XP_010331881.2	NP_001123952.1
OG0004330	XP_039323467.1	NP_001273737.1
OG0004331	XP_039323526.1	NP_001092281.1, XP_005271984.1
OG0004332	XP_039328041.1	XP_047273274.1, NP_002644.4
OG0004333	XP_003933998.1	XP_016865434.1, NP_003542.1
OG0004334	XP_039320441.1, XP_039334165.1	NP_001277239.1, NP_001310911.1
OG0004335	XP_010337023.1	NP_001308832.1
OG0004336	XP_003943894.1	NP_919289.2, XP_011516163.1
OG0004337	XP_003943832.1	NP_001273943.1, NP_001273939.1, NP_071738.1, NP_001273940.1, NP_001273941.1, NP_001273942.1
OG0004338	XP_003925233.1	NP_001258968.1, NP_001397922.1, NP_001397921.1, NP_060719.4, NP_001397923.1, XP_047279543.1, NP_001011649.1
OG0004339	XP_039323865.1	NP_597728.1, XP_047274213.1, NP_001128342.1
OG0004340	XP_003944383.1	NP_751897.1, NP_079535.4, NP_002432.1, NP_751898.1
OG0004341	XP_003944356.2	NP_001291490.1, XP_054186295.1
OG0004342	XP_010332338.1, XP_010332339.1	XP_047274306.1, NP_689948.1
OG0004343	XP_039320894.1	NP_001010872.1, XP_006715085.1
OG0004344	XP_039323824.1, XP_039335075.1, XP_039325396.1	NP_001020461.1
OG0004345	XP_010335383.1	NP_001276916.1
OG0004346	XP_039323770.1	XP_054188037.1, NP_036247.1, NP_001131139.1, NP_001131140.1
OG0004347	XP_003940859.2, XP_039321665.1	NP_001278667.1, NP_001346013.1, NP_001278666.1, NP_001278668.1, NP_037362.1
OG0004348	XP_003935981.2	XP_005267137.1, NP_001354243.1, NP_001073919.1
OG0004349	XP_003932008.3	NP_001138228.1
OG0004350	XP_003933782.1	NP_001075144.2, XP_047277700.1
OG0004351	XP_039320479.1	NP_001349853.1
OG0004352	XP_010342529.1	NP_001269893.1, NP_001039022.2, NP_001039021.1, NP_006739.2, XP_047278064.1
OG0004353	XP_039320383.1	NP_001361611.1, NP_001153844.1, NP_001361613.1, XP_011515628.1, NP_001308575.1, NP_113654.5, NP_001361612.1
OG0004354	XP_003942113.1	NP_001400338.1
OG0004355	XP_039320308.1, XP_039320306.1, XP_039320309.1, XP_039320307.1	NP_060040.1
OG0004356	XP_039320453.1	XP_005272372.1, NP_005517.1
OG0004357	XP_003942096.1, XP_039320461.1	NP_001240744.1
OG0004358	XP_039320679.1	XP_005272415.1, NP_001258965.1, NP_055480.1
OG0004359	XP_039320524.1, XP_039334592.1	NP_001304711.1, NP_150644.1, NP_000964.1, NP_001304700.1
OG0004360	XP_003933690.1	XP_047272062.1, NP_003206.2
OG0004361	XP_010340889.2	NP_001273700.1, NP_056389.1, NP_115593.3, XP_047305994.1
OG0004362	XP_039328881.1	XP_006716234.1, NP_001380826.1
OG0004363	XP_039329044.1	NP_001240829.1, NP_002393.2
OG0004364	XP_039328748.1	NP_001124192.1, XP_047276043.1, NP_056143.1, NP_001380316.1
OG0004366	XP_039328667.1	NP_001357005.1
OG0004367	XP_003935189.1	NP_001358281.1, NP_620166.3, XP_011513427.1, NP_001358280.1
OG0004370	XP_010345794.1, XP_010345795.1	NP_001229668.1
OG0004371	XP_010345827.1	XP_005270952.4
OG0004372	XP_010345878.1	NP_001337684.1
OG0004373	XP_003937549.1	NP_001269475.1
OG0004374	XP_010346390.1	XP_016857855.1, NP_079150.3
OG0004375	XP_010347368.1, XP_010347358.1	NP_115825.1
OG0004376	XP_010345683.1	NP_003675.3
OG0004377	XP_010345728.1	NP_009101.2
OG0004378	XP_003936973.1	NP_078863.2
OG0004379	XP_003935831.1	NP_001382225.1, NP_001004719.2, NP_001005500.1
OG0004380	XP_003929623.1	NP_001307028.1
OG0004381	XP_039328474.1	NP_065749.3
OG0004382	XP_039328156.1, XP_003929638.1	NP_001400689.1
OG0004383	XP_039327617.1	XP_047284714.1, NP_037361.1, NP_863651.1, NP_001151.1, NP_863658.1
OG0004384	XP_010336811.1, NP_001266916.1	XP_011530277.1
OG0004385	XP_039335095.1	NP_001332856.1
OG0004385	XP_039335096.1	NP_060101.3
OG0004386	XP_039328974.1	NP_005980.1
OG0004387	XP_003929809.1	XP_005250053.1, NP_001008749.2
OG0004388	XP_039328715.1	NP_001350339.1, NP_001350338.1, NP_001337882.1, NP_071903.2
OG0004389	XP_039319310.1	NP_659441.4, XP_006716361.1
OG0004390	XP_003933911.1	NP_068747.1
OG0004391	XP_010344093.1	NP_068707.1
OG0004392	XP_003941578.1	NP_001316043.1
OG0004393	XP_039334688.1	NP_001381834.1, XP_011531155.1, NP_996826.3
OG0004394	XP_039335008.1	NP_001269685.1, NP_001269684.1, NP_001317371.1, NP_001317372.1, NP_001317373.1
OG0004395	XP_039317114.1	NP_001306014.1, XP_016858672.1, NP_001306016.1, NP_997646.1, NP_001306021.1, NP_001306023.1, NP_001306025.1, NP_001306022.1
OG0004396	XP_039318167.1	NP_001291455.1, XP_016859781.1, NP_057702.1
OG0004397	XP_003922616.1	NP_004254.2
OG0004398	XP_039316849.1	NP_073747.1, NP_001306875.1, NP_001306876.1, NP_001350620.1, NP_001350619.1
OG0004399	XP_010331094.1	NP_068566.2
OG0004400	XP_010328065.1, XP_010328064.1, XP_003942028.1, XP_010328063.1	NP_001315603.1
OG0004401	XP_039315811.1	NP_064590.2, XP_011508084.1
OG0004402	XP_039316167.1	NP_001287969.1, NP_078855.2, XP_047286402.1, NP_001287970.1, NP_001287968.1, NP_001287971.1
OG0004403	XP_010328023.2	XP_016857266.1
OG0004404	XP_010332712.2	NP_001335152.1
OG0004405	XP_003930853.1	NP_001155306.3, XP_011513354.1
OG0004406	XP_039328604.1, XP_039328605.1	NP_002282.2
OG0004407	XP_003921375.2	NP_001154481.1, XP_047276868.1, NP_114111.2, NP_001154482.1, NP_001154484.1, NP_001154485.1, NP_001154483.1
OG0004408	XP_003943366.1	NP_057648.2
OG0004409	XP_010331617.1	NP_938195.1
OG0004410	XP_039326391.1	NP_001317174.2, NP_001121697.2, XP_011518768.1, NP_689477.3
OG0004411	XP_010332430.1, XP_003920106.1	NP_001289418.1, NP_001601.1, NP_001343945.1
OG0004412	XP_039327248.1, XP_039327247.1, XP_039327246.1, XP_039327249.1	XP_016873071.1
OG0004413	XP_039326890.1	NP_004914.2, XP_011543704.1, NP_001034745.1
OG0004414	XP_003937782.1, XP_003937783.1	NP_001128247.1
OG0004415	XP_010346571.1	NP_001092140.1, NP_722541.1, NP_001092141.1
OG0004416	XP_039326913.1, XP_010346545.2	NP_000923.1
OG0004417	XP_003936293.1	NP_065070.1
OG0004418	XP_039336022.1, XP_039320689.1	NP_006764.3
OG0004419	XP_010328887.1	NP_001341129.1, NP_001269727.1, NP_056176.2, NP_001341128.1, NP_001365036.1
OG0004420	XP_010328676.1, XP_003922041.1	NP_055610.1
OG0004421	XP_003922033.1	NP_001182614.1, NP_919298.1, XP_024308467.1
OG0004422	XP_039333547.1	XP_047303396.1
OG0004423	XP_003926181.1	NP_997218.2, XP_047303545.1, NP_001357153.1
OG0004424	XP_010336064.1	XP_047305215.1, NP_055482.2, NP_001271319.1, NP_001271320.1, NP_001121693.1, NP_001121692.1, NP_001121691.1
OG0004425	XP_039333409.1	XP_047304016.1, NP_001128123.1
OG0004426	XP_010329240.1	XP_011531650.1, NP_620160.1
OG0004427	XP_010345373.2	NP_001139786.1
OG0004428	XP_039333127.1	NP_001309185.1, NP_001374796.1, NP_001309182.1, NP_001374795.1, NP_055921.2, NP_001374798.1
OG0004429	XP_003936666.1, XP_010345401.1	NP_001230854.1, NP_004626.1, XP_047304839.1, NP_001230855.1
OG0004430	XP_003936728.2	XP_047304392.1
OG0004431	XP_003926336.1	NP_036367.2
OG0004432	XP_039322192.1, XP_010328463.1, XP_010328464.1	NP_001139194.1
OG0004433	XP_003942347.1	NP_955476.1, XP_011525958.1, NP_009194.2, NP_001317398.1, NP_955474.1
OG0004434	XP_010328448.2	NP_612451.1, NP_001129675.1
OG0004435	XP_039322914.1	NP_001073890.2
OG0004436	XP_039322741.1, XP_003944878.1, XP_039322742.1	NP_775754.2, XP_011525994.1
OG0004437	XP_039322751.1	NP_001366220.1, NP_490597.1, XP_047294496.1
OG0004438	XP_010327776.2	XP_005259970.1, NP_000519.2
OG0004439	XP_003941837.2, XP_010327835.2	NP_001366477.1
OG0004440	XP_003938942.2	NP_001255213.1
OG0004441	XP_010347887.2	NP_005959.2, XP_005272535.1, NP_001284347.1
OG0004441	XP_039322878.1	NP_112480.2
OG0004442	XP_039323048.1, XP_010347814.1	NP_004549.1, XP_047294846.1
OG0004443	XP_003923859.1	XP_016874081.1, NP_001230705.1, NP_001350533.1, NP_001230706.1, NP_055494.2
OG0004444	XP_039331329.1	NP_005080.1
OG0004444	XP_010343757.1	XP_011543891.3
OG0004445	XP_003935120.1	NP_001014811.1
OG0004446	XP_039318180.1	NP_775827.2
OG0004447	XP_003923901.2	XP_011543191.1, NP_001092108.1
OG0004448	XP_039326831.1	NP_001558.3, XP_005274036.1
OG0004449	XP_010336117.1	NP_001014794.1
OG0004450	XP_039327163.1, XP_039327164.1, XP_039327162.1	NP_001339590.1, XP_024304295.1
OG0004451	XP_003919996.2	NP_002224.1
OG0004453	XP_003928255.1	NP_001333125.1, NP_001333126.1, NP_543008.3, NP_001333124.1, NP_001333123.1, XP_047286230.1
OG0004454	XP_010343225.1	NP_001121775.1
OG0004455	XP_039329369.1	XP_011533617.1, NP_001341003.1, NP_001341005.1, NP_004285.2, NP_001341002.1
OG0004456	XP_003927242.2	NP_001035982.1, NP_001245298.1, XP_024305190.1, NP_001245295.1, NP_001245296.1, NP_001245297.1
OG0004457	XP_003927249.1	NP_982354.1, XP_016876108.1
OG0004458	XP_039329149.1	NP_036290.1, XP_005266393.1
OG0004459	XP_003926276.1, XP_039333238.1	NP_001275519.1
OG0004459	XP_010335289.1	NP_001410399.1
OG0004460	XP_010339836.2	XP_047303710.1
OG0004461	XP_003930946.2	NP_004247.2
OG0004462	XP_010339889.1	XP_047304034.1, NP_001335947.1, NP_001335953.1, NP_001335954.1, NP_001335952.1, NP_001335951.1, NP_835231.1, NP_001335949.1, NP_001335950.1
OG0004463	XP_003931023.1	NP_006210.1
OG0004464	XP_010328727.1	NP_001307439.1
OG0004465	XP_010334080.1	NP_001365214.1, XP_011510675.1
OG0004466	XP_003925077.2	XP_011511010.1, NP_001371989.1
OG0004467	XP_010334076.1, XP_003925078.1	NP_076404.3
OG0004468	XP_003925054.2	NP_001124432.1, XP_005247295.1, NP_055811.2, NP_001336180.1
OG0004469	XP_010337884.1	NP_060567.1
OG0004470	XP_003942978.1	NP_612140.1, XP_047295845.1
OG0004471	XP_003933212.2	NP_001166216.1
OG0004472	XP_003933222.1, XP_010342039.1	NP_689413.1, NP_055241.1
OG0004473	XP_039335587.1, XP_003933224.1, XP_039335588.1	NP_001152967.1
OG0004474	XP_003941143.1	NP_036541.2
OG0004475	XP_010350098.1	NP_955447.1, NP_055763.1, NP_001254513.1
OG0004476	XP_003941062.1	NP_001288130.1
OG0004477	XP_003932131.1	NP_110442.1
OG0004478	XP_039335257.1	NP_542141.1, NP_001306093.1
OG0004479	XP_010345155.1	NP_001309731.1
OG0004480	XP_039335622.1	NP_001380953.1
OG0004481	XP_039335481.1	NP_064567.2
OG0004482	XP_003934452.1	NP_003297.1, NP_057263.1
OG0004483	XP_003919780.1	NP_006637.2
OG0004484	XP_003919792.2	NP_060921.3, XP_047286439.1
OG0004485	XP_039317110.1	NP_001243042.1
OG0004486	XP_003925521.1	NP_001116251.1
OG0004487	XP_039325821.1	NP_849143.1
OG0004488	XP_003925494.2	XP_011509053.1, NP_689740.2
OG0004489	XP_039325886.1	NP_996778.1, NP_001333049.2, NP_001333050.2, NP_001381135.1, NP_001333051.1, XP_016859572.1, NP_001381136.1
OG0004490	XP_003936784.1	NP_001269892.1, XP_047300866.1, NP_001269891.1, NP_060880.3
OG0004491	XP_039325691.1	NP_001265234.1
OG0004492	XP_039325817.1	NP_055623.1, NP_001269913.1, NP_001269912.1, XP_011510535.1
OG0004493	XP_003942731.1	NP_001244923.1, NP_001317968.1, XP_011528441.1, NP_073564.3, NP_892029.2
OG0004494	XP_010345909.1	NP_001158187.1
OG0004495	XP_039327527.1	XP_005266211.1
OG0004496	XP_039328152.1	NP_001507.2, NP_001258795.1, NP_001258796.1, NP_001258797.1, XP_016874717.1
OG0004497	XP_039328251.1, XP_039328250.1, XP_010336785.2	NP_003668.2
OG0004498	XP_010332465.2, XP_003932206.2	NP_110392.1
OG0004499	XP_003932216.1	NP_057321.2, NP_001317418.1
OG0004500	XP_010341201.1	NP_001400563.1, NP_001908.3, XP_011536306.1, NP_001400564.1
OG0004501	XP_010347437.2	NP_001269670.1, NP_001269671.1, NP_001269669.1, NP_001269667.1, NP_001269668.1, NP_110385.1
OG0004502	XP_039318407.1	NP_062817.2, NP_001157973.1, XP_006724344.3
OG0004503	XP_039331599.1, XP_003938568.1, XP_039317926.1	NP_998885.1, NP_001288268.1
OG0004504	XP_010347516.1, XP_039318363.1, XP_003938541.1	NP_068735.1, XP_024308037.1
OG0004505	XP_003919760.1, XP_003942692.1, XP_039325867.1	NP_001342176.1
OG0004506	XP_003922463.1	NP_000226.2, XP_024303791.1
OG0004507	XP_003932274.1	XP_047284214.1
OG0004508	XP_003942226.3	XP_011519265.1, NP_001096124.1
OG0004510	XP_003934528.2	NP_116031.1, NP_110402.2
OG0004511	XP_010343327.2	NP_001123619.1, NP_001123620.1, NP_001123618.1, NP_115734.1
OG0004512	XP_039317610.1	NP_065107.1, NP_001291740.1, NP_001333084.1, NP_001333082.1
OG0004513	XP_003944912.1	NP_964013.1, NP_001128689.1, NP_008923.1
OG0004514	XP_003934542.1	NP_922945.1, NP_922940.1, NP_922939.1, XP_047285315.1, NP_922938.1, NP_072092.2, NP_922941.1
OG0004515	XP_010335600.1, XP_003926614.1, XP_010335601.1	NP_004973.1
OG0004516	XP_039327844.1	XP_047284782.1, NP_004976.2, NP_001356716.1, NP_001356715.1, NP_203524.1
OG0004517	XP_010335624.1	NP_001139200.1
OG0004518	XP_010350553.2	NP_001254523.1, NP_001254524.1, XP_016874718.1
OG0004519	XP_039328341.1	NP_060292.3
OG0004520	XP_003939321.1	XP_011536470.1, NP_001276931.1, NP_056296.1, NP_001276933.1, NP_001124439.1
OG0004521	XP_003930051.1, XP_010338923.1	NP_114412.2
OG0004522	XP_003922456.1	NP_000863.1, NP_062874.1, NP_062873.1
OG0004523	XP_039321030.1	XP_006717778.1
OG0004524	XP_039320975.1	NP_068378.2, XP_016871983.1
OG0004525	XP_010331517.1, XP_010331515.1, XP_010331514.1, XP_010331519.1, XP_010331518.1, XP_010331513.1	NP_001243548.2
OG0004526	XP_010331504.1, XP_003922369.1	XP_005270273.1, NP_115587.6
OG0004527	XP_003922343.2	NP_003981.3
OG0004528	XP_039321026.1	NP_001311062.1
OG0004529	XP_039321045.1	NP_001034851.1, XP_005252751.1
OG0004530	XP_003935583.1	NP_001336361.1, NP_149096.2, XP_011515922.1
OG0004531	XP_003942669.1	NP_004761.2, XP_016869471.1
OG0004532	XP_039320844.1	NP_001378923.1, XP_047277162.1
OG0004533	XP_010328746.1	NP_001157857.1, NP_001157856.1, NP_055208.2, NP_001157853.1, NP_001157852.1, NP_001157854.1
OG0004534	XP_010349184.1	NP_001335118.1, NP_071416.2, NP_690050.1, NP_690049.1, XP_047278041.1
OG0004535	XP_003935818.1, XP_003940779.1	NP_061118.1
OG0004536	XP_003935790.1	NP_733775.1, NP_733776.1, NP_001207411.1
OG0004537	XP_039318704.1	NP_060633.1
OG0004538	XP_039326979.1, XP_039328818.1, XP_010337797.2	NP_001317215.1
OG0004539	XP_039325310.1	NP_919248.1, XP_047288402.1
OG0004540	XP_003944197.1	NP_001154835.1, NP_036560.1
OG0004541	XP_003944820.1	XP_047288839.1, NP_001308850.1, NP_001308849.1, NP_065180.1, NP_001308851.1, NP_001308852.1
OG0004542	XP_003943055.2	NP_695003.1
OG0004543	XP_039336325.1	NP_001035282.1, NP_060303.2, NP_001307675.1
OG0004544	XP_039336510.1, XP_039330603.1	NP_001339443.1
OG0004545	XP_003927666.1	NP_002231.1
OG0004546	XP_003927643.1	NP_001128571.1
OG0004547	XP_039336310.1	NP_001139588.1, NP_001340872.1, NP_055966.2, XP_047296663.1, NP_001397680.1, NP_001340871.1
OG0004548	XP_003929784.1	NP_001358324.1
OG0004549	XP_010338377.1, XP_010338376.1	XP_011530535.1, NP_076995.1, NP_001124193.1
OG0004550	XP_039324549.1	XP_011530586.1, NP_079488.2
OG0004551	XP_010338423.1, XP_003929563.1, XP_039331597.1	NP_660287.1
OG0004552	XP_003929613.3, XP_039325404.1	NP_001128137.1
OG0004554	XP_003924047.1	NP_001035147.1, NP_001035149.1, NP_001238758.1, NP_000573.1, NP_001238759.1
OG0004555	XP_039324334.1	NP_001317656.1
OG0004556	XP_039336387.1	NP_001355095.1, NP_001355097.1, NP_001355096.1, NP_001355094.1
OG0004557	XP_039336421.1	NP_001035998.1, NP_116167.3, NP_001248758.1, NP_694822.2, XP_005247895.1
OG0004558	XP_003943581.1	NP_001841.2, NP_065084.2
OG0004559	XP_039333065.1	NP_000977.1
OG0004560	XP_010344303.1	NP_001008274.1
OG0004560	XP_003935521.1	NP_037391.2
OG0004561	XP_010348352.1	XP_011510664.1, NP_001269486.1, NP_001269485.1, NP_001357173.1, NP_009003.1, NP_001269487.1, NP_001269488.1
OG0004562	XP_039324059.1	XP_016865599.1, XP_024301977.1, NP_001338232.1
OG0004563	XP_039334809.1	NP_001007226.1, NP_001278801.1, NP_001278802.1, NP_001278803.1, NP_001278804.1, XP_016861046.1, NP_001278798.1, NP_006539.3
OG0004564	XP_039336138.1	XP_024309484.1, NP_073600.3, NP_001128567.1
OG0004565	XP_039321662.1, XP_039318672.1	NP_001026883.1, XP_047275205.1
OG0004566	XP_010331009.2	NP_003438.1, NP_001363422.1, NP_001363421.1, NP_001363420.1, NP_001363423.1, XP_016866750.1
OG0004567	XP_039318543.1	NP_898861.1, XP_047275350.1, NP_001258598.1, NP_001258597.1, NP_115498.2
OG0004568	XP_010336284.2	NP_001723.2
OG0004569	XP_003944144.2, XP_003944145.3	NP_689686.2, NP_001177984.1
OG0004570	XP_003944762.1	XP_047275550.1, NP_001156863.1, NP_001355053.1
OG0004571	XP_010330995.1, XP_010330994.1	NP_001128687.1
OG0004572	XP_003921952.1	XP_054185458.1, NP_065726.1
OG0004573	XP_003921876.1	XP_016858809.1
OG0004574	XP_003921844.1	NP_061854.1, NP_001258510.1
OG0004575	XP_003925756.1	NP_061720.2, XP_011509790.1
OG0004576	XP_039325441.1	NP_001308476.1
OG0004577	XP_003925708.2	NP_631902.2, XP_024308464.1, NP_001276922.1, NP_001120863.1
OG0004578	XP_039324161.1, XP_003925655.2	XP_011509026.1
OG0004579	XP_003925637.1	NP_524144.1
OG0004580	XP_003925598.1, XP_003925596.1	NP_001070659.1, XP_011509045.1, NP_001308879.1, NP_733800.1, NP_001070662.1
OG0004581	XP_003925580.3	NP_001353219.1
OG0004582	XP_010334607.1	NP_001364428.1
OG0004583	XP_010334581.1	XP_024308905.1, NP_001273352.1
OG0004584	XP_010334582.1	NP_001008910.1
OG0004585	XP_003925530.1	NP_477513.2
OG0004586	XP_010347207.1	XP_006711460.1, NP_060243.2, NP_001129662.1, NP_001269807.1
OG0004587	XP_039322285.1	NP_002587.2, NP_997667.1, NP_997668.1, XP_047278158.1
OG0004588	XP_039336388.1	XP_006711367.3, NP_001310991.1
OG0004589	XP_039315944.1, XP_003943438.2	XP_011507889.1, NP_001341911.1, NP_001014796.1, NP_006173.2, NP_001341912.1
OG0004590	XP_010329554.2	NP_848645.3
OG0004591	XP_010330496.1, XP_010330495.1	NP_689491.1, NP_001335187.1
OG0004592	XP_039319969.1, XP_010330119.2	NP_001007525.1, NP_036283.2, NP_001007524.1
OG0004593	XP_010339380.2, XP_003920336.1	NP_001171607.1, NP_001129037.1, NP_036212.3, NP_001171606.1
OG0004594	XP_003920338.1	NP_001135861.1, NP_001166143.1
OG0004595	XP_003920356.1	NP_001351743.1
OG0004596	XP_039325838.1	NP_001269103.1, NP_006791.2
OG0004597	XP_003920396.1, XP_010334952.1	NP_009151.1
OG0004598	XP_039325266.1, XP_039331340.1, XP_039331341.1	NP_060830.2
OG0004599	XP_039331283.1	NP_001397677.1
OG0004600	XP_003929125.2, XP_003939558.1	NP_061929.2
OG0004601	XP_003939570.1, XP_003939571.1	NP_005220.2, NP_001107595.1
OG0004602	XP_003941002.1	NP_689637.3
OG0004603	XP_003943148.1	NP_858058.1
OG0004604	XP_010349149.1	NP_001373117.1
OG0004605	XP_010344681.1	NP_775765.1, NP_001162625.1
OG0004606	XP_010344630.1, XP_039316717.1	XP_011529330.1
OG0004607	XP_039320020.1	NP_001269804.1, NP_001365191.1, NP_001365192.1, NP_001365193.1, NP_001365190.1, NP_003060.2, NP_001269803.1
OG0004608	XP_039319970.1	NP_004199.1, NP_001124319.1
OG0004609	XP_003940775.1	XP_005262470.1, NP_001165347.1, NP_001165350.1, NP_001165348.1, NP_001165349.1, NP_005360.3, NP_001093325.1
OG0004610	XP_003943931.1	NP_005384.2, NP_001156729.1
OG0004611	XP_003935152.3	NP_001137447.1
OG0004612	XP_003927038.1	NP_060608.1, NP_001127887.1
OG0004615	XP_039325938.1	NP_940959.1, XP_047300205.1
OG0004617	XP_003936528.2	NP_955473.1, NP_001340748.1, NP_001340744.1, NP_001340746.1, NP_001340747.1, NP_001340754.1, NP_001340749.1, NP_001340743.1, NP_001340742.1, NP_001340745.1, NP_001340750.1, NP_001340751.1, NP_001340752.1, NP_001257426.1, NP_001340755.1, NP_060572.3, NP_001340753.1, XP_016883426.1
OG0004625	XP_010328324.2	XP_047285457.1, NP_000543.3
OG0004626	XP_003928521.1	XP_047289631.1, NP_001374068.1
OG0004627	XP_039331945.1	NP_057345.2
OG0004628	XP_039318701.1	XP_011520159.2
OG0004629	XP_010344621.1	NP_000631.1
OG0004630	XP_003925327.1	NP_002588.3, NP_072098.1
OG0004631	XP_010338285.1	XP_011541571.1, NP_005237.2, NP_001294957.1
OG0004632	XP_003941695.1	NP_787058.5, NP_001193854.2
OG0004633	XP_010344253.1	NP_005182.1
OG0004634	XP_039333513.1	NP_000307.1, NP_001171673.1, XP_011532269.1
OG0004635	XP_039332189.1	NP_000506.2, NP_072101.1, NP_072051.1, XP_011522646.1, NP_066271.1, NP_001308.1
OG0004636	XP_003939566.1	NP_003245.1
OG0004637	XP_010338300.2	XP_011522118.1, NP_000171.1
OG0004638	XP_010343358.2	NP_001335874.1
OG0004639	XP_003944905.1, XP_010331169.1	NP_001369643.1, NP_000607.1
