Orthogroup	Saimiri_boliviensis_boliviensis	Rattus_norvegicus
OG0005150	XP_039335434.1	NP_579856.2
OG0005151	XP_003932713.1	XP_063140732.1
OG0005152	XP_039335490.1	NP_001101280.2, XP_063139976.1
OG0005153	XP_003936810.2	XP_017451757.1, NP_631927.1
OG0005154	XP_039325783.1	NP_001020864.1, XP_063139982.1
OG0005155	XP_039329087.1, XP_010336220.2	NP_001162610.1, XP_038950518.1
OG0005156	XP_003934446.1	NP_001102653.1
OG0005157	XP_010334489.1	NP_001103119.1
OG0005158	XP_010347671.1, XP_039335110.1	XP_063131478.1, NP_001012050.1
OG0005159	XP_010346088.2	NP_001100741.1, XP_038949262.1
OG0005160	XP_039317042.1	XP_003751543.1, XP_063130952.1, XP_063130953.1
OG0005161	XP_039316981.1	XP_006252209.1, NP_075225.1
OG0005162	XP_003937249.1	NP_062049.1, XP_038949605.1
OG0005163	XP_039316998.1	XP_006252304.1, NP_001005762.1
OG0005164	XP_010344414.2	NP_037284.2, XP_063131169.1
OG0005165	XP_003925513.2	NP_037101.2
OG0005166	XP_003925497.2	NP_001102274.1
OG0005167	XP_003930650.1	NP_001414365.1, XP_006245557.1
OG0005168	XP_003936774.2	NP_001414595.1, XP_038940635.1
OG0005169	XP_039325500.1	NP_001414221.1
OG0005170	XP_039318341.1	XP_006248704.5, NP_001129250.3
OG0005171	XP_010345979.2	XP_038945358.1, NP_001128008.2
OG0005172	XP_039328022.1	XP_038945154.1, NP_001164025.1
OG0005173	XP_039327507.1, XP_039327508.1, XP_039327506.1, XP_039327505.1	XP_038946057.1
OG0005174	XP_003932301.3	NP_001100612.1, XP_006249427.2
OG0005175	XP_003932243.2	NP_114182.2, XP_006249543.1
OG0005176	XP_003938589.2	NP_001388438.1
OG0005177	XP_003938621.3	NP_446027.2, XP_038955058.1
OG0005178	XP_039318375.1	XP_038944909.1, NP_001385806.1
OG0005180	XP_003934518.2	XP_063142721.1, NP_067606.1
OG0005181	XP_039328447.1	XP_017448192.1, NP_001102114.1
OG0005182	XP_003934540.2	XP_038964145.1, NP_001102723.1
OG0005183	XP_003934581.1	NP_001073359.1
OG0005184	XP_003934593.1	NP_001101363.2, XP_063142223.1
OG0005185	XP_039331266.1, XP_003926667.2, XP_039327944.1	NP_001381859.1
OG0005186	XP_003941530.1	NP_001100261.2, XP_006242255.1
OG0005187	XP_003941499.1	NP_058754.2, XP_063119075.1
OG0005188	XP_010348167.1	XP_006242500.1, NP_068518.1
OG0005189	XP_039327792.1	XP_006242522.1, NP_001164073.1
OG0005190	XP_003939284.1	XP_006242443.1, NP_037187.1
OG0005191	XP_003922431.1	NP_037294.1
OG0005192	XP_003922326.2	NP_001014190.1
OG0005193	XP_010331433.1	XP_017444781.1, NP_001380741.1
OG0005194	XP_003922292.2	XP_006231570.1, NP_001120956.1
OG0005195	XP_010331417.1, XP_010331416.1, XP_003922275.1	NP_001011943.1, XP_006231534.1
OG0005196	XP_039320932.1, XP_003922989.2	NP_001041321.2
OG0005197	XP_003922242.2	NP_001001505.2, XP_006231695.1
OG0005198	XP_003922233.1, XP_010331117.1, XP_010331103.1, XP_010331099.1, XP_010331110.1	XP_003749194.3
OG0005199	XP_010330079.1	XP_038964618.1, NP_446219.1
OG0005200	XP_003922137.2	NP_001258295.1, XP_006230515.1
OG0005201	XP_003940898.1	NP_001020906.1, XP_006237878.1
OG0005202	XP_003942955.2	XP_008761741.2, XP_038966848.1
OG0005203	XP_003940565.1, XP_010349516.1, XP_010349518.1, XP_010349517.1	XP_056841524.1
OG0005204	XP_003945350.2	XP_063143651.1, NP_001012100.1
OG0005205	XP_010342180.1, XP_039318818.1	NP_001004264.1, XP_006234819.1
OG0005206	XP_003928922.1	XP_063139392.1, NP_001013941.1
OG0005207	XP_039324839.1	NP_001406870.1, XP_008764624.1
OG0005208	XP_003939937.1	NP_001029243.1
OG0005209	XP_039324563.1	XP_063121231.1, XP_038949788.1, NP_958821.1
OG0005210	XP_039325023.1, XP_039325022.1	NP_001037718.1, XP_063122010.1
OG0005211	XP_039324817.1	XP_006243359.1, XP_038938400.1, XP_038938399.1
OG0005212	XP_039324979.1	NP_877976.1
OG0005213	XP_010331075.2	XP_017451411.1, NP_001258064.1
OG0005214	XP_010343174.1	NP_115289.2
OG0005215	XP_010336643.1	NP_001014001.1, XP_006248078.1
OG0005216	XP_039336346.1	XP_038944345.1, NP_001178589.2
OG0005217	XP_039336527.1	NP_001388363.1
OG0005218	XP_003927622.1	NP_001385973.1
OG0005219	XP_039336484.1	NP_067725.2, XP_038954976.1
OG0005220	XP_039335042.1	NP_001296382.1, XP_006233334.1
OG0005221	XP_039324336.1	XP_038958034.1, NP_001099944.1
OG0005222	XP_010333091.1	NP_001094332.1, XP_008761186.1
OG0005223	XP_039324462.1, XP_003924035.2	XP_008768226.1, NP_001099465.1
OG0005224	XP_039324066.1	XP_006250758.1, NP_036955.2
OG0005225	XP_003932027.1	XP_017454663.1, NP_001100679.1
OG0005226	XP_003928368.1	XP_038951415.2, XP_003752075.1, NP_001005552.1
OG0005227	XP_010336038.1, XP_010336039.1	NP_659551.2
OG0005228	XP_010337215.1, XP_010337214.1, XP_010337213.1	NP_001102930.1
OG0005229	XP_003939427.1	XP_063126477.1
OG0005230	XP_003941704.2	XP_063126776.1, NP_001102523.2
OG0005231	XP_010335261.2	XP_038944558.1, NP_001121069.2
OG0005232	XP_010335254.2	XP_063126300.1, XP_038957263.1
OG0005233	XP_003932552.2	NP_001076043.1, XP_006227871.1
OG0005234	XP_039334808.1, XP_039329025.1	XP_063137841.1, NP_001101136.2
OG0005235	XP_010335948.2	XP_006248643.1, NP_001414405.1
OG0005236	XP_039336255.1	NP_001101152.1, XP_038958220.1
OG0005237	XP_010334151.1	XP_038959535.1
OG0005238	XP_039336260.1	NP_001385519.1
OG0005239	XP_003924998.1	XP_006232293.1
OG0005239	XP_010333973.1	NP_001094167.1
OG0005240	XP_010336379.1, XP_010336380.1	NP_067730.2
OG0005241	XP_039318624.1	NP_446326.1, XP_006253815.1
OG0005242	XP_039318586.1	XP_063132597.1, NP_001100932.1
OG0005243	XP_003927353.2	NP_001099580.2, XP_038951437.1
OG0005244	XP_003927351.2	XP_006253999.1, NP_076491.1
OG0005245	XP_010331270.2	NP_112290.2, XP_006255941.1
OG0005246	XP_003922009.1	NP_001008312.1
OG0005247	XP_039326003.1	NP_001101730.1, XP_063140069.1
OG0005248	XP_010350619.2	NP_001178667.1, XP_017447178.1
OG0005249	XP_039325584.1	NP_001101281.1
OG0005250	XP_039325975.1	NP_001127986.2, XP_006234464.1
OG0005251	XP_010349879.2	NP_579849.2, XP_038938916.1
OG0005252	XP_010334651.2	NP_001101692.1, XP_008765457.1
OG0005253	XP_003925594.1	XP_006245227.1, NP_001100389.1
OG0005254	XP_010334561.1	XP_006245333.1, NP_001020227.1
OG0005255	XP_010334556.1, XP_010334557.1, XP_003925546.1	XP_002730088.1
OG0005256	XP_039323112.1	NP_073636.1, XP_038934007.1, XP_006249859.1
OG0005257	XP_003938384.1	NP_001102325.1
OG0005258	XP_039315984.1	NP_001402675.1
OG0005259	XP_003938039.1, XP_010331582.1	NP_001005534.1, XP_063128192.1
OG0005260	XP_039336584.1	NP_001003709.1, XP_006250313.1
OG0005261	XP_003938009.1	XP_038947344.1, NP_001406533.1, NP_071595.2, XP_063128642.1, XP_038947339.1
OG0005262	XP_039316095.1	NP_001399829.1, XP_017454395.1
OG0005263	XP_003937971.1	NP_113790.2, XP_038946576.2
OG0005264	XP_010344693.1	XP_063136398.1, NP_112390.1
OG0005265	XP_039331446.1	XP_006256878.1, NP_001041358.2
OG0005266	XP_003920344.1	XP_006256890.1, NP_071534.2
OG0005267	XP_003920362.1	NP_001094479.1, XP_038956002.1
OG0005268	XP_010333192.1	NP_001382568.1, XP_008771417.1
OG0005269	XP_039331348.1	XP_038955743.1, NP_001007716.1
OG0005270	XP_010329867.1	XP_006256854.1, NP_001101723.1
OG0005271	XP_003943750.1	NP_001264325.1, XP_063136179.1, NP_001073361.1
OG0005272	XP_039331622.1	XP_002730311.1
OG0005273	XP_003935948.1	XP_038955977.1, NP_001121074.1, NP_001406499.1
OG0005274	XP_003935904.1	XP_008771648.1, NP_001102484.1
OG0005275	XP_003935889.1	XP_063135835.1, NP_543174.1
OG0005276	XP_003931119.1	NP_001101420.1
OG0005277	XP_003931144.1	XP_006257549.1, NP_001025204.1
OG0005278	XP_003931153.1	XP_063136576.1
OG0005279	XP_003931171.1	NP_001101727.1
OG0005280	XP_003940790.2	XP_006257733.1
OG0005281	XP_010329579.1	XP_063130025.1, NP_001396499.1, NP_001406439.1, XP_038951306.1
OG0005282	XP_003943934.1	NP_113739.1, XP_006229614.1
OG0005283	XP_003943459.1	NP_037060.2, XP_063135892.1
OG0005284	XP_003929933.1	NP_001100044.1, XP_008760855.1
OG0005285	XP_003937580.1, XP_003937579.1, XP_010346403.1	NP_067686.1
OG0005287	XP_010335156.2	XP_006255009.1, NP_001100842.1
OG0005298	XP_003932415.1	XP_038954341.1, NP_036699.1
OG0005299	XP_039329946.1	XP_063143553.1, NP_001128313.1
OG0005300	XP_010346763.1	XP_006232693.2, NP_898877.1
OG0005301	XP_039321805.1, XP_039321806.1	XP_008757141.1, NP_001258061.1
OG0005302	XP_010350794.2, XP_039328725.1, XP_003935685.1	NP_001094392.1
OG0005303	XP_003923500.1	NP_037299.1
OG0005304	XP_003939603.1	NP_001121114.2, XP_038955312.1
OG0005305	XP_003925679.1	NP_037253.2, XP_008765300.1
OG0005306	XP_003928881.1	NP_001257642.1
OG0005307	XP_039317909.1	XP_006248524.1, NP_073203.1
OG0005308	XP_010337817.2	NP_714961.2, XP_006234891.1
OG0005309	XP_003927641.1	XP_038943983.1, NP_599177.2
OG0005310	XP_039336400.1, XP_003942549.1	NP_058715.1, XP_038960172.1
OG0005311	XP_010329217.1	XP_017457388.1, NP_543165.1
OG0005312	XP_039324194.1	NP_445949.2, XP_038948444.1
OG0005313	XP_039316427.1, XP_010335567.2, XP_003931659.2	NP_446214.1
OG0005314	XP_010347817.1	XP_038940884.1
OG0005315	XP_003936214.1	XP_006246151.1, NP_062146.1
OG0005316	XP_003925441.1	NP_620234.1, XP_008767830.1
OG0005318	XP_003944373.1	XP_006255969.1, NP_476442.2
OG0005319	XP_003922723.1	NP_001020921.1, XP_006251582.1
OG0005320	XP_010347062.2	NP_067685.5
OG0005321	XP_039318576.1, XP_003927357.1	NP_036761.1, XP_006253974.1
OG0005322	XP_010345106.1	NP_062102.1
OG0005324	XP_039336029.1	XP_008770240.3, NP_036935.1
OG0005325	XP_039334856.1, XP_003927098.2, XP_003927097.1, XP_039334857.1, XP_010336054.1	NP_037256.1
OG0005326	XP_039335601.1	NP_001032604.1
OG0005327	XP_003931729.1	XP_008766620.1, NP_446017.1
OG0005329	XP_039333356.1	NP_065417.1, XP_063122115.1
OG0005330	XP_003919880.1, XP_010341440.1	XP_063119001.1, NP_001001800.1
OG0005331	XP_010348082.1	XP_038961559.1, NP_898876.1
OG0005332	XP_010333561.1, XP_003920235.1	NP_001012070.1, XP_038935774.1
OG0005333	XP_010330881.1	NP_604449.1
OG0005334	XP_010341079.2	XP_002729586.3, NP_001008293.1, XP_063127297.1
OG0005335	XP_010332320.1	NP_598237.2
OG0005336	XP_010346579.1, XP_010346580.1, XP_010346581.1	XP_006230831.1, NP_062081.1
OG0005337	XP_039332459.1	XP_017453237.1
OG0005338	XP_010345530.1	XP_006245466.1, NP_001012135.1
OG0005339	XP_010348185.2	XP_038956963.1, NP_071526.2
OG0005340	XP_003923789.2	NP_001100291.1, XP_038936996.1
OG0005341	XP_010345881.1	NP_001101450.1, XP_008762241.1
OG0005342	XP_003940643.1	NP_077325.2, XP_038960159.1
OG0005343	XP_010350650.1	XP_038961859.1, NP_113948.1
OG0005344	XP_039333583.1	NP_598255.2, XP_006243764.1
OG0005345	XP_003929826.1	XP_006236424.1, NP_001020320.1
OG0005346	XP_039324443.1, XP_039324879.1	NP_001102036.1
OG0005347	XP_010348537.2	XP_038955722.1, NP_001101720.1
OG0005348	XP_010329029.1	XP_038965159.1, NP_001362972.1
OG0005349	XP_003933556.1, XP_010342361.1	XP_038958330.1, NP_001263984.1
OG0005350	XP_039332780.1	NP_001263636.1, NP_001263637.1
OG0005351	XP_039317161.1	XP_006233941.3
OG0005352	XP_039331618.1, XP_039319981.1, XP_010348883.2	NP_476464.1
OG0005353	XP_039323776.1, XP_039327676.1	NP_071797.1
OG0005354	XP_010330555.1, XP_003944385.1	NP_001002807.1
OG0005355	XP_003933986.1	XP_038952795.1, NP_001008345.1
OG0005356	XP_039331315.1, XP_039319121.1	XP_063119390.1, NP_942048.1
OG0005357	XP_039335183.1	NP_571985.1
OG0005358	XP_039322715.1	NP_476547.1
OG0005359	XP_010348616.2	NP_001015034.1, XP_038966435.1
OG0005360	XP_003923702.1	NP_062077.1
OG0005361	XP_010346743.1	NP_001002016.2, XP_063138499.1
OG0005362	XP_003924745.1	NP_075581.1
OG0005363	XP_003925314.1	NP_001000400.1
OG0005365	XP_003923432.1, XP_010332543.1	XP_008757891.1, NP_775415.2
OG0005366	XP_003937103.2, XP_039330438.1	NP_001000583.1
OG0005367	XP_039319329.1, XP_010330669.1	XP_017445423.1, NP_001414774.1
OG0005368	XP_010347610.1	NP_001020147.1, XP_008771102.1
OG0005369	XP_003937613.1	XP_063133794.1, XP_008757433.2, NP_110489.1
OG0005370	XP_010346530.1	NP_620266.1
OG0005371	XP_003926057.1, XP_039319748.1	XP_006249701.1, NP_067728.1
OG0005372	XP_003926068.1	NP_476449.2
OG0005373	XP_039319742.1	NP_001128018.1, XP_038946781.1
OG0005374	XP_010335106.1, XP_003926114.1	XP_006254985.1, NP_001100846.2
OG0005375	XP_039323500.1	XP_038961086.1
OG0005376	XP_010329729.1	NP_001004217.2
OG0005377	XP_039323896.1	XP_038957965.1, NP_001385490.1, NP_037205.3, NP_001385491.1
OG0005378	XP_003933820.1	NP_001101933.2, XP_006227971.1
OG0005379	XP_039323434.1	XP_038934903.1
OG0005380	XP_010329610.2	XP_038966670.1, NP_001100934.2
OG0005381	XP_003938669.1	XP_017457013.1, NP_001171300.1
OG0005382	XP_039323566.1	NP_001028828.1, XP_006256559.1
OG0005383	XP_003932443.1	NP_932168.2
OG0005384	XP_010341281.1	NP_001025073.2, XP_063121937.1
OG0005385	XP_039331014.1	XP_038951374.1, NP_001099570.1
OG0005386	XP_039317157.1	XP_038965620.1
OG0005387	XP_003920903.1	XP_008758512.1, NP_001019463.1
OG0005388	XP_010344440.1	NP_113967.2, XP_063131550.1
OG0005389	XP_003944486.3	NP_001101940.1, XP_006228178.1
OG0005390	XP_039321796.1	NP_001414105.1
OG0005392	XP_039322087.1, XP_039322088.1	XP_017445242.1, NP_001138647.1
OG0005393	XP_010349402.1	NP_001004259.1, XP_063117997.1
OG0005394	XP_003940410.1	NP_001099730.1, XP_038960902.1
OG0005395	XP_039323087.1, XP_039323086.1	XP_006229105.1, NP_203502.1
OG0005396	XP_003940412.1	NP_001008694.1
OG0005397	XP_003940273.3	NP_001258209.1, NP_653358.2
OG0005399	XP_039322871.1	NP_001388739.1
OG0005400	XP_010329361.1, XP_010329362.1	NP_001100962.1, XP_006228496.1
OG0005401	XP_003943182.1	NP_851605.1
OG0005402	XP_039321843.1	NP_001163811.1, XP_038960246.1
OG0005403	XP_003937439.1	NP_001100971.1, XP_017445538.1
OG0005404	XP_010346224.1, XP_039322776.1, XP_010346223.2	NP_001102382.1
OG0005405	XP_039336270.1, XP_003935036.2, XP_039326334.1, XP_010342725.2	NP_001102739.1
OG0005406	XP_039331514.1, XP_039329041.1, XP_039324141.1	NP_001385662.1
OG0005408	XP_039334898.1	XP_038951746.1, NP_001094047.1
OG0005409	XP_003930708.1	NP_001101892.1, XP_038951863.1
OG0005410	XP_039334908.1	XP_038952374.1, NP_001414638.1
OG0005411	XP_003930664.1	XP_038951851.1, NP_001101891.1
OG0005412	XP_039334839.1, XP_039324900.1	XP_006254267.1, NP_001013076.1
OG0005413	XP_003933951.1, XP_010342755.1, XP_039333684.1	NP_671481.2
OG0005414	XP_010336621.1	XP_006254696.1, NP_955787.1
OG0005415	XP_039325152.1	XP_063133658.1, NP_001258262.1
OG0005416	XP_010342820.1	NP_001182413.1
OG0005417	XP_003925857.1	NP_445828.1, XP_063132939.1, XP_063132938.1, XP_063132937.1
OG0005418	XP_003925829.1	XP_063137571.1, NP_001178534.1
OG0005419	XP_039334758.1	XP_063133920.1, NP_970617.1
OG0005420	XP_039330411.1	XP_038966054.1, NP_001386134.1
OG0005421	XP_003937623.1	XP_063144471.1, NP_001128161.1
OG0005422	XP_039330088.1	NP_942080.2, XP_006239296.1
OG0005423	XP_039330074.1	XP_006239201.1, NP_058870.1
OG0005424	XP_003927503.1	NP_072125.2, XP_006251140.1
OG0005425	XP_039328581.1	NP_001257319.1
OG0005426	XP_039323680.1	NP_620251.1
OG0005427	XP_003920800.2	NP_001099870.1, XP_063137528.1
OG0005428	XP_003920808.1	XP_017446304.1, NP_001007798.1
OG0005429	XP_039336023.1	NP_001258422.1
OG0005430	XP_010349578.2	XP_063134820.1
OG0005431	XP_039335793.1	NP_037131.2, XP_038957724.1
OG0005432	XP_003921692.2	NP_001386312.1
OG0005433	XP_039335808.1, XP_003921686.1	NP_001008559.1, XP_006229459.1
OG0005434	XP_039335982.1, XP_039335981.1, XP_039335980.1, XP_039335979.1	NP_001124200.1, XP_038961615.1
OG0005435	XP_039335810.1	XP_063137708.1
OG0005436	XP_039323983.1	XP_006251187.1, NP_001100696.1
OG0005437	XP_039320206.1, XP_039324142.1	NP_001100687.1
OG0005438	XP_003927508.1	NP_001099479.1, XP_008768421.1
OG0005439	XP_039330973.1, XP_039329377.1, XP_003941026.1	NP_058933.2, XP_063129073.1
OG0005440	XP_003923266.1	NP_001029360.1, XP_063135217.1
OG0005441	XP_039324036.1	NP_062074.2, XP_006251287.1
OG0005442	XP_003935400.1	XP_017456119.1, NP_001101888.1
OG0005443	XP_039320236.1	XP_008769923.1, NP_001138323.1
OG0005444	XP_003940839.1, XP_039324613.1	NP_690918.2
OG0005445	XP_003940829.1	XP_006255872.1, NP_001386111.1
OG0005446	XP_039320164.1	XP_006255865.1, NP_001402003.1
OG0005447	XP_003940822.1	NP_001099667.1, XP_008770828.1
OG0005448	XP_039325814.1, XP_039334032.1	NP_071522.2
OG0005449	XP_039334354.1	NP_001401888.1
OG0005450	XP_039334342.1, XP_039328194.1	NP_001094330.1
OG0005451	XP_003928690.2	XP_038954828.1, NP_001102402.1
OG0005452	XP_003928669.1, XP_010337582.1	NP_001386538.1
OG0005453	XP_010348820.1	NP_001099495.1, XP_063130138.1
OG0005454	XP_039333916.1	NP_112644.1, XP_006251723.1
OG0005455	XP_010348745.1	NP_001257574.1, XP_038950127.1
OG0005457	XP_003936237.2	XP_006253657.1
OG0005458	XP_003936241.2	NP_001101740.1, XP_006246080.1
OG0005459	XP_010344953.1	XP_038941817.1
OG0005460	XP_003936218.1	NP_001406875.1
OG0005461	XP_010342872.1	XP_006254845.1, NP_445856.1
OG0005462	XP_003934130.2	NP_001025072.1, XP_006254875.1
OG0005463	XP_003925912.1, XP_010334916.1	NP_001386519.1
OG0005464	XP_039325910.1	XP_008759000.1
OG0005465	XP_003925942.1	NP_001121052.1
OG0005466	XP_003925950.1	NP_001381996.1, XP_008758983.1
OG0005467	XP_003936254.1	XP_006232109.1, NP_001101124.1
OG0005468	XP_039328127.1	XP_017446689.1, NP_001101126.2
OG0005469	XP_003929273.1	NP_001102298.1, XP_008766069.1
OG0005470	XP_010329100.1, XP_003943005.1	NP_599211.1, XP_063120908.1
OG0005471	XP_010332677.1	XP_038937320.1
OG0005472	XP_010332707.1	NP_445934.1, XP_017451437.1
OG0005473	XP_039326448.1, XP_039326450.1, XP_039326449.1	NP_445971.1, XP_038936974.1
OG0005474	XP_003923688.2, XP_039327035.1	XP_038938277.1
OG0005475	XP_039326523.1, XP_003923709.1	XP_063121098.1, NP_062119.1
OG0005476	XP_010332869.1, XP_010332868.1	XP_006243090.1, NP_001178722.1
OG0005477	XP_039332599.1	NP_073181.1
OG0005478	XP_003931411.1, XP_039331823.1	XP_006246626.1, NP_665884.2
OG0005479	XP_003931441.1	XP_063124533.1, NP_037043.1
OG0005480	XP_010340323.1	NP_001017478.1
OG0005481	XP_010338102.1	XP_038941907.1, NP_001013134.2
OG0005482	XP_003929265.2	XP_006246672.1, NP_001382026.1
OG0005483	XP_003929266.1	XP_006246761.1, NP_001100480.1
OG0005484	XP_039332281.1	NP_001012008.1, XP_006246757.1
OG0005485	XP_003929316.1, XP_010338181.1	XP_038942498.1, NP_001178850.1
OG0005486	XP_039332709.1	NP_068624.2, NP_001029086.1, NP_001292557.1, XP_006246583.1
OG0005487	XP_003921532.1	NP_001015015.1
OG0005488	XP_003933640.1, XP_003921539.1	XP_063144014.1, NP_001102140.1
OG0005489	XP_003921560.1	XP_017449268.1
OG0005490	XP_003921573.2	XP_006238574.1, NP_001014086.2
OG0005491	XP_039329706.1	XP_006239626.1, NP_001127995.1
OG0005492	XP_039330321.1	NP_001121063.1
OG0005493	XP_010348609.1	XP_038966382.1, NP_001102166.1
OG0005494	XP_039330124.1	XP_038965204.1, NP_659550.2
OG0005495	XP_039329716.1	NP_476548.1, XP_038965095.1
OG0005496	XP_003944604.1	XP_038953809.1
OG0005497	XP_003944610.2, XP_010330844.2	XP_006255843.1, NP_001102603.1
OG0005498	XP_039330319.1	NP_001002279.1
OG0005499	XP_003922851.1, XP_039330543.1	NP_446021.2
OG0005500	XP_003940008.1	XP_006255641.1, NP_001013913.1
OG0005501	XP_039330173.1	NP_058696.2
OG0005502	XP_003936384.1	NP_446390.2, XP_006255621.1
OG0005503	XP_010345093.1, XP_010345094.1	NP_001099650.1, XP_006255538.1
OG0005504	XP_003936322.1	NP_001099635.1, XP_008770465.1
OG0005505	XP_003936320.1	NP_114461.3
OG0005506	XP_010339120.1	NP_110480.1, XP_063131113.1
OG0005507	XP_003928484.1	NP_001382036.1, XP_063124620.1
OG0005508	XP_003921415.1	XP_017446549.1, NP_067696.2
OG0005509	XP_039320856.1, XP_010348859.1	XP_006240532.1, NP_001399122.1
OG0005510	XP_003928582.3	XP_002727801.1, NP_001414014.1
OG0005511	XP_010342942.1	NP_001102494.1
OG0005512	XP_039316340.1	XP_038946006.1, NP_001385844.1
OG0005513	XP_003934182.1	XP_038945454.1, NP_001100627.1
OG0005514	XP_010342994.1	XP_038945987.1, NP_001414370.1
OG0005515	XP_003934251.1	NP_612520.1
OG0005516	XP_010343660.1	XP_006248992.1, NP_001040557.1
OG0005517	XP_003936552.1	XP_038956174.1, XP_006230352.1, NP_001012137.1
OG0005518	XP_003930122.1	NP_001029170.1, XP_006230331.1
OG0005519	XP_003930142.1	NP_001380785.1
OG0005520	XP_039333838.1	XP_006230251.1
OG0005521	XP_039334386.1	XP_006230221.1
OG0005522	XP_003930206.1, XP_039334408.1, XP_010339059.1	XP_006230168.1, NP_150234.1
OG0005523	XP_039334410.1	XP_038963539.1, NP_001013924.1
OG0005524	XP_039333703.1	NP_001101954.1, XP_006229170.1
OG0005525	XP_039334315.1, XP_039320080.1, XP_039317016.1	NP_112275.1, XP_038948021.1
OG0005526	XP_003933707.2, XP_039333702.1	NP_001029255.1
OG0005527	XP_003928552.1	NP_001385486.1, XP_038942978.1
OG0005528	XP_003928547.1	XP_063124593.1, NP_001099232.1
OG0005529	XP_010337459.1	XP_038942374.1, NP_001094335.1
OG0005530	XP_039334164.1	NP_001102497.1
OG0005531	XP_039333928.1	NP_872616.1
OG0005532	XP_039333905.1	XP_006246086.1, NP_741993.1
OG0005533	XP_003933473.2	XP_008759627.2
OG0005534	XP_010342305.1	NP_001099933.1
OG0005535	XP_010342300.1	XP_008759629.1, NP_001095151.1
OG0005537	XP_039316834.1	NP_001121624.1
OG0005538	XP_003921439.2, XP_039324981.1	XP_006233553.1, NP_001128021.2
OG0005539	XP_003930446.2	XP_038946872.1, NP_001014154.1
OG0005540	XP_010349993.2, XP_003938343.1	NP_001013893.1, XP_006249911.1
OG0005541	XP_010347190.2	NP_714952.1, XP_038946329.1
OG0005542	XP_039319397.1	XP_063128748.1
OG0005543	XP_010339307.1	NP_536725.2
OG0005544	XP_039319413.1	NP_001102846.1, XP_038947018.1
OG0005545	XP_003930426.1	XP_038947432.1, NP_001414360.1
OG0005546	XP_003925382.1	NP_001388325.1
OG0005547	XP_010334397.1	XP_038947072.1, NP_446023.2
OG0005548	XP_003925400.1	NP_001029315.1, XP_063128429.1
OG0005549	XP_003925422.1	XP_006250246.1
OG0005549	XP_039318833.1	NP_001102326.1
OG0005550	XP_003925423.2	NP_653148.2, XP_038946261.1, NP_653147.2
OG0005551	XP_003925438.1	XP_063128561.1, NP_001178757.1
OG0005552	XP_010337008.1, XP_003928155.1	NP_001017494.1
OG0005553	XP_003935386.1	NP_001102994.1
OG0005554	XP_039317402.1, XP_039320220.1	NP_001099446.1, XP_038946461.1
OG0005555	XP_039320189.1	XP_573525.5
OG0005556	XP_003937900.1	XP_006232748.1, NP_001014195.1
OG0005557	XP_039316176.1	XP_038957963.1, NP_001099913.1
OG0005558	XP_039316175.1	NP_001101159.1, XP_063137913.1
OG0005559	XP_010346683.1	NP_001101162.1
OG0005560	XP_039315753.1	NP_001157532.1
OG0005560	XP_003939251.2	NP_445969.2, XP_038959202.1
OG0005561	XP_010328075.2	NP_001403541.1
OG0005562	XP_003941908.1	NP_001400579.1
OG0005563	XP_003941923.1	XP_017446796.1, NP_001414129.1
OG0005564	XP_003942047.2	NP_446039.2
OG0005565	XP_039319793.1	NP_001028860.2, XP_008770157.2
OG0005566	XP_003924852.1	XP_006245734.1, NP_058685.1
OG0005567	XP_010333829.2	XP_006245724.1, NP_001101706.1
OG0005568	XP_010333878.1	NP_001102281.1, NP_001399753.1
OG0005569	XP_010348864.2, XP_010348865.2	XP_038968674.2, NP_001020323.1
OG0005570	XP_039324558.1	NP_067688.1
OG0005571	XP_003924281.2	NP_062237.1, XP_006240147.1
OG0005572	XP_010333255.2	XP_038968149.1, NP_001164039.2
OG0005573	XP_039325151.1	XP_063129960.1, NP_001258470.1
OG0005574	XP_039325247.1	XP_006251831.1, NP_001028238.1
OG0005575	XP_039324752.1	NP_001129274.1, XP_063130164.1
OG0005576	XP_003924439.1	NP_001101501.1
OG0005577	XP_039325098.1	NP_001101508.1, XP_038968219.1
OG0005578	XP_010333513.1	NP_001102912.1
OG0005579	XP_010333557.2, XP_039324902.1	XP_008763013.1, NP_001162587.1
OG0005580	XP_039325235.1	XP_063118751.1
OG0005581	XP_003924579.1	XP_063118006.1, NP_001101512.1
OG0005582	XP_010333593.2	NP_001399252.1, NP_001178700.1, XP_063118010.1
OG0005583	XP_039324598.1	XP_038969264.1
OG0005584	XP_039319358.1, XP_010333625.1, XP_039327689.1	NP_001102977.1
OG0005585	XP_003924662.1	XP_056841564.1
OG0005586	XP_039325036.1	XP_063118022.1, NP_001129346.1
OG0005587	XP_039325039.1	XP_038968474.1
OG0005588	XP_003933412.1	NP_001007707.1, XP_008763160.1
OG0005589	XP_039318718.1	NP_001071151.2
OG0005590	XP_010342186.1	NP_001231796.1, XP_063118600.1, NP_001128405.1
OG0005591	XP_039329219.1	XP_038949289.1, NP_001012043.1
OG0005592	XP_010340552.1	NP_001034676.1, XP_038942372.1
OG0005593	XP_039332041.1	XP_006247961.1, NP_001034296.1
OG0005594	XP_039332580.1	XP_006247937.2, NP_742015.2
OG0005595	XP_039332581.1	XP_008766703.1, NP_068621.1
OG0005596	XP_039331686.1, XP_039331684.1, XP_039331685.1	XP_063132942.1, NP_001101781.1, XP_006247958.1
