Orthogroup	Saimiri_boliviensis_boliviensis	Echinops_telfairi
OG0008561	XP_010350057.2	XP_004698255.2
OG0008562	XP_003932110.1	XP_030742938.1
OG0008563	XP_039335161.1	XP_004697987.1
OG0008564	XP_039335165.1	XP_045151457.1
OG0008565	XP_003932105.1	XP_004697988.1, XP_045151295.1
OG0008566	XP_010340976.2	XP_045151209.1
OG0008567	XP_010340951.1	XP_004698011.1
OG0008568	XP_003936415.1	XP_004698036.2
OG0008569	XP_039335349.1	XP_045151342.1
OG0008570	XP_003936450.1	XP_004698055.1
OG0008572	XP_039335321.1	XP_045151519.1
OG0008573	XP_039335332.1	XP_045151427.1
OG0008574	XP_039335535.1	XP_045151425.1
OG0008575	XP_003936517.1	XP_045151509.1
OG0008576	XP_039335633.1	XP_030742915.1
OG0008577	XP_039335224.1	XP_045151084.1
OG0008578	XP_039335603.1	XP_004698377.2
OG0008579	XP_039335527.1	XP_004698123.1
OG0008580	XP_003932659.1	XP_012863109.1
OG0008581	XP_003932657.1	XP_004698125.1
OG0008582	XP_039335211.1	XP_004716153.1
OG0008583	XP_010341468.2, XP_039320356.1	XP_004716147.1
OG0008584	XP_039335534.1	XP_045152898.1
OG0008585	XP_003932765.2	XP_004716142.1
OG0008586	XP_039335170.1	XP_045152869.1
OG0008587	XP_003932711.1	XP_004716100.2
OG0008588	XP_039335286.1	XP_004716111.2
OG0008589	XP_003932039.1	XP_045140288.1
OG0008590	XP_010346084.1	XP_004707682.2
OG0008591	XP_010346050.1	XP_004707668.1
OG0008592	XP_003934455.1	XP_045143036.1
OG0008593	XP_039328895.1, XP_039329125.1	XP_004715456.1
OG0008594	XP_003919762.1	XP_012861679.1
OG0008595	XP_003944299.1, XP_039323289.1	XP_012863228.2
OG0008596	XP_003919793.2	XP_045149942.1
OG0008597	XP_010329092.1	XP_004703928.1
OG0008598	XP_039335078.1, XP_039335077.1, XP_003938768.1	XP_045141342.1
OG0008599	XP_003933918.1	XP_004696507.2
OG0008600	XP_010330373.1	XP_004707701.1
OG0008601	XP_039317074.1	XP_045142683.1
OG0008602	XP_010346091.2	XP_012861357.2
OG0008603	XP_039317122.1	XP_045142771.1
OG0008604	XP_039316994.1	XP_012861367.1
OG0008605	XP_039317043.1	XP_012861350.1
OG0008606	XP_039317048.1	XP_045142498.1
OG0008607	XP_003937222.1	XP_004707755.1
OG0008608	XP_003937218.1	XP_004707658.1
OG0008609	XP_003937217.2	XP_004718226.1
OG0008610	XP_003937198.1	XP_004707638.1
OG0008611	XP_039316984.1	XP_045142600.1
OG0008612	XP_003935632.2	XP_045142678.1
OG0008613	XP_010345621.2	XP_045152203.1
OG0008614	XP_010345548.2	XP_004701926.2
OG0008615	XP_003936806.1	XP_045150382.1
OG0008616	XP_039326069.1	XP_045150396.1
OG0008618	XP_010345564.2	XP_045150797.1
OG0008619	XP_010345632.2	XP_045150467.1
OG0008620	XP_039325680.1	XP_004701754.1
OG0008622	XP_039328091.1, XP_039328092.1	XP_045152727.1
OG0008623	XP_039328316.1	XP_045152722.1
OG0008624	XP_039327814.1, XP_039327807.1	XP_045152821.1
OG0008625	XP_010345963.2	XP_030743326.1
OG0008626	XP_039327565.1	XP_004709667.1
OG0008627	XP_039328249.1	XP_045152751.1
OG0008628	XP_039328257.1	XP_004709778.1
OG0008629	XP_003932203.1	XP_045152656.1
OG0008630	XP_003932212.2	XP_030743330.2, XP_045152786.1
OG0008631	XP_039328264.1	XP_045152626.1
OG0008632	XP_010341135.2	XP_045152639.1
OG0008633	XP_010341234.2	XP_045152641.1
OG0008634	XP_010341114.1	XP_004701128.2
OG0008635	XP_010341109.1	XP_004709749.1
OG0008637	XP_003932317.1	XP_004709598.1
OG0008638	XP_010347506.2	XP_045145472.1
OG0008639	XP_039318435.1	XP_030741332.1
OG0008640	XP_010347482.1	XP_045145476.1
OG0008641	XP_003938518.1	XP_004715408.2
OG0008642	XP_003938474.1	XP_045145493.1
OG0008643	XP_039318283.1	XP_004716793.1
OG0008644	XP_039318389.1	XP_004716391.1
OG0008645	XP_003938580.1	XP_045145504.1
OG0008646	XP_039318278.1	XP_012863700.1
OG0008647	XP_010328809.1	XP_045153884.1, XP_012859705.1
OG0008648	XP_039318336.1	XP_012863679.3
OG0008649	XP_039335896.1	XP_045145587.1
OG0008650	XP_010328771.2	XP_045145510.1
OG0008651	XP_010328768.1	XP_045145508.1
OG0008652	XP_003922489.2	XP_045147607.1
OG0008653	XP_010331594.1	XP_004701141.1
OG0008654	XP_010331311.2	XP_004718238.2
OG0008655	XP_003926696.1	XP_004700076.1
OG0008656	XP_039318242.1	XP_045151835.1
OG0008657	XP_039318441.1	XP_045151833.1
OG0008658	XP_010343360.1	XP_045151823.1
OG0008659	XP_010328320.2	XP_012861475.3
OG0008660	XP_003942220.2	XP_045151953.1
OG0008661	XP_003926734.1	XP_004708299.1
OG0008662	XP_003926741.1	XP_012861484.1
OG0008663	XP_003934538.2	XP_004717669.1
OG0008664	XP_003934585.1	XP_045149196.1
OG0008665	XP_003934614.1	XP_004713820.1
OG0008666	XP_003934617.1	XP_045144338.1
OG0008667	XP_010343433.1	XP_004713835.1
OG0008668	XP_003926671.1	XP_004700059.1
OG0008669	XP_010335680.1	XP_004700259.2
OG0008670	XP_039328399.1	XP_045143200.1
OG0008671	XP_003941522.1	XP_045143178.1
OG0008672	XP_003941515.1	XP_004711492.1, XP_045143189.1
OG0008673	XP_003927825.1, XP_010336719.1	XP_004711482.1
OG0008674	XP_010348077.1	XP_045143245.1
OG0008675	XP_003939190.1	XP_045143162.1
OG0008676	XP_003939196.2	XP_012862373.3
OG0008677	XP_003939213.1	XP_012862370.1
OG0008678	XP_039328319.1, XP_039328320.1	XP_045143160.1
OG0008679	XP_003939275.2	XP_045143280.1
OG0008680	XP_039328344.1	XP_004716916.1
OG0008681	XP_039328006.1	XP_004716930.1
OG0008682	XP_010348212.2, XP_003939293.2	XP_045152287.1
OG0008683	XP_039327714.1	XP_004716976.1
OG0008684	XP_039327869.1	XP_004716955.2
OG0008685	XP_039321227.1	XP_030741870.1
OG0008686	XP_003922202.1	XP_004700963.1
OG0008687	XP_003930026.2	XP_004716310.1
OG0008688	XP_003930033.2	XP_045139589.1
OG0008689	XP_010338919.1	XP_045139617.1
OG0008690	XP_003922452.1	XP_004701136.1
OG0008691	XP_010331587.1	XP_045147377.1
OG0008692	XP_003922444.1	XP_045147171.1
OG0008693	XP_039321090.1	XP_045147522.1
OG0008694	XP_039321314.1	XP_004701093.3
OG0008696	XP_003922368.1	XP_004701379.1
OG0008697	XP_003922352.1	XP_004701052.1
OG0008698	XP_003922312.2	XP_004701035.1
OG0008699	XP_039323782.1, XP_039321189.1, XP_039326942.1	XP_004701037.1
OG0008700	XP_003922309.2	XP_004701022.1, XP_045155135.1
OG0008701	XP_010331427.1	XP_030741848.2
OG0008702	XP_010331665.2	XP_045147361.1
OG0008703	XP_039320930.1, XP_039320931.1	XP_012859624.1
OG0008704	XP_039320901.1	XP_004701347.1
OG0008705	XP_010331299.2	XP_004701341.2
OG0008706	XP_003922223.1	XP_004700973.1
OG0008707	XP_003922217.1	XP_004701321.2
OG0008708	XP_003922198.1	XP_004700958.1
OG0008709	XP_003922195.1	XP_004700957.1
OG0008710	XP_003922184.2	XP_045147333.1
OG0008711	XP_003922169.2	XP_045147326.1
OG0008712	XP_003922165.1	XP_004701302.1
OG0008713	XP_039320937.1	XP_004700937.1
OG0008714	XP_039320996.1	XP_012860181.1
OG0008715	XP_039321207.1, XP_039321208.1	XP_004701278.2
OG0008716	XP_039320914.1	XP_045147566.1
OG0008717	XP_003930036.2, XP_003930035.2, XP_003930034.2	XP_004716315.1
OG0008719	XP_039320475.1	XP_004697609.1
OG0008720	XP_039320580.1	XP_004697615.1
OG0008721	XP_003935543.1	XP_004697616.1, XP_045139742.1
OG0008722	XP_003935557.1	XP_004697834.1
OG0008723	XP_003935564.1	XP_004697626.1
OG0008724	XP_003935581.1	XP_045146926.1
OG0008725	XP_010344365.1	XP_004697597.1
OG0008726	XP_003940741.1	XP_004697797.1
OG0008727	XP_003940745.1	XP_004697567.1
OG0008729	XP_039320554.1	XP_004697557.1
OG0008730	XP_039320820.1	XP_045142694.1, XP_004697545.1
OG0008731	XP_003940562.1	XP_045144429.1
OG0008732	XP_003938813.1	XP_004697773.3
OG0008733	XP_003938802.1	XP_045143264.1
OG0008734	XP_010347691.1	XP_004697768.1
OG0008735	XP_010347684.1	XP_004697764.1
OG0008736	XP_010329148.1	XP_004712109.1
OG0008737	XP_010338583.1	XP_045141597.1
OG0008738	XP_039318815.1	XP_030740766.1
OG0008739	XP_003935796.1	XP_045143607.1
OG0008740	XP_039318884.1	XP_004712807.2
OG0008741	XP_039318902.1	XP_030740910.1
OG0008742	XP_003935748.1	XP_004712775.1
OG0008743	XP_039318797.1	XP_004712779.1
OG0008744	XP_039318747.1	XP_004712814.1
OG0008745	XP_010344592.2	XP_004712782.2
OG0008746	XP_003929013.1	XP_045142436.1
OG0008747	XP_003929008.1	XP_004709425.1
OG0008748	XP_039324708.1	XP_045142386.1
OG0008749	XP_003928988.1	XP_045142393.1
OG0008750	XP_010337842.1	XP_045142455.1
OG0008751	XP_039324759.1	XP_045142396.1
OG0008752	XP_003928928.2	XP_004709476.1
OG0008753	XP_003928917.1	XP_045142399.1
OG0008754	XP_003928919.1	XP_004709477.1
OG0008755	XP_003929072.2	XP_045142400.1
OG0008756	XP_039325265.1	XP_045142422.1
OG0008757	XP_039318779.1, XP_039318780.1	XP_045142443.1
OG0008759	XP_003941675.2	XP_004709576.1
OG0008760	XP_003935639.1	XP_045142404.1
OG0008761	XP_010344421.1	XP_045142382.1
OG0008762	XP_003939923.2	XP_045150893.1
OG0008763	XP_003940945.1	XP_004712042.2
OG0008764	XP_039325336.1	XP_012862509.1
OG0008765	XP_039324903.1	XP_045141587.1
OG0008766	XP_039325092.1	XP_045141592.1
OG0008767	XP_039325180.1	XP_045141772.1
OG0008768	XP_039325005.1	XP_045141595.1
OG0008769	XP_003929722.1	XP_045141655.1
OG0008770	XP_039324714.1	XP_012862551.3
OG0008771	XP_003929708.1	XP_004712075.1
OG0008772	XP_039324784.1	XP_045141599.1
OG0008773	XP_039325297.1	XP_030740185.1
OG0008774	XP_010329144.2	XP_004712038.1
OG0008775	XP_039318736.1	XP_004698911.1
OG0008776	XP_039324943.1	XP_004712056.1
OG0008777	XP_003934377.1	XP_004711363.1
OG0008778	XP_010337200.2	XP_045142172.1
OG0008779	XP_003934376.1	XP_004711364.1
OG0008780	XP_003927715.1	XP_004711381.1
OG0008781	XP_039336424.1	XP_045140584.1
OG0008782	XP_003927702.2	XP_004711386.1
OG0008783	XP_003927695.1, XP_003935945.2	XP_045148556.1, XP_004697396.1
OG0008784	XP_010336592.2	XP_045140502.1
OG0008785	XP_039336451.1	XP_045140467.1
OG0008786	XP_010336567.1, XP_010336568.1	XP_004696985.1
OG0008787	XP_010336560.1	XP_004696979.1
OG0008788	XP_039336454.1	XP_012860821.1
OG0008789	XP_003927624.2	XP_045140737.1
OG0008790	XP_039336453.1	XP_045140869.1
OG0008791	XP_039336350.1	XP_045140479.1
OG0008792	XP_039336503.1	XP_004696953.1
OG0008793	XP_039336530.1	XP_004696954.1
OG0008794	XP_003927773.2	XP_004697356.1
OG0008795	XP_010348367.2	XP_045140485.1
OG0008796	XP_010338660.2	XP_045151778.1
OG0008797	XP_003929484.1	XP_004703528.1
OG0008798	XP_039324323.1	XP_045140079.1
OG0008799	XP_003929526.1	XP_004703354.1
OG0008800	XP_003929546.1	XP_045140261.1
OG0008801	XP_010338421.1	XP_045140263.1
OG0008802	XP_003929579.1	XP_004703333.1
OG0008803	XP_003924070.1	XP_004703320.1
OG0008804	XP_039324527.1	XP_004703319.2
OG0008805	XP_010333088.1	XP_004703315.1
OG0008806	XP_003924032.1	XP_004703470.2
OG0008807	XP_010333060.1	XP_045140276.1
OG0008808	XP_003924012.1	XP_004703295.1
OG0008809	XP_010333026.1	XP_045140282.1
OG0008810	XP_039324381.1, XP_039324382.1	XP_045140286.1
OG0008811	XP_039325547.1	XP_045152573.1
OG0008812	XP_039324331.1	XP_004703441.1
OG0008813	XP_039336500.1	XP_045142185.1
OG0008814	XP_003943577.1	XP_004706508.1
OG0008815	XP_039333211.1	XP_004716811.2
OG0008816	XP_010329696.2	XP_045142167.1
OG0008817	XP_039333491.1	XP_045142168.1
OG0008818	XP_039333607.1	XP_004706426.1
OG0008819	XP_039333591.1, XP_010329699.1	XP_004706510.3
OG0008820	XP_010344308.1	XP_045142151.1
OG0008821	XP_039333407.1	XP_030740282.1
OG0008822	XP_039333518.1	XP_045150205.1, XP_004709885.1
OG0008823	XP_039333311.1	XP_004709845.1
OG0008824	XP_003941694.1	XP_045143540.1
OG0008825	XP_003941701.1	XP_012861378.1, XP_045143501.1
OG0008826	XP_003941699.1	XP_004712286.1
OG0008827	XP_039333007.1	XP_045143468.1, XP_045143452.1
OG0008828	XP_039333216.1	XP_045143453.1
OG0008829	XP_010350753.1	XP_045143454.1
OG0008830	XP_010339738.1	XP_045143459.1
OG0008831	XP_003926250.1	XP_004712319.1
OG0008832	XP_039333606.1	XP_045143462.1
OG0008833	XP_010336061.1	XP_004712394.1
OG0008834	XP_039333279.1	XP_004706455.1
OG0008835	XP_039329988.1	XP_045140945.1
OG0008836	XP_003932539.2	XP_012863981.1
OG0008837	XP_039325316.1	XP_045141216.1
OG0008838	XP_003932546.1	XP_004698177.1
OG0008839	XP_003932560.1	XP_045140940.1
OG0008840	XP_039325732.1	XP_045141256.1, XP_004698451.1
OG0008841	XP_039320215.1	XP_004698162.2
OG0008842	XP_039327755.1	XP_004698467.1
OG0008843	XP_039334145.1, XP_003926973.1	XP_045150965.1
OG0008844	XP_039334805.1	XP_045150922.1
OG0008845	XP_039334647.1	XP_004713490.1
OG0008846	XP_010335964.1	XP_045152378.1
OG0008847	XP_003927019.1	XP_004713487.1
OG0008848	XP_039334652.1	XP_045152347.1
OG0008849	XP_010335970.2	XP_004713483.1
OG0008850	XP_010335971.1	XP_045152368.1
OG0008851	XP_039334915.1	XP_004713523.1
OG0008852	XP_010336026.1	XP_045152371.1
OG0008853	XP_003927072.1, XP_039334759.1	XP_045143495.1
OG0008854	XP_039336121.1	XP_004704304.2
OG0008855	XP_003925028.1	XP_004704301.1
OG0008856	XP_010333984.2	XP_012860487.1
OG0008857	XP_003925004.1	XP_004704293.1
OG0008858	XP_003932561.1	XP_004698457.2
OG0008859	XP_003944761.1	XP_004717459.1
OG0008861	XP_003927445.1	XP_045153979.1
OG0008862	XP_010336391.1	XP_004711818.1
OG0008863	XP_010336792.1, XP_003927436.1	XP_045148761.1, XP_012864169.1
OG0008864	XP_039318522.1	XP_012862432.1
OG0008865	XP_003927431.1	XP_004711702.1
OG0008866	XP_003927419.1	XP_004711697.1
OG0008867	XP_039318668.1	XP_012862434.2
OG0008868	XP_010336361.2	XP_004711716.1
OG0008869	XP_003927386.1	XP_004715347.1
OG0008870	XP_039318667.1	XP_012862655.1
OG0008871	XP_003927354.1	XP_004712530.1
OG0008872	XP_039318504.1	XP_045151688.1
OG0008874	XP_003944856.1	XP_045147646.1, XP_045147647.1, XP_004717934.1
OG0008876	XP_003944257.1	XP_004701534.1
OG0008877	XP_010328384.1	XP_004703862.1
OG0008878	XP_003922008.2	XP_004703985.1
OG0008879	XP_003921999.1	XP_045154057.1
OG0008880	XP_003921994.1	XP_045154545.1
OG0008881	XP_039325740.1	XP_004703848.1
OG0008882	XP_010350765.1	XP_030743654.1
OG0008883	XP_039320120.1, XP_010329348.2	XP_045155273.1
OG0008884	XP_003921930.1	XP_004703952.1
OG0008885	XP_010350523.1	XP_004718149.2
OG0008886	XP_010350391.2	XP_045155489.1
OG0008887	XP_039325646.1	XP_045152383.1
OG0008888	XP_039328789.1, XP_003921839.1	XP_004701532.1
OG0008889	XP_003925647.1	XP_045151974.1
OG0008890	XP_039326012.1	XP_012859802.2
OG0008891	XP_003925740.1	XP_004701790.1
OG0008892	XP_010334760.1	XP_045151616.1
OG0008893	XP_010334750.1	XP_030742884.1
OG0008894	XP_003925710.1	XP_045151257.1
OG0008895	XP_003925709.1	XP_045151421.1
OG0008896	XP_003925689.1	XP_004701811.1
OG0008897	XP_039325527.1, XP_003945160.2	XP_004701620.1
OG0008898	XP_039326145.1	XP_030743431.1
OG0008899	XP_039325506.1	XP_045151026.1
OG0008900	XP_010334593.1	XP_045152017.1
OG0008901	XP_039325667.1	XP_045150134.1
OG0008902	XP_039325457.1	XP_045152040.1
OG0008903	XP_003925527.1	XP_045150158.1
OG0008904	XP_003943423.1	XP_045153883.1
OG0008905	XP_010346830.1	XP_004716554.1
OG0008906	XP_039322311.1	XP_045154121.1
OG0008908	XP_003938387.2	XP_004699896.1
OG0008909	XP_003930497.1	XP_004700176.1
OG0008910	XP_003930393.1	XP_004699959.1
OG0008911	XP_039319382.1, XP_010346926.2	XP_045154132.1, XP_045154631.1
OG0008912	XP_003943439.2	XP_004706826.1
OG0008913	XP_003943431.1	XP_004706834.1
OG0008914	XP_003938043.1	XP_045142531.1, XP_004716621.1
OG0008916	XP_003937962.2	XP_004716605.3
OG0008917	XP_039316127.1	XP_004714835.1
OG0008918	XP_003930400.2	XP_004700202.1
OG0008919	XP_010333110.1, XP_003924078.1	XP_004714644.3
OG0008920	XP_003939637.1	XP_004713193.1
OG0008921	XP_010344655.1	XP_004710160.2
OG0008922	XP_003935888.2	XP_004710115.1
OG0008923	XP_039319863.1	XP_004717610.1
OG0008924	XP_039319434.1	XP_045146765.1
OG0008926	XP_039331562.1	XP_045141378.1
OG0008927	XP_010334450.1	XP_012863993.1
OG0008928	XP_003920341.2	XP_045146618.1
OG0008929	XP_010334786.1, XP_039325548.1	XP_045146705.1
OG0008930	XP_003920389.1	XP_004710068.1
OG0008931	XP_003924177.1	XP_012861944.2
OG0008932	XP_039331575.1	XP_045146637.1
OG0008933	XP_003924143.1	XP_012861941.2
OG0008934	XP_003924131.1	XP_045146678.1
OG0008935	XP_003924130.1, XP_039323137.1	XP_045146690.1
OG0008936	XP_003924106.1	XP_004714638.1
OG0008937	XP_003924095.1	XP_004714622.1
OG0008938	XP_010348455.1	XP_004713252.2
OG0008939	XP_039333851.1, XP_003939550.1	XP_045144225.1
OG0008940	XP_010348528.1	XP_004713267.1
OG0008941	XP_003939635.1	XP_004713195.1
OG0008942	XP_039331247.1	XP_045144204.1
OG0008943	XP_010329865.1	XP_004713177.1
OG0008944	XP_003943112.1	XP_004715502.1
OG0008945	XP_003943147.1	XP_004716722.1
OG0008946	XP_010330701.1, XP_010330702.1	XP_045146158.1
OG0008947	XP_010345655.1	XP_045154845.1, XP_004715958.1
OG0008948	XP_003936877.2	XP_045153299.1
OG0008949	XP_039331585.1, XP_039331432.1	XP_045153306.1
OG0008950	XP_003938748.1	XP_004711257.1
OG0008951	XP_039320076.1	XP_004711238.1
OG0008952	XP_003935923.1	XP_045154524.1
OG0008953	XP_003931108.1	XP_045154497.1
OG0008954	XP_003931111.1	XP_045154495.1
OG0008956	XP_003931163.2	XP_004713130.1
OG0008957	XP_039319982.1	XP_045144310.1
OG0008958	XP_010341235.1, XP_010349802.2	XP_045144313.1
OG0008959	XP_003943455.1	XP_045141449.1
OG0008960	XP_039320057.1	XP_012864031.1
OG0008962	XP_039320048.1, XP_003921832.1	XP_045141489.1
OG0008964	XP_039320305.1	XP_004697417.1
OG0008965	XP_039333960.1	XP_004705824.1
OG0008966	XP_010330920.1	XP_004711739.1
OG0008967	XP_010336295.1	XP_004712542.2
OG0008968	XP_010349047.2	XP_004713320.1
OG0008969	XP_010350244.1, XP_010350243.1, XP_003941237.1	XP_004713783.1
OG0008972	XP_039330659.1	XP_012860155.1
OG0008973	XP_003938233.1	XP_012862632.1
OG0008974	XP_003935820.2	XP_012864203.2
OG0008975	XP_003934460.1	XP_045154149.1
OG0008977	XP_039334601.1	XP_045143516.1
OG0008978	XP_039322706.1, XP_039321704.1	XP_045148326.1
OG0008980	XP_010345067.2	XP_045149528.1, XP_045149527.1
OG0008981	XP_010332900.1	XP_045153717.1
OG0008994	XP_010335444.2	XP_004696403.1
OG0008995	NP_001266935.1	XP_004716653.2
OG0008996	XP_003924808.1	XP_004702986.1
OG0008997	XP_003935131.1	XP_004708949.1
OG0008998	XP_039328499.1, XP_003929317.1	XP_004709251.1
OG0008999	XP_010343129.1	XP_004702684.1
OG0009000	XP_003920868.1	XP_045141020.1
OG0009002	XP_039315910.1	XP_045154344.1
OG0009003	XP_003925272.1	XP_045152559.1
OG0009004	XP_010338012.1	XP_045155227.1
OG0009005	XP_003925205.1	XP_004712627.2
OG0009006	XP_010340892.1	XP_045140305.1
OG0009007	XP_039330083.1	XP_045142949.1
OG0009008	XP_039329212.1	XP_012860531.1
OG0009009	XP_003932894.3	XP_004700325.1
OG0009010	XP_039321299.1	XP_004701056.2
OG0009011	XP_010340299.2	XP_030742356.1
OG0009012	XP_039323653.1	XP_030742689.1
OG0009013	XP_010328640.1	XP_004708053.1
OG0009014	XP_039328516.1	XP_004714051.1
OG0009015	XP_003930687.2	XP_004716072.1
OG0009016	XP_010338771.1	XP_004702531.1
OG0009017	XP_003940378.2	XP_004710478.1
OG0009018	XP_010328580.2	XP_004707316.1
OG0009019	XP_003943669.3	XP_045155399.1
OG0009020	XP_003938034.1	XP_004716595.1
OG0009021	XP_003921477.1	XP_045147677.1
OG0009022	XP_010342453.1	XP_045139995.1
OG0009023	XP_003929783.1	XP_045151776.1
OG0009024	XP_039335338.1	XP_030743338.2
OG0009025	XP_003939090.1	XP_045141521.1
OG0009026	XP_003943974.1	XP_045141432.1
OG0009027	XP_003924593.1	XP_045144112.1
OG0009028	XP_010349258.1	XP_004710441.1
OG0009029	XP_003935319.1, XP_039329387.1	XP_004696129.1
OG0009030	XP_003923240.1	XP_004710785.1
OG0009031	XP_003921141.1	XP_004702644.1
OG0009032	XP_003935160.1	XP_045155398.1, XP_004702898.2
OG0009033	XP_039327543.1	XP_004709747.2
OG0009034	XP_003929672.2	XP_045146032.1, XP_045152329.1
OG0009035	XP_003930459.1	XP_012859461.3
OG0009036	XP_039332407.1	XP_030743628.1
OG0009037	XP_039330178.1	XP_045154719.1
OG0009038	XP_003930195.1	XP_004705798.1
OG0009039	XP_003940335.1	XP_004710667.1
OG0009040	XP_003933315.1	XP_004699291.1
OG0009041	XP_003943500.2	XP_004704943.1
OG0009043	XP_003938642.1	XP_004697491.1
OG0009044	XP_003928147.2	XP_004706805.1
OG0009045	XP_003942227.1	XP_012863968.2
OG0009046	XP_003940914.1	XP_045147611.1
OG0009047	XP_003923322.1	XP_045150413.1
OG0009048	XP_003920659.1	XP_004697044.1
OG0009049	XP_003941493.1	XP_004711487.1
OG0009050	XP_010331130.1	XP_004715592.2
OG0009052	XP_010336089.2, XP_039316141.1	XP_004702495.1
OG0009053	XP_010339957.2	XP_012862341.2
OG0009054	XP_003925112.1	XP_045153736.1
OG0009055	XP_003922614.1	XP_004704431.1
OG0009056	XP_010334628.1	XP_012859806.2
OG0009057	XP_010333881.1	XP_045150002.1
OG0009058	XP_039328567.1	XP_012863019.2
OG0009059	XP_010329193.2	XP_045152925.1
OG0009060	XP_010336876.1	XP_045151732.1
OG0009061	XP_003933332.1	XP_004699628.1
OG0009062	XP_003938375.1	XP_004700168.1
OG0009063	XP_039324862.1	XP_004698159.1
OG0009064	XP_039318170.1	XP_045151290.1
OG0009066	XP_039328826.1	XP_004702374.1
OG0009067	XP_039330238.1	XP_045155005.1
OG0009068	XP_010343727.1	XP_004705152.1
OG0009069	XP_003926444.2	XP_030742057.1
OG0009070	XP_003923183.1	XP_004711799.1
OG0009071	XP_003923188.1	XP_045148793.1
OG0009072	XP_039322626.1	XP_045145654.1
OG0009073	XP_003941827.1	XP_004716846.1
OG0009074	XP_003920793.2	XP_004703536.1
OG0009075	XP_003932122.1	XP_004697972.1
OG0009077	XP_003942834.1	XP_004707512.1
OG0009078	XP_039327026.1	XP_004715110.1
OG0009079	XP_003921643.2	XP_004709920.1
OG0009081	XP_010340739.1	XP_012863028.1, XP_030743995.2
OG0009082	XP_003922885.1	XP_045149539.1
OG0009083	XP_003937954.1	XP_030743708.1
OG0009084	XP_003923146.1	XP_004696423.1
OG0009085	XP_010345521.2	XP_004701744.1
OG0009086	XP_039321999.1	XP_045153787.1, XP_045143129.1
OG0009087	XP_003944259.1	XP_012861624.1
OG0009088	XP_003936006.1	XP_045150542.1
OG0009089	XP_039332650.1	XP_004709143.1
OG0009090	XP_010338982.2	XP_012860904.2
OG0009091	XP_003940060.1	XP_004713313.1
OG0009092	XP_003923113.1	XP_004710856.1
OG0009093	XP_003926991.1	XP_004713507.1
OG0009094	XP_003938648.2	XP_045139773.1
OG0009095	XP_039324571.1	XP_045140958.1, XP_045141040.1
OG0009096	XP_003934728.1	XP_004715195.1
OG0009097	XP_010343591.1	XP_045145421.1
OG0009098	XP_039316080.1	XP_045151614.1
OG0009099	XP_010328013.1	XP_030743022.1
OG0009100	XP_010331687.2	XP_004701398.1
OG0009101	XP_003940544.2	XP_004697543.1
OG0009102	XP_010329984.1	XP_045145317.1
OG0009103	XP_039329328.1	XP_045149944.1
OG0009104	XP_010331283.1	XP_012863354.1, XP_045149915.1
OG0009105	XP_003941973.2	XP_004716710.2
OG0009106	XP_003938341.1	XP_004699873.1
OG0009107	XP_003928295.1	XP_004704358.2
OG0009108	XP_010343098.1	XP_045156056.1
OG0009109	XP_003944658.1	XP_030740503.1
OG0009111	XP_010329609.1	XP_004702134.1
OG0009112	XP_003938345.1	XP_045154019.1
OG0009113	XP_003921030.1	XP_004707876.1
OG0009114	XP_003928624.3	XP_004705875.1
OG0009115	XP_003941272.1	XP_004713619.1
OG0009116	XP_010328487.2, XP_003919976.2, XP_039324283.1	XP_045147010.1
OG0009117	XP_039324122.1	XP_004703342.1
OG0009118	XP_039323640.1	XP_004702053.1
OG0009119	XP_003937058.2	XP_004704992.1
OG0009120	XP_039326679.1	XP_004711636.1
OG0009121	XP_010335630.1	XP_004700045.1, XP_045154876.1
OG0009122	XP_003926641.1	XP_045144415.1
OG0009123	XP_039319082.1	XP_004700285.2
OG0009124	XP_003938988.1	XP_030741523.1
OG0009125	XP_039333974.1	XP_004716302.1
OG0009126	XP_010338096.1	XP_045149343.1
OG0009127	XP_010342664.1	XP_045142838.1
OG0009128	XP_039317795.1	XP_004712309.2, XP_045144548.1
OG0009129	XP_039319353.1	XP_004704757.1
OG0009130	XP_039330114.1	XP_012860788.1
OG0009131	XP_010333526.1	XP_012859193.1
OG0009132	XP_003940184.1	XP_004711239.1
OG0009133	XP_039316240.1	XP_004697166.1
OG0009134	XP_003922204.1	XP_004700959.1
OG0009135	XP_003922432.1	XP_004701122.1
OG0009136	XP_010333087.1	XP_004716741.1
OG0009137	XP_003923170.1	XP_045148923.1
OG0009138	XP_003923125.1	XP_030742774.1
OG0009139	XP_039329181.1	XP_004709836.1
OG0009140	XP_003940958.1	XP_004699124.2
OG0009141	XP_003943164.3	XP_045148850.1
OG0009142	XP_003938910.1	XP_004714293.1
OG0009143	XP_039332040.1	XP_012861361.2, XP_004707188.1
OG0009144	XP_003932469.1	XP_004702279.1
OG0009145	XP_010344432.1	XP_004713876.1
OG0009146	XP_003944561.2	XP_045148735.1
OG0009147	XP_003943617.1	XP_004702012.1
OG0009148	XP_039334788.1	XP_004716074.2
OG0009149	XP_010346138.1	XP_004704736.1
OG0009150	XP_039322511.1	XP_030744160.1
OG0009151	XP_003928952.1	XP_030740382.1
OG0009152	XP_039324874.1	XP_004712098.2
OG0009153	XP_003932555.1	XP_004698460.1
OG0009154	XP_003942957.2	XP_045141135.1
