Orthogroup	Saimiri_boliviensis_boliviensis	Sus_scrofa
OG0007452	XP_003940374.1	NP_999233.1
OG0007453	XP_003940373.1	XP_020950346.1
OG0007454	XP_039322832.1	XP_020950285.1
OG0007455	XP_039321360.1	XP_005664683.3
OG0007456	XP_010349284.1	XP_005664667.1
OG0007457	XP_003940287.1	XP_020950194.1
OG0007458	XP_003943249.2	NP_999480.2, XP_013844054.2
OG0007459	XP_039322069.1	XP_003127225.3
OG0007460	XP_039321828.1	XP_013844035.2
OG0007461	XP_039322183.1	XP_020950056.1
OG0007462	XP_039321782.1	XP_020950053.1
OG0007463	XP_039322922.1	XP_020950036.1
OG0007464	XP_010329272.2	XP_020950030.1
OG0007465	XP_003943183.1, XP_039336057.1	XP_020950028.1
OG0007466	XP_003943168.1	XP_020950010.1
OG0007467	XP_039331345.1, XP_003937499.1, XP_039320584.1	XP_005664652.1
OG0007468	XP_039321849.1	XP_005664642.2
OG0007469	XP_039321837.1	NP_001231935.1, XP_005664593.2
OG0007470	XP_003937484.2	XP_020949989.1
OG0007471	XP_039321813.1	NP_001192333.1
OG0007472	XP_010346260.1	XP_013853819.1
OG0007473	XP_010346235.1	XP_003127112.3
OG0007474	XP_039323122.1	XP_020952819.1
OG0007475	XP_003937390.2	XP_020952816.1
OG0007476	XP_010346177.1	NP_999495.1
OG0007477	XP_003937364.2	XP_020949937.1
OG0007478	XP_039319528.1	XP_020955350.1
OG0007479	XP_039334491.1	XP_020920691.1
OG0007480	XP_003925849.1	XP_003359837.1
OG0007481	XP_010342818.1	XP_003354394.1
OG0007482	XP_039319965.1	XP_013850097.2
OG0007483	XP_010344819.2	XP_020950992.1
OG0007484	XP_039334826.1, XP_039329978.1	XP_013854429.1
OG0007485	XP_010339541.2	XP_020920565.1
OG0007486	XP_003930766.2	XP_020920576.1
OG0007487	XP_003930712.1	NP_001152784.1
OG0007488	XP_039334891.1	NP_001188414.1
OG0007489	XP_003930694.2	XP_003130776.2
OG0007490	XP_010339482.1	XP_020919872.1
OG0007491	XP_039334896.1	XP_003130865.2
OG0007492	XP_039334769.1	XP_020938010.1, XP_003130868.2
OG0007493	XP_010347989.1	XP_020920666.1, XP_020920665.1
OG0007494	XP_010347999.1	XP_020920700.1
OG0007495	XP_039334791.1	XP_013835805.1, NP_001038033.2
OG0007496	XP_039334865.1	XP_020920719.1
OG0007497	XP_039324303.1	XP_013850627.1
OG0007498	XP_010342764.2	XP_020940532.1
OG0007499	XP_010336552.2	XP_005661824.1
OG0007500	XP_039333619.1	XP_020940591.1
OG0007501	XP_003920588.2	XP_020940598.1
OG0007502	XP_010336797.1	XP_020940619.1
OG0007503	XP_039323605.1	XP_003134021.1
OG0007504	XP_003925851.1	NP_001230738.1
OG0007505	XP_003925843.1	NP_001231350.1, XP_020932205.1
OG0007506	XP_003925832.2	NP_999522.1
OG0007507	XP_010334836.1	XP_020932387.1
OG0007508	XP_003925809.1	XP_020932373.1
OG0007509	XP_010329683.1	NP_999093.1
OG0007510	XP_039331735.1	XP_003355838.2
OG0007511	XP_003943552.1	XP_020948962.1, NP_001231617.1
OG0007512	XP_003943554.2	XP_020949610.1
OG0007513	XP_010329647.2	XP_020949570.1
OG0007514	XP_003943523.2	XP_020948868.1, NP_001265710.1
OG0007515	XP_003943518.2	XP_020949559.1
OG0007516	XP_003943504.1	XP_020949546.1
OG0007517	XP_039331240.1	XP_005653311.1
OG0007518	XP_003937305.1	XP_020949878.1
OG0007519	XP_010346129.1	XP_020949880.1
OG0007520	XP_010346123.2	XP_020949887.1
OG0007521	XP_039318883.1	XP_005664517.2
OG0007522	XP_010346417.2	XP_003127811.1
OG0007523	XP_010346503.2	XP_020951474.1
OG0007524	XP_039330218.1	XP_005665243.2
OG0007525	XP_010346440.1	XP_020951465.1
OG0007526	XP_010346445.1	XP_013854551.2
OG0007527	XP_010346457.1	XP_020951434.1
OG0007528	XP_003937633.1	XP_005665215.2
OG0007529	XP_003937640.1	NP_001093401.1
OG0007530	XP_039329810.1	XP_020951383.1
OG0007531	XP_039330316.1	XP_020951339.1
OG0007532	XP_039330232.1	XP_020951324.1, XP_003356286.1, XP_020951325.1
OG0007533	XP_039330351.1, XP_039330352.1	NP_001230757.1, XP_005656128.1
OG0007534	XP_039330122.1	XP_020951292.1
OG0007535	XP_003934858.1	NP_001231052.1
OG0007536	XP_010343687.2	XP_020951287.1
OG0007537	XP_039329843.1	XP_020949068.1, NP_001230571.1
OG0007538	XP_010343758.1	XP_020951185.1
OG0007539	XP_039330112.1	XP_003127734.3
OG0007540	XP_003934958.1	XP_020953338.1
OG0007542	XP_003934964.1	XP_003356224.2
OG0007543	XP_010343804.2	XP_020951135.1
OG0007544	XP_039329960.1	XP_020951130.1
OG0007545	XP_039329592.1, XP_010348782.1	XP_005665101.1
OG0007546	XP_003936064.1	XP_020951032.1
OG0007547	XP_039330454.1	XP_020953252.1
OG0007548	XP_039329700.1	XP_005665054.2
OG0007549	XP_039334928.1	XP_020920371.1
OG0007550	XP_003941031.1	XP_013834055.2, NP_001231735.1
OG0007551	XP_010337650.1	XP_020928882.1, XP_003131105.1
OG0007552	XP_003920775.2	XP_003480929.2
OG0007553	XP_003920760.1	XP_020940260.1
OG0007554	XP_003920771.2	XP_003480930.1
OG0007555	XP_003920786.1	NP_999203.1
OG0007556	XP_039328265.1, XP_039325449.1	XP_003123844.2
OG0007557	XP_039335121.1	XP_003123807.1
OG0007558	XP_003920854.1	XP_020940149.1
OG0007559	XP_039324877.1	XP_020940139.1
OG0007560	XP_003920871.1	XP_020940124.1
OG0007561	XP_010339362.1	XP_020940114.1
OG0007562	XP_003920886.1, XP_010339420.1	NP_001116460.1
OG0007563	XP_003943727.1	XP_020954261.1
OG0007564	XP_039336000.1	XP_020954272.1
OG0007565	XP_003940607.1	XP_020954354.1
OG0007566	XP_039335924.1	XP_020954471.1
OG0007567	XP_003940590.2	XP_020954245.1
OG0007568	XP_003921804.1	XP_013852569.2
OG0007569	XP_010347948.1	XP_020954638.1
OG0007570	XP_039335948.1, XP_039335943.1	XP_020954647.1
OG0007571	XP_039335998.1	XP_020954532.1
OG0007572	XP_003921741.1	XP_013844444.1
OG0007573	XP_003921746.1	NP_999094.1
OG0007574	XP_010329124.1	XP_020954494.1
OG0007575	XP_003934701.1	XP_020956094.1, NP_999014.1
OG0007576	XP_010343615.2	NP_001182272.1
OG0007577	XP_039324056.1	XP_013833955.2, NP_999129.1
OG0007578	XP_039323989.1, XP_039323792.1	XP_020956569.1
OG0007579	XP_039324061.1	XP_003128852.1, XP_020956556.1
OG0007580	XP_039324063.1	XP_003128850.1
OG0007581	XP_039324465.1	XP_020955979.1
OG0007582	XP_003934733.2	XP_020956677.1, XP_020956675.1, XP_020956676.1
OG0007583	XP_010336496.1	XP_003356947.1, XP_013834053.1
OG0007584	XP_003927550.1	XP_020956745.1
OG0007585	XP_039324484.1	XP_020956731.1
OG0007586	XP_003927515.2	NP_001182274.1
OG0007587	XP_003927513.1	XP_020956717.1, XP_005666605.1
OG0007588	XP_039324207.1	XP_020956469.1
OG0007589	XP_003943735.2	XP_020954321.1
OG0007590	XP_003927536.2	XP_020956736.1
OG0007591	XP_003928662.1	NP_001230267.1, XP_005671110.1
OG0007592	XP_010344189.2	XP_020928131.1
OG0007593	XP_039320212.1	XP_020928810.1
OG0007594	XP_003940820.2	XP_020929649.1
OG0007595	XP_039320163.1	XP_001927809.4
OG0007596	XP_010337648.1	NP_001123683.1
OG0007597	XP_003928755.2	XP_020928456.1
OG0007598	XP_003928744.1	NP_001231511.1
OG0007599	XP_039334239.1	XP_001927223.1, XP_020928720.1
OG0007600	XP_003928733.1	XP_020930039.1
OG0007601	XP_003928728.1	XP_020928530.1
OG0007602	XP_003928724.1, XP_039334352.1	XP_013838752.1
OG0007603	XP_003928709.1	XP_005657447.1
OG0007604	XP_039333911.1	XP_003133106.1
OG0007605	XP_039334266.1	XP_001925861.1
OG0007606	XP_003939858.1	XP_003483546.1
OG0007607	XP_010348797.1	XP_013838801.1
OG0007608	XP_010348774.2	NP_001230401.1, XP_005671113.2
OG0007609	XP_010348767.2	XP_005671177.1
OG0007610	XP_003939816.3	XP_020929899.1
OG0007612	XP_039334402.1	XP_013838843.2
OG0007613	XP_039334387.1	XP_003359317.2
OG0007614	XP_039334236.1	XP_005654198.1
OG0007615	XP_003936143.2	XP_020940030.1
OG0007616	XP_010344898.2	XP_020940051.1
OG0007617	XP_039316486.1, XP_039330213.1	NP_001231137.1
OG0007618	XP_003936152.1	XP_005661503.1, NP_001230835.1
OG0007619	XP_010344983.2	XP_020940074.1
OG0007620	XP_003936184.1	XP_003134091.2
OG0007621	XP_010344947.1	XP_003134092.3
OG0007622	XP_039316619.1	XP_013846102.1
OG0007623	XP_039316608.1	XP_020932748.1
OG0007624	XP_039316622.1	XP_013846105.2
OG0007625	XP_003934807.1	XP_003134148.1
OG0007626	XP_039316347.1, XP_039316346.1	XP_003134153.1
OG0007627	XP_003934820.1	XP_003134154.4
OG0007628	XP_003943779.2	XP_020932490.1
OG0007629	XP_010342893.1, XP_003934109.1	XP_020932368.1
OG0007630	XP_003934100.1	XP_020932667.1
OG0007631	XP_010342882.1, XP_039329542.1	NP_001026964.1
OG0007632	XP_003934050.1	XP_003124133.2
OG0007633	XP_003934039.1	XP_003361833.2
OG0007634	XP_003925914.1	NP_001003662.1
OG0007635	XP_039325428.1	XP_003133963.1
OG0007636	XP_039327021.1	XP_020932300.1
OG0007637	XP_003925964.1	XP_020932430.1
OG0007638	XP_010334987.2	XP_020932285.1
OG0007639	XP_010344998.1	XP_020932785.1
OG0007640	XP_003932536.1	XP_003359775.2
OG0007641	XP_010332694.1, XP_039327353.1	XP_005667538.1
OG0007642	XP_039332840.1, XP_010338131.2	XP_020923520.1, XP_020923519.1, XP_020923521.1
OG0007643	XP_003929286.1	NP_001233195.1, XP_020921774.1
OG0007644	XP_039329765.1	XP_003127545.1
OG0007646	XP_003943001.2	XP_020957792.1, NP_001230503.1
OG0007647	XP_003942861.1	XP_020922674.1
OG0007648	XP_003923550.1	XP_003130132.1
OG0007650	XP_039326460.1, XP_003942996.1	XP_003130113.2
OG0007651	XP_010332703.1	XP_020918727.1
OG0007652	XP_003923603.2	XP_013834985.1
OG0007653	XP_003923604.1	XP_005667518.1
OG0007654	XP_010332739.1	XP_005667488.1
OG0007655	XP_039327350.1	XP_020918619.1
OG0007656	XP_010332759.1	XP_005667454.2, NP_001231325.1
OG0007657	XP_039326311.1	XP_020918584.1
OG0007658	XP_039327264.1	XP_003357365.1
OG0007659	XP_039326970.1, XP_039334900.1	NP_999159.1
OG0007660	XP_010332909.1	XP_003129869.2
OG0007661	XP_010349952.2, XP_010332918.1	XP_005667339.1
OG0007662	XP_010332927.2	XP_020918365.1
OG0007663	XP_039332808.1	NP_001231657.1
OG0007664	XP_010338060.1	XP_013843397.1
OG0007665	XP_003929208.2	XP_020923479.1
OG0007666	XP_003929218.2	XP_020923486.1
OG0007667	XP_003929239.1	NP_001107757.1, XP_013836769.1
OG0007668	XP_039331989.1	XP_020923494.1
OG0007669	XP_039331670.1	NP_001230145.1
OG0007670	XP_003929314.2	XP_020923557.1
OG0007671	XP_003929329.1	XP_020923640.1
OG0007672	XP_039331715.1	XP_020923644.1
OG0007673	XP_010346189.1	NP_001131093.1, XP_020949260.1
OG0007674	XP_003921494.1	XP_020952152.1
OG0007675	XP_003921497.1	NP_001230284.1, XP_020949099.1
OG0007676	XP_003921525.2	XP_020949230.1
OG0007677	XP_003921541.2	XP_020953281.1
OG0007678	XP_039330101.1	XP_020948793.1
OG0007679	XP_010349145.2	XP_020953471.1
OG0007680	XP_003921568.1	XP_020952243.1
OG0007681	XP_003921575.1	XP_020952257.1
OG0007682	XP_039330473.1	XP_020953129.1
OG0007683	XP_010348646.1	XP_020953139.1
OG0007684	XP_039330047.1	XP_003481979.2, XP_013854378.2, XP_005665009.2, XP_005665008.2
OG0007685	XP_010348622.2	XP_013844177.1
OG0007686	XP_003939661.1	XP_013844202.2
OG0007687	XP_010336842.2	XP_020950936.1
OG0007688	XP_003928094.2	XP_020950943.1
OG0007689	XP_039329967.1	XP_020950952.1
OG0007690	XP_039316204.1	XP_020952657.1
OG0007691	XP_039316237.1	XP_003355762.1
OG0007692	XP_039330294.1	XP_020949306.1
OG0007693	XP_003938106.1	NP_001090954.1
OG0007694	XP_003938104.2	NP_001103415.1
OG0007695	XP_010346957.2	XP_020949420.1
OG0007696	XP_010348934.1	XP_003481836.1
OG0007697	XP_003939990.1	XP_003126932.3
OG0007698	XP_003939998.1	XP_020949508.1
OG0007699	XP_003940004.1	XP_020949487.1
OG0007700	XP_003940021.1	NP_001153064.1
OG0007701	XP_010345126.1	XP_020949790.1
OG0007702	XP_039334035.1	XP_005655835.1
OG0007703	XP_010345098.2	XP_020949769.1
OG0007704	XP_039333784.1	NP_001231589.1, XP_020949027.1
OG0007705	XP_003936353.1, XP_010345088.1	XP_020949751.1
OG0007706	XP_003936319.2	XP_020949668.1, XP_020949666.1
OG0007707	XP_003936309.1	XP_020949661.1
OG0007708	XP_039332809.1	XP_003131958.4
OG0007709	XP_039332026.1	XP_003132035.2
OG0007710	XP_039329406.1	XP_020953248.1
OG0007711	XP_003939655.2	NP_999308.1, XP_020949204.1
OG0007712	XP_010342963.1	XP_020941945.1
OG0007713	XP_010342969.1, XP_010342970.1	XP_013850950.1
OG0007715	XP_003930251.2	XP_020942120.1
OG0007716	XP_003928804.1	XP_020941842.1
OG0007717	XP_039334393.1	NP_001191697.1, XP_005662182.1
OG0007718	XP_039334268.1	XP_020942582.1
OG0007719	XP_010348844.2	XP_001928259.4
OG0007720	XP_003934147.2	NP_001231322.1
OG0007721	XP_039316574.1	XP_020941998.1
OG0007722	XP_003934156.1	XP_013851005.1
OG0007723	XP_003934317.2	XP_005662039.1
OG0007724	XP_010342932.1	NP_999351.1
OG0007725	XP_003934176.1	NP_001231082.1
OG0007726	XP_039316658.1	XP_020941953.1
OG0007727	XP_039316435.1	XP_020941923.1
OG0007728	XP_010342982.1	XP_020941921.1
OG0007729	XP_003934218.1	XP_003124419.1
OG0007730	XP_010343037.1	XP_020941865.1, XP_020941866.1
OG0007731	XP_039316482.1	XP_020941752.1
OG0007732	XP_003934286.2	XP_013850810.2
OG0007733	XP_039316627.1	XP_020941701.1
OG0007734	XP_003934833.1	XP_020941674.1
OG0007735	XP_039328814.1, XP_039326599.1	XP_020941644.1
OG0007736	XP_039333705.1	XP_005653069.1
OG0007737	XP_003930169.1	XP_020943680.1
OG0007738	XP_010339118.1	NP_001229949.1
OG0007739	XP_039334121.1	XP_020942096.1
OG0007740	XP_003930271.2	XP_020942099.1, XP_020937093.1
OG0007741	XP_010339102.1	XP_003124584.4
OG0007742	XP_003930238.2	XP_020942131.1
OG0007743	XP_039328106.1	XP_020941315.1, NP_001229951.1
OG0007744	XP_039334409.1, XP_003930203.1	NP_001231211.1, XP_013851060.1
OG0007745	XP_039334310.1	XP_020942206.1
OG0007746	XP_010330899.1	XP_020941832.1
OG0007747	XP_039334146.1	XP_020942246.1
OG0007748	XP_010337700.1	NP_001230510.1
OG0007749	XP_039334264.1	NP_001231503.1, XP_005662208.1
OG0007750	XP_010337467.1	XP_003124671.1
OG0007751	XP_039334190.1	XP_020942320.1
OG0007752	XP_039334275.1	XP_020942350.1
OG0007753	XP_010337433.1	XP_020942361.1
OG0007754	XP_003928518.2	XP_013851158.2
OG0007755	XP_003928512.1	XP_013851164.1
OG0007757	XP_003928502.1, XP_010337410.1	XP_020943769.1
OG0007758	XP_003928496.1	XP_005662273.1
OG0007759	XP_039333996.1	XP_013851195.1
OG0007760	XP_003928493.2	XP_020941279.1, NP_001155119.1
OG0007762	XP_039334074.1	NP_001231474.1, XP_020941296.1
OG0007763	XP_003928448.1	XP_005655242.1
OG0007764	XP_039333831.1	XP_020942483.1
OG0007765	XP_003928435.1	XP_013843208.1, NP_001041651.1
OG0007766	XP_003928432.1	NP_001041535.1
OG0007767	XP_039334155.1	XP_020942480.1
OG0007768	XP_039333859.1	XP_003354709.2
OG0007769	XP_039334216.1	XP_013843237.1
OG0007770	XP_039333990.1	XP_020942536.1
OG0007771	XP_039333863.1	XP_020942541.1
OG0007772	XP_010337237.1	XP_013843190.1
OG0007773	XP_010342325.1	XP_003355292.1
OG0007774	XP_003933490.1	XP_003125902.2
OG0007775	XP_003933489.1	XP_001929225.1
OG0007776	XP_010342405.2	XP_020945707.1
OG0007777	XP_039316768.1	XP_020945730.1
OG0007778	XP_039316815.1, XP_039316814.1	XP_020945736.1
OG0007779	XP_039318774.1, XP_003933425.2	NP_001177112.1, XP_020944234.1
OG0007780	XP_003933289.2	XP_001929407.6
OG0007781	XP_010342106.1	XP_020945786.1
OG0007782	XP_003933299.1	NP_001129683.1
OG0007783	XP_039316764.1	NP_001230399.1
OG0007784	XP_003933314.1	XP_013852805.2
OG0007785	XP_003933328.1	XP_013843625.1
OG0007786	XP_039316711.1	XP_003125950.3
OG0007787	XP_003933333.1	NP_001231062.1, XP_020944325.1
OG0007788	XP_039329876.1	XP_020946000.1
OG0007789	XP_003921400.2	XP_020944210.1, NP_001230378.1
OG0007790	XP_003921410.2, XP_010345247.2	NP_001155874.1, XP_005656174.1
OG0007791	XP_003921438.1	XP_013854793.2
OG0007792	XP_003921460.2	XP_020952129.1
OG0007793	XP_039330249.1	XP_003127975.1
OG0007794	XP_039329554.1	XP_003482121.1
OG0007795	XP_003921621.1	XP_020953475.1
OG0007796	XP_039316277.1	XP_020942023.1, XP_003124511.4
OG0007797	XP_003930445.1	XP_003130468.6
OG0007798	XP_039319399.1	XP_020919523.1
OG0007799	XP_010334368.2	XP_003130402.1
OG0007800	XP_039315809.1	XP_020937510.1
OG0007801	XP_039332669.1	XP_020922738.1
OG0007802	XP_039315833.1	XP_005663198.1
OG0007803	XP_003938295.1	XP_020920156.1
OG0007804	XP_003930514.2	NP_001136318.1
OG0007805	XP_003930406.1	NP_001153563.1
OG0007806	XP_003925369.2	XP_020919409.1
OG0007807	XP_003925477.2	XP_013845109.2
OG0007808	XP_003925368.1	XP_020919411.1
OG0007809	XP_039316032.1	XP_020919422.1
OG0007810	XP_010334339.1	XP_013835381.2
OG0007811	XP_039315986.1	XP_020958283.1
OG0007812	XP_010334316.2	XP_005653804.1
OG0007813	XP_003929381.1	XP_020923210.1
OG0007814	XP_003925389.2	XP_020919341.1
OG0007815	XP_039315940.1	XP_020919317.1
OG0007816	XP_003925402.1, XP_010334414.1	XP_005656773.1
OG0007817	XP_010334419.2	XP_003357586.3
OG0007818	XP_003925442.1	NP_001106148.1, XP_020944106.1
OG0007819	XP_039316201.1, XP_003928150.1	NP_001127817.1
OG0007820	XP_039315832.1	NP_001231391.1, XP_020944174.1
OG0007821	XP_003928131.1	XP_005663199.1
OG0007822	XP_039315870.1	NP_001231188.1, XP_020944225.1
OG0007823	XP_003935387.2	XP_020919700.1, NP_001230517.1
OG0007824	XP_010344168.1	XP_020919799.1
OG0007825	XP_003935372.1	XP_020920121.1
OG0007826	XP_010344151.1	XP_020920131.1
OG0007827	XP_010346791.1	XP_020945313.1
OG0007828	XP_003937906.1	XP_001929560.2
OG0007829	XP_003937898.1	NP_001157981.1
OG0007830	XP_003937878.1	XP_020945339.1
OG0007831	XP_003937844.1	XP_020945378.1
OG0007832	XP_039315762.1	XP_020945414.1
OG0007833	XP_039315921.1	NP_999150.1, XP_020944348.1
OG0007834	XP_010346905.2	XP_001929504.3
OG0007835	XP_039316193.1	XP_020944385.1, NP_999568.1
OG0007836	XP_003928109.2, XP_010328076.2	XP_020945451.1
OG0007837	XP_039315796.1	NP_001116574.1, XP_005663402.1
OG0007838	XP_010327925.1	XP_020944133.1, NP_001121940.1
OG0007839	XP_003941926.1	XP_005663466.1
OG0007840	XP_003924744.1	XP_020948184.1
OG0007841	XP_003924774.1	XP_013854754.1
OG0007842	XP_039319816.1	XP_020951879.1
OG0007843	XP_003924798.2, XP_039319795.1	XP_003127938.3
OG0007844	XP_003939618.1	NP_001231364.1
OG0007845	XP_039319825.1, XP_003924838.1	XP_005653457.2
OG0007846	XP_003924840.1	XP_020951818.1
OG0007847	XP_003924854.2	XP_020951798.1, XP_013854703.2
OG0007848	XP_003924857.1	XP_003127892.2
OG0007849	XP_039319574.1	XP_020953371.1
OG0007850	XP_039329917.1, XP_010333875.2	XP_020951722.1
OG0007851	XP_003924916.2	XP_003356390.1
OG0007852	XP_010333895.1	XP_020951679.1
OG0007853	XP_010333898.1	XP_020954565.1
OG0007854	XP_010333900.2	XP_020951678.1
OG0007856	XP_010333257.1	XP_001926508.1
OG0007857	XP_039324986.1	XP_020955279.1
OG0007858	XP_010348856.1	XP_003128741.3
OG0007859	XP_010333361.1	NP_001153565.1
OG0007860	XP_039324583.1	XP_020953742.1, NP_001230544.2
OG0007861	XP_003924362.1	XP_020954897.1
OG0007862	XP_003924358.1	XP_003128580.2
OG0007863	XP_039324561.1, XP_010333336.2	XP_005666308.1
OG0007864	XP_010333319.1	XP_001928394.1
OG0007865	XP_039324658.1	NP_001072138.1
OG0007866	XP_003924274.1	XP_013833588.1
OG0007867	XP_039325003.1, XP_003924269.1	XP_013833582.2
OG0007868	XP_039324794.1	NP_001231145.1
OG0007869	XP_039325082.1	NP_001177147.1, XP_005656355.1
OG0007871	XP_010333233.1, XP_010333232.1	XP_020954790.1
OG0007872	XP_039325379.1	XP_003121825.1
OG0007873	XP_010339405.1	XP_020956870.1
OG0007874	XP_039324978.1	XP_005659996.1
OG0007875	XP_039325155.1, XP_039325154.1	XP_020957649.1
OG0007876	XP_039325225.1	XP_020958234.1
OG0007877	XP_010339356.2	XP_003121874.1
OG0007878	XP_010333426.1	XP_020958370.1
OG0007879	XP_039325099.1	XP_020917881.1
OG0007880	XP_003924454.1	NP_001254778.1, XP_013848927.2
OG0007881	XP_003924499.1	XP_020955050.1
OG0007882	XP_010333491.1	XP_020955053.1
OG0007883	XP_039329251.1, XP_003924505.1	NP_999602.1
OG0007884	XP_039325406.1	NP_001167636.1, XP_005666386.1
OG0007885	XP_003924530.1	XP_001927454.2
OG0007886	XP_010333518.1	XP_020955067.1
OG0007887	XP_039325347.1	XP_013844579.1
OG0007888	XP_039324791.1	XP_001926196.3
OG0007889	XP_039324940.1	XP_005666396.1
OG0007890	XP_010333560.2	XP_020955152.1
OG0007891	XP_010333594.1	NP_999562.1
OG0007892	XP_039325272.1	XP_020953720.1
OG0007893	XP_039325050.1	XP_020955738.1
OG0007894	XP_003924668.1	XP_020955243.1
OG0007895	XP_003939913.1	XP_020955262.1
OG0007896	XP_003939874.1	XP_020955311.1, XP_020955310.1
OG0007897	XP_003928867.1	XP_013833848.1, NP_998977.1
OG0007898	XP_039324637.1	NP_001230811.1
OG0007899	XP_010337772.1	XP_020955747.1
OG0007900	XP_039325353.1	NP_001284562.1
OG0007901	XP_003928891.2	XP_001925323.1
OG0007902	XP_039325418.1	XP_020955349.1
OG0007903	XP_039318699.1	XP_020955358.1
OG0007904	XP_010342260.2, XP_003933420.3	XP_020937311.1
OG0007905	XP_010342221.1	XP_020937189.1
OG0007906	XP_039318811.1	XP_020937231.1
OG0007907	XP_010342379.2	XP_020937301.1
OG0007908	XP_039330605.1	NP_001163993.1
OG0007909	XP_039332182.1	XP_013835016.1
OG0007910	XP_039332605.1	NP_001274337.1, XP_005654024.2
OG0007911	XP_039317320.1	XP_020936779.1
OG0007912	XP_003943707.1	XP_003131426.1
OG0007913	XP_003931309.1	XP_020922802.1
OG0007914	XP_003935967.1	XP_001929470.1
OG0007915	XP_039331768.1	XP_020921688.1, NP_001107744.1
OG0007916	XP_003931877.2	XP_020922131.1
OG0007917	XP_010340615.2	XP_005668630.2
OG0007918	XP_039332943.1	XP_013836172.1
OG0007919	XP_003931716.1	NP_001093663.1
OG0007920	XP_039332847.1, XP_010334944.2	XP_020922165.1
OG0007921	XP_039332257.1	XP_020922181.1
OG0007922	XP_003931731.1	XP_020922212.1
OG0007923	XP_003931767.2	XP_013834614.1
OG0007924	XP_003931770.1	XP_003131239.2
OG0007925	XP_039332954.1	XP_020922281.1
OG0007927	XP_003931798.1	NP_001231224.1
OG0007928	XP_010340750.2	NP_001231656.1, XP_005668673.1
OG0007929	XP_039332152.1	XP_020922329.1
OG0007930	XP_039320137.1, XP_039331812.1	XP_020922367.1
OG0007931	XP_039332820.1	NP_001177223.1
OG0007932	XP_039332275.1	XP_020922426.1
OG0007933	XP_010328607.1	NP_001230841.1, XP_020921747.1
OG0007934	XP_003942483.1	XP_005668736.1, NP_001231887.1
OG0007935	XP_003942482.1	XP_003131342.1
OG0007936	XP_039332304.1	XP_003131364.1
OG0007937	XP_039332923.1	XP_003131373.1
OG0007938	XP_003943686.1	XP_020922559.1
OG0007939	XP_039331925.1	XP_020922627.1
OG0007940	XP_010328890.1	NP_001037995.1, XP_013836386.1
OG0007941	XP_039332436.1	XP_003131508.1
OG0007942	XP_003942888.1	XP_005653980.1
OG0007943	XP_010329000.2, XP_010329001.2, XP_010328999.2	XP_020922703.1
OG0007945	XP_003931263.1	XP_020922743.1
OG0007946	XP_010340146.2	XP_020922750.1
OG0007947	XP_039331789.1	XP_020922752.1
OG0007948	XP_003931318.1	XP_013836468.1
OG0007949	XP_039331958.1, XP_003931320.1	XP_003483059.1
OG0007950	XP_039332263.1	NP_001152785.1, XP_005668934.1
OG0007951	XP_010340205.1	XP_013836505.1
OG0007952	XP_003931360.2	XP_005668980.2
OG0007953	XP_039332479.1	XP_005668991.1
OG0007954	XP_003931380.2	XP_020922913.1, XP_005669011.2
OG0007955	XP_039332982.1	XP_020922949.1
OG0007956	XP_039331860.1	XP_020922964.1
OG0007957	XP_003929124.1	NP_001230849.1
OG0007958	XP_039332466.1	NP_001231461.1
OG0007959	XP_003929121.1	NP_001231751.1, XP_020921761.1
OG0007960	XP_039332007.1	NP_001107741.1, XP_020921886.1
OG0007961	XP_039332295.1, XP_010336420.2	NP_001302693.1
OG0007962	XP_003933069.1	XP_020923109.1
OG0007963	XP_039332310.1	XP_020923115.1
OG0007964	XP_003931516.1, XP_010340401.1	XP_003131800.4
OG0007965	XP_003931454.2	XP_020923133.1
OG0007966	XP_003931479.2	XP_013845416.1, NP_001116650.1
OG0007967	XP_039332761.1	XP_020923164.1
OG0007969	XP_039331680.1	NP_001177221.1, XP_020921727.1
OG0007970	XP_010338271.1	XP_020923233.1
OG0007971	XP_039332025.1	XP_020923275.1
OG0007973	XP_003941381.1	XP_020936830.1
OG0007974	XP_003941388.1	XP_005652807.1
OG0007976	XP_039317296.1	XP_020936887.1
OG0007977	XP_003941468.2	XP_020936803.1
OG0007978	XP_039323963.1, XP_039317165.1, XP_039317456.1	XP_020926771.1
OG0007979	XP_003941437.1	XP_020926960.1, XP_020926949.1
OG0007980	XP_039317463.1	XP_020927321.1
OG0007981	XP_003935955.1	XP_020926569.1
OG0007982	XP_003935963.1	XP_001929476.2
OG0007984	XP_003940085.1	XP_020925392.1
OG0007985	XP_003940625.1	NP_001230416.1
OG0007986	XP_003940627.1	XP_001928369.2
OG0007987	XP_003940638.1	XP_020925091.1
OG0007988	XP_010349626.2	NP_999196.1, XP_005660506.2
OG0007989	XP_039331184.1	XP_020925013.1
OG0007990	XP_003940703.1	XP_013849289.1
OG0007991	XP_039332153.1	XP_020921760.1, NP_001231721.1
OG0007992	XP_003941329.2	XP_020942923.1
OG0007993	XP_003927851.1	NP_001302691.1, XP_020946557.1
OG0007994	XP_010348234.1	XP_020946892.1
OG0007995	XP_039328296.1	XP_005663940.2
OG0007996	XP_003939359.1	XP_020947458.1
OG0007997	XP_003939379.1	XP_005663944.1
OG0007998	XP_003926543.2	XP_020947549.1
