Orthogroup	Saimiri_boliviensis_boliviensis	Microcebus_murinus
OG0008508	XP_010347966.2	XP_012636089.2, XP_012636088.2
OG0008509	XP_003919979.1	XP_012600099.2
OG0008510	XP_003923533.1	XP_012600348.1
OG0008511	XP_003928254.2	XP_012625181.1
OG0008512	XP_010336198.1	XP_012638092.1
OG0008513	XP_039329184.1	XP_012592773.1
OG0008514	XP_010328380.1	XP_020145868.1
OG0008515	XP_003942258.2	XP_012638138.1
OG0008516	XP_003934405.1	XP_012638166.1
OG0008517	XP_003934406.1	XP_012638167.1
OG0008518	XP_010343233.2	XP_020145943.1, XP_012610907.2
OG0008519	XP_039329083.1	XP_020145926.1, XP_012620433.1
OG0008520	XP_003927241.1	XP_012605245.1
OG0008521	XP_039329077.1	XP_012629567.2
OG0008522	XP_039329079.1	XP_012629565.1
OG0008523	XP_003931086.1	XP_020146132.1, XP_012632668.1, XP_012612833.2
OG0008524	XP_003931070.2	XP_012641197.2
OG0008525	XP_010337178.2	XP_020145861.1
OG0008526	XP_010337179.2	XP_012625180.1
OG0008527	XP_003928270.1	XP_020145850.1
OG0008528	XP_003942646.1	XP_012604564.1
OG0008529	XP_003925088.1	XP_012638261.1
OG0008530	XP_003925066.1, XP_010334055.1	XP_012629837.1
OG0008531	XP_039335748.1	XP_012600980.1
OG0008532	XP_010339848.1	XP_012624633.1, XP_012624632.1
OG0008533	XP_010339800.2	XP_020141058.1
OG0008534	XP_039317797.1	XP_020140167.1
OG0008535	XP_003930915.1	XP_012625712.2
OG0008536	XP_003926259.1	XP_020138938.1
OG0008537	XP_039336279.1	XP_012600788.1
OG0008538	XP_003924992.2	XP_012622398.2
OG0008539	XP_039336100.1	XP_012622382.1
OG0008540	XP_003942647.1	XP_012604588.1, XP_012604590.1, XP_012604591.1
OG0008541	XP_003942645.2	XP_012617745.2
OG0008542	XP_010328706.1	XP_012617819.2
OG0008543	XP_003925105.1	XP_012638280.1
OG0008544	XP_039336054.1	XP_012638284.1
OG0008545	XP_039336104.1	XP_012638289.1
OG0008546	XP_003925079.1	XP_012638335.1
OG0008547	XP_010334041.2	XP_012595224.1
OG0008548	XP_010334036.1	XP_012595218.1
OG0008549	XP_039336180.1	XP_012642258.1
OG0008550	XP_039335550.1	XP_012610097.1
OG0008551	XP_003932175.1	XP_012610102.1
OG0008552	XP_003933207.1	XP_012612817.1
OG0008553	XP_039335297.1, XP_039335637.1	XP_012635620.1
OG0008554	XP_039335334.1	XP_012614986.1
OG0008555	XP_039335284.1	XP_020137470.1
OG0008556	XP_003933246.1	XP_012636284.1
OG0008557	XP_010342071.1	XP_020137503.1
OG0008558	XP_010342088.2	XP_012610659.1
OG0008559	XP_010350116.1	XP_012610577.1
OG0008560	XP_039335244.1	XP_012610543.1
OG0008561	XP_010350057.2	XP_012610624.1
OG0008562	XP_003932110.1	XP_012593541.1
OG0008563	XP_039335161.1	XP_012610495.1
OG0008564	XP_039335165.1	XP_012610603.1
OG0008565	XP_003932105.1	XP_012610604.1, XP_012609275.1
OG0008566	XP_010340976.2	XP_012610213.1
OG0008567	XP_010340951.1	XP_012610364.1
OG0008569	XP_039335349.1	XP_012636694.1
OG0008570	XP_003936450.1	XP_012636340.1
OG0008571	XP_003936561.2	XP_012636073.2
OG0008572	XP_039335321.1	XP_020137515.1
OG0008573	XP_039335332.1	XP_012635791.1
OG0008574	XP_039335535.1	XP_020137359.1
OG0008575	XP_003936517.1	XP_012598352.1
OG0008576	XP_039335633.1	XP_012598440.1
OG0008577	XP_039335224.1	XP_012598420.1
OG0008578	XP_039335603.1	XP_012621608.1
OG0008579	XP_039335527.1	XP_012603959.1
OG0008580	XP_003932659.1	XP_012603963.1, XP_012603964.1
OG0008581	XP_003932657.1	XP_012603973.1
OG0008582	XP_039335211.1	XP_012625879.1
OG0008583	XP_010341468.2, XP_039320356.1	XP_020137667.1
OG0008584	XP_039335534.1	XP_020137653.1
OG0008585	XP_003932765.2	XP_020137418.1
OG0008586	XP_039335170.1	XP_012628357.1
OG0008587	XP_003932711.1	XP_020137330.1, XP_020137329.1
OG0008588	XP_039335286.1	XP_012628484.1
OG0008589	XP_003932039.1	XP_012600630.1
OG0008590	XP_010346084.1	XP_012630850.1
OG0008591	XP_010346050.1	XP_012637610.1
OG0008592	XP_003934455.1	XP_012603567.1
OG0008593	XP_039328895.1, XP_039329125.1	XP_012601981.1
OG0008594	XP_003919762.1	XP_012601998.1
OG0008595	XP_003944299.1, XP_039323289.1	XP_012634128.1
OG0008596	XP_003919793.2	XP_012634060.1
OG0008597	XP_010329092.1	XP_012616496.1
OG0008598	XP_039335078.1, XP_039335077.1, XP_003938768.1	XP_012626083.1
OG0008599	XP_003933918.1	XP_012626149.1
OG0008600	XP_010330373.1	XP_012608407.1
OG0008601	XP_039317074.1	XP_012608416.1
OG0008602	XP_010346091.2	XP_012630856.1
OG0008603	XP_039317122.1	XP_012630835.1
OG0008604	XP_039316994.1	XP_020138156.1
OG0008605	XP_039317043.1	XP_012637637.1
OG0008606	XP_039317048.1	XP_012637594.2
OG0008607	XP_003937222.1	XP_020138421.1
OG0008608	XP_003937218.1	XP_020138257.1
OG0008609	XP_003937217.2	XP_020138400.1
OG0008610	XP_003937198.1	XP_012594686.1
OG0008611	XP_039316984.1	XP_012594682.1
OG0008612	XP_003935632.2	XP_012640534.1
OG0008613	XP_010345621.2	XP_012611179.1
OG0008614	XP_010345548.2	XP_012611137.2
OG0008615	XP_003936806.1	XP_012611188.1, XP_012611187.1
OG0008616	XP_039326069.1	XP_012611122.1
OG0008617	XP_039325775.1	XP_020143654.1
OG0008618	XP_010345564.2	XP_012611170.1
OG0008619	XP_010345632.2	XP_012611190.1
OG0008620	XP_039325680.1	XP_012611078.1
OG0008621	XP_039328087.1	XP_012603086.1
OG0008622	XP_039328091.1, XP_039328092.1	XP_012603114.1, XP_012603112.1, XP_012603109.1, XP_012603111.1, XP_012603113.1, XP_012603110.1, XP_012603115.1
OG0008623	XP_039328316.1	XP_012603093.1
OG0008624	XP_039327814.1, XP_039327807.1	XP_020138676.1
OG0008625	XP_010345963.2	XP_012637626.1
OG0008626	XP_039327565.1	XP_012637587.1
OG0008627	XP_039328249.1	XP_020138755.1
OG0008628	XP_039328257.1	XP_020138479.1
OG0008629	XP_003932203.1	XP_020138481.1
OG0008630	XP_003932212.2	XP_020138641.1, XP_020138640.1
OG0008631	XP_039328264.1	XP_020138528.1
OG0008632	XP_010341135.2	XP_012611935.1
OG0008633	XP_010341234.2	XP_012611951.1
OG0008634	XP_010341114.1	XP_012612039.1
OG0008635	XP_010341109.1	XP_012611989.1
OG0008636	XP_003932224.1	XP_012611999.1
OG0008637	XP_003932317.1	XP_012611961.1
OG0008638	XP_010347506.2	XP_012611991.1
OG0008639	XP_039318435.1	XP_020138748.1
OG0008640	XP_010347482.1	XP_012619286.1
OG0008641	XP_003938518.1	XP_012619318.1
OG0008642	XP_003938474.1	XP_012619412.1
OG0008643	XP_039318283.1	XP_012619461.1
OG0008645	XP_003938580.1	XP_012604741.1
OG0008646	XP_039318278.1	XP_012632198.1
OG0008647	XP_010328809.1	XP_012632052.1
OG0008648	XP_039318336.1	XP_012632057.1
OG0008649	XP_039335896.1	XP_020140930.1
OG0008650	XP_010328771.2	XP_012632134.1
OG0008651	XP_010328768.1	XP_012632151.1
OG0008652	XP_003922489.2	XP_012618341.1
OG0008653	XP_010331594.1	XP_012620490.1
OG0008654	XP_010331311.2	XP_012603156.1
OG0008655	XP_003926696.1	XP_012637896.1
OG0008656	XP_039318242.1	XP_012603157.1
OG0008657	XP_039318441.1	XP_012603214.1
OG0008658	XP_010343360.1	XP_012602630.1
OG0008659	XP_010328320.2	XP_020143275.1, XP_012616078.2
OG0008660	XP_003942220.2	XP_012616081.1
OG0008661	XP_003926734.1	XP_012616157.1
OG0008662	XP_003926741.1	XP_012616116.1
OG0008663	XP_003934538.2	XP_012595431.1
OG0008664	XP_003934585.1	XP_012629901.2
OG0008665	XP_003934614.1	XP_020143317.1
OG0008666	XP_003934617.1	XP_020143206.1
OG0008667	XP_010343433.1	XP_012640967.1
OG0008668	XP_003926671.1	XP_012603476.1
OG0008669	XP_010335680.1	XP_012644690.2
OG0008670	XP_039328399.1	XP_012599731.1
OG0008671	XP_003941522.1	XP_012604656.1
OG0008672	XP_003941515.1	XP_012605645.1
OG0008673	XP_003927825.1, XP_010336719.1	XP_012610965.1, XP_012611026.1
OG0008674	XP_010348077.1	XP_012616867.1
OG0008675	XP_003939190.1	XP_012617117.1
OG0008676	XP_003939196.2	XP_012617362.1, XP_012617369.1
OG0008677	XP_003939213.1	XP_012617604.1
OG0008678	XP_039328319.1, XP_039328320.1	XP_012617876.1
OG0008679	XP_003939275.2	XP_012619003.1
OG0008680	XP_039328344.1	XP_012619058.1
OG0008681	XP_039328006.1	XP_012619435.1, XP_012619424.1
OG0008682	XP_010348212.2, XP_003939293.2	XP_012619476.1
OG0008683	XP_039327714.1	XP_012619991.1
OG0008684	XP_039327869.1	XP_012619959.1
OG0008685	XP_039321227.1	XP_012630551.1
OG0008686	XP_003922202.1	XP_012594591.1
OG0008687	XP_003930026.2	XP_012600000.1
OG0008688	XP_003930033.2	XP_012600019.1
OG0008689	XP_010338919.1	XP_012600079.1
OG0008690	XP_003922452.1	XP_012621085.2
OG0008691	XP_010331587.1	XP_012621218.1
OG0008692	XP_003922444.1	XP_012621265.1
OG0008693	XP_039321090.1	XP_020136171.1
OG0008694	XP_039321314.1	XP_012622740.1
OG0008695	XP_003922386.1	XP_012623161.2
OG0008696	XP_003922368.1	XP_012623494.1
OG0008697	XP_003922352.1	XP_012623953.1
OG0008698	XP_003922312.2	XP_012624880.1
OG0008699	XP_039323782.1, XP_039321189.1, XP_039326942.1	XP_012624868.1
OG0008700	XP_003922309.2	XP_012625105.1
OG0008701	XP_010331427.1	XP_012625625.1
OG0008702	XP_010331665.2	XP_012625709.1
OG0008703	XP_039320930.1, XP_039320931.1	XP_020136020.1
OG0008704	XP_039320901.1	XP_012626104.1
OG0008705	XP_010331299.2	XP_012626664.1
OG0008706	XP_003922223.1	XP_012630174.1
OG0008707	XP_003922217.1	XP_012630284.1
OG0008708	XP_003922198.1	XP_012594608.1
OG0008709	XP_003922195.1	XP_012594612.1
OG0008710	XP_003922184.2	XP_012636737.1
OG0008711	XP_003922169.2	XP_020136348.1
OG0008712	XP_003922165.1	XP_012636800.1
OG0008713	XP_039320937.1	XP_012636801.1
OG0008714	XP_039320996.1	XP_012636825.1
OG0008715	XP_039321207.1, XP_039321208.1	XP_012602447.1, XP_012602446.1
OG0008716	XP_039320914.1	XP_012602421.2
OG0008717	XP_003930036.2, XP_003930035.2, XP_003930034.2	XP_012600040.1
OG0008718	XP_039321191.1	XP_012624837.1
OG0008719	XP_039320475.1	XP_012645512.1
OG0008720	XP_039320580.1	XP_012644731.1
OG0008721	XP_003935543.1	XP_012644723.1
OG0008722	XP_003935557.1	XP_012629549.1, XP_012629550.1
OG0008723	XP_003935564.1	XP_012645470.1
OG0008724	XP_003935581.1	XP_020144413.1
OG0008725	XP_010344365.1	XP_012592638.1
OG0008726	XP_003940741.1	XP_012590812.1
OG0008727	XP_003940745.1	XP_012606949.2
OG0008728	XP_010349196.2	XP_012595475.1
OG0008729	XP_039320554.1	XP_012595445.1
OG0008730	XP_039320820.1	XP_012629687.1
OG0008731	XP_003940562.1	XP_012618654.1
OG0008732	XP_003938813.1	XP_012628320.1
OG0008733	XP_003938802.1	XP_020144291.1
OG0008734	XP_010347691.1	XP_012628288.1
OG0008735	XP_010347684.1	XP_012617435.1
OG0008736	XP_010329148.1	XP_012590861.1
OG0008737	XP_010338583.1	XP_012623754.1
OG0008738	XP_039318815.1	XP_020141527.1, XP_020135733.1
OG0008739	XP_003935796.1	XP_012621798.1
OG0008740	XP_039318884.1	XP_012621854.1
OG0008741	XP_039318902.1	XP_012621865.1
OG0008742	XP_003935748.1	XP_012621905.1
OG0008743	XP_039318797.1	XP_012621909.2
OG0008744	XP_039318747.1	XP_012621914.1
OG0008745	XP_010344592.2	XP_012621940.1
OG0008746	XP_003929013.1	XP_012621968.1
OG0008747	XP_003929008.1	XP_012621978.1
OG0008748	XP_039324708.1	XP_012622017.1
OG0008749	XP_003928988.1	XP_012622069.1
OG0008750	XP_010337842.1	XP_012622105.1
OG0008751	XP_039324759.1	XP_012618997.1
OG0008752	XP_003928928.2	XP_012618983.1
OG0008753	XP_003928917.1	XP_012618965.1, XP_012618966.1
OG0008754	XP_003928919.1	XP_012618976.1
OG0008755	XP_003929072.2	XP_012618964.1
OG0008756	XP_039325265.1	XP_012618943.1
OG0008757	XP_039318779.1, XP_039318780.1	XP_012618923.1
OG0008758	XP_039318788.1	XP_012618911.1
OG0008759	XP_003941675.2	XP_020141500.1
OG0008760	XP_003935639.1	XP_012638558.1, XP_012638557.1, XP_012638559.1
OG0008761	XP_010344421.1	XP_012638545.2
OG0008762	XP_003939923.2	XP_012614050.1
OG0008763	XP_003940945.1	XP_020141600.1
OG0008764	XP_039325336.1	XP_012614184.1
OG0008765	XP_039324903.1	XP_020141742.1
OG0008766	XP_039325092.1	XP_012614139.1
OG0008767	XP_039325180.1	XP_012623797.1
OG0008768	XP_039325005.1	XP_020141656.1
OG0008769	XP_003929722.1	XP_012623737.1
OG0008770	XP_039324714.1	XP_012623713.1
OG0008771	XP_003929708.1	XP_012623690.1
OG0008772	XP_039324784.1	XP_012603661.1
OG0008773	XP_039325297.1	XP_012590938.1
OG0008774	XP_010329144.2	XP_012594823.1
OG0008775	XP_039318736.1	XP_012608303.1
OG0008776	XP_039324943.1	XP_012614068.1
OG0008777	XP_003934377.1	XP_020140275.1
OG0008778	XP_010337200.2	XP_012592609.1
OG0008779	XP_003934376.1	XP_012641443.1
OG0008780	XP_003927715.1	XP_012636370.1
OG0008781	XP_039336424.1	XP_012636336.1
OG0008782	XP_003927702.2	XP_012602506.2
OG0008783	XP_003927695.1, XP_003935945.2	XP_012602463.1
OG0008784	XP_010336592.2	XP_020140352.1
OG0008785	XP_039336451.1	XP_012638367.1
OG0008786	XP_010336567.1, XP_010336568.1	XP_012637226.1
OG0008787	XP_010336560.1	XP_012637232.1
OG0008788	XP_039336454.1	XP_012605302.1
OG0008789	XP_003927624.2	XP_020140313.1
OG0008790	XP_039336453.1	XP_012634533.1
OG0008791	XP_039336350.1	XP_012634518.1
OG0008792	XP_039336503.1	XP_020140302.1
OG0008793	XP_039336530.1	XP_012634514.1
OG0008795	XP_010348367.2	XP_012635532.1
OG0008796	XP_010338660.2	XP_012641828.1
OG0008797	XP_003929484.1	XP_020140078.1
OG0008798	XP_039324323.1	XP_012635207.1, XP_020140075.1
OG0008799	XP_003929526.1	XP_012634489.1
OG0008800	XP_003929546.1	XP_012634445.1
OG0008801	XP_010338421.1	XP_012593846.1
OG0008802	XP_003929579.1	XP_020140160.1
OG0008803	XP_003924070.1	XP_012629527.1
OG0008804	XP_039324527.1	XP_012629466.1
OG0008805	XP_010333088.1	XP_012629503.2
OG0008806	XP_003924032.1	XP_020140939.1
OG0008807	XP_010333060.1	XP_020140119.1
OG0008808	XP_003924012.1	XP_012642643.1, XP_020140858.1
OG0008809	XP_010333026.1	XP_020140169.1
OG0008810	XP_039324381.1, XP_039324382.1	XP_012599501.1
OG0008811	XP_039325547.1	XP_012594472.1
OG0008812	XP_039324331.1	XP_012599777.1
OG0008813	XP_039336500.1	XP_020140295.1
OG0008814	XP_003943577.1	XP_020143504.1
OG0008815	XP_039333211.1	XP_012598536.1
OG0008816	XP_010329696.2	XP_012598520.1
OG0008817	XP_039333491.1	XP_012598529.1
OG0008818	XP_039333607.1	XP_012598549.1
OG0008819	XP_039333591.1, XP_010329699.1	XP_020143444.1
OG0008820	XP_010344308.1	XP_012642887.1
OG0008821	XP_039333407.1	XP_012642979.1
OG0008822	XP_039333518.1	XP_012636018.1
OG0008823	XP_039333311.1	XP_012635985.1
OG0008824	XP_003941694.1	XP_020142768.1
OG0008825	XP_003941701.1	XP_012635949.1
OG0008826	XP_003941699.1	XP_012635946.1
OG0008827	XP_039333007.1	XP_020142598.1
OG0008828	XP_039333216.1	XP_012635891.1
OG0008829	XP_010350753.1	XP_012635892.2
OG0008830	XP_010339738.1	XP_012635820.1, XP_020142507.1
OG0008831	XP_003926250.1	XP_012635787.1
OG0008832	XP_039333606.1	XP_012635768.1
OG0008833	XP_010336061.1	XP_012635732.1
OG0008834	XP_039333279.1	XP_012642928.1
OG0008835	XP_039329988.1	XP_012645726.1
OG0008836	XP_003932539.2	XP_012645728.1
OG0008837	XP_039325316.1	XP_020145811.1
OG0008838	XP_003932546.1	XP_012646585.1
OG0008839	XP_003932560.1	XP_012613192.1
OG0008840	XP_039325732.1	XP_012629616.1
OG0008841	XP_039320215.1	XP_012629573.1
OG0008842	XP_039327755.1	XP_012629607.1
OG0008843	XP_039334145.1, XP_003926973.1	XP_012592461.1
OG0008844	XP_039334805.1	XP_012592425.1
OG0008845	XP_039334647.1	XP_012592333.1
OG0008846	XP_010335964.1	XP_012592337.1
OG0008847	XP_003927019.1	XP_012592345.1
OG0008848	XP_039334652.1	XP_012592311.1
OG0008849	XP_010335970.2	XP_020142172.1
OG0008850	XP_010335971.1	XP_012605274.1
OG0008851	XP_039334915.1	XP_012645104.1
OG0008852	XP_010336026.1	XP_012600629.1
OG0008853	XP_003927072.1, XP_039334759.1	XP_012635697.1
OG0008854	XP_039336121.1	XP_020141715.1
OG0008855	XP_003925028.1	XP_012638225.1
OG0008856	XP_010333984.2	XP_012636744.1, XP_020141838.1, XP_012600112.1
OG0008857	XP_003925004.1	XP_012634657.1
OG0008858	XP_003932561.1	XP_020145812.1
OG0008859	XP_003944761.1	XP_012597502.1, XP_012597508.1, XP_012597506.1, XP_012597505.1, XP_012597504.1, XP_012597503.1, XP_012597507.1
OG0008860	XP_039318633.1	XP_012623955.1
OG0008861	XP_003927445.1	XP_012623879.1
OG0008862	XP_010336391.1	XP_020136005.1
OG0008863	XP_010336792.1, XP_003927436.1	XP_012623847.1
OG0008864	XP_039318522.1	XP_012623846.1
OG0008865	XP_003927431.1	XP_012623843.1
OG0008866	XP_003927419.1	XP_012609051.1
OG0008867	XP_039318668.1	XP_012609026.2, XP_012607090.1
OG0008868	XP_010336361.2	XP_012609158.1
OG0008869	XP_003927386.1	XP_012609027.1
OG0008870	XP_039318667.1	XP_012609071.1
OG0008871	XP_003927354.1	XP_012609148.1, XP_012609149.1
OG0008872	XP_039318504.1	XP_012609096.1
OG0008873	XP_003927338.1	XP_012596747.1, XP_012596862.1
OG0008874	XP_003944856.1	XP_012597442.1
OG0008875	XP_010331008.1	XP_012597470.1
OG0008876	XP_003944257.1	XP_012634934.1
OG0008878	XP_003922008.2	XP_012600717.1
OG0008879	XP_003921999.1	XP_012600701.1
OG0008880	XP_003921994.1	XP_012600680.1
OG0008881	XP_039325740.1	XP_020144064.1
OG0008882	XP_010350765.1	XP_012612499.1
OG0008883	XP_039320120.1, XP_010329348.2	XP_020143975.1
OG0008884	XP_003921930.1	XP_020143971.1
OG0008885	XP_010350523.1	XP_012637379.1
OG0008886	XP_010350391.2	XP_012637392.1
OG0008887	XP_039325646.1	XP_012608875.1
OG0008888	XP_039328789.1, XP_003921839.1	XP_012643901.1
OG0008889	XP_003925647.1	XP_012607578.1
OG0008890	XP_039326012.1	XP_012632368.1
OG0008891	XP_003925740.1	XP_012632458.1
OG0008892	XP_010334760.1	XP_012594527.1
OG0008893	XP_010334750.1	XP_012594494.1
OG0008894	XP_003925710.1	XP_012594481.1
OG0008895	XP_003925709.1	XP_012594480.1, XP_012594479.1
OG0008896	XP_003925689.1	XP_012594414.1
OG0008897	XP_039325527.1, XP_003945160.2	XP_012594350.1
OG0008898	XP_039326145.1	XP_012594333.1
OG0008899	XP_039325506.1	XP_012595666.1
OG0008900	XP_010334593.1	XP_012595661.1
OG0008901	XP_039325667.1	XP_012595619.1
OG0008902	XP_039325457.1	XP_012595744.1
OG0008903	XP_003925527.1	XP_012597399.1
OG0008904	XP_003943423.1	XP_012624120.1
OG0008905	XP_010346830.1	XP_012607841.1, XP_012607842.1
OG0008906	XP_039322311.1	XP_012614730.1
OG0008907	XP_010347254.2	XP_012614841.1
OG0008908	XP_003938387.2	XP_012615648.1
OG0008909	XP_003930497.1	XP_012616455.1
OG0008910	XP_003930393.1	XP_012615325.1
OG0008911	XP_039319382.1, XP_010346926.2	XP_012615324.1
OG0008912	XP_003943439.2	XP_012624104.1
OG0008913	XP_003943431.1	XP_012624066.1
OG0008914	XP_003938043.1	XP_012624044.1
OG0008916	XP_003937962.2	XP_012604644.1
OG0008917	XP_039316127.1	XP_012604162.1
OG0008918	XP_003930400.2	XP_020139979.1
OG0008919	XP_010333110.1, XP_003924078.1	XP_012637251.1
OG0008921	XP_010344655.1	XP_012605504.1
OG0008922	XP_003935888.2	XP_012605132.1
OG0008923	XP_039319863.1	XP_012613648.1
OG0008924	XP_039319434.1	XP_020140829.1
OG0008925	XP_039319432.1	XP_012619105.1
OG0008927	XP_010334450.1	XP_020140668.1
OG0008928	XP_003920341.2	XP_012637908.1
OG0008929	XP_010334786.1, XP_039325548.1	XP_012640257.1
OG0008930	XP_003920389.1	XP_012640222.1
OG0008931	XP_003924177.1	XP_012640136.1
OG0008932	XP_039331575.1	XP_012640131.1
OG0008933	XP_003924143.1	XP_012640059.1
OG0008934	XP_003924131.1	XP_012640040.1
OG0008935	XP_003924130.1, XP_039323137.1	XP_012640035.1
OG0008936	XP_003924106.1	XP_012592117.1
OG0008937	XP_003924095.1	XP_012592134.1
OG0008938	XP_010348455.1	XP_012605168.1
OG0008939	XP_003939550.1	XP_012605141.1
OG0008940	XP_010348528.1	XP_012593631.1
OG0008941	XP_003939635.1	XP_012612405.1
OG0008942	XP_039331247.1	XP_012602056.1
OG0008943	XP_010329865.1	XP_012638150.1
OG0008944	XP_003943112.1	XP_012591713.1
OG0008945	XP_003943147.1	XP_020140652.1
OG0008946	XP_010330701.1, XP_010330702.1	XP_012639798.1
OG0008947	XP_010345655.1	XP_020140541.1
OG0008948	XP_003936877.2	XP_012645781.1
OG0008949	XP_039331585.1, XP_039331432.1	XP_012645546.1
OG0008950	XP_003938748.1	XP_012635460.1
OG0008951	XP_039320076.1	XP_020140673.1
OG0008952	XP_003935923.1	XP_012606009.1
OG0008953	XP_003931108.1	XP_012646488.1
OG0008954	XP_003931111.1	XP_012594936.1
OG0008955	XP_039319918.1	XP_012594576.1, XP_012594571.1
OG0008956	XP_003931163.2	XP_012605880.1
OG0008957	XP_039319982.1	XP_012620251.1
OG0008958	XP_010341235.1, XP_010349802.2	XP_012607765.1
OG0008959	XP_003943455.1	XP_012617421.1
OG0008960	XP_039320057.1	XP_012612744.1
OG0008961	XP_003921834.1	XP_020140824.1
OG0008962	XP_039320048.1, XP_003921832.1	XP_012602410.1
OG0008963	XP_003944045.1, XP_039331635.1	XP_020140543.1
OG0008964	XP_039320305.1	XP_012615526.1, XP_012615527.1
OG0008965	XP_039333960.1	XP_012593223.1
OG0008966	XP_010330920.1	XP_012591833.1
OG0008967	XP_039318595.1, XP_010336295.1	XP_012597520.1
OG0008968	XP_010349047.2	XP_012627638.1
OG0008969	XP_010350244.1, XP_010350243.1, XP_003941237.1	XP_012612861.1
OG0008972	XP_039330659.1	XP_012612592.1
OG0008973	XP_003938233.1	XP_012638404.1
OG0008974	XP_003935820.2	XP_012603617.2
OG0008975	XP_003934460.1	XP_012603576.1
OG0008977	XP_039334601.1	XP_012635722.1
OG0008980	XP_010345067.2	XP_012597964.1
OG0008981	XP_010332900.1	XP_020142475.1, XP_020142476.1, XP_020142474.1
OG0008986	XP_003942284.1	XP_012592770.1
OG0008987	XP_010349973.1, XP_010349972.1	XP_012594222.1
OG0008994	XP_010335444.2	XP_020142724.1
OG0008995	NP_001266935.1	XP_012622973.1
OG0008996	XP_003924808.1	XP_012638011.1
OG0008997	XP_003935131.1	XP_012608915.1
OG0008999	XP_010343129.1	XP_012634960.1
OG0009000	XP_003920868.1	XP_012622215.1
OG0009001	XP_039316134.1	XP_012609578.1
OG0009002	XP_039315910.1	XP_020140692.1
OG0009003	XP_003925272.1	XP_012624370.1
OG0009004	XP_010338012.1	XP_012629087.1
OG0009005	XP_003925205.1	XP_012627246.1
OG0009006	XP_010340892.1	XP_020139837.1
OG0009008	XP_039329212.1	XP_012611355.1, XP_020146127.1
OG0009009	XP_003932894.3	XP_012597366.1
OG0009010	XP_039321299.1	XP_012623794.1
OG0009011	XP_010340299.2	XP_012634864.1
OG0009012	XP_039323653.1	XP_012632305.1
OG0009013	XP_010328640.1	XP_012598304.1
OG0009014	XP_039328516.1	XP_012623551.1
OG0009015	XP_003930687.2	XP_012609228.1
OG0009016	XP_010338771.1	XP_012641599.1
OG0009017	XP_003940378.2	XP_012609718.1
OG0009018	XP_010328580.2	XP_012606536.1
OG0009019	XP_003943669.3	XP_012642183.1
OG0009020	XP_003938034.1	XP_012624028.1
OG0009021	XP_003921477.1	XP_012622708.1
OG0009022	XP_010342453.1	XP_012613727.2
OG0009023	XP_003929783.1	XP_020139397.1
OG0009024	XP_039335338.1	XP_012625913.1
OG0009025	XP_003939090.1	XP_012596660.1
OG0009026	XP_003943974.1	XP_020140823.1
OG0009027	XP_003924593.1	XP_012597456.1, XP_012597464.1, XP_012597449.1
OG0009028	XP_010349258.1	XP_012616868.1
OG0009029	XP_003935319.1, XP_039329387.1	XP_012643608.1
OG0009030	XP_003923240.1	XP_012602245.1
OG0009031	XP_003921141.1	XP_012601493.1
OG0009032	XP_003935160.1	XP_012628750.1
OG0009033	XP_039327543.1	XP_012612127.1
OG0009034	XP_003929672.2	XP_020143479.1
OG0009035	XP_003930459.1	XP_012614230.1
OG0009036	XP_039332407.1	XP_012611755.1
OG0009037	XP_039330178.1	XP_020137649.1, XP_012605922.1
OG0009038	XP_003930195.1	XP_012591530.1
OG0009039	XP_003940335.1	XP_012616998.1
OG0009040	XP_003933315.1	XP_012604089.1
OG0009041	XP_003943500.2	XP_020138458.1
OG0009042	XP_003925504.1	XP_012604965.1
OG0009043	XP_003938642.1	XP_012641776.1
OG0009044	XP_003928147.2	XP_012639342.2
OG0009045	XP_003942227.1	XP_012638569.1
OG0009046	XP_003940914.1	XP_012645479.1
OG0009047	XP_003923322.1	XP_012646617.1
OG0009048	XP_003920659.1	XP_012617580.1
OG0009049	XP_003941493.1	XP_012610160.1
OG0009050	XP_010331130.1	XP_012613805.1
OG0009052	XP_010336089.2, XP_039316141.1	XP_012616058.1
OG0009053	XP_010339957.2	XP_012592525.1
OG0009054	XP_003925112.1	XP_012622288.1
OG0009055	XP_003922614.1	XP_012612799.1
OG0009056	XP_010334628.1	XP_012595746.1
OG0009057	XP_010333881.1	XP_020146050.1
OG0009058	XP_039328567.1	XP_012623445.1
OG0009059	XP_010329193.2	XP_012591703.1
OG0009060	XP_010336876.1	XP_012639076.1
OG0009061	XP_003933332.1	XP_012646429.1
OG0009062	XP_003938375.1	XP_012615155.1
OG0009063	XP_039324862.1	XP_012629578.1
OG0009064	XP_039318170.1	XP_012595075.1
OG0009065	XP_003944402.2	XP_012596511.1
OG0009066	XP_039328826.1	XP_012641620.1
OG0009067	XP_039330238.1	XP_012606152.1
OG0009068	XP_010343727.1	XP_012606189.1
OG0009069	XP_003926444.2	XP_012646841.1
OG0009070	XP_003923183.1	XP_012646806.1
OG0009071	XP_003923188.1	XP_012646816.1
OG0009072	XP_039322626.1	XP_020139379.1
OG0009073	XP_003941827.1	XP_012646038.1
OG0009074	XP_003920793.2	XP_012629461.1
OG0009075	XP_003932122.1	XP_012610648.1
OG0009076	XP_003938531.1	XP_012619253.1, XP_012619252.1
OG0009077	XP_003942834.1	XP_012621269.1
