Orthogroup	Saimiri_boliviensis_boliviensis	Mesocricetus_auratus
OG0005491	XP_039329706.1	XP_021088187.1
OG0005492	XP_039330321.1	XP_012975389.2, XP_005079313.2
OG0005493	XP_010348609.1	XP_040590998.1
OG0005494	XP_039330124.1	XP_012975515.2, XP_021088200.2, XP_012975514.2, XP_005079317.2
OG0005495	XP_039329716.1	XP_005079361.1
OG0005496	XP_003944604.1	XP_021084682.2
OG0005497	XP_003944610.2, XP_010330844.2	XP_005073207.1
OG0005498	XP_039330319.1	XP_005073185.1
OG0005499	XP_003922851.1, XP_039330543.1	XP_012971100.1
OG0005500	XP_003940008.1	XP_040593079.1, XP_005073077.1
OG0005501	XP_039330173.1	XP_005071892.1
OG0005502	XP_003936384.1	XP_040592541.1
OG0005503	XP_010345093.1, XP_010345094.1	XP_040592471.1
OG0005504	XP_003936322.1	XP_005078712.1
OG0005505	XP_003936320.1	XP_005078710.1
OG0005506	XP_010339120.1	XP_005064500.2
OG0005507	XP_003928484.1	XP_040604137.1
OG0005508	XP_003921415.1	XP_040607560.1
OG0005509	XP_039320856.1, XP_010348859.1	XP_012967641.1
OG0005510	XP_003928582.3	XP_040604310.1
OG0005511	XP_010342942.1	XP_021088787.1, XP_005080410.1, XP_040587112.1, XP_021088786.1
OG0005512	XP_039316340.1	XP_005080413.1
OG0005513	XP_003934182.1	XP_005080431.1
OG0005514	XP_010342994.1	XP_012976242.1
OG0005515	XP_003934251.1	XP_012976191.1
OG0005516	XP_010343660.1	XP_040596969.1, XP_040607204.1, XP_040607202.1, XP_040607203.1
OG0005517	XP_003936552.1	XP_005064384.1
OG0005518	XP_003930122.1	XP_005064421.1
OG0005519	XP_003930142.1	XP_005064434.2
OG0005520	XP_039333838.1	XP_040611131.1
OG0005521	XP_039334386.1	XP_040611263.1, XP_040611269.1, XP_040611258.1, XP_040611260.1
OG0005522	XP_003930206.1, XP_039334408.1, XP_010339059.1	XP_021085051.1
OG0005523	XP_039334410.1	XP_012968159.1
OG0005524	XP_039333703.1	XP_005084740.1
OG0005525	XP_039334315.1, XP_039320080.1, XP_039317016.1	XP_012979665.1
OG0005526	XP_003933707.2, XP_039333702.1	XP_012979473.1
OG0005527	XP_003928552.1	XP_005084637.1
OG0005528	XP_003928547.1	XP_005081753.1
OG0005529	XP_010337459.1	XP_040604068.1
OG0005530	XP_039334164.1	XP_005081696.1
OG0005531	XP_039333928.1	XP_040604302.1
OG0005532	XP_039333905.1	XP_040604314.1
OG0005533	XP_003933473.2	XP_005076663.1
OG0005534	XP_010342305.1	XP_040608000.1
OG0005535	XP_010342300.1	XP_005076684.1
OG0005537	XP_039316834.1	XP_005077182.1
OG0005538	XP_003921439.2, XP_039324981.1	XP_012978655.1
OG0005539	XP_003930446.2	XP_040595349.1
OG0005540	XP_010349993.2, XP_003938343.1	XP_005073435.1
OG0005541	XP_010347190.2	XP_040593726.1, XP_040593725.1
OG0005542	XP_039319397.1	XP_040595245.1
OG0005544	XP_039319413.1	XP_005082921.1
OG0005545	XP_003930426.1	XP_005082928.1
OG0005546	XP_003925382.1	XP_040594571.1
OG0005547	XP_010334397.1	XP_012969804.2
OG0005548	XP_003925400.1	XP_040594178.1
OG0005549	XP_003925422.1	XP_005071408.1
OG0005550	XP_003925423.2	XP_005071411.1
OG0005551	XP_003925438.1	XP_005071422.1
OG0005552	XP_010337008.1, XP_003928155.1	XP_005071429.1
OG0005553	XP_003935386.1	XP_040594338.1
OG0005554	XP_039317402.1, XP_039320220.1	XP_012974628.1
OG0005555	XP_039320189.1	XP_040593161.1
OG0005556	XP_003937900.1	XP_040608457.1
OG0005557	XP_039316176.1	XP_005080198.1
OG0005558	XP_039316175.1	XP_040608353.1
OG0005559	XP_010346683.1	XP_005080229.1
OG0005560	XP_039315753.1	XP_005080243.1
OG0005561	XP_010328075.2	XP_005080253.1
OG0005562	XP_003941908.1	XP_005080260.2
OG0005563	XP_003941923.1	XP_012976090.1, XP_005080281.1
OG0005564	XP_003942047.2	XP_005080299.2
OG0005565	XP_039319793.1	XP_012980542.1
OG0005566	XP_003924852.1	XP_005077110.1
OG0005567	XP_010333829.2	XP_040608764.1
OG0005568	XP_010333878.1	XP_040608856.1, XP_005077221.1
OG0005569	XP_010348864.2, XP_010348865.2	XP_040598550.1
OG0005570	XP_039324558.1	XP_005085676.1
OG0005571	XP_003924281.2	XP_040599063.1
OG0005572	XP_010333255.2	XP_040599013.1
OG0005573	XP_039325151.1	XP_005085850.1
OG0005574	XP_039325247.1	XP_040591684.1
OG0005575	XP_039324752.1	XP_021078442.1
OG0005576	XP_003924439.1	XP_021084466.1
OG0005577	XP_039325098.1	XP_040598771.1
OG0005578	XP_010333513.1	XP_005072785.1, XP_040609820.1
OG0005579	XP_010333557.2, XP_039324902.1	XP_005086451.1
OG0005580	XP_039325235.1	XP_005086465.2
OG0005581	XP_003924579.1	XP_040598701.1
OG0005582	XP_010333593.2	XP_005086460.1
OG0005583	XP_039324598.1	XP_005084055.2
OG0005584	XP_039319358.1, XP_010333625.1, XP_039327689.1	XP_005084053.1
OG0005585	XP_003924662.1	XP_040598604.1
OG0005586	XP_039325036.1	XP_005068492.1
OG0005587	XP_039325039.1	XP_040598449.1
OG0005588	XP_003933412.1	XP_040598351.1, XP_005068376.1
OG0005589	XP_039318718.1	XP_005068351.1
OG0005590	XP_010342186.1	XP_005068349.1
OG0005591	XP_039329219.1	XP_005070977.2
OG0005592	XP_010340552.1	XP_040606158.1
OG0005593	XP_039332041.1	XP_040606155.1
OG0005594	XP_039332580.1	XP_005069844.2
OG0005595	XP_039332581.1	XP_005069849.1
OG0005596	XP_039331686.1, XP_039331684.1, XP_039331685.1	XP_040606116.1
OG0005597	XP_003931733.2	XP_021082711.1
OG0005598	XP_039332096.1	XP_005069961.1
OG0005599	XP_010340723.2	XP_012968839.1
OG0005600	XP_039331951.1, XP_039331952.1	XP_005069976.1
OG0005601	XP_010340737.1	XP_012968817.1
OG0005602	XP_010340754.1	XP_005070004.2, XP_012968602.1, XP_040605968.1, XP_021082764.1
OG0005603	XP_039331765.1	XP_012968812.1
OG0005604	XP_039332904.1	XP_005070186.2
OG0005605	XP_010329770.1	XP_012968704.1
OG0005606	XP_003942867.1	XP_005076025.1
OG0005607	XP_039332392.1	XP_012973102.1
OG0005608	XP_003931384.1	XP_040605397.1
OG0005609	XP_003929156.1	XP_012973098.1, XP_012973099.1
OG0005610	XP_010330547.2, XP_003929145.1	XP_005076948.1
OG0005611	XP_003929142.1	XP_040607416.1, XP_005076950.1
OG0005612	XP_039332606.1	XP_005076996.1, XP_040605267.1, XP_012973840.1
OG0005613	XP_010337960.2	XP_012973797.1
OG0005614	XP_003933059.1	XP_012973737.1
OG0005615	XP_003931495.2	XP_040605127.1
OG0005616	XP_003931501.2	XP_040605105.1
OG0005617	XP_039332393.1	XP_040605097.1
OG0005618	XP_010341954.1	XP_040605043.1
OG0005619	XP_003933116.1	XP_005067489.1
OG0005620	XP_039332664.1	XP_040605039.1
OG0005621	XP_003941387.1	XP_005083772.1
OG0005622	XP_039317324.1	XP_005083736.1, XP_040602072.1
OG0005623	XP_039317216.1	XP_005083701.1
OG0005624	XP_039317203.1	XP_005083706.1
OG0005625	XP_039317267.1, XP_039317171.1	XP_005085445.1
OG0005626	XP_003941434.1	XP_005085457.1
OG0005627	XP_010350544.2	XP_040601082.1
OG0005628	XP_003935958.1	XP_040601061.1
OG0005629	XP_039317466.1, XP_039317465.1	XP_005087727.1
OG0005630	XP_039331079.1	XP_040600945.1
OG0005631	XP_003940084.1	XP_040601002.1
OG0005632	XP_039331062.1, XP_039331063.1	XP_005085527.1
OG0005633	XP_003940626.1	XP_005085525.1
OG0005634	XP_039330931.1	XP_005087596.1
OG0005635	XP_010349660.1	XP_040591479.1
OG0005636	XP_003940696.1	XP_005082153.1
OG0005637	XP_010348314.2	XP_012975745.2
OG0005638	XP_010348247.1	XP_005079755.2
OG0005639	XP_010348278.2, XP_010348279.2, XP_010348277.2	XP_040610641.1
OG0005640	XP_010335518.1	XP_040610669.1, XP_040610668.1
OG0005641	XP_003926533.2	XP_005079819.1
OG0005642	XP_003926556.1	XP_040610707.1
OG0005643	XP_039327671.1, XP_039319768.1	XP_005081546.1
OG0005644	XP_039318959.1	XP_040609973.1, XP_040609972.1
OG0005645	XP_039318921.1	XP_040610010.1
OG0005646	XP_010341686.1	XP_040610026.1, XP_040610025.1, XP_040610019.1
OG0005647	XP_003932852.1	XP_012966588.1
OG0005648	XP_039318994.1, XP_039324625.1	XP_005067077.1
OG0005649	XP_003932881.1	XP_040608676.1
OG0005650	XP_003932885.2	XP_040608681.1
OG0005651	XP_010341732.1	XP_021081059.1
OG0005652	XP_003932956.1	XP_012966510.2
OG0005653	XP_039328271.1	XP_005083853.1
OG0005654	XP_003922841.1	XP_012972824.1
OG0005655	XP_010335763.1	XP_005077321.1
OG0005656	XP_003922687.2	XP_040593025.1
OG0005657	XP_039316684.1	XP_040604453.1
OG0005658	XP_039316457.1	XP_005071905.1
OG0005659	XP_039327961.1	XP_040597782.1
OG0005660	XP_039319829.1, XP_039325628.1	XP_005069158.1
OG0005661	XP_010330012.1	XP_012975117.1
OG0005662	XP_003943903.1	XP_040595758.1
OG0005663	XP_003940116.1	XP_005078797.1
OG0005665	XP_003925225.1	XP_040612844.1
OG0005666	XP_003939790.2, XP_039330698.1, XP_039329052.1	XP_040596090.1
OG0005668	XP_003923080.2	XP_021084234.2
OG0005669	XP_010332098.1	XP_040596391.1
OG0005670	XP_003936010.1	XP_005073298.1
OG0005671	XP_003944688.2	XP_012981816.2
OG0005672	XP_003944380.1	XP_005086887.1
OG0005673	XP_003944366.2	XP_012981290.1
OG0005674	XP_010330540.1, XP_010330542.1, XP_003944365.1	XP_005086936.1
OG0005675	XP_003923205.1	XP_005084925.1, XP_021091502.1
OG0005676	XP_010332401.1	XP_005084971.1, XP_012979768.1
OG0005677	XP_003923275.1	XP_040588446.1
OG0005678	XP_003923302.2	XP_040585429.1, XP_040585428.1, XP_040585427.1
OG0005679	XP_003923045.1	XP_005072439.1
OG0005680	XP_039323765.1	XP_040585258.1
OG0005681	XP_003923072.2	XP_005072403.1
OG0005682	XP_003923085.2	XP_005072389.1
OG0005684	XP_039323905.1, XP_039323906.1, XP_003940011.2	XP_005075474.1
OG0005685	XP_003926410.1	XP_012972756.1
OG0005686	XP_039323564.1	XP_040596088.1, XP_021084981.1, XP_040596089.1
OG0005687	XP_003923014.1	XP_005073723.1
OG0005688	XP_010332126.1	XP_005073721.1
OG0005689	XP_010344765.1, XP_010344763.1, XP_039323553.1	XP_040584291.1
OG0005690	XP_003943088.1, XP_039323855.1	XP_040586305.1
OG0005691	XP_039320698.1	XP_005072708.1
OG0005692	XP_039320873.1	XP_005072705.1
OG0005693	XP_010347586.1	XP_005072686.1
OG0005694	XP_010347570.1	XP_005072675.1
OG0005695	XP_003933162.1	XP_005072669.2
OG0005696	XP_003933158.1	XP_040586418.1
OG0005697	XP_003933730.1	XP_040591506.1
OG0005698	XP_003942128.1	XP_040592382.1, XP_040592383.1, XP_040592384.1
OG0005701	XP_003933695.2, XP_003933694.2	XP_012976502.1
OG0005702	XP_003933683.1	XP_005080869.1
OG0005703	XP_003933669.1	XP_040603142.1
OG0005704	XP_039328674.1	XP_040584377.1, NP_001297506.1
OG0005705	XP_010341824.2	XP_040584458.1
OG0005706	XP_010343957.2	XP_040584492.1, XP_040584493.1
OG0005707	XP_010343994.1	XP_021090263.1, XP_012978134.1, XP_012978135.1
OG0005708	XP_003935185.1	XP_005087236.1
OG0005709	XP_003935211.2	XP_005076873.1
OG0005710	XP_010342246.1	XP_021089155.1
OG0005711	XP_039330149.1, XP_039330150.1	XP_040612903.1
OG0005712	XP_010345689.1	XP_005072133.1
OG0005713	XP_003924393.1	XP_005087068.1
OG0005714	XP_003937087.1, XP_039329296.1	XP_005084422.1
OG0005715	XP_003937562.1	XP_040612568.1
OG0005716	XP_039330246.1	XP_040612561.1
OG0005717	XP_003937292.2	XP_012981965.1
OG0005718	XP_003921611.1	XP_040612916.1
OG0005719	XP_003921618.1	XP_005072173.1
OG0005720	XP_003921637.3	XP_012970293.1, XP_021084038.1
OG0005721	XP_010345723.2	XP_012970297.1
OG0005722	XP_003924421.1	XP_005087087.1
OG0005724	XP_010333172.2, XP_039327784.1	XP_021081655.1
OG0005725	XP_003927878.1	XP_005068108.1
OG0005726	XP_003927922.1	XP_012967328.1
OG0005727	XP_010338487.1	XP_040610999.1
OG0005728	XP_039327603.1	XP_040611005.1
OG0005729	XP_003929660.1	XP_040598240.1, XP_005068043.2
OG0005730	XP_003929671.2	XP_040611072.1
OG0005731	XP_003928002.1	XP_012973225.1
OG0005732	XP_039335039.1	XP_040608565.1
OG0005733	XP_003944649.2	XP_021090084.2
OG0005734	XP_003935090.1	XP_040584229.1
OG0005735	XP_003929874.2	XP_005083114.2
OG0005736	XP_003929949.2	XP_040584566.1
OG0005737	XP_010341084.1	XP_012977711.1
OG0005738	XP_039317979.1	XP_040602685.1
OG0005739	XP_003929910.1	XP_005087303.1
OG0005740	XP_003929921.1	XP_012981562.1
OG0005741	XP_010328537.1	XP_012966326.1
OG0005742	XP_010346979.1	XP_021080825.1
OG0005743	XP_003935617.1	XP_005066706.1
OG0005744	XP_003933865.1	XP_005066707.1
OG0005745	XP_003933885.2, XP_010342682.1	XP_005066723.2
OG0005746	XP_010342706.1, XP_039324289.1, XP_003933897.1, XP_010342707.1	XP_005066732.1
OG0005747	XP_039331505.1	XP_005082082.1
OG0005748	XP_039331502.1	XP_005082081.1
OG0005749	XP_039335273.1	XP_040586943.1
OG0005750	XP_003927273.1	XP_012977400.1
OG0005751	XP_003927271.1	XP_040586665.1
OG0005752	XP_039317149.1	XP_012971417.1
OG0005753	XP_003941588.1	XP_005073618.2
OG0005754	XP_010350604.1, XP_039316438.1, XP_039316454.1, XP_010350605.1, XP_039316459.1	XP_021084916.1
OG0005755	XP_003941319.2	XP_040585403.1
OG0005756	XP_003942556.1	XP_040601227.1, XP_012978725.1, XP_005083804.1
OG0005757	XP_039317925.1, XP_003922626.1	XP_040594605.1
OG0005758	XP_003922644.1	XP_005078376.1
OG0005759	XP_003922686.1	XP_040594297.1
OG0005760	XP_039316896.1	XP_005076572.1
OG0005761	XP_003933580.1	XP_005076569.1, XP_012973599.1, XP_040608084.1
OG0005762	XP_003933578.1	XP_040608085.1
OG0005763	XP_039315763.1	XP_021091101.1, XP_040608150.1
OG0005764	XP_010328043.2	XP_005084325.2
OG0005765	XP_039335949.1	XP_040586815.1
OG0005766	XP_003941249.1	XP_040606176.1
OG0005767	XP_003937794.1	XP_040605837.1, XP_005064087.1
OG0005768	XP_010342808.1	XP_012976540.1
OG0005769	XP_003921178.1, XP_039328965.1	XP_005080924.1
OG0005770	XP_003921183.1	XP_040591069.1
OG0005771	XP_010343200.2	XP_040584588.1
OG0005772	XP_039326396.1	XP_012970161.1
OG0005773	XP_003920056.1, XP_039335052.1	XP_005064939.1
OG0005774	XP_003920212.1, XP_003920504.1	XP_005063861.1
OG0005775	XP_010332979.1	XP_005065140.1
OG0005776	XP_010332940.2	XP_005065135.1
OG0005777	XP_003920109.1	XP_005064991.1
OG0005778	XP_039326425.1, XP_003920085.1	XP_005064971.2
OG0005779	XP_039326552.1	XP_005064958.1
OG0005780	XP_003943348.1	XP_005064190.1
OG0005781	XP_039326955.1	XP_040597745.1, NP_001268601.1
OG0005782	XP_039326759.1	XP_021083017.2
OG0005783	XP_010350210.1, XP_003941216.1	XP_005064168.1
OG0005784	XP_039327087.1	XP_005064150.3
OG0005785	XP_003941244.1	XP_005064139.1
OG0005786	XP_010350252.1	XP_005064136.1
OG0005787	XP_003937707.1	XP_005063976.1
OG0005788	XP_039326921.1	XP_012970193.3
OG0005789	XP_010346511.1	XP_040604345.1
OG0005790	XP_003920249.2	XP_040603723.1, XP_040603717.1, XP_040603721.1
OG0005792	XP_003928068.1	XP_040590768.1
OG0005793	XP_003928084.1	XP_005077542.1
OG0005794	XP_039334945.1	XP_040610420.1
OG0005795	XP_010345015.1, XP_003936272.1	XP_005076122.1
OG0005796	XP_010340509.1	XP_005065363.1
OG0005797	XP_039335928.1	XP_005065358.1
OG0005798	XP_003931592.2	NP_001268535.1
OG0005799	XP_010328698.1	XP_005069081.1
OG0005800	XP_003922038.2	XP_012968057.1
OG0005801	XP_003922030.1	XP_005069014.2
OG0005802	XP_039322034.1, XP_039331306.1	XP_012976926.1
OG0005803	XP_003936694.2	XP_005074960.1
OG0005804	XP_003926198.1	XP_012969584.2
OG0005805	XP_003926229.1	XP_040593662.1
OG0005806	XP_003926218.1	XP_005071223.1
OG0005807	XP_039334858.1	XP_005066182.1
OG0005808	XP_039334521.1, XP_039326929.1	XP_012965941.1
OG0005809	XP_003927127.1	XP_021080493.1
OG0005812	XP_039333618.1	XP_005071273.1
OG0005813	XP_039332998.1	XP_005076452.1
OG0005815	XP_003936610.1	NP_001268778.1, XP_040602479.1
OG0005816	XP_039333357.1	XP_040603727.1
OG0005817	XP_010345347.2	NP_001268279.1
OG0005818	XP_039333494.1	XP_005085276.3
OG0005819	XP_039333170.1, XP_039333169.1	XP_012972462.1
OG0005820	XP_010345440.1	XP_021085630.1
OG0005821	XP_003936700.1	XP_005074968.1
OG0005822	XP_003936719.1	XP_040595799.1
OG0005823	XP_010335329.2	XP_012972443.1
OG0005824	XP_003942358.1	XP_040597978.1
OG0005825	XP_039321909.1	XP_005086179.2
OG0005826	XP_039322504.1	XP_012980780.1
OG0005827	XP_010328436.1	XP_021079615.2
OG0005828	XP_039322756.1	XP_005083428.2
OG0005829	XP_003944871.1	XP_005083427.2
OG0005830	XP_039322001.1	XP_040592658.1
OG0005831	XP_003941763.1, XP_039321478.1	XP_005087362.1
OG0005832	XP_010327759.1	XP_005087364.1
OG0005833	XP_003941780.1	XP_040592671.1
OG0005834	XP_003941795.1	XP_021083104.1, XP_040591260.1, XP_040591261.1
OG0005835	XP_003941796.1	XP_012981609.1, XP_005087385.1, XP_040592709.1
OG0005836	XP_003941845.2	XP_040586024.1
OG0005837	XP_010347845.2	XP_040587016.1
OG0005838	XP_039321657.1	XP_021089379.1
OG0005839	XP_039322967.1	XP_005083320.1
OG0005840	XP_039322884.1	XP_040587568.1, XP_040594189.1
OG0005841	XP_039321606.1	XP_005083355.1
OG0005842	XP_039321439.1, XP_039321438.1	XP_005083379.2
OG0005843	XP_003944517.2, XP_039329162.1	XP_040595044.1, XP_012965799.1
OG0005844	XP_010330729.1	XP_040593870.1
OG0005845	XP_010350336.2	XP_040601503.1
OG0005846	XP_003919973.2	XP_040589212.1, XP_040589213.1, XP_040589215.1, XP_040589214.1, XP_040589216.1, XP_040589211.1
OG0005847	XP_039327325.1	XP_012973982.1
OG0005848	XP_039318129.1	XP_021090892.1
OG0005849	XP_010350579.1	XP_012979005.2
OG0005850	XP_039318204.1	XP_040584102.1
OG0005851	XP_003923522.2	XP_040614067.1
OG0005852	XP_039327257.1	XP_040614055.1
OG0005853	XP_003923454.1	XP_040613451.1
OG0005854	XP_010332581.1	NP_001269052.1
OG0005855	XP_003923409.2, XP_010332531.2	XP_012981580.2
OG0005856	XP_003923390.2	XP_005087511.1
OG0005858	XP_039327321.1, XP_003919866.1	XP_005075818.2
OG0005859	XP_039318749.1	XP_012975403.1
OG0005860	XP_010328743.1	XP_040601933.1
OG0005861	XP_003942269.1	NP_001274542.1
OG0005862	XP_010343210.1	XP_012969483.1
OG0005863	XP_010343222.1	XP_005071009.1
OG0005864	XP_010343226.2	XP_005071000.1
OG0005865	XP_010339984.2	XP_040609459.1
OG0005866	XP_039329092.1	XP_021082921.1
OG0005867	XP_039329345.1	XP_040600474.1
OG0005868	XP_039329198.1	XP_005079490.1
OG0005869	XP_039329153.1	XP_005073377.1
OG0005870	XP_010339861.2	XP_040589527.1
OG0005872	XP_039336225.1	XP_005077997.1
OG0005874	XP_039317722.1	XP_012977675.1
OG0005875	XP_039317944.1	XP_040595852.1
OG0005876	XP_003930920.1	XP_012977613.1, NP_001268636.1
OG0005877	XP_003930919.1	XP_040595574.1
OG0005878	XP_010339740.1	XP_005082367.2
OG0005879	XP_010344847.1	XP_021089163.1
OG0005880	XP_003924983.1	XP_005077719.1
OG0005881	XP_003931007.2, XP_039333105.1	XP_021083994.2
OG0005882	XP_003931013.2	XP_040596114.1
OG0005883	XP_010334094.2	XP_040595787.1
OG0005884	XP_039336137.1	XP_012974447.1
OG0005885	XP_039336222.1	XP_005077988.1
OG0005886	XP_039335573.1	XP_005072606.1
OG0005887	XP_003936104.3	XP_040596278.1
OG0005888	XP_003933208.1	XP_005072628.1
OG0005889	XP_010342054.1	XP_021082044.1
OG0005890	XP_010342075.1	XP_005068732.1
OG0005891	XP_003941123.2	XP_040602250.1
OG0005892	XP_010350105.1	XP_005068692.1
OG0005893	XP_003941089.1	XP_040602214.1
OG0005894	XP_003941084.1	XP_005072595.1
OG0005895	XP_003932095.1	XP_005084695.1
OG0005896	XP_010345150.1	XP_040588559.1
OG0005897	XP_010345181.1	XP_040588728.1
OG0005898	XP_010345184.1	XP_040588791.1
OG0005899	XP_003936460.1	XP_040588660.1
OG0005900	XP_003936500.1	XP_040588653.1
OG0005901	XP_039320010.1, XP_003932618.1	XP_005074487.1
OG0005902	XP_039335571.1	XP_040589059.1
OG0005903	XP_003932636.2	XP_005074503.1
OG0005904	XP_010341446.1	XP_040588843.1
OG0005905	XP_010341462.1, XP_039321415.1	XP_005074555.1
OG0005906	XP_039335519.1, XP_039335520.1, XP_010341482.1, XP_039335518.1	XP_005074572.1
OG0005907	XP_039335663.1	XP_040602237.1
OG0005908	XP_003927233.1, XP_010336222.1	XP_005087689.1
OG0005909	XP_003919755.1	XP_040607334.1
OG0005910	XP_003919794.1	XP_012972701.1
OG0005911	XP_010330368.1, XP_003944226.1	XP_040596650.1, XP_012972679.1
OG0005912	XP_003937275.1	XP_040596497.1
OG0005913	XP_039317117.1, XP_039317116.1	XP_005075312.1
OG0005914	XP_010346071.2	XP_005075300.1
OG0005915	XP_010346010.1, XP_003937207.1	XP_005071057.1
OG0005916	XP_003925514.1	XP_021090016.2, XP_040609162.1, XP_005082571.2
OG0005917	XP_039326086.1	XP_012973904.1
OG0005919	XP_010347527.1	XP_005070807.1
OG0005920	XP_039331163.1	XP_040599698.1
OG0005921	XP_003932189.1	XP_040587097.1
OG0005922	XP_003932295.1	XP_012976388.2
OG0005923	XP_003932272.1, XP_010341147.1	XP_040587496.1
OG0005924	XP_003932267.1	XP_040587083.1, XP_040587084.1
OG0005925	XP_039327504.1, XP_010341198.1	XP_005078996.2
OG0005926	XP_003932325.2	XP_005078993.1
OG0005927	XP_039328105.1	XP_005078987.1
OG0005928	XP_039328347.1, XP_039328346.1	XP_005078981.1
OG0005929	XP_039318270.1	XP_012981970.1
OG0005930	XP_003924253.1, XP_003938514.1	XP_040602731.1
OG0005931	XP_003938507.1	XP_040602744.1
OG0005932	XP_003938483.2	XP_005068969.1, XP_005081451.1
OG0005933	XP_039335803.1, XP_039318710.1, XP_039329911.1	XP_040602781.1
OG0005934	XP_039318406.1	XP_040602787.1
OG0005935	XP_010347540.1	XP_012969397.1
OG0005936	XP_039318313.1	XP_005070814.1
OG0005937	XP_003945051.1	XP_040606266.1, XP_012974151.3
OG0005938	XP_039318358.1, XP_039318357.1, XP_039318359.1	XP_040607095.1
OG0005939	XP_039318443.1, XP_039318444.1	XP_012974120.1, XP_005077619.1, XP_040607075.1
OG0005940	XP_010328329.2, XP_039317497.1	XP_021090967.2
OG0005941	XP_039317529.1	XP_040595188.1
OG0005942	XP_039317649.1, XP_039317650.1	XP_005066074.1, XP_040593222.1, XP_012965962.1
OG0005943	XP_010331188.1	XP_005066077.1
OG0005944	XP_010335716.1	XP_005066088.1
OG0005945	XP_003935021.1, XP_039328199.1	XP_040594254.1, XP_040592060.1
OG0005946	XP_003926726.1	XP_021080386.1, XP_040594720.1
OG0005947	XP_003934536.1	XP_005087191.1
OG0005948	XP_003934571.1	XP_040599351.1, XP_005072921.1
OG0005949	XP_003934591.1	XP_005072942.1
OG0005950	XP_039317656.1	XP_005067215.1
OG0005951	XP_003927821.1	XP_005067239.1
OG0005952	XP_010348181.1	XP_040609675.1
OG0005953	XP_003939286.1	XP_040609674.1
OG0005954	XP_003939311.1	XP_005066997.1
OG0005955	XP_003939333.1	XP_005079724.2
OG0005956	XP_010328843.1	XP_005066100.1
OG0005957	XP_003930042.1	XP_005077716.1
OG0005958	XP_010331589.2	XP_005063720.1
OG0005959	XP_003922407.1	XP_040599676.1, XP_040600586.1
OG0005960	XP_010331495.2	XP_005063616.2
OG0005961	XP_003922177.3	XP_005064354.1
OG0005962	XP_039321291.1	XP_005064317.1
OG0005963	XP_003922234.2	XP_040598267.1
OG0005964	XP_003935552.2	XP_012981789.1
OG0005965	XP_039320408.1, XP_003942661.1	XP_005066817.1
OG0005966	XP_003940744.1	XP_005066830.1, XP_021080925.1
OG0005967	XP_039320802.1	XP_005088363.2
OG0005968	XP_010344496.2, NP_001266921.1	XP_040601943.1
OG0005969	XP_003935802.2	XP_021086752.1
OG0005970	XP_003935774.1, XP_010344542.1	XP_021086658.2
OG0005971	XP_010344521.1	XP_040601981.1
OG0005972	XP_003929010.1	XP_040602036.1
OG0005973	XP_003928971.1	XP_040602099.1
OG0005974	XP_003941667.1	XP_005073786.1
OG0005975	XP_039331490.1, XP_039325287.1	XP_040595841.1
OG0005976	XP_003929030.1	XP_040595718.1
OG0005977	XP_039324574.1	XP_005075610.2
OG0005978	XP_039324857.1	XP_005069653.1
OG0005979	XP_039324671.1	XP_005069620.1
OG0005980	XP_039318827.1	XP_040596095.1
OG0005981	XP_039336446.1	XP_021081742.2
OG0005982	XP_039336428.1	XP_040606384.1
OG0005983	XP_003927652.1	XP_040606337.1
OG0005984	XP_010336683.1	XP_040606325.1
OG0005985	XP_039336343.1	XP_040588165.1
OG0005986	XP_003929787.2	XP_040607850.1
OG0005987	XP_003929513.1	XP_005082872.1
OG0005988	XP_039324120.1	XP_005082871.1
OG0005989	XP_003929527.1	XP_021089657.1
OG0005990	XP_039323949.1	XP_040607673.1, XP_040607674.1
OG0005991	XP_003924038.1	XP_005076426.1
OG0005992	XP_003924003.1	XP_040603413.1, XP_040603412.1
OG0005993	XP_039324145.1	XP_040603386.1
OG0005994	XP_003943972.1	XP_040600744.1
OG0005995	XP_039316811.1, XP_039333534.1	XP_005074826.1
OG0005996	XP_003935511.1, XP_039316790.1, XP_039325451.1	XP_040595342.1, XP_005074816.1
OG0005997	XP_010344280.2	XP_021085555.1
OG0005998	XP_010344262.1	XP_040606206.1
OG0005999	XP_010344230.1	XP_021083654.1
OG0006000	XP_003941714.1	XP_005071584.1
OG0006001	XP_010341377.1, XP_039326889.1, XP_003932565.1	XP_040613677.1
OG0006002	XP_039334755.1	XP_040610468.1
OG0006003	XP_039334746.1, XP_039334745.1	XP_040610431.1
OG0006004	XP_003927056.1	XP_040606955.1
OG0006005	XP_039318632.1	XP_005066477.1
OG0006006	XP_039318583.1	XP_040611752.1
OG0006007	XP_010336339.2, XP_003927383.2	XP_005066405.1
OG0006008	XP_039318534.1, XP_010336325.2	XP_040611864.1
OG0006009	XP_039318535.1	XP_040611868.1
OG0006011	XP_003921843.2	XP_005065170.1
OG0006012	XP_003922014.1	XP_012968021.1, NP_001268609.1
OG0006013	XP_010328026.1	XP_021082241.1
OG0006014	XP_039325907.1	XP_040601460.1
OG0006015	XP_039326081.1	XP_005065201.1
OG0006016	XP_003921882.1	XP_005065189.2
OG0006017	XP_010334546.1	XP_040609182.1
OG0006018	XP_039325782.1	XP_012979422.1, XP_021091225.1
