Orthogroup	Saimiri_boliviensis_boliviensis	Mus_musculus
OG0005141	XP_039335494.1	NP_001264115.1, NP_001264116.1, NP_666240.4, XP_006499403.1
OG0005143	XP_003936418.1	XP_011238128.1, NP_083558.1
OG0005144	XP_003936419.1	NP_033399.1
OG0005145	XP_010341550.2	NP_001407684.1, NP_001407683.1, NP_001407682.1, NP_001407681.1, NP_032994.1
OG0005146	XP_003932640.1	XP_006499486.2, NP_536703.2, NP_001349951.1, NP_001349952.1, NP_808327.1
OG0005147	XP_003932682.1	NP_001095893.1, NP_001095895.1, NP_001095894.1, NP_766263.2
OG0005148	XP_003932690.2	XP_006498580.1, NP_001092798.1
OG0005149	XP_010341471.1	NP_001074758.1, XP_011238263.1
OG0005151	XP_003932713.1	NP_001406326.1, XP_006500665.1, NP_937812.1, NP_001406325.1
OG0005152	XP_039335490.1	XP_006500683.1, NP_705822.1
OG0005153	XP_003936810.2	XP_017176304.1, NP_694754.1
OG0005154	XP_039325783.1	NP_080142.1, NP_001405489.1, NP_001405490.1, NP_001405492.1, NP_001405491.1
OG0005155	XP_039329087.1, XP_010336220.2	XP_006509289.1, NP_001004140.2
OG0005156	XP_003934446.1	NP_780595.1
OG0005157	XP_010334489.1	XP_006519541.1, NP_080677.1
OG0005158	XP_010347671.1, XP_039335110.1	NP_056606.2
OG0005159	XP_010346088.2	XP_011243399.1, NP_950194.2
OG0005160	XP_039317042.1	NP_082315.3
OG0005161	XP_039316981.1	NP_031966.2, NP_001258332.1, NP_001258350.1, NP_001258331.1
OG0005162	XP_003937249.1	NP_001297451.1
OG0005163	XP_039316998.1	NP_001258338.1, NP_001411584.1, NP_001258337.1, NP_001258336.1, XP_006518799.1, NP_035496.1
OG0005164	XP_010344414.2	NP_694694.1, XP_006509597.1
OG0005165	XP_003925513.2	NP_034700.2
OG0005166	XP_003925497.2	NP_079662.1, XP_006496583.1
OG0005167	XP_003930650.1	NP_001028462.2, XP_011246288.1
OG0005168	XP_003936774.2	NP_001103682.1, NP_666224.3, XP_006529527.1
OG0005169	XP_039325500.1	NP_001192178.1, NP_955398.3, XP_006529115.1, NP_001034308.1, XP_006529834.1
OG0005170	XP_039318341.1	XP_006521926.1, NP_035302.2
OG0005171	XP_010345979.2	NP_001177281.1
OG0005172	XP_039328022.1	XP_036021049.1, NP_001264796.1, NP_001074792.1, NP_001395116.1, NP_001395117.1
OG0005173	XP_039327507.1, XP_039327508.1, XP_039327506.1, XP_039327505.1	NP_001035488.2, XP_006530300.1
OG0005174	XP_003932301.3	NP_062779.3, XP_036021221.1
OG0005175	XP_003932243.2	NP_001404487.1, NP_114075.1
OG0005176	XP_003938589.2	NP_001157005.1
OG0005177	XP_003938621.3	NP_766137.2, XP_006513082.1
OG0005178	XP_039318375.1	XP_011244130.1
OG0005180	XP_003934518.2	NP_057927.1
OG0005181	XP_039328447.1	NP_056591.1
OG0005182	XP_003934540.2	NP_780735.2
OG0005183	XP_003934581.1	XP_006506101.1, NP_852109.2
OG0005184	XP_003934593.1	XP_006506453.1
OG0005185	XP_039331266.1, XP_003926667.2, XP_039327944.1	NP_080444.1
OG0005186	XP_003941530.1	XP_011243947.1, NP_084202.2
OG0005187	XP_003941499.1	NP_033530.2
OG0005188	XP_010348167.1	NP_001346055.1
OG0005189	XP_039327792.1	NP_001014976.1, NP_001343241.1, XP_006520321.1
OG0005190	XP_003939284.1	XP_017172113.1, NP_001345773.1, NP_001157115.1, NP_001398789.1, NP_033608.3, NP_001398790.1
OG0005191	XP_003922431.1	NP_001152959.1, NP_035385.1
OG0005192	XP_003922326.2	XP_036017537.1
OG0005193	XP_010331433.1	NP_083462.2
OG0005194	XP_003922292.2	NP_001171283.1, NP_001171284.1
OG0005195	XP_010331417.1, XP_010331416.1, XP_003922275.1	NP_780569.1, XP_030106555.1
OG0005196	XP_039320932.1, XP_003922989.2	NP_080653.2, XP_006527371.1
OG0005197	XP_003922242.2	NP_001316864.1, XP_006527077.1
OG0005198	XP_003922233.1, XP_010331117.1, XP_010331103.1, XP_010331099.1, XP_010331110.1	XP_006527153.1, NP_766428.2
OG0005199	XP_010330079.1	NP_001303607.1, NP_001303609.1, NP_001303608.1, NP_035342.3
OG0005200	XP_003922137.2	NP_001074586.2, XP_036008635.1
OG0005201	XP_003940898.1	NP_001153223.1
OG0005202	XP_003942955.2	XP_006495494.1, NP_001272354.1
OG0005203	XP_003940565.1, XP_010349516.1, XP_010349518.1, XP_010349517.1	NP_001343508.1, NP_001230029.1
OG0005204	XP_003945350.2	NP_083022.1
OG0005205	XP_010342180.1, XP_039318818.1	NP_080688.2, XP_017174612.1
OG0005206	XP_003928922.1	NP_001277931.1, XP_006500216.1, NP_780363.1
OG0005207	XP_039324839.1	XP_006511496.1
OG0005208	XP_003939937.1	NP_001157721.1
OG0005209	XP_039324563.1	XP_036017631.1, NP_080791.2
OG0005210	XP_039325023.1, XP_039325022.1	XP_030100025.1
OG0005211	XP_039324817.1	NP_001104615.1
OG0005212	XP_039324979.1	NP_001411606.1
OG0005213	XP_010331075.2	NP_082171.1, XP_036011189.1
OG0005214	XP_010343174.1	NP_001345419.1
OG0005215	XP_010336643.1	NP_659103.1, NP_001404007.1, XP_006523070.1
OG0005216	XP_039336346.1	XP_011244445.1
OG0005217	XP_039336527.1	NP_780637.2
OG0005218	XP_003927622.1	XP_006524778.1, NP_067297.2, NP_001392039.1, NP_001392046.1, NP_001392049.1, NP_001392048.1, NP_001392043.1
OG0005219	XP_039336484.1	NP_034961.2, XP_036016256.1
OG0005220	XP_039335042.1	XP_006502101.1, NP_081411.2
OG0005221	XP_039324336.1	NP_997092.1
OG0005222	XP_010333091.1	NP_705802.1
OG0005223	XP_039324462.1, XP_003924035.2	NP_848856.1, XP_030110368.1, NP_001346915.1, NP_001346916.1
OG0005224	XP_039324066.1	NP_001407036.1
OG0005226	XP_003928368.1	XP_006522552.1, NP_080549.1
OG0005227	XP_010336038.1, XP_010336039.1	XP_036016065.1, NP_083249.1
OG0005228	XP_010337215.1, XP_010337214.1, XP_010337213.1	NP_080864.1
OG0005229	XP_003939427.1	XP_036016068.1
OG0005230	XP_003941704.2	NP_001013389.2
OG0005231	XP_010335261.2	NP_081631.2
OG0005232	XP_010335254.2	NP_001344016.1
OG0005233	XP_003932552.2	NP_081399.3, NP_001317352.1, XP_006517427.1
OG0005234	XP_039334808.1, XP_039329025.1	NP_001390971.1, XP_006535585.1, NP_001277429.1, NP_081895.2
OG0005235	XP_010335948.2	NP_666053.2, XP_006521998.1, NP_001291361.1, NP_001390392.1
OG0005236	XP_039336255.1	NP_598548.1
OG0005237	XP_010334151.1	XP_011248011.1
OG0005238	XP_039336260.1	NP_035516.2, NP_001385487.1
OG0005239	XP_003924998.1, XP_010333973.1	NP_808254.1
OG0005240	XP_010336379.1, XP_010336380.1	XP_036014090.1, NP_083060.2, NP_001159863.1
OG0005241	XP_039318624.1	XP_006517009.1, NP_080332.1
OG0005242	XP_039318586.1	NP_034747.2, XP_036013758.1
OG0005243	XP_003927353.2	XP_011242593.1
OG0005244	XP_003927351.2	XP_006516770.2, NP_001013407.2
OG0005245	XP_010331270.2	NP_062312.3
OG0005246	XP_003922009.1	NP_084248.2, XP_036018610.1
OG0005247	XP_039326003.1	XP_011237963.1, NP_001001182.2
OG0005248	XP_010350619.2	XP_036018204.1, NP_796218.2
OG0005249	XP_039325584.1	XP_006500167.1
OG0005250	XP_039325975.1	NP_780674.1, XP_006499263.1
OG0005251	XP_010349879.2	XP_006496200.1, NP_058613.2
OG0005252	XP_010334651.2	NP_061287.2, XP_006496204.1
OG0005253	XP_003925594.1	NP_001344316.1, XP_030099351.1, NP_083987.1
OG0005254	XP_010334561.1	NP_001344100.1
OG0005255	XP_010334556.1, XP_010334557.1, XP_003925546.1	NP_796030.1
OG0005256	XP_039323112.1	NP_780503.2
OG0005257	XP_003938384.1	NP_776290.1, XP_036010523.1
OG0005258	XP_039315984.1	NP_109649.1
OG0005259	XP_003938039.1, XP_010331582.1	XP_006497018.2, NP_079597.2
OG0005260	XP_039336584.1	NP_001347860.1, NP_079664.1, NP_001347861.1
OG0005261	XP_003938009.1	NP_061199.2
OG0005262	XP_039316095.1	NP_038517.1, XP_036012527.1
OG0005263	XP_003937971.1	NP_001034573.1
OG0005264	XP_010344693.1	NP_808588.3, XP_006528642.1
OG0005265	XP_039331446.1	NP_766029.2, NP_001277614.1
OG0005266	XP_003920344.1	NP_001344031.1, NP_001289315.1
OG0005267	XP_003920362.1	NP_573475.2, XP_006528782.1
OG0005268	XP_010333192.1	NP_001171350.1, XP_006528742.1, NP_766371.1, NP_001345895.1, NP_001171349.1
OG0005269	XP_039331348.1	NP_079936.1, XP_006529028.1
OG0005270	XP_010329867.1	NP_001106825.1, XP_006528938.1
OG0005271	XP_003943750.1	XP_006529054.1, NP_084219.1
OG0005272	XP_039331622.1	NP_001368827.1
OG0005273	XP_003935948.1	NP_001075881.1, XP_011246060.2
OG0005274	XP_003935904.1	NP_001186289.1, NP_808260.2
OG0005275	XP_003935889.1	NP_033454.1
OG0005276	XP_003931119.1	NP_084227.1, XP_006541473.1
OG0005277	XP_003931144.1	NP_067525.1
OG0005278	XP_003931153.1	XP_011249307.1, NP_035985.2
OG0005279	XP_003931171.1	XP_036017751.1
OG0005280	XP_003940790.2	NP_001399012.1
OG0005281	XP_010329579.1	XP_006527949.1, NP_001186278.1
OG0005282	XP_003943934.1	NP_001398440.1, NP_032349.1
OG0005283	XP_003943459.1	NP_001397176.1, NP_031750.2, XP_006527824.1
OG0005284	XP_003929933.1	XP_036020598.1, NP_598674.2
OG0005285	XP_003937580.1, XP_003937579.1, XP_010346403.1	NP_032146.1
OG0005287	XP_010335156.2	NP_001177302.1, NP_001391034.1, NP_001391033.1, XP_017173393.1
OG0005298	XP_003932415.1	XP_036011510.1, NP_034418.1
OG0005299	XP_039329946.1	NP_033932.2
OG0005300	XP_010346763.1	XP_006501889.1, NP_067350.2
OG0005301	XP_039321805.1, XP_039321806.1	XP_006539872.1, NP_766327.3
OG0005302	XP_010350794.2, XP_039328725.1, XP_003935685.1	NP_032880.1
OG0005303	XP_003923500.1	NP_033490.1
OG0005304	XP_003939603.1	NP_511039.2
OG0005305	XP_003925679.1	XP_036012281.1, NP_031668.3
OG0005306	XP_003928881.1	XP_011242293.1, NP_033877.3
OG0005307	XP_039317909.1	XP_036015768.1, NP_001344227.1, NP_035768.1
OG0005308	XP_010337817.2	XP_006500550.1, NP_001092767.1
OG0005310	XP_039336400.1, XP_003942549.1	NP_034684.2
OG0005311	XP_010329217.1	XP_017173885.1, NP_001295464.1, NP_038591.1
OG0005312	XP_039324194.1	XP_006503772.1, NP_031749.2
OG0005313	XP_039316427.1, XP_010335567.2, XP_003931659.2	NP_035906.1
OG0005315	XP_003936214.1	NP_112446.2, XP_006514604.1
OG0005316	XP_003925441.1	XP_006496778.1, NP_035475.2
OG0005318	XP_003944373.1	NP_034125.2
OG0005319	XP_003922723.1	NP_062422.1
OG0005320	XP_010347062.2	NP_031886.3
OG0005321	XP_039318576.1, XP_003927357.1	NP_035294.2
OG0005322	XP_010345106.1	NP_001240733.1
OG0005324	XP_039336029.1	XP_006525784.1, NP_032960.3, NP_001036232.1
OG0005325	XP_039334856.1, XP_003927098.2, XP_003927097.1, XP_039334857.1, XP_010336054.1	NP_035276.2
OG0005326	XP_039335601.1	NP_001032324.1
OG0005327	XP_003931729.1	NP_031733.1
OG0005328	XP_039328181.1	XP_011241196.1
OG0005329	XP_039333356.1	NP_034042.3
OG0005330	XP_003919880.1, XP_010341440.1	NP_001405731.1
OG0005331	XP_010348082.1	NP_062773.2, XP_011249180.1
OG0005332	XP_010333561.1, XP_003920235.1	XP_006526758.1, NP_034092.1
OG0005333	XP_010330881.1	NP_031452.2
OG0005334	XP_010341079.2	XP_036021304.1, NP_075721.3
OG0005335	XP_010332320.1	NP_062293.1
OG0005336	XP_010346579.1, XP_010346580.1, XP_010346581.1	NP_001161960.1, NP_032609.1, NP_001161961.1, NP_001161962.1
OG0005337	XP_039332459.1	NP_001156790.1, XP_017169681.1
OG0005338	XP_010345530.1	NP_443748.2, XP_006529294.1
OG0005339	XP_010348185.2	NP_001348429.1
OG0005340	XP_003923789.2	NP_031525.3, XP_011240687.1
OG0005341	XP_010345881.1	NP_619624.2, XP_006502925.1
OG0005342	XP_003940643.1	NP_067490.1
OG0005343	XP_010350650.1	NP_001350421.1, NP_066302.2, XP_006499733.1
OG0005344	XP_039333583.1	NP_001397314.1
OG0005345	XP_003929826.1	NP_001020556.1
OG0005346	XP_039324443.1, XP_039324879.1	NP_079785.1
OG0005347	XP_010348537.2	NP_001186277.1, NP_001186276.1, NP_473380.1
OG0005348	XP_010329029.1	NP_808215.2, NP_001032848.1, NP_573483.1
OG0005349	XP_003933556.1, XP_010342361.1	NP_038637.1, NP_001106168.1
OG0005350	XP_039332780.1	NP_001345243.1, NP_001345244.1, XP_036012384.1, NP_001300908.1, NP_035610.1
OG0005351	XP_039317161.1	NP_001277394.1, NP_001277393.1, XP_006498163.1, NP_001001322.1, NP_001277392.1
OG0005352	XP_039331618.1, XP_039319981.1, XP_010348883.2	NP_032973.1
OG0005353	XP_039323776.1, XP_039327676.1	NP_031501.1
OG0005354	XP_010330555.1, XP_003944385.1	NP_254279.1
OG0005355	XP_003933986.1	XP_030106296.1, NP_659115.3
OG0005356	XP_039331315.1, XP_039319121.1	XP_036020517.1, NP_038790.2
OG0005357	XP_039335183.1	NP_080223.2, NP_001278037.1
OG0005358	XP_039322715.1	NP_034876.2, NP_001355293.1
OG0005359	XP_010348616.2	XP_006538893.1, NP_849262.1
OG0005360	XP_003923702.1	NP_001397384.1, NP_035922.4
OG0005361	XP_010346743.1	XP_006501136.1, NP_001002011.2
OG0005362	XP_003924745.1	NP_031531.1
OG0005363	XP_003925314.1	NP_667050.1
OG0005365	XP_003923432.1, XP_010332543.1	NP_570936.1, NP_001161975.1
OG0005366	XP_003937103.2, XP_039330438.1	NP_666924.1, XP_006503179.1
OG0005367	XP_039319329.1, XP_010330669.1	NP_780767.1
OG0005368	XP_010347610.1	NP_780658.2
OG0005369	XP_003937613.1	NP_034937.1
OG0005370	XP_010346530.1	NP_058017.1
OG0005371	XP_003926057.1, XP_039319748.1	NP_035241.1, NP_001167641.1
OG0005372	XP_003926068.1	NP_033283.1, NP_001347782.1
OG0005373	XP_039319742.1	XP_006529564.1
OG0005374	XP_010335106.1, XP_003926114.1	XP_006525559.1, NP_663469.1
OG0005375	XP_039323500.1	NP_033074.2
OG0005376	XP_010329729.1	NP_035965.3
OG0005378	XP_003933820.1	NP_080065.4, NP_001077414.1
OG0005380	XP_010329610.2	NP_766414.3, XP_006524290.1
OG0005381	XP_003938669.1	XP_036011337.1, NP_001191912.1
OG0005382	XP_039323566.1	NP_032574.1, XP_006512631.1
OG0005383	XP_003932443.1	NP_082880.2
OG0005384	XP_010341281.1	XP_006512669.1
OG0005385	XP_039331014.1	NP_001364026.1
OG0005386	XP_039317157.1	XP_011245464.1, NP_001177412.1
OG0005387	XP_003920903.1	XP_011245527.1, NP_663472.1
OG0005388	XP_010344440.1	XP_006527202.1, NP_796008.2
OG0005389	XP_003944486.3	XP_006539528.1
OG0005390	XP_039321796.1	XP_011248809.1
OG0005392	XP_039322087.1, XP_039322088.1	XP_006539838.1, NP_766325.3
OG0005393	XP_010349402.1	NP_001277696.1, NP_001277693.1, NP_001277695.1, NP_067524.2, XP_006541101.2
OG0005394	XP_003940410.1	NP_079809.1
OG0005395	XP_039323087.1, XP_039323086.1	NP_001344046.1
OG0005396	XP_003940412.1	NP_080831.2, XP_006541050.1, NP_001341974.1
OG0005397	XP_003940273.3	NP_001276570.1, XP_030098180.1, NP_766071.1, NP_001276569.1, NP_001276563.1, NP_001276566.1, NP_001038951.1
OG0005399	XP_039322871.1	NP_081138.2, XP_011248990.1
OG0005400	XP_010329361.1, XP_010329362.1	NP_001031817.1, XP_006539916.1, NP_666296.1
OG0005401	XP_003943182.1	XP_006540336.1, NP_001277479.1, NP_001364021.1, XP_030111568.2, NP_001034281.1, NP_071307.1
OG0005402	XP_039321843.1	NP_083990.2, XP_006540475.1, NP_001355336.1, XP_006540137.1
OG0005403	XP_003937439.1	NP_001347693.1, NP_001347692.1, NP_001074583.1
OG0005404	XP_010346224.1, XP_039322776.1, XP_010346223.2	NP_001028488.1
OG0005405	XP_039336270.1, XP_003935036.2, XP_039326334.1, XP_010342725.2	NP_665832.1
OG0005406	XP_039331514.1, XP_039329041.1, XP_039324141.1	NP_061280.2
OG0005407	XP_039331221.1, XP_039321676.1	NP_001411419.1
OG0005408	XP_039334898.1	NP_062329.2, XP_006498249.1
OG0005409	XP_003930708.1	NP_080438.2, XP_006497594.1
OG0005410	XP_039334908.1	NP_001075432.1, XP_006525966.1
OG0005411	XP_003930664.1	XP_006497548.1, NP_001074601.1
OG0005412	XP_039334839.1, XP_039324900.1	NP_690037.1
OG0005413	XP_003933951.1, XP_010342755.1, XP_039333684.1	NP_001347918.1, NP_001076786.1, NP_080680.2
OG0005414	XP_010336621.1	NP_077141.2
OG0005415	XP_039325152.1	NP_084218.1
OG0005416	XP_010342820.1	NP_001268399.1
OG0005417	XP_003925857.1	NP_001361656.1
OG0005418	XP_003925829.1	NP_079645.1
OG0005419	XP_039334758.1	XP_036010209.1
OG0005420	XP_039330411.1	NP_001355692.1
OG0005421	XP_003937623.1	NP_079731.2
OG0005422	XP_039330088.1	NP_001392866.1
OG0005423	XP_039330074.1	XP_006538721.2, NP_001116426.1, NP_035240.3, NP_001411736.1, NP_001411737.1
OG0005424	XP_003927503.1	NP_001408506.1, NP_032035.2, NP_001408505.1, NP_001258545.1, XP_006503775.1
OG0005425	XP_039328581.1	XP_006524555.1, NP_001276415.1, NP_001276414.1, NP_001008973.2, NP_001347114.1
OG0005426	XP_039323680.1	NP_659108.1, NP_001020480.1
OG0005427	XP_003920800.2	XP_011242754.1, NP_598832.3
OG0005428	XP_003920808.1	XP_006517080.1, NP_001036056.1
OG0005429	XP_039336023.1	XP_006540762.1, NP_068679.1
OG0005430	XP_010349578.2	XP_011249113.1, NP_570950.1
OG0005431	XP_039335793.1	NP_035178.1
OG0005432	XP_003921692.2	NP_083861.1
OG0005433	XP_039335808.1, XP_003921686.1	NP_839986.2, XP_036009276.1
OG0005434	XP_039335982.1, XP_039335981.1, XP_039335980.1, XP_039335979.1	NP_001004185.3
OG0005435	XP_039335810.1	XP_036009054.1
OG0005436	XP_039323983.1	NP_001346824.1, NP_919325.2, XP_006503967.1
OG0005437	XP_039320206.1, XP_039324142.1	NP_080171.1
OG0005438	XP_003927508.1	NP_034828.3
OG0005439	XP_039330973.1, XP_039329377.1, XP_003941026.1	NP_035800.2
OG0005440	XP_003923266.1	NP_081121.1
OG0005441	XP_039324036.1	NP_038530.1
OG0005442	XP_003935400.1	NP_659084.3
OG0005443	XP_039320236.1	NP_001349334.1, NP_848755.1, XP_006516881.1, NP_001349333.1
OG0005444	XP_003940839.1, XP_039324613.1	NP_077176.1
OG0005445	XP_003940829.1	NP_001104611.1, XP_036009942.1
OG0005446	XP_039320164.1	XP_006531029.1, NP_001360868.1
OG0005447	XP_003940822.1	NP_081131.1, NP_001355301.1, XP_006531400.1
OG0005448	XP_039325814.1, XP_039334032.1	NP_001388976.1
OG0005449	XP_039334354.1	NP_062786.1
OG0005450	XP_039334342.1, XP_039328194.1	NP_780403.1
OG0005451	XP_003928690.2	NP_001259021.1, NP_001259019.1, NP_001259020.1, NP_082188.1
OG0005452	XP_003928669.1, XP_010337582.1	NP_001334380.1
OG0005453	XP_010348820.1	XP_006519699.1, NP_083380.1
OG0005454	XP_039333916.1	NP_035825.1
OG0005455	XP_010348745.1	NP_075623.2
OG0005456	XP_039333721.1	NP_001034162.1, NP_001034161.1, NP_001034163.1
OG0005457	XP_003936237.2	NP_083146.1
OG0005458	XP_003936241.2	NP_080538.1, NP_001404797.1
OG0005459	XP_010344953.1	NP_598776.1, NP_001350282.1, NP_001258276.1, NP_001258277.1, NP_001350283.1, XP_006514496.1
OG0005460	XP_003936218.1	XP_017170351.1, NP_203538.2
OG0005461	XP_010342872.1	NP_001344391.1
OG0005462	XP_003934130.2	NP_001032948.2
OG0005463	XP_003925912.1, XP_010334916.1	NP_766183.1
OG0005465	XP_003925942.1	NP_077150.1
OG0005466	XP_003925950.1	XP_006520050.2, NP_001156610.1
OG0005467	XP_003936254.1	XP_036015525.1, NP_001159832.1, NP_084274.1, NP_001344690.1
OG0005468	XP_039328127.1	NP_001074768.1, XP_006520157.1
OG0005469	XP_003929273.1	NP_796034.2, XP_006533603.1
OG0005470	XP_010329100.1, XP_003943005.1	NP_083575.1, NP_001291987.1
OG0005471	XP_010332677.1	XP_006510620.1
OG0005472	XP_010332707.1	NP_035579.1, NP_001311474.1
OG0005473	XP_039326448.1, XP_039326450.1, XP_039326449.1	NP_035566.2
OG0005474	XP_003923688.2, XP_039327035.1	XP_006510445.4, NP_001005421.3
OG0005475	XP_039326523.1, XP_003923709.1	NP_001268863.1, NP_032820.2, XP_036010579.1
OG0005476	XP_010332869.1, XP_010332868.1	XP_006510690.1, NP_082576.1
OG0005477	XP_039332599.1	NP_080261.2
OG0005478	XP_003931411.1, XP_039331823.1	XP_036012244.1, NP_694743.2
OG0005479	XP_003931441.1	NP_001258288.1, NP_001258287.1, XP_036012466.1, NP_001258289.1, NP_663404.1
OG0005480	XP_010340323.1	NP_075647.3
OG0005481	XP_010338102.1	NP_109627.3, NP_001157043.1
OG0005482	XP_003929265.2	NP_001152991.1
OG0005483	XP_003929266.1	XP_006534151.1, NP_001013274.2, NP_001137262.1, NP_001268393.1, NP_001268394.1
OG0005484	XP_039332281.1	NP_001289303.1
OG0005485	XP_003929316.1, XP_010338181.1	XP_006532606.3
OG0005486	XP_039332709.1	NP_001349514.1
OG0005487	XP_003921532.1	NP_001288343.1
OG0005488	XP_003933640.1, XP_003921539.1	NP_444387.1, XP_036020472.1
OG0005489	XP_003921560.1	NP_001272881.2, NP_001272882.1, NP_001156452.2, XP_017175708.1
OG0005490	XP_003921573.2	NP_001077356.1
OG0005491	XP_039329706.1	NP_001008234.2
OG0005492	XP_039330321.1	NP_001106215.1, XP_011248543.1
OG0005493	XP_010348609.1	NP_035772.3, XP_006538783.2, NP_001119802.1
OG0005494	XP_039330124.1	NP_808341.1
OG0005495	XP_039329716.1	NP_001277924.1, XP_006538653.1, NP_997565.2
OG0005496	XP_003944604.1	NP_919428.1
OG0005497	XP_003944610.2, XP_010330844.2	NP_001344229.1
OG0005498	XP_039330319.1	NP_001028314.1
OG0005499	XP_003922851.1, XP_039330543.1	NP_062683.3, XP_011246751.1, NP_001161382.1
OG0005500	XP_003940008.1	NP_783577.2
OG0005501	XP_039330173.1	XP_036009703.1, NP_032732.3
OG0005502	XP_003936384.1	NP_031691.1, NP_001032898.1
OG0005503	XP_010345093.1, XP_010345094.1	NP_938041.1, XP_006530606.1
OG0005504	XP_003936322.1	NP_001403595.1, XP_030099123.1, NP_001288094.1, NP_001288093.1, NP_444300.1
OG0005505	XP_003936320.1	NP_659180.1
OG0005506	XP_010339120.1	NP_034819.1, XP_006507459.3
OG0005507	XP_003928484.1	XP_006525046.3, NP_082692.1
OG0005508	XP_003921415.1	XP_011238473.1, NP_001398344.1, NP_064341.3, NP_001398343.1
OG0005509	XP_039320856.1, XP_010348859.1	NP_082722.1, XP_006515445.1
OG0005510	XP_003928582.3	NP_001156340.1, XP_036016358.1, NP_001156341.1, NP_694780.1
OG0005511	XP_010342942.1	NP_079638.2
OG0005512	XP_039316340.1	XP_006504495.1, NP_038791.2
OG0005513	XP_003934182.1	NP_001243025.1
OG0005514	XP_010342994.1	NP_113582.1
OG0005515	XP_003934251.1	NP_766000.1, NP_001404706.1
OG0005516	XP_010343660.1	NP_775581.1
OG0005517	XP_003936552.1	NP_631888.1
OG0005518	XP_003930122.1	XP_006507456.1, NP_001240801.1
OG0005519	XP_003930142.1	NP_084516.1
OG0005520	XP_039333838.1	XP_006507976.3
OG0005521	XP_039334386.1	XP_006507753.1, NP_808365.2
OG0005522	XP_003930206.1, XP_039334408.1, XP_010339059.1	XP_017177549.1, NP_997607.2, NP_058566.3, NP_997606.2
OG0005523	XP_039334410.1	NP_082219.1, XP_006508277.1
OG0005524	XP_039333703.1	NP_694697.3
OG0005525	XP_039334315.1, XP_039320080.1, XP_039317016.1	NP_061265.2, XP_006541009.1
OG0005526	XP_003933707.2, XP_039333702.1	NP_033249.1
OG0005527	XP_003928552.1	NP_666359.1
OG0005528	XP_003928547.1	NP_001028392.2, XP_036015808.1
OG0005529	XP_010337459.1	XP_006522640.1
OG0005530	XP_039334164.1	NP_001074868.2, XP_017173005.1
OG0005531	XP_039333928.1	NP_631893.1
OG0005532	XP_039333905.1	NP_001398237.1
OG0005533	XP_003933473.2	NP_663517.2
OG0005534	XP_010342305.1	XP_006502526.2, NP_598628.1
OG0005535	XP_010342300.1	XP_006500934.1, NP_083055.1, NP_001276648.1, NP_001333594.1, NP_001276649.1
OG0005537	XP_039316834.1	NP_079913.2
OG0005538	XP_003921439.2, XP_039324981.1	XP_006500911.1, NP_001074224.1, NP_001342602.1, NP_001274068.1
OG0005539	XP_003930446.2	NP_694777.3
OG0005540	XP_010349993.2, XP_003938343.1	NP_065613.1, NP_001035950.1
OG0005541	XP_010347190.2	NP_001298065.1
OG0005542	XP_039319397.1	NP_001164103.1, NP_659209.2
OG0005544	XP_039319413.1	NP_001128301.1
OG0005545	XP_003930426.1	NP_084042.1
OG0005546	XP_003925382.1	NP_001153438.1, NP_001153437.1, XP_006497091.1, NP_076373.3, NP_001153439.1, NP_001153440.1
OG0005547	XP_010334397.1	XP_017168472.1, NP_203505.3, NP_001153458.1
OG0005548	XP_003925400.1	XP_006496820.1, NP_766232.1
OG0005549	XP_003925422.1	NP_001334054.1
OG0005550	XP_003925423.2	XP_006496836.1, NP_659127.1
OG0005551	XP_003925438.1	NP_083052.1
OG0005552	XP_010337008.1, XP_003928155.1	NP_001153681.1, NP_001153680.1, NP_079781.2, NP_001343981.1
OG0005553	XP_003935386.1	NP_067325.2
OG0005554	XP_039317402.1, XP_039320220.1	XP_036008714.1, NP_079787.1
OG0005555	XP_039320189.1	NP_666217.2, XP_006496862.1
OG0005556	XP_003937900.1	NP_705790.3, XP_006501401.1
OG0005557	XP_039316176.1	NP_659147.2
OG0005558	XP_039316175.1	NP_619620.3, XP_006501204.1
OG0005559	XP_010346683.1	NP_031936.2
OG0005560	XP_039315753.1	NP_001106802.1
OG0005560	XP_003939251.2	NP_035498.2
OG0005562	XP_003941908.1	NP_001274016.1, XP_036014147.1
OG0005563	XP_003941923.1	NP_663515.2, NP_849207.2
OG0005564	XP_003942047.2	NP_001268781.1, NP_033140.1
OG0005565	XP_039319793.1	NP_001304292.1, NP_038533.1, NP_001304294.1
OG0005566	XP_003924852.1	NP_001396460.1, NP_001396454.1
OG0005567	XP_010333829.2	NP_001158357.1
OG0005568	XP_010333878.1	NP_075540.1
OG0005569	XP_010348864.2, XP_010348865.2	XP_006516364.1, NP_083200.1, NP_001076445.1
OG0005570	XP_039324558.1	NP_032545.1, NP_001398886.1
OG0005571	XP_003924281.2	NP_084101.1
OG0005572	XP_010333255.2	XP_006515733.1, NP_038843.2
OG0005573	XP_039325151.1	NP_062611.2, XP_036014659.1
OG0005574	XP_039325247.1	NP_001036184.1
OG0005575	XP_039324752.1	NP_001411713.1
OG0005576	XP_003924439.1	XP_011242463.1, NP_080314.1
OG0005577	XP_039325098.1	XP_017170500.1, NP_001008550.1
OG0005578	XP_010333513.1	NP_001396524.1
OG0005579	XP_010333557.2, XP_039324902.1	XP_036013297.1, NP_001156973.1, NP_001156974.1
