Orthogroup	Loxodonta_africana	Mesocricetus_auratus
OG0009488	XP_003411340.2	NP_001268530.1, XP_040602503.1
OG0009489	XP_003411339.1	XP_005068835.1
OG0009490	XP_010589662.1	XP_012967895.2
OG0009491	XP_023405606.1	XP_040603073.1
OG0009492	XP_003413881.1	XP_012968456.1
OG0009493	XP_023410986.1	XP_005073009.1
OG0009494	XP_003404669.1	XP_012967054.1
OG0009495	XP_003407934.1	XP_040613664.1
OG0009496	XP_023402708.1	XP_012967721.1
OG0009497	XP_023405071.1	XP_040611536.1
OG0009498	XP_003410954.1	XP_005071847.1
OG0009499	XP_003410948.1	XP_040611229.1
OG0009500	XP_023404919.1	XP_012977826.1
OG0009501	XP_010589317.1	XP_005064749.1
OG0009502	XP_023404915.1	XP_040611241.1
OG0009503	XP_023404914.1	XP_005064741.1
OG0009504	XP_010589313.2	XP_005064740.1
OG0009505	XP_003410939.1	XP_005064727.1
OG0009506	XP_023402748.1	XP_040588360.1
OG0009507	XP_003409331.1	XP_005070858.1
OG0009508	XP_003409347.1	XP_005070875.2
OG0009509	XP_003409351.1	XP_012969453.2
OG0009510	XP_003409353.2	XP_005070882.1
OG0009511	XP_023402953.1	XP_005070900.1
OG0009512	XP_003408934.1	XP_040588420.1
OG0009513	XP_003408937.1	XP_040588497.1
OG0009514	XP_003409108.1	XP_012978609.1
OG0009515	XP_010587528.1	XP_040591884.1
OG0009516	XP_023402959.1	XP_040603795.1
OG0009519	XP_003418606.2	XP_005077671.2
OG0009520	XP_010596549.1	XP_005077673.1
OG0009521	XP_003404792.3	XP_040597785.1
OG0009522	XP_023408654.1	XP_040611973.1
OG0009523	XP_023408643.1	XP_012974717.1
OG0009524	XP_003404944.1	XP_005078404.1
OG0009525	XP_010591052.1	XP_040611952.1
OG0009526	XP_003404727.1	XP_012974774.1
OG0009527	XP_003404721.1	XP_005078391.1
OG0009528	XP_023407219.1	XP_005087056.1
OG0009529	XP_003404933.1	XP_040604361.1
OG0009530	XP_003404705.1	XP_040604362.1
OG0009531	XP_023407174.1	XP_040604364.1
OG0009532	XP_003404923.1	XP_005071997.1
OG0009533	XP_003404688.1	XP_040604401.1
OG0009534	XP_003404686.1	XP_005071992.1
OG0009535	XP_003404515.1	XP_005069157.2
OG0009536	XP_003404685.1	XP_005071989.1
OG0009537	XP_010590570.1	XP_021083886.2
OG0009538	XP_023406775.1	XP_005071952.1
OG0009539	XP_010590445.1	XP_040604636.1
OG0009540	XP_010590427.1	XP_005067951.1
OG0009541	XP_010590387.1	XP_005067789.1
OG0009542	XP_003404903.1	XP_005067808.1
OG0009543	XP_010590279.1	XP_005067810.1
OG0009544	XP_023408494.1	XP_040604607.1
OG0009545	XP_023408486.1	XP_005067813.1
OG0009546	XP_010590001.1	XP_040597661.1
OG0009547	XP_003408081.1	XP_005065583.1
OG0009548	XP_010586441.1	XP_005082831.1
OG0009549	XP_023401406.1	XP_005082845.1
OG0009550	XP_003408056.1	XP_040613584.1
OG0009551	XP_023401404.1	XP_005078085.1
OG0009552	XP_010586403.1	XP_040613524.1
OG0009553	XP_023401402.1	XP_040613528.1
OG0009554	XP_003408044.1	XP_005078049.1
OG0009555	XP_023401194.1	XP_040613537.1
OG0009556	XP_010586399.1	XP_012974517.1
OG0009557	XP_003408035.1	XP_005078053.1
OG0009558	XP_023401181.1	XP_005078061.1
OG0009559	XP_003408009.1	XP_040613810.1
OG0009560	XP_010586387.1	XP_040613554.1
OG0009561	XP_023401400.1	XP_005078075.1
OG0009562	XP_003407922.2	XP_040613599.1
OG0009564	XP_023398514.1	XP_040611944.1
OG0009566	XP_010586389.1	XP_005078070.1
OG0009567	XP_023412779.1	XP_040586173.1
OG0009568	XP_023413988.1	XP_005069456.2
OG0009569	XP_003418367.1	NP_001268349.1
OG0009570	XP_023411932.1	XP_005067625.1
OG0009571	XP_023405328.1	XP_040612963.1
OG0009572	XP_010595468.1	XP_005084508.1
OG0009573	XP_023412781.1	XP_012968250.1
OG0009574	XP_010595417.1	XP_012974840.1
OG0009575	XP_003417458.2	XP_005084503.1
OG0009576	XP_010595426.1	XP_005084500.1
OG0009577	XP_003417465.1	XP_005085892.2
OG0009578	XP_003417482.1	XP_005069398.1
OG0009579	XP_010596239.1	XP_040585681.1
OG0009580	XP_023413981.1	XP_005069458.2
OG0009581	XP_010596234.1	XP_005069465.2
OG0009582	XP_003418312.1	XP_005069467.1
OG0009583	XP_003418244.1	XP_040586029.1
OG0009584	XP_003418237.1	XP_040586112.1
OG0009585	XP_023413978.1	XP_005069480.1
OG0009586	XP_003418300.1	XP_040586092.1
OG0009587	XP_010596216.1	XP_040585839.1
OG0009588	XP_003418365.1	XP_005069514.1
OG0009589	XP_023413918.1	XP_040586123.1
OG0009590	XP_023413938.1	XP_040585773.1
OG0009591	XP_023413933.1	XP_012968397.1
OG0009592	XP_010596198.1	XP_012968342.2
OG0009593	XP_003418286.1	NP_001268586.1
OG0009594	XP_010596197.1	XP_040585965.1
OG0009595	XP_003418364.1	XP_005069550.1
OG0009596	XP_023410554.1, XP_023410555.1, XP_003415673.1	XP_005069572.1
OG0009597	XP_003415176.1	XP_005080204.1
OG0009598	XP_023410552.1	XP_021082465.1
OG0009599	XP_003415735.1	XP_040585886.1
OG0009600	XP_010593746.1	XP_040585918.1
OG0009601	XP_010593747.1	XP_005069587.1, XP_040605210.1
OG0009602	XP_023410539.1	XP_005069593.1
OG0009603	XP_003415665.1	XP_040585764.1
OG0009604	XP_010593740.1	XP_005069598.1
OG0009605	XP_010593738.1	XP_040586161.1
OG0009606	XP_023410520.1	XP_005069360.1
OG0009607	XP_003415661.2	XP_012968450.1
OG0009608	XP_003415660.2	XP_040590668.1
OG0009609	XP_003415659.1	XP_012974015.1
OG0009610	XP_003415654.1	XP_005077376.1
OG0009611	XP_023412077.1	XP_040605029.1
OG0009612	XP_023411907.1	XP_040605031.1
OG0009613	XP_023411906.1	XP_040605033.1
OG0009614	XP_003416904.1	XP_040605008.1
OG0009615	XP_023412097.1	XP_040605000.1
OG0009616	XP_003416764.1	XP_005067505.1
OG0009617	XP_003416772.1	XP_012967051.1
OG0009619	XP_023412123.1	XP_005067542.1
OG0009620	XP_023411913.1	XP_005067545.1
OG0009621	XP_003416923.1	XP_040604947.1, XP_005067551.2
OG0009622	XP_003416790.1	XP_040604941.1
OG0009623	XP_003416931.1	XP_040604929.1
OG0009624	XP_003416929.1	XP_005067567.1
OG0009625	XP_003416946.1	XP_040604891.1
OG0009626	XP_023412173.1	XP_040604903.1
OG0009627	XP_023411923.1	XP_040604893.1
OG0009628	XP_003416941.1	XP_005067586.1
OG0009629	XP_003416806.2	XP_040594790.1, XP_005067600.1
OG0009630	XP_010594880.1	XP_005067602.1
OG0009631	XP_010594885.1	XP_040604884.1
OG0009632	XP_023412187.1	XP_005067604.1
OG0009633	XP_010594890.1	XP_012967119.1
OG0009634	XP_003416966.2	XP_040604860.1
OG0009635	XP_023412218.1	XP_005067650.1
OG0009636	XP_003416980.1	XP_040604826.1
OG0009637	XP_023412233.1	XP_005067666.1
OG0009638	XP_003416839.1	XP_021081293.1
OG0009639	XP_003416846.2	XP_012967095.1
OG0009640	XP_023395362.1	XP_005067681.1
OG0009641	XP_003420643.1	XP_040603932.1
OG0009642	XP_010598447.1	XP_005067690.1
OG0009643	XP_003420651.1	XP_040604767.1
OG0009644	XP_010598548.1	XP_005067694.1
OG0009645	XP_010598544.1	XP_021081471.1
OG0009646	XP_023395516.1	XP_040604713.1
OG0009647	XP_003420708.1	XP_005067730.1
OG0009648	XP_023395500.1	XP_005067731.1
OG0009649	XP_003420702.1	XP_012967128.1
OG0009650	XP_010598552.1	XP_012966902.1
OG0009651	XP_023405251.1	XP_040594388.1
OG0009652	XP_003411101.1	XP_005074361.1
OG0009653	XP_003411102.1	XP_021084074.1
OG0009654	XP_003411103.1	XP_040612980.1
OG0009655	XP_003411211.1	XP_005072236.1
OG0009656	XP_003411120.1	XP_005072210.2
OG0009657	XP_023405355.1	XP_040612940.1
OG0009658	XP_023407944.1	XP_012975451.1
OG0009659	XP_023407613.1	XP_005079282.1
OG0009660	XP_010591485.1	XP_040591044.1
OG0009661	XP_023407925.1	XP_005079290.1
OG0009662	XP_010591481.1	XP_040591029.1
OG0009663	XP_010591730.1	XP_040590971.1
OG0009664	XP_023408278.1	XP_040590877.1
OG0009665	XP_003413554.1	XP_005079304.1
OG0009666	XP_010591468.1	XP_005079305.1
OG0009667	XP_003413550.1	XP_005079314.1
OG0009668	XP_023408273.1	XP_005079431.1
OG0009669	XP_003413246.2	XP_021088202.1
OG0009670	XP_023407888.1	XP_021088260.1
OG0009671	XP_003413240.1	XP_040590925.1
OG0009672	XP_023408271.1	XP_005079341.1
OG0009673	XP_010591443.1	XP_012975529.1, XP_040613535.1
OG0009674	XP_023408265.1	XP_005079351.1
OG0009675	XP_010591432.1	XP_012975460.1
OG0009676	XP_023413751.1	XP_012971162.1
OG0009677	XP_023413812.1	XP_005073199.1
OG0009678	XP_023413753.1	XP_012971022.2
OG0009679	XP_023413825.1	XP_021084664.2
OG0009680	XP_010596178.2	XP_012971175.1
OG0009681	XP_003418188.1	XP_005073169.1
OG0009682	XP_023413856.1	XP_012971121.1
OG0009683	XP_003418126.1	XP_005073157.1
OG0009684	XP_023413885.1	XP_005073146.2
OG0009685	XP_023413892.1	XP_040592099.1
OG0009686	XP_003418133.1	XP_005073134.1
OG0009687	XP_023413903.1	XP_040592195.1
OG0009689	XP_010596145.2	XP_005073122.1
OG0009690	XP_003418141.1	XP_005073121.1
OG0009691	XP_023412277.1	XP_005073113.1
OG0009692	XP_003417135.1	XP_040592591.1
OG0009693	XP_023412434.1	XP_040592899.1
OG0009694	XP_023412275.1	XP_040592852.1
OG0009695	XP_023412393.1	XP_040593113.1
OG0009696	XP_003417094.1	XP_005076388.1
OG0009697	XP_023412373.1	XP_040592538.1
OG0009698	XP_003417186.1	XP_005076376.1
OG0009699	XP_023412347.1	XP_040592467.1
OG0009700	XP_003417072.1	XP_040592512.1
OG0009701	XP_010595034.2	XP_005076348.1
OG0009702	XP_003417176.1	XP_040592472.1
OG0009703	XP_003417225.1	XP_021086419.1
OG0009704	XP_003417164.1	XP_040599136.1, XP_040592452.1
OG0009705	XP_023412302.1	XP_005078708.1
OG0009706	XP_023410477.1	XP_040585831.1
OG0009707	XP_003411107.2	XP_040612971.1
OG0009708	XP_010595778.1	XP_040597006.1
OG0009709	XP_003417801.2	XP_005081710.1
OG0009710	XP_010587869.1	XP_040608028.1
OG0009711	XP_003420556.1	XP_040599844.1
OG0009712	XP_023411747.1	XP_040587070.1
OG0009713	XP_010594614.1	XP_012976172.1
OG0009714	XP_023411612.1	XP_040587436.1
OG0009715	XP_003416695.1	XP_040587521.1
OG0009716	XP_010594637.1	XP_005080411.1
OG0009718	XP_023411640.1	XP_012976235.2
OG0009719	XP_003416611.1	XP_005080442.1
OG0009720	XP_003416565.1	XP_040587267.1
OG0009721	XP_023397500.1	XP_040587509.1
OG0009722	XP_010600107.1	XP_005080490.1
OG0009723	XP_010594675.1	XP_005079981.1
OG0009724	XP_023411609.1	XP_040607251.1
OG0009725	XP_003416573.2	XP_005079983.1
OG0009726	XP_003416658.1	XP_005080082.2
OG0009727	XP_023411720.1	XP_005080009.1
OG0009728	XP_010594664.1	XP_012975902.1
OG0009729	XP_023411705.1	XP_005080024.1
OG0009730	XP_023411704.1	XP_040607208.1
OG0009731	XP_003416635.1	XP_005080036.1
OG0009732	XP_003416707.1	XP_040607190.1
OG0009733	XP_003416624.1	XP_005080057.1
OG0009734	XP_023411601.1	XP_005080061.1
OG0009735	XP_003418921.1	XP_005064374.1
OG0009736	XP_023414786.1	XP_040609531.1, XP_040609535.1
OG0009737	XP_023414784.1	XP_005064393.1
OG0009738	XP_023414735.1	XP_005064401.1
OG0009739	XP_023414779.1	XP_005063441.2
OG0009740	XP_023414703.1	XP_012972277.1
OG0009741	XP_003418820.1	XP_021079995.1
OG0009742	XP_023414686.1	XP_005063445.2
OG0009743	XP_003418894.1	XP_005064438.1
OG0009744	XP_003418895.1	XP_005064437.1
OG0009745	XP_003418888.1	XP_005064466.2
OG0009746	XP_003418968.1	XP_040610376.1
OG0009747	XP_003418882.1	XP_040610163.1, XP_012972401.1
OG0009748	XP_023414656.1	XP_040610535.1
OG0009749	XP_003418879.2	XP_040610542.1
OG0009750	XP_003418878.1	XP_040610583.1
OG0009752	XP_023414635.1	XP_040610781.1
OG0009753	XP_023414612.1	XP_040610909.1
OG0009754	XP_003418865.1	XP_040611120.1
OG0009755	XP_003418947.2	XP_005064518.1
OG0009756	XP_010596744.1	XP_040611220.1
OG0009757	XP_023414762.1	XP_040611383.1
OG0009758	XP_010596850.1	XP_040589131.1
OG0009759	XP_003418923.1	XP_005075678.1
OG0009760	XP_003421929.1	XP_012974061.1
OG0009761	XP_003417763.1	XP_005087864.1
OG0009762	XP_023413108.1	XP_040597005.1
OG0009763	XP_010595603.2	XP_040604018.1
OG0009764	XP_023413149.1	XP_040604036.1
OG0009765	XP_003417770.1	XP_005084615.1
OG0009766	XP_003417773.1	XP_005084612.1
OG0009767	XP_010595619.1	XP_040596975.1, XP_040604047.1
OG0009768	XP_003417683.1	XP_005081815.1
OG0009769	XP_010595628.1	XP_040604056.1
OG0009770	XP_023413164.1	XP_005081747.1
OG0009771	XP_023413166.1	XP_005081745.1
OG0009772	XP_023413053.1	XP_005081724.1
OG0009773	XP_010595653.1	XP_005081723.1
OG0009774	XP_023413054.1	XP_040604098.1
OG0009775	XP_003417798.1	XP_005081715.1
OG0009776	XP_003417706.1	XP_005081700.1
OG0009777	XP_023413290.1	XP_005081672.1
OG0009778	XP_023413288.1	XP_012977149.1
OG0009779	XP_023413075.1	XP_005081638.1
OG0009780	XP_003417739.1	XP_005081636.1
OG0009781	XP_023413327.1	XP_040604267.1
OG0009782	XP_003417835.1	XP_040604276.1
OG0009783	XP_023413330.1	XP_040604283.1
OG0009784	XP_003417839.1	XP_005081621.1, XP_040609338.1
OG0009785	XP_023413087.1	XP_012977180.1
OG0009786	XP_023413091.1	XP_005081609.1
OG0009787	XP_023413363.1	XP_040604338.1
OG0009788	XP_003409616.1	XP_005076652.2
OG0009789	XP_010587859.2	XP_040608004.1
OG0009790	XP_010587839.1	XP_005076701.1
OG0009791	XP_023403205.1	XP_005076704.2
OG0009793	XP_003409592.1	XP_040607985.1
OG0009794	XP_023403288.1	XP_005076706.1
OG0009795	XP_023403203.1	XP_040607969.1
OG0009796	XP_003409585.1	XP_005076742.2
OG0009797	XP_023403199.1	XP_005076710.1
OG0009798	XP_003409417.1	XP_005077167.1
OG0009799	XP_010596384.1	XP_040607906.1
OG0009800	XP_010596396.1	XP_040607869.1
OG0009801	XP_023414170.1	XP_012974090.1
OG0009802	XP_010596410.1	XP_005077447.1
OG0009803	XP_010596427.1	XP_021087057.1
OG0009804	XP_023414198.1	XP_021087052.2
OG0009806	XP_003411159.1	XP_005081968.1
OG0009807	XP_003411256.1	XP_040607578.1
OG0009808	XP_010589453.1	XP_005081963.1
OG0009809	XP_003411258.2	XP_040607573.1
OG0009810	XP_010589459.1	XP_040607562.1
OG0009811	XP_010589458.2	XP_040607565.1
OG0009812	XP_010589463.1	XP_040607549.1, XP_040607550.1
OG0009813	XP_003411170.1	XP_005083670.2
OG0009814	XP_010589474.1	XP_012978684.2
OG0009815	XP_003411272.1	XP_005083688.1
OG0009816	XP_010589489.1	XP_040607500.1
OG0009817	XP_010589495.1	XP_005083531.1
OG0009818	XP_023405243.1	XP_021090596.1
OG0009819	XP_023404908.1	XP_040594328.1
OG0009820	XP_010585041.1	XP_012973474.1
OG0009821	XP_003415134.1	XP_040608255.1
OG0009822	XP_003406818.1	XP_040613757.1
OG0009823	XP_003406422.1	XP_005082623.1
OG0009824	XP_023414133.1	XP_012972911.1
OG0009826	XP_023404029.1	XP_021084808.1
OG0009827	XP_010588493.1	XP_005073495.1
OG0009828	XP_023404008.1	XP_021084831.1
OG0009829	XP_003410326.2	XP_040594209.1
OG0009830	XP_010600051.1	XP_005082929.1
OG0009831	XP_003422480.1	XP_012978071.1
OG0009832	XP_023394441.1	XP_021090255.1
OG0009833	XP_010589281.1	XP_040594451.1
OG0009834	XP_003411021.1	XP_040593742.1
OG0009835	XP_023404986.1	XP_040593186.1
OG0009837	XP_023404962.1	XP_040593535.1, XP_012969819.1
OG0009839	XP_010589246.1	XP_005071330.1
OG0009840	XP_003410889.2	XP_005073531.1
OG0009841	XP_010589243.2	XP_040594563.1
OG0009842	XP_023404909.1	XP_040595050.1
OG0009843	XP_003411024.2	XP_005071366.1
OG0009844	XP_003410929.1	XP_005071389.1
OG0009845	XP_023404910.1	XP_040595121.1
OG0009847	XP_023410039.1	XP_021083589.1
OG0009848	XP_003414937.1	XP_005071533.3, XP_040594875.1
OG0009849	XP_010593286.1	XP_040593738.1
OG0009850	XP_003415264.1	XP_040595013.1
OG0009851	XP_003415263.1	XP_005071461.1
OG0009852	XP_023405085.1	XP_012974610.3
OG0009853	XP_003411059.1	XP_012974586.1
OG0009854	XP_023405100.1	XP_040594331.1
OG0009855	XP_003410973.2	XP_021087529.2
OG0009856	XP_010589366.1	XP_040594400.1
OG0009857	XP_003410983.1	XP_005078180.1
OG0009858	XP_003410987.1	XP_040593549.1
OG0009859	XP_023409866.1	XP_005080155.1
OG0009860	XP_003415202.1	XP_021088733.1
OG0009861	XP_010593138.1, XP_023409854.1	XP_012976064.1
OG0009862	XP_003415195.1	XP_040608410.1
OG0009863	XP_003415188.1	XP_005080189.1
OG0009864	XP_023409830.1	XP_005080196.1
OG0009865	XP_023409704.1	XP_040608352.1
OG0009868	XP_023409790.1	XP_040608321.1
OG0009869	XP_003415150.1	XP_005080252.1
OG0009870	XP_003414964.1	XP_040608280.1
OG0009871	XP_003415138.1	XP_040608263.1
OG0009872	XP_003415132.1	XP_021088692.1
OG0009873	XP_023399592.1	XP_040597502.1
OG0009874	XP_023399593.1	XP_040597499.1
OG0009875	XP_023399596.1	XP_005076524.1
OG0009876	XP_003406361.1	XP_005076525.1
OG0009877	XP_003406776.1, XP_003406363.1	XP_005076527.1
OG0009878	XP_003406375.1	XP_021090443.2
OG0009879	XP_010585090.1	XP_040613811.1
OG0009880	XP_003406388.1	XP_040613808.1
OG0009881	XP_003406797.1	XP_005065406.1
OG0009882	XP_003406395.1	XP_040613800.1
OG0009883	XP_010585104.1	XP_005065419.1
OG0009884	XP_023399687.1	XP_040613791.1
OG0009885	XP_003406413.1	XP_005083089.1
OG0009886	XP_023399926.1	XP_040608825.1
OG0009887	XP_023399927.1	XP_005082612.2
OG0009888	XP_010585433.1	XP_040597652.1
OG0009889	XP_023399767.1	XP_040597606.1
OG0009890	XP_003406438.1	XP_005074695.1
OG0009891	XP_010585037.1	XP_021086549.1
OG0009892	XP_010585040.1	XP_012973459.1
OG0009894	XP_010585407.1	XP_012973509.1
OG0009896	XP_003406265.1	XP_005065212.1
OG0009897	XP_003408896.2	XP_012967710.1
OG0009898	XP_023402379.1	XP_005068357.1
OG0009899	XP_003408874.1	XP_021081853.1
OG0009900	XP_010587118.1	XP_005068443.1
OG0009901	XP_003420977.2	XP_040596674.1
OG0009902	XP_003420976.1	NP_001268553.1
OG0009903	XP_003420979.1	XP_040596422.1
OG0009904	XP_023395892.1	XP_040596543.1
OG0009905	XP_023395854.1	XP_040596446.1
OG0009906	XP_023395895.1	XP_005085644.1
OG0009907	XP_010598834.1	XP_040596652.1
OG0009908	XP_003421012.2	XP_005085666.2
OG0009909	XP_023395880.1	XP_012980364.1
OG0009910	XP_003421016.1	XP_040596542.1
OG0009911	XP_003421064.1	XP_005075410.1
OG0009912	XP_010586875.1	XP_040599044.1
OG0009913	XP_003408498.1	XP_040599039.1
OG0009914	XP_023401879.1	XP_021088872.1
OG0009916	XP_010586899.1	XP_040598992.1
OG0009917	XP_003408499.1	XP_040598981.1
OG0009918	XP_010586905.1	XP_040598974.1
OG0009919	XP_023401897.1	XP_040598955.1, XP_040598954.1
OG0009920	XP_003408592.2	XP_040598942.1
OG0009921	XP_003408524.1	XP_005072859.1
OG0009922	XP_010586921.1	XP_021084483.1
OG0009923	XP_003408618.1	XP_005072852.1
OG0009924	XP_010587194.2	XP_005072846.1
OG0009925	XP_003408668.1	XP_005085849.1
OG0009926	XP_003408691.1	XP_040591702.1, XP_012966582.2
OG0009927	XP_003408696.1	XP_005085861.1
OG0009928	XP_003408536.1	XP_021078439.1
OG0009929	XP_003408713.2	XP_005085794.1
OG0009930	XP_010586959.1	XP_005085800.1
OG0009931	XP_003408735.1	XP_040598880.1
OG0009932	XP_003408737.1	XP_040599307.1
OG0009933	XP_003408751.2	XP_040598849.1
OG0009934	XP_003408761.1	XP_005072810.1, XP_040584094.1
OG0009936	XP_003408775.1	XP_005072791.1
OG0009937	XP_010587013.1	XP_040598742.1
OG0009938	XP_023402106.1	XP_005072866.1
OG0009939	XP_010587029.1	XP_005072755.1
OG0009940	XP_023402409.1	XP_012980935.1
OG0009941	XP_010587045.1	XP_005086441.1
OG0009942	XP_010587047.1	XP_005086434.1
OG0009943	XP_003408815.1	XP_005086436.1
OG0009944	XP_003408818.1	XP_040598683.1
OG0009945	XP_003408822.1	XP_005086432.2
OG0009946	XP_003408828.2	NP_001268617.1
OG0009947	XP_023402162.1	XP_040598644.1
OG0009948	XP_023402176.1	XP_040598639.1
OG0009949	XP_003408838.2	XP_005084056.1
OG0009950	XP_010587073.1	XP_040598628.1
OG0009951	XP_010587084.1	XP_005084052.1
OG0009952	XP_003408846.2	XP_040598615.1
OG0009953	XP_023402197.1	XP_040599252.1
OG0009954	XP_003408855.1	XP_005068482.1
OG0009955	XP_010587096.1	XP_005068480.1
OG0009956	XP_023402231.1	XP_005068474.1
OG0009957	XP_003408890.1	XP_005068437.1
OG0009958	XP_003408891.1	XP_005068434.1
OG0009960	XP_023402343.1	XP_040598465.1
OG0009961	XP_003408680.1	XP_040598467.1
OG0009962	XP_023402321.1	XP_040598408.1
OG0009963	XP_023402312.1	XP_040598369.1
OG0009964	XP_010587176.1	XP_005068372.1
OG0009965	XP_023402430.1	XP_005068358.1
OG0009966	XP_023402432.1	XP_040598289.1
OG0009967	XP_010587180.2	XP_040598287.1
OG0009968	XP_003408656.1	XP_021081795.2, XP_040597892.1
OG0009969	XP_003405962.1	XP_005070586.1
OG0009970	XP_003414690.1	XP_012973116.1
OG0009971	XP_023409353.1	XP_005075900.1
OG0009972	XP_003419809.1	XP_005067044.1
OG0009973	XP_010600308.1	XP_005085472.1
OG0009974	XP_010595339.2	XP_005069838.1
OG0009977	XP_003417321.1	XP_021082637.1
OG0009978	XP_003414516.1	XP_005087430.1
OG0009979	XP_003414478.1	XP_005075992.1
OG0009980	XP_010592696.1	XP_005075986.1
OG0009981	XP_003420042.1	XP_005069828.1
OG0009982	XP_023412512.1	XP_040606163.1
OG0009983	XP_023412550.1	XP_005069853.1
OG0009984	XP_023412480.1	XP_005069875.1
OG0009985	XP_010595199.1	XP_005069882.2
OG0009986	XP_023412485.1	XP_040606077.1
OG0009987	XP_023412598.1	XP_005069895.1
OG0009988	XP_023412634.1	XP_005069928.1
OG0009989	XP_003417432.1	XP_005070264.2
OG0009990	XP_023412498.1	XP_040605998.1
OG0009991	XP_023412653.1	XP_040605993.1
OG0009992	XP_023412660.1	XP_005069972.1
OG0009993	XP_003417315.1, XP_010595264.1	XP_005069985.1
OG0009994	XP_023412676.1	XP_005069990.1
OG0009995	XP_023412506.1	XP_005069992.1
OG0009996	XP_003417322.1	XP_040605971.1
OG0009997	XP_003417242.1	XP_005070016.1
OG0009998	XP_003417325.1	XP_005070015.1
OG0009999	XP_003417248.1	XP_005070024.2
OG0010000	XP_023412713.1	XP_040605949.1
OG0010001	XP_023412746.1	XP_021082796.1
OG0010002	XP_023412761.1	XP_040605886.1
OG0010003	XP_010592872.1	XP_012968940.1
OG0010004	XP_010592858.1	XP_040605860.1
OG0010005	XP_023409564.1	XP_021082809.2
OG0010006	XP_003414368.1	XP_040603830.1, NP_001268510.1
OG0010007	XP_023409555.1	XP_040605845.1
OG0010008	XP_010592849.1	XP_012968838.1
OG0010009	XP_010592847.1	XP_005070294.1
OG0010011	XP_010592818.2	XP_005070171.1
OG0010012	XP_010592817.1	XP_005070169.1
OG0010013	XP_023409196.1	XP_040605759.1
OG0010014	XP_003414336.1	XP_005070156.1
OG0010015	XP_010592928.1	XP_005070307.1
OG0010016	XP_003414331.1	XP_005070143.1
OG0010017	XP_023409193.1	XP_040605779.1
OG0010018	XP_003414536.1	XP_040605784.1
OG0010019	XP_023409501.1	XP_005070128.1
OG0010020	XP_003414314.1	XP_012968910.1
OG0010021	XP_023409492.1	XP_040605681.1
OG0010022	XP_023409491.1	XP_005070201.1
OG0010023	XP_003414301.1	XP_005070206.1
OG0010024	XP_003414299.1	XP_005070208.1
OG0010025	XP_023409483.1	XP_012968832.1
OG0010026	XP_023409477.1	XP_005070217.1
OG0010027	XP_010592764.1	XP_012981653.2
OG0010028	XP_003414283.1	XP_005087449.1
OG0010029	XP_010592754.1	XP_040605628.1
OG0010030	XP_003414275.1	XP_040605627.1
OG0010031	XP_003414518.1	XP_005087434.1
OG0010032	XP_023409187.1	XP_040605622.1
OG0010033	XP_003414762.1	XP_021086254.1, XP_005076024.1
OG0010034	XP_003414754.1	XP_040605584.1
OG0010035	XP_010592716.1	XP_040605581.1
OG0010036	XP_010592690.1	XP_021086230.1
OG0010037	XP_023409403.1	XP_040605554.1
OG0010038	XP_023409164.1, XP_010592680.1	XP_040605542.1
OG0010039	XP_023409398.1	XP_021086218.1
OG0010040	XP_023409395.1	XP_040605535.1
OG0010041	XP_010592677.2	XP_040605528.1
OG0010042	XP_003414722.2	XP_040605518.1
OG0010043	XP_023409394.1	XP_040605516.1
OG0010044	XP_010592910.1	XP_005076080.1
OG0010045	XP_003414715.1	XP_005075943.1
OG0010046	XP_003414710.1	XP_005075934.1
OG0010047	XP_003414706.1	XP_012973077.2
OG0010048	XP_003414454.1	XP_005075926.1
OG0010049	XP_023409370.1	XP_005075919.1
OG0010050	XP_023409362.1	XP_005075913.1
OG0010051	XP_003414660.1	XP_005075882.1
OG0010052	XP_003414657.1	XP_040605404.1
OG0010053	XP_010592605.1, XP_003414435.1	XP_040605394.1
OG0010054	XP_003414651.1	XP_040605393.1
OG0010055	XP_023409152.1	XP_012973149.1
OG0010056	XP_010592600.1	XP_005075852.1
OG0010057	XP_023409150.1	XP_005076958.1
OG0010058	XP_010592894.1	XP_040605338.1
OG0010059	XP_003414414.2	XP_040603951.1
OG0010060	XP_003414614.1	XP_040603832.1, NP_001268538.1
OG0010061	XP_023409147.1	XP_040605299.1
OG0010062	XP_023409253.1	XP_005076989.1
OG0010063	XP_003414401.2	XP_040605268.1
OG0010064	XP_010592536.1	XP_021086769.1
OG0010065	XP_010592525.1	XP_005077032.1
OG0010066	XP_023409143.1	XP_005077041.1
OG0010067	XP_003414576.1	XP_040589541.1
OG0010068	XP_023409216.1	XP_005077044.1
OG0010069	XP_003414573.1	XP_040605185.1
OG0010070	XP_003416952.1	XP_005077071.3
OG0010071	XP_010594746.1	XP_021086816.2
OG0010072	XP_023411892.1	XP_040605168.1
OG0010073	XP_003416982.1	XP_005077080.1
OG0010074	XP_023411964.1	XP_005077087.1
OG0010075	XP_003417053.1	XP_040605156.1
OG0010076	XP_010594948.1	XP_005067445.1
OG0010077	XP_003417023.1	XP_040605089.1
OG0010078	XP_003416861.1	XP_040605083.1
OG0010079	XP_003416864.2	XP_012967262.1, XP_005067455.1
OG0010080	XP_023411898.1	XP_005067457.1
OG0010081	XP_003416865.1	XP_040605069.1
OG0010082	XP_003416886.2	XP_005067486.1
