Orthogroup	Loxodonta_africana	Mus_musculus
OG0005657	XP_003404754.1	NP_001334391.1
OG0005658	XP_003404748.1	XP_006532904.1, NP_766145.1
OG0005659	XP_010588899.1	NP_536713.1
OG0005660	XP_003404516.3	NP_001120810.1, NP_613066.2
OG0005661	XP_003407350.1	XP_006537872.1
OG0005662	XP_023400941.1	NP_001171051.1, NP_001257360.1, NP_001257361.1
OG0005663	XP_003407894.1	NP_068683.1
OG0005664	XP_010585992.1	NP_996992.1, XP_006538167.1, NP_062387.2
OG0005665	XP_003407819.1	NP_080973.1
OG0005666	XP_023400968.1	NP_033866.4
OG0005668	XP_023399629.1, XP_023398413.1	NP_659105.2
OG0005669	XP_010601162.1	NP_032101.3
OG0005670	XP_003404345.1	NP_951013.1
OG0005671	XP_023397438.1	XP_006523598.1, NP_001185760.1
OG0005672	XP_003422316.1	NP_001411919.1, NP_035820.3
OG0005673	XP_003422306.1	NP_033910.2, XP_006523594.1
OG0005674	XP_003422304.1	NP_063926.1
OG0005675	XP_003421082.1	NP_766615.1
OG0005676	XP_023400738.1	XP_006525077.1, NP_076223.3
OG0005677	XP_023401903.1	NP_083067.1
OG0005678	XP_023400262.1	XP_006525162.1, NP_690036.4
OG0005679	XP_003404237.1	NP_031658.1, NP_001075104.1, NP_001075105.1, XP_011244564.1
OG0005680	XP_010585961.1	NP_001397116.1
OG0005681	XP_023399889.1	XP_006524986.1, NP_780377.1
OG0005683	XP_023400957.1	NP_001391041.1, NP_001241882.1, XP_006523441.1
OG0005684	XP_023400431.1	NP_796209.2
OG0005685	XP_003404460.1	NP_032948.1
OG0005686	XP_010584736.1	XP_006511233.1, NP_848853.2
OG0005687	XP_003404422.1	NP_001387706.1, NP_077157.2
OG0005688	XP_023410009.1	NP_955020.2, XP_030100298.1
OG0005689	XP_023405994.1	XP_006512633.1, NP_612188.1
OG0005690	XP_010589267.1, XP_003408305.1	NP_032313.2
OG0005691	XP_003408458.1	XP_006520118.1, NP_663444.2
OG0005692	XP_023401826.1	NP_001355594.1
OG0005693	XP_003408316.1	NP_073559.3, NP_001157938.1
OG0005694	XP_010586756.1	NP_778174.1
OG0005695	XP_003408324.1	NP_766404.1
OG0005696	XP_023401723.1	NP_796199.1, XP_006521143.1
OG0005697	XP_003408352.1	XP_006521456.1, NP_808487.2
OG0005698	XP_003408358.1	NP_775541.1, XP_006520990.1
OG0005700	XP_010589741.1	XP_036021473.1, NP_076273.1
OG0005701	XP_023410798.1	NP_598682.2
OG0005702	XP_023410817.1, XP_003415920.1	NP_081226.1
OG0005703	XP_003415928.1	NP_001153051.1, NP_001153049.1
OG0005704	XP_010585698.1	NP_031620.1
OG0005705	XP_003407074.1	NP_543123.2, XP_036008299.1
OG0005706	XP_023400417.1	XP_006505094.1, NP_001032954.1
OG0005707	XP_010585551.1	NP_001289282.1
OG0005708	XP_003407119.1	NP_001334142.1
OG0005709	XP_023400090.1	XP_036021932.1
OG0005710	XP_023400336.1	XP_006505098.1, NP_112475.1
OG0005711	XP_003411140.1	XP_006503156.1, NP_758500.2
OG0005712	XP_003411147.1	NP_001020738.1, NP_570935.3, XP_017175446.1
OG0005713	XP_010599280.2	NP_065260.2
OG0005714	XP_003415553.1	NP_080836.3
OG0005715	XP_023410293.1	NP_700451.2, XP_011238780.1
OG0005716	XP_023410285.1	NP_694817.2, XP_036020430.1
OG0005717	XP_003416389.2	NP_062690.2, NP_001157263.1
OG0005721	XP_003415611.2	XP_036020311.1, NP_573513.2, NP_001153053.1, NP_001303676.1
OG0005722	XP_023396679.1	NP_001122106.1, XP_006518907.1
OG0005723	XP_023396392.1	NP_056587.2
OG0005724	XP_003405263.1	NP_056596.1
OG0005725	XP_023414927.1	NP_001355665.1
OG0005726	XP_023415313.1	NP_031910.1, NP_001366385.1
OG0005727	XP_023415691.1	NP_598429.1, XP_006513434.1
OG0005728	XP_023415734.1	XP_030101220.1
OG0005729	XP_010597988.1	NP_080135.2, XP_030100660.1
OG0005730	XP_023395518.1	XP_030100815.1, NP_619614.1
OG0005731	XP_003417570.1	NP_001397372.1
OG0005732	XP_003418537.1	NP_848788.2, XP_030108393.1, NP_001240648.1
OG0005733	XP_023406341.1	NP_001106821.1, XP_006508880.1, NP_795925.1, NP_001273398.1
OG0005734	XP_010596473.1	NP_081532.1
OG0005735	XP_023395344.1	NP_001404551.1, NP_598435.1
OG0005736	XP_003420312.1	NP_001094977.1
OG0005737	XP_003420275.1	NP_001397613.1
OG0005738	XP_003418652.1	NP_001139780.1
OG0005739	XP_023403813.1	NP_001240821.1
OG0005740	XP_023403845.1	XP_006535849.1, NP_071863.1
OG0005741	XP_010590734.1, XP_010590733.1	NP_032898.2, XP_036009719.1
OG0005742	XP_010590838.1	NP_001193778.1
OG0005743	XP_010590818.2	XP_017168016.1, NP_062708.1
OG0005744	XP_010590819.1	NP_038550.2, XP_017168059.1
OG0005745	XP_023406975.1	NP_080554.1, XP_006509546.1
OG0005747	XP_023406155.1	NP_001153215.1
OG0005748	XP_003411914.1	NP_742046.2
OG0005749	XP_010590208.1	NP_061283.2
OG0005750	XP_003411926.1	XP_006515238.1, NP_080623.2
OG0005751	XP_003411929.1	XP_006515114.1, NP_065639.2
OG0005752	XP_010590281.1, XP_023406287.1	NP_001408377.1
OG0005753	XP_010590306.1	XP_006504224.1, NP_598517.1
OG0005754	XP_023406331.1	NP_084455.2
OG0005755	XP_003422071.1	XP_006495909.1, NP_700457.1
OG0005756	XP_023412788.1	NP_001139560.1, NP_062324.2, NP_001139559.1
OG0005757	XP_023408574.1	NP_291084.1, XP_006506870.1
OG0005758	XP_003413735.1	XP_011239547.1, NP_032664.1
OG0005759	XP_010591942.1	NP_062415.1
OG0005760	XP_003409662.1	NP_919324.2, NP_001159424.1, XP_011238402.1, NP_001159425.1
OG0005761	XP_003409666.1	NP_780761.1
OG0005762	XP_010587908.1	NP_001397040.1
OG0005763	XP_010587775.1	NP_082207.2
OG0005764	XP_023403132.1	XP_036018952.1, NP_659148.2, NP_001288634.1
OG0005765	XP_023411007.1	XP_006524409.1, NP_001028539.1
OG0005766	XP_023415304.1	XP_036017598.1, NP_653115.1
OG0005767	XP_003419614.1	NP_705781.1, XP_011246921.1
OG0005768	XP_003407244.1	XP_006535868.1, NP_081260.1
OG0005769	XP_023400256.1	NP_083253.1
OG0005770	XP_003407231.1	NP_035333.2, NP_001343520.1, NP_001343521.1, XP_036020804.1, NP_001343519.1
OG0005771	XP_003407221.1	XP_030109906.1, NP_083158.3
OG0005772	XP_023398105.1	NP_058570.1
OG0005773	XP_023406683.1	NP_001292187.1
OG0005774	XP_010600322.1	NP_001361597.1, NP_034951.2
OG0005775	XP_010599196.1	XP_036018484.1
OG0005776	XP_003421377.1	XP_011237707.1, NP_001408002.1, NP_892035.2, NP_001129553.1, NP_001408001.1, NP_001408000.1
OG0005777	XP_003412295.1	XP_006499230.1, NP_001171201.1, NP_001342208.1, NP_038867.2
OG0005778	XP_003412306.1	NP_001403867.1, NP_031725.1
OG0005779	XP_023406456.1	XP_006499317.1, NP_001277702.1
OG0005780	XP_023397594.1	NP_001272419.1, XP_006508567.1, NP_001272418.1, NP_032698.1
OG0005781	XP_023397587.1	NP_077251.1
OG0005782	XP_003422666.1	NP_001106844.3, NP_001074839.3
OG0005783	XP_023415278.1, XP_003419580.1	NP_001334465.2
OG0005784	XP_003419439.1	NP_001390539.1, NP_001390538.1, NP_062322.3, NP_001154900.2
OG0005785	XP_003419594.1	NP_001263213.1, NP_057875.1, NP_001396683.1, NP_001396682.1, XP_036017297.1
OG0005786	XP_023415509.1	NP_080165.1, NP_001072117.1
OG0005787	XP_003419659.1	NP_064308.2
OG0005788	XP_023415525.1	NP_036151.1
OG0005789	XP_010597390.1	XP_006526704.1
OG0005790	XP_003419538.1	XP_006527365.1, NP_598450.1, NP_001355113.1
OG0005791	XP_010600262.1, XP_003423184.1, XP_003423182.1, XP_003422384.1	NP_666855.1, NP_001011835.1
OG0005792	XP_003417552.2	NP_081830.2
OG0005793	XP_010588869.1	NP_058554.1
OG0005794	XP_010588832.1	NP_062383.2
OG0005795	XP_023404394.1, XP_003410548.1	NP_765987.2, XP_006506591.1
OG0005796	XP_010594711.2	NP_001020552.1
OG0005797	XP_003416734.3	NP_036076.2, XP_036017049.1
OG0005798	XP_023411837.1	NP_034896.1
OG0005799	XP_003406070.1	NP_001385605.1
OG0005800	XP_023398735.1	NP_001342225.1
OG0005801	XP_003405893.1	NP_892039.1
OG0005802	XP_023396751.1	NP_001152995.1
OG0005803	XP_023403448.1	NP_082645.1
OG0005804	XP_023403864.1, XP_003410000.2	XP_006506457.1, NP_061232.1
OG0005805	XP_010588465.1	NP_032018.2, XP_006505593.1, NP_001074906.1
OG0005806	XP_003409786.1	NP_766318.2, XP_030111207.1
OG0005807	XP_003409803.1	NP_848818.1
OG0005808	XP_003409806.1, XP_023403695.1	NP_001334285.1
OG0005809	XP_023403705.1	NP_665825.2, NP_001029201.1
OG0005810	XP_003409816.1	NP_598687.1
OG0005811	XP_003409820.1	NP_536696.4
OG0005812	XP_010588347.2	XP_006505790.1, NP_032805.2
OG0005813	XP_003409864.1	NP_001413985.1
OG0005814	XP_003410096.1	XP_006518618.1
OG0005815	XP_023403870.1	XP_006518538.1
OG0005816	XP_003410102.1	NP_598522.4
OG0005817	XP_010588046.1	XP_006518648.1, NP_001411400.1
OG0005818	XP_003409897.1	NP_001295393.1
OG0005819	XP_010588067.2	NP_067542.3, XP_006511842.1
OG0005820	XP_023403447.1	XP_006511717.1, NP_001400491.1, NP_033100.2
OG0005821	XP_003409921.1	NP_035764.2
OG0005822	XP_003409713.1	NP_001346357.1, XP_030100576.1, NP_084351.1
OG0005823	XP_023403538.1, XP_023403533.1, XP_023403537.1	NP_001406571.1
OG0005824	XP_003413565.1	XP_030099615.1, NP_001355320.1, NP_081757.1
OG0005825	XP_010591758.1, XP_010591760.1	NP_001317616.1, NP_035949.2
OG0005826	XP_023407986.1, XP_003413068.1	NP_001411735.1
OG0005827	XP_010591534.1	XP_011240619.1
OG0005828	XP_003413094.1	NP_001028335.1
OG0005829	XP_003413095.1	XP_030100875.1
OG0005830	XP_023407643.1	NP_033081.3
OG0005831	XP_010591576.2	NP_080064.3, XP_006531355.1
OG0005832	XP_023408097.1	NP_032561.2, XP_006530807.1
OG0005833	XP_023408109.1	NP_081463.1
OG0005834	XP_003413124.1	XP_036018667.1, NP_001001493.1
OG0005835	XP_023407691.1	NP_001182460.1
OG0005836	XP_003413417.1	XP_011240868.1, NP_001185723.2
OG0005837	XP_010599143.1	NP_001346052.1
OG0005838	XP_023396270.1	NP_001002842.2
OG0005839	XP_003421939.1	XP_006513357.1
OG0005840	XP_023396748.1	NP_081657.1
OG0005841	XP_010599769.1	NP_663396.1, XP_017169383.1
OG0005842	XP_023397565.1	XP_017169541.1, NP_079589.2
OG0005843	XP_023397554.1	NP_031751.1
OG0005844	XP_023397552.1	XP_036011628.1
OG0005845	XP_010601125.1	NP_766253.2, NP_001346931.1
OG0005846	XP_010590484.1	NP_001108559.1
OG0005847	XP_010593782.1	XP_036010831.1, NP_001164258.1
OG0005848	XP_010593686.2	XP_017168908.1, NP_795950.3
OG0005849	XP_003415628.1	NP_082555.2, NP_001344328.1, NP_001344329.1
OG0005850	XP_003420123.2	NP_079684.2
OG0005851	XP_023394807.1	XP_011239939.1
OG0005852	XP_010597881.1	NP_001405392.1, NP_057929.1
OG0005853	XP_023394792.1	NP_033840.2, XP_011239959.1
OG0005854	XP_023394660.1, NP_001269040.1	NP_001075148.1, XP_017167892.1, NP_001269017.1
OG0005855	XP_010599274.1	NP_001371113.1
OG0005856	XP_023406366.1	NP_001229294.1, NP_001229292.1, NP_950174.1, XP_006508314.1, NP_001229293.1
OG0005858	XP_023406636.1	XP_006508115.1, NP_001035790.1
OG0005859	XP_010596657.1	NP_598612.1, NP_001036117.1, XP_030102424.1
OG0005860	XP_010590478.1	NP_001277715.1, NP_766567.1
OG0005861	XP_003412668.1	NP_780325.1
OG0005862	XP_003412716.2, XP_023407067.1	XP_006519609.1, NP_081857.1, NP_001391566.1
OG0005863	XP_010590904.1	NP_080490.3
OG0005864	XP_023407033.1	NP_780578.1
OG0005866	XP_010587707.1	NP_291085.1, NP_057932.2
OG0005867	XP_023403033.1	XP_017171477.1
OG0005868	XP_023408944.1	NP_082927.1, XP_006519573.1, NP_001347528.1, NP_001347527.1
OG0005869	XP_010592315.1	NP_056619.1
OG0005870	XP_023408983.1	XP_006508824.1, NP_848823.2
OG0005871	XP_010591900.1	XP_036009778.1, NP_758486.1
OG0005872	XP_023411127.1	NP_038693.1
OG0005873	XP_023403582.1	NP_080455.1
OG0005874	XP_023410575.1	NP_001034454.1, NP_032640.1
OG0005875	XP_003409983.1	XP_036010724.1, NP_848791.3
OG0005876	XP_003409766.1	NP_001271437.1, NP_001397165.1
OG0005877	XP_003409980.3	NP_001369764.1, XP_006512311.1, NP_001344275.2, NP_081191.1
OG0005878	XP_010588450.1	XP_006512442.1, NP_083371.2
OG0005879	XP_003415774.1	NP_035373.1, NP_001276691.1, NP_001276689.1, NP_001276690.1
OG0005880	XP_003421159.1, XP_003415788.1	NP_001271275.1, XP_030101284.1
OG0005881	XP_003420026.1	NP_035008.2
OG0005882	XP_023394612.1	XP_006511307.3, NP_001070892.1
OG0005883	XP_010594270.1	XP_011241021.1
OG0005884	XP_023411181.1	NP_775574.1
OG0005885	XP_003416186.1, XP_010594239.1, XP_010594238.1	NP_001258964.1
OG0005886	XP_023405721.1	NP_473409.1
OG0005887	XP_003415768.1	NP_001365395.1
OG0005888	XP_003411792.1	NP_080701.1
OG0005889	XP_003411505.1	XP_011238131.1, NP_001153112.1, NP_780434.1, NP_001153113.1
OG0005890	XP_003411606.2	XP_006499570.1, NP_932146.2
OG0005891	XP_023405824.1	XP_036015809.1, NP_035556.3
OG0005892	XP_023405675.1	XP_006499667.1, NP_001074631.1
OG0005893	XP_010589882.1	NP_899085.3
OG0005894	XP_010589886.1	NP_938085.1, NP_001278003.1
OG0005895	XP_023404497.1, XP_023405694.1	NP_001291457.1, NP_057870.3
OG0005896	XP_003411752.1	XP_006499126.1
OG0005897	XP_023406030.1	NP_001278083.1, XP_006499721.1, NP_038759.1, NP_001278081.1
OG0005898	XP_023406031.1	NP_001359507.1
OG0005899	XP_023406046.1	XP_006500130.1, NP_080272.1, NP_001278084.1
OG0005901	XP_010597732.1	XP_006499044.1, NP_035331.3
OG0005902	XP_010597742.2	NP_001341907.1
OG0005903	XP_003419945.1	XP_006500549.1, NP_780512.2
OG0005904	XP_023394530.1	NP_067369.2
OG0005905	XP_003419971.1	NP_079807.1
OG0005906	XP_003421820.1	XP_017173482.1, NP_653083.2
OG0005907	XP_010589859.1	NP_001157001.1, XP_006498639.2, NP_291093.2
OG0005908	XP_023407124.1	NP_062522.1, XP_006509236.1
OG0005909	XP_023408843.1	NP_083740.1
OG0005910	XP_023408864.1, XP_010592222.1	NP_619593.2
OG0005911	XP_010590840.1	NP_067455.5
OG0005912	XP_023406733.1	NP_001240641.1
OG0005913	XP_003412505.1	NP_067433.1
OG0005914	XP_003412508.1	XP_017171415.1
OG0005915	XP_003412526.1, XP_023406793.1	XP_006519501.1, NP_001157554.1, NP_080221.3
OG0005916	XP_023413597.1	XP_006496548.1
OG0005917	XP_003421214.2	NP_001153412.1, NP_765999.3, XP_006529940.1
OG0005918	XP_003414043.1	NP_665836.2
OG0005919	XP_003419180.1	NP_034157.1
OG0005920	XP_023394978.1	XP_036021341.1
OG0005921	XP_023394994.1	XP_017176501.1, NP_063928.2
OG0005922	XP_010598202.2	XP_011246524.1
OG0005923	XP_023415250.1	NP_001405187.1, NP_665852.1, XP_030110373.1, NP_001405185.1
OG0005924	XP_003419330.2	NP_663540.1, XP_006530361.1
OG0005925	XP_003419407.1	NP_001411684.1
OG0005926	XP_003419410.1	NP_035807.2, NP_001035781.1, XP_006530347.1
OG0005928	XP_023415210.1	XP_017176417.1, NP_796266.2
OG0005929	XP_003419136.1	NP_598794.2
OG0005930	XP_010597052.1	NP_001349808.1
OG0005931	XP_010597049.2, XP_023415012.1	NP_083734.1, NP_001404894.1, XP_011242079.1
OG0005932	XP_010597041.1	XP_006514934.1, XP_006524320.1, NP_001347132.1, NP_808387.2
OG0005933	XP_003419241.1	XP_017169738.1, NP_031905.1
OG0005934	XP_023415092.1	XP_006514957.1
OG0005935	XP_023415091.1	XP_006514350.1, NP_001346201.1, NP_001346199.1, NP_001346200.1
OG0005936	XP_003419200.1	NP_080371.1
OG0005937	XP_023415265.1	NP_058678.1, XP_017172433.1, NP_058679.1
OG0005938	XP_010597006.1	NP_001365953.1
OG0005939	XP_003419348.1	NP_849253.2
OG0005940	XP_023404807.1	NP_997093.2, XP_011239406.1
OG0005941	XP_003410688.1	XP_006506337.2, NP_001034758.1, NP_001289707.1, NP_848902.4, NP_001289708.1
OG0005942	XP_003410705.1	NP_001342149.1
OG0005943	XP_010589153.1, XP_003410710.1	XP_036021745.1, NP_660112.1
OG0005944	XP_023404849.1	NP_033909.1
OG0005946	XP_003410857.1	NP_058666.1
OG0005947	XP_010589171.1	NP_064369.1
OG0005948	XP_003405384.2	NP_001342615.1, NP_080054.1
OG0005949	XP_003405709.1	XP_006505565.1, NP_001275556.1, NP_001275557.1, NP_034258.1
OG0005950	XP_023411421.1	XP_036015418.1
OG0005951	XP_023411605.1	NP_033963.1
OG0005952	XP_023412767.1	XP_006520581.1
OG0005953	XP_023412769.1	NP_653130.2, NP_001343504.1, XP_006520357.1
OG0005954	XP_003405527.1	NP_109645.1, NP_001398913.1, XP_036015534.1
OG0005955	XP_023412975.1	NP_001316419.1, NP_031527.1, NP_001316418.1
OG0005956	XP_023404735.1	NP_083006.1
OG0005957	XP_010587585.2	NP_036090.2
OG0005958	XP_010587415.1	NP_001156943.1
OG0005959	XP_003409262.1	NP_766427.1, XP_017173689.1
OG0005960	XP_003409229.1	NP_082305.1
OG0005961	XP_003419709.1, XP_003419714.1	XP_011240190.1, NP_080931.1
OG0005962	XP_010597550.1	NP_067277.2
OG0005963	XP_003408992.1	NP_001002238.1, NP_001002241.1, NP_113564.2, NP_001002240.1, XP_006527536.1
OG0005964	XP_003420048.1	XP_006538179.1, NP_064353.2
OG0005965	XP_023401550.1	XP_006495610.1, NP_001011873.1
OG0005966	XP_003408401.1	NP_444421.3
OG0005967	XP_023401635.1	NP_001091701.1, NP_001277320.1, NP_001091700.1, NP_001028625.1, NP_001277316.1
OG0005968	XP_003418683.1	NP_991352.2
OG0005969	XP_003418684.1, XP_023414541.1	NP_034360.2
OG0005970	XP_023414412.1, XP_023414409.1	XP_006500238.1
OG0005971	XP_023414424.1	NP_001038988.1, XP_006499328.1
OG0005972	XP_003418723.1	NP_001171270.1, NP_031627.2
OG0005973	XP_003420208.1	NP_001277920.1, NP_997615.1
OG0005974	XP_023395270.1	XP_006510998.1, NP_001074791.1
OG0005975	XP_010596294.1	NP_033385.2, XP_006511082.1
OG0005976	XP_003418380.1	NP_001344840.1, NP_080613.1, NP_079966.2, XP_006511412.1
OG0005977	XP_010596353.1	NP_001395541.1, XP_006511049.1
OG0005978	XP_023408676.1	NP_001397105.1
OG0005979	XP_003413885.1	XP_006511522.1, NP_082325.2
OG0005980	XP_023414029.1, XP_023414030.1	NP_780694.3
OG0005981	XP_023403902.1	NP_038946.2, XP_006523118.1
OG0005982	XP_023404193.1	NP_001104491.1
OG0005983	XP_003419067.1, XP_010589780.1	NP_062410.1
OG0005984	XP_010596961.1	XP_006522949.1, NP_112451.1
OG0005985	XP_023414902.1	XP_036016291.1
OG0005986	XP_023404380.1	NP_536699.2
OG0005987	XP_023404340.1	NP_033941.3
OG0005988	XP_023404339.1, XP_010588806.1, XP_010588807.1	NP_080055.3, XP_036019122.1
OG0005989	XP_003410431.2	NP_001156927.1
OG0005990	XP_023404268.1	XP_030108199.1, NP_001357791.1
OG0005991	XP_003414140.1	NP_001345943.1, XP_036020670.1, NP_034227.3, NP_001345945.1
OG0005992	XP_003414170.1	XP_006535252.1, NP_001156507.1, NP_080697.2
OG0005993	XP_003414180.1	NP_542439.1
OG0005994	XP_023396504.1	NP_001346340.1
OG0005995	XP_023396174.1	NP_067471.1, NP_067472.1, XP_006522497.1, NP_067470.1
OG0005997	XP_010591250.1	NP_001403844.1
OG0005998	XP_023407257.1	NP_001348211.1, XP_030104997.1
OG0005999	XP_023407517.1	NP_001108084.1, NP_001108083.1, NP_001108085.1, NP_766028.2, XP_006521947.1
OG0006000	XP_023407251.1	NP_076076.2, XP_006522633.1
OG0006001	XP_010600331.1	XP_006517472.1, NP_878259.1
OG0006002	XP_023411253.1	XP_017174903.1, NP_001182003.1
OG0006003	XP_003412925.1	NP_076133.3
OG0006004	XP_003412964.1	XP_006522644.1, NP_780374.1
OG0006005	XP_003417910.2	XP_011242630.1
OG0006006	XP_010595852.1	NP_001103801.1, NP_035998.2, XP_006516736.1
OG0006007	XP_003416509.1	NP_076043.2
OG0006008	XP_003416501.1	XP_006516976.1
OG0006009	XP_010594491.1	XP_036013726.1, NP_080176.2
OG0006010	XP_023411523.1	NP_001271448.1, NP_001271449.1, NP_031743.3, NP_001104580.1, XP_011242567.1
OG0006011	XP_003406011.1	NP_035486.1
OG0006012	XP_023398710.1	NP_001139292.1, NP_034404.3
OG0006013	XP_010584588.1	NP_035659.1
OG0006014	XP_003405845.1, XP_010601144.1	NP_083556.2, XP_006500392.1
OG0006015	XP_003406024.1	NP_001103679.1, NP_081409.1, XP_006500208.1
OG0006016	XP_003406250.2	NP_035032.1
OG0006017	XP_010599964.1	NP_001152992.1
OG0006018	XP_003406211.1	NP_001295195.1, NP_035617.1
OG0006019	XP_003406207.1	NP_598571.2
OG0006020	XP_010600858.1	NP_080100.1
OG0006021	XP_003406182.1	NP_001153420.2
OG0006022	XP_003406176.1	NP_081683.3, NP_001344225.1, NP_001303623.1, XP_036009489.1, NP_001303624.1
OG0006023	XP_003406164.1	NP_001074519.2, XP_006496361.1
OG0006024	XP_003406154.1	NP_291041.2
OG0006025	XP_023397616.1	NP_034284.1, XP_006495755.1
OG0006026	XP_010600377.1	NP_001297588.1
OG0006027	XP_003406114.1, XP_023397356.1	NP_081430.3
OG0006028	XP_003405949.1	XP_006495846.1
OG0006029	XP_003406107.1	NP_001014974.1, XP_006496287.1
OG0006030	XP_010600273.1, XP_023397193.1, XP_023397192.1	NP_714966.1, XP_006496051.1
OG0006032	XP_003406126.1	NP_001263338.1, NP_001263337.1, XP_006495760.1, NP_034363.1
OG0006033	XP_003415065.2	NP_001025155.2, XP_006496994.1
OG0006034	XP_003410297.1	NP_001289730.1
OG0006035	XP_003410317.1	NP_780591.1
OG0006036	XP_023404944.1	XP_006529676.1, NP_694811.1
OG0006037	XP_010593232.1	NP_780670.2
OG0006038	XP_010593200.1	NP_001032247.1, NP_001399675.1
OG0006039	XP_023409963.1, XP_010593196.1	NP_038947.2
OG0006040	XP_003415232.2	NP_001343442.1, NP_075528.3, NP_001343443.1, NP_001152997.1
OG0006041	XP_003410993.1	XP_006497126.1, NP_001343392.1
OG0006042	XP_023413711.1	NP_035013.1
OG0006043	XP_023398303.1	NP_660129.2, XP_006534760.1
OG0006044	XP_003416030.1	NP_906272.1, XP_006528897.1, NP_001344029.1, NP_001344028.1
OG0006045	XP_003416028.2	NP_081303.1
OG0006046	XP_003416025.1	NP_001300666.1
OG0006047	XP_010594073.1	NP_001397559.1, NP_001397560.1, NP_001295418.1, NP_001397561.1, NP_034346.1
OG0006048	XP_010594136.2	NP_001361133.1
OG0006049	XP_010594031.1	NP_001153875.1
OG0006050	XP_023413728.1, XP_023413725.1, XP_023413727.1	NP_783600.1, XP_017174011.1
OG0006051	XP_023413615.1	NP_001104250.1, NP_038708.3
OG0006052	XP_023413668.1	NP_001104546.1, NP_001013405.2, XP_036017871.1, NP_001345769.1
OG0006053	XP_010596068.1	NP_766067.2
OG0006054	XP_023413666.1	NP_001159909.1
OG0006055	XP_010595995.1	NP_001277465.1
OG0006056	XP_003418076.2	XP_011245744.1
OG0006057	XP_003420417.2	NP_001158050.1
OG0006058	XP_023394650.1	XP_006528619.1, NP_001098715.1
OG0006059	XP_003420070.1	NP_081114.2, NP_001077364.2
OG0006060	XP_003414810.1	NP_001277380.2, NP_058582.4, XP_017174034.1, NP_001345290.2, NP_001268858.2
OG0006061	XP_023409609.1	NP_796189.2, XP_011249310.1
OG0006062	XP_023395726.1	NP_899179.1, XP_011249304.1, NP_808259.2, NP_808583.1
OG0006063	XP_003420548.3	NP_666346.1
OG0006064	XP_023396509.1	XP_006528144.1
OG0006065	XP_010599375.1	NP_062341.2, NP_032088.1
OG0006066	XP_003421793.1	NP_035822.2
OG0006067	XP_003412799.2	XP_030107383.1
OG0006068	XP_003422096.1	NP_001009575.2
OG0006069	XP_010591428.2	NP_001369380.1
OG0006070	XP_023396420.1, XP_023396387.1, XP_003421651.1	NP_001347046.1, NP_084374.2
OG0006071	XP_023409409.1, XP_003404025.1	NP_001346488.1, NP_082716.1, NP_001346489.1
OG0006072	XP_010585734.1	NP_001276670.1, XP_011239749.1, NP_001276669.1
OG0006073	XP_023413055.1	NP_082760.2
OG0006074	XP_023406700.1	XP_011240406.1, NP_061213.2
OG0006075	XP_023412609.1	XP_006533922.1, NP_067415.2
OG0006076	XP_003419753.1	NP_667237.1, NP_667167.1
OG0006077	NP_001290190.1	XP_006495693.1, NP_033806.2
OG0006078	XP_023405179.1	NP_631887.2, NP_085104.1, NP_034029.2, XP_017175300.1, XP_006501028.1
OG0006079	XP_023413752.1	NP_796253.2, XP_006531174.1
OG0006081	XP_023409740.1, XP_023409713.1	NP_001019892.2, NP_001170820.1, NP_001170821.1, XP_011237152.1, XP_011237031.1, NP_001355728.1, NP_001355727.1, NP_001359365.1, NP_001359366.1
OG0006083	XP_023396639.1	NP_666722.2, NP_666676.1, NP_666726.1, NP_666723.1, NP_666721.1
OG0006089	XP_010597378.2	NP_031979.2
OG0006090	XP_003404412.1	XP_006537649.1, NP_034019.1
OG0006091	XP_003416503.1	XP_011242698.1, NP_058065.2
OG0006092	XP_003415760.1	XP_006511995.1, NP_034046.2
OG0006093	XP_010588622.1	NP_035564.1
OG0006094	XP_003417605.1	XP_017169805.1
OG0006095	XP_003421051.2	NP_064368.3, NP_001155187.1, XP_006518871.1, NP_001155186.1
OG0006096	XP_023404279.1	XP_011238312.1, NP_034243.2
OG0006097	XP_003414729.1	NP_075029.1
OG0006098	XP_003406166.1	XP_036012250.1, NP_033973.2
OG0006099	XP_003416152.1	NP_033231.2
OG0006101	XP_010586423.1	NP_001273299.1
OG0006102	XP_003405656.1	NP_620817.2, NP_035863.1
OG0006103	XP_010588478.2	NP_038597.2
OG0006104	XP_023396508.1	XP_006527819.1, NP_062277.1
OG0006106	XP_023396837.1	NP_034892.1
OG0006107	XP_023403266.1	NP_033458.2, XP_006501367.1, NP_001159411.1, NP_001159412.1
OG0006108	XP_023402447.1	NP_061362.1
OG0006109	XP_003420554.1	NP_001292726.1, NP_032005.1
OG0006110	XP_003410144.1, XP_010588081.1	NP_001397114.1, NP_032164.2
OG0006111	XP_010585712.2	NP_001186042.1
OG0006112	XP_023411592.1	NP_062523.1, XP_006504507.1, NP_001343559.1
OG0006113	XP_023400944.1	NP_001157518.1, NP_035466.1, XP_036019409.1, NP_001041644.1
OG0006114	XP_023401414.1	XP_006517790.1, NP_064675.1
OG0006115	XP_003421361.2	XP_011240345.3, NP_033164.1
OG0006116	XP_003410330.1	XP_006497291.1
OG0006117	XP_010595717.1	NP_038658.2, XP_036016298.1
OG0006118	XP_023403939.1	NP_032875.1, NP_001349397.2
OG0006119	XP_010597018.1	NP_062784.3
