Orthogroup	Loxodonta_africana	Homo_sapiens
OG0005209	XP_010596341.2	NP_055551.1
OG0005210	XP_003418406.3	NP_001273426.1, XP_011520385.1, NP_001273425.1, NP_079325.2, NP_001273428.1
OG0005211	XP_003418412.1	XP_011519849.1, NP_001157164.1
OG0005212	XP_010592036.1	NP_001316558.1, NP_001019907.1, XP_005254757.1
OG0005213	XP_010592057.1	NP_001271293.2, NP_001092906.3, XP_005254346.1, NP_001398011.1, NP_001271294.1
OG0005214	XP_023403925.1	NP_001122401.1, NP_002933.1, NP_001382586.1, XP_011532283.1, NP_001382585.1
OG0005215	XP_023404252.1, XP_010588631.1	NP_001273563.1
OG0005216	XP_010596931.1	XP_016883998.1, NP_001307643.1, NP_005119.2
OG0005217	XP_010596964.1	NP_001091872.1
OG0005218	XP_003419034.1	NP_061139.2
OG0005219	XP_003419080.1	NP_001307572.1, XP_016883697.1, XP_011527776.1, NP_775490.2
OG0005220	XP_010588821.1	NP_001304995.1
OG0005221	XP_010588804.1	NP_001287742.1, NP_001036199.1, NP_001305015.1, NP_001305014.1, NP_006314.2, XP_011529838.1
OG0005222	XP_023409019.1	NP_001252509.1, NP_001252507.1, NP_001252508.1, NP_001015045.1, XP_011529818.1, NP_055698.2
OG0005223	XP_003414143.1	NP_001278932.1
OG0005224	XP_003414181.1	NP_005130.1, XP_047306110.1
OG0005225	XP_003414197.1, XP_023409114.1, XP_023409115.1	NP_653322.1
OG0005226	XP_003410239.3	NP_776185.2, XP_005264802.1
OG0005227	XP_003412974.1	NP_001128529.2, NP_570843.2
OG0005228	XP_023403933.1	XP_011511144.1, NP_001001850.1
OG0005229	XP_003419013.1	NP_001307330.1, NP_001307326.1, NP_001307327.1, NP_065090.1, NP_001307328.1
OG0005230	XP_010591307.1, XP_003413010.2	NP_612144.1
OG0005231	XP_010591192.1	NP_689830.2
OG0005232	XP_023407426.1	NP_689912.2
OG0005233	XP_010586363.1, XP_003407994.2	NP_076996.2, XP_006714561.1
OG0005234	XP_023407264.1	XP_016861228.1, NP_597719.1
OG0005235	XP_023407300.1	NP_001181875.2
OG0005236	XP_023397085.1	NP_001307156.1
OG0005237	XP_003416295.2	XP_006713676.1, NP_001073929.1
OG0005238	XP_003416290.1	NP_001234937.1
OG0005239	XP_003416287.1	NP_065123.1
OG0005240	XP_003417911.1	NP_000120.2
OG0005241	XP_003416506.1, XP_010594497.1	NP_006357.1
OG0005242	XP_023411541.1	NP_001099038.1, NP_001099037.1, NP_001099036.1, NP_071396.4
OG0005243	XP_003416490.1	NP_001182539.1, NP_057440.2
OG0005244	XP_003416489.1	NP_065713.1, NP_001273194.1, XP_005249299.1, NP_001273193.1, NP_001273195.1
OG0005245	XP_023396636.1	NP_001305982.1
OG0005246	XP_010584611.1	NP_001291275.1, NP_065762.1, NP_001291273.1, NP_001291274.1, NP_001009959.1
OG0005247	XP_023398670.1	NP_001276904.1, NP_001316787.1, NP_038478.2, XP_047299993.1, NP_001316786.1
OG0005248	XP_010601146.1	NP_001308975.1
OG0005249	XP_003406263.1	NP_001028217.1
OG0005250	XP_003406239.3	NP_835224.3, XP_047302229.1
OG0005251	XP_003406220.1	NP_055400.1, XP_047300022.1
OG0005252	XP_003406120.1	NP_001120679.1, NP_054859.2
OG0005253	XP_023397372.1	NP_005722.1, NP_690601.1
OG0005254	XP_010600081.1	NP_995319.1, NP_037467.2, NP_001361223.1, NP_001361224.1, XP_047299979.1
OG0005255	XP_003406094.1	NP_001005209.1, NP_001290027.1, XP_016858856.1
OG0005256	XP_023404092.1	XP_005245510.1, NP_073568.2
OG0005257	XP_003410313.1	NP_776253.3, XP_047272843.1
OG0005258	XP_003415262.1	NP_036606.2
OG0005259	XP_010593203.1	NP_001394044.1, NP_001394048.1
OG0005260	XP_003415243.1	NP_057490.2
OG0005261	XP_023409948.1	XP_047278491.1, NP_001160135.1
OG0005262	XP_023409937.1	XP_011508397.1, NP_001171808.1
OG0005263	XP_003415227.1	NP_002232.2
OG0005264	XP_003414868.2	XP_006724746.1, NP_000345.2
OG0005265	XP_010598503.1, XP_023395451.1	NP_001640.1
OG0005266	XP_003416042.1	NP_001821.2
OG0005267	XP_023410987.1	NP_619542.1, NP_057694.2
OG0005268	XP_003416013.1	XP_006724559.1, NP_000283.1
OG0005269	XP_023395120.1	NP_001026915.1
OG0005271	XP_003420421.1	NP_055296.2
OG0005272	XP_023407184.1	XP_011529321.1
OG0005273	XP_003414870.1	XP_005262186.1, NP_001012773.2
OG0005274	XP_003414852.1	XP_005262262.1, NP_001340778.1, NP_115603.2
OG0005275	XP_003414845.1	NP_036603.1, XP_016885263.1
OG0005276	XP_003414831.1	NP_071384.1
OG0005277	XP_003414812.1, XP_010597155.1	NP_689905.1, NP_001011551.1
OG0005278	XP_003414806.1	NP_001156750.1, XP_016884697.1
OG0005279	XP_003414791.1	NP_004785.1
OG0005280	XP_010598350.1	XP_006724806.1
OG0005281	XP_023396163.1	XP_047298516.1, NP_001229543.1
OG0005282	XP_003421775.1	NP_004126.1, NP_777358.1
OG0005283	XP_010599074.1	NP_005131.1
OG0005284	XP_023403817.1	NP_061888.1, NP_001271224.1
OG0005285	XP_003415531.1	NP_002051.2, XP_005270807.1
OG0005287	XP_010585390.2	NP_036415.1
OG0005289	XP_003421691.1	NP_001381118.1, NP_001381125.1, NP_001381122.1, NP_001381123.1, NP_001381119.1, NP_660293.1, NP_001381124.1, NP_001381121.1, NP_001381120.1
OG0005298	XP_010593959.2	NP_000156.1
OG0005299	XP_010591709.1	XP_011540386.1, NP_001257429.1
OG0005300	XP_003415201.1	NP_065140.3, NP_001243325.1, NP_001243324.1
OG0005301	XP_003406766.1	XP_024307241.1, NP_004482.4
OG0005302	XP_003413099.1	NP_002721.1, NP_997401.1, NP_002723.2
OG0005303	XP_023394727.1	NP_003347.1
OG0005304	XP_023413652.1	NP_001035963.1, NP_001269579.1, NP_001269578.1, NP_001269580.1, NP_005651.1
OG0005305	XP_003405977.1	NP_001397910.1
OG0005306	XP_023402311.1	NP_001366621.1, NP_000614.1
OG0005307	XP_010591195.1	NP_001121620.1
OG0005308	XP_023394868.1	NP_059130.2, NP_787954.1, XP_047288646.1
OG0005309	XP_010596962.1, XP_003419023.1	NP_001171517.1, XP_005261035.1, NP_001138397.1, NP_002453.2, NP_001269849.1
OG0005310	XP_003417445.1, XP_023412796.1	NP_001358483.1, NP_000566.3
OG0005311	XP_003412782.1	XP_047298045.1, NP_000197.1
OG0005312	XP_010593966.1	XP_005248106.3, NP_001136036.2, NP_000078.3, NP_001366199.1
OG0005313	XP_003416615.2	NP_001103824.1, NP_036362.3, NP_009086.4
OG0005314	XP_023396463.1	NP_004049.3, NP_542157.3
OG0005315	XP_003404700.1	NP_004128.1
OG0005316	XP_023409730.1	NP_000441.2
OG0005317	XP_003409777.1	NP_004628.4
OG0005318	XP_023397121.1	XP_024308323.1, NP_000491.4, NP_001355073.1, NP_001355072.1, NP_001122062.3
OG0005319	XP_003413593.2	NP_002655.2, XP_047300728.1
OG0005320	XP_023405334.1	NP_998758.1, NP_000783.2, NP_001034804.1, NP_001034805.1, NP_001311245.1
OG0005321	XP_003416493.1	NP_001157030.1, NP_000939.1, XP_011513055.1
OG0005322	XP_003417079.1	NP_001139436.1, NP_001139435.1, NP_001139434.1, NP_001139433.1, NP_005063.1
OG0005323	XP_003412273.1, XP_003422670.1, XP_003422689.1, XP_010600787.1, XP_003423558.1	NP_006628.1
OG0005324	XP_003416733.1	NP_001362534.1, XP_024308771.1, NP_001362535.1
OG0005325	XP_003410018.2	NP_056953.2
OG0005326	XP_023405687.1	NP_697019.1
OG0005327	XP_010595219.1	NP_003946.3, NP_001365862.1, NP_001365861.1
OG0005328	XP_003409704.1	NP_000472.2
OG0005329	XP_023403559.1, XP_003409744.1, XP_023403558.1	NP_001286.1
OG0005330	XP_003412053.2	NP_057506.2
OG0005331	XP_023408798.1	XP_047288607.1, NP_001307970.1, NP_057405.1
OG0005332	XP_003419549.1	NP_004769.2
OG0005333	XP_010590169.1	NP_001112360.1, NP_001373264.1, NP_001138.1, NP_001112359.1, NP_001373266.1, NP_001373265.1
OG0005334	XP_023395019.1	NP_001265271.1, NP_001358262.1
OG0005335	XP_003421091.1	NP_003773.1
OG0005336	XP_023415392.1	NP_001394079.1
OG0005337	XP_003417288.1	NP_001071088.1, XP_016880502.1
OG0005338	XP_023413469.1	NP_077006.1
OG0005339	XP_023408807.1	XP_047288170.1, NP_001356197.1
OG0005340	XP_003415664.1	NP_000042.3, XP_005271619.2, NP_001338763.1
OG0005341	XP_003415551.1	XP_006710646.1, NP_001033722.1
OG0005342	XP_023400669.1	NP_001305051.1
OG0005343	XP_010601153.1	XP_011510380.1, NP_003733.2
OG0005344	XP_003409730.1	NP_001780.2, XP_047305319.1, NP_963861.1
OG0005345	XP_003420301.1	NP_058639.1
OG0005346	XP_003410442.1	NP_001254747.1
OG0005347	XP_023413626.1	NP_054728.2, NP_001107849.1
OG0005348	XP_023401813.1	NP_001028750.1, NP_001191102.1
OG0005349	XP_010587896.1	NP_002497.2, XP_011539820.1
OG0005350	XP_023395499.1	NP_001005291.1
OG0005351	XP_023395175.1	NP_620594.1, XP_016869721.1
OG0005352	XP_010587104.1	NP_001317141.1, NP_002793.2
OG0005353	XP_003419310.1	NP_000993.1, NP_444505.1
OG0005354	XP_010599838.1	NP_001274522.1, NP_001274523.1, NP_001279.2
OG0005356	XP_010597627.1	NP_001029025.1, NP_000958.1
OG0005357	XP_003411716.1	NP_001369294.1, NP_054902.1, NP_001369295.1
OG0005358	XP_023399337.1	NP_001138929.2, NP_004820.2, NP_001138930.2, XP_011525831.1, NP_001229285.1, NP_001229286.1
OG0005359	XP_010591722.1	NP_003811.2, XP_054184583.1
OG0005360	XP_003418287.1	NP_001193977.1, NP_036236.1, NP_620428.1
OG0005361	XP_003415191.1	NP_001269555.1, NP_733822.1, NP_001393914.1
OG0005362	XP_010585046.1	NP_001244263.1, NP_001001937.1, NP_004037.1, NP_001244264.1, NP_001001935.1
OG0005363	XP_003407600.1	NP_001004483.1
OG0005364	XP_003418330.3, XP_003418331.2, XP_003418329.1, XP_003418261.1, XP_003418260.1, XP_003418259.1, XP_003418327.1, XP_003418332.1	NP_001005197.1
OG0005365	XP_023396360.1	NP_110401.1
OG0005367	XP_010584971.1	NP_060378.1
OG0005368	XP_010595879.1, XP_023402973.1, XP_003404319.1	XP_011534147.1
OG0005369	XP_003415512.2	NP_075385.1
OG0005370	XP_010597389.1	NP_001269581.1, NP_006810.1, NP_001269582.1
OG0005371	XP_003406308.1	NP_001137290.1, XP_024306960.1, NP_002566.1
OG0005372	XP_003406314.2	NP_002630.2
OG0005373	XP_023399514.1	XP_011524413.1, NP_065905.2, NP_001333160.1, NP_001333162.1, NP_001333159.1
OG0005374	XP_003406344.1	NP_002387.1
OG0005375	XP_010587462.1	NP_001273540.1, NP_001273541.1, NP_001122089.1, XP_005267234.1, NP_114128.3
OG0005376	XP_010586546.2	NP_008975.1
OG0005377	XP_003404383.2	NP_001238978.1
OG0005378	XP_010597174.1	NP_001333347.1
OG0005379	XP_003419259.1	NP_001305867.1, NP_066958.2, XP_006715612.1
OG0005380	XP_003422030.2	NP_001273280.1, XP_011533809.1, NP_001273279.1, NP_999627.2
OG0005381	XP_003404300.1	NP_996804.2, NP_001035940.1, NP_001171506.1, XP_016866335.1
OG0005382	XP_023395286.1	NP_005898.2, XP_005267043.1
OG0005383	XP_023414833.1	NP_001026882.2, NP_001337509.1, NP_001337510.1, NP_001337513.1, NP_001337511.1, NP_001337512.1
OG0005384	XP_010591778.1	NP_001129120.1, NP_001278913.1, NP_002835.2
OG0005385	XP_010585786.1	NP_001273646.1, NP_056054.2, NP_001317630.1, XP_005251905.1, NP_001273644.1
OG0005386	XP_003407430.1	NP_001358972.1, NP_001177411.1, XP_011517071.1
OG0005387	XP_023400507.1	NP_001317607.1
OG0005388	XP_003407481.1	XP_011516919.1, NP_001154.2
OG0005389	XP_003406284.1	XP_005259261.1
OG0005390	XP_023399898.1	NP_001139014.1
OG0005391	XP_023399890.1	NP_001139799.1, NP_001356700.1, NP_001356703.1, NP_001374285.1, NP_001356702.1, NP_001139798.1, NP_001356701.1, NP_001374287.1, NP_001374286.1, NP_056178.3, NP_001356699.1
OG0005392	XP_023399881.1	NP_001138648.1
OG0005393	XP_003406832.1	NP_009185.2
OG0005394	XP_010584796.1	XP_011525317.1
OG0005395	XP_010585248.2	XP_047294364.1, NP_001129491.1
OG0005396	XP_003406859.1	NP_065701.2, XP_024307388.1
OG0005397	XP_010584743.2	NP_037388.3
OG0005399	XP_023398870.1	NP_065139.2, XP_016882510.1
OG0005400	XP_023395700.1	NP_940942.1, NP_001372577.1
OG0005401	XP_023395669.1	NP_004868.1
OG0005402	XP_023395598.1	NP_001317425.1, NP_067008.3
OG0005403	XP_010599924.1	NP_001186499.1, NP_056341.1
OG0005404	XP_023395629.1, XP_023395628.1	NP_005295.1, XP_011525160.1, NP_001335124.1
OG0005405	XP_003415460.1	NP_078950.1, XP_011540450.1
OG0005406	XP_003420260.1	NP_038474.2
OG0005408	XP_003410594.1	NP_061916.3, XP_011517816.1
OG0005409	XP_023404505.1	NP_116201.7, XP_011518052.1
OG0005410	XP_023404579.1	NP_001336951.1
OG0005411	XP_003410632.2, XP_010589034.1	XP_047280942.1, NP_542166.1, NP_056357.1
OG0005412	XP_003410644.1	NP_116294.1, NP_001139019.1
OG0005413	XP_010589460.1	NP_542401.1
OG0005414	XP_003404618.1	NP_055588.3, XP_005268604.1, NP_001136075.1
OG0005415	XP_003404871.1	NP_892005.1, XP_016864616.1
OG0005417	XP_010586465.1	NP_001091981.1
OG0005418	XP_003408125.1	NP_150597.1
OG0005419	XP_003416328.1	XP_016878707.1
OG0005420	XP_023410066.1	NP_699172.2, XP_006710419.1, NP_001287755.1, NP_001120833.1
OG0005421	XP_023410246.1	NP_001287940.1
OG0005422	XP_003413466.1	NP_001337096.1, NP_001337095.1, NP_001337097.1, NP_115612.4, NP_001317323.1
OG0005423	XP_003413169.2	NP_000920.1, XP_005245948.1
OG0005424	XP_023405437.1	NP_005121.1
OG0005425	XP_023403273.1	XP_006714733.1, NP_001034852.3
OG0005426	XP_003404783.1	NP_055634.3
OG0005427	XP_023403483.1, XP_003405034.1	XP_016865468.1, NP_115666.2
OG0005428	XP_003405030.1	NP_001316601.1, NP_001316600.1, NP_001316599.1, NP_065852.1
OG0005429	XP_023395462.1	XP_016877744.1
OG0005430	XP_010598484.1	NP_001369566.1
OG0005431	XP_023408625.1	NP_612197.1, NP_612198.2, NP_612192.1, NP_001278238.1, NP_002561.1
OG0005432	XP_010592144.1	NP_060466.2
OG0005433	XP_003413832.1	NP_001294881.1, NP_839946.1
OG0005434	XP_023408607.1	XP_005272478.1, NP_001073904.1
OG0005435	XP_023408605.1	XP_006720617.1, NP_057157.1
OG0005436	XP_023405441.1	NP_061859.4
OG0005437	XP_003411418.1	NP_079481.2
OG0005438	XP_010589674.1	NP_001124306.1, NP_001291364.1, NP_001291363.1, NP_001281.1, XP_006714038.1
OG0005439	XP_003411361.1	NP_004172.2
OG0005440	XP_003403985.1	NP_057143.1
OG0005442	XP_003410958.1	NP_060542.4
OG0005443	XP_003410951.1	NP_689703.1, XP_006711812.1
OG0005444	XP_003410947.1	NP_055580.1
OG0005445	XP_003410944.1	NP_001248391.1, NP_001010984.1, NP_114407.3, XP_006711881.1
OG0005446	XP_010589310.1	NP_001363439.1, NP_001116307.2, NP_078801.3
OG0005447	XP_003410942.1	XP_024304970.1
OG0005448	XP_010587452.1	NP_110386.2
OG0005449	XP_023402757.1	NP_036370.2, NP_001135970.1, NP_001300978.1
OG0005450	XP_003409085.1	NP_001311243.1, NP_001311244.1, NP_001311246.1, NP_689920.1, NP_001311242.1, NP_001311241.1
OG0005451	XP_010587637.1	NP_001035363.1, NP_775826.2
OG0005452	XP_003408935.1, XP_023402829.1	NP_001229475.1
OG0005453	XP_010587529.1	NP_001019764.1, XP_047280506.1
OG0005454	XP_003408958.1	NP_001171712.1
OG0005455	XP_003418667.2	XP_006718016.1, NP_001087239.2, NP_001307743.1, XP_016872097.2
OG0005456	XP_023414380.1	NP_001165081.1
OG0005457	XP_023408612.1	NP_001351056.1
OG0005458	XP_023408594.1	XP_016864517.1, NP_001138426.1
OG0005459	XP_010590824.1	NP_001365903.1
OG0005460	XP_010590708.1	NP_004937.1
OG0005461	XP_003404653.1	NP_001129116.1, XP_011535946.1, NP_057305.1
OG0005462	XP_003404645.1	NP_001362250.1, NP_005202.2, NP_001336665.1, NP_001362249.1, NP_001275634.1
OG0005463	XP_010586444.1	NP_061960.1
OG0005464	XP_003408066.1	NP_006442.2
OG0005465	XP_010586419.1	NP_001351229.1, NP_001351228.1
OG0005466	XP_003408058.1	XP_016865478.1, NP_115976.2
OG0005467	XP_023401399.1	NP_060826.2, XP_016865096.1
OG0005468	XP_003407924.1	NP_001278885.1, XP_005248285.1
OG0005469	XP_023412210.1	XP_011522280.1, NP_001140156.1
OG0005470	XP_023412770.1	NP_777587.1, NP_001278921.1
OG0005471	XP_010595431.1	XP_011541328.1, NP_115920.1
OG0005472	XP_023412782.1	NP_059121.1, XP_011541172.1
OG0005473	XP_003418317.2	NP_003096.2
OG0005474	XP_023413955.1, XP_023413956.1	NP_694938.2, NP_001091996.1
OG0005475	XP_003418311.1	NP_004707.2
OG0005476	XP_003415676.1	XP_016872690.1
OG0005477	XP_010594819.1	NP_003333.1
OG0005478	XP_023412109.1	NP_006603.2, XP_005256481.1
OG0005479	XP_023412130.1	XP_011522160.1
OG0005480	XP_003416785.1	NP_001094282.2
OG0005481	XP_010594878.1	NP_056485.2
OG0005482	XP_010594903.2	NP_036525.1, XP_024306572.1
OG0005483	XP_023412202.1	NP_079375.3
OG0005484	XP_003416842.3	NP_001290210.1
OG0005485	XP_003420636.1	NP_001275571.1
OG0005486	XP_023395474.1	NP_683723.2, NP_001096134.1, NP_055779.2
OG0005487	XP_010589521.1	NP_003359.3, NP_001017415.1, NP_001017416.1
OG0005488	XP_003411096.1	NP_114416.1, XP_047287699.1
OG0005489	XP_023405423.1	NP_001004303.3, XP_011539200.1
OG0005490	XP_003411212.2	NP_689481.2
OG0005491	XP_023407945.1	NP_115505.2, XP_016857963.2, NP_001153656.1, NP_001397626.1, NP_001354481.1
OG0005492	XP_003413551.1	NP_055263.2, XP_016856538.1
OG0005493	XP_010591460.1	NP_005418.1, XP_047285477.1, NP_001119712.1, NP_001191121.1
OG0005494	XP_023407900.1	XP_024306869.1, NP_055519.1
OG0005495	XP_003413525.1	NP_001352881.1, NP_001352880.1
OG0005496	XP_023413803.1	NP_001153839.1, NP_001092003.2, NP_443713.2, NP_443714.3, XP_011521707.1
OG0005497	XP_023413811.1, XP_003418175.1	XP_005256336.1, NP_689552.2
OG0005498	XP_003418105.1	XP_011521147.1
OG0005499	XP_003418130.2	XP_047290786.1, NP_003782.1
OG0005500	XP_003417105.1	NP_001135789.1
OG0005501	XP_010595079.1	NP_001020604.1, NP_001020605.1, NP_001273066.1, NP_000894.1
OG0005502	XP_023412272.1	NP_001304124.1, XP_011521102.1, NP_001784.2
OG0005503	XP_023412342.1	NP_115516.1, XP_024306237.1
OG0005504	XP_003417183.1	NP_005173.1
OG0005505	XP_003417177.1	NP_003896.1, NP_001273429.1
OG0005506	XP_023414774.1	NP_001014987.1, NP_001014989.2, NP_001014988.1, NP_055202.1
OG0005507	XP_023413061.1	NP_001240655.1, NP_757384.1, NP_078783.1, NP_001240654.1
OG0005508	XP_003411166.1	XP_047282581.1, NP_067056.2
OG0005509	XP_003408627.1	NP_004230.2
OG0005510	XP_023413088.1	NP_001357330.1
OG0005511	XP_003416700.1	NP_115693.2
OG0005512	XP_003416602.1	NP_036585.1, NP_001349589.1
OG0005513	XP_003416620.1	NP_001096066.1, NP_065943.2, NP_001096065.1, NP_001096064.1, XP_011514076.1
OG0005514	XP_010600092.1	NP_056992.4, XP_005250462.1, NP_001122324.1, NP_001122326.1, NP_001122325.1
OG0005515	XP_023397514.1	NP_689955.1
OG0005516	XP_023411693.1, XP_003416644.1	NP_001371672.1
OG0005517	XP_003418916.1	NP_004951.1
OG0005518	XP_023414709.1	NP_001107852.1, XP_005255370.1, NP_002200.2
OG0005519	XP_003418897.1	NP_078792.1
OG0005520	XP_010596752.1	XP_016878948.1, NP_061989.2
OG0005521	XP_023414765.1	NP_775886.3, XP_011544044.1
OG0005522	XP_003418934.2	XP_024306135.1
OG0005523	XP_003418852.1	NP_777584.1, XP_011544066.1
OG0005524	XP_003421926.1	XP_005255375.1, NP_001004060.1, NP_001004067.1, NP_055102.3
OG0005525	XP_023396686.1	NP_001162.5
OG0005526	XP_010595608.1	NP_003489.1
OG0005527	XP_003417775.1	XP_047290566.1, NP_077014.4
OG0005528	XP_003417684.1	XP_016878461.1, NP_689672.4
OG0005529	XP_003417686.1	XP_016878427.1
OG0005530	XP_003417710.1	NP_001372391.1, NP_001372393.1, NP_690851.2, NP_001372392.1
OG0005531	XP_003417843.1	NP_001166136.1, NP_001166135.1, NP_066991.3, NP_001166134.1
OG0005532	XP_023413089.1	NP_065715.1
OG0005533	XP_003409608.2	NP_006612.2, NP_001229605.1, NP_001229604.1, NP_001229602.1, NP_001229603.1
OG0005534	XP_023403290.1	XP_011540434.1, NP_620641.1, NP_573444.2, NP_001306881.1, NP_078802.2
OG0005535	XP_010587847.1	NP_001355738.1
OG0005536	XP_003418480.1	NP_689424.2, NP_057060.2
OG0005537	XP_003418489.1	NP_001265177.2, NP_056300.3, NP_001121614.2, NP_001265176.2, NP_001186611.2
OG0005538	XP_023405228.1	NP_001363075.1
OG0005539	XP_023404170.1	NP_001307072.1
OG0005540	XP_010588522.2	NP_612400.3
OG0005541	XP_023404038.1, XP_003410281.1	XP_011508137.1
OG0005542	XP_023404135.1	NP_001116451.1, NP_114418.2, NP_001164102.1, XP_011508353.1
OG0005543	XP_010588573.1	XP_024303422.1, NP_006203.2, NP_001018063.1
OG0005544	XP_003422488.1	XP_047292088.1
OG0005545	XP_003422476.2	NP_057532.4
OG0005546	XP_023405002.1	NP_689876.2
OG0005547	XP_023405010.1	NP_001343435.1, NP_001343434.1, NP_001377763.1
OG0005548	XP_003411033.1	NP_060592.2
OG0005549	XP_023410016.1	NP_003753.2
OG0005550	XP_010593356.2	XP_005245102.1, NP_002013.1
OG0005551	XP_023410030.1	NP_851607.2
OG0005552	XP_003414932.1	NP_001307902.1
OG0005553	XP_003410964.1	NP_001368783.1, NP_001368782.1, NP_001812.2
OG0005555	XP_003410971.1	XP_005273138.3
OG0005556	XP_003415208.1	NP_057081.3
OG0005557	XP_023409815.1	NP_001243462.1, NP_001243461.1, XP_047279963.1, NP_060586.2
OG0005558	XP_023409814.1	NP_001353106.1
OG0005559	XP_003415163.1	NP_872631.1, NP_001393739.1, NP_872632.2, NP_005218.1
OG0005560	XP_010593096.1	XP_005245506.1
OG0005561	XP_023409783.1	NP_001357526.1, NP_001358938.1, NP_001357525.1
OG0005563	XP_023409753.1	NP_075391.3, NP_001311404.1
OG0005564	XP_003414949.1	NP_002956.1
OG0005565	XP_003406391.1	NP_077740.1, NP_004940.1, NP_001393435.1
OG0005566	XP_003406425.1	NP_001093203.1, NP_001108.2, XP_005258138.2
OG0005567	XP_023399733.1	NP_001362737.1, NP_055461.1, NP_001362738.1, XP_005258234.1
OG0005568	XP_023399745.1, XP_003406433.1	NP_065699.1
OG0005569	XP_003408873.1	NP_001122067.2
OG0005570	XP_010598849.2	NP_858043.1, NP_001137391.1
OG0005571	XP_003408718.1	NP_057190.2, NP_001269961.1, NP_001244305.1, NP_878255.1, XP_005267526.1
OG0005572	XP_010586889.1	NP_872589.1, XP_024305228.1, NP_038476.2
OG0005573	XP_010586940.1	XP_011535410.1, NP_660294.1, NP_001124173.1
OG0005574	XP_023401935.1	XP_011535490.1, NP_001153620.1, NP_085140.2, NP_001153619.1
OG0005575	XP_023401950.1, XP_010586951.1	NP_001139487.1, NP_055565.3, XP_016877329.1
OG0005576	XP_003408733.1	NP_653182.1, NP_001318088.1, NP_001318087.1, XP_047286856.1, NP_001318093.1
OG0005577	XP_023402056.1	XP_047287129.1, NP_056161.2
OG0005578	XP_003408781.1	NP_004441.1
OG0005579	XP_010587035.1	NP_001354639.1
OG0005580	XP_003408808.1	NP_689658.3, XP_011534777.2
OG0005581	XP_003408805.1	NP_001229853.1, NP_067011.1, NP_001229855.1
OG0005582	XP_003408594.1	NP_001229936.1
OG0005583	XP_010587079.1	NP_001333062.1, NP_001333063.1, XP_016876713.1, NP_998766.1, NP_001333060.1
OG0005584	XP_010587083.1	NP_112487.1
OG0005585	XP_023402205.1	XP_011534793.1, NP_689659.2
OG0005586	XP_023402221.1	NP_001353778.1
OG0005587	XP_010587145.2	XP_005267456.2, NP_004425.2, NP_001008707.1
OG0005588	XP_003408921.2	NP_689520.2
OG0005589	XP_010587179.1	NP_150374.2, NP_001374496.1
OG0005590	XP_003408929.1	NP_001302.1
OG0005591	XP_010590871.2	XP_047286637.1
OG0005592	XP_010595168.1	NP_062559.2, XP_005256434.1
OG0005593	XP_023412473.1	NP_036468.1, NP_001077077.1, NP_001033707.1, NP_114174.1, XP_006722341.1
OG0005594	XP_010595175.1	NP_071439.3, XP_024306636.1
OG0005596	XP_023412553.1	NP_001275727.1
OG0005597	XP_010595223.2	NP_689681.2
OG0005598	XP_003417298.1	NP_004026.2, NP_001171968.1, XP_047292138.1, NP_009223.2
OG0005599	XP_023412659.1	NP_001026973.1, XP_011523104.1, NP_004515.2
OG0005600	XP_003417309.1	NP_002077.1
OG0005601	XP_023412667.1	NP_619525.1, NP_054720.1, NP_001166174.1
OG0005602	XP_003417234.1	NP_001292011.1
OG0005603	XP_003417335.1	NP_758424.1, NP_061142.2
OG0005604	XP_003414347.1	NP_055613.1
OG0005605	XP_003414550.2	XP_011522687.1
OG0005606	XP_010592730.1	NP_001288646.1, NP_001288645.1, NP_001288647.1, NP_001829.1, NP_001288643.1
OG0005607	XP_023409167.1	NP_835465.2, XP_006721895.1
OG0005608	XP_003414437.1	NP_003638.1, XP_047292915.1
OG0005609	XP_003414426.2	NP_000241.1
OG0005610	XP_003414636.1	NP_872426.1
OG0005611	XP_010592584.2	NP_872375.2
OG0005612	XP_003414603.1	NP_201572.1
OG0005613	XP_010592540.1	NP_000277.1
OG0005614	XP_023409220.1	NP_078959.3, XP_006722147.1
OG0005615	XP_023411991.1, XP_003417004.2	NP_065823.1, XP_016880385.1
OG0005616	XP_023411895.1	XP_011523061.1, NP_001138525.2, NP_940931.3
OG0005617	XP_010594782.1	NP_001177340.1
OG0005618	XP_010594807.1, XP_003416887.1	XP_006721526.1, NP_001026851.2
OG0005619	XP_003416890.2	NP_001014764.1, NP_112588.1
OG0005620	XP_023412063.1	NP_115670.1, NP_757344.2, NP_757343.2
OG0005621	XP_003423609.1	NP_001004353.2, NP_001243630.1, NP_001243628.1, NP_001243629.1
OG0005622	XP_023410469.1	NP_003783.1, NP_001268226.1, NP_694880.1
OG0005623	XP_023397690.1	XP_047278592.1
OG0005624	XP_023398334.1	NP_055975.1, XP_005266116.1
OG0005625	XP_010598292.1	NP_006744.2
OG0005626	XP_010598288.1	NP_055509.2, XP_011517543.2, NP_001138792.1
OG0005627	XP_023397915.1	NP_000084.3, XP_016869755.1
OG0005628	XP_023400548.1	NP_000359.1
OG0005629	XP_003407580.1	NP_001386388.1
OG0005630	XP_010585867.1	XP_011516701.1
OG0005631	XP_023401071.1	NP_001362883.1
OG0005632	XP_023400641.1	NP_005085.2, XP_047278620.1
OG0005633	XP_003407483.2	NP_056494.1
